-0.00236472+0.00458183j -0.00472073-0.0091063j -0.00116748+0.00730113j 0.00285317+0.00219184j -0.00161526-0.00140495j -0.00293674-0.00437061j -0.00186161+0.00629124j 0.00286982+0.00454282j 0.00276689+0.00266287j -0.00225259-0.00360735j 0.00154696+0.00290026j -0.00164854+0.00621518j 0.00273257+0.00394557j -0.00331932-0.00428532j 0.000612619-0.00101318j 0.000158582+0.00281914j 0.00263754+0.00285979j -0.000644141+0.00236665j 0.00194047+0.00427478j 0.00120577+0.00160437j -0.00183099+0.000430985j 0.00108927+0.00535337j -0.00193587-0.00347177j -0.00196298+0.00221403j 0.000194772-0.00266123j 0.00218429-0.000356674j -0.000131625-0.00209678j -0.000669362+0.000127845j -0.00113138-0.000747735j -0.000385618-0.00211971j -0.000874284-0.000494282j 0.00178235+0.00265579j -0.00125785-0.00127676j -0.000420931+0.00284687j -0.000465379+0.0013526j -0.00222959-0.00071295j -0.000294303+0.00101939j -0.000813658+0.00215574j 0.000100205+0.000944923j 0.00192556+5.92252e-05j 0.000897241+0.0032956j -0.000545298+0.000744968j 0.00238302-0.00243392j 0.000461193+0.00396974j -0.00221365+0.00258286j 0.00180951+0.00294297j -0.00348929-0.00152048j -0.000181351-0.00489188j 0.00125805+0.00481289j -0.000617358+0.0037969j -0.00176351-0.00260202j 0.00217923+0.00226449j 0.00247053+0.00119954j -0.00072826-0.00807777j -0.00243025-0.000108653j -0.00424316+0.00309506j 0.0020767-0.00448998j 0.0011494+0.00027923j -0.0173135-0.011874j 0.00468105+0.0158131j 0.0151817-0.00641086j 0.00855154+0.0237386j -0.00527573-0.00369745j 0.0244609-0.00663001j -0.010834+0.0275768j -0.0200734-0.0252528j -0.0181808+0.00274616j -0.0412475+0.00816325j 0.0575672-0.0147542j -0.00377766-0.0474931j 
-0.00253753+0.000488276j -0.000561721+0.001119j -0.00216728+0.00172431j -0.00524711+0.0021373j 0.000746595+0.0015374j 0.0120499-0.00489328j -0.00291269-0.000281527j -0.0114085+0.00420257j -0.00417075+0.0025393j -0.00875443+0.00448871j -0.00317486+0.00685344j -0.00356903-0.00350446j -0.00952656+0.00175613j -0.00220472+0.00347787j -0.0046714+0.00263154j -0.0174457+0.00538018j 0.00440773-0.000244248j 0.0286498-0.0168826j -0.0128258-0.00133337j -0.0382059+0.00594483j 0.0023557-0.00956926j -0.00266591-0.0252884j -0.0447892+0.0164551j 0.0162446+0.0135783j -0.0554588+0.0217866j -0.0117538+0.00415886j 0.0296562+0.00987159j 0.0102927+0.00433824j -0.0120574-0.00666713j -0.0309528+0.00389084j -0.0565148-0.00874854j -0.0213818-0.00847055j -0.0209777-0.0117664j -0.0174525-0.00323368j -0.0124047-0.00725624j -0.00158622+0.00870606j -0.0155317-0.00838209j -0.00699516-0.00390953j 0.009273+0.010314j -0.00586429-0.00560992j -0.00435346-0.00141016j -0.024176-0.00298066j -0.00688889-0.00197037j 0.004564+0.00263095j -0.00286861-0.00233982j -0.00502867+0.00251398j -0.00599814-0.000909948j -0.000796467-0.00390147j 0.00159705+0.00610532j -0.00156796-0.00382969j 0.00920614+0.00240301j -0.0071157-0.00105526j 0.0139472+0.00425995j 0.000862402+0.000478869j -0.00148126-0.00179897j 0.00929298+0.00197491j 0.00378897-0.000727988j 0.00667865+0.00156729j -0.00602694-0.00274j -0.00285867-0.00120941j -0.00680666-0.00128216j -0.000971638-0.00122484j -0.00332708-0.000890554j 0.00718746+0.00329939j 0.00387876+0.00165326j -0.0050627-0.00177786j 0.00356622+0.0017725j -0.00242243-0.000836767j 0.000715612+0.000438514j 0.00283379+0.00174973j 
0.00110246+7.09146e-06j 0.000909521-0.000765767j 0.00242581-0.000323613j -0.00180933-4.08663e-05j -0.00778731+0.00137146j -0.00510804+0.00217351j 0.00637134-0.000195118j 0.00391657-0.00311996j -0.00879542-0.000329885j 0.000882317-0.00365088j 0.00527412-1.74641e-05j -0.00592211+0.00512634j 0.00145048-0.00940127j -0.0140613+0.00465437j 0.0191067-0.00573158j 0.0432067+0.00428463j -0.0312398+0.00517642j 0.0127968+0.0151403j 0.00962472-0.00717492j -0.0404486-0.0111944j -0.0390062+0.00260927j -0.0569947-0.00136624j 0.0196067-0.01739j -0.0203621+0.00584168j -0.0417729+0.0102394j -0.013585-0.00146242j 0.00742289+0.000754205j -0.0327934-0.00170127j -2.78552e-05+0.000278264j -0.049065+0.0101317j 0.012053+0.00276077j 0.00880024+0.0164988j 0.00385913+0.011776j 0.0128597+0.00117669j 0.0444302+0.0039434j 0.00104291-0.0240604j -0.00869556-0.00407343j 0.00122295+0.00746149j 0.00721624-0.00621634j 0.00601781-0.00361409j -0.0103921+0.00168591j 0.0152395+0.00281067j -0.013385-0.0060674j -0.0138303-0.00115449j 3.35307e-05+0.00224177j -0.00384541+0.00124616j 0.0104883+0.00228423j -0.00882351-0.00237315j -0.00733234-0.00151288j -0.0066607-0.00203637j 0.00890952+0.0017334j -0.00151045+0.000495853j -0.00297216-0.00421232j -0.00124222-0.00165789j -0.0149536-0.00261582j -0.00847722-0.000566523j -0.00669127-0.00196194j -0.0014198-0.0015419j 0.0129278+0.00384087j 0.00777932+0.00237793j 0.00110851+6.40126e-05j -0.00358672-0.000105961j 0.00130554+0.00104803j 0.00211808+0.00181853j -0.00331739-0.000997965j 0.00430948+0.00186726j 0.00196965+0.000772494j -0.00235237-0.00102772j -0.000675158-0.000680521j -0.000696937-0.000610121j 
0.000306844+0.00064149j 0.00292645-0.001192j 0.00580316-0.00308417j 0.0012182-0.000737819j -0.002043-0.00212428j -0.00425214+0.00305056j -0.00456654+0.00271677j 0.00102057-0.00282476j -0.00242734-8.17933e-05j 0.0122092-0.00442503j -0.00782263-0.00254014j 0.0133423-0.00224154j 0.00769365-0.00297545j 0.00285122+0.00133091j -0.0341195+0.0213472j -0.0160166+0.00800411j -0.0332779+0.000904331j -0.0292168-0.00283761j 0.0030353-0.0150962j -0.0379409+0.0028988j -0.0169241+0.00902876j -0.0114751+0.0148436j -0.0366509-0.0045469j 0.00544874-0.00239524j 0.0123713-0.00565748j -0.0198241+0.00247369j -0.0375035-0.00541172j -0.0242517-0.0141978j -0.0140432-0.00201396j 0.0158674+0.00638617j -0.0404315+0.0110851j -0.0086354-0.000605526j -0.0358385-0.00467573j -0.0506393-0.00226296j 0.0211866+0.00433943j -0.00134098+0.030876j -0.000344385-0.00167423j 0.020882+0.00736105j -0.0244248-0.00576462j -0.00270791-0.00487489j -0.00266552+0.00200916j -0.0147936-0.002009j -0.0032075-0.00174906j 0.0064641+0.000695028j -0.00370695+0.000154488j -0.00240756-0.00166342j 0.0138796+0.00249795j -0.000222371+0.00242039j -0.00266007-0.0048126j -0.00198389-3.48479e-05j -0.0107519-0.00112053j -0.00402448-0.00255915j -0.0132137-0.00266065j -0.00291037+0.00118527j 0.0034686-0.000209984j 0.00267096+0.00133578j 0.00497132+0.00164973j -0.00708225+0.000118016j 0.00455754+0.00230161j -0.00515118-0.000674131j -0.000640508-0.000737771j 0.00488186+0.00037627j 0.00331908+0.000590364j -0.00461469-0.00102812j -0.00527417-0.00233093j -0.0004682+0.00014532j -0.00258832-0.000568538j -0.0033675-0.000948179j -0.00164013-0.000839249j 0.000581586+9.49558e-05j 
-0.00142021+0.000954112j 0.00245218-0.000588189j -0.00102589-0.00068228j 0.00094204-0.000397206j 0.00377926-0.00210565j -0.00013911+0.000828998j 0.00327113-0.00237413j 0.00102178-0.000410397j 0.00351241+0.00135847j 0.00179162-0.000201704j -0.00789169-0.00132665j 0.0192478-0.00589223j -0.00148036-0.00580378j 0.0213205-0.00963475j 0.0121237+0.00930338j -0.0023177-0.0103641j -0.036726+0.0115346j 0.00482711+0.00108056j 0.0150579-0.00335282j 0.0737986-0.0120714j 0.0164263-0.000401403j -0.0518313+0.00341191j -0.0652+0.00671122j -0.00352842-0.00364364j 0.00892348-0.00218629j 0.0608208+0.00205269j 0.0157153-0.00213461j -0.0186727-0.00593693j 0.0599435+0.0125319j -0.00412089-0.00239561j 0.00750605+0.00713271j 0.001516+0.000636034j 0.0150029+0.000938915j 0.00723978+0.00186745j 0.0087538-0.00159323j -0.000884548+0.016686j 0.0301423+0.00702983j 0.00473985-0.00131831j -0.0149357-0.00292697j 0.000199613+0.000366669j -0.00338752-0.000436774j 0.00330586-0.000144066j -0.00838549-0.00253438j -0.00282664-0.00160516j -0.00367337-0.00153398j -0.00488621-0.000594093j 0.00279806+0.0011865j 0.000427393-0.000305739j 0.00391503+0.000100378j -0.000541412+0.000282379j -0.00432871+0.000187726j -0.00517462-0.00214662j -0.00601216+0.000111596j -0.00162313+0.000607307j 0.00816279+0.000921507j -0.00379385-0.00113508j -0.000630938+3.22364e-05j -0.00300999-0.000402197j 0.00131205-0.00020033j -0.000705074-0.000539982j -0.00100924-0.000664448j 0.00061646-0.000775075j -0.00168435-0.000913492j -0.00365973-0.000866731j 0.00247154+0.000486124j -0.000209753+3.15544e-05j -0.00129464-0.000181317j -0.00037368+0.000314225j -0.000951805-0.000366128j 0.00177383+0.000893195j 
0.000960652-0.000666701j -0.00403249+0.000789809j 0.00648219-0.00214456j 0.00812646-0.00182572j -0.00541456-0.00110796j -0.00804052+0.00130242j -0.00271556+0.00651273j 0.0137401-0.0032409j -0.0030031-0.00320829j -0.000717685-0.00454859j 0.00646035+0.00190033j -0.0506731+0.0194222j 0.0142073+0.00885722j -0.0172392-0.0147714j 0.0110874-0.00414619j -0.0376128+0.0163287j -0.0416073+0.00032963j 0.0363997+0.00423845j 0.0146327+7.08323e-05j 0.00883407+0.00863214j 0.0329903-0.0039862j 0.002066+0.0222745j -0.0272258-0.00634799j 0.0492378-0.0110847j -0.00141161-0.00994305j 0.0227256+0.00290606j 0.0448037+0.00679576j 0.00140393+0.00186395j -0.0160809-0.00987171j 0.00726345-0.00180682j 0.00794908-0.00473907j -0.00210775+0.00602949j 0.00788862+0.00185934j -0.0140318-0.00354658j -0.00188958+0.00279677j 0.00545511-0.0358704j -0.0209851-0.00449804j 0.00314473+0.00441952j 0.00859507+0.0005627j 0.00958983+0.00567955j 0.00544498+0.00114692j 0.000904771-0.000408433j 0.00690064+0.00477664j 0.00878751+0.00309697j 0.0048953+0.00116011j 0.0172972+1.79961e-05j -0.000500369-0.00395795j 0.00670251+0.00318697j -0.0020254-0.00353133j -0.0159967-0.00224003j 0.00503804+0.000671454j 0.0123463+0.00489161j 0.00121969-0.00103043j 0.00611523-0.00102259j -0.00690865+0.000108329j -0.00528455-0.00106629j -0.00225609+0.00132603j 0.00243307+0.000594799j 0.00421724+0.00174224j 0.00280034+0.00166916j 0.0144115+0.00401929j 0.00223001+0.00197093j 0.00451342+0.00140911j -0.00291161-0.00164967j -0.00201118+0.00027838j 0.00137173+0.000810791j -0.00248229-0.00202174j -0.000667296-0.000813787j 0.00288325+0.00117676j -0.00387266-0.00242013j 
-0.00370941+0.00137489j 0.000866125+0.000383222j 0.00250281-0.00183201j 0.00102562-0.000137144j -0.00340971-0.00214681j 0.00722004-0.00277156j -0.00780641+0.00167786j -0.00100361+0.00254204j -0.0148572-0.000895566j 0.0224315-0.011485j -0.038213+0.0139649j -0.015419-0.0156598j -0.0507069+0.0107009j -0.0093888+0.00155979j -0.0201935+0.0147422j 0.0304427+0.0124521j -0.0152126+0.00503131j 0.0335742-0.00972778j 0.0409286-0.00957652j 0.0320317-0.00529096j -0.0411106-0.00256485j -0.002402-0.0122983j 0.00865926-0.00307798j -0.0272698-0.00860084j 0.00827267+0.00932178j 0.0372281+0.00873945j -0.0177866+0.00330115j 0.0431717-0.00103997j 0.00454044-0.00653012j -0.00507898+0.00161607j 0.0419638+0.00602118j -0.0149926-0.00382258j 0.00744726-0.00280732j -0.0342147-0.00251432j 0.013068-0.00322138j 0.00300241-0.00441351j 0.00454615-5.80525e-05j -0.00507919-0.00271319j -0.00896936+0.00131391j 0.00503956-0.00190769j -0.00968195+3.71984e-05j -0.0089936-0.00136335j -0.0151963-0.00374751j 0.00158129+0.00017484j -0.0129228-0.00198779j -0.00273887+0.00195434j 0.00433128-0.00218193j -0.00535491-0.00134555j 0.00926825+0.00173613j -0.00822117-0.00151427j 0.00416322+0.00249778j 0.00394461+0.00142155j 0.000280411+9.16763e-05j -0.00326554-0.000185543j 0.00365987+0.000338566j 0.00634942+0.00107222j 0.00464315+0.00167625j 0.0029874+0.00121426j 0.00281907+6.06399e-05j -0.00389626-0.00113891j 0.00425766+0.00190328j -0.00510256-0.00197032j -0.000408796-0.00037563j 0.00161529+0.00112417j -0.00115185+0.00033985j -0.00155421-0.00018716j -0.00106588-0.000337028j -0.00404573-0.00146978j 0.00105467+0.000844389j 0.00317777+0.00129397j 
0.000962079-0.000993451j -0.00220743+0.0010286j -0.00490274+0.00332645j -0.00755681+0.00225907j -0.0019986+0.0038981j 0.0116146-0.00423138j -0.00337758-0.00361254j -0.0105518+0.00326568j 0.021307-0.00780082j -0.0120482+0.0224462j 0.0338511+0.00883974j 0.0182693-0.00740623j -0.054328+0.00573705j -0.0496572+0.0167063j 0.0129968-0.00980097j -0.00205699+0.0111887j -0.0676263-0.00406576j 0.0179874-0.00706335j 0.00178141+0.00720973j 0.0592898-0.00335426j 0.026708-0.00602256j -0.00123215-0.0183978j 0.0285549+0.0104281j 0.00452729+0.00947721j 0.00811666-0.000700107j 0.0307072+0.00351761j -0.0114095+0.000681126j 0.00146712+0.00610807j -0.00816511-0.00520097j -0.00526542+0.00115482j 0.00103237-0.000544475j -0.00560703-0.00205483j -0.0248804-0.00620321j 0.0165655+0.00244171j 0.00173841-0.00130846j -0.000802203+0.000887132j -0.00684072-0.0017187j 0.00335787+0.000119718j 0.00415151+0.00267906j 0.00523172+0.00137198j 0.000363991-0.00138489j -0.00104679-7.79475e-05j -0.00412375-0.0024433j -0.00267734-0.00114256j -0.0049902-0.00142541j -0.00113667+0.000997345j -0.0101971-0.000569951j 0.00108628-0.00090711j 0.00451342+0.00264977j 0.00264933-0.000218472j -0.00161806+0.000166034j -0.00315263-0.000968676j 0.0115605+0.00234644j -0.0030446+0.000124742j 0.000345462+6.13885e-05j 0.000689331+0.000770457j 0.00273391-0.000624785j -0.000180246-0.000735294j -0.00176575-0.000130023j 0.00315881+0.00029684j -0.013141-0.00334761j -0.00380452-0.000885046j -0.00197872-9.30006e-06j 0.00933035+0.00314694j -0.00159834-0.000700679j -0.00155828-0.000846406j 0.00390403+0.00170063j 0.00206007+0.000637214j 9.40093e-05+0.000195661j 0.000115733+0.000274466j 
0.00436597-0.000894307j 0.00309972-0.001708j 0.00201231-0.00107454j 0.00874382-0.00394283j 0.00208312-0.00253084j 0.00533214+0.00241937j -0.0048962+0.0028858j 0.0109512+0.000638667j 0.00967044-0.0167702j 0.0536756-0.00854058j 0.0106493-0.0229002j 0.0162307+5.56751e-05j 0.00745646-0.000937352j -0.0400092-0.0104456j 0.0557611-0.00167012j 0.0102008-0.00529625j 0.017011-0.0203331j 0.0233196-0.00277726j -0.049728+0.00471357j -0.0296785-0.00855906j 0.0133816+0.00851247j -0.0208223+0.0186994j 0.00843033-0.00466015j 0.00527545-0.00997517j -0.00550626-0.00728675j 0.0015288-0.00112976j -0.00390765-0.000504954j 0.0360726+0.00553533j 0.0133163+0.00129819j -0.00373452+0.000615245j -0.0205484+0.00225914j 0.00728767+0.00283915j 0.0050839+0.00017733j 0.00857856+0.00139445j 0.00330046+0.0021441j -0.00232539+0.00282772j -0.00766799-0.000661952j 0.00963253+0.0031155j -0.00348203-0.00132353j 0.00970065+0.00226098j 0.00805858+0.000330622j 0.00087354-0.000638782j -0.00294364-0.00135023j -0.00300804-8.94018e-05j 0.00205816+0.000971713j 0.0053422+0.000184225j 0.000231821-0.00119267j 0.00295326+0.00181594j -0.000450915-0.00259452j 0.00142821+0.000786171j -0.00685489-0.000378699j 0.0144557+0.00209035j 0.00103364-0.000976457j -0.00771335-0.000987673j 0.00575+0.00175588j -0.000392198-0.000381644j 0.00209189+0.0018444j -0.00341612+0.000137044j 0.00697639+0.00285783j -0.00269017+0.000615073j 0.00153172+0.00121478j -0.000780576-0.000918368j 0.00607588+0.000187976j -0.00115455-0.00105444j -0.00144423-0.0010272j 0.00166638+4.41049e-05j -0.00801358-0.00301954j 0.000295513-0.000635267j -0.00220434-0.00107633j -0.00150415-0.000652205j 
-0.000142715-0.000787927j -0.00599535+0.00228795j -0.00792898+0.00393222j 0.0122061-0.00029777j 0.0125741-0.00373083j 0.00793483-3.773e-06j -0.0259101+0.0017346j -0.00295388+0.0290994j 0.0619021+0.00358792j -0.0240645+0.0181153j -0.0749313+0.00618497j 0.022372-0.00161429j 0.0442598+0.0225385j 0.00180369-0.00790925j -3.3017e-05+0.000371799j 0.035938-0.00317206j -0.00081813+0.00293017j 0.0112973-0.0138763j 0.0142161+0.0114532j -0.0190083+0.0100438j -0.00670921+0.0039351j -0.0320502-0.00443833j -0.00639642+0.00395045j -0.0277325-0.0081725j 0.00785791+0.000584187j 0.0129959+0.00226689j -0.00150917+0.00240275j -0.0142311+0.00213349j -0.00911002-0.00153964j -0.00270763+0.000242591j -0.00768062-0.00493593j 0.0049696-0.00193271j -0.00188617-0.00321832j 0.000371875+0.00126767j -0.00889313-0.00174845j -0.00158824+0.00705049j 0.00947265+0.00374437j -0.00263997-0.00403911j -0.00162199+0.00336013j -0.00731426+0.00191825j -0.000594975-0.000740304j -0.00548447-0.00142932j -0.00123731+0.00121228j 0.000567686-0.000776991j -0.00883412-0.00182683j 0.00610824-0.000383139j -0.00998657-0.00297778j 0.000834223+0.00104496j 0.0110068-9.51293e-06j 0.00678199+0.00403931j -0.00736046-0.00108099j 0.00646312+0.00294576j -0.00143746+0.00134934j 0.00169067+0.000949031j 0.0132764+0.00215952j -0.00160516-0.00120812j 0.00488692+0.00211561j -0.00504851-0.000987401j -0.0122318-0.0038267j -0.00433378-0.00017769j 0.00206095+0.000737274j -0.00104659-0.00126489j -0.00160897-0.00231341j 0.000738445-0.000428982j 0.00388067+0.00150741j -0.00346136-0.00130687j -0.00419526-0.00222079j 0.00315263+0.000296589j 0.00352193+0.0019525j -0.00204831-0.0011569j 
0.00618443-0.00211005j -0.00415671+0.00100718j 0.00883537+0.000320404j 0.00789258-0.00367273j -0.0262331+0.00636434j -0.0235995-0.00324077j -0.0344551+0.0359608j 0.0392873+0.00261538j -0.0182591-0.00367372j -0.0336944+0.00992303j -0.0341582-0.00238611j 0.0489019+0.0084135j -0.0584834+0.0250264j -0.00892816-0.0082513j -0.0374924+1.61333e-05j 0.0202903+0.0178791j -0.0165809-0.00990816j -0.0345975-0.004188j -0.0173079-0.00222429j 0.0224306+0.00982743j -0.0351547-0.00170556j -0.00179973+0.0101538j -0.0117672-0.00358017j -0.00705436-0.00217318j 0.0138828+0.000245101j 0.00231198-0.00135826j 0.0121817+0.00268275j 0.00726014+0.00164523j -0.0170331-0.00472811j -0.00110428-0.000508497j -0.00574625-0.00262439j 0.000874681+0.00117022j 0.0036958+0.00213908j -0.0108532-0.000511879j 0.00150269+0.000547789j 0.00181383-0.00627175j -0.00309729-0.001643j 0.00101393+0.00181506j 0.00155397+0.00113379j 0.00815961+0.00179526j -0.00116272-0.000140064j -0.00289948-0.000415227j -0.00325102-0.000854138j 0.00494385-0.000378017j -0.00748617-0.000206445j 0.00922796+0.00047961j -0.00349944-0.0027217j -0.00117002+0.000680189j 0.009696-0.00169778j -0.00343149+0.00153192j -0.00935067-0.000826221j 0.00451274+0.00105684j -0.00571208-0.00116268j -0.000361843-0.000714179j -0.00148955-0.000381826j -0.00395638-0.000462626j 0.00286115+0.00199984j -0.00347045+0.000259963j -0.00175731+0.000113706j 0.00279253+0.00132871j 0.00870608+0.00182925j 0.000191748+0.00105063j 0.000856841-0.00014588j -0.00298811-0.00130267j -0.00561997-0.000600893j 0.00137114-0.000354592j -0.00121848-0.000899528j 0.000990657-0.000610337j 0.000300427-0.00040866j -0.00534143-0.00264057j 
0.00532347-0.000847818j 0.0088371-0.00296294j -0.00200416-0.00208038j 0.00379692-0.00320166j 0.0300689+0.0032316j -0.0288191+0.0354552j 0.044314+0.00329256j 0.0459302-0.0126707j 0.0431809-0.00901497j -0.0179855-0.00789246j -0.0102573-0.0244494j -0.0208565+0.016043j -0.0486327-0.00012803j 0.0503509-0.000295484j 0.0259141+0.00977984j 0.0505718-0.0037905j -0.0148297+0.0029163j 0.0233739+0.0166684j 0.0178202+0.0031062j 0.0257234+0.00155498j 0.00575948+0.00734598j 0.00641272+0.0118438j 0.0106615-0.000610197j 0.00639003+0.000219354j -0.000439584-0.00356634j -0.0135953-0.00334027j 0.00128282-0.0029404j 0.00075415-0.0010115j 0.000931695+0.00217986j 0.00336057+0.00138878j -0.01748-0.000692717j 0.00529603+0.00207557j 0.00812999+0.00241483j 0.00223357-0.0012557j -0.00537512+0.000728403j -0.000802035+0.000727664j 0.00467311+0.00136482j 0.00585255+0.00179137j -0.00145579-0.00214534j -0.00452821-0.000994193j 0.00407815+0.000700044j 0.00956766+0.000749908j 0.00097744-0.00138878j -0.00536103+0.000121064j 0.00661015+0.00120131j 6.84763e-05-0.00118508j -0.000505+0.00138437j -0.00122894-0.000611354j -0.00610018-0.00201538j 0.00670963+0.00102979j 0.000549061+0.000492994j 0.00350993+0.00025393j -0.0113426-0.00236828j -0.00119575-0.00150039j 0.0037889+0.00133485j -0.00545392-0.00104385j -0.00644055-0.000825633j 0.000750535+6.18662e-05j 0.00491903+0.00163001j 0.00706404+0.00112651j 0.00302702+0.000231503j 0.00291105+0.000143784j 0.000490039+2.92003e-05j -0.00537155-0.0010126j 0.00597291+0.000800708j 0.00353352+0.000216437j -0.00533352-0.00214379j 0.00174244+9.67675e-05j -0.00458961-0.00243611j -0.00053886+0.00051895j 
-0.00309123+0.00195045j -0.000196003-0.000172444j 0.0095363-0.00208987j 0.0134567-0.00369359j 0.0379921-0.0433847j 0.0504933+0.00552893j -0.0232316+0.0110754j 0.0592785-0.0103686j -0.0141311+0.0191204j -0.0168784-0.0119662j 0.0341413-0.0231199j -0.00313641-0.00471544j -0.0359057-0.00471413j -0.0186657-0.0228685j -0.0298962-0.00447699j -0.0177035-0.00666026j 0.00470058+0.00349565j 0.049386+0.00124506j 0.00771565+0.00027212j -0.0101402-0.00129893j 0.000418895+0.0016509j -0.0067231+0.00384787j 0.0042697-0.00241889j -0.01503-0.00410643j 0.0127029-0.00127432j 0.00358832+0.00105141j -0.00331493-0.000104473j 0.00254185-0.000385182j 0.00369999-8.86694e-05j -0.00294189-0.000399674j -0.00713534+0.000256012j 0.00947406-0.000489569j 0.0123124+0.00021235j -0.00414582-0.000357906j 0.000634742+0.000304282j 0.000876436-0.00158707j 0.00465687+0.000823449j 0.00796658-0.000601581j -0.00876251+0.000892217j -0.00624281-0.000198484j 0.00431054-0.000153761j -0.00868263-0.000775292j -0.000822083-6.10904e-05j 0.00452578+0.000579384j -0.000829959+3.28039e-05j 0.00622965+0.000777141j -0.00731767-0.00132208j 0.00279509-0.000174881j -0.000288603-0.000293726j 0.00571301+0.00169033j -0.00223052+0.000514393j 0.00763836+0.0013856j 0.00143796+0.000694915j -0.00489404-0.000324551j 0.0126051+0.00138696j -3.4313e-05-0.000617129j 0.00483967+0.000155112j 0.00069501+0.000489814j -0.00341071-0.00105448j -0.00189475+0.00114244j 0.00297847+0.00153128j 0.0037217+0.000185939j 0.00109867-0.000577036j -0.000394538-0.000445807j 0.0039223+0.000539509j -0.00573203-0.00181228j -0.00595928-0.00194484j -0.00459245-0.00233766j 0.00132482+0.000477642j 0.000270686+6.66793e-05j 
-0.0101495+0.00248045j 0.00625165-0.00246379j 0.0038868-0.0356827j -0.0608121+0.0138429j 0.0483465-0.013051j -0.049446-0.000858316j -0.0762301-0.0034997j 0.021155-0.0401896j 0.0102225+0.010418j -0.00270517-0.00432081j -0.0478539-0.00120678j 0.0427-0.000246395j -0.0121306-0.01493j 0.016262+0.00654653j 0.00270482+0.00363558j -0.0164655-0.00169745j -0.00574893+0.0010497j -0.00344978+0.000433825j 0.00280093-0.00199814j 0.00115067-0.000878821j -0.000390094-0.000262817j 0.00338812-4.12418e-05j 0.00529887+0.00025257j 0.0115336+0.00185399j 0.000843418-0.000528453j -0.00999604-0.000359539j 0.00530156-0.00155863j -0.00100944-0.00234915j 0.00327591+0.000858218j 0.00351321-0.00028097j 0.00357444+0.00109856j -0.00275466-0.000857051j 0.00165169-0.000264246j -0.00444346+3.73485e-05j 0.00544859-0.000884474j 0.000351421-0.00380701j -0.00383207-0.00109829j 0.00422284+0.000384467j -0.00230804+0.000244741j 0.00214712-0.0013999j -0.00196161-0.000702704j -0.000926794+0.000284271j -0.00376582-0.000682318j 0.00185224-0.000796201j -0.000852213-0.00025144j -0.0064294-0.00045977j -0.00295281+0.000684142j 0.00412508+0.000219725j -0.00489685+0.000298754j -0.00127296-0.00126692j 0.00141552+0.000313558j -0.00382773+0.000198767j -0.00140769-0.00108038j -0.0008823+0.000239653j -0.00040315+0.000195472j 0.0049638+0.00123921j 0.00602064-1.62994e-06j 0.00478317-0.000538363j 0.00219812+0.00083746j 0.0032208-0.00182482j -0.00765346-0.0014113j -0.00362856-0.000466638j -0.00819185+0.000462298j -0.000670876+3.85824e-05j -0.00322667+0.000405548j 0.00287678+0.0022365j 0.00680816+0.000983464j 0.00196529+0.0014714j -0.000847964+0.000616923j 0.0046907+0.00226587j 
-0.00991845+0.00362587j -0.0131645+0.00222561j -0.0779577+0.0161722j -0.00629499+0.0464071j -0.0161225+0.012948j 0.0145307-0.0246495j 0.0294086-0.0270023j 0.0716962+0.00790978j 0.0224062+0.0109j -0.000373472+0.0141694j -0.0181984+0.00779725j -0.0255033-0.0136782j -0.0316933-0.00231552j -0.00380264+0.00429188j 0.0228886-0.00106253j 0.00297863-0.00231326j 0.00238587+0.00248611j -0.0144938-0.00182839j -0.00171194+0.00209212j -0.0046503+8.87282e-07j 0.0101383-0.00031198j 0.000997727-0.00453311j -0.000121225+0.00220058j -4.62179e-05+0.000440724j -0.00679959+0.00175504j 0.00225592+0.000222528j -0.00438436-0.000168468j -0.00747446+0.000196145j 0.000939308+0.000927622j 0.0020941+0.0005515j 0.00760902-0.00176457j -0.00628134-0.000637597j -0.00869979-0.00102676j 0.00470106-0.00119732j -0.00524949-0.00176826j -0.000453301+0.00361253j -0.00105347+0.000776106j -0.00671115-0.00172331j 0.00243187+0.000552844j -0.00356482+0.000756262j -0.0033209-0.000195277j 0.00286907+0.000247145j -0.0010458+0.00112231j -0.00686136-0.00112166j -0.00264426-0.00111934j -0.00589488-0.000226294j -0.00109243+0.00115249j 0.000723113-0.000255768j -0.00115597+0.00143662j 0.00165301-1.67595e-05j 0.00473693-0.000808319j -0.00916963+0.000100548j 0.00457155+0.000330758j 0.0081369+0.00114636j -0.00222764+0.000223009j -0.0020122-0.00129406j -0.000510089-0.00130505j 0.000813213-0.00190432j -9.64984e-05-0.000949598j -0.00495153-0.0015769j -0.00384292+0.000148455j -0.011303-0.00157443j -0.000861221+0.00109846j 0.0058514+0.000991768j 0.00674983+0.0028861j 0.00227115+0.00119666j 0.00217352-0.00048578j 0.00441442+0.00111385j 0.00663551+0.00299536j -4.70702e-05-0.000888397j 
