-0.0092994-0j 0.0705775-0j -0.0012253-0j 0.0168121-0j 0.00720328-0j 0.00258285-0j 0.000197033-0j -0.00857174-0j 0.0637405-0j -0.00107147-0j -0.000714312-0j 0.0147014-0j 0.00839855-0j -6.31368e-05-0j 0.0021294-0j 0.00150045-0j 0.000251391-0j 1.40777e-05-0j -0.005608-0j -0.00566611-0j 0.0411185-0j 0.0415446-0j -0.00067723-0j 0.00929212-0j -0.000684248-0j -0.000618224-0j 0.00938842-0j -0.00062463-0j 0.00513981-0j 0.00342654-0j 0.00130317-0j 0.00519307-0j -6.30972e-05-0j 0.00346205-0j 0.00131667-0j -6.37511e-05-0j 0.00122434-0j 0.000302866-0j 0.000145049-0j 0.00123703-0j 0.000133004-0j 0.000306005-0j 0.000146552-0j 0.000134382-0j 1.43489e-05-0j 1.44976e-05-0j 6.33485e-07-0j 6.4005e-07-0j -0.00428049-0j -0.00529683-0j -0.00308982-0j 0.0310631-0j 0.0384387-0j 0.0224226-0j -0.00050446-0j 0.00692159-0j -0.000624238-0j -0.000451203-0j 0.00856503-0j -0.000364139-0j -0.000308918-0j 0.00499627-0j -0.000558335-0j 0.00375123-0j -0.000382266-0j 0.000951101-0j -0.000325696-0j 0.00342439-0j -0.000222989-0j 0.00464191-0j -4.45884e-05-0j 0.00117693-0j 0.00270778-0j -4.20384e-05-0j 0.00423746-0j 0.000865199-0j 0.000686541-0j 0.000576799-0j -5.51754e-05-0j 0.00247185-0j 0.000102501-0j 0.0003495-0j -5.20198e-05-0j 0.00107063-0j -3.21856e-05-0j -1.85785e-06-0j -3.03449e-05-0j 0.000125319-0j 0.000713752-0j 0.000126838-0j 0.000624533-0j 0.000432484-0j 5.09823e-05-0j 9.55996e-06-0j 0.000416356-0j 7.39891e-05-0j -2.29897e-06-0j 0.000252283-0j 1.04615e-05-0j 0.000155074-0j 6.30874e-05-0j -1.34107e-06-0j 8.28493e-07-0j 1.18298e-05-0j 9.04597e-05-0j 1.29454e-05-0j 3.6801e-05-0j 6.90074e-06-0j 3.01582e-08-0j 7.55148e-06-0j 1.02521e-06-0j 3.73189e-08-0j 5.98038e-07-0j 2.17694e-08-0j 
-0.0431591-0j -0.0013662-0j 2.37188e-05-0j -0.000325441-0j -0.000139437-0j -4.99974e-05-0j -3.81406e-06-0j -0.000322002-0j -0.574082-0j -4.02503e-05-0j -2.68335e-05-0j 0.000552266-0j 0.000315496-0j -2.37177e-06-0j 7.99922e-05-0j 5.63654e-05-0j 9.44364e-06-0j 5.28836e-07-0j -0.000104393-0j 9.69143e-05-0j 0.000765424-0j -0.000710587-0j 0.00302252-0j -0.0414713-0j -0.00280598-0j -1.15083e-05-0j 0.0385002-0j 1.06838e-05-0j 9.5678e-05-0j 6.37853e-05-0j 2.42586e-05-0j -8.88234e-05-0j -1.17456e-06-0j -5.92156e-05-0j -2.25206e-05-0j 1.09041e-06-0j 2.27913e-05-0j 5.63788e-06-0j 2.7001e-06-0j -2.11584e-05-0j 2.47588e-06-0j -5.23397e-06-0j -2.50666e-06-0j -2.2985e-06-0j 2.67107e-07-0j -2.47971e-07-0j 1.17924e-08-0j -1.09475e-08-0j 8.28595e-05-0j 0.000191347-0j 0.000228593-0j -0.000601304-0j -0.00138859-0j -0.00165888-0j 9.76509e-06-0j -0.000133985-0j 2.25505e-05-0j -0.00209406-0j -0.00030941-0j 2.694e-05-0j 5.97987e-06-0j -0.000369637-0j -0.00483581-0j 0.0174097-0j 1.38093e-05-0j 0.00441412-0j -0.0057771-0j -6.62876e-05-0j 1.64973e-05-0j 0.0402041-0j 8.6312e-07-0j 0.0101935-0j 0.0480299-0j 8.13757e-07-0j -0.000153078-0j -1.67481e-05-0j 0.0121777-0j -1.11654e-05-0j 1.9932e-06-0j -0.000182874-0j -1.98416e-06-0j -6.76545e-06-0j 1.87921e-06-0j -3.86763e-05-0j 2.38118e-06-0j 3.59633e-08-0j 2.245e-06-0j -2.42585e-06-0j -2.57842e-05-0j -4.58202e-06-0j -4.62046e-05-0j -1.56234e-05-0j -9.8689e-07-0j -1.85057e-07-0j -3.08031e-05-0j -5.47391e-06-0j 8.305e-08-0j -1.86645e-05-0j -2.02508e-07-0j -5.60202e-06-0j -2.27902e-06-0j 9.92158e-08-0j -1.60376e-08-0j -4.27351e-07-0j -6.69245e-06-0j -4.6765e-07-0j -2.72263e-06-0j -5.10535e-07-0j -5.83788e-10-0j -5.58679e-07-0j -3.70355e-08-0j -1.34814e-09-0j -4.42445e-08-0j -1.61056e-09-0j 
2.6241e-07-0j -8.09323e-06-0j -3.28885e-06-0j 0.00013624-0j 0.000157968-0j 0.124841-0j 0.0142349-0j 2.41877e-07-0j -7.30923e-06-0j -2.87594e-06-0j 2.01564e-08-0j 0.000119135-0j 9.16085e-05-0j -5.11962e-07-0j -0.00108204-0j -0.00232533-0j -0.41396-0j 0.00257709-0j 1.58246e-07-0j 1.59886e-07-0j -4.71512e-06-0j -4.76399e-06-0j -1.81776e-06-0j 7.53001e-05-0j -1.8366e-06-0j 1.7445e-08-0j 7.60804e-05-0j 1.76258e-08-0j 5.60633e-05-0j -3.92927e-07-0j -0.000662194-0j 5.66442e-05-0j -3.405e-07-0j -3.96999e-07-0j -0.000669056-0j -3.44028e-07-0j -0.000943755-0j 9.98014e-06-0j 0.00251102-0j -0.000953536-0j 0.012925-0j 1.00836e-05-0j 0.00253704-0j 0.013059-0j -0.0986075-0j -0.0996294-0j 0.000233452-0j 0.000235872-0j 1.20786e-07-0j 1.49466e-07-0j 8.71883e-08-0j -3.56206e-06-0j -4.40782e-06-0j -2.57123e-06-0j -1.35403e-06-0j 5.60901e-05-0j -1.67552e-06-0j 1.2732e-08-0j 6.9408e-05-0j -9.77388e-07-0j 8.71701e-09-0j 4.0488e-05-0j 1.57551e-08-0j 4.09171e-05-0j 1.07868e-08-0j -0.000483294-0j 9.19045e-09-0j -3.9268e-07-0j 6.29227e-09-0j 5.06323e-05-0j -2.40618e-07-0j -0.000598046-0j 2.95355e-05-0j -1.12836e-07-0j -4.85917e-07-0j -0.000666917-0j -0.00034886-0j 4.67418e-06-0j -2.9775e-07-0j -2.83452e-07-0j 0.00177444-0j 7.66453e-06-0j -1.39627e-07-0j -0.000825267-0j -1.73688e-07-0j -2.0104e-08-0j -8.1449e-08-0j 0.00605725-0j 5.784e-06-0j 0.00219576-0j -0.000481406-0j 9.48437e-06-0j -0.000118722-0j 0.00069067-0j 3.374e-06-0j 0.00128086-0j -2.48774e-08-0j 5.53255e-06-0j -0.0346344-0j 0.00749547-0j -0.00014691-0j -1.45118e-08-0j -0.0144265-0j 0.000854661-0j 0.00437236-0j -0.0428579-0j -8.56978e-05-0j 0.000498552-0j 1.9524e-05-0j -0.0250005-0j -0.0178519-0j 2.41597e-05-0j -0.0104136-0j 1.40931e-05-0j 
0.000131436-0j 2.12103e-05-0j -0.00497972-0j -0.000718761-0j 2.16477e-06-0j 2.55121e-07-0j 1.16446e-08-0j 0.000121151-0j 1.91557e-05-0j 1.51439e-05-0j 0.414463-0j 2.18583e-06-0j -0.000725754-0j 8.92361e-07-0j -6.04795e-05-0j 2.2309e-07-0j 1.85909e-08-0j 6.92841e-10-0j -7.62222e-05-0j 8.00835e-05-0j -1.18832e-05-0j 1.24852e-05-0j -9.20471e-06-0j -1.32858e-06-0j 9.671e-06-0j 0.00241614-0j 1.39589e-06-0j -0.00253854-0j -1.4854e-06-0j -0.0406531-0j -1.23784e-07-0j 1.56065e-06-0j 0.000246597-0j 0.0427125-0j 1.30054e-07-0j -0.000259089-0j 5.03363e-05-0j -8.75282e-08-0j 2.9661e-06-0j -5.28863e-05-0j -1.26336e-08-0j 9.19623e-08-0j -3.11635e-06-0j 1.32736e-08-0j -8.15496e-10-0j 8.56808e-10-0j -2.56857e-11-0j 2.69869e-11-0j -0.00011763-0j -7.1993e-05-0j 4.36708e-05-0j -1.81507e-05-0j -1.11088e-05-0j 6.73855e-06-0j -1.38629e-05-0j -2.00093e-06-0j -8.48445e-06-0j 0.00356534-0j -1.22463e-06-0j 5.14665e-06-0j -8.48923e-06-0j 7.42855e-07-0j 0.00218209-0j -2.19191e-06-0j -5.19565e-06-0j -1.82659e-07-0j -0.00132365-0j 0.000575355-0j 3.15167e-06-0j -1.34151e-06-0j -1.22532e-06-0j -1.11792e-07-0j 8.13757e-07-0j -0.0474255-0j 0.000352133-0j -2.50116e-07-0j 6.78131e-08-0j -0.00684528-0j -7.49927e-07-0j -0.000213603-0j -1.47383e-08-0j 5.87219e-05-0j -0.0290257-0j -1.53078e-07-0j 4.54904e-07-0j -5.10548e-08-0j 0.0176069-0j 6.92044e-06-0j -0.0041895-0j -9.02022e-09-0j 9.28569e-08-0j 3.59394e-05-0j -1.47383e-08-0j 3.15873e-07-0j 0.00254134-0j 5.47165e-09-0j -3.12469e-08-0j -2.18008e-05-0j -1.50422e-09-0j 4.2355e-06-0j -9.02022e-09-0j 1.89543e-08-0j -7.92792e-11-0j 1.93323e-07-0j -2.56925e-06-0j -9.20622e-10-0j 5.47165e-09-0j -1.1727e-07-0j -2.16252e-12-0j 5.58448e-10-0j -4.8521e-11-0j -1.32352e-12-0j 2.94328e-11-0j 8.02845e-13-0j 
-4.02438e-05-0j 0.000305429-0j -0.0722642-0j -0.0104238-0j -0.00596151-0j -0.00106321-0j 8.52673e-07-0j -7.34197e-07-0j 5.45958e-06-0j 8.72967e-06-0j 1.75928e-05-0j 1.25922e-06-0j 0.00980355-0j 1.55402e-06-0j -2.61313e-05-0j -2.45781e-05-0j -2.04818e-06-0j 1.2058e-09-0j -2.4269e-05-0j 2.35498e-05-0j 0.000177943-0j -0.00017267-0j 0.000278776-0j 4.02123e-05-0j -0.000270515-0j 0.000383309-0j -3.90207e-05-0j -0.000371951-0j -0.00211576-0j -0.00426386-0j 5.63954e-06-0j 0.00205306-0j -0.00748162-0j 0.00413751-0j -5.47243e-06-0j 0.00725993-0j 0.0722076-0j -0.000376638-0j -8.99331e-05-0j -0.0700679-0j -0.000110075-0j 0.000365477-0j 8.72682e-05-0j 0.000106814-0j -5.90662e-06-0j 5.73159e-06-0j 2.74145e-09-0j -2.66021e-09-0j -1.85241e-05-0j -4.53691e-07-0j 2.59488e-05-0j 0.000134428-0j 3.2924e-06-0j -0.000188308-0j 0.000207657-0j 2.99536e-05-0j 5.08591e-06-0j 0.000279754-0j 7.33622e-07-0j -0.000290889-0j -1.33686e-06-0j -4.19595e-05-0j 6.85171e-06-0j -0.00154416-0j -3.27423e-08-0j 4.11595e-06-0j -0.000391883-0j -0.00212318-0j 1.8727e-06-0j -3.78195e-05-0j 3.69018e-05-0j 1.00808e-07-0j 0.00216308-0j -0.00497586-0j -5.20008e-05-0j -0.000356151-0j -5.76569e-06-0j -0.000717747-0j 9.03797e-07-0j 0.00297418-0j 4.4358e-07-0j 0.0414413-0j -0.000121868-0j -8.72283e-06-0j -5.16926e-05-0j 3.08319e-06-0j 0.00697026-0j 0.00739085-0j -1.7579e-05-0j 1.08641e-08-0j 0.000498902-0j 0.00101498-0j -6.34005e-05-0j -5.92734e-06-0j 0.00100543-0j -6.21373e-07-0j 7.55133e-08-0j -0.0580516-0j -8.65801e-06-0j 0.000181016-0j -1.5528e-06-0j -4.31898e-06-0j -3.41042e-07-0j -1.45172e-07-0j -0.0103532-0j -2.12051e-07-0j 8.88124e-05-0j 8.30311e-06-0j 1.30512e-10-0j 1.21283e-05-0j -8.35278e-09-0j 3.19649e-12-0j 4.77737e-07-0j -1.82823e-10-0j 
-2.84566e-05-0j -0.0835888-0j -3.74949e-06-0j -0.00239352-0j 4.45535e-05-0j -0.00074867-0j -0.000115111-0j -2.623e-05-0j 0.000394246-0j 0.000627824-0j -2.18583e-06-0j 0.400777-0j 5.19464e-05-0j -1.93202e-07-0j -0.000617233-0j -0.000213617-0j -0.000109882-0j -1.0295e-05-0j 1.65026e-05-0j -1.73386e-05-0j -0.000244571-0j 0.00025696-0j 1.99288e-06-0j 0.00127217-0j -2.09383e-06-0j -0.000348354-0j -0.00133662-0j 0.000366001-0j 0.00585389-0j -2.03809e-05-0j -0.0695566-0j -0.00615044-0j 1.85675e-07-0j 2.14134e-05-0j 0.0730802-0j -1.95081e-07-0j 0.000167623-0j -1.80143e-06-0j 6.09688e-05-0j -0.000176115-0j 3.70742e-05-0j 1.89269e-06-0j -6.40574e-05-0j -3.89524e-05-0j 8.06149e-06-0j -8.46988e-06-0j 5.35081e-07-0j -5.62188e-07-0j 2.54677e-05-0j 1.55869e-05-0j -9.45501e-06-0j -0.000373563-0j -0.000228631-0j 0.000138687-0j 3.0014e-06-0j 0.00191597-0j 1.83694e-06-0j 2.68453e-06-0j 0.00117262-0j -1.11428e-06-0j -0.00070572-0j -0.000711311-0j 1.64301e-06-0j -4.51121e-05-0j -0.00043192-0j 0.000536026-0j -9.96645e-07-0j 0.00788556-0j 0.000262002-0j -2.76098e-05-0j -5.07983e-05-0j 0.000328063-0j 1.67481e-05-0j 2.50116e-07-0j 0.00482618-0j -0.0458594-0j -0.000199002-0j 0.000159664-0j -3.109e-05-0j -0.00292755-0j -0.0166802-0j -4.20307e-06-0j 1.53078e-07-0j -0.0280672-0j 1.88591e-05-0j 1.10537e-08-0j -9.28569e-08-0j 7.06277e-05-0j 9.77187e-05-0j -0.0102088-0j 0.0170255-0j -2.57239e-06-0j 1.41124e-05-0j 1.08593e-05-0j -5.9276e-05-0j 0.00619262-0j 6.76516e-09-0j 1.56041e-06-0j 8.8907e-06-0j 4.32261e-05-0j 8.63719e-06-0j -4.10373e-09-0j 1.17802e-06-0j 6.64621e-06-0j -2.62209e-05-0j 5.44136e-06-0j -5.2393e-06-0j -4.03158e-06-0j 6.01255e-08-0j -3.30072e-06-0j 7.20982e-07-0j 3.67985e-08-0j -4.37346e-07-0j -2.23219e-08-0j 
-0.000199197-0j 0.00615526-0j 0.00249658-0j -3.78835e-06-0j 0.000627426-0j 3.67781e-05-0j -1.76479e-08-0j 0.000176342-0j 2.7882e-05-0j 0.401486-0j 1.46951e-05-0j -0.000609221-0j -0.000349453-0j -0.000373248-0j 3.06149e-07-0j -6.20998e-05-0j -2.57396e-06-0j 1.00847e-09-0j -0.000120125-0j 0.000121275-0j -1.87278e-05-0j 1.89071e-05-0j 0.00137987-0j -2.09383e-06-0j -0.00139308-0j 0.00253573-0j 2.11387e-06-0j -0.00256-0j -0.0426386-0j -1.56065e-06-0j 3.73548e-05-0j 0.0430467-0j 0.000258475-0j 1.57559e-06-0j -3.77123e-05-0j -0.000260949-0j 2.62426e-05-0j 3.96397e-05-0j -1.62568e-08-0j -2.64937e-05-0j 3.8077e-06-0j -4.00191e-05-0j 1.64124e-08-0j -3.84414e-06-0j 1.2225e-07-0j -1.2342e-07-0j -4.04804e-11-0j 4.08678e-11-0j 0.000178274-0j 0.000108969-0j -5.84808e-05-0j 2.75083e-05-0j 1.68142e-05-0j -9.02378e-06-0j -0.00199847-0j 3.0325e-06-0j -0.00122155-0j 1.87917e-05-0j 1.8536e-06-0j 0.000655575-0j -0.00494004-0j -9.94779e-07-0j 1.14863e-05-0j -0.000315985-0j -0.00301957-0j 2.76828e-07-0j -6.16442e-06-0j -0.000580673-0j 0.00162053-0j -0.000193144-0j 0.0680032-0j 1.69209e-07-0j 0.000103655-0j -0.000166539-0j -0.000354932-0j 0.00690425-0j -9.08105e-08-0j 2.52708e-07-0j 0.0415665-0j 0.000190483-0j -4.27706e-06-0j -5.91898e-05-0j -0.000101796-0j 0.00422018-0j -0.0223077-0j -2.96723e-05-0j 5.46312e-05-0j -3.46956e-06-0j 1.54466e-07-0j -2.61432e-06-0j -0.00226486-0j -3.61794e-05-0j -6.41866e-06-0j 1.66486e-09-0j -8.28982e-08-0j 1.40304e-06-0j -1.8137e-05-0j 1.94166e-05-0j -4.35974e-07-0j -2.12074e-06-0j -3.92336e-06-0j 9.73367e-06-0j -1.14289e-08-0j 1.01764e-09-0j 1.13815e-06-0j -2.66487e-07-0j 2.10557e-06-0j -5.4614e-10-0j 3.27739e-12-0j 1.43017e-07-0j -6.98582e-09-0j 2.00328e-12-0j 3.74911e-09-0j -1.07511e-12-0j 
-9.77944e-09-0j 4.53215e-07-0j -1.28855e-09-0j -1.27646e-05-0j 4.6256e-08-0j 0.000248464-0j 0.151267-0j -9.01421e-09-0j 4.09311e-07-0j -1.12678e-09-0j -7.51184e-10-0j -1.1162e-05-0j 5.39315e-08-0j -6.63959e-11-0j 0.000204844-0j -1.13921e-06-0j -0.00257709-0j -0.400216-0j -5.89748e-09-0j -5.9586e-09-0j 2.64043e-07-0j 2.66779e-07-0j -7.12188e-10-0j -7.05502e-06-0j -7.19569e-10-0j -6.50136e-10-0j -7.12813e-06-0j -6.56873e-10-0j 3.30054e-08-0j 2.20036e-08-0j 0.000125362-0j 3.33474e-08-0j -6.63542e-11-0j 2.22316e-08-0j 0.000126661-0j -6.70419e-11-0j -9.2958e-07-0j 1.94486e-09-0j -0.00148695-0j -9.39213e-07-0j 1.27947e-05-0j 1.96502e-09-0j -0.00150236-0j 1.29273e-05-0j 0.011016-0j 0.0111302-0j -0.11542-0j -0.116616-0j -4.50145e-09-0j -5.57025e-09-0j -3.24932e-09-0j 1.99473e-07-0j 2.46835e-07-0j 1.43987e-07-0j -5.305e-10-0j -5.2552e-06-0j -6.56461e-10-0j -4.74494e-10-0j -6.50297e-06-0j -3.82935e-10-0j -3.24864e-10-0j -3.7934e-06-0j -5.87156e-10-0j 2.40886e-08-0j -4.01999e-10-0j 9.14938e-05-0j -3.42508e-10-0j 2.19898e-08-0j -2.34499e-10-0j 2.98081e-08-0j -4.68901e-11-0j 0.000113218-0j 1.73881e-08-0j -4.42084e-11-0j 2.7211e-08-0j -6.569e-07-0j 6.60437e-05-0j -4.37933e-07-0j -5.80235e-11-0j 1.58731e-08-0j -0.00105077-0j 2.24432e-09-0j -5.47051e-11-0j -8.12872e-07-0j -3.3847e-11-0j -1.95375e-12-0j -3.19113e-11-0j 1.20554e-05-0j -5.41914e-07-0j -0.00130026-0j -4.74175e-07-0j 2.77721e-09-0j -3.87082e-08-0j 0.00733939-0j -3.16117e-07-0j -0.000758486-0j -2.41765e-12-0j 1.62004e-09-0j -0.000107244-0j 1.49178e-05-0j -4.78989e-08-0j -1.41029e-12-0j -0.0235533-0j 0.00908203-0j 8.70202e-06-0j -0.000132707-0j -2.7941e-08-0j 0.00529785-0j -0.0196399-0j -7.74127e-05-0j -0.0291457-0j -0.0243032-0j -0.0170017-0j -0.0141769-0j 
0.0137895-0j 0.000436508-0j -7.57828e-06-0j 0.00010398-0j 4.45509e-05-0j 1.59744e-05-0j 1.21861e-06-0j 0.000206812-0j 0.368714-0j 2.58515e-05-0j 1.72343e-05-0j -0.000354703-0j -0.000202633-0j 1.52331e-06-0j -5.13764e-05-0j -3.62017e-05-0j -6.06535e-06-0j -3.39655e-07-0j -3.46844e-05-0j -0.000364949-0j 0.00025431-0j 0.00267585-0j 0.00100422-0j -0.0137787-0j 0.0105664-0j -3.8236e-06-0j -0.14498-0j -4.02318e-05-0j 3.17888e-05-0j 2.11925e-05-0j 8.05984e-06-0j 0.000334481-0j -3.90244e-07-0j 0.000222987-0j 8.48055e-05-0j -4.10614e-06-0j 7.57234e-06-0j 1.87317e-06-0j 8.97103e-07-0j 7.9676e-05-0j 8.22604e-07-0j 1.97095e-05-0j 9.4393e-06-0j 8.65543e-06-0j 8.87455e-08-0j 9.33779e-07-0j 3.91799e-09-0j 4.1225e-08-0j -2.6474e-05-0j 0.000127798-0j 0.000240061-0j 0.00019212-0j -0.000927417-0j -0.0017421-0j -3.11999e-06-0j 4.28087e-05-0j 1.50611e-05-0j 0.000669062-0j -0.00020665-0j 2.82915e-05-0j -1.9106e-06-0j -0.000388181-0j -0.00322976-0j -0.00556247-0j 9.223e-06-0j -0.00141033-0j -0.00606693-0j 2.11792e-05-0j 1.73249e-05-0j 0.0268517-0j -2.75771e-07-0j 0.00680807-0j 0.0504395-0j -2.59999e-07-0j -0.000102238-0j 5.35109e-06-0j 0.0127886-0j 3.56739e-06-0j 1.33123e-06-0j -0.000192049-0j 6.33949e-07-0j 2.16159e-06-0j 1.25509e-06-0j -2.58313e-05-0j 2.50064e-06-0j -1.14905e-08-0j 2.35762e-06-0j 7.75072e-07-0j -1.72208e-05-0j -3.06025e-06-0j -4.85227e-05-0j -1.04346e-05-0j 3.15316e-07-0j 5.91265e-08-0j -3.23484e-05-0j -5.74853e-06-0j 5.54677e-08-0j -1.96009e-05-0j 6.47022e-08-0j -3.74149e-06-0j -1.52212e-06-0j 1.04193e-07-0j 5.12408e-09-0j -2.85421e-07-0j -7.0282e-06-0j -3.12336e-07-0j -2.85923e-06-0j -5.36148e-07-0j 1.86523e-10-0j -5.86707e-07-0j -2.47354e-08-0j -9.00401e-10-0j -4.64641e-08-0j -1.69136e-09-0j 
-0.000132798-0j -2.14301e-05-0j 0.00503133-0j 0.00072621-0j -2.1872e-06-0j -2.57764e-07-0j -1.17653e-08-0j 0.000117561-0j 1.8588e-05-0j 1.46951e-05-0j 0.402182-0j 2.12106e-06-0j -0.000704248-0j 8.65919e-07-0j -5.86873e-05-0j 2.1648e-07-0j 1.804e-08-0j 6.7231e-10-0j -8.00835e-05-0j 8.085e-05-0j -1.24852e-05-0j 1.26047e-05-0j -9.671e-06-0j -1.39589e-06-0j 9.76357e-06-0j 0.00253854-0j 1.40925e-06-0j -0.00256284-0j -1.56065e-06-0j -0.0427125-0j -1.30054e-07-0j 1.57559e-06-0j 0.000259089-0j 0.0431213-0j 1.31299e-07-0j -0.000261569-0j 5.28863e-05-0j -9.19623e-08-0j 3.11635e-06-0j -5.33925e-05-0j -1.32736e-08-0j 9.28425e-08-0j -3.14618e-06-0j 1.34007e-08-0j -8.56808e-10-0j 8.65009e-10-0j -2.69869e-11-0j 2.72452e-11-0j 0.000118849-0j 7.26458e-05-0j -3.89872e-05-0j 1.83388e-05-0j 1.12095e-05-0j -6.01586e-06-0j 1.40065e-05-0j 2.02167e-06-0j 8.56139e-06-0j -0.00360229-0j 1.23573e-06-0j -4.59469e-06-0j 8.57721e-06-0j -6.63186e-07-0j -0.00220188-0j 2.21463e-06-0j 5.24276e-06-0j 1.84552e-07-0j 0.00118169-0j -0.000581317-0j -2.81366e-06-0j 1.35368e-06-0j 1.23801e-06-0j 1.12806e-07-0j -7.26484e-07-0j 0.047917-0j -0.000355326-0j 2.52708e-07-0j -6.05403e-08-0j 0.00691622-0j 7.56727e-07-0j 0.000190695-0j 1.4891e-08-0j -5.93304e-05-0j 0.0292889-0j 1.54466e-07-0j -4.06117e-07-0j 5.15839e-08-0j -0.0157186-0j -6.99216e-06-0j 0.00422749-0j 9.10202e-09-0j -8.28982e-08-0j -3.62653e-05-0j 1.4891e-08-0j -3.19147e-07-0j -0.00226879-0j -4.88482e-09-0j 3.15303e-08-0j 1.94627e-05-0j 1.5198e-09-0j -4.27391e-06-0j 9.10202e-09-0j -1.69215e-08-0j 8.01007e-11-0j -1.95076e-07-0j 2.2937e-06-0j 9.28971e-10-0j -4.88482e-09-0j 1.04693e-07-0j 2.18493e-12-0j -4.98555e-10-0j 4.89611e-11-0j 1.33552e-12-0j -2.62762e-11-0j -7.16741e-13-0j 
-0.000172509-0j 0.00533062-0j 0.0021621-0j -3.28081e-06-0j 0.000543367-0j 3.18508e-05-0j -1.52836e-08-0j -3.14722e-06-0j -4.97618e-07-0j -0.00716543-0j -2.62268e-07-0j 1.08729e-05-0j 6.23678e-06-0j 6.66146e-06-0j -5.46392e-09-0j 1.10831e-06-0j 4.59382e-08-0j -1.79984e-11-0j 0.000304115-0j 0.000100949-0j 4.74122e-05-0j 1.57382e-05-0j -0.00349334-0j 5.30085e-06-0j -0.00115959-0j -0.00641957-0j 1.75958e-06-0j -0.00213093-0j 0.107946-0j 3.95102e-06-0j -9.45692e-05-0j 0.0358319-0j -0.000654368-0j 1.31151e-06-0j -3.13916e-05-0j -0.000217213-0j -6.64369e-05-0j -0.000100354-0j 4.11565e-08-0j -2.20533e-05-0j -9.63974e-06-0j -3.33118e-05-0j 1.36616e-08-0j -3.19985e-06-0j -3.09495e-07-0j -1.02735e-07-0j 1.02482e-10-0j 3.40182e-11-0j -7.94055e-05-0j 5.68521e-06-0j 0.000111232-0j -1.22525e-05-0j 8.77246e-07-0j 1.71635e-05-0j 0.000890142-0j -1.35072e-06-0j -6.37316e-05-0j -8.37007e-06-0j 9.67073e-08-0j -0.00124693-0j 0.00220036-0j 1.8921e-06-0j 5.99273e-07-0j 0.000140744-0j -0.000157539-0j -1.23303e-07-0j 1.17249e-05-0j 0.000258639-0j -0.00308229-0j -1.00769e-05-0j -0.0302895-0j 8.82813e-09-0j -0.000197156-0j 7.41785e-05-0j -1.85178e-05-0j -0.00307524-0j 1.72725e-07-0j -1.1256e-07-0j 0.00216864-0j -0.000362306-0j 1.90506e-06-0j 2.63639e-05-0j -5.31097e-06-0j 0.000220179-0j 0.04243-0j 1.32164e-05-0j -0.00010391-0j 1.54539e-06-0j 8.05894e-09-0j -1.36397e-07-0j 0.00430785-0j -1.88758e-06-0j 2.85895e-06-0j -7.41551e-10-0j 1.57675e-07-0j -2.66863e-06-0j -9.46258e-07-0j -3.6931e-05-0j 1.94189e-07-0j -1.10645e-07-0j -2.04693e-07-0j -1.85138e-05-0j 5.09056e-09-0j 5.3093e-11-0j -2.1648e-06-0j -1.39034e-08-0j -4.00487e-06-0j 1.03878e-09-0j -1.45979e-12-0j -2.72022e-07-0j -3.6447e-10-0j 1.04517e-13-0j -7.13094e-09-0j 2.0449e-12-0j 
