-0.000227235+0.00479808j 0.0116762-0.000481476j 0.00984926+0.00112819j 0.00336397-0.00478353j -0.00384071-2.54065e-05j 0.0113169-0.000443153j 0.0060665-0.00592061j -0.0062193-0.0010037j 0.00417477-0.00229089j -0.00912403+0.000472649j 0.015331-0.0035325j 0.00420819+0.00138728j -0.0306275+0.00196721j -0.00594633-0.00469761j 0.00358422-0.00219365j 0.00847096-0.000374261j 0.00326428-0.00140021j 0.00704569-0.0012032j -0.0135275-0.00136947j 0.0016055-0.00156227j 0.00352088+0.000202165j -0.0116527+0.00187359j -0.0131829+0.00325407j -0.0175632-0.000859033j -0.00192715-0.000924796j 0.0105365-0.00147683j -0.00810555+0.000619547j 0.0115933-0.000675334j 0.00184346+0.00168872j 0.000198599-0.00158554j 0.000210005-0.00132009j -0.00361344-0.00198627j 0.00286451+0.00160979j -0.0113758+3.17415e-05j 0.00709057-0.00106058j -0.00466482-0.000690831j -0.00357297-0.00204312j -0.000848722-0.000150981j -0.00297083-0.00136406j 0.000616843-0.000482912j 0.00676796-0.000405001j -0.00552577+0.000675651j -0.00440765+0.00104928j 0.00602563-0.000375759j 0.00419364-0.000362756j 0.00237172-0.00242728j 0.00370048-0.000106738j 0.0154654+0.000459663j 0.000416353+0.000958652j 0.00700714-0.0012344j 0.00636244+0.000945045j -0.00473062+0.00301111j -0.00230131-0.00115675j 0.00552565+0.000729593j 0.00408702+0.000676049j -0.00904081+0.00254206j -0.00904558-0.000821111j -0.00443643+0.000859804j 0.00332637+0.00169364j 0.00113581-0.000460254j 0.0118969-0.00121863j -0.00407833-0.00143767j -0.00108144-0.00192868j -0.00965469+0.00239751j -0.0053597-0.00247108j -0.00497171+3.61777e-05j -0.00727743-0.00198942j -0.00618338+0.00563183j 0.00717708+0.00158358j 0.000269732+0.00290039j 0.00391409+0.000802976j 0.00322628-0.00313018j -0.00276782-0.00266638j 0.00216092+0.00315478j 0.0139813-0.00383799j 0.0206808-0.00314296j -0.00117666-0.00316399j 0.0114812+0.00242863j -0.00439647-0.00732318j -0.0203942+0.00040885j 0.0191588-0.00189931j -0.00185675+0.00163281j 0.00337372-0.00980323j 0.0149634-0.00434494j -0.076734-0.00363205j -0.0633255+0.0230767j 0.0394355-0.00576729j 0.0194378+0.000658151j -0.00123259-0.00634262j 0.0219477-0.00668189j 0.00680532-0.000474865j -0.0118067+0.00257986j 0.0117177-0.000506559j -0.0165973+0.00181291j -0.0241869+0.00358275j -0.0153286-0.00179279j 0.255976-0.0146705j -0.895284-0.00478394j 
0.00324869-0.0011669j -0.00204227+0.000137637j -0.00157947+0.00134072j 0.00236433-0.000301486j -0.00488906+0.000967858j -0.00151526+0.000716951j -0.00782813+0.000449859j -0.00216606+0.000925995j -0.00872155+0.000812342j 0.0193492+0.000955876j -0.014256+0.00172305j -0.000738184+0.00142613j 0.0362132-0.00229283j 0.000763319+0.0026696j 0.0200846-0.00305809j 0.00754004+0.00171982j -0.00792324+0.00227604j -0.0238301+0.00312275j 0.0277612-0.00025569j -0.0101637-0.00264239j -0.00311561+0.00100941j -0.0183878-0.000165003j 0.0101769-0.00042182j 0.0129991-5.94409e-05j 0.0424446-0.00277728j 0.0159042-0.00382277j 0.030651-0.00145936j -0.0196616+0.000786723j -0.0668469+0.00230838j 0.0116825-0.000720529j -0.0179694+0.0041988j -0.00932085-0.00115801j 0.00248531+0.00178341j -0.0229505+0.00330896j -0.00879727-0.00141765j -0.00615908-0.00233407j 0.0969619+0.00121779j -0.0231253+0.00310489j 0.00898246-0.00440381j -0.000933671+0.00135934j -0.0329944+0.00164404j 0.00976818+0.00044092j -0.0353538-1.56172e-05j 0.0495392+0.00313619j -0.0863684+0.003419j -0.0642672+0.00571374j 0.0203201+0.00020642j 0.011421-0.000269208j -0.0162565+0.000306868j -0.0125273-0.000574693j 0.0663306-0.00246589j 0.0246225-0.000107862j -0.105704-0.00108807j -0.0158779-0.000511781j 0.0291287+0.000607632j 0.15632-0.0016736j -0.10999+0.00160561j -0.0432415+0.000311966j -0.0887577+0.00177105j -0.155104-0.0001484j 0.0804967+0.00375008j -0.0374638-0.00143892j -0.163473+0.00299028j -0.02157+0.00130308j -0.208212+0.00300386j 0.0166163+0.00383095j -0.249272-0.00318547j 0.416984+8.54789e-05j 0.106193-0.00208952j -0.0199472-0.000912784j -0.143733+0.00108441j -0.564782-0.00179932j -0.215714-0.00136007j -0.120496+0.00111938j -0.134755+0.00109239j -0.0433542+0.00155332j 0.0876802-0.00179725j -0.0952594-0.00123856j 0.158166+0.00345011j -0.0224778-0.00140436j 0.0527682+0.00337317j 0.023055+0.00275938j 0.0656422+0.00226098j 0.0158985+0.000842412j 0.00564205-0.00209305j -0.135649-0.000408264j 0.0177514-0.000174921j -0.0119393+0.000575278j 0.00626082-0.00270916j 0.0238564-0.00032893j 0.00357099+0.000226341j -0.00608681+0.000134775j 0.00613184-0.000982574j -0.00325391+0.000268194j 0.00161762+1.55149e-05j -0.00362708-0.00125018j 0.00100896-0.00026921j 0.00585854+0.0015492j 
0.00646385-0.000924717j 0.00358991-0.00165479j 0.00355831+0.000619681j -0.00255197-4.12973e-05j 0.00049544-0.000638444j 0.000222084+0.000723053j -0.00191512-0.000479497j 0.00136524-0.00162475j -0.0235989+4.36151e-05j -0.000111524+0.000368549j 0.0399822-0.000278952j 0.0442025+0.000483552j 0.0259122+0.00317281j -0.0639033+0.00163995j -0.0105807-0.00209247j -0.0233326+0.000214922j -0.0145049+0.00103396j 0.00524616+0.000438895j -0.0270738+0.00133955j -0.0250827-0.000272006j -0.013512+0.00238729j 0.00181245-0.00014897j 0.0583822-0.00174463j 0.0553509-0.00234181j -0.017996-0.000964324j -0.0502061+0.000561594j 0.0164945-0.000281276j -0.0623894+0.00296683j -0.0280537-3.88341e-05j -0.011247-0.00023032j -0.0196299+4.13281e-05j -0.0565428-0.000599217j 0.0106054-0.00133635j 0.0201118+0.0027547j 0.027524-0.00155097j -0.0153017+0.00138689j 0.055976-0.0049839j 0.0193002-0.00111178j 0.0342129+0.000812027j 0.00354912+0.00149272j 0.0176847+0.000376527j -0.0614291+0.00109599j -0.103061+0.0030138j 0.0246344-0.00646064j 0.0658081-0.000490332j -0.0376641+0.00584929j -0.0266042+1.31495e-05j 0.0670234-0.00051678j -0.0471549+0.000370073j -0.0566756+0.00217961j -0.0051559-0.0041387j -0.00309096-0.00165423j -0.0138576-2.24973e-05j 0.170364-0.000569987j -0.12208+0.00093813j -0.0897796-0.00167034j 0.0264191-0.00186399j 0.0758467+0.000334068j -0.20714+0.00038126j -0.0677006-0.000282359j -0.244144-0.00152978j 0.163291-0.00384979j -0.0978588-3.41522e-05j -0.118169+0.000568183j -0.10701+0.00240608j 0.0228683+0.000429417j -0.226632-0.00106502j -0.2001-0.000521362j -0.0429251+0.00079972j 0.0217268-0.00105717j 0.533444-0.000472707j 0.00276424-0.00167918j -0.103371-0.001442j -0.491493-0.00328337j 0.0363107+0.00113751j -0.0756591-0.00276248j -0.0653918+0.000449499j -0.0275994-0.00158451j 0.0752906+0.000411354j 0.048128-2.87033e-05j 0.0296475+0.00207994j 0.0321695+0.00238041j -0.0679582+0.00123777j -0.018975-0.000548271j -0.0516654+0.000505393j -0.00497141-0.00073926j -0.0339691-0.00123374j -0.00612593-0.00079487j -0.0150678-0.00103055j 0.00260248-9.24772e-05j -0.00389334-0.00125243j -0.0084436-4.12052e-05j -0.00705589-0.00107495j 0.00501826+0.000921932j -0.000858863-0.000463612j -0.00275786-0.00230168j -0.00197937+0.000409253j 0.000689366-6.32039e-05j 
0.00199105-0.000317193j -0.0013434+6.94287e-05j -0.000186481+0.00172472j 0.00455716-0.001475j -0.00615499+0.00012942j -0.0069818-0.000753779j -0.00713433+0.000492169j 0.00975077-0.0016478j -0.00967395+0.00114816j 0.0072786-0.000207136j -0.0123077-0.00137247j -0.00103163-0.000999744j 0.0139721+0.000423336j 0.00351187-0.000319554j 0.0221819+0.00255452j 0.0022378+0.00134176j 0.00376562+0.000321724j -0.0356032+0.00353038j 0.0166769-0.00106168j -0.0245526-0.00101847j 0.0315756+0.00189566j -0.0422355+0.00232046j -0.0102128+0.000736965j 0.0134468-0.00183791j 0.0556977+0.000835026j -0.00177155+0.00218542j 0.0186377+0.000391012j -0.0448294-0.000486221j -0.039203+0.000367892j 0.0532428-0.00195851j -0.0128522-0.000330361j -0.0110519+0.000455113j 0.0487526-0.000322473j 0.0239375-0.000954489j -0.0432036-0.00174521j -0.0320492+0.00496356j 0.027724-0.0006511j 0.0161438+0.000331229j 0.0536324-0.00406119j 0.0341784-0.00142296j -0.0248824-0.000557007j 0.0272656+0.00403303j 0.0122476-0.00299374j 0.122517-0.00313299j 0.0793194-0.00794312j 0.0585427-0.00188929j -0.0516147+0.000533323j 0.0436206-0.00302827j 0.016491+0.00254514j 0.0404212+0.000223112j 0.018264-0.00149553j 0.00675416+0.00152837j 0.0654864-0.00246229j 0.0178539+0.00027102j -0.0338855-0.000276905j -0.00953971+0.00477981j -0.0840751+0.00470013j -0.0592239+0.00232243j -0.0324384+0.00563118j 0.124344+0.000247133j -0.349041+8.65491e-05j 0.0187513+0.000212618j 0.0831308-0.00251427j 0.0839694+0.000693714j 0.0640661-0.000511063j 0.435288+0.00177412j 0.259463+0.00233047j 0.322391+0.00215194j 0.455496-0.00158815j 0.0706732+0.00170926j 0.168893+0.00219597j -0.0116678-0.000241098j 0.268294+0.000285546j 0.00993756-0.00385863j 0.120981+0.00354506j 0.0384156-0.000513531j 0.0848736-0.000811494j -0.143756-0.00177264j 0.0328549-0.00239605j -0.0121239-0.000130398j 0.0337445-0.000800187j 0.0380311+0.0014444j 0.00548386+0.000128415j -0.0200897-0.000448593j -0.0522277+0.000879973j -0.00852722+0.000852667j 0.00174447-0.000745892j 0.0197836+0.00167648j -0.00841596+0.000597177j 0.0212548+0.00172686j 0.00369894+0.000449349j -0.00782969-1.23252e-05j 0.00014328+0.000363667j 0.00144506+0.00144053j 2.14547e-05-0.00156597j -0.0038493-0.00122478j -0.00366927-0.000572944j 0.000498368-0.000297765j 
0.000776592-0.000249304j 0.000271645+0.00031173j -0.00165084+2.69295e-05j -0.00439628+0.00044873j 0.000842507-0.000242468j -0.00677481+0.00193585j 0.00220317-0.000458793j -0.00314033-0.00118965j -0.0173075+0.00118537j 0.000354253+0.00109524j -0.0051046-0.00198927j 0.00886112-0.00118415j 0.0086371+0.00113792j 0.00277165-0.0021829j -0.0145422+0.00147983j -0.0189935+0.00196654j -0.0346729+5.40771e-05j -0.0289773+8.59581e-05j 0.0315217-0.00210197j 0.00201141+0.00117689j 0.01888-0.00248373j 0.0156167+0.000283566j 0.00516951-0.00234003j 0.0574916-5.8686e-05j -0.012863-0.000460208j 0.0260926+0.0016582j 0.022998+0.000452054j 0.0206838+0.000308597j -0.0676221+0.000285398j 0.0361567-0.00333445j 0.00627399-0.000957212j -0.0034364+0.0014189j -0.0117927-0.00288873j -0.0290528-0.00575752j 0.056956+0.000488712j -0.0167005-0.000663663j 0.00449738-0.00211435j -0.00652788-0.00378189j 0.023055+0.000460812j 0.0445373-0.00101496j 0.0240708-0.00423833j -0.00828146-0.0029597j 0.0237041+0.00423319j 0.0495091-0.00529146j -0.0211085-0.000924814j -0.0132987-0.000877982j -0.013604-0.00189778j 0.0828948-0.000780779j 0.127556-0.00176727j -0.029436+0.00202234j -0.0578417+0.000119844j 0.0117555+0.00172263j 0.0107529-0.00137125j 0.0828821-0.00172741j -0.0782098+0.00308389j -0.0240852-0.00046996j 0.0496994+0.00090744j 0.237121-0.00428882j 0.0926105-0.0038984j 0.276666-0.00321477j -0.163651-0.000680988j -0.212709-0.000231156j 0.0990758+0.000860727j 0.272597+0.00213239j -0.0760668-0.000485449j -0.454851-0.000786272j -0.126651+0.000408209j 0.426549+0.000980705j -0.19256-0.000586096j -0.198635-0.00124711j 0.222225+0.00275203j 0.132245+0.000352386j 0.113594+0.00114094j 0.0737122-0.000173463j 0.0139114-3.14213e-05j -0.0191772+0.00137509j 0.0484059-0.000610309j -0.0250313-0.000561635j 0.081394-0.000686591j -0.00603354-0.00071702j 0.0753722+0.000818134j 0.0302299+0.00232389j 0.0211962-0.000391417j 0.0219897-0.00116661j -0.0169933-0.000958891j -0.0456273+0.000133077j 0.00134325-0.000664992j 0.0010196+0.000606444j 0.00220994+0.000176895j 0.0247918+8.6574e-06j 0.00589669+0.00126266j -0.00754452+0.00030432j -0.000130462-0.000753129j -0.00242479-0.000769665j -0.000306142+4.86694e-05j -0.00242185-0.000680958j -0.00124751-0.000534856j 0.00315532+0.000529037j 
0.000537335+0.000217224j 0.00378732-0.00113191j 0.00236847-0.000667414j 0.000627651+0.000810999j -0.000989078-0.001031j 0.00255343-0.000227533j 0.00448488+0.00107845j -0.00244526-0.000559742j -0.009961-0.000104467j -0.0100654-0.000667239j 0.0219721+0.000471878j 0.0116164+0.00120364j -0.0145776+0.00162526j -0.0293418+0.000291014j -0.00868628+0.001726j -0.0194845-0.0019524j 0.0144482-0.00195889j -0.0153043+0.000140886j -0.0152684+0.00290187j 0.0116298+0.00154573j -0.0157691+0.0021804j 0.0120236-0.000274809j 0.00158781+0.000283848j -0.0567683+0.000403056j -0.010239+0.00234855j 0.0402252+0.0020063j 0.0671344-0.000865202j -0.0161604+0.00182843j -0.00953453-0.0020742j -0.084984+0.00404512j 0.0250632-0.0029338j 0.00392024+0.000815552j -0.0332699-0.00104659j 0.0774237-0.00176509j 0.0557049-0.00207372j 0.0419115-0.000987519j -0.0707977+0.00019629j 0.039361-0.00311155j 0.00354968+0.000370675j -0.0921348+0.00031532j -0.0615362+0.000944649j -0.136942+0.00456674j 0.0578018-0.000768792j -0.115091+0.00245534j -0.0750799-0.00351963j 0.0428146+0.00263916j -0.124344+0.00235843j 0.140867-0.00183066j -0.0792892+0.000260856j 0.0535322-0.0026488j 0.107419-0.00283793j -0.0713088+0.000725923j 0.00856782-0.00123699j 0.388455-0.00461598j 0.0373393-0.000698063j -0.0452008-0.00128457j -0.234395-0.000865895j 0.0421855-0.00271791j 0.0163507+0.00124678j 0.207827-0.00111467j 0.333768-0.000587631j -0.141002-0.00398973j 0.276696+0.00256739j -0.220852-0.0023398j -0.136235+0.00022265j 0.174102-0.000332977j 0.136589+0.00479463j 0.127503+0.000639548j -0.247771-0.00338638j 0.307506+0.00341344j 0.13462+0.00161406j -0.0850503+0.00151181j 0.106954-0.00164469j -0.0216494-0.00433848j -0.0516306+0.00094764j -0.0143061-0.000994311j -0.0397331-0.000781488j 0.0368117+0.000407827j 0.0478688+0.000862652j 0.0278419+0.00166782j 0.000349672+0.000365737j -0.0280306-0.000572228j 0.0172925+0.000538823j 0.00398682-0.00158669j 0.0753488-0.000631955j 0.0045085-0.00178732j -0.0214075+0.000698103j -0.00663901+0.00206551j 0.0155628+0.000236656j -0.00959017-3.15182e-05j -0.00722103-0.000131006j -0.00420982+0.00120312j 0.000492538+0.00138622j -0.000776427+0.000881572j 0.000625534+0.000594976j 0.000524531-0.000233946j 0.00431985+0.00113016j -0.000432648+0.000228595j 
-0.00201989+0.00108131j 0.00263708+8.74671e-05j -0.00426271-3.9874e-05j -0.00222072+0.00042658j 0.00531199+0.000219703j 0.00149291+3.60621e-05j 0.00464732-0.000846399j -0.0068923+0.000826092j -0.00632964-0.000324683j -0.0213435+0.0011692j 0.00398681-0.00032387j -0.00785236+0.000599544j -0.0303897-0.000313535j -0.00821623-0.00370544j 0.00082205-0.00153692j 0.00217709+9.87612e-05j -0.0214111-0.00196503j -0.0162855+0.00320484j 0.00287115+0.00104648j 0.0240638+0.0016225j -0.0403871-0.0011579j 0.0292179-0.00219123j -0.0222109-0.000611539j 0.0424133+0.000200587j -0.0444075+0.00271731j 0.0403014-0.00344471j -0.0222946+0.00126137j 0.0460905-0.00312269j -0.00816532+0.000214956j 0.0325118-0.00130525j 0.0303363-0.00112157j 0.00150147-0.000298788j 0.00895974+0.000686333j -0.105434-0.0027659j 0.0769556-0.00794687j -0.0348147-0.0039127j -0.0267038+5.04374e-05j 0.048145-0.000102712j 0.0362125-0.000780756j -0.049312+0.000845566j -0.0578659+0.00137187j -0.0200491+0.00441513j 0.101538-0.00514957j -0.00711959-0.00157764j -0.0472475+0.000734676j -0.0451998+0.00100953j 0.0273627+0.0010326j -0.0672713+0.000169277j 0.04161-0.00227167j -0.173814+0.000818827j 0.0212587-0.000799527j -0.237974+1.42671e-05j 0.0311994+8.91869e-05j -0.100957+0.0019183j -0.0243936-0.000219696j 0.307731+0.00115659j 0.206232-0.00273015j -0.125063+0.000407056j -0.299696-0.000795286j 0.426937-0.00320586j -0.074191-0.00177945j -0.205881-0.000572784j -0.185468-0.00166769j -0.328505-0.00370753j 0.331201+0.00224512j 0.143065-0.000391064j -0.17381+0.000883497j 0.064122+0.00263828j -0.118003-0.00386042j 0.00307216-0.00135166j -0.0221473+0.000922533j 0.0349474+0.000761467j -0.0147044+0.00100546j 0.0216249+0.00410928j -0.0192285-0.00117307j -0.0409706-0.000371108j 0.00982721+0.000513683j -0.00485912+0.00108657j -0.0130669+0.0010058j -0.0188713-0.000173665j 0.0262125+0.00122713j 0.00484494-0.00030782j -0.00602946+0.000593914j 0.0245774+0.00158649j -0.0346874+0.000429594j 0.0187492+0.00251807j -0.00358374-0.000622012j 0.00583801-0.00115293j -0.014281+0.00166597j -0.000803355-7.08008e-05j -0.000219283+0.000739017j 0.00214398+0.000679283j 0.00271883+0.000392199j 0.000749824-0.00113096j 0.000297004+0.000828446j -0.00161456-6.51173e-05j -0.00200501-0.000438025j -0.00045691-0.00078014j 
0.00105605-0.000700918j -0.0011925+7.37113e-05j 0.00543897-0.000859442j -0.00105467-4.92277e-05j -0.00241111-9.77501e-05j -0.00715851+0.00396286j 0.00709457-0.000111241j -4.57721e-05-0.000406605j 0.00197468+0.000924508j 0.00755657+0.00140465j 0.0011064-0.00183926j 0.00519826+0.00148116j 0.0112617-0.000837392j -0.00445424+0.00115963j 0.00219889+0.000710081j 0.0118797-0.00148382j -0.00228089-0.000673889j 0.043974-6.55398e-06j -0.0433245-0.000105452j -0.046853+0.00252382j 0.066021-0.00209789j 0.0118314-0.00215606j 0.0312432-0.00248638j 0.0230268-0.000187118j -0.000682417-0.00261125j -0.0161285+0.00130313j 0.0498729-0.00269479j 0.0324229+0.00140049j -0.0445354+0.0033342j -0.0610894+0.00197429j 0.015135+0.000799021j -0.0773237+0.00481302j 0.016414-0.00114306j -0.0145583-0.00515964j -0.0905403+0.00144318j 0.0969004-0.00382988j -0.0273479+0.000168619j -0.084077+0.000501977j 0.130582-0.00162445j 0.181747-0.00490002j -0.0798461+0.00239626j 0.143303+0.00144344j 0.0914436+0.000468273j 0.0407215-0.0020791j -0.0161375+0.0030878j -0.086315+0.000615366j -0.0343672+0.000658256j -0.181708-0.000686127j 0.0119941-0.00126446j -0.112827+0.000976758j -0.392034+0.00183528j 0.211658-0.00191376j -0.156135+0.00142021j 0.033047+0.00106559j 0.225436+0.0021293j -0.165268+0.00149581j -0.161781-0.000298391j 0.0629971-0.000676975j -0.137575+0.000541961j 0.345948-0.00112443j 0.220467+0.00352791j 0.412301+0.0036379j 6.06593e-05+0.00122357j -0.136363-0.00349459j 0.0570782-0.00210746j -0.0387624-0.00212774j 0.0312775-0.000907467j 0.0975698+0.00222907j 0.0992903+0.00352603j -0.144578-0.00372238j 0.0402856+0.0028659j -0.0346032+0.000107491j -0.0119531+0.00337065j -0.000671879-2.82085e-05j -0.0405415+0.00048734j 0.0365597+0.00161079j -0.0780318-0.00061284j 0.098647+0.00172177j -0.0113438+0.0012201j 0.0228957+0.00170301j -0.0310983-0.000603239j -0.00938609-0.000109657j -0.0144812-0.00163978j 0.00107198-0.00106189j -0.0268116-0.00222288j -0.023869-7.38495e-05j 0.00966771-0.00153254j 0.00318279+0.000711941j 0.00404023-3.03677e-05j -0.00293429+0.000628849j 0.000559733-0.000187786j 0.00427543-0.000355405j -0.00669686-0.00361j -0.00304252-0.000355777j 0.000540211+0.000210289j 0.00576549+0.000879172j -0.00022763-0.00053714j 0.00172304+0.000712318j 
-0.001619-0.0012174j -0.00638705+0.00107473j 0.00236379-0.000291281j 0.00189017+0.00034093j 0.000576349+0.000134586j -0.00600702-0.000123097j -0.00132155+0.00102015j 0.00119851+0.000967849j 0.0227169+0.00271223j 0.0455168-0.000858663j -0.0146684-0.000591003j -0.009021-0.00168686j 0.0120656-0.001294j 0.0523966+0.00119186j -0.0518849+0.00214797j 0.0443684+0.00112198j 0.0502141+0.00084259j 0.0742513+0.00297102j -0.0230628-0.00115357j -0.0639511+0.00139447j -0.0219985+2.05713e-05j 0.0233972-0.000479075j 0.00374682-0.00117026j 0.0364032-0.00287518j -0.050304+0.00109469j -0.102495+0.00237199j 0.0127469+0.000636131j -0.0691161+0.00219647j 0.0374087+0.00150703j -0.122033-0.000888718j 0.133543-0.00271906j -0.060901+0.000553425j 0.095253-0.00286136j 0.0582002+0.00064926j -0.0721426-0.00166667j -0.0474653+3.69524e-05j 0.042816-0.00327136j 0.129542-0.00406643j -0.147313+0.00607619j -0.00588049+0.00210766j -0.0538589+0.000692858j -0.0648959+0.00133486j -0.0819544-0.00025913j 0.186764-0.00317462j -0.0166797-0.00105263j -0.0282766-0.000601609j -0.127794+0.000449685j 0.188442-0.000689386j 0.145736-0.00142217j 0.226354-0.00161992j -0.0645768-0.000566168j -0.0635906+0.00050506j -0.0850716-0.000458803j -0.0611047-0.000296645j 0.274478-0.0011813j -0.219512-0.0029049j 0.11883+0.00122271j -0.318186-0.00248457j 0.0366302+0.00100183j 0.0780378-0.000630853j -0.0621327-0.000685173j -0.211232-0.00422764j -0.164832-0.00219143j -0.289112-0.00138163j -0.190677-0.00130702j -0.244317+0.000183962j 0.0873709+0.00156213j 0.0920673+0.000110586j 0.168277+1.90653e-05j 0.0441912-0.000501333j -0.0427051+0.000816769j 0.13522+0.00162188j -0.039672+0.000438519j -0.13135-0.00308403j 0.0399489+0.00173293j 0.0088333-4.47314e-05j -0.0187794+0.000445845j 0.0421711-0.00044407j -0.0533525+0.00113351j 0.0798539+0.000590237j -0.0727667+0.00245511j -0.0463184+0.00121433j -0.00505711+0.00156413j -0.0518371-0.00128434j 0.0706389-0.00130784j -0.00310945-0.00247793j -0.000723697+0.000990832j -0.0106012-5.52442e-05j 0.039195+0.000725061j -0.0191981+0.00230906j -0.000209118+0.00115388j -0.000706429-0.000992235j -0.00400074+0.000250634j -0.000209387-0.000255131j 0.0029347-0.000199663j 0.00259874+0.000320236j 0.00597979+0.000965706j -0.000847643+0.00121467j 
-0.000471004-0.000416305j -0.00222691+0.000674883j -0.000789017+0.000271636j -0.000591298+0.000828791j 0.000105581-0.0014673j -0.000173213-0.00105926j -0.00464162+0.000371109j 0.00227111-0.00100653j -0.00244784-0.000137647j 0.0128988+0.00174375j -0.0109599-0.00134562j -0.00255343-0.00175671j 0.0150777-0.00224562j 0.0351587-0.00058312j -0.0209798+0.00165194j 0.00701703-0.000864191j 0.00327247+0.000523235j -0.000458505-0.00159628j 0.0124134+0.00050371j 0.0150887-0.000847256j -0.01305+0.00191221j 0.0127953+0.00229581j 0.00569216-0.000889705j 0.00493205-0.00295534j 0.029467+0.00227009j -0.0611014+0.00366783j 0.0346247-0.000989702j 0.0486694+0.000457021j 0.036501-0.00509497j 0.0198503-0.00334665j 0.0792568-0.000475606j -0.0943641+0.00239214j 0.0149512+0.000406491j 0.0215611+0.000777857j 0.0960037-0.00179555j 0.0341339-0.000677622j -0.0184165-0.00304809j -0.0361367+0.00177933j -0.0111647-0.000226327j 0.11621-0.00136305j 0.101711-0.000532148j -0.092057-0.000933144j 0.0305017-0.00213307j 0.00824839-0.00231117j -0.116629-0.000119704j -0.157842+4.21656e-05j 0.312645-0.00302518j 0.155835-0.000848844j -0.236947-0.000231904j -0.0274561+0.00497166j -0.266348+0.00298272j 0.196966+0.00441184j 0.0755325+0.00178024j 0.290441+0.00380111j 0.0360765-0.00216209j 0.339343+0.00163782j -0.0597323-0.00405276j -0.400371-0.000309229j 0.251447+0.00105101j -0.0378502+0.00290088j -0.161275-0.000954614j 0.0320832+0.00155128j 0.169456-0.00567761j -0.0697952+0.00103636j 0.0918831+0.00321842j -0.096257-0.0034429j -0.168751-0.00165294j -0.0426951-0.00163404j 0.0532424+0.00148495j 0.0186475+0.000327023j -0.00982295-0.00220914j 0.0202992+0.000318659j 0.0986206+0.001103j 0.00263521-0.00214458j -0.0484784-0.000184281j 0.00325032-0.000860879j -0.00566511+0.0013759j 0.00881478-0.00189838j 0.0162241-0.00118569j 0.00941282-0.00112013j -0.00602254-0.00205775j -0.0155608+0.001459j 0.0159-0.000357006j 0.000755854-0.000585327j 0.0104291-0.00257976j -0.0221939-0.000628022j 0.00460076-3.92089e-05j -0.00163267-0.0014092j 0.0129441+0.00128602j -0.00211725-0.000199012j -0.0044433-0.000499457j -0.00520397-0.000843236j 0.00186675+0.00126512j -0.00313319+0.000167375j 0.00265878+0.00038361j 0.00208755-0.000294625j 0.00104008-0.000305592j 0.00164936+0.000633603j 
0.00130848-2.29411e-05j 0.00443812-0.00115958j 0.000135856-0.000152154j -0.000344646+0.000704417j 0.00159084+0.000844434j -0.00291217+0.00212118j 0.00476399+0.00146051j -0.00823085+1.01925e-05j -0.0143636-0.000108614j -0.0167564+0.00064196j 0.0135067+0.00250631j 0.0269569+0.000678488j -0.0118984+0.00101085j -0.0620413+0.000135276j -0.0161218-0.00224604j 0.00939996+0.000302144j -0.0382361+0.0013209j 0.0203996-0.00104166j -0.00198208+0.000699918j 0.00104773-0.00224862j -0.0481565+0.00159631j 0.0250237-0.000878392j -0.0132141+0.000542672j 0.013114+0.00358491j -0.035126-0.00435495j 0.0329581-0.0032427j 0.174122-0.00469038j -0.13468+0.00296942j 0.0219512-0.00217841j -0.0875858+0.000835507j -0.0409936+0.00488881j -0.0204854+0.00289579j -0.0741913+0.000517777j -0.118493+0.00440725j -0.0542129+0.00393399j -0.114431+0.000279307j 0.0392997+0.0011907j -0.175728+0.00443747j -0.167763-0.00162285j -0.0622557+0.000187377j -0.0860248+0.00197779j 0.0118163-0.00189257j 0.156325+0.00120126j 0.00843995+0.000408245j 0.106281+0.00195478j 0.0260321+0.00609336j 0.366326-0.000316237j 0.202171-0.00189248j -0.159721+0.00137314j 0.0737158+0.00267875j 0.0879419+0.00199163j -0.266962+0.000606133j -0.0822648-0.00168268j -0.180701+0.000435542j -0.0768095+0.00223554j -0.165367-0.000359949j -0.15404-0.000783369j -0.0862369-0.00233576j 0.310673+0.00230193j 0.325112+0.00218906j 0.0626511+0.00058236j 0.142122+0.0029217j -0.233766-0.00203517j 0.203428+0.00201786j 0.0305272+0.00185067j 0.0728172+0.00251061j -0.0398151-0.00175037j -0.0310617-0.00101629j -0.0289396-0.00185609j 0.0350732-0.00185285j 0.0274178+0.00116095j -0.0318488-0.00198671j -0.00761287+0.00134159j -0.0877505+0.00107286j 0.0132615-7.83266e-05j -0.0480884-0.000738894j -0.0229664+9.02515e-05j 0.0191585-0.000616429j 0.0329995+0.00301067j 0.0260372-0.000980882j -0.0195717-0.000315848j 0.00709898+0.0020385j -0.01019+0.0012456j 0.00683047+0.00218683j 0.0420933-0.000245034j -0.0137466-0.00155169j -0.0119444+0.000528279j -0.0177599+0.000277186j 0.00690165-0.00094084j -0.00600598+0.000174481j -0.00346095+0.000177611j -0.00379636+0.000785678j -0.00335332-0.000793537j -2.09427e-06-0.000876698j -0.000135489+0.000803525j -0.0012552-0.000639854j 0.00371057+0.00099998j 0.000580516+0.000503094j 
