0.010327+0.0671545j -0.0543429+0.0204952j 0.0641857+0.149465j -0.136484+0.0438277j -0.148395+0.0310539j -0.0589837-0.167665j -0.0910751+0.116939j 0.0768894+0.0658703j -0.0897585+0.131094j -0.0992282-0.0266737j -0.0184157-0.0120581j -0.169501+0.0067496j 0.0236601-0.053748j 0.0855412+0.0468905j 0.0560562-0.013355j -0.0659122-0.0419553j -0.072939+0.0791609j 0.00375817-0.0652249j 0.0117236+0.0458786j -0.0636223-0.144462j 0.13206-0.0941813j -0.121838-0.208542j 0.252938+0.122683j -0.0877383+0.123253j 0.092355-0.22226j -0.0543247+0.109123j -0.0394329+0.138487j -0.0337113-0.116809j -0.024649-0.0227847j -0.223898-0.060499j 0.0350636-0.0323561j 0.0594026+0.125173j -0.148776+0.251492j 0.0936106+0.0223752j 0.0211587-0.0871683j 0.147952+0.0981659j 0.0502302-0.0221261j -0.000569841-0.0470299j -0.0584799+0.0243654j 0.139521+0.0332872j -0.0925343-0.045585j -0.0126019+0.00526437j 0.00146737+0.0340231j 0.050368-0.0079882j -0.0328976+0.014249j 0.047065+0.0226164j -0.0604366+0.0615434j 0.0906631-0.0660293j -0.026867-0.0264575j -0.0937812+0.0324706j 0.159526-0.0475167j 0.0478051-0.0227156j -0.0531403+0.0232428j -0.0801132-0.025637j 0.00736932+0.00307656j -0.0242686-0.0441889j 0.0164809+0.02813j -0.0500735-0.00219106j -0.0120227-0.0458594j 0.00228979-0.0387688j -0.0326171-0.0363997j 0.00587703+0.0184866j -0.0156267+0.00656692j 0.0347217-0.0267323j -0.00920303-0.0144784j -0.0393561-0.0460912j 0.0105495-0.00414027j 0.0117459+0.0293735j 0.00388477+0.00676306j -0.00672593+0.0450727j -0.0269903-0.0168713j 0.018243+0.00931722j -0.0160114-0.0373519j -0.0132772+0.0379279j -0.00157421-0.0153014j -0.0111019+0.0146868j 0.000548+0.00155241j 0.00752386+0.014439j 0.0174644+0.0239375j -0.00484658+0.0216302j -0.00119152-0.0141147j -0.00170878+0.00482917j -0.0136242-0.00758007j 0.0635007+0.0316027j -0.0383545+0.00387627j -0.0325086+0.00684593j 0.0107038+0.00254722j -0.00495899+0.015462j 0.0051656+0.0187644j -0.00364362+0.00297286j -0.00107505-0.00208192j -0.0165644-0.0126854j -0.0243892-0.00932999j 0.0150328+0.0306239j 0.0108012-0.0127361j 
0.00293569+0.00260136j -0.0139187+0.00636078j -0.00849473+0.00298113j -0.0034671-0.0218814j 0.0216706-0.00529515j -0.00604487-0.000668337j -0.0107877+0.00526218j -0.0002185+0.00877951j 0.00843222-0.0195074j -0.00728632+0.00978162j 0.010684-0.00665488j 0.0117291-0.0255257j -0.00349838+0.0142855j -0.0103144-0.00224048j -0.015382-0.00884256j -0.0056662-0.0122251j 0.00296994-0.00214567j 0.00498852+0.00478455j -0.0158008+0.00932761j 0.00891456+0.0341012j -0.0314416+0.0102804j 0.0323734+0.00745495j 0.0433175-0.0112412j -0.00433183-0.00369581j -0.00770737+0.00198293j -0.0100859+0.00951636j -0.00579086+0.0209656j -0.00627508-0.00483905j -0.000950871-0.00092979j 0.00799949+0.00464731j 0.0204025+0.0140456j -0.0174822-0.0327857j -0.00472023+0.0216964j -0.0301458+0.00311206j 0.0260849-0.00210329j 0.0151688-0.00846423j -0.00220981+0.00598876j 0.0302848-0.0249344j 0.00251166+0.056465j -0.0576853-0.018651j 0.0371923-0.0340234j 0.0578095+0.0535752j 0.0623105-0.0161416j -0.037171+0.043754j -0.00109131-0.0109989j 0.100255-0.0342305j 0.0428597-0.0216241j 0.00984423+0.0158327j 0.0194872+0.0327222j 0.00471562+0.00390946j -0.0354829-0.019103j 0.136806+0.0224452j 0.00264468+0.00655262j -0.0509812+0.0137779j -0.00380094-0.0201481j -0.0519485+0.0129576j -0.00639319-0.0572678j -0.0506031-0.0680585j -0.028703+0.0565415j 0.0674316+0.0146218j -0.023916-0.0665716j 0.00524808+0.116401j -0.0107632-0.0408j 0.0361534+0.00132803j 0.123409+0.0191034j 0.0369332-0.0477769j 0.0183824+0.0123012j -0.0260501-0.0114806j 0.0222742+0.00780246j 0.0224555+0.0704622j -0.00751401-0.0541381j 0.0357463+0.0140905j 0.0254129-0.0124479j 0.00310455-0.0296461j -0.0247648-0.0274378j -0.00559506+0.0364953j -0.0148864+0.0349844j -0.028287-0.064745j 0.0560138-0.00233764j 0.0267092+0.00316116j -0.0370218+0.0418907j 0.0502375+0.0198001j -0.0678421+0.0171935j -0.0102547-0.0707047j 0.0355409-0.0439222j 0.0161596-0.0649758j -0.0681393+0.0115639j 0.0715177+0.000955376j 0.0575028+0.0271477j -0.0116599-0.0386275j -0.0128418-0.0999142j 0.0304318+0.165555j 0.00673061+0.000347835j -0.0291159-0.0602514j -0.0175966+0.0601621j 
0.0106751-0.0096161j -0.00207835-0.00027435j 0.0102452+0.00119424j -0.00744478+0.00161322j -0.0309015+0.00207227j -0.0068635-0.0381255j -0.0108196-0.00257899j -0.0158686-0.0123235j 0.0152002-0.0120104j -0.00609592+0.00825831j 0.0131404+0.0229556j 0.0194201+0.0412413j -0.015164-0.00298218j -0.00208078-0.00700549j -0.00210288-0.0307759j 0.0177606+0.0134541j 0.0105658-0.00851097j 0.0225006-0.0101161j 0.0207582-0.0216251j -0.0243235-0.0314259j -0.0021829+0.0345919j 0.00560228-0.0164685j -0.0196064+0.0307337j -0.0619962+0.000202038j -0.0176255+0.0336374j -0.0433618+0.0218497j -0.0456092+0.0266231j 0.00979265-0.00483252j 0.0200893-0.00748172j -0.0015853+0.00279945j -0.00586612+0.0338864j -0.0141802+0.00396572j 0.0356984-0.0134211j -0.0068521+0.0086888j 0.0231591+0.00205406j -0.0324613-0.00659595j -0.0338136-0.00223382j 0.0198888-0.0342138j -0.0109541-0.0708928j 0.0820986-0.127568j -0.0192588+0.0199968j 0.0768908+0.0358138j 0.0219296-0.0446458j -0.0248045+0.0248436j 0.0630096-0.0366147j -0.024493+0.0645549j -0.0090263-0.0317698j 0.0701837-0.0310245j -0.00109625+0.0154403j 0.0231261-0.0298287j -0.0303768-0.0787675j 0.0217938+0.00283959j 0.192998+0.0249047j 0.0495864+0.0210589j 0.104501+0.0807667j -0.039979+0.00744603j 0.032148+0.00908567j -0.0590974-0.0319624j -0.122665+0.0783028j 0.0288607-0.0227814j 0.0153144-0.0133847j -0.0663582+0.0369969j 0.0513928+0.108795j 0.153506+0.0360552j 0.141235+0.0622797j -0.0226755-0.212682j 0.0321068-0.0383921j -0.0232541+0.0611062j -0.0200752+0.0726362j -0.00291686+0.0442577j -0.0729662-0.145258j 0.0632918+0.0542177j -0.0500972-0.0130612j 0.0120529-0.0404641j -0.0457174-0.0231885j 0.0725156+0.0410753j 0.0121082+0.0547924j -0.039012+0.00845142j 0.122147-0.0778813j -0.0181452+0.0274859j -0.0576497-0.00488632j 0.0388716-0.0670848j 0.0226779+0.0758754j -0.125565-0.0928881j 0.0702115-0.133414j -0.101284+0.0379363j -0.0584972-0.00729662j -0.0908362+0.078776j 0.145264+0.00876896j 1.90752e-05+0.0329738j 0.0375863+0.0020694j -0.0179901+0.0650362j -0.0401128-0.183577j 0.0548617+0.022492j 0.00252675-0.100197j 
0.00963481-0.0151042j 0.0173929+0.00366935j -0.00557302+0.00470757j 0.000710767+0.00906373j 0.00506517-0.00203631j -0.00927036+0.00924488j 0.0225126-0.00133634j -0.00126351+0.00411351j 0.00158717+0.00572129j 0.00558346-0.00186579j -0.014275+0.00854475j -0.00541478+0.0161941j 0.00296097+0.00546975j 0.00166522-0.00459899j 0.0078622+0.00558024j -0.0100716+0.0135206j -0.00996857+0.00672761j -0.00372577-0.00788063j -0.00741015+0.00943644j -0.00193245-0.0125401j 0.0205991+0.00881298j -0.0324684+0.00872143j -0.00911379+0.00375592j 0.00248135+0.00270407j 0.0121623-0.0148218j 0.0196438+0.00746726j 0.00767965+0.000157749j -0.000968214-0.00647164j -0.0222755-0.00660921j 0.0267802+0.00824188j -0.00913761+0.00755657j -0.0216922-0.00933342j -0.000791664-0.0464042j 0.0230132-0.000119397j -0.0335151-0.0115794j 0.0100867+0.0102655j 0.0511633+0.0223183j -0.00408253+0.0335209j 0.00218506-0.0125092j -0.00711329+0.0477701j -0.00565028+0.0598478j -0.0751781-0.0226611j -0.0307735-0.0297527j 0.0054148+0.0465042j -0.0862601-0.0238758j -0.0597342+0.0277408j -0.0197886+0.0756657j 0.0182917+0.0399758j -0.0328238-0.0253994j -0.0466814-0.00489686j -0.0103557-0.0132621j -0.0337559-0.0136829j 0.0126926+0.0205432j 0.0384133-0.00836113j -0.00512154+0.0298302j 0.0455241+0.0594672j -0.0592567+0.0858094j -0.00967288+0.073835j 0.0119514+0.00326785j -0.0216437-0.0189719j 0.0196727+0.00350532j 0.0524071-0.0615937j 0.0393479+0.0224367j 0.00420732-0.0383992j -0.0788419-0.0173646j 0.00238308+0.0449165j 0.134256+0.0604395j 0.0178957-0.00720905j -0.0067784+0.101027j -0.00295169+0.0259172j 0.0826457+0.0254217j 0.0576624+0.0556298j 0.0239206-0.043829j -0.0150314+0.0329732j -0.0350075+0.00425875j -0.0178835-0.046427j -0.056439-0.00755929j 0.0530054-0.0549811j -0.00380437+0.0141671j 0.0435987+0.0776695j 0.0420875-0.0323858j 0.0664753-0.0326309j 0.0348169-0.0631986j 0.0548539+0.0174675j -0.0653711+0.047286j -0.00897334+0.0635723j 0.052669+0.00579806j -0.0183485+0.00335652j -0.03275-0.0473053j -0.0187618-0.0183126j 0.0133943+0.0560541j -0.0181558-0.10293j -0.00642907+0.0397648j -0.000392067+0.0430769j 0.031983+0.00263921j 
-0.0118831-6.09895e-05j -0.00991559+0.00260345j -0.0187741+0.00107996j 0.0105504-0.0184997j 0.00840941-0.00929852j 0.00880284+0.055591j 0.00875839+0.0136211j 0.0195829+0.022057j 0.00458137+0.0207486j -0.00757545-0.00670238j -0.0104379-0.0207598j -0.00432062+0.0123111j 0.000940045+0.012853j 0.00255041-0.0128497j -0.00713069+0.0241115j -0.00310746+0.00399191j -0.00270654-0.00708529j 0.0046144-0.00885863j -0.0110249-0.00991063j -0.00659769+0.04585j 0.0148589+0.00529127j -0.0126583+0.0384649j 0.0119042-0.0170426j 0.0396121+0.0247811j -0.0199644-0.0113437j 0.0211706-8.95569e-05j 0.0132319-0.0289587j 0.00109264+0.00974835j -0.0133951+0.00497445j 0.0169424+0.00817438j -0.0349938-0.0361289j 0.024856+0.0173693j 0.00052302+0.0400289j -0.00141829+0.00328446j -0.0289003+0.00498057j 0.0136891-0.0329075j -0.00506346+0.00158545j 0.0331251+0.00679164j 0.0295584+0.0317898j -0.0207678+0.0637964j 0.0447978-0.0432711j -0.0303784-0.095064j 0.00864326+0.00242914j -0.0327036+0.042863j 0.0102834+0.0394754j 0.00148699-0.0763066j -0.000682699+0.0179935j 0.0443416-0.0346383j 0.115433-0.0275065j -0.0794361-0.0467803j 0.0239385+0.0937978j 0.0873178+0.0450498j -0.0487521+0.0355138j -0.0751239-0.0829418j -0.0809994-0.0415068j 0.02151-0.0659053j -0.0474292+0.0211711j 0.0102021-0.0523496j 0.0449168-0.0336088j 0.127426-0.0312286j -0.0172311+0.0255428j 0.0351648+0.067345j 0.0128864+0.00242026j -0.158322-0.0111629j -0.0964363+0.0149075j -0.0706822+0.140807j -0.0183599+0.0141285j -0.0916185-0.134745j 0.0705988+0.0736419j -0.00368945-0.102521j 0.13964+0.0850431j -0.0393034-0.0577243j 0.0506092+0.0501595j -0.0339046+0.0245847j -0.0291586+0.0765761j -0.0569361+0.0318593j 0.00108862+0.0204964j -0.00140271-0.101436j -0.142487+0.067031j -0.0106555+0.0325762j -0.108444+0.072855j 0.0360653+0.0239414j -0.0678046+0.0361212j 0.0700875+0.0955501j -0.0653888+0.00789795j 0.0423327-0.0367105j 0.0237474+0.0173816j 0.095478-0.0170367j -0.0153325+0.0176162j -0.0165831-0.00450136j -0.0247481-0.0720971j 0.011697+0.0688923j 0.0168909-0.0101419j 0.00606451-0.01475j -0.0182971-0.0205753j 
-0.0099634-0.0113938j -0.0169857+0.00428561j 0.00425809-0.00615604j 0.0118201-0.0140766j 0.0415017-0.0115664j 0.0154141+0.0213276j -0.00461037-0.00373511j 0.00611983-0.00671732j 0.0170251+0.0022868j -0.0258799+0.0065297j 0.00484257-0.00639756j -0.0186539-0.00772608j -0.00692104+0.0016851j 0.00342906+0.0044j -0.00804796-0.0051165j 0.0214924+0.0164465j 0.00750852-0.00949901j 0.0105729-0.00865373j 0.0118871+0.0133874j -0.035469-0.00352141j 0.0322847-0.0162183j 0.0142773+0.0339031j 0.0180838-0.00553855j 0.0603927+0.00556184j -0.0113627+0.00038773j -0.00612363+0.0190008j -0.00731369-0.00803424j -0.0119049+0.00350958j -0.00888512-0.000486721j 0.00578591-0.00636905j -0.00906841-0.0187883j 0.0106542+0.00202556j -0.000987389-0.00740985j 0.0114478+0.0180145j -0.0030829+0.0145811j 0.00824107+0.0291951j -0.0530641-0.0169005j 0.010949-0.071005j 0.0348816+0.0196095j -0.0125467+0.0589932j 0.0212887-0.00665721j 0.00831593-0.0482238j 0.0921904-0.00309937j -0.039514-0.053714j 0.140836+0.0899308j 0.0200624-0.0309006j -0.00729406-0.0326194j 0.0352302-0.0295206j 0.12591-0.0259484j 0.0672075-0.0307662j 0.0894725+0.0159232j 0.100207+0.0349222j 0.0654578-0.010061j -0.0944023+0.00360869j 0.0425496-0.045798j 0.0289007-0.046073j 0.0341008-0.0808258j -0.0247876-0.126964j 0.0241139+0.0311061j 0.134348-0.00299345j -0.00994159+0.0376855j -0.0406092+0.112101j -0.0482482+0.101756j -0.0856558+0.00232639j -0.00804535+0.0570767j -0.0520706+0.0554387j -0.137023-0.0894955j -0.130702-0.0833576j 0.0367604-0.0896656j 0.059904-0.0518061j -0.00497463+0.018496j -0.0826613-0.126676j 0.043814+0.0553325j 0.0366551+0.0607003j 0.0404394+0.0510174j -0.0581143+0.0271377j 0.0274767-0.00996759j -0.0400983-0.01533j -0.0389927-0.0427116j -0.0597083-0.0360559j -0.111232+0.111388j -0.0353719+0.0427322j -0.146138+0.0586099j 0.0144392+0.0889969j -0.0389992+0.0200824j 0.0274518-0.0836217j 0.0759271+0.0182557j 0.0141778+0.0227133j 0.0861627+0.0387437j -0.0102079-0.0288166j -0.0373508-0.0911012j 0.0158667+0.166272j -0.00689159-0.172322j 0.0456051-0.0084161j -0.0234527-0.0910419j 
0.0112782-0.0120509j 0.0100835-0.00348006j -0.021977+0.023918j 0.00965319-0.015388j 0.00369363+0.0150558j -0.00481655+0.00266794j 0.0161885+0.00845643j -0.00292156+0.0285405j 0.0050593+0.00364769j 0.00725514+0.00970726j -0.0315452+0.0100177j 0.00235635+0.00677164j -0.0063237+0.0253837j 0.0036482-0.0122169j -0.0134884-0.0190942j -0.00355272+0.0163487j -0.00885903+0.00970159j 0.00965787-0.00771744j 0.00786867+0.0029984j 0.000894975-0.0125622j 0.00622831-0.0297346j 0.0143269+0.00166201j 0.0170453-0.0211142j 0.0285318-0.00336798j 0.00559009+0.00876048j -0.00246192+0.00327641j 0.00621507+0.00642492j 0.0093232-0.00613219j -0.00456288+5.7231e-05j 0.00271596+0.00900123j -0.00274259+0.0144162j -0.00406818+0.002085j 0.00260132+0.00181589j -0.0111923+0.00401454j -0.00517014-0.00487332j 0.00178005+0.00317759j 0.0278036+0.0120551j 0.0352471+0.0107579j -0.0100875+0.0134338j -0.0256768+0.0287324j -0.00598388+0.0111229j -0.010088-0.0408767j 0.076268-0.0648512j -0.00204105+0.11218j -0.104913-0.097013j -0.0378236-0.041935j 0.0737578+0.0630991j -0.00791675+0.073547j 0.020222+0.00326431j -0.101544-0.139712j -0.0587149-0.0869105j 0.145402-0.0234725j 0.0957523+0.0419395j -0.0169495-0.102792j 0.0486564+0.0128247j -0.0389064+0.03147j -0.111457+0.122435j -0.0640421+0.0303585j 0.0244326-0.00467377j 0.0504422-0.0365197j 0.0249575-0.00167313j 0.0311687+0.0268174j 0.0632929+0.00235393j -0.0365117-0.0526626j -0.0022087+0.0137623j -0.0813025+0.0993168j 0.254545+0.0828238j -0.014892-0.119408j -0.0132714+0.254949j -0.104316+0.0238852j 0.145497-0.0242665j 0.196311+0.194096j 0.0494213-0.0621422j 0.0349969+0.0242239j -0.0689581+0.0389582j -0.00560745+0.0310166j -0.149805+0.101827j 0.0375732-0.152761j 0.0576123-0.0161618j 0.146954+0.137255j -0.0123287+0.013124j 0.176-0.0563961j -0.0665587+0.00601669j -0.0557252-0.000199711j -0.0490494-0.0093718j -0.00759588-0.00585379j -0.0165885+0.0258467j 0.0404221+0.0101477j 0.00770137-0.0046079j -0.0248312-0.0183329j 0.0133724-0.00231918j 0.00295631+0.0333966j -0.00858427-0.0114456j -0.00135105-0.00317574j -0.00415738+0.00180331j 
-0.00669682-0.00648545j -0.0173745-0.0309471j -0.00587086+0.0276572j 0.01474-0.00856721j 0.0149749-0.00646476j -0.0136085+0.0247869j 0.000609514+0.00405966j -0.00938834+0.0101286j 0.00894092+0.000858061j 0.0129182+6.70257e-05j -0.0194868-0.014508j -5.95965e-05-0.0155734j -0.0103579-0.000519564j 0.0105906+0.00682768j -0.0290381+0.0117834j 0.0133253+0.0031733j -0.00182572-0.00533118j 0.00743229+0.00313918j 0.00647033-0.0247507j -0.01972+0.0150114j -0.00440639+0.0182737j 0.0061564-0.00709126j -0.0196184-0.0159876j -0.0139058+0.0163559j -0.0203022+0.006631j -0.00889667-0.0214763j -0.000812907-0.00998803j 0.00191086-0.011204j 0.0152056+0.00878285j -0.0036279-0.00227273j 0.000305821-0.0113003j 0.0024168-0.0178954j 0.01416+0.0134626j 0.00771435+0.00938969j 0.00859483+0.0174124j -0.00978237-0.0128877j 0.0262887-0.0576356j -0.0255424-0.11262j 0.0131919-0.024071j 0.0186399-0.0392978j 0.0370137-0.0388041j 0.0132756-0.0954226j 0.0557252-0.0462154j 0.0161141-0.0544925j -0.094743-0.0598959j -0.0559311-0.0213348j -0.0773125+0.16586j -0.0577715+0.123775j 0.0321674-0.00707994j -0.0310868-0.12161j 0.0109049-0.0785866j 0.212939-0.100676j 0.101181-0.00508446j -0.025822-0.0238261j 0.00897667+0.00957848j 0.00157943-0.00873562j 0.0332933-0.000868181j -0.0382515-0.0265945j 0.00854704+0.0201402j -0.00096912-0.0261058j -0.00676082-0.00995208j 0.00708311+0.0500435j 0.0135756+0.0149214j 0.014775+0.0276368j -0.0188962+0.0430314j -0.00536394-0.0477164j -0.0255291-0.105389j 0.0384149-0.00155232j 0.0569457+0.0379369j -0.0834246-0.0538746j 0.1036+0.0579638j 0.130748+0.123456j 0.0319113+0.0183268j -0.0133611+0.0562263j -0.0673297+0.102743j 0.0915384+0.0578534j -0.28323+0.0880764j 0.0255125+0.0576607j -0.00703246-0.0160384j 0.00334855-0.0677418j -0.116772+0.00215033j -0.0270471+0.0183324j -0.0881617+0.0250752j -0.0130835-0.0034482j 0.0138041-0.0279843j 0.00477623-0.0467348j -0.0199386-0.00112971j -0.0118317+0.0441914j 0.0430077-0.0125769j 0.000304297-0.00139365j -0.00587631-0.0411448j -0.00338098+0.056245j -0.015831-0.0678991j 0.0111429+0.00473767j -0.00526841-0.0283077j 
0.0027139+0.0343649j -0.0298843+0.01531j -0.0279227-0.0073835j -0.0128021-0.0406551j -0.0236104+0.00353549j -0.0364928+0.0138758j -0.0233844+0.0278604j 0.0035547+0.0254149j -0.00231574+0.032805j 0.000828774-0.0126815j 0.0103566-0.00377248j -0.0463531+0.0236711j 0.0173712+0.0125429j 0.0129407-0.0250782j -0.0219749+0.00575686j -0.00600315+0.00114107j 0.0267021+0.010836j -0.000269164+0.00196732j 0.0226199-0.00835887j -0.0268856+0.0185072j -1.64877e-05+0.0553927j 0.000869984+0.023636j -0.00857699-0.0152503j -0.0529466+0.0344807j -0.00904872+0.0246821j -0.00690377-0.0482436j -0.015448-0.0131518j 0.0154069+0.0185334j 0.0245608-0.00040121j -0.0179119+0.00515125j 0.00645096-0.00230657j 0.0117226-0.036922j 0.0473293+0.0642525j 0.0496362+0.000829392j -0.00829633+0.0353409j -0.00307357-0.0918786j -0.0149191+0.0477746j 0.0808653+0.093146j 0.0405758-0.038101j 0.0358864-0.121768j 0.102742-0.0788154j 0.0285214-0.0576198j -0.0314823+0.0445543j -0.0894429+0.148744j -0.0298707+0.0598929j -0.0452429-0.0410843j -0.0372002-0.0066981j 0.187443-0.151682j 0.162697-0.0470779j 0.0236481+0.0131305j -0.0298345+0.122543j -0.0932182+0.046377j -0.0425144+0.03446j -0.0204632-0.0278425j -0.104501+0.0688862j 0.0802297-0.0202264j -0.0514745+0.0417548j -0.00187567+0.00765488j -0.123144+0.0305049j 0.049807-0.0255057j -0.00870835-0.0537338j -0.0065277-0.00304286j 0.0573398+0.00813322j 0.0697302+0.044097j -0.0054817+0.0347641j -0.0630844-0.117356j 0.0672843+0.0803218j -0.107586+0.0104783j -0.0014968+0.247516j -0.0281016+0.0115611j 0.0158403-0.0322619j -0.102618-0.15939j 0.0349975+0.0715484j -0.0150314-0.104097j -0.0367087-0.0399854j -0.0857322+0.0359912j 0.199566-0.0028813j -0.0819694-0.0859512j -0.182237+0.150611j 0.0283609+0.102922j -0.225866-0.0282695j 0.125795-0.112242j 0.168209+0.0729981j 0.0509548-0.0893826j -0.0338053-0.135245j -0.0555411+0.0867065j -0.120342-0.0021823j 0.0195105+0.0358237j 0.0338526-0.0271696j 0.0178917-0.0169127j 0.00238461-0.000936782j -0.024932+0.0163942j -0.0274789+0.0136805j 0.0121963+0.0256212j 0.0172585-0.0218086j 
0.0155214-0.0291129j 0.0347923+0.0293324j 0.00786357-0.0225552j 0.00250728+0.00775934j 0.01608+0.0289481j 0.0178601-0.00241162j 0.0126249+0.00355429j -0.00875408+0.0340778j -0.00414505-0.0252267j -0.015143+0.0116791j 0.0212582+0.000604733j 0.0278799-0.0281016j -0.0109931+0.0185267j -0.0106025-0.00176412j 0.0153067-0.0262196j 0.00313346-0.0140551j -0.0204182+0.0103994j -0.00235344-0.000875752j -0.00248038+0.0141065j -0.00557553-0.00791367j 0.0200062-0.0572711j -0.0063729-0.0198541j 0.000371361+0.00824437j 0.0352528-0.00824094j -0.00250393-0.0301415j 0.00150197+0.0311399j 0.0138254+0.00990693j -0.0064169-0.00134803j -0.00719822+0.00198892j 0.0180692-0.00718582j -0.00366323-0.015257j -0.0223708+0.0106348j -0.0366156-0.0390936j -0.0393919-0.00708755j -0.00643797-0.0308829j 0.00767617+0.0479194j -0.0257178+0.0649391j 0.0889332+0.0638654j -0.0181811+0.0401188j -0.0503046+0.0978995j -0.10378+0.0707059j -0.0384771+0.105419j 0.00926354-0.0261858j -0.0316774+0.100724j 0.0861743-0.0435847j 0.0984831-0.0150967j 0.191473-0.136443j 0.0981091-0.0310057j -0.0311573-0.00153031j 0.0362023+0.029895j 0.0184923-0.0883226j -0.0288522+0.0690384j 0.0224224+0.0269419j 0.0150256-0.0611222j 0.0937513-0.0163239j -0.102298+0.0220342j -0.0423368+0.031545j 0.0284406-0.0185752j 0.0142013-0.00345345j 0.0917191-0.0089095j 0.0185074+0.0321935j 0.0143026+0.0694371j 0.01984+0.0428711j -0.0750151-0.0713812j 0.0606056-0.0263478j -0.01257+0.169934j 0.108019+0.0797181j -0.0422658-0.121299j -0.0758474+0.0491456j 0.105083+0.0866054j -0.032882-0.147957j -0.00735088-0.0170187j -0.000867997-0.0312356j 0.0241717-0.00451019j 0.026666-0.131315j -0.103553-0.00627421j 0.213261-0.0607212j -8.2793e-05-0.165169j 0.125188-0.0597931j 0.0240986+0.109924j 0.156225+0.0820893j 0.142865-0.0272467j -0.0944446-0.00605131j -0.0852177+0.0705591j -0.0359666+0.0615065j 0.00567087-0.00868661j 0.0595468+0.0268608j 0.0353932-0.0254005j 0.0251234+0.0360212j 0.021211-0.0154307j -0.0130028-0.0352048j 0.0087145+0.0396648j 0.0156845-0.0513917j 0.000243906-0.0303798j -0.0200925-0.00265409j 
0.0110133-0.0102617j 0.00640637+0.00848516j 0.00342934-0.00919135j -0.00432993+0.00578704j 0.033579+0.0170873j 0.00763004-0.0257197j -0.00396709-0.00103601j -0.010179-0.0038464j -0.00650062-0.0183238j -0.00563809+0.00479122j 0.00650264+0.0185789j 0.00897338+0.0162379j -0.0105832-0.000153489j -0.00411538-0.00382685j 0.00720543-0.0245034j 0.00220513-0.00389548j -0.0112323-0.00371334j -0.0133151+0.000872615j -0.00765748-0.0163377j 0.00679583-0.0204462j -0.00801182-0.0054632j 0.0130695-0.0169773j 0.0246433-0.00882067j 0.00246874-0.0103912j -0.00496207-0.0165598j -0.00354427+0.0227028j 0.00827647+0.0330844j -0.00559578-0.00446811j 0.0206831-0.0028661j -0.0103587-0.0144197j 0.00579118+0.00807027j -0.00367183-0.000808583j -0.0196406-0.0309763j -0.0172623-0.00166296j -0.00613645-0.0151705j -0.0132561+0.0375328j -0.0380392+0.0252605j 0.0413252+0.00570564j -0.0197951+0.00873648j -0.0159662+0.0246095j -0.0465063+0.0461773j -0.00323739+0.0739528j 0.0430674+0.000676155j 0.00491647-0.012653j 0.0473857-0.0370496j 0.0231886+0.0340509j 0.040152-0.0541582j 0.038662-0.0221075j -0.0533272+0.016919j 0.00491672+0.0301432j -0.002251-0.0105278j -0.0278518+0.00338977j 0.0464286+0.0232141j 0.020597+0.000276723j 0.0552785+0.00514446j -0.018666+0.0338744j -0.0225282+0.00506572j 0.0215245-0.022944j -0.0268458+0.0289403j 0.0343779-0.0170176j 0.0111227+0.0145025j -0.0354192-0.0149256j -0.00593154+0.0119156j 0.020983-0.0231533j 0.0400761-0.015983j 0.027933+0.0250646j 0.0359747+0.0335246j 0.0051999+0.0183425j -0.0385538+0.0072148j 0.0709163+0.0568637j -0.0401714-0.0644351j -0.00774739+0.0147632j 0.00610732-0.0468566j 0.0114827-0.00266534j 0.0250164-0.0508242j 0.00424151-0.0228071j 0.073979+0.000290548j 0.0105868-0.0110308j 0.0692374-0.0610789j -0.00545834+0.0250684j 0.0751366+0.0270287j 0.033784-0.00800457j -0.0316087+0.00377316j -0.0411309+0.0199331j 0.00452537+0.0266651j -0.0139623+0.0194446j 0.0299735-0.00173385j -0.0254802+0.00515511j 0.0231295+0.000562282j 0.00503375-0.0130632j -0.000865248-0.00281484j -0.00287492+0.0104221j -0.000839571-0.0405957j 0.00253573-0.00411401j 0.00030625-0.00981351j 
