0.000294565-0.0120266j 0.0758463-0.0520695j -0.0672341-0.00702636j 0.0401416+0.00421934j 0.048136+0.0296685j -0.0479382-0.00274854j -0.0217858-0.0407897j 0.0150203+0.0379238j -0.00537877-0.0126725j -0.044825-0.0173961j 0.00407253-0.0403161j 0.0141583+0.0384136j -0.0108819-0.00538349j 0.0068193-0.0186182j 0.00226409-0.00783785j 0.0203029+0.00446428j -0.000300782-0.00191537j -0.0100532-0.0128839j -0.0084816-0.010984j -0.000830081-0.0202461j -0.00488509+0.0166905j 0.0169688-0.00684742j 0.00757398+0.00467772j 0.00212987+0.0343747j 0.0190046-0.0260043j 0.0168096-0.00252626j 0.0141394+0.00671111j 0.0106447-0.00809186j -0.0118873-0.00779577j -0.0034188+0.00165684j -0.00473295+0.0188155j -0.0197954-0.0085289j -0.0170592-0.00472798j -0.00695915-0.00734516j -0.00415068-0.00335379j -0.00214564+0.00215504j 0.0147555+0.00699908j -0.00776415+0.0222609j -0.0102684+0.0286902j 0.0196259+0.00231962j 0.0127384+0.0174563j -0.00129957+0.0205837j -0.00449651+0.016323j 0.00414493+0.0168932j -0.00809532-0.00220511j -0.00735945-0.00105272j -0.00362337+0.00304559j 0.000643994-0.00685313j 0.00268173+0.0211705j -0.0386809+0.0305005j -0.00420549+0.00213105j 0.00160053-0.0297975j -0.00910472+0.000812262j 0.00658663-0.0315713j 0.0155936-0.00940101j 0.00562143+0.0101829j -0.0192362+0.0149053j 0.00705529+0.029007j -0.0394669+0.00200835j 0.0423488-0.0360836j 0.00494235-0.0295764j -0.0803388+0.0133192j 0.0956686+0.0455146j -0.00428832-0.0925991j -0.0332894+0.0608706j 0.0719677-0.0243276j 0.0139559+0.0780563j -0.00231782-0.0183707j -0.0573847-0.0259435j -0.0354312+0.0900782j 0.0042827-0.0330429j 0.128713-0.141822j 
0.0461047+0.00901221j -0.00485207+0.0212357j 0.0175293-0.0282299j 0.0175497-0.026124j 0.00240734-0.005492j -0.0101828-0.0128431j 0.0223048+0.0375768j 0.0258795-0.00229013j 0.0641482+0.0144072j -0.00630357-0.0116468j 0.0211575+0.0466825j 0.0313494-0.054132j 0.0043003-0.0282881j 0.0121854+0.060802j 0.0368618+0.000367327j 0.0530681-0.0160748j 0.0237068+0.00671851j -0.0136866+0.0150161j -0.0036112+0.0148026j 0.0319696+0.0102142j 0.0244712-0.00202278j -0.0207302+0.0334274j 0.011001-0.0215747j 0.0333426+0.0135759j 0.00492781+0.0262695j -0.0303934-0.000102892j -0.0199947+0.012254j -0.0194364+0.0237066j -0.00515065+0.00509658j -0.00684721+0.0089444j -0.0261048-0.0118676j -0.0180814+0.0208236j 0.0266846-0.000597625j -0.00912653+0.0111348j -0.00760838-0.0124919j -0.00722106-0.00719685j -0.0388847-0.0150849j 0.0443491-0.0108896j -0.0407666+0.00972188j -0.0172477-0.0222703j -0.0497122+0.0210719j 0.0258343-0.0361124j 0.0191597+0.00376146j -0.0491842-0.0237509j -0.0131772-0.0311652j -0.000988579+0.0169469j -0.000616446-0.0248727j 0.0655903+0.0492855j 0.00990739-0.0114219j 0.00748137-0.0657498j 0.0698248+0.018308j -0.036946-0.0862811j -0.00489366+0.040518j 0.0204705-0.0159538j 0.0296142+0.0446557j 0.0048462-0.0187908j -0.039325-0.0535954j 0.0269093-0.0852044j 0.0710863+0.0341756j -0.0198076+0.000694053j -0.151772+0.00640774j 0.0858213+0.0280276j -0.0279886+0.00254251j -0.00827152-0.040119j 0.0408146-0.0757443j -0.116494-0.0270874j 0.0274502-0.080693j -0.0921818+0.0663871j 0.0829756+0.0969539j 0.00557847-0.0626657j 0.0194544+0.0311885j -0.141078-0.0320261j 
-0.0632189-0.0352711j 0.01433-0.0160605j 0.0378343+0.0498219j -0.00734432+0.0365759j 0.000867686+0.0286308j 0.00888578+0.00456186j -0.0130274-0.000203081j -0.0297564+0.00590628j -0.0286806+0.00646309j -0.00510721+0.00849545j -0.0299441-0.0319753j -0.0381279+0.0100842j -0.0173373+0.0392778j 0.0157758-0.0216443j 0.0242282+0.0138399j 0.0146406+0.0398484j 0.000998071-0.0165549j -0.00192418-0.00881872j 0.00573707-0.0224225j -0.0245174+0.000388069j -0.0320289+0.000146629j -0.0066216-0.0124484j 0.0219033+0.0276623j -0.0192541+0.0156138j 0.0249054+0.0156795j 0.0126838+0.0055122j 0.00576064-0.01537j 0.0128612+0.00642038j -0.0263708-0.0193187j -0.00184598+0.00989126j 0.00676918+0.00338461j 0.0140804+0.000935193j -0.0186601+0.011876j -0.0152448-0.00205444j -0.00246624+0.012369j -0.00427083+0.00177439j 0.0037637+0.00202479j -0.0188999+0.0107297j 0.0102216+0.00111124j -0.00875859-0.00166307j -0.00514929+0.024905j -0.00391264+0.0087624j -0.0412878-0.0251752j 0.0304603+0.0317632j 0.00798178+0.0386296j -0.0297104-0.0323288j 0.00317658-0.0197531j -0.00609838-0.0083786j 0.0249628-0.00483997j -0.0425581-0.0214759j -0.0271775+0.0428313j -0.0166173-0.0592037j -0.0064095-0.0303067j 0.00570605+0.0517045j 0.0214214-0.0187599j 0.000477144-0.0149924j -0.0130607+0.0133898j 0.0482654+0.0341969j 0.0212328+0.052494j 0.0763413+0.0319666j -0.0249268-0.060005j -0.00244863-0.00765644j -0.000394394+0.0287467j -0.0213362+0.00795353j -0.0286796+0.0818869j 0.0291279+0.0518989j -0.0242177+0.0899481j 0.0955881+0.0376022j 0.034707+0.0153741j 0.0144467+0.0446777j -0.000524923+0.00218105j 0.0581399-0.00196788j 
0.0435639-0.042529j 0.0162382-0.00515448j 0.0263405-0.0200372j 0.0782852-0.0069424j 0.0280315+0.0086082j 0.00449286+0.0141757j -0.0350034-0.033226j -0.0120173+0.0181756j 0.022804+0.0131851j -0.0477647+0.0129512j 0.0116387-0.00555574j 0.0160045+0.0192416j -0.022938+0.00480428j 0.0336225+0.0297246j 0.0493138+0.0190026j 0.0366154-0.00592121j -0.0164821+0.00443481j -0.0201031+0.029686j -0.0297564-0.0205602j 0.0204758+0.0156048j 0.0139052+0.0194662j 0.00339318+0.0254086j -0.0046381-0.0114505j 0.015716-0.00739494j 0.00242013+0.0195268j 0.00367191+0.014091j -0.0062728-0.000217143j 0.012732-0.0227757j -0.0171625-0.00979256j -0.0135407-0.0316357j 0.0184279-0.00726693j 0.0139793-0.00562032j 0.00484665+0.000838303j 0.00415372+0.0151603j -0.0279914-0.0334475j 0.00940506+0.0201588j 0.000863853+0.0361643j -0.00964779+0.00257473j -0.0329402-0.0595864j 0.00445023-0.0402976j 0.00099814+0.0145027j 0.000179349-0.040174j 0.0181107-0.0169754j -0.0189706-0.0653952j 0.0492376+0.0165201j -0.0312612-0.00725904j 0.0102692+0.0459461j 0.0515268+0.0439228j -0.0688522+0.0181875j -0.043381+0.0352342j -0.0361314-0.00978812j -0.0257535+0.0642405j -0.0424268+0.0196431j -0.03142+0.0316442j 0.018275+0.030818j -0.0217722-0.0488067j 0.0226628+0.0179923j 0.102353-0.065577j -0.0250287-0.0219539j -0.0616582+0.0380064j -0.0135088+0.0275803j -0.0429636-0.0146389j 0.0543326-0.073602j -0.0151791-0.103575j -0.00740188-0.03541j 0.0147708-0.104822j 0.0687329-0.00529387j -0.146379-0.00264446j -0.0456299+0.03189j 0.082721+0.0588815j 0.0966848-0.0315398j -0.0441015-0.0462732j 
-0.0121332-0.0571738j -0.0171353+0.043468j 0.0323231+0.0171656j -0.0180578-0.0366644j 0.00212874-0.0545441j 0.0204154+0.0555128j 0.0308744-0.0185963j 0.0648744-0.00136162j 0.0276684+0.0353459j 0.0161618+0.0571188j 0.0374194+0.034626j -0.00261754+0.0311079j -0.0352651-0.0258889j 0.00730146+0.00571641j -0.00225958+0.0197295j -0.0162737-0.0307607j 0.00385134+0.00552566j 0.000273109+0.00430496j 0.0605579+0.0211335j -0.00274086+0.0254129j 0.0119066+0.00603964j 0.0101048-0.025466j -0.0321119-0.0245489j -0.00328609-0.0285706j -0.033111-0.0168562j -0.00554082+0.0262815j 0.00768846+0.00854753j 0.0221782+0.00668225j 0.0293983+0.00904956j 0.0113896-0.024494j -0.00213405+0.0348062j -0.0201574+0.0164876j -0.0103022-0.0140907j -0.0109613+0.0103502j 0.00412401-0.0374645j 0.0357898-0.0527533j 0.0220436+0.0529957j 0.0168701-0.0439294j -0.0484761-0.0340147j -0.00111157-0.0303921j 0.0305289+0.00404693j 0.02784+0.00423533j 0.0124282+0.00498206j -0.0615509+0.0282827j -0.0277803+0.00836206j 0.024265+0.00191685j -0.0473375-0.00379979j -0.00500063-0.070243j -0.00358487+0.0171655j -0.0156538-0.0396737j -0.0140695+0.0135204j -0.0218187+0.0571113j -0.0143387-0.0647038j 0.0333855+0.0843119j -0.00781554-0.0464243j -0.0579539-0.0501303j -0.00625587+0.0234922j 0.00819704-0.0288618j 0.0749066-0.077961j -0.039908-0.0377286j 0.0714057-0.0145949j -0.0015029+0.0662802j -0.0625412-0.109395j 0.0217356+0.0801971j 0.0215892-0.0374027j 0.0570419+0.068823j 0.0325708-0.0674611j 0.105014-0.0455607j 0.0535316+0.0444787j -0.0127513+0.027485j -0.0571973-0.0734152j -0.0185364+0.063923j 
-0.00295104+0.0205654j 0.0197367-0.0361821j 0.0260616+0.0199533j 0.0166796+0.00421691j 0.0113539+0.0076322j -0.0308202-0.0182447j 0.00564198-0.0297816j -0.0778871+0.0398073j -0.0317306-0.00193699j -0.0311333-0.0271059j 0.00540424-0.0142745j 0.00965097-0.0102746j 0.00411339+0.00100871j 0.00060463-0.0204338j -0.0179611-0.0340912j 0.0277675+0.00267531j -0.0416502+0.0486016j -0.0143121-0.00796009j 0.012783+0.0253757j -0.0214437+0.0372475j 0.010024+0.0190561j -0.0294245+0.0287916j 0.0295357+0.00744537j -0.00503504+0.0402576j 0.0321602-0.0127419j -0.0292575+0.0315559j 0.0479432-0.00716131j 0.0163838+0.0139197j -0.0558928-0.0052377j 0.00844746-0.0199326j 0.0383656+0.00957233j -0.0178573-0.0376877j 0.00262702-0.00577296j -0.033534+0.00414841j -0.0122822+0.0205879j 0.0114868-0.00434764j 0.0193223-0.0129398j 0.0185481+0.00348633j -0.0481208-0.00511975j 0.014458-0.0466489j -0.0833977-0.0279232j 0.0118581+0.0196176j -0.0134542+0.0273773j 0.0305292+0.00491985j 0.0618383-0.0226108j 0.0701595+0.0150676j 0.0479051+0.0102182j 0.0306761-0.011616j 0.0610989+0.00921769j -0.0993691-0.02036j 0.0405923+0.076665j -0.0199115-0.102141j -0.0458685-0.115945j 0.0277979-0.0738354j 0.0143279-0.0115629j 0.13215-0.0434365j -0.0446197-0.0226494j 0.0703176+0.0450798j 0.0211222+0.0471613j -0.0373603+0.0725849j -0.073101+0.0358227j 0.0190392-0.0436158j 0.0499971+0.1219j 0.0566172-0.0196986j -0.0558672-0.0898882j -0.0851752+0.0502294j -0.111259+0.0302539j 0.0171996+0.0563695j 0.069813+0.0880832j -0.0350038-0.0111798j 0.0186333+0.0527771j -0.048871-0.0569214j 
0.0329065+0.0194191j 0.0163038+0.00678073j 0.0163739-0.00475883j 0.0164513-0.0192344j 0.00965132-0.0341622j 0.0309251-0.0140671j -0.0040966-0.0305772j -0.0360025-0.0148258j -0.0432217+0.0301774j 0.0307745-0.0185443j 0.0124167+0.00475661j 0.0111764+0.00943677j 0.0562319+0.00718469j 0.00335759-0.00435987j -0.0764137+0.0111804j -0.0173373-0.0509399j -0.0150307+0.0247299j 0.026877+0.0124403j 0.0373394+0.0206764j 0.00727234+0.015595j -0.00353086-0.0312026j 0.0190641-0.0162582j 0.0110827-0.0180995j 0.0115217-0.0241027j 0.000722349-0.000450564j -0.00193243-0.00377412j -0.0139883+0.0409035j 0.0147934-0.0224527j 0.0392251-0.0109512j 0.0342472-0.0182157j 0.015235-0.0252824j 0.0359856-0.0487558j 0.0370416-0.00702756j 0.00456111-0.0316983j 0.0161655-0.00694061j -0.0199155-0.0291312j 0.0133322+0.0232627j 0.034428+0.00838318j 0.0493815-0.0147122j -0.00505007-0.0274973j 0.0290997-0.0316605j -0.0563974-0.0504407j -0.027246+0.0477937j -0.0193459-0.0126414j -0.0222033+0.00893008j -0.06079+0.00513889j -0.0286739+0.0217508j -0.0299486+0.0116538j -0.0124922+0.0962837j -0.0333766+0.0183691j 0.0522311-0.0587224j -0.0364792+0.0282679j -0.0183615-0.0519546j 0.0687628-0.0655767j 0.0166915-0.0269465j 0.0260917-0.00781741j -0.0335235+0.0269216j -0.0511287-0.00303338j -0.0357149+0.0782897j -0.0808173+0.0682782j 0.0479896-0.0473562j 0.0462281+0.0421821j -0.0157154+0.0236308j -0.0615034-0.0517276j -0.052827-0.0318833j -0.0287334-0.0926112j 0.00148111-0.0188747j -0.0565731+0.0533337j 0.0878343+0.102767j -0.0747946+0.055444j 0.101064-9.12687e-05j 0.0190077+0.0144373j 
0.0197536-0.0128754j 0.0292974-0.0291289j -0.0566754-0.0346729j 0.0429395-0.0300498j 0.0422878+0.0270763j -0.0728049+0.000379705j -0.0111974-0.00955352j 0.0129943+0.0486979j 0.00245257-0.0406365j -0.0412983-0.00619346j 0.0073739-0.0123913j 0.0278692+0.00242813j -0.0191344-0.0289612j -0.00961122+0.00879141j 0.00884568-0.0539959j 0.0252874-0.0146884j -0.0271878+0.000800292j 0.00584381-0.00332283j -0.0232748+0.00641544j -0.00931249-0.0398485j -9.71478e-05+0.0322253j -0.0185819+0.0365495j 0.0284595-0.0105723j 0.00281612+0.0409238j 0.012002-0.00908114j -0.0100167+0.0202525j 0.0297549-0.00877183j -0.0264586-0.02513j -0.0379999+0.0381635j -0.00584583+0.0189968j -0.0269409+0.02721j -0.0358465-0.0114307j -0.0226431-0.0550802j 0.00133256+0.0128638j 0.0254004+0.00168881j 0.00962894+0.0232383j -0.00165569-0.0209084j -0.0134013+0.0061696j -0.0290375+0.0392327j -0.00124514+0.0159052j -0.00444303+0.0262091j 0.0515311+0.0477276j -0.0249354-0.0194861j -0.0271161+0.0169503j 0.0125626-0.0248651j 0.0736205-0.00540404j 0.0105819-0.0280634j -0.0264109-0.00260648j 0.0329065-0.0127839j 0.0214427+0.0723572j -0.00589316-0.0822083j 0.0127744+0.0351457j -0.00855228+0.00674311j -0.122707+0.00126102j -0.0637757+0.00985903j -0.0165442-0.0237597j -0.0188497-0.057551j 0.120859+0.0249292j -0.028303-0.105759j -0.0550621-0.0768508j 0.0511674+0.0195645j -0.0701154-0.0484712j 0.0598416+0.0734444j -1.88677e-05-0.105587j 0.0414747-0.00350086j 0.122956+0.0384074j -0.0618153+0.0705663j -0.102982-0.118112j -0.0323774-0.0794351j 0.0217134+0.0734456j -0.0383765-0.013324j 0.0743568-0.0494204j 
-0.0210134-0.0559889j 0.0362096-0.0387176j -0.00624817+0.0336381j 0.0350842+0.00455965j 0.00186718+0.026104j 0.00471236+0.0270116j -0.0508455-0.0110322j -0.00410152-0.0090187j -0.015506-0.0170326j -0.00894772-0.00631492j -0.000397948-0.0231209j 0.0223389+0.031888j 0.0140106+0.0448122j 0.0242624-0.00661751j -0.0234903-0.00188095j -0.00906032-0.0192023j 0.0205198-0.0167749j 0.0184348-0.00393439j 0.0258302-0.00998009j -0.00793633-0.0175531j -0.0306334+0.0105485j 0.0439227+0.00323127j -0.00584086+0.0086334j 0.00824417+0.00196235j 0.00266763+0.0050826j -0.013427-0.00667758j -0.0106539-0.00746984j 0.00786783-0.0322101j 0.000927865-0.00383255j -8.22045e-05+0.0143911j -0.00262135-0.00309766j -0.00138-0.000354378j -0.00681527-0.0279103j -0.0334752-0.0130448j 0.0259753+0.00301608j -0.0218864+0.00975771j 0.00420151+1.51272e-06j -0.00155015+0.00738344j 0.034341+0.0107875j -0.025034-0.0124695j 0.0218241-0.0314254j -0.0150919-0.0577146j -0.016345+0.00502431j -0.0222234-0.00796442j -0.0944152-0.00304134j -0.0360953-0.096045j -0.037871-0.0448317j -0.0725905+0.0174137j -0.0100809+0.0692601j -0.0778938-0.0325351j 0.0733513-0.0294198j -0.053812-0.0324196j -0.00350322-0.0153767j 0.0100513+0.0650237j -0.000613209-0.0487305j -0.0978187+0.00760579j -0.0099563+0.013003j 0.0281388-0.0381375j 0.0104479+0.0522157j -0.0166233-0.0514135j 0.025189-0.104144j 0.000145681+0.0792573j 0.0567784+0.0431135j -0.145259-0.11722j -0.0396251+0.0683231j 0.0847662-0.0752098j 0.0481132+0.123009j 0.0364506+0.0601096j 0.0712681+0.0223198j -0.00519492+0.0800344j 0.00787228-0.00187692j 0.0631046-0.0556263j 
-0.00966401+0.0455243j 0.00511728+0.0272403j 0.0470344+0.0261118j -0.0364453+0.0140237j 0.0143022-0.0126487j 0.00508616+0.00135963j -0.00833223+0.00148639j 0.0227593-0.00601983j 0.00957278-0.0461993j -0.0166381-0.0474725j -0.0339403+0.0235326j 0.0391372+0.00485567j -0.00927803+0.0258276j -0.0179768-0.0225747j 0.00270286-0.047804j -0.0100832+0.0059289j -0.0155415+0.0254399j -0.0154198-0.0296231j 0.011293+0.0238516j 0.0492067+0.0209898j 0.0290272+0.0348737j 0.0101019+0.0168454j -0.0393281+0.00582136j 0.015906-0.0119068j 0.0212006-0.0374007j -0.0386637-0.021424j -0.0509338-0.0258367j 0.00494036-0.00763016j 0.0120244-0.00285008j -0.0289256+0.0281555j 0.0148387-0.0195476j 0.0257088+0.0324025j -0.0171091+0.0112251j -0.0214086+0.0225076j -0.0026091+0.0328007j 0.0277291+0.0129209j 0.0104011-0.0157157j -0.00975161+0.0930453j -0.00562056+0.0216457j -0.0534522+0.0358532j 0.0637101-0.0858149j 0.0252239-0.0582032j 0.0476666+1.8291e-05j -0.00562001-0.0563672j -0.0488012-0.0571336j -0.0747551-0.0511111j -0.00675202-0.0564633j -0.0276637+0.0232387j 0.0014309-0.0195242j -0.0804122+0.00953099j 0.0230719+0.0176387j 0.0049192-0.0491191j -0.13322+0.00720026j 0.0656586+0.044072j -0.0170324-0.0244285j 0.0053289-0.00542847j -0.000442676+0.0389681j -0.0780294+0.0109898j 0.0411099-0.020739j 0.0725168-0.0375424j 0.0303718+0.0330032j 0.043467+0.0567436j -0.0381836+0.0981402j 0.0727258-0.0160602j -0.107106-0.0164086j -0.0567701+0.0265387j -0.00964921+0.0125017j 0.0725441+0.0374761j 0.130127+0.040711j -0.0456722-0.0227762j -0.0407976+0.0173336j -0.0247912+0.0282477j 
0.0338911-0.0512478j 0.00723232+0.0171645j 0.0625953-0.0134892j 0.0442543+0.0168253j -0.0332656+0.00434945j 0.0382941+0.00872131j -0.0233601-0.0437862j -0.0397584-0.0140954j -0.00908761-0.0328255j -0.000759456+0.0403991j 0.00663493-0.0145873j 0.00654427+0.0648177j 0.0796228+0.0121662j 0.0175674-0.0246638j 0.0242074-0.0215198j 0.041531+0.00938272j 0.00479654+0.00382456j -0.00193641+0.00653204j 0.040071+0.0110111j -0.00843344+0.00574206j -0.0460945+0.0458988j 0.0238954-0.00210312j -0.00574537+0.037502j -0.0122196+0.0359576j -0.0160662-0.0318782j -0.00286513+0.0154386j 0.032355-0.0435328j 0.0133156-0.0330751j -0.00313982+0.00808542j 0.0155918+0.018749j 0.0461225-0.0244658j -0.012957-0.0279756j -0.0207847+0.00743945j -0.0421964-0.00706721j 0.0222538-0.0212431j -0.0227694-0.0269527j 0.0157198+0.0108878j -0.0464316-0.00290056j -0.0473198+0.00650723j -0.0118322-0.0491535j 0.00885788+0.0145885j -0.0187181-0.00473426j -0.0145573+0.0223666j 0.0518905-0.0103352j 0.0194175-0.0399793j -0.000751646-0.0353266j -0.0408644+0.0297203j -0.0250312-0.0147273j 0.0483748-0.00351977j -0.0497992-0.0206192j 0.0306007+0.0132922j 0.0676404+0.0293054j -0.0765404-0.0394408j -0.0771128+0.0167061j 0.0217037-0.00814468j -0.0372755-0.00444127j 0.0297937-0.0466497j 0.0866298+0.035215j -0.00795452-0.00334155j -0.0308425+0.113704j -0.0458577+0.0330719j 0.115507-0.00308965j 0.0360283-0.0626787j -0.116152-0.0118065j 0.11222-0.00588523j -0.0559006-0.124299j 0.0640502+0.0145314j 0.019896+0.0494714j 0.0705733+0.12195j -0.0665814+0.0142314j -0.0130595-0.0946393j -0.0244176-0.0973138j 
-0.00422149+0.0185696j 0.0443264+0.033215j -0.0429542-0.0329723j -0.0175045-0.057676j 0.0354379-0.0299902j 0.0163133+0.0703531j 0.0235256-0.0103719j -0.0050664-0.0229308j -0.00358947-0.0302627j 0.00687899+0.0243563j 0.0417403+0.0150411j 0.0366926+0.0372093j -0.00126627-0.0163586j -0.0350781-0.0470519j -0.0237178+0.00772362j -0.0459309-0.0134742j 0.023625-0.0586261j -0.0365605+0.000782005j 0.0178176-0.00459855j -0.0136099+0.0295276j 0.0219141+0.0319292j 0.0342044-0.0661042j -0.0527679+0.00191571j -0.00455959-0.0354797j -0.020981-0.0214055j 0.0431187+0.0214147j 0.0567312+0.017943j 0.0437048+0.051548j -0.00597257-0.00512251j -0.062125-0.0557042j -0.021705+0.0125008j -0.0499481-0.019669j -0.0167522-0.0381491j -0.0412804+0.0341022j -0.0337854-0.047848j -0.0189891-0.085941j 0.0352721+0.0124451j -0.0101191-0.0389994j -0.00937759+0.00229923j -0.0412161-0.0122385j -0.061749-0.0766754j 0.0316968+0.0388151j 0.0562132+0.0811016j -0.0149688-0.023634j -0.0427191+0.0258428j 0.000601771-0.048736j 0.0262453-0.000419544j -0.0387-0.0824667j -0.0205776-0.0250588j 0.0189851+0.0372695j -0.0108788+0.0272569j -0.0128566+0.0389942j -0.035517-0.0281106j 0.0999767+0.00941959j -0.0196264-0.0530824j 0.0218635-0.0131633j 0.0114042+0.111442j -0.0180318-0.0983137j -0.00214573-0.0115511j -0.0245054-0.00966938j 0.018455-0.0454574j -0.0704463+0.114439j 0.0844162-0.0252449j 0.0658255+0.0674794j -0.13011-0.0220855j 0.0947238-0.0186572j 0.0130618+0.0250627j -0.0827033-0.0601773j -0.0204645+0.0259948j 0.0357773+0.0763237j 0.104445+0.0312078j 0.0835978+0.0791592j 
-0.0319351+0.00574123j 0.0250113-0.000879584j -0.00422012+0.00280371j 0.0163312-0.02705j 0.0508003-0.00361451j 0.0160055+0.0242696j -0.0415218+0.0119402j -0.00156287+0.0427656j -0.0287901-0.0321111j -0.00598193+0.0270572j 0.0133385-0.0391794j 0.0380962+0.008179j -0.0509579+0.0397713j -0.0284674-0.0107756j -0.0293784-0.00995991j -0.00974111-0.0181998j -0.0309292+0.0159897j 0.0170711+0.00557965j -0.0456392+0.0227759j -0.000754178+0.0383593j 0.0194825+0.00541968j 0.00572986-0.0139997j -0.00153419-0.0135181j 0.0328556+0.0178137j -0.00454495-0.0426864j -0.0394043-0.00666441j -0.00395068+0.0216887j 0.037097-0.0391534j 0.0113382-0.00695814j 0.0342622+0.00129679j 0.0149999+0.00399476j -0.000723221+0.0191992j 0.0196066+0.0119927j 0.0138069-0.0285727j 0.0210302+0.0410668j 0.0048421+0.00425231j -0.000651192+0.00489121j 0.0426748+0.0239894j -0.0137156-0.031121j 0.0509187-0.0383883j 0.0295597-0.0511702j -0.0299985-0.00153616j 0.0115361+0.0545875j 0.0560948-0.0340711j 0.0294776+0.0107158j 0.00504498+0.017483j 0.0150274-0.0150571j -0.0776157+0.0515291j -0.0102638+0.0250348j -0.0823463-0.00393389j 0.0294684+0.0404899j -0.00079252+0.00937998j 0.00784543-0.0569722j 0.00559753-0.0128012j -0.0139387-0.0312718j 0.00577014+0.0782447j 0.0273019+0.00825293j -0.016026+0.0880495j -0.0721884+0.0426393j 0.00483262+0.0217768j 0.0705647-0.0218522j -0.0203151-0.0169025j 0.0774815+0.101309j -0.0718078-0.0474649j 0.00335461+0.0668798j 0.007481+0.0165349j -0.0422589+0.0852132j 0.0590289+0.00531178j 0.0595453+0.0214203j -0.0404238+0.060501j -0.0515392+0.0013699j 0.097663-0.0239428j 
-0.00403507+0.0258703j -0.0394459+0.0444078j 0.0251853-0.0264734j -0.0360849+0.0107021j -0.0348658+0.0270658j 0.00454307+0.0699051j 0.0166751-0.00992097j -0.0137233+0.0406902j -0.00157676-0.00863191j -0.0257325+0.0406631j -0.0221131+0.0217686j 0.0182987+0.00796312j -0.0217418+0.0162509j 0.00394615-0.0150862j 0.0048306-0.0134684j -0.0280894+0.0344392j -0.00501564+0.00143881j 0.0138745+0.0122598j 0.037094-0.011076j -0.0238361+0.0411522j 0.039968+0.0461511j -0.0663448+0.0293201j -0.0663599-0.0693529j -0.0336338+0.00152495j 0.0061013+0.0402317j 0.0134231+0.0201079j 0.0222271-0.0269431j -0.0218124-0.0236591j -0.0504859+0.051682j -0.0772469+0.0532589j 0.0112373+0.0312309j 0.0632458-0.0106464j -0.00641727+0.0231272j 0.0138446-0.0273599j -0.00357822-0.0318335j -0.0784364+0.00684305j -0.020189+0.0949369j -0.00359241-0.0439907j 0.00503436+0.017049j 0.0406266+0.00625457j -0.00407122-0.0429493j -0.0270223-0.0274554j -0.0010367+0.0137259j -0.0554615+0.00430886j 0.00168615-0.0303459j 0.0675842-0.0736242j -0.0380306-0.0442367j -0.0795456-0.0139287j 0.0461622+0.00418915j -0.014172-0.0422514j 0.0841423-0.00942233j -0.0430555+0.0848179j -0.0593378+0.0377556j -0.123054+0.0547645j -0.101783-0.00259869j -0.0808826+0.08515j 0.026873-0.104556j 0.0205656-0.0423869j -0.0328743-0.166438j -0.0333247+0.0132629j -0.0254072-0.0268152j 0.0602905-0.0792375j -0.0324225+0.0809943j -0.103866+0.060331j 0.0979443-0.0282856j 0.0210441+0.0341598j -0.0466471+0.0228372j -0.0684861-0.0498844j 0.0172264-0.0434026j 0.069385-0.0497527j -0.0168868-0.0139588j -0.012148+0.0870604j 
-0.0214956-0.0184747j 0.0464105+0.0105968j -0.025005+0.0140292j 0.0134785-0.0195333j 0.00568874+0.00289942j -0.0319111+0.0241652j 0.00505848+0.0306866j -0.00711774+0.0165j 0.00783442+0.0100272j 0.0297158-0.0334846j 0.0357415+0.0388774j 0.0140273+0.0424483j -0.0568105-0.0269872j -0.0514971+0.0442125j 0.0469568+0.0200847j 0.0372344-0.00122304j -0.000986266-0.011411j 0.00897204+0.0581307j -0.0264108-0.00748443j 0.00443575-0.0156018j 0.0368075+0.0494069j 0.0286026-0.0570296j 0.0405438-0.0268452j 0.00893208+0.0243434j -0.0147092+0.0477477j -0.0577379+0.00867504j -0.0392937+0.0296196j 0.0444071+0.0103421j -0.0543394+0.00821088j -0.0300679+0.0175502j -0.0229933-0.0269374j -0.0175569+0.0651006j -0.0674909-0.058731j 0.0414503-0.00351597j -0.0571106-0.00760931j 0.0193188+0.0492164j -0.00665024+0.0114994j 0.0142613-0.0101003j -0.0726728-0.0501228j -0.0149018+0.0274358j 0.000936513-0.0674465j -0.0538321-0.0676542j 0.0111054+0.0216009j 0.0130537-0.05149j 0.0894438+0.0368615j 0.04658-0.0876218j 0.0922554-0.031357j -0.0689016+0.0819121j -0.0756864-0.0137656j -0.0227832-0.0596144j -0.0255195+0.107071j 0.0733161+0.0123934j 0.0296211+0.0575449j -0.0185482+0.0885307j 0.00419929-0.071552j 0.06105+0.053695j 0.0565381+0.0389274j 0.062642+0.00140452j 0.0601673+0.066949j -0.0470376+0.0467687j -0.0241818+0.0901905j 0.0172543+0.0336395j 0.209542+0.0913476j 0.0270603+0.181433j -0.000596798-0.0140412j -0.0458766+0.0876731j 0.00489158+0.0651783j 0.0823621+0.0538255j 0.0423077+0.0654642j 0.0523078+0.0167617j 0.021384+0.0685244j -0.0225297-0.00703494j 
