-0.0050601+0.0039271j 0.00401366+0.00439482j -0.00299791-0.000914338j -0.00290163+0.00370298j 0.000649073+0.00134544j -0.000535248-0.00106983j 0.000278775-0.00258276j 0.000662452-0.00209982j -0.0041444-0.00125066j 0.00125095-0.0033548j 0.000742703+0.00212147j 0.00415157+0.00255239j -0.00508489+0.00167859j -0.00182428-0.00205981j -0.00289983-0.000564028j -0.000629307+0.00160808j -0.00116277+0.0010602j 0.00215024-0.00143938j -0.000711803-0.00224722j 0.000764808-5.81762e-05j 0.000872143-0.00265947j 0.000379365+0.00255771j -0.000711678+0.00272022j 0.00135194-0.000581612j -0.0023007-0.000884511j 0.000404242-0.000288294j -0.000933202+0.000638194j -0.0034143+0.000208966j -0.00273479-0.00142944j -0.00209983+0.000199234j -0.00043628+1.7276e-05j -0.00370262-0.00385211j 0.0019847-0.0014879j 0.000697823-0.00093455j -4.05404e-05-0.0011233j 0.00220541+0.000274751j -0.00444163-0.00204031j 0.00440432-0.00148252j 0.00120743+0.0031309j 0.00169527-0.0011028j -0.000862709-0.000508563j 0.0022203+0.00201869j 0.00334214+0.000833453j -0.0017959-0.00190489j 0.00286619+0.00102315j 0.000366133+0.00125112j -0.00148604+0.000373526j 0.00276107-0.000795483j -0.00517633+0.00231854j -0.000510745+0.0016511j 0.00416639-0.000276795j -0.00291042+0.00116914j -0.00280195+0.000795677j -0.00107834+0.00086849j -0.000990978-0.000703249j -0.00140716+0.000245375j -0.00283521+0.00156684j 0.00144136+0.00267231j 0.000443325+0.00123339j -0.000780269+0.0024034j -0.00338604-0.00459049j -0.00442207-0.00117632j 0.0065854-0.00391913j -0.00287286-0.00397661j 0.00366309-0.000912755j -0.001622+0.00205365j -0.00644492-0.00220057j 0.00213535-0.00305471j 0.00321145-0.00223733j -0.000645878-0.00372615j 0.011044-0.0065464j -0.00838623-0.00948626j 
0.000703846-0.000615321j 0.000164835+0.000297454j 0.000981337-0.000517814j -0.00108486+0.00176378j -0.00201756+0.00226268j 0.00052401-0.000244217j -0.00217614-0.000270634j 0.0017505-0.000291434j 0.000802847+0.00204896j 0.000625678+0.00268366j -0.000166543+0.00101291j -0.000193495-0.000686908j 0.000133675+0.00171719j 0.000923514-0.000610708j 0.000998324-0.000909911j -0.00298188-0.00396095j 0.00025656-4.61173e-05j 0.00189508-0.000853293j -0.00138405+0.00173831j 0.0039968-0.00129118j 0.00187638-0.00326346j 0.00218111+0.0037426j 0.0014503+0.00201524j 0.00427528-0.00134416j -0.00052468-0.000319266j 0.000104352-0.0003883j 0.00127052-0.00109924j 0.00512265-0.000270234j 0.00559455+0.00132636j 0.00351123+0.00217405j 0.00223371-0.00307188j -0.00296385+0.00449701j 0.000116121+0.0028643j 0.00315626-0.00317668j -0.000195497+0.00181454j -0.00492713+0.00317691j -0.00392385+0.000967315j 0.00194297-0.0025487j -0.00187551-0.00254224j 0.00389131-0.00262638j -0.0101648+0.00214329j 0.00287099+0.00326317j -0.00446538+0.00409164j 0.00252407+0.000151017j 0.00519541+0.00415302j -0.00304373+0.000777788j 0.00331025-0.00246886j -0.000780433+0.00152457j 0.00027369-0.00340441j 0.00226265-0.00150547j 0.00217147+0.00197276j -0.00174833-0.00340312j -0.000904737+0.00382136j 0.00525326+0.00103722j -0.00112292-0.000254283j 0.00146023+0.00296216j -0.00166462+0.000246038j 0.00175313+0.000460208j -0.00286733+0.00152578j 0.000595391+0.00151528j -0.00263915-0.000835135j 0.00194158+7.1115e-05j 0.00314069+0.00166446j 0.000199288+0.00116578j -0.00184007+0.0030964j 0.00102484+0.000316625j -0.00119993+0.00272842j -0.000122708+0.000385792j 0.000164803-0.00054013j 0.00103105+0.000676316j 0.000789282+0.000400749j 0.000469717+0.000337998j 
0.000115193-0.000130657j 0.000457498-0.000189331j -0.000650594+0.00155711j 3.15475e-05-0.000985263j 0.00131362-0.00148702j -0.000238431-4.79272e-05j -0.00188732+0.00278993j 0.00178969+0.000439138j -0.00102167+0.000530045j -0.0022304+0.000412802j -0.00203645+0.00188109j 0.00127071-0.00157612j 0.000579361+0.00102196j -0.000937546+0.000771014j 0.000225475+0.00140282j -0.00323148+0.00181257j -0.00103671+0.00167857j 0.00140459-0.00263026j -0.00179958+0.0063968j 0.000407131+0.000895682j -0.00168344+0.00367005j 0.00136784+0.00116414j -0.000796538+0.000472425j -0.00256487+0.00400604j 0.00331328-0.00549417j -0.000748067+0.00181247j -0.000220134-0.000925403j -0.000368472+0.00246351j -0.00074976-0.00279465j -0.00157977+0.00198755j -0.00239697+0.00500538j 0.00267808+0.000901787j 0.00372648-0.00179729j -0.000570824-0.00176935j -0.000908972+0.000625157j -0.00399861+0.00703581j 0.000511712-0.00529248j -0.00207722+0.00224502j 0.00354798-0.000181564j -0.00161991-0.0021359j 0.00219432-0.00178382j -0.000611737+0.0021177j -0.00114578+0.00358662j 0.00143333+0.00118797j 0.00154149-0.00377814j 0.000764654-0.00083128j -0.0031024-0.000231862j 0.000238577+0.000205501j -0.00525458+0.00632659j -0.00013572-0.00134428j 0.000518854-0.00368602j 0.00347113+0.00253839j 0.000670398+0.00153231j 0.00219279-0.00337816j -0.00072206-0.00170425j 0.0019603-0.00158554j 0.00239109+0.000428016j -0.000940449-0.00414164j 0.00209599+0.00262024j 0.000492589-0.000296379j 0.00080255+0.00218426j 0.00133931-0.00346148j 0.00110306+0.000460863j -0.00111118-0.00166467j -0.00223347+0.00175031j 0.00133846-0.000948486j 0.000617997-0.000931361j -0.000865002+0.000801497j 0.00192629-0.00022062j -0.000285244-0.000793702j -0.000655716+0.000153974j 0.000138986-0.00127371j 
-0.00111824+0.00114509j -0.00186284+0.000503562j 0.000107821+0.000762387j -0.00148327+0.000893805j 0.000651178-0.00100998j -0.001283+0.00130402j 0.00200009+0.000100381j 0.00156852-0.00202858j 0.000381252+0.000926085j -0.000279957-0.00110494j -0.00122396+0.00142164j -0.000449365-0.000896498j 0.000428862+0.000679218j 3.42165e-05-0.00117925j -0.00034861+0.000911131j -0.00164474+0.00325127j 0.00154422-0.00114438j 0.000114938-0.00131464j 0.00184923+0.00454253j -0.00121733-0.000849075j 0.000104889-0.00272255j 0.00278739-0.00383984j 0.000682687-0.00390961j 0.000620362-0.00300897j -0.00177887+0.00368148j 0.00078833-0.00359501j -0.00209549-0.00302279j -0.000610535-0.00342981j 0.000740237+0.00693942j 0.00149157-0.00622548j 0.00288083+0.00117265j -0.00015237-0.0056321j -0.0031126+0.00371332j 0.00115047+0.00184009j 0.00146519+0.00144006j -0.000912648-0.000921147j 6.91938e-05+0.00537612j 0.00465147+0.0015006j -0.00229193+0.00795368j -0.00315977+0.00549306j -0.00312894-0.00194645j 0.00191892-0.00196878j 0.00026769-0.00291383j 0.00391509-0.00428207j 0.000474307-0.000648798j -0.00143558-0.00114328j 0.0028971-0.00111847j -0.00144145+0.000868437j 0.00148438+0.0031307j -0.00629771+0.00388438j -0.00264644+0.000123327j 0.000943402-0.00215735j 0.00186431-0.00521346j 0.00233746-0.000667264j -0.00129514+0.00117784j 0.00187048-0.000371169j -0.00136503-0.00142673j -0.000370545-0.00225185j 0.000835275-0.0018372j -0.000981246+5.56335e-05j 0.000837245-0.000656779j -0.00115242+0.000790036j -0.000228086+0.00092538j -0.00182922+0.00212531j 0.000902704+0.00204164j 8.7723e-05-7.01365e-05j -0.000509928+0.00136742j -0.000536249+0.00131751j 0.000452404-9.11386e-05j -0.000333836+0.00127612j 0.000648736+0.000407079j -0.000375448+0.00160201j 
0.000234935+0.00149257j -0.00085528+0.000505471j 0.00104601+0.000294047j -3.13102e-05-0.00116434j -4.48377e-05-0.000434981j 0.00087624+0.00150838j 0.000722642-0.00122825j 0.000431939+0.000998253j -5.98222e-05-0.00131649j 0.00152641-0.0011748j 2.66699e-05-0.000451068j -0.00290385-0.00170935j -0.000991643+0.00123541j -0.000475287-0.000394433j -0.000277818+0.0011462j -0.000992157-4.03479e-05j 0.000801753-0.00180498j 0.00339192-0.00156251j -0.000571794-0.00050104j 0.00238184+0.00057966j 0.00303428+0.00111432j 2.7794e-05+0.00125035j 0.00154217-0.00196921j -0.00178686+0.00350209j 9.93967e-05-0.00309113j -0.00351111+5.52804e-05j -0.000174587+0.00429493j -0.000917903+0.00164445j -0.00771168+0.00485036j 0.00153838-0.00206158j 0.00158999-0.00409245j 0.00247536+0.00488836j -0.00295974+0.00199609j 0.000987121+0.000989358j -0.00149729-0.00187716j -0.00474008+0.00395544j -0.00110432-0.00594217j 0.00174579-0.00518584j 0.00240875-0.00361694j -0.00431839+0.000546958j 0.00185947+0.0019507j 0.000583735+0.001819j 0.00239227+0.000646759j -0.00501818+0.00527125j -0.000635003+0.00180089j 0.0018873+0.00331253j 0.00296196+0.00296808j -0.00178486+0.000213866j 0.000850277-0.00168427j -0.00188069+0.000622035j 0.000291133+0.00143605j -0.0015873-0.00107214j -0.00079498+0.00158487j 0.0016365+0.000360473j -0.00188244+0.0029694j -2.91689e-05+0.000639408j -0.000650146-0.000294205j 0.00166857+0.000826003j -0.00149966+0.00160364j 0.000713629+0.000270188j -0.000325939-0.000609433j -0.00148179+0.00141078j 0.00278204+0.00177821j -0.000677891-0.00104905j -0.000517537-0.00245444j -0.00120643-0.000578081j -0.000290289+0.000788145j -0.000409378+6.57086e-05j 0.000167094+0.00154534j -0.000783658+0.000929475j 0.00132022-0.000377156j -0.000583084+0.000985301j 
0.000780535-0.000542466j 0.000681966+0.000471658j 0.00096971-0.000875119j 0.000595717+0.00200301j -0.00130921+0.000656112j 0.000302201-0.000243317j -5.63959e-05+0.00154672j -5.60663e-05-0.00220307j -0.000552093+0.000926001j 0.000679909+0.00380659j 0.000611218+0.000349763j -0.000179751+0.0019795j 3.37276e-05+0.000652633j 0.00132482-0.000149229j -0.000463839-0.000682759j 0.000328934+0.00331345j -8.22815e-05+0.000233646j -0.00233493-0.00323172j 0.00017566+0.00189835j -0.000485378-0.0059442j -1.68508e-06+0.000875086j -0.00281791-0.00216326j -0.00304245+0.000491689j -0.00589642-0.00239089j -0.000152614+0.000113613j -0.000700901-0.00304424j -0.000234347-0.00192673j -0.00240485-0.00216287j 0.00365991-0.00449802j -0.00238209-0.00289413j 0.00078873-0.00165036j 0.000616084+0.000119612j -0.0041335+5.82474e-05j -0.00404185-0.00636863j 0.00166165+0.0020768j 0.0018845+0.00263196j 0.00170238+0.00339987j 0.00369871-0.00568999j 0.00346412-0.000373105j 0.0012207-6.37647e-05j 0.00360761+0.00463343j 0.0029634-0.00197341j 0.000723757+0.000249149j -0.00292711-0.00427351j -0.00306429-0.00451154j -0.00206106+0.00304795j 7.94978e-06-0.00550239j 0.0015044+0.00283921j -0.00332098-0.000130938j 0.00137738-0.000734958j -0.00145907+0.0005033j 0.000813327-0.00104996j -0.000789236+0.00027729j -0.00179536-0.00573232j 0.000122616+0.00153876j 0.000334742-0.00365556j -0.000386677-0.00106214j -0.000563036-0.000864094j 0.00157418-4.36872e-06j 0.00059374+8.66212e-05j 0.00195659-0.00151524j -0.00102856-0.000989057j -0.0016072-0.00241967j 0.000528187+0.00273209j 0.00160351+0.00468452j -0.000188242+9.81363e-05j 0.000134014+0.000662109j 0.00139126+0.000814175j -0.00115252-0.0019559j 0.000333908+0.000850034j 4.19252e-05-0.000977242j 4.82271e-05+0.000185112j 
-0.00048988+0.000309974j 0.000243982-0.00102052j -0.00034104+0.000640017j -0.000251505+0.0010752j -0.000916205-3.55809e-06j -0.000400576-0.00213481j -0.000733442+0.0016251j 0.00253389-0.00154895j 0.00192307+0.000276147j 0.000861082-0.00221419j -0.0018151-0.000598833j 0.000276019+3.66119e-05j 0.000885933-0.00139369j 0.000652663+0.000764982j 0.000106877+0.00111272j 0.0028333+0.00211754j 0.00420345+0.00152654j -0.00215952-0.00178771j 0.00019573-0.0011008j 0.0045719-0.00378256j -0.00311345-0.000694386j -0.00240733-0.000639117j 0.000215731-0.00271013j -0.000567616-0.00136399j -9.85312e-05-0.00220455j -0.00183261+0.00011754j -0.0046465-2.41361e-05j 0.00352841+0.000921327j 1.74743e-05-0.00494353j 0.000709159-0.00172636j -3.91967e-05-0.000863363j -0.000388144-0.000487592j -4.557e-05+7.36777e-05j 0.00221941+0.00277263j -0.000789035-0.00379903j -0.00358539+0.000782581j 0.00248474-0.000674102j -0.00358572-0.00707115j 0.00717201+0.000647842j -0.00333025-0.00576449j -0.000964167+0.00261346j -0.00198226-0.00140597j -0.000366606-0.000648707j 0.00373757-0.00304007j 0.00107181+1.3351e-05j 0.00200308+0.00235428j 0.000171394+0.000751674j -0.00125286-0.000423183j -8.76584e-05+0.0018311j 0.000993762+0.00322845j 0.00210674+0.00135228j 0.00284095-0.00143378j -0.0016388-0.00161795j 0.00512932+0.00127939j -0.00176614+0.000209475j 0.00119512-0.00367918j -0.00149684+0.00161232j -0.00212052+0.00105948j -0.00212072+0.000209033j -0.000359806-0.00177074j -0.00144721+0.00179072j -4.60953e-05-0.00251005j 0.00204463-0.00294409j 0.000417972+0.00222691j 0.00147524-0.00164375j 0.00303525-0.00285919j -2.30748e-06-0.000900043j 0.000616493-0.000283988j 0.000823655-0.000896324j 0.00125549-0.00213799j -1.93911e-05-0.000623678j -0.000620085+0.000260015j 
-0.000188961-0.000683355j 3.19669e-05-1.41123e-05j -0.000582292-0.000374418j -0.000194019+0.000827915j 0.000462711-0.000643633j -0.00189245+0.000713836j 5.50988e-06+0.000546441j -0.000431226-0.000854997j -0.00249674+0.00263478j -0.000222149+0.000234053j -0.00131613+0.00180291j 0.0012336-0.000277238j 0.000631524+0.000148083j -0.00178633+0.000598167j -0.00205194+0.000581308j 0.000581441+0.00364169j 0.00184411+0.00203083j -0.00276733-0.00385441j -0.00205189+0.00345578j -0.00310077-0.000487126j 0.000323754-0.0032752j 0.000721777-0.000331114j -0.000269283-0.000511818j -0.00384509+0.00473312j 0.00349902-0.00622017j 0.00182878+0.00197734j -0.00146237-0.00443403j -0.00446028+0.00254531j 0.00170009+0.00421439j -0.00187769-0.000548943j 0.00148943-0.00285889j 0.00142157-0.00256916j -0.00390872+0.00374386j -0.00108926+0.00109269j 0.00114492+0.0014414j -0.00312657+0.00534353j 0.00285708-0.00280832j 0.00259338-0.00134911j -0.00198729-0.000907819j 0.000133228+0.00128693j -0.000628096-0.00325539j -0.000331658+0.00150772j -0.00401782-0.00244183j -0.00241754+0.00542354j -5.64676e-05+0.00130947j -9.87627e-05+0.00105997j -0.00225228-0.00168639j 0.000921176+0.0033735j -0.00130492+0.00438429j -0.00466596+0.00181765j -0.00244972-0.000510134j 0.00146791+0.00181358j 0.00106498-0.00326487j 0.000458634+0.000268025j -0.00450039-0.000623055j 0.000247118+0.000960581j 0.00238575-0.000287757j 0.00266804-0.00291481j 0.00158013-0.000953143j -0.00040657-0.00297205j 0.000447641-0.0021269j 0.00132047-0.00161375j -0.00175497+0.000658894j -0.00218762+0.00119749j -0.000361951+0.00154495j 0.000987465+0.000601999j 0.000687159-0.000273089j 0.000918713-0.000614691j -0.000168417-0.000363043j 0.000320005-0.000697207j -0.000990421-0.000270119j 6.23802e-05-0.000896732j 
4.22006e-05-0.000679472j 0.000406236+0.000680595j 0.000141127-0.000266592j 0.000584146+5.76904e-05j -0.00103648+0.00113311j -0.000857178-0.00165995j -0.00041503+0.00112445j 0.000162675-0.000601713j -0.000485366-0.000285523j 0.000567413-0.00152507j -0.0004442-0.000913682j 0.0022939-4.5247e-05j 0.00121795+0.00129421j 0.00195569-0.0019345j 0.000566052+4.56953e-05j 0.000290967-0.000478823j 0.00155219+0.000217137j 0.000155417+3.49842e-05j 0.00055301+0.00171617j -0.00036643-0.00345031j 0.00213955+0.00153285j 0.00101036+0.00579143j -0.000676051-0.00164929j 0.000449239-0.000102679j 0.0012871-0.00268849j -3.26024e-05-0.00144135j -0.000518329+0.00190867j -0.0001504-0.0062954j -0.00376842-0.00352887j -7.98613e-05-0.00342364j 0.000293993+2.04904e-05j 0.00185858+0.00392971j -0.00259777+0.000397061j -0.00173821+0.00273774j 0.000299356-0.00086951j -0.000662989+0.00220247j 0.000607852-0.00265035j -0.0016099-0.00267663j -0.000118939-0.0049478j -3.14359e-05-0.00158487j 0.00233521+0.00328082j -0.0012708+0.0013803j -0.000390564+0.00173898j -1.53584e-05+0.00090241j -0.00116799+0.000401608j 6.50098e-05+0.00204299j -0.000895016+0.00138422j -0.00183521-0.000529944j 0.000110733+0.00229385j 0.000488419-0.00476431j -0.000508102-0.00198931j 0.00122617-0.00135316j 0.0010071+0.000876401j 0.000775029-0.000169562j -6.10262e-05+0.000595085j -0.00226428-0.00195554j -6.92403e-05+0.00043499j -0.000541555+0.000483002j -0.000456856+0.00276106j 0.00129534-0.00203129j 0.000808849+0.000207042j 0.000446388-0.00150967j -0.00203117-0.00233298j 0.000639721-0.0014426j 0.000927365+0.000581287j 0.000820378+0.000466804j -0.00104271-0.000656171j 0.000415232-0.000337952j -0.000363519-0.000832466j 0.00082353-0.000664551j -0.000798206-0.000967415j 0.000618738-0.000879683j 
-4.701e-05-0.00154237j 1.57142e-05-0.000499197j 0.00028677-0.00204554j 0.000496337+0.00151406j -0.000283596+0.0011839j -0.000886241-1.25681e-05j 0.00107514-0.000378034j -0.00162536-0.00134097j 0.00220587-0.000571307j -0.000228629+0.00174318j 0.00288367+0.00269202j 0.000879756+0.00361768j 0.00050991-0.00252699j 0.00141793+0.00456757j 0.00132413-0.00280777j 0.00360511+0.00101479j 0.00257627-0.000115418j -0.00410049-0.00113043j 0.00173914-0.00375408j 0.0004829-0.00237951j -0.00203585-0.00417198j 0.00307686-0.0031608j -0.000684364+0.00173692j 0.003174+0.00260257j -0.00550692-0.000638448j 0.00212591+0.00741369j -0.000665195-0.00284345j 0.000690439+0.00736992j -0.00542414-0.00371736j 0.00305061+0.00515548j -0.00375162-0.00559897j 0.00108788-0.00338879j 0.0013019+0.000833669j 0.0021677-0.00532991j 0.00191525+0.00454913j 0.00018173+0.00390749j -0.00358956-0.000161905j -0.00317557+0.00419221j -0.00345065-0.00334468j -0.00415229+8.00058e-05j 0.00142118+0.00115368j -0.00233071-0.000931854j 0.00242694+0.00322547j 0.00348074+0.00218583j -0.0014366-0.000837595j -0.000462481-0.00345586j -0.000838839-0.00382385j -0.000468847-4.46076e-05j 0.0051937+0.00135496j -0.000515421+0.00345734j 0.00264733-0.00107806j -0.000179276+0.00304163j -0.00184247+0.00215609j 0.00261445-0.00151332j -0.00224292+0.00105136j 0.000545608+0.00192245j 0.00116065+0.00112088j -0.0002119+0.000240479j -0.000485539-0.00259223j -0.00166354-0.000966652j -0.000827074+0.000369878j 0.000548688-0.000369214j -0.000223982-0.00309375j 0.00251852+0.000768259j 0.00156148-0.000679374j 0.00172605-0.000332194j 0.00182213-2.36995e-05j 0.00110848-0.00275161j -0.00197234-0.00103789j 0.000364527-0.00235573j -0.00128094-0.000770643j 0.000170006-0.00116755j 
9.98265e-05+0.00178665j -0.00113152+0.00153982j 0.000205963+1.06739e-05j -0.000217729+0.00320039j -0.000143127+0.000410941j 0.000588451+0.00182453j 0.00158164-0.000986814j -0.00141224-0.00371752j 0.00214707+4.07509e-05j 0.000336312-0.000312859j 0.00156478+0.00302101j -0.00153683-0.000575862j 0.000831307+0.00192785j -6.16021e-05+0.000304162j 0.00337495+0.00037916j 0.00331837+0.00178872j 0.00283839-0.0017428j -0.00531461-0.000935807j 0.00367408+0.00259458j -0.00273454-0.00168556j 0.000942627-0.00325246j 0.000273043+0.00138619j -0.00154276-0.00126152j 0.00218358+0.000938726j -0.00167262+0.00028036j -0.00282306+0.00162531j -0.00278665+0.00245214j 0.00208145+0.00312257j -9.38104e-05+0.004757j -0.00241903-0.00239301j -0.00482209-0.00486707j 0.00222101-0.000853418j 0.00212613+0.00638105j -0.0040678+0.000206165j 0.00201616-6.28157e-05j 0.0035292+0.00567722j -0.00214373-0.000810497j -0.00506538-0.00468329j -0.000356644-0.00221184j -0.002812+0.00357743j 0.0048839+0.000767315j 0.000199055-0.000564568j -0.000778925-8.06556e-05j 0.00137259+0.00109243j -0.00102267+0.00152046j 0.00277674+0.0021434j -0.000544267+5.72903e-05j 0.000919749+0.00281616j 0.00317099+0.000138232j 0.00340939+0.00595229j 0.00340974+0.00039908j -0.00148063-0.00323144j -0.000596659+0.000555229j -0.00116445-0.00282157j -0.000587451+0.00389221j -0.0021715+0.00163242j -0.000202932+0.000815549j -0.00100306+0.00088165j -0.00182894-0.000754915j 0.00065677-0.000728517j 0.000163252-0.000414381j -0.00144268+0.00233716j 0.00112804-0.00124622j 0.00296991+0.00333897j 0.0013359-0.00050817j -0.00103498-0.00121078j -0.000242207+0.00371695j 0.00127596-0.000990824j 0.00043334-0.000692996j 0.000723431-0.000169095j 0.00114422-0.00141866j 0.000610563+0.00215879j 
-0.000723141+0.00138227j -0.000410651-0.00129472j -0.000136231+0.000422498j -0.00118012+0.000172326j 0.00144333+4.028e-05j 2.68277e-05+0.0017956j 0.00228842+0.00138934j 0.00120317-0.00253683j 0.00266181-0.00121251j -0.000779572+0.00140456j -9.26511e-05+0.00203281j -0.00156743-0.000852985j -0.000381256-0.00141333j -0.00160342+0.0005718j 0.000764069+0.000232328j 0.000100041+0.00188244j -0.00209125-6.0576e-05j 3.71035e-05+0.000511985j 0.00392501+0.00155298j -0.00136339-0.000211846j -0.000534504+0.0027688j 0.00120434-0.00233416j 0.000778052+0.00212887j 0.00344371-0.00108581j -0.00437628+0.00240361j -0.000275017-0.000340547j 0.000220977+0.000225479j -0.00224206-0.00370704j -0.00151572-0.00308252j 0.000670175+0.00327974j 0.00265173+0.00248768j -0.000641255+0.000799887j 0.00482156-0.00464166j 0.00281554-0.00312968j -0.00194519+0.0015641j 0.00279-0.00104394j 0.00058645+0.00138709j -0.000618829+0.00371283j 0.00016231-0.00261045j -0.00101283+0.000909227j -0.000798704+0.00198981j 0.000480769-0.00160123j 0.00117669+0.00109983j 0.00266366-0.00512983j -0.00175689-0.00488324j -0.00159607-0.00106248j -0.000247149-0.00163656j -0.00113959-0.000875949j 0.00403256+0.00230758j -0.00313381-0.000721405j -0.00186862+0.000277024j 0.00101316-0.00102061j 0.0004355+0.000265427j -0.00097272-0.00330303j 0.00189837-0.00161249j -0.000102562-0.00155657j -0.000746094+0.000115354j -0.00409782+0.000245227j 0.000953844-0.0011243j -0.00206298+0.00178136j 0.00126025+0.000412914j -0.00202929+0.0013002j 0.000332409+0.000211905j -0.000314187+0.00110555j 0.000613001+0.0017878j -3.35116e-05-0.000268147j -0.000813101+0.0014932j -0.00100551+0.00126249j -0.000550345-0.000307846j -0.00116745+0.00162035j -0.000550375+0.000186177j -0.00149767+0.00196367j 
-0.00123478-0.00146316j 0.000808257-0.00192132j 0.000199167-0.000791971j -0.000483803+0.000203372j -0.00103731+0.00281368j -0.00347949-0.00135538j 0.00129644+0.00185642j 0.00039079-0.00107174j 0.000465765+0.000552088j 0.00115348+0.000836217j -0.0015222-0.000398595j 0.00131789-0.00069686j -0.000479062-0.00137649j -0.00142466-0.000557116j -0.000112672-0.00108689j 0.000855632-0.00238804j 0.00191685+0.000416357j -0.00289672+0.00180905j -0.00266372-0.000377675j -0.00255373-0.00243879j 0.00483764-0.00150997j 9.36265e-05+0.00236105j 0.00124891+0.00259087j 0.00327449-0.00413576j -0.000498196-0.00110659j -0.000329363+4.05849e-05j 0.000645061-0.000549262j -0.00539672-0.00234872j -0.00378611-0.000928553j 0.000831323+0.00212734j 0.00148195+0.002586j 0.00109451+0.00180435j -0.00361021-0.00267299j -0.000307214-8.79002e-05j -0.00133915-0.000215749j 0.00175443-0.00154636j -0.000633754+0.00212313j -0.00456456+0.00429314j -0.00752327-0.00412689j -0.000476032-0.00278273j 0.00383906+0.000315238j -0.0011962+0.00545979j -0.00223893+0.000185777j -0.000680237-0.0029896j 0.000614541-0.000224885j 0.00181395-0.000825112j -0.00221305+0.00133162j -0.00300723+0.00056013j 0.00376442-0.00143443j -0.00119862-0.00456764j 0.00321604-0.00224471j -0.0013935-0.00130265j 0.000682253+0.00190988j 0.00126894-0.000580274j -0.00324724-0.00253033j -0.00676905+0.00107931j 0.00222416+0.000967561j 0.00201057+0.00236308j -5.53734e-05-6.05026e-05j 0.0012073-0.00108504j -0.00106817+0.000845942j -0.00101618-0.00173496j -0.00181953-0.001237j -0.000324038-0.000410828j 0.000289473+0.000496108j 0.000836728-0.00146533j -0.00316088+0.000282864j 0.00180666-0.000946285j -0.00183527-0.000339444j 0.000690402-0.00184243j -0.000882582+0.00131816j -0.000932895-0.000954377j 
0.000562778-0.000322356j -0.000416245-8.21035e-05j 0.000201354+0.00142976j 0.000120067+0.000233205j -0.000434198-0.00170469j 0.00062817-0.0026352j -0.000729171+0.000532103j 1.26774e-05+0.000122078j -0.000891897+0.00115045j -0.00032062-3.67631e-05j 0.000210381-0.00131235j 0.000757277+0.000183296j -0.00127957+0.000847465j 0.00164124-0.000689909j 0.00111734+0.00173497j -0.000394144+0.00041233j 0.00234837+0.00418872j 0.00172564-0.00239342j -0.000767693-0.00133135j 0.00337337-0.00041455j 0.00211265+0.00256602j -0.000657335+0.00128668j -0.000447071-0.00370688j -0.00138782-0.00303196j 0.00207404+0.00118403j -0.00269834-0.00490985j -0.00216338-0.00300264j 0.000590293+0.000598001j -0.00346608-0.00366563j 0.00198125-0.00161197j 0.000185629-0.00116263j -0.000670125+0.000380016j -0.00458912-0.000168849j -0.00230228-0.000507277j 0.00168666+0.00230009j -0.00376168-0.00609966j -0.00101287-0.00409812j 0.00335189-0.00124529j 0.00400705+0.00375619j -0.000609945-0.00418294j 0.0023147+0.00119197j 0.000179815-0.00052262j 0.00176188-0.00150576j -0.000897782-0.001197j -0.00174653+0.00328312j 0.000287317+0.00248426j 0.00127503-1.64598e-05j -0.00301144-0.000489431j -0.000130332+0.00279436j 0.00251945+0.00350775j 0.000570213+0.00436556j 0.00239103-0.000896381j -0.000104097-0.00409702j 0.00162128+0.00512623j -0.000873839-0.00324297j -4.05262e-05-0.000726805j -0.000880235+0.000954247j 0.000225095+0.00136655j -0.000734968-0.00226751j 0.00172652+0.000751075j 0.0005289-0.00158258j -0.000521529-0.00206556j -0.000503531+0.00303735j 0.000119316+0.00100505j -0.000572413-0.000530863j 0.00127815-0.000402705j -0.00123524-0.00106525j -0.000325858+0.000424784j 0.000870518-0.000590482j 0.000175088-0.000710924j 0.00045278+0.000544231j -0.000112937-0.000726355j 
