-5.63265e-05+0.00471706j -0.00409852-0.000541829j 0.00299513-0.000299111j -0.00191005-0.00381999j -0.00275132+0.000142268j 0.00257841+0.000605799j 0.000285572+0.0031201j -0.00277261+0.000501964j 0.00108876+0.000115775j -0.0011865-0.00019041j 0.00161552-0.0022493j -0.00171734-0.00186056j 0.0014171-0.0012764j 0.00042253-0.00111754j 0.000752172-0.00139292j -0.00134647-0.000939933j 0.000945621-0.000273955j -0.00127625-0.000495024j 0.00157875+0.000286024j -0.000334953-0.00401543j 0.00162157+0.000317735j 0.000649948+0.000177135j 0.00193532-0.000623118j -0.00186863-0.000546157j 0.000592737+0.000578035j 0.000328413+0.000578308j 0.000919053-0.00118591j -9.03644e-05-0.00194107j -0.00100543+0.000429353j -0.00182627+0.00156683j 0.000523377-8.49386e-05j 0.00194259+0.000321237j 0.00120242-0.000308746j -0.000573295+0.000624929j -0.000774569-0.000933743j -0.000960735-0.000782615j -0.00123183-0.0010422j 0.000203939-0.000524523j 0.000535567-0.000379184j 0.000103454+0.000487518j -0.000142959+0.000104204j 0.000639478-0.000346996j -0.000712768-0.000976088j 0.000419489-9.73959e-05j -0.000605271-0.00121569j 0.00103108-0.00235222j 0.000304667-0.000658834j 0.0012131+0.00163021j 0.000785278-0.000602367j 0.00105438+0.00198741j 0.00227503+0.000249448j 0.00109709-0.000718874j 0.000833126+0.00128402j 0.00330607+0.000192189j 3.34704e-05+0.00142062j 0.00177004+7.44841e-05j -0.00108337+0.000368358j 0.000471537+0.00397882j -0.00173171-0.000474629j -0.000126813-0.000425072j 0.000166782+0.000546521j -0.00105823-0.000251477j -0.00148981-0.00349764j 0.00307537+0.000592754j 0.000434309-0.000243765j -0.00108987+0.00106996j -0.000258588-0.000250191j -0.00245764-0.00284914j -0.000909599+0.00104477j -0.00142954+0.000294443j 0.000703177+0.00120501j -0.00101425+0.00170757j 0.000614087+0.00149541j 0.000359116-0.00128084j 0.00349627+0.000988567j -0.00554054-0.00787748j -0.00665331+0.00587114j 
0.000411731-2.31533e-05j 0.00193215-0.00123238j -0.000780444+0.000686341j 0.000927408+0.000219682j 0.00179813-0.000626591j 0.000206064-0.00134231j -0.000374756+0.00147992j -0.000861533-0.00170351j -0.00186981+0.00105869j -0.00280224+0.00161395j -0.000208451-0.00233952j 0.00147814+4.79705e-06j 0.00171644-0.000156235j 2.14253e-05-0.000475143j -0.00193235+0.00127214j -0.000890472-0.000763216j -0.00311987+0.00098559j 0.0021057+0.00145776j 0.00195175-0.000571024j -0.00026873-0.00132209j 0.000204021+0.000625313j -9.29885e-05+0.00167276j -0.000462421-0.000469955j 9.56801e-05-0.000983161j 0.00494398-0.00225416j -0.00132444-0.000482111j 0.000997124-0.00102279j -0.000592148+0.00111578j -0.000341165+0.00137734j -0.000982618+0.00206685j -0.00160012+0.000784854j 0.000883777-9.83064e-05j -0.00353031-0.000495772j 0.00200214+0.00362546j -0.00029267-0.000313895j -0.000797555+0.000572009j -0.000548657-0.00144805j -0.000151084-0.000775943j 0.00149817-0.000301006j -0.00161572-3.85739e-05j -0.00019904-0.000335404j 0.00157068-0.00173596j 0.0011539-0.00133668j 0.00369755-0.00195874j -0.00249197+0.00014173j -0.000944697+0.000308559j 0.00312977+0.00111042j -0.000513597-1.04036e-05j -0.00102431+0.00103844j 0.000362096+0.00210736j -0.000582966-0.000309273j 0.000961053-0.000168941j 0.00218885+0.00101658j -0.000325097-0.00174393j 0.000318606-0.000683727j -0.00259961+0.000631042j 2.73649e-05-0.00135195j -0.000340223+0.00148518j 0.000975008+0.000272816j 0.00143576+5.36415e-05j 0.0031377+0.000905035j -0.00213946-0.0013162j 0.00072919-0.00128801j -0.00150904+0.000314906j 0.000484777+0.000355345j 0.000370676+0.000735646j -0.00247944+4.76816e-05j 0.0013504-0.000484146j 0.00135225-0.000504798j 0.00257652+0.000663977j -0.00109271+0.00151681j -0.00252324+4.29741e-05j -0.00057049+9.64429e-05j -0.000783493+0.0013289j -0.00117507-0.0010989j 0.00148841-0.000673411j -0.000269872+0.000643058j 
-0.000359048-4.09106e-05j 0.0012712-0.000956121j 0.000220746+0.000356799j -0.00153596-0.000761405j -0.001861-0.000218911j 0.00117698+0.000247073j -0.00112354+0.00071169j 0.00100804+0.00103245j 0.00141113+0.00147732j -0.000660689+0.000344643j 0.00284889-0.000683839j -0.00143362-0.00132291j -0.000945921-0.000520202j -5.96722e-05-0.00013604j -0.00104034+0.00231962j -0.00224118-0.000458124j 0.000563388+5.46786e-05j 0.000827882-0.000681431j 0.00202228+0.000870095j 0.000148864+3.74823e-05j -0.00185726-0.0033499j -5.70372e-06-0.000758523j -0.00245094-0.00402146j 0.00397292-0.00173407j 0.00384371-7.22394e-05j 0.00121001+0.00019793j 0.000897464+0.000868833j -0.000860349-0.00132067j -0.00426371+0.000937285j 0.00232422+0.00127078j 0.000561123-0.00164972j 0.000934537-0.000306702j -0.000851534-0.00144707j -0.00293716-0.000352484j 0.000199962+0.00242608j -0.0028076-0.00268313j 0.000853401-0.000262128j 0.00294927+0.001434j 0.0035994-0.00121049j -2.6916e-05+0.000908121j -0.000592955-0.00114711j 0.000343313-0.00391653j 0.00257232+0.00201525j 0.00347404+0.00256189j -0.00226971-0.00187955j 7.46936e-05+0.00106177j -0.00122177-0.00312294j 0.00114387+0.00160586j 0.00262716+0.00133286j 0.000589856+0.00217254j 0.00200301-0.000255606j 0.0015957+0.000358105j 0.00190186+0.00109782j -0.000667816-0.0013755j 0.0015666-0.00179544j 0.00226572-0.00115504j -0.000879059+0.000757583j -0.000347343-0.00151256j -6.20298e-05+0.00065682j 0.000184438+0.000947584j 0.00167573-0.000200653j 0.0017812-0.00251228j 0.00159792+0.000870064j -0.000137267-9.93259e-05j -0.000341031+0.00131199j -0.000838532-0.000668259j -0.000652454-4.46195e-05j -0.00011377-0.00138312j 0.000114479+0.00120648j 0.00130625-0.000520678j -0.00106276+0.000926379j -0.000844698+0.000607198j -0.000607947+0.000489158j -0.000875261-0.000429469j 0.00105233+0.000888118j 0.000367471-0.00140404j -0.00118396+0.000531524j 
0.000319061+0.000488046j 0.00219887+0.000286914j -0.00154326-0.00135713j -0.000787063+0.000171342j -0.000630003+0.000367152j 0.000370553+0.000581194j -0.00170322+0.00105667j -0.000454345-0.000883668j 0.00152603+0.000633742j 0.00118779+0.000283473j 0.000581487+0.000367505j 0.000416703+0.00170237j -0.00363299-0.000907944j 0.00119301-0.000257369j -0.00286263+0.000330368j 0.000436114-0.00220034j -0.000624383+0.000397014j 0.00251491+0.00141336j -0.000441489+0.00109515j -0.000238762-0.00326511j -0.00168827+0.0020174j 0.0014738-0.000179393j 0.00406635+0.00105875j 0.00656079-0.00107775j 0.00203068-0.00108198j 0.000654337-0.000630643j -0.00230914+0.000309243j -0.00135329+0.00222909j -0.00443339+0.000273829j -0.00109883+0.00344493j -0.000359502+0.00115032j 0.00336757-0.000877588j 0.0048442-0.000408973j -0.00208724-0.0014669j 0.00127834+0.00055471j 0.00137946+0.000858282j 0.00151426+0.000559972j 0.00186513+0.000350401j 2.68486e-05-0.000422031j 0.00215835-0.00127219j -0.00242642+2.76518e-05j -0.000455874-0.00180628j 0.00340063+0.00153445j 0.000537191+0.000597278j 0.0015247-0.000123314j -0.00153844+0.000770191j -0.00338851-0.00160055j -0.00272817+0.0010982j -0.000206043+0.00164915j -0.00147496-0.0016358j 9.79171e-05+0.00190698j -0.00031657-0.00157623j 0.00304767+0.000750692j 0.00172683-8.67554e-05j 0.000980407+0.00127194j 0.00149763+0.00308268j -0.00164416-0.00187847j -0.00114669+0.00130407j -8.78372e-05-0.000651439j 0.000674313+0.000769636j 0.000621393-6.12234e-05j 0.00301925+0.00133285j -0.000318276-0.000540419j -0.00170328-0.0020629j 0.000150348+0.000803718j 0.000305688+0.000974334j -4.17009e-05+0.000448309j 0.00121071-0.000590979j -0.00177299-0.0011644j 0.000687924+2.79989e-05j -0.000630961-0.000306158j 0.000473899+0.000809557j 0.000319464-0.000877935j -0.000432286-9.14004e-05j 0.000197607-0.000371243j 0.00137225+0.000377961j -0.000590478+0.000632169j 
-1.59565e-05-0.00127255j 0.000908793+0.00148525j -0.000591633+0.00112362j 0.00142116+0.000647241j 0.000176559-0.000402848j -0.000930172-0.000363743j 0.000359561-0.00058455j -0.000901478-0.000163931j -0.00144341+0.000496934j 0.000982578-1.19453e-05j 0.000749433+0.00117517j 0.000795378+2.33323e-05j -0.00380173-0.00172994j 0.00149609+0.00263639j -0.000557505-0.000465174j 0.00154827-0.000573939j 0.000789316-0.0031506j -0.00124278+8.39612e-05j 0.00147458+0.000946968j 7.11711e-06-0.00210186j 0.000966386-0.00426317j -0.00168289-0.00119011j 0.00263025+0.00225599j -0.00214737-2.39222e-05j 0.000221991+0.00320165j -0.00189818+0.000946482j -0.000374993+0.000405462j 0.00139283-0.0035223j -2.07189e-06+8.06622e-05j -0.00300988-0.0044993j 0.00308025-0.00308324j -0.00196817-0.00241301j -0.00115102-0.000261405j 0.000631029+0.00119655j 0.000677833+0.00286955j 0.00102219-0.000796416j 0.00144611+0.00162604j -0.000958202-0.00199585j -0.000790291-0.00100349j -7.94118e-05+0.00273551j 0.000602468-0.00111299j 0.00133449-0.00194762j 0.000389892+0.000806275j -0.00137209+0.001453j 0.00135015-0.000774384j -0.00231243-0.000393292j 0.00148535+0.00158622j 0.000578343-0.00150909j 0.00021678-0.00149609j 0.000363541+7.1021e-05j 0.000622001-0.00117046j -0.00152318+8.47248e-05j -0.000748019+0.000391105j -0.000334106+0.00185257j 0.00252013+0.000173521j -0.00117502-0.00234801j 0.000187229-0.000138818j 0.0011611-0.000333921j -0.000655556-0.000775729j 0.000337079+0.00398798j -0.00242205+0.00107703j 0.000323165-0.000934698j 0.000721273+0.000260773j -0.000288913-0.00222573j 0.000483636+0.00256693j -0.000533524+0.00046349j 0.000335491-0.000702608j -0.00025244+0.000295677j -0.00128186-0.00010904j 0.000581687-0.000103624j 0.000652509+0.000637562j 0.000173235-0.000110498j -0.000121662-0.000349405j -0.00124921+2.6791e-05j -0.000184821-0.00116317j -0.000377309+0.00120322j -9.47521e-05-0.000270945j 
0.000102117-0.000198617j -0.00218275+0.000895444j 0.000345771-0.000168037j 0.000598891+0.000165863j 0.00102933-0.000502727j 0.000445188+0.00107525j -0.000100494-0.000811284j -0.000949944-0.00190922j 2.56251e-05-0.00109812j -0.000557115-0.00174754j -0.00102639-0.000431256j -0.00156891+0.00133117j 0.00245207+0.000626075j 0.000116628-0.00289539j 0.00154699-0.00205001j -0.00219825-0.00347646j 0.000692563-0.00274985j -0.000793261+0.00153824j -0.0016332+0.000146273j -0.00245382-0.000184001j -0.00185005+0.00221216j -0.000551108+0.00153981j -0.00242975+0.00314644j -0.00382692-0.00103331j -0.0042493+0.00445103j 0.00288578-0.00240896j 0.00133637+0.00262053j 0.00298142-0.00105837j 0.00385672-0.00015112j 0.00252016+0.000878321j 0.000481567-0.00106296j -0.000955272-0.000224295j -0.00247033-0.00011936j 0.0012105+0.00237018j -0.00114786-0.000323217j 0.000965748+0.00146778j 0.00114548-0.0021832j 3.26853e-05-0.00175326j -0.0004553-0.000591423j -0.00086879-0.00172637j 9.54425e-05-0.000484002j -0.00228621+5.32091e-05j -0.00191313-0.000579305j -0.0017318-0.000900222j 0.000206166+0.000537177j -0.0016649+0.00204657j -0.00117545+0.00401458j 0.00215575-0.00155862j -0.000560879+3.51998e-05j -0.000575166-0.00029026j 7.05181e-05+0.000210759j -0.00029424+0.000919232j -0.00356173+0.00148389j 0.000686664+0.00118008j -0.00220433-0.000429573j -0.0011269+0.000818676j 0.00158351-0.000926252j 0.00276672+0.000181108j 0.0003137+0.00365091j -0.000704844+6.10407e-06j -0.00155694+0.00170878j -0.0012979-0.000950425j 0.000679167-0.000693145j 0.00252389+0.000772091j 0.000597558+0.000869008j 0.000173196+0.000425524j 0.0011152-0.00108905j -0.00123399-0.00125454j -0.000387331-0.000976671j 4.92212e-05+5.11775e-05j 0.000308383+0.000647927j 0.000421542-0.00169371j -0.000713494-0.000942057j -5.0035e-05-0.000559223j -0.000713372+0.00017402j -0.00157671-0.000475565j 0.000428404-0.000686508j 
-0.000490269+0.00082464j 0.000490557-0.00114891j 0.00036302-0.000849387j 0.000584243-0.00147189j 0.000428308-0.000798891j -0.00197563-0.00203461j 0.000185078-0.00116792j 0.000769702+0.00177574j -0.000969067-0.00201752j -0.00147521+0.00157214j 0.000578493+0.000307487j 0.00062975+0.00181661j 8.43398e-05-0.000147766j -0.00177139+4.35454e-06j -0.00329782+0.00077939j 0.00235228+0.00121268j -0.00107675+0.0018496j 0.00214875+0.000732429j 0.000666298+0.000129234j -0.000358101-0.000170503j -0.00482675-0.00167546j -0.000195418-0.00165864j -0.000213634-0.00123423j 0.00390662-0.00166533j 0.00376114+0.000862825j 0.0031946+0.00101494j 0.000567197+0.00249812j 0.000169316+3.47962e-05j -0.000392585+0.000689538j -0.00337237-0.00161318j -0.00249144-0.000639589j -8.21147e-05-0.000300832j -0.000966078+0.000107975j -0.000916032+0.000497867j 0.000729803-0.000960848j 0.000579269-0.00222789j -0.00148232-0.000239608j 0.000738866+0.000714801j 0.00285946+0.000732673j 0.000893493+0.00106755j 0.000421702-0.00108211j 0.0016308-0.00119781j 0.00203761-0.00045793j 0.00117385-0.00179158j 0.00252073-0.000768554j -0.00159801+0.00173796j 0.00279196-0.000295141j -0.00428653+0.000105261j -0.00208119-0.000949526j -0.000407471+0.000621693j -0.00166629+0.00102478j 0.000634599+0.000706277j 0.000291501+0.000895967j -0.00132215+0.00161214j 0.00273219+8.38078e-05j -0.00265086-0.00150499j 0.000129538-0.000412883j -0.000845897+0.000340418j 0.000440154-0.00143256j 0.00092518+0.00170567j 0.00144647+0.000402067j 0.000585222-0.000242316j -0.000331655+0.000277663j -0.00121743-0.000632941j -0.00164294-0.00205844j 0.00221674+0.000422206j -0.000471745-0.00195129j 0.00150614+0.00298986j 0.00110317+0.000446362j 0.000719403+0.00143565j -0.000314908-0.000437606j -0.00102792+0.00168128j 0.000444286+7.91048e-05j -0.000351767+0.000761458j -0.00162945-0.0015348j 0.00115499+0.00137828j 0.000837166+0.00013546j 
0.000652491+0.000376413j -0.0015804-0.00228802j -0.0009575-0.000484153j 0.00101177+0.000175873j 0.00117265+0.00015659j 0.000547097+0.000381546j 0.00072321+0.00136224j -0.000291281-0.000242324j 0.00187713+0.000478993j 0.00187135+0.000894087j -0.00358582-0.0025177j 9.18202e-05+0.00201938j 0.00274131-0.000318295j -0.00335945-0.00114976j -0.00226556+0.00210935j 0.00198466-0.0024272j -0.00165055-0.000115951j 0.0023886+0.00120203j 0.000370956+0.00127463j 0.00190198+0.00244643j -0.00118044+0.00103985j 0.000770095+0.00215313j -0.00212681-0.000987947j 0.00342765-0.00234152j -0.00341967-0.0014282j 0.00186031-0.00214813j -0.00187374-0.000181973j 0.00281412+0.00141597j -0.000379308+0.00108597j 0.0014565+0.000549195j -0.000350518+0.00066152j 0.00215304+0.000351458j -0.00144794-0.000247393j -0.000825255+0.00421138j -0.00151579-0.000927442j 0.000752067+0.00164167j -0.000953618-0.00101354j 0.00219708-0.000503315j 5.22421e-06-0.000885083j -0.000450751+0.000254086j -0.000211514-0.000983034j -0.000284492-0.000282142j -0.000147494-0.000824256j 5.59368e-05-0.000573408j 0.00344539+0.00011655j -0.000720909+0.000428867j 0.00125189+0.000846604j -0.000689808+0.000724125j -0.00126322+0.00112759j 0.000697204+0.000953301j -0.00082675+0.000307794j -0.000170834-0.000208868j 0.00185931+0.00201669j -0.00179538-0.00138595j 0.00210865-0.000602147j -0.000484088+0.00104023j 0.000676116-0.00201287j 0.00111925-0.000462639j -0.000276209+0.000121791j -0.00143294-0.000397476j 0.00191833+0.00108207j 0.00158031-0.000223607j -0.000850087-0.000235374j 0.000415749-0.000156287j -0.00319545-0.000585533j 0.00104934+0.00205461j 0.00164912+0.000668482j -1.6986e-05-0.0023644j -0.000132806-0.00075171j 0.00153351+0.000566106j -0.00156367+0.00112238j -0.000974583+0.000475845j 0.000431229-0.000810045j 0.00111833-0.000389437j -0.0011895-0.000861132j 0.000181844-0.00103425j 0.000954436+0.000315136j 
-0.000154987-0.00240473j 0.000133569-0.000817377j -5.26181e-05+0.00127313j -0.00054871+0.00113377j -0.000397443-0.0014655j -0.00206896-0.0020034j 0.00140157-0.00208267j -1.97759e-05+8.85873e-05j -0.000307773-0.00292937j -0.00164678+0.00111114j 0.00218004+0.000619973j -0.000889667-0.00148684j -0.000351031+0.000742407j -0.00027349-0.00267612j 0.00188865+0.000212344j -0.00232833-0.000131066j 0.00271961+0.00376118j 0.00273162-0.000450196j -0.00150889-0.00045349j -0.00324513-0.00235484j -0.00106116-0.000320325j 0.00124191-0.00175103j -0.00154186+0.000541383j -0.00209816-0.00372408j 0.000734745+0.00226491j 0.00105708+0.000796604j 0.00128057+0.00268001j 0.00228343+0.00156037j 0.00173077+0.00296401j 0.00215224-0.00035403j 0.000866254+0.00118022j 0.000927269-0.00473413j -0.00149971-0.00182755j 0.000548959+0.000175476j -0.00026495-0.000487268j 0.000610353+0.00220245j 0.000965449-0.0021123j -5.68687e-05-0.00219308j 0.00151273-0.000833992j -0.0028145-0.000650032j -0.000488691+0.00160445j -0.00104022+3.67177e-05j 0.00135745-0.000946105j 0.00112132-0.00226979j -0.00241256+0.00182581j -0.000462687+0.000523149j -0.00328807+0.00263543j 0.000284508-0.00208679j 0.00112238+0.000454929j -0.000393293+0.000233767j 0.00265889-0.000130917j -0.000122129+0.00129135j 0.000299241-6.96578e-05j 0.000635391+0.000102591j -0.000567836+0.000865861j 0.00201171-0.00374834j -0.000671882+0.00166504j 0.00128297+0.000899626j 0.000596948+0.00183572j -0.000607703+0.00231085j -0.0016305-0.00291632j -0.00101392-0.00156266j 0.000599241+0.000382667j 0.00119485+0.00169568j 0.000945674-0.00173813j 0.000429106-0.000711719j -0.000368798+0.000240619j 0.000165123+0.00110206j 0.000638943-0.000890731j -0.000498783-0.000732856j 0.00188354+0.000920356j 0.000742887+0.00195981j 2.51422e-05+0.000790443j -0.000621857-0.000693886j 0.000919965-5.65281e-05j -0.00129841-0.000919917j 0.000758694-0.000710657j 
0.00114151-0.00129451j 0.00012831+0.00115567j 0.000257529+0.0017502j 0.000318251-0.000227784j -0.00179784-0.00076087j -0.00140185-0.000176709j -0.00135831-0.0018084j 0.00202258+0.000431099j 0.00370795-0.000496322j 0.00254226-0.00231492j -0.0012481-0.000168305j -0.00202126-0.000100428j 2.93049e-05-0.000844264j -0.00178648+0.000834855j -0.000671379+0.00057205j -0.000445306-0.00321008j 0.00345068+0.00160266j 0.00167378+0.000542524j 0.00108908-0.000763187j 0.00205438-0.00323836j -0.00223103-0.00351336j 0.00249702-0.000428845j -0.00251886-0.000145073j 0.00281112-0.00205843j -0.00261942+0.00118761j 0.00119139+0.00200073j -0.00101871+0.000903081j 0.000855402-0.000864258j -0.00253071+0.00293749j 0.000912971+0.00100465j 0.00126916+0.000948989j 0.00215154-0.00233793j 0.00171369-0.000388056j -0.00050239+0.0023564j 0.00020556+0.000586947j -0.000244098+0.00126641j -0.000606452-0.000394187j 0.00298041-0.000735694j -0.000922674-0.000268202j 0.00284348+0.000779631j -0.00108117-0.00130659j -0.00138407-0.00264331j 0.00146754-0.000110436j -9.89181e-05-0.000939467j 0.000783761+0.00150111j -0.00058336+7.82199e-05j -0.00256226-0.00174976j -0.000724767-0.000884325j 0.00281164+0.000669667j 0.000802289+0.000505376j -0.000533915-0.000632117j -0.00138196+0.000326301j 0.00196013-0.000146165j -0.00346165-0.00034465j -0.000256869-0.00193654j 0.000182551-0.00128016j -0.000574307-0.000900518j -0.000139332+0.000418401j -0.00107824+0.00140141j -0.000987194+0.0011379j -0.00029248-0.00215824j 0.00269217-0.00174563j 0.00110401+0.00139245j 0.000379531+0.000266634j -0.00196017+9.66518e-05j -7.93205e-05+0.000683963j 0.00213188+0.000681442j -0.00114122-0.00128672j -0.000801876-0.00015922j 0.000135955+0.000109405j -0.000627913+9.61566e-05j 0.00171909+0.00198873j 0.000371788+0.000522987j -0.000348933-5.84169e-06j 0.000132897+0.000205407j -0.000442038-0.000110061j 0.000710396+9.92322e-05j 
0.000807964+0.00119409j -0.00208634+0.000299538j -0.000229683-0.000195291j 0.00137782-0.00188229j 0.000868433+0.000557395j 0.000814523+0.000473345j 0.00232524+0.00191561j -9.95686e-05+0.000671276j -0.000757699-0.00249596j -0.000926212+0.000664309j 0.000716314-0.000494433j 0.000275975+0.00144051j -0.00129982-0.00204047j -0.00149892+0.00425026j -0.000731994+0.000552153j 0.00612912-0.000958639j -0.00263501-0.0015465j 7.78172e-05-0.000547096j 0.00133716-0.000396959j 0.000720059-0.00148203j -0.00355511+0.00304393j -0.00143618+8.61652e-05j -0.00273109+0.00271554j 0.00105965-0.00173412j -0.000922251-0.00307566j 0.00424243-0.00310228j 0.000331101-5.12925e-05j 0.00244554-0.00134927j 0.000412318+0.000597689j -0.00193029-0.00283538j -0.00220225-4.55347e-05j 0.000633296+0.00107466j -0.00327978+0.0012822j -0.0038858+0.00102552j -0.000107409+0.000554129j -0.000843464-0.000684341j 0.00108607+0.00289995j 0.00183335+0.000151719j 0.00289767+0.000101254j -0.00156361-0.000342307j 0.000175636-0.00112023j 0.00113761-0.000460997j 0.00157633-0.000203959j 0.00200848+0.000295201j 0.00178975-0.00116722j -0.000142663+0.000370668j 0.00161161+0.000313567j 0.000492365+0.0018775j -0.00321544-0.000678294j 7.89085e-05-0.000777036j 0.000154946+0.00263412j 0.0010442-0.00177979j 9.70504e-06-0.00107645j 0.000194911+0.000761125j 0.00172455+0.000859685j -0.00278635+0.00119639j 0.00159108-7.01359e-05j -0.00190874+0.000803912j 0.00035469-0.00252214j 0.000701396-0.00066453j 0.0012161+6.93253e-05j 0.000302534-0.000137546j -0.00135017-1.4863e-05j -0.0022537-0.000705879j -0.00263251+0.00279121j 0.000449258-0.000290725j -0.000552786-0.00133837j 0.00179913+0.00109304j 0.00231364+0.000617431j 0.000207276+0.00198929j -0.00103726+0.00144997j -0.0014629-1.30592e-05j 0.000526077-0.00045248j 0.0001953-0.000950418j -0.00149572-0.000426281j 0.000739152-0.000271477j -2.49741e-07-0.000198879j 
-0.000715525-0.000156829j 0.000296191+0.00066747j -0.000489066-0.000372132j -0.00144535-0.000323436j 6.99256e-05-0.000497437j -0.000655042-0.000212212j -0.00258384-0.00173771j 0.00244257+0.000420771j -0.00310113-0.00066771j 0.000316167-0.000592528j -0.00223856+0.00115749j 0.00243794+0.000220515j 0.00390926-0.00138235j -0.0034162-0.00036062j -0.000636792-0.000346694j -0.00477345+0.00242687j 0.0017799+0.0012031j 0.0012367-0.00161362j -0.00124005+0.00238522j 0.00250684+0.00339965j 0.00319385-0.000142404j 0.00100169-0.00236665j 0.00124386-0.000910261j -0.000142983+0.00147986j 0.00333199+0.00455229j -0.00429354-0.00250894j 0.00195054+0.000849294j -0.00127785-0.00208751j -0.000334555-0.00203561j 0.00137023-0.00200979j 0.00154322+0.00102889j 1.2071e-05-0.000616257j 0.00180142+0.0016553j 0.00443284-0.00165295j -0.0020814-0.000439857j 0.00319583-0.00254059j -0.00264563-0.00344582j -0.00158922+0.000539399j -0.00143868-0.000358675j -0.000653969+0.00113574j 0.000186388+0.000877372j 0.00295274+0.00229157j -0.00256897-4.63996e-05j -0.00123625+0.000459874j -0.000775201-0.00112789j 0.00111313+7.07928e-06j 0.00161037-0.000222432j -0.00224762+0.000286885j 0.00243839-0.000252522j 0.000221706+0.000942373j -0.000873109-0.000805165j 0.00141405+0.000624911j 0.00240795+0.00218912j -0.000640164+0.000187431j -0.000746689+0.000345786j 0.000299981-0.00158453j -0.00100262-0.00070983j 0.000475068-0.00313192j 0.00222265+0.000114893j -0.000911615+0.000836258j 0.00115728+0.000299643j -0.000141282-6.03984e-05j 0.00161467+0.000280752j 0.00230637-0.000901987j -0.00185763-0.00190758j 0.00175126+0.00014025j -0.000122689-0.00128033j -0.000390032+0.000974593j -0.00172823+0.000754297j 0.000926758+0.000514862j -0.000622003-0.000713913j 0.000171754+0.000274897j -0.000886055+0.000449187j -0.000833226+6.49085e-05j -0.000345273-8.95667e-05j 0.000207351+0.00104888j -0.000267327-0.000476154j 
0.000639955+0.00147421j 0.000238551+0.000450949j -4.17084e-05-0.00231876j -0.00130554-0.00162745j -0.00126921+0.000450085j 0.000174853+0.0014127j -0.000900483-0.00154736j 0.00152841+0.00183928j 0.00280476-0.00255425j -0.000436518-0.00158401j 0.00194442+0.00182045j 0.00108813+0.00147849j -0.000760914+0.00355584j -0.000845957-0.002471j -0.00129136-0.000272212j -0.0001829-0.000783741j -0.00185637+0.00153267j 0.0020537+8.06657e-05j 0.00040924+0.00207901j 0.00105329+0.00029129j -0.00219939+0.00366309j 0.000795216-0.000612924j -0.000604547-0.00238654j 0.00376072-0.000159578j 0.00328306+0.00229149j 0.00175298-0.00118653j -0.000333889+0.00337056j 0.000574947-0.00035984j -0.00188657-0.00158907j -8.8316e-05+0.00344919j -0.0023231+0.00335275j 0.00208568+0.00186916j 4.6187e-05-0.00173257j -0.0001293+3.51058e-05j 0.00156574-0.00164544j -7.46392e-06-0.00234311j 0.0009661-0.0019387j 0.0032848+0.00131125j 0.00101683+0.00350504j 0.000747605-0.000648172j -0.00283275+0.00246475j -0.00167777+0.00199263j 0.00279923-0.000352521j 0.000429755+0.00109903j 7.83506e-05-0.00280386j 5.57437e-05+0.00142529j -0.00197223-0.00048918j -0.00190038+0.0027249j -0.000479197+0.00130922j -0.000461912+0.00106948j 0.00102553+0.00122125j 0.000832968+0.000645472j 0.00181556+0.00077129j 0.00129743-0.000503603j 0.00103922+0.000257698j 0.00134478+0.00143065j 0.000123881-0.000256411j -0.00173632-0.000452181j -0.000156712+0.000371021j 0.00158596-0.00164734j 0.00125773+0.00225135j 0.0018691-0.000657381j -0.000214736+0.00172761j -0.00243786+0.00114392j 0.00112137-0.000771877j 0.000814967-0.000351395j 0.000840904-0.00144286j -3.45565e-05+0.00126155j 0.000509794+0.001266j -0.000783011+0.00150914j -0.000786412-0.00159877j 0.000609248-0.000271207j 0.000566343-0.00124054j 0.000247266-0.00134393j 0.000560231+0.000230356j 0.000739254-3.0942e-05j -0.000400333+0.000363297j 
