0.00707128-0.00748524j 0.00642284+0.00520248j 0.000546047+0.00659126j 0.00793625-0.00149664j 0.000230412-0.000397787j -0.000585172-0.00204415j 0.00645126-0.00381046j 0.00361134+0.00526313j 0.00462267+0.0027816j -0.00324588-0.00347553j -0.00251319+0.00538513j 0.00351212+0.00563929j -0.00239752+0.0028636j -0.00271916+0.000543875j -0.000739221+0.00639631j -0.000252951+0.00642887j -8.06735e-05+0.00295961j 0.00228028+0.000345441j -0.00208709-0.00413686j -0.00358847-0.00324818j 0.00273277+0.00753043j 0.00508963+0.0047299j -0.00458665-0.00260564j 0.00182334-0.00166588j 0.00129862+0.00108654j 0.00302897+0.0037887j -0.00237056-0.00231885j -0.00052548+0.00109305j 0.00141919+0.00154041j 0.000713904+0.00177118j -0.00362228+0.00453528j 0.00187392-0.00370426j -0.00270269+0.00409753j -0.000788284-0.00443486j 0.00569331+0.00064205j 0.00172668+0.00467878j -0.00268949-0.00132948j 0.00332002-0.00710324j -0.00113033-0.00233801j -0.00192059+0.00093471j 0.0019846-0.0147244j 0.0111655+0.0115044j -0.0034908+0.00989409j 0.00614742+0.0135504j 0.0113667-0.00470271j 0.0196142-0.00772929j 0.00205612+0.00182568j 0.0261857+0.00140902j -0.0493738+0.00626402j 0.00679262-0.00491525j -0.0585046+0.0115034j 0.0114225+0.0498352j 
-0.0041241+0.00320231j -0.00176378-0.000263765j 0.00410131-0.00664136j -0.00128096+0.00836545j 0.000156089-0.0145298j -0.000315456-0.0163392j 0.00488109-0.0251723j -0.00218669-0.00413264j -0.00368213+0.0294561j 0.00375464-0.00167668j 0.00601214+0.00444025j -0.00307162-0.0213948j 0.00395468+0.00156633j 0.0128472-0.0156814j -0.00440527+0.0150335j 0.0045813+0.0295627j 0.0025791+0.0213304j -0.00905397+0.0123125j 0.00227622-0.01531j -0.000352052-0.0126601j 0.00486298-0.0139274j 0.0247412-0.0133724j -0.00287416-0.00529583j -0.0104299+0.0167522j -0.00607918-0.00104116j -0.000874726-0.0147104j -0.000400467-0.0167087j -0.00152299+0.0089222j -0.0046702+0.0139408j 0.00941534-0.0251941j -0.000117339+0.00353667j -0.00297542-0.0158225j 0.000509163+0.00893374j 0.00357432+0.010464j -0.0166298+0.00916295j 0.00109784+0.0019398j -0.00633431-0.00422593j 0.00334684+0.00282366j 0.00899489+0.00232489j 0.00483845-0.00274051j 0.00583793+0.00759082j -0.00483039+0.012204j -0.00029443+0.00158061j 0.00609735-0.00327151j -0.00277194-0.00865287j 0.00299698-0.00742764j -0.00647681+0.00602519j 0.00135748-0.00222042j 0.00140708+0.00577367j 0.00312536+0.00327031j -0.00214574+0.000658588j 0.00251733-0.000347308j 
-0.000788307+0.00170356j 0.00188671+0.000628455j 0.000154525-0.00708433j 0.00158877-0.00444924j -0.00474532+0.0026335j -0.00297569+0.00863372j 0.00321014-0.00990118j -0.000436361-0.0183457j 0.00466651-0.00939189j -0.0019738+0.00674465j 0.00261047+0.0271532j -0.00951159+0.0142182j -0.0162394+0.00977972j -0.0172885+0.0304711j 0.00352508-0.00585995j 0.025689+0.00141776j 0.0128184-0.0274809j 0.00146581-0.0198409j 0.0084791-0.00843847j 0.0129688-0.0024847j 0.0214544+0.0179226j 0.00193023+0.0114246j -0.0181837+0.0103943j 0.00289226-0.0152653j -0.0015602+0.018775j 0.0105729-0.000909079j 0.00165028+0.00805552j 0.00120833+0.00809863j 0.000383998-0.00456812j 0.00550662+0.00560629j 0.00437782-0.00826714j 0.00395046-0.00220095j 0.00673524+0.00134186j 0.0107442-0.00530729j -0.00557014-0.00480128j 0.00397806+0.00179856j -0.00929562-0.00352858j 0.00958197-0.0129105j -0.000500959-0.000474184j -0.00754743-0.0023822j 0.00385689-0.0147258j -0.0103911-0.0033934j -0.00688982+0.00248231j 0.00522002+0.000614837j -0.00473786+0.0091406j -0.00667078+0.00455504j -0.00588557+0.00795422j 0.0034019+0.00462287j -0.00240594-0.0052957j 0.00894697-0.00824371j 0.00147319+0.00129619j 0.00327643-0.00323175j 
-0.000438595+0.000817922j -0.00918041+0.00329345j 0.000200867-0.000425946j 0.0016736+0.00326225j -0.0033708-0.0136068j 0.0026347+0.0154061j 0.00151436-0.0167985j 0.00338952-0.00479413j -0.0115297+0.000250449j -0.00836999-0.0117812j 0.00849516+0.00810972j 0.0166552-0.0145005j 0.0185826+0.0137866j -0.000999581+0.0189665j 0.0232912-0.00531793j -0.031904+0.00393672j 0.00313041-0.0132229j -0.00854241-0.0157296j -0.00153645+0.00830745j -0.0120838-0.010227j -0.00597581+0.0138912j 0.000346286+0.0113869j -0.00208607+0.0104534j 0.00825329+0.0011841j -0.0100163+0.00635415j -0.0053329-0.0229746j -0.0101716-0.0275566j -0.0107843+0.00109951j 0.0185742+0.0101113j 0.00215222-0.00080253j -0.00344986+0.00537158j -0.00118303+0.00671709j 0.0049448+0.0064777j -0.00443435+0.00142011j 0.0046596-0.0014883j -0.00249466+0.00703485j -0.00289653+0.0010766j 0.011929+0.00390045j 0.0109153+0.00893545j 0.0119526+0.0142819j -0.00556751-0.00114497j -0.0055727-0.00797961j 0.00190521+0.00514528j 0.00323297-0.000257592j -0.00288347-0.00223302j 0.0052184+0.00236603j -0.00859151-0.00308576j -0.00195277+0.00252719j 0.00229078-0.00101712j 0.00280472+0.00586394j 0.00144003+0.00435903j 0.00260981-0.00287977j 
-0.00445015+0.00165359j 0.000518968+0.00344348j 0.00103692-0.00460068j -0.00167469+0.00137965j -0.00326848-0.00581963j 0.00175669-0.00473221j 0.00696955+0.00686013j -0.00276523-0.00996291j -0.00183672+0.0162848j -0.0117935+0.00207686j 0.0142456+0.0171699j 0.0112395-0.018356j -0.0116345-0.00191583j -0.00257621-0.0116574j -0.0192172+0.0274052j 0.00346041-0.00818319j -0.0251803+0.0106875j -0.0169918-0.0263633j 0.00762816-0.00296812j 0.0206134-0.0167894j 0.0212007-0.00233402j -0.000196219+0.00897087j 0.00796545-0.00238695j -0.0039973-0.0048954j 0.00603248-0.0087705j 0.0121963-0.0030166j 0.0207593+0.00118162j -0.00567319-0.0153299j -2.85818e-05+0.00437159j 0.0104412+0.00559297j 0.00543248+0.00959195j 0.00862607-0.00135406j -0.00337308-0.00623914j -0.00636328-0.0154165j -0.005201-0.0169907j 0.00453503+0.0050196j 0.000665663-0.000801569j -0.00339287+0.0189544j -0.00543906+0.0102802j -0.00218361-0.00480761j -0.00364174+0.00493416j -0.00335962-0.000260815j -0.0043675+0.00400936j 0.0041271+0.00760208j -0.00278621+0.00163237j 0.0048157+0.00263778j 0.000105939+0.000100897j -0.00117857+0.0018534j 0.00254991+0.0017379j 0.00178759+0.00211468j -0.000609935-0.0017734j 0.000872455+0.002961j 
-0.000556318+0.00353312j 0.000591305-0.00163126j -0.000730865-0.00572151j 0.00639684-0.00197292j -0.00384615+0.00290787j 0.00709279-0.0060462j 0.00124571-0.0104445j 0.0125301-0.00692605j 0.00426541-0.038044j -0.0306136-0.0149951j 0.0112694-0.0162305j -0.0121397+0.000593112j -0.0122965-0.0256667j -0.0227801-0.0331271j 0.0165438+0.00679649j 0.0202903+9.56034e-05j 0.0100988-0.00206525j 0.00190537+0.00988957j -0.00319435-0.00751035j 0.00505459+0.0206752j -0.00285755+0.0154365j -0.00361357-0.00266724j 0.00854396-0.0182808j 0.0221799+0.0178607j -0.0103917-0.0134764j 0.00473983+0.000818232j -0.00603469+0.000747057j -0.00541278+0.00389749j 0.00895548-0.00315434j -0.0139642+0.00770928j 0.0105738+0.00481493j -0.00733729-0.00106234j -0.000255362+0.000387297j -0.00639177+0.00238098j -0.00354648-0.00155533j 0.00372422+0.00498562j 0.00359477+0.00447825j 0.00272713+0.00805676j 0.00307067-0.00240817j 0.000686343-0.00297721j 0.00653058+0.00502812j 0.00687966-0.00326352j 0.000617327-0.00240544j -0.0018855-0.00499733j -0.00314387+0.00337659j 0.000888754-0.00136996j 0.00491739+7.1756e-05j 0.00134275+0.00123955j 0.0037896-0.00145236j 0.00539286+0.00449334j -0.000351512+0.000139248j 0.00121912-0.00076733j 
0.00133397-0.00217134j 0.00181271-0.00557466j -0.00271075+0.00293242j -0.00247662+0.000570147j 0.00750093+0.0138322j 0.00649729-0.0257498j 0.00372718+0.0062785j -0.00782296+0.0267283j -0.0145676-0.00905674j -0.0218405+0.00447897j -0.00110765-0.0086953j 0.00829338-0.00829044j -0.01475+0.00901812j 0.0126927+0.0111994j -0.00600857-0.038477j -0.0125376-0.0127164j -0.0236491+0.00216493j -0.0171872-0.00836121j -0.00713524-0.0249534j -0.00495937-0.0041687j 0.0115786-0.000396834j 0.0246024-0.00082596j 0.0230595+0.0184694j -0.00469675-0.0177025j 0.00517026+0.0126117j -0.00732231-0.00629418j -0.0064137+0.00273396j -0.00570024+0.00144225j -0.0047084-0.000773159j 0.00162751-0.00741154j -0.00467061-0.00207813j 0.00647974+0.00208922j -0.0130945-0.00232401j -0.0118019-0.000234567j -0.0184351-0.00253115j 0.00640582-0.0022707j 0.00446698+0.00432801j -0.00633131+3.08091e-05j 0.00539035-0.00781599j -0.000458327+0.00277888j -0.00196095-0.00131501j -0.00225405-0.00317774j 0.00455766-0.00284575j -0.000939871-0.00549587j 0.00661878+0.00461436j 0.00384215+0.00249927j 0.00943264-0.00525561j 0.00377296-0.00223636j -0.00380528-0.00177221j -0.0028523+0.000754357j -0.00119295+0.000612999j -0.00185546+0.00105936j 
0.00417887-0.000681607j 0.000341578-0.00305126j -0.000114906-0.000572999j 0.00348525-1.61255e-05j 0.000165327-0.00117417j 0.000841258-0.00693203j -0.00701315-0.0162171j 0.0032884+0.0111843j -0.00309594+0.0251694j 0.00658293-0.00292133j -0.00479066-0.0183902j -0.0132549-0.0130695j 0.0113596-0.0187231j 0.0113834+0.00744021j 0.00805479-0.0104032j 0.0210357-0.00378489j 0.0139153-0.00773905j 0.0197033-0.0193156j -0.00575119-0.00758724j -0.00345303-0.0264843j -0.0146562+0.00328829j 0.00760399-0.00514049j -0.00661881+0.0182377j 0.0147418+0.00622029j -0.0114887+0.00432225j -0.0166228-0.0211547j -0.0220483+0.00209087j 0.016248+0.000927353j 0.00713891+0.0139657j -0.0205095-0.0066651j -0.00256383+0.012426j -0.00631543-0.00403645j 0.00673751-0.00751344j 0.00795852-0.0118382j 0.00362309+0.00302476j -0.00215455-0.00366704j -0.00304319+0.0102902j -0.00702882+0.00776985j 0.0046075-0.00451455j 0.00371478+0.00127157j 0.00626869-0.00267709j 0.00414759+0.00426041j 0.00026619+0.00129632j -0.00309868-0.000745943j -0.00305488+0.00298902j -0.00673932-0.00615953j 0.0033242+0.00721005j 0.000347954+0.000842705j -0.00177552+0.00139866j 0.000529528-0.000453514j 0.000333019+1.11206e-05j -0.00177532-0.00496354j 
0.00222073+0.00255153j 0.00270203-0.00211829j 0.00348317+0.00177892j -0.00312945+0.00205426j 0.00309788-0.0161707j -0.00410393+0.0133438j 0.000815475-0.0216504j -0.00714019+0.00577546j -0.0187194-0.013291j 0.0194703+0.0157975j -0.00371995-0.0408974j -0.0163487+0.0370518j -0.00099745-0.021772j 0.00715695+0.00371211j 0.0174095+0.00223661j -0.0117118-0.00555864j 0.0018387+0.000895479j -0.0109365+0.00236842j 0.0012554+0.0184641j -0.0115394+0.00452064j 0.000609536+0.0107161j 0.0265539+0.00343861j 0.00210806-0.0128657j -0.0158513+0.00551625j -0.00368196+0.00243372j -3.38653e-05+0.0138066j 0.00330115+0.0231487j 0.00149406-0.00305298j -0.0152246-0.00516444j 0.0136303+0.0284516j -0.00485652+0.00527572j 0.00764892+0.00890817j -0.00724267-0.00483494j -0.00266166-0.00128621j -0.0198751-0.00820951j -0.00280683+0.00314042j -0.000560031+0.00568313j -0.000967758+0.00126984j 0.00597948-0.00365121j -0.000587417-0.00172724j 0.00581651+0.000834852j -0.00406726-0.00502558j 0.00194195+0.00235181j 0.00328285+0.00484317j 0.00142245-0.00250406j 0.00181754+5.26329e-05j -0.00103197+0.00634891j 0.00229573-0.000105013j -0.00440296-0.00473166j -0.00148599-0.00200737j -0.00126308-0.00128006j 0.000320511-0.00145616j 
-0.00423716+0.00315267j -0.00015785-0.00600357j -0.00710428+0.00470655j -0.00145203+0.00274698j -0.00168075-0.0208596j 0.00150666-0.0131828j 0.000969273-0.0261857j -0.0060024+0.0151305j 0.00272749-0.00199231j -0.0148468-0.0115858j 0.00840615-0.028502j 0.0448299+0.0345033j 0.0105529+0.00204781j -0.00745399+0.00287052j -0.0109579-0.0176714j -0.001188+0.00620181j -0.00674299-0.00140017j 0.00465522+0.00158521j -0.00277532+0.00372092j 0.0234164+0.0121302j 0.0055516+0.0109496j -0.0174923-0.0137984j -0.0112066+0.0108214j -0.0065509+0.0051833j 0.0103267+0.00478783j 0.0246086+0.0080328j 0.0265508+0.0154142j -0.00517485+0.00140133j -0.00765705-0.00467887j 0.00721868+0.00984941j -0.00598374+0.000518912j -0.000184128+0.00047044j 0.00227688+0.00927522j 0.0015691+0.00123001j 0.0103856+0.0107112j 0.00497309+0.00870763j -0.00198558+0.00162966j -0.00422474-0.00247689j -0.0111741-0.00717674j -0.0112025-0.00196619j -0.00829561-0.00660379j -0.0048105-0.00213987j -0.00422466+0.00416504j -0.00250746-0.00306541j 0.00538367-0.00143409j 0.000821183+0.00141078j 0.000306427+0.00559521j -0.000571834-0.00480709j 0.00212736+0.00472736j -0.00407916-0.000707424j -0.0012316+0.00249384j 0.00176242-0.000699458j 
-0.00083765-0.00101555j 0.00382526-0.00460769j 0.00136019-0.0109889j -0.00260717-0.004346j 0.00512829+0.0137986j -0.0041744-0.0370446j 0.000962706-0.00406347j 0.0156432+0.0134675j 0.0167666+0.0190507j 0.0257643-0.00873675j -0.0209574-0.00916793j 0.0126101-0.000748262j -0.0205133+0.00487743j -0.0139156-0.016044j 0.0145452-0.00841341j -0.0144476+0.00299832j 0.0173676+0.00298976j -0.00495774-0.00756072j 0.0140704-0.00792884j -0.00785101-0.0200998j -0.00787232+0.00499896j -0.00695004-0.00932252j -0.0187528-0.00260967j -0.00633773-0.00123882j -0.00544113-0.00293821j 0.00904927-0.00981735j 0.0114953+0.00854253j -0.00486633-0.0126834j -0.00798943+0.0116601j 0.00948521+0.00137121j 0.00383704+0.00677657j 0.00103831-0.00198644j -0.00683492+0.000328471j -0.00520399-0.00429855j 2.41913e-06+0.0102348j -0.00297365-0.00227566j 0.00353934-0.00664073j 0.00875065+0.0126099j -0.00590448-0.00420764j -0.00532377-0.00414362j 0.0026998-0.00660569j 0.000217627-0.00557522j -0.00137924+0.000685274j 0.00260772+0.00524102j 0.00117992-0.00010386j -0.00410938-0.00707252j -0.00163618-0.00215024j 0.00130255-0.00524904j -0.000467088+0.00564672j 0.000157373-0.00359648j -0.00122214+0.00231869j 0.00211266+0.00273974j 
0.00113929+0.000701793j 0.00114782-0.00196989j -0.00343488-0.00449279j -0.000279363-0.00661051j 0.00911868+0.0290345j 0.0051944-0.00844937j -0.00295515-0.0272686j 0.00155293-0.0329916j 0.0193321-0.00483169j 0.0128601-0.00599351j 0.029797-0.00421387j -0.0113918-0.000938743j 0.0236565-0.00261449j 0.0277531-0.017382j 0.00396399+0.00192274j -0.00211075-0.00721915j -0.00893679+0.00542595j -0.0297078+0.016687j -0.0158156+0.00141383j -0.019716+0.000171074j 0.00249405+0.000229281j 0.00882787-0.00535856j 0.00255341-0.0022846j -0.0173911-0.00154641j 0.0179377-0.0139003j -0.0155725-0.00543896j -0.00940911+0.00862882j 0.00145727-0.010431j 0.0056617-0.00385219j -0.00676777+0.00801655j -0.00307821-0.000551704j -0.000808684-0.00299122j 0.00446181-0.00141762j 0.00126366-0.00196432j -0.000125639+0.00770139j 0.000167248-0.00642408j -0.00993518+0.00507378j 0.00235637-0.00528031j 0.00669774-0.00509243j -0.0030273-0.00106569j -0.0035068-0.0105046j -0.00540155-0.00104385j -0.00348705+0.00886958j 0.00508661-0.00560319j 0.0027079+0.0097812j -0.006535+0.00477235j -0.0027312-0.00283392j 0.00588028+0.00197307j -0.00465706+0.00102871j 0.00184236-0.0122022j 0.00160251+0.000176257j 0.000830123-0.00589665j 
-0.00113505-0.00421856j -0.000277571-0.000472988j -0.00108036+0.0257796j 0.00626654+0.0196985j -0.0038679+0.00770359j -0.0139689+0.0181434j -0.00323329-0.0164436j -0.0307746-0.00627057j 0.0429561+0.00279224j -0.0102824-0.00611312j -0.00580836-0.0096102j -0.0234338+0.021837j 0.00294452-0.00298857j -0.0138915+0.00629216j 0.00525585-0.0023126j 0.00690685+0.00026629j 0.0115598+0.00539069j -0.0088949-0.0122492j 0.00311095-0.00520451j -0.0282855+0.00238161j -0.00759353-0.00766611j -0.0105815+0.00236333j 0.00447856+0.0076394j 0.00550876+0.00226907j -0.00211344-0.00676011j -0.013146+0.00575599j -0.00613164+0.0015759j -0.00838496+0.00321341j 0.00777971-0.00198631j -0.00741248-0.00204601j 0.0092074+0.00758209j -0.00468615-0.00171621j -0.00106724+0.000269513j -0.00610293-0.0093175j 0.00196047-0.00524102j -4.5762e-05+0.0118033j 0.00303424+0.00372304j 0.00597443+0.00446779j 0.000664841+0.00121736j -0.00287195+0.00310175j -0.00173727+0.00399748j 0.00677114+0.00682934j 0.00740445+0.000997568j -0.00127081+0.00193978j 0.00397233-0.00152081j -0.0012511+0.00536905j 0.00342258+0.00459375j -0.000347279-0.00068902j 0.00359026+0.00191887j -0.0053387+0.00581366j -0.00122867-0.00172838j -0.00279611+0.00308619j 
0.000586655+0.00397553j 0.0051892-0.00491084j -0.00318859-0.00475701j 0.00201634-0.0385966j -0.0169969-0.0502541j -7.66823e-05-0.00904074j 0.000354469+0.0516266j 0.019344+0.00374653j 0.0183037+0.0113373j -0.00763759-0.0225525j 0.00200557+0.00206692j -0.00712398-0.0080682j 0.00818737+0.0122256j 5.3896e-05+0.00969324j -0.00111188-0.0035575j 0.00770074+0.000684042j 0.00471629-0.000377668j -0.0150889-0.000485631j -0.0145301+0.00692311j -0.0177982-0.00546882j -0.00890164-0.0140823j -0.00632366+0.00375904j 0.00977507+0.0158382j -0.000766447-0.00440213j 0.00914549-0.00739368j -0.00830105-0.00200099j -0.00866561-0.0111738j -0.00571343+0.0062669j 0.00219646-0.00364805j -0.0124597-0.00736534j 0.00486692+0.00315133j -0.0046423-0.00377438j -0.0020845-0.00107061j -0.00488116-0.00263245j 0.000277616-0.00219158j 0.00499509+0.00625807j 0.00174649+0.000783904j 0.00139269-0.00288661j 0.00170269+0.00681954j -0.00631221-0.00303703j 0.00247701-0.00152048j 0.00531166+0.00277824j 0.00250324+0.00485814j -0.00209356-0.00368995j 0.00508277+0.00691841j -0.00431937-0.00120523j 0.00614705+0.00316337j 0.00115076+0.00148877j 0.000737912-0.00015797j -0.0011203-0.00282826j -0.000413046-0.000551168j -0.000315488-0.00316148j 
-0.00484745+0.00655117j 0.00184691+0.00561463j -0.00175567-0.036208j -0.0011411+0.0275437j 0.0116118+0.00118345j 0.0146425+0.0209616j -0.0210619-0.00907438j -0.00190203+0.0593121j 0.0175969+0.00349404j 0.0128021+0.00231916j 0.0212819+0.00553048j -0.00867042+0.000123577j 0.00707121-0.00679281j 0.00827668+0.0101514j 0.00666683-0.0102807j 0.0161915+0.00451347j 0.00786013-0.00965736j -0.0119335-0.0107179j -0.00768449-0.0194397j -0.011213+0.000696444j -0.00805903+0.00357317j 0.000832635-0.0082922j 0.00640645-0.000566699j -0.00387191-0.00574538j 0.00610776+0.00983415j 0.0011844-0.00619044j -0.00586649-9.47216e-05j 0.00241395-0.00295902j 0.00447815-0.00639651j -0.00864896-0.0061762j 0.00579844-0.00336399j -0.00494402+0.00108473j 0.0018389-0.00090388j -0.00334029-0.000858145j -0.00631807+0.00779715j 0.00261948+0.00609936j -0.000548219+0.00060337j 0.00262648+0.00316j -4.61412e-05-0.00329813j -0.0012292-0.00510835j 0.00416336+0.00153329j 0.00324158+0.00209788j -0.00383549-0.00571072j 0.0046368-0.0062085j -0.00493072+0.00428328j 0.00161932+0.00032938j -0.00161363+0.00580109j 0.000217554-0.000897054j 0.00260995+0.00285256j 0.00339106-0.00060762j -0.00106337-0.00410306j 0.00146016+0.000420827j 
-0.00535422-0.000270784j -0.000464368-0.00623462j 0.00496095+0.0152027j 0.000215569+0.0045597j 0.011634-0.00764558j -0.0193241-0.0293294j 0.056186-0.00898934j 0.00956505+0.0168021j 0.0165088-0.00689464j -0.00272307+0.00569338j 0.0349953+0.0135557j -0.0323706+0.00992301j 0.0188274+0.0137142j -0.00354518-0.0047048j -0.000257759+0.00595112j -0.0148356+0.00680925j 0.0137293-0.00209831j 0.00386497-0.00093374j -0.0154193-0.0147203j -0.00963165+0.000349829j -0.0291101-0.0027359j 0.00902886+0.00792129j 0.00574671+0.00862526j -0.0157137-0.00047969j -0.00739663+0.0063362j 0.00120982+0.00381834j -0.0106591+0.00232578j -0.00434608-0.000892527j -0.00610688+0.00569657j -0.017826-0.00860731j -0.0104538-0.00238572j 0.000912082-0.00512404j -0.00797264+0.00137784j -0.00384018-0.00224747j -0.00777108+0.000184573j -0.0108251-0.00200567j -0.0019021-0.00611248j -0.0020178+0.00138349j 0.00289775-0.000174035j 0.00188087-0.00044482j 0.00506033-0.000559648j 0.0069448-0.000743957j -0.000928031-0.00530351j -0.00413475+0.00768674j 0.00305535-0.00410908j 0.00313452-0.00655619j -0.00547437-0.000373881j -0.000269694-0.00248993j 0.00204534-0.00166667j -0.00126846+0.00464881j -0.00227013+0.00458608j 0.00388669+0.00645357j 
0.0016106+0.00483773j -0.00845441+0.00318303j 0.00336301+0.00938262j -0.000887377+0.00165012j -0.00979545-0.0232865j -0.032074+0.0186729j -0.0144202-0.0289352j 0.0506295+0.00350234j 0.0142774-0.00830953j -0.00817312+0.00387459j -0.0342291-0.00398939j -0.00188414-0.00150376j 0.0148524-0.00349986j 0.00291809+0.00536587j -0.040874-0.007053j 0.00682945+0.00536947j 0.00435221-0.001174j -0.0128413+0.00166439j -0.0149973+0.00202541j -0.0182555-0.00215633j 0.0105282+0.0128213j -0.0129505+0.000747196j 0.0198919-0.00812193j -0.00766217+0.00325469j 0.00925315+0.00391935j -0.00161755-0.00852855j 0.0111699+0.00311452j 0.00603474+0.00719726j 0.0107277+0.004546j -0.00132041+0.00776956j 0.0088352+0.00371882j 0.00173256-0.00317562j 0.00663648+0.00366428j 0.000251658+0.00453408j 0.0122969+0.00320101j -0.000198505+0.00517715j 0.00169424-0.00272406j 0.0119089+0.00216519j -0.0146352+0.00206943j 0.00606831-0.00110665j -0.00212536-0.000462948j -0.00606585-0.01008j -0.00389172-0.000363515j -0.00284147+0.000732279j -0.00546012-0.00394792j -0.00184926-0.00199416j -0.00259017+0.00269704j -0.00831978+0.000147415j 0.00511062-0.00238842j 0.00427442+0.00699045j 0.0033891+0.004543j 0.00240298-0.00204157j 
-0.0023974+0.00555641j -0.0049971-0.00478929j -0.00129901-0.0148856j -3.80314e-05-0.000488067j 0.051258-0.0277048j -0.0287236-0.0228151j -0.0296343-0.00843379j -0.0191915-0.00505757j -0.02104-0.000293994j -0.000424124-0.0110333j 0.000491404-0.00563265j -0.000224171-0.00544708j 0.00597926+0.0047691j -0.0381974-0.00814122j -0.0027789-0.00243248j -0.00596862-0.0156874j 0.0090568+0.00391269j 0.0110038-0.00346276j -0.019379-0.00543992j -0.00094984+0.000149239j 0.00305091+0.00142767j -0.00780925-0.00354668j -0.0175955+0.00687282j -0.00596803+0.00423788j -0.00907718-0.00161072j -0.00502884-0.00750627j 0.00713778+0.00522145j -0.0118-0.00154669j -0.00115532+0.00539074j 0.000812303-0.00347787j -0.00453772-0.00136161j -0.00466375+0.00244624j -0.00090957-0.00304228j 0.00298976+0.00162729j 0.00942269+0.000670536j -0.00688842-0.00337309j -0.00277614-0.000171283j 0.00280318+0.00212389j -0.00822449+0.00249037j -0.00404145-0.000198693j -0.00406119-0.00106846j -0.0067779-0.00417596j -0.00196133+0.00469222j -0.00178491-0.00251j 0.00526972-0.000547514j -0.000892789-0.000400903j -0.00940141-0.000206424j -0.00125065-0.00795042j 0.00169591+0.00779666j -0.00426344-0.00350518j 0.00139056+0.000154488j 0.00103705-0.00323586j 
-0.00418102+0.0147019j -0.00409676-0.0457645j 0.034572+0.0104277j 0.0140886+0.0470208j -0.000641041-0.0137208j 0.00662157+0.00239039j 0.00188919-0.00803092j 0.00948593+0.00220774j -0.00322157-0.00592012j 0.0113402-0.000249515j -0.0101767-0.00863662j 0.00405659-0.00469143j -0.0115335-0.000808986j 0.00714595+0.00226748j -0.00415926+0.00502303j -0.00117869-0.00157272j -0.00187142-0.00329474j -0.0037566+0.00067384j -6.74502e-05+0.00466593j 0.00461939+0.00118456j 0.000448226-0.00237623j -0.00494529-0.00178252j -2.29108e-05+0.00997306j 0.00440051-0.00253049j 0.00354204-0.00679231j -0.00207179+0.00305966j 0.00113453+0.00349976j -0.00147244+0.00554274j -0.00166079-0.00250678j 0.00112263+0.001745j 0.00145173+0.00183066j 0.00137164-0.00109272j -0.000901383+0.00395461j -0.000619181-0.00184214j -0.00198118+0.00165508j 0.00118366+0.000585193j 0.00413007+0.00307395j -0.00275041-0.000371255j -2.1528e-05-0.00182337j -0.00112397+0.00389321j 0.00329502-0.00118266j 0.00277943-0.00171392j -0.00011607+0.000161596j 1.00003e-05-0.000344061j 8.18182e-05-0.00239183j -0.000301591-0.00433814j 0.00598967-0.000142454j 0.00158423-0.000508251j -0.00229305-0.00546354j 0.00119167+0.00277396j -0.000271702+0.00137418j -0.000367006-0.00527602j 
0.00513625+0.0462826j -0.00432147+0.0144736j 0.00416719+0.0479882j -0.0377172-0.00722809j -0.000683031-0.00890687j -0.00305233+0.0176473j -0.000634499+0.00855888j -0.00456454-0.00304138j 0.0068738-0.00342458j 0.00507473+0.00261282j 0.00740358+0.00113125j 0.0105135-0.00832288j 0.000432012-0.00368277j -0.00373907-0.00426383j 0.00752206-0.00065628j 0.00360417-0.0049856j 0.000446739-0.00330414j 4.80098e-05+0.000363428j 0.00335702+0.00861433j 0.00244534+0.00256736j -0.00564647-0.00405332j 0.00573406-0.00173517j -0.00384061+0.00480016j 0.000477479+0.000518377j -0.000785745-0.00523441j 0.00394695-0.00257763j -0.00362381+0.000309829j -0.000355174-0.00150882j -0.000502811+0.000175323j -0.000519385+0.00110706j 0.00128419-0.00188222j -0.000282524+0.00258435j -0.00133802-3.90541e-05j -9.49903e-05+0.00410282j -0.00649913-0.00243295j 0.00108949+0.000359753j -0.00159892-0.00172386j -0.00236605-0.000574821j 0.00352642+0.00556934j -0.00129958-0.00507253j 0.00195612+0.00446123j 0.00306864-0.00437638j 4.40413e-05-0.00076512j 0.0046536+1.47541e-05j -0.000998865+0.00332817j 0.000473615-0.00361101j -0.00133128+0.00662867j 0.0011453+0.00235818j -0.00095524-0.00142643j -0.000419068-0.00603844j -0.000253682-0.00675038j 0.00051867-0.00109221j 
