-0.00778228+3.03577e-17j -0.0056223+1.66424e-06j -0.00680942-0.000483505j 0.00613117+0.000332689j -0.00356722-0.00013529j 0.00197766-0.000161114j 0.00744961+0.000347711j -0.0052247-0.000581967j 0.0014822+0.000238502j -0.00226603+0.000158492j -0.000467845-0.000409695j -0.0065123-0.000363114j 0.00463024+0.0005043j 0.00520779+0.000363285j -0.000374495+9.05076e-06j -0.00130341-0.000163688j -0.00141923+5.56838e-05j -0.0007135+0.000162959j 0.0019198+0.000148304j 0.00272673+8.90228e-05j 0.00032183+0.000463476j 0.00665336+0.000388977j 0.00202257+2.8982e-05j 0.00330914+0.000189163j 0.00140813+0.000423941j -0.00382253-0.00032218j -0.00491292-0.000727163j 0.00237563+7.63776e-05j -0.00109087-1.33001e-05j -0.00424394-0.000528458j 0.00544716+0.000723637j -0.00116546-0.000166669j -0.000659673+7.55626e-05j -0.000777727+0.000414755j 0.000137273-0.000271466j 0.00348258+0.000555568j 0.00311919+1.21363e-05j -0.00482696-0.000474831j 0.00317533-0.000394219j -0.000308355+6.2773e-05j 0.00192787+4.90246e-05j -0.00325041-0.000444434j 0.00251888-5.86213e-05j -0.00282488+0.000296018j -0.00549279-0.000176557j 0.00938528+0.000667788j 0.000876211-0.000642651j -0.00544651-0.00127025j 0.00658744-0.000328218j 0.0002954-0.000166266j -0.018926-0.000813293j 0.00521201-0.000634176j -0.0113526+0.00481227j 0.0385436+0.00279287j 0.00237692-2.19805e-05j 0.895321-0.00445721j 
-0.00109087+1.33001e-05j -0.00216241+0.000149726j -0.00130927-9.50683e-05j 0.00577636-0.000210905j 0.0102371-0.000304033j 0.00482466-0.000477039j -0.00402148+2.70964e-05j -0.00292818-0.000195395j 0.00314247+0.000423593j -0.0135217+1.85583e-05j -0.00479364-0.000396951j -0.00294918+0.000467026j 0.00846556+0.000337814j -0.00258966-0.000863206j -0.00198899+8.34408e-05j 0.00491055+8.16544e-05j 0.0341924-6.7083e-05j 0.00559063+0.000375381j 0.0129441+9.76369e-05j -0.00173018+7.53391e-05j -0.0463751+0.000351987j -0.0196427-5.65645e-05j -0.0317314+0.000452708j 0.0306491-0.000690684j -0.0118384+9.88596e-05j -0.0400211+0.000593045j -0.0279329+0.000108667j -0.00648901+0.000152068j 0.943149+5.28224e-12j 0.0252991-2.99073e-05j 0.0375078-0.000552991j -0.0108149+0.000102216j -0.0177325+0.000866748j 0.012075-0.000362907j -0.0180058-4.89155e-05j -0.0365221+0.000544996j 0.0154884-0.000291676j -0.0121268+0.00031727j -0.0145738-0.00034808j 0.0289996-0.000160487j -0.0122487+3.86922e-05j -0.0041682+0.000188572j 0.00253289-0.000819216j -0.0104849-0.000364839j -0.00174868-0.000311064j -0.0041046-0.000608036j 0.00464713+0.000112102j -0.00166507-0.000450216j 0.00341598+0.000215365j 0.00322482-8.3957e-05j -0.000531549+0.000498191j 0.000391289+0.000355742j -0.00157297-0.000219463j -0.000848217+6.74898e-05j 0.00102511+0.000147903j -0.00031955+3.35018e-05j 
-0.00424394+0.000528458j -0.0021178-0.00019754j -0.00080252-0.000900451j -0.00411404+0.000213249j -0.00816075-0.000322888j -0.00216825+0.000370313j 0.000623845+0.000181559j -0.0116909-0.00129578j -0.00220934+0.000841716j 0.00859408+0.000412j -0.0173193-0.000944637j 0.0204835-0.00120173j 0.0285405+0.00065969j 0.028236+0.00021941j 0.0507615-0.000747677j 0.0233428+0.000203777j 0.00853074+0.000274721j -0.0357766+5.92872e-05j 0.0167921+0.000381788j 0.0124393-0.000523078j -0.0188878+0.00150036j 0.0384512+0.000332825j 0.0365416-0.000836275j -0.00720223+0.000333592j -0.0937506+0.00015502j -0.0508606+0.000242736j 0.930717+0.000147946j -0.101587-0.00016657j 0.0252991+2.99073e-05j -0.061424+4.66096e-14j 0.034795+0.000733661j 0.0243914-0.000535077j -0.00621681-0.000371756j 0.0184934-0.000207945j 0.00494131-0.000352465j -0.00780825+0.000574571j 0.0387601+0.000598248j 0.0365859+0.000224318j -0.00143695+0.000340211j -0.0156841-0.000591205j 0.0141922-0.00129951j -0.0189315-0.000411095j 0.0134305-0.000161879j 0.00181538-0.000499514j -0.00634717+0.000251482j 0.0106489-0.000503366j -0.00288419-0.00178022j -0.00899192-0.000121996j 0.000502411+0.000812105j -0.00335608-0.000548313j -0.000716764-0.000288106j -0.00606783+0.000107905j 0.000589365+9.85547e-05j 0.00298058+0.00128698j 0.000705268+0.000104898j -0.00154186-0.000733507j 
0.00544716-0.000723637j 0.00122817-0.000128848j -0.00583401+0.000412937j -0.00038466+1.60136e-06j -0.0090473+0.000624381j 0.0091094-0.00038714j 0.00670187-0.000108996j -0.00316004+0.000358962j -0.00555114-0.000190796j 0.00329352-0.000996488j 0.0191365+0.000294175j -0.0101178+0.000546427j 0.0321408+0.000518823j -0.0145316+6.24666e-05j -0.0442889-4.22462e-05j -0.0385634-0.000175385j 0.0174753-0.000479172j -0.0491676+0.000891932j 0.0077307+8.1983e-06j -0.0190347+0.000477793j -0.0176562+0.000322507j -0.0728621+0.000202814j 0.0702853+0.00105601j 0.0812852-0.000852866j 0.0994493+0.000251222j 0.908528-0.000475744j 0.0793956+1.17505e-05j 0.131662-0.00131631j 0.0375078+0.000552991j 0.034795-0.000733661j 0.0415622+4.85468e-15j 0.00373959-0.000722516j 0.0408578-0.000970253j 0.0428841-8.82074e-05j 0.0302241-0.000384006j -0.00100695-0.00106519j 0.0277397+0.000197033j -0.0155056-0.0004901j -0.018547-5.92277e-05j 0.0146149+3.76419e-05j -0.000329983-0.000284193j 0.00267975+0.000362749j -0.0170939-0.000899273j 0.00403272+0.0010173j -0.005689-5.98693e-05j 0.00375635+0.000716226j -0.000496644+0.000118291j 0.00344843-0.000252601j -0.000309001-0.000695298j 0.00398568-0.000189831j -0.00266648-9.07293e-05j 0.000426991-0.000822996j -0.00232124+0.000145933j 0.00159971+2.66253e-06j -0.000251881+6.53116e-05j -0.00187404-0.00029642j 
-0.00116546+0.000166669j 0.00206984-0.000361593j 0.000644295-0.000123973j -0.00559905+0.000446096j -0.00260809-0.000368279j -0.00273698+0.000296459j -0.00246887-0.000373363j -0.012131-0.000575217j 0.0128002+0.000362276j -0.0132952+5.35535e-05j -0.0144789-0.00111124j 0.0113681+3.3802e-06j 0.0355179+0.00116034j -0.00234289+0.000118289j 0.0452284-0.000341169j 0.0355064+0.000842186j 0.0217089-5.69042e-05j -0.0179366+0.000202154j -0.049692+0.000798649j 0.049132-0.000870091j -0.0275237+0.000919167j 0.012775+0.000397767j -0.0891627-0.000529059j -0.0206353-0.000397373j -0.922462+0.000280895j 0.120922-0.000308436j -0.107636-0.000127959j -0.0310414-6.51726e-05j -0.0108149-0.000102216j 0.0243914+0.000535077j 0.00373959+0.000722516j -0.00726633-3.39005e-14j 0.04282-0.000312898j -0.0180497+0.000155884j -0.0101931+0.000158122j -0.019666-0.000388811j 0.0277399-0.000797822j 0.00736857-0.00071513j -0.00529528+0.000749099j 0.0126185-0.000324628j 0.000108418-0.000807113j -0.00889624-0.00158403j 0.0158169-0.000440585j 0.00869799-0.000557733j 0.00455417-0.00124213j 0.00550896-0.000352295j -0.000297112-0.000838988j -0.00550528+0.000123529j 0.00291719-2.55615e-05j -0.00137164-0.000476118j -0.000585095+0.0003155j -0.00345113+0.0002237j 0.00128159-0.000148393j 0.00297338+0.00081526j -0.000820207+1.80593e-05j -0.000756101-0.000441918j 
-0.000659673-7.55626e-05j 0.00161351+5.14479e-05j 0.00286506+0.000449503j -0.00225728+0.000285647j -0.00604374+0.000272352j -0.000310542+0.00024849j 0.0163805-0.000598085j 0.00902187+0.000275408j 0.00387085+3.24116e-05j -0.0231893+0.000268577j -0.00296651+0.000522111j -0.0209489+0.000667728j 0.00852082-0.000114482j -0.0299608-0.000111782j 0.00770381+0.000931733j 0.0220565-0.000501399j -0.0469835+0.000129465j -0.00770338-0.00173593j 0.0083907+4.62456e-05j 0.0356876-0.0005556j 0.00958401-0.000651494j -0.0877745-0.000282286j -0.0162741+0.000103591j 0.936671+0.00171313j -0.0221469+0.000244729j -0.0826629-0.00121991j 0.016719+0.000207461j -0.00592232+0.000355792j -0.0177325-0.000866748j -0.00621681+0.000371756j 0.0408578+0.000970253j 0.04282+0.000312898j -0.00157725-2.45643e-14j -0.0379627-0.00041948j 0.00287062+0.000678697j 0.00201379-0.000454268j 0.0043485+6.32285e-05j -0.00319009-0.000203328j -0.0275833+0.000285059j 0.00244435-0.000163965j -0.00423055+0.000376569j -0.00317428-0.000261429j 0.000990611+0.000336036j 0.0183834-0.000301433j 0.00307258-0.000469135j -0.000484869+0.000101984j -0.00126099+0.000412588j 0.00624519+0.000489731j -0.00312728-0.000311967j 0.00392383+0.000405475j 0.00178766-6.63294e-05j 0.000210014+0.000340109j 0.000394105-0.00029629j -0.00188517-0.000624653j 0.000555048+8.64367e-05j 0.00142147+0.000203975j 
-0.000777727-0.000414755j 0.00104787+4.67288e-05j -0.00467382-4.23679e-06j 0.00885209-0.000169697j -0.00711061+7.50133e-05j -0.00560556-0.000846917j 0.00643793+0.000507982j -0.00829103-3.47199e-05j 0.000863386+0.000582495j 0.00775534+0.000197173j -0.0127294-0.000108723j -0.0394087+0.000332073j -0.0283681-0.000673207j 0.0202864+7.52285e-05j -0.00388848-0.00125878j -0.0387009+0.000355686j -0.00976517+0.000117147j -0.041213-0.000156265j 0.0805446-0.000564204j 0.0309865+0.000713586j -0.0500712-1.80634e-05j 0.0639503-0.000436485j 0.930762+0.000439444j 0.00221902+0.000262663j -0.108336+0.000684847j -0.0516705+0.000826397j -0.0454593-0.000567519j 0.00802037-0.000145052j 0.012075+0.000362907j 0.0184934+0.000207945j 0.0428841+8.82074e-05j -0.0180497-0.000155884j -0.0379627+0.00041948j 0.0231519+3.64459e-14j -0.0247195+0.000826783j 0.0337313+0.000559564j -0.0142061+0.000131536j 0.0241408-0.000338445j -0.0153367+0.000782329j -0.00512228+0.000647446j 0.00846288-0.000756919j 0.00691144+0.000514178j -0.00724656-0.000349222j -0.000386356+0.000142203j -0.00751589-1.06139e-05j -0.00506683-0.000244364j 0.000355881-0.000279163j -0.00134272-0.000165574j -0.00423864-0.000114268j 0.00240928+0.000440778j 0.00222527+0.00031096j -0.0030426-0.000243818j -0.0021669-1.59488e-05j -0.0027307-0.000125378j 0.00215634+0.000540889j 0.00119869+0.000157753j 
0.000137273+0.000271466j -0.00775733+0.000487822j -0.00397893-0.000458681j 7.80841e-05-0.000423139j -0.00114667+0.000546641j -0.00055371+0.000737781j -0.000534559+0.000218133j 0.00639358-0.000659971j -0.00477674+0.000136023j -0.0275068-0.000163565j 0.000316215+0.000482612j 0.0177345-0.00143624j 0.0350256+0.000102352j -0.0197769-0.000275434j -0.0167437-0.000102915j -0.0216742+0.000261253j -0.0590759+0.000764967j -0.104261+0.000713281j 0.0469032+0.000405606j -0.0190912+0.000420554j 0.11765-0.000123754j -0.911454-0.00115444j 0.0628904+0.000296262j -0.0828012+0.000212396j -0.0399682+9.25992e-05j -0.0628634-0.000241798j 0.0113425-7.2516e-05j 0.0182571+0.00073111j -0.0180058+4.89155e-05j 0.00494131+0.000352465j 0.0302241+0.000384006j -0.0101931-0.000158122j 0.00287062-0.000678697j -0.0247195-0.000826783j 0.0320043+1.99905e-15j 0.0203822+0.000614035j 0.00609524-0.000532123j 0.00646779+0.000274065j 0.00465109-0.000753233j 0.0125534+4.95e-05j -0.00552335-0.000361786j -0.00271124-0.000855529j -0.00305717+1.58081e-05j 0.00543394-0.000145001j 0.00260295-8.60624e-05j 0.00745784+0.000639545j -0.000478213-0.00013929j 0.00264802+5.1475e-05j 0.0014964-0.000295383j 0.00230123-0.000676176j -0.00218289-0.000159616j 0.00175428-0.000518607j -0.00158494+0.000169965j 0.00117589+0.000445036j 0.0011056-8.68386e-05j -0.00226775-0.000370813j 
0.00348258-0.000555568j 0.00243078-3.75367e-05j -0.00273564-0.000806894j 0.00682892-4.39701e-05j -0.0106633+0.000720787j -0.00461948-0.00113829j -0.000297363+0.00107135j -0.0290437-0.000593973j 0.0182617+0.00164563j 0.00692289-6.14797e-05j -0.032436-0.000296378j -0.0260086-0.000275718j 0.0569301+0.000112833j 0.0343573-0.00141583j -0.011106-0.00132996j -0.0618738+0.000325955j -0.0371074+0.00121419j -0.00714145-0.000172129j -0.0731369+0.0007048j 0.0870211+0.000981916j -0.917423-0.000362339j -0.10638-0.000282006j -0.0407102+0.000114767j 0.00273754+0.000450518j 0.044234+0.00107994j -0.035668-0.000421233j -0.0164549-0.00122456j -0.0381625-0.000205211j -0.0365221-0.000544996j -0.00780825-0.000574571j -0.00100695+0.00106519j -0.019666+0.000388811j 0.00201379+0.000454268j 0.0337313-0.000559564j 0.0203822-0.000614035j 0.0287756+1.84225e-14j 0.00656055-0.00145356j -0.0107981-0.000214084j -0.0114332-8.34738e-05j 0.02025+0.00049362j 0.0121276-0.00214776j -0.00495894+0.00020704j 0.00810423-0.00165216j 0.00547324+0.000517791j -0.00191178-0.000488282j -0.000274412+9.24049e-05j -0.00396318-0.00051218j -0.00545268-0.000912484j -0.00103775-0.000570335j -0.000378084-0.000868169j 0.000157723+0.000882539j -0.00783639-0.000894539j -0.000828153+0.000255253j 0.00139058+0.00124118j 0.000242049+0.000489998j -0.000731752-0.000341796j 
0.00311919-1.21363e-05j -0.000943054+0.000626652j 0.00967012-0.00159669j 0.00730742-0.000454516j -0.00842412+0.00209975j 0.00039187-0.000261418j 0.00750453+0.00181364j -0.000849273-0.000412555j -0.00541533+0.000931794j 0.0323341+0.0008566j -0.0544869+0.00153465j -0.0131767+0.00034152j 0.051549-4.95621e-05j 0.00458799-0.00140463j 0.0340964-0.00153234j 0.0344048-0.00132369j -0.0858001+0.000230303j 0.0835932+0.000902821j -0.109647-0.000226128j 0.906852+0.00180288j 0.110708-0.000484309j 0.00647323-0.000389809j -0.00425637+0.000798323j -0.0294025-0.000902613j 0.0316426+0.000526122j 0.03137+0.000446973j -0.0118265-5.71703e-05j -0.0350392-0.000100483j 0.0154884+0.000291676j 0.0387601-0.000598248j 0.0277397-0.000197033j 0.0277399+0.000797822j 0.0043485-6.32285e-05j -0.0142061-0.000131536j 0.00609524+0.000532123j 0.00656055+0.00145356j 0.0139402-2.31336e-15j 0.00080936-0.000127487j -0.014879-0.000888093j -0.0029153+0.00029379j 0.00290326-0.00124827j -0.00543888+0.000790998j 0.00976028-0.000948685j 0.0090512-0.000239003j 0.00475115+0.000582099j 0.00191858-0.000317157j -0.00316285-2.30589e-05j -0.00151501-0.000850332j -0.00385165+6.60047e-06j -0.00134124-0.000844641j 0.0016516+0.000203672j -0.00552221-0.000404108j 0.00148302+0.000431614j -0.00150919+0.000500618j -0.000319365+6.25032e-05j 0.000653154+0.000209169j 
-0.00482696+0.000474831j 0.00237038-0.000182698j 0.00268459-0.000192916j -0.000852633-0.000164018j -0.000113806-0.000127942j -0.00444808+0.000789648j -0.0109451+3.78418e-05j 0.0128315-0.000344297j -0.0274312-0.000402526j -0.0137384+0.000787288j 0.00246929+0.0003546j 0.0388752-0.000370965j 0.00208862-6.37973e-05j 0.00829086+0.000111843j -0.103292+0.000164443j 0.100369-0.000276803j 0.118045-0.000581277j -0.556721-0.00117559j 0.727085+0.00163215j 0.149951-6.29127e-05j -0.0577703-0.00113546j 0.0688895+0.000115487j -0.0593251-0.000482924j -0.00250303+0.00076516j -0.00446842-0.000603254j -0.00271439-0.000660658j -0.0270627-2.11002e-05j 0.00921672+0.000167711j -0.0121268-0.00031727j 0.0365859-0.000224318j -0.0155056+0.0004901j 0.00736857+0.00071513j -0.00319009+0.000203328j 0.0241408+0.000338445j 0.00646779-0.000274065j -0.0107981+0.000214084j 0.00080936+0.000127487j 0.000178761-6.9969e-15j -0.00120177+0.000252923j -0.00239889-2.91335e-05j -0.0103826+0.000645235j 0.00978661-0.000107894j -0.00646223+0.00044323j 0.00254666-0.000178482j 0.00160399+0.000176655j 0.00229733-0.00027378j 0.000886663+5.06342e-05j -0.00042301+0.000245209j -0.00200515+0.000284498j -0.00237642+0.000199179j -0.000534597-0.000196996j 0.00135791+0.000340545j 0.00214073-0.000126081j 0.000595401-0.000169876j -0.000704005-0.000199284j 0.00142412-4.20074e-05j 
0.00317533+0.000394219j -0.00149218+0.000166627j 0.004355-0.000312478j -0.0075038-9.72749e-05j 0.00888567-0.000306871j -0.0192677+0.000181316j -0.0166176+6.45992e-05j 0.00839337-0.000577814j 0.00700182+0.00072868j 0.0242392-0.000857641j -0.0271891+0.000337502j 0.028539-0.000416232j -0.0377223+0.000216793j 0.0258046+0.000844869j 0.136021-0.000371903j -0.0383661+0.00102309j 0.125582-0.000842915j 0.726959+0.00207907j 0.551164+0.00160953j 0.0107727+0.000334164j -0.057237-0.000188497j -0.0632922-0.000955279j 0.0041742-0.000443523j 0.0289538-0.00119382j -0.0185328-0.000266732j 0.0500644+0.00100696j -0.00756585+1.34649e-05j -0.0466193-0.000955512j -0.0145738+0.00034808j -0.00143695-0.000340211j -0.018547+5.92277e-05j -0.00529528-0.000749099j -0.0275833-0.000285059j -0.0153367-0.000782329j 0.00465109+0.000753233j -0.0114332+8.34738e-05j -0.014879+0.000888093j -0.00120177-0.000252923j -0.00752638-6.73897e-15j -0.00679272+9.94334e-05j 0.0056241-0.000201579j -0.00577904+0.000102716j 0.00350452-0.000465409j -0.00934162+9.33847e-06j 0.00581965+0.0001772j -0.000406381+0.000114918j 0.00268945-0.000280905j -0.00225856-0.000272135j 0.001121+6.03927e-05j -0.00720508-0.000251144j 0.000938883-8.79863e-05j 0.000655453-0.0001158j 0.0022743+0.000426422j 0.00190154+0.000226544j -0.00253749-0.000402369j -0.000726151+9.28249e-05j 
-0.000308355-6.2773e-05j 0.00118929+4.02412e-05j -0.00371545+0.000564697j 0.000947924-5.77377e-05j -0.00519424-0.000581082j -0.028934+0.00079548j 0.00903907-8.89147e-06j 0.0108119-0.000183767j 0.00929443+0.000733678j -0.0183726-0.00111292j -0.00421301-0.000413506j -0.0136233-0.000974029j 0.0226644+0.00010028j 0.0254407+1.09523e-05j -0.0870599-0.000756458j -0.15008+0.000398558j -0.906718-0.0010906j 0.0191014+0.000685404j 0.159458+0.00157961j -0.056872-0.000138736j 0.0225444+0.000818432j 0.0691559+0.000984622j -0.0288025-0.000306116j -0.0298367-0.00032091j -0.0187085-0.000200646j 0.0275704+0.000749454j 0.0063865+8.67278e-05j -0.0178717+4.96698e-05j 0.0289996+0.000160487j -0.0156841+0.000591205j 0.0146149-3.76419e-05j 0.0126185+0.000324628j 0.00244435+0.000163965j -0.00512228-0.000647446j 0.0125534-4.95e-05j 0.02025-0.00049362j -0.0029153-0.00029379j -0.00239889+2.91335e-05j -0.00679272-9.94334e-05j 0.010306+2.04791e-14j 0.000832733-0.00014105j 0.00228299-0.000207316j -0.00125185-0.000366182j 0.00227649-9.54943e-05j 0.00136664-0.000532301j -0.0020897+0.000294207j -0.00272702+0.000175637j -1.67724e-05+4.05864e-05j -0.0012661-0.000493966j -0.000516684-2.08037e-05j 0.00290573+0.000265199j 7.69454e-05-0.000261454j -0.000133835-3.05082e-05j 0.000315725+2.66894e-05j -3.45812e-05+0.000186717j 0.000904734+5.69467e-05j 
0.00192787-4.90246e-05j 0.00099756+0.000450767j 0.00470843-0.000985927j 0.00856366-0.00179448j -0.00905776+0.000208401j 0.00560087-0.000146481j -0.033358+0.0006756j 0.00650524-0.00143266j -0.0455025-0.00124564j -0.0539071+0.00149595j 0.0269411-0.00114748j -0.0224463+0.000617888j -0.0362876+5.57575e-05j -0.0756722-0.000959968j -0.782261-0.00211085j -0.474263-0.00250074j 0.14012-5.92466e-05j 0.0952226+0.000207938j -0.0111443-0.00044225j 0.0343652+0.00202797j 0.0170389-0.000558547j 0.0158113-8.80605e-05j -0.0231261+0.000573302j 0.00973623-0.000634939j -0.0531364+3.98132e-05j -0.0331199-0.000140715j 0.0472838+0.000562203j 0.0248174-0.000234751j -0.0122487-3.86922e-05j 0.0141922+0.00129951j -0.000329983+0.000284193j 0.000108418+0.000807113j -0.00423055-0.000376569j 0.00846288+0.000756919j -0.00552335+0.000361786j 0.0121276+0.00214776j 0.00290326+0.00124827j -0.0103826-0.000645235j 0.0056241+0.000201579j 0.000832733+0.00014105j -0.0154406-1.625e-15j 0.0114155+0.000138409j -0.0104899+0.000369563j 0.00341233-0.000883959j 0.00181928+0.000379464j -1.73684e-05-0.000780563j 0.00128871-0.000515163j -0.00126679-0.00064165j -0.00402078+0.00077402j -0.00243826+5.12794e-05j -0.00256412+3.15476e-05j 0.000630235+0.000582485j 0.000962988+0.000131614j 0.000349261-0.000348596j -0.00121504-0.000215745j 0.000100146-1.23342e-05j 
-0.00325041+0.000444434j -0.00463818+0.000523353j 0.00640427-0.00110736j 0.00790947+0.000219495j 0.00818245+0.00147934j -0.0180153-0.000417824j -0.00489789+0.00109316j -0.0045969+0.000572642j 0.0384816+0.000300977j 0.0073022+0.000631308j -0.0329382-0.000772657j -0.0305618+0.00100637j -0.0156891-0.000497024j 0.11183-0.00220222j 0.468478+0.000865508j -0.780334-0.00271958j 0.0905904+0.000995807j -0.153066-0.00166751j 0.0129839-0.000516545j 0.00224248+8.74088e-05j 0.0430526+0.000873046j 0.0264464+0.000561064j -0.0335248-0.000806704j 0.0188048+0.00109761j 0.00175977+0.000793611j 0.0159077-0.000358671j -0.00663377-4.17527e-05j -0.0343283+0.00072494j -0.0041682-0.000188572j -0.0189315+0.000411095j 0.00267975-0.000362749j -0.00889624+0.00158403j -0.00317428+0.000261429j 0.00691144-0.000514178j -0.00271124+0.000855529j -0.00495894-0.00020704j -0.00543888-0.000790998j 0.00978661+0.000107894j -0.00577904-0.000102716j 0.00228299+0.000207316j 0.0114155-0.000138409j -0.00467401-1.82818e-15j 0.00380166-0.000415319j -0.00332132-0.000686594j -0.000118022-0.000436705j -0.00528042-0.000264562j -0.000401135+0.000447953j -0.000198375-0.000241008j 1.77738e-05+2.50473e-05j -0.00148178-0.000136089j 0.0018393+0.000579982j -0.0016907-0.00023108j 6.95843e-05+7.66722e-05j -0.00281005+0.000568018j 0.00145654+0.00011707j 0.00104768+0.00025929j 
0.00251888+5.86213e-05j -0.00471323+0.000485095j -0.00198107-0.00139089j -0.000809441-0.00160497j -0.0379035-5.87216e-05j 0.0116451-0.000326597j -0.0108786+0.00103108j 0.00804132-0.00229133j -0.0659155-0.001055j -0.039065+0.00194511j 0.066957-0.000114392j 0.0155026-0.000785745j 0.0620793-9.20132e-05j -0.92399-0.000470986j 0.142207+0.000325919j -0.0488281-0.00229217j -0.0165539+0.000251732j -0.000689831-0.000997941j 0.0178371-0.000647034j -0.00561081+0.00116325j -0.0240935-0.00043459j 0.0338829-0.000317287j 0.00554344-0.000685411j -0.0192015+0.000304714j -1.24599e-06+0.000391989j -0.0172562-5.88362e-05j 0.00496323-0.000623185j 0.0328075-0.00107234j 0.00253289+0.000819216j 0.0134305+0.000161879j -0.0170939+0.000899273j 0.0158169+0.000440585j 0.000990611-0.000336036j -0.00724656+0.000349222j -0.00305717-1.58081e-05j 0.00810423+0.00165216j 0.00976028+0.000948685j -0.00646223-0.00044323j 0.00350452+0.000465409j -0.00125185+0.000366182j -0.0104899-0.000369563j 0.00380166+0.000415319j -0.00680607-9.60169e-16j 0.000967192-0.000301544j -0.00151821+0.000677562j 0.00714708-0.000522905j 6.31635e-05-0.00101792j -0.000618434-0.000710828j -0.00474654+0.000903712j 0.000381461-0.000129657j -0.00212638-0.000296067j -0.0018016+0.000124211j 0.000479862+0.000378194j 0.0018302+0.000127135j 0.00023548-0.000167821j -0.00203993-0.000423728j 
-0.00282488-0.000296018j -0.000227104+0.000403847j 0.00154403+0.000803736j 0.0169538+0.000116933j 0.0119037-9.75052e-07j -0.00826746-0.000411699j 0.0525784-0.00132414j 0.0272586+0.00223556j 0.0150158-0.00093978j -0.000855114+0.000606245j -0.0485393+0.000588478j -0.0834491-9.59063e-05j 0.923967+0.000156286j 0.0413083+0.000259889j -0.0280675-9.53205e-05j -0.00484503+0.000456899j 0.0485784-0.000290402j 0.0226872+0.000303417j 0.0262837-6.5333e-05j -0.0481259-0.000120405j 0.0189288-0.000423309j 0.0176308-0.000298436j 0.0038771-0.00059935j -0.0168898-0.000237442j 0.00640427-0.00128602j -0.0143893+0.000614891j -0.0068011+0.000903562j -0.0157573+6.98838e-05j -0.0104849+0.000364839j 0.00181538+0.000499514j 0.00403272-0.0010173j 0.00869799+0.000557733j 0.0183834+0.000301433j -0.000386356-0.000142203j 0.00543394+0.000145001j 0.00547324-0.000517791j 0.0090512+0.000239003j 0.00254666+0.000178482j -0.00934162-9.33847e-06j 0.00227649+9.54943e-05j 0.00341233+0.000883959j -0.00332132+0.000686594j 0.000967192+0.000301544j -0.00395651+1.7421e-15j -0.0019849+0.000338223j -0.00622603-0.000248926j -0.00183426+0.000952932j 0.00410284+0.000226901j -0.000247958-1.41725e-06j 0.00580337+0.00045509j 0.00319448-0.00012059j 0.00177377+0.000249959j -0.00301854-0.000439015j -0.00573965-0.000862692j 0.00261303+0.000486767j 0.0028084+0.000704432j 
-0.00549279+0.000176557j -0.00696464-0.000257324j -0.016661-0.000267572j -0.000890842+8.96448e-05j -0.00257476-0.000490605j 0.0306222-0.00215237j -0.000630496+0.00229456j -0.0273545+0.000502269j -0.00609275+0.000486601j 0.0259489-0.00106494j 0.341273-7.00148e-06j 0.854297+0.00483045j 0.072374+0.000259749j 0.0401498+0.000632472j -0.00133943-0.000145368j -0.0294257-0.000617944j -0.018282+0.00114663j 0.0201869+1.64853e-05j 0.00145164-0.000756935j 0.0238706+0.000951436j -0.00923469+0.000428814j 0.00320024+0.000989273j 0.0084805+0.000372952j 0.0119305+0.00103986j 0.00162266+0.000672852j 0.00352516+0.000735702j -0.00893477-0.00145067j 0.00802105-0.000390144j -0.00174868+0.000311064j -0.00634717-0.000251482j -0.005689+5.98693e-05j 0.00455417+0.00124213j 0.00307258+0.000469135j -0.00751589+1.06139e-05j 0.00260295+8.60624e-05j -0.00191178+0.000488282j 0.00475115-0.000582099j 0.00160399-0.000176655j 0.00581965-0.0001772j 0.00136664+0.000532301j 0.00181928-0.000379464j -0.000118022+0.000436705j -0.00151821-0.000677562j -0.0019849-0.000338223j -0.00824312+3.29597e-17j 0.0022261-0.000354842j -0.0011486+0.000101188j 0.00325072-0.000387657j -0.000265086+0.000313314j 0.00449221+0.000175065j -0.00283391+0.000204581j -0.00107993-8.6886e-05j -0.00288622-0.000111913j -0.000778184+0.000318683j 0.00397355+0.000330394j -0.00171329-0.000394793j 
