0.0055211-0.00955059j -0.00783654-0.0044738j -0.0081374-0.0038673j 0.00496169-0.00716792j -0.00533856+0.000692508j 0.00440128+0.00309413j 0.0049721-0.00906663j -0.00786886-0.00556838j 0.00759531+0.00628847j -0.0016725+0.00425639j 0.00101078+0.0102113j -0.000859304-0.00475598j -0.00338913+0.00205833j 0.00443881+0.011172j 0.00597844+0.00284781j 0.000240218+0.00219592j -0.00126937+0.00335246j -0.00306624+0.00652606j 0.00193886-0.000572864j -0.00364417-0.00116744j 0.000825958-0.0017311j -0.00553627-0.00701966j -0.00465803-0.00505063j -0.00768105-0.00812282j 0.00592457+0.00124503j -0.000513121+0.00529598j -0.00482723-0.00528608j -0.00226338-0.00171223j 0.0035785+0.00205098j -0.00160004-0.00705238j 0.0038084-0.00111925j 0.00472156+0.00322212j -0.000523196-0.00362204j 0.00219188+0.00343009j 0.000148623-0.00144171j -0.00308097+0.000328977j -0.00457609-0.00680333j -0.00203944+0.00574023j -0.00236719-0.000326246j 0.00145588+0.00054779j 0.00806469+0.00090319j 0.00504947+0.00251026j 0.000947246+0.0011508j 0.00712048-0.000269736j 0.00183003+0.000624327j -0.0040109-0.00309877j 0.00268979-0.00265246j -0.000997963-0.00250325j -0.00607784-0.00509863j 0.00195171+0.00286447j 0.00312241+0.00111091j -0.00151867-0.00648624j -0.00282709-0.00250198j 0.00535711+0.00124202j 5.7633e-06+0.000911777j 0.0044691+0.00543229j -0.00521087-0.00626066j -0.000250993+0.0150546j 0.00697095-0.00149535j 0.00174387+0.00140968j -0.00858011+0.0184253j 0.000677231-0.00506403j -0.00435958+0.00546314j 0.00482751+0.0054273j -0.00193995-0.00188203j -0.000181803+0.00266554j 0.0028366-0.0146431j 0.00984284-0.00287671j 0.002494-0.0130789j 0.00469752-0.00624548j 0.00161006-0.00663975j -0.00861491-0.00790384j -0.0125047+0.00390964j -0.00412287-0.0189578j 0.0146307-0.0091012j 0.01062+0.00543977j 0.00796131+0.0304j 0.0516599-0.0133872j -0.00665614-0.0627037j 0.0341216+0.0326586j -6.33944e-08-0.0190403j -0.0118444-0.00212476j -0.00953325+0.00995149j 0.00418176-0.00727697j -0.014031-0.00261082j 0.0152111+0.000273164j 0.000282633+0.0149691j 0.0280035+0.0120051j 0.0462322-0.00298497j -0.0140491-0.0161544j 0.0807099-0.0119561j 0.0201818+0.076471j 
0.00463988-0.00128034j -0.000432954+0.00392903j -0.00363134+0.0101591j 0.00669752+0.00202935j -0.0086646+0.009896j 0.00105903-0.00698524j 0.0105191+0.00128704j -0.0100031+0.00646436j -0.00204936+4.30482e-06j -0.00878787+0.0136545j -0.00135269-0.00902294j -0.00216374+0.00223701j -0.00299641+0.00870814j 0.00341118-0.00789188j 0.00685852+0.00484382j 0.00165985+0.00399545j 0.0120585+0.000292291j -0.00908291+0.00109759j -0.00544185+0.00348932j 0.00364154+0.00556197j -0.00651212+0.00105405j 0.00503099+0.0115218j 0.00749589+0.000990201j -0.00724895-0.00486514j -0.00942309+0.00298325j 0.00286106+0.00108888j -0.00869305-0.00488924j -0.00197915+0.00586904j 0.00460332-0.000651665j 0.00656033+0.000574532j -0.00295171-0.00616628j -0.00688803+0.00471221j 0.00365678+0.0110155j -0.00604311-0.00960796j 0.0151293+0.00617064j -0.0184465+0.0134419j 0.00992983-0.00534462j -0.0120424-0.0101026j 0.0254423-0.00213805j -0.0041792-0.00813871j 0.0142157-0.00178364j -0.00281582+0.0119312j 0.00448096-0.00802764j 0.0113657+0.0159317j 0.0084582-0.00643732j 0.00448564-0.0120868j -0.00808363-0.00972831j 0.00188688+0.0163613j -0.0201247+0.000844003j 0.0024041+0.00655313j 0.0107153+0.00777747j 0.00310008-0.00899038j -0.0106312+0.00514277j 0.00165997+0.0152261j 0.00686358-0.00903292j -0.00978662-0.00771909j 0.01573-0.0175438j -0.0107002+0.00578342j -0.0066281-0.00743019j 0.00722188-0.0150479j -0.0110128+0.00833078j 0.00521072-0.00712265j -0.00350293+0.0036518j -0.00616727-0.00139825j 0.00799721-0.017107j -0.000678948+0.00680581j 0.00343251-0.00184063j -0.00141221+0.00879519j 0.00720687-0.00346333j -0.00554865-0.00540599j 0.0040513-0.00411004j -0.00216005+0.0179656j 0.00184519+0.00548108j 0.00696247+0.00362742j 0.0103862-0.00098349j -0.0016298+0.00517371j 0.00110367-0.00329499j 0.0139937-0.010321j 0.00698324+0.0105366j 0.000432312-0.0182169j 0.00205332+0.00641571j 0.00504698+0.00526619j 0.0138235-0.00287215j -0.00398236+0.00520255j 0.00370367-0.0092887j -0.00749622+0.00691667j -0.0120773-0.00368645j -0.00748251-0.0136714j 0.0164606+0.00126978j 0.000978883-0.00977477j 0.0186775+0.00334501j 0.00125744-0.00511284j 
-0.00137461+0.00059082j 0.002321-0.00427861j 0.00322888-0.00143697j -0.00245328-0.00539322j 0.00436426-0.00417767j -0.0047811+0.00310981j -7.59901e-05-0.00199574j 0.000329468-0.00349059j 0.00212155+0.000935148j -0.00262809+0.00126911j -0.000798788-0.00574174j 0.00153933+0.00383258j -0.00217082+0.00138865j -0.00324145+0.00327428j -0.00122414+0.00272143j 0.00124785+0.00613793j -0.00309502+0.00690282j 0.00730704+0.00453366j -0.0046073-0.00178927j 0.00377886-0.00394192j 0.00396245-0.0142084j 0.00101959+0.00634026j -0.00262958+0.00354765j 0.00694598-0.00512035j 0.00506628+0.0162458j 0.010077-0.0223819j 0.00395905-0.00179138j -0.00107693-0.0064909j -0.0122872+0.00984031j 0.000463918+0.0153774j -0.00960655-0.00022695j 0.00656294-0.00651338j -0.0152026-0.00304362j -0.0190615+0.000407597j 0.0146499-0.0144373j 0.0156558-0.00309282j 0.00557812-0.00459729j -0.0107567-0.00921379j 0.0153769-0.00252139j 0.000856265-0.0127759j 0.000673679-0.00320499j -0.00164899-0.0118219j 0.0235747-0.00421908j 0.0112066+0.00365869j 0.00641684+0.0095773j 0.012437-0.00917024j -0.00684286+0.0124341j 0.00324168-0.00457923j 6.51057e-05+0.00185693j 0.00632988-0.0101374j 0.00521635-0.0132495j 0.00529912+0.0099591j -0.00897463-0.0121738j 0.00961708-0.0131085j 0.0164914-0.012546j 0.00629572-0.0228194j -0.00688778+0.022724j 0.00677734+0.00543178j -0.00524346+0.0165368j -0.0030596+0.000281591j 0.00854419+0.00174157j 0.00169138-0.0102074j 0.00276308-0.011972j 0.00233719-0.000348771j -0.00935742+0.00943184j 0.00248714-0.00566837j 0.000593664-0.00914709j -0.00669822-0.00201495j -0.00727843+0.000104639j 0.000832519-0.0263414j -0.00280831-0.00686448j -0.00556209-0.00119207j 0.000173397-0.0114802j 0.008048-0.0013914j -0.00241641-0.0121185j 0.00809573-0.00544109j -0.00276668-0.00216226j -0.00863572+0.00810228j 0.00731255-0.00281869j -0.00727697+0.0180191j -0.0145325-0.00830005j 0.00307712-0.00277198j -0.0053134+0.00864329j -0.000290624-0.000623691j -0.00789589+0.00825958j 0.00286541-0.00944593j 0.000271033+0.00203357j 0.00644917+0.0108724j -0.0113439-0.00571541j -0.00589146-0.000307504j -0.0102171-0.0039581j -0.00924852+0.0028164j 
-0.00207319+0.000259537j -0.00192116+0.00253738j 0.0022329-0.0020011j 0.000282134-0.00121262j 0.00313964+0.00272858j 0.00260267+0.0012008j -0.00268992+0.00254892j 0.00118903+0.0051418j 0.00397538+0.00144272j 0.0098425-0.00355449j 0.00221521-0.0059527j -0.00168095-0.00499821j -0.000519007+0.00300249j 0.0135105-0.00887616j -0.00274094+0.00785859j 0.000211181-0.017152j 0.00592147-0.001393j -0.0011324-0.00617002j -0.00149804-0.00646944j 0.00666362+0.00866483j -0.000550685+0.0050967j 0.00679592+0.00100305j -0.00687288+0.0175105j -0.00405828+0.0109034j -0.00780906-0.00329661j 0.00508125+0.00693554j -0.00552249-0.00813042j -0.0125747-0.00924184j 0.00991917-0.0246584j -0.0100311+0.00349748j -0.00970266+0.0189461j 0.000251792+0.0103221j -0.00521811+0.0158877j 0.00203494+0.00767229j 0.00532277-0.0166487j -0.000883767-0.027174j -0.0083932+0.00580398j -0.00695577+0.00452726j 0.0143573-0.029138j -0.00247905-0.0128279j -0.010745+0.0120647j -0.00281827+0.00655325j -0.00146059+0.0187642j 0.00809943-0.0225579j -0.00542533+0.00044952j -0.00654846+0.0090331j -0.00211076+0.000673208j -0.00852632+0.01572j -0.0132759+0.0126022j 0.0039133+0.0174138j -1.41202e-05+0.0294044j -0.00145019-0.0255932j 0.00930894+0.00773093j 0.00692551+0.0068992j 0.000547599+0.00158069j -0.00734947-0.00847823j -0.00115925-0.00535116j -0.0101139-0.00130157j -0.0147103+0.00751893j -0.00584281-0.00457654j 0.00149421-0.0131356j -0.00635752+0.0126013j 0.00330103+0.0178532j -0.00898965-0.000481708j -0.00656892+0.00558192j 0.00157582+0.0147531j -0.00661164+0.00527519j -0.00402605-0.0150911j 0.00423446+0.00715808j 0.00297552+0.00138947j -0.00228135-4.57204e-05j 0.0022204-0.00583903j 0.00306284-0.000343418j -0.00517352-0.00387845j -0.0142561-0.00570335j 0.00171516-0.00523729j -0.0168436-0.00160433j 0.00326164-0.000354757j -0.0205573+0.00761098j 0.00806829-0.0109812j 0.00721604+0.00711232j 0.000990105+0.00123084j -0.00236873+0.00458224j 0.0134881-0.00866242j -0.00236085+0.00457039j -0.00249966+0.000225946j 0.0138621-0.00511182j 0.00854987+0.00395892j -0.00276288+0.00510701j 0.00845517+0.0096574j -0.00146746-0.003136j 0.00684147-0.00653024j 
-0.00310821-0.00247843j 0.00249073-0.00286635j 0.0023068-0.00494485j -0.00612938-0.00603239j 0.00301054-0.00171198j -0.00242237-0.00126543j -0.00665871-0.00114397j 0.00600335-0.00406635j -0.00597643-0.00215227j -0.00759734-0.00387948j 0.00558524-0.00517562j -0.00755188+0.0058749j -0.00157901-0.0130627j 0.00348576+0.00058326j -0.0128251-0.00498383j -0.00670401+0.00412576j 0.00898461+0.00238487j 0.0106945-0.00521361j 0.00621885-0.00573965j -0.0130856+0.000464899j 0.000992097+0.000164276j -0.0202249+0.0108741j -0.00375508+0.00384952j 0.00117896-0.0172094j 0.00676078+0.0194915j 0.00518544-0.00900333j 0.00577479-0.0054159j -0.000167511+0.00899133j -0.0131149+0.0106902j 0.00431502+0.000902537j -0.00137303-0.0104987j 0.0011399+0.00162787j -0.0213197-0.00237933j -0.0229788-0.00251217j 0.00100332+0.00717431j 0.0111705+0.0163921j -0.0229443+0.00876475j -0.0149309-0.0122002j -0.01126-0.00408632j -0.00324074+0.00355884j 0.00901337+0.00602482j -0.0146901+0.00475107j -0.00125406+0.0170122j -0.0144241-0.0056205j 0.00597108-0.00908375j 0.0075971-0.0053791j 0.0110127+0.00408354j 0.00845015-0.00196887j 0.0108848-0.00473135j 0.0230723-0.00652711j -0.00494984-0.0047992j 0.0112733+0.00507361j 0.00711991-0.00786105j -0.00271109+0.00452164j -0.00389748+0.0252273j -0.00505859-0.000334886j 0.00511995-0.00238914j 0.0095612-0.00168448j -0.00217313-0.0144133j 0.00453422+0.00100204j 0.00422563-0.00966533j 0.0127087+0.0058567j -0.0230716+0.00619745j 0.00888649-0.0147857j 0.00500893-0.00104141j 0.00737739-0.00482418j 0.00283716+0.000304394j -0.00275976-0.0303895j -0.00133574-0.00139594j -0.00297975+0.00215445j -0.0233817-0.0001211j -0.00605346-0.00843818j 0.00630324-0.00252121j -0.0181941+0.0144798j -0.00214887+0.00148076j 0.000848792+0.004635j -0.00161459-0.00398654j -0.0112719+0.00162717j -0.0142212+0.00156971j -0.00643367+0.00439479j -0.00790485-0.00296356j -0.0143285-0.0057451j 0.00730555-0.000419164j -0.00199081+0.00189501j 0.0106412-5.66864e-05j -0.00449856+0.00996984j 0.0194614-0.00773165j -0.0061633-0.00492587j 0.0106538+0.0048838j 0.00185871+0.00202262j -0.00926727-0.000551669j 0.00792791-0.00325316j 
0.0028362-0.00351295j 0.00176248+0.00250094j -0.00243528+0.00216881j 0.00264329+9.64984e-05j -0.00301272+0.00393041j -0.00303015-0.00152522j 2.68449e-05-0.00100251j 0.00407983-0.00291307j -0.00647917+0.00163578j -0.00106841-0.0111792j 0.001518+0.00242066j 0.00990784+0.00139488j -0.00404955+0.000113299j -0.00651632+0.00439386j -0.00595859-0.00619794j -0.00134843-0.00953282j -0.00179005-0.012128j 0.00126049+0.00814523j 0.00243767+0.00664423j 0.00312806+0.00723145j 0.00471331-0.00625915j -0.00313124+0.0127091j -0.00132302+0.0101113j -0.00586883+0.0174317j 0.00614619+0.0141006j -0.0028645-0.0192098j 0.00033677-0.0136544j 0.000766062-0.0226492j -0.00672972-0.0145163j 0.00147075+0.00431619j -0.000392129+0.0140113j 0.00489536+0.00580385j 0.0167664-0.0181865j -0.00540859+0.00967059j -0.0136454-0.0181649j 0.00531964+0.0034003j 0.000292189-0.00287472j -0.00130672-0.00549674j -0.0063609+0.00369216j -0.0169931-0.00123747j 0.00883829+0.000813631j 0.00306005-0.00133328j 0.00213406-0.00373575j -0.00137673+0.00380921j -0.0138299+0.0302979j 0.0104383+0.0252789j -0.00506996+0.00138099j -0.00389136-0.0226994j 0.00328707+0.00245035j 0.00730012-0.00613556j -0.0131254+0.00788353j 0.00996688-0.00755321j -0.00290739+0.0110128j -0.000759946+0.00432095j -0.00413588+0.00781638j 0.00988865+0.00342326j 0.00638685-0.0083635j 0.00359113-0.0202949j 0.00257566-0.0116464j 0.00620168-0.00571072j 0.00937015+0.00837337j -0.00118507-0.0215331j -0.00990827-0.00488176j 0.0197715-0.017294j -0.00269511-0.000416883j -0.00506314-0.00842679j 0.00171794-0.000278944j -0.00759684+0.0249449j 0.0171853-0.00943959j 0.00534342+0.00058018j -0.00381052-0.00306765j 0.0033131-0.00459853j -0.00264032-0.00230516j -0.00360883+0.00860134j 0.000711298+0.00170049j -0.00253956-0.00405658j 0.0167313+0.000686037j 0.00347217-0.0125301j 0.00729874+0.0123681j -0.00545213+0.00537445j 0.00819118-0.00790758j -0.0135877-0.0047318j 0.000212127-0.00305169j -0.00712362+0.00724896j 0.00212181-0.00446791j 0.00199494+0.00428342j 0.00645622-0.00470381j -0.0193174-0.00738544j 0.00758653+0.000513674j -0.00319781-0.00580998j 0.00771775+0.00147022j -0.000162572-0.00368547j 
-0.00468681+0.000765219j 0.000612441+0.00114885j 0.00294699-0.000772874j -0.00770335-0.00517321j 0.00669523-0.00698333j 0.00626842-0.000776342j -0.0068779-0.0130166j -0.000322812-0.00258798j 0.000940499-0.0156389j 0.000614033-0.00665563j -0.00782974+0.00682954j -0.000621631-0.0086252j -0.000119187+0.00336653j 0.00702478-0.00157752j 0.00225978-0.0217898j 0.00441884+0.00652749j -0.00442927-0.00535702j -0.00396674+0.010061j 0.00984421+0.0201811j -0.000345658-0.0103345j 0.00654615-0.00149368j -0.011306+0.00644607j -0.0177928+0.00867922j 0.00882039+0.0177194j 0.00681251+0.00578253j 0.00277914+0.00874813j -0.00471161+0.00246308j 0.00264898+0.00547679j -0.00156343-0.00133933j -0.00263246+0.019162j 0.00268054+0.00458486j 0.0120996-0.00221051j -0.00801001+0.00347718j -0.00191073-0.00836549j -0.00510168-0.000765198j 0.0104129-0.0158919j -0.00207843-0.0228708j 0.0113327-0.0102895j 0.00266808+0.0154285j 0.000353967+0.0101482j -0.0104482+0.0161693j 0.00244138+0.0181233j 0.0215481+0.00308627j 0.000319081+0.00255296j 0.00616834+0.00125759j -0.00197249-0.00416256j 0.00850103+0.0177551j 0.00286389+0.0101811j 0.000645596-0.00327899j -0.00634872+0.0180228j 0.0115255-0.00925618j 0.00430953+0.00100407j -0.000383111+0.0164864j -0.00137999+0.00689553j -0.00325757+0.00594217j -0.00885951-0.00752374j 0.011708+0.00664129j 0.00477758+0.00335356j 0.00271745-0.00799967j -0.00350108-0.000994884j 0.000960979-0.0147029j -0.00430183+0.00963132j -0.00564349+0.0099621j 0.00295267-0.0102449j 0.000181478+0.00484173j -0.00242562-0.00570205j -0.0070309+0.00491834j -0.0156981-0.0244388j -0.00533682-0.0141979j 0.006285-0.00590831j 0.00263441+0.00955374j -0.004094-0.0034644j 0.00649736-0.000171295j 0.00154815-6.40232e-05j -0.00681528-0.00139077j 0.00876113+0.0108618j -0.0118201+0.00524633j -0.00868025-0.0152877j 0.000649192-0.0180127j -0.00720308-0.00833029j -0.0144324-0.0118643j 0.0149008-0.0111815j 0.00980051+0.0152652j 0.00824948+0.00882016j 0.000678176+0.0139627j -0.00764078+0.000384648j -0.00345943-0.0121558j 0.00907191-0.00379626j -0.00572573+0.00773245j 0.00503325-0.00518494j -0.00580852-0.0101419j 0.00228019+0.00441561j 
-0.0059263-0.00192386j 0.00743491-0.00274553j -0.00301147+0.00406642j -0.00664092-0.000470378j -0.00227764-9.03456e-05j -0.00657647-0.00661689j -0.00613704-0.00160832j -0.00789403-0.00640884j -0.00984507-0.00508101j -0.0139183+0.00964882j -0.00415471-0.00778861j 0.00167549-0.00878335j 0.0065141-0.00152926j 0.00846953+0.00531957j 0.00817765+0.00169371j -0.00647556+0.00607878j 0.00543029-0.00905877j -0.0043115-0.00197265j -0.00657031-0.00825617j -0.00426372+0.00547769j -0.000875815+0.00185277j 0.00558574+0.00402065j 0.0126882-0.00228555j 0.0022263-0.00226523j -0.00260684-0.00158493j 0.0041062-0.000945912j 0.0100749-0.00622126j 0.00308867+0.0018483j -0.00118957+0.0102093j 0.0078019-0.0218279j 0.0122813-0.0131614j -0.00898232+0.00736021j -0.00161306-0.00323881j -0.00117887+0.00139276j -0.00182153-0.00212035j 0.0222275-0.00312425j 0.0018423-0.0100481j 0.000512584+0.0154123j -0.000548281-0.00991513j -0.0140749+0.0072386j 0.0281392-0.0156316j 0.00120518-0.00388771j -0.0169094-0.00583769j -0.00197805+0.0117878j 0.00565159+0.00484953j -0.0010916+0.0151243j -0.0202216+0.0101928j -0.0035092-0.0083797j 0.00585825+0.000608898j 0.00204164+0.00857347j 0.00146434+0.0151733j 0.00137849-0.0187722j 0.00185481+0.00907673j -0.00912985+0.00530338j 0.0109112-0.00981091j 0.0107388+0.0101152j -0.00999711-0.0111972j -0.0241387+0.012724j -0.0189326+0.0170396j -0.0182216+0.00355431j 0.00319522+0.00411879j -0.000326074-0.0106146j -4.12333e-05+0.0110919j -0.00596219+0.00483603j 0.00461101-0.00729158j 0.0140236-0.014312j -0.00742075+0.000462664j 0.0167427+0.00648602j -0.0288624+0.00294519j -0.0112239+0.00200106j 0.00588627+0.00151074j -0.00670116+0.00729607j -0.00868111+0.0043617j 0.00946131-0.0114258j 0.000675239-0.00488944j -0.0105804+0.00327063j -0.0067278+0.00134398j -0.018417-0.00363328j -0.00838155-0.0053262j -0.00713474+0.00214248j 0.000252744-0.00200595j -0.0108387-0.00494402j 0.00553856-0.000454896j 0.00565001-0.0125115j 0.00634391+0.0107202j 0.0151376-0.00762062j 0.000774786+0.000671493j 0.0242626-0.00287412j 0.00329392-0.00160898j -0.0122979-0.000418904j -0.0190691-0.00322042j 0.00649807+0.0108852j 
0.00582159+0.00448439j -0.00200791+0.000367558j -0.00520591+0.000613579j 0.00165191+0.0117687j -0.00233401-0.00313929j 0.00137646+0.00293127j -0.00412664+0.00370964j 0.001677-0.0026966j -0.00348323-0.00899983j -0.00649373+0.00365575j 0.0151486-0.000808842j 0.0049598+0.0131583j 0.00411548+0.00341473j -0.00269387-0.00364064j 0.00566899-0.00168923j 0.00618962+0.00262164j -0.0122982-0.00357957j -0.000894876+0.0118798j -0.0022409+0.00900572j 0.000177219+0.0088203j -0.006379-0.000219372j -0.00340939-0.00543617j -0.012558+0.00341626j -0.0144105-0.0277935j -0.00540385+0.00340191j -0.0124015-0.00917371j -0.0190389-0.00341258j -0.0157925-0.0130804j -0.00898769+0.0067669j -0.000120735+0.0137087j 0.00977473-0.00302308j -0.000990484+0.00156319j 0.0120113+0.0207672j -0.00424468-0.000246352j 0.0039675+0.00911369j 0.0170288-0.00222435j 0.00849139+0.0145035j 0.00938077+0.00332533j 0.00868547+0.0169175j -0.00133505-0.00494612j -0.0173571-0.0166673j 0.00302659+0.000369153j 0.00574855-0.0021947j 0.0118319-0.00548839j -0.0084064+0.00430865j -0.0113832+0.0259784j -0.0035672+0.000179908j 0.00126378-0.00770587j -0.0119128+0.00184971j -0.00861619+0.00147257j 0.0328929-0.000755672j -0.00717094-0.0101362j -0.000964469+0.0229383j -0.00399395+0.0109405j 0.0114644+0.0100219j -0.00131636-0.000622472j -0.00415835-0.0268162j -0.000492888-0.0129609j -0.00787683-0.00773003j -0.0198611+0.00614113j -0.0190255+0.020315j 0.00108383-0.00162224j -0.0026539+0.00490059j -0.00603489+0.00819977j 0.00835954-0.00427684j 0.0150656+0.0117247j 0.0054294-0.0156627j -0.00874283-0.0172427j -0.0197494+0.015637j 0.00597314-0.00219066j 0.0146339+0.00101411j 0.0100931-0.00651457j -0.00384062+0.00718172j 0.00202794+0.00507776j -0.00147851+0.00977913j 0.017234+0.00717705j -0.00326435+0.00302699j 0.00226718+0.00472067j 0.0049353-0.000703402j -0.00414548-0.0127367j -0.0163167-0.00144845j 0.0153824-0.00162186j -0.000835622-0.0113342j -0.00917988-0.0203406j 0.0108732-0.0029307j -0.00401066+0.0050609j -0.00578067+0.00912954j 0.0109305-0.00893152j 0.0114529+0.00423009j 0.00223542+0.0037629j -0.00296283+0.00293173j -0.00240137-0.000109923j 
-0.00652224+0.00722025j -0.00231972-0.00355708j -0.00773257+0.00237088j -0.000828369+0.00424503j -0.0011839+0.00264798j -0.00585373-0.00154894j -0.00553374-0.00134724j -0.00965256+0.00218817j -0.000841985+0.00658811j 0.00428347+0.00714249j -0.00718069+0.00988758j -0.0121515-0.00533125j 0.00684392-0.00649154j 0.00697984+0.00487504j -0.00613801+0.0153435j 0.00646771+0.00104732j 0.00184629+0.00515745j -0.00489815+0.00114368j 0.00202177+0.00203335j -0.0131478+0.0156626j -0.00674559-0.000336496j 0.0109046-0.00474117j -0.00303236-0.00390635j -0.0136504+0.0112705j 0.00194892+0.00795359j 0.00539088-0.00380755j -0.00402098+0.0122037j -0.00850124-0.0117654j 0.00199224+0.00564081j -0.00321965-0.0143523j -0.00495226-0.0109837j 0.0150071+0.00254431j 0.0016136-0.0094135j 0.0165988+0.000981748j 0.00639002-0.00818953j -0.00277168-0.0290992j -0.0154911-0.00320391j 0.00729443-0.0274003j 0.00135568-0.0247432j 0.00973649+0.00129734j -0.0135143-0.00195938j -0.00934218-0.00261089j -0.0155114+0.00746309j 0.0239322-3.04923e-05j -0.00110064-0.00693327j -0.00199188+0.0131054j -0.0008387-0.0105724j 0.0212959+0.000375296j -0.0106024+0.000435505j -0.00185594-0.00808698j 0.00719832+0.000187347j -0.00366536+0.00400173j 0.00958915-0.00396615j 0.00227084-0.0124965j 0.000384043+0.00642092j 0.0193147+0.00591963j 0.0126475+0.00618036j 0.0200018+0.00578952j 0.000765323-0.0211946j -0.000651751-0.0144052j -0.0163138+0.0109179j -0.000918793-0.0137985j 0.00525225-0.0151714j -0.00952429-0.00485015j 0.0307014-0.00855286j -0.0157861-0.00324005j 0.00884645+0.00457109j 0.00760249-0.000398646j -0.0107387+0.0191665j -0.00696015+0.00665207j -0.0198135-0.00733955j 0.00942886+0.00206225j -0.0101603+0.0020277j 0.00442364-0.0034668j 0.0307768+0.00935461j 0.00913638+0.0113463j 0.00294272-0.00749746j -0.0131492+0.0187466j -0.00946504-0.00523614j 0.00680209+0.00186709j -0.00228382-0.00280135j 0.0120069-0.00168124j 0.0168221-0.00476783j 0.0070715+0.00512913j -0.00279015-0.00423744j 0.00388042-0.00491864j 0.00216499+0.000318531j -0.00211236+0.00178452j -0.00648736-0.00702715j -0.00659643-0.00546828j -0.0025417+0.0116102j 0.0127981+0.00481985j 
9.71684e-05+0.00542291j -0.00817679-0.00268836j -0.00464849+0.00230926j 0.00120234+0.000309074j -0.00447671-0.00124066j 0.00181413+0.0046847j 0.00844927-0.00151527j -0.008912+0.00368865j -0.00319397+0.000756753j 0.0122387+0.00434215j 0.0053066+0.00252967j -0.0132713+0.00160751j 0.00797429+0.00914853j 0.00434734-0.000122162j 0.00246644-0.00521916j -0.00199776+0.0215991j 0.000397542+0.00363869j -0.0104465-0.00857417j -0.0115911+0.00612758j -0.00337818+0.000942521j -0.00807427+0.00410662j -0.0048204+0.0143346j 0.000387209-0.00239266j -0.00152135+0.0164116j 0.00220434-0.0222946j -0.00749984-0.0098191j 0.00421423-0.00422272j 0.00292616-0.00816625j 0.00450298+0.0150624j 0.00442903-0.000713515j -0.00192458-0.0154183j -0.0158967-0.0110884j 0.000586232-0.00218767j -0.00884147+0.0266089j 0.00306057+0.00190877j 0.00189982-0.0234684j -0.00913345+0.00441721j -0.00236462-0.0133738j -0.0055933+0.0144501j -0.000845104-0.00583861j -0.00965642+0.00694055j 0.00322426+0.00144328j 0.0166794-0.0117441j -0.00716765+0.00993149j -0.00234077-0.0199335j -0.010282-0.0049541j -0.0110895-0.0113598j 0.000235746-0.00678267j 0.00958169-0.00732853j 0.0011604+0.00750838j 0.0167964-0.0144912j 0.0156258-0.00802899j -0.0123487-0.0065554j -0.00748938+0.0114017j -0.00881651-0.00575781j 0.000184729+0.00677822j -0.0226806-0.00309031j 0.00745202-0.009784j -0.0162246+0.00682533j -0.0101789-0.0129558j 0.00923583-0.0131319j 0.00340798-0.00372909j -0.0131049-0.00738196j 0.00494481+0.00282127j -0.0016546+0.00355367j 0.0152868+0.00464379j 0.00227557+0.00243682j 0.014287+0.00187993j 0.00364124+0.00519981j 0.00220465+0.00685326j -0.00900587-0.00457245j -0.0131077+0.00592502j -0.0203125-0.00171503j 0.00821025+0.00369742j -0.000422771+0.00900147j 0.00754789-0.0164221j -0.0111575-0.000713061j 0.00704639+0.00970595j -0.0126635-0.00510262j 0.0010549+0.00246985j 0.00777707+0.00557873j -0.00425998-0.0103615j 0.0010949-0.00950647j -0.0101926-0.00636054j -0.0140708-0.00238425j -0.00578513-0.00622279j 0.0181053-0.00323158j -0.00206969+0.00442322j -0.00260708-0.00483731j -0.00704746-0.00348242j 0.007528+0.00458046j 0.00689259+0.00360902j 
