0.0055211-0.00955059j -0.00783654-0.0044738j -0.0081374-0.0038673j 0.00496169-0.00716792j -0.00533856+0.000692508j 0.00440128+0.00309413j 0.0049721-0.00906663j -0.00786886-0.00556838j 0.00759531+0.00628847j -0.0016725+0.00425639j 0.00101078+0.0102113j -0.000859304-0.00475598j -0.00338913+0.00205833j 0.00443881+0.011172j 0.00597844+0.00284781j 0.000240218+0.00219592j -0.00126937+0.00335246j -0.00306624+0.00652606j 0.00193886-0.000572864j -0.00364417-0.00116744j 0.000825958-0.0017311j -0.00553627-0.00701966j -0.00465803-0.00505063j -0.00768105-0.00812282j 0.00592457+0.00124503j -0.000513121+0.00529598j -0.00482723-0.00528608j -0.00226338-0.00171223j 0.0035785+0.00205098j -0.00160004-0.00705238j 0.0038084-0.00111925j 0.00472156+0.00322212j -0.000523196-0.00362204j 0.00219188+0.00343009j 0.000148623-0.00144171j -0.00308097+0.000328977j -0.00457609-0.00680333j -0.00203944+0.00574023j -0.00236719-0.000326246j 0.00145588+0.00054779j 0.00806469+0.00090319j 0.00504947+0.00251026j 0.000947246+0.0011508j 0.00712048-0.000269736j 0.00183003+0.000624327j -0.0040109-0.00309877j 0.00268979-0.00265246j -0.000997963-0.00250325j -0.00607784-0.00509863j 0.00195171+0.00286447j 0.00312241+0.00111091j -0.00151867-0.00648624j -0.00282709-0.00250198j 0.00535711+0.00124202j 5.7633e-06+0.000911777j 0.0044691+0.00543229j -0.00521087-0.00626066j -0.000250993+0.0150546j 0.00697095-0.00149535j 0.00174387+0.00140968j -0.00858011+0.0184253j 0.000677231-0.00506403j -0.00435958+0.00546314j 0.00482751+0.0054273j -0.00193995-0.00188203j -0.000181803+0.00266554j 0.0028366-0.0146431j 0.00984284-0.00287671j 0.002494-0.0130789j 0.00469752-0.00624548j 0.00161006-0.00663975j -0.00861491-0.00790384j -0.0125047+0.00390964j -0.00412287-0.0189578j 0.0146307-0.0091012j 0.01062+0.00543977j 0.00796131+0.0304j 0.0516599-0.0133872j -0.00665614-0.0627037j 0.0341216+0.0326586j -6.33944e-08-0.0190403j -0.0118444-0.00212476j -0.00953325+0.00995149j 0.00418176-0.00727697j -0.014031-0.00261082j 0.0152111+0.000273164j 0.000282633+0.0149691j 0.0280035+0.0120051j 0.0462322-0.00298497j -0.0140491-0.0161544j 0.0807099-0.0119561j 0.0201818+0.076471j 
0.0005358-0.00643678j 0.0057798-0.00313785j 0.00782887+0.0149144j 0.00720461-0.0090389j -0.00331257+0.00506738j -0.0114017-0.00566379j 0.00451993-0.00106253j 0.00206019-0.00343645j 0.00256497-0.00558109j 8.19456e-05-0.00637426j -0.0106603-0.0104289j 0.00703491+0.000791118j 0.00819498-0.00113185j 0.00547147+0.00892373j -0.00306544+0.00133443j 0.0137924-0.00197481j -0.00901517-0.00323498j -0.00363308-0.0138615j -0.00577964-0.00142945j 4.8668e-05+0.00945158j 0.00114935+0.00534395j 0.00490805+0.00610577j 0.0125733-0.00361663j 0.00254253+0.000597097j -0.0164099-0.0146474j -0.00526493+0.0010207j 0.00654141+0.0151449j -0.0057199-0.0118589j -0.0157995-0.000745681j -0.00885508+0.00753084j -0.00346613+0.00506809j 0.00105544+0.0104569j -0.00347302+0.00689856j 0.0152049+0.00176259j 0.00190738+0.0049179j -0.0026225+0.00509062j 0.0111067+0.0213453j -0.00315601-0.00358833j 0.0189491+0.0105794j 0.0118754-0.00968417j -0.00525023-0.00664418j 0.0120871-0.00429116j -0.0296652-0.00173085j 0.00339521-0.00790759j -0.00995299-0.00853287j 1.98279e-05-0.00325956j -0.0030842-0.0161765j -0.0111435+0.00243422j 0.00885664+0.00595647j -0.00681572+0.00316925j -0.00398234-0.00206122j -0.00197931-0.00209307j -0.0134829-0.00357841j 0.00885845+0.020677j 0.00236395+0.0106793j -0.00331374+0.00886272j 0.0071056+0.00858194j -0.0254774+0.0048194j -0.00577864-0.0205929j -0.00816301-0.0135025j 0.00383846-0.00148108j -0.00650347+0.00308274j -0.00414916-0.00834025j 0.002109-0.00373079j -0.00609564+0.00591147j 0.0271582+0.0108802j 0.00921236+0.0126119j -0.0118942-0.023249j 0.0256663+0.0122337j -0.0108462+0.0091827j 0.00621208-0.00572285j 0.0134974+0.00294003j 0.0199715-0.0105872j -0.000195374-0.000924865j -0.0181492-0.011299j 0.00366623-0.018384j -0.00357952+0.00567426j 0.000533989-0.0278116j 0.00438165-0.00169551j -0.0111468+0.00012464j 0.00795138-0.00705627j 0.0136241+0.00212621j -0.00718466+0.00857703j 0.0155104+0.00519134j -0.00670255+0.00551883j -0.00780503-0.00270755j 0.017959-0.00620224j 0.0103319-0.00411089j 0.00316992+0.000746127j -0.00681249-0.0127998j 0.000943998-0.0153849j -0.0188542-0.00680235j 
0.00445064+0.01138j -0.0033186+0.00689721j 0.00079569-0.00411611j -0.00183556+0.0016028j 0.00629405-0.00315129j -0.00459685+0.00658206j -0.00037942-0.00535631j 0.00461217+0.00376269j -0.00188134-0.00584366j 0.00672861-0.00534641j 0.00545655+0.00602446j -0.0032291+0.000272662j 0.00390819-0.0031978j -0.0137356-0.000257874j -0.00174293+0.00165445j -0.00231526+0.000239945j -0.00345752+0.00457283j 0.00365272-0.000367349j -0.00679863-0.00259349j 0.0182963-0.00939978j 0.00784543+0.00252465j 0.00764514+0.0107601j -0.00909722+0.000739551j 0.0153267-0.0074491j 0.000634526-0.00368232j 0.0122247-0.00682967j 0.00872762-0.00500242j -0.00689401+0.00755495j 0.0093694-0.00369062j -0.0010295+0.0143629j -0.00674725+0.00619808j 0.00453465-0.0129354j -0.00767765+0.00663894j -0.00832796+0.0165389j 0.0104285+0.00615339j -0.0193121-0.00993161j -0.0163672+0.00180715j -0.00700855-0.0116732j -0.00298945+0.00755169j 0.010998-0.0156454j 0.00704456-0.000345605j -0.00243749+0.0116723j -0.0190953+0.0064056j -0.0080124-0.00462672j 0.00122884-0.00243112j -3.51622e-05+0.0116695j -0.00548829-0.000634653j 0.000682899-0.00226747j -0.00586774+0.00350019j 0.00623753+0.00464869j -0.0226003+0.00864179j -0.00593773-0.0172047j -0.00559132+0.0158454j 0.0111265+0.00300311j -0.0139037+0.00677966j -0.00546201+0.00756309j -0.0140124+0.00310858j -0.000140057-0.0140633j 0.00682494-0.0117493j 0.0153218-0.00106138j 0.0233681-0.0112337j -0.00797952-0.000276068j 0.026303-0.00281923j -0.0106478+0.00175913j -0.0210339+0.00902892j 0.00648213+0.00843343j 0.00448262-0.000215553j -0.0161449-0.00692811j 0.0145341-0.0119897j -0.00031382-0.00645986j 0.00443594+0.023541j 0.0066371-0.0257952j 0.0212856-0.0163783j -0.00693205+0.0172571j -0.0133398+0.00857124j 0.00421662-0.00727558j 0.00477782+0.0067123j -0.00286068+0.0227072j -0.00601788-0.00275225j -0.0119411+0.012211j 0.00629557+0.0126071j 0.00626057-0.00530821j -0.011762-0.0112397j -0.00335077-0.00115155j 0.00257916-0.00877677j 0.0148281-0.0163844j -0.0023918+0.00265426j 0.00829036-0.00128692j 0.0150592+0.0161684j 0.0236195-0.0199263j -0.00864419+0.013738j 0.00337091+0.00880272j 
-0.00595505+0.000376705j 0.0036956-0.0109182j 0.012093-0.0079434j -0.00239427-0.00929282j 0.00762137-0.000587127j -0.00322218+0.00129661j 0.00730766-0.0179136j 0.0127974+0.000905899j -0.012545+0.000119943j 0.00278697+0.0251508j -0.0116713-0.0032011j -0.00289111-0.00917855j -0.00357135-0.00405076j -0.012617+0.000660041j 0.0115004-0.0127129j -0.00242962-0.00462623j 0.00542417-0.000997759j 0.000596061+0.00662615j -0.0039841-0.00892734j 0.00397387-0.00575854j 0.00201874+0.0181542j -0.0108178-0.00490522j -0.00591525-0.00280722j 0.00168512-0.00653928j 0.00519714-0.00459665j -0.00660037+0.00520439j 0.00135331-0.00956459j -0.00999333-0.00567795j -0.000575368-0.00362778j 0.0307357-0.000513618j -0.0091695+0.00578614j -0.00424273+0.00230481j 0.0124003-0.00196165j 0.0106386+0.00678842j 0.00697444+0.0029995j -0.00678171+0.0101171j -0.000234104-0.00474766j 0.00354256+0.00673445j 0.015542-0.0101874j 0.000814918-0.00253532j 0.00400723-0.00387954j -0.000942634-0.00900751j -0.0144104+0.00113168j -0.00394857-0.0138318j -0.000249077+0.00195515j 0.00692983-2.8313e-05j -0.0249647-0.00827621j -0.00363347-0.0110776j 0.0143236+0.0103547j -0.0173158+0.00548428j 0.0139415+0.0146033j 0.0105504-0.0107389j -0.00736529+0.0117261j -0.0061445+0.0137173j -0.00313077+0.00434367j -0.00494922+0.00893574j 0.00139578+0.00151429j 0.0110637+0.00798087j -0.011097+0.00706208j 0.00429936+0.000978022j 0.0113619-0.00469096j 0.00265741-0.00428558j -0.0254191+0.00243723j 0.00836274-0.00569392j 0.00642549+0.000196969j -0.00103386-0.00506804j -0.00641042-0.0120182j -0.0038326+0.00886854j 0.0219688+0.000330346j -0.015651+0.0183806j 0.0222176-0.00889001j 0.0134446+7.82852e-05j 0.00735148+0.0140322j 0.00667472-0.00978994j 0.00218442-0.00623424j -0.0181118-0.00071833j 0.00808246+0.0142703j -0.0189516-0.00263268j 0.00354321-0.0259077j -0.00276599+0.0146846j 0.0103105-0.0227981j -0.00364271-0.0146025j -0.0130419+0.0109894j -0.00156539+0.00602059j -0.00797355+0.000694288j 0.000104035+0.011194j -0.0125727-0.0139771j -0.0116846-0.00457657j -0.0151625-0.0106064j -0.0110492+0.0146332j -0.0127946-0.0100768j -0.0143042+0.0180106j 
-0.00199195+0.000363862j -0.00109929+0.00633439j -0.00573374-0.00511817j -0.00399991+0.00444592j 0.00325901-0.000648682j 0.00520868+0.00300639j -0.00286703-0.000877351j -0.0054119+0.0104521j -0.00180912+0.0112546j 0.0122421-0.00132636j -0.000560214+0.00602191j 0.0023375+0.00163265j 0.00666604+0.00188669j -0.00243422-0.00686351j 0.00350234-0.0109601j -0.0119401-0.00192128j 0.00259658-0.0136777j 0.00161421+0.00417999j 0.00372867-0.00160681j -0.00228774-0.000294945j 0.00269414+0.00238104j 0.000565175-0.00588917j -0.00780149-0.0123678j -0.0076105-0.00583221j 0.0112502-0.01076j -0.00185075+0.00163343j 0.0148747-0.0121961j -0.00513569+0.0016559j 0.0177887-0.00142088j -0.0142246-0.0081027j 0.00221092-0.000551627j 0.0104499+0.00063529j 0.00767888-0.00562611j 0.00684494-0.00870091j -0.0118849+0.00196946j -0.000876547+0.0129394j -0.00843166-0.00727374j -0.00365138+0.00250137j 0.0171223+0.00311918j -0.00392804+0.0155835j -0.0153309+0.000720165j 0.0213084-0.00416649j 0.00187144+0.000904759j -0.00593258-0.00224938j 0.00613292+0.000463533j 0.0169536-0.00947788j -0.0112024+0.00249023j -0.000525501+0.00855611j -0.0059761+0.0053989j -0.00682175+0.0133537j -0.0121849-0.00364258j 0.0101702-0.00292585j 0.00132876+0.00131658j -0.000704045+0.00570863j 0.0135149-0.00399054j 0.00911539+0.00705919j 0.00282308+0.00594879j 0.0316235+0.0154258j -0.00372389+0.00272894j 0.00373202-0.0189249j 0.000519865-0.00735147j -0.00280265-0.0106543j -0.0192248-0.000821085j -0.000820813-0.00321274j 0.0026382+0.0126869j -0.025118+0.0124226j 0.00257463+0.00518763j 0.0165078-0.0130905j 0.00119104+0.0156589j 0.0136963+0.0112551j -0.0213179-0.0113632j 0.00275676+0.0144715j -0.00632682+0.00759431j 0.00548985-0.0128818j 0.00964258-0.00486318j -0.00184522+0.0134336j -0.00189905-0.00903264j -0.0120338-0.00488954j -0.00956049+0.0133166j 0.00547156-0.0106299j 0.00400769-0.0158279j -0.00513726-0.00591582j -0.0100356-0.0055918j 0.00996241+0.00280852j -0.0181762-0.0119327j 0.00803671+0.00661116j 0.00113127-0.00175618j 0.00536186-0.00223585j -0.0102934+0.0066089j -0.00310036+0.00941127j 0.00237556+0.00383535j 0.0113342-0.00552296j 
-0.000693323-0.00375049j -0.00181217+0.000955185j 0.00159655-0.00732904j 0.00158392-0.0118224j -0.00101809+0.00212962j 0.00530606+0.00247966j -0.000663963-0.00243569j 0.001014-0.00454222j -0.00330751-0.00395901j 0.00367274-0.00871595j 0.00594131+2.96237e-06j -0.001205-0.00501793j -0.00348484+0.00537578j 0.00289252+0.00639563j -0.00221028+0.00844871j 0.00425975-0.00793651j -0.00330805+0.0122578j 0.00174804-0.00182824j 0.00644572-0.0128694j 0.000654266-0.0144355j 0.0042511-0.00713833j -0.00368318-0.00690525j -0.00354315+0.00257354j 0.00588698+0.00871674j 0.00169775+0.00578398j -0.00540202-0.00606344j -0.00333782+0.0135762j 0.00472919-0.00987706j -0.00839594+0.00782911j 0.000895763+0.00603746j 0.0037927-0.00880446j -0.00469256-0.00483247j -0.0147658-0.00774082j -0.00835935-0.00653385j 0.00272066+0.00321334j -0.00197561+0.015985j -0.0256385+0.00602627j -0.0102513-0.00397722j -0.00194937+0.00238055j 0.00907549-0.0123211j 0.00355262+0.016476j 0.00828964+0.0138031j -0.00630344-0.00288775j 0.00735045-0.00105353j 0.00585228+0.0141877j -0.0162578+0.01985j 0.00532512+0.0172303j -0.00626482+0.0015039j -0.00487402-0.00164475j -0.000753292-0.0066631j -0.0124468-0.0173711j 0.00326+0.0167228j 0.0131326-0.000251735j 0.0055005+0.00317129j 0.00794932+0.00830353j 0.000820549-0.00979701j -0.00235915-0.0123565j 0.00256322-0.00799816j -0.0143871-0.00325307j -0.0284765+0.00742314j -0.00797659-0.00905367j -0.00957756+0.00344311j 0.0208814-0.0194834j -0.0208353+0.00210182j -0.0163222+0.0202049j -0.0164096+0.0162327j 0.00507563+0.000987605j 0.0270489+0.00326764j -0.0155624-0.0214575j 0.017479-0.0130653j -0.00613567+0.0155241j -0.00254854+0.00134625j -0.00574848-0.0100737j 0.00841586-0.0191356j 0.0159088-0.0122254j -0.00384643-0.00167424j -0.0298007-0.00160152j 0.0145652-0.0147389j -0.0119322-0.0115305j -0.00365269+0.0143871j -0.00633238-0.00591411j -0.00786997-0.0122997j 5.37658e-05+0.0269924j -0.00481605-0.0177385j 0.000154807-0.0088506j -0.00581974-0.00947649j 0.00342894-0.00258193j -0.00945201+0.00682138j -0.0150699-0.00214751j -0.00783014+0.000402787j 0.00663965-0.0100344j -0.00525129+0.00494287j 
-0.00285258-0.00382221j 0.00308983-0.00217586j 0.001629+0.00246237j 0.000938596-0.00716498j -0.000712761+0.000289589j -0.00483943-0.00336372j 0.0013772-0.00567093j -0.00284569+0.00245886j -0.00648323-0.00788521j 0.000842689-0.00167639j -0.00737829-0.00423541j -0.00137067+0.00224703j 0.0026502+0.00285906j -0.00561079-0.00120607j -0.000935109-0.00351535j 0.00193936+0.00312427j -0.00560988-0.0012206j 0.00210427-0.000243803j -0.00255036+0.0135839j -0.000593057+0.00184668j -0.000102383+0.0127385j -0.00523617+0.00997365j 0.00834761-0.00644084j -0.00847632+0.00387903j -0.0012017+0.0152223j 0.0107425+0.00112168j -0.00826222-0.0021712j -0.00796565+0.0135691j 0.00607501-0.0031937j 0.00629055-0.00395067j 0.00289529+0.0016691j -0.00139283+0.0148244j -0.00561525+0.0015192j 0.00435892+0.00921074j 0.00764567+0.00992834j -0.0125371+0.00944914j 0.0073293+0.00219824j 0.00226664-0.00592851j 0.000745685-0.00299527j -0.0169196-0.0162064j -0.00491807-0.00387891j -0.0204738-0.00228247j -0.00130903+0.00640508j -0.0137128-0.0135977j 0.0112058-0.00226442j 0.00554728+0.00732142j -0.00495695+0.00847057j -0.0033163-0.0110221j 0.00288398-0.00766719j -0.0141997-0.00141679j 0.0109664+0.00174938j 0.00663579-0.000913673j 0.00833583+0.00951344j -0.0186664-0.0117972j -0.00560054-0.0074739j -0.00124022-0.00468544j 0.0117035+0.0040676j 0.000286508-0.0116646j 0.00253092-0.00263168j -0.0147911-5.28085e-05j 0.0114186+0.0157478j 0.000239436-0.00352967j 0.00301035+0.00680552j 0.00964712+0.00819165j 0.00346515-0.00865925j 0.00861493+0.0092655j -0.0156265-0.0239635j -0.0034206-0.00864082j 0.00766174-0.00513467j -0.00977785+0.00663326j -0.00162555+0.003071j -0.0082858+0.00502522j -0.0119028+0.0139383j 0.0123256+0.00515681j 0.00160761-0.00677124j 0.0148597+0.00455032j -0.00892368+0.00290901j -0.0128064-0.0205496j -0.00123492-0.0075092j -0.00317277-0.00744992j -0.00717295-0.0154223j 0.00699353+0.00282922j -0.00387712+0.0210679j -0.0135458-0.0012656j -0.00301079-0.0016106j -0.0125752+0.00600313j 0.0054506+0.000837003j 0.00420241+0.0038192j -0.00264321-0.00433017j -0.0124-0.000640235j -0.0010495-0.0142265j -0.010025+0.000608939j 
0.000438901+0.000775249j -0.00224607+0.00148778j 9.30939e-05-0.00089895j -0.000621122-0.00024371j -0.000668437-0.000382997j 0.000146706+0.00581947j 0.000208232-0.00487322j 0.00122533-0.0100358j 0.00180723-0.000104471j 0.0100867-0.00637423j 0.001285+0.000933453j 0.00217582+0.000809184j 0.000652879+0.00505426j -0.00247731-0.00463045j 0.00110374-0.00433961j 0.004159-0.0134653j -0.00380878+0.000340218j -0.00803797+0.00146615j -0.0013038-0.00913991j 0.00408188-0.00753644j 0.00784162-0.00370864j 0.00793116-0.00121548j 0.00218889-0.0064682j 0.000530598-0.00569701j -0.00530739-0.00619861j 0.00957263+0.0105137j 0.00760512+0.0097536j -0.00805265-0.000886923j 0.00292393-0.00585965j -0.00307223+0.0112639j -0.012312+0.00448225j -0.00189991+0.00972233j 0.0046243+0.00485659j 0.0113227-0.008673j -0.0110965-0.00156184j -0.0066219-0.00580977j -0.0142702+0.00603035j -0.000131061-0.00580325j -0.00377706+0.0045709j 0.00697062+0.000370611j 0.00171397+0.00638887j -0.00702337+0.0125757j -7.38368e-05-0.00335934j 0.0259712-0.0101079j -0.00252859-0.0157558j 0.0265988+0.00419657j -0.00644257-0.00294997j -0.00177502-0.0033312j -0.00720823-0.0119214j 0.0150291+0.00670365j 0.00733658+0.0130284j 0.00116772+0.000934475j -0.00321183+0.0106656j -0.0140879+0.00376868j 0.000994664+0.0175465j -0.00831557-0.00832801j 0.0124585-0.0149516j 0.00797593+0.000955658j 0.024609+0.00766708j 0.0039094-0.00667895j 0.00111073-0.0133759j -0.0122125+0.00415475j 0.013766-0.0121542j -0.000833791+0.00413105j -0.00726666+0.0120236j -0.0222451-0.00534772j 0.00691961+0.0150573j 0.0107655-0.00905541j 0.000380957-0.000419451j 0.00757151-0.0191822j -0.000429235-0.0205531j 0.00773989-0.00919165j -0.00257202-0.00739981j -0.00951759+0.0014859j -0.0105627+0.0137428j -0.0111526-0.00545253j -0.0222789+0.0107298j 0.00801454-0.00318736j -0.0129166-0.00755581j 0.000880779+0.00794393j 0.00381999-0.00787479j 0.00360584-0.0164479j -0.00684162-0.00191846j 0.00533963-0.00108424j -0.00933765-0.00107549j 0.00551333-0.00385975j -0.00423596-0.000755415j 0.00632085+0.0137987j -0.00913363+0.0090447j 0.00328917+0.000524124j -0.000742092+0.00179602j -0.0017013+0.00615307j 
0.0075535-0.00384088j 0.00435373+0.00924768j -0.00503878+0.00202942j 0.00147898+0.00538941j -0.00301185+0.00247647j -0.00016452-0.00203761j 0.00931198+0.00448421j -0.00839775+0.00817085j 0.0039549-0.00439169j -0.00234106-0.00293928j 0.0040256-0.00630081j 9.58759e-05+0.0140784j 0.00825602+0.0104371j -0.0030637-0.00362504j 0.0100792-0.00359743j 0.00664122+0.00610131j 0.00829202-0.000796981j -0.00551309-0.0017304j 0.000492263+0.00546797j -0.00498024+0.0117437j 0.00775899+0.00219673j 0.00376316-0.00476444j 0.0151969-0.00555621j -0.0101069-0.00750691j 0.0058069+0.0109507j 0.00174178-0.00375553j 0.00252596+0.00894559j -0.00554263+0.00912271j -3.43942e-05+0.0157778j -0.00361416+0.016725j -0.00323281-0.0108728j 0.00903077+0.00807697j -0.0193223+0.0145107j 0.0194441+0.0142182j -0.0120441-0.0062122j -0.00712566-0.021259j -0.00420405+0.00633528j -0.00200537+0.018303j -0.000686676-0.00726397j 0.00630713-0.0120254j 0.00655063+0.00165177j 0.00501609-0.0107596j -0.00439598+0.00781276j 0.0106964-0.0147269j 0.000475962-0.000731134j -0.00432616+0.00882032j 0.00236567-0.00188294j 0.0165505+0.00306528j -0.0129471+0.0130635j -0.0170533-0.000964805j -0.00183407+0.00380173j 0.0021918+0.0123107j 0.000257776+0.00112788j -0.0135352-0.0212597j 0.0020804-0.0149818j 0.000693879+0.00719478j 0.00481329+0.0109582j -0.0082877-0.0118175j -0.0104646+0.0225599j -0.0148238-0.00120013j -0.0157768-0.00799356j -0.0024694-0.00359285j -0.000142511-0.00488222j -0.0136043+0.00504712j 0.00701184-0.004238j -0.0141028-0.00972055j -0.00456874+0.0105755j 0.00565938+0.0103706j -0.00693369+0.00776015j 0.00574022+0.0107219j 0.00551336-0.000771758j -0.00946158+0.0120431j 0.00221893-0.0208975j 0.0117965+0.00372941j 0.0118319+0.00539074j 0.0118375-0.00802738j -0.0258548-0.00417261j 0.0179034-0.0206502j 0.00888396+0.026231j 0.00168334-0.0126888j -0.0187257-0.000667098j -0.0103019+0.00841481j 0.00698931-0.00182457j -0.00244423+0.0154471j -0.00904478-0.0149349j 0.0066573-0.00155797j -0.00431408-0.00959671j -0.019283-0.00133695j 0.0095671-0.00483872j -0.0116269-0.00323157j 0.0158692+0.000930569j -0.00366092-0.0214118j 
-0.000826434-0.00427265j 0.00271038+0.00236915j 0.000645346+0.00355718j 0.00539681+0.00166866j 0.000743383+0.00684682j 0.000299938-0.00462502j -0.000549785-0.00149515j -0.00123001+0.0040467j -0.000682358+0.000358198j 0.00270671+0.00334091j -0.00376628-0.00820715j 0.0037865+0.00576729j 9.3106e-05-0.00728833j 0.00292023-0.0039095j -0.00473925+0.00137295j -0.00138628-0.00694471j 0.00755817+0.0048087j 0.00923783-0.00632942j 0.00244104-0.000288892j -0.00406422+0.00483901j -0.00713714+0.00944578j 0.00619708+0.00112535j 0.00563152-0.00317035j -0.0132327-0.00727246j -0.00404281-0.009575j 0.0178243+0.00456994j -0.00669075+0.00395875j -0.005787+0.0220769j 0.000653036-0.0043767j -0.000124361+0.00781355j -0.00115783+0.0166894j 0.00174849+0.00457173j 0.0110661-0.00228912j 0.00451829-0.00198223j 0.0027677+0.0046553j 0.00373525+0.00601922j -0.0075247+0.00332236j 0.00340774-0.0303102j 0.0114179+0.0254641j 0.00400498-0.00828745j -0.00661333+0.00128914j 0.0025582+0.0184525j -0.0141053-0.00574553j 0.0212901+0.00192967j -0.00629358+0.0100662j 0.00218229+0.0136081j 0.00825204+0.00505987j 0.0192268-0.0170214j -0.00365685-0.0155022j 0.00458349-0.0096177j 0.00508252-0.0258233j -0.00325446-0.000416135j 0.028505+0.0118023j 0.00371744-0.000637851j 0.00767854+0.0119287j 0.00204214+0.00323568j -0.00156665+0.00403991j -0.00415285+0.000791811j -0.00406811-0.00472072j 0.00233838-0.000352816j 0.00418509+0.00655938j 3.32045e-05-0.0173695j 0.00819331+0.00998427j -0.00855248-0.000780298j 0.0102973-0.00912526j 0.00191249-0.00570935j -0.00776854+0.00233341j -0.00693272+0.020389j -0.00297948+0.00566549j -0.00785928-0.00283682j -0.00298964+0.00485738j 0.00486617-0.00297813j -0.00818029+0.000536637j 0.00536697+4.39924e-05j 0.0187903-0.0141489j 0.0154347-0.00485532j 0.00219191-0.00636708j -0.00386512-0.0129147j 0.00358781+0.019704j 0.00612855-0.00512868j 0.00591107+0.00428192j 0.000401405+0.0112j -0.00399094+0.00245862j -0.00485695-0.00301443j 0.00402479+0.0164221j -0.00363198+0.00325296j 0.00683036-0.00416926j -0.00824537-0.000308807j -0.00112031-0.00673978j -0.00445665+0.00326854j 0.0043675-0.0054598j -0.000688452-0.0108614j 
0.00101944-0.00659299j 0.00313242+0.00282324j 0.000166666-0.00364073j 0.00386892-0.000404193j 0.00549415-0.00026618j 0.00512895+0.00641732j 0.00316497+0.00628417j -0.00242664+0.0151125j 0.00759109-0.000594926j 0.00511035+0.00331577j -0.00370193-0.00615154j 0.0065187+0.00350418j 0.00655961+0.00818955j -0.000323245-0.00070509j 0.00542798+0.000700925j -0.000103292-0.000623522j 0.00484022+0.00359433j 0.00607316-0.00689956j -0.00295223+0.00665843j 0.0118129+0.00175149j 0.0089597+0.0129144j 0.0107868-0.000706082j -0.000206427-0.00490485j -0.00186457+0.00891445j -0.00360397-0.00733118j -0.00444601-0.004456j -0.00365697+0.0027407j 0.0013677-0.00954427j 0.0175088-0.0158549j -0.00308071-0.0095101j -0.00339229-0.00266379j -0.00181905+0.00211969j -0.0108724-0.010272j 0.0120927+0.00531846j 0.00605158+0.0113632j -0.0148036-0.0131102j 0.00306723-0.0125667j 0.0089768-0.016192j -0.00187766+0.0114689j -0.00373246+0.00450406j -0.0015291-0.00420469j -0.00595656+0.00458562j 0.00832546+0.00169231j 0.00456741+9.05614e-05j 0.00930735-0.00111015j -0.0140601+0.00809042j -0.0168278+4.3271e-05j 0.00275828-0.0190393j -0.00973545+0.00867812j 0.00444149+0.000494013j 0.0106448+0.000117124j 0.0113292-0.0142911j -0.012188-0.0138385j 0.0107726+0.0205193j -0.00694096+0.000539956j 0.012307+0.00458485j 0.000349842-0.00659392j -0.00446028+0.0120322j 0.00772793+0.00127147j -0.0123369+0.00114514j -0.0102273-0.00804096j -0.00365447+0.0022441j 0.00500305-0.0273393j -0.00897712-0.00294387j -0.00641744-0.0133287j -0.0116197-0.00191019j -0.0072815+0.0181703j 0.0328067+0.00122042j -0.0110752+0.00530019j 0.00743924+0.0104174j 0.000107034-0.0219717j 0.0163455+0.022944j -0.00319048+0.0106136j -0.00523914+0.00532366j 0.00428378-0.00963853j -0.00565542-0.00552913j 0.00638739-0.00741964j -0.00237625-0.00140575j 0.0154386+0.00176619j 0.0100713-0.0143458j 0.0044796-0.0097365j -0.019632+0.00314588j -0.02006-0.00526038j 0.0130529+0.0117058j -0.0128696-0.0180511j 0.0237906-0.0052254j 0.00874193+0.00620529j -0.00812603-0.00368723j -0.0129501-0.00371841j -0.00896135+0.0162379j 0.00287015-0.00139235j 0.00111837-0.012786j 
