0.0132112-0.00916869j -0.0111477-0.00819054j -0.0177023-0.0101807j -0.0196022+0.0240281j -0.0103415+0.00847877j 0.00442655+0.00121303j 0.00911226+0.0257015j -0.0152828-0.0104281j 0.0379599-0.0510612j 0.00195213+0.0109806j 0.0403171+0.00362973j 0.0109321+0.00153172j -0.00331333-0.0245807j 0.02113-0.0115651j 0.0109521-0.029662j -0.016852-0.018755j -0.0108866+0.0592636j 0.0230816+0.000224922j 0.00934839-0.0237113j -0.0285517-0.00891337j -0.00227495-0.00763865j 0.0026966-0.0238588j 0.0338946+0.0497034j 0.0101426-0.00797307j -0.00120031-0.0318269j 0.0427648-0.0251821j -0.0275006-0.0142227j 0.0431876+0.0345458j -0.0115839-0.00304308j -0.00803023-0.1228j 0.0714729-0.0224707j -0.0478172-0.016235j 0.076071-0.0287617j 0.0762819+0.0315354j -0.0192326+0.00414082j 0.000298215+0.0668674j 0.0334952-0.0119962j 0.0395289-0.0837608j 0.0260122-0.0562132j 0.0286155+0.0196879j -0.00552144-0.0420366j -0.066577-0.0231079j -0.012135+0.0228581j -0.0204437-0.0133591j -0.0257642-0.00814037j -0.0193497+0.000324505j -0.0158417-0.0201179j -0.0153015+0.0287922j -0.0177155+0.0172039j -0.00883809+0.0265174j -0.00763108-0.015066j 0.0076284-0.00219635j 0.0529862-0.00364201j 0.0259905-0.00750035j 0.00861021+0.0239709j 0.0249337-0.0241958j 0.00626248-0.0285721j 0.00980055+0.0101849j 0.0382291+0.0137079j 0.025234-0.0276571j -0.00612651-0.0136589j 0.00243678-0.0176013j 0.0115455-0.028629j -0.0175698+0.00593765j 0.00546094-0.00323192j -0.0163038-0.033703j -0.00372106+0.0571891j 0.0164458+0.0193528j 0.0246817-0.0137621j -0.085987+0.0190653j -0.0106582-0.00407576j -0.00764077+0.0466421j 0.0369841+0.0219303j -0.00239705+0.0100337j 0.0508659-0.0382464j 0.0118841+0.00563663j 0.0141771-0.00474932j -0.0194739+0.0272884j -0.00758303+0.00329139j -0.000650541-0.00546771j 0.0295908+0.0264437j -0.0237324+0.0127151j -0.00827999-0.00745215j -0.00316137+0.0180961j 0.0138543+0.0157568j -0.00589707-0.0151553j 0.0143511-0.0059837j 0.0313399-0.002678j 0.0225638-0.0305309j -0.050944+0.0298491j -0.00131723+0.0554342j 0.0199634+0.0332191j -0.030782+0.0120452j -0.0235891-0.0830546j 0.0806692-0.0487061j 
-0.00334144+0.0105189j -0.0246686-0.00441898j 0.00909979+0.000723079j 0.00677507-0.0352755j -0.0129294-0.0122704j 0.0711147-0.0225173j -0.00499989-0.0323561j 0.0206122-0.0168523j -0.0291963-0.0234218j -0.0309849-0.0160094j 0.0159353+0.0708606j 0.0232727-0.00683962j 0.0921566-0.0342881j -0.0549638-0.0431377j -0.0149516-0.0264064j 0.0226361+0.042351j 0.0154305-0.00263152j 0.0316274+0.0481176j -0.000338545-0.0115175j -0.0114083+0.000272109j 0.161785-0.00553181j -0.0618106-0.0108622j -0.119022+0.0597802j 0.0859061-0.0469171j 0.0327085-0.053212j 0.00068206-0.116194j -0.0403872+0.00591261j -0.00805679-0.0787064j -0.0394037-0.0246164j -0.013544+0.00762373j -0.0132733+0.00308887j 0.033405-0.0119718j -0.0065776-0.0139689j -0.0789187-0.0252149j 0.00133535+0.0261164j -0.0243977+0.0160118j 0.0185057+0.0140026j -0.0218593-0.00279579j 0.034019+0.0354928j 0.0278734+0.0830342j -0.019974-0.0847068j 0.0346024-0.0744166j -0.00300809+0.00205864j -0.00397767-0.0260551j 0.00807735+0.0365906j -0.0060793+0.0465619j -0.0251366+0.0016667j 0.0128897+0.00380264j 0.000357004+0.0148931j 0.000267938-0.0221687j -0.00906793-0.0166862j 0.0135452-0.00483295j 0.0150058-0.00937738j 0.00261743+0.0210114j -0.00712257-0.011732j 0.0134604+0.00145685j -0.00707249-0.00630812j 0.0043106-0.00669736j -0.00663985-0.00741167j -0.00896629-0.0287272j 0.0155515+0.0284364j 0.0091757-0.00491442j 0.000933621+0.000888179j 0.020088+0.00290858j 0.0179691+0.000165304j -0.00275765+0.000159484j -0.00307324-0.00254246j -0.0148214-0.0169405j -0.0069597+0.0150806j 0.0063736+0.00112943j 0.029896+0.0188536j 0.00948907-0.000310937j -0.0252694+0.0144913j -0.00366521-8.81631e-05j -0.00611789-0.00367441j 0.00373253-0.006319j -0.0134252+0.00170212j -0.00834243+0.00550198j -0.00549273+0.00831614j -0.0154417+0.00293239j -0.0202647+0.0126777j 0.00711587+0.00815484j -0.0014978-0.00877145j 0.0129596+0.00624291j 0.00128395+0.00241844j -0.0105544+0.00234894j 0.00600172+0.00998252j -0.00630594+0.00525184j 0.0110438+0.0142314j 0.00109292-0.00279364j 0.00209103-0.00262441j -0.00604522-0.0131122j 0.0127482-0.00500996j 0.00779551-0.00194462j -0.00755936+0.00218142j 
0.00848632-0.0167235j 0.0243194-0.00120183j -0.000381857-0.0108542j -0.00174874-0.0172013j -0.0139834+0.0122423j -0.0491624+0.0160152j -0.00050509+0.002732j 0.00911119-0.0197172j 0.000789834+0.032423j 0.0219141-0.0646772j 0.0189945+0.0183265j -0.012746-0.0178259j -0.0218035-0.00748918j 0.040052-0.0548204j -0.0262307+0.0467532j -0.0191405-0.0333589j -0.0112049+0.022699j -0.00254179+0.00516278j 0.0266716-0.0981658j -0.0243348-0.0621182j -0.0323214+0.0574109j 0.0410322-0.0211909j 0.0491137-0.0466672j -0.099016-0.0327472j -0.0307881-0.0405584j -0.011404-0.0867568j -0.0253729-0.00551847j -0.0422129+0.0121134j -0.0126764-0.0193305j 0.00921603-0.0100036j -0.0137574+0.0254504j 0.0592322+0.0303883j -0.0211212-0.0181358j -0.00765645-0.0590462j 0.0455785-0.00839017j -0.0126395+0.00805146j 0.00438249+0.0102083j -0.00985683-0.00850077j 0.0557183+0.0619519j 0.0243622+0.0432428j -0.0460205-0.0124867j -0.0551251-0.00537796j -0.000953938-0.0204026j -0.00965493-0.0115892j 0.00342468-0.0294753j 0.0351895-0.0246614j -0.0155725+0.0232068j -0.00136124+0.0177778j 0.0181009-0.0217782j -0.00923058-0.00540387j -0.0243459+0.00497454j 0.00363702-0.0137898j -0.0241454+0.0110767j 0.00923786+0.00928615j 0.0229962-0.0141765j 0.0260566+0.0348302j 0.00263535+0.00865116j -0.00506249-0.010648j 0.0157364+0.00363076j 0.0177995-0.017909j 0.000749892-0.00100365j -0.00656468+0.00796448j 0.0156539+0.00208673j -0.0166522-0.011076j 0.0285429-0.0141469j -0.0143335-0.00553692j -0.0105344+0.00904115j 0.00688547-0.00212643j -0.0065327+0.012932j 0.0154166-0.00506039j -0.00856116+0.0194248j 0.00849797+0.00603403j 0.00267387+0.029063j -0.00324693+0.00550416j 0.00761436+0.00531234j -0.0141006+0.0114262j 0.00535041-0.00209265j 0.000268026-0.00244009j 0.00859218-0.00289047j -0.0177343-0.00482901j -0.0114138+0.00763426j -0.0035268-0.00858116j 0.0138751-0.00381525j -0.00933901+0.0112053j -0.00308497-0.011139j -0.0124409+0.019369j -0.00106492-0.00756043j -0.00858967-0.000177861j 0.00759164+0.0126535j -0.00841273-0.0205501j -0.00971239+0.00674969j 0.00425196-0.0208058j 0.00854992-0.0142465j 0.0128367-0.0151239j 0.00130705-0.00264131j 
-0.0109123-0.0132974j -0.0236623-0.0031558j -0.00722946-0.0073579j -0.000853155-0.0146304j -0.00935178+0.0403953j 0.0242718+0.00172229j 0.00328373-0.0160559j 0.0360003-0.00800359j 0.00502872-0.0460778j -0.0221417-0.0152991j -0.0443578+0.0559192j -0.0592162-0.00188606j 0.0199182-0.0303192j -0.00662154+0.0338866j -0.0124591-0.00993792j -0.0465816+0.0867148j -0.0231208-0.075288j -0.107659-0.134441j 0.00788287-0.154335j 0.0483651+0.142531j 0.069881+0.201174j 0.0421856+0.0348119j 0.0593009+0.233823j -0.0720666-0.0755267j 0.0248317+0.0285771j 0.0140449+0.0639452j 0.00559824+0.0551336j 0.0133512-0.0295648j 0.0131998-0.00865367j -0.0160036+0.0661969j 0.0268493+0.0176539j 0.0114447-0.00116274j 0.0222427+0.0497426j -0.0232464-0.015766j 0.00634963-0.0691671j 0.00736795+0.00328736j 0.0294445+0.028821j 0.0258525-0.0193517j 0.0220371-0.00404634j -0.00557399+0.0461751j 0.00750476-0.0303665j 0.00936176-0.0206066j -0.0058196-0.0343229j 0.00482703-0.0277147j -0.00511368+0.0124648j -0.0170003-0.0105072j 0.0088456+0.00764731j 0.0115322+0.0422867j -0.00525215+0.0110479j -0.0235394+0.00600899j -0.0088738-0.0102457j 0.00531724+0.0268292j -0.00322347-0.0282684j 0.0173305-4.67529e-05j -0.0101319-0.00767819j 0.0081191+0.01856j -0.01098-0.026014j -0.00205692+0.00613967j -0.0102226-0.00466782j -0.00772772+0.00329226j -0.00224069-0.0206689j -0.00154835-0.0209863j -0.0138565+0.0157866j 0.00753763-0.0214665j -0.00717487-0.00440031j 0.0179306+0.00360647j 0.00429572-0.000300723j 0.0186471-0.0115975j -0.0024075-0.00646069j -0.01097-0.0013564j -0.0162114+0.0100708j 0.0147449-0.00562046j 0.0157211-0.00882686j -0.0192209-0.0141216j 0.0208-0.00716945j -0.00220775+0.0135372j 0.00763013+0.00850849j -0.00636726-0.000162909j 0.00139767+0.0101296j -0.0170156-0.00374816j -0.0133045+0.00410189j -0.00466349+0.00294068j -0.00390381-0.0154817j -0.00385444+0.00319326j 0.00163711+0.00801736j -0.00461844+0.00388342j 0.00458227-0.00256661j -0.0264328+0.00507884j 0.00520434+0.00594261j -0.00714128+0.00634933j 0.00117436+0.00339122j -0.00731485-0.00773499j -0.0134788+0.00237081j -0.0111805+0.000543336j 0.00670611-0.00786204j 
0.0144717+0.00747514j 0.024016+0.00408705j 0.00413736+0.00917985j -0.00403011+0.0150756j 0.0116206-0.0237622j -0.0404153+0.00947477j 0.00135854+0.0116402j 0.000737832-0.0151061j 0.00911867+0.0197924j 0.0351307-0.0161807j 0.0120155-0.0268564j 0.00413077+0.00147109j 0.00668867+0.00738512j 0.0545774+0.0100803j -0.0189801-0.0126082j 0.0192126+0.0171091j -0.0441779+0.0102299j -0.0402275+0.0650411j 0.00575066-0.0674827j 0.0240035-0.0231661j 0.0229305+0.0481595j 0.00337216-0.0116476j 0.112851-0.0602929j -0.0545826-0.0277364j 0.0246136-0.0142608j 0.0424734-0.00101668j -0.0245977-0.0589409j -0.0567572-0.00374714j 0.0218792+0.0244486j 0.0134302+0.0260965j -0.0580989-0.026061j 0.0433082+0.0282868j -0.00174677-0.00347988j -0.000705647-0.0414951j -0.0113866+0.0313691j -0.0392455-0.041858j 0.0264377+0.00982961j 0.0158322-0.00992996j 0.0165271+0.0327996j 0.00861267+0.0195395j -0.0406768-0.0286338j -0.0336262+0.0161526j 0.0201456+0.0249422j -0.0320851-0.0118035j -0.0134766-0.0227987j -0.000908467-0.0128291j 0.0231358+0.00146933j -0.00999891-0.00215146j -0.00329934-0.00952844j -0.0169515-0.00425893j -0.0288136-0.0204982j 0.00990953-0.00370747j -0.00383615-0.00175562j 0.0111972+0.00502077j -0.00629713-0.00471742j -0.0284303+0.00702579j -0.00949442-0.0230515j -0.0138417-0.0216737j -0.0120065+0.0174328j 0.0129976-0.00610274j 0.00810221+0.0020813j -0.0259284+0.00893511j 0.00225258+0.0079043j -0.0112541-0.00176246j -0.0012282+0.00743116j 0.00496898-0.0173528j -0.00067109-0.00653435j -0.000496846-0.00165464j -0.00381264+0.00846523j 0.00574954-0.000838528j -0.00657246+0.000888623j -3.582e-05-0.0061961j 0.00439137-0.0102382j -0.00290172-0.00316589j 0.0174872-0.00866018j -0.00642315-0.00793217j 0.00136887-0.00564069j -0.00806997+0.014818j 0.00563479-0.00128081j -0.0193136+0.0103016j -0.00955872-0.00173021j 0.00179936-0.00223993j 0.0210557+0.00289604j -0.00335089+0.000760369j -0.000557254+0.00213924j -0.010546-0.00480414j 0.00307848+0.0028674j 0.00514123-0.00796604j 0.0061035-0.00674483j -8.41685e-05+0.0050056j -0.0130435-0.00190193j 0.00319133+0.00780855j 0.0200027+0.00466648j 0.0174481+0.00431838j 0.00110933+0.00175499j 
0.00466893-0.0016435j 0.00687826-0.00998722j 0.0178085+0.00429765j 0.0113953+0.00538444j -0.00259178-0.00280805j -0.00711361+0.0233638j 0.00644258+0.013085j -0.0184598-0.0463997j -0.0211503-0.00138498j 0.0382841-0.0109301j -0.0133144+0.0142518j 0.0231571+0.0129307j -0.0281544-0.0157593j -0.0226275-0.00240479j -0.000749851-0.00603025j 0.00875996+0.0718101j 0.0720681+0.0149556j 0.049749+0.0487862j -0.0123989-0.1428j -0.0116619+0.0296389j -0.0863635+0.0488769j 0.0188161+0.00180705j -0.0792533-0.0312084j 0.0737821+0.0446986j -0.0304589-0.043545j -0.0127821+0.0263785j 0.0340413+0.0344816j 0.00152849+0.0524288j -0.0371159+0.00161977j -0.00997373+0.056319j 0.0188695+0.0195715j -0.0418715-0.038576j 0.031969+0.00852726j 0.0664233-0.00579407j 0.000437372-0.0239364j 0.009134+0.0150257j -0.0320731-0.0499956j -0.00876355-0.0282714j -0.070645-0.0491943j -0.00382669+0.0226302j 0.0115521+0.0321578j 0.0327488+0.0371174j -0.0344801-0.025662j -0.0197396-0.0218837j 0.00694774-0.0339829j 0.00601267-0.0346276j 0.0131717+0.0291874j -0.0226285-0.00385213j 0.001526-0.00688101j 0.0230946-0.00123637j -0.0215884-0.0133479j -0.00110752-0.00770196j 0.00886092+0.0271447j -0.0257145-0.00855274j -0.00911071-0.0118242j -0.00298942-0.0127401j -0.0337274-0.0110062j -0.0464326+0.0125617j 0.0226436+0.0142148j 0.00124351+0.0151418j 0.0256706+0.0106614j 0.0114796+0.0144784j -0.0170643-0.00736174j 0.00932967+0.00667442j -0.0175775-0.00369705j -0.00214276+0.0047989j -0.00121466+0.00961908j -0.0198835+0.00196534j -0.00264528-0.00508892j 0.00659955-0.000930907j -0.000934925-0.0020745j 0.00136982+0.00819401j -0.0113604-0.00357987j 0.0166992+0.0041859j -0.0232403+0.00556777j 0.00201362+0.001912j 0.00136065+0.0024361j 0.0128042-0.00177525j 0.00194054-0.00252122j 0.0202369-0.00439086j 0.00891189-0.0052783j 0.00177162-0.00984146j -0.0140159-0.00725429j -0.00482546+0.0107219j 0.00925538-0.000845436j 0.00556077+0.00809929j 0.00607672-0.00479725j 0.0254678-0.00180542j -0.0130319-0.00927926j 0.013183-0.00437437j 0.00820779+0.0068018j 0.00274352+0.00977856j 0.00761386-0.0126689j -0.00219462-0.00650375j -0.0117982+0.00507524j 
0.00771251+0.00130364j 0.0101964-0.0108605j 0.0192005+0.0104111j 0.005662+0.0273753j 0.0271981-0.0313207j -1.64793e-05+0.0338658j 0.00208435+0.0386311j 0.029711-0.0488102j -0.0251084-0.0185411j -0.0166945-0.00791202j -0.0397281-0.0544467j -0.0609827-0.0556708j 0.0101266+0.0176872j 0.00877443+0.0585403j -0.0756382-0.0858389j 0.0107166-0.0175117j 0.0232422+0.0328723j -0.0819531+0.030421j -0.146506-0.193099j 0.00975785+0.037594j 0.0577589+0.118399j -0.0346531+0.0236834j 0.0198433-0.0859566j -0.022069-0.0102773j -0.0344601-0.0445243j -0.0102066+0.0588234j 0.042924+0.0120212j -0.0210048+0.00162551j -0.0761266-0.0350382j 0.0433875+0.0439725j 0.0255515+0.00365735j -0.0387508-0.0430375j 0.0615355+0.0554177j 0.0103789-0.00790539j 0.016291+0.0352801j 0.0140485-0.0198508j 0.00895521+0.0370223j -0.0138494-0.0220819j 0.0192347-0.00685747j 0.0215816-0.00647695j -0.0196746+0.0500539j -0.0434568+0.0158272j 0.00916206-0.0163937j -0.026484-0.00721085j 0.0181659-0.0726676j -0.00984765-0.0393728j -0.0520778+0.00311928j 0.031275+0.0058911j 0.00498872-0.0131181j -0.0253779+0.0385162j 0.0190249-0.0105309j -0.00146808+0.0101997j -0.0218453-0.0130345j 0.00440095-0.00912122j 0.0118063+0.00565939j 0.0208472+0.00510327j 0.0119675-0.038174j 0.0225237-0.00151736j -0.0101889-0.00108603j -0.00981206-0.00146556j 0.00620509-0.0314905j 0.00953845+0.0277054j -0.00112352-0.0103506j -0.0149483-0.00527422j 0.0403946-0.00539837j -0.00959491-0.0145194j 0.00689761+0.00690182j -0.0099785-0.00772345j -0.0167186-0.00100054j 0.02288-0.00824956j 0.00967234-0.00470986j 0.00271412-0.00663056j -0.014381-0.0142032j -0.00195542+0.0228777j 0.00671612+0.00682411j -0.0059189+0.000584052j 0.0161497+0.00334142j 0.00353046-0.000338489j -0.00241131-0.0100409j -0.00761672-0.00343459j -0.00283031-0.012362j -0.00513345-0.0204257j -0.0126984+0.000211646j -0.00154635+0.00713266j 0.01374+0.0031546j 0.00208683+0.00411259j 0.012644-0.0155136j 0.00683973-0.00820737j -0.000138378-0.0165926j 0.00861964-0.000750036j 0.0108317+0.00851715j -0.00188929+0.0110472j 0.0253833-0.0092496j 0.00738078-0.00739881j -0.00954472+0.00318743j 
0.0100942-0.0168131j -0.000216333-0.00804882j 0.0206219+0.00780465j 0.0135581+0.025719j -0.0151141-0.00181015j -0.00227172+0.0118769j -0.00564272+0.0519394j 0.00829184-0.0156895j -0.0197602-0.00112469j 0.0450268+0.0115371j 0.00475901-0.0434007j 0.0816434-4.02595e-05j 0.00755337+0.0121551j 0.0717659+0.0677675j 0.0282101+0.00257146j 0.118291-0.0362921j -0.0872199+0.0197874j 0.0538919+0.0600414j 0.144561-0.0336818j 0.0294434-0.00385065j -0.012792+0.0454652j 0.00779171+0.0636235j 0.0808177+0.00543192j 0.0112844+0.0515889j 0.076743+0.0402168j 0.0941759+0.142087j -0.1122-0.0282525j 0.0178503+0.0152789j 0.0632616-0.0182975j 0.0179449+0.0274185j -0.0435808-0.0405221j 0.0586174+0.0220727j -0.058223-0.0172749j -0.0242948+0.0084165j -0.010604-0.0169411j -0.0350949-0.0397646j -0.0158767-0.006137j -0.0458379-0.0304423j -0.00803259-0.00791121j -0.0185964-0.0441137j -0.0286718+0.0472059j 0.0251678+0.0668006j 0.0202555+0.0299016j 0.0117876+0.0283127j 0.0291654-0.0527534j 0.0148819-0.00943035j -0.00765153-0.00184894j -0.0113686-0.0175086j 0.0154923+0.00426424j 0.00763572+0.0207695j -0.000426748-0.034093j 0.0153004-0.0169979j 0.0184944+0.00741982j -0.00429421+0.00951618j 0.010142+0.0410234j 0.00210302+0.00478772j 0.0049964-0.00296689j 0.00072259-0.00881453j -0.0147234-0.0157197j 0.0130129+0.00259118j -0.00338532-0.0251656j -0.0242698-0.00998319j 0.00461183-0.00172638j 0.00896907+0.0105559j -0.00847984-0.0100196j -0.0119965+0.0034992j -0.00800709+0.00517343j -0.00519405+0.0017274j -0.00435424-0.012823j -0.00314869-0.00679478j 0.00483448-0.0066782j -0.00816563-0.0107679j -0.0455201-0.0103298j 0.018722-0.00474804j 0.00814407-0.00169317j -0.00348466+0.017508j -0.0279032+0.0153425j -0.00391664-0.00350744j -0.00800815-0.00039825j 0.0122076-0.00587132j -0.0114013-0.0159322j -0.00570989-0.0310518j 0.0233878-0.00154126j -0.00786829+0.00868144j -0.0185935+0.0100371j -0.0155646-0.00184765j 0.00520696-0.027084j -0.00715259-0.0088599j -0.00996237-0.0117212j 0.00412939+0.00552716j -0.0146468+0.0054105j 0.0149657-0.006096j 0.0160976-0.00505943j 0.0153682-0.00626417j -0.000813107-0.00856919j 
0.00457408+0.00910796j -0.016468-0.00847933j -0.0241348+0.0120164j -0.00663863+0.0192203j -0.0290986-0.0096571j 0.0046026-0.0134567j -0.0150758+0.0434885j -0.0476324+0.00968012j -0.0157117+0.0713278j 0.0165847+0.0381106j 0.000592282-0.082538j -0.0392854+0.0442466j -0.00679514+0.0376036j 0.0377021+0.0557786j -0.0751181+0.00622936j 0.0207077-0.129041j -0.0331254+0.0126944j -0.0217791+0.0293845j -0.0720004+0.123276j 0.058763-0.106798j 0.102755-0.0632526j 0.0256964+0.0091644j 0.0150017-0.0775064j -0.060514-0.00590634j -0.0374135-0.00333662j -0.00178611+0.0908261j 0.0229618-0.0775707j 0.0113155-0.012826j 0.0171175+0.00968687j 0.0365618-0.0258139j 0.00249115-0.070528j 0.00494361+0.00959107j 0.011269-0.0221011j -0.0121351+0.016011j 0.00305672+0.0480649j 0.00168711+0.00464884j 0.0278565-0.001323j -0.0031664-0.0073607j 0.00464774+0.0442311j 0.0263297-0.0608159j 0.00364515+0.0380674j 0.0338998+0.0175483j -0.0217614+0.0274155j -0.0246453-0.000645556j 0.00493516-0.0147469j -0.0268679-0.0216293j 0.0125796-0.0231124j -0.0177953-0.0277396j 0.00349249+0.015764j -0.0080422-0.0141992j -0.0187124-0.0152678j -0.00505443-0.0037049j -0.000803198+0.0048833j -0.00835355-0.0164081j -0.0125078+0.0134175j -0.0155396-0.00269735j -0.0237059+0.0118956j -0.000473636-0.0246713j -0.00422079-0.00766293j -0.0242743+0.0245657j -0.00682217-0.0100299j 0.0112983-0.00728599j 0.00788475-0.0125017j -0.000263241+0.0218738j -0.0202915-0.00116125j 0.00946287-0.0136044j 0.0141038+0.0050389j 0.0117729+0.00209713j -0.0115417+0.00274738j -0.0166655-0.0286717j 0.000749045-0.0103376j -0.000194396+0.00278207j -0.000896724-0.0217183j 0.0120573+0.0187987j 0.0110038+0.0125926j -0.00132101-0.00199142j 0.00706194+0.00631006j 0.00187869-0.00923962j -0.00319778-0.0101238j -0.0120807-0.00667265j -0.00935837-0.0243725j -0.00721546-0.0125223j 0.00320612+0.00728213j 0.0100481-0.00109337j 0.00918192-0.00462771j -0.001297-0.0113242j -0.000235915-0.00302684j -0.02335-0.00528243j -0.00630629-0.0208947j -0.000139704+0.00153787j 0.000835694-0.0131389j -0.000333525+0.0139328j -0.0182926-0.00298508j -0.0150665-0.0014705j 0.0059776+0.00849095j 
0.0092308+0.00704912j 0.000694887-0.00295002j 0.00389902-0.0609716j 0.0346306-0.012416j -0.0260188+0.00543138j -0.00743407-0.0010919j 0.0283098+0.0118463j 0.0368004+0.0722293j -0.022532-0.0572651j 0.0407711+0.111932j -0.0746274+0.0889621j -0.0618135-0.0789517j 0.0208871+0.117969j 0.00143559-0.0358886j -0.0553451-0.0645527j -0.0878438-0.121884j 0.0644976+0.0101291j -0.0182604-0.056864j 0.0362582+0.100122j -0.00724017-0.0119411j -0.00445723+0.035637j 0.0536492+0.0397128j -0.0718547-0.0577515j -0.0236967+0.0931595j 0.0356543+0.0604876j 0.0142583+0.0466118j 0.0336768+0.0941885j -0.0302185-0.0566726j -0.0615905-0.0571388j -0.0457713-0.110251j -0.00544023-0.0154085j 0.0102219+0.0134723j 0.0340671+0.00854172j 0.0245585+0.061528j 0.0159619-0.0744242j -0.00546793+1.13221e-05j 0.026694+0.0648061j 0.014029+0.0413122j 0.0190814+0.036283j -0.0257999-0.0674433j 0.011207+0.101202j -0.00454167+0.0993545j 0.0136237-0.0413426j 0.00630762+0.0410231j -0.0211497-0.0452888j 0.00416289-0.00540258j -0.0329436-0.0181153j 0.00874356+0.0473268j 0.0191369+0.00386771j 0.00130454-0.0087418j -0.0143444+0.0326456j 0.00812277-0.0192697j -0.0215858-0.00172922j 0.00380534+0.011934j 0.00936877-0.0105638j 0.0128605+0.025931j -0.0188896-0.00389714j -0.0156109+0.0221975j -0.018256-0.00339595j -0.0157443+0.0203288j -0.0137774-0.0160645j 0.00811415-0.0189423j -0.019727+0.00515035j 0.0140302+0.0345685j 0.0119508-0.00330498j -0.000813963+0.00746524j -0.000519996-0.00117512j 0.00617615+0.0179172j 0.00134427+0.00773703j 0.00665587+0.0188137j -0.0130406+0.0209796j 0.0102759-0.00665378j 0.0039988+0.0231241j -0.00598864-0.0336112j 0.00942948-0.0147954j -0.00789419+0.00879385j 0.00682434-0.00975288j -0.00102524-0.00803348j -0.00486706-0.00645455j -0.00415727-0.00416919j -0.0170254+0.00538222j -0.00755752+0.0137364j 0.00372587-0.00929945j -0.0102737-0.00143986j 0.0108756+0.00643089j -0.0248418-0.00120366j -0.00151931-0.00184034j -0.013088-0.00935211j -0.00119904+0.00990481j 0.00963378-0.0070414j 0.00411682+0.0120855j -0.00225734-0.00455721j 0.0177117-0.00646332j 0.00173042-0.00555731j -0.00774111+0.00247128j 
-0.0141829+0.00426172j 0.00429251-0.019913j 0.0165649-0.0349382j -0.00743965-0.0169026j 0.0357829-0.0272743j 0.0137331+0.0277299j 0.0141917-0.0230633j -0.0187482+0.000299j -0.0480685-0.0533015j -0.00655308+0.0574676j 0.0474359+0.127761j 0.0960575+0.00594516j -0.0103788-0.0217927j 0.0223026-0.046946j 0.0451164-6.01409e-05j 0.0674973+0.0663795j -0.0292614-0.0313397j 0.0200763+0.0889465j -0.0374236+0.0230002j 0.0473188+0.120541j 0.0837681+0.0918454j -0.0390737+0.0506228j 0.0756143-0.0197391j 0.0808942+0.0551338j 0.0349926+0.0498442j 0.0486368+0.0285227j 0.000397761+0.0725732j -0.00117356-0.00682276j -0.0124871+0.0482702j -0.0107892-0.0454333j -0.00102439+0.0333976j -0.0150699+0.000106217j 0.0317351-0.0127851j 0.00456046-0.0162773j -0.0468744-0.0877663j 0.0347289+0.0584665j -0.014554+0.0127478j -0.0335387-0.0159368j -0.0383808-0.0442509j -0.00675578-0.0193588j 0.00967049+0.039418j 0.0400236+0.127984j -0.030132-0.026574j -0.0179131-0.00517857j -0.0139822-0.0195691j 0.0121774-0.00930059j 0.00173376+0.016483j 0.0130677+0.0111344j 0.0105596-0.0220701j 0.0307704-0.00693183j -0.0102743-0.00728744j 0.00655732+0.00173727j -0.021655+0.0212124j -0.00193832-0.0104117j 0.0119448-0.0238854j -0.0325425+0.0105249j 0.00811825+0.0245187j 0.0227996+0.0120666j -0.0105373+0.00765244j -0.00373963+0.0137559j -0.0309367-0.0152942j -0.00438084+0.0066989j 0.00878009+0.000517612j 9.03547e-05+0.0251746j 0.00167904-0.0132893j 0.00909696+0.0121654j 0.00148375+0.0182414j -0.0039423+0.0142238j -0.00333288+0.0178704j -0.00262094-0.00625411j 0.00343341+0.003798j 0.00222019+0.0213275j -0.0018814+0.0110982j 0.00200207-0.0095175j -0.028236-0.00294973j 0.00375343+0.00835671j -0.00342055-0.00743793j 0.00116769-0.0112277j 0.0132697+0.00714375j 0.016511-0.00691507j -0.00705714-0.00497915j 0.00780193+0.00870353j -0.00836057-0.00744375j -0.00169611+0.0110033j 0.0111833-0.0106862j -0.00176773+0.0070227j 0.000630755+0.0100319j 0.00776552-0.00502016j -0.00754351+0.000877369j 0.0195581-0.0168408j 0.011037+0.00838347j -0.00101263+0.00010536j 0.00346165-0.0185955j -0.00558068-0.0121354j -0.0130313+0.00807669j 
