-0.170977+1.93678e-13j 0.0596391-0.00249458j 0.021379+0.0289607j 0.100432+0.134497j -0.0172286+0.0468861j -0.0244476-0.0391405j 0.0266502+0.102399j 0.0272497+0.0424839j 0.00272831-0.0325261j 0.0223133-0.0716563j 0.0198225+0.000972142j 0.0153738+0.0276212j -0.00854476+0.0470908j -0.00993109+0.0212789j 0.0129524-0.0542342j -0.0225192-0.00468833j -0.00212181+0.0101582j -0.0376626-0.0085315j 0.0116063+0.00207566j 0.0268741-0.0150593j 0.0479424+0.0406476j -0.0109568+0.0206797j -0.0946905-0.000282241j 0.054569+0.0733301j -0.136954-0.0412114j 0.0803723-0.15721j 0.115791+0.0493872j -0.00108318+0.111681j 0.0555006-0.0422227j 0.0341141+0.0581621j -0.126011-0.0337091j -0.0183884+0.017206j 0.0746697+0.0813242j -0.0382192-0.0544826j -0.000363195+0.0469817j -0.0438024+0.00863356j 0.0158113+0.00576315j 0.0128755+0.0812655j 0.0281352-0.0437052j 0.0157329-0.0497259j 0.00583415+0.00339865j 0.0267455+0.0505585j -0.00616962-0.0153444j -0.00196048+0.00238728j 0.00638141-0.00138647j -0.0258898-0.00877795j -0.0248177+0.0302845j 0.00540127+0.0204497j 0.00283859-0.00625132j -0.00496568-0.0195929j 0.0193311+0.0166359j -0.016524+0.0450581j 0.03326-0.0344175j -0.0136749+0.0339929j -0.0436565-0.0332642j 0.0095229+0.00531276j 0.000406439+0.0295879j -0.00892553+0.00277556j -0.0400969+0.033314j -0.0157575-0.00261993j 0.0199886-0.0306937j -0.0330935-0.00443798j 0.0126073+0.0342729j 0.0245956-0.0507418j -0.110781+0.156238j -0.175783-0.184324j 0.229734+0.0551573j -0.0551927+0.109831j 0.0605754-0.163468j -0.0250325-0.0222403j -0.0107656-0.000563402j -0.176598-0.0768448j 
-0.0136749-0.0339929j -0.00625383+0.0119015j 0.00649873-0.024374j 0.0189405+0.0116205j 0.0117083-0.026932j 0.0493917-0.0482768j 0.0334681+0.000160147j -0.00583262+0.00101981j 0.0241885-0.0165984j -0.0174324-0.00507275j 0.0350082+0.0202642j -0.00661812+0.0393408j 0.0110781+0.00244605j -0.03176+0.0285202j -0.0115115+0.0112087j -0.0127674+0.00888999j 0.012593-0.0121475j 0.0162375+0.0144296j 0.0110996-0.00351469j 0.0105184+0.00415229j 0.00920307+0.00272927j 0.00770199-0.0242136j -0.00502377-0.00250482j -0.000615448-0.00311733j -0.007738-0.00480807j 0.00930864-0.00719501j -0.00750441-0.00604718j -0.00057829+0.00766439j 0.0141843-0.00294346j -0.0119822+0.00110202j -0.0158551+0.0168085j -0.0060409-0.00413027j 0.0142113+0.0167204j -0.0217678+0.00519017j 0.0222918-0.0409472j 0.0927398-0.079594j 0.0865224-0.0176429j -0.0489527-0.020958j 0.058259-0.0100993j 0.0511954+0.0705351j 0.150304-0.036418j 0.161625+0.118943j 0.121234-0.0556308j -0.122284+0.00821976j -0.132442+0.0412834j -0.00513062-0.134155j 0.155656+0.00348408j -0.0343566+0.121594j -0.198874+0.17618j 0.112065+0.00325403j -0.00365536+0.0450548j -0.0111831+0.104752j 0.074124-0.0661169j 0.350479+9.05109e-14j 0.157884+0.0621671j 0.0340031+0.0826253j -0.0674111+0.0250304j 0.0814022-0.0433982j 0.0281546-8.60209e-05j 0.00718385-0.00696742j 0.0533072+0.079119j -0.0566983+0.0296659j -0.00456403-0.00882058j 0.0582125+0.064279j -0.00375035+0.0752702j -0.00509551-0.0500509j 0.0399738+0.085831j -0.0169347-0.0486048j -0.0177688-0.000889761j -0.00339246-0.000726155j 0.0230691-0.0228293j 0.00253866-0.0029568j 
-0.0436565+0.0332642j -0.0237102-0.0158923j -0.00496275+0.037066j -0.00369241+0.00275065j 0.00544734+0.0661063j -0.0311214-0.0180752j 0.0509083+0.0365523j 0.00800388-0.00324709j -0.00782681-0.0290407j 0.00514161+0.0127795j 0.0131392-0.00460855j -0.0158639-0.00638911j -0.03424-0.00277199j -0.0189397+0.0179393j -0.0167285-0.0156858j 0.0288496+0.0271526j 0.00602175-0.0230317j -0.00885003-0.00309934j -0.0140363+0.0144271j 0.0148225+0.004573j 0.00530597+0.0100667j 0.000180174-0.0031717j -0.000544887-0.00179184j 0.00536962+0.00939637j -0.00264172-0.00394076j 0.0104732-0.000707224j 0.00465444+0.00428505j -0.0243016-0.0082394j -0.0353272-0.0109966j -0.00906472+0.0027072j 0.00232966+0.0224742j -0.012107-0.0147157j -0.0289168-0.0340571j 0.00969786+0.0127316j -0.0166647+0.103241j -0.0650548-0.0382051j 0.023887+0.0945615j 0.016823+0.0510896j -0.109314-0.136581j -0.0279792+0.0116205j -0.00896222+0.0520161j 0.0463677-0.00824341j 0.0376174-0.10689j -0.126833+0.0461609j 0.193249+0.0420583j 0.207508+0.0100727j 0.0806192-0.0834967j -0.0716615+0.201983j -0.0539489+0.116016j -0.148613-0.0517308j 0.164052-0.126662j -0.085605-0.0310895j 0.0457803+0.163198j 0.157884-0.0621671j 0.0960652+2.39531e-14j 0.168491-0.171686j 0.00146251-0.0556471j -0.045761+0.0208279j 0.0178597+0.013684j -0.0903525+0.0852155j 0.0131518-0.0419255j 0.0553839+0.0220646j 0.0256426-0.0236167j -0.0814014+0.0323159j -0.0700315-0.0484363j -0.00540486-0.0306377j -0.0408851-0.00111135j 0.060544+0.0259859j 0.0235078-0.0350783j 0.0209391+0.0231356j -0.0333039-0.019871j -0.00237154+0.0330397j 
0.0095229-0.00531276j 0.0418272+0.0307565j -0.00771361-0.0200341j 0.0348645+0.0206859j -0.0245369-0.0507625j -0.00911286+0.0603062j -0.0570268-0.0223601j -0.0174555+0.0700101j 0.0104125+0.00377726j -0.0132793-0.0238876j 0.023897-0.0227277j -0.00234775-0.00249777j -0.0159746-0.0426398j 0.000842633-0.00704837j 0.0232203+0.0203536j 0.0106881+0.0179819j -0.00314623-0.00899322j -0.000922929+0.0230692j -0.0115102-0.00107452j 0.00463429-0.00821077j -0.000737646-0.0108576j 0.00507734+0.0075312j -0.00132799+0.0190831j -0.0019009-0.0204935j -0.0103656-0.0107848j -0.0173546-0.011776j -0.0122981+0.0365959j 0.0231926+0.0106545j 0.0297945+0.025571j -0.00273088-0.0178735j -0.0258812-0.0398589j -0.00669837-0.0175285j 0.0688652+0.0305078j 0.0227775+0.000210229j -0.0567062-0.0604924j -0.0779671+0.0727536j -0.0642688-0.00189521j 0.0329341-0.161719j 0.164586+0.090422j 0.0771468-0.259702j 0.0113209-0.100041j -0.016637-0.111914j 0.0568688-0.0143977j -0.203602+0.0734424j -0.0804277+0.0334775j -0.0805531+0.115581j -0.074576-0.0424861j -0.0335379+0.0780465j -0.153295-0.00246227j 0.035469+0.123292j 0.125478-0.0954021j 0.0177923-0.10552j 0.0514042-0.0397767j 0.0340031-0.0826253j 0.168491+0.171686j 0.0694233-4.69763e-15j -0.0475622-0.00517751j 0.00828467-0.0229544j 0.0710433+0.000117173j 0.0327671-0.0784787j 0.0399213-0.0492744j 0.0441002-0.00620019j -0.0299178+0.0102269j 0.00320498-0.0144151j 0.0624096+0.054167j 0.0335158+0.0144458j -0.0621338-0.106339j -0.0529437-0.0635813j -0.0123803+0.0504805j 0.0188345-0.112471j 0.0122189-0.0123084j 0.0320828-0.0599733j 
0.000406439-0.0295879j -0.0234968+0.0470822j 0.030701-1.14413e-05j 0.0956545+0.0267191j 0.0127968-0.0233153j 0.0580262+0.0175627j 0.0104633+0.0475445j -0.0169786+0.00345191j -0.0254245+0.000122951j 0.0297421-0.00130739j 0.00699391+0.00744816j -0.0272885+0.0277652j 0.0155476+0.0182285j -0.0033581+0.032857j 0.0104762+0.00277589j 0.00778288-0.0326935j -0.000725355-0.00629779j -0.000882219+0.00953027j -0.00185519-0.00728694j 0.0068865-0.00441607j 0.0135921-0.00411831j 0.00171092-0.00820705j 0.0196522-0.0194253j 0.0089529-0.00832985j -0.00344236-0.00317987j 0.00120888-0.0156253j 0.0106955-0.0103545j -0.0263993+0.0107232j -0.0054314+0.0125588j 0.0124879-0.0277815j -0.0329846-0.0103753j -0.0360693-0.0427872j 0.081386+0.0167466j 0.0971563+0.0171581j 0.0125052-0.0610649j 0.0738913+0.00697659j 0.0392522+0.141651j -0.0170032-0.0352079j -0.000337929-0.0391388j -0.0138426+0.0349212j 0.178637-0.00886973j -0.165235+0.0410095j -0.0385843-0.267494j 0.206838+0.118698j -0.00524343-0.0883737j -0.0490164-0.305098j -0.0611835+0.0727903j -0.256912+0.0560255j -0.0451984+0.184258j -0.00296236-0.0282165j -0.118843-0.0807617j 0.0474132-0.123534j 0.0251748+0.00257932j -0.0674111-0.0250304j 0.00146251+0.0556471j -0.0475622+0.00517751j -0.194945-4.02733e-14j -0.0655176-0.0333202j -0.0168877+0.0822477j 0.0222683-0.0133821j -0.0143181-0.0177346j -0.0197804-0.0232622j 0.0220645+0.00823778j 0.0940652+0.0211796j 0.0639907-0.029354j 0.0291757-0.0116213j -0.0314659-0.00217255j -0.0209677+0.000105207j -0.00685595-0.0720312j 0.0224287-0.108887j 0.0492589-0.0413509j 0.0259516+0.00819523j 
-0.00892553-0.00277556j -0.0127673-0.0121977j -0.00132525+0.0111461j -0.0630441-0.0682475j 0.0688185-0.0428538j 0.0419733-0.00957986j -0.0281458+0.0926845j 0.0226965-0.00994266j -0.0188769-0.0212414j -0.000703765+0.00876629j -0.0174083+0.0136005j -0.0166476-0.015564j 0.00310528-0.0191835j 0.0121661-0.00486447j 0.0123867+0.0073758j 0.00166417+0.0192135j -0.016839-0.0201047j 0.00427931+0.00129023j 0.00967047+0.0138644j 0.00756301-0.00082683j 0.00613238+0.00721731j -0.00387047-0.00630856j 0.00039248-0.00642117j 0.00905799-0.0117465j -0.00183014+0.0186909j 0.018652-0.00645324j -0.00941748-0.00581388j 0.00534091+0.00281087j 0.0123581+0.00758445j -0.0343628+0.0312693j -0.0233394-0.0078749j 0.045695-0.0119699j -0.0484964-0.0725873j -0.0949326-0.0811633j 0.123986-0.0705369j 0.0703639-0.0189686j -0.0816635+0.135629j -0.0690252+0.0343769j -0.0268012-0.0526497j -0.286775-0.0350741j 0.0372137+0.174579j -0.155918+0.043804j 0.10026-0.0392247j 0.0778688-0.0296982j 0.0580068+0.122391j -0.0200708+0.0403159j 0.105797-0.00926737j 0.157727+0.03173j -0.113405+0.0471783j 0.0750121-0.00679757j 0.00551694-0.00590104j -0.0511673+0.114874j -0.0562518+0.0306612j 0.0814022+0.0433982j -0.045761-0.0208279j 0.00828467+0.0229544j -0.0655176+0.0333202j -0.0234831-3.74006e-15j 0.00180633-0.00382386j -0.0453918-0.0335222j -0.125384-0.00539313j 0.0514271+0.0531278j 0.0853068+0.0351238j 0.0538224-0.0247498j 0.0189144+0.0939443j -0.0390029+0.0152158j -0.00349068-0.0635399j 0.0556986-0.0129751j -0.0378035+0.0529098j -0.0107127+0.099548j -0.0407209-0.00165892j 0.00744458-0.0106827j 
-0.0400969-0.033314j 0.0081169+0.00450933j 0.0398695-0.0740716j 0.0879882+0.073344j 0.0516791+0.0474651j 0.00998911+0.0460347j 0.0165985+0.0212334j 0.0418087+0.0208885j 0.0114289-0.0275865j 0.00891419-0.0312918j 0.0178589-0.0234672j -0.0168912+0.0497608j 0.00196033-0.0147031j -0.012929-0.000260826j 0.00907248-0.00605607j -0.0138297-0.00110987j 0.00240148+0.00372287j -0.00242144+0.00852821j 0.009457-0.0230765j -0.00223617-0.0149569j 0.000952479-0.00259979j 0.0129517+0.00765486j -0.000306858-0.0196971j -0.000256651-0.00266533j -0.0224014-0.00795503j 0.00123261+0.00491196j -0.00201232-0.00427563j -0.0136837+0.0060775j -0.007727+0.0251461j -0.0502531-0.0310453j -0.0367283+0.0143792j -0.0127059-0.0186355j 0.0360495+0.105581j 0.0831685-0.00708682j 0.112949+0.121666j -0.0694551+0.0637572j 0.0607814+0.0243j -0.120312-0.114769j -0.0712181-0.131373j -0.0221992-0.123015j -0.0298326-0.0219668j 0.0192806+0.179008j 0.0200151+0.243219j 0.174793-0.181704j -0.0338877+0.000282512j 0.25047+0.0528591j -0.164042+0.0761644j 0.079869-0.0580784j 0.0876578-0.016457j 0.075204+0.139776j 0.060459-0.0515875j -0.0016188+0.0870682j -0.035275-0.0859961j 0.0281546+8.60209e-05j 0.0178597-0.013684j 0.0710433-0.000117173j -0.0168877-0.0822477j 0.00180633+0.00382386j 0.00463265+6.93889e-15j 0.071262+0.0565349j -0.0361372+0.0660848j 0.0916855+0.0444984j -0.025693+0.0466339j -0.0302207-0.069911j -0.0495187-0.05126j 0.0748931-0.0831521j -0.0257117+0.00879847j -0.00117113+0.0088119j 0.0225057-0.058507j 0.0414039-0.0264777j 0.033574-0.0695737j 0.00635151-0.0145263j 
-0.0157575+0.00261993j -0.00776857-0.0136935j 0.0293056-0.0197229j -0.019759+0.00266433j 0.0278367+0.040555j -0.0125361+0.0433j -0.0175416-0.0416933j 0.040229+0.00147852j -0.0252589+0.00344558j -0.0119779+0.00771884j -0.00994182-0.00254297j 0.0275398+0.0138426j -0.0215458+0.0160292j 0.0157769+0.0194068j 0.0072916+0.0180831j 0.00800743-0.0167229j 0.0077995-0.0028308j -0.000656249+0.00401576j -0.00633128+0.0050462j 0.00225658-0.00528774j -0.00480193-0.00395453j -0.000905936+7.89291e-05j -0.0153935-0.00440488j 0.00406664+0.000361498j -0.00216142+0.00228644j 0.00329956+0.000140256j -0.00835167-0.0140267j 0.0027379+0.0127301j -0.00695918+0.00805078j -0.0301817+0.00630433j -0.00852969-0.0108506j 0.0395688+0.0195221j -0.0598782+0.0138601j -0.00853036-0.0237331j 0.0727957+0.0806766j 0.00964051+0.149521j -0.0221495-0.104611j -0.0197814-0.0380625j -0.0921222+0.0940199j -0.0743721-0.099999j -0.137614-0.0152512j 0.0671463-0.155698j -0.0563003-0.233731j 0.0287245+0.278977j -0.0841771+0.0391696j -0.0424238-0.195553j 0.0594772-0.0415354j -0.0300318+0.14361j -0.16273+0.0765407j -0.0249717+0.0149965j -0.0549876-0.102311j 0.0195173+0.164553j 0.176069-0.102163j 0.00718385+0.00696742j -0.0903525-0.0852155j 0.0327671+0.0784787j 0.0222683+0.0133821j -0.0453918+0.0335222j 0.071262-0.0565349j -0.00585743+7.99361e-15j -0.0442563+0.027819j 0.022812+0.0587155j 0.00678591+0.0351873j -0.0455424-0.0521619j -0.043239-0.0016803j 0.0322727-0.00841371j 0.0415834+0.0320332j -0.00445863-0.0162262j -0.0140912+0.0471352j -0.0114221+0.093546j -0.00761835-0.0163916j 0.0107132+0.0152257j 
0.0199886+0.0306937j -0.0554583-0.0399434j 0.069607+0.0163666j 0.00415997+0.0245458j -0.0119664-0.061639j 0.0501174+0.0261847j 0.00111393-0.0197901j -0.0427331+0.013999j -0.0254962+0.0288611j -0.0123062-0.0411813j -0.0196013+0.035823j 0.00979149+0.0169854j -0.0102858-0.0251838j -0.000652025+0.0141518j -0.0064203-0.0150961j -0.00532907+0.00726694j -0.0057527-0.0155409j -0.0150969-5.2183e-05j -0.00675711+0.0104472j 0.00720317+0.00826276j 0.00244156-0.00269211j 0.000693538-0.00281853j 0.00193022-0.00812457j 0.0159456-0.00214068j 0.00686528+0.00388047j 0.00706067-0.0183165j 0.00472756-0.00865825j -0.0199577+0.0169195j -0.0286358-0.0159471j 0.0133587+0.021709j -0.0123889-0.00651796j 0.00887461-0.0118545j -0.080747+0.0158975j 0.0871588+0.0644984j -0.0627636-0.154982j 0.183681+0.12609j -0.0515304-0.0562455j 0.166737-0.0435653j 0.0236698+0.121044j -0.0165191+0.0580418j -0.0321934-0.0270262j 0.129083+0.310634j -0.11047+0.0990684j -0.0227795-0.170996j -0.168677+0.00118104j 0.224985-0.112978j 0.0265108+0.111583j 0.0274257-0.00411741j 0.110738+0.148512j -0.00749322-0.0772138j 0.073418-0.103788j -0.0598927+0.0247085j 0.0277066-0.0458107j 0.0533072-0.079119j 0.0131518+0.0419255j 0.0399213+0.0492744j -0.0143181+0.0177346j -0.125384+0.00539313j -0.0361372-0.0660848j -0.0442563-0.027819j -0.0828676+8.71525e-15j -0.0256569-0.0111763j 0.0500585+0.00130776j -0.0450664+0.0157216j -0.0106356-0.0531451j 0.00701483+0.0308154j 0.00708719+0.0243237j -0.0209839+0.0198477j -0.0224317+0.0285086j -0.0325022+0.0292656j -0.0211632-0.0125842j 0.0310022+0.0741149j 
-0.0330935+0.00443798j -0.00720821-0.0616209j -0.0464864-0.0741433j 0.0494825-0.0129819j -0.00853236+0.00721031j -0.0299435+0.00896677j 0.0207715-0.00343797j -0.0249278-0.00665594j -0.0282594-0.0013627j 0.0282658-0.00283972j -0.0151602-0.0284053j -0.00947855+0.0157854j 0.00847035-0.0258158j 0.00352778-0.00444446j -0.00100141+0.0118784j -0.0012007-0.00201494j -0.00213-0.00479474j -0.00152742-0.00500968j -0.0023016-0.00397611j -0.00539246-0.0166537j 0.0152407+0.000103371j 0.00989865+0.00512957j -0.0143957+0.00884596j 0.00483203-7.0086e-05j -0.00543918-0.000811996j 0.0137863+0.00805553j -0.0294865+0.0175489j 0.00787294+0.00480279j 0.00104734-0.0199214j -0.0211034+0.0280445j 0.0285489+0.0400487j -0.01797+0.02725j 0.0849173+0.0407676j 0.0382279-0.0620646j -0.0615243-0.052064j 0.0307659+0.0492852j -0.0423468+0.00200972j 0.204333+0.0462791j -0.135173+0.031558j -0.00540402+0.0269184j -0.0652037-0.247521j 0.00508015-0.0642037j -0.133825-0.00447598j -0.0817378-0.0100588j 0.0224224-0.160455j 0.10442+0.0667893j 0.0276781-0.15263j 0.00463194-0.0311481j -0.166511-0.0176494j 0.0681528-0.205754j -0.0095444+0.0642188j -0.0789539-0.0122212j -0.151359-0.044539j -0.0566983-0.0296659j 0.0553839-0.0220646j 0.0441002+0.00620019j -0.0197804+0.0232622j 0.0514271-0.0531278j 0.0916855-0.0444984j 0.022812-0.0587155j -0.0256569+0.0111763j 0.0572684-5.44009e-15j 0.0528364-0.00918632j 0.089242-0.0401235j 0.00226516-0.0563843j -0.0342671+0.0345014j 0.0389665-0.00384676j -0.0514427+0.0235448j 0.051248+0.0509362j -0.00903103+0.0337505j -0.0511304-0.0127731j -0.0199008-0.00942484j 
0.0126073-0.0342729j -0.0790354-0.0403369j 0.117554-0.0513415j 0.0454421+0.124476j -0.00192894-0.0721976j 0.0239046+0.0268171j -0.0520259+0.0109674j 0.00337862+0.018305j -0.0138286-0.0326799j -0.0100994-0.0158895j -0.00371509-0.0231531j 0.00760506+0.022151j 0.00747825+0.00146932j -0.00270062+0.0200483j -0.0145276-0.0249329j -0.0136089-0.00249932j 0.0165474+0.000263551j 0.00331641-0.014223j -0.00131615-0.0172j 0.00727563-0.0232929j 0.00968623+0.00843583j 0.00987682+0.00565962j 0.00688269-0.0142872j 0.00562156+0.0150665j -0.00691295+0.00926838j 0.00349614+0.0157818j 0.0253905-0.0150982j -0.027649-0.0118838j -0.0362066-0.0291756j 0.0240475+0.00518856j 0.00744912+0.0450089j -0.0325363-0.0135741j -0.0673395+0.18189j 0.195355+0.0949046j 0.00688705-0.199246j 0.0767576+0.0317193j -0.200536+0.0201341j -0.0422741+0.0295003j -0.0229031-0.0606655j -0.125072-0.230924j 0.0288973+0.0448566j 0.0375715+0.0531861j -0.0336367-0.105164j 0.00601926-0.0981736j 0.246379+0.0246258j -0.0132168+0.0326532j 0.0142232-0.248231j -0.0252331-0.049063j -0.00858636-0.039017j -0.0817815-0.0140362j 0.083976-0.118779j -0.0220128-0.0318706j -0.0420885-0.0232541j -0.00456403+0.00882058j 0.0256426+0.0236167j -0.0299178-0.0102269j 0.0220645-0.00823778j 0.0853068-0.0351238j -0.025693-0.0466339j 0.00678591-0.0351873j 0.0500585-0.00130776j 0.0528364+0.00918632j 0.0646066-1.15186e-15j 0.0390963+0.0540651j -0.0353352-0.065849j -0.101678-0.0344939j 0.0148449+0.0100727j 0.0155557+0.0882385j 0.0232361-0.0601129j -0.0409274-0.0590653j 0.00445889+0.0191181j -0.0178434+0.0775108j 
0.0245956+0.0507418j 0.0121983+0.0520359j 0.0496643+0.0679428j 0.0173949+0.148476j -0.0914577+0.0255819j -0.0319327-0.0242154j 0.0142428-0.0104946j 0.0472585-0.0145408j -0.00387903-0.0112289j -0.00138324-0.00263424j -0.00795469-0.00451944j 0.00936616+0.0225567j 0.00168681+0.0078743j 0.00365727-0.000229354j -0.00357231+0.0103123j -0.0142235+0.00560225j 0.00554965-0.00154887j -0.00920989-0.00491851j 0.0114348+0.00473962j 0.00188987-0.00877601j 0.00182623+0.00262677j 0.00478424+0.00871281j 0.000541446+0.0172132j -0.0010463-0.0137258j -0.0144266-0.0187272j -0.00748094-0.00518717j 0.00631086+0.0126162j -0.00821391+0.00963619j 0.00895742+0.0562339j 0.00979973+0.00422702j -0.0360482+0.0202996j -0.0587263-0.0805731j -0.0168929+0.0790004j 0.0864831+0.169837j -0.0785442+0.118031j -0.26483-0.0480152j 0.0674457+0.0215176j -0.201022+0.0311316j 0.0328201-0.0457068j 0.082642+0.127122j 0.122156-0.0676542j 0.0441876+0.100929j 0.0690438-0.0936812j 0.0775943+0.149166j -0.0823993-0.0451008j 0.0726016+0.0555597j -0.144165-0.0336255j -0.0861128-0.124212j 0.0313369-0.0124904j -0.0173595-0.103353j -0.055761-0.000927864j 0.0899086+0.139342j -0.0102683-0.00598651j 0.0582125-0.064279j -0.0814014-0.0323159j 0.00320498+0.0144151j 0.0940652-0.0211796j 0.0538224+0.0247498j -0.0302207+0.069911j -0.0455424+0.0521619j -0.0450664-0.0157216j 0.089242+0.0401235j 0.0390963-0.0540651j -0.074463+4.58618e-17j 0.0519513+0.0366839j -0.00327366-0.0212049j -0.0277663-0.0469336j 0.0686074+0.0155873j -0.0634136-0.040198j 0.11423+0.0181502j -0.0158334+0.0140136j 0.0313841-0.0766051j 
-0.110781-0.156238j -0.140565+0.0547468j 0.0681524+0.180199j -0.0865733-0.0212826j -0.0202651+0.0529696j -0.00648751-0.0651566j -0.0156175+0.00469764j -0.0211559-0.0102846j -0.0106443-0.015438j 0.0192703+0.0116268j -0.00688806-0.0167647j 0.0159828+0.00991401j 0.014368+0.00536216j 0.00319962+0.00785657j -0.0108498+0.00519558j -0.0244023-0.00575974j 0.0183927-0.000518823j 0.00998986+0.00936302j 0.0208561+0.0185849j 0.0231573-0.00144885j 0.00675695-0.00106411j -0.00288301-0.00307455j -0.0230023-0.0204106j 0.0151213-0.00646254j -0.0040499-0.023324j -0.0179864-0.0261266j -0.0188588-0.0285213j -0.0441183+0.0334336j -0.101633+0.00787488j -0.0652717-0.102037j -0.0288809-0.105937j 0.0947716+0.00957093j -0.219551-0.203471j -0.00100745+0.168066j -0.183365+0.0635369j 0.0395445-0.0386001j -0.153026-0.0853343j 0.111382+0.126578j -0.213487+0.0161012j -0.0151929-0.0458499j -0.197232-0.0682994j 0.186646+0.0189031j 0.0193857+0.0149589j 0.155074+0.104999j -0.0889907+0.0241969j 0.0229457+0.0209463j -0.0339506+0.18688j -0.00390687+0.00329359j -0.0390394-0.0131161j 0.0590701+0.040205j 5.6885e-05+0.0416061j 7.81029e-05-0.0205027j 0.0366169+0.0642952j -0.00375035-0.0752702j -0.0700315+0.0484363j 0.0624096-0.054167j 0.0639907+0.029354j 0.0189144-0.0939443j -0.0495187+0.05126j -0.043239+0.0016803j -0.0106356+0.0531451j 0.00226516+0.0563843j -0.0353352+0.065849j 0.0519513-0.0366839j 0.017123-1.72085e-15j 0.0170793-0.0526179j -0.0450661-0.0574888j 0.0170841-0.0304224j -0.0267973+0.00326216j -0.0294483-0.118488j 0.00308171-0.0976256j -0.0048628+0.0759865j 
-0.175783+0.184324j 0.232472+0.092473j -0.0472862+0.0286801j -0.0196092+0.0617147j -0.0343145+0.000946808j 0.0228072+0.0312631j -0.0132337-0.0667718j -0.0176446-0.0353064j 0.0115673-0.00362724j -0.0335559+0.015695j -0.00186206-0.0217399j 0.0192292-0.0135576j -0.0201073+0.0162056j -0.00978244-0.039541j 0.0281394-0.010596j 0.00886661+0.00212671j -0.00878646+0.0228508j 0.0176716+0.00355963j -3.17409e-05-0.0101742j -0.0136644+0.0121073j -0.0161247+0.00529559j 0.0125792+0.00418474j 0.00257894+0.0456252j -0.0214086-0.00521623j -0.0246315-0.0131596j -0.00640573+0.00639189j -0.0460139+0.0826276j 0.0612609+0.00228464j 0.0860455+0.0707847j -0.118979+0.068402j -0.102099-0.0174482j 0.0268116-0.101769j 0.0202413+0.0241164j -0.00188316+0.130878j -0.156409-0.0921236j 0.101826+0.09371j -0.183949-0.238377j 0.107585+0.0157764j 0.00762833-0.00690374j -0.203362+0.0392173j -0.0165226-0.0337618j 0.0825511+0.0616306j -0.0211647-0.148633j 0.0337112-0.00512225j 0.0555179-0.146336j -0.0162124+0.159029j -0.0722837-0.0455491j -0.0462219-0.115211j -0.0595936-0.00789422j 0.0801897+0.00361696j -0.00255368-0.0266j -0.0619903-0.0845547j 0.0101115-0.0596702j -0.00509551+0.0500509j -0.00540486+0.0306377j 0.0335158-0.0144458j 0.0291757+0.0116213j -0.0390029-0.0152158j 0.0748931+0.0831521j 0.0322727+0.00841371j 0.00701483-0.0308154j -0.0342671-0.0345014j -0.101678+0.0344939j -0.00327366+0.0212049j 0.0170793+0.0526179j 0.0903184-8.04912e-16j 0.00835164+0.0138366j -0.0419264-0.0326886j 0.0211871+0.0134458j 0.0716763+0.0202932j -0.0482042-0.0719269j -0.0347657-0.0834637j 
0.229734-0.0551573j 0.0732043-0.225794j 0.0561408-0.0192099j -0.0871896+0.0216046j -0.0272266-0.0358751j -0.00814364+0.0469761j 0.00285317+0.0229456j 0.0402623+0.0227663j -0.0217042-0.0179852j -0.005625-0.00663357j -0.00300298+0.0233456j 0.00227949+0.0219102j 0.0115315-0.0205067j 0.0266658+0.0139438j -0.0110751-0.00672056j -0.000233486-0.00739521j 0.00838521+0.00526728j 0.00698361-0.00842633j -0.00908876-0.0225069j -0.00543683+0.0134993j -0.0127355+0.00820798j -0.0142574+0.0167373j 0.0184613-0.0252934j -0.0162677+0.0329535j 0.0208553+0.0233539j -0.018944+0.0355715j 0.0697942-0.0311446j 0.00122148-0.0794j 0.0458165-0.112627j 0.0920771-0.0141454j -0.0181026+0.0679853j -0.0719663+0.0194103j -0.171771+0.0538219j 0.00758278+0.0924327j -0.111114-0.0990032j 0.0675917+0.129103j -0.11583-0.0228385j -0.0378429-0.128217j -0.160943-0.0437126j -0.0566561-0.0861045j 0.00509059-0.0468219j 0.133058+0.115241j 0.00947579-0.135129j 0.0311126-0.0657325j 0.0201594+0.0117956j -0.1275-0.0653455j 0.0368735-0.12812j -0.0701901-0.0424278j 0.129344-0.0767706j -0.0969961+0.0536288j -0.107992+0.0433211j -0.0236466-0.0573712j 0.00540909+0.0484611j 0.0399738-0.085831j -0.0408851+0.00111135j -0.0621338+0.106339j -0.0314659+0.00217255j -0.00349068+0.0635399j -0.0257117-0.00879847j 0.0415834-0.0320332j 0.00708719-0.0243237j 0.0389665+0.00384676j 0.0148449-0.0100727j -0.0277663+0.0469336j -0.0450661+0.0574888j 0.00835164-0.0138366j -0.150479-1.66533e-16j 0.0734774-0.0237715j 0.0143961-0.00446255j -0.0677168-0.0469489j 0.035766+0.00855612j -0.0531282-0.0352954j 
