0.0598665+1.46907e-12j 0.144411+0.0024688j 0.0804123+0.119601j -0.0218534+0.0131112j -0.0296814-0.0455959j -0.0563699-0.0356373j -0.024896+0.0021035j 0.0109857+0.113781j -0.00280481-0.0237092j -0.0328341-0.000271995j 0.0374155+0.00779034j 0.0120931+0.000220372j -0.011641-0.0996233j 0.00162554-0.0141946j -0.0179415+0.019599j 0.0054366+0.00279133j 0.0121776-0.00808086j 0.00149118+0.0078834j 0.0135204+0.00864489j 0.0176771-0.00163889j 0.00496568+0.0505796j 0.0210258+0.022607j -0.00120208-0.0120572j 0.00337171+0.00437878j 0.000160519-0.00779547j 0.0199908-0.00133266j 0.0130383-0.018854j -0.0191577+0.0158416j -0.00689038+0.0422099j -0.00707235+0.00918608j 0.0192233-0.00195989j 0.0287934+0.0281464j -0.0215132-0.00709409j 4.56379e-05+0.0026641j 0.028781-0.00566587j 0.00647384-0.0112109j 0.0314052-0.0179372j -0.00184364+0.0172653j -0.0121887+0.0204573j -0.0142237+0.0148843j -0.00540448+0.0142158j 0.0187537-0.0248132j -0.0185824+0.00647168j -0.000745854-0.00201306j -0.0291111+0.00446669j 0.015362+0.0119763j -0.00923236+6.35884e-05j -0.0178651-0.00881113j 0.0641425-0.0385499j -0.011411-0.00756787j 0.00168035+0.0256285j -0.00316322-0.0306064j -0.00337282+0.000733303j -0.00567624-0.00476884j 0.0284312+0.0136904j 0.0224093+0.0117438j -0.0406922+0.0180456j -0.0580298-0.0223353j 0.0376068+0.0161786j 0.0126683+0.0328095j 0.0129261-0.0238992j -0.0121834-0.00803533j 0.0113537-0.0412958j -0.0363727-0.0136775j -0.0264335+0.0437441j -0.0204442+0.0244091j -0.0148591+0.0873631j -0.00998085+0.0138454j 0.00290929+0.0790884j 0.199377-0.201794j 0.190512+0.269943j -0.343367-0.096104j 0.0675261-0.128616j -0.0218984+0.125764j 0.0923554+0.0125083j -0.0120277+0.00287796j 0.163853+0.020001j 
0.00168035-0.0256285j -0.0553842-0.00718537j -0.0785396+0.0150546j -0.121895-0.0951852j -0.0261522+0.0239796j -0.0229389-0.0490906j -0.220978-0.0479055j -0.0319375-0.0275537j -0.014801-0.121697j -0.0482961+0.0130872j -0.0503707+0.019965j 0.195374-0.0411784j -0.08259+0.102675j -0.00358299-0.130405j -0.108731+0.0847057j -0.0895772+0.0116926j 0.132381+0.0253911j 0.0121187-0.0424266j -0.0966033-0.0869691j -0.126068+0.111727j 0.0553457-0.0423714j 0.0475993+0.0535081j -0.147384+0.135226j -0.00948848+0.0102146j -0.0661745+0.0253611j -0.0261645+0.0339947j -0.00840201-0.23555j -0.171122+0.0785997j -0.119624-0.0281713j 0.0193239-0.119642j -0.0068236+0.153866j 0.00990648+0.0146633j -0.0866941-0.0926936j 0.192187-0.0528917j 0.167163+0.0813375j -0.0972866-0.0368908j 0.0200252+0.120428j 0.1439+0.0229314j -0.051995+0.0299033j 0.0456685-0.142459j 0.0181994-0.0152852j -0.0029637-0.00664419j -0.167252-0.00322701j -0.0317316+0.000572281j 0.0431755+0.0340337j -0.0634537+0.116559j -0.0103661-0.0270739j 0.0406948+0.0983458j 0.0375127-0.0584736j -0.00781959-0.0486721j 0.126343+4.29656e-14j -0.0240605-0.0590435j 0.0327286-0.00577097j 0.00712134+0.0620504j 0.0399426+0.0216048j -0.110965-0.0200707j 0.0566706+0.0223625j -0.145854+0.0302159j 0.0857282-0.0310517j -0.019664+0.0231885j 0.00675959+0.0552423j 0.00596421+0.00103385j 0.0596335+0.0332421j -0.0122305+0.000501006j 0.178297-0.0624949j -0.129448-0.0167052j 0.12667+0.00180942j 0.0899208+0.0106552j 0.0435567-0.052224j -0.0227728-0.01215j 0.224593-0.0257083j -0.0283335-0.0683745j 0.141567-0.0126957j -0.0581878+0.000128972j 0.102135+0.0383629j -0.069361+0.0275483j 0.0144523-0.0267484j 
-0.00316322+0.0306064j 0.00492785+0.00211895j 0.0157239-0.0360961j -0.0191568-0.0253027j -0.0703084-0.0166389j -0.0331434+0.00775535j 0.0843379-0.00578147j 0.0168449+0.0497282j -0.0252875+0.14339j 0.13489+0.00280232j -0.016681+0.104005j -0.0365969+0.130999j 0.0497843+0.0755634j 0.00306794+0.120371j 0.0117552-0.000923926j 0.000749876-0.0591014j 0.0709879-0.00260622j -0.0144084-0.0172192j 0.0670154-0.0400725j -0.0972845-0.0720421j -0.0793657-0.0594041j -0.203007+0.0987005j -0.0537062+0.0786141j -0.0103171+0.151196j 0.0534137+0.10001j 0.0368679+0.145026j 0.0458284-0.027651j -0.0517688+0.114642j 0.126356+0.0171099j 0.15235-0.188922j 0.0405649+0.0519608j 0.00968278-0.0811352j -0.0132261-0.0245228j -0.000437234-0.0714412j -0.0177486+0.000292991j -0.0449741-0.0693065j 0.0579379-0.00492779j 0.0165221-0.08748j -0.0307687-0.0748113j -0.00320807-0.0591752j -0.0731303+0.0165467j 0.00461057+0.0507439j 0.0128514+0.00426439j 0.0986359-0.0192241j 0.0463705+0.0672752j -0.0121133-0.0387443j -0.0504588+0.0116666j 0.103843-0.0176727j -0.0414976+0.0105218j -0.11868-0.0108585j -0.0240605+0.0590435j 0.0620548-7.83679e-14j 0.0161189+0.0105577j 0.0250549+0.00146458j 0.00928788+0.0215635j 0.037654+0.0418242j -0.0497617+0.0387449j 0.0686744-0.0275106j -0.0525587-0.0299758j -0.0915558-0.0447888j -0.0371154-0.00627963j 0.0434058-0.0261754j 0.0289545-0.0304561j -0.0181922-0.0400846j 0.00210469+0.0385515j -0.0584739-0.0429412j -0.0201081-0.00898394j -0.0185048+0.00539883j -0.0145925+0.0376889j -0.0151541+0.0295222j -0.0236868-0.0722652j 0.0365398+0.0346945j -0.0256687-0.00460333j 0.0364369-0.00500261j -0.0103311+0.0236418j 0.0105887+0.0125267j -0.0198434+0.00699211j 
-0.00337282-0.000733303j -0.00959509+0.00403444j -0.0699308-0.0234073j -0.0321354+0.0228543j -0.0425215-0.0360114j 0.0135709+0.0358293j 0.0291715-0.00202993j 0.0367267-0.0068407j -0.131276+0.0283679j 0.0872233-0.0218701j -0.0689245-0.0651681j 0.0398582+0.0403124j -0.0227989+0.0563748j -0.0567098+0.0636498j 0.0284686+0.0355963j 0.0233582-0.0361384j 0.122675+0.0968898j -0.0175573+0.0487507j 0.02937-0.0744435j 0.1358+0.128474j 0.12303-0.160325j -0.112483-0.0737403j 0.00299458-0.0354252j -0.0645337-0.0646713j -0.0853415-0.151683j -0.0635563-0.114705j -0.0463909+0.004959j 0.0213836-0.0522755j 0.058675-0.0751135j -0.0823962+0.053692j 0.148029+0.114805j -0.0280429+0.0400562j -0.0091791-0.0102068j 0.0812195+0.0363204j 0.251837-0.102083j -0.0170952+0.0447167j 0.115389-0.0347919j 0.0926749+0.112469j -0.00101281+0.0392942j 0.0989012-0.0319563j 0.00232334+0.112242j -0.00569048-0.0913413j -0.00605832+0.00767115j 0.0144489+0.0338021j 0.0438965-0.0516086j 0.0603187-0.0528923j -0.0236954-0.0405376j -0.0414695-0.0105659j 0.0339304+0.00274549j -0.0453648-0.00909825j 0.0327286+0.00577097j 0.0161189-0.0105577j 0.0431166-7.52176e-15j 0.0354072+0.0122903j 0.0216121-0.0631658j 0.0211423-0.0840894j -0.0152396+0.038061j -0.0280178-0.00616357j -0.0330197-0.0638247j -0.0326273-0.0103154j 0.0112258+0.0134522j 0.00751901-0.00886402j -0.0191627-0.0911598j -0.0312369+0.013424j -0.00301073-0.0111029j 0.0121441-0.0682458j 0.0570647+0.0462152j -0.0122993-0.0599629j 0.038934+0.0801887j -0.0285665+0.0244623j 0.0353685-0.00317465j 0.00530868+0.05213j 0.0174753+0.0410267j -0.0504449-0.0144048j 0.0229989-0.00902019j -0.0171364-0.00222821j -0.000923468-0.00495549j 
-0.00567624+0.00476884j 0.0311745+0.0207358j -0.0375637-0.0167963j -0.0100946+0.0276112j 0.0469202-0.0870691j -0.0562022+0.0154339j 0.0167265-0.0270979j 0.026754-0.0605383j -0.110014-0.0855404j -0.0159443+0.0669649j -0.0163907-0.114544j -0.0682454+0.0169537j -0.0199625+0.0118961j -0.155574-0.00622664j 0.0122872+0.0372519j 0.00911206+0.0115634j -0.176932-0.05953j -0.0867536-0.0980583j 0.0311181+0.0235227j 0.0241074-0.0974823j 0.0256609-0.0107577j -0.0440173-0.061464j 0.116717+0.172454j 0.0103102+0.275531j 0.064212+0.0931959j 0.0148679+0.228783j 0.0183221-0.0592984j -0.0191494+0.0412597j 0.187016+0.0527957j 0.0804924-0.0442688j -0.110996+0.0408583j -0.00529253-0.148317j 0.00487983-0.0987276j -0.0866709-0.0152794j 0.0848079+0.0765509j 0.0438966-0.029487j 0.0968152-0.122711j -0.006596+0.0205631j 0.0311545+0.118756j -0.0563163+0.0286233j -0.0611892+0.0258367j 0.0719905-0.0529067j 0.00823289-0.00304944j 0.00747047+0.00799373j -0.0292214-0.0288447j -0.0568546-0.0326703j -0.062542-0.000614091j 0.0444546-0.0608532j -0.0354126+0.0445999j -0.038743-0.00884038j 0.00712134-0.0620504j 0.0250549-0.00146458j 0.0354072-0.0122903j 0.00335059+3.52496e-15j 0.0257397-0.0260573j -0.000836318-0.0255146j -0.00289345-0.0232599j 0.0176927+0.0551389j -0.0145702+0.0244825j 0.0698408+0.022936j -0.00427223+0.0046012j -0.00811031+0.0290531j 0.0383675-0.0245548j -0.0355903+0.00554715j -0.00205283-0.0260686j 0.0719743+0.00631811j -0.0117341+0.0122428j -0.0129599-0.00932034j 0.0468349+0.0319148j 0.0242644-0.00559439j -0.0199822+0.0447969j 0.0116705+0.023208j -0.000627239+0.0466514j 0.000698869-0.0380783j -0.00376378-0.0109408j -0.00373706+0.0165012j -0.0072869+0.00240553j 
0.0284312-0.0136904j -0.0472648+0.0175359j -0.123109+0.0143239j -0.173085-0.0491108j -0.114547-0.0781275j -0.00497237-0.026603j -0.244626-0.068005j 0.0703699+0.00909229j -0.0623766-0.0414311j -0.0623955-0.000637891j -0.0477347+0.0479133j 0.161945+0.015623j -0.0524516+0.0707715j -0.125645-0.0563078j -0.0985872+0.198889j -0.0877419-0.0416232j -0.0818653+0.0369019j -0.0363597-0.0067414j 0.0285648+0.0533801j -0.25662+0.0499417j 0.0201451+0.116691j 0.1102-0.00864393j -0.0706619-0.295027j -0.106413-0.234511j -0.0556995-0.0447848j 0.093151-0.144602j -0.0576511+0.210023j 0.159241-0.0699707j -0.0264429-0.0143429j 0.191464+0.0954161j 0.14953+0.0356631j 0.167523-0.0862986j -0.133753-0.117328j -0.12064+0.020032j 0.0220882+0.0462183j -0.000910234+0.062699j -0.00269266-0.0114692j 0.0297079+0.0233916j 0.0927814+0.0232956j 0.0362148-0.0139031j -0.0346341-0.0430315j -0.0761693+0.0489019j -0.141311+0.0345953j 0.0151069+0.0732976j 0.108637+0.0467436j -0.00995345-0.0269814j -0.0311604+0.018169j -0.00297412+0.0490652j -0.0591067+0.00192342j 0.111776-0.00967057j 0.0399426-0.0216048j 0.00928788-0.0215635j 0.0216121+0.0631658j 0.0257397+0.0260573j 0.0730808+6.77236e-15j -0.129724-0.0416606j 0.045354-0.0392946j -0.0797069+0.0276732j 0.0407016+0.021333j -0.0184416+0.00478192j 0.0161154+0.0180118j 0.0303022+0.037648j 0.100136-0.0025785j -0.0506945-0.028614j 0.176486-0.0400805j -0.165459-0.0106385j 0.0883755-0.0400648j 0.045311+0.0144703j 0.0517914-0.0160307j -0.0333317+0.0122999j 0.22601+0.0144486j -0.00766445-0.0121331j 0.133561-0.00497136j -0.104838+0.00618229j 0.12603+0.0621584j -0.086061+0.0366234j -0.00403372+0.000153662j 
0.0224093-0.0117438j 0.100238+0.020789j 0.125964+0.056571j 0.150178-0.0407719j 0.0534874+0.0641977j -0.0528283-0.00445784j 0.302494+0.106587j -0.0550816-0.0385911j 0.0916337-0.0693367j -0.0275-0.125144j 0.184348+0.0438067j -0.100361+0.128428j 0.304603+0.00996791j -0.151173+0.0427431j 0.000518024+0.0478293j -0.0331297-0.174267j 0.108059-0.00934361j 0.00276037-0.0613619j 0.0115398-0.0877169j 0.0928412+0.0283768j -0.0140334-0.189044j -0.200871-0.238113j 0.0808945+0.0855821j 0.0305702+0.0803094j -0.0598131-0.0207286j 0.220516-0.0295731j 0.0376153+0.0261511j 0.0169333-0.0812396j -0.0777353-0.0483159j 0.0110159+0.0697333j -0.132392+0.00727243j -0.0957202+0.0825437j 0.217265-0.00427093j -0.0468787-0.0540143j -0.165438+0.11843j 0.0697241+0.020309j -0.0128882+0.048762j -0.0602908+0.0593077j -0.0249752-0.00418535j 0.0208268+0.0442556j -0.00766554+0.0502169j 0.0328367+0.05504j 0.17497-0.00913687j 0.0223741-0.0265521j -0.154116-0.0298687j 0.0120037-0.0105071j 0.0059638+0.02462j -0.0306323+0.0153316j -0.101789-0.0472681j -0.0100834+0.0301372j -0.110965+0.0200707j 0.037654-0.0418242j 0.0211423+0.0840894j -0.000836318+0.0255146j -0.129724+0.0416606j 0.108081-2.35922e-16j -0.0278462+0.0121575j 0.146641-0.0527789j -0.0314671+0.0333711j -0.0438896-0.0175459j -0.00738446-0.0122837j -0.0251388+0.0466958j -0.0489975+0.0150409j 0.0525169-0.0500742j -0.177003-0.00997138j 0.194877+0.00104413j -0.0730911+0.0448386j -0.0411313-0.012087j -0.078228+0.00576702j 0.0277362-0.0476206j -0.191002-0.0718558j 0.0589065+0.0197125j -0.0928841+0.0280626j 0.145848+0.00255305j -0.118988+0.0158465j 0.0674268+0.0323229j 0.0199113+0.0383341j 
-0.0406922-0.0180456j -0.0242866+0.0216711j -0.0676945+0.0145853j -0.112381-0.046309j -0.0728648-0.0489904j 0.0583689-0.0646525j -0.31221+0.0114227j 0.0621082+0.122889j -0.0030797-0.0366717j 0.0463702-0.100982j 0.0547191+0.111133j 0.324421+0.0144898j -0.0672996-0.0700154j 0.0525471+0.135706j 0.0529437-0.0718621j 0.0141914-0.113971j 0.0147368-0.0438895j 0.05577-0.00343538j -0.135513-0.0147828j -0.0260093-0.0251965j 0.0118754+0.154828j -0.0367991+0.0872337j -0.0207172-0.0996195j 0.0348419-0.00735139j -0.122849+0.154341j -0.0422709-0.0444237j -0.0886246-0.00110103j 0.00720662-0.0803952j -0.0358414-0.0781856j -0.0259241-0.0566271j -0.136218+0.0885814j 0.00610274+0.0509536j -0.0333836+0.0328379j 0.041362+0.00423058j 0.152172+0.0199447j 0.0840522-0.0610727j 0.0687602-0.0616388j 0.0267728+0.0358797j 0.0571011+0.00828435j -0.0756576+0.037684j -0.0522607+0.0502096j -0.106772+0.0833869j -0.0925956+0.00814068j 0.0249023+0.0268553j 0.0434363+0.00103313j 0.0764775-0.00221773j -0.00298867-0.0535838j -0.0539692-0.000870327j 0.020096+0.0395544j 0.00839098+0.000731525j 0.0566706-0.0223625j -0.0497617-0.0387449j -0.0152396-0.038061j -0.00289345+0.0232599j 0.045354+0.0392946j -0.0278462-0.0121575j 0.0280163+1.05332e-14j -0.126674-0.00291556j 0.0294135+0.060237j 0.0111661+0.00278823j 0.0223439+0.0141858j 0.0235565-0.0115062j 0.0480691-0.0468325j -0.0270319+0.0252295j 0.0693117+0.0156793j -0.0756872+0.0306457j 0.107471+0.0241457j 0.0425777+0.0568982j 0.0173673-0.00213768j -0.0376216-0.00418904j 0.124427+0.0273238j -0.0344157-0.00528048j 0.0692904-0.025356j -0.0791826+0.0557144j 0.0615812-0.00481254j -0.0685943+0.0535101j -0.00107087-0.036623j 
-0.0580298+0.0223353j 0.149976-0.0363717j 0.182004-0.0679754j 0.250545+0.0441737j 0.132019-0.00429055j -0.0918412+0.0101331j 0.356624-0.0714448j -0.172074+0.00843448j 0.0428116-0.0287105j 0.0956154+0.122682j 0.0390951-0.0664064j -0.294788+0.0712408j 0.116425-0.0171714j 0.0440996+0.0126739j 0.224391-0.0383706j -0.00145357+0.0408748j 0.0157563-0.0152899j -0.0982534+0.0745711j 0.0610298+0.0165642j 0.227455+0.313422j -0.0655101-0.0279658j -0.103679-0.12314j 0.245089-0.0813996j 0.103931-0.0781363j -0.124137-0.100575j -0.0527691-0.124652j 0.159389-0.116097j 0.117388-0.0551595j -0.16168-0.0287999j -0.0297491-0.0543755j -0.0749579-0.159568j -0.0445603-0.0325912j 0.0843109-0.109361j -0.0647944+0.00246536j -0.147108+0.0703049j 0.109591-0.0817811j -0.0124985+0.00411833j -0.184148-0.0849319j -0.123585+0.00346778j 0.00471156-0.0325339j 0.029106+0.0520359j 0.00884671-0.0158644j 0.105177-0.00242544j 0.157434+0.000577321j -0.0480089+0.0190994j -0.0562357-0.0295388j -0.0830748+0.00543597j 0.0808141-0.0484216j -0.071429+0.0506929j -0.11974+0.0119635j -0.145854-0.0302159j 0.0686744+0.0275106j -0.0280178+0.00616357j 0.0176927-0.0551389j -0.0797069-0.0276732j 0.146641+0.0527789j -0.126674+0.00291556j 0.185229+1.44607e-14j -0.010235+0.00839794j 0.0359373-0.00212245j -0.0330096-0.0267298j -0.0129835-0.0378647j 0.0280042+0.0328778j 0.0518768+0.064173j -0.239316-0.0112414j 0.244131+0.0445977j -0.133877+0.0597672j -0.0566416-0.0104443j -0.0125099-0.0178095j 0.110957-0.0360165j -0.332646-0.0270366j 0.0739328+0.0258585j -0.216549+0.0123561j 0.18907-0.0301542j -0.185651-0.0775032j 0.145885+0.0120581j -0.00635211+0.00170447j 
0.0376068-0.0161786j 0.0339111-0.0138564j -0.0735556+0.035756j -0.0513793-0.0378924j 0.00370189-0.0736168j -0.0831062+0.10012j -0.0987755+0.169515j 0.188776+0.161766j -0.160339-0.0140506j 0.0209477-0.0326296j 0.106974+0.0671303j -0.0335672-0.0412353j -0.0292274-0.00381003j 0.0495487+0.0416154j 0.0452597-0.106086j 0.0457212+0.0479329j -0.00887738-0.053604j 0.0121475+0.00406078j -0.0663774-0.176244j -0.00276671-0.0190251j 0.128311-0.0438554j -0.0403554-0.168558j 0.0356406+0.0759212j 0.0104481-0.00147822j 0.0483369-0.0898356j -0.0403541+0.0341412j -0.063324-0.0695042j 0.000935469+0.0559053j 0.0473635+0.013981j 0.0849191+0.0116228j 0.0588149-0.10026j 0.13393+0.197134j 0.112685-0.000602182j -0.0658812-0.0758486j 0.0519351-0.136408j 0.0601895+0.0433344j 0.0562786+0.0339619j -0.0225046-0.00915963j 0.0558253-0.0610591j 0.0788321-0.0111753j -0.0161463+0.0355017j 0.000614006-0.0493996j 0.0372651-0.0454465j -0.0194503-0.00550859j 0.079625+0.0346089j -0.0436901+0.0427596j -0.050412+0.022526j 0.0179035+0.0241222j -0.0684276+0.0633284j -0.0127381+0.0264193j 0.0857282+0.0310517j -0.0525587+0.0299758j -0.0330197+0.0638247j -0.0145702-0.0244825j 0.0407016-0.021333j -0.0314671-0.0333711j 0.0294135-0.060237j -0.010235-0.00839794j -0.0892365-4.55191e-14j -0.0187341+0.0354609j 0.0438755-0.0181256j -0.037777-0.00480133j 0.0112279-0.0526595j -0.0914638-0.0209572j 0.0632278+0.0169304j -0.0347261+0.0323623j -0.0291559-0.0688466j 0.00765465+0.023173j 0.0492123+0.0496771j 0.0232806+0.0612711j 0.0573361+0.0485426j -0.0449682-0.0225609j 0.0345971-0.0178422j -0.0687882-0.0228458j 0.015733-0.0160939j -0.012752+0.0155601j 0.0200833+0.0172828j 
0.0126683-0.0328095j 0.0116254-0.031502j -0.0203468-0.0646888j 0.0486234+0.032764j -0.0820668+0.0653436j 0.168878-0.0747448j -0.0149264-0.131549j -0.0902273+0.150983j -0.0595087-0.0130621j 0.0201827+0.157137j -0.112194+0.042161j 0.0552597+0.0225001j -0.00231489-0.0427738j 0.0526972-0.080807j 0.100503+0.0321103j 0.0495469+0.0514375j 0.0351298-0.0972892j -0.171732-0.19154j 0.0139582+0.0471111j 0.0680178-0.147566j -0.0599572-0.0185018j 0.0517528+0.00883694j -0.100176-0.0241146j 0.0912602+0.0938581j 0.0311929+0.105001j 0.05096+0.034726j 0.0678804-0.0163015j -0.0158524+0.105555j 0.184453-0.0707591j 0.103747+0.110985j 0.0927101-0.127055j 0.0278736+0.0403267j 0.0397515-0.0506072j 0.00591203-0.0122936j -0.0142997+0.0669726j -0.00679984+0.0441601j -0.138051+0.0695153j -0.0494279-0.0823768j -0.0408196-0.0273174j -0.097105+0.00427082j 0.0833369-0.0647769j -0.00449609+0.0201375j -0.0195725+0.0440249j -0.0206618+0.026747j 0.0761607+0.00596985j 0.0440137+0.00638347j 0.057174+0.0125451j -0.0263086+0.0992009j -0.0529143+0.0353854j -0.0425555+0.00218251j -0.019664-0.0231885j -0.0915558+0.0447888j -0.0326273+0.0103154j 0.0698408-0.022936j -0.0184416-0.00478192j -0.0438896+0.0175459j 0.0111661-0.00278823j 0.0359373+0.00212245j -0.0187341-0.0354609j -0.0743073+2.26208e-13j 0.0808245-0.0200039j 0.029574+0.00459564j 0.000364359+0.0229472j 0.0478469+0.0318779j -0.0632786-0.0184263j -0.0451306+0.00677468j 0.0330599+0.0200125j 0.0576881-0.00126934j 0.0111071-0.0118092j 0.0468857-0.00104034j -0.00806122-0.016617j 0.0357526+0.025667j -0.0935578-0.0717226j 0.0076477+0.0165487j 0.0189126-0.0297182j 0.0322742-0.0147534j 0.0103658+0.00139229j 
0.0129261+0.0238992j -0.0348934+0.0206225j -0.012333-0.016849j -0.0960298-0.00316657j 0.064036+0.113121j 0.244426-0.138513j -0.165315-0.0790729j 0.0737933+0.117537j -0.0975716+0.0257462j 0.092282+0.0999177j 0.0153642+0.0800239j 0.107241+0.0596964j 0.0331238-0.0531405j -0.14994-0.0306289j -0.0163871+0.00644678j 0.0991142-0.0129811j 0.0918265+0.131473j -0.0634963+0.0524767j 0.00680405+0.00963075j -0.0171666-0.0102616j 0.0152797-0.000736269j -0.0846443-0.0267974j 0.0922721-0.0149704j -0.141404-0.0397668j -0.134777-0.113994j 0.0189684-0.00337166j -0.167067-0.010534j -0.00798491+0.00424165j 0.0416351+0.243121j -0.0206189-0.002567j -0.0357126-0.0436192j 0.0642579-0.0751905j 0.0424799-0.123913j -0.0885278-0.110723j -0.0237097+0.00584547j -0.0481008-0.0157089j 0.049546+0.0675315j 0.0524747-0.0125345j 0.0574247-0.014168j 0.00674216-0.0302042j 0.0169157-0.0035632j -0.0516005+0.0103247j -0.0157055+0.0287069j 0.0445617-0.0462551j -0.0167435-0.00963671j 0.0105479+0.0115777j 0.0782736-0.0195762j 0.0240736-0.00817272j 0.0441823-0.0487456j 0.0422545-0.0272567j 0.00675959-0.0552423j -0.0371154+0.00627963j 0.0112258-0.0134522j -0.00427223-0.0046012j 0.0161154-0.0180118j -0.00738446+0.0122837j 0.0223439-0.0141858j -0.0330096+0.0267298j 0.0438755+0.0181256j 0.0808245+0.0200039j -0.0296598-2.43347e-14j 0.046946+0.017738j -0.0269066+0.00248725j 0.0267442-0.021201j 0.0573305-0.01499j -0.0567967+0.0322266j 0.0278444-0.015013j 0.0926786+0.0638645j -0.0440437+0.00552359j -0.0517123+0.000708268j 0.087537+0.036596j -0.0136727+0.0265356j 0.0176689-0.0263075j -0.01999-0.00416928j 0.0322132+0.0228486j -0.0263363-0.00677498j -0.0105869+0.0129382j 
-0.0121834+0.00803533j -0.0222031-0.0522947j -0.0241563-0.0829658j 0.0725569-0.0753615j 0.244826-0.0534828j -0.0557438-0.256333j -0.0347632+0.164813j 0.0379783-0.0429429j 0.106523+0.153073j 0.000902337-0.0432623j -0.0142171+0.0542205j -0.0209662-0.0774752j -0.170211+0.0371091j -0.113059+0.0240073j 0.0410507+0.0456681j 0.0252694+0.0144866j 0.0943714-0.0291478j -0.0481767-0.0196535j -0.0751803-0.0703645j -0.0185558+0.0693241j 0.0452077-0.0976714j 0.0500445+0.148746j 0.0983259+0.0160197j -0.01011+0.00545668j -0.0340834+0.0252759j -0.00727126-0.0469237j 0.0438205-0.0289872j 0.0221653+0.0167131j -0.0783183-0.0573682j 0.0484153+0.0979204j -0.0185782-0.000621066j 0.0647595+0.0219048j 0.0359798-0.0331217j 0.00256477-0.0531177j 0.059621-0.111712j -0.00594111-0.125358j 0.0527719+0.00761423j -0.0234396+0.0329729j 0.0155166+0.0569361j 0.0751594-0.0305885j 0.0661361+0.0199479j -0.0611443+0.0444143j 0.0553823-0.0329609j -0.029594+0.0282307j 0.0700905-0.043653j -0.0169859+0.0621217j -0.007144-0.0227331j -0.000594491+0.0287943j 0.0158701-0.0120513j 0.0213194+0.0233959j 0.00596421-0.00103385j 0.0434058+0.0261754j 0.00751901+0.00886402j -0.00811031-0.0290531j 0.0303022-0.037648j -0.0251388-0.0466958j 0.0235565+0.0115062j -0.0129835+0.0378647j -0.037777+0.00480133j 0.029574-0.00459564j 0.046946-0.017738j 0.109945+4.66641e-16j 0.0738787+0.039522j -0.0612964+0.0377628j -0.00933492-0.0291136j -0.0372756-0.019829j -0.00426529-0.0263396j -0.000725012-0.0160346j -0.0293429-0.0639382j -0.04216-0.0249225j 0.0878921-0.00587405j -0.0259914-0.0255225j 0.0015877-0.0154786j -0.00189318-0.0190173j 0.0139849-0.0121718j 0.0283937-0.0413724j -0.000348943-0.0106877j 
0.0113537+0.0412958j -0.0447774+0.00308418j 0.0496455+0.100657j -0.11868-0.00362212j -0.0823963-0.0120268j -0.0278313-0.0698314j -0.165322-0.159666j -0.0710152-0.0371208j 0.100154-0.0887298j -0.0925697-0.0205802j 0.0492525-0.00841461j 0.131968-0.0149151j 0.114635+0.0135868j -0.0880315-0.0348196j -0.160829-0.0370272j -0.0493317-0.0240724j 0.0374932-0.0309412j 0.0759659+0.00761927j 0.0259395-0.107868j -0.154985+0.0370388j -0.0599824+0.0347457j 0.00676267+0.0284135j -0.093572+0.184567j 0.015767-0.00481172j 0.027237+0.0364282j -0.0341305+0.0167292j -0.061225-0.00762737j 0.0233643-0.0259346j -0.0253579-0.103804j 0.0776446+0.00965879j 0.0462827-0.225936j 0.0666799-0.0579545j 0.0085696-0.0943849j 0.0558324+0.0157154j -0.00554207-0.0571588j -0.0401521+0.00598444j 0.00280277+0.0114799j 0.0350611+0.0239871j 0.151841+0.128267j -0.0267111-0.0474505j -0.00318621+0.0408373j -0.0312101-0.00809997j -0.0102637-0.0108112j -0.0440397+0.00990212j 0.0750442-0.0190508j 0.00933436-0.0702943j -0.00987574-0.041866j -0.0424744-0.0300299j 0.0283643+0.0190053j 0.0444082-0.0293281j 0.0596335-0.0332421j 0.0289545+0.0304561j -0.0191627+0.0911598j 0.0383675+0.0245548j 0.100136+0.0025785j -0.0489975-0.0150409j 0.0480691+0.0468325j 0.0280042-0.0328778j 0.0112279+0.0526595j 0.000364359-0.0229472j -0.0269066-0.00248725j 0.0738787-0.039522j -0.0068744+5.30825e-15j -0.0233215-0.00753408j 0.0766462+0.0409783j -0.0617832-0.00619243j 0.0302553-0.00925574j -0.0523005-0.00914265j 0.0323989+0.00410126j -0.0776073-0.00261926j 0.0820803+0.0458968j 0.0311165+0.0627894j 0.0986248+0.0386468j -0.0788913+0.0415666j 0.013244+0.109015j -0.0584383+0.0163033j -0.0202579+0.0295974j 
