-0.231665-0j -0.245717-0j 0.188086-0j -0.185745-0j -0.163812-0j -0.155405-0j 0.203157-0j -0.115832-0j -0.179447-0j -0.122859-0j 0.332435-0j 0.157364-0j 0.143653-0j -0.063444-0j -0.0546039-0j -0.141865-0j 0.371674-0j 0.117292-0j 0.101578-0j 0.291771-0j -0.0668758-0j -0.031722-0j 0.30347-0j 0.250052-0j 0.0586462-0j 0.206313-0j -0.0149539-0j 0.067858-0j 0.00700957-0j -0.00115372-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0.231665-0j -0.247264-0j 0.185745-0j -0.185741-0j 0.163812-0j 0.155405-0j -0.20189-0j 0.118026-0j -0.180576-0j -0.123632-0j 0.109888-0j -0.155402-0j 0.141865-0j 0.320421-0j 0.0546039-0j -0.141862-0j -0.123632-0j -0.116561-0j 0.102214-0j 0.0579162-0j 0.0681423-0j 0.351943-0j -0.100312-0j -0.0356894-0j 0.292503-0j 0.0417285-0j 0.286387-0j 0.248861-0j 0.202274-0j 0.0639127-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j -0.178884-0j -0.18856-0j -0.14142-0j -0.14142-0j 0.25039-0j -0.151184-0j -0.115469-0j -0.0872863-0j -0.0799993-0j 0.270452-0j -0.0816489-0j -0.12649-0j -0.115469-0j -0.04714-0j 0.209491-0j -0.07071-0j 0.209491-0j 0.337118-0j -0.07071-0j -0.0894419-0j -0.073029-0j 0.234218-0j -0.0230938-0j 0.35934-0j -0.0408244-0j 0.135226-0j 0.238378-0j -0.07071-0j 0.337118-0j -0.0408244-0j 0.0956192-0j 0.137628-0j -0.0105408-0j -0.00912862-0j 0.0956192-0j -0.0204122-0j 0.0427622-0j -0.0166665-0j 0.00933148-0j -0.00745349-0j -0.00199203-0j -0.000296954-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0.219087-0j -0.000726654-0j -0.175387-0j -0.174293-0j 0.151184-0j 0.000589964-0j 0.14142-0j -0.214816-0j 0.0979787-0j -0.000513822-0j -0.302518-0j -0.000487454-0j 0.144104-0j -0.17393-0j -0.128084-0j -0.0876934-0j -0.127286-0j 0.0816489-0j -0.0871467-0j 0.00104274-0j 0.181994-0j 0.000450592-0j -0.113581-0j -0.000171274-0j -0.251889-0j -0.164069-0j -0.174659-0j 0.263637-0j 0.0831985-0j 0.152527-0j 0.000915187-0j -0.100419-0j -0.0647928-0j -0.101327-0j 0.350967-0j 0.177368-0j 0.104992-0j 0.309793-0j -0.03393-0j 0.138601-0j 0.0173556-0j -0.00328468-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j -0.12649-0j 0.267923-0j -0.0999991-0j -0.101893-0j -0.0872863-0j 0.214816-0j -0.0816489-0j -0.248631-0j -0.056568-0j 0.18945-0j -0.0577345-0j 0.179728-0j -0.0831952-0j -0.0320625-0j -0.073029-0j -0.0499995-0j -0.0744121-0j -0.04714-0j -0.0509465-0j 0.127087-0j -0.20802-0j 0.164069-0j 0.23249-0j 0.06315-0j -0.0288672-0j -0.189895-0j -0.033333-0j -0.0509465-0j -0.0480328-0j -0.027767-0j 0.0669807-0j -0.0185113-0j 0.354978-0j -0.00645491-0j -0.134276-0j -0.014707-0j 0.212233-0j -0.0113358-0j 0.342409-0j 0.251007-0j 0.272135-0j 0.101674-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 0-0j 
