0.0483292+0.226809j 0.22737-0.0483153j -0.0834388-0.272052j 0.282364-0.0844777j 0.08844+0.161262j -0.191943+0.112405j -0.0955408+0.0457332j 0.0324903-0.145299j -0.027708-0.183054j -0.0710226-0.0719595j 0.0904362+0.0376684j -0.0545164-0.00994005j 0.0153266-0.0480954j -0.0488721-0.0687706j -0.0506682-0.0708994j 0.0529653+0.0466836j 0.0522922-0.057145j 0.00788377-0.0307662j 0.0239567+0.00749884j -0.121558-0.0190258j -0.00152831-0.062282j -0.0191164+0.0282323j -0.0238855-0.00922328j -0.0652028-0.058583j 0.0837166+0.0271432j 0.0192426-0.0214391j -0.0124006+0.00081174j 0.0724343+0.0194478j 0.0471383+0.0387738j 0.0206739+0.0265226j -0.0249613-0.00812679j -0.0223438+0.0311977j -0.00735325+0.0184316j -0.0161027+0.038686j 0.0179116+0.0626369j -0.0412517-0.0454742j 0.0269068+0.032297j 0.0206438+0.0464546j 0.0301398-0.0190661j 0.0126753+0.0078401j 0.0615799-0.0308343j 0.130657-0.0210269j -0.0348436+0.0027704j -0.0784799+0.0320465j 0.0112496-0.016202j 0.0467394-0.0199526j 0.00305241-0.000351988j -0.0228453+0.00580954j 0.00126157-0.00614638j -0.0282413-0.0148663j -0.0089026+0.00969772j 0.0035776-0.00284057j -0.0326965+0.0184524j -0.0277686-0.0292249j -0.120013+0.00708379j 0.0259145-0.0260384j 0.0905252-0.0115626j -0.0480821+0.0833402j -0.0349157+0.0780572j 0.0135702+0.0292695j -0.031412+0.0758586j 0.0270256-0.0553367j 0.0415762-0.0537344j -0.0230554+0.111372j 0.0429981-0.0466065j -0.0264183+0.0999009j 0.0395734+0.0999514j 0.0119784+0.0740083j -0.13138-0.117377j 0.17036-0.0212222j 0.070508-0.0539363j 0.0879634-0.0993276j -0.0650417-0.152338j -0.226121+0.0136161j 0.011353+0.215601j 0.186233+0.0228613j -0.022862+0.186024j 
-0.00200115-0.00412018j -0.00404889+0.00201204j 0.0146867+0.00251041j -0.00230468+0.0154071j -0.0189594+0.00743853j -0.0104329-0.0212994j -0.00856349+0.00174713j 0.00186771-0.00171145j 0.00737734-0.00911615j -0.00463113-0.00271148j 0.00671242-0.00959404j 0.00872493+0.0199539j -0.0208457-0.00225102j 0.000421697-0.0109382j 0.000511532+0.00215727j 0.000823383+0.00683237j -0.0102678-0.000415962j 0.0137627-0.00142286j 0.00509359-0.00874958j -0.00457102-0.00311197j -0.00148256+0.00515007j -0.000896937-0.00080355j 0.00462612+0.00240581j 0.0050648-0.00118744j 0.00917645-0.0079026j 0.000177545-0.00122086j -0.000377266+0.00102938j -0.00506886+0.00546859j -0.00392377+0.00172778j -0.00148226-0.00213318j 0.00378521+0.00274749j 0.00750866-0.000793423j -0.00725676+0.00679172j -0.00798349+0.00238439j 0.0057657+0.00414136j 0.00104611-0.00326236j -0.00246918-0.00740102j 0.00486691-0.00268864j -0.00321613+0.00356373j -0.000708885-0.00552695j -0.00208297+0.000601925j -0.00345207+0.00488264j 0.00054887+0.00762107j -0.00389603-0.000323689j 0.000736455-0.0118658j 0.00293856+0.00377903j 0.00438964-0.00510152j -0.00182054+0.00185586j 0.000462296+0.00197411j -0.00175987+0.00625982j -0.00170103-0.00589245j 0.00142613-0.00379755j 0.00184963-0.010313j 0.00277464+0.00581605j -0.000422929+0.00375406j 0.00377874-0.00453314j -0.00374091+0.00454078j -0.00807662-0.00278871j 0.0056633+0.00550442j -0.00352752-0.00127915j -0.00810878+0.000855824j -0.00676141-0.0125283j -0.0117653-0.000981485j 0.0149493+0.00265298j -0.000349177+0.00188305j 0.00213848-0.0136508j -0.00876583-0.00297093j -0.00105368+0.0126687j -0.0144898+0.00843953j -0.000942028-0.0113864j -0.00315454-0.0146712j -0.0192-0.00557233j -0.00924679+0.0108577j -0.00736574+0.0122154j 0.0114934+0.00750099j 0.00367553-0.000791863j 0.000765335+0.00364491j 
-0.00455208-0.0119457j -0.0119329+0.00486206j -0.0066859+0.0112466j -0.0107471-0.00514946j 0.00127879+0.0120818j -0.0145632-0.00489485j -0.00499554-0.00181277j 0.0037264-0.00056814j 0.0050161+0.00134042j 0.00108294-0.00527022j 0.0031659-0.00293663j -0.00541037+0.00224379j -0.00416029-0.000786257j 0.0113135-0.00931962j 0.00130207+0.0119407j 0.0033934+0.00790091j 0.00202041-0.0061764j 0.00214536+0.0045589j -0.00795744-0.00150537j -0.00355833+0.0056858j 0.00109909-0.00475486j -0.00317956+0.00144841j 0.00814278-0.00309077j -0.0033148-0.0047612j -0.00304706+0.00607106j 0.00342074-0.00129314j -0.0048259+0.00147749j -0.00382396-0.00698561j -0.00659015-0.00321538j -0.00514026-0.00823775j 0.00196404+0.00262695j -0.000898943+0.0019297j -0.0017276+0.00351762j -0.00405227+0.00265195j 0.000243031+0.00245376j -0.0051541-0.00230336j -0.00287131+0.00675479j 0.00447009+0.00736811j 0.00194607+0.00310194j -0.00782631-0.00287493j -0.00521913+0.00255601j -0.00798964-0.000224178j -0.0054226-0.000703382j 0.00125235+0.00405859j 0.00516201+0.00190988j -0.00187439-0.000555585j 0.0036021-0.00554193j -0.00276424-0.00427329j 0.000305196+0.000670509j -0.00428748-0.00124735j -0.00872345-0.000119392j -0.00104735-0.00361374j 0.00500572-0.00339564j 0.00328149-0.00161125j -0.00186445+0.0018423j -0.00447508-0.00608642j -0.00570278+0.0106344j 0.00788659-0.00404079j -0.00172224+0.00314971j -0.00339993+0.00112087j -0.00164096-0.000904087j -0.00699197+0.00642376j -0.000914479+0.00352369j 0.00199794+0.00574069j 0.00713239+0.0118624j 0.00333275-0.00286165j 0.00287473-0.00757871j -0.00813221-0.00103725j -0.00108782-0.000195168j 0.00205639-0.0042322j -0.00855544-0.00261283j -0.000472423+0.0100505j 0.00679536-0.00301903j -0.0154063-0.00678895j -0.00615751+0.0148252j 0.00946902-0.0144271j 0.0145056+0.00941924j 
0.0151241-0.00173376j -0.00143432-0.0151656j 0.0009656+0.00756682j -0.00581573+0.000674269j 0.00980226+0.0058107j -0.0112965+0.0125121j -0.00408209+0.0086777j -0.00436063-0.00250508j -0.00459381+0.00331146j 0.00689343+0.00278243j -0.0184322-0.000420114j -0.00846432-0.0150171j 0.000831955-0.00243612j 0.00350036-0.00189608j -0.00493239+0.00994449j -0.00292861+0.00510996j 0.00217619-0.00383427j -0.00547658-0.00698374j -0.00784237-0.00546904j 0.00418484-0.00259717j 0.00690315-0.0127084j 0.00445095-0.000458275j -0.00222488+0.00206794j -0.00347486-0.00381218j -0.00790195+0.00122586j 0.00131195+0.00194044j -0.00132502-0.00465119j 0.00357143-0.00382604j 0.000353819+0.00289345j 0.00531424+0.0033787j -0.0027652-0.00613073j 0.00123389-0.00305724j 0.00474632-0.00850768j -0.000811528-0.00276533j 0.00625629-0.00165551j -0.0044064-0.00495983j -0.00271697+0.000212965j 0.00251725+0.00844004j -0.00591173+0.000128821j -0.00248336-0.00287922j -0.00708746+0.000897463j 0.000633973+0.00120108j -0.00225299-0.00478749j 0.000522231-0.00452459j -0.00414497+0.00768321j -0.00434857-0.00171342j -0.00379294-0.00131103j 0.00773254-0.000791986j -0.00390073-0.0013715j 0.00204961-0.00247957j -0.00137894-0.00420413j 0.00269474-0.000386001j 0.00577222+0.0026511j -0.00337648-0.000853114j -0.00510304-0.00266403j 0.00229462-0.00376119j -0.000752735+0.00209229j 0.00760562+0.00124471j -0.00140291-0.012714j 0.00287814-0.00306618j 0.00542503-0.00534573j -0.00539798+0.0156133j 0.00813961+0.00287904j -0.00978719-0.00838216j 0.00987306+0.00414937j -0.00279617+0.00877445j 0.00393271-0.00673995j 0.00124899-0.00602397j 0.0170499+0.00588396j -0.00630422+0.00477576j -0.00954338+0.00508336j 0.00293804+0.0150705j 0.00931223-0.00124728j -0.00916388+0.00396053j 0.00387826+0.00896419j 0.00504327+0.013547j -0.0135901+0.00499362j 
-0.00298302-0.00884598j -0.00907263+0.00320142j -0.0151558+0.00498934j -0.00540435-0.0137631j 0.00355135+0.0133999j -0.012536-0.00270375j -0.00132321-0.00440756j 0.0036718+0.000834805j -0.000463602+0.00385425j 0.00317494-0.00253887j 0.00197598-0.00353592j -0.000343962-0.00813013j 0.00323882+0.0025303j 0.011151-0.000448102j -0.0031429+0.0081044j 0.00109924+0.00426924j 0.00674674-0.00187133j -0.00156028+0.0027829j -0.00774097-0.00231336j -0.00383264+0.00645785j 0.00459906-0.00204243j -0.00320203+0.0015849j 0.00656266-0.00260152j -0.00198578-0.00545343j -0.00805501+0.00353428j 0.00234614+0.000193852j -0.00324101+4.34856e-05j 0.00106971-0.00650916j -0.00398054-0.00438477j -0.00308712-0.00697454j 0.00116014+0.00121042j -0.00357873+0.000618013j 0.00189198+0.00370075j -0.000911116+0.00204088j -0.00150641+0.000897114j -0.00345109-0.00256422j -0.00413584+0.00759153j -0.00209105+0.00674471j 0.00291759+0.00204366j -0.00559022-0.00266932j -0.00378213-0.000428675j -0.00521221-0.00279288j -0.00202403-0.00448337j 0.00227952+0.00499755j 0.000810052+0.00539196j -0.00149971-0.00268255j 0.00285428-0.0035378j -0.000727083-0.00325396j 0.000609036-0.000715012j -0.00169331-0.00301678j -0.00712071-8.13539e-05j -0.000796111-0.00223721j 0.00109343+0.00156617j 0.00393951-0.00303614j -0.000399067-4.47364e-05j -0.00377785-0.00429031j -0.00578606+0.00614996j 0.00916111+0.00124362j -0.000685932+0.000116038j -0.00211949+0.00157628j 0.00165661+0.00121171j -0.00944797+0.00653093j 0.000417939+0.00607763j -0.0016854+0.00132608j 0.0021761+0.0127961j -0.00133897+0.00143086j 0.0075202-0.00243014j -0.00371695-0.00574376j 0.00285073+0.00252403j 0.000319052-0.000661108j -0.00810232-0.002613j -0.00305275+0.0123261j 0.0104091+0.000815044j -0.00458349-0.0138351j -0.0129801+0.00442779j 0.00682618-0.00877608j 0.0088312+0.00682949j 
0.00150386-0.00400818j -0.00385931-0.00178099j 0.000744818-0.00538463j 0.0053194-0.000149838j -0.00227817-0.000353653j 0.0020649-0.000127516j 0.00174126+0.001418j -0.00139777+0.00116759j -0.000936123-0.000162383j 0.00222826-3.02816e-05j 6.00114e-05+0.00382103j 0.00131543+0.0012635j -0.000637398+0.00177141j -0.00128932+0.00336664j -0.000344439-0.000527376j -0.00027517+0.00175375j -0.000580138+0.00200769j -0.00349596-0.000396099j -0.000859373-0.00114858j -0.00190545-0.00166914j -0.00237013-0.00133059j -0.000895731-0.00172394j 0.00196742+0.00115593j 0.000329224-0.000497606j -0.00113189-0.000962739j 0.000117924-4.58646e-05j 4.42196e-05-0.000694149j 0.000906153-0.000260941j 0.00106115-0.00081998j 0.00279402-0.00204421j -0.000726373+8.24508e-05j -0.00117088-0.00176476j -0.00191359+0.000530751j -0.000681558-0.000419764j -0.000463742-0.00151993j -0.000764582-0.000118557j -0.00194378+0.000107028j 0.00029256-0.00155962j -0.000400383+0.00187711j -0.00108344-0.000776258j 9.01214e-05+0.00106038j 0.00065747-0.000594028j 0.000698614-0.000156967j -0.00212749+0.000983644j -0.000712057+0.000900485j 0.000616112-0.000324822j -4.47664e-05+0.00154751j 0.000422049-0.00127974j 0.000199209+5.87415e-05j 2.9739e-05-0.000619648j -0.000898416-0.00100616j -0.000295249-0.00012178j -0.000349837-0.000976789j 0.000602348+0.00181824j -0.000705475+0.000121263j -0.00045501-0.00080724j -6.80498e-05-0.000703863j 0.00014323+0.000439885j -0.00143296+0.000480014j -0.000777854-0.000967117j -0.00117242+0.000238346j 0.000105992-0.000642316j -0.00131261-4.0878e-05j -0.0014649-2.08056e-05j -0.00243975-0.000938522j -0.000482103-0.000958727j 4.65457e-05+0.0018302j 0.00104296-0.0019624j 0.000823984+4.46558e-05j -0.0012205+0.000621849j 0.000641863+0.000865833j -0.000220882-0.00012787j 0.000502806+0.00148705j 0.00208313-0.00125295j -0.00123823-0.00192356j 0.00357407-0.00111859j 0.00112068+0.00351172j 
0.000905139-0.00223885j -0.00214384-0.000845972j 0.0009018-0.00164974j 0.00178038+0.000945441j -3.79024e-05-0.000513598j 0.000308909+0.000488057j 0.00017911+0.000905621j -0.00108634+1.00779e-05j 4.60087e-05+0.000246346j 0.000163153+0.000851294j -0.00117776+0.000490059j -0.000152867-0.000192985j -0.000143032+0.000275456j -0.000304582-0.000162888j -0.000230357-1.75342e-05j -0.00055599+0.00034313j -0.000245646+0.000460495j -0.000892963-0.000636667j -0.000105814-0.000156807j 2.66714e-05-0.000533282j -0.000345742-0.000681936j 1.4897e-05-0.000731135j 0.000259318+0.000577104j 0.000170753-0.000466459j 0.000153783-1.40263e-05j 0.000236438+3.53104e-05j -9.23109e-05+8.15116e-05j 0.000214335-7.16074e-05j -8.74317e-05-0.000607058j 0.00118369-0.00067102j -0.000145394+0.000216129j -0.000248042-0.000590081j -0.000435468+0.000102781j 0.000231382-0.000299853j -6.05779e-05-0.000529192j -0.000129137-0.000160741j -0.000803159-2.54913e-05j 0.000341148-0.000598444j 0.000144064+0.000530861j -0.000291795-0.000581734j 0.000108966+0.000290118j 0.000388724-0.000292481j -4.22794e-05+0.000194681j -0.000553539-6.54844e-05j -0.000254598+0.000448057j 0.000293537+6.44369e-06j -0.000268605+0.000544597j 4.86187e-05-0.000599663j 0.000298293+2.28687e-05j 2.55511e-05-0.000486142j -0.000560544-0.000581396j -0.000153432-1.15243e-05j 2.7917e-05-0.00042259j 0.000120804+0.000768541j 6.11744e-05-0.000276844j -0.000387652-0.000128121j 2.10817e-05-0.000520302j -2.8334e-05+0.000283174j -0.000936594+5.6502e-05j -0.000441954-0.000295007j -0.000566215-0.0005125j 4.86205e-05+0.000171088j -0.000434764-0.000183199j -0.000893707-0.000264519j -0.0012771-0.000512089j 0.000301686-3.35145e-05j -0.000109809+0.0010592j 0.000742204-0.000867677j 0.00122929+7.06423e-05j -0.00155823+0.000629953j 0.000568609+0.00142521j -0.000303036-0.000304548j -0.000377879+0.00170322j 0.000204444+0.000243916j 0.000241172+8.47043e-05j 0.000630959+0.00020491j -0.000149574+0.000617488j 
-0.00581359+0.00484187j 0.00435917+0.00573462j -0.00502617+0.00182053j -0.00285232-0.00479864j 0.00123278+0.00207443j -0.000309863-0.000835808j 0.00201853-0.00220912j 0.00286812+0.00115961j -2.31444e-05-5.75772e-06j -0.00201394-0.002742j 0.00413548-0.000432964j 0.000854836-0.000910651j 0.000887496+0.00101604j 0.00292616-0.000391837j 0.000172322+0.00116785j 0.00308707-0.000943142j 0.00114561+0.000210041j 0.00160574+0.00479152j -0.00195392+0.00239506j -0.00163952+0.0030723j -0.00139498+0.00429507j -0.00144071+0.00204588j 0.000464108-0.00277488j -0.000561496-0.000193863j -0.000626486+0.00100756j -0.000452576+6.33459e-05j -0.00168065+0.000480306j -0.000911954-0.00011102j -0.000152158+0.00019452j -0.0045439-0.00274894j -0.00015262+0.000796356j -0.00117855+0.00135622j 0.00128046+0.00218329j 6.04697e-05+0.00225149j -0.00099319-4.49217e-05j -0.000701832+0.00108478j 0.00112725+0.00235459j -0.00183313-0.000277807j 0.00300556+1.42279e-06j 3.29094e-05+0.00159093j 0.00168567+3.35642e-05j -0.000567734-0.000120951j -0.000210221-0.000574009j 0.00237148+0.00170405j 0.00162817+5.96144e-05j -0.00066854+0.000632497j 0.00197196-0.00118635j -0.00146933-0.000350657j -0.000711944+0.000313673j -0.00023735+0.000461085j -0.00170332+0.0014391j -9.08635e-05-0.000582557j -0.00199093+6.08098e-05j 0.00216318-0.00165335j 0.000512879+0.00170028j -0.000600181+0.000431976j -0.000651815-2.34791e-05j 0.000174232-0.000550451j 0.000795015+0.00109872j -0.00134389+0.00160399j -4.91211e-05+0.00115953j 3.90725e-06+0.000406572j 0.00070638+0.00123778j 0.000302364+0.00186285j 0.00105362+0.00273589j -0.000694535+0.00120429j 0.00113171-0.00135976j -0.00241103+0.00060789j -0.000488895-0.00126004j 0.00218019+0.00140093j 0.000368202-0.00275897j -0.00109489+0.000594808j 0.00161172-0.00129255j -0.000781046+0.000958525j 0.00109638+0.000600531j 0.000647617-0.001921j 0.00180025+0.000716612j 
-0.0041665+0.00235171j 0.00221647+0.00423505j -0.000297338-0.00214618j 0.0018433-4.70417e-05j 0.00330102+0.00359959j -0.00280353+0.00288131j 0.00176524+0.000364206j -0.00067864+0.000876052j -0.00114454+0.000869899j -0.00104126-0.000601743j 0.0014359-0.0022932j 0.000265067+0.00253819j -0.00304864+0.000410132j 0.00240206-0.00101418j 0.00106388+0.00246159j 0.000220059+0.000341646j -0.000556547-0.000450488j 0.000547265+0.000574713j -0.00202261+0.000181368j -0.000557479+0.000553698j -0.000741587-0.000403492j -0.000503516+7.99724e-05j 0.00125602-0.000491556j 0.00214429-0.000466318j 0.000607304+0.000588126j -0.000639381-0.000761275j -0.000910243+0.000392866j -0.00185691-0.000672228j -0.000719628-0.000357978j 0.000150843-0.00299602j -0.000664065+0.000742215j -0.000343371-0.00119494j -0.00090543+0.00188662j -0.0012408+0.00152037j 0.0014658-0.000896622j -0.00220165-0.000711328j -0.00090987+0.00119108j 0.00185841-0.000762579j 0.00158401+0.000833065j -0.00143731-0.00100183j 7.09444e-05+0.000893401j 0.000202501+0.000407758j 0.000248324+0.00055638j 0.000327137-0.000452706j 0.000345081+0.000676712j -0.00074069+0.00193724j -1.86086e-06-0.000201399j -0.000669476-0.00157144j 0.000190345-0.000984039j -0.000656206+0.000219834j -0.0019642-0.000375715j -0.000603233-0.000714579j -0.00117399-0.00268598j 0.00123733-0.000695063j -0.000121741+0.00140134j -0.000952281-0.000910492j -0.000172735+0.000833032j 0.00113593-0.00057106j 6.91186e-05+0.000269326j -0.00217486+6.61341e-05j -0.000332205+0.000107122j 5.36566e-05+0.00181529j -0.000136019+0.00120784j -0.000535254+0.000840417j 0.00183434-0.000841655j -0.000715156+0.00135973j -0.000247651+0.000205003j 0.000678753+0.000334561j 0.000597756+0.00125213j 0.00048527-0.00123634j -0.00114592-0.00063925j -0.000301972-0.00120872j -0.00310234-0.00100797j -0.00160545+0.0010379j 0.000485839+0.00156695j 0.00273796-0.000179391j 0.000211808+0.00280282j 
0.00501963-0.00471555j -0.00406112-0.00534129j 0.00658968-0.00622065j 0.00770324+0.00541306j -0.00207339-0.00339939j 0.00104661+0.00222206j -0.000899999+0.00449916j -0.00473101+0.00125008j -0.000365299-0.000248464j 0.00333948+0.00316041j -0.00600393+0.000719321j -0.000797826+0.00265991j -0.00254479-0.00273862j -0.00452705+0.00208236j 0.000570433-0.000944093j -0.00329147+0.00162796j -0.00173186-0.000665784j -0.0015796-0.00608037j 0.00295854-0.0032779j 0.00235189-0.00453982j 0.000889195-0.00692736j 0.00156266-0.00218897j -0.000698878+0.0035848j 3.90084e-05+0.00188174j 0.000514959-0.00311147j 0.000424938-0.00176827j 0.00366052-0.00115004j -0.000228699+0.000748952j -0.000249167+0.00175298j 0.00506263+0.00522827j 0.000317274-0.0019266j 0.000670578-0.0016896j -0.00116123-0.00244466j -0.00133676-0.0025377j 0.00155057+0.00150904j -2.73347e-05-0.0010902j 0.000587639-0.00313986j 0.00284754+0.00113511j -0.00577061-0.000151096j -0.00123094-0.000796361j -0.00348119-1.25009e-05j -0.00130653+0.00183978j 0.00168424+0.000565031j -0.0031612-0.00153505j -0.00229638-0.00108368j -0.00022457-0.00122339j -0.00264978+0.00192864j 0.00189973+0.00177129j 0.000671206-0.00179064j -0.000354041+0.00166716j 0.00408592+0.000991432j -0.000835895+0.00176265j 0.0020526+0.000477704j -0.00331197+0.000221724j -0.00112572-0.00157764j 0.000147683-0.000187612j 0.00242424+0.0027593j 0.000651517-0.00193311j 0.00162862-0.000338734j 0.00203614-0.00199536j 0.00246556+0.000909561j 0.000667301+0.000192321j -0.000439055+0.000236542j 0.00252455-0.00188311j 0.00187251-0.00304449j -0.00221025-0.00280037j -7.64855e-05+0.000382196j 0.00141462+0.000413032j -0.0045413+0.00292382j 0.000143459-0.00533111j -0.00173936+0.00120075j 0.00381747-0.00114162j -0.00117013-0.00347693j 0.000827425-0.00865309j -0.00881398-0.00151846j 0.000497919-0.00559639j 0.00558039+0.000332838j 
0.00489664+0.00507295j 0.00527777-0.00508713j -0.000482157+0.00155742j -0.00131967-0.0018697j -0.00420346-0.00896457j 0.0078504-0.00152496j 0.000462872-0.00203073j 0.00482993-0.000344646j 0.00363588-0.00487858j 0.00180413+0.000826784j -0.00413119+0.00712762j 0.0046051-0.00318248j 0.00258391+0.00594313j -0.00672519-0.000248846j 0.000108086-0.00239032j 0.000460203-0.000785242j -0.00347593+0.00505812j -0.000283702+0.00219308j -0.000271087+0.00583617j -8.07456e-05-0.000101321j -0.00277242+0.00236407j 7.51441e-05+0.000414313j -8.74468e-05-0.00212002j -0.0033506-0.00470914j 0.000274921-0.00345009j -0.000721767+0.000332568j -0.00209562+0.0024362j 0.000644508+0.00372483j 0.00248694+0.0017755j -0.00523302-0.000387179j 0.000505654+6.76593e-05j -0.00473468-0.00238804j 0.00259358+0.00254676j 0.00659416+0.000373933j -0.0046755-0.00300276j -0.00198836+0.00196515j 0.00249095+0.00275212j -0.00182917-0.00410361j 0.00329191-0.00139032j -0.00167537+0.000825973j 0.00208211+0.0019228j -0.0010428+0.00138534j 0.00193636-0.000135129j 0.000214022-0.00109515j 8.00654e-05-0.00144203j 0.00287391+0.00028672j -0.000231404-0.000680779j -0.00207749+0.000336316j -0.00197295+0.00252655j 0.00016839-0.000489844j -0.00272381+0.00320301j -0.00219454-7.49702e-05j -0.00553094+0.00312604j 0.000241482-0.000208647j 0.00153107-0.000452999j -0.00221472+0.00406834j 0.00108568+0.000614027j -0.000485259-0.00462247j 0.000602917+0.000506418j 0.00123758+0.00530791j -0.00255345+2.54942e-05j 0.00137163-0.000725551j 0.00258217+0.00155007j 0.000279144-0.000520519j -0.00171203+0.0021081j -0.000457364-0.00200977j 0.000842807-0.00208688j -0.00435163-0.00277062j 0.000333724+0.00152833j -0.00425762-0.00493297j -0.0034611+7.4814e-05j -0.0041053+0.000192938j -0.00175942+0.00439325j -0.00541047-0.00253626j -0.00281118+0.00559659j 0.00393018+0.000313233j -0.000316351+0.00387622j 
-0.000625221+0.00493886j 0.00469969+0.000322351j -0.00511458+0.00261903j -0.00342577-0.0064882j -0.0022674-0.00446139j 0.00626344-0.00072884j 0.0017688-0.00457037j 0.00826276+4.2305e-05j 0.00328389-0.00510014j 0.00163041-0.00400065j 0.000922335+0.00961046j 0.00261872-0.00398739j 0.00277074+0.00450522j -0.00410932+0.0014435j -0.00235785-0.00300785j 0.00287667-0.000851343j -0.00303722+0.00347489j -0.00360438+0.00492691j -0.00287009+0.00467643j -0.00435929+0.00204217j -0.0063207+0.00311933j -0.00168689+0.000131987j 0.00230764-0.00178339j -0.000947661-0.00358632j -0.00160016-0.00196428j -0.000803097+0.000303603j -0.0038666+0.00061063j 0.000737782+0.0023844j 0.00292117+0.002235j -0.0022232-0.00487318j -0.00140107+0.000183107j -0.00399873-0.00208526j 0.000803003+0.00336345j 0.00549083+0.00248494j -0.00308662-0.00316716j -0.00184399+0.00132153j 0.00165258+0.00444807j -0.00158179-0.00387112j 0.00418186+0.00272417j 0.000775473+0.00182792j 0.00237196+0.00353159j 0.000304468+0.000526198j 0.00078487-0.000411473j 0.00176914+0.00214622j 0.00068487+0.000318005j 2.67911e-05+0.00133091j 0.00175217-0.000705952j -0.000189973-0.00223433j -0.00385859+0.0026174j 0.000999409-0.00173073j -0.00383711-0.00142226j 3.75929e-05-0.00122483j -0.00444146+0.00142099j 0.00149979+0.00191823j -0.00104979+0.000583933j -0.00225479+0.00354183j 0.00364921-0.00329707j -0.00110528-0.00457718j -0.000772786-0.000822452j -0.000436144+0.0022431j -0.00356389-0.00371377j 0.00123718+0.000191752j 0.00251742+0.000605099j -0.00300867-0.000853225j -0.00169665+0.00199477j 9.44373e-06+0.00194998j -0.000542653-0.00285237j -0.00531938+0.000303365j 0.00319618+0.00128627j -0.0083043-0.00187031j -0.00152717+0.000290004j -0.00886744-0.000615512j -0.00230004+0.0101388j -0.0076978+0.00302538j 0.00260862+0.00869075j 0.00120691+0.00549883j -0.00557201+0.00123956j 
-0.00361338+0.00654374j 0.0061899+0.00349708j -0.00796411-0.00268874j 0.00138564-0.00829454j 0.00280785+0.0046277j -2.18121e-05+0.00368084j 0.0062431+0.00158974j -0.00203012+0.0012409j -0.00927235-0.00514092j -0.00834717+0.000358797j 0.0129933-0.00610434j 0.000124798+0.0129562j -0.00993439-0.00176741j 0.00233712+0.00722828j -0.00400185+0.00711015j -0.00265477-0.00483503j 0.00157697+0.000962349j 0.00124383+0.00978775j -0.00447651-0.00610242j 0.00539085+0.00112735j -0.00192566+0.00298286j -0.00775218+0.000649088j 0.00762608-0.0010026j 0.00611828+0.00356756j 0.00134553+0.00600426j 0.000921704-0.00574064j 0.00260055-0.00315415j -0.00295448-0.00319797j 0.00152152-0.00279715j 0.00125621-0.00432496j 0.00109972-0.00142051j 0.00458523-0.00126976j -0.00615596+0.00161244j -0.00666054+0.00186944j 0.00395698+0.000899437j -0.0030758+0.00083337j 0.000647227-0.00394555j 0.00323743+0.00307561j 0.000870003+0.00310372j 0.00428084-0.0027839j 4.15045e-05+0.00111399j 0.00115157+0.00280266j 0.000193075-0.00392088j 0.0051279+0.00201956j 0.00172918-0.00371214j -0.00208847+0.0070604j 0.00306195-0.0020288j -0.000645666-0.00242464j 0.000473858-0.00580146j -0.00071041-0.000389259j -0.00197267-0.00453245j 0.00211679-0.00115965j 0.00482136-0.00974577j -0.00426162-0.00149121j -0.00500379+0.00355146j 0.000552809-0.001936j 0.000445001-0.00782918j -0.00486114-0.000106731j 0.000774902-0.00205436j -0.0105712-0.00644539j -0.00581144-0.0023684j -0.000473574-0.000877084j 0.000152296+0.00137458j -0.00663872+0.00458912j 0.00260293-0.000903953j -0.00345141+0.00359286j -0.0035444+0.00693589j 0.00580641+0.00779118j 0.000677517+0.000785544j -0.00432934+0.00973735j 0.00188428+0.00545209j 0.00421223+0.00722876j 0.00986043-0.00151082j -0.0038231+0.00086717j 0.00157008+0.00401319j -0.00456012+0.00629605j -0.00633566-0.00446978j 
