-0.0034559-0j -0.000520996-0j -0.000386381-0j -5.57693e-05-0j 0.0476441-0j -5.8786e-05-0j -4.89884e-06-0j -0.000305461-0j -0.000292077-0j 0.00729399-0j -0.000203641-0j -3.1176e-05-0j -6.36377e-06-0j -3.74989e-07-0j -4.71337e-05-0j -4.55355e-05-0j 0.00551374-0j 0.000795839-0j -4.81056e-06-0j -3.59989e-05-0j -5.6693e-07-0j -2.49408e-05-0j 0.00690084-0j -5.196e-06-0j -2.58767e-08-0j -3.59989e-06-0j 0.00461312-0j 0.000859605-0j -1.27275e-05-0j -2.12126e-06-0j 7.16337e-05-0j -5.69193e-06-0j -5.30314e-07-0j 0.00109112-0j -4.74328e-07-0j -4.41929e-08-0j 0.000526398-0j 0.000470825-0j -1.64697e-09-0j -2.24993e-06-0j 9.61067e-05-0j 0.000862605-0j -4.59266e-07-0j -3.354e-07-0j 5.66314e-06-0j 0.000470359-0j 0.000124506-0j -2.70625e-08-0j -4.84109e-08-0j 7.59791e-05-0j -3.12491e-09-0j 0.000124651-0j -1.32579e-07-0j 8.95422e-06-0j -9.84254e-11-0j 5.08295e-05-0j 1.03876e-05-0j -3.82722e-08-0j 4.08702e-07-0j 1.27074e-05-0j -3.90613e-09-0j 3.16579e-06-0j 1.05895e-06-0j -2.05871e-10-0j -3.49375e-09-0j 5.27632e-07-0j 3.94646e-08-0j -5.6156e-12-0j -1.23523e-09-0j 4.1713e-08-0j -1.62756e-10-0j 1.85804e-09-0j -1.21311e-11-0j 4.46976e-11-0j -5.7314e-13-0j -1.74401e-14-0j -3.09853e-16-0j 
-0.000177738-0j 0.00126018-0j -1.98718e-05-0j 0.000272656-0j -1.71029e-05-0j 0.000142191-0j 3.60516e-05-0j -1.571e-05-0j -1.50216e-05-0j 0.000123141-0j 0.00604495-0j -1.6034e-06-0j 3.11125e-05-0j 3.68592e-06-0j 0.000114006-0j -0.0317301-0j -1.97927e-06-0j 2.71572e-05-0j 1.16357e-05-0j 0.000533378-0j 4.17216e-06-0j -1.28272e-06-0j 0.000355585-0j -0.00731836-0j 3.18274e-07-0j 1.75999e-05-0j -1.65598e-06-0j -0.00418081-0j -6.54583e-07-0j 3.14296e-05-0j -0.00106002-0j 1.37675e-05-0j -0.000746927-0j 9.17836e-06-0j 3.49068e-06-0j -0.000125143-0j 8.88691e-06-0j -1.69013e-07-0j -7.00788e-06-0j -1.15715e-07-0j 3.27954e-06-0j -1.54287e-07-0j 2.24535e-06-0j 8.1126e-07-0j 3.88531e-07-0j -4.19915e-08-0j 2.11693e-06-0j 2.66009e-07-0j 3.56266e-07-0j 1.28272e-06-0j 3.84352e-08-0j 6.98222e-07-0j -6.81858e-09-0j 4.59937e-07-0j 1.69686e-09-0j -9.09144e-09-0j 1.7703e-07-0j 1.87112e-07-0j 3.50864e-08-0j 2.16059e-07-0j 3.8395e-08-0j 5.34465e-08-0j 3.61992e-08-0j 3.04069e-09-0j -1.79685e-10-0j 2.7102e-08-0j 2.02713e-09-0j 1.10685e-10-0j 6.03903e-09-0j 3.58099e-09-0j 1.59979e-09-0j 2.23581e-10-0j 1.79174e-10-0j 6.91982e-12-0j 1.12967e-11-0j 4.29911e-13-0j 9.16891e-15-0j 
-0.000480049-0j -7.237e-05-0j -5.36711e-05-0j -7.74675e-06-0j -4.61927e-05-0j -8.16579e-06-0j -6.80483e-07-0j -4.24307e-05-0j 0.0136515-0j -7.07178e-06-0j -2.82871e-05-0j -4.33056e-06-0j -8.83973e-07-0j -5.20886e-08-0j 0.00220301-0j -6.32519e-06-0j 0.00179875-0j 0.000259627-0j 0.000224844-0j -5.00051e-06-0j 2.64981e-05-0j -3.46445e-06-0j -3.33367e-06-0j -7.21761e-07-0j 1.20947e-06-0j -5.00051e-07-0j -4.47259e-06-0j -8.33418e-07-0j -1.76795e-06-0j -2.94658e-07-0j -6.94515e-08-0j -7.90649e-07-0j -7.36644e-08-0j -5.271e-07-0j -6.58874e-08-0j -6.1387e-09-0j -5.10362e-07-0j -4.56482e-07-0j -2.28776e-10-0j -3.12532e-07-0j -9.31789e-08-0j -4.16709e-07-0j -6.37952e-08-0j -4.65895e-08-0j -5.49062e-09-0j -1.13414e-07-0j -6.01467e-08-0j -3.75917e-09-0j -6.72461e-09-0j -7.36644e-08-0j -4.34072e-10-0j -4.00978e-08-0j -1.84161e-08-0j -8.68143e-09-0j -1.3672e-11-0j -2.45548e-08-0j -3.34148e-09-0j -5.31627e-09-0j -3.96251e-10-0j -6.1387e-09-0j -5.4259e-10-0j -3.06935e-09-0j -5.11558e-10-0j -2.8597e-11-0j -4.85307e-10-0j -5.11558e-10-0j -1.90647e-11-0j -7.80047e-13-0j -1.71582e-10-0j -4.04422e-11-0j -2.26079e-11-0j -1.80144e-12-0j -1.68509e-12-0j -4.33359e-14-0j -7.96132e-14-0j -2.42255e-15-0j 3.56262e-16-0j 
0.000207361-0j -0.00147021-0j 2.31837e-05-0j -0.000318099-0j 1.99534e-05-0j -0.000165889-0j -4.20601e-05-0j 1.83283e-05-0j 1.75252e-05-0j -0.000143664-0j -0.00705245-0j 1.87063e-06-0j -3.62979e-05-0j -4.30025e-06-0j -0.000133007-0j 0.0370184-0j 2.30915e-06-0j -3.16834e-05-0j -1.3575e-05-0j -0.000622274-0j -4.86752e-06-0j 1.4965e-06-0j -0.000414849-0j 0.00853808-0j -3.7132e-07-0j -2.05332e-05-0j 1.93198e-06-0j 0.00487761-0j 7.63681e-07-0j -3.66678e-05-0j 0.00123669-0j -1.60621e-05-0j 0.000871414-0j -1.07081e-05-0j -4.07246e-06-0j 0.000146-0j -1.03681e-05-0j 1.97182e-07-0j 8.17586e-06-0j 1.35001e-07-0j -3.82613e-06-0j 1.80001e-07-0j -2.61957e-06-0j -9.46471e-07-0j -4.53286e-07-0j 4.89901e-08-0j -2.46976e-06-0j -3.10343e-07-0j -4.15643e-07-0j -1.4965e-06-0j -4.48411e-08-0j -8.14592e-07-0j 7.95501e-09-0j -5.36593e-07-0j -1.97967e-09-0j 1.06067e-08-0j -2.06535e-07-0j -2.18298e-07-0j -4.09341e-08-0j -2.52069e-07-0j -4.47942e-08-0j -6.23542e-08-0j -4.22324e-08-0j -3.54747e-09-0j 2.09633e-10-0j -3.16191e-08-0j -2.36498e-09-0j -1.29133e-10-0j -7.04553e-09-0j -4.17782e-09-0j -1.86643e-09-0j -2.60844e-10-0j -2.09037e-10-0j -8.07313e-12-0j -1.31795e-11-0j -5.01562e-13-0j -1.06971e-14-0j 
-0.000137676-0j -2.07554e-05-0j 0.00146415-0j -2.22173e-06-0j -1.32478e-05-0j 0.000222764-0j -1.95159e-07-0j -1.21689e-05-0j 0.00278972-0j -2.02815e-06-0j -8.11261e-06-0j 0.000237519-0j 2.41149e-05-0j -1.49388e-08-0j -1.8777e-06-0j 0.000434924-0j 0.000145833-0j -2.2129e-07-0j 3.665e-05-0j 0.000136415-0j 2.14833e-06-0j -0.0454134-0j -9.5608e-07-0j -2.06997e-07-0j -1.03087e-09-0j 6.8911e-05-0j 0.000307538-0j 2.27358e-05-0j -5.07038e-07-0j 2.42839e-05-0j -1.99183e-08-0j -0.00517129-0j 4.04028e-06-0j 3.62437e-05-0j 4.53046e-06-0j 1.67465e-07-0j -1.46369e-07-0j -0.00600268-0j -6.56118e-11-0j 1.71415e-05-0j -0.000609442-0j 1.13679e-05-0j 1.74034e-06-0j -0.00092057-0j 3.77538e-07-0j -3.25265e-08-0j -1.72498e-08-0j -1.07811e-09-0j -8.84278e-05-0j 4.04028e-06-0j -2.83907e-06-0j 1.09387e-06-0j 2.02542e-06-0j 2.36831e-07-0j 9.40093e-10-0j 2.02366e-06-0j -9.58322e-10-0j 4.38135e-07-0j -1.13643e-10-0j 3.3669e-07-0j 2.97595e-08-0j 3.3757e-07-0j 1.39554e-08-0j 7.8013e-10-0j 8.01314e-08-0j 4.21596e-08-0j -5.46765e-12-0j -2.23714e-13-0j 2.36007e-08-0j 2.21814e-09-0j 2.48644e-09-0j 4.91436e-11-0j 1.38875e-10-0j -1.24285e-14-0j 4.36655e-12-0j 6.60876e-14-0j -1.23439e-17-0j 
0.000126982-0j -0.000900314-0j 1.41971e-05-0j -0.000194795-0j 1.22189e-05-0j -0.000101586-0j -2.57565e-05-0j 1.12238e-05-0j 1.0732e-05-0j -8.7976e-05-0j -0.00431872-0j 1.14552e-06-0j -2.22278e-05-0j -2.63335e-06-0j -8.14499e-05-0j 0.0226691-0j 1.41406e-06-0j -1.9402e-05-0j -8.31295e-06-0j -0.000381063-0j -2.98073e-06-0j 9.16417e-07-0j -0.000254042-0j 0.00522849-0j -2.27386e-07-0j -1.2574e-05-0j 1.18309e-06-0j 0.00298691-0j 4.67657e-07-0j -2.24544e-05-0j 0.000757313-0j -9.83601e-06-0j 0.00053363-0j -6.55734e-06-0j -2.49386e-06-0j 8.94062e-05-0j -6.34912e-06-0j 1.20749e-07-0j 5.00667e-06-0j 8.26709e-08-0j -2.34302e-06-0j 1.10228e-07-0j -1.60415e-06-0j -5.79592e-07-0j -2.7758e-07-0j 3.00002e-08-0j -1.51241e-06-0j -1.90046e-07-0j -2.54528e-07-0j -9.16416e-07-0j -2.74595e-08-0j -4.98834e-07-0j 4.87143e-09-0j -3.28595e-07-0j -1.21229e-09-0j 6.49524e-09-0j -1.26476e-07-0j -1.3368e-07-0j -2.50669e-08-0j -1.5436e-07-0j -2.74307e-08-0j -3.8184e-08-0j -2.5862e-08-0j -2.17237e-09-0j 1.28373e-10-0j -1.93626e-08-0j -1.44825e-09-0j -7.90772e-11-0j -4.31449e-09-0j -2.55838e-09-0j -1.14295e-09-0j -1.59734e-10-0j -1.28008e-10-0j -4.94376e-12-0j -8.07079e-12-0j -3.07143e-13-0j -6.55059e-15-0j 
1.98718e-05-0j -0.00028478-0j 2.22173e-06-0j 0.00141826-0j 1.91216e-06-0j -3.21328e-05-0j 0.000381805-0j 1.75643e-06-0j -0.000402662-0j -2.78278e-05-0j 1.17095e-06-0j 1.79265e-07-0j 0.000161836-0j 5.88639e-05-0j -2.57636e-05-0j 0.0059675-0j 2.2129e-07-0j 0.000141262-0j -2.62948e-06-0j 2.06997e-07-0j 4.41854e-05-0j -6.8911e-05-0j 1.37998e-07-0j 0.000132138-0j 6.79371e-06-0j -0.0439899-0j -4.43893e-05-0j -3.27954e-06-0j 7.31847e-08-0j 1.21974e-08-0j 3.89679e-05-0j 0.000745937-0j 1.34863e-05-0j 0.000497292-0j -0.00886331-0j 6.93717e-06-0j -2.0083e-06-0j -4.53046e-06-0j 6.49958e-07-0j 1.29373e-08-0j -0.00408998-0j 1.72498e-08-0j 1.16795e-05-0j 4.39548e-05-0j -0.00148763-0j 4.6948e-09-0j 1.10115e-05-0j 4.24813e-06-0j -0.000904607-0j -2.89873e-07-0j -0.0001967-0j -1.57787e-07-0j 7.6234e-10-0j 4.87098e-06-0j -1.30559e-05-0j 1.01645e-09-0j 1.87484e-06-0j 9.73292e-07-0j 7.48936e-07-0j 1.12386e-06-0j 6.13165e-07-0j -1.20781e-08-0j 5.78098e-07-0j 8.12447e-08-0j 2.00894e-11-0j 2.87025e-07-0j 5.41631e-08-0j 4.14668e-09-0j 3.14129e-08-0j 7.6438e-08-0j 2.55486e-08-0j 7.17511e-09-0j 4.78739e-09-0j 2.96412e-10-0j 4.23218e-10-0j 2.07244e-11-0j 5.4049e-13-0j 
-0.000181441-0j 0.00128643-0j -2.02858e-05-0j 0.000278336-0j -1.74592e-05-0j 0.000145153-0j 3.68026e-05-0j -1.60373e-05-0j -1.53346e-05-0j 0.000125706-0j 0.00617089-0j -1.6368e-06-0j 3.17606e-05-0j 3.76271e-06-0j 0.000116381-0j -0.0323911-0j -2.02051e-06-0j 2.7723e-05-0j 1.18781e-05-0j 0.00054449-0j 4.25908e-06-0j -1.30944e-06-0j 0.000362993-0j -0.00747082-0j 3.24905e-07-0j 1.79665e-05-0j -1.69048e-06-0j -0.00426791-0j -6.68221e-07-0j 3.20844e-05-0j -0.0010821-0j 1.40544e-05-0j -0.000762488-0j 9.36958e-06-0j 3.5634e-06-0j -0.00012775-0j 9.07206e-06-0j -1.72534e-07-0j -7.15388e-06-0j -1.18126e-07-0j 3.34787e-06-0j -1.57501e-07-0j 2.29213e-06-0j 8.28162e-07-0j 3.96625e-07-0j -4.28664e-08-0j 2.16104e-06-0j 2.71551e-07-0j 3.63688e-07-0j 1.30944e-06-0j 3.9236e-08-0j 7.12768e-07-0j -6.96063e-09-0j 4.69519e-07-0j 1.73221e-09-0j -9.28084e-09-0j 1.80718e-07-0j 1.91011e-07-0j 3.58174e-08-0j 2.2056e-07-0j 3.91949e-08-0j 5.45599e-08-0j 3.69533e-08-0j 3.10404e-09-0j -1.83429e-10-0j 2.76667e-08-0j 2.06936e-09-0j 1.12991e-10-0j 6.16484e-09-0j 3.65559e-09-0j 1.63312e-09-0j 2.28239e-10-0j 1.82907e-10-0j 7.06399e-12-0j 1.15321e-11-0j 4.38867e-13-0j 9.35993e-15-0j 
-0.00012568-0j -1.8947e-05-0j -1.40515e-05-0j -2.02815e-06-0j 0.00173267-0j -2.13786e-06-0j -1.78155e-07-0j 0.00212712-0j -1.06219e-05-0j 0.000265259-0j -7.40577e-06-0j -1.13377e-06-0j -2.3143e-07-0j -1.36372e-08-0j 0.000328222-0j -1.65598e-06-0j 0.000200517-0j 2.89421e-05-0j -1.74945e-07-0j 0.000250683-0j -2.06174e-08-0j -9.07017e-07-0j 0.000250962-0j 3.6183e-05-0j -9.41053e-10-0j -1.30917e-07-0j -0.0321241-0j 3.12611e-05-0j 0.000266816-0j -7.71434e-08-0j 2.60509e-06-0j 3.96365e-05-0j -1.92859e-08-0j 3.96805e-05-0j 3.30304e-06-0j -1.60715e-09-0j -0.00735043-0j 1.71224e-05-0j -5.98951e-11-0j 3.14172e-05-0j 3.4951e-06-0j -0.00600686-0j 6.41302e-06-0j -1.21974e-08-0j 2.05951e-07-0j 1.71055e-05-0j -0.000867016-0j 3.77891e-07-0j -1.76055e-09-0j -0.00052909-0j -1.13643e-10-0j 4.53315e-06-0j 9.23229e-07-0j -6.23539e-05-0j -3.57942e-12-0j 1.84851e-06-0j 3.77762e-07-0j 2.66513e-07-0j -2.84605e-06-0j 4.62127e-07-0j 2.72009e-08-0j 1.1513e-07-0j 3.85105e-08-0j 1.43361e-09-0j -1.27057e-10-0j 1.91883e-08-0j 1.4352e-09-0j 3.9105e-11-0j -4.49213e-11-0j 1.51697e-09-0j -5.9189e-12-0j 6.75712e-11-0j -4.41169e-13-0j 1.62551e-12-0j -2.08433e-14-0j -6.34241e-16-0j -1.12684e-17-0j 
7.48407e-05-0j -0.000530625-0j 8.36745e-06-0j -0.000114808-0j 7.20155e-06-0j -5.98725e-05-0j -1.51803e-05-0j 6.61505e-06-0j 6.32519e-06-0j -5.18511e-05-0j -0.00254536-0j 6.75145e-07-0j -1.31006e-05-0j -1.55204e-06-0j -4.80048e-05-0j 0.0133607-0j 8.33418e-07-0j -1.14351e-05-0j -4.89947e-06-0j -0.000224591-0j -1.75678e-06-0j 5.40116e-07-0j -0.000149727-0j 0.00308156-0j -1.34016e-07-0j -7.41082e-06-0j 6.97287e-07-0j 0.00176042-0j 2.75627e-07-0j -1.32341e-05-0j 0.000446344-0j -5.79713e-06-0j 0.00031451-0j -3.86475e-06-0j -1.46983e-06-0j 5.26941e-05-0j -3.74203e-06-0j 7.11666e-08-0j 2.95083e-06-0j 4.87244e-08-0j -1.38092e-06-0j 6.49659e-08-0j -9.45454e-07-0j -3.41599e-07-0j -1.63599e-07-0j 1.76815e-08-0j -8.91383e-07-0j -1.12009e-07-0j -1.50014e-07-0j -5.40116e-07-0j -1.6184e-08-0j -2.94002e-07-0j 2.87111e-09-0j -1.93667e-07-0j -7.145e-10-0j 3.82815e-09-0j -7.45424e-08-0j -7.87878e-08-0j -1.47739e-08-0j -9.09764e-08-0j -1.61671e-08-0j -2.25048e-08-0j -1.52425e-08-0j -1.28035e-09-0j 7.56605e-11-0j -1.14119e-08-0j -8.53567e-10-0j -4.66064e-11-0j -2.54287e-09-0j -1.50786e-09-0j -6.73629e-10-0j -9.41437e-11-0j -7.54453e-11-0j -2.91375e-12-0j -4.75675e-12-0j -1.81023e-13-0j -3.92303e-15-0j 
0.000160621-0j 2.42146e-05-0j -0.00170818-0j 2.59202e-06-0j 1.54558e-05-0j -0.000259891-0j 2.27686e-07-0j 1.41971e-05-0j -0.00325468-0j 2.36618e-06-0j 9.46471e-06-0j -0.000277105-0j -2.81341e-05-0j 1.74285e-08-0j 2.19066e-06-0j -0.000507412-0j -0.000170139-0j 2.58171e-07-0j -4.27583e-05-0j -0.00015915-0j -2.50638e-06-0j 0.0529823-0j 1.11543e-06-0j 2.41497e-07-0j 1.20268e-09-0j -8.03961e-05-0j -0.000358794-0j -2.65251e-05-0j 5.91545e-07-0j -2.83313e-05-0j 2.32381e-08-0j 0.00603317-0j -4.71366e-06-0j -4.22843e-05-0j -5.28554e-06-0j -1.95375e-07-0j 1.70764e-07-0j 0.00700312-0j 7.65471e-11-0j -1.99984e-05-0j 0.000711016-0j -1.32625e-05-0j -2.0304e-06-0j 0.001074-0j -4.40461e-07-0j 3.79476e-08-0j 2.01248e-08-0j 1.2578e-09-0j 0.000103166-0j -4.71366e-06-0j 3.31225e-06-0j -1.27619e-06-0j -2.36299e-06-0j -2.76303e-07-0j -1.09678e-09-0j -2.36094e-06-0j 1.11804e-09-0j -5.11158e-07-0j 1.32583e-10-0j -3.92805e-07-0j -3.47194e-08-0j -3.93832e-07-0j -1.62813e-08-0j -9.10152e-10-0j -9.34866e-08-0j -4.91862e-08-0j 6.37892e-12-0j 2.60999e-13-0j -2.75342e-08-0j -2.58783e-09-0j -2.90085e-09-0j -5.73342e-11-0j -1.62021e-10-0j 1.45e-14-0j -5.09431e-12-0j -7.71022e-14-0j 1.44012e-17-0j 
2.22173e-05-0j -0.000157522-0j -0.000236277-0j -3.4082e-05-0j 2.13786e-06-0j 0.00169066-0j -4.50644e-06-0j -0.000376025-0j 1.8777e-06-0j -1.53926e-05-0j 1.30917e-06-0j -3.83295e-05-0j 0.00036993-0j -4.60741e-07-0j 0.00272878-0j -1.37675e-05-0j -2.35337e-05-0j -3.39465e-06-0j 0.000278154-0j 0.00421527-0j 4.96073e-05-0j -1.52516e-05-0j 1.54287e-07-0j 0.000608036-0j -3.97842e-08-0j -2.19998e-06-0j -3.96365e-05-0j 0.000172552-0j -4.71668e-05-0j -3.9188e-06-0j -4.59937e-07-0j -0.0313453-0j 6.19791e-05-0j -1.1473e-06-0j 8.35507e-05-0j 5.16494e-06-0j 0.000426534-0j -4.04028e-06-0j -3.04069e-09-0j 0.00106212-0j 3.8994e-05-0j 0.000351273-0j -0.0102509-0j 2.91407e-05-0j -4.85663e-08-0j 5.24894e-09-0j 5.06697e-05-0j 1.27673e-05-0j 8.51659e-06-0j -0.00587155-0j 4.56998e-07-0j 8.30192e-06-0j 6.25865e-05-0j -0.00104716-0j -2.12107e-10-0j -3.26567e-07-0j -2.21287e-08-0j -0.00128698-0j 8.39807e-07-0j 5.16492e-06-0j -0.000175751-0j 2.56198e-06-0j 4.30412e-07-0j -6.92289e-06-0j -1.29311e-08-0j 9.73513e-07-0j -2.53391e-10-0j 2.64929e-09-0j 3.62042e-07-0j 8.56042e-08-0j 7.66867e-08-0j 2.6584e-09-0j 6.43599e-09-0j -8.64978e-13-0j 2.70051e-10-0j 5.11168e-12-0j -1.14611e-15-0j 
9.83602e-05-0j 1.48284e-05-0j -0.00104604-0j 1.58728e-06-0j 9.46471e-06-0j -0.00015915-0j 1.39428e-07-0j 8.69389e-06-0j -0.00199307-0j 1.44898e-06-0j 5.79593e-06-0j -0.000169692-0j -1.72285e-05-0j 1.06728e-08-0j 1.3415e-06-0j -0.000310725-0j -0.000104188-0j 1.58097e-07-0j -2.6184e-05-0j -9.74593e-05-0j -1.53484e-06-0j 0.0324449-0j 6.83057e-07-0j 1.47886e-07-0j 7.36491e-10-0j -4.92324e-05-0j -0.000219716-0j -1.62432e-05-0j 3.62246e-07-0j -1.73493e-05-0j 1.42303e-08-0j 0.00369455-0j -2.88651e-06-0j -2.58937e-05-0j -3.23672e-06-0j -1.19643e-07-0j 1.04571e-07-0j 0.00428852-0j 4.68753e-11-0j -1.22464e-05-0j 0.000435406-0j -8.12161e-06-0j -1.24336e-06-0j 0.000657687-0j -2.69726e-07-0j 2.32381e-08-0j 1.23238e-08-0j 7.7024e-10-0j 6.31759e-05-0j -2.88651e-06-0j 2.02833e-06-0j -7.81502e-07-0j -1.44703e-06-0j -1.692e-07-0j -6.71635e-10-0j -1.44577e-06-0j 6.84658e-10-0j -3.13019e-07-0j 8.11905e-11-0j -2.40543e-07-0j -2.12612e-08-0j -2.41172e-07-0j -9.97021e-09-0j -5.57352e-10-0j -5.72486e-08-0j -3.01203e-08-0j 3.90628e-12-0j 1.59829e-13-0j -1.68612e-08-0j -1.58472e-09-0j -1.7764e-09-0j -3.51099e-11-0j -9.92174e-11-0j 8.87937e-15-0j -3.11962e-12-0j -4.72153e-14-0j 8.8189e-18-0j 
-2.31837e-05-0j 0.000332243-0j -2.59202e-06-0j -0.00165464-0j -2.23085e-06-0j 3.74883e-05-0j -0.00044544-0j -2.04917e-06-0j 0.000469772-0j 3.24658e-05-0j -1.36611e-06-0j -2.09143e-07-0j -0.000188809-0j -6.86745e-05-0j 3.00575e-05-0j -0.00696208-0j -2.58171e-07-0j -0.000164806-0j 3.06773e-06-0j -2.41497e-07-0j -5.15496e-05-0j 8.03961e-05-0j -1.60998e-07-0j -0.000154162-0j -7.926e-06-0j 0.0513215-0j 5.17875e-05-0j 3.82613e-06-0j -8.53821e-08-0j -1.42303e-08-0j -4.54625e-05-0j -0.00087026-0j -1.5734e-05-0j -0.000580174-0j 0.0103405-0j -8.09337e-06-0j 2.34302e-06-0j 5.28554e-06-0j -7.58284e-07-0j -1.50936e-08-0j 0.00477165-0j -2.01248e-08-0j -1.36261e-05-0j -5.12806e-05-0j 0.00173557-0j -5.47726e-09-0j -1.28468e-05-0j -4.95616e-06-0j 0.00105538-0j 3.38185e-07-0j 0.000229483-0j 1.84085e-07-0j -8.89397e-10-0j -5.68281e-06-0j 1.52319e-05-0j -1.18586e-09-0j -2.18732e-06-0j -1.13551e-06-0j -8.73759e-07-0j -1.31117e-06-0j -7.1536e-07-0j 1.40911e-08-0j -6.74448e-07-0j -9.47855e-08-0j -2.34377e-11-0j -3.34863e-07-0j -6.31903e-08-0j -4.83779e-09-0j -3.66483e-08-0j -8.91777e-08-0j -2.98067e-08-0j -8.37096e-09-0j -5.58529e-09-0j -3.45814e-10-0j -4.93755e-10-0j -2.41785e-11-0j -6.30572e-13-0j 
0.000146627-0j 2.21048e-05-0j 1.63934e-05-0j 2.36618e-06-0j -0.00202144-0j 2.49417e-06-0j 2.07848e-07-0j -0.00248164-0j 1.23922e-05-0j -0.000309469-0j 8.64006e-06-0j 1.32273e-06-0j 2.70002e-07-0j 1.591e-08-0j -0.000382925-0j 1.93198e-06-0j -0.000233937-0j -3.37658e-05-0j 2.04102e-07-0j -0.000292464-0j 2.40537e-08-0j 1.05819e-06-0j -0.000292788-0j -4.22135e-05-0j 1.0979e-09-0j 1.52736e-07-0j 0.0374781-0j -3.64713e-05-0j -0.000311285-0j 9.00006e-08-0j -3.03927e-06-0j -4.62426e-05-0j 2.25002e-08-0j -4.62939e-05-0j -3.85355e-06-0j 1.87501e-09-0j 0.0085755-0j -1.99761e-05-0j 6.98776e-11-0j -3.66535e-05-0j -4.07761e-06-0j 0.00700801-0j -7.48186e-06-0j 1.42303e-08-0j -2.40276e-07-0j -1.99564e-05-0j 0.00101152-0j -4.40873e-07-0j 2.05397e-09-0j 0.000617272-0j 1.32583e-10-0j -5.28867e-06-0j -1.0771e-06-0j 7.27462e-05-0j 4.17599e-12-0j -2.15659e-06-0j -4.40723e-07-0j -3.10932e-07-0j 3.32039e-06-0j -5.39148e-07-0j -3.17344e-08-0j -1.34318e-07-0j -4.4929e-08-0j -1.67255e-09-0j 1.48233e-10-0j -2.23864e-08-0j -1.6744e-09-0j -4.56225e-11-0j 5.24082e-11-0j -1.7698e-09-0j 6.90539e-12-0j -7.8833e-11-0j 5.14697e-13-0j -1.89643e-12-0j 2.43172e-14-0j 7.39948e-16-0j 1.31464e-17-0j 
1.48115e-05-0j -0.000105015-0j 1.65598e-06-0j -2.27213e-05-0j -0.000409818-0j -1.18492e-05-0j -3.0043e-06-0j 1.30917e-06-0j 1.2518e-06-0j 0.00295069-0j 8.72778e-07-0j 1.33616e-07-0j -2.59271e-06-0j -3.0716e-07-0j -9.50051e-06-0j -9.17836e-06-0j -4.74273e-05-0j 0.000650739-0j -9.69642e-07-0j 1.54287e-07-0j -3.4768e-07-0j 1.06893e-07-0j 0.00422258-0j -2.11693e-06-0j -2.65228e-08-0j -1.46666e-06-0j -3.96805e-05-0j 0.000347742-0j 5.45486e-08-0j 9.09144e-09-0j 8.81679e-05-0j -1.1473e-06-0j -2.16059e-07-0j -0.0313996-0j -2.9089e-07-0j -3.61992e-08-0j 0.000212948-0j -4.04987e-06-0j -2.02713e-09-0j 9.64293e-09-0j 7.85842e-05-0j 0.000527822-0j -1.87112e-07-0j -6.7605e-08-0j 9.30995e-06-0j 0.00086999-0j -0.00724213-0j -2.21674e-08-0j -2.96888e-08-0j 3.07364e-05-0j -3.20294e-09-0j -0.0072162-0j 5.68215e-10-0j 1.1021e-05-0j -1.41405e-10-0j 3.11022e-05-0j -0.00182962-0j -1.55927e-08-0j 8.40739e-07-0j -0.000739147-0j -3.19959e-09-0j 1.28068e-06-0j -0.000123839-0j -2.53391e-10-0j 1.49738e-11-0j 6.49418e-07-0j -6.93489e-06-0j -9.22376e-12-0j -5.03252e-10-0j 8.58075e-08-0j -1.33316e-10-0j 5.35743e-09-0j -1.49312e-11-0j 1.65812e-10-0j -9.41396e-13-0j -3.58259e-14-0j -7.64076e-16-0j 
-1.85144e-06-0j 3.99388e-05-0j -2.06997e-07-0j -0.000404966-0j -1.78155e-07-0j 4.50644e-06-0j 0.00163691-0j 3.13354e-05-0j -1.56475e-07-0j 3.90269e-06-0j -1.09097e-07-0j -1.6702e-08-0j -4.62102e-05-0j 0.000517653-0j -0.000691866-0j 3.49068e-06-0j -2.06174e-08-0j -4.03356e-05-0j 3.6877e-07-0j 3.69292e-06-0j 0.000189436-0j -1.33616e-08-0j -1.28572e-08-0j 0.00722475-0j 9.02531e-05-0j -2.61404e-05-0j 3.30304e-06-0j 4.59937e-07-0j 3.93057e-06-0j -1.13643e-09-0j 0.000167067-0j -8.35507e-05-0j -3.85085e-06-0j 2.9089e-07-0j -0.0303488-0j 6.1006e-05-0j -0.000108145-0j -1.76055e-09-0j 1.15492e-05-0j 4.6282e-07-0j -4.87098e-06-0j 3.07743e-07-0j 0.0012805-0j 2.57113e-08-0j 5.45654e-05-0j -4.37412e-10-0j 0.000602062-0j -0.0143444-0j 1.61762e-05-0j -7.78438e-06-0j 1.08991e-05-0j 2.21287e-08-0j 1.36004e-08-0j -0.00399881-0j 1.21165e-06-0j -9.47025e-11-0j 8.038e-06-0j 5.32153e-05-0j -0.00190515-0j -3.20904e-07-0j -0.00103252-0j 1.69388e-09-0j 5.08383e-06-0j -0.000276435-0j -1.87172e-12-0j 1.23056e-06-0j 9.62434e-07-0j -2.1224e-05-0j -8.96954e-09-0j 1.01546e-06-0j 2.24676e-07-0j 1.59649e-07-0j 8.5068e-08-0j 9.25046e-09-0j 1.13125e-08-0j 7.39565e-10-0j 2.41271e-11-0j 
