0.175896-0.0667441j 0.0830704+0.201867j 0.0916103+0.047249j -0.0456239+0.137567j 0.087318+0.151536j -0.00963284+0.0139871j 0.0563254-0.0898418j 0.0279086-0.0404567j 0.0078756-0.131604j -0.0624515+0.0377551j 0.000964759+0.0433079j 0.0380218-0.012028j 0.00239852-0.0165774j -0.0491068+0.0694998j 0.0546286-0.0562128j -0.00428463+0.00696392j 0.0643249-0.0932063j 0.0837511-0.122398j -0.16285+0.0502489j -0.00258912+0.0446976j 0.105078+0.0818642j 0.163931+0.123132j -0.141031+0.0563437j -0.057737-0.165642j 0.0280656-0.0469743j 0.000893874+0.0203902j -0.130205-0.185161j 0.0956929-0.0154787j 0.0935639-0.210661j -0.0342213-0.176231j -0.0733309-0.121681j 0.330753-0.0911315j 0.0270003+0.253767j 0.177716-0.135908j 0.000748941+0.0269755j 0.208519+0.124554j 0.0146174-0.0211931j -0.0103666-0.00342747j 0.0743825-0.0253785j -0.0394702-0.0308455j 0.0373261-0.0132107j 0.0219739-0.01461j -0.0157784-0.0183838j 0.00562788+0.00186357j 0.0360514-0.0126604j -0.00732847-0.0219671j 0.0320885+0.0119602j 0.0491995-0.0136399j -0.126341+0.0136063j 0.0470422-0.00806962j -0.0815997+0.0224269j 0.0736501-0.00678134j -0.0478435-0.0273116j -0.0173347-0.00205586j -0.0138241+0.00889269j 0.0534263+0.0396557j 0.00187359+0.0328237j 0.0090828-0.00645086j 0.0509584-0.00187138j 0.029372-0.00537309j 0.00040026+0.00495646j 0.0111364-0.0127804j 0.0062703+0.00875945j 0.0390368-0.00461417j -0.0299455-0.0216476j -0.0334014-0.0288527j 0.00860065-0.00514514j 0.00490911-0.0179367j 0.0127663+0.0209386j 0.0093425+0.00837123j -0.000560731+0.00990971j 0.00441602+0.000220244j 0.00572546+0.0129475j -0.0127986-0.0106292j 0.000971258+0.0109085j -0.0129138-0.0192133j -0.00182785-0.00483973j -0.000168179+0.000344275j 0.00198678-0.0204404j -0.00459843+0.00461139j 0.000433759+0.0402794j 0.00118356+0.00398906j -0.0129648-0.024758j -0.0082205-0.0188745j 0.000975253+0.0223921j -0.018034-0.0124911j 0.00214727-0.0249454j -0.0346841+0.016035j 0.00379243+0.00836542j 0.00574024+0.00221998j 0.0165325+0.0115288j -0.00553414-0.0238741j -0.0064797-0.0328229j -0.0393577-0.00732891j -0.00640914+0.0372554j 
-0.00204837+0.00291943j -0.00206996-0.000669963j -0.00298885-0.000609119j 0.00154065-0.005529j 0.00175226-0.00441405j -0.00119256-0.00250976j -0.000491226+0.00135938j 0.00199104-0.00335722j 0.000377708+0.00070289j -0.00219191-0.000268341j 0.00158428+0.00355899j -0.00190913+0.0020594j -9.09796e-05-0.001293j -0.00130166-0.0017249j 0.000983422+0.00144443j -0.00137128-0.000793577j 0.00125525-0.00123561j -0.00383932-0.00205378j 0.00114954-0.000961751j 0.0011577-0.002185j -0.00242379-0.00195985j 0.00108611-0.00183028j -0.00234139-0.000804369j -0.00206876-0.00447414j -0.000770244+0.000931542j -0.000342584-0.00493606j 0.00201667-0.00277108j -0.0016854-0.000818773j -0.000940245+0.000445437j -0.00133389-0.000522542j -0.00197267+0.00373299j -0.00235724+0.00235502j -0.00263565+0.00177487j 0.000602624-0.000876563j -0.000455878+0.00234057j 0.000464535+0.000776161j 0.00193685-0.00256965j -0.0014598-0.00175102j 0.00691266-0.00093953j 0.00436566+0.00527157j -0.00149673+0.00409608j -0.00572325+0.000707881j 0.00051435-0.00221923j 0.000834232+0.00145006j 0.00354515+0.00238014j -0.00178881-0.00455926j 0.00168614+0.000513069j -0.000147234-0.00113776j 0.00240903-0.000239016j 0.00268149+0.00107129j 0.000576868-0.00108711j 0.00264429-0.00554728j -0.00300564+0.00437548j -0.00226083+0.00368943j -0.00482811+0.00193862j -0.000953056-0.00094779j -0.00311166+0.000850402j -0.00173702-0.00141068j 0.0007695-0.0071967j 0.000587465-0.0043103j -0.000431394+0.00247201j 0.00217786-0.000318789j -0.00121589-0.000598502j -0.0060252+0.00844283j -0.00363834+0.000243358j 0.00961997+0.00658006j -0.00032339+0.00306407j -0.00798825-0.000436207j -0.00294389-0.00528485j -0.000455527-0.00381377j 0.00722864-0.00370619j -0.00448615-0.00105773j 0.00344736-0.00485363j -0.000308869+0.00165832j 0.0051546+0.00296532j 0.00071388+0.00447985j 0.000595687+0.00189944j -0.0030016-0.000109357j 0.00356815+0.00411273j 0.000843359-0.00340282j 0.00167457+0.0013338j 0.000938418+0.000381716j -0.00231239+0.00464152j 0.00547991-0.00151511j 0.000489766+0.00280606j -0.00388232-0.00589798j 0.00110383+0.00107235j -0.000982226-0.00332887j -0.00359553+0.0029587j -0.00245751+0.00167913j -0.00100209+0.00182957j 0.00250092-0.00222901j 0.000784037+0.00152301j -0.00277291+0.00320056j 0.00354123+0.000869002j 
0.00266267-0.000571001j -0.00150904+0.00276922j -0.00164299-0.000886622j 0.00104313-0.00273418j 0.000406512-0.00339115j -0.00624195-0.00234911j -0.000395685+0.00360285j -0.000886328-0.000397532j 0.000332025-0.00121899j -0.00239718-0.00193107j 0.00286707+0.00310107j -0.000954371+0.00530071j -0.00105104-0.000893936j -0.00172286-0.00429707j -0.000208171+0.0011984j -0.00142912+0.000324816j 0.00247624-0.00219337j -0.00178547-0.00318719j 0.00447192-0.00235379j -0.00138866-0.00350602j -0.000324361+0.00619657j -0.00297667-0.00199681j -0.00421113+0.00200117j -0.00678935+0.00295853j -0.00141806-0.000233767j -0.00220746+0.000273925j -0.00021975+0.00140151j -0.00148317-0.00230616j -0.000354494-0.00250491j 0.00187135+0.00144013j 0.0016007+0.00215549j -0.00643351+0.00117554j 0.000627219-0.00128991j 0.000893927+0.00157435j 0.0031264-0.00323866j 0.00103831-0.000810131j -0.00141292+0.000930465j -0.000686171+0.000562511j 0.000890959-0.00613475j -0.00316887-0.000663712j -0.00301409+0.00401755j 0.00575573-0.00319894j -0.000471453-0.00350176j -0.00223017-0.00198226j 0.00172691-0.00264319j 0.00361078-0.0020455j -0.00430947+0.000592995j 0.00161897+0.000634122j -0.00145349+0.00373214j 0.00119949-0.00199093j -0.0011409-0.00287665j -0.000307351-0.000951855j 0.000719463+0.00285153j 0.00327618+0.00310795j -0.00364092+0.00294184j -0.00128933+0.00449761j -0.00459698-0.00347993j -0.00105657-0.000789238j -0.00228289+0.00258192j -0.00085051+0.000353879j -0.00270183-0.000203119j 0.0017303+0.00507175j -0.00179103-0.000582005j 0.00203117-0.00266735j 0.00249345-0.00666058j -0.00179383-0.00518086j -0.00257175+0.00451699j 0.00504455+0.00164592j -0.0085102-0.00129556j 0.00570718-0.000469039j -0.00406379+0.00371126j -0.000433609+0.00153934j -0.00177594+0.000225548j -0.00289756-0.00229257j -0.00311035-0.00331834j 0.00166226-3.03395e-05j -0.000869335-0.000230128j 0.00306139+0.0034167j 0.00177895-0.00487674j -0.00563445+0.000849006j 0.000777492-0.00423032j 0.0022751+0.00177125j 0.000535744+0.000907203j -0.00364919-0.000960104j 0.00438558-0.00545043j -0.00395176-0.00194932j -0.000739282+0.00213846j -0.00107174-0.000969591j 0.000502319+0.00149925j -0.000599153-0.000437425j -0.00118841-7.99143e-06j 0.00407123-0.00193544j 0.00335103+0.000463509j -0.00257587+0.0011033j 0.00364439-0.000985774j 
-0.00141462+0.000977328j -0.00244333-0.00120771j -0.0021372-0.000479449j -0.00170622-0.00493605j -0.00493821-0.000303455j -0.00386113+0.000520011j -0.00182837-0.00146628j -0.00295579+0.00178658j 0.00157846-0.000933688j 0.000815029+0.0012562j 0.00104004+0.000917166j 0.00170392+0.000236632j -0.0018847+0.00277945j -0.00143383-0.000328195j -0.000917347-0.000207068j -0.000375341-0.00238157j 0.000873895+0.00175434j 0.000868233+0.00219333j -0.00831607-0.00143492j -0.00247728+0.00541406j -0.0099193-0.00250025j 0.00705172-0.000471736j 0.00347189+0.00090791j -0.00711539-0.000478406j 0.00117967+0.00103712j -0.00266076+7.83882e-05j -0.00026817+0.00258896j -0.000401648+0.00209039j 0.000382251+0.000821983j -0.00340344-0.00260941j -0.00206659-0.000111295j 5.95145e-05+0.000587013j -0.00388366+9.90271e-05j -0.00670565-0.00919558j 0.000400441+0.00525401j -0.000428586+0.0015328j 0.0020737+0.000148371j 0.00134072+0.00188092j -0.000448052+0.0144479j 0.00355084-0.00790265j 0.0026065-0.000252241j -0.008752+0.0075721j -0.000883994+0.00121273j -4.1328e-06-0.00214144j -0.0013161+0.00109028j 0.00384312+0.0066349j 0.00113521+0.00506261j 0.00326076-0.00181192j -0.00607737+0.0109211j 0.000358374+0.00195415j -0.00323232-0.00681658j -0.00261263+0.00418088j -0.00488637-0.00251453j 0.00245018-0.00278714j 0.000976529-0.00262705j -0.00132451-0.00186611j 0.00376145+0.00139773j 0.00368872+0.000991112j -0.000181352-0.00430848j 0.000381838+0.00932923j 0.0076498-0.00523253j -0.0121621-0.00585564j 0.00628461+0.0024424j -0.00257345+0.00277502j 0.0017635+0.0101916j 0.00589492+0.00290351j -0.000858383-0.001515j 0.00240612-0.00425784j -0.000439055-0.00275849j -0.00544179-0.00147661j 0.00709963-0.00273436j -5.57415e-05+0.00369454j 0.000639694-0.00266243j 0.000395001-0.000638906j 0.000773523-0.000988955j -0.0023591-5.79216e-06j -0.00354182+0.000897972j 0.00117301-0.00354516j 0.00153255+0.00319535j -0.000531627-0.00191227j -0.00102751-0.00462186j -0.000466901+0.00232418j -0.00215454-0.00280014j 0.00961616-0.000838808j 0.00409937+0.0038378j 0.0022027+0.0011687j -0.0018443-0.00904275j -0.00280157+0.00643309j -0.00129811+0.000389556j -0.000130026+0.00104255j 0.00953628-0.00111676j -0.0109392+0.00188007j -0.00285012+0.00529285j 0.0109143-0.00372367j -0.00398415-0.00329662j 
0.00193937+0.00333292j -0.00122396-0.000573655j -0.00369085+0.00100256j -0.000513866-0.00237723j 0.00384616-0.000348417j -0.000576048-0.00899915j 0.000924283-0.000451388j -0.00123064-0.00420789j 0.00321666-0.00247144j -0.00227762+0.00227882j 0.00322086+0.00233535j 0.00776633-0.000131276j -0.00198031+4.9247e-05j -0.00352234+0.000378944j -2.78713e-05-0.00498138j 0.000236374-0.000972789j -0.00353263+0.000679339j -0.0029564-0.0012263j -0.00393676+6.71891e-06j -0.000190772-0.00189902j -0.00318919+0.000553192j -0.0014589-0.00197017j -0.00169829-0.000766637j -0.00104401+0.00207987j 0.00287174-0.0033658j -0.00517313+0.00123206j 8.6526e-05+0.00238806j -0.000840614-0.002111j -0.00389485+0.00147156j 0.00168295-0.00159075j 0.000625754+0.00900442j -0.00806832-0.00145082j 0.00302586+0.000667303j 0.000976596+0.00140678j -0.000253677+0.00644597j -0.00547006-0.00121093j 7.49779e-05+0.00208956j 0.00388302+0.00146776j 0.000911327+0.000628594j 0.0026131-0.00111019j -0.00425903-0.000864575j -0.00979117+0.00229765j 0.00216543-5.74342e-05j 0.00384402+0.00243151j 0.00507119+0.00216066j -0.00445718+0.00371298j 0.00286492+0.00564728j -0.00211079-0.00679703j -0.00764707-0.00735037j 0.00545061+0.00615529j -0.00402812-0.00522071j 0.00400712+0.00108936j -0.00211418+0.00231655j -0.00175257-4.24616e-05j 0.00060579+0.00616161j -0.00089413-0.00305083j -3.02406e-05+0.0026513j -0.00135339+0.000935512j -0.000724408-0.000987921j -0.00477058-0.00404332j 0.00203258+1.7094e-05j -0.00229185-0.000859863j 0.00300395-0.00514966j 0.000364996+0.00563841j 0.00189706+0.00595425j 0.00399699+0.0044035j 0.00325699+0.00275437j -0.00520047+0.00351313j 0.00501967-0.00225015j -0.00708224+0.00032377j 0.00778806-0.00638359j -0.00551859+0.00284133j 0.00350262-0.00384292j -0.000632674+0.00310448j 0.00171319-0.002568j -0.000538978+0.00456902j 0.0013688-0.000650915j -0.00544169+0.000689909j 0.00664731+0.0139532j 0.00284219+0.00175532j 0.000319576+0.0035832j 0.00311315-0.00370142j 0.00511484-0.00290661j 0.00560579-0.00968411j 0.000257994+0.0030902j 0.000845809+0.00110023j -0.00375758-0.00197856j -0.00259461-0.00184914j -0.000524863-0.00104584j 0.000202158+0.000627671j -0.00197468+0.00168853j -0.00192301+0.000554764j -0.000505901+0.00467559j 0.00908854-0.00280115j -0.00244342-0.00637233j 
-3.11402e-05+0.00133549j -0.00077913-0.00128338j 0.00138437-0.000854001j 0.000181164+0.00292785j -0.00258637-0.000438452j -0.000701639-0.00315734j -0.00465873-0.00139187j -0.00209849-0.00225447j -0.000208248-0.000164402j 0.00378673+8.55554e-05j 0.000678846-0.000195437j -0.00304229+0.00727543j 0.0027055-0.00236213j 0.00334393-0.000575926j -0.0052243-0.00217538j 0.000142524+0.000938016j 0.00533087-0.00086184j 0.00825445-0.000404156j 0.00295545-0.00235766j -0.00370391+0.000260266j -0.00965144+0.00178198j 0.00414393+0.00078693j -0.00690014-0.00120268j -0.0053856-0.00287444j -0.00124233+0.00555279j -0.00149224-0.00381231j -0.0015755+0.00159372j 0.00251738+0.0014893j 0.00231506-0.000592932j -0.00339313-0.0062567j 0.00490042+0.0048763j -0.00247433+0.00340251j -0.00120371+0.00108065j -0.0018599+0.00368787j 0.00215439-0.000885166j 0.00635925-0.00181474j 4.57357e-05-0.00153262j 0.000801211-0.00170075j 0.00138832-0.00417293j 0.00758455+0.00594797j 0.00172904+0.00528539j -0.00128681+0.00379093j -0.000672607-0.0038161j 0.00176488-0.00333638j -0.00415587-0.00092646j -0.00146581-0.0102537j 0.000718759+0.000283302j 0.00408183-0.00483319j -0.000859474+0.010405j -0.00630121+0.00451024j -0.00164314-0.00750548j 0.00329355-0.0140853j 0.00351927+0.000918815j -0.00426878+0.00568547j -0.00167241+0.00127478j 0.0020086+0.00477983j 0.000500208+0.00412878j -0.00279744+0.000263384j -0.00128421-0.00561107j 0.00108659-0.00667788j 0.00180874+0.000759638j 0.00713424-0.00135894j -0.000244625+0.000397778j -0.00745567+0.00913252j -0.000711132+0.00162416j 0.0135637+0.00549424j 0.00310662-0.00457603j -0.00801357+0.000364811j -0.000437192-5.57566e-05j -0.000283294-0.000883611j 0.000611218-0.00782204j 0.00939607-0.00246644j -0.00204651-0.00278247j 0.00487811+8.34661e-05j 0.00132273+0.000305228j 0.00108502+0.00286044j -0.00133537+0.00785384j -0.00469978-0.00455486j 0.00116271-0.00721807j 0.00366913-0.000888735j 0.00814378-0.00539844j 0.00483151-0.00310979j -0.00559029+0.0114481j 0.00607739-0.00106413j 0.00783237+0.00342901j -0.0050096-0.00441235j 0.0036211-0.00505121j -0.00262251-0.00670023j 0.00397818+0.00153907j -0.00100302+0.000734152j -0.00456386+0.000904177j 0.00582885-0.00191851j 0.000484239-0.00466986j -0.00306032+0.000755074j 0.00166391+0.00139473j 
-0.00149419+0.000812777j -0.00312834-0.000542324j -0.00150132-0.00221073j 0.00300162-0.000536804j 0.0079106-0.00433399j 0.00320684+0.0055273j -0.000195385+0.00408397j 0.0080955+0.000808358j 0.00119012+0.0067931j -0.00372996-0.00496784j -0.00215304-0.00489024j -0.00692881-0.00402807j 0.00334044-0.00279592j 0.000879838-0.00250716j 0.00102742+0.00906871j -0.000433861+0.00115155j 0.00246909-0.000312264j -0.00282112-0.00465913j 0.00617162+0.00406974j 0.00134222+0.000166101j 0.00672156+0.00069226j -0.00117575+0.00670712j 0.00315605+0.00490706j 0.00427467-0.00116166j -0.00087945+0.00330242j 0.00301499+0.000268368j 0.00133169-0.00766557j 0.00132893-0.00201066j -0.0011801-0.00101268j 0.00190749+0.00581275j -0.00382051-0.00200412j 0.00777186-0.00361337j -0.000483519-0.00147509j 0.00541373-0.00510108j -0.00199367-0.00223798j 0.00524662+0.00275808j 7.13864e-05+0.00261369j -0.00091418+0.00171003j 0.00255517+0.00234292j 0.00112296+0.00159361j 0.0013828+0.00673157j 0.00581076+0.00287782j -1.03796e-05-0.00210842j -0.00147315-0.00128053j -0.00845617-0.00376156j 0.00487355+0.00693929j 0.00119427-0.00364948j -0.00627876+0.00956329j 0.00696672-0.00166748j -0.00894386-0.00565795j 0.00590502+0.00134592j -0.00677203+0.000672318j 0.00101347-0.00442394j 0.000653945-0.00517731j 0.00278732-0.00614554j -0.0037561+0.00206968j -0.00356034-0.00078644j -0.000894757+0.000943731j -0.000766301-0.00289611j -0.00310245+0.00149103j 0.00268963-0.00064215j -0.00242233+0.000510143j 0.00283131-0.00216162j 0.00112393-0.0010132j 0.00110214-0.000999085j 0.00220418-0.00120349j 0.00117155+0.0039745j 0.00221913-0.00129038j -0.00517768+0.00137909j -0.0010733+0.00107242j 0.000523865+0.00191726j 0.00579517+0.00224378j -0.00224999-0.000246068j 0.00153902+0.00074204j -0.00320728-0.003258j -0.000455683-0.0032127j -0.00345529+0.00293607j 0.00224322-0.000854903j -0.00246844-0.00517456j -0.00160092+0.000750612j 0.00350914-0.00583242j 0.00246562+0.000741509j -0.000588653-0.00129179j 0.0017838+0.00359794j 0.000775969+0.000665052j 0.00169468+0.00140571j -0.00055895-0.00458144j 7.99819e-05+0.00243455j -0.000574975-0.00203309j 0.000930153-0.000230498j 0.000448184+0.000719434j -0.00225126+3.93716e-05j -0.00393225+0.00362966j 0.00340573-0.00138368j -0.00149096-0.00253158j 
0.000263722+0.00305731j -0.00318278-0.00244113j -0.00253555-0.00173462j 0.00139701+0.00296087j 0.00181679+0.000759661j -0.00140426-0.00526213j -0.00415128+0.000744184j 7.32419e-05-0.0021806j 0.00131985+0.000915487j 0.000438064+0.000444614j 0.00212089-0.00434627j -2.77621e-05-0.0016057j 0.00102029-0.00254294j 0.00134349+0.0009955j -0.00461487-0.00293926j 0.000229602+5.097e-05j 0.00259702+0.000518755j 0.00492951-0.00031422j 0.000379418+0.00182542j -0.00311714-0.000680834j -0.00352942+0.000567011j 0.00210116+3.54998e-05j 0.00214396-0.00127908j -0.00509509+0.00209683j 0.00165636+0.00285504j -0.00141252-0.00118617j 0.000924215+0.000789006j 0.00247983-0.000543906j 0.000437198+0.000264153j -0.00191428-0.0034721j 0.00240713+0.00324917j -0.00129027+0.000964459j -0.00254703-0.00077871j -0.00213254-0.000827528j -0.00141928+0.000897823j 0.00150076+0.00298756j -0.000673165+0.00110416j 0.00136197+0.00204925j 0.000324687+0.00745072j -0.00202099-0.000208686j 0.000767841+0.00685412j 0.00571601-0.00125565j -0.00165296+0.00246548j 0.00127284-0.00542683j -0.00142153-0.000874736j 0.00655305-0.00434151j -0.00583885-0.00308078j -0.00125985-0.00241395j 0.00191319+0.0149529j 0.00559807+0.00335978j -0.00281708-0.00237692j -0.000411638+0.00568457j -0.00379857-0.00275643j 0.00428595-0.00347378j 0.00389368-0.00318413j 0.00330476+0.00804457j 0.00149082-0.00303735j 0.00280706-0.000339081j 0.000129329+0.00192226j -0.00212726+0.00649688j 0.000970372-0.000688809j -0.00366354+0.000418787j -0.00308163-0.00190121j -0.00138783-0.00495226j -0.00209737-0.00657464j -0.00250734-0.00206743j -0.000541452-0.00308287j 0.00510762-0.00554004j -0.00705306-0.00199302j 0.00532355-0.00405428j -0.00787722+0.00804312j 0.00210023-0.00236975j -0.00412573+0.00493322j -0.00180074+0.00213311j -0.00475451-0.00243655j -0.0033256-0.00499513j -0.000698756-0.00644907j 0.00229153-0.000138159j -0.00406889-0.0118126j 0.000182737-0.000325352j 4.15426e-05-0.0128764j -0.00130985+0.00166776j -0.00318981-0.00345779j -0.00196386+0.00588228j 0.000989807-0.00263777j 0.00291604+0.00134639j 6.73238e-05-0.000513275j -0.00329103+0.00212602j 0.000313572-0.00100544j 0.00222445-0.00101579j 0.00236184-0.00157573j -0.00418883+0.000195794j 0.00274318+0.000717817j 0.00282981+0.000417846j 0.00227905-0.00297419j 
-0.00121603-0.00311427j -0.000442826+0.00188074j 0.00143697+0.000613809j 0.000594552-0.00641361j 0.00049046-0.00214629j -0.00527966+0.0029663j 0.00239612+0.00119314j 0.00348139+0.000737791j -0.000470308-0.00161198j -0.00310268-0.00273616j 0.00261546+0.00721018j 0.000334124-0.00423443j 0.00068836+0.000794799j -0.00475989-0.00253287j 0.00224257+0.00506815j -0.000487585-0.00076527j 0.00218552+0.000151676j -0.00785128-0.00271738j 0.00269864-0.000759786j 0.000523156-0.00323399j -0.00109327-0.000739211j 0.000523742+0.000257324j -0.00328695-6.76961e-05j -0.00177297-9.6921e-05j -0.00085919-0.00102315j 0.000493548-0.00119699j 0.00154303-0.00205918j -0.00426845-0.00275154j 0.000135646-0.000342657j 0.00118261+0.00108486j 0.000655131+0.000303478j 0.00141889+0.000424513j -0.00154724+0.000162102j 0.000776955-0.000773889j -0.00038045+0.0010185j 0.000838935+0.000673002j 0.00282054-0.00151142j 0.00282401-0.00324325j 0.000384449+0.00124684j 0.00101512+0.000183317j 0.00309825+0.00248631j -0.000574271+0.00158474j -0.00499661-0.00277395j 0.00982226+0.000687276j -0.00644152+0.0052195j 0.00136807+0.00430393j 0.00266692-0.00596532j 0.00286991-8.59697e-05j 0.0012935+0.000167696j -0.0077768+0.00755459j -0.00273535+0.00474263j -0.00216068-0.00487924j 0.00380469-0.00708439j -0.00598909-0.00161947j 0.00142985-0.00477676j 0.00231458+0.00273495j 0.00988055+0.00796789j 0.00371298+0.00446933j 0.000883346+3.36637e-05j -0.00370685-0.00210298j 0.000400243-0.0028449j -0.00115601-0.00277352j 0.001038-0.00525913j -0.00416213+7.63374e-05j 0.000388422-0.000132255j 0.00528838+0.0057143j 0.00714323-0.0198153j -0.00595097+0.00041091j 0.0173585+0.00140885j 0.00304209+0.00559319j -0.00427712-0.00852928j 0.0130275-0.0130706j -0.00614106-0.00337148j 0.000307584-0.00223979j 0.00187889+0.00444018j 0.000715144+4.568e-06j 0.00613819+0.00533587j -0.0127155-0.00157068j -0.00156283-0.00477175j 0.0101273-0.0118014j 0.000403999-0.00177872j -0.00606357-0.0129963j 8.02973e-05+0.00058734j -0.000189173+0.00481249j -0.00166657+0.00319969j 0.00218941+0.00118701j 0.00117687+0.000544706j 0.0012862+0.000380785j -0.00312821+0.00061075j -0.000818866+0.00280513j 0.00245357-0.00276058j -0.00123989-0.000230749j -0.00121355+0.00220653j 0.00132094+0.000163631j -0.000284199-0.00102607j 
-0.000884847+0.00176362j -0.000971199-0.00257761j 0.00129692+0.00356423j -0.00188968+0.000298997j 0.00102452+0.00463335j 0.00284931+0.000569048j 5.95409e-05-0.00371077j -0.00259631-0.00134666j -0.000823327+0.000516884j 0.00258342+0.00244067j -0.00116045+0.000396088j -0.000636994+0.00420487j -0.00110735+0.00122416j 0.00369964+0.00313676j -0.00191089-0.00453994j 0.00122477+0.00160175j -0.00375122-0.000746547j 0.00167493+0.00238133j -0.00542956-0.00145366j -0.0026816+0.00253513j 0.00338454+0.000960868j -0.00477228-0.002492j -0.000426258+0.00301127j 0.00270295-0.000824511j 2.91464e-05-0.000191102j -0.000755671+0.00340319j -0.000846072+0.00261851j 8.12962e-05+0.000927991j -0.000926461-0.00143701j 0.00193641+0.000636361j 0.000978677+0.00282459j -0.00203239-0.000260397j 0.00338222-0.00189278j 0.00278358+0.00289792j 0.000379237+0.00125377j -0.00301506+0.00252314j -0.000455896-0.00334417j -0.00288561-0.00121082j 0.0018194-0.00280385j -0.00238049+0.00269882j -0.00144739+0.00090409j -0.00357105-0.000744817j -0.00204443-0.00113235j 0.00113635-0.000172201j -0.0040309+0.00857086j -0.000269946+0.00133425j 0.00532522+0.000934283j 0.00626816+0.00234533j -0.000823961-0.00208079j -0.00329526+0.00351371j -0.00862446+0.00560676j -0.00141772-0.00641491j -0.00176648-0.00217372j -0.00291199+0.00155709j 0.00428049+0.000699163j 0.00148419+0.00271244j 0.00416937+0.00168324j 0.000844848+0.00187385j -0.00305654+0.000546158j 0.000276638+0.00250947j -0.00415668+0.00316119j 0.00218554+0.00446527j -0.00559883-0.00569165j 0.00192435-0.00364061j 0.000863951-0.0054195j -0.00215366-0.00215603j 0.00105518-0.00747235j -0.000876124-0.0015769j 0.010431+0.00146879j 0.002304+0.00642113j 0.00017-0.00545767j 0.00762369-0.0106478j -0.000959994-0.00226688j 0.00122362-0.000917906j 0.00262167+0.0045886j 0.00398176-0.00139162j 0.00631419+0.0118231j 0.000427056-0.000187077j -0.000456894-0.00319053j 0.00252751-0.00386658j -0.00330134+0.00439255j -0.00304952-0.00345688j -0.000926514+0.000254139j -0.00479008+0.00010592j -0.00201842-0.00152855j -0.0025941-0.00118429j -0.00026149+0.00369349j -0.00142583-0.00133089j 7.03393e-05-0.000631426j -0.00135406+4.27784e-05j -0.00112151-0.000784432j 0.00246027+0.00228848j 0.00331653+0.000185072j 0.00251762+0.00408357j 0.00520519-0.00344432j 
-0.00160552-0.00346534j 0.0020466+0.00187169j -0.000955046+0.002316j 0.00153998-0.00916173j -0.00408419-3.8289e-05j -0.0056448+0.00731912j 0.00295091+0.000294711j -0.00210159+0.00167104j -0.00364807+0.000800878j -0.0014278+2.34192e-05j -0.00287988+0.00654247j -0.00638702-0.000114211j -0.00254907+0.0027535j -0.00102735-0.00131113j 0.0043469+0.00318453j -0.00231002+0.00126986j -0.000599764-0.00163991j -0.00891707-0.00112766j 0.00267233-0.00145807j 0.000559596-0.00213464j 0.00287435-0.00208677j 0.000623423+0.00121303j -0.00380453+0.00346274j 0.0013279-0.00352306j -0.00384819+0.00269195j 0.00327458-0.00142657j 0.00060038-0.00110953j -0.00477885+0.000308353j 6.89401e-05-0.00201515j 0.000761122+0.00326268j -0.00143863+0.00141602j 0.00387729-0.00125936j -0.000408388+0.000284279j 0.00369679+0.000702469j 0.00136999-0.000116328j 0.00423823+0.000938452j 0.00260764+0.00374432j 0.00248785-0.00175225j 0.00287292-0.00602664j 0.00431721+0.0033448j 0.00361738+0.00442655j 0.00504466+0.00275722j 0.00274677+0.000983672j -0.00188051+0.00332166j 0.00531218-0.0132654j 0.00437481-0.00405654j -0.00793386-0.00337149j -0.00818659-0.00223489j 0.0035178-0.00351516j 0.00423239-0.00551382j 0.00891528-0.00334812j 0.00466509+0.00827631j 0.00030852+0.00479758j 0.00229135+0.00206124j 8.87978e-05-0.00104832j -0.00440036-0.000153567j -0.0041183-0.00160964j -0.00526537-0.00334924j -0.00122284-0.000311712j 0.00114885-0.00442113j 0.00100702+0.00253338j 0.00340374+0.00547766j 0.0010645+0.000981117j 0.000370864+0.00308666j 0.000954256-0.00266571j 0.00497708-0.001711j 0.000776192+0.00764232j -0.00051823+0.0057296j -0.00953508+0.00265009j 0.000481824-0.00600832j -0.00332726+0.0053426j -0.0114663+0.0117754j 0.000620258-0.00129258j 0.000149199-0.0016332j -0.00361126-0.00738323j -0.00136106+0.00646342j -0.00529328-0.0154428j -0.00156423+0.00331136j 1.25403e-05-6.23447e-05j -0.00063493+0.00589616j 0.00586599-0.00170693j 0.00285204+0.00176999j -0.000852144+0.000260087j 0.00283197-0.00245916j 0.00234959+0.000486153j -0.00228112-0.0029993j -7.28433e-05-0.00565236j -0.00276268-0.000180068j 0.00225331+0.000246419j -0.00133589+0.000475221j -0.00244069+0.000144475j 0.00435073-0.000143652j -0.00268726-0.000962572j 0.000723318+0.00111726j -9.28332e-05-0.00141865j 
