0.118121-0.0906773j 0.102013+0.0849743j -0.0676737-0.0628247j -0.0145244+0.152332j 0.0410849-0.022107j 0.00641861-0.0567835j 0.0104916+0.0165095j -0.0332547+0.0161618j -0.0231819-0.140301j 0.132894+0.00606924j 0.0836994+0.0126276j -0.131635-0.10901j -0.118857+0.0339812j 0.0461214+0.014275j -0.0472782+0.20582j -0.0774862-0.0512016j -0.133994+0.0605803j -0.0113967+0.0427355j 0.159067-0.0162613j -0.0760855+0.0245645j -0.0107375+0.00413637j -0.0887587-0.0897707j -0.024934+0.0575166j 0.0431948+0.0110709j 0.0328747+0.0367906j 0.0371045-0.0123533j -0.0569944+0.0278523j -0.0408251+0.0972874j -0.0450135+0.0953351j -0.0608736-0.0234358j -0.00133609+0.0055856j -0.00424492-0.0478964j -0.0199478+0.0202909j -0.0446754-0.0221259j 0.0215985-0.0193322j -0.0337958+0.0806354j 0.0660128-0.0554115j 0.00391103-0.0768675j -0.0700272+0.0414878j -0.0986926-0.0581042j -0.018245-0.0962313j -0.0383086-0.105399j -0.0720904+0.103393j -0.0414163+0.0426671j 0.0359735-0.0189456j 0.0441246-0.0231473j -0.121425+0.0562115j -0.0451929+0.04712j 0.0514889+0.00874818j -0.090569+0.00426166j -0.0075062-0.0326864j -0.0672839-0.0357047j -0.0329579-0.0284401j 0.0196702+0.0546304j 0.0150528-0.0310834j 0.0492364-0.0996499j 0.0271718+0.0265834j -0.0676443-0.0424642j 0.0499016+0.00191077j 0.100895-0.0495142j -0.0311909+0.0560861j 0.06078-0.0644216j 0.0376252+0.140163j -0.207481-0.0464135j 0.0172498+0.0179571j 0.014678+0.0427664j 0.026717-0.00973292j 0.0422089-0.157261j 0.0570861+0.104877j -0.091031+0.0528794j 
-0.00275603-0.00112141j 0.000374164+0.000646339j 0.000640354+0.001302j -0.00277655-0.0049425j -0.00403299-0.0059003j 0.00426203+0.000905757j 0.00304907+0.000659745j 0.00189071-0.00231691j 0.00132651-0.00257699j 0.0048059+0.00458763j -0.00147101-0.00284594j 0.00108653+0.000966797j -0.00387027+0.00402845j -0.00517232+0.00155977j 0.0011548+0.0039773j -0.000544301-0.00470913j -0.00101939+0.00710175j -0.00236421+0.00228266j 0.00570685-0.00350696j -0.00133482-0.00369188j 0.00226896-0.000400902j 0.00595743-0.00331396j 0.00459316-0.000375717j 0.000245608+0.00350911j 0.00501423-0.00093058j -7.18561e-05+0.00496958j 0.00303812-0.00173568j 0.00192283+0.00197094j 0.00407151-0.00362647j 0.0028929-0.000420157j 0.00280993+0.000477237j -0.000475464+0.00063276j -0.00131262-0.00605142j -0.00284729-0.00367855j 0.000658534+0.00710539j -0.000967742-0.000968862j 0.0013754-0.00435361j -0.00121991-0.00497609j 0.00118925-0.00765992j -0.000918198+0.00220575j -0.00131027+0.00112971j 0.00539557+0.00464158j -0.00240032-0.000985511j 0.00035151-0.00407823j 0.00248632-2.69508e-05j 0.00747762-0.00129164j 0.00346795+0.00205595j -0.00801321+0.000643009j -0.00103238+0.000431155j -0.0031677-0.00479424j 0.00112771+0.000773929j 0.00380218-0.000460244j -0.0031812+0.00465651j -0.000668765+0.000410996j -0.000235032-0.0011916j -0.00145091+0.000327859j 0.00158753+0.0025271j 0.000508654+0.000582959j 0.00426879+0.000436391j -0.000859785-0.00198925j -0.00232101+0.000538419j 1.41395e-05-0.000544669j 0.000318888+0.00141806j 0.000973595+0.000335684j 0.000747933-0.00143806j -0.0077233+0.000280469j -0.000487715-0.00368026j -0.00425092-0.000105915j 9.86027e-05-0.000204815j -1.89031e-05+0.00160187j 
0.0019557+0.00133911j -0.000809758+0.000232973j -0.00234819-0.00221476j 0.00129638+0.00199731j 0.000945431+0.000261828j -0.00329347+0.00216941j -0.00536892-0.00169513j -0.000807288+0.00114535j -0.00446904+0.0014144j -0.00434318+0.000197794j -0.000949658+0.00470354j 0.00187831+0.00410369j -7.58857e-05-0.00365312j 0.00715689+0.00243138j -0.000441669+0.000844653j 0.000100567+0.000705394j 0.00327295+0.000137744j -0.000339358-0.000512202j 0.00085423+0.00378337j -0.00222635-0.00170878j -0.00364033-0.00311392j -9.82701e-05+0.00308524j -0.00188075-0.000137332j -0.000143024+0.00373119j -0.00116387+0.00136324j 0.00196994-0.000194794j -0.00237451+0.000647836j -0.000790691-0.00328202j -0.00189886+0.000276289j 0.000274773-0.00179955j -0.00325616-0.00568932j 0.00125603+0.00347222j 0.00253614+0.00427901j 0.00197979-2.53569e-05j 0.000890155-0.00545229j 0.0015104+0.000294322j -0.0026981-0.00377967j 0.00101023+0.00408729j -0.00168934+0.00153736j 0.00120346-0.000525365j -0.000538872+0.00335684j -0.0055937+0.000263405j 0.0019494-0.00176501j 0.000435463+0.000544622j 0.00162569-0.000762184j -0.00454266+0.00214583j 0.00763651-0.00228285j 0.00280402+0.000259736j -0.00218154+0.000640102j 0.00253014+0.00427333j -0.000179898-0.00336424j 0.00327973-0.00290805j 0.000212412-0.00538185j -0.00213519-0.0015589j 0.00146694-0.00397017j 0.000768655+0.00159771j 0.000104457-0.00230361j 0.00437298+0.00253132j 0.00201581-0.0014605j 0.00524459+0.000572195j -0.00753121-0.000951976j -0.00414085-0.00260239j 0.00540128-0.000502882j -0.000478926+0.0017617j -3.10305e-05+0.000287796j 0.00300199+0.00011627j -0.00015211-0.00766729j 0.00387878+0.000850613j -0.00015745-0.000203085j 0.000712602-0.00200862j 
0.00440549-0.00151275j 0.000542787+0.00357535j -0.000801823-3.3386e-05j -0.00242553+0.00144798j 0.00103305+0.00448784j -0.00096353+0.00651552j 0.00295118+0.00137286j -0.000580485-0.00312674j 0.00187972-0.00424874j 6.43857e-05-0.00258935j 0.00072667+0.00496592j 0.00165288-0.000872902j -0.00142015+0.00405262j -0.00295172-0.000884865j 0.00131011+0.00324326j 0.00110622-0.00338651j -0.00219728+0.00362676j 0.00446806+0.00163001j -0.00139285-0.00020771j -0.00189012-0.000422702j -0.00298996-4.51082e-05j 0.00338949-0.00258588j 0.00571487+0.0033692j 0.000906708+0.00129277j -1.4394e-05-0.00111059j -0.000892417+0.000115224j 0.000451865+0.00197404j -0.00133146+0.00173049j -0.0010138+0.00348319j -0.00165155+0.00264398j -0.000109024-0.00123907j -0.00257448+0.000119425j 0.00242482+0.00228111j -0.000986006-6.73274e-06j -0.000346788+0.00109107j -0.000652469-0.000815254j -0.000172456-0.00636262j 0.00133153-0.00253339j 0.000358865-0.000922865j -0.00107811+0.00329907j 0.000203217-0.00545577j -0.00331084-0.00270109j 0.00103618+0.000140367j 0.00430583+0.00199444j 0.00335967+0.000501417j 0.00134118-0.00224228j -0.00331212-0.000264134j 0.0018074+0.00206702j 0.000154461-0.000827291j -0.00102702-0.00123886j 0.00125194-0.000194133j -2.73622e-05-0.00137497j -0.000413322-0.00109533j 0.000420804-0.00141022j -0.000269038+2.23817e-05j 0.000892359+9.57461e-05j -0.000787339-0.00172279j -0.00320958-0.00103919j 0.000686809+0.00177949j -0.00234721-0.00104417j 0.00131499-0.00012833j -0.00179587+0.00106535j 0.000993551+0.000131713j -0.00379924+0.00285212j 0.000794929-0.000585803j -0.00211896-2.82768e-05j -2.31194e-05+0.00127327j 0.00106703+0.000943531j -0.00220769+0.00712437j -0.00483361-0.00294235j 
0.00646868-0.000520797j 0.000568836+0.00397818j -0.00238116-0.00413428j -0.00229471-0.00139508j 0.00277981+0.004857j -0.00254639+0.00801455j 0.00282787+0.00451647j -0.00114819+0.000149671j -0.00363368-0.00527414j -0.00167188-0.000148721j 0.00161831+0.00358731j -0.000557162-0.000164499j 0.0047645+0.00554466j 0.00116221+0.00112107j 0.00393748+0.000285899j -0.00031048-0.00271327j 0.00355226+0.00406262j -0.000530093-0.00192531j 0.000616739+0.00106688j 0.00137611-0.00277343j -0.00316132-0.00287392j 0.00374815-0.00137046j 0.0066248-0.00226955j 0.000761254+0.000352695j 0.00174721+0.000320197j 0.00150136+0.000401086j -0.000889712+0.000125173j -0.00205755+0.00202174j 0.00060664+0.00478754j 0.00107053-8.81588e-05j -0.00220098+0.000697438j -0.00388389-0.00136469j 0.00228857+0.0033243j 0.00130428-0.000462688j 0.00359212-0.00310908j -0.00133273-0.00082382j -0.000340949-0.00245349j 0.00511747-0.00496435j -0.00164366+0.0038408j -0.000172+0.000260708j 0.000256892-0.00318688j -0.00415415+0.00238394j -0.000136874+0.000126706j 0.001298+0.00109007j 8.39285e-05-0.00173912j -0.00448926+0.00177061j -0.00326265+0.00130509j -1.12281e-06+0.00147963j 0.000320071+0.000618259j -0.00211636-0.00132851j 0.00185367+0.00169859j -0.00239884-0.00204937j -0.00354902-8.92743e-05j 0.00163725-0.00106289j -0.000783778+0.00209783j -0.00203248-0.00110271j 0.00276694+0.000498977j 0.00082216-0.00212703j -0.000666031+0.000577131j -0.000378329-0.000300835j 0.000394951+7.94337e-05j -0.00201039-0.00523883j 0.0015619+0.000149084j -0.00262312-0.000930365j -0.000207807+0.000104261j -0.00137509+0.000359786j 0.000880412+0.00136621j 0.00607138-0.000647666j -0.00107391+0.00305339j -0.00204014-0.00315109j 
-0.000122068-0.000442626j 0.000606711-0.00172722j 0.00106414-0.00019838j 0.00286491-0.00229893j -0.00102017+0.000806841j -0.00109036-0.00014272j -0.000220866+0.00272936j -0.00256462+6.02761e-05j -0.0026806+0.00025633j -0.000872013+0.00196308j -0.00156789+0.000195043j 0.00318504+0.000907839j 0.00234985-0.00432712j 0.00201309-0.00169626j 8.4979e-05-0.001591j -0.000551409+0.00162645j 0.001539+0.0013193j -0.000781612-0.00231458j -0.000374332+0.00405342j 0.00315286-0.000775772j -0.00313361-0.00267619j 0.00157976-0.0037666j 0.00105312-0.0033919j 0.000649627-0.00113907j -0.00117795-0.00148396j -0.000177534-0.000334868j -0.000490825-7.39573e-05j -0.00275431+0.00112786j 0.00263107+0.00542339j 0.00020039-0.000906322j 0.000179994+0.00145687j -0.00169689-0.00150718j 0.00523928+0.00331557j 0.00356496+0.000225253j 0.00113364-0.00699654j -0.00122667-0.00336702j -0.000769093-0.00204441j 0.00260629-0.000949407j 0.000101942+0.00362327j -0.000991219+0.00120892j 0.00184604+0.000712998j -0.0012768+0.00197138j 0.00141859-0.00262044j 0.00210741-0.00082595j 0.00207961-0.00229243j -0.00610969+0.000159359j 0.000110917+0.000288227j 0.00138536-0.000848848j -0.000586-0.000944458j 0.000735833-0.000127642j 0.000655145+0.00328702j -0.00336695+0.00232413j -0.0032944+0.00176308j 0.000908045-0.000602189j -0.000164637-0.00236866j 0.000436547+0.000668009j 0.000996328-0.000785581j 0.00341521-0.0019328j 0.00310361+0.000268693j 0.00116704-0.00338465j -0.00121782+0.000467834j -0.00409799-0.00263088j -0.00278985-0.000346454j -0.000150503-0.000764962j -0.00110525+0.000396422j -9.37197e-05-0.000671474j -0.000400916-0.000666025j 0.00806138-0.00170868j 0.0017959-0.0057953j 0.00690023-0.00103625j 
0.00986332+0.00520745j -0.00338113+0.00511352j -0.00329349-0.00517499j -0.00423521+0.00450554j 0.00230493+0.00337782j -0.000724846+0.00548085j 0.00240571+0.00216316j 0.000613191-0.00251676j 0.000446091-0.00138764j -0.0020735-0.00101085j 0.00234667+0.00730419j -0.000262773-0.000371299j 0.00619798+0.00344495j 0.00650948-0.00424971j -0.000188692-0.00186333j -0.00076067-4.30517e-05j 0.00247501+0.00157954j 0.00012204+0.00216248j 0.00322333-0.00668825j -0.00340278+0.00287327j -0.00410601+0.00274481j 0.0037443+0.0102673j 0.00519073+0.000202409j -0.00319412+0.00644747j 0.00437689+0.00227649j -0.00318931-0.00265246j 0.00344447-0.000192881j 0.0012127-0.000811157j 0.000326458+0.0015473j -0.00308081+0.0045668j -0.006052-0.00651879j -0.00145449+0.00448972j -0.00683958+0.00315116j 0.00292014+0.00271447j -0.000142306-0.00546593j 0.00108137-0.000118265j -0.00133982-0.00493015j 0.00295419+0.00109858j -0.00170403+0.00277032j 0.00485093-0.00356458j -0.00368717-0.000836511j -0.00482264+0.00341523j 0.00252259+0.00570613j 0.000331003-0.0051422j -0.000775918+0.000127113j 0.00239611+0.00488408j -0.0029668-0.000725728j -0.000227379+0.00489887j 0.00129454+0.000958691j -0.00534739+0.00119822j -0.00256975-0.00657863j -0.00230404-0.000446452j 0.00223897-0.00241202j 0.000586891+0.0019598j -0.00295267+0.0109338j -0.0054241+0.00128179j 0.00524083-0.00232126j -0.00140857+0.00271771j -0.00617713+0.00218609j 0.00341017+0.00726675j 0.0103921-0.00334015j -0.000518487-0.000217285j 0.00690993-0.00589124j -0.00538466-0.00601912j 0.00465409+0.000242407j 0.000152961-0.00154664j -0.000733403+0.00274129j -0.00203041+0.00503646j -0.00654771+0.00272503j -0.00659183-0.00343288j 
-0.00161451-0.00278611j 0.00286507-0.000725396j 6.12367e-05+0.00029621j 0.00114278+0.000902433j -0.00119202-0.00102035j 0.00112196-0.00121191j 0.000301185-3.77368e-05j -0.000701179-3.00709e-05j -0.00147867-0.00214329j 0.00228175+0.00121206j -0.00146563-0.00147851j -0.00166472-0.00050936j -0.00300421+0.00176861j -0.000225476+0.00222309j -4.70898e-05-0.000313949j 0.0011342-0.000113355j -0.00155595+0.00250794j -0.00047431-0.00184568j -0.000896027+0.00309646j 0.00198924+0.00106615j 0.0020611+0.000593882j 0.00224103-0.000755596j -0.00189675-0.00148041j 0.000480516-0.00165798j 0.000881916-0.00054072j 0.000806449+0.000518755j 0.000547988-0.000748403j -0.00174857+0.000875792j -0.00105982+0.000905593j 4.05446e-05-0.00249003j 0.000474362+0.00224008j -0.000530755-0.00251251j 0.00106394-0.00207263j -0.00276004-0.00191829j -0.00123393+0.00190668j -0.00216875+0.000256624j -0.000956188+0.000874242j -0.00046457+0.000902167j -0.00158847+3.87741e-05j -0.00140448-0.000755109j 0.000463632+0.000328338j 0.00234563-0.000851202j -0.00318818+0.000336432j -0.00100789+0.00182628j -0.00154866-4.36855e-05j 7.27843e-05-0.000862747j 0.00109825+0.000979915j 0.00014434-0.00065875j 0.00101558-9.27137e-05j 0.0023382+0.000801573j -0.00112313-0.000219219j -0.00159205-0.000763359j -0.000118637+0.00195199j -0.00139072+0.00158977j 7.03996e-05-0.00107598j 0.000580851+0.00170043j -0.00164203-0.000477027j -0.00176145-0.000210163j -0.000569815+0.00026342j -3.85927e-06-0.0018634j -0.0042345+0.000398966j -0.000330366+0.00102374j -0.00131751+0.00212773j 0.00119175+0.000649049j 0.000100978-0.00128182j -0.000362366+0.000457066j 2.30442e-05-0.00169708j 0.000165703-0.00326866j 0.00166475-0.00103077j 0.000887362-4.0957e-05j 
0.00606969+0.00210107j -0.00179597+0.00403965j -0.00389834-0.00443587j -0.00499822+0.00426852j 0.00199664+0.000937947j -0.000267532+0.00395856j 0.0018636-0.000518435j 0.00310951-0.000418545j 0.000307086-0.00192414j -0.000536756-0.0012157j 0.00281084+0.00515835j -0.00288372-0.000230374j 0.000933852+0.00351795j 0.00274998-0.00208414j -0.000335982-0.000224189j 0.00147364+0.000437454j 0.000224822+0.00117725j 0.000252545+0.00192508j 0.0040505-0.0046721j -0.00334224+0.00203496j 0.00142144+0.0046187j 0.00218477+0.00856447j 0.00103284+0.00119614j -0.000873175+0.00424035j 0.00298396-4.0375e-05j -0.00239431-0.00161301j 0.00144245-0.000402708j 0.000820126-0.000833136j -0.000632598-0.00230551j -0.00271946+0.00241656j -0.00324144-0.00232879j -0.00022311+0.00160349j -0.00526071-0.00103822j -0.00228537+0.000606239j -0.00230536+0.000398706j 0.000415816+0.00199631j -0.00338107-0.000567413j 8.26255e-05-0.00105284j -0.000385306-0.000653573j 0.00398633-0.00508069j -0.00449251-0.00204243j -0.00405979+0.00137341j -0.00319669+0.00328253j -0.00160314-0.00183188j -0.00303117-0.000754548j 0.00488907+0.00391751j -0.00115995-0.00029292j -0.000750489+0.0014931j 0.0010556+0.00218538j -0.00368768+0.00158761j -0.000478566-0.00632729j 0.00158576-0.00323831j 0.00439946-0.00162374j 0.000218097+0.00291237j -0.00037096+0.00731793j -0.00352756-0.00045437j 0.00278803+0.000367618j -0.00224529+0.000763364j -0.00639313+0.000341491j 0.00215102+0.0066438j 0.00606213-0.000966218j 0.000310184+0.00147396j 0.0066064-0.00176084j -0.00478973-0.00079662j 0.00296599-0.000771117j 0.000609353-0.000993303j 0.00157049+0.0025388j -0.00944781-0.0028437j -0.00691677+0.00491165j -0.0100227-0.00564068j 
-0.00172946-0.00369829j 0.0051317+0.00127578j -0.0013079+0.00142019j 0.00273548+0.00562166j 0.00194812-0.00462154j 0.00444781-0.00468168j -0.000516684+0.000710952j -0.000626281+0.00229612j -0.00169679-0.0078614j 0.00713876+0.00572912j -0.00148554-0.00232662j -0.00836839-0.0010967j -0.00726428+0.00580864j 0.00217189+0.00229848j 0.00471472+0.00164517j -0.00258015+0.000960555j -0.00453697+0.00620713j -0.00180291-0.00190657j 0.000319878+0.00393705j 0.00341094+0.00528996j 0.00799645+0.00165109j 0.0025197+0.00264799j -0.00671273-0.00289085j -7.23228e-06-0.00473685j 0.00260113-0.00343172j 0.000658183+0.00227284j -0.000788043-0.000672385j -0.00448506-0.000353836j -0.00320686+6.90311e-05j 0.00028527-0.00305579j 0.00343953+0.00642342j 0.00149935-0.00330054j -0.00101386-0.00595152j -0.00312143-0.00336236j -0.00115233+0.00273147j -0.00559628+0.00232295j -0.0039734+0.00229173j -0.0056983+0.00107966j -0.00519034+0.00148251j -0.00159675-0.00089949j -0.00128625-0.00311015j 0.00268781-0.00105189j -0.0083332+0.00143185j -0.000953184+0.00438035j -0.00581432+0.000179315j 0.00284856+0.000664753j 0.00137489+0.00178883j -0.00373588-0.00334561j 0.00181995+0.00251485j 0.00237536+0.0029899j 0.000304215-0.00180063j 0.00169254-0.00181009j 0.00258242+0.00298623j -0.00104414+0.00467996j 0.00137272+0.000210456j 0.000801736+0.00194181j -0.00183056-0.000280301j -0.00410758-0.00253317j -0.000399643+0.00397956j -0.000788885-0.0034866j -0.00117681+0.00409522j 0.000140855-0.000512485j -0.00298404+0.00881406j 0.00410648-0.00569417j 0.000514449-0.00267924j 0.00183026-0.000534705j 0.00267045-8.56825e-07j 0.000682283-0.00999618j 0.00378955-0.0011779j -0.00077084-0.000676732j 
0.00321237+1.9119e-05j 0.0014445-0.000695076j -0.00124739-0.00110513j 0.000481179+0.000695293j -0.00154944+0.00212747j -0.00146073+0.00212019j 0.00223971+0.00136659j -0.00177515-0.000853115j -0.00312298-0.00250186j -0.000777154+6.94693e-05j -0.00202687+0.000872074j -0.00109031+0.000188067j 0.00172765-0.00299048j 0.00503267-0.00231106j 0.000123394-0.000746647j -0.00204615+0.00255216j -0.000553678-6.57181e-05j 0.000153151+0.000160363j 0.00120486+0.000741459j 0.000528203+0.000509523j -0.00439996-0.00208976j -0.000246441+0.000232106j 0.0014809-0.00118343j -0.000324538+0.00074997j 0.000694449-0.000763768j -0.00128867+0.000245163j 0.000464945+0.00103139j -0.000519331+0.00172622j 0.000568883+0.00373652j -0.00118315+8.8045e-05j -0.000130857-0.000936881j -0.00175338-8.65664e-05j 0.00179504+0.00360239j 0.000605888+0.00278105j 0.00369911-0.00872047j -0.000654358-0.000849446j -0.000389483-0.00443269j 0.00391146-0.00181721j -0.000752867+0.00324116j -0.000877432+0.00231718j -0.000314165-0.00256544j -0.000223652-0.000395465j 0.00117077-0.000514481j 0.00181846-0.000637039j 0.00163899-0.00149189j -0.00403794-0.00133039j -0.000435418-7.58329e-05j -0.00172119+0.000333957j -0.000523882-0.000720797j -0.000663757+0.00066491j -0.00104848-0.00142339j -0.00415685-0.00220683j -0.000394976+0.000971241j 0.000453306+0.00233994j -0.000595724-0.000815775j 0.00190995-0.000130118j -0.000217242-0.00102363j 0.00393792-0.00126718j 0.00240973-0.00103337j 0.00205074-0.000567639j -0.00110525-0.000830026j -0.000548233+0.000510957j -3.00222e-05+0.00275521j -0.00219815+3.54459e-05j 0.000440684+0.000342118j 9.60105e-05-0.00066309j 0.00216006+0.000523791j 0.00575996+0.00419752j 0.000561154+0.0010197j 0.000195692+0.00142841j 
0.000406921-0.00430518j 0.00722226-0.000178164j -0.00201185-0.00150773j 0.00175046+0.00505967j 0.00243958-0.00276279j 0.00310617-0.00271889j -0.000307189+0.00258494j -1.87663e-05+0.00106031j -0.00234664-0.00593704j 0.00514047+0.00392408j -0.0058838-0.00123823j -0.0084813+3.35417e-05j -0.00348462+0.00439859j 0.00312078+0.00304771j 0.00267982+0.00160524j -0.000700054+0.00123832j -0.0027382+0.00650306j -0.00215385-0.0043933j -0.000261867+0.0048418j 0.00242917+0.00274424j 0.00406805+0.000436743j 0.0024574+0.00273393j -0.00440751-0.00333887j 4.26179e-05-0.00183656j 0.00532271+0.00195032j 0.000124689+0.00267929j -0.000517902-0.00343396j -0.00181223-0.000205973j -0.00276396+0.00490216j 0.0011162-0.00262866j 0.00129878+0.00762992j 0.00537199-0.00421352j 0.000561462+0.000160336j -0.00414957-0.00379899j 0.00179579-0.00135493j -0.0056367-0.00279996j -0.00255188+0.00283223j -0.00377389-0.000557763j -0.00264722+0.00479719j -0.00139384-0.00244531j -0.000351864-0.00415966j 0.00218491-0.00290446j -0.00544598-0.00193057j -0.00410315+0.0038666j -0.00652701+0.00159753j -0.000143771+0.00556054j 0.000496685+0.00230633j -0.00576241-0.00300828j 0.00332157+0.0033407j 0.000967729+0.0027243j 0.00125473-0.00326977j 0.00296567-0.00399297j 0.000182757+0.00147286j -0.0024882+0.00236777j 0.00120079+0.000832535j -0.00280267+0.00276455j 0.00218937+0.000672318j -0.0014179-0.00376593j 0.000887339+0.000773416j 0.00188424-0.00282057j -0.00234418+0.0062475j -0.00159435-0.000869698j 8.11044e-05+0.0102251j 0.00131978-0.0061777j 0.00057761-0.00308078j 0.000822772+0.00114541j 0.00209207-0.00143536j -0.000312737-0.00733905j 0.00481968-0.00204744j -0.00139393+0.00228629j 
-0.000463336+0.0018871j -0.00180914-0.000767501j 0.000382336+0.000694038j 0.00053085-0.000175987j -6.052e-05+0.000177789j -0.00152149+0.000777165j 0.000557023+0.00019734j -0.00124009-0.000459106j -0.00187179-0.000950047j 0.000819826+0.00112991j 0.00132345-0.00256935j 0.00154157-0.000742971j -0.000536958-0.00316466j 0.0013972-0.00184657j -0.000341536-0.000727089j -0.00191017+0.000432275j 0.000866802-0.00124176j -0.000792445+0.00175013j 0.00179196-0.000438199j -9.77615e-06+0.00120107j 0.000228759-0.000520185j 0.000370878-0.000167208j -0.00126416-0.000996493j -0.000319631-0.00206022j 0.00173087-0.000706411j -0.00188113-0.000991853j 0.000232882+0.000616223j -0.000855361-0.0015254j -0.000932372-0.00216877j 0.000539802+0.000662512j 0.000380678+0.000651227j -0.0005133-0.000324735j 9.32742e-05-7.76383e-05j 0.000998605+0.000370653j 0.00167015-0.00189016j 0.000578081+0.000856214j -0.000926332-0.00250464j 0.00163966+0.000239709j -0.000295848-0.000350649j -0.00100606+0.000931181j 0.000655937+0.00164617j 0.000308018+0.00177097j 6.92521e-07-0.0021045j 0.00292226-0.00291384j -0.000586277-0.00180606j -0.00248992-0.0029552j 0.00196899+4.45174e-05j -0.00201234-0.00103933j -0.000218542-0.000348786j -0.000367797+0.000508276j 0.000164293+0.00132402j -0.00071474+0.00261913j 0.00112285+0.00169266j -7.84999e-05-0.00126827j -0.000891898-0.000758541j 0.00143813+0.000544543j -0.00107939-0.00111887j 0.00202277+0.000376289j 0.00239033+0.000836808j 0.00102768-0.00193132j 6.11994e-05+0.00129434j -0.00117928-0.00171901j 0.000987418-0.000522062j 0.00343315+0.00160496j 8.83202e-05+0.000148495j 0.000740117-0.00181231j -0.00050576-0.00110143j 0.00208623+0.00234186j -0.000213848-0.0014591j 0.00172189-0.000317981j 
-0.0041712-0.00138659j 0.00234895-0.00165665j 0.00198159+0.00284331j 0.00283629-0.000726018j -0.00240146-0.00161323j 0.00137661-0.00446131j -0.00187953-0.000720626j -0.00109282+6.34191e-05j 0.000380287-0.000757327j 0.00290173+0.00282744j -0.00398957-0.00392408j -0.000423535+0.000283224j -0.00351286+0.000307198j -0.00124715+0.00157264j -0.00185492+0.000279562j -0.000235429-6.77812e-05j -0.000137239-5.06339e-06j -0.00321401-0.000546585j -0.000646266+0.00118099j 0.00279477+0.00074876j 0.00181928+0.00141889j -0.000112165-0.000223213j -0.00325731-0.00160294j 0.000935924-0.00334175j 0.00188216+0.000498954j 0.000975729+0.000171462j 0.00176569+0.000469718j -0.00250294-0.00204122j -0.000889071-0.000112988j 0.00164755-0.0016686j 0.00130296+0.00266821j -0.000109294-0.00307592j 0.00372479-0.00362664j 0.000836301-0.00173867j 0.000966986-0.000313315j 0.000581549-0.0016947j -0.000683587+0.000940907j -0.0017639+0.0017962j 0.000889985-0.000333123j -0.00176247-0.000393992j 0.000161799+0.00142962j 0.00283281+0.000813289j -0.00133607-0.00134739j -0.0011169+0.00163042j -0.00446244-0.00171109j -0.00219196-0.00182689j 0.00153584+0.00206859j -0.000290084-0.00168242j 0.00178229+0.00125196j 0.0017988-0.000438329j -3.44254e-05-0.000438189j -0.000391271+0.00334707j -0.000691153+0.00290711j -4.26031e-05+0.000492309j -0.000353003-0.00212091j 0.00095358+0.000607013j 0.000116451-8.42423e-05j 0.00203773-0.00243971j 0.00188405+0.000321805j 0.000228612-0.00156666j -0.00356453+0.00245562j 0.000380048+0.00129958j -0.00361158+0.00215847j 0.00426777-0.000854414j -4.82332e-06-0.000861843j -0.000330105+0.000100756j 0.00281762-0.000216511j 0.00102119-0.00200705j 0.00383938-0.00490057j 0.00487415+0.00326238j 
