-0.125686-0.14455j 0.171124-0.118918j -0.0519081-0.0559403j -0.00607165-0.020777j 0.0649583+0.00375917j 0.0661106+0.0770971j -0.0923784+0.0117697j -0.00862298-0.0858433j 0.0973779-0.212022j -0.016515+0.0151304j -0.0522607-0.045659j 0.194781+0.0349007j -0.0159326+0.0718048j -0.129268-0.126704j 0.10345-0.0504556j 0.0116524+0.159667j -0.0994541+0.0283311j -0.0474815-0.00847469j 0.0663541-0.00520583j 0.00660967+0.0998748j -0.00781633-0.151767j 0.010775+0.0341644j -0.165928+0.00801189j -0.169048-0.0329116j 0.0180868+0.063697j -0.0882915+0.0766461j 0.0829198-0.115152j 0.11545-0.0168395j -0.0271271-0.0108058j -0.0356205+0.000746883j -0.26878-0.0291024j -0.173689+0.09832j 0.0345212-0.0381718j 0.097039+0.0174462j -0.0214892-0.12301j 0.141967+0.0792247j 0.00545708-0.219618j 0.0581595-0.0358559j -0.0211941+0.0204688j -0.0258169-0.114181j 0.0352244-0.0846208j 0.0422847-0.0264693j 0.0731527+0.0661723j 0.225738-0.000893624j -0.0392655-0.105127j 0.0231554-0.142934j -0.0398419-0.0383416j 0.0374151+0.000322182j 0.0371748-0.0251737j 0.0119154+0.0344549j 0.00304457+0.00371479j -0.0100279-0.0592237j -0.00763289-0.031691j -0.010147+0.0210031j -0.0243708-0.00312491j -0.0049519-0.0078701j -0.0198313-0.0115616j -0.0127434+0.00900737j 0.0267348+0.0061172j 0.0297606-0.0492166j -0.0206384-0.0248783j 0.0188429+0.0205762j 0.0197275+0.0153456j 0.0197622+0.0258272j 0.00479486+0.0191853j -0.00518654+0.00361565j -0.0553428+0.0153034j 0.0115-0.061262j -0.0587759-0.0139662j 
0.000477014+0.000380287j 0.000967295+0.0014497j -0.00433521+0.00123209j 0.00502875+0.00273028j 0.0187594-0.00478575j 0.00846369-0.000652372j 0.0030405-0.00940532j -0.0115151-0.0100019j 0.00937427-0.00220435j 0.00242025-0.00710595j -0.0216434-0.00163692j 0.00111664-0.0049992j -0.00136359-0.00654768j 0.00108693-0.000388238j -0.00403257-9.42666e-05j -0.000869439+0.00375687j 0.000927488+0.00178713j -0.00420703+0.000588707j -0.00647752-0.000345415j 0.00106421+0.00168111j 7.81604e-05+0.00210988j 0.00179959-0.0123109j 0.00381726+0.00463192j -0.00284227-0.00565728j -0.00396973-0.00611706j 0.00201001-0.00653283j 0.00272346+0.00545132j -0.00707291+0.00113304j 0.000520835-0.00340877j -0.00784183-0.000564364j 0.00505108-0.0016647j 0.00230501+0.000255043j -0.00312099+0.00937358j -0.002936-0.0133804j -0.000476159+0.00610901j 0.000664973-0.000845737j 0.00135029-0.00284224j -0.000991649-0.00319621j 0.00180041+0.00509196j 0.00374059+0.000115189j 0.00157907+0.000303066j 0.00376777-0.00275985j 0.000442318+0.000213902j -0.00108918+0.00205814j 0.00253552-0.00282691j 0.000322098-0.00201075j -1.18684e-05+0.00359485j -0.00283771-0.00267285j -0.000142815-0.00164161j 0.00104197+0.0019038j 0.00420656-0.000774439j -0.000973631-0.00037457j 0.00204062-0.00065178j 0.00383335-0.00515032j 0.0017072+2.33358e-05j -0.000913056+0.000879607j -0.000164991+0.00500972j -0.00432523-0.000641527j 0.000541728-0.000307363j -0.000326856+0.00147272j -0.000422888-0.00303408j 0.0021292-0.00316714j -0.00191498+0.000506026j -0.00180015+0.00195725j -0.000616179+0.000764773j 0.0135069+0.000275893j -0.00332026-0.000122884j -0.000213372+0.00016768j 0.000749573-8.63402e-05j 
0.00095248+0.000476919j -0.001548+0.00219774j 0.00367623+0.00171914j -0.00219367-0.000586404j -0.00546805+0.00170642j -0.00537595-0.00349081j 0.000140161+0.00549103j 0.00394776+0.00310767j -0.0041483+0.000437002j 0.000178578+0.00351214j 0.00928618-0.000369581j 0.000457661+0.0026018j -0.0012742+0.00117112j 0.000289676+0.00161409j 0.00583242+0.00130322j 0.00439907+0.00223022j 0.00236457+0.00480772j 0.00465945-0.000873071j 0.00374385+0.00269479j -0.006416-0.0118758j 0.00348346-0.00702941j 0.000798722+0.00284019j 0.00164131+0.00135403j -0.0048172-0.00204133j -0.00412416+0.00625528j 0.00557779-0.00280265j -0.00544679+0.00314901j 0.0018889-0.00675361j -0.00101117-0.000222648j 0.00381726+3.33419e-06j -0.00524041+0.000544183j -0.00192539+0.000639761j -0.00237545-0.00438394j -0.000450547+0.000523135j 0.00244731+0.00357608j 0.00336647+0.00141205j 0.000101462+0.00113224j 0.00327678+6.47514e-05j -5.88049e-05-0.00778758j 0.00196171-0.00505164j -0.000185909-0.00106707j 0.00204311-0.00418734j -0.001191+0.00207635j -0.00159487+0.00261493j 0.00637356-0.00352719j -0.00703395-0.000418742j 0.00140689+0.0111075j -0.00541143-0.00073131j 0.00210461+0.00043225j 0.00486778+0.00696371j -0.00320603+0.000370205j 0.00100462+0.00239115j 0.0020654+0.000206792j 0.00893326-0.00911487j 0.00240847-0.000290576j 0.00340486+0.00374796j 0.000480778+0.00317219j -0.00636946-0.000371338j 0.00621492-0.00677369j -0.002935+0.00159571j -0.00466604-0.00455644j -7.33975e-05-0.00176743j -0.00352471-0.000872372j 0.000844635+0.00134821j -0.000776888-0.00166868j 0.0239353+0.00172826j -0.00365246+0.000571748j -0.000759771+0.000423519j 0.000441586+0.000922246j 
-0.00125632+0.000974551j 0.00147775-0.00422924j 0.00339714-0.0005028j -0.0013462+0.000135587j -0.00240572+0.0045978j -0.00175068-0.00303236j 0.000822181-0.00105633j 0.000245313+0.00203196j 0.00183378-5.20026e-05j 0.000650571+0.00205058j 0.00444635+0.00184738j 0.000285731+0.00143858j 0.0023693-0.0034898j 0.000140269-0.00145132j -0.00157963+0.006066j 0.000226497+0.0042792j 0.00824296-0.000475232j -1.37832e-05-0.00124879j 0.000130513-0.00665445j 0.00383437-0.00246897j -0.00247099+0.00299388j 0.00871184+0.00486041j 0.00171137+0.00243188j -0.00484109-0.000913713j 0.0060463-0.00388072j 0.000270419+0.0055207j 0.014055-0.00297206j 0.00342929+0.00344638j 0.00254268-0.000739132j 0.00304095+0.0017266j -0.00185727-0.000862064j -0.000475671+0.0023815j -0.000968603-0.00191203j -0.000691888+0.00420201j -0.00467367-0.00484409j -7.08304e-05-0.00123385j 0.00202201-0.000343806j -0.0109105+0.00355372j -0.000572368+0.0036188j 0.00391418-0.00264586j 0.00152507+0.00254097j -0.00383686-0.00369254j 0.00751485+0.00281035j -0.00435534+0.00137226j 0.00300414-0.00143569j -0.00106838+0.00259137j -0.00273482-0.00216014j -0.00960592-0.0101812j 0.00413429-0.000826963j 0.00448255-0.00394661j 0.00614131-0.00583145j -0.00388713+0.00445199j 0.00386802-0.00844342j 0.00461511-0.00386034j -5.15042e-05-0.00247187j -0.0046206-0.00648554j -0.000220959+0.00711354j -0.00511048-0.00548242j -0.00627764-0.000413703j 0.00361166+0.00225741j 0.00286271+0.00413108j 0.000428713+0.000776838j -0.00345824+0.00223425j -0.00175952+0.00099688j -0.00189375+0.00151631j 0.00680081-0.00153137j -0.00425734+0.000125638j 0.00165328-0.000927679j 0.0021716-0.000417173j 
0.00158285+0.00265855j -0.00163757+0.000439146j 0.00425693-0.000143406j 0.00117598-0.000280199j 0.00021772-0.00522533j -0.00318884+0.000312678j -0.00386304+0.000117289j -0.00424207-0.0023479j 0.00295498+0.00319989j 0.00452076-0.00400928j -0.000640254-0.0030169j 0.000420213-0.00202611j 0.00319729-0.00348721j 0.00186092+0.00168038j 0.00170029+0.0026368j 0.00165523-0.00237752j -0.0026849+0.00212364j -0.000884983+0.00117485j -0.00206208-0.00391458j 0.00344909+0.00731893j 0.00037066+0.00300576j 0.00184823+0.000589868j 0.00209732-0.00325921j 0.00054481+1.97065e-05j -0.0038137+0.00809362j -0.000516191-0.00191588j -0.00190165+0.00330059j -0.00258761-0.00442932j -0.000645304-0.00232343j 0.00271704-0.000562318j 0.00216099+0.00225631j 0.00143703-0.000967573j 0.00211352-0.000116848j 0.000308775-0.00223087j -0.00398689-0.00292259j -0.000518123+0.00286778j 0.00195205-0.00356822j 0.00126197+0.00460724j -0.000595365+0.0037685j -0.000982142-0.00337899j 0.00271323+0.00303245j 0.00538508-0.00221569j -0.00555025+0.000724226j 0.00114231+3.31936e-05j -0.000966706+0.00464204j -0.0046353+0.000940668j -0.00435998-0.00441348j 0.00303619+0.00249243j -0.00109008-0.00206628j 0.00429013+0.00023309j -0.0072451-0.00196938j 0.00506463+0.00171973j -0.00245095+0.00236347j 0.00406228+0.000737268j 0.00163829-0.00275093j 0.00682586+0.000521295j 0.0061406-0.00238997j -0.0025554-0.00109489j 0.00428463-0.000828782j -0.00254376-0.000174365j -0.00795636+0.00633146j -0.00249229+0.000914468j -0.0040452-0.000908882j 0.000777824+0.00019363j 3.17804e-05+0.000717395j -0.0106644-0.000768376j -0.00360647+0.000281433j -0.000414402-9.93908e-06j 0.00221955+4.79716e-05j 
0.000351866-0.000287186j -3.45925e-05+0.000339668j -0.00173179+0.000696422j 0.000734579-0.00168872j -0.00457371-0.00593255j 0.00125027+0.00179096j -0.00415548-0.00311346j 0.00141301-0.00201453j 0.000231742+0.000608229j 0.00194893-0.00353334j 0.000653894-0.00314816j -0.00437545-0.000285837j 0.00715952-0.00482528j 0.00145783+0.000281618j 0.00246114-0.000495917j -0.00242836-6.36463e-05j -0.0038642+0.00129583j -0.00217686+0.000488124j -0.00206207-0.00545409j 0.00145361+0.00353333j 0.00101549-0.000520218j 0.00147819+0.00068526j 0.00101635-0.00192868j -0.0035228+0.00464817j -0.0030544+0.00165086j -0.00436176-0.00379046j -0.00461523-0.00152159j -0.00302588+4.15864e-05j 0.0012207-0.00253051j 0.00105206-0.00136003j 0.0025348+0.00171126j -0.000910493-0.00279553j -0.00187384-0.00951957j -0.00210177-0.00311208j -0.00209931+0.000154128j 0.00468209+0.00128193j 0.000655+0.00129111j -0.000684116+0.00370407j -0.00238321+0.0018437j -0.00275119-0.00695882j 0.000530248+0.00333824j 0.00302555+0.000655592j -0.000402139+0.000944966j 0.00301662+0.00106321j -0.00242046+0.000834693j 0.00346552-0.00157724j 0.00184277-7.47351e-06j 0.00205838+0.000210661j -0.0022116+0.000129466j -0.00312719+0.000320494j 0.00143472+0.00319859j -0.000829487+0.0012157j 0.000297256+0.0029238j -0.00224595+0.00038617j -0.00107847-0.000151557j -0.002368+0.000974368j -0.00115941-0.00165031j 0.00248977+0.000650247j -0.001491-0.00122618j 0.000522331-0.00153308j 0.00191224-0.00265156j -0.000526816+0.00237147j 0.0007903-0.00210764j 0.00222356-0.00123893j 0.000503527-0.000694248j -0.00220832-0.00090272j 3.33119e-05+0.000937003j -0.00101843-0.00110607j -0.00163634-0.000230778j 
-0.000418996-0.000195362j -0.00093949+0.00122812j 0.00046896-0.00146529j 0.000407347+0.00203365j 0.00143642+0.00174238j -0.00325284+0.000384159j -0.000672442+0.00267261j -0.000800779+0.000354849j -0.0016557+0.0010978j 0.000417596+0.00207432j 0.000773616+0.00248403j 0.00239958+0.000292389j -0.00265437+0.00343932j -0.00223328-0.00107158j 0.00217588-0.00379997j 0.00200266-0.00327618j -0.00243313+0.000800867j 0.00142176-0.000347459j -0.000116738+0.0057054j -0.00189512-0.000626187j 0.00231736-0.00204082j -0.0053196-0.0014624j 0.000345218-0.00229547j 0.00379883-0.000769925j -0.0036712+0.00497096j 0.00133363-0.00276989j -0.00647089+0.00364634j -0.00158303-0.00537169j -0.00320882+0.000742171j -0.00265128+0.0021025j -0.00196684+0.0019884j -0.00024995-0.000454775j 0.000701205+0.00430123j 0.000207007-0.000566472j 0.00230154+0.00113385j -0.00174207+0.000613325j -0.000489379-0.00167082j 0.00802093-0.00238349j 0.000743004-0.00299468j -0.00166327+0.0024332j -0.000514534-0.00187202j 0.00216074-0.000721687j -0.00577221+0.000441629j 0.00101903-0.00109058j -0.000434199+0.000168314j -0.00440169-0.000707634j 0.000981112+0.00067252j 0.00540804+0.00660453j -0.000951248-0.000263699j 0.0021228+0.00448847j -0.00693703+0.00195553j 0.00769836-0.00371755j -0.000509371+0.003029j 0.00104646+0.000790792j 0.00171078+0.000708596j 0.00710441+0.00364909j 0.00208317-0.00419685j -0.000242133+0.00248117j 0.00663813-0.00132779j -0.00272398-0.000510403j -0.00581167+0.000638593j -0.00162732-0.000729998j 0.000317071-0.000396489j 2.56237e-05-0.000286345j 0.000452586-0.000868539j -0.00281877-0.000136536j 0.00047417+0.000325887j -0.000806448+0.000117495j -0.000113963+0.000458386j 
-0.000319641+0.00039201j -0.000329252-0.00117202j 0.000763577-0.00129253j -0.000655999+0.00120639j 0.00257019+0.00527471j -0.000867255-0.00126988j 0.00143402+0.00312769j -0.00127355-0.000488373j -0.000627877+0.00124028j -0.00230107+0.00181525j 0.00121294+0.00171001j 0.00271206-0.000806782j -0.00633245+0.00442761j -0.00137951-0.000873726j -0.00320514+0.00046512j 0.00170167+0.00103408j 0.00348257-0.00325445j 0.00119745-0.001043j 0.00086245+0.00252961j -0.00108873+9.44672e-05j -0.00138728+0.00125156j -0.000482159+6.02429e-05j -0.00221311+0.000777555j 0.0037262-0.00256732j 0.00267441-0.00268125j 0.00138276+0.003866j 0.00536697+0.000323449j 0.00281479+0.00109633j -0.000755862+0.0013762j 0.000450792-0.000213772j -0.00122295-0.00164877j 0.000250288+0.00124006j 0.000607155+0.00776808j 0.000637821+0.00254378j 0.00103981-0.000888728j -0.00481681-0.00278259j -0.00164227-0.00090321j -0.000279478-0.00215014j 0.00139121-0.000185036j 0.00179643+0.00560252j -0.000275975-0.00203738j -0.00462507+0.000140284j 0.00161794-0.00160758j -0.00178038-0.00131725j 0.00146806+0.000885481j -0.00199284+0.00210983j -0.00121053-0.00181035j -0.00199592-0.000175488j 0.00153924-0.00071993j 0.00199311-0.00244315j -0.000161834-0.00366377j -0.00100417-0.000333248j -0.00163039-0.00294388j -0.00059075+0.000142525j -0.000288522+0.000104252j 0.000784185-0.00164245j 0.00148492+0.00128179j -0.00125251+0.000269939j -0.000854864+0.00235027j 0.000282919+0.00111954j -0.00051432+0.00293876j 0.00111273-0.00140316j -0.000601222+0.00177597j -0.00179548+0.000698619j -0.000208366+0.000986802j -0.00189154-0.000866214j 0.000524829-0.000521923j 0.00116252+0.000546986j 0.000355323-0.000189284j 
-0.00167394-0.00119508j -0.000112117+0.000820345j 0.00112261+0.00710263j 0.007577+0.000943937j 0.00336684+0.0052735j 1.92473e-05+0.00128312j 0.00987007-0.00332634j 0.00677051+0.0018328j -0.00354168-0.00770079j -0.00659945+0.00416574j -0.00253928+0.00515076j 0.00146165+0.00642102j -0.003472+0.00296707j 7.07042e-05-0.00529786j 0.00016689-0.00695036j -0.000984765-0.00296048j 0.00200689+0.00088748j -0.00352592-0.000442495j 0.000761286+0.00953704j -0.00975666-0.0123732j -0.000425126+0.00434072j 0.00370446+0.000862496j -0.00385688-0.00180849j 0.00130935+0.00376658j 0.00282199-0.00881328j 0.00624075-0.00337896j -0.00198377+0.00489059j -0.00252014+0.00290777j 0.00772642-0.000128296j -0.00679836+0.0026063j -0.000714128-0.00227887j -0.00181109+0.00521397j -0.00183245+0.00267157j 0.00401576+0.00354031j 0.00422701+0.00149906j -0.00167286-0.00496246j 0.00248195+8.52041e-05j 0.00134367+0.00105589j 0.00122553-0.00470715j -0.000605775+0.0110828j 0.000434257-0.00451787j -0.00255737-0.00202638j 0.00237018-0.000317919j -0.00334185-0.00336711j 0.00168444-0.00260389j -0.00213428-0.000895785j 0.000291617+0.00392571j -0.0015951+0.00199374j 0.000558688-0.000162672j -0.000522202+0.00269877j 0.000519514-0.000735751j 0.000805036-0.00185468j -0.00240327-0.0027979j -0.00233108-0.002341j 0.00483792+0.00313849j 0.000209491+0.00228278j 0.000141269-0.000400883j -0.000577153-0.000122822j -0.000557432+0.0012661j 0.00110604+0.00114664j 0.000940216-0.00144628j -0.00039911-0.00249634j -0.00252366+0.0019871j -0.00217192-0.00225287j 0.00166882-0.00211043j 0.00625824+0.000332016j -0.00226736+0.000248164j -4.13949e-05+0.0015286j 0.00382146-0.000138522j 
-0.000945288-0.00130797j 0.00109349-0.00157753j -0.00230528-0.00377848j -0.0055167-0.00239491j 0.000448372+0.00239409j 0.00028423-0.000711206j -0.000523176+0.00394188j -0.00133297-0.000285704j -0.000156979+0.00339574j 0.000200403+0.0020596j 0.000507071+0.000306908j 0.000178202-0.00228496j -0.00317232+0.00400581j -0.00103673+0.00262624j 0.000896426-0.00137249j -0.000724744+0.00264685j 0.00188519-0.000788068j 0.00340841-0.00101612j 0.00151296+0.00337278j -0.00245331+0.000714171j 0.00113-0.00556237j -0.00475646-0.000115798j 0.000851175+0.000890477j 0.000866098-0.00482831j -0.00112677+0.00197006j 0.000305768+0.00325833j -0.000503491+0.00220317j 0.00424873-0.00214568j -0.00474237+0.00264765j 0.00048779+0.000535764j -0.00296537+0.000130624j 0.00184679-0.000134253j -0.00104422+0.00422975j -0.000669695+0.000699656j 0.0023587+0.00101435j -1.84016e-05+0.00168649j -0.00447191+0.00166613j 0.00122944-0.00440614j -0.000920505-0.00185513j 0.000933323-5.64823e-05j -0.0016119-0.00142216j -0.00297977-0.000910271j -0.000774485+0.000268809j 0.00239149+8.36418e-05j 0.00079613+0.000515003j -0.00123598-0.00149889j 0.00324935+0.000528301j 0.0011578+0.00028623j 0.000587178+0.00123377j 0.0017365+0.00237361j 0.000816308+0.00118002j 0.000623548-0.00147133j 0.000662513+0.000572998j -0.00232067-0.000556459j -0.0030322+0.000768082j 0.00274417+5.95767e-05j -0.00121791+0.00103256j 0.000325607+0.00369174j 0.00142634-0.000277909j -0.000805597+0.000641805j -0.000171435-0.00121313j 0.00148169+0.000674857j 0.00143376+0.000999633j -0.000194075-0.000803916j -0.000806696+0.00127924j 0.00344041+0.000867489j 0.00239297+0.000185729j 0.000353259-0.0015068j -0.00480195-0.000468165j 
0.000410775+5.31021e-05j 0.000408769+0.00435872j 0.00337478+0.00722705j 0.0107397+0.00162091j 0.00159222-0.00375015j -0.00038464+0.00374284j 0.00339598-0.00536786j 0.00395468-0.000775848j -0.00157529-0.00547986j -0.00184606-0.00224387j -0.00299783+0.00244359j -0.000476033+0.00456394j 0.00332014-0.00380701j 0.00174054-0.00481137j -0.000644129-0.00803315j 0.00104561-0.00812532j -0.00274251+0.00688616j -0.00366465+0.00111117j -0.000758524+0.00186747j -0.00307513-0.00165015j -0.00139807+0.00718881j 0.00361027+0.0032228j -0.00281027-0.00555679j 0.00142038+0.00701339j -0.000400208+0.000793334j -6.56372e-05-0.00812524j -0.00715859+0.00642721j -0.00941646+0.00128816j 0.00685623-0.00300855j -0.00477736+0.00217439j 0.00513605+5.41663e-05j -0.00437108+0.00089087j 0.000275973-0.00333508j 0.00257886-0.0014845j 0.000266047-3.93383e-05j 0.000519332-0.00291752j 0.00617224-0.00446646j 0.00391086+0.00217164j 0.000592785-1.775e-05j -0.0024984+0.00579796j 0.00153742+0.000656677j 0.00824927-0.000737735j -0.00449905+0.00277253j -0.0018331-0.00439748j -0.00279904+0.000442389j -0.00192195+0.00220434j -0.00246199-0.000213179j 0.00685258+0.00364709j -0.000920634-0.000300741j 0.0020593+0.00209284j -0.00605351+0.00458172j 0.00411682-0.00245756j -0.00103686+0.00100275j 0.00222858+4.14577e-05j 0.00619343-0.000453665j 0.00504366+0.000601615j 0.00125758-0.00354881j 0.000421134-0.000896905j 0.00315343-0.00264063j -0.00147045+0.00158668j -0.00538079+0.00213724j -0.00165305-0.00130978j -0.00149019-0.00133351j -0.00236371-0.000230694j 0.00168293-0.00175984j -0.00602381+0.000312597j -0.00131783-0.000457636j -0.000701775+0.00159851j 0.00489712+0.000740262j 
0.00124404-0.00181502j 0.00348384-0.000122047j 0.00446508-0.00236116j -0.00505411-0.00646923j 0.000407408-0.00199963j 0.000131936+0.000782872j 0.00048605+0.00284182j -0.00411651-0.00423599j 0.00161344+0.00274098j 0.00312769-0.00159549j -0.00435999-0.00273763j -0.00249713-0.00378746j 0.000109272+0.0018119j 0.000282059+0.00543978j 0.00202812-0.00327449j 8.24132e-05+0.00514913j -0.000939592+0.0024564j 0.00693451-0.000769691j 0.00274985+0.00191156j -0.00686048+0.00314274j -0.00113656-0.00778933j -0.00338617+0.00196336j 0.000658244-0.000466244j -0.00184037-0.000245551j -0.00343774+0.00502326j -0.00360519+0.000370301j -0.00599853+0.0071487j 0.000521715-0.00479472j -0.00395307-0.000298147j 0.00121953+0.000221635j -0.00124487+0.000506875j 0.00192538-0.00311524j -0.0032244+0.000502737j 4.9156e-05-0.00390567j 0.000793554+0.00172495j 0.00369759+0.00334117j -0.00342271-0.000654434j 0.00211277-0.00296335j -0.00204418-0.00385287j 0.0001332-0.0025399j 0.000117273-0.00217924j 0.00410071-0.0052487j -0.00385614+0.00289093j 0.00564179+0.00164062j -0.00239569-0.00302237j -0.000562538+0.000739507j 0.00435514+0.00230716j 0.00539838+0.00174826j 0.00166881+0.00407937j 0.00480419+0.0039232j -0.00301878+0.00482499j 0.000755827-0.00175628j 0.000949255+0.0031202j 0.00136254-0.00136434j -0.00577427+0.000310978j 0.00795872+0.000427069j 0.000224389+6.34268e-05j -0.00212425+0.00394568j 0.00617289-0.00513046j -0.00415592+0.000450065j -0.00596882-0.00133704j 0.00120661-0.000327741j 0.00477624+0.000754263j -0.00046142+0.0020789j -0.00145661+0.000216373j 0.00618535-0.00170383j 0.00452997-3.46563e-05j -0.000151056-0.00023547j -0.00588692+0.000157093j 
-0.00205481+0.000199271j -0.000321484+0.00320311j -0.00792344+0.000855618j 0.0014886+0.00523426j 0.000144875-0.00243046j 0.000266642-0.00280479j -0.00426421-0.00010658j 0.000991052+0.00222624j -0.00113922+0.000861484j 0.00078391-0.000757205j 0.00344721-0.00132101j 0.00417477+0.000109941j -0.000437856-0.00351582j 0.000687771-0.00210927j 0.000493371+0.00192613j 0.0026542-0.000277552j 0.00386577+0.00113265j -0.00140566+0.00396684j -0.00244396-0.00206024j 0.00375986+0.0011543j 0.00406728-0.0030564j -0.00355085-0.00357962j 0.00465762+0.000680713j -0.00237011-0.00455381j -0.000571941+0.00348437j 0.00201805-0.00227703j 0.000505948-0.00500746j -0.0022254+8.23806e-05j -0.00144234+0.00103147j 0.00146074-0.00204091j -0.000162647-0.00032592j -0.00239605+0.00392269j 0.000766811-0.000862677j -0.00412782-0.000966468j 0.00106064+0.00478739j -0.00132619+0.000495174j 0.0017788+0.00389724j -0.00117802-0.00246878j -0.00123748-0.000456311j -0.000854859-0.00551694j -0.00166228+0.0056312j -0.00184377+0.000829558j -0.000982125-7.3156e-05j 0.00193984-0.0018697j 0.00305636+0.000711369j -0.00249405-0.0016806j 0.00475875-0.000719656j -0.00269438+0.000333315j 0.00490236-0.00105868j -6.7073e-05-0.00103441j 0.00151623+7.83012e-05j 0.000211894+0.00192223j -4.24405e-05+0.000458226j 0.000301081-0.00449886j 0.00205766-0.0027913j -0.00270648+0.0021411j -0.00232096+0.0023528j -0.00096747-0.000103633j 0.000872433-0.00134182j 0.00214533-0.00069045j -0.00116798-0.00146292j -0.00196094+0.000284942j 0.00457344-0.00354217j -0.00257138+0.00204154j -0.000397981-0.000377917j 0.00818314-0.00233055j 0.00388894-0.000804634j 0.000891483+0.000799121j -0.00129813+1.46113e-05j 
0.00182461+0.000282733j 0.00227085-0.000999194j 0.005837-0.00212463j -0.00244074-0.00235174j -2.44716e-05+0.00373405j 0.00140923+0.00260829j 0.00368923+3.87471e-06j -0.000287856-0.0016321j -0.000254322+0.000548405j -0.00052615+0.00152277j -0.00276828+0.00158191j -0.000370883-0.00116469j -0.00139841+0.00439856j -0.00162865+0.000810129j -0.00339848-0.00301971j -0.00300942+0.00227614j 8.90472e-05-0.00405676j 0.00388723+0.0015732j 0.00123161+0.00356023j -0.00217188+0.00324128j -0.0018505-0.00015269j -0.000938868+0.00421441j -0.00311871-0.00146249j 0.00397722+0.00273924j 0.00266237-0.00662857j -0.0024554+0.00552847j -0.00220595+0.000756262j 0.00169774-0.000575289j 0.000325421+0.000287898j -0.00119701+0.00123435j 9.71205e-05-0.00203791j 0.00245532-0.00269164j 0.000267568+0.000100505j 0.0045237+0.000808519j -0.00152375-0.00134586j -0.00262022+0.00113589j -0.00178171+0.000552125j -0.00214052+0.000442794j -0.00121041-0.00105325j -0.000313427+0.00855061j 0.000935239-0.00340688j -0.000373765-0.00235231j -0.00118079-0.000103171j 0.00327356-0.00240443j -0.00379041+0.000872278j 0.00295286-0.00100867j -0.000233473-0.00347316j 0.00429949+0.000735455j 0.00256113+0.00411908j -0.00291547-0.00123107j -0.00127055-7.38734e-05j -1.61008e-05-0.00239417j -0.0015506+0.000615732j -0.00363385+0.00646126j -0.00518061+0.0011442j 0.00194327-0.000354095j -0.00157449-0.00102508j 0.00173932+0.000684013j 0.000902259+0.00284655j -0.000550198-0.000812135j -0.000427105+0.003013j 0.00134943+0.00133631j 0.00693943-0.000498621j -0.00272574+0.000374536j -0.000293549+0.000643722j -0.00918848+0.00446368j 0.0102312-0.00273832j 0.000799091+0.00151054j -0.00362809-0.000322597j 
0.0013661-0.000683677j 0.00189943-0.00232426j -0.000453405-0.00225678j -0.00617421-0.00396464j 0.00113382+0.000614329j 0.00219519-0.000758361j -0.00058888+5.22561e-05j -0.000625232-0.00368865j -0.000297174+0.00552088j 0.00113671+0.000788708j -0.00332497-0.00153791j 0.000228761-0.00286603j -0.00364178+0.00294666j 0.000429948+0.00202544j 0.00304863-0.0026195j 0.000325399+0.00159136j 0.000853926-0.00359289j 0.00184353-0.002673j 0.000483884-0.00147015j 0.000484303+0.000496023j -0.00152908-0.00102961j -5.95657e-05-0.00133383j -6.08512e-05-0.000628841j 0.00144276-0.00104288j -0.000451343+0.000257895j 9.473e-05+0.000731506j -0.0040605-1.95841e-05j 0.00365765-0.00207736j -0.0013595+9.67144e-05j -0.000679145-0.000651754j -0.00104745-0.000437919j 0.00439757-0.000861186j -0.00055497+0.00166414j 0.000600966+0.00157138j -0.000266064-0.00103545j -0.0021489+0.000471602j 5.30613e-05-0.00402148j -0.00055167-0.00281565j -0.00411291+0.00018561j 0.00259578-0.00215291j 0.00237609+0.000525784j 0.00113478+0.000394033j 0.00253749-0.00417476j -0.00032773+0.000661594j -0.000990833+0.00426386j 0.000991606+0.000892602j -0.00300792-0.00133238j 0.00086521+0.00113636j -0.00505642-0.00141417j -0.00140523+0.000193152j 0.000278223+0.000609209j 0.00029941+0.000615184j -0.00122997+0.00141901j -0.00140241+0.000114082j -0.00435287-0.00162446j 0.000744627+0.00388988j 0.00328702+0.00194917j 0.00071428+0.00191501j 3.71712e-05+0.00223555j -0.00307615-0.00188324j 0.00235482-0.000698201j 0.0029688-0.001878j -0.00573584+8.57791e-05j 0.000541359-0.00224248j 0.000582257+0.000817082j -0.0019773+0.00068245j -0.00465065-0.00239957j 0.00074016-0.00169701j -0.0021057-0.00240674j 
