0.0254451-0.158986j 0.153488+0.0470531j -0.0645227-0.0690426j 0.00923709-0.153862j -0.144627+0.0591099j 0.10755-0.0648899j -0.0573743+0.0617863j -0.0561836-0.105276j -0.0312528+0.0298159j -0.0254592-0.0271876j 0.0801384+0.0186032j 0.058346+0.021962j -0.0622262-0.0753005j 0.0818339-0.0156875j 0.011862-0.0457032j -0.0234855-0.0612864j -0.0641355-0.00924527j -0.111983+0.0161783j -0.0186094-0.00501801j 0.110661-0.0437808j -0.0592366-0.0773261j -0.0289839-0.0551407j -0.00729674+0.117337j 0.00357593+0.0282609j -0.0536916-0.0877005j 0.00349749+0.025154j -0.00436413+0.0895308j -0.0266972-0.0779779j -0.0152492-0.0711841j -0.0941072-0.0277022j 0.056945-0.0764312j 0.0697051-0.0510594j 0.0318568-0.123094j 0.0642643+0.0666443j -0.00860543+0.00646124j 0.126588-0.0288171j 0.03076-0.0650535j -0.000647484+0.124914j 0.0245434+0.0361256j -0.0342431+0.00756391j -0.0131509-0.0313719j 0.0141519+0.034562j 0.0267896+0.050762j 0.0416771-0.0165398j -0.0108383+0.01122j -0.0421191-0.0402196j 0.0138481-0.0484988j 0.0044649+0.0145338j -0.0120701+0.108431j 0.0456672+0.0127945j -0.0131047-0.0573676j 0.025251+0.0354725j 0.0448429-0.016912j 0.00617911+0.036852j -0.0308722+0.0134924j 0.0397745+0.0589906j 0.0240733+0.0773291j -0.0452341-0.00176528j 0.042731+0.0621189j 0.0680974-0.0125848j 0.0236375+0.00940543j 0.0489368-0.0493831j -0.0493738-0.057002j -0.100987+0.0883691j -0.0903733+0.0311324j 0.0063355+0.0276344j 0.0882831+0.0149355j -0.0227718+0.138219j 0.0206714-0.00707828j -0.174006-0.0238627j -0.00766684-0.0155843j -0.0559486-0.0675572j 0.0141359-0.0859531j 0.00546931+0.0806859j 0.0705233+0.070714j -0.0250862-0.0400072j -0.125653-0.00377563j 0.0534724+0.0349912j 0.00819986-0.0685323j -0.049953-0.100873j -0.0582575-0.00174829j -0.0366117+0.0920736j 0.0372624+0.0433622j 0.0826841-0.1509j 0.00380672-0.0688681j 0.0454675+0.0521313j -0.13286+0.0292782j 0.037593+0.122259j -0.223815+0.0479564j 0.0526949+0.153353j 0.0974219+0.0151364j -0.00450956+0.101364j 
-0.0018245+0.00212849j -5.2998e-05-0.00142677j -0.00308657+0.00082721j -0.00208071-0.00427865j -0.00240221-0.000555461j -0.00141022+0.00234406j -0.00158697+0.00187758j -0.00080547+0.00126946j 0.00334914+0.00179978j 3.02222e-05+0.00261549j 0.0002039-0.0065425j -0.00226944+0.00605697j -0.000567192-0.00243008j 0.00193935+0.00121815j -0.00128636+0.0024492j -0.00178227-0.00328356j -0.00335436+0.00849102j 0.000421448+0.00528446j 0.00380718-0.000205759j -0.00320207-0.00606501j -0.00237654-0.00450231j 0.000128624-0.00721187j -0.00649218-0.0015744j 0.00324822+0.000116298j 0.00270584+0.00417166j 0.00141688-0.000414029j 0.001436+0.000184322j -0.00142672+0.00595506j 0.00199221-0.00302135j 0.0107779+0.00128548j 0.00370061-0.00166905j -0.0013439+0.00309227j 0.00511702+0.0025952j 0.000581907+0.0061781j 0.0054391-0.00422652j 0.000301433-0.00373927j -0.000588273-0.00172884j -0.0021536-0.00350261j 0.00439287+0.00145717j 6.26731e-05+0.00418449j 0.00583771+0.00160755j -0.00334905+0.000300995j -0.00323496-0.00152927j -0.00227633+7.14872e-06j -0.000119234-0.000406389j 0.000375539-0.0034273j -0.000512473+1.65566e-05j -0.000638589-0.00150463j -0.00269341-0.00212307j -0.000219921+0.00124744j -0.00459053-0.000576525j 0.000503024-0.00577233j 0.00256991+0.00328432j 0.00152729-0.000807474j 0.00225066-0.00057031j 0.00800955+0.0031804j 0.00448639+0.000425655j -0.00170835-0.000869875j 0.000557075+0.00177353j -0.00053277+0.00595329j -0.00240028+0.0076877j -5.11993e-05+0.00807865j -0.000378001+0.00221397j -0.00177964-0.00155576j 0.00514009+0.00116709j 0.00549357+0.00775387j -0.00633176-0.00533918j 0.00383859+0.0030713j 0.00343022-0.00596229j -0.0066749+0.0010174j 0.000498917-0.00220334j -0.000217094-0.000932133j 0.000352353-0.00212016j -0.000196578-0.000439277j -0.0013811+0.0117416j -0.00104841+0.00373137j -0.00515628+0.00140327j -0.00308483+0.00250064j -0.00147814-0.00153952j 0.00189206-0.00321726j -0.00020545-0.00544863j 0.00127792+0.00185375j -0.00117382-0.00218151j 0.000108158+0.00760292j 0.00663093+0.00209946j -0.00252434+0.00435733j 0.00773814+0.00341955j -0.0024158-0.00479448j 0.00404549-0.00142529j 0.000700164+0.00673101j 0.00128751-0.00439128j 0.00269055-0.00111006j 
0.000226956+0.000776522j -0.00174451+1.4502e-05j -0.00223212+0.00129832j 0.000702582+0.0036694j 0.00211461-0.000233219j -0.00226681+0.00420194j -0.000677867-0.000775945j -0.000563729+0.00138437j 0.00254408-0.00254641j -0.000863424+0.000158848j 0.000916133-0.000852908j -0.00339189+0.000425699j -0.00230872+0.0022907j -0.00118792-0.000523982j 0.000794076-0.00115082j -0.00114787-0.0024067j -0.00252594+0.00223671j -0.00454451+0.0111335j 0.000258017+0.00432087j -0.00322898-0.00364286j -0.00366038+0.00285916j -0.00103832-0.001464j -0.00132031-0.00257521j -0.00104503-6.4572e-05j -0.00141414+0.000504552j 0.000686543-0.000260679j 0.000171381-0.00163614j 0.00163237-0.00204075j 0.00331398+0.00344663j 0.000523627-0.00239161j -0.0027535-0.00193488j 0.00591355-0.00435478j 0.000241177+0.00382553j -0.00187541+0.000208708j 0.00113806-0.00989557j 0.00315002-0.00116097j 0.00163068+0.000934396j 0.00137697+0.000103823j -0.00228554-0.00399076j -0.00413001-0.00215175j 0.000272418+4.44332e-05j -0.00411889+0.000429759j -0.00180645+0.00529497j -0.00359398-0.00291757j 0.00198915+0.00189173j 0.00221628-0.00195232j -0.0013835-0.00339008j -0.00232168-0.00042648j -0.000458868-0.00359955j -0.00703829+0.00116631j -0.000776609+0.00131997j -0.00317981+0.00782835j 0.0016507-0.000833898j -0.000547686+0.000966169j 0.00298207-0.00281509j -0.00524695+0.00152415j 0.000830822-0.00337402j -0.00101206-0.00165366j 0.000633886-0.000377163j 0.00495799+0.00137492j 0.00106336+0.00118881j 0.00184063+0.000510824j 0.00491877-0.00123539j 0.000120984+0.00141202j -0.00446865-0.00585057j -0.00667898-0.00301655j 0.00268427+0.00751223j -0.00172555+0.00335441j -0.00149911+0.00577648j 0.00406446-0.00639609j -0.00199675-0.00497487j 0.000601816-0.00323071j -0.0011766-4.70559e-05j -0.00171412-0.00160654j 0.00358583-0.00455451j -0.00288227-0.00188721j 0.000553009+0.00589298j 0.000204285-0.00248701j 0.000137079+0.000421023j -0.00219766+0.00189365j 0.000922777+7.31225e-05j 0.00463686-0.000755147j 0.00276751-0.00194004j -0.000574653-0.00610621j -0.0039861-0.00284391j 0.00108226-0.00389674j -0.00515338+0.0007011j -0.0016918+0.00534151j -0.000135251-0.000315634j -0.0016062-0.00517642j -0.00019794+0.00228503j -0.000427993+0.000856303j 
0.00100325-0.000424266j 0.0015127+0.00174074j 0.00497194+0.000731992j -0.0023539+4.29014e-05j -0.00431302-0.00399484j 0.000534048+0.00330559j 0.000932868-0.00323608j -0.00234922+0.00527872j -0.0029421+0.00301436j -0.000952995+0.00933769j 0.00136975-0.000641263j -0.00104481+0.00313324j -0.00231451+0.00722397j -0.0025561+0.00405345j -0.00083712+0.00172411j -0.00199209-0.00394452j 0.0007854+0.000183419j -0.0029337+0.00486892j 0.00115795-0.0076257j -0.00217546-0.00124675j -0.00293558+0.00372498j 0.00596657-0.00441964j 0.0016313+0.00635049j -0.000318498+0.000341104j -0.000638479+9.25863e-05j 0.00381017+0.00377462j 0.00134466+0.00210715j 0.00228243-0.00308815j 0.000513668-0.00559738j 0.00101354+0.00143485j 0.00193664-0.0017969j 0.00326362-0.000157453j 0.000111594-0.00100805j -0.00290285+0.00279296j 0.00132769-0.00144225j -0.00239864-0.000771373j 0.00206993-0.00173907j -0.00361201-0.00272997j -0.00282312+0.00258816j 0.00222145+0.0041591j 0.00334711+0.00306626j -0.000194369-0.00454442j 0.00629732+0.00270431j -0.000833443+0.00328667j -0.00250038+0.000494961j 0.00190814-0.00294707j 0.00546511-0.00289836j 0.00240777+0.00432008j 0.00323946-0.00171272j 0.00327799+0.00141923j -0.00484948-0.000832581j -0.000475548+0.00129779j 0.000857468-0.00173262j 0.0025181-0.000263583j 0.00833459-0.000539667j -0.00323619+0.00272214j 0.0024587+0.000489375j 0.00317736+0.000326539j 0.00392938-0.00252627j 0.00546437+0.00197115j 0.00503263+0.000206325j 9.83322e-05+0.00478163j 0.000479332+0.00352904j -0.000920684+0.00041932j 0.00163191+0.00302485j 0.000458009+0.000672611j 0.00134514-0.000740649j -0.00300949+0.000610246j -0.00110292+0.00502877j -0.000332683-0.00273264j -5.42808e-05+0.00212784j -0.000923818+0.000684197j -0.00192831+0.00242657j 0.00325995-0.00319026j -0.00194694-0.00245965j 0.00485246+0.00107706j -0.00272138+0.000690369j -0.00252529+0.0013709j 0.0030676+0.00104901j -0.000147184+0.000826259j 0.00179381+0.00171754j -0.00050161-0.0034551j 0.00325244-0.00442134j -0.000935335-0.00637653j -5.33092e-05+0.00303774j -0.000388489+0.0017231j 0.00330465+0.00213721j -0.00439882-0.00628144j -0.00419795-0.000234752j -0.000323067+0.0106316j -0.00148426+0.000477563j -0.00148545-0.00363603j 
0.00095434+0.00101938j -0.000483764+0.0010954j 0.00462475+0.000621239j -0.000276604+0.000416972j -0.00109759-0.00194405j 0.00445861-0.00501677j 0.00485462-0.00152872j -0.0070176+0.000746234j 0.000290605-4.32276e-07j 0.000869071+0.00593336j 0.00298143+0.00281865j 0.00129247+0.00112735j 0.0010555+0.00194869j -0.00383246-0.00178614j 0.00208314-0.00198363j 0.00125671-0.00142337j 0.00378219+0.000329615j -0.00638703-0.000428084j -0.00162731-0.0066393j 0.000945979+0.000630404j -0.00384037-0.00211368j 0.00292821-0.00139298j 0.000463817+0.00297835j -0.00281618+0.00614379j -0.00028426+0.00279936j -0.00106704+0.0053413j -0.00237942-0.00162659j -0.00496623+0.00453907j 0.00621834-0.00730543j 0.00182+4.52338e-05j 0.000255861-0.00489137j 5.85014e-05+0.00388677j -0.00148306+0.0025547j 0.00508107+0.000420701j -0.00526603+0.00613839j -0.00568179-0.00635991j 9.2753e-05+0.000943162j -0.00234666-0.00191311j -0.000873677-0.000492907j 0.00504732-0.00187834j 0.00320701-0.00501023j 0.00338793-0.00730615j 0.00440934+0.000102537j 0.00579378+0.00209435j 0.00406814+0.0013469j 0.00463568+0.0043939j 0.000594104+0.00341279j 0.00301457+0.00360321j 0.00615053-0.00191367j 0.00503617+0.00180207j -0.000737261+0.000943129j -0.00381873-0.000827443j -0.00289763+0.00542123j -0.00427935-0.0013353j -0.00309729-0.00153961j 0.00140332-0.00681278j -0.00137025+0.00281878j -0.00567136-0.00359274j -0.000464083-0.000506851j -0.00381893+0.00119569j -0.00331215-0.000806374j -0.00814738-0.00195015j 0.00099534-0.00221809j -0.00308132-0.0024791j 0.0011531+0.005477j -0.000261789-0.00707855j -0.000621632-0.0057308j -0.0012285-0.00389155j -0.00434731-0.00795876j -0.00386565-0.00108653j 0.00407914-0.00240212j 0.00648604-0.00202351j 0.00182842-0.00571668j 0.00836867+0.00695106j -0.00322786+0.006022j 0.00339061-0.000836j 0.000249823-0.00203948j 0.00514687+0.00531692j -0.0079086-0.00212428j -0.00282028+0.00843205j 0.0021203+0.00692353j -0.00849084+0.00600564j -0.000760333+0.00996888j 0.00526513+0.00431367j 0.000126517+0.00170031j 0.000674423+0.00195288j -0.0031123-0.00303983j 0.00510276+0.00158521j 0.000659026+0.0012373j -6.80936e-05-0.00712041j 0.000108163+0.00242002j -0.00187662+0.00236167j 
-0.00164713-0.000784432j 0.000870644-0.00162j 0.00302657-0.00193191j -0.00171583+0.000492896j -0.00567582+0.00408337j -0.00234487+0.00657663j -0.00381982+0.000138217j 0.00294409-0.00473104j 0.00174401-0.00376083j -0.00442429-0.00236234j -0.00702527+0.00427307j -0.0036142+0.000869693j -0.00101111+0.00622897j 0.000861865-0.00491814j -0.00246153-0.002671j 0.00144356-0.00658289j -0.00150924-0.00904137j 0.00631032+0.00538495j -0.00222688-0.00149714j -0.00114398-0.002625j -0.000601252-0.00263889j 0.00103554-0.00182703j 0.000410356-0.00486399j 0.000701076+0.00105975j -0.00402224+0.00413611j -0.000792412-0.00152678j 0.000105952+0.00297893j 0.00329739+2.26838e-06j -0.00614672+0.00319958j 0.000752107-0.00156333j 0.00340314+0.00319081j 0.00306694-0.00373373j -0.00261899-0.00137089j -0.00187656-0.00141563j -0.000730778-0.000197119j 0.00444014+0.00211335j -0.000446367-0.00298856j 0.0014278+0.00278214j -0.00621636-9.14864e-05j 0.000336326+0.00612403j -0.00260001+0.00196364j 0.000446995-0.00346801j 0.00470555+0.00567079j -0.00208571+0.00101845j -0.00307842-0.00248408j 7.38022e-05-0.000790262j 0.00149139-0.00485829j -0.00873211+0.00489842j 0.000740574+0.00177861j 0.00563734-0.000327634j 0.00131994+0.000819302j 5.86359e-05-0.00750899j -0.00637434-0.000322089j 0.00372804+0.000764481j -0.00256779-0.0024331j 0.00358249-0.000967742j 0.00279597+0.00240376j 0.0114251+0.000967392j -0.000777409-0.0011305j -0.004561-0.00232459j -0.00373925+0.00159525j 0.00551963-0.000202989j -0.00111681-0.00107915j 0.00220491+0.000142096j 0.000960738-0.00620053j 0.00259805+0.00316892j -0.00201527+0.000566657j 0.00059942-0.000416042j 0.00439374+0.00108999j 0.00413434+0.00141813j -0.00151448+0.0026912j -0.00315479+0.00414372j 0.00228273+0.00273692j -0.0103666-0.000119401j 0.00237257+0.0019257j -0.00902692+0.00128468j 0.000983979+0.00026476j -0.000873399-0.00594766j 0.00152895+0.00140394j 0.00114548-0.00742202j -0.00471929-0.00297216j 0.00548288-0.00212001j -0.00342549-0.000376945j 0.00138092+0.0029081j 0.00110733-0.00256939j 0.00127728-0.00226219j -0.0015407-0.000447319j 0.00126568+0.00434913j 0.000504413+8.44581e-05j -0.000519281-0.00141844j 0.00255383-0.000805928j 0.00155565+0.00224404j 
-0.000674572+0.000892129j -0.00201642-0.000969248j -0.00147062-0.000426045j 0.00429717-0.00160456j 0.000219015+0.000599056j -0.005431-0.00205119j 0.000115117+0.000432237j -0.00116058-0.00377203j 0.00481972-0.0080171j -0.000705384-0.0105366j -0.000365396+0.00561199j -0.000490121+0.00327427j 0.00198611+0.00321261j -0.000244101-0.00711444j -0.00329087-0.00600571j 0.00176935-0.0048444j -0.00388062-0.00269309j 0.0049765+0.00645437j -0.00699373+0.00660896j -0.00142262-0.00667988j -0.00246452-0.00376491j -0.00557403-0.00266283j -0.00240089-0.00816727j 0.00334126-0.00343463j -0.00142863+0.0016886j -0.00493479-0.00182894j 0.000703333+0.000746298j -0.00525621+0.000802432j 0.00058556+0.00180795j 0.000594266-0.00083564j 0.00150757-0.000507417j 0.00211673+0.000917121j -0.00200968-0.00184764j 0.00362525+0.00100725j -0.00118399+0.000754615j 0.00167279+0.000117794j -0.00254457+0.00303326j 0.0016616-0.000290701j -0.00207076+0.00249225j 0.00377174-0.000926085j 0.00363161-0.000398377j -0.000850723-0.00339817j -0.00252533+0.00552087j -0.00103937-0.000527774j 0.00450616-0.0010149j 0.00514603+0.000426231j -0.000890976-0.00445707j -0.004914+0.000372872j -0.00332476-0.00312758j 0.00454966+0.00334668j 9.53675e-05+0.00295422j -0.00601974+0.000726273j 0.00299321+0.00244329j 0.00123394-5.99204e-05j -9.94336e-05+0.00137007j 0.00528814+0.00182867j -0.00264488+0.000444411j 0.00107586+0.000283527j -0.00735194-0.00140122j 0.00374291+0.000876186j -0.0030296+0.00358621j -0.000205855-0.0013092j -0.0010288-0.0013191j 0.000750138-0.00149008j -0.00258312+0.00059045j -0.00337718-0.00416122j 0.00248953-0.00146213j -0.00226435-0.00259968j 0.00116806-0.000307416j 0.00186737-0.0045574j 0.000918111+0.00025366j 0.00430471-0.000990987j -0.0021902+0.000663089j -0.00372886-7.37497e-05j 0.00436008+0.00221104j -0.0165741-0.00191085j 0.000638231+0.000757065j 0.00283025+0.00315992j -0.00659296-0.00162098j 0.0018462+0.00430721j 0.00305155-0.000159598j -0.00130025+0.0015278j 0.00125425-0.000188233j -0.00113703-0.00413718j -0.000980386+0.00478008j -0.000616853-0.000825734j 0.00041851-0.00171394j -0.000833381+0.000212298j -0.000143496-0.00151373j 0.00235093+0.000301558j 5.28587e-05-0.00280576j 0.00170931+0.000931403j 
0.00136026+0.00222607j -0.00360212-0.000505832j 0.0035495-0.00357391j 2.4569e-05+0.00301392j -0.00103831-0.000880244j 0.00274251+0.00290048j 0.00256416-0.00472784j 0.00159403+0.000179349j 0.00117623+0.00503843j -0.00340546-0.000931045j 0.00489246-0.00081747j 0.000394212-0.00298868j -0.00140699-0.000432373j -0.00188031-0.000871247j -0.00179714+0.00164658j 0.00113059-0.00229442j 0.00269521-0.000957184j 0.00378062+0.00247014j 0.000517978-0.00554674j -0.00380096-0.00427993j -0.00437397-0.000981235j 0.00197299-0.000614056j -0.000311617+0.00105781j -0.000540565+0.000876745j -0.000331764+0.00466679j 0.00179701+0.00189866j -0.000444338+0.00381912j -0.00740657-0.00213595j -0.00476135+0.00187529j -0.00177415+0.0026522j -0.000378138-0.000987849j -0.00049659+0.00331852j 0.0015957-0.00289966j 0.000496555+0.00236107j -0.00233033+0.00315577j -0.00161567-0.000536088j -0.000578208+0.00103314j 0.00930795+0.00219347j 0.000321569-0.00121099j 0.00324784-0.00332148j -0.000346743-0.00658217j 0.00445981-0.00154682j 0.00425924+0.00566788j 0.00502427+0.000436185j 0.00463737-0.00310844j 0.0104614+0.000189717j 0.00427274-0.000603343j -0.000497431+0.00609367j -0.00187894+0.000408007j -2.89959e-05+0.00520249j 0.00202427-0.000724911j -0.00653173+0.000641812j -0.00176488+0.000434225j 0.00389229-0.00860582j 0.00310847-0.00134969j -0.00363365+0.000906143j -0.00218444-0.000798775j 0.00149426-0.00187333j -0.000642149-0.00101964j 0.00200685+0.00279707j -0.00355859+0.00199865j -0.00315024+0.00333883j 0.00131869-0.00127619j -0.00388491-0.00331678j -0.0038538-0.00257633j -0.00599462-0.00656408j 0.00441382+0.00105911j -0.00671488-0.0026901j -0.000970082+0.00680561j 0.00270867-0.00786481j -0.000332051+0.0022491j 0.00304249-0.00212464j -0.00176892+0.00675907j 0.00305395+0.0025591j -0.000450421-0.00857356j 0.00429344+0.000589403j -0.000990789+0.00149572j 0.000329285-0.00199666j 0.000281152-0.00222611j 0.00159844+0.00708439j 0.0013622+0.00352072j -0.00206936+0.00261436j 0.00427307-1.02131e-05j -0.00530653-0.0112531j -0.00268832+0.00525918j 0.00366196-0.00350829j -0.00282896-0.00213035j 0.00097686-0.00107959j 0.00196747+0.000335884j 0.00070739-0.00233861j -0.00117523-0.00178154j 0.000822374-0.000185994j 
0.000312989+0.000668538j -0.000456324-0.000130457j -0.00706265-0.000150481j 0.000578288-0.00161049j 0.00776127+0.00161336j -0.000165509-0.00244584j 0.0019718+0.00126302j 0.00396464-0.000432264j -0.00140446-0.00313661j 0.000582717-0.00543231j 0.00164153-0.00624644j -0.00116019+0.000394802j -0.00250278-0.0112812j 0.00162968+0.00425505j 0.00198236+0.00689684j -0.000224467+0.00532976j -0.000111557+0.00893687j 0.00182539-0.000155455j 0.00214222+0.00643413j -0.000174569-0.00121252j 0.000178929-0.00198726j -0.00874557+0.00350647j 0.0012604-0.00185202j 0.00144483-0.000694972j 0.00160757-0.00525643j -0.00243481-0.00423048j -8.02563e-05+1.42661e-05j -0.00125148-0.00712208j 0.000180903+0.000711437j -0.0014776+0.00518706j 0.00185013+0.00732754j 0.000673313+0.00334113j 0.00469382-0.000513689j 0.00254574-0.00123448j 0.000872345+0.00286273j 0.00047888+0.00217022j 0.00320297-0.000542195j 0.00598194+0.00388889j 0.0122176-0.000976961j -0.00805654-0.0042725j 0.00370646-0.00298056j 0.00212049+0.0108652j -0.00950622-0.0012982j -0.00640331-0.000392563j -0.000459676-0.000336254j -0.00138961+0.000932204j -0.00259189+0.00463072j -0.000516507-0.0112682j -0.0111065+0.00434418j -0.0118289+0.000357863j -0.00113433+0.00205044j 0.00526967+0.00292663j 0.00831543-0.00203659j 0.00066643-0.00196938j 0.0024226-0.00267929j 0.0018181-0.00181406j 0.000920666-7.24963e-05j -0.00494601+0.00160163j -0.00149518-0.00433637j -0.00317459-0.000907467j -0.00639343-0.00187705j -0.000519149-0.00259814j 0.00119551-0.000741237j -4.93973e-05-0.00275228j -0.00133702+0.00133812j -0.002003-0.00384503j 0.00473441-0.00134196j -0.00158784-0.00355312j 0.000218454+0.00423776j -6.72157e-05-0.00235697j 0.00235456+0.00375693j 0.00214674+0.00258296j 0.00274604+0.000726797j 0.00110542+0.00189861j -0.00080204-0.00312922j -0.000913539-0.00120139j 0.00573506-0.00371313j 0.00269707-0.000858367j -0.00270633+3.04652e-05j -0.00172528+0.00420563j 0.000449003+0.00320184j -0.000640782+0.00139898j 0.00433165+0.00383602j -0.000842396-0.00384905j -0.000917896+0.00454817j -0.000195442-0.00178653j -0.00304939-0.0026278j 0.0012797+0.000752918j -0.00252721-0.00027066j 0.000591679-0.000887691j 0.00076677-0.000198075j 9.23686e-05+0.0017543j 
0.00042843-0.000469847j -0.000293276-0.000356563j -0.00614687+0.00216802j 0.00126855-0.00231408j 0.00344061+0.000607524j -0.00058653-0.00339327j -2.58526e-05+0.00268386j 0.00135426+0.00104324j 0.00204853+0.00580979j 0.00230872-0.00510264j 0.0018251-0.00304083j 0.00370441-0.0026962j -0.00081325-0.00912374j 0.00410196+0.000647379j 0.000273008+0.00179103j 0.00306564+0.00739385j 0.00183922+0.00500234j 0.000751863-0.00842135j 0.00411057+0.00292614j 0.00264982+0.00235571j 0.00353584-0.00128463j -0.000237069+0.00506191j -0.00289043+0.000250207j 0.000781782-0.00388912j 0.00424733-0.00253566j 0.000520453-0.00225107j 0.000874191-0.00112462j -0.00298585+0.00674956j -0.00204027+0.00502133j 7.13728e-05+0.000111158j -0.00491463-0.00220608j -0.00557435+0.00194257j 0.00363146-0.000875159j -0.00172396+0.000378179j 0.00243717-0.00190745j 0.00105843+0.000552811j -0.000998965+0.00341976j 0.00156539-0.000383164j 0.00557629-0.00221531j -0.00511908-0.00363059j -0.00373103-0.000101333j 0.00294671+0.00636189j -0.00716622-0.00416362j 0.00468178-0.00265136j 0.00293101+0.000446262j -0.0023089+0.000576307j -0.00194322+0.00300007j 0.00188185-0.005096j -0.00461245+0.00257676j -0.00807803+0.000470248j 0.00401318-0.00197335j 0.00165366-0.00188775j 0.00225371-0.00198038j -0.00249034+0.000924203j -0.000782617+0.00383845j 0.00108025+0.00288046j -0.00270816-0.00232304j -0.00388409+0.00079557j 0.000337264+0.00576988j 0.000944437+0.00282416j 0.00235297+0.00135711j 0.000143777+0.00231997j -0.000451666+0.00232837j 1.24875e-05+0.000296486j 0.000404015-0.00213546j 0.00204149+0.00411143j -0.00285469+0.000226705j 0.00508102+0.00308687j 0.000490629-0.00354818j -0.000882502+0.00548038j -0.00310861-0.00369216j -0.00347402-0.00284121j -0.00247553+0.00116071j 0.00112652-4.2254e-05j 0.00201942+0.00217554j 0.00579214+0.000223491j -0.00398144+0.000700641j -0.0022683-0.000420499j 0.00532902-0.00325495j 0.00244109-0.00451667j -0.00119353-0.00637103j 0.00387724+0.00102398j -0.00318969-0.0046929j -0.00032194+0.00335114j 0.00156229-0.00342063j -0.00115569+0.00249818j 0.00200308+0.00143212j -0.000146702-0.0011146j 0.00249283-0.000408248j 0.000828787+0.000307771j -0.000647884-0.000885126j 0.000422227-0.00108982j 
0.000508257-0.000819341j 0.00193533+0.00146824j -0.000405934+0.000225752j -0.0012758+0.000901589j 0.00319722-0.000769347j 0.000753955-0.000790836j 0.00269226+0.00041813j -0.00227735-0.00139383j 0.000580448-0.00839851j -0.000374973+0.000555907j -0.00307859+0.000559521j -0.0029639+0.00454374j -0.000658636+0.000459146j -0.00214599-0.00100827j 0.00224533+0.0016884j -0.0049945-0.00251367j -0.00249396+0.00510575j -0.00276301+0.00693196j -0.000680337+0.00425169j -0.000586732-0.00333577j -0.00389192-0.000946718j -0.00580694-0.00154307j -0.00223546-0.00217743j 0.00195312+0.0012101j -0.00148464-0.0031704j -0.005517-0.00438701j -0.000196458-0.00521297j 0.00607576-0.00398314j 0.00874403-0.00429841j 0.00348522-0.00185192j 0.00630095+0.00456487j 0.00371499+0.00212475j 0.000487897+0.00430072j 0.00324564-0.00398232j -7.02792e-05-0.00600954j 0.000376303+0.00267385j -0.00133043-0.00448642j -0.00415486-0.00193121j 0.0020669-0.000517645j -0.000271959+0.00412574j 0.00298403+0.0032837j -0.00775643+0.0017551j -0.00560253+0.00338658j -0.00951053-0.000724129j -0.00465719+0.000870726j -0.00568456-0.0010891j 0.00174733+1.1898e-05j -0.00285698-0.00384994j 0.000191449-0.00145977j 0.00268991-0.00180174j -0.00649414+0.00636942j 0.00246301+0.00404843j 0.00585781+0.00144283j 0.000285367+0.0010942j -0.00293711-0.00150589j 0.00336459-0.00376619j 0.00288038+0.0032404j -0.00274333+0.00176613j -0.00184425-0.00640829j -0.00148171+0.00157331j -0.00255424-0.000369002j 0.0009926-0.00345909j 0.000225587-0.00148059j 0.000519967-4.83278e-06j 0.00127236+0.00613995j 0.00371493-0.000358939j -0.00116106-0.00134734j 0.000717305-0.000826283j 0.000353226-0.00230715j -0.00488435+0.00126478j 0.00155691-0.00226228j 0.00500369+0.00300775j 0.00295193-0.00873404j -0.000502827-0.000199911j 0.000356694+0.00551079j -0.00906711+0.0016247j 0.00465786+0.000997888j 0.00407241+0.00242129j -0.00687771+0.00394886j -0.00741914+0.00726476j 0.00338283+0.00413315j -0.00203211-0.00217165j 0.00532694+0.00533829j 0.00372049+0.00443934j 0.00113525-1.24832e-05j -0.00534173+0.00270085j 0.00341072-0.00117264j -0.00158205-0.00427384j -0.00287365-0.000893923j 0.00183355+0.00315496j -0.00132643+0.00157656j -0.00187889-0.00095591j 
