-0.0478419-0.0320972j -0.0343334-0.0289253j -0.0169356-0.0612952j -0.000752368+0.0434692j -0.00231308-0.0175615j -0.044387-0.0353586j -0.00286827+0.00940666j 0.0211944-0.0609601j 0.0452248-0.000916069j -0.00532475+0.00739095j -0.0337347-0.059442j -0.0423738-0.060045j 0.011123+0.0265002j -0.0374444-0.0184748j -0.0497898+0.035181j -0.0417843-0.0132338j 0.0174229-0.0339043j -0.0344261+0.0667087j -0.0521194-0.0562089j 0.0107931+0.00201982j -0.000373624+0.00775658j -0.0199338+0.0205748j -0.00681237+0.0127854j -0.00878105+0.0855303j -0.00706631-0.00328846j 0.0108194+0.0399022j 0.0294114+0.0386227j 0.019216-0.0062106j -0.00748426+0.0349027j -0.0267614-0.00477509j -0.0347055-0.00471909j -0.0126573-0.0073449j -0.0155864-0.0302948j -0.0402273-0.0281311j -0.0140772-0.0196184j 0.00803323+0.0195109j 0.00733185+0.0723985j -0.00400036-0.00999291j -0.0435107+0.0187746j -0.023048+0.00532847j 0.0230784+0.0232089j -0.0116235+0.0229493j 0.0187344-0.0286357j 0.0319652+0.0195713j -0.0111728-0.0320952j 0.0154771+0.0489049j -0.00726136-0.00189234j -0.0137706-0.0494327j 0.0209849+0.0196147j -0.0186708+0.0108201j -0.044691-0.0027192j 0.026372+0.0237961j 0.00894003+0.0391424j 0.00241489+0.0173632j 0.0124758-0.0212113j 8.43493e-05+0.00537149j -0.0461518-0.0614772j 0.0111196-0.0156488j -0.011971+0.00720167j 0.012287-0.0193017j 0.0330963-0.0115444j 0.0393808-0.00943419j 0.0137819-0.028896j 0.0176298-0.00948348j -0.0211923-0.00929129j 0.0684604-0.0378407j 0.0776428+0.0375029j -0.092565-0.0130149j -0.0122692+0.0122569j -0.0370772+0.0822625j 0.00088994+0.0143855j 0.0311224+0.00507955j -0.101046-0.0641372j -0.023875-0.0074834j 0.051073+0.185362j -0.0640235-0.0880195j -0.119807+0.0377842j 0.120873-0.0606181j -0.178335-0.11602j -0.0502162+0.06357j 0.0922541-0.0133754j 0.0372697+0.0733654j -0.0402613-0.107623j -0.0822076-0.0508975j -0.101205+0.0681683j 0.144212-0.0725388j 0.000569827-0.0524352j 0.0588059+0.010987j -0.0310722-0.00493261j 0.132395-0.0150711j 0.0487872+0.0782127j -0.0621033+0.0399168j -0.0789607+0.131335j 0.00163262-0.028588j -0.173043-0.121236j 0.107215-0.0524833j 0.00914123+0.0337735j 0.0919065-0.114645j 
-0.00925917-0.0297207j -0.0273994+0.00528026j -0.0155206-0.00469901j -0.0198409+0.0127097j -0.0265486-0.0953261j -0.0721992+0.0196137j 0.0526392+0.0741708j 0.0344672-0.0134381j -0.00619458+0.0427719j -0.0377116-0.0467267j -0.0800478-0.043199j 0.0364302-0.0467096j 0.0336148+0.025832j 0.0566286+0.050325j -0.134368+0.0341348j -0.0294111-0.0902359j -0.0962472-0.0405436j -0.012226-0.0159888j -0.0525183-0.0494403j 0.0816239-0.00713996j 0.100778+0.055682j 0.0458452-0.0372552j -0.00189551-0.00747669j 0.0903641+0.152151j -0.154484-0.225149j -0.0692637+0.0215689j 0.123014-0.0283481j -0.0645993+0.0568999j 0.111809+0.0139676j -0.00900077-0.0436392j -0.0086879+0.00690499j -0.118217-0.0467217j -0.1218-0.0393799j -0.0601102+0.065494j 0.0742677+0.0957995j -0.0895085+0.00747749j -0.0760608+0.0425739j 0.00333652+0.0247926j -0.0242151+0.0501264j 0.046104+0.00638731j 0.000997901-0.0191727j -0.078796+0.0881392j 0.0605413-0.073162j 0.00426509+0.0049499j 0.0416196-0.0642393j 0.0866301-0.0765677j -0.0290638+0.0336288j 0.0392956+0.0251089j -0.0165836-0.000561319j 0.0504925+0.0403407j -0.0612102+0.0322082j -0.0184016-0.079244j 0.076876-0.0101588j -0.0017847+0.0286467j 0.0747696-0.0711547j -0.0181244-0.0508987j 0.00744118+0.0227708j 0.0475752-0.0458728j -0.0428203+0.0181554j -0.041837-0.00207903j -0.0622528+0.0237788j -0.029285+0.0118193j -0.00851031+0.0276187j 0.0438664-0.0088827j -0.0307223+0.0164765j 0.00564589-0.0488513j -0.039384+0.0243251j -0.0275388-0.0232454j -0.0171717+0.0278334j -0.0915211+0.0134142j -0.0464432+0.00357892j 0.0264634-0.00449759j 0.0011998-0.0306501j -0.0206638+0.0261122j -0.0173395+0.0231376j 0.0359297+0.0504876j 0.00234417+0.0130829j 0.00924095+0.0169554j 0.0100376-0.0023839j -0.0193896-0.00756416j 0.00866499-0.0113853j 0.063744-0.0112473j 0.000461884+0.0032807j 0.0182414+0.00476298j -0.0338446-0.0380809j -0.00440055-0.018884j -0.00982706+0.0185052j -0.00754576+0.0240233j -0.0182897+0.0180114j -0.0336073+0.00702626j 0.0156559-0.00267468j -0.0320306+0.00680341j -0.0409331+0.0165074j 0.0116115+0.00490103j 0.00620514+0.00452087j 0.0108951-0.0095876j -0.0039636-0.0046437j 0.00015627+0.0117002j 
-0.0212828+0.0143266j 0.0186165+0.0428416j -0.0520387-0.0272457j -0.0178137+0.0663962j -0.104557-0.00302364j 0.0222801+0.024855j -0.0326547+0.00594547j 0.0710681-0.0900435j -0.0212038-0.0781691j 0.0400366+0.0968272j 0.00500716+0.0146065j -0.111654-0.0377538j 0.0335748-0.0306589j 0.0429256+0.0670808j -0.0866948-0.044363j -0.0480176+0.0215979j 0.00199333-0.0238624j -0.0687167+0.0791008j -0.133151-0.0324166j -0.148361-0.0418516j -0.069913+0.147742j -0.0635701+0.194921j -0.0687115-0.047829j -0.0141563-0.00347515j -0.186958+0.0932668j 0.0549218+0.0953828j -0.0986108+0.105407j 0.0409151+0.100995j 0.0503864-0.0572072j -0.143727+0.000908513j 0.0447669-0.0786026j 0.0209393-0.100474j 0.0328612-0.107052j -0.169356-0.135327j -0.0548652-0.0471293j -0.046812-0.0630274j -0.166899-0.0134288j -0.0581487+0.0258725j 0.0593315+0.078447j 0.0950345-0.0380257j 0.00962811-0.0730909j -0.0332057-0.0845695j -0.047847-0.00948892j 0.0270712-0.003289j -0.0674999+0.0321702j -0.0241825+0.0681839j -0.0572199+0.0115665j 0.0226825+0.0308245j -0.0236095+0.0716739j 0.0130328+0.0698095j -0.0584091+0.0293099j 0.0561713-0.0266578j 0.00305998+0.0229119j 0.0642652+0.00297046j -0.0520219-0.0449789j -0.00662244-0.0106244j -0.0312022-0.00280317j 0.0279115-0.0410639j -0.0599411+0.0256676j -0.0431362+0.0920817j -0.0303108-0.00193321j 0.00328853-0.0183419j -0.0141258+0.0200781j -0.00264036+0.00294151j 0.0356806+0.0107985j -0.00711927+0.0129695j -0.0100171-0.0584444j 0.0503778-0.022547j 0.0220656+0.0426425j -0.033882-0.0174691j 0.0186327-0.039708j -0.0166691+0.0062396j -0.0419844-0.00131156j 0.03309-0.0420791j 0.034707+0.0342476j -0.0169233-0.00412629j -0.0316087+0.0370876j 0.0250904-0.0404998j 0.000526676-0.00165104j -0.0104589+0.0452521j 0.025627-0.0373202j 0.0143755+0.00550641j -0.00614011-0.0312304j -0.0090164+0.0298251j 0.0314228+0.00797882j 0.00314425-0.0559263j -0.0322329+0.00391753j 0.0139245-0.00492061j -0.0126221-0.0151784j 0.0262629-0.0453743j -0.0110674+0.0283803j -0.0174544-0.00823637j -0.0123807+0.0328162j 0.0118823+0.00656181j 0.00786195+0.00756589j 0.0031178-0.0359521j -0.00393045-0.00716805j -0.00700018-0.0311596j 
-0.0147777-0.00465314j 0.00951462+0.0093856j 0.0151208-0.0317129j -0.0218773-0.00851862j -0.0195076-0.051003j -0.0126003+0.0736063j 0.0816072-0.0295364j 0.0205307+0.00907031j -0.0125587+0.0644966j -0.010704-0.00270185j 0.00797035+0.0265818j -0.0480744+0.0544375j -0.0287173-0.0132698j 0.00936313-0.00376554j 0.0284199-0.107645j 0.0715933-0.0020287j 0.0396583-0.0568443j -0.115434-0.0266996j 0.0155645-0.147714j 0.0766939-0.0346186j 0.0508821-0.12175j 0.0320238+0.0667385j -0.0532175+0.0784803j 0.088396-0.0469821j -0.0725008-0.127574j 0.0269495+0.0560902j 0.071616-0.142027j 0.158511+0.0543667j 0.145359-0.106582j -0.180961+0.133965j 0.0486669+0.00531541j -0.0435314-0.0369137j 0.1842+0.0472469j -0.0301268+0.113099j 0.0448981-0.0172143j -0.00644291-0.0105822j 0.0345139+0.0765914j -0.00991434+0.166131j 0.0414206-0.00665281j 0.0306046-0.0271667j -0.047612+0.0187075j -0.00262618-0.108839j -0.0553027-0.018637j 0.0201073+0.0162208j 0.034163+0.0446201j 0.0172468+0.0405332j 0.00948504-0.0547985j 0.0234481+0.0542149j -0.0088821+0.0378085j -0.0932419+0.0310707j -0.0546806-0.0981963j 0.0105482+0.011402j 0.00463211+0.00442694j -0.0197833-0.0373401j 0.00638253+0.0131121j 0.00605166-0.00596476j -0.00764727+0.102553j 0.000786496+0.0251752j 0.0346884+0.0258532j 0.00854627+0.0387026j 0.0146294+0.019384j -0.0340128+0.00529561j 0.0381991+0.01885j -0.0314276+0.00632175j -0.0246769+0.00141948j -0.0135363+0.0293074j 0.0140289+0.0461915j -0.0296041-0.011654j -0.0234197-0.0251741j -0.0136821-0.0288631j 0.00840629-0.00907155j 0.0469322+0.0426246j 0.011563+0.0143917j 0.0134779-0.0113628j -0.0213658-0.0478201j -0.00467447+0.0134694j -0.0329997-0.0237975j 0.0440569-0.000400061j -0.0157286-0.053436j -0.0383488-0.00757814j 0.0146214+0.0177203j -0.0230892-0.0180865j -0.0111716+0.00423997j -0.00728447+0.0195215j -0.0152709-0.0627145j -0.0162221+0.0021338j -0.00374392+0.0314767j -0.00894885-0.00197791j -0.0122016-0.00472541j -0.0213785+0.0249087j -0.0063916+0.00266509j 0.0146099+0.00187542j -0.022466-0.0189511j -0.00578522+0.00855669j -0.0103126-0.00961129j 0.0308393+0.0249755j -0.00488814-0.0220788j 0.00788041+0.0256359j 
0.0210711-0.0330296j -0.0638673-0.0295082j 0.00225744-0.0271301j -0.0188456-0.0246402j -0.0118324+0.01903j 0.0238783+0.0248921j -0.00523945-0.00453577j 0.00290352-0.0407019j -0.0118513+0.0159589j -0.0960895-0.00862757j -0.0300058+0.0141076j 0.0342095-0.0279355j 0.10914-0.00853654j 0.00479807-0.106149j 0.00197782+0.0391786j 0.065412+0.0882274j 0.0369284+0.0115591j 0.00411317+0.0628642j -0.127725+0.149602j 0.0584052+0.0560771j 0.00527279-0.08168j -0.0374751+0.0649291j -0.0337386+0.0792765j -0.0168992+0.0854175j -0.143344+0.0105217j -0.0173143+0.103901j -0.0963063-0.0147555j -0.0232695+0.0667264j 0.0590269-0.00149115j -0.0889131+0.0150369j 0.0725557-0.0499908j -0.106608+0.0689918j 0.0594112+0.0523388j 0.00936749+0.0386089j 0.0549947-0.0228204j -0.0686462+0.092786j 0.00416226+0.0276794j 0.030093+0.0671902j 0.0421449+0.0824373j -0.0347995-0.04108j -0.0529636+0.0854658j 0.0346957+0.0790305j 0.0666952+0.0135478j -0.0255403+0.055586j 0.0637033+0.0251146j 0.0895021+0.0623081j -0.0489303-0.0785651j -0.0561527-0.0232278j -0.0674341-0.00624464j 0.0341105+0.0360611j -0.0202525+0.0762014j 0.00925744+0.00298904j -0.0335211+0.00268614j 0.0398207+0.0413461j -0.00895403-0.0583699j 0.00514562-0.0280174j 0.0431984+0.0231682j 0.0181184-0.0238162j -0.0112966+0.00438389j -0.00241517-0.0298256j 0.037321-0.00255761j 0.00329722+0.0568746j -0.0227933+0.0205321j 0.0127451+0.0227287j 0.0239882+0.0208887j -0.000942789+0.00460654j -0.016233+0.00734006j 0.0102877+0.00428782j 0.034513-0.0103941j 0.00147457+0.0536386j -0.000920905+0.0112192j -0.005309-0.0324785j 0.0119819-0.0215472j -0.0195074+0.0277839j 0.00541912+0.0408894j 0.0534339+0.0118751j 0.0360694-0.000522307j -0.0498335-0.0142411j -0.000288747-0.0313821j 0.00578539+0.0114022j -0.00200782+0.00597198j 0.0272306-0.00704546j 0.0362052+0.0453841j 0.0109736-0.0280308j 0.00715479+0.0550626j 0.0284725+0.0234695j 0.0357317-0.00762435j 0.0305326-0.0134983j 0.016507+0.0374456j -0.00511984+0.0319773j 0.0196943-0.000836834j 0.00608248-0.00825898j 0.0176267+0.0403104j 0.00769101-0.0271666j 0.00960669-0.0046656j -0.0295129-0.0155341j 0.0164417+0.0499549j -0.00303281+0.00362294j 
0.112865+0.0268462j 0.0260008-0.0759841j -0.00975261+0.0333031j 0.0486163+0.00632351j -0.0512637-0.0174251j 5.0092e-05+0.0152951j -0.0146683-0.000743389j 0.0346949-0.0925836j -0.130087+0.00785147j -0.0165955-0.0445013j 0.0781676-0.0346268j 0.0661042-0.0207109j -2.45199e-05+0.158494j 0.229503+0.0347545j 0.0543591+0.0898448j -0.0999309-0.0384887j 0.0657593+0.0338314j 0.0487738-0.114355j -0.0335454+0.0697166j -0.0153024-0.0501563j -0.0672389+0.0194567j -0.0781839+0.075813j -0.0856269+0.0733715j 0.0702058-0.0906009j -0.0335901+0.0548713j 0.0526314+0.0708185j -0.00575602+0.186853j -0.0968614+0.0382354j 0.0309572-0.0767512j -0.0772885-0.106743j -0.107215-0.0182702j -0.0178005-0.0308702j 0.091482-0.0964645j 0.00874924+0.0142706j -0.0290282-0.0783767j -0.0032284+0.0973057j 0.0141005+0.0513677j 0.0255131-0.106889j 0.0342108+0.0284589j 0.0370264-0.0872849j 0.0530627+0.144939j 0.0342213-0.02213j 0.0884845-0.0653846j 0.0250992+0.0941746j -0.045399+0.00572088j -0.0159982+0.016529j -0.021512+0.0414479j -0.038308-0.0460481j 0.052159-0.0419354j -0.0268575-0.0332996j 0.014282+0.0421996j -0.0102163-0.0525915j 0.0123169-0.0389328j 0.0271425-0.0117361j 0.00645565+0.0778526j 0.0216299+0.0314134j -0.0526151-0.00489652j -0.0134872-0.0325383j -0.00952795-0.0128858j -0.033358-0.0411084j -0.0193907-0.0268372j 0.0642514-0.0818057j -0.0376831-0.0016177j -0.0116737-0.019984j 0.0181609-0.0896013j -0.00410006+0.023389j 0.040379+0.0225768j -0.0329772-0.0113475j -0.0426908-0.0501226j 0.0162963+0.0489489j 0.00667837+0.0304489j 0.0117528-0.022559j -0.000830192-0.0308829j 0.0437332-0.0411024j -0.00818315-0.00813191j -0.00367272-0.0137568j -0.0743157-0.0124794j 0.0898238+0.0645421j -0.020809-0.0391511j -0.0100656-0.0398991j -0.0167693+0.0261592j -0.0173593-0.0413138j 0.0238782+0.0315871j 0.00877742-0.0202979j 0.0639275-0.00124317j 0.00709982-0.00251716j -0.0140504-0.00964406j 0.00554875-0.00504961j -0.0164397+0.0277849j 0.00928524+0.00599339j -0.0403137+0.0144868j 0.00207336+0.0417046j -0.0180673+0.0038548j -0.0163519+0.0157347j -0.0212719-0.0101706j 0.0369055+0.0464585j 0.0103656+0.0205094j -0.0261336-0.0101146j 
-0.036405+0.0728896j 0.0611866+0.0385206j -0.0444322+0.070191j 0.0895026+0.0506787j -0.03913+0.0359867j -0.00622786+0.0384628j 0.000952077+0.0566626j -0.0522531+0.00141748j -0.00778332-0.0349561j 0.0700763+0.0393702j -0.0418646+0.110431j -0.040539+0.080963j -0.0773219+0.00839335j 0.0221083+0.108559j 0.101607+0.0598431j -0.185216+0.0389723j 0.0289826-0.0554021j -0.00421723-0.0783888j -0.0917634+0.110719j -0.18718+0.0268484j -0.00643435+0.188304j 0.0740437+0.0763534j -0.0659045-0.095503j -0.0344328-0.0479163j 0.03318-0.0324376j -0.0178351-0.00142634j 0.184766-0.0512577j -0.0757024-0.00622738j -0.098347+0.018137j 0.080315+0.00265923j 0.0106053-0.0147083j 0.0966937-0.0260359j 0.0113736-0.0397451j 0.0584449-0.0307018j -0.0243737-0.0722347j -0.0493204-0.0561089j -0.00149747+0.022314j -0.0849264-0.0443421j 0.0999197-0.0617046j 0.0550234+0.0933264j 0.0778432-0.0863841j 0.0258377-0.0856272j -0.121646+0.0792385j 0.0142507-0.00233474j 0.00646689+0.0172039j -0.0472284+0.035375j 0.0577795-0.00192733j -0.00125894+0.0769762j 0.0204539+0.0589003j -0.0456726-0.00111576j 0.0036066-0.0458899j 0.0128575+0.0671534j -0.0741259-0.016075j -0.0679393+0.0053516j 0.0592507-0.0100657j -0.00461276+0.0495288j 0.00779159-0.0147878j -0.00784447+0.000830341j -0.0202179-0.0228694j -0.0212057+0.000984983j 0.0126389-0.00150238j -0.0181535-0.0107361j 0.0352011-0.0206011j -0.00716366+0.050256j -0.075719+0.0338576j 0.0594443+0.0146126j 0.0328382-0.011323j -0.0101448-0.0183093j -0.0140057-0.0164106j -0.00798919-0.0179251j -0.00385072-0.0103999j -0.0176199+0.0110641j 0.0171074-0.00322009j -0.00256333+0.00819183j -0.000163985+0.00173713j 0.0174272-0.0486193j -0.0253219-0.0318894j 0.0192307+0.0159096j -0.010957-0.0137936j -0.0509487-0.000960984j 0.00260438+0.041923j -0.0127383+0.0157022j 0.0072289+0.0114427j -0.0062492-0.00883363j 0.00334437+0.0434152j 0.00479973+0.0146882j -0.00814109-0.00988991j -0.0231881-0.0324996j 0.0498665+0.0118003j -0.031693+0.0276535j 0.000795897+0.00855098j 0.0174143-0.0265126j -0.0155668-0.0278337j -0.00928026-0.0146287j -0.0119137-0.0144606j 0.00973307+0.0183397j 0.0192985+0.0154464j 0.0033087+0.00943048j 
0.0190943+0.074128j 0.0860001-0.0392347j 0.0128335+0.00704879j -0.0379076-0.0416228j 0.0201595-0.0343918j -0.0282563+0.0307203j 0.0271391-0.00908361j 0.0121312+0.00729724j 0.0308417-0.0134416j 0.0581363-0.0825496j 0.0112694+0.00960745j 0.0217792+0.136382j -0.194114+0.0512563j 0.00962607+0.0831497j 0.000708626-0.0217025j -0.0045466+0.0898425j 0.0426102-0.0301119j -0.0887373-0.0726813j 0.141929-0.0572955j 0.0448204-0.125152j -0.136282-0.0252752j -0.228655+0.0266683j 0.0608324+0.00630749j 0.0186416-0.0180659j 0.0349403-0.111194j -0.0511093+0.046445j 0.109609+0.00197448j 0.0379328-0.145923j -0.0241696-0.0760394j -0.0778297-0.0084787j -0.0774791+0.0141811j 0.0206966-0.125875j 0.0787026-0.0397239j 0.0488176+0.0579814j -0.0402641-0.00506695j -0.015754-0.110667j 0.078133+0.00105921j -0.00243209+0.0236929j 0.077345-0.0196084j -0.00579164+0.0503767j 0.0198308+0.0218689j 0.0317895-0.0858388j 0.0240511-0.0652543j -0.10217+0.0131612j 0.0178253+0.0262263j -0.0708452+0.0193925j 0.0389564-0.0208582j -0.0521335+0.0379847j 0.0123039-0.00224884j 0.0452555+0.0566462j 0.00553076+0.0131691j -0.0554239-0.0191727j -0.0363291-0.0271264j -0.0127212-0.0633446j 0.00534574+0.0515075j 0.0199878+0.0485611j 0.0189966-0.0539392j -0.00213455+0.047598j 0.0363585-0.0287987j -0.0524185+0.0141165j 0.0796185+0.0419068j -0.098873+0.0139886j 0.036536-0.043908j -0.0349176+0.000121617j -0.0469082-0.00516407j 0.00884427+0.00295193j 0.0866765-0.00979181j -0.0580058+0.0142108j 0.0144862+0.0306552j 0.0540165-0.0115329j 0.0216379-0.0355085j 0.0167598-0.0259509j -0.0604371+0.0113494j -0.0129636-0.0158224j 0.00485788-0.0110503j -0.0136338+0.0533937j -0.00877078+0.017076j 0.0329537-0.00363427j -0.0411898+0.0152365j 0.0110474-0.00562436j 0.0500431-0.034255j -0.0229216+0.0368846j 0.0264276+0.0252151j -0.00616049-0.00906533j -0.0126358+0.0345804j -0.0124519+0.0286623j 0.0582016+0.0245979j 0.00315302+0.0279625j 0.0456991+0.030514j 0.0459941+0.00641477j 0.0420019+0.0277293j 0.0197423-0.00128263j 0.00613521-0.00444233j -0.0106547+0.0320207j -0.0343977+0.00845358j 0.00707918-0.0218171j -0.00313872+0.0192878j 0.00674413+0.000940382j 
-0.0481492-0.0186316j -0.01021+0.0318752j 0.00865324+0.0134456j 0.0333743-0.0257565j 0.00555627-0.0312016j -0.0527338+0.0229508j 0.0160363+0.0115561j 0.024827+0.00164664j 0.0549043+0.0707295j 0.0475917+0.00517943j -0.020737+0.0128314j -0.0741357+0.116298j -0.0110786-0.0704287j -0.00587398+0.00427289j -0.130473+0.0234203j -0.0753792-0.019924j -0.0138948-0.0142295j -0.00426438-0.00478334j -0.15552-0.00446972j 0.00308633+0.00193934j 0.0204205+0.00430173j 0.0715003-0.0157198j -0.025348+0.00718336j -0.0555646-0.000414219j 0.0139077-0.0648806j -0.036308-0.0170898j 0.0254763+0.0250869j 0.0566908+0.0163638j 0.00654794-0.0755955j 0.05822+0.0339256j -0.0127215+0.0540696j -0.0559077+0.0117245j -0.0835135+0.0401058j -0.128264+0.0668506j 0.0574168+0.00300035j -0.00562274-0.047428j -0.00371501+0.000392608j -0.000846548+0.0459015j -0.0365394+0.0134061j -0.0191418+0.0806615j -0.0368568-0.0257629j -0.0893176+0.0435865j -0.0530277-0.0382776j -0.00969166+0.0369996j 0.0148825+0.0635146j -0.0414003+0.0292253j 0.000366249+0.068513j 0.0795019+0.00579005j -0.0176738-0.0226762j -0.0425236-0.00743827j -0.0532724-0.06597j 0.00673865-0.0131914j 0.0513544-0.00875398j -0.0546199-0.0399571j 0.0281915+0.0131741j -0.0432138+0.00557886j -0.0118832+0.0373694j 0.0183383+0.00777888j -0.0232153+0.0247295j 0.0360798+0.0144939j -0.00754422+0.0211165j 0.0139145-0.0438894j 0.0749171+0.0347149j 0.00722109-0.0155509j -0.0252604-0.00474094j 0.0263798+0.00434912j 0.0186713+0.00570196j -0.0540024-0.0119656j -0.0246081+0.01626j -0.0552101-0.0110959j -0.0015385-0.00325651j 0.0480915+0.017693j -0.0597707+0.00831795j -0.0113013+0.00907754j -0.0636128-0.0117558j -0.0119316+0.0358763j -0.0246823-0.00525517j 0.0283712-0.0023378j -0.00320898-0.0412606j -0.0240803-0.00294299j 0.029133+0.00849249j 0.00898404-0.00966512j -0.0272422+0.0163061j -0.0213231-0.00304849j -0.068284-0.037097j 0.0638368+0.0426337j -0.0160753+0.0641035j -0.0169664-0.00826076j -0.0164027+0.0257874j 0.0134324+0.0180361j -0.0100811+0.0053805j -0.0283136-0.0154185j -0.0342456-0.0228343j -0.0245939-0.00516818j -0.0209512+0.000493119j 0.0500159-0.00623119j 0.0121608-0.00585612j 0.0426068+0.0499275j 
0.0475752+0.00976811j 0.0260064-0.0724712j 0.0354595+0.0242518j 0.0148909+0.0063193j 0.00624875+0.00486257j 0.0242056+0.0156845j 0.0582513-0.07065j 0.0354848+0.045065j -0.0854619+0.0261627j 0.0101918-0.179241j 0.00526356+0.00021314j 0.0652826+0.0342636j 0.0846941+0.159682j 0.145597-0.0881414j 0.0617807+0.0459349j -0.0625989+0.0504208j -0.0287471+0.00724743j -0.0300445-0.00357173j 0.027977-0.123571j -0.00154385-0.0832941j 0.0895746-0.0213301j -0.0128753-0.0442388j -0.0826789+0.00570123j -0.0321269-0.0944992j -0.0475892+0.023801j -0.0960627-0.0134718j 0.0521394-0.116096j 0.0124385-0.0694752j 0.00546329-0.0165443j -0.067781+0.00720073j -0.0112126+0.0728173j -0.00460625+0.00202956j -0.0452339-0.00875708j 0.0335337+0.0790796j -0.0447484-0.0412606j 0.0210216+0.0102764j -0.0296614+0.00983541j -0.02322-0.0194617j 0.0157757+0.0135314j -0.0455616+0.0686967j -0.00564605+0.0562991j -0.011404+0.00374803j 0.0337151-0.0496781j 0.0375162+0.0322847j -0.0142195-0.0401932j -0.0343223-0.0388183j 0.0775195-0.00126756j 0.0274148-0.0100933j 0.00133189-0.0543148j -0.0435532-0.0154717j -0.0224674+0.00546617j -0.0379172+0.00576505j 0.0267565-0.0511024j 0.024638+0.00437705j -0.0101207+0.0551581j 0.0518637+0.00740486j -0.0169893+0.00940197j -0.0286034+0.0367888j 0.0217772+0.00729447j -0.0137966+0.03353j -0.035704+0.0124869j -0.0318039-0.0406752j -0.00354021-0.0194821j 0.00426404-0.0034377j 0.0499866-0.0174751j -0.0109241+0.0242148j -0.0245399-0.00784384j 0.0171948-0.00544198j 0.0110538+0.0223571j 0.0116674-0.0387381j 0.0202425-0.0140637j -0.0100076-0.0181489j 0.0186484+0.0207081j 0.0216718-0.0511098j 0.0156244-0.0366913j -0.0118736+0.0122337j 0.0215674-0.00427614j -0.0376976+0.0116733j 0.0523356+0.0412005j 0.0163635-0.0385235j -0.00986831-0.00801234j 0.00299977+0.014642j -0.0290558+0.00367688j 0.0085293+0.00776837j -0.0644301-0.0457895j -0.0166698-0.00351839j 0.0382572+0.0235948j 0.0272094+0.0401363j -0.0285355-0.0166609j 0.00477341-0.015851j -0.0207807+0.0176194j 0.00525742+0.0212803j -0.00987952-0.02754j -0.00679917+0.0224667j 0.0120614-0.00940587j -0.0323415+0.00152063j -0.0472245-0.0351865j 0.0299057+0.0010323j 
0.0135989-0.0536951j -0.0170755-0.00105168j -0.0327459-0.0272425j -0.0654904+0.0014947j 0.0578138-0.0313225j 0.0488375-0.0481107j 0.015028-0.0973235j 0.0441847+0.0207589j 0.0314469+0.134682j -0.0390037+0.0161625j -0.0847909-0.0691016j -0.0964807-0.0736016j 0.108828-0.090291j -0.041928-0.098054j -0.0595777+0.00363098j 0.0415848-0.129799j -0.0333426+0.0674342j -0.051616-0.000731287j 0.120189-0.129675j -0.0291887-0.0213779j -0.0292603-0.0924047j -0.00634462-0.0339056j 0.0348034-0.0128933j -0.00156243-0.0700398j 0.0413197+0.0183158j 0.0311893-0.0810045j -0.00689243-0.0195022j 0.0842219-0.115791j 0.0433124-0.0660004j -0.0578719+0.0902531j 0.00426562+0.0621642j 0.0025503-0.0199757j -0.0984629+0.0550209j -0.0802017-0.0257762j -0.0610631+0.0746481j 0.0254024+0.0192792j -0.015162-0.0239947j -0.0256578+0.0155973j -0.00455257+0.00430663j 0.0158556-0.0219939j 0.0554091+0.0104151j -0.0396752+0.017843j -0.0125137-0.00055891j 0.00662452-0.0226022j -0.0315086-0.00493642j -0.0450839-0.0431948j -0.00318385+0.0195939j 0.0105753-0.0405744j -0.0268303-0.0173218j -0.059978-0.0568033j -0.0161821+0.0321937j 0.015084-0.0368568j 0.0193494+0.0256941j 0.0419266+0.023699j 0.0608377+0.0370952j 0.000897951+0.0187513j -0.0282716+0.0492665j -0.00292818-0.0453148j -0.0188902+0.00906515j -0.0374439-0.0175402j -0.0455256+0.0299884j -0.0189265+0.0211544j 0.0210485+0.0205749j -0.0103529-0.0217251j -0.0104119-0.0317911j -0.0156747-0.0156873j -0.0019155+0.00297973j -0.0262436+0.038834j -0.0424712-0.0414042j -0.0115645+0.0261542j 0.0193462+0.0673941j 0.0319572-0.0206867j -0.0772367-0.0030786j 0.0303131-0.0244731j 0.0535211-0.0218896j -0.0676423+2.45111e-05j -0.0406074+0.0274251j 0.0497439-0.0102164j -0.0166179-0.00806734j -0.0327373+0.00530359j 0.0320134-0.00228728j 0.0329741-0.0302434j -0.0387187-0.0189338j -0.0200959+0.00277221j 0.00617368-0.0284587j -0.0473027+0.00289524j -0.0403011-0.0219242j 0.0117637+0.00901698j -0.022817+0.0159876j -0.00695239+0.000757082j -0.00326064-0.00352357j 0.0117725+0.022691j -0.0294308+0.0141199j -0.0314455+0.0233935j -0.0669736+0.0038446j 0.029515+0.0221456j -0.0244697+0.00172823j -0.0298594-0.00529197j 
