-0.0243287-0.0674128j 0.110943+0.057323j -0.0881491+0.0669878j -0.069511-0.0799208j -0.19847-0.114636j -0.113777+0.11455j 0.136412-0.0521809j -0.0756556-0.141709j -0.0667423-0.100001j -0.0918018+0.204543j 0.110004-0.123017j -0.0492969-0.0878502j -0.0833104-0.0126801j -0.150596+0.174847j 0.145709-0.0906678j -0.0147432+0.0214607j -0.00892852-0.0934943j -0.169288+0.191308j 0.0865639-0.201376j -0.102464-0.0503069j -0.0117461-0.0172745j 0.0396355+0.00261665j 0.00176186+0.0593301j 0.100662+0.031862j -0.0355525-0.0361897j -0.020918+0.0319311j -0.134486-0.00355068j -0.113839+0.0567307j 0.0224684+0.0305565j 0.000189821-0.0335652j 0.0361207+0.0832147j 0.110467+0.0348042j 0.0473648+0.0202508j -0.0951813-0.0106389j -0.0134246-0.0450637j -0.0207276+0.0043769j -0.00177917-0.0216675j 0.0045148+0.00350439j 0.00215453-0.0369573j -0.000997125+0.0147002j 0.0590717+0.00733177j -0.0213786-0.0151286j 0.0036543+0.0336977j 0.00450002+0.0116863j 0.00718235-0.0276477j 0.0248666+0.0457469j -0.0158281-0.059191j 0.00392507+0.0137408j -0.0467324-0.0182012j -0.0316202+0.0238962j 0.0410009-0.0220583j -0.00196516+0.0280748j 0.00420629-0.000805533j -0.00850146+0.0132855j 0.00736115+0.00226922j 0.0146852+0.00697455j 0.0320058+0.00286829j -0.000685651+0.00611645j -0.0211148+0.0116882j -0.0273792+0.0373395j -0.078251-0.00352759j 0.0329624+0.0283714j -0.0144845-0.00031327j -0.00727009-0.011189j -0.0219732+0.0240499j 0.0148027+0.0219663j -0.0169985+0.0148575j -0.0512461+0.0283906j 0.0173476+0.00580149j -0.00670612+0.010974j 0.0236943+0.00146286j -0.00258815-0.0163653j -0.0128189+0.0094687j 0.0190505+0.0229192j -0.0177147+0.0090133j -0.00155336+0.00816095j 0.0275662+0.0105368j 0.0395849+0.0351172j -0.0211603-0.0403063j 0.00899063+0.0267689j 0.00661171+0.0171952j 0.0118871-0.0133943j -0.0288059-0.0543778j -0.0164954-0.0333373j 0.00444432+0.0408099j 0.0240617-0.0205795j -0.0223663-0.0498004j 0.0381683-0.0171724j 0.0330448+0.0471384j 0.0174205-0.0055687j -0.0128586+0.00177878j 0.0048636-0.032187j -0.00894166-0.00891169j 0.0282257+0.0730403j -0.111979-0.0488227j 
0.00725776-0.00636051j -0.0164033+0.00548676j -0.0191061+0.00355409j 0.00282026+0.00198525j 0.0229171-0.0163588j 0.00950948-0.00502706j -0.00917752+0.00425913j 0.0115106+0.00985305j -0.00505712+0.00260887j -0.0048044-0.0117785j -0.00192065-0.000719746j -0.023317+0.023833j -0.00577554-0.00545145j 0.0137475-0.0137071j -0.011518+0.00877812j -0.018922+0.00350295j -0.00236505+0.000431459j -0.0181666+0.0166565j -0.0230974-0.0137631j 0.014103-0.00730444j 0.0229662-0.0153861j 0.0147552-0.00634359j 0.00717837-0.00216985j 0.0168403-0.0352997j -0.00518171+0.0009905j -0.0152413-0.0127241j -0.0134697-0.0179107j 0.00260194+0.0032022j 0.0118314-0.0272316j 0.00401301+0.0186043j -0.0341238-0.0133576j -0.0181891+0.0153077j 0.0135216+0.00755553j 0.0108788+0.0204522j 0.00986846-0.0183221j -0.00605175-0.0131737j -0.0234978-0.0097086j 0.0281208-0.00442856j 0.0205744+0.00421623j 0.00449875+0.0595664j 0.014435+0.0115603j -0.0564035+0.000771414j -0.0121623+0.0167359j 0.0469281-0.00578679j 0.0157511-0.0336657j -0.00430626+0.0223752j -0.0304666+0.00656515j -0.0207015+0.0168817j 0.022831+0.0183242j 0.0293322-0.0400953j -0.00116098-0.0338635j 0.00322688-0.00961621j -0.0176447+0.0241813j -0.040676+0.0146626j -0.00309908-0.00760937j -0.034523+0.0769334j -0.00520888+0.0221796j 0.0179813-0.0134399j 0.0111698-0.0405252j 0.0112275+0.0418548j 0.0501468+0.0196022j 0.0439376-0.0239524j -0.0319443-0.0190541j -0.055881+0.0123216j 0.0880038+0.00312831j -0.0390691-0.0716223j -0.0402735+0.012292j 0.0794076-0.00153968j 0.026349+0.0652275j -0.00536865+0.00158189j -0.00524717-0.0362306j 0.0115942-0.0324877j 0.0374641+0.0120475j -0.0645161-0.0143501j 0.0317376-0.0442151j -0.00519676-0.0225162j 0.017916-0.00232815j -0.0265966-0.00312749j -0.0312441-0.0326171j 0.0292119-0.00878591j -0.0146625-0.0331094j -0.0292489+0.013864j 0.0387575+0.0568505j -0.000510949-0.0412178j -0.0171668+0.0653948j 0.0525591+0.0507604j -0.0282757+0.00344069j 0.0620784+0.044324j -0.0462159-0.0155185j -0.0018797-0.0188091j -0.0123409+0.0886188j 0.0201384+0.0275802j 0.0176473-0.037688j -0.0226189+0.0179964j -0.00931101-0.0163327j 
-0.00951863-0.00450294j -0.012845-0.00361169j -0.0181101+0.00554375j -0.00119757-0.00236425j -0.000981481-0.000911745j -0.00148535+0.00489314j -0.00528512-0.000680731j 0.0127032+0.00130692j -0.00349875+0.00907189j -0.00127796-0.0045062j 0.0034366-0.000568763j 0.00478963+0.0089818j 0.00366787+0.000526867j -0.00690973+0.00139644j -0.0110556-0.00772449j -0.00755158+0.0159325j 0.00467178+0.00174375j -0.00864374-0.01728j -0.0194973+0.0199428j 0.0137131-0.0178086j 0.00812481+0.0104051j 0.0283752+0.00794289j 0.00871512-0.00822155j -0.00321266+0.00847808j -0.0139039-0.00256013j 0.0195011-0.0014188j 0.0192182+0.0130425j 0.00175221-0.00280488j 0.00390959+0.00985719j -0.0113615-0.0158189j -0.00844648-0.014481j 0.0060131+0.00228547j 0.0156555+0.000376917j 0.0161399+0.011614j -0.0133906-0.00924499j -0.0263503-0.010924j -0.0114637-0.0278592j 0.018375-0.00465821j 0.00942807+0.0148481j -0.0183089-0.0368731j -0.0249287+0.00303107j -0.00296846-0.00381757j 0.00400634-0.0346293j -0.0119111+0.0576816j -0.0295363+0.0615364j 0.00785858-0.00284472j -0.0117453-0.0525093j 0.0193922-0.00825683j 0.0178377-0.00970298j 0.0102786+0.0170089j 0.00522801+0.0457772j 0.0515791-0.0286284j 0.0361848-0.0172531j -0.0166391-0.0149358j 0.0778381-0.0372495j -0.00238504+0.0385029j 0.0207294-0.0335654j 0.0243188+0.0127307j 0.0340663-0.0268308j -0.0234731+0.00181011j 0.00858048-0.00306797j 0.00703761-0.0114376j -0.0403413-0.0264202j -0.00810164-0.024487j -0.013851-0.0043676j 0.0178455-0.0210853j 0.000499689-0.00228725j 0.0414525+0.0358593j -0.0403397+0.0547193j -0.0420185+0.0224075j 0.00159227-0.000649857j -0.0349555-0.00546445j 0.0122656+0.00925824j -0.0118641-0.0123924j 0.0367485-0.00747976j -0.0109965+0.0336729j -0.0433876+0.0100232j 0.0373487-0.0157033j -0.0210294-0.0160813j -0.064436+0.0396628j 0.0363149-0.0233518j -0.0122946-0.0330278j -0.0191704+0.00300491j 0.0588328-0.0351497j -0.0053558+0.00284248j 0.0265619+0.00793515j 0.0100999+0.0280111j 0.006214+0.0269477j -0.027858-0.0325658j 0.00198218+0.0257064j -0.00241541-0.0362646j 0.00834065+0.0102675j 0.00786501-0.0182402j -0.0275608-0.0199699j 0.00440501-0.0165019j 
0.008089-0.00261704j -0.019787+0.0246085j -0.0104573+0.0230404j -0.0141358+0.0107556j -0.0113236-0.0108776j -0.0153801+0.00439629j -0.000300585+0.00837273j 0.0195942+0.0159708j 0.0105005+0.00143883j -0.00860692-0.00583878j 0.00406466-0.0094178j 0.0145726+0.00742294j 0.000234643+0.00133591j -0.0100248-0.01033j -0.0144424+0.0158005j -0.00885674+0.00462888j 0.00575454+0.0117516j -0.00779096+0.0183001j -0.0300411+0.0133228j -0.00486371+0.0206438j 0.0526883+0.0382611j -0.021163-0.0018679j 0.00153926+0.00578082j 0.0159633-0.0011452j 0.00592556+0.0186209j -0.0139015-0.0216287j 0.0064101+0.0142985j 0.00667288+0.00175527j -0.0131093-0.0164779j -0.0361477+0.00811418j -0.0145918-0.0203212j -0.0111276+0.00587199j 0.0684387+0.0209299j 0.00704516+0.00670755j -7.24153e-05-0.0104034j -0.0639058-0.0259952j 0.00932948-0.00460141j 0.0630786-0.00492688j -0.0227499-0.00946026j -0.0566191+0.00280657j 0.0384981-0.055133j -0.0243553-0.0166122j -0.0191883+0.0574006j 0.0101146+0.0113162j 0.0264615+0.0110669j -0.0032512+0.0126151j -0.0517453+0.0380977j 0.0300993-0.0469872j -0.022892-0.0061059j -0.0218097-0.00218385j 0.0513983+0.0209113j 0.0207262-0.0191558j 0.0254506+0.0123723j 0.0133553+0.0198902j 0.155499-0.113659j 0.0422353-0.000309992j 0.0195848+0.0468083j 0.0595005+0.0114979j 0.0134213+0.099751j -0.0523905+0.0963475j -0.193983+0.0303992j 0.0372301+0.0322307j -0.0300969-0.0350606j 0.0101825+0.061215j -0.0585301-0.013952j 0.0414731-0.0727692j 0.0469848-0.00804698j -0.0470676-0.00755008j -0.0487579+0.0378656j 0.00170804-0.000591033j 0.00991653+0.0171053j 0.0139047-0.0298967j -0.0102138-0.0197495j -0.0668296-0.00627476j 0.029675-0.00157147j -0.0667405-0.0247081j 0.00477275-0.0102356j 0.0357411+0.0309931j -0.0425418+0.0258567j -0.047744-0.0039416j 0.0263787+0.027725j 0.0272436+0.00570203j -0.0183362+0.0465615j 0.135975+0.0364145j 0.000588135+0.041924j 0.00198725+0.046713j -0.017063-0.000764574j 0.0134256+0.0106818j -0.0144449+0.0049029j -0.00661657+0.00778145j 0.00957838+0.159908j 0.00152807+0.16614j 0.00139805+0.0106443j 0.00937218+0.0401753j -0.0150594-0.0106097j 
0.0115536-0.00662543j 0.013524-0.0055182j 0.0203099-0.0178351j -0.00349781-0.00147819j 0.00460085+0.0302189j 0.0203122+0.00552389j -0.00401049+0.00384669j -0.0123901+0.00289329j 0.00219331+0.0175366j 0.00404238-0.0138024j -0.00313558-0.0114327j 0.000523183+0.00819123j -0.0153247+0.00456044j -0.0043017-0.00284277j -0.000631072-0.0149767j -0.00415567+0.0053242j 0.00413683-0.00850239j -0.0143699-0.0244547j 0.0122652-0.00388666j 0.012545-0.0226687j -0.0408415+0.0217104j 0.00342472+0.0149857j 0.0211848+0.00333338j -0.0137636+0.041005j -0.00961242-0.00605321j 0.0273512+0.00933399j 0.0102003-0.0287643j -0.00189251-0.00697775j 0.000865056-0.00993979j -0.00405412-0.00911934j 0.0102989+0.0260553j -0.000302094-0.0111382j -0.0427296+0.00230454j -0.0479743+0.0322442j 0.011848+0.0434337j 0.0422288+0.00623645j 0.00989213+0.0112752j 0.00639854+0.0231926j 0.0246461-0.0179741j 0.0727192-0.0545973j -0.0319462+0.0312581j 0.038815-0.0418942j 0.00102582+0.000467243j 0.0205047+0.00979844j -0.0244153+0.0241981j 0.0361904-0.0334249j 0.0260508+0.0245107j -0.0134704+0.00996442j 0.0213243-0.0196633j 0.0178773-0.000929465j -0.0465204+0.0347186j -0.00693523+0.0372172j 0.0296324-0.0565871j -0.0259048-0.00926146j -0.040509+0.0224359j -0.0243411-0.0599763j 0.0418699+0.033516j 0.0129971-0.0347935j -0.00437521-0.0439741j 0.00160621-0.053277j 0.0679775-0.0303343j -0.00808645-0.0290298j -0.00646966+0.0508021j 0.0210077-0.0669486j 0.0202588-0.0108311j -0.0295767+0.063655j -0.0362217+0.0217005j -0.0341321-0.020803j 0.023827-0.0303137j 0.0105812-0.0154621j 0.0158711-0.0290752j -0.00610249+0.0426062j -0.0115743-0.00455287j 0.0486-0.0137131j 0.0199903-0.00852831j 0.0111274-0.0146269j 0.0186056-0.00668239j -0.0265147-0.0199811j 0.0449432-0.0146893j -0.0256163-0.0158984j -0.0142428+0.0113466j -0.00663607-0.00514947j 0.000402098+0.00108067j -0.0164941+0.00263054j 0.0084428-0.0611764j -0.0242374+0.0177181j 0.0332852+0.0273188j -0.0506485-0.0222408j 0.0417519+5.43985e-05j -0.00251594-0.0544802j -0.000196938-0.071817j -0.00058883-0.106363j 0.00463274+0.0327732j 0.00173058-0.0430894j 0.0347209+0.0234195j 
0.00677888-0.00107149j 0.0154394-0.00416938j -0.00272989-0.00834201j -0.00868456+0.00408531j 0.00574001+0.0105589j 0.00274177+0.00964995j -0.00136333+0.00686939j -0.00860445+0.00443201j 0.0105538+0.00456714j 0.00435564-0.00130794j 0.00963271-0.0105791j 0.0136679-0.00585482j 0.00901895+0.0031952j 0.0140197+0.0201062j 0.0112452+0.00469425j 0.00395755+0.0137961j -0.00946295-0.0143623j 0.0111967-0.00238446j 0.00505998-0.0134898j 0.0119552-0.0198571j -0.0146773+0.0155713j 0.00316486+0.0187208j 0.0152413+0.0096797j -0.0012505+0.044607j -0.00508387+0.00650085j 0.0057575+0.00392709j 0.00356641-0.0160233j -0.00474323+0.00592997j 0.0138358-0.00758009j -0.00765411-0.00529341j -0.00142715+0.0264612j 0.00228548-0.0016558j -0.00308981+0.00512085j -0.0382372+0.0269909j -0.00398169+0.0167576j 0.0178996+0.00199336j 0.00234358+0.0075205j 0.0189131+0.0103325j 0.0113891-0.0190899j 0.0320115-0.0626791j -0.0105702+0.0182257j 0.0362777-0.0370525j -0.0146959+0.0210408j 0.0221133+0.0239637j -0.0143069+0.0269717j 0.0290103-0.0195823j -0.00806289+0.0114278j -0.0017342+0.00296354j -0.0114052-0.0284791j 0.0136025-0.00953544j -0.00224112+0.037338j 0.00582584+0.0225065j 0.0312736-0.0401453j -0.0119274-0.000990131j 0.0163831-0.00474295j -0.0104065-0.0356552j 0.0317636+0.0371138j 0.0251742-0.0340798j 0.0111718-0.0241523j -0.0135051-0.0158363j -0.0154076-0.0192013j 0.00465095-0.0133222j -0.0222338+0.0104383j 0.0331132-0.0528878j -0.00944767-0.000763324j -0.000776453+0.0389177j -0.0371451+0.0161754j -0.0494531-0.0147816j -0.00229763-0.00378031j -0.00180347-0.0106114j 0.0273566-0.022274j -0.0037602+0.00869757j -0.0214289-0.0203151j 0.0267904-0.00284955j 0.0215038-0.0107348j -0.0144183-0.0121746j 0.0149092-0.00200216j -0.0132129-0.00402179j 0.0096795-0.0236668j -0.0245492-0.00541513j 0.00515285+0.0190845j 0.00665579-0.0145398j -0.0243428+0.00406689j 0.0392676-0.00166855j 0.017969-0.040569j -0.0127178+0.0157106j 0.0175856+0.0377617j -0.0217714-0.0234982j 0.034993+0.0114622j 0.00224477-0.0670327j 0.00444742-0.0338473j -0.00464575-0.071189j -0.00510443+0.0213512j 0.0166808-0.011752j 0.00723939+0.0109751j 
0.00768201-0.0115775j 0.0248314-0.0105512j 0.0232241-0.0165839j 0.00518107-0.0225195j -0.0076273+0.0156921j -0.000428065+0.00796384j -0.00542346-0.0115129j -0.00878734+0.00548198j -0.0166198-0.0210274j 0.00708677+0.00384142j 0.0109706+0.00211091j -0.0032249+0.00255323j -0.0156616-0.00187507j 0.00779181-0.00482792j 0.00309603-0.00433995j -0.00574087-0.00546248j -0.0142272+0.0058227j -0.0024026-0.0102159j 0.0222552-0.0159577j 0.0148628+0.0275835j -0.0366055-0.00536256j -0.00330514-0.0105166j -0.0277061+0.00355512j -0.0324792+0.0121104j -0.00892421+0.00358321j 0.0212272+0.0160586j 0.0118927-0.0257408j -0.0012473-0.00567705j 0.0136484-0.00627207j 0.00231043+0.00652891j -0.00653468+0.0177378j -0.00293178-0.00606802j -0.0405425-0.0208208j -0.0162061+0.0114359j -0.00328476+0.0167705j 0.052854+0.0167229j 0.0281955-0.0418997j 0.0653974-0.0058338j -0.0145441+0.00916375j 0.0709958-0.0557815j -0.0502055+0.00363803j 0.0876314+0.000803283j -0.0607061+0.0283112j -0.0865224-0.025208j 0.0267673+0.105674j 0.0418424-0.054231j -0.0320606-0.0314887j -0.0380123+0.00809647j -0.0028755-0.0440382j 0.00873649-0.0765037j -0.031352-0.0292118j 0.0238752-0.0338189j 0.0450587-0.0731286j -0.0276062-0.0081145j -0.0208273+0.0246309j -0.0206821-0.0685352j -0.000839337-0.0612213j 0.00445725-0.0245039j -0.0308056-0.00300733j -0.0256657+0.0176023j 0.0725709+0.00194177j -0.00272485-0.0818819j 0.103535+0.00839238j 0.0237486-0.0695656j -0.108396-0.0416234j 0.0833307+0.0654114j 0.103065-0.023636j 0.0956892-0.0604323j 0.0310414-0.0440586j -0.0289327+0.0715307j 0.0285141-0.00689125j -0.10043+0.00582486j -0.0999277+0.0120464j -0.00767577-0.0342416j 0.0138282+0.0153401j 0.0257015-0.00495325j 0.0209497+0.0434132j 0.0124409+0.16808j -0.00178966+0.00414628j 0.0175359+0.0956906j 0.135196+0.0131327j 0.0600891-0.0550703j 0.118425+0.0401127j 0.0275433+0.00921809j 0.0182943-0.0227194j 0.0125232-0.10482j 0.0328274+0.0322246j -0.0532574+0.0546636j -0.0293305+0.0184917j -0.00219612-0.142222j 0.00658074-0.131856j -0.00427016+0.0447497j -0.000378864-0.0880409j -0.0364414-0.0707733j 0.0289877-0.0340918j 
-0.0169923-0.0130634j 0.0285698-0.0132644j 0.008896-0.0164484j 0.0222409-0.00155616j 0.0169729+0.002316j 0.00561882-0.0077916j -0.0133125-0.0137953j 0.00451109-0.00847535j -0.0349438-0.0130197j 0.00816785+0.0150452j 0.00502354+0.00927368j -0.0254387+0.0211976j 0.00244837+0.00532927j 0.00732152+0.00307282j 0.00140367-0.0227213j -0.0190747+0.000699605j -0.00208772-0.010288j 0.00723466-0.0102766j -0.00486818-0.0141909j 0.0135801-0.00170092j -0.0355896-0.0257304j 0.0149099-0.0181113j -0.0141004-0.0114307j -0.0301646-0.00182556j 0.00485198+0.00239914j -0.00504005+0.0417153j -0.00708292-0.0227353j 0.00662786-0.00268234j 0.034584+0.0169938j 0.0248583-0.0384167j -0.0123751+0.0322804j 0.0101868+0.00987477j -0.0411027-0.0168519j -0.0115362+0.0269934j -0.0143928-0.0472014j 0.031779+0.0258032j 0.00838383+0.00712373j 0.0442317-0.00626091j 0.00874801+0.0431968j 0.0586851+0.0233312j -0.0363584+0.0958738j 0.0458829+0.050136j -0.0306474+0.00684098j -0.0243895-0.0238584j -0.0083501-0.0037237j 0.0316739-0.0254921j 0.022754-0.0776997j -0.0846267+0.0554966j 0.0747355+0.00430411j 0.0321078+0.0124539j -0.094273-0.0311067j 0.0286029-0.00411324j 0.00788162-0.036856j -0.0832037+0.0885109j -0.102119+0.0943046j -0.0440276+0.0493883j 0.0520382+0.0434753j 0.0687572-0.107808j -0.0544785-0.130766j -0.00384656-0.0488375j 0.270033-0.0490139j 0.00316742-0.0438449j 0.0604701+0.0247483j -0.0497824-0.0529722j 0.107494+0.00461619j -0.0952531+0.00219528j 0.00356308-0.00746587j 0.0760866+0.000990001j 0.0382631-0.0230191j -0.0495963+0.0255393j 0.0335585-0.0421813j -0.0619816+0.0352408j -0.0563169-0.0386295j 0.0291888-0.0258405j -0.0330399-0.0612477j 0.0387659-0.000499345j 0.0235556+0.000331404j 0.0292352+0.0282848j -0.00159728-0.0527459j -0.0694805+0.00262982j -0.035291-0.00369803j -0.0386367-0.0153013j 0.0596356+0.0572566j -0.122055-0.0421236j 0.00633015-0.0161248j 0.0452567+0.00889091j -0.0234476+0.0346108j 0.0436335+0.0105781j -0.0200958+0.00443281j 0.00910307-0.167113j 0.0115608-0.176711j 0.0137089-0.198952j 0.0165656-0.0623742j -0.0218497-0.0286484j -0.0135548-0.00839223j 
0.000697287-0.0109043j 0.0198055+0.0138914j -0.00556013-0.00157523j 0.00700563-0.00491469j 0.0105272+0.00993366j 0.00693572-0.0100403j -0.0108543-0.00933217j 0.00792236+0.00715751j 0.0150907+0.0083127j -0.0145649+0.00705472j 0.0227887-0.0271262j 0.0155259+0.0037117j -0.00736851-0.00139016j 0.0194434+0.00880975j -0.0131711-0.0135424j -0.0429561+0.014926j 0.0106797+0.00438266j 0.00109512+0.00343091j 0.0015223+0.0010169j -0.0131191-0.00738577j 0.0014731-0.00855541j 0.0103709+0.00556749j -0.0158109+0.00991317j 0.00505023+0.00575244j -0.0089961-0.00133932j 0.00409067+0.0113009j 0.000535296-3.47841e-05j 0.00819238-0.00601274j 0.0122289+0.00354806j 0.00526765+0.0108843j 0.0138349+0.00861976j 0.00027153-0.00414959j -0.00910576-0.00256915j 0.0029844+0.0092693j -0.012281-0.0153585j -0.018893-0.00546601j 0.0319455+0.0663531j 0.0869873+0.0363949j 0.00766156+0.0070175j -0.00251584-0.0167081j -0.00175973+0.0123966j 0.0512798+0.0356682j -0.11533+0.11837j 0.108323-0.00847828j 0.136707-0.0273576j 0.030847-0.0393701j -0.0886178-0.0170903j -0.0401028-0.0522014j 0.040736-0.0588915j 0.0895187-0.0768204j 0.0562-0.028996j 0.0201496+0.00426893j 0.0383491-0.0631519j -0.159319+0.118465j 0.0557388-0.0452947j 0.0594299-0.0284434j 0.152163+0.201894j 0.199742-0.0849916j -0.0774075+0.0158789j -0.0448727+0.057483j -0.0294198-0.0163193j -0.00588117+0.00381597j -0.0104388+0.00123315j -0.00453047-0.0105154j 0.0245103-0.0339765j -0.0033418+0.0101538j -0.0413295+0.107376j -0.0579528+0.00441139j 0.00485946+0.0196163j 0.0314073-0.068314j 0.0533856-0.0906979j 0.044286-0.0878525j -0.136703+0.077261j -0.0494+0.0819451j 0.04429-0.0895224j 0.0203057-0.0807359j 0.0221486-0.0354679j -0.0416683+0.0759002j 0.0150952+0.0213888j -0.101724-0.0120593j -0.0334607+0.0406339j -0.0245573+0.0243963j -0.0577124+0.0551837j -0.022115+0.0289284j -0.00420021-0.0162604j 0.00989856+0.0791311j 0.0114939-0.0265428j -0.00511749-0.00510381j 0.0427231+0.0488862j -0.00579856-0.443773j -0.00657141+0.176619j 0.00853928+0.00047763j -0.0103282+0.0655389j 0.00976084+0.00406505j -0.0102561-0.000866489j 
0.0107383-0.00155065j -0.0176624+0.00477054j -0.00577506-0.0228638j 0.00131807+0.00209124j -0.0211147-0.00438411j -0.00342136-0.0114474j -0.00425756+0.00694613j -0.00825908-0.0106448j 0.0104896-0.0131346j -0.0136265-0.0139009j 0.00114458-0.0113245j 0.00865216-0.00566496j -0.0102188-0.0127862j 0.0154844-0.0131361j -5.70359e-05+0.00758122j -0.0143305+0.00741768j -0.00695591-0.0140809j -0.000241526-0.00142917j -0.00810984+0.0104243j 0.0124704-0.0153411j -0.0045489+0.00868542j 0.000988636-0.00184663j 0.0115065+0.00147686j -0.000713749+0.0149682j -0.00196872+0.0212458j -0.00236817-0.00497962j 0.00478502-0.0140821j 0.000820014+0.00682041j -0.00847071+0.00641026j -0.00766193+0.00599728j 0.00461551-0.00490143j 0.000970564-0.00849823j 0.0140424+0.00103172j 0.00762292-0.00523676j 0.00804692-0.00655207j -0.0101617-0.00861648j 0.0158834+0.00819335j -0.0683174+0.0251385j -0.00336159-0.0163096j 0.0156983-0.0550782j -0.00764843-0.0360264j 0.0380787-0.0695657j -0.0190154+0.0587855j -0.0430903-0.166994j 0.165784-0.0110427j 0.0643924+0.00974028j -0.052712+0.116271j 0.0244317+0.0948783j -0.0246431+0.0310623j 0.0177728-0.134374j 0.04853-0.0665629j -0.0863413-0.0152483j -0.0774208+0.0608927j 0.0920632-0.102313j -0.00284121+0.01857j -0.0241088+0.00854753j -0.0532311+0.0270342j -0.118034-0.00104721j 0.0391388-0.0139438j 0.0909087+0.0692472j -0.0460286+0.010852j 0.0212796+0.00949796j 0.00699537+0.0174076j 0.0188986-0.0291173j -0.0147272-0.0174933j 0.180253-0.00376367j -0.0259583+0.105231j -0.00215479-0.037982j 0.257211+0.0480042j 0.0685734-0.0416716j -0.0347911-0.0225183j 0.0510868+0.027496j 0.000365867+0.0249906j -0.039562+0.0234623j 0.0118791-0.00839119j -0.00289607-0.0655946j 0.0217376+0.0427483j -0.171505+0.0648121j -0.00110546+0.000922724j 0.244022+0.04954j 0.0260298+0.00399791j -0.00408702+0.0880811j -0.00223886+0.0210685j 0.0322576-0.00989516j -0.0160223-0.0113896j 0.0223509+0.0154872j 0.0155673+0.00652316j 0.00172244+0.0359174j -0.0193655+0.00584408j 0.011342-0.0864407j -0.00681891+0.0539243j 0.00297881+0.0314297j 0.0155173+0.000499077j -0.000374639+0.00887622j -0.000915777-0.00702983j 
0.0176298+0.00195183j 0.0210622-0.00629305j 0.0210752+0.000251015j -0.00810622-0.0140295j 0.0118235+0.0156012j 0.021727-0.00866096j 0.0205365-0.00297881j 0.0127634+0.0131927j 0.0357096+0.00983729j -0.0230763-0.00343209j -0.0111147-0.00307595j -0.0304948-0.00502058j -0.00768139-0.0104757j 0.00236041+0.00450203j 0.0226955+0.00346489j -0.00654806+0.00678404j 0.00621674+0.0182639j 0.0238038+0.0055366j 0.00795951-0.00555751j 0.00345742-0.00021703j -0.0480795-0.00778711j -0.00158952+0.00449972j 0.00808766-0.00431721j 0.0301027-0.03227j 0.0106353-0.0459276j 0.00783381-0.00542128j -0.0147408+0.0251231j -0.00262248-0.0040308j -0.025613-0.00828037j 0.0214184+0.00137766j -0.00150417-0.00639329j -0.00485405-0.0216276j -0.030406-0.00708221j -0.00593001-0.0198725j 0.0169275+0.0552879j 0.0484549+0.00234204j 0.0342905-0.0160444j 0.0781096+0.0257719j 0.0241137-0.00344882j 0.0189068+0.168435j 0.0412846-0.0169616j -0.140586+0.0635415j -0.0289009+0.00855774j 0.000463989-0.0204262j 0.0937195+0.00526101j -0.0582456+0.0488868j 0.0308209-0.0567073j -0.077736-0.0723752j 0.0501879+0.0234527j 0.0410909+0.00118168j 0.0413487-0.0551636j 0.0130406-0.0571572j 0.08678+0.0176687j -0.0811802+0.0562687j -0.0471358-0.0244934j -0.00497426-0.00200599j 0.0709791+0.0347782j 0.0902797+0.00895841j -0.0138958+0.0537246j -0.028846+0.0775367j 0.0381603-0.0046321j -0.0109906-0.0138302j 0.0566589-0.00406711j -0.138749+0.0749503j -0.0139162-0.0442747j -0.125602-0.0319459j 0.0397133+0.0267397j 0.105127+0.0152026j -0.0122988+0.0208016j -0.0086557+0.0373883j -0.0376581-0.0468893j 0.0243008+0.00186038j -0.00679785+0.0513425j -0.134667-0.0268817j 0.0103691-0.0135204j 0.00389447-0.0418131j 0.0135671+0.0114409j 0.0640528+0.0414645j -0.025414+0.00871275j -0.0932568+0.0279566j 0.00698574+0.00680963j -0.0367412-0.0368001j 0.0814071+0.0693435j -0.0751225-0.00594753j -0.0648832+0.0902618j 0.0213108-0.054669j -0.0308625-0.0591961j -0.00364814-0.00566291j -0.0119387+0.0637975j -0.0100289+0.0566124j -0.0224324+0.229431j -0.0195456+0.243938j 0.0124346-0.002196j -0.000302039+0.00661056j 0.00245274-0.0229675j 
