-0.00298856-0.00562734j 0.00152743+0.0221875j -0.00490108+0.0156116j 0.00130061-0.000371542j 0.000891607+0.0029209j 0.000139344+0.0421645j -0.00656417+0.0185623j 9.09044e-05+0.0286458j 0.00510257+0.0159505j 0.017163+0.040482j 0.0167759-0.00176468j 0.00866964-0.0542144j 0.0491486-0.0304131j -0.0546908+0.0726525j 0.018653+0.0496725j -0.0188021+0.00585655j -0.00564871+0.0130724j 0.00082623-0.00422914j -0.023568+0.00933724j -0.0162384+0.0128985j -0.0166147+0.0106804j -0.0211621-0.000131167j 0.0190617-0.00153293j 0.0118572-0.00425492j 0.00957125+0.00592711j -0.0144874+0.0155811j 0.00479695-0.00629592j 0.0224088-0.00451499j 0.0111434-0.00686315j 0.0151192-0.00654087j -0.0292974+0.000234686j 0.00659509-0.0037975j 0.0331186+0.00942888j 0.0268184+0.00579506j 0.0335075+0.0189285j -0.0186968-0.0140027j 0.0249834+0.00858837j -0.00406388+0.00056108j 0.00906106+0.00795264j -0.0105577+0.0017211j -0.00525939+0.00159896j 0.00864813+0.00505745j -0.00443225-0.0110813j 0.00379935+0.000449112j -0.0036023+0.00730914j -0.00531437+0.00522687j -0.00502599-0.0032142j -0.0103437-0.00113227j 0.00256497+0.0117377j 0.00144237-0.00642366j 0.00279257-0.000834991j 0.010316+0.0047826j 0.0060294-0.0141213j 0.00473797+0.00216458j -0.00906852+0.00813533j -0.0108036-0.00831245j -0.00167408-0.00372154j -0.00339668+0.00610673j -0.00066461+0.00289919j 0.00966677-0.00132441j 0.0120415-0.00546864j 0.013052+0.00475016j -5.382e-05-0.00461661j 0.0075526+0.00293275j -0.0121498+0.0104427j 0.00266964-0.00347511j 0.00272933-0.00665661j -0.00680381-0.00987335j 0.0116943-0.0109198j 0.000244585-0.00213414j -0.00599024+0.000259167j -0.00444173-0.00398241j 0.0168759+0.000772679j 0.00485411-0.0101477j -0.00811694-0.012782j 0.00651611+0.00189019j -0.00274236-0.000234246j -0.00671994-7.18033e-05j -0.000323038+0.00625941j -0.00374402+0.00329548j -0.00615158-0.0181895j -0.00583666+0.00883902j 0.00221028+0.00066274j 0.00582773+0.00201433j -0.0214343-0.00841752j -0.00124262-0.00536542j 0.0043978+0.00643745j 0.0018751-0.00193964j -0.00713709+0.00789548j -0.00880447-0.00660658j -0.0136723-0.0133516j 0.0110288-0.0176512j -0.00481229+6.78294e-06j 0.0161898+0.00342873j 0.0101771-0.0190915j 
0.0151999-0.00747375j 0.0389497+0.000804718j 0.0472166-0.00372471j -0.0404222-0.00304306j -0.0125481+0.00487226j 0.0712979-0.00534513j -0.0584795+0.0128724j -0.0144464-0.00797864j 0.082961-0.000460177j 0.0852886+0.00480764j 0.0893375-0.00148796j -0.089646-0.0013452j -0.0209311+0.00227087j -0.0312402-0.000804021j -0.0171346-0.00212782j 0.018367-0.00265157j 0.0263208-0.000686776j -0.0189211+0.00131568j -0.00015701+0.00149778j 0.00700773+0.000993638j 0.00510002+0.000965582j 0.00110803+0.00131407j -0.00268146-0.00124969j -0.000157358+0.000214241j 0.00136633-0.00104149j -0.00028514+0.00104972j -0.00183464+7.88472e-05j 0.00451312+0.00113488j -0.0213901-0.0021576j 0.0173243+0.00168491j -0.018171-0.000496728j 0.00739525+0.00214522j 0.000897661+0.000959746j 0.00614025+0.000925367j -0.00027052+0.00126853j 0.00768859+0.0011425j -0.00943476+0.000806461j -0.00212599+0.00111928j -0.0153512+0.0022423j 0.0104708+0.00140504j -0.000777978+0.00623477j -0.00983128-0.000478869j 0.00793087-0.0016094j -0.00242514-0.00163956j -0.00330339+0.000900894j -0.00761503+0.00797337j -0.00257636-0.000203981j 0.00740625+0.00177274j -0.00481067-0.000223523j 0.00108721+0.00189264j 0.00741809+0.0055391j -0.00718297+0.00034042j -0.00905702-0.0056122j -0.00281084+0.00328157j -0.00352332+0.0043352j 0.01141-0.007236j -0.00260892-0.0041927j -0.00193495+0.0113447j 0.00622973-0.00843617j 0.0104453-0.00548117j -0.0242677+0.00990101j 0.00496426-0.0142231j 0.00305074+0.00715567j 0.018842+0.0266989j 0.00731147-0.0169933j -0.0146527-0.00190691j -0.0172866+0.00545923j -0.00969661-0.0137203j -0.00178157+0.0062264j 0.00467763-0.00515836j -0.0091632-0.00992439j -0.00341959-0.0100654j 0.00774647+0.0019067j 0.00562224-0.0057848j -0.00802262+0.00359194j -0.00316617+0.00397347j 0.00935308+0.00427752j -0.000539376+0.00253182j -7.19098e-05-0.0222135j -0.00233202-0.011448j 0.00995894-0.0160263j 0.0144687-0.00928532j -0.00542911-0.00661634j -1.54623e-06-0.00791612j 0.00537713-0.0011466j -0.00992169-0.00966969j 0.0199111+0.0180512j -0.00637523+0.00849154j 0.00594394+0.0037949j 0.000312972+0.00359728j 0.00304388+0.000393362j -0.00244046-0.00371388j -0.00468919-0.00266309j -0.00761678+0.00228229j 0.00947361+0.00479422j 
-0.0300937+0.007704j -0.0369928-0.00340386j -0.0513124+0.00440146j 0.0317806-0.000248078j 0.0335245-0.00929656j -0.0914141+0.00373643j 0.0634253-0.0061759j 0.0464237+0.00388488j 0.0379175-0.00252089j -0.0736443-0.00154731j 0.0909546-0.00152754j 0.053334+0.000484228j -0.000260322-0.000364898j 0.0280868+0.0010042j 0.00185764+0.00132235j -0.0278901+0.0028694j -0.021551-5.19012e-05j 0.0152361-0.00167384j -0.00186386-0.00158844j -0.00202621-0.000524491j -0.00671917-0.000868837j 0.00421331-0.0016122j 0.00582283+0.00106672j -0.00129961-9.5678e-05j -0.0062859-0.000486409j 0.00704782+0.000835217j -0.0114729-0.00124114j 0.00211115+0.00151404j 0.0210811+0.00176026j -0.00749329+0.000341615j 0.00913937+0.00162117j 0.00106809-0.00147167j 0.0124789+0.000250343j -0.0124136-0.00105272j 0.00411856-0.00120085j -0.00390605-0.00129842j 0.00970182-0.000274376j 0.00682132-0.00195576j 0.0141128-0.00205825j -0.00861506+5.63133e-05j -0.0026196-0.00642942j 0.0093778+0.00101104j -0.00491428+0.000559859j 0.00442235-0.00110032j 0.0113045-0.00178369j 0.00592361-0.0089252j -0.00118478+0.00273401j -0.010355+0.000913398j 0.00466986+0.000593491j -0.00396044-0.00273757j -0.00659184-0.00129434j 0.0133095+0.00555081j 0.00202431+0.00888954j 0.00298697+0.00195781j -0.0105947+0.00599657j 0.00572128-0.00557799j 0.00699576-0.00612012j 0.00756208+0.000135846j -0.00970736+0.002397j 0.0140935+0.00862502j -0.019594+0.00768119j -0.000410412-0.0254495j -0.0128968+0.00468746j 0.00558012+0.00154218j -0.0379623+0.0158416j -0.00814089-0.0390811j 0.00338579+0.0298303j 0.0249741+0.0171418j -0.0137903+0.00540192j 0.0134549+0.00207255j 0.00620246-0.00849766j -0.00290224-0.00266337j -0.00180536+0.00599954j 0.00159055-0.0407991j -0.0175583-0.00547746j 0.00440759-0.00858949j 0.0214521-0.00950878j -0.0193921+0.00812417j -0.0126962-0.00930626j -0.00451311+0.0104796j 0.00603534+0.0212534j -0.000442704-0.00891379j -0.0232879-0.00393859j -0.0151315-0.00493949j -0.00189201+0.00353342j 0.00107609+0.00139016j -0.0114937-0.00473959j -0.00964927-0.0143927j -0.00374396+0.0029683j 0.00112102-0.00251587j -0.00280443-0.00113836j 0.0025783+0.00529934j 0.00592698+0.00289815j 0.00947839-0.000906688j -0.00616479-0.00497647j 
-0.0283002+0.00206231j -0.00432379-0.00567532j 0.0121174-0.0071892j -0.10124+0.0016387j 0.050214-0.0171154j -0.126655+0.00135784j -0.0818037-0.000453221j -0.0365739-0.00415721j -0.0631424-0.00763955j -0.0431738+0.00511786j 0.00122135-0.0054793j -0.019395+0.00146847j -0.0282193+0.000456796j 0.00991035+0.00331855j -0.0169989-0.000172955j -0.0216679+0.000948279j 0.000809775-0.00183425j -0.010886+0.00029068j -0.0251587+0.00111562j -0.00739271+0.0028641j -0.00878454-0.000302372j 0.0101198+0.000511698j -0.000375342+0.000820107j 0.00416324+0.000348078j -0.00170562+7.27843e-05j 0.0159799+0.00135419j -0.00493994-0.00197217j -0.0120616-0.00114725j -0.00277324-0.00101078j -0.000646104-0.0015665j 0.00366844+0.000990612j -0.00644477-0.000948408j 0.0172158-8.04057e-05j 0.00156412+0.000605792j 0.00204175+0.000649816j 0.0123905-0.000517017j 0.00303791+0.00156826j 0.00833678-0.00157896j 0.00185508-0.000324567j -0.00143398+0.00414502j -0.0138616+0.000804344j -0.00878014+0.00282213j -8.0811e-05+0.00266223j 0.0281576-0.0118248j 0.0096158-0.00047625j 0.0075814-0.0110575j -0.00820138-0.00400998j 0.00253313+0.010645j -0.00737179-0.00742885j -0.0190253-0.0144849j 0.00743369-0.00499913j -0.00195537+0.0196771j 0.0207636+0.00192049j -0.00140791+0.000758322j 0.0202677-0.00868124j 0.00554731+0.00166647j -0.0305896+0.00324671j -0.0145635+0.00789035j 0.00421745-0.00429567j -0.00388985-0.0329801j 0.0107583-0.018145j 0.00809858+0.0255238j 0.0189058+0.0180279j 0.00180223+0.00184995j 0.0043409-0.000949206j 0.012096+0.0138394j 0.00228132+0.0113861j 0.00231832+0.00643413j -0.00834813+0.00160785j 0.00804547+5.55957e-05j -0.00362246+0.0099495j 0.00281156-0.00345433j -0.0080343+0.0138863j -0.00680068+0.00874471j -0.00126134-0.00497433j -0.00150336+0.00980834j 0.00133272-0.00237429j 0.0107499-0.00103032j 0.00130754-0.00597871j 0.00360097+0.0200398j -0.0182113-0.00695323j 0.00810832+0.00186591j -0.000145854+0.0103418j 0.000371795-0.00539549j 0.00160752-0.00149314j -0.00185966-0.00443651j -0.00384562-0.00368185j -0.0128883-0.011034j -0.00281728-0.000640287j 0.0028549-0.000438306j -0.00139481-0.00317884j 0.00126498+0.000612118j -0.00126648-0.0026504j 0.00340549+0.00264137j 0.00601349-0.000897603j 
0.0221325-0.0040323j 0.0192256+0.00192931j 0.0425831-0.00479719j -0.0383883+0.00261698j -0.0942365+0.0068625j -0.0202452+0.00474909j -0.0642477-0.000591531j 0.0773009-0.002693j -0.0173842-0.00265521j -0.0134723+0.000153097j -0.0018711-0.00111377j -0.0190749-2.25082e-05j 0.00493527-0.000544631j -0.0105274-0.000772697j 0.00192236-0.00094618j 0.016215-0.00158733j 0.00974611-0.000226929j -0.00938084+0.00125805j -0.00364045+0.00143902j -0.0091052+0.000797525j 0.00566258+5.42703e-05j 0.00407399+0.00184898j -0.00743494+0.00179578j -0.00498828-0.00184953j 0.00326197+0.00021604j -0.00145917-0.000658457j 0.00878884+0.000983676j -0.0077669-0.00168123j -0.00495296-0.000666502j 0.00408691+0.000351138j 0.00218863-0.000113146j -0.00449852+0.000414182j 0.00146666-0.000251802j 0.00747472+0.000803192j -0.0051178+0.000506225j -0.000140744+0.000788541j -0.00644582-0.000103456j -0.00458976+0.00115213j -0.00679942+0.000866996j 0.00372291-0.000216728j 0.000200175+0.00425936j -0.00754047-0.000136796j 0.00195603+0.000904594j 0.0062886+0.000313363j -0.0107355+0.00585316j 0.0125247-0.00148803j 0.00337773-0.00582268j 0.00792249+0.000507774j 0.00885027-0.00852406j -0.0238045+0.00671364j -0.0160357-0.00810251j -0.0155187+0.0106324j 0.00561669-0.00364776j 0.0167972-0.0163772j -0.0253125-0.0162994j -0.0109609-0.00385381j 0.0004921-0.00831111j 0.0134463+0.00831721j 0.00419081+0.0382809j -0.00592524+0.0023766j -0.00671865+0.00785624j 0.00323847-0.00741937j -0.00761443-0.00803699j 0.00326491-0.00369036j -0.0179038+0.00275286j -0.0058327-0.0253742j -0.0175671+0.0358294j 0.0243896-0.000284738j 0.000849019-0.0119787j 0.01315+0.0154426j 0.00323045-0.02455j -0.0297395-0.0145816j -0.0165577+0.00999844j -0.00614404+0.00590578j -0.00808733+0.0032678j -0.00940888-0.00772523j 0.00285206+0.000291053j -0.0106457-0.0109354j 0.00552385+0.00474471j 0.0064803+0.0019148j -0.00726429-0.00431458j 0.00233101+0.00283254j 0.00448996+0.00220008j 0.000579645-0.00269776j 0.000743289-0.00308428j -0.00141104-0.00237464j -2.93957e-05-0.000651225j 0.00104573+0.000967535j -0.000188771-0.00165664j -0.000952522+0.00111062j 0.00112511+0.000540004j -0.000832626-0.00216792j -0.00408431-0.00232376j -0.00580416-0.000264065j 0.00132863+0.00266564j 
-0.0892486+0.0105341j -0.0297132-0.0107295j -0.147722+0.0159936j 0.0464141+0.00117515j -0.0093534+0.00212821j -0.00993387-0.0072143j -0.0461365-0.00691789j -0.00154784-0.00025634j 0.034987+0.00827185j -0.0139516+0.000583725j -0.00923513-0.000909916j 0.00572433+0.00013926j -0.0278719+0.000336756j 0.0179539+0.00358198j -0.0128956+0.00176339j -0.0583668+0.00508121j -0.0110289-0.0013336j 0.0295937-0.00380368j 0.00208425-0.00265322j 0.00339677-0.000313815j 0.0111988+0.000730402j -0.0186094-0.000260453j 0.0205622+0.00198266j 0.00182916-0.000328683j -0.00237368+0.00250208j 0.0031653+0.000240703j -0.0019029-0.000892628j -0.00135188+0.00106928j 0.01523+0.00195459j -0.00996376-0.00100936j 0.00733257+0.00132737j 0.0145652-0.000656045j -0.00205559-0.000602386j -0.0062658-0.00209922j 0.0152577+7.64539e-05j 0.0110669-0.00146737j 0.0123053+0.00131625j 0.0200113-0.0043027j 0.0122719-0.00183411j -0.00780409+0.00512522j -0.00697252-0.0122169j 0.0210732-0.00226733j -0.0121127-0.00245944j 0.00268365-0.00124062j -0.0167518+0.00458396j 0.00152576-7.88926e-05j 0.0183058-0.00065155j -0.00634538-0.0105232j -0.0198911-0.00319953j 0.00827091-0.00602409j -0.00828439-0.0152307j 0.00269529-0.0129161j 2.04904e-05-0.00221017j -0.00742609-0.0164109j 0.0132809+0.0075801j 0.00624599+0.00868689j -0.0120823+0.0171859j -0.00103169+0.00448549j -0.00279151-0.0140388j -0.00472045-0.00755066j 0.00225678+0.00212289j 0.00631437+0.00517642j 0.00661782+0.0118075j -0.00133307-0.00181997j 0.0115107-0.0157594j -0.00832736+0.00931103j -0.0077801-0.00418391j -0.00248286-0.0260019j 0.01211-0.0128194j -0.00907106+0.015081j -0.017022+0.00798928j -0.0111373-0.00465268j -0.00459017-0.0159024j 0.0122575-0.00594192j 0.00838312+0.0108144j 0.0110277+0.00756745j -0.0141979-0.00442738j 0.000136426+0.000439293j -0.00871663-0.000296305j -0.000983379+0.00905177j 0.00501596+0.012634j 0.00169441-0.00201431j -0.00663225-0.00402905j 0.00231877+0.00689111j -0.00459779+0.00400633j 0.00457701+0.00968576j -0.00668251-0.000579656j -0.00560264-0.0051136j -0.00112061+0.00200255j 0.00384214-0.00153866j -0.00172676-0.00272435j -0.000635204+0.00296194j 0.0100382+0.00620552j 0.0132991+0.00357701j 0.00424234-0.00511734j 
-0.118356-0.00188395j 0.0898632-0.0233556j -0.0494671+0.0172967j -0.0412473-0.0119792j 0.0179359-0.00327433j -0.0438241+0.00524782j 0.0328108+0.00219519j 0.0178813-0.0038293j -0.0206295-5.35486e-05j -0.0281228-0.00217061j -0.00501755-0.0027901j -0.0312639+0.00189521j -0.0123363-0.00320577j -0.00454516+0.00338589j -0.0161663-0.00510165j -0.0699716+0.00304292j 0.0527838-0.00673443j -0.00200163-0.00174965j 0.00767311-5.79756e-05j 0.00642647+0.00190238j 0.0196473+0.00181106j 0.00295671-0.00279546j -0.000604843+0.00121856j 0.00350647-0.00147659j -0.00732135-0.000476463j 0.00287833+0.00208469j -0.00711098-0.00200177j -0.00921992-0.00138062j 0.00792213+0.00148387j 0.000530303-0.00145517j -0.00364753+0.00127087j 0.01692+0.00138311j -0.00229492+0.000148501j 0.0087544-0.00101239j 0.00887914+0.00185341j 0.0142666+0.00164321j -0.0154118+0.00129646j 0.0280094-0.00722593j -0.0113763+0.00172701j 0.0197237+0.0114316j -0.0105427-0.00294788j 0.0145935-0.00420062j 0.00999972-0.0113197j 0.00840058-0.0128841j 0.0114507+0.00798525j 0.0254183-0.0014449j 0.0069031+0.0182811j -0.0177677-0.00191338j 0.0119948-0.00824172j -0.0295228+0.000965461j -0.00198943-0.00735795j 0.0158923+0.0299752j -0.0106828+0.0188642j 0.00287946-0.0070221j -0.0140592-0.0149939j 0.0066956-0.0131629j 0.00319059-0.0184681j 1.14019e-05+0.00543146j -0.00192142+3.84573e-05j 0.0031662+0.0240554j 0.000373899-0.00114919j -0.000863817-0.00578832j -0.00401493+0.0061061j 0.00178315-0.00281444j -0.000230207+0.0060501j 0.00210977-0.000931539j 0.00247346+8.43286e-05j 0.00325347-0.00185104j -0.00207075+0.00171551j 0.000153628+0.00839919j -0.00645557+0.0113076j 0.00550527-0.000923078j -0.00384037-0.0027739j 0.000969289-7.72647e-05j 0.0022513+0.000856419j 0.00658897+0.007664j -0.00622608+0.00171519j 0.00226839+0.00148362j -0.0034352-0.00419667j -0.00345721+0.0139413j -0.00271664-0.00410082j 0.00270998-0.00520584j 0.00125363-0.00541164j 0.00123415+0.00434395j -0.00516464-0.00091229j 0.000546989+0.00874074j 0.00101072+0.00343088j -0.00950511-0.0050835j 0.00643026+0.00386346j 0.00375968+0.00330487j 0.0029794-0.0020599j -0.00349062+0.000569838j 0.00600686+0.0052161j -0.00172188+0.00479803j 0.0111156+0.00203842j 
0.0516811-0.0169228j 0.106318-0.00306642j -0.0702253+0.027743j -0.0363446+0.0149112j 0.065012+0.00335059j -0.0265386-0.00442078j 0.0146472-0.000965557j 0.0480854-0.00258942j -0.0092425-0.0020408j 0.0174002-0.00463027j -0.00675906-0.000127535j 0.00305479-0.000674862j 0.00603419-0.00227256j -0.0117223-0.00390793j 0.000318256-0.00190679j 0.025767-0.00447366j 0.0597857-0.00386996j 0.019596-0.00113633j 0.0132832+0.000235981j -0.0116763+0.000167446j 0.00120257+0.00330261j 0.00803915+0.000996806j 0.00232321+0.00088609j 0.00576401+0.00119042j -0.00485745-0.0024268j -0.00537644-0.000535504j -0.000957928-0.000691651j -0.00169945-0.000856296j -0.00588999+9.56164e-05j 0.00487719+0.000474171j -0.00369449-0.00059407j -0.00125355+0.00150626j -0.00306957-4.33128e-05j 0.0092301+0.0010444j -0.00853537+0.000464759j -0.00949357+0.00115142j -0.00857245-0.00107868j -0.00334769-0.000713732j -0.0196492+0.00593622j 0.0138367-0.00131586j 0.0229104+0.000779953j 0.0198382-0.0171423j -0.00872023-0.00371315j 0.0254283-0.00325454j 0.0118867-0.00410537j -0.018107-0.00146508j 0.00860212+0.00650578j -0.0127961-0.0276703j -0.0158439-0.0196961j 0.00827926-0.0154157j -0.00699338+0.0187706j 0.0150406+0.00150883j -0.0276672-0.00393905j 0.001707+0.00561302j 0.015247+0.0158487j -0.00323041-0.0136317j -0.00762992+0.0261195j 0.00281322+0.00112393j -0.000378087-0.0133235j -0.000350341+0.016444j 0.00753762+0.00866393j -0.00136453+0.0187885j 0.000102314+0.0103005j 0.00418677-0.00490377j -0.000579146+0.0061704j 0.00429961+0.00175697j 5.10759e-05+0.00331135j 0.00517018+0.00392528j -0.00602737+0.00595733j -0.00380975+0.00683974j 0.000466196-0.00337839j -0.000542399+0.00237227j -0.00029586-0.00342928j -0.00108584-0.0012342j -0.00644395-0.00076559j 0.00266232+0.00645905j -0.00550547+0.000382205j -0.00375121-0.00737376j -9.95161e-05-0.000632734j -0.000494879-0.0021424j 0.00166696-0.0028175j 0.00105995-0.000990343j 0.0027181-0.00122485j 0.0048649+0.00301732j 0.000329477-0.00302546j -0.00130829+0.000805295j 0.00340967+0.00235564j 0.00196204+0.00109792j 0.00178946-7.72704e-05j -0.00133743+0.00187151j 0.00217693+0.00117323j -0.0016771-0.00295295j -0.00297737-0.000162048j -0.00681531-0.00131907j -0.00184951+0.00294601j 
0.0125468+0.0161477j 0.0704689-0.017951j 0.0316594-0.00975334j 0.00266876+0.0150536j -0.0106715+0.000743507j 0.0302751-0.0122905j 0.00932538+0.00601898j 0.0173326-0.00218114j 0.0155635-0.00499614j 0.00341287-0.0122171j -0.0124109-0.0034748j 0.0285495-0.00428792j -0.0466152-0.00386414j 0.337796-0.0442695j -0.097228-0.0509149j 0.0127763+0.0186236j 0.000527423-0.0174714j 0.0266836+0.0095702j 0.024714+0.0113488j -0.0025669-0.00139439j -0.0103039-0.000389411j 0.0267069+0.00943515j -0.0193831-0.00673947j 0.00285671-7.18437e-05j -0.00478962-0.00381438j -0.0268797-0.00528378j 0.00984272+0.00266668j 0.011404-6.84065e-05j 0.000785702+0.000178865j 0.0223724+0.00474703j -0.0101822-0.00361439j -0.0346985-0.000332574j -0.0188774-0.00333516j 0.00142698+0.00466401j -0.155801-0.00966434j -0.13172+0.014846j -0.378534-0.0111742j -0.0564384-0.0063573j -0.0506222-0.000722307j 0.0511815-0.000233345j 0.0138051-0.00500689j -0.00261369+0.006448j 0.0376435-0.00140278j -0.0140648+0.00219953j -0.00721453+0.00139631j 0.0322578+0.00304458j -0.00613624-0.0037109j 0.00596303-0.00161547j -0.00901566+0.00468516j 0.00179277-0.00530475j -0.00673246-0.00286978j -0.00432798+0.0020412j -0.0121025-0.00507396j -0.000282234+0.00184827j 0.0178744+0.00466152j -0.00795294-0.00319053j -0.00639808-0.00109629j -0.000747707-0.00376679j 0.000137757+0.00254949j 0.000689137-0.00550744j -0.00910299-0.00366156j -0.00615182+0.00103827j 0.00163106-0.00452022j -0.00900329+0.000986415j 0.00148645+0.00528663j -0.00219233-0.000343231j 0.00347767-0.00237427j 0.00254727-0.00502162j 0.00745568-0.00235692j 0.0119022-0.00223059j 0.0143229+0.00144225j 0.00320885-0.00737737j 0.00437704+0.000617981j 0.0036934-0.00329755j 0.00668035-0.00228219j -0.00429461-0.00058189j 0.00350266+0.0084201j -0.00587408+0.00244112j -0.00860916+0.00306878j 0.0222542-0.0180062j -8.5938e-05+0.000348647j -0.0144633-0.00175413j -0.00233255-0.00156967j 0.00986153+0.0134155j 0.0202903-0.0225685j -0.0113519-0.0248499j 0.0175843-0.0136347j 0.0167446+0.025371j 0.0137125-0.0112939j -0.00500221+0.027442j 0.0197962-0.0176535j -0.0188624-0.00251101j -0.0126274+0.0123662j -0.14851-0.0344691j -0.080044+0.039969j 
0.0710404-0.0183712j -0.0117545-0.0168601j -0.00659893-0.010435j 0.0410808-0.0101509j -0.0104461+0.00504363j -0.0132238-0.00858692j 0.0199526-0.0102662j -0.00452257-0.00559411j 0.0025584-0.00264206j -0.041469+0.00773669j -0.0181193+0.00902658j 0.00628975-0.00232487j -0.0630095+0.0202527j -0.115842-0.0519082j -0.336566+0.0410276j 0.00576053-0.017656j -0.0105957-0.0186363j 0.0141966+0.0103673j -0.0222814-0.00729302j -0.0210272-0.0065626j -0.024915-0.0087616j -0.0261048-0.00338513j 0.0148301+0.00352108j -0.00119543+0.0016608j 0.0211241+0.00387866j -0.0184567-0.00544593j -0.0230245-0.00393217j 0.026159+0.00509632j 0.0390817+0.0049267j -0.0142081-0.00051242j 0.0320579+0.00393427j -0.0435618-0.00900825j -0.0137387-0.00377474j -0.0993492-0.00553244j -0.0249456-0.00856105j -0.382393-0.0115506j 0.144865-0.0132475j -0.0449984-0.000562392j 0.0641325+0.00639144j -0.00821865+0.00501985j 0.0510329-0.00103518j 0.0102668-0.00137547j -0.0139392-0.00852815j -0.00777338+0.00457147j 0.0322189+0.00526599j 0.0162399-0.00489665j 0.00472491+0.000294174j -0.0096907+0.00607886j 0.0202407-0.00253198j -0.00262049-0.00190066j -0.0215476+0.00359182j -0.000573732-0.00170015j 0.00833322+0.000730587j 0.00629985-0.00412464j 0.0129581-0.00727204j -0.00896008-0.00287757j 0.00598097+0.00209267j -0.00522245+0.00163908j 0.00816762-0.00365587j 0.00188787-0.00160196j -0.00205536-0.00413763j 0.0113692-0.00381433j 0.0126345-0.00168551j 0.00221125-0.000896828j 0.00823604+0.00207055j -0.00695677+0.00111776j -0.00670499-0.00118092j 0.00122434-0.00256865j 0.00351546-0.0054098j 0.00278633+0.00120013j -0.00817318+0.00446297j 0.00435557-0.0079926j -0.000477128+0.0108568j 0.00465422-0.00212372j 0.00542957-0.00108903j -0.00851147+0.00695179j 0.00431562-0.00691341j 0.000338352+0.00454425j -0.00663091+0.00362042j -0.0101174+0.00111516j -0.0178869-0.00373438j -0.00337231+0.0085811j -0.016073+0.00129705j -0.00852367+0.000393166j 0.0109619+0.0217445j 0.0176679-0.0144076j -0.00322904-0.0310461j 0.0231565-0.0105308j -0.0164143-0.00366301j -0.0199803+0.0155852j -0.000403156+0.020788j 0.0145019-0.0216978j -0.00937271-0.00691989j 0.078793-0.0395821j -0.148476-0.0343299j 
0.0361658-0.0340869j -0.0676623+0.00680523j -0.013837-0.00295292j 0.0422656-0.0200899j 0.0154756+0.00175582j -0.016+0.00201958j 0.0684204-0.0262905j 0.0244547-0.00747574j -0.0187232+0.00178433j -0.079643+0.0357516j -0.0184556+0.017358j -0.219669+0.00942875j -0.38574+0.113485j 0.00657252-0.00513952j 0.284263+0.0578341j -0.00189603-0.0364528j -0.0290162+0.00646446j 0.00793975+0.000977345j -0.0167904-0.015746j -0.0100122-0.00434963j -0.0143287-0.00764677j -0.0257188-0.0148031j 0.0138677+0.00589652j -0.00772798-0.00291674j 0.0161062+0.00782076j -0.0163108-0.00696741j -0.0348832-0.0115306j 0.0219968+0.00946274j 0.0609818+0.0151235j -0.0329559-0.005325j 0.051074+0.00958705j 0.00531526-0.00728856j -0.0512236-0.00550028j -0.261554-0.0294138j -0.171905-0.0306581j 0.0825577-0.00845436j -0.021988-0.00757364j 0.00459557+0.00200317j 0.0386444+0.00813979j -0.0227604+0.00208189j 0.0238285+0.00372643j 0.0099319+0.000141968j -0.00305344-0.0037942j -0.0178237-0.00136647j 0.0240981+0.00187025j 0.00443335-0.00425086j -0.00599422-0.000939948j -0.00489945-0.000196921j 0.00559665+0.00760736j -0.0162422-0.00252644j -0.0186543+0.00199259j -0.00418106+0.00340148j -0.00662296-0.00362495j 0.00908954-0.00332271j 0.0211277-0.00252348j 0.00936169-0.00848104j -0.00348384+0.00455924j 0.00289837+0.00113492j 0.0080433-0.00114985j -0.00684244+0.00205633j -0.00896932+0.00257402j -0.00270803+0.00332088j 0.00606637+0.00191382j -0.00350709+0.00123159j 0.00796314+0.00743708j -0.00953872-0.00192793j -0.00444697-0.00848686j 0.00640342-0.00587743j 0.0132109-0.00478993j 0.0146356+0.00997018j -0.012078+0.00281831j 0.0250494-0.00843553j -0.0194025+0.0106785j 0.00988382-0.00817319j 0.0156238-0.00356384j 0.00212045-0.00918426j 0.0191831+0.00235741j -0.00315662+0.024343j 0.0116167+0.0106749j 0.0275731-0.00583741j 0.0179222-0.00393164j 0.0115945+0.00790317j -0.00501229-0.0292957j -0.0160501+0.00354211j -0.00194645-0.0215289j 0.00281875-0.0321856j -0.00296376+0.0175364j 0.00131826+0.0020768j 0.0106718-0.00816682j -0.0066553+0.0290655j 0.00695419+0.00410517j 0.0046578+0.0461762j 0.0761812+0.00765544j 0.0109056-0.00379236j -0.0204983-0.0086072j 
