-0.00113617+0.00986722j -0.00329366-0.0314734j 0.00716103+0.0452884j -0.000289884+0.0202574j 0.00530334+0.0214306j 0.00254678-0.00336993j 0.014385+0.00549515j 0.00115009+0.0588313j -0.00734813+0.027792j 0.00117772-0.0154433j 0.0101655-0.0388889j -0.00116458-0.0230638j 0.0137125-0.0385594j 0.0122483+0.0852658j -0.000275389-0.0948322j -0.00545811+0.0565257j 0.00217158-0.00963617j -0.0327243-0.040855j -0.0409002-0.0567433j 0.00141848-0.0155716j 0.0108981-0.000822229j 0.000379079-0.0217334j 0.00664278-0.0502252j 0.00895747-0.0314765j -0.00350825+0.0359403j -0.00776991+0.00230206j 0.0049477+0.0199589j -0.02677-0.0385426j -0.00229341+0.0301558j -0.00943887-0.0328413j -0.0110752-0.0043294j 0.0200104+0.0653497j -0.00443009-0.041508j -0.0155783-0.00493893j 0.0115867-0.0354708j -0.00318351-0.015129j 0.00515581-0.0205623j 0.0125667+0.0438752j 0.0179959+0.0193753j -0.0217932-0.0351337j -0.0147469-0.03717j 0.0381433+0.0540105j 0.0137118+0.0657357j 0.0613056-0.130366j 0.0192772-0.174234j 0.00660766+0.305287j -0.0148702+0.0101217j 0.0243962-0.00367709j 0.0621179+0.0383j 0.0935699+0.228691j -0.00719302-0.0505735j -0.0104685-0.000594496j -0.026783+0.00945833j -0.00187576+0.0698316j 0.0165226-0.0820768j 0.00996693-0.0264826j -0.00909159+0.0106824j 0.00707631-0.0523482j 0.0195758+0.032564j 0.000269056-0.0134695j 0.00291796-0.0250154j 0.0011938-0.00300953j -0.0238308-0.0183799j 0.00187161+0.0572436j 0.0157682+0.00189938j 0.0201281+0.0102254j -0.00489756-0.0482577j -0.00498363+0.0463249j -0.00267434-0.358228j 
-5.90785e-06+0.0141265j 0.00526225+0.00350598j 0.0061548-0.0141284j -0.057198-0.0308673j 0.0158715-0.0354757j -0.0244206-0.0144346j 0.0399446-0.0465604j 0.0569776+0.0404276j -0.0800537-0.016903j 0.0739847-0.0209013j 0.0392755-0.0746375j 0.0594101-0.108205j 0.0315601-0.0115416j 0.0406538-0.0239976j -0.0421125-0.0219714j 0.0584608-0.0271384j 0.00187876-0.0475951j -0.0980693+0.0285061j 0.0209243+0.0326691j 0.0166406+0.00942709j 0.0970254-0.0812813j 0.0675854+0.000194552j 0.106952-0.0353514j 0.0894589-0.0427859j 0.0134323+0.0129849j -0.0947264+0.0396348j 0.0147337+0.0392449j -0.177354+0.0254455j -0.104985+0.0411559j 0.182323-0.162905j -0.0428831+0.102386j -0.0227086+0.000981562j -0.04971+0.0937827j 0.146206-0.0641483j -0.0174153-0.0242775j 0.0894609-0.0785711j -0.1361+0.0863878j 0.173375-0.100083j -0.0877419+0.0469818j -0.0810879+0.00773517j 0.0462778-0.0465117j -0.186105+0.072695j -0.0413082-0.0203125j -0.0250618+0.00868369j -0.0465914+0.0569791j 0.0237377+0.00974714j 0.0521108-0.00729867j -0.03003+0.0209374j -0.0455717+0.0035019j -0.00962938-0.00981898j 0.02172-0.0425542j -0.0129176+0.000516291j -0.0169156-0.010546j 0.0245919-0.00524419j 0.0196495+0.0682005j 0.0019089+0.0390732j 0.0269003-0.0041912j 8.24985e-05-0.00909306j 0.0501065+0.0523561j -0.00597812-0.00265186j -0.0183265-0.0120455j -0.00321271-0.0237365j 0.000586308+0.0143677j 0.000310076-0.0496911j 0.00151617+0.0336908j -0.0161523-0.00243511j 0.00699461-0.0374747j 0.00383279+0.00876425j 0.00377648+0.0223181j 
-0.00370562+0.00933334j -0.00615667-0.00498667j -0.00976286-0.0304912j 0.00446891+0.0294725j -0.0337953+0.0101891j 0.0479629+0.0868149j -0.0253026+0.00281895j 0.0094842-0.0967741j 0.0163416+0.0190839j 0.00383836+0.0530831j 0.0106844-0.0726621j -0.0110713+0.0108996j 0.0949953+0.0252715j -0.0132382+0.0603118j 0.0479512+0.0786121j -0.0802014-0.00128582j 0.0131783+0.0472472j 0.0131495+0.0114339j 0.0152656-0.00148325j -0.0199328+0.0635428j 0.0905059+0.0414958j 0.0027852-0.022176j -0.0111237-0.0261072j 0.00786016-0.0797038j -0.110547-0.0800716j -0.00181811+0.0639743j 0.0353285-0.074797j 0.0426556+0.14814j -0.265929+0.0173752j -0.186506-0.0621055j 0.124732-0.0383986j 0.124739+0.000857198j -0.211751-0.119404j 0.286285-0.0490492j 0.000886294+0.00667828j -0.0745633+0.0140289j 0.0601517+0.092095j -0.0952689+0.0149243j 0.0425015+0.0330185j -0.0305159-0.0311912j 0.0165486+0.021974j -0.0304982-0.00386241j 0.0703154+0.00398354j -0.0505794+0.0103929j -0.0176262+0.0212224j 0.0130726+0.0217246j 0.0275913-0.00284603j 0.060814-0.0200696j 0.0348224-0.0263642j -0.0237999+0.0225493j -0.0809096-0.0253613j 0.0263065-0.0211888j -0.0192541+0.000702876j 0.0327071+0.0408482j 0.0215056+0.02113j -0.00708443-0.0151524j 0.00968165-0.00766458j -0.0371208+0.00457051j 0.00779932-0.0060938j 0.00615285+0.0229811j -0.00173163+0.00439501j 0.0162894-0.000479714j -0.00944694+0.0304858j 0.00772809-0.0208251j -0.00979445-0.00683231j -0.000860958+0.00630521j -0.00564669-0.00300041j -0.000641703-0.00257519j 0.000224396-0.00617461j 
0.00883558+0.00877798j 0.0150564-0.00110206j -0.00656069-0.0447051j -0.0376544+0.0194972j -0.0344968-0.107864j 0.025845-0.0550672j 0.00351146-0.00713475j 0.00910937-0.0434188j -0.0553037+0.058386j 0.0501026-0.0510272j 0.0506795+0.204591j -0.0705019-0.0106938j 0.0249503+0.0535957j 0.0462991+0.00163105j -0.0206387-0.0307448j 0.0174479-0.00703284j -0.010352-0.00510267j -0.0714651-0.101508j 0.0618987+0.00948011j 0.0508802+0.043066j -0.00506804+0.00481757j 0.0259801-0.00761276j 0.0986259+0.0545333j -0.0303431-0.0615437j -0.150459-0.181492j 0.0391288+0.00145827j 0.0374942+0.102247j -0.0432354+0.00452314j 0.0656665+0.0142346j -0.234772-0.0751858j 0.211044+0.105535j -0.139434-0.00504574j 0.142482+0.155595j 0.0465224+0.070463j 0.0265389+0.0251291j 0.0750563+0.040598j 0.0956778-0.0436051j 0.047609+0.0124703j -0.0395307-0.0896662j 0.0179043+0.0175149j 0.00601765-0.00810363j -0.0228528-0.00360955j 0.000702065+0.0355686j -0.0371549-0.0190437j 0.0748878+0.0333602j 0.0477477+0.0659509j -0.0182872-0.0129391j -0.0156389+0.00719403j -0.0278227+0.015738j 0.0379285-0.0470802j -0.109115-0.126418j -0.0169648+0.018232j 0.0236813+0.0128295j -0.00704579+0.0220878j -0.00684006+0.0193566j 0.00304449+0.0248917j 0.0235305+0.00745122j -0.0355979-0.026218j 0.0258951-0.00853289j 0.0200683+0.014576j -0.00386339+0.0351779j -0.0181517+0.000514406j 0.00021721-0.0409123j 0.00320515-0.00325201j 0.000320838+0.00113898j -0.00662303-0.00137707j -0.00672452-0.0240791j 0.00141546-0.00233425j -0.00752869-0.00957362j 
0.0121437-0.00948514j 0.00200107+0.00162858j -0.00243993-0.0257745j 0.00116326+0.0263667j 0.000271096+0.0410985j -0.0273783+0.148647j -0.0168396-0.0018283j -0.00699482+0.0172433j -0.0275484+0.0511104j -0.0477345+0.149438j 0.0580929-0.104992j -0.00185561+0.00329806j -0.0368908+0.0834517j -0.00713147+0.0332263j -0.0459718+0.116866j -0.0131191-0.019449j 0.023695+0.0443993j -0.00724236+0.0700654j -0.0395331-0.0239203j 0.023282+0.0864265j -0.010231+0.0806586j 0.00813583-0.0159178j -0.00450524-0.0392569j -0.0437572-0.0609471j 0.0236354-0.145682j -0.0182205+0.0313274j 0.0392274-0.0283584j -0.0719252+0.112579j 0.256241-0.0758512j 0.110473-0.212075j -0.0344998+0.0354259j -0.0522525+0.0655506j 0.203342-0.232493j 0.0157114+0.0812242j -0.0106215+0.0763537j -0.00201253-0.0485037j -0.0585374+0.104968j -0.00338682-0.03345j -0.00247243+0.0623682j 0.0482493-0.025452j -0.00510065+0.0643881j -0.0288224-0.0119097j 0.0114412+0.00358384j 0.0215256-0.00609695j 0.0135032+0.0504483j 0.00410862+0.0352369j -0.00197341+0.0145216j -0.00717738-0.0330807j -0.0110081-0.0237183j 0.0292274-0.00281569j 0.026522-0.107365j 0.00702279-0.037811j 0.0183437+0.00905558j -0.00747551+0.0243135j -0.00493239+0.00268161j 0.0136035-0.00854629j 0.000166846+0.0412797j 0.00756265-0.0386804j -0.00308972-0.0288029j -0.0143335+0.0326644j 0.00376678+0.0224749j -0.0107586+0.0305872j -0.00888518+0.00252174j -0.00107853-0.00908705j -4.01427e-05-0.021489j -0.000305141+0.0382503j -0.0023101+0.0273386j 0.00266897-0.0154719j -0.00398199-0.0181578j 
0.0117079-0.0121941j 0.0029555+0.0163233j -0.0161508+0.0446273j -0.00972889-0.0250278j -0.0166754+0.115835j 0.029973+0.0423584j -0.0197998-0.0200722j -0.00699072+0.103621j -0.0245024-0.0833786j 0.0486849+0.0154968j 0.0370767-0.180716j -0.0505143+0.0171996j 0.0558238-0.0436055j 0.0193368-0.0683659j -0.0243771+0.0173789j -0.00235277-0.00688453j 0.0238091+0.00819438j -0.0422595+0.121133j 0.0417875-0.0100684j 0.0517774-0.0709371j 0.0645646-0.0228485j 0.0214896+0.0400972j 0.0538478-0.0620849j -0.105029+0.103982j -0.189459+0.219788j -0.0018764-0.0267826j 0.0263972-0.0367822j -0.0686637-0.116367j 0.175424+0.0141994j -0.159285+0.0897491j 0.151102-0.0767899j -0.0710163+0.0320825j 0.101494-0.0674671j 0.112536-0.0427812j 0.0495593-0.0158158j 0.0539584-0.0560183j 0.0857571-0.00244879j 0.0305639-0.0674156j 0.0098694+0.0976085j -0.00494749-0.00246764j 0.048938-0.00671579j -0.0819344+0.0187804j 0.026349-0.0335668j -0.0237657-0.00404716j 0.0537124-0.0434823j 0.0261761-0.0659998j -0.0203618+0.00943459j 0.0202177+0.00433675j -0.0282311-0.00559442j 0.0379265+0.0371985j -0.0958256+0.15503j -0.0123704-0.0161251j 0.0125375-0.0165911j 0.010934-0.057676j 0.00472007-0.025944j 0.0045267-0.0124547j 0.0167287-0.013307j -0.0328716+0.0245434j 0.0275094+0.0134851j 0.0154449-0.0416625j 0.00136925-0.0401594j -0.0133137+0.00073829j -0.0036638+0.0158816j 0.00561162+0.00420051j -0.00752172+0.00901862j 0.004311+0.00660278j -0.00495838+0.0263534j 0.00486796-0.00535095j -0.00665236+0.0135342j 
0.00581453+0.00282683j 0.0139809+0.00437387j -0.0302178-0.0126632j -0.0497002+0.00735003j -0.00372411+0.0288412j 0.0980713+0.0334782j -0.0413679-0.0377476j -0.0792583-0.0510897j -0.166613-0.0441606j -0.0612819-0.0563225j -0.0607417+0.026869j 0.103489+0.0988426j 0.101687+0.0787668j 0.0464793+0.0230585j 0.050983+0.0190684j -0.0509263-0.0248219j -0.00152002+0.0154257j 0.0175577+0.0157053j 0.142561+0.0130601j 0.0318621+0.0181338j -0.0798463+0.00792334j 0.105132+0.0396878j 0.109414+0.0191613j 0.0080015+0.00665582j -0.0858773-0.0587222j -0.0418611-0.0233768j 0.0602087+0.00848428j -0.101083-0.0786757j -0.125108-0.092876j 0.241377+0.105121j -0.00423379-0.0265114j 0.0705451+0.0912748j 0.0833798-0.00512982j 0.0361555+0.0544913j -0.196075-0.0251401j 0.113008+0.0255277j 0.144133-0.0362939j -0.0970583-0.0393822j 0.0632151+0.00416951j -0.120718-0.0410245j -0.0484802+0.0254715j 0.0346421-0.0304662j 0.0825112+0.0429704j -0.0442861-0.0200759j -0.0290845-0.0366147j 0.0924757+0.0128658j -0.0416519-0.0017288j 0.00756836-0.0150874j -0.0170493+0.0018801j 0.049039+0.011773j 0.0992593+0.0477934j -0.0259051-0.00253977j 0.0468237+0.0269155j -0.0259659-0.0162209j -0.0115542-0.0177592j -0.0161655-0.00803653j -0.00581202+0.00352226j 0.0311037+0.00682872j -0.0112292-0.0133103j -0.0227637-0.0353584j 0.029228-0.00606717j 0.0225413+0.0181023j -0.00893191-0.0133779j -0.00925748+0.0143776j -0.0157744-0.00785267j -0.0102063-0.00240247j -0.0163952-0.00172349j -0.00196367-0.00367291j -0.000395554-0.0139802j 
0.00788864+0.0117865j -0.00235002+0.0497376j 0.000350676+0.0347289j 0.0430741-0.0925229j -0.00516506+0.0547273j -0.0100243+0.0227616j -0.0334101+0.0398079j -0.0721278+0.147429j 0.0266415-0.0982759j -0.0546973+0.133487j 0.00405192-0.140823j 0.0253677-0.141714j -0.0153919-0.00014765j 0.00978335+0.0173533j -0.00250811-0.120902j -0.0195685+0.0892776j -0.0350468-0.0101965j 0.0304828-0.0395418j -0.0346284+0.120511j -0.0279559+0.0399791j -0.017851+0.041502j -0.0661833+0.110468j 0.0264423+0.147432j -0.0175412-0.0355023j -0.108458-0.0269425j 0.0141693-0.0479455j 0.0540484+0.0705294j 0.0914683-0.255112j -0.136014+0.15564j 0.0469718-0.126589j -0.00928947+0.0802293j -0.00697572-0.163124j 0.0107663+0.0456172j -0.00802162+0.0428405j -0.0294923+0.0220341j 0.0215471+0.0117122j 0.0155131+0.0332201j -0.0181704+0.0911495j -0.0274303+0.0122656j -0.0258001+0.0155195j -0.0170781+0.070901j 0.0268189+0.021129j 0.0363311-0.0384025j -0.0108272-0.0161841j -0.00984523+0.0559567j -0.0115704-0.0337471j -0.00537456-0.0267688j 0.0454299+0.029126j 0.0186935-0.0151399j 0.0114603-0.00972435j 0.00346032-0.0540778j 0.00166397-0.00554952j -0.00946735+0.0272395j 0.0202907+0.0218367j -0.0228572-0.0322626j -0.00254655+0.0105985j 0.0182877+0.0502799j -0.0170829-0.0303897j 0.00494926-0.023572j -0.00348125+0.0322635j -0.0140872+0.03017j 0.00298694-0.0197481j -0.000615129+0.0333081j -0.00237111-0.0160034j -0.00190109-0.0518981j 0.00163848+0.0292722j -0.00353635+0.0616151j -0.00452652-0.0234794j -0.00415437-0.0175876j 
0.000597764-0.0334813j 0.0157503+0.0134609j 0.0123666+0.0132525j -0.0152747-0.0126781j -0.0433254+0.0279034j -0.0464589+0.0955513j 0.0102734-0.0492358j 0.0156149+0.0489377j 0.0218688-0.0186215j 0.0425873+0.0519098j 0.0408925-0.111778j 0.00246622+0.074881j -0.036859+0.0348922j 0.062492+0.0258608j -0.0431865+0.0475297j 0.0586352+0.0173546j -0.0892667-0.076644j -0.0915818+0.040608j -0.00762199+0.0174065j 0.0121777+0.00570813j -0.0953292-0.0718542j -0.0679932-0.0268566j 0.0683811+0.0419475j 0.115512+0.131511j 0.0586637-0.00125529j 0.046516+0.0146847j -0.0683538-0.0433661j 0.0657398+0.00580997j -0.310656-0.261442j -0.147073-0.0317867j 0.0137065-0.00812875j -0.140886+0.038042j 0.0283039-0.101589j -0.133895+0.0017493j -0.0671742-0.0164741j 0.0981535+0.0216112j -0.0138364+0.0369024j 0.102728-0.0424399j -0.11917+0.0158164j 0.0285685-0.0449309j -0.0707787-0.00492218j 0.0651096+0.010967j -0.0422491+0.0212725j -0.000374699-0.013437j 0.0662029-0.0221762j 0.012462+0.00352241j 0.0216532+0.0347951j -0.079087-0.00219639j -0.0292576+0.015643j 0.000685617+0.00346773j -0.0525611+0.0333553j -0.0184857+0.00257383j 0.013354-0.00105354j -0.0449891+0.0141665j -0.00196716+0.0136546j 0.0084479-0.0236417j 0.0266482-0.0085889j -0.00115625+0.016124j 0.00493551+0.00536013j 0.00973414-0.00505329j -0.00787167+0.00497694j -0.00251042+0.0297335j 0.00644314-0.00657547j -0.0141884-0.00965932j 0.012194+0.00816204j -0.0141666+0.0142462j 0.00275519+0.0128553j -0.00282388-0.0107781j -0.000941571-0.000275702j 
0.0077652+0.00318979j -0.00481664-0.0159946j -0.0336998+0.0243583j 0.011579+0.0158841j 0.0900705+0.0225236j -0.0499953-0.081061j -0.00990232+0.0434493j -0.0243639+0.0890024j 0.0303475+0.103049j 0.0319271+0.089248j 0.0064149+0.0503529j 0.174204-0.013433j -0.00777024-0.0608278j -0.0237077-0.027532j -0.0199967-0.00956271j 0.0380051+0.00692272j 0.0061367+0.0449288j -0.011426-0.00680854j 0.0556488-0.0588254j 0.178934-0.000138604j -0.0879892+0.0159665j 0.0323166-0.0523906j -0.0107841-0.0503184j -0.181481-0.000250214j -0.096117+0.0591026j -0.153924-0.0433867j -0.214749-0.0667555j -0.114037+0.0578349j -0.193699+0.0297775j -0.0896845-0.0797955j 0.0233586-0.0153901j 0.125585-0.0277564j 0.153901-0.0395432j -0.05639+0.00296378j -0.00751385+0.0673392j 0.0095299-0.0201808j -0.0397982-0.0383667j 0.0134822+0.0663139j 0.067495-0.0101712j -0.0315791+0.0594049j 0.118357+0.0233487j 0.0545395+0.0109419j -0.0681958-0.038052j 0.0469357+0.0115149j -0.0652797+0.00706583j 0.0647853-0.0165933j -0.00356159-0.00398265j -0.014469+0.0128577j -0.0202149-0.00628247j -0.00962293-0.0248785j -0.0338137-0.0735186j -0.00896458-0.0208206j 0.0270853-0.0368251j -0.0835356-0.0281069j 0.0484827-0.00994568j 0.00965862+0.0136701j -0.0175132+0.0121886j 0.0687043-0.0358661j -0.0607999-0.0126075j -0.00264959+0.0248112j 0.0515997-0.0122772j 0.0314116-0.0110226j -0.00775582-0.0116124j -0.0184894+0.037799j -0.0214654-0.00996906j 0.0105247-0.00259576j -0.00251274+0.0148533j 0.00025869+0.00677926j 0.00690059+0.00137882j 
0.0103506-0.00387904j 0.010008-0.0242352j 0.0160721+0.00300568j -0.0197792+0.0430896j 0.0128297+0.0155331j 0.0159899-0.0320377j -0.077646+0.0222741j 0.0772717+0.0674082j -0.0785152+0.0593449j -0.0543529-0.0350609j -0.0165345+0.0931438j 0.0242484-0.0758609j -0.0628906-0.0728576j 0.0997663-0.0783585j -0.022029+0.0337531j -0.0241894-0.0801162j -0.0417603+0.107415j -0.0188675+0.0714306j 0.00815311-0.116508j -0.0558763-0.114841j -0.0324161+0.103099j -0.0564607-0.0672779j 0.0272339-0.157802j 0.0669509-0.0549164j -0.081818+0.0634412j 0.0904262+0.0239034j 0.047805+0.089495j 0.140148+0.151503j -0.158602+0.223258j -0.0218747+3.26322e-05j -0.176154-0.0732849j -0.0999696+0.0385971j 0.0917468-0.0206539j 0.0137774+0.0294711j -0.0406232+0.0976267j 0.0896747-0.0976248j 0.0515621-0.0360274j -0.0122674-0.0221952j -0.0463081+0.0476094j 0.0164381+0.0572325j -0.0628457-0.0282694j -0.0241666-0.0199512j 0.0339028-0.0539032j 0.0244646+0.0396297j 0.0592086+0.000313618j -0.0510875-0.0288121j 0.0125364-0.00927676j 0.000641665-0.0179306j -0.0222018-0.0248662j 0.0525995+0.00542962j 0.0674149+0.00885131j -0.0160419-0.0120051j 0.00144146-0.0140059j 0.0612431-0.0334019j -0.0707014-0.0490687j -0.0109243+0.00526754j 0.0448363+0.00665972j -0.0523719-0.0194501j 0.0507612-0.0153324j -0.0108644-0.0117472j -0.0449816+0.00732888j -0.0138036+0.00134092j 0.0192354-0.0380156j 0.00590119+0.0237198j 0.0149318-0.00340101j -0.0061855+0.0236964j 0.000899811+0.0195176j -0.00264959+0.00658298j -0.0143772+0.00351486j 
0.0042261+0.00757703j -0.0191815-0.0206044j -0.0178453-0.0115254j 0.0204013+0.020579j 0.134566+0.0630466j 0.0464787+0.0337254j 0.102919+0.0374972j -0.0653865-0.0812616j 0.0638549-0.0122177j 0.0923018-0.003567j -0.0034579-0.0509856j 0.0228474+0.0307673j -0.107857+0.0638756j 0.00527514-0.0650093j 0.00854928+0.0489347j 0.127976-0.0249135j -0.00371023+0.0409304j -0.0586946+0.0639747j 0.0166748+0.000352586j -0.12942+0.0558369j -0.0915082+0.0579589j 0.0189566+0.0744297j 0.0263524-0.0601282j -0.0236875-0.114972j 0.0743117-0.0460393j 0.0758273-0.0299467j 0.34182+0.00128764j 0.025715-0.086375j -0.138229+0.110665j -0.0469428+0.0521434j 0.111012+0.0565801j 0.00650021+0.0854517j 0.0720563-0.0172503j -0.151478+0.0207296j 0.0696856+0.021033j 0.00602053-0.0277944j -0.0410175+0.000450837j 0.0506232-0.0527244j 0.0983807+0.0315653j 0.0520216-0.0268702j 0.145789+0.0411348j -0.0458872-0.0146249j -0.0235127+0.0161018j 0.0049434-0.0163387j -0.0425694-0.00172684j -0.016611+0.0239799j 0.0138108-0.0248864j 0.0199878-0.00778269j 0.0315402-0.0169169j -0.0184189+0.0200162j -0.0211222+0.0283808j 0.00693314-0.0137441j 0.0208451+0.0286621j -0.0691488-0.0297756j 0.0205267+0.0168705j 0.00674264+0.00267177j 0.000320711+0.00403525j 0.0423132+0.00391005j -0.0226675-0.00320269j -0.00588678-0.0194362j 0.0337789-0.0293491j 0.0193554-0.00825094j -0.0132258+0.014616j -0.0077245+0.0147327j -0.0122201+0.00830603j 0.00599136-0.00508781j -0.00438866-0.0360342j 0.00972378+0.0157072j 0.00302232+0.00206295j 
0.00161295-0.0138761j -0.0086237-0.0132402j 0.00398258+0.0384511j 0.0578714+0.0228912j 0.00760702-0.0451587j -0.00234089-0.125668j 0.0642451+0.0526136j -0.148253+0.0579656j 0.0177963+0.116406j -0.0291508+0.0494286j -0.102063-0.00129941j -0.0511421-0.0345548j 0.0221213-0.0983771j -0.0334356+0.0192884j -0.0141191-0.0246237j 0.0751512+0.0480988j -0.0501703-0.079659j 0.0512261-0.0388511j -0.0255564-0.09347j -0.0861247-0.0918362j -0.0122468-0.0421514j -0.00299578-0.118801j 0.0712409-0.0157002j -0.0140708+0.125629j -0.063162+0.089631j 0.0123676+0.0151207j 0.226932-0.06223j -0.0749456+0.180119j 0.00911949-0.0901736j 0.157716-0.0630892j 0.23627+0.0132002j -0.0267203-0.0796089j -0.0616328-0.0352953j -0.0760369-0.0532703j -0.0608317-0.0178511j 0.0454721+0.0173365j 0.0409891-0.0166849j 0.0227799+0.0754225j 0.0371125-0.0236547j -0.0797378+0.043265j 0.0247182-0.0200714j -0.000475865+0.0186922j 0.0202137-0.0698134j -0.0215363+0.0345733j 0.0162298+0.00851144j -0.0449538-0.0360681j -0.0377058+0.0295017j 0.0275792-0.0170547j 0.0362427+0.0214756j -0.0181299-0.024785j 0.00900936-0.0697124j 0.00778917+0.0160763j 0.00279219-0.057106j 0.0425833+0.0355588j -0.0318147-0.00646131j -0.0138877+0.00447265j 0.0237527-0.0120632j -0.0166961-0.0107941j 0.0401393-0.00298849j -0.00380741+0.0357436j -0.0170068+0.0164872j -0.00812322+0.00487063j 0.00690845-0.0284975j 0.0107713+0.00090581j 0.00774932-0.0093303j 0.00519637+0.00324915j 0.000985319+0.057096j -0.00217777-0.0146014j 0.000179526+0.00836932j 
-0.01765-0.0271032j -0.00480746-0.00996423j 0.0131777+0.0143589j 0.0539976+0.0329147j -0.0967289-0.0575938j -0.0631191+0.0322422j 0.032758-0.0298624j -0.0586767+0.0106565j 0.116816-0.0457301j 0.00241967-0.0631656j -0.0986074-0.0102734j -0.058008-0.0436526j 0.0892582+0.0671474j -0.0575085-0.0848182j -0.0218783+0.0553493j 0.056414-0.0652493j -0.0656685+0.0856653j 0.0156566+0.10581j -0.0377188-0.0473137j 0.052059+0.0215846j 0.0207308+0.160172j -0.0133799+0.0430384j -0.00160895-0.0757556j 0.0494448-0.0939972j 0.0717063-0.0466649j -0.0777846-0.0218004j -0.159542+0.00122941j -0.173225-0.0552239j 0.00370275+0.241549j 0.046156+0.0552531j 0.213057-0.0173549j -0.0145512+0.0647666j -0.158872-0.0344572j -0.0962885+0.101792j -0.0985659+0.0417534j 0.0169783-0.0549143j -0.00164814-0.0108642j 0.0694574-0.0644798j -0.068814+0.0118107j -0.0806336-0.0166325j -0.0696786-0.0101422j 0.0866848-0.0291154j -0.04823+0.00486423j -0.0115397+0.000712614j 0.0502697+0.0045454j -0.00736738-0.000541754j -0.0199896-0.0149748j -0.0692375-0.0142693j -0.0017409-0.0297827j -0.0578174+0.0385116j -0.0528538+0.0375451j 0.00297565-0.00310943j -0.0103231+0.0231402j 0.00105323+0.020385j 0.00719476-0.0463853j 0.00193143-0.0133497j -0.00470396+0.0133664j -0.00151736+0.000766605j 0.0144136-0.0334324j 0.0132811-0.00715696j -0.00445407+0.0155775j -0.00483047+0.00923713j 0.00586936-0.0250138j -0.00460885-0.00400896j 0.0115587-0.00176958j -0.00395793+0.0280547j 0.00488048+0.0168513j -0.00724347-0.00126731j 0.00684323-0.0140684j 
0.00798927+0.00335121j -0.00270446+0.00266615j 0.0663265-0.022413j -0.0776029-0.0873246j 0.112764-0.0254128j -0.160109-0.0182515j 0.0578083-0.0711435j 0.0637226-0.0471567j -0.146545-0.0601252j -0.0654201-0.0724464j -0.090614-0.0216918j 0.0766321+0.0363172j -0.119181+0.04072j 0.0155023+0.0401567j -0.0877791+0.0176708j 0.0943985-0.0196821j -0.066656-0.0242437j 0.0453208+0.00949995j -0.120892+0.0281023j 0.0690759+0.071223j 0.0554182+0.0188065j 0.0206876+0.0388937j -0.114565-0.0030356j -0.10299+0.000548164j -0.284772-0.0740123j -0.0827882+0.00643404j -0.0509426-0.0719258j 0.186085+0.00432889j -0.00336731-0.0214232j 0.0325248+0.000443315j 0.123272-0.00941508j 0.0780232+0.0600138j 0.000483649+0.0299012j -0.048998+0.020941j -0.0227436-0.0472825j 0.000897979+0.0035984j -0.0804249+0.00949217j 0.0506825-0.0416188j -0.00242768-0.019255j 0.0261883-0.0369704j 0.0813518-0.033119j -0.00406209-0.010762j -0.0120766+0.0121007j 0.0395161-0.00369898j 0.00694386-0.00629355j -0.112034+0.00774747j -0.0156372+0.00210832j 0.0230602-0.0285022j -0.00820667-0.0101474j 0.00404498+0.0347637j 0.108239+0.0805773j 0.00751484+0.012514j -0.0244083+0.00484755j 0.0833174+0.0345714j -0.0569684-0.0028583j -0.0165025-0.0198343j 0.0227347-0.0282065j -0.0310216+0.023012j 0.039733+0.00259769j -0.00428295-0.0167095j -0.0591761+0.0113705j -0.024545+0.00981793j 0.00968718-0.00213994j 0.0172003-0.0336082j 0.0273346+0.0099762j 0.00427511-0.00137057j 0.0101656-0.00644219j 0.00136318-0.00428589j -2.92945e-05+0.00127018j 
