0.0254283+0.0794976j -0.0223533+0.0352291j -0.0387088-0.0115961j -0.0284847+0.0765365j 0.0305666+0.0289411j -0.0127066+0.00860822j 0.0690291-0.0674075j -0.0218983-0.0120265j 0.0253925+0.00622095j 0.0163448+0.00670569j 0.0424138-0.0441306j 0.0469155-0.0206097j 0.00722955-0.0137071j -0.0118229+0.0155729j 0.018696-0.0200198j 0.0356014-0.00896404j -0.012183+0.0019493j -0.00308235-0.00395435j 0.0234437-0.0184041j 0.0209726-0.0170914j -0.00741299-0.0083835j 0.0109481+0.00163679j -0.00402968+0.0205704j -0.0278357+0.0315042j -0.00571841-0.0266624j -0.00789107-0.0173306j 0.0041517+0.00229908j 0.0215033+0.00612276j -0.00346685-0.0337359j 0.0055575-0.0147402j -0.0327538+0.0309712j -0.0143258+0.0235081j -0.0148068+0.0579316j 0.0307579-0.0157341j -0.0200695+0.0803202j 0.0169471+0.0714176j 0.0746787+0.0653817j 0.11712-0.112754j -0.159594+0.178579j -0.111452+0.0935058j -0.239506+0.01845j 0.195289-0.291005j -0.0534405+0.0220892j 0.0356635-0.0781885j -0.0106702+0.0280223j 0.0391361-0.0181124j 0.0222432-0.0367802j -0.0205665+0.019109j -0.0176528+0.0103936j -0.00465311-0.00764455j -0.0193311+0.0211368j 0.0160499+0.000646354j -0.00750261+0.000262646j -0.0141096+0.0146609j -0.0011592-0.00174362j 0.00535961-0.00382666j -0.0113602+0.00457477j 0.0166138-0.00101426j 0.00466894-0.00243159j -0.0139284+0.00926195j 0.00433338-0.0116373j -0.00614736+0.00289698j 0.0128552-0.0101205j 0.00348544+0.00562675j -0.000240325-0.00315301j 0.00178436+0.000454715j 0.00824364-0.00190335j 7.71898e-05-0.00131156j -0.00443439+0.00277601j -0.0078314+0.00290854j 0.00652399-0.00459294j -0.00149085-0.00951359j 0.00302356-0.00795854j -0.00176469-0.000177784j -0.00368984+0.0106971j -0.0122594+0.00937867j 0.00358488-0.00417617j 0.00597991-0.00164781j 0.00669575-0.00213471j -0.00269443-0.00468426j 0.012257-0.0235232j 0.00250482+0.00121798j -0.0136354+0.00627795j 0.0145337-0.00522812j 0.00874641-0.00210008j -0.012889+0.0150481j 0.000497115+0.0221509j -0.00379644+0.0152893j 0.0145242+0.0995243j -0.0929779+0.0521229j -0.0494444+0.0786633j -0.0408593+0.0410191j 
-0.00937346+0.0156723j 0.00998623+0.0185011j -0.0309251-0.0405104j -0.0259261-0.0204337j 0.000269055+0.033232j -0.173485+0.0857876j 0.0362953-0.142645j 0.0631058+0.0579078j 0.23178+0.0344246j -0.0619103-0.147957j 0.0983488+0.0519266j -0.126743+0.103421j -0.16577+0.0914587j 0.0649011-0.0277735j -0.023297-0.101777j -0.0480548-0.0675173j 0.0268501+0.144205j 0.194466+0.0435381j -0.0764785+0.06473j 0.0406149+0.0345016j 0.235128+0.0807963j 0.10982+0.0559175j 0.0759358+0.0959092j 0.0718051+0.077375j -0.0573745-0.00497163j 0.0130242+0.0639385j 0.0722678-0.15222j 0.0219756-0.0161143j -0.00482824+0.0688804j -0.0357326+0.0298024j -0.0356181-0.0315705j -0.0626788-0.0285463j -0.0242258-0.0587373j -0.0995574-0.0505699j -0.010687-0.0501655j 0.018906-0.0171795j 0.00621848+0.00136468j -0.00220954+0.0131199j 0.0254358+0.0375071j 0.00986397+0.0192677j 0.0053612+0.0311561j -0.0117171+0.0110408j 0.0211377+0.0289531j -0.00790427-0.00755466j 0.00907482+0.014412j -0.0419884+0.0221155j -0.0079312-0.013957j 0.00989211-0.0242066j -0.00705152-0.00169519j -0.013202+0.000687807j -0.0377985+0.00657855j -0.00219364-0.0126494j -0.00648411+0.024426j 0.00771238-0.0247533j -0.0124054+0.0330211j -0.00043753-0.0422091j -0.0124121+0.012448j 0.0017002-0.00829657j 0.00737373+0.00783402j -0.00656672+0.00178625j -0.000536331+0.0201708j 0.0041834-0.00122155j 0.0223329+0.00421633j -0.00323749-0.0125115j -0.00778372-0.00648407j 0.0114423+0.0204438j -0.0196576-0.0176469j -0.0105638-0.00494134j 0.00208747+0.000653485j -0.00606034-0.0116845j 0.00292694+0.0134428j 0.0143969+0.0146483j -0.0053678+0.00802275j -0.007673-0.0113761j -0.00671152-0.00151351j 1.92811e-06-0.00193438j -0.00789895+0.00309404j 0.00139344-0.0057854j -0.00445311+0.00786281j 0.00568952-0.0065133j -0.000355027-0.00979693j 0.000359482-0.00404231j 5.84707e-05-0.00229877j -0.00386758-0.00174577j -0.00295654+0.00631775j 0.0101119-0.00404222j -0.00490078-0.0103722j 0.000770958+0.00154063j 0.000800102+0.000395759j -0.00514899-0.00223314j -0.00147594-0.00293611j 0.0029764+0.0100933j 
-0.00310431+0.00329174j 0.000879689+0.0457177j -0.0433991-0.00118056j 0.0881802-0.0908021j -0.0537444-0.00948963j -0.0394657-0.155611j 0.000899579-0.151548j 0.00866351-0.0679892j 0.119082+0.0392889j 0.0206566-0.107822j -0.166208+0.115919j 0.0179335-0.120664j 0.0910314-0.124486j 0.0440743+0.0701214j -0.140071+0.117954j -0.00414015+0.0983892j -0.0476548+0.0110398j 0.0247304-0.112242j 0.0286839+0.00509893j 0.140375-0.117336j 0.0553079-0.0670208j 0.0905629-0.0424106j 0.0196188+0.0179964j 0.0288251-0.0384494j -0.0515684+0.0508968j -0.0247639+0.120925j 0.0901168+0.0632665j 0.0275624+0.0851535j -0.058485+0.0393382j 0.00610091+0.0813028j -0.0242072+0.10453j 0.022511+0.0705932j 0.0305956-0.126384j 0.0506166-0.0631038j -0.0150221+0.0742291j -0.0610763-0.0556675j -0.0782716-0.0186196j -0.0256212-0.0477491j -0.0220779+0.0118727j 0.0146668+0.0122948j 0.00169266-0.0370859j -0.0190617-0.000867719j -0.0269538+0.0298111j -0.0340683+0.0134036j -0.0132686+0.0068519j -0.0207425-0.0271458j -0.00951838-0.0540213j -0.00112568-0.0106711j -0.0287427+0.0135837j -0.0151761+0.0226685j 0.00670662-0.0300943j 0.0166383-0.00131141j -0.0093027-0.0351301j 0.0170439-0.0136653j -0.00699996-0.0154476j 0.0161236+0.00717631j -0.00139462-0.00686927j -0.00585544-0.0224508j 0.0122548+0.0105146j -0.00667049-0.00603035j 0.00184591-0.00294278j 0.00639787+0.0041336j 0.00660046-0.0025159j -0.00372673+0.0130287j 0.00621137+0.00552884j 0.0172775-8.97629e-05j 0.0075645+0.011234j -0.00317803-0.0144376j 0.0234373+0.00479565j 0.0195154+0.0128828j -0.0099547+0.0139101j 0.00813031-0.000959658j 0.0056302-0.021033j -0.00781869+0.00369561j 0.00193166-0.0029004j 0.00345621+0.00399763j 0.010475+0.00341816j 0.00557095-0.00292186j 0.00632114-0.00572881j 0.0019813-0.00568914j -0.00325861+0.00636382j -0.00459409-0.00315633j -0.00473789+0.0069601j -0.00822879-0.000502045j -0.00669352-0.000165465j -0.000886907+0.00417312j 0.000941722-0.00610554j -0.0039904+0.000427063j -0.0105992-0.00339498j 0.00109259+0.00845641j 0.00892323+0.00729006j -0.000702403-0.00613223j 
-0.000578917+0.0311514j -0.0177774+0.0331224j 0.038729+0.0178706j 0.00650458-0.0448708j 0.133116+0.0154919j -0.0596149+0.151849j -0.062789-0.0774352j 0.039536+0.0292479j -0.128787-0.0153276j -0.0568311+0.12156j 0.0521475-0.116203j -0.0377766+0.0513404j 0.189919-0.124274j -0.0350148+0.11848j -0.0465177+0.0683572j 0.0349015+0.00442519j -0.133111-0.072565j -0.139073-0.0259856j 0.0140296-0.0160878j 0.0284786-0.0183326j -0.181496+0.135151j -0.0886466+0.0471385j -0.0872782+0.0394145j -0.0254522+0.0300597j 0.0484034+0.0119874j -0.0227637+0.0792421j -0.0281726+0.00420322j 0.106808+0.0562059j 0.0721903-0.0783962j -0.0765338+0.0475611j -0.026599+0.0368462j -0.0268606+0.07244j -0.0119032-0.136859j 0.045205-0.0724828j 0.014994-0.0175092j 0.000233838-0.0566112j 0.00130938+0.0214021j 0.00976175+0.0105837j 0.00389257+0.0138434j -0.0447987+0.0380953j 0.0198355+0.0283047j -0.00153775-0.0175901j -0.00639648+0.0108047j 0.00624734+0.0211745j 0.0347451+0.0158274j -0.00889827+0.0402131j -0.015986+0.0023441j -0.00591593-0.020328j 0.0117006+0.0294513j 0.0294483-0.0161444j -0.0208094+0.0113376j -0.00183282-0.0126372j 0.00057679+0.00723542j -0.0135093+0.0428304j 0.024146+0.00505407j -0.0214555+0.0163308j 0.0202878+0.0118974j 0.00649113+0.0150742j 0.000980697-0.0105337j -0.00705444-0.00124914j 0.00417302-0.00839506j 0.0166975-0.0114203j -0.030877+0.00416439j 0.0151566+0.0243165j -0.00731414+0.0238452j 0.0129983-0.000211359j -0.00723349-0.00917756j 0.00716368-0.0115866j 0.00850538-0.0138443j 0.000221737+0.00164312j -0.012603-0.00733756j -0.00755172+0.00419368j 0.00119613+0.0175672j -0.0200273+0.0044151j 0.0059034+0.0101463j 0.0017151-0.0061412j -0.00286849-0.00146796j -0.00338539+0.00802388j 0.00311173+0.0096225j 0.00526215+0.00672075j 0.00623404+0.00110259j 0.00076301-0.00575803j 0.000271226-0.00537911j 0.00100605-0.00413438j -0.00118128-0.00275295j 0.00424221-0.000324023j -0.00392078-0.00413901j 0.00143774+0.00563647j -0.0043156+0.00570827j -0.00130893+0.00453298j 8.68325e-05+0.00154655j 0.00327753+0.0041537j 
0.02114+0.0104072j -0.00245118-0.00612375j 0.0798234+0.0547733j 0.0737441-0.064279j -0.0138122+0.0112486j 0.0454873-0.0537255j -0.0852595-0.048856j -0.067552+0.101496j -0.111013-0.0244466j 0.0188709+0.061192j -0.0586035+0.0312911j 0.0641873-0.0718371j -0.160258+0.13487j -0.102609-0.109702j -0.0823341-0.0751407j -0.0549203-0.0823539j -0.0321668-0.243098j 0.198591-0.0255568j -0.0339111+0.0117548j 0.0387372-0.0292983j -0.0019297+0.0175065j 0.0857988-0.0201054j 0.0802069-0.196506j -0.119597+0.0843142j -0.114746-0.0710017j -0.04724-0.0483043j -0.0610295+0.116608j -0.118902+0.0525135j 0.0450843-0.052617j -0.129545-0.0225168j -0.0212275+0.0234156j 0.0256597+0.0137191j -0.0384968-0.0581876j 0.12728+0.028707j -0.0127953+0.0393042j -0.0234035-0.0348827j -0.0223478+0.00782442j 0.0448575+0.0142379j -0.000860559-0.0296913j -0.00112125-0.000122273j 0.0239776-0.0214569j 0.0111407-0.000532096j -0.0406427-0.012955j -0.00040948+0.0399652j -0.0107307+0.00950325j 0.021385-0.0143575j -0.02114-0.000949427j 0.00418346-0.0242993j 0.000934188+0.0161773j 0.0209424-0.00555195j 0.00637298-0.0177172j 0.00157551-0.0130906j -0.0152122-0.00425014j 0.0199114-0.0250212j -0.00584648-0.00245402j -0.0128218-0.00580498j 0.0106262+0.00481032j -0.00697061+0.00354273j -0.0327901+0.011476j -0.0142588+0.00883521j -0.000327539-0.00268302j 0.00397642-0.000923256j 0.0274466+0.00878764j 0.00776512-0.00118205j 0.00917046-0.00442052j 0.0250275+0.0201847j -0.00723149+0.0223767j -0.0113377-0.00191526j 0.00898475+0.0103365j -0.0063559+0.00295779j -0.003849-0.00845447j -0.00335747-0.0106431j 0.00997758+0.00256991j 0.00138422-0.00488605j -0.000325343+0.00844592j 0.0101717-0.0114482j 0.00234368+0.0132265j -0.00364195+0.00251044j 0.00167967+0.00294459j 8.30388e-05+0.00966048j -0.00095313+0.00399976j 0.00287779-0.00264251j -0.00546634+0.00406392j -0.000908474-0.00536613j -0.00472177-0.00553178j 0.00156748+0.00268457j 0.00441586-0.00936102j -0.0030734-0.00267468j -0.000544305-0.00418295j -0.00614366+0.00589603j 0.00257931-0.00767666j -0.00144489-0.0107053j 
0.0163492+0.00968035j -0.00912419+0.0175982j -0.0573174+0.0953597j 0.0599236+0.0463284j -0.0350106-0.02645j -0.0255075+0.0959586j -0.183942-0.0165219j -0.0217556+0.204203j -0.105155+0.11331j -0.00522344-0.0812153j -0.0185367-0.00307686j 0.0851289-0.045016j -0.0124142-0.042614j -0.00731946+0.0392743j -0.237358-0.0469677j 0.144495+0.0210756j -0.0763466+0.097266j 0.0603104+0.0132269j 0.143573-0.0300655j -0.0874481+0.0396754j 0.0454347+0.0431667j 0.0665267-0.0958281j -0.0486367+0.0139115j -0.131834+0.0277343j 0.0870243+0.0367845j -0.0317332+0.118893j 0.0450319-0.00318825j -0.0357788-0.125821j -0.0136742+0.0400576j -0.137848-0.025914j 0.0248297-0.055534j 0.0307545-0.017655j -0.00123696+0.0309702j 0.00363382-0.00617972j 0.0239969-0.0169563j -0.0656977+0.00949208j 0.0429945-0.0169347j -0.049717+0.0182326j -0.0321709+0.0023207j 0.00946787+0.0165929j 0.0167441+0.0153723j 0.00549744-0.0396788j 0.00470536-0.0460862j -0.0359512+0.0109873j -0.0114088+0.00907515j 0.00344381+0.0151559j -0.0403233+0.0147367j -0.0115765-0.0306681j 0.0011649-0.0106286j 0.0161797-0.0100232j 0.00794009-0.007171j 0.0016455+0.011396j 0.027654-0.00475949j 0.0191499-0.00510031j -0.0202361-0.0315956j 0.00580867+0.0187185j 0.00916413+0.022853j -0.0134602+0.0286267j -0.0130009+0.0121418j -0.000617266-0.0104146j 0.016517+0.0068426j 0.0359314+0.0210343j -0.0147575+0.0077804j -0.0122235-0.00886316j 0.00170776-0.00251906j -0.00697485-0.00616137j 0.0100132-0.00621779j -0.00679768+0.0196126j -0.00326505+0.00963896j 0.0130026-0.00829882j -0.0076117-0.00904155j -0.00759359+0.00386622j 0.00613946+0.0112092j 0.000682302-0.0140698j -0.00185301-0.00499167j 0.00127333-0.00873351j -0.00170209+0.00427136j -0.00235398+0.00484048j 9.12152e-05+0.00533128j -0.00902928+0.00311699j 0.00535041-0.00593289j 0.00362038-0.0068542j 0.00245022-0.000255637j 0.00190856-0.00789311j 0.00944477-0.00189486j -0.00352702-0.00564206j 0.00596868-0.00129422j -0.00377245-0.00482661j -0.0118724-0.0073407j 0.00529872+0.00678165j 0.00672479+0.00188896j 0.000210784-0.00636016j 
-0.0362124-0.0653631j -0.00234976+0.0365231j -0.043398-0.0226353j -0.0787042+0.026891j 0.108297-0.136705j 0.125988-0.0222622j 0.0409514+0.0746871j 0.0493885-0.0393435j -0.0775604+0.0225156j 0.0285393-0.0692408j -0.0445423+0.0168021j -0.0958155-0.0816522j -0.0465648+0.102482j -0.0789097+0.0685016j -0.106639-0.0127596j -0.0551214+0.0537261j -0.11937-0.0728019j 0.0550384-0.0979622j 0.0287721-0.0171413j 0.00697841-0.139369j 0.0408379-0.0503185j 0.0910493+0.0189507j -0.0218849-0.0487857j -0.00608222+0.0737016j -0.0684318+0.0597782j 0.00640857-0.0308863j 0.0441091+0.0857395j 0.0168921+0.0404979j -0.0697285-0.0625846j -0.0808551-0.0661046j -0.0238582+0.0481766j 0.0236816-0.0191318j 0.0490492+0.0429153j -0.0136576-0.00151577j 0.0595896+0.0190078j -0.0593094+0.00911195j 0.0621774+0.00921904j -0.0400741+0.0230314j 0.00202492+0.109044j -0.00818041-0.00080593j -0.0188455+0.0515475j -0.0362002-0.00785671j 0.0360801+0.00938615j -0.00871757-0.017861j 0.033711-0.0306222j 0.0224028-0.00979222j 0.00987902+0.0234795j -0.0182496+0.00772406j 0.0130418-0.00500729j 0.0145454+0.00864966j -0.00507921-0.00492758j 0.0373779+0.0314868j -0.0102412+0.0135353j 0.00543644+0.00719027j -0.00351852+0.00938855j -0.00481214-0.000825527j -0.0018267-0.0101315j -0.00272807-0.0200455j 0.0128657+0.00511812j -0.0195522-0.00489241j -0.0357338-0.0112015j -0.00429353+0.000329212j -0.0158626-0.0112913j -0.014881+0.000109336j -0.00583973-0.0150803j 0.00913451-0.000320155j 0.00763185+0.00599208j 0.0103461-0.000357467j 0.0020596-0.00135582j -0.00386043-0.00284315j 0.0016698-0.0020204j -0.015206+0.00239441j 0.00819884-0.00680571j 0.00540756-0.0162466j 0.0043898+0.00333308j -0.00571019+0.00145043j 0.00203728-0.00118075j -0.00530538+0.00922049j -0.00944849+0.0016177j 0.0105362-0.00808324j 0.00623154-0.00943279j 0.00302292-0.0139882j -0.00993931-0.0109913j 0.012403-0.0109058j -0.00287645+0.00475661j 0.0101967+0.00288621j -0.00178748+0.00638414j 0.0087775+0.001252j 0.0130156+0.0115796j 0.00890019-0.00907918j -0.0010264+0.000904021j -0.00297215+0.0133838j 
-0.010913+0.0157292j -0.0129162-0.0446426j -0.0544613+0.0113088j -0.0418391+0.0500023j -0.0470286+0.12971j -0.223125-0.0365871j 0.0839387-0.061197j -0.0270043+0.0416739j 0.0105235+0.0806172j 0.141059-0.013599j 0.0169548+0.0140632j -0.0950594+0.0480555j 0.0530608+0.250859j -0.0683793+0.118572j 0.0864564-0.138917j -0.118389+0.121576j -0.116315+0.0812284j -0.0499089-0.080148j -0.0235509-0.0939099j 0.017258-0.0345865j 0.0199423-0.130075j 0.0463198+0.0255183j -0.0757037-0.0321298j 0.0547487-0.0360082j -0.00967264+0.0799683j -0.0765914+0.0421437j 0.019662-0.02307j -0.0322549-0.0449248j 0.0387708+0.0444407j 0.0979644-0.0430427j -0.0110198-0.0158139j -0.0579319+0.0185352j -0.041448+0.072262j -0.0247562-0.00933301j -0.0157888-0.0296114j 0.019451+0.0447014j 0.0174003+0.0119836j -0.000607436-0.0165473j -0.00593949-0.0539163j -0.0431199-0.013687j -0.0154072+0.00637993j 0.0366653-0.0281821j 0.0233509-0.0202072j 0.00659132-0.00088615j -0.015519+0.0493654j -0.070707-0.00426676j 0.0136185-0.0292922j 0.0246283+6.53796e-05j 0.00486891-0.0217179j -0.0175153+0.00661648j 0.00496696+0.00284803j -0.00289716+0.011339j 0.0193908+0.021076j -0.00560813+0.00362687j 0.0122614+0.0144577j -0.00922821+0.00800027j -0.00172497-0.0217695j -0.000772642+0.0165955j 0.00234678+0.00126883j 0.0405242-0.0146657j -0.020321+0.00240448j -0.00205604+0.00427452j 0.00479894-0.0160742j 0.00399754+0.00738479j -0.0103363+0.00160595j 0.01925-0.0105864j 0.00887347-0.00178571j -0.00759483+0.00479539j 0.00621307+0.00026232j -0.0140181-0.00205564j 0.0109347-0.0119193j 0.00685288+2.14577e-05j 0.00372432-0.00890102j 0.00234552+0.0099196j -0.0177334-0.00368794j 0.00195682+0.0115761j 0.00302436-0.00447738j 0.00812793-0.00927308j 0.000664057+0.00162641j -0.00973476+0.00247919j 0.00755369+0.0107779j 0.00196296+0.0030235j 0.00373638+0.00125598j -0.00373699+0.00333307j 0.00135563-0.00459068j -0.00781988-0.00654505j -0.00934498+0.0011573j -0.00490795+0.00622986j -0.00552411-0.00198769j 0.00261214+0.00676443j -0.000694573+0.0106696j 0.00751161-0.00371133j 
0.0016049+0.0269875j -0.0561872-0.0089983j -0.167729+0.0731281j 0.0281207+0.159309j 0.0828489+0.0330113j -0.123216+0.158801j -0.0386948-0.0627563j 0.0444727-0.0917896j 0.0962594+0.157624j -0.0234549+0.0460675j -0.0562249+0.0748775j 0.0151713+0.0268697j -0.122659-0.0464006j -0.102102-0.0628801j 0.167932+0.0616599j -0.0322237-0.0783208j 0.0652384-0.0813791j 0.106329+0.00717261j 0.0121-0.0103516j -0.0068848-0.0066582j 0.107336-0.00684296j 0.0507122-0.00900654j -0.0395867-0.0383992j -0.11818-0.00346613j 0.129495+0.0219102j -0.00525294+0.0361505j 0.0258629+0.0619477j -0.0482126+0.00380289j 0.0871177-0.015892j 0.143779+0.0361812j 0.0238392-0.0575126j -0.0177793-0.0178068j -0.0256391-0.0197193j -0.106443-0.0540171j -0.0329204-0.0265585j 0.00374755+0.0352984j 0.0587331-0.00800264j -0.0520956-0.0243768j -0.0648227-0.0289877j -0.0487922+0.0195522j 0.00041564+0.0105817j 0.0130774-0.064551j 0.0360774-0.0786935j -0.0577849-0.0155129j 0.0135515+0.0135134j -0.029773+0.0412616j 0.0120782-0.0223587j 0.0088241+0.0232354j -0.0276598+0.00635375j -0.0174476-3.08141e-05j 0.00461812-0.0116943j -0.0113546+0.0244646j -0.0115173-0.0169214j 0.0169511+0.00457402j -0.00647882+0.00200519j 0.000596241-0.00652283j -0.00276326-0.00542277j -0.0156209-0.00158716j 0.00352732-0.012212j 0.00477862+0.0100689j 0.00941905-0.0176068j 0.0269753-0.0244734j -0.0015576-0.0125225j 0.00453816+0.0288795j -0.00644452-0.0175799j -0.00396172-0.00693127j 0.00166019-0.0118319j 0.000514324-0.00155723j -0.00725599+0.0124027j -0.000244753-0.00282141j 0.0012871-0.0169507j -0.00112602-0.00549219j 0.00853475-0.00163577j 0.00469876-0.00448419j -0.0128734-0.0102125j -0.00164191-0.00353748j 0.000767622-0.0106367j 0.000144501+0.00338867j -9.5902e-05+0.00177017j -0.00923066+0.00208296j 0.00951317+0.00863302j -0.00896395+0.00396484j 0.01282+0.00312795j -0.00606796+0.000597222j 0.0156236-0.00459263j -0.012221-0.00952165j -0.00214132+0.0055163j -0.00910167+0.00486395j -0.0157277-0.000253616j 0.0125014+0.00667642j 0.00647968+0.0149161j 0.00410504-0.00685449j 
0.0308976+0.0129359j 0.0851062+0.0773359j -0.0750824-0.0833277j -0.0464192+0.06325j -0.0533237+0.0503139j 0.0471124+0.0645368j -0.0005013+0.164903j 0.0388513+0.0244738j 0.0399094+0.158441j 0.107792-0.00241046j 0.0165441+0.0474353j 0.0914829-0.12133j 0.148041+0.129014j -0.0717705+0.0435034j 0.0451885-0.0352503j -0.120424+0.0693956j 0.11525+0.0850039j 0.0177005-0.0735269j -0.10952-0.0362908j -0.140948-0.0750089j 0.073576-0.0509482j 0.0567459-0.107044j -0.0469247-0.023033j -0.059128+0.00424302j 0.147342+0.0379158j -0.00356712-0.040543j 0.0854965+0.0140311j -0.00917421+0.0172267j 0.0405801-0.102697j -0.045163+0.0386463j 0.00300997-0.0562029j -0.0882517+0.0102314j 0.0212895-0.150866j -0.0305945-0.0521939j 0.00607799-0.0343337j 0.0338054-0.0525236j -0.0904294-0.0804602j 0.00558938-0.00182462j 0.0369597+0.0259623j 0.0396528+0.0160258j 0.00686421+0.00168984j 0.0141657+0.0443793j 0.0418842+0.0102112j 0.00628111-0.0507247j -0.019325-0.00015392j 0.0148543+0.00671568j 0.00573762+0.0316554j -0.00925602+0.0146935j 0.00897823-0.0120204j -0.0233272-0.0210164j 0.0124453-0.0045569j -0.0157869-0.00517822j -0.00359226+0.00935414j 0.00292294-0.00370688j -0.0120362+0.00460844j -0.0176626-0.00474745j -0.00620395-0.0112395j -0.0133368+0.00492817j -0.0102698-0.00594926j 0.00689242+0.0121851j -0.0102506+0.00643103j -0.00982131-0.0127021j -0.0253337+0.00274478j 0.00327575+0.00768289j -0.030231-0.00601637j -0.013312+0.000396134j 0.00980327-0.00775479j 0.0157745-0.00939797j -0.0120327+0.00183098j 0.00849621+0.00414603j -0.0101644-0.00557068j 0.00797996+0.00714277j -0.00170441-0.00335475j -0.00761816+0.00693249j 0.0131428-0.0116099j -0.0145853-0.016735j 0.00227812+0.00134094j 0.00344809+0.0118543j -0.00345159-0.000347022j -0.00952496+0.00711781j -0.000579219+0.00343088j -0.00696005+0.00550155j 0.00751349+0.000478645j 0.00611073+0.00313241j 0.00858109+0.00441082j -0.00148791-0.00039062j 0.00780268+2.83726e-05j -0.00468086-0.005692j -0.0118923-0.00324337j 0.000313242-0.00286847j -0.00581251-0.00261044j -0.000444541+0.00821926j 
-0.00444257+0.0235509j 0.0300103+0.0194027j -0.00589618-0.113329j -0.17354-0.0280341j 0.0484717+0.183535j -0.145469+0.115958j -0.104781-0.0218419j 0.0709444+0.117153j 0.0995411-0.096835j -0.0237315-0.113169j -0.0397552-0.0388005j -0.031074-0.0137425j -0.0935243-0.146426j 0.0637792+0.0118475j 0.128373+0.074132j -0.0538106-0.0270579j -0.0140075-0.1837j -0.038762-0.0048702j 0.0187147-0.0503836j -0.0589594-0.0809444j 0.0687653-0.00865134j -0.0171717+0.0803122j 0.0937827+0.0884084j 0.0986984-0.0689163j -0.0451427-0.0231067j -0.0247029-0.0670491j -0.00357643+0.0348653j -0.0528852+0.0144692j 0.00913784-0.0513516j -0.0714541-0.0674629j -0.0604215+0.00147672j -0.0905633+0.0189882j -0.00241851-0.0212256j 0.0527248+0.0457661j 0.0206431-0.0403337j 0.0050056+0.00137678j -0.0636652-0.0260857j 0.0568405+0.0802071j 0.037335+0.0176854j -0.0181948-0.00260517j 0.0143246+0.0332916j 0.0143223+0.0189127j 0.0685304+0.0508375j 0.0492558-0.0280509j 0.026373+0.0506765j -0.0406977+0.0299227j -0.0350252+0.0232763j -0.0282904-0.0251976j -0.00419357-0.015457j 0.0044564+0.0309258j -0.000213178+0.0182502j 0.0231663+0.00932689j 0.013572-0.0109079j 0.0323551+0.00928653j -0.00400357-0.000770662j 0.00554002-0.0016369j 0.00699978-0.00200243j -0.0164529-0.00605256j -0.00121845-0.0175144j 0.000168812-0.00493352j 0.00206173-0.00143981j -0.0185276+0.00734842j -0.0164517+0.00998328j 0.00726143+0.0203076j -0.0153438+0.00850811j 0.0174615+0.00695649j -0.00136104+0.000506255j -0.00999498-0.00620029j -0.000762181-1.98784e-05j -0.00663072-0.0150059j 0.00919676-0.00193284j -0.00284718+0.00584089j 0.00691305+0.00301998j 0.0071552+0.00753971j -0.00347206+0.00018675j 0.00370361+0.00257623j 0.00619913+0.00333061j -0.000829574-0.00171674j -0.00417936+0.00441592j -0.00646746+0.00358236j 0.00453676+0.00940573j 0.00384658-0.00469383j -0.00324336-0.00146365j 0.00254047-0.00230919j -0.00379139+0.00119394j -0.00267442-0.000107515j -0.00134285+0.0017512j 0.00148582+0.00174126j 0.00321528+0.0019392j -0.00522378-0.00626455j -0.00340605-0.00300349j 0.00792002+0.0098892j 
