-2.79402e-05+0.0128566j 0.0119586+0.00407388j 0.00289883-0.0131525j -0.0120558+0.0036708j -0.0122287+0.01735j 7.82714e-05+0.00377392j 0.023257+0.0053111j -0.0205534+0.0280855j -0.00657294+0.00258952j -0.000594921+0.0114675j 0.0126736+0.0255699j -0.0108367+0.00481313j -0.0234354-0.0277751j 0.00566406-0.00507141j 0.026434+0.00310606j -0.00820476-0.0172416j -0.0050557+0.00761496j -0.0095143-0.0173224j 0.0283378-0.0197819j 0.000927403+0.0145244j 0.00066875+0.00702175j 0.00295406-0.00388874j -0.00193874+0.0190664j 0.000700231-0.000549352j 0.00575261+0.00265079j -0.00276359+6.12978e-05j -0.019181+0.0216715j 0.00439941-0.0169441j 0.008181-0.0102169j 0.00336724+0.00712572j -0.0130345-0.0113638j -0.00469526+0.00636375j -0.00391057-0.00766055j 0.013537+0.00175932j 0.00858041-0.0168949j 0.00171404+0.00591284j -0.00155384-0.00512697j -0.00222264-0.0136076j -0.000445776-0.0100054j 0.00624994-0.0110625j 0.00921844-0.0105622j -0.0131938+0.0072525j 0.00375667+0.0157195j 0.0102099+0.0164944j -0.0057254+0.00103772j 0.00781459-0.0162282j -0.0137453-0.00683454j 0.00633736+0.0535794j -0.00692647-0.00881322j 0.0156195-0.0199083j 0.00947528-0.0192251j 0.0157228+0.00497686j 
-0.00328828+0.0133371j 0.0111217+0.00669876j 0.00215594-0.00361578j 0.000255454+0.00281322j -0.00680991+0.0134838j -0.00830129+0.00419979j 0.0173709-0.0034033j -0.0100575+0.00766313j -0.00923971-0.00246858j -0.00399923+0.00327267j -0.00769873+0.00858904j 0.0219177-6.06063e-05j -0.0104108-0.0161957j 0.0164886+0.00171159j 0.00554355-0.0156196j -0.0107931-0.0116896j -0.0101416-0.00642234j 0.000642074-0.0132022j 0.0169874-0.0111411j -0.00404046+0.0174376j -0.0119988+0.00912773j 0.0125428+0.00155271j -0.00665922+0.0135464j 0.00523324+0.0196502j 0.00687346-0.00589844j 0.00194186+0.00124899j -0.00764534+0.0157066j 0.006203-0.00984612j 0.00443735-0.0101585j 0.0181556-0.0033715j 0.0140926-0.00124878j 0.0181699-0.00108767j -0.00641929-0.00257902j 0.0109374-0.0123076j 0.00355776-0.00636428j 0.0062912-0.00090402j -0.011682-0.0111634j 0.0103943+0.00599795j 0.0202781-0.0160431j -0.00193655-0.00670935j 0.00525451-0.00523938j -0.0266152+0.0155958j 0.00752521+0.00939639j -0.0165744+0.0113086j 0.0071986-0.0071913j -0.00159357+0.000290516j -0.00399965-0.0128938j -0.00286945+0.0201914j 0.00540434+0.00352885j -0.00157195+0.00392747j 0.00350831-0.0156114j 0.00618256+0.00137713j 
-0.0161529-0.00530682j 0.00694058+0.0198276j 0.00638925+0.0265544j 0.0199649-0.00866597j 0.0103846+0.0349404j -0.00845962+0.000193497j -0.0234627-0.02335j 0.0162568+0.00368904j 0.00761478-0.0143386j -0.00495473+0.00750742j -0.0122102-0.00492428j -0.0127257-6.43483e-05j 0.00560801-0.00888454j -0.00429535+0.00820522j -0.00236065-0.00927061j -8.48683e-05+0.0165393j -0.0136687-0.000636753j 0.0231056-0.00524487j -0.00415242+0.013468j -0.00239829-0.014418j 0.0101863+0.0144998j 0.0125417+0.0129866j -0.0136017+0.00714157j -0.0213235+0.013295j 0.0131561+0.0222641j -0.0016543-0.0056334j -0.00103015-0.00627271j -0.00839582-0.0187631j -0.0131773+0.00871334j 0.0017886+0.0224625j -0.00719995-0.020818j -0.0113017-0.00208909j 0.016622-0.0232145j -0.002648+0.0153829j 0.0079713-0.0172304j 0.00782739+0.00545166j -0.013458+0.0137154j 0.00951834-0.00889941j 0.0109169+0.000193936j -0.00629418-0.0219312j -0.00251669+0.00412389j -0.0058302+0.000706623j -0.00592401-0.0102601j -0.0018582+0.0144513j 0.00241541-0.0234216j -0.0382282-0.0173882j 0.00675747-0.0115633j 0.0117792+2.64557e-05j 0.0208868+0.0211025j -0.027614+0.018152j 0.00802036+0.00923763j -0.00743876+0.0137199j 
-0.00587105-0.00750366j -0.00609199+0.00621287j -0.00910031-0.00112971j -0.0170335+0.000735598j 0.0116121+0.00377551j -0.00391647+0.0119458j -0.0207756-0.0285463j 0.00679359+0.00388069j -0.000299599-0.0114107j 0.00386681-0.00710496j -0.0182219-0.00103147j 0.00499403-0.0166831j 0.00818737+0.0144922j -0.00241716-0.00672045j -0.00761692-0.00634541j 0.000933079-0.0080114j -0.00781013-0.00279217j 0.0138308-0.0233274j -0.00792519+0.00880932j 0.00962829-0.0145246j -0.00256098-0.00452326j 0.000301964-0.0117194j -0.000228356+0.0114726j -0.00442008-0.0176904j 0.00819878+0.0128889j 0.00250803+0.00416664j -0.0177783-0.0046434j -0.00436801+0.015288j -0.0271464+0.00346957j 0.00852512-0.023079j 0.00951713-0.00283625j -0.0165355+0.0175605j 0.00734624+0.0146216j 0.00338952+0.0173204j -0.0243182-0.00659466j -0.00962848-0.01069j -0.0119818-0.0166557j -0.0111901-0.00710936j 0.00644101-0.00238402j -0.00223955+0.00017279j -0.00955594-0.00449628j -0.000445825-0.0142863j -0.00651242+0.00757752j 0.00494392-0.00455631j -0.00360425+0.0117627j 0.000897907-0.00149596j 0.00325539+0.00748099j -0.0117699-0.013951j -0.00276518+0.00948011j -0.00729314+0.000974761j -0.00315118+0.00349375j -0.00261029-0.00112825j 
-0.003225+0.00392789j 0.00586959+0.00876046j -0.0040185+0.0104343j -0.000489059-0.00972046j -0.0225785+0.0117302j -0.0048694-0.00267319j 0.000983011-0.0186358j -0.00951284-0.00594288j -0.00370604-0.010811j -0.000250291+0.00283748j -0.000558641-0.00665119j -0.0152851+0.00942204j 0.0118811-0.0138782j 0.0119558+0.00636893j -0.00783245-0.00375636j -0.00675778+0.00711925j -0.0210467+0.00310814j 0.00518546-0.00409244j 0.00447123+0.0100113j -0.0110518-0.00853969j 0.0275435+0.0114168j 0.013675+0.0219759j -0.00346287+0.000167932j -0.0197326+0.00613073j 0.00546802-0.00323354j 0.0084048-0.00386004j -0.00375095+0.0124959j -0.00624193-0.0204021j 0.000778681+0.00444947j -0.00392075+0.0197836j -0.00275045+0.000489446j -0.00113679-0.0166449j 0.00117126-0.0140632j -0.00170797-0.0097035j 0.000623066-0.0111443j 0.0114921+0.00768687j -0.0130653+0.0134792j 0.00371413+0.00064722j -0.000297719-0.0057832j -0.00945267+0.000177965j 0.0100639+0.0100139j -0.00581639+0.0136246j 0.00667713+0.00559004j -0.00474583-0.00151653j 0.00726503-0.00431966j -0.0167828-0.00720406j -0.00280784-0.0108453j 0.00901624+0.00374234j 0.00394877+0.000996059j -0.00497887+0.00305743j 0.00504181-0.000958808j -0.00183868+0.00534336j 
-0.00112472+0.00169481j 0.00169198+0.00346025j -0.0108114+0.000856052j -0.00472117-0.00812692j -0.0129731+0.000598753j -0.00772516+0.0189334j 0.0185549-0.00189903j -0.00931165-0.00189241j -0.0127497-0.00184895j 0.00424857+0.0181329j -0.011868+0.0021079j 0.00538838-0.00271352j 0.00368163-0.0105583j -0.00279151-0.0068023j 0.0119345-0.00906489j -0.0142496-0.0137864j -0.00357003+0.0067533j 0.00476914-0.010564j -0.00758106-0.00595987j 0.00140066-0.00731096j 0.00485845+0.00507841j 0.0107899-0.00259151j -0.0109542-0.00119406j -0.00258225+0.0172687j 0.00262801+0.0169021j 0.00603793+0.00171723j 0.00498963+0.0149257j -0.00539954-0.0135932j 0.0043359+0.00688993j 0.0369965-0.00258771j -0.00696437+0.000399087j 0.0141327+0.00729448j -0.00446239-0.0116903j 0.0207117-0.00503592j 0.00869476+0.00110665j -0.0053908-0.00674555j -0.00964608-0.00881839j 0.00142613+0.00124054j 0.016578-0.00206668j 0.000475491+0.000890416j 0.00454021-0.00394037j -0.000140681-0.0104136j 0.0043623-0.00754547j -0.0149581+0.00963939j 0.00445597-0.00589869j 0.0135786-0.00383785j -0.0042802-0.00442935j -0.00686901+0.012027j 0.00184398-0.00305799j 0.000608659+0.00283323j 0.000125763-0.0073457j 0.00654597+0.000400201j 
-0.00641794-0.00725475j -0.00480317+0.00512788j -0.0022844+0.00228817j -0.00284886+0.00217395j 0.00746503+0.00473668j -0.00246848+0.00327303j -0.0179649-0.00423608j 0.00906705+0.00899941j 0.00137114-0.00467137j -0.00485915+0.00753358j -0.00727328+0.00772873j -0.000735863+0.00335425j -0.00109175+0.000278928j -0.0124007+0.0066062j -0.00600712-0.00373963j -0.0138985-0.00135682j -0.00330009-0.0124821j 0.0080547-0.0124385j -0.0115303+0.00621867j 0.0137604+0.00596157j 0.00239207-0.0105525j 0.00428637+0.00109558j 0.00173017-0.00501046j -0.0192698+0.00116788j 0.00514258+0.00532659j 0.00260545-0.00761404j -0.00385617-0.0194402j -0.0010127+0.00684196j -0.00536927+0.00465077j -0.00621481-0.0170435j 0.00435578+0.00563178j 0.00453331-0.00229568j 0.00987017-0.0113934j -0.00351623+0.0160866j -0.0187788+6.53869e-05j -0.00111029+0.00520288j -0.00888971+0.00896398j 0.0111615-0.00397193j 0.00150697+0.00275788j -0.00270708+0.0014567j -0.00212493+0.00115285j 0.00690079-0.00616518j -0.00354876+0.000757865j 0.00460258+0.00280237j 0.00582525-0.00347482j 0.00137288-0.00395236j 0.00620481-0.00440207j -0.00195317-0.00315652j 0.00293386+0.00516466j -0.00617353+0.00167703j 0.00137486+0.00446587j -0.00190066+0.00176186j 
0.00721394+0.00184826j -0.00531276-0.0117536j -0.00632758-0.0181734j -0.017103+0.00449275j -0.00249988-0.0201297j 0.00571076+0.0106498j 0.0113106+0.00628992j -0.00622686+0.00266576j -0.000222009-0.000507017j 0.00469245-0.0133702j 0.00282868+0.0182101j 0.0125752+0.00429022j -0.00831663-0.008138j -0.00556292-0.00403667j 0.00948619+0.0043296j 0.00094729-0.00670221j 0.0147052+0.00397183j 0.000210034-0.0180684j 0.00332854-0.011302j 0.00361024-0.00167198j -0.0136902-0.00518115j -0.00364503-0.0162435j 0.000855966-0.00885219j 0.00783771+0.00512774j 0.00406479+0.0101808j -0.0165972+0.00513875j 0.011664+0.00603444j -0.013661+0.0218396j 0.00295345-0.00885089j -0.016394+0.00866736j 0.00608909+0.00488631j -0.0135128-0.00817854j 0.00755526+0.00386117j 0.00752562-0.0150345j 0.0085301+0.00116383j -0.0116556-0.0202858j 0.00496705-0.00897409j -0.0194965+0.00242757j -0.0134286-0.00451936j 0.0061985+0.00997233j 0.000798675-0.000444898j 0.00581187-0.00500174j 0.000578358+0.00503614j 0.00765197-0.0028673j -0.00650849+0.0164335j 0.0212338+0.00490059j -0.00230064+0.00979073j -0.00577583+0.00246781j -0.0154007-0.0107442j 0.0129654-0.0115234j -0.00175002-0.0061047j 0.00404949-0.00658081j 
-0.00312983+0.00722842j 0.00641576+0.0068457j 0.00133946-0.00470713j 0.000430346-0.00811585j -0.00727491+0.00213921j -0.00313187-0.0175012j 0.00632924-0.0151928j 0.000965693+0.00218282j 0.00126941-0.00667826j -0.000644013+0.00550261j -0.00189781-0.00215891j -0.0006221+0.00243857j 0.00391924+0.00147089j 0.0120127+0.000376866j 0.00553823-0.000322845j 0.00801094-0.00087381j -0.0110083-0.00766377j -0.00370494-0.00701424j -3.11042e-05-0.00461424j -0.0118343+0.000119051j 0.00447147+0.00321136j 0.0057141+0.00232686j -0.00868592+0.0100188j -0.000955958-0.00149033j 0.00759561-0.00655695j 0.00422753-0.0124252j -0.0142759+0.00551533j -0.00798226-0.0129291j -0.00190757-0.00196982j -0.000714355+0.00630751j 0.0116374+0.00112694j -0.0082744-0.00391015j 0.00312691-0.00601898j 0.00743995-0.00434851j -0.00292287-0.00389673j 0.00221075-0.00818878j -0.00741963-0.00419745j -0.0028565-0.00151788j 0.00526884-0.000326394j -0.00315176-0.00771441j 0.0131349+0.00340846j -0.00751242+0.0115833j 0.00590838+0.00498746j -0.00150452+0.00417478j 0.00196893-0.00411257j -0.015097-0.00057014j 0.00244956-0.0162355j 0.00152281+0.00106849j 0.00181702+0.000875099j -0.00293899+0.00276686j 0.00168598-0.00336627j -0.000442786+0.00227526j 
0.00737525+0.00681298j 0.000902943-0.00817395j -0.014451-0.0164687j -0.00611063-0.00578038j -0.0161006-0.0156782j -0.00441804+0.0169723j 0.0229671+0.0105982j -0.011737+0.00337193j 0.00702467+0.00374653j -0.0077184+0.00267617j 0.000996729+0.0237236j 0.000962678+0.00909368j -0.000403819-0.00162981j 0.000858555+0.00230823j 0.000370618+0.00317734j -0.00682194-0.00573363j 0.00482482+0.00510253j 0.00364849-0.00277148j 0.0143022-0.014529j -0.0112183+0.0073024j 0.00310182-0.0098057j 0.00141878+0.00192651j 0.00787746-0.00363653j 0.0149051-0.00511288j -0.00854776+0.0124382j 0.00247531-1.95274e-05j -0.00198149+0.00822209j -0.00343424-0.00141106j 0.000644423-0.0179926j 0.00277692+0.00401041j 0.00254111+0.0103624j -0.00430572-0.00276066j -0.00559759+0.00402291j 0.0109863-0.00981398j 0.00745551+0.00174028j 0.00143061-0.00330845j -0.00728167-0.0037472j -0.000469634+0.0117411j 0.00890876-0.00297452j -0.00117377+0.0029213j 0.0114329-0.00141061j -0.00572703-0.00659897j 0.00532486+0.00277988j 0.00788216-0.0055324j -0.00115575+0.00839341j 0.0207965+0.00632083j -0.012263+0.00837497j 0.00275337+0.0138197j -0.00933315-0.00859512j 0.0086513-0.00780817j 0.000262852-0.00680295j 0.00491938-0.00615169j 
-0.000980004-0.000631272j 0.00202972+0.000886269j -0.00674718-0.00247841j -0.00439583-0.00504577j -0.0180486-0.000974443j 0.000312857-0.00713183j -0.000476122-0.00968768j 0.00729725-0.0100943j 0.000561883+0.00167204j -0.00312169-0.00511265j -0.00361145-0.0178125j -0.00844257-0.000683391j -0.00657671-0.00803463j 0.00216331+0.000540453j 0.00142117-0.00788316j 0.0041837+0.00225759j 0.00213983+0.000426605j -0.00335393-0.00917482j -0.0074185+0.0061847j -0.00603786+0.00678636j 0.00584909+0.0101145j 0.00642988+0.000269189j -0.000199512+0.006927j -0.00659015+0.0135011j 0.000668035+0.00570407j -0.00789099-0.00628442j -0.00202657+0.00306543j 0.00475777+0.0062672j -0.000740981+0.00832433j 0.000866699+0.00927454j 0.00876317+0.0116491j 0.000406434-0.000223115j 0.00531092+0.0112998j -0.00348029-0.00303174j -0.00372291-0.00577128j -0.00260098+0.0102233j -0.000588326+0.00217711j 0.00142985+0.000261884j -0.0092735-0.00640523j -0.00358092+0.00188788j -0.00086983+0.00551582j -0.00288652+0.00674245j -0.00339167+0.00811932j 0.00332047-0.000746459j 0.000238683+0.00573571j -0.0101712-0.00231367j -0.000183679-0.00504318j -0.0101747-0.00724663j -0.00463424+0.000804899j 0.00276156-0.00314092j -0.00197919+0.00185042j -0.000665813+0.000312056j 
0.00748459+0.00798297j 0.00583859-0.00853348j 0.00127237-0.00340263j 0.00574682-0.00220463j -0.0160481-0.00911806j 0.0119932-0.00749613j 0.0148845+0.0124073j -0.00259435-0.00547769j -0.0101251+0.0213994j -0.00271852+0.00273365j 0.00854799+0.00585552j 0.00292262+0.00633609j -0.000853279-0.00210911j 0.00511012+0.0125905j -0.00376009-0.00645523j 0.0144569+0.00122746j 0.00012935+0.000579256j -0.0112271+0.0223735j 0.00442273-0.00761606j -0.015491+0.0154833j -0.00734402-0.0026619j 0.00529813-0.00303832j 0.00168311-0.00175677j 0.011701-0.00115354j -0.0041895-0.00725057j 0.00113718-0.00383812j 0.00602085+0.0110915j -0.00229213-0.0134813j 0.0057759-0.006608j 0.00936413+0.00764222j 0.00116287+0.0105053j 0.00999106-0.00259939j -0.0105482+0.00723971j 0.00888567-0.0170851j 0.0168808+0.00238736j -0.00361224-0.00119638j 0.00704051+0.00269788j -0.00393596+0.0051836j -0.00213985+0.00134319j -0.00310841+0.000672314j 0.0129708-0.00286082j -0.00413434+0.00423496j -0.00037245-4.69454e-05j -0.00561487-0.00519492j -0.00246689-0.00469645j -0.00496063+0.00273111j -0.00716172+0.000950945j -0.00184538+0.00292955j -0.00308146-0.00976154j 0.0113635-0.00118584j -0.00330056-0.00320033j 0.00232384-0.00451541j 
0.000677556-0.0119008j -0.0101724-0.00744914j 0.00267381+0.00232581j 0.00885066+0.00264107j 0.0196374-0.0100319j -0.00609963+0.00779908j -0.0100785+0.0118878j 0.0088738-0.00949853j -0.0031871-0.0035379j 0.00963324-0.0113701j 0.00496651+0.00320682j -0.0113614+0.00120386j 0.00190897+0.00486945j -0.0114761+0.00894596j -0.00162001-0.0042639j -0.00348196-0.00726116j 0.0188866+0.00380415j 0.00559171+0.0106821j 0.00350562+0.00233643j 0.0190579+0.00263913j -0.0144528-0.00846614j -0.0109419-0.00539783j 0.0125511-0.0164531j 0.0108864-0.0040527j -0.0135187+0.0190049j -0.00998509-0.00174418j -0.00367011-0.00901153j 0.0101076+0.00968848j -0.00105788-0.000205654j 0.00355974+0.00511491j -0.000625623+0.00293354j 0.000641001+0.000446316j -0.00488685+0.0143229j 2.47985e-05+0.0154358j -0.00121254-0.000747299j -0.010052-5.41382e-05j 0.00892638-0.000365448j 0.00181628-0.00314761j -0.0065857+0.00173499j 0.00390422+0.00900933j -0.0200706-0.00988146j 0.00735355-0.0130116j -0.00350479-0.00392397j 0.00556357-0.00721j -0.00437713+0.0040442j 0.00217266-0.000732425j 0.00338145+0.0205466j 0.0103758-0.00316931j -0.00136634-0.000688222j -0.00986834-0.00193041j 0.00210155+0.00761596j -0.00576788-2.89174e-06j 
0.004451-0.00116357j -0.00445789-0.00596095j -0.00255737-0.013917j -0.0117901+0.00619614j -0.00466246-0.015352j 0.001007+0.00176308j 0.00787314+0.00330642j -0.00920714+0.00321241j -0.00931771+0.00549055j -0.00706869+0.00216714j 0.00174162-0.00232624j 0.00926229-0.000639779j 0.00458301+0.00179178j 0.00175488-0.00373428j 0.00410537-0.00515014j 0.00167159-0.00517594j -0.0106942-0.0033421j -0.000997336-0.0123116j -0.000874768-0.00163567j 0.0151301-0.00974122j -0.00591291-0.00643575j -0.00276596+0.000839094j 0.0139882-0.00355164j -0.0091223-0.00629866j 0.00587226-0.000114219j -0.00569614+0.00332889j -0.0019851-0.00183312j -0.00301205+0.00477783j 0.00632096+0.00255897j 0.00488404-0.0173667j 0.0016222+0.0115904j 0.00768672+0.00122613j -0.00306678-0.00320666j -0.0020105-0.00712044j -0.00732834+0.00490577j -0.0117792-0.00611928j -0.0012618-0.000376481j -0.00372702-0.00257519j -0.00162238+0.00336164j -0.00218545+0.00883684j 0.00702443+0.00111105j 0.00335106-0.00805966j 0.00264634+0.00339543j 0.00836676-0.0057856j -0.000785014+0.0107234j 0.019393+0.00369503j -0.00217927+0.00248372j -0.00615664-0.00187938j -0.00981486-0.00723716j 0.0113785-0.00601114j -0.00190589-0.00349337j 0.00440355-0.00487277j 
-0.00026441-0.0047326j -0.00171266+0.00118481j 0.00346587+0.0141664j 0.00415898-0.000874257j 0.0015368+0.0175893j 0.00528071-0.00323279j -0.00680449-0.00102294j -0.00533338-0.00408022j 0.000602312-0.00532144j 0.0146135-0.00537269j 0.0109668-0.00734795j -0.0120055-0.00222858j -0.00110919-0.00979716j -0.0025356+0.000371903j 0.00831917+0.00427682j -0.0104304+0.000544512j -0.0044137+0.00510996j -0.00382241+0.0109426j 0.011585+0.0121122j 0.00283735-0.00401162j -0.00562016+0.00363471j -0.00264263+0.00194232j -0.000941612-0.00400662j -0.00547471+0.00465902j -0.0157649+0.00628635j 0.00229617-0.000535982j -0.0131054+0.00960445j 0.0101941-0.0113624j -0.00933064+0.00616137j -0.000767026+0.00435558j -0.0112073-0.0123856j 0.00510312+0.00321593j -0.0134715+0.00555067j -2.55293e-06+0.00880141j -0.00260005-0.00104974j 0.00288941+0.00302519j -0.000283918+0.00235485j 0.00517479-0.00470616j -0.0130332-0.000245431j -9.8322e-05-0.000309024j -0.0081648-0.00652362j 0.0036032-0.000152514j -0.00408391-0.000836628j 0.00176176+0.0013423j -0.00382457-0.00288966j -0.0119515-0.003735j -0.007997+0.00403115j 0.00801248+0.00244139j 0.00103678-0.00191047j -0.00340236-0.00105155j 0.00740505+0.0042208j -0.00289451+0.00696614j 
0.00149065-0.00144782j -0.00344582-0.00537414j 0.00442923-0.00499079j -0.00459073+0.00179045j 0.00306034-0.00265672j 0.0028876+0.00287925j 0.0109076+0.00659793j -0.0118051+0.00271861j -0.019168-0.00457746j 0.0075974+0.00400464j 0.0195987+0.00491152j -0.00383409-0.011583j -0.000158398-0.00383775j -0.00875659-0.00512421j 0.00499113-0.00227752j -0.00890057-0.0104821j -0.00743989-0.0157009j -0.00241461-0.00855091j 0.00998824-0.0131513j -0.00743353+0.00344643j 0.00144477-0.0006396j 0.000629931-0.00373199j 0.00404529-0.0110417j 0.0068567+0.00607944j -0.000706379+0.00656341j -0.00319554+0.0184779j 0.00492138+0.000137269j -0.00325704-0.00058847j 0.0061013+0.00336209j 0.0194239-0.0177816j -0.0214394-0.0168675j 0.000553885+0.00238454j 0.00611491+0.00208626j 0.0197884+0.00153935j 0.0144182+0.00633281j -7.6803e-05-0.000762726j 0.0172857-0.00303361j -0.0195036+0.00624221j -0.00769398-0.00234786j -0.00159399+0.00709557j -0.00258092-0.0107809j 0.00394414-0.00570094j -0.00547187-0.00820801j -0.00911341+0.0075606j 0.000222789+0.000562156j 0.0131836+0.000216664j 0.00042848+0.0028857j -0.00131492+0.00507991j -0.00576232-0.0042101j 0.00781852-0.00235129j 0.0027461-0.00628031j 0.00470959+0.000345519j 
-0.00463095-0.00627942j -0.00780323+0.00358263j 0.00129409-0.00804886j 0.000379263-0.00350327j 0.00878865-0.00897964j -0.00793295-0.00857194j -0.00240077-0.0057907j 0.0039237+0.00100957j -0.00347971-0.00715342j 0.015308+0.00612496j 0.00421728+0.00431639j 0.00755614-0.00160582j 0.00199395-0.00198581j -0.0185489-0.00292166j 0.0135609+0.00970155j -0.00196176+0.00425252j -0.00680441-0.0113266j -0.000406033-0.0131433j -0.00573024+0.0101237j -0.000750459-0.000248728j -0.00170175-0.00279202j 0.00049949-0.00616063j 0.00214301-0.00959275j -0.00803565+0.00555812j -0.000231669+0.00348541j 0.00678062-0.0141546j -0.00463031+0.00222707j -0.002626+0.00562712j -0.0108342+0.00744766j -0.00322037-0.0183311j -0.0015629-0.00615253j 0.000448031+6.7955e-05j 0.0114246-0.00107401j 0.00504847+0.00411516j -0.005518+0.00146151j 0.0144717-0.011479j 0.00192486+0.000466305j -0.0115761-0.0073329j -0.00927278+0.0107419j -0.00746046+0.00350372j -0.00256092-0.00747589j 0.0109132-0.0116649j -0.00384147-0.00164261j -0.00339708+0.00598487j 0.000129148-0.00135864j 0.00138284-0.0057591j 0.00820978-0.00614214j -0.00771013-0.00450794j -0.00259291-0.00162635j -0.00254356-0.00534981j 0.00132095+0.00111176j 0.00015003+0.0020306j 
5.82033e-05-0.000632964j -0.00087581-0.00302557j -0.00147536-0.00490213j -0.00749429-0.00165329j -0.00211162-0.00605227j 0.0088629-0.0121802j 0.00188442+0.00674276j 0.00826669-0.00391332j 0.014935+0.00872033j 0.00687405+0.00519847j 0.00229631+0.00560588j -0.00877259+0.01486j 0.00799096-0.002249j -0.0092778+0.00250516j 0.00301523-0.00786974j 0.00480827-0.00454298j 0.00830822+0.0046006j -0.00274095-0.00161544j -0.0152186+0.00671613j 0.00556599+0.00757922j -0.00758219-0.00716998j -0.000283026-0.010795j 0.00335976-0.00387806j 0.00200843-0.00123508j 0.00263442+0.000251669j -0.00308665-0.010708j -0.00573283+0.00374665j 4.52657e-05+0.00832464j -0.000648094-0.00787746j -0.00577479+0.00848827j 0.00244349+0.00960304j -0.0020688-0.00304692j 0.0053069+0.00895178j 0.00116704-0.00426355j -0.00110862-0.00200083j 0.00122165-0.000906759j 0.00878-0.000473974j -0.00113084-0.000167658j -0.00183652-0.000216532j -0.00153181+0.00231609j -0.0010873-0.0011928j 0.0023377-0.000581448j 0.000662399-0.00291469j 0.00805186+0.00192219j -0.00251684+0.00010236j -0.00168333+0.00261708j 0.00394324-0.0021061j -0.00620027-0.0100037j -0.00721509-0.00664105j 0.00613015-0.000690987j -0.00323699+0.000682752j -0.000389594-0.00165199j 
0.00441601+0.00544625j 0.00227133-0.00504731j -0.00362589-0.00103651j -0.00400247-0.00217675j -0.00716601-0.0115829j 0.00759656-0.00764854j -0.00095304-0.00469966j 0.00323879-0.00845166j 0.00702481-0.00268744j 0.00509523-0.0105452j -0.000112317+0.00767027j -0.00940781+0.00956364j 0.00250032+0.00160912j 0.000689736-0.00412927j -0.00764018+0.00557571j 0.0023028-0.00375391j 0.00303918-0.00180367j -0.00651255+0.00630542j -0.00877704-0.00135649j -0.0147578+0.0173014j 0.00234006-0.00572759j -0.00463856-0.0121084j -0.00990351+0.012319j 0.00859933+0.00216754j -0.0038621+0.00645881j 0.00950138-0.0010403j 0.00232101+0.00509998j -0.000468012-0.00409471j -0.0137199-0.00660493j -0.000910121+0.00907j 0.00245023+0.00623226j -0.00878386-0.00122233j 0.000571401+0.0115379j 0.0128373-0.00352582j 0.00621702+0.00277031j -0.00601488+0.00398815j 0.00974236-0.000816775j -0.00822352+0.0139707j -0.0141059-0.00714065j 0.00529132-0.000204307j 0.00579322+0.00387671j 0.000424023+0.00863521j -0.00067055+0.00137968j 0.00246101-0.00260692j -0.00598395+0.00470849j -0.0035229+0.00924817j -0.00135029-0.000766939j -0.00331035-0.00680457j -0.00374445-0.00270477j 0.00638473-0.00191742j -0.00412195+0.000321544j -0.00116292-0.00225541j 
0.0035168-0.00243647j -0.00381563-0.00375077j -0.00415915-0.00390994j -0.00174421+0.00324294j 0.00159151-0.00840126j -0.00391208+0.0152957j 0.00838602+0.0148809j -0.000241225-0.00309713j -0.00287654-0.00375006j -0.0031602-0.00594845j 0.00507905+0.000360533j 0.00163756-0.00611396j 0.00442224+0.0188871j 0.0031138+0.0039204j -0.00257432+7.85318e-05j -0.006231-0.00601001j 0.0103872+0.00729259j -0.000673908+0.0159986j 0.00701813-0.0077364j 0.000139492-0.0155907j 0.0168531-0.00385119j 0.0040848+0.0174997j -0.00127334-0.00773396j 0.00770152-0.0157238j -0.0135096-0.00679724j 0.000789234+0.00946488j 0.0127768-0.01108j -0.0016939+0.00962756j 0.00822639-0.0123235j -0.0147287+0.0120656j 0.00414006+0.00748034j -0.00127557-0.00842777j -0.0055658-0.00836585j -0.0202021+0.00220045j -0.00829425+0.000727838j -0.00186721+0.00251597j -0.0162012+0.00152857j 0.00842622+0.00157501j 0.00181338+0.0104938j 0.00446979+0.00800773j -0.00583036+0.00428813j 0.0076345-0.00240566j 0.000410038+0.00326694j 0.0064542-0.0167761j 0.00555737+0.00446904j 0.0154481+0.00819132j -0.00482207+0.00856134j 0.00747379+0.00445112j -0.00220559-0.00268938j 0.00386955+0.0001562j -0.00171182+0.000511731j 0.000273807-0.00416087j 
