-2.79402e-05+0.0128566j 0.0119586+0.00407388j 0.00289883-0.0131525j -0.0120558+0.0036708j -0.0122287+0.01735j 7.82714e-05+0.00377392j 0.023257+0.0053111j -0.0205534+0.0280855j -0.00657294+0.00258952j -0.000594921+0.0114675j 0.0126736+0.0255699j -0.0108367+0.00481313j -0.0234354-0.0277751j 0.00566406-0.00507141j 0.026434+0.00310606j -0.00820476-0.0172416j -0.0050557+0.00761496j -0.0095143-0.0173224j 0.0283378-0.0197819j 0.000927403+0.0145244j 0.00066875+0.00702175j 0.00295406-0.00388874j -0.00193874+0.0190664j 0.000700231-0.000549352j 0.00575261+0.00265079j -0.00276359+6.12978e-05j -0.019181+0.0216715j 0.00439941-0.0169441j 0.008181-0.0102169j 0.00336724+0.00712572j -0.0130345-0.0113638j -0.00469526+0.00636375j -0.00391057-0.00766055j 0.013537+0.00175932j 0.00858041-0.0168949j 0.00171404+0.00591284j -0.00155384-0.00512697j -0.00222264-0.0136076j -0.000445776-0.0100054j 0.00624994-0.0110625j 0.00921844-0.0105622j -0.0131938+0.0072525j 0.00375667+0.0157195j 0.0102099+0.0164944j -0.0057254+0.00103772j 0.00781459-0.0162282j -0.0137453-0.00683454j 0.00633736+0.0535794j -0.00692647-0.00881322j 0.0156195-0.0199083j 0.00947528-0.0192251j 0.0157228+0.00497686j 
-0.0277258-0.0367058j -0.0164167+0.0382348j 0.0374419+0.0193691j 0.0379677-0.0572333j -0.0128019+0.0461391j 0.00380197-0.0827155j -0.112682-0.0025835j 0.0325534-0.0164134j 0.0670257-0.0447012j 0.0631766-0.0645084j 0.0479609-0.0206835j -0.166899+0.0156845j -0.000603948-0.0643976j -0.0534008+0.0426369j -0.00924671-0.00497872j -0.00271271-0.0271353j -0.00403608+0.0497592j 0.042593+0.0239827j 0.0299311+0.06364j 0.00360259-0.0827939j 0.0768421-0.0109475j 0.0781238+0.140277j -0.0179475-0.0164795j -0.0114309-0.103937j -0.0130275+0.0864692j -0.0131088-0.0122908j -0.13064-0.0322569j 0.0144448-0.0869104j -0.0437381-0.0709248j -0.14603+0.134781j 0.0386238-0.0160167j -0.0360452-0.112462j -0.0629666-0.0411341j -0.0662788+0.069498j -0.115908-0.0298357j 0.0153767+0.0627594j 0.0106709+0.0839704j 0.025254+0.0320657j -0.0787763+0.038458j -0.0324949-0.0117538j -0.0337754+0.0433934j 0.0382654+0.0565171j -0.00378849+0.0192605j 0.0621548-0.0727573j 0.050271-0.0218685j -0.155353+0.0231152j 0.00658112-0.0507523j 0.123851-0.10273j -0.0092994-0.00360106j -0.0430587-0.00732907j 0.068464+0.0500511j -0.064279+0.0650577j 
-0.031695+0.0294086j 0.0177397+0.050773j 0.021199-0.101348j -0.0850194+0.00506071j -0.0510773+0.0623233j -0.015774-0.00951578j 0.0623163-0.0144179j -0.0665831+0.121038j -0.0520773+0.00406955j 0.0116477+0.0539895j 0.036902+0.12j -0.0415215+0.00694757j -0.136142-0.150597j -0.0612565-0.0410313j 0.125969+0.0392101j -0.0111848-0.0546291j 0.00755915-0.0159733j -0.0613906-0.175382j 0.106337-0.0460125j -0.00782631+0.0876957j -0.00562145+0.0292252j -0.0342947-0.0827187j -0.0170498+0.100624j -0.00693586+0.0427305j 0.0283522+0.0556727j 0.0007472+0.00510635j -0.154927+0.0756149j 0.0315974-0.0089597j -0.016674+0.0228192j 0.00812096-0.0268532j -0.0536334-0.0569789j -0.0606818+0.0243526j 0.0782855+0.0351732j 0.0887915+0.0782084j -0.00882738-0.0579474j 0.0503687-0.0039361j 0.0388922-0.053974j -0.0566209-0.0660105j -0.0554569+0.00314521j 0.00702305-0.0222696j -0.0165365-0.0916011j -0.00788513-0.0162731j 0.00828223+0.048017j 0.0841167+0.130624j 0.0323016+0.0574717j -0.0179023-0.0820964j -0.0268271-0.0856116j 0.032036+0.138888j -0.0823741-0.00871673j 0.0414471-0.0785011j 0.0449041-0.0820442j 0.0765095+0.0246775j 
-0.0504059-0.00590369j 0.0116896+0.0341919j 0.0106638+0.00505637j -0.0160531-0.0446063j -0.0138654+0.0395599j 0.0181406-0.125597j -0.0467254-0.07281j 0.0654462+0.0696823j -0.132221+0.0752866j 0.0631906+0.16671j 0.0272009-0.0694204j 0.149242-0.00578363j -0.00721146+0.0233028j -0.178221-0.0427233j 0.035797-0.0352066j 0.077948+0.138346j 0.0142085-0.0907862j -0.0231494-0.0620689j -0.0438936+0.0105925j -0.0430053+0.0128947j 0.0358488+0.0586093j -0.00974296-0.120793j -0.0360196-0.0300524j -0.0332889+0.0533422j 0.0261854-0.0496498j 0.0130283-0.0236486j 0.0135883-0.0151403j 0.0130382+0.0405219j -0.13307+0.112682j 0.0917506-0.142182j -0.0219761-0.0910762j 0.0711839-0.00309845j 0.117788+0.00314818j 0.0328717-0.0215954j 0.0220974+0.0179125j 0.0396287-0.0896546j -0.0238094-0.0266948j -0.104339-0.0923744j 0.0114025+0.147386j -0.0801461-0.0171296j -0.0549718-0.115188j 0.0127692-0.0541135j -0.0934162-0.021034j -0.125484+0.125708j 0.0405062-0.0568637j -0.140997-0.0569664j 0.0664083-0.164217j -0.172233-0.0400365j 0.0156602-0.0217021j -0.00305593+0.0120516j -0.0438443-0.0107904j 0.0294461-0.0309826j 
-0.00988896+0.0165909j 0.0221933+0.0334585j -0.042906-0.0857802j -0.0693481+0.0577935j -0.0230299+0.0232615j 0.0287907-0.00254285j -0.0316769-0.122447j 0.0992899-0.048559j 0.197309-0.099232j -0.13273-0.158333j -0.128653+0.0209418j -0.000298857-0.0449582j -0.0539833-0.0103494j 0.107572-0.0669753j -0.000287152+0.0330996j -0.0388031-0.000111046j 0.00146865-0.120459j -0.104019-0.144396j -0.0196708+0.012707j -0.0855193+0.14619j -0.129756-0.00369954j -0.0848942+0.00548015j 0.0435402+0.146076j -0.0244616+0.160686j -0.0299029+0.170102j -0.0517704-0.0735732j -0.0146106-0.0729628j -0.0503875+0.0189648j -0.0103035+0.0517637j -0.0601425-0.0954431j 0.0352637+0.0429363j -0.214409+0.139042j 0.0967457+0.117272j 0.0467486+0.0366458j -0.0877289+0.00496421j 0.037457+0.101551j 0.0699992-0.0915989j 0.0032571+0.102226j -0.0802504-0.164423j 0.00283462-0.0199426j 0.0914852+0.0846897j -0.055493+0.104643j 0.036529+0.0279421j 0.200987+0.0636134j -0.0574204+0.14087j 0.0154815+0.0142349j -0.00889423-0.046827j -0.0606141-0.031526j 0.00351098+0.0910531j -0.0667952-0.00357032j -0.00155587-0.0100798j -0.00989232+0.00706258j 
0.00141396+0.0652064j 0.0767855+0.0294619j 0.0260962-0.0142461j 0.000124968-0.0320519j -0.195077+0.024931j 0.0709307-0.147943j 0.016518-0.0416991j -0.0126734+0.0430325j 0.0204386+0.0304691j 0.00854076+0.0118057j 0.0463903+0.00655507j -0.0175503+0.0349967j -0.0166289-0.0707604j -0.0144687-1.77385e-05j 0.0280165-0.0288089j 0.0707479+0.0820629j -0.0966172+0.0336234j 0.000909465+0.0427354j 0.0410674+0.0348282j -0.114879+0.0222228j 0.104034+0.0934071j 0.084349+0.0795019j -0.0172897+0.0735888j 0.0247816+0.010167j 0.017627+0.0264097j 0.0293479-0.0353504j -0.0365732+0.0650994j -0.0283983-0.177528j -0.0735349-0.000849256j -0.00142231+0.0757352j 0.0311851-0.000473937j -0.0173864-0.0805288j -0.0463932-0.0484242j -0.0167274-0.104029j 0.0271989-0.0188522j 0.0678802+0.0164034j -0.0504746+0.0435826j -0.072828-0.0186221j 0.0139211+0.0209273j -0.0699817-0.00518669j 0.147649+0.000707006j -0.104527+0.109585j -0.0447037+0.0483802j -0.019246-0.00294819j 0.0235248-0.0439123j -0.187545-0.00824374j -0.0470646-0.154486j 0.00744528+0.0133771j -0.0315921-0.0425516j 0.0392474-0.0127093j 0.00694881-0.0230663j 0.000929909+0.0128064j 
-0.00503644+0.00377398j -0.000452064-0.00215129j 0.00413168-0.0569029j -0.0674525-0.0277539j -0.0605663-0.048481j 0.0470041-0.142736j -0.0452109-0.0337362j 0.0335281+0.029123j -0.0234475+0.0278674j 0.0352319+0.0116417j 0.045954-0.0212327j 0.0454806+0.0163497j -0.00699849+0.0116646j -0.0948391-0.0428378j 0.0196293-0.00642389j 0.0690746+0.0601249j 0.0142964-0.0654434j -0.0182846-0.023143j -0.00580649+0.0300445j -0.0599694+0.00510236j 0.047155-0.000532298j 0.0295194+0.0070262j 0.00475505+0.0122699j -0.00133424-0.0306963j -0.0193739+0.0285544j -0.0202784-0.0314852j -0.00462285-0.024151j -0.00758241-0.0231216j -0.105157-0.00480362j -0.0433276-0.0439834j 0.0641335+0.00552058j -0.00834695-0.0551878j 0.035974+0.02137j -0.00840114-0.044196j -0.0625926+0.0352173j -0.0124497-0.0124807j -0.00128461+0.0277242j -0.0919211+0.00271911j -0.0826166+0.101434j -0.0667019+0.0270639j 0.0326934-0.0288926j 0.000365399+0.0233301j -0.0450265+0.0347576j 0.0171776-0.0119175j 0.00256357+0.010666j -0.0692494+0.0265281j 0.0358567-0.144469j -0.0762443-0.055119j -0.0474583-0.05081j 0.0425848-0.0542126j -0.0112223+0.0090031j -0.000696594-0.0198383j 
0.0638726+0.0763792j 0.0637905-0.0429642j 0.000794731-0.0195127j -0.0196578+0.0122495j -0.16113-0.0996974j 0.0794977-0.0635034j 0.0649838-0.00859388j -0.0163528-0.0592198j 0.0663792+0.043079j -0.0432713-0.103004j -0.0058279-0.00170101j 0.0504042+0.0386203j 0.0518262+0.0307091j 0.12836-0.000626806j -0.0360964-0.0482674j 0.0736297+0.0427096j -0.0610815+0.00448638j -0.0557602+0.107181j 0.0111506-0.00724774j -0.120274+0.057012j 0.00123966+0.0565624j -0.00576464+0.0957499j 0.0414228+0.105422j 0.0592806-0.00209236j -0.0292913+0.021416j 0.0165786-0.0279298j 0.0989897+0.0129954j -0.0875965-0.172388j -0.00884303-0.0367454j -0.0564464+0.0727486j 0.0681728+0.0979139j -0.0527205-0.00904208j -0.0694599+0.0218095j -0.0241223-0.181336j 0.0656072+0.0115251j 0.0441741+0.0255066j 0.00234232+0.0434869j -0.0182884+0.0972735j -0.00818682-0.0671688j -0.0418809+0.0138616j 0.224207+0.0402367j -0.107614+0.108329j 0.0201408+0.0360987j 0.00561683-0.0888333j -0.0482824+0.0169684j -0.0165679+0.0551088j -0.0621346-0.0359309j -0.0554935+0.000434886j -0.0321988-0.0365989j 0.074731-0.00413608j -0.0403022-0.0209323j -0.00021638-0.0333878j 
0.0205812+0.0406747j 0.0414168-0.0121706j 0.0143643+0.0783727j 0.0784566-0.00379254j -0.0577796+0.0165276j -0.0228131+0.0615167j 0.0940366+0.0588464j -0.0641713-0.00498251j -0.0696658+0.045677j -0.0197759+0.0737004j 0.0222438-0.0403463j 0.0258603+0.0365931j 0.0403377-0.019345j 0.0541397+0.0330724j -0.0242235-0.0415772j 0.0121785-0.00920081j -0.03786+0.0802845j 0.0137136+0.111284j 0.0335388-0.0145452j -0.0249285-0.0184309j 0.0146671+0.0182763j -0.0125721-0.0302175j -0.0154804-0.0143823j 0.0516297+0.0138145j 0.0220173-0.112718j 0.0108581+0.013303j 0.0348656+0.0722749j 0.00254563-0.0709034j 0.0620673+0.0065224j 0.117496+0.0627326j -0.0554367-0.011883j 0.107665+0.00881593j -0.0713842-0.023036j -0.00158114-0.0876292j 0.159983-0.0231805j 0.0268683-0.0335485j -0.0288165-0.00814308j 0.034862-0.0546484j 0.101669-0.0229247j 0.0291037-0.0527303j -0.00266954-0.0182724j -0.0504098+0.0205533j 0.0149705-0.0585959j -0.10747-0.00303434j -0.0308133-0.0493353j -0.00709212-0.0406454j -0.0489046+0.0360318j 0.0447009+0.0940073j 0.0553743-0.0090257j 0.00092906+0.0377113j -0.00536456-0.025419j 0.0175416-0.0080708j 
-0.0133805-0.0335326j -0.0369869-0.00671894j -0.00681515-0.0277382j -0.0417851-0.00154252j 0.0816333-0.00522215j -0.00769868-0.0119967j -0.045444-0.00061929j 0.0270899+0.0226732j -0.0332793-0.00949281j 0.0050389+0.0100167j 0.0227818-0.0164153j 0.00196137+0.00177277j -0.02674+0.01953j -0.0938798-0.0330002j 0.0204164+0.0576945j 0.00629727+0.00350427j 0.0545329-0.0485739j 0.0159395-0.0417198j -0.00683919-0.00577547j 0.0273351+0.00326609j -0.0305314-0.0410298j -0.0362338-0.0554012j 0.0322436-0.0421017j 0.000201123-0.0167239j -0.00859527-0.0247814j -0.0478444+0.0129879j -0.0282723-0.0373816j 0.0425006+0.0788238j -0.0377675+0.00242987j 0.00346638-0.0595764j 0.00157094-0.0213635j 0.00954705-0.0132719j 0.0544231+0.0450932j 0.0196138+0.0585662j -0.0189644+0.0264767j -0.0463769-0.00612212j 0.0471476-0.0518647j -0.0426429-0.01194j -0.0610077+0.0520704j -0.00631704+0.0292523j -0.0882461-0.021053j 0.0550077-0.0523921j -0.0194402+0.00623181j 0.0322816+0.0418799j -0.00321391-0.00200503j 0.0385443-0.00627312j 0.0529287+0.00298528j -0.0421487-0.0143928j -0.016604+0.012073j -0.00525725-0.0306377j -0.00272003+0.0191445j 0.00770663-0.00522356j 
0.0438685+0.00380888j -0.0494069-0.0611999j 0.00607264-0.10782j -0.122753+0.02784j 0.0162202-0.12208j 0.00133111+0.01007j 0.0636935+0.0916793j -0.141665+0.0516137j -0.0829175+0.0294546j 0.0406125-0.0101522j 0.0845548+0.138236j -0.000347664+0.000686137j -0.0323236-0.0152619j -0.0230467-0.0159308j 0.0334452+0.0555711j 0.0357578-0.0761124j 0.0556411+0.0499226j 0.0146446-0.0443594j 0.0259438-0.0492348j 0.0627726-0.0233852j 0.0578123-0.0595014j 0.00914169-0.00733005j 0.0382633+0.00159194j 0.0535452-0.108487j -0.00931724-0.0350202j 0.0222114+0.0245846j -0.00666083+0.0517116j 0.0241667+0.0829895j 0.0372435-0.0796162j -0.0441314+0.00910035j 0.0582043+0.0769442j 0.0120521-0.070769j 0.00292981+0.000632992j 0.0310262-0.0237837j -0.0620246+0.0491245j -0.0705812-0.0300361j -0.00722761+0.0160006j -0.03483+0.0259577j -0.0315956+0.0674649j 0.00892952+0.0719487j 0.00554683-0.0137321j 0.0622137-0.0827183j 0.0164474+0.0519421j 0.0360153-0.0765465j 0.021224+0.102117j 0.161487+0.0178535j -0.022357+0.0521926j 0.0354016+0.0428029j -0.143604-0.120738j 0.111262-0.108835j -0.0059664-0.032089j 0.0279701-0.0342551j 
0.0374553+0.00905549j 0.0110467-0.0336528j 0.0171927+0.0419977j 0.0329928-0.0164271j -0.0371606-0.0983624j 0.00851546-0.0229064j -0.0175878+0.0937046j 0.0406301-0.0726974j 0.0143137+0.0816125j 0.0395068-0.0668938j 0.102397-0.176714j -0.122452+0.126328j 0.00116195-0.135285j -0.105048-0.0416176j 0.0486057+0.0871964j 0.0333974+0.0256281j 0.121366-0.0427524j -0.0466753+0.098871j 0.112229-0.0104518j -0.112912+0.113677j -0.0886095+0.0229429j -0.186793-0.0713695j 0.128054-0.0400005j 0.161276-0.024745j -0.0501477-0.0455042j -0.0715173-0.0181023j -0.108474-0.0407191j 0.0356603-0.0909869j 0.0814358-0.010676j 0.0511119+0.139373j -0.0881646-0.051199j -0.027743-0.00773406j -0.076406+0.264969j -0.059572-0.14614j 0.198248+0.0117986j 0.0539793+0.0174367j 0.209529-0.0492565j -0.0749596+0.00667018j -0.145074-0.0425288j 0.020236+0.0252637j -0.116806-0.0567732j 0.0689542-0.0100152j -0.0113817-0.0492568j 0.0675639+0.0249756j -0.0217701-0.00475769j -0.035228-0.0241905j 0.00299778+0.00604109j 0.00381358+0.0341366j 0.012039-0.00220354j -0.0135013-0.00458897j -0.00621937-0.00999656j 0.00683211+0.00547838j 
-0.00832604+0.00965959j 0.00297625+0.0112453j -0.0176887-0.0471514j -0.0354333+0.022414j -0.0130731+0.0328526j -0.00135253+0.0267451j 0.0380291-0.0436433j -0.0540123+0.023695j 0.00548316-0.0428708j -0.0402865+0.0112694j -0.0826446+0.119036j 0.0839946-0.0634333j 0.00582841+0.0473282j 0.0580574+0.0187099j -0.000775635-0.023746j -0.0315677+0.0104479j -0.0510028+0.01349j 0.0191309-0.0559773j -0.0455044-0.0300112j 0.0784338-0.0374645j 0.0519228+0.00164879j 0.123024+0.03914j -0.0436508+0.0313837j -0.0753782+0.0171117j 0.0283455+0.0346284j 0.0559896+0.0228423j 0.0828428+0.0602459j -0.0141782+0.0630847j -0.0225777-0.00258254j -0.0210106-0.0921861j 0.0166389+0.0339481j -0.0214572+0.00841193j 0.0169176-0.159961j 0.0347616+0.0488144j -0.133446+0.0177919j -0.0251999-1.90634e-05j -0.132985+0.0376438j 0.0157964+0.0105975j 0.100904-0.00338606j -0.0152172+0.00697485j 0.0969927+0.0229454j -0.0548423+0.0171927j 0.0111174+0.0268336j -0.0285805+0.00352914j 0.00783919+0.0181727j 0.0463406-0.00767598j -0.010837-0.00593729j -0.00615209+0.0157791j -0.0152709-0.0101338j 0.0190567-0.0156855j 0.00114968-0.0159073j 0.00557382-0.00501299j 
-0.0144311-0.0246444j -0.0212945+0.023293j 0.0185892-0.0220377j -0.00429003-0.0194358j -0.00214824+0.0196665j -0.00911117-0.0220625j -0.0412603-0.011661j -0.00267691+0.00550936j 0.00725736-0.0337177j 0.0250395-0.0258082j 0.00600106+0.0357407j -0.0843974-9.94131e-05j -0.0349732-0.0441131j -0.0380671+0.0201443j 0.00140446+0.0246838j -0.00266288-0.0476265j 0.00426576+0.015076j 0.00853495-0.0376246j 0.0277175+0.0223955j 0.0242726-0.0254139j 0.02657-0.0130377j 0.0276961+0.0369846j -0.014501+0.0148355j -0.013328-0.0369159j -0.00510375+0.052212j 0.00231528+0.0130483j -0.0849769-0.00371768j 0.0102945-0.0107251j -0.019165-0.0312939j -0.0764787+0.0398686j 0.00756004+0.00379088j -0.0246847-0.0489293j -0.00630779-0.0365042j -0.00419497+0.0701451j -0.0673073-0.0236617j -0.0111179+0.0300582j 0.0021811+0.02763j 0.011065-0.0142492j -0.0533519+0.0108385j -0.00400275+0.0118631j -0.0126985-0.00918193j 0.0172141+0.0157915j 0.0157796+0.0115026j 0.0485501-0.018119j 0.0181855+0.000507193j -0.0349162-0.00888414j 0.00953007-0.0194524j 0.0566476-0.0244231j -0.0288327-0.00966896j -0.0300534-0.0279524j 0.0363674+0.000752286j -0.0282353+0.0456602j 
-0.011427+9.91926e-05j 0.00758198+0.0146694j 0.00858352-0.00151819j 0.00309637-0.022102j -0.0255064+0.0490023j 0.00371328-0.0117126j -0.000154475-0.0285646j -0.00737627+0.0154102j -0.0128504+0.00869028j 0.00612768+0.00914605j 0.00166622+0.0065114j 0.000260384+0.00295639j -0.00217473-0.0265412j -0.0285752-0.00575643j 0.0199234-0.00525714j 0.012538+0.0243061j -0.0175701-0.00895794j 0.00909294-0.0155856j 0.0234411-0.0110321j -0.0138272-0.0251153j -0.00530261+0.0106068j 0.00896179-0.000617658j 0.00159857+0.0076628j -0.013403+0.00246434j 0.00275608+0.000810042j 0.00864544+0.0141882j -0.0231983+0.000840412j 0.00355544-0.0184262j -0.0351613+0.00639315j -0.00580655+0.00521907j -0.00392024-0.0361813j 0.00810005-0.0024345j 0.0133668-0.0234617j 0.0189553+0.0115499j -0.00768449-0.00495736j 0.0236086-0.000766412j -0.00842243-0.00211986j -0.00517898-0.00989577j 0.00816973+0.026037j -0.0162317-0.0286099j -0.0117843-0.0161526j -0.00710177+0.0143092j -0.0159251+0.0156379j 0.00390245+0.0321498j 0.0117012-0.0208138j -0.0468357-0.00857266j -0.00020344-0.0352728j 0.00162666+0.00422887j -0.00387221+0.00407105j -0.00741139+0.00542672j 0.0085589-0.00234803j 0.000754755+0.0195758j 
-0.00236175-0.020369j -0.0152292-0.00581718j 0.00339098+0.0167101j 0.0108502-0.0209737j 0.0213998+0.00192601j -0.00591443-0.0232261j -0.0425756+0.013962j 0.00400622-0.00974538j 0.0134124-0.000282087j 0.0457544-0.00668713j 0.0278601-0.0321789j -0.0195748-0.0085727j 0.0218154-0.00251373j -0.0304901+0.0124304j -0.00422772-0.0190441j 0.00692662-0.00137272j 0.0230037+0.0186737j 0.025991+0.0179508j -0.00399492+0.0114637j 0.0202914-0.0306233j 0.0196588-0.0112435j 0.028374+0.0382323j 0.00470846-0.0319595j 5.83634e-05-0.0669475j -0.0158209+0.0055277j -0.00814703+0.00438236j -0.0139433-0.0180544j 0.024126+0.0122731j 0.00816812-0.0387565j -0.0417345+0.0304471j 0.0187019-0.00872136j 0.0185511-0.0294715j -0.0198147-0.0114769j -0.0350641+0.0175279j -0.0377561+0.014945j 0.00352664+0.0114049j 0.0103048+0.0447628j 0.00445591+0.0218562j -0.0153432+0.0250164j -0.00915412+0.0044715j -0.0341066+0.00802213j 0.0314619+0.000295222j -0.0107608-0.027223j -0.00831506-0.0397846j -0.00400666-0.0105464j -0.0118166+0.0120782j 0.0297103-0.00754341j 0.0134106-0.0443433j 0.00717886-0.00702549j 0.0099271-0.00843301j 0.00552146+0.0318193j -0.0158505+0.00797281j 
-0.0160102+0.00812502j 0.00614103+0.0264572j 0.017926-0.0147256j -0.00130863+0.00151883j -0.00864149+0.0380643j -0.0126491+0.00521437j 0.0242918-0.00663053j -0.0225609+0.0338145j -0.0025903-0.0168409j 0.00708229+0.0133575j -0.00302735+0.0686079j -0.0368745-0.0101039j -0.0225146-0.0413524j 0.0238233+0.015247j 0.0216274+0.00525346j -0.00821024-0.0131254j -0.0327894+0.0298176j 0.00287524-0.0203646j 0.009155+0.00728495j -0.00775591+0.00942231j 0.00787918+0.00656532j 0.0456294+0.0160124j -0.0302838+0.0128797j -0.00880559-0.0029854j 0.0365014+0.00501803j -0.00178496-0.0157817j -0.0201232+0.0369917j 0.00572823-0.0249001j 0.0169242-0.00769111j 0.00262852+0.0197701j 0.0156194-0.0144625j -0.0126475+0.00900128j 0.00567535-0.0347358j 0.00877385+0.0295987j -0.0357523-0.0303609j -0.00636341+0.0163553j -0.014031+0.0153518j 0.0120812-0.0105211j 0.0368672+0.000615686j 0.000584269-0.0166811j 0.0137217+0.00418042j -0.00769043+0.0264532j -0.0180149+0.0264003j 0.00965384+0.0043389j 0.00205997+0.00564278j -0.0121617-0.0270659j -0.0156455-0.00655055j 0.052733+0.037156j 0.000655235-0.00415199j -0.00503082-0.0195068j 0.031484-0.020197j -0.00292766+0.0214746j 
0.0203286+0.00579419j -0.0118827-0.029033j -0.0166079-0.0246843j -0.0374669+0.0266746j 0.0296096-0.0416302j -3.75269e-05+0.0327709j 0.0315842+0.00970693j -0.0210461-0.00781611j -0.00987795+0.0042025j -0.0239029-0.0168778j -0.0228014+0.0344833j 0.0522382-0.0175936j 0.0209291+0.0499726j 0.0372781+0.000294607j -0.0206472+0.010471j 0.0166333-0.00241911j 0.0150314+0.00603769j 0.00222282+0.0068341j -0.0340502-0.0194232j 0.0180772+0.0150892j -0.0287344-0.0176901j -0.00968836-0.0143215j 0.0230771-0.000170266j 0.00788244-0.00482097j 0.00631132-0.0374696j 0.00839587+0.0046183j 0.0671016+0.0127278j -0.00165012+0.0547053j 0.0277382-0.00339679j 0.014088-0.0323532j 0.0281123+0.0462292j 0.0028124+0.00986451j 0.0194774+0.00656482j 0.0220077-0.0140283j 0.00826612+0.0222494j -0.0199138-0.0093098j 0.0119061-0.0212882j -0.00864476+0.0464654j 0.0127855+0.000940492j 0.00288666+0.0414655j 0.0376707+0.00648857j 0.00426672-0.0268456j 0.00185452-0.00383152j 0.0068431-0.00856613j -0.0154019+0.0388765j 0.0953355+0.00731926j 0.00147597+0.0394459j -0.011906-0.0012051j -0.0189017-0.0105892j 0.0184159-0.0140094j -0.0254963-0.00204374j 0.0134757-0.037772j 
0.00166645+0.00618321j -0.0011599+0.00235208j -0.00323999-0.0102471j -0.00614572+0.00632677j 0.0014167-0.011725j -0.00649612+0.0300178j 0.0308501+0.0109106j -0.0225247+0.00874212j -0.00335358+0.0204149j -0.00284162+0.00847989j -0.00257964+0.0419701j 0.0177619+0.00245138j -0.015323-0.00240653j 0.0106127-0.0101134j 0.0154649+0.0160722j -0.00073748+0.00490304j -0.0108792+0.00863127j -0.00537479-0.021037j 0.0160162+0.00751425j -0.0219323+0.0108469j 0.014664+0.00658113j -0.00110854-0.000798729j -0.00994945+0.00973188j 0.0144276+0.0207348j 0.00898392+0.00231605j 0.0347433+0.00988186j 0.0120899+0.0313659j 0.00829543+0.0104469j -0.00511057+0.00783006j 0.0195509-0.0136512j 0.0105022+0.000879517j 0.0130089+0.00187095j 0.00848912+0.0110001j -0.00450178-0.0102133j 0.00161952-0.0037914j 0.0196611-0.0287668j -0.0148615+0.0126863j -0.00389583+0.0096853j 0.010989-0.010743j 0.000825773+0.0102107j 0.0118495-0.0213572j 0.00418538-0.0269623j 0.0116302+0.00225894j -0.0123212+0.0195878j 0.00105877+0.00677143j 0.0329677-0.00129221j -0.0191189+0.00487971j 0.0166343+0.0214304j 0.000554458-0.00390846j 0.00366437-0.0219459j 0.00580124-0.0193592j 0.0134929-0.016908j 
0.0335135-0.00819192j -0.0258202-0.0520294j -0.0109207-0.000302631j -0.0144336+0.0109627j 0.0302361-0.0908555j 0.00372332+0.018948j -0.00259837+0.0272037j -0.00148306-0.0561643j -0.0262109+0.0162403j 0.000369037-0.042782j -0.00374972-0.024858j 0.0291811+0.020692j 0.0359435+0.0614938j 0.00378572+0.00596218j -0.0423946+0.021737j 0.0230695-0.0110052j 0.0443495-0.0164954j -0.00374864+0.0404067j -0.0181199-0.0103765j 0.0138476-0.00964983j -0.0141853-0.0243143j -0.0380286-0.0124631j 0.0435752-0.0221879j 0.0349442-0.0408279j -0.0274149-0.0260083j 0.00878081-0.00261776j 0.0575555-0.0314465j -0.0151452+0.0407416j 0.018378-0.0180974j -0.00840586-0.0138515j 0.031845+0.059091j 0.00661058-0.0213636j -0.0078932+0.0357395j -0.0122503-0.0397355j 0.0254103+0.0401837j -0.0535024-0.019341j 0.0366422-0.00253238j -0.00566336+0.0365341j -0.0287037+0.00396688j 0.00493853+0.0477505j 0.000557845-0.011217j 0.0262216-0.0328153j 0.0195519-0.00690893j -0.00851546-0.0619375j -0.0184849+0.0282536j 0.0745425+0.0290164j 0.0146729+0.0498524j -0.00382638-0.0262476j -0.0168153-0.0143423j 0.0116773-0.00600514j -0.0351937+0.0261404j -0.00171792-0.0376473j 
-0.013793-0.0229944j 2.54311e-06+0.00929236j -0.0131857+0.042773j 0.0483433-0.0217527j 0.00608318+0.0200441j 0.0184376-0.0311141j -0.0664485-0.0511144j 0.0757672-0.0270425j 0.0398077+0.00260321j 0.0142842-0.00836634j -0.0265476-0.0615531j 0.0251005-0.0258763j 0.0577929+0.0795886j -0.0201123+0.0155912j -0.0469247-0.039713j 0.00442611+0.0697536j -0.0373239-0.00462089j 0.0253471+0.043002j -0.0670538+0.0741624j -0.00647681-0.0494798j 0.02583+0.0129556j 0.0444233+0.0602645j -0.022901-0.0492643j -0.0229962+0.00089404j 0.000113368+0.0122964j 0.00471911-0.00520326j 0.045224-0.0382482j -0.01001-0.0175513j -0.0535044+0.00677304j -0.0280029-0.00941788j 0.033926-0.0106968j 0.0359996-0.00805333j 0.00239802-0.0501852j -0.0252198+0.0221416j -0.0315174-0.00239982j 0.0188787-0.00480708j -0.0234753+0.0380033j 0.0103114+0.02611j 0.0159793+0.0340673j -0.0201794-0.00304339j -0.00284385+0.0292416j 0.00746216+0.0349646j -0.0384694-0.00265261j -0.0457781-0.0174394j -0.00813751-0.0301265j -0.070947+0.0361025j 0.0280697-0.0251908j -0.0256854-0.100718j 0.0380298+0.0204783j -0.0441695+0.0532245j -0.0277446+0.0567531j -0.0379601+0.00586831j 
