0.0019921+0.00894126j 0.00909509+0.00116988j 0.0049641-0.00834746j 0.00348792-0.000178145j -0.000437289-0.0168265j -0.0037456-0.000876142j 0.00962014-0.00954353j 0.0107928-0.0148386j -0.00279218-0.0107431j -0.0103729-0.0154299j -0.0156782-0.000937079j 0.019312+0.00964764j -0.00703817+0.00617787j -7.02998e-05+0.0073347j 0.014878-0.00037006j 0.00247471+0.000128033j 0.0165945+0.0107038j -0.00194403+0.00295319j -0.00132611+0.012958j 0.0168297+0.000272892j -0.00251255+0.00408767j 0.00776732-0.0148634j -0.014705+0.00043704j 0.00312513+0.0142086j 0.0101595-0.00947399j -0.00232203-0.00754059j 0.00504693-0.00558886j -0.00906906+0.0114174j 0.0059157-0.011749j -0.00432547+0.0107035j -0.00137246+0.0111004j -0.0174073-0.0156176j 0.00448285+0.00873383j -0.00408326-0.0196256j 0.0112695-0.0226903j 0.00394165+0.00856189j 0.0125816-0.0134343j -0.0077299+0.0102087j 0.000980122-0.00249562j -0.0055314-0.00586997j 0.00244188+0.0045708j 0.000213911-0.00898601j 0.00701386+0.0043833j 0.00871114-0.00358016j -0.00312198+0.00124923j 0.00340963+0.0105466j -0.0117911-0.00877115j 0.0014153+0.00326849j -0.0112485-0.000930789j -0.000404762+0.013342j -0.000385958+0.00133097j 0.0031377-0.00449894j -0.0014864+0.00299878j -0.0069091+0.00679809j 0.00138081+0.00564858j -0.00239762+0.0135724j 0.00859841-0.00163122j 0.00258989-0.0056197j -0.022805+0.0124962j -0.00931825-0.000265384j 0.00591522-0.0137018j 0.0039135+0.0221561j 0.0123455+0.00526465j -0.0155929+0.00715958j 0.00352436+0.00716717j 0.00743154-0.0449239j 0.0147429-0.00977756j -0.0076012+0.00873248j -0.00638527+0.00882307j -0.00797661-0.00176313j 
0.0174125+0.00433368j -0.0164617-0.0167642j 0.0101996+0.00375586j -0.01095+0.0113069j 0.00627543+0.0297954j 0.0158403-0.0286929j 0.0574104+0.019973j 0.0122538-0.0101322j -0.0489465+0.0239996j 0.0212742-0.00143754j -0.00984096+0.0028057j 0.00543583+0.0393292j -0.0139803-0.0188693j -0.0473175-0.0167724j 0.000402177-0.0153234j 0.0289837+0.00120843j 0.0281193-0.0100838j 0.00388961+0.0225565j -0.020864+0.00568584j 0.0316904-0.0404004j 0.0243041+0.0298328j -0.00473385-0.024916j -0.00625733+0.00913836j -0.00856382+0.0204206j 0.031478-0.0482139j -0.0132169-0.023019j 0.00685045-0.0140872j 0.0185851-0.0121944j -0.0249862-0.0329757j -0.00793851+0.00555606j 0.00583267+0.000341215j 0.0270686+0.00050957j -0.0247869-0.0120058j -0.0123639+0.0188679j -0.0103739-0.00268878j -0.00120482+0.0133826j 0.0197378-0.0102066j 0.0181397-0.00919863j -0.0255359+0.0104146j -0.00828602+0.00790845j 0.011098-0.0175748j 0.00487861+0.00725994j -0.000361845+0.0140573j -0.000346956+0.000831959j 0.00118576+0.023024j -0.0173348-0.0198609j 0.0015756-0.0198397j -0.0160303-0.00727463j -0.00184538+0.0107868j -0.0236487-0.00932774j -0.00531404-0.00137286j 0.00958409+0.00729986j -0.0223159-0.00466649j -0.00125143-0.0118687j -0.0125522+0.021404j 0.00934713-0.0174119j -0.0220862-0.0254537j -0.0024616-0.0203144j 0.0269896-0.0151231j -0.0329846+0.00127925j 0.0245788-0.0347149j -0.0157128+0.0106056j -0.00689452+0.00372877j -0.028417-0.0113455j 0.0142769-0.0251576j -0.0176499-0.036486j 0.0353575+0.0106875j -0.00306839+0.0208533j -0.00690872+0.00610356j -0.0119953+0.0111105j 
0.00281327+0.0155581j -0.000576174+0.00381174j 0.0054094-0.0181899j 0.0103003-0.0117167j 0.00320197-0.0167795j -0.0027074-0.012588j 0.0219567+1.67299e-05j 0.0474663-0.0122213j 0.00981541-0.0119169j 0.0174335-0.0566011j -0.0225112+0.00372626j 0.0593095+0.0474798j -0.0408108+0.00921643j 0.024275+0.0118056j 0.00208114-0.0115805j 0.00922603-0.0249136j -0.00333802+0.0448178j -0.0493306+0.0110504j -0.0143684+0.00222632j 0.0136899+0.014641j -0.0230027-0.000821766j -0.00891098-0.022574j -0.0202144-0.0268267j 0.00591214+0.021854j -0.00432215-0.0260927j -0.00729917+0.0057725j -0.025865+0.0109101j -0.0252024+0.014715j 0.0080054-0.0103635j -0.0289868+0.006279j 0.00882844+0.00169558j -0.0367361-0.011359j -0.0269714-0.00267957j -0.000582531-0.0276896j 0.0204459-0.0498345j 0.00246791-0.0272706j 0.0278117+0.00187925j -0.0124641+0.0334367j 0.0042019-0.0159402j 0.0101587-0.0166784j 0.000274657+0.0184444j -0.0130025-0.0121029j 0.0115014-0.00479854j 0.00249044-0.0117996j -0.0107759+0.0291233j 0.016342+0.00215698j -0.00816129-0.00068056j 0.00377062-0.000793046j -0.0167611+0.00860639j 0.00679296+0.00586983j 0.0231243+0.00314298j 0.0107293-0.00330134j 0.0115493+0.00701585j -0.00455052-0.0119766j 0.0197406+0.01602j 0.00464779+0.019758j 0.0204879-0.0209574j -0.00540466+0.0261051j -0.013861-0.0262668j -0.0210778+0.00733178j -0.0271687-0.0240874j 0.00690164-0.0088102j -0.000211979-0.0329j -0.0293304-0.000770356j 0.0350165+0.00559802j 0.00762026-0.0380922j 0.0291221-0.00181082j 0.00624508+0.0157501j -0.0207077+0.0142018j -0.0119516+0.00302899j 
-0.00180233-0.00825948j 0.000287271-0.00469618j -0.00719417+0.0102574j 0.00112906+0.000811475j 0.0083942+0.0102757j -0.00866233+0.0268429j -0.0307628+0.00435023j -0.0148755+0.0110646j 0.000616142-0.0072715j 0.00443719+0.0258556j 0.0135458-0.0090034j -0.0385107-0.0223223j 0.0245471-0.0178957j -0.0168201+0.0151768j -0.00570522+0.0127224j -0.0116305+0.00966249j -0.00393887-0.0179296j 0.00945386-0.00750857j 0.0063242-0.0028772j -0.0205596-0.0109732j -0.00500513-0.0042288j -0.0211971-0.000514064j 0.0123049+0.0115555j 0.00760535-0.000735241j -0.0307359+0.00930555j 0.0147996-0.00513674j -0.000464762+0.0124987j 0.00938194-0.011053j -0.0246373+0.026143j -0.0018411-0.0142555j 0.0130932-0.0176933j 0.0165078+0.00264006j 0.0180874+0.0120557j 0.0152994+0.0176826j -0.00585293+0.042822j -0.000124857-0.00372632j 0.00236418+0.0269641j -0.00289752-0.0244824j -3.81595e-05+0.00342267j 0.0103254-0.00140559j -0.0101854-0.011352j 0.00141955+0.00986607j 0.00631077-0.00671118j 0.00107558+0.000612834j 0.0143068+0.00925543j -0.00042318-0.0242482j 0.0102855+0.0195784j 0.0206245-0.0120691j 0.0108417-0.0076976j -0.00177191-0.00729598j -0.00136597-0.00373065j 0.0092455+0.0125641j -0.0222142+0.00484265j 0.0290245+0.01318j 0.0150977-0.0119378j 0.00820393-0.0207612j -0.0120689+0.00262105j -0.000856362-0.00597118j 0.0112084+0.00212186j 0.018-0.0160808j 0.00339378+0.0211297j 0.000928674-0.0262005j -0.00885522-0.00388041j 0.0424965+0.00359408j -0.0254539+0.00740312j -0.0130108+0.0281802j -0.021779+0.00262986j -0.00441768+0.0104606j 0.0118053-0.0178678j 0.018132+0.00060917j 
0.00231136-0.00177046j -0.00262647-0.00669115j -0.00234275+0.0067381j 0.00794926-0.00479447j -0.00545867-0.0161054j -0.00429681-0.0135584j -0.00356193-0.00491691j 0.0128805+0.00696234j 0.0070684+0.0109503j 0.0113959+0.0008284j 0.00920889+0.00438619j 0.0172655-0.0175679j -0.0111562+0.00181886j 0.00791926+0.0158504j 0.0113815-0.00953149j -0.0056909-0.00356207j -0.00924154+0.0160525j 0.000600706+0.0190876j -0.00924299-0.00374687j -0.00343661-0.00935589j 0.0123634-0.00200064j 0.0216422+0.014079j -0.00473948-0.00236022j -0.0114892-0.0209479j 0.0135758-0.00072089j 0.00154395+0.00961666j 0.00229191-0.0211335j -0.0166306-0.0103853j -0.0096755-0.013965j 0.0088945-0.00182512j -0.0116251-0.0110456j -0.00148114+0.00695489j -0.00468646-0.00187573j -0.0161237-0.00369128j 0.00801089+0.00103315j -0.00782333+0.0110201j -0.0102936-0.00267983j 0.0276012+0.0188452j -0.0176434-0.0203115j -0.00166744+0.00215902j -0.00335001+0.000300438j 0.0117381+0.00320449j -0.000347798+0.000696054j -0.00929846-0.0040142j 0.00456303+0.00849389j 0.00199259+0.00165212j 0.00679039-0.00929548j -0.014253+0.00841929j -0.0139479+0.000901557j 0.0144217+0.0048814j 0.0130017-0.0100136j -0.0095301-0.000490466j 0.00581199-0.00817717j -0.00524239-0.0144106j -0.00953029+0.00473876j 0.00140284-0.00307027j 0.00986121-0.00135835j -0.00650214+0.0050492j -0.00480518-0.00881264j 0.00279963+0.010483j -0.0109648+0.00458489j -0.00310956+9.64473e-05j 0.00330684+0.000485671j -0.0112845-0.0156594j 0.00596153-0.00617496j 0.010925+0.00527942j -0.00668695-0.0063914j 0.000595852-0.00226178j -0.000282913-0.000376265j -0.00529075+0.00398765j 
0.0204645+0.0148461j -0.0149213-0.0218831j 0.013897-0.0427117j 0.0459697+0.00922665j 0.0231635+0.0361291j -0.00404383+0.0147121j 0.0595193+0.0340999j 0.0464406-0.0315225j -0.00761872+0.0273757j 0.00803265-0.0150579j 0.00193298-0.0123094j 0.0491741+0.029098j -0.00553533+0.0290454j -0.0425456-0.0117826j 0.0219529-0.0104727j 0.0324216-0.0249583j -0.000580486+0.0280737j -0.00328167+0.0252178j -0.000562139+0.000218755j 0.0077237-0.0188772j -0.00295652+0.00892189j -0.00765364-0.0257724j 0.00689144+0.0045443j -0.00734997+0.0118411j -0.0140961-0.0231412j -0.000554953-0.0321805j 0.0111129-0.00524977j -0.00120371-0.00554748j -0.0106941-0.0199588j 0.00877525+0.00979323j 0.0311109-0.0261542j 0.0205998+0.014946j -0.0230392+0.00341254j -0.0122105+0.000841445j 0.0136607+0.00148352j -0.00897593-0.033224j -0.00997087-0.0216774j 0.0265393-0.00980686j -0.0104961+0.000256408j 0.00889998-5.68258e-05j -0.00466668-0.0196393j -0.00793546+0.0333744j 0.0237642-0.0429041j -0.00515044-0.0153136j -0.0063554+0.00620895j 0.015854-0.0227737j -0.0284565+0.0416225j 0.0106807-0.00704423j 0.00698677+0.0134807j -0.00390279-0.0234369j -0.0117087-0.0307886j 0.00897825+0.0211727j 0.0171995+0.0267536j 0.0327395-0.0220098j -0.0118041+0.00430682j -0.00991185+0.0112691j 0.0275336-0.010174j 0.0074787-0.0112168j 0.0176768-0.0182403j -0.0339579-0.0324325j 0.0212313-0.0236023j 0.0279026-0.0114851j -0.0060508-0.062447j -0.055004-0.0224686j 0.0265183-0.00264674j 0.0281848-0.0152217j 0.0738678-0.0100543j 0.0166724+0.0571154j -0.0058025+0.00778931j -0.0134049+0.0229879j 
0.0037773+0.00436558j 0.00230479+0.000564008j -0.0042372+0.00870504j -0.0153001-0.0145868j -0.00913384-0.00234217j 0.00488379-0.0286687j 0.0219706-0.000409244j 0.00165245+0.0071194j -0.000186164-0.00686774j 0.006128-0.0240809j 0.00341139+0.0106947j 0.00650228+0.016778j -0.0299287-0.0135185j 0.00150071+8.55551e-05j -0.00142138-0.000549621j -0.00588502-0.0105593j 0.00987401+0.00535173j -0.0231303+0.0232499j -0.00952165+0.00319374j 0.0098351+0.00127383j -0.000871501+0.00503411j 0.00113065-0.0092022j -0.0330204+0.00387499j -0.0076954-0.0114482j 0.00921225-0.0205343j -0.00272778-0.000724415j -0.0389635+0.0134252j 0.00784583-0.00477982j -0.0128446+0.00356757j -0.0167585-0.00251244j 0.0183489+0.0223999j -0.00369607+0.018432j -0.0322278-0.013017j 0.00331373+0.013121j -0.000659391-0.0303195j 0.00605353+0.00380866j 0.00459558+0.00057763j -0.000642157+0.0161914j 0.012961+0.00945346j -0.00227988+0.00523742j 0.0324746+0.00247449j -0.00716133-0.00748301j 0.00818155+0.00139364j -0.0315646+0.00368064j 0.00550223+0.0148764j 0.0123857-0.0354626j 0.0392525-0.0161923j 0.0118187+0.010722j -0.0060432+0.0200991j 0.0120329+0.0259147j 0.0342705+0.026816j -0.00757218+0.0296806j -0.0216756-0.00631346j 0.00310536-0.0274481j 0.0294245-0.0160455j -0.00883877-0.00718045j -0.00433449+0.000585249j -0.00876788+0.000477233j -0.00818386-0.02365j -0.0266144+0.00653996j -0.00115051-0.0180521j -0.0271371-0.00482799j 0.000117197+0.00863264j -0.000480947-0.019799j 0.0116642-0.0199976j 0.000613932-0.0295703j 0.000741246+0.0174982j -0.013047-0.00757856j -0.000900311+0.00945598j -0.00483948+0.0039104j 
-7.97863e-05-0.00788545j 0.00350797-0.00414188j -0.00841175+0.028856j -0.0205685-0.00206684j -0.0150583-0.0141209j 0.0139571-0.0229458j -0.0161683+0.00123893j -0.0241414+0.0287411j 0.00217135+0.0221037j -0.0015914+0.0287217j 0.0214677+0.0149624j -0.0125306-0.0154187j -0.00535685+0.00105481j -0.00498389+0.00465285j -0.023214-0.0175566j -0.00374784+0.00102653j -0.0139948-0.0152341j 0.00623137+0.00995672j -0.00807321-0.0247546j -0.00782736-0.0089049j -0.0110514-0.0216473j 0.00461187+0.0419237j 0.008155+0.0111917j -0.00759082+0.0107674j 0.0119166+0.000460817j -0.0162627+0.015761j -0.018386+0.00459494j 0.00196474-0.0227565j 0.00238687+0.0103961j 0.0105454+0.00636772j 0.00110698+0.0114728j 0.00139432+0.00941536j -0.0223114-0.0149435j 0.0234127+0.0201865j -0.00807158-0.0239837j -0.0222853+0.00161287j -0.00145389+0.00272271j 0.0157559-0.0096488j -0.0171139+0.012291j -0.00999522+0.000628913j 0.0175508+0.0141819j 0.00235264-0.00305049j -0.0102116+0.015015j -0.0137166+0.0200996j -0.0116408+0.00126113j -0.00899538-0.0125377j 0.0241894-0.0185476j -0.000508733+0.0151288j -0.0260989+0.0100457j -0.00207045+0.00914404j 0.00248322+0.00823997j -0.0222397-0.0141788j 0.00634876-0.0148713j 0.00260922+0.00112164j -0.0202262+0.0196871j -0.0159284+0.0146654j -0.00409653-0.0107783j -0.00034651+0.0128138j 0.00974104-0.00142412j 0.0147308+0.018912j -0.0212+0.00868624j -0.000113271-0.0142112j 0.0137404+0.0104218j 0.022273-0.0250172j -0.000690187-0.0176638j -0.0168864+0.0164855j -0.0319583+0.00684686j -0.00958926-0.0170607j 0.00723692-0.00897595j 0.00897441-0.00284405j 
-0.0168501-0.0198134j -0.00258413+0.00772654j -0.0225997+0.021129j -0.0128639-0.00324158j -0.0272643+0.000820936j 0.0183174+0.00277831j -0.0647973+0.0159428j -0.0297758+0.0331551j 0.0127571+0.0126229j -0.0168735+0.0297495j 0.0201192+0.0349022j 0.00153264-0.0400103j 0.0143246+0.0217349j 0.0365643+0.0148468j -0.0209226-0.0108899j -0.0196676+0.00184973j -0.00895699+0.0190103j -0.0178998-0.0220365j 0.00805772-0.0259725j -0.0186655+0.00408969j -0.0341434-0.0192067j 0.00795296+0.0494111j 0.0146899-0.0231206j -0.00363642-0.000860305j -0.0293942+0.0435684j -0.00341361+0.0283885j -0.000371581+0.00602891j -0.0213194-0.0086414j 0.0234791+0.0335111j 0.00244943-0.00176883j -0.030261-0.0321847j -0.0146381-0.0183167j 0.00951936-0.0169286j 0.0307096-0.000467524j -0.0112395-0.000144257j -0.0159086+0.00440672j -0.0168355+0.0365902j 0.00970608+0.00875827j 0.00581197-0.000689136j -0.0202953-0.0167216j -0.0267107-0.00669678j 0.034334-0.0117973j -0.0111692+0.00353698j 0.00911464+0.0102638j 0.0141319-0.0303325j -0.00871032+0.0355221j -0.00486713-0.0225746j 0.0165545+0.00149853j -0.00355195-0.0158884j 0.0155917+0.00118248j 0.0064499-0.0012049j -0.023893-0.0236093j 0.0171619-0.00693706j -0.0250146+0.00134575j -0.00878906+0.020838j 0.00385238+0.0261775j 0.0516991-0.00605108j -0.023014+0.0311895j 0.0137049+0.0113559j 0.0521145+0.0392182j -0.0632173+0.027996j 0.0283992-0.0108778j 0.021612+0.00554165j 0.0164615-0.000531878j -0.00532438+0.014254j -0.00894103+0.0368946j -0.0470108-0.00950119j 0.00627316-0.0245659j 0.00583278-0.0196818j 0.0149343-0.0150293j 
-0.0121112-0.00284054j 0.00316909+0.0110378j -0.0125646+0.0145745j -0.0104484-0.00444024j -0.00822827+0.00130508j -0.00910394-0.00355018j -0.0165115-0.0169003j -0.0169991+0.00758861j -0.00500782-0.00210221j 0.0149468-0.0270034j 0.0278875+0.00597152j -0.0292727-0.00731023j 0.00315031-0.0153246j 0.0150341+0.0016543j -0.0391061-0.0191307j 0.0165542-0.00599902j -0.00631785-0.0425308j 0.0132079-0.0535248j 0.012515+0.00455307j -0.00862449-0.0122689j -0.00483879-0.00712678j -0.0259846-0.00469362j 0.0129617-0.0218143j 0.0194756-0.00821441j -0.000810485+0.013013j -0.0178025+0.00436684j 0.000860866+0.0147588j 0.00265325+0.020968j 0.0203466+0.00943878j -0.021603-0.0319229j -0.0146406+0.00505j -0.00348057+0.0134495j -0.0141097+0.00565658j -0.0188934+0.00388376j -0.0267737+0.0093383j 0.0240812-0.00646241j -0.0065665+0.0221299j 0.0179047+0.00443808j -0.00203564-0.0160522j -0.00407909-0.00770835j -0.00953677-0.0288466j -0.0100714-0.00733461j -0.0184426+0.0243719j -0.0067273-0.00691725j 0.000152303-0.0183922j -0.00146227+0.00277318j 0.0252921-0.0154902j -0.00583115+0.0102082j 0.029734-0.00388697j 0.00482916-0.0151904j 0.000824991-0.00300211j 0.00269675-0.0158584j -0.00246066+0.00687978j -0.00776954+0.0198106j -0.0204146+0.00671584j 0.00361874-0.0212832j -0.00558062-0.00578828j -0.00321826-0.00945936j 0.0112583-0.0163253j 0.0108499+0.00295694j -0.0011407+0.0179131j -0.0197732-0.00311983j -0.0079658+0.0145399j 0.0251516+0.00546069j -0.0189636-0.00529645j 0.0048519+0.021351j -0.0173736+0.00737887j -0.0103002-0.00700385j 0.0137841-0.00254886j 0.000852245+0.00566368j 
-0.00496796-0.00824985j -0.000520173+0.00122674j -0.00860445+0.00696603j -0.00838047-0.00443297j -0.00839714-0.00448524j 0.00839783+0.00163434j -0.0181886-0.00134606j -0.0224611+0.0130754j 0.00921224-0.00598813j -0.00696143+0.0265459j -0.00344688+0.00286713j -0.0242157-0.0300749j -0.00458677-0.00521846j 0.0158834-0.00111776j -0.0165009+0.00498959j -0.0262533+0.00610233j -0.00294217-0.00635932j 0.00385833-0.00646532j -0.000349495-0.0127418j -0.00410442+0.00748112j 0.00941816-0.00758002j 0.00326125+0.0269233j 0.0128816-0.00871728j -0.000354554-0.0168052j 0.00564578+0.0114245j 0.00520657+0.00416425j -0.00176272-0.000679641j -0.0144069-0.0144415j -0.00916802+0.0130939j 0.000301734+0.00661975j 0.000829773-0.00696426j 0.00676701+0.0149693j -0.00573577-0.00978379j 0.0111396-0.0170578j 0.00824144+0.0173954j -0.00218193-0.00508589j -0.0192994+0.0211758j -0.00458663-0.00196925j -0.00256931+0.000625666j -0.00125204+0.00928638j -0.00454339-0.00224462j 0.00715144+0.00154374j -0.00771509-0.00155978j 0.00450182+0.00302593j 0.0146795-0.00603516j 0.00245925+0.00848167j -0.00835858+0.00591571j -0.0158277+0.010028j 0.00323483-0.00843139j 0.00515421-0.0128506j -0.00931088+0.00317544j -0.00658169+0.0056917j 0.00912119-0.0100767j -0.0173795+0.00413731j 0.00143817-0.0070024j -0.00383356-0.00576821j 0.0026424+0.0159819j -0.00239243+0.00705504j -0.00417428+0.00207842j 0.0102053+0.00659893j -0.0192916+0.00570632j 0.00545004-0.00115282j 0.00930645+0.0158043j 0.00974805+0.00938832j -0.00201979-0.00786837j -0.0106756+0.0271734j -0.0269145-0.00741735j 0.0114053-0.0237637j 0.00647481-0.00987391j 0.00780768-0.00539527j 
-0.0102754-0.00481724j 0.0100223+0.010833j 0.00174715+0.0172344j -0.0258219+0.00368719j -0.0175784-0.0420608j 0.00865784-0.0163985j -0.0174296-0.0054599j -0.0124476+0.00814532j 0.0124723-0.00164088j -0.0225034+0.0227992j -0.0156987+0.00376835j -0.00630257-0.0111356j -0.0184022+0.00183011j 0.00333021-0.00390051j -0.00696119+0.00267098j -0.0307283+0.023181j -0.00219901-0.00211153j 0.0136073-0.00547115j 0.00702788-0.0207418j 0.00851864-0.0208643j -0.014731-0.0152095j 0.0268144+0.0288921j 0.0101588-0.029768j 0.0194488+0.0310672j 0.0261529+0.0142235j -0.0024252+0.000371408j 0.00355324+0.00879259j -0.0295859+0.00161548j 0.0346847+0.00755783j 0.00641629+0.0229206j -0.00220074+0.0128812j -0.000162589-0.0168543j 0.015288+0.0111098j 0.0231207-0.0271177j 0.0144506-0.00788762j -0.0150005+0.0101948j -0.00334347-0.0132863j -0.0140385-0.0130862j -0.0143206+0.0122652j -0.00817803-0.00173238j -0.0123305+0.0218791j -0.00197876-0.0118274j -0.0216377+0.00737075j 0.0229645+0.0279596j 0.00488928-0.0212186j 0.00898339+0.0118267j -0.00519999-0.013901j -0.00360504+0.000701904j -0.015496+0.00181684j 0.00249878+0.0165024j -0.00521367+0.029396j -0.025689-0.0268348j 0.0225854-0.010267j -0.0194068+0.00722771j -0.0345966+0.0124375j -0.0152598+0.0136965j -0.0180546-0.0101365j -0.00370169+0.0190578j -0.0053827+0.0242466j 0.0267609-0.000280488j -0.0172789-0.00240066j 0.0161566+0.018724j 0.02611+0.0206715j 0.0220675+0.0123898j 0.000439347-0.00719273j -0.0351961-0.0112964j -0.0349888-0.0159349j -0.00731363-0.025847j -0.0129926-0.00693679j 0.0129063-0.018182j 
-0.00648412-0.00220503j 0.00384782+0.00522626j 0.00197293+0.00922408j -0.0137792+0.00763274j -0.000961449-0.0197307j 0.00428778+0.0255885j -0.0140769-0.00191389j -0.0078684+0.000341362j -0.00110232-0.0178495j -0.014101-0.00811978j -0.000455166+0.0107326j 0.00822654-0.0203925j -0.000227703+0.00199829j 0.00194991+0.00544808j 0.00502635-0.0170587j 0.0050837+0.00153516j -0.00122188+0.0165161j -0.0142589-0.0128505j -0.00181618+0.00334301j 0.0070893+0.0157554j 0.0038363+0.0142095j 0.00622047+0.00940446j -0.0021013+0.0175648j -0.0107114-0.0107861j -0.0140976+0.0107421j 0.000203353-0.00070232j 0.0119602+0.00279505j -0.00545367-0.0153219j -0.00528959+0.00747928j -0.000433965-0.00376497j -0.00397961+0.0127282j -0.0059596-0.0108233j -0.0187285-0.00418506j 0.0123412-0.0033578j -0.00283342+0.00942914j 0.0154872+0.00622513j -0.0108337+0.0087621j -0.0148387-0.00870034j 0.000639523+0.0126439j 0.0040643-0.0108648j 0.0039899+0.00262549j 0.00391698-0.0154663j 0.0112625+0.00203825j 0.0045087+0.00249041j 0.00946162+0.0225425j -0.00274457-0.0119216j 0.006365-0.0124498j 0.00326248+0.0072933j -0.00269158+0.0154653j -0.00334483+0.0275668j 0.00237142-0.00538071j -0.00795591+0.018729j -0.00787767+0.0195158j 0.0150707+0.00395733j -0.0173015+0.00461786j -0.00656685+0.0084655j -0.0152717-0.00588073j 0.00925427+0.00796051j -0.0131084+0.0135457j 0.0022402+0.00567281j -0.0135284+0.0113148j -0.0144157+0.00423664j 0.000939048-0.00144963j 0.0334276-0.00354051j -0.0152043+0.00889104j 0.00915843-0.00224051j -0.00597799-0.000167344j -0.00757032+0.00786459j -0.00193736-0.00033211j 0.00258189-0.00329203j 
-0.00279578-0.00851998j 0.000129567+0.00419994j 0.00295788+0.00902482j -0.0145244+0.00982052j -0.00258925-0.0102266j 0.00777375+0.00322479j -0.00819652-0.00737388j -0.0263034-0.010484j -0.0129147-0.0161055j -0.0242542+0.0263684j -0.0200221-0.00277953j -0.020254-0.0160835j 0.0129764-0.0031171j -0.0243786-0.0247645j -0.00385573+0.0106356j -0.0135863+0.0112252j -0.00247177-0.00615357j 0.0160756-0.00053431j -0.00579335-0.0157086j 0.0055733-0.00273702j 0.0185328+0.00282435j 0.0123397+0.0105492j 0.0101194+0.00709518j -0.000188828-0.000269946j 0.00666694+0.00848947j 0.0225201+0.00321768j 0.00378838-0.0058853j 0.011076-0.0209386j -0.00635247+0.00617222j 0.00793363+0.00923879j -0.0126622-0.00160149j 0.010534-0.0140552j 0.00927905-0.0111891j 0.0184627-0.00756344j -0.00267274+0.0139998j -0.002343+0.0120449j 6.31866e-05-0.00211091j -0.0256403-0.0151665j 0.0089276+0.0176746j -9.07699e-05+0.0165357j 0.00477317+0.00666015j 0.0079549-0.00855065j -0.0124666+0.0185228j 0.0218835+0.0120793j 0.00363893-0.00280641j -0.0103495+0.0144997j 0.00112151-0.00149763j -0.0191136-0.000112111j -0.00618652-0.00147478j -0.00694176-0.00266518j -0.0140192+0.0179866j -0.000616528+0.00864335j -0.0016107+0.010841j -0.0032959+0.00711341j 0.00650612-0.0104345j -0.00388471-0.00326065j -0.0188857+0.00912647j 0.00639588-0.0111281j -0.00236986+0.0275457j 0.0077193-0.00701422j 0.00996978+0.00329961j -0.0057969+0.0129685j 0.00470485+0.0182041j 0.0124932+0.00867856j -0.0141721-0.00517256j -0.0227249+0.00878888j -0.0151337-0.00688969j -0.00101801-0.0112999j -0.000835718-0.00615221j 0.00898893-0.00773592j 
-0.000703403+0.00234064j -0.000487484+0.0010413j 0.00885567-0.0053147j 0.00311824+0.0017312j -0.00540852-0.00232032j 0.00146766+0.00739411j 8.50773e-05+0.00884096j 0.00783872-0.0126859j 0.000332209+0.010134j -0.00470196-0.0192349j 0.00595264-0.00331119j 0.0190052+0.00192572j 0.00529247+0.0113319j 0.0108501-0.0138912j 0.0080248+0.0017656j 0.00765455+0.00549198j -0.00654463+0.0119366j 0.00557225-0.0146075j 0.0124259+0.00365107j -0.00235318-0.000769646j 0.00207757+0.00388069j -0.00338207-0.00105518j 0.0108572+0.00528506j -0.00251725-0.00232929j -0.00232911+0.00241832j 0.00761737+0.0010093j 0.0150305-0.00227353j -0.00141333+0.00547648j 0.0112382-0.0118345j 0.000585242+0.00515821j -0.00955833-0.00090934j -0.00270148-0.00611937j 0.00296507+0.0102482j 0.00315443-0.0154309j 0.00429679+0.00330986j -0.00820761+0.00319972j -0.00224799-0.0218718j -0.00631333+0.00333133j 0.00146648+0.0031315j 0.00604995-0.00754618j 0.011907-0.00732422j 0.0017828+0.00035971j -0.00121006+0.0048926j -0.00220724-0.00713909j -0.0164082-0.00379562j 0.00486029+0.0116707j -0.0139557-0.00473314j -0.019761-0.00377717j -0.0211426-0.00134542j -0.0065239+0.00122398j -0.0186528+0.000664568j -0.00164991-0.0130235j 0.00523281-0.0138462j -0.0029399+0.00145672j -0.0353139+0.0151769j 0.00416002+0.00293667j -0.0030274-0.0127974j -0.00189118-0.00845507j -0.00193094-0.00437545j -0.00168405+0.00719818j 0.00808072+0.0101665j 0.00280421+0.00506861j -0.00618463-0.00502825j -0.0163088-0.00104566j -0.00155283+0.0119223j 0.00173722+0.00554058j 0.00716304+0.00166417j 0.00606566+0.0111791j -0.000226663+0.00408145j -0.00297886+0.00274932j 
