0.0335387+0.0914483j 0.083669-0.0391475j -0.0702316-0.0787649j -0.0814257+0.0545952j -0.00849882-0.00629959j 0.0192905-0.00683116j -0.0160149-0.00694034j 0.00298901-0.00683657j -0.00445431+0.0375401j 0.0221914-0.0426738j -0.0468647+0.000448241j -0.0274465-0.0139373j -0.0166239-0.00157362j -0.00672145-0.00595428j 0.0162227-0.0033965j -0.0111341-0.0127022j 0.00400155+0.0177167j 0.00694014-0.00920676j 0.0134459-0.00190842j 0.0121819-0.0171473j 0.000410359-0.00807324j 0.0369925+0.0297825j -0.0111861+0.0131156j 0.0309878+0.0194047j -0.00252802-0.012586j -0.0104588+0.0138248j -0.0329078+0.0370419j -0.00840031+0.0140682j -0.000684916-0.0657651j -0.000675897+0.00623337j -0.0376054-0.010063j 0.00117116+0.0190295j -0.00784816+0.0286781j 0.0145382-0.0276486j -0.0274188-0.0248921j 0.0150638+0.0102648j -0.0411579-0.00494402j 0.00691061-0.00705976j -0.00785693-0.000560077j 0.0047409+0.00953812j 0.0339626-0.0135193j -0.0679627-0.0489282j 0.0328473+0.00565825j 0.0011716-0.000984157j -0.020392-0.0196066j 0.0632773-0.0127126j 0.00794337-0.0280495j -0.00213005-0.0458704j 3.57688e-05-0.00632254j -0.016029-0.0284679j 0.0260792+0.0332385j -0.00496954-0.0189046j 0.00387673+0.0158693j -0.0248166+0.0167854j 0.0205116+0.004961j 0.0170033-0.0248568j 0.0183232-0.0378624j -0.0145119+0.0151311j -0.0140763-0.0112911j -0.00599482-0.00100566j 0.0076602-0.00981798j -0.0248208+0.0180771j 0.0121708-0.00884053j 0.0187946-0.0143787j 0.0183342-0.0199563j 7.78796e-05+0.00101621j 0.0113616+0.0101138j 0.0368446-0.0131199j -0.018922+0.0133536j 0.00482766-0.00289636j -0.0238234+0.0222676j -0.0136298+0.034472j -0.0250748+0.00251102j 0.0140656-0.0268654j 0.0248419+0.00885335j -0.00635136+0.0187464j -0.0154359-0.0440925j 0.00949701-0.00304533j -0.00809722+0.0138224j -0.0198894+0.00767976j -0.00280534+0.0180354j -0.0275171+0.0333366j -0.0162177+0.00737836j -0.0028255+0.00059232j 0.0139463-0.0234797j -0.0393932+0.0123579j -0.0137818+0.0181253j 0.0239665-0.0222632j 0.0411032+0.0589421j -0.00183381+0.00139044j -0.0131309-0.00135964j -0.0948279-0.0548117j -0.0417151+0.0976527j 0.0603556+0.0728724j -0.070713+0.0649235j 
-0.0155822-0.00592769j -0.00673837+0.01629j 0.000151738+0.0107136j 0.00481925+0.00133983j 0.00240044+0.000360733j -0.00308117-0.00948455j 0.00734787-0.00304588j 0.00814995-0.00444609j 0.00149233-0.00311447j -0.00470459+0.00322195j -0.00504011+0.0104335j 0.00436838+0.00360822j 0.00212156+0.010172j -0.00189023-0.0107379j -0.00478741+0.00744758j 0.00288322-0.00295719j 0.00131439+0.00747506j -0.00750735-0.00403779j 0.00297589+0.00880352j -0.00686358-0.00114041j 0.00326963-0.00282703j 0.00454014-0.00413787j -0.00283373-0.000282254j -0.00876458-0.00142947j 0.00535904+0.0126355j -0.00172708-0.00841824j 0.00105514+0.00121095j -0.00256331-0.0083361j -0.00520015+0.0156615j 0.00657175-0.000197565j 0.0019148-0.00172661j 0.00180757-0.0075314j 0.000272798+0.0103129j -0.00139524+0.0049739j 0.00944421+0.0128902j 0.0213407-0.00566481j -0.0138202+0.00291696j 0.00104888+0.00484008j 0.00420076-0.0014928j -0.00903076-0.015404j -0.00209089+0.0022694j 0.0248577-0.0054902j 0.00718596-0.00621558j -0.00428566+0.0105226j -0.0122541+0.00146224j -0.00658829-0.00478652j 0.000567764-0.0159247j -0.000575535+0.00608197j 0.00520932-0.000351873j 0.00120698-0.00493192j -0.00380685-0.00991275j -0.00996652+0.0085994j -0.00696543-0.00547562j 0.00530374-0.00620414j -0.008452+0.000538584j 0.000839936+0.0108246j -0.0076159-0.00510378j -0.0126128+0.0105835j 0.00588794-0.00753339j -0.011228+0.000787778j 0.00984332-0.00177719j 0.00216818+0.0034553j 0.00099063+0.00664857j -0.00986869+0.00746375j 0.00405997-0.0147204j 0.00102153-0.002675j 0.00222575-0.010646j -0.00333729-0.00618545j 0.00182831+0.0022545j 0.00391289-0.0109165j 0.00969856+0.0112101j 0.00412723+0.00972788j 0.00974407-0.0170266j -0.00599227-0.00933011j 0.00447714-0.00716977j -0.0116618-0.00678442j 0.00964428+0.00358133j -0.00563869-0.0187782j 0.000439993+0.00668911j 0.014316-0.00567546j 0.00132272-0.00215998j -0.00139692-0.0292809j 0.0084999-0.0218647j -0.0148778+0.00509357j 0.00384832+0.00340947j 0.0090303-0.00802473j 0.00820236+0.00537003j 0.0130369-0.00311984j -0.00732353+0.00316557j -0.0023957-0.00817196j -0.0045823+0.00343769j 0.00116646+0.0145229j 0.0155316-0.00697056j -0.0135396-0.00127369j -0.00124795-0.0131904j 
-0.00484916+0.00497082j -0.000642923+0.00178008j -0.00805694-0.00264034j -0.00359291+0.0120109j -0.012333+0.000397964j -0.0108247+0.00399841j 0.0117581+0.00524223j 0.00797152-0.00423538j 0.00532786+6.13104e-05j -0.0033977-0.00170931j -0.00112868+0.0114644j 0.00264309+0.00150702j -0.00914778-0.000995502j -0.00401301-0.00297675j 0.00109354-0.00636729j -0.00158102-0.00679556j 0.0140583-0.00632178j 0.0090894+0.000227329j 0.00217076+0.00311972j -0.0123864+0.00132586j 0.00217118-0.0050973j -0.00648279-0.00226219j 0.00775978+0.00962156j -0.00918523-0.00516781j -0.00246677+0.00625415j 0.00241339+0.00352834j 0.00469259-0.00620493j 0.00658839-0.00311165j -0.00303957-0.00931334j 0.000409452+0.00500098j -0.000553943-0.00562053j 0.0017338-0.000720421j -7.41655e-05-0.00681516j 0.00214361+0.015175j 0.00517849-0.0130615j 0.00775008-0.00593632j -0.00617167+0.00371414j -0.00468611+0.0144991j 0.00268986-0.00642831j -0.00623692+0.00102728j -0.00176123+0.00529732j 0.000294422-0.00322058j 0.0120407-0.0104789j 0.00344943-0.00336372j -0.00289638+0.00366342j -0.00115381+0.00760034j 0.0116081+0.00674752j 0.00185816-0.00432253j 0.00168711+0.00496825j -0.014647-0.00747227j 0.00509066-0.00720751j 0.00701909+0.00194308j 0.00885464+0.00294851j 0.00739025+0.00710526j 0.00808321-0.0043294j -0.00389899-0.00120426j 0.012459+0.00858381j 0.00138196-0.00454813j -0.0115968+0.00331347j -0.016941+0.0019261j -0.013272+0.00553643j -0.00393921+0.000260113j -0.0140489-0.00905241j 0.00828311-0.00307473j 0.00199099+0.00544531j -0.00573933+0.00843173j -0.0149057+0.0207069j -0.00278698+0.00776409j -0.000386737+0.0103673j -0.00919265+0.00193194j -0.0174914+0.00381929j -0.00117707+0.00323969j 0.00708401-0.00611469j 0.00748505-0.00108088j -0.0119966+0.0218994j 0.00922348-0.0175645j -0.0127711+0.00642504j 0.00166494+0.0101721j 0.00510348-0.000433967j -0.026985+0.00841653j 0.00204272+0.0110704j -0.00742888-0.00415675j -0.00684926+0.00657298j -0.000665385+0.00728747j -0.00342419+0.00974383j -0.00814153-0.00693486j 0.00168099+0.00188925j -0.000897196+0.00708928j -0.0123531+0.00490148j -0.00259366+0.00484059j 0.0101366+0.0037479j -0.00200882-0.00124705j 0.00226041+0.00417033j -0.00027639+0.00561196j -0.00357039+0.0058279j 
-0.0011334-0.00754137j -0.00832102+0.00383036j 0.00499265+0.0141347j 0.0164398-0.00356828j 0.00232831-0.00164091j -0.00790658+0.00187028j 0.000299486+0.00973929j -0.00259849+0.00984182j -0.00501693-0.00235991j -0.00554072-0.00606833j 0.0110063+0.00218782j -0.000345206+0.00620573j -0.000226615-0.0184189j 0.00202174-0.00818648j -0.00383462+0.00948476j -0.00237994-0.0115394j 0.00487209+0.00295498j 0.000990589+0.00524559j -0.00578501+0.00361158j -0.00674196-0.000833464j 0.00274407-0.00435861j -0.00633487+0.00165368j 0.000790586+0.00447531j -0.00239821+0.00414503j 0.00188589-0.00651819j 0.0115372-0.00717678j -0.00789041+0.000154078j -0.000691389+0.0118227j -0.00220976+0.0022008j 0.000852264+0.00735456j 0.00100605-0.00109495j -0.0145035-0.00105058j -0.00631141+0.000860365j 0.00383966-0.000638999j 0.00914065-0.00328364j 0.0052999-0.000669006j 0.00766+0.00506302j 0.00293039-0.00783351j -0.00810039-0.00525259j 0.0038357-0.00122137j -0.000841307+0.00173409j 0.0161998-0.00599588j 0.000986722+0.00793033j 0.0105376-0.00869588j -0.0082866-0.00255206j -0.00132691+0.00483198j -0.00186724-0.00862093j 0.00457338+0.000302728j 0.00824195+0.00436177j 0.00630667-0.00493783j 0.00784107+0.00135719j -0.0112536-0.00390175j -0.00380705-0.00145075j 2.60534e-05+0.00658284j 0.00135185+0.000518863j 0.0103201+0.0108992j -0.0149682+0.00901038j -0.0069571+0.000154835j 0.0150846+0.00312799j -0.0136841+0.0206451j -0.00740945-0.0069031j 0.00219851-0.00169338j -0.00364453-0.0118674j -3.96301e-06-0.00497231j -0.00482634+0.00376382j -0.00361099-0.00457776j 0.0025598+0.00844184j -0.000663074-0.00103507j -0.00143801-0.00653926j -0.00712083-0.0110297j 0.00721505-0.000100951j 0.00464654+0.000837732j -0.00474453+0.0124747j 0.0156508+0.0104318j 0.00156982+0.00154782j 0.00416519+0.00501053j -0.00244201+0.00319839j -0.00898526+0.00693328j 0.00715362+0.00694158j 0.00803748+0.0106556j -0.00236035-0.00834123j -0.00850015+0.0127026j 0.0124342-0.00405011j -0.0217336+0.012362j 0.00523607+0.00660022j 0.0046113-0.0173312j -0.00502264+0.00250796j 0.00715993+0.00371882j -0.00411738-0.00782031j -0.00409618-0.00947608j -0.00307409+0.00685726j 0.0135589+0.00785678j 0.00854081-0.0101869j -0.00312984-0.00421937j 0.00457019-0.000657535j 
0.00576937+0.00594306j 0.0038371-0.00476124j -0.00391729-0.00218515j 0.00608759+0.010979j -0.00630844+0.000537322j -0.00803154+0.00804498j 0.00297719+0.0143964j -0.00139819-0.00045571j -0.0093752+0.00546005j -0.0030086-0.0035167j -0.0156047+0.00767003j -0.00327091-0.0034621j -0.00208134-0.000987775j -0.00405077-0.00625858j -0.00429811+0.00138918j 0.00125668+0.0201385j -0.0262157+0.0018154j -0.00111799-0.00439604j -0.00815625+0.000985045j 0.00390581+0.0143239j 0.0014027+0.00056439j 0.00769423-0.0042034j 0.00331561+0.00705708j 0.0121919+0.00378114j 0.0120334+0.00298299j 0.0117006-0.00052841j -0.00191118+0.00637125j 0.0054058+0.00544253j -0.00507757-0.00338752j -0.00582161+0.00608293j -0.00146692-0.00461482j -0.00249633+0.00378408j -0.00593624+0.0109612j -0.0026079-0.00259538j 0.0102316-0.00973572j -0.000835433+0.00448228j 0.00456548+0.00611093j -0.00555256-0.00610651j -0.00747168+0.00582605j 0.0100046-0.00301495j 0.00333215+0.0113832j -0.00623685-0.0036663j 0.00252675-0.00690737j 0.0123093-0.00112467j -0.00458565+0.00458931j 0.0012676+0.00504487j 0.0062641-0.00450808j 0.00919027-0.012393j 0.00462986+0.00223257j -0.00389635-0.00612522j 0.00322874-0.00104403j 0.00382821-0.0083593j -0.010402+0.0057403j 0.00838913+0.0187282j 0.00388971-0.00405396j 0.00475107+0.00471601j -0.00426444+0.00789714j 0.00867543-0.00274172j -0.00592186+0.00101149j -0.0141034+0.00760292j -0.00744718+0.00807444j -0.00746251-0.0171776j -0.00502025+0.00243837j 0.0144933+0.000319648j -0.00483737-0.00131347j -0.0150228+0.000809153j -0.00309298+0.000360852j 0.00396538+0.000518682j -0.0116499-0.00104292j -0.000504604-0.00298813j -0.00683851-0.00204811j -0.00145847+0.0138039j -0.0149889-0.010393j 0.0148869-0.00792343j 0.00200547+0.0201157j 0.00269728-0.00786191j 0.00562221+0.0210143j -0.00024021+0.00562614j 0.00342076+0.0110004j -0.0168157+0.00865559j -0.01337+0.0132854j -0.00953275+0.00906311j -0.00166054+0.0104694j -0.0131998-0.00912153j 0.0190905+0.00392788j -0.0109301-0.00320733j -0.00394009+0.00455927j -0.00162247+0.000744545j -0.0133609+0.00384774j -0.00306835+0.00354662j 0.00143631+0.000677889j -0.00729263+0.00093882j -0.00803507+0.004039j 0.0141955+0.0063137j -0.00473405+0.00963936j 
-0.00665984-0.00791895j -0.00450604+0.00680019j 0.00456015+0.0122351j 0.00473043-0.00340263j 0.00226912+0.000128265j 0.00075889-0.00183292j 0.010164+0.00687161j 0.0010419+0.00695968j 0.00070553+0.00266649j -0.00397123+0.00976203j -0.00228559+0.000863406j 0.00297009+0.00537531j -0.0128061-0.00536455j -0.00949336+0.00576484j 0.00560251+0.00182215j -0.00240198+0.0134801j -0.0112237+0.00701531j 0.0072547-0.00447954j -0.00284256+0.00401071j -0.00233275+0.0148922j -0.00546773-0.00201276j -0.000513032-0.00367327j -0.00655892+0.000339222j 0.00502208+0.00785519j -0.00514938+0.00217665j -0.0064745+0.00165912j 0.00628106-0.00764531j -0.00144259-0.00638451j -0.00210073-0.00443189j 0.00725066-0.00333109j -0.00142459+0.00304153j 0.0153721-0.00480725j 0.00136774-0.00507721j 0.00183609+0.00941584j -0.000118035-0.00640968j 0.00640306+0.00116403j 0.00729737+0.0017852j -0.00723696-0.00251811j 0.00546921+0.000400558j -0.000399116-0.00897769j -0.000859026+0.0046364j 0.0107231-0.00039464j 0.0116483-0.00190279j -0.00246966-0.0027568j 0.00101436+0.0103602j 0.00122285+0.00310665j -0.00722459+0.00837937j 0.0030771-0.000807174j 0.00118685+0.00164209j 0.00774626-0.00412279j 0.0133262-0.00852285j -0.00436718+0.011316j 0.0131917-0.0214726j -0.00307311-0.0144935j 0.00312706-0.0149479j 0.00167139+0.00109181j -0.0143581+0.00863068j -0.0160737+0.00519462j 0.0128824+0.00404313j -0.0124041+0.00335351j 0.00104123-0.00279238j 0.00433474+0.00361841j -0.0005622-0.0118397j -0.0118318-0.00997455j -0.00645558+0.00109774j 0.00734078-0.00288815j -0.00585696+0.00571282j 0.00185016-0.000454277j -0.00439957-0.00665811j 0.0142294-0.00376369j 0.0143531+0.00159795j -0.0116072-0.00541493j 0.0097817-0.00712812j 0.0137362+0.0131038j -0.00288831+0.00760364j -0.00348018+0.00186331j 0.000941256-0.00457612j -0.00359706+0.00148344j 0.000796541-0.00707352j 0.0151622+0.000298367j 0.0200235-0.00107169j 0.00577081-0.000433926j -0.00293723-0.0029876j -0.00843007+0.00702379j 0.0122921+0.0162323j 0.00838878-0.00557885j 0.00186759-0.00294021j 0.00507236+0.00241018j -0.00733192-0.00094673j -0.00665453+0.00251914j 0.00143755+0.00782722j 0.00754808+0.00926649j 0.00761809-0.0124831j 0.000681678-0.00570222j 0.00678781-0.00502214j 
0.00689569-0.00361498j -0.00498818-0.00248987j 0.00641569-0.00432732j -0.00753167-0.00464196j 0.00235157-0.0020102j -0.00272479+0.00825126j -0.00407483-0.00614928j 0.00574858-0.0100315j 0.000647482+0.00125805j -0.0072542-0.0010912j -0.00968397-0.00824929j 0.00863302+0.0093933j -0.000410749-0.00576513j 0.0118735+0.00437834j 0.00325957+0.0270097j 0.0113142+0.00226623j 0.0185663+0.0061448j -0.00499643+0.00537496j 0.00142271-0.00164912j -0.00654038-0.00161439j -0.0108102-0.0083414j 0.00858258+0.0138407j 0.0154957-0.0030848j -0.0030737+0.00133041j 0.00998519+0.0034293j 0.00133996-0.000568913j -0.00443739+0.00595834j 0.00332829+0.00136217j -0.00614321+0.0024575j -0.00686307-0.00160567j 0.00432496-0.000146591j 0.000872525-0.00666097j -0.000999389+0.0101029j 0.00229021-0.00260352j 0.00761575+0.00208026j -0.00721888-0.000818056j 0.00401129+0.00345943j 0.00118631+0.000561021j -0.000476207+0.0010153j -0.00848305-0.00244844j 0.00421596-0.0012875j -0.00595989-0.000662122j -0.000393162+0.00531509j -0.00768626-0.00430343j 0.00572585+0.00280204j 0.00183798-0.00642379j -0.00655435-0.00417189j -0.00690485+0.00165436j -0.00666419-0.00685643j 0.000589267+0.0011603j -0.00365907+0.00787771j 0.00772165+0.00409401j -0.0076045+0.00412201j -0.00658806-0.00481021j 0.0032829+0.00150793j -0.00286648-0.00131752j 0.00775146+0.00169187j 0.00559183-0.00722527j -0.00942201+0.0028338j 0.00394345-0.0102483j 0.00429505+0.00324251j 0.00981658-0.00736217j 0.00513289+0.0172348j 0.0145844-0.00193655j 0.00427049+0.00305508j -0.00422046-0.0034164j 0.00279081-0.00977266j 0.00055023+0.00595887j -0.00528977+0.000314593j 0.00489911+0.00593671j -0.00398208-0.000648237j 0.00139146+0.00463595j -0.00340102+0.00182167j -0.0208367-0.00784835j -0.00153995-0.00208422j -0.00323428+0.003833j 0.000796213+0.00284468j 0.00731143+0.000669731j -0.000836882-0.00758281j -0.00701343-0.00241359j -0.00478935-0.00270864j 0.00836839+0.00313151j -0.00571058+0.00209787j 0.015394-0.0118422j -0.00336965+0.00705216j -0.00752794+0.00787747j -0.00613303+0.00493625j -0.00739649-0.00666579j -0.00343883-0.0112324j -0.00093983+0.0029447j 0.00255884-0.00655235j -0.00717699-0.00634225j 0.000725647-0.00276443j 0.0026806+0.000672912j 0.00812413-0.000353847j 
-0.00115784-0.00739888j -0.00576779+0.00729773j 0.00365526+0.00697337j 0.00774614-0.0117222j 0.00688773+0.00197038j -0.00430228+0.0065293j 0.0133432+0.00582114j -0.00887391+0.00325705j 0.000369154-0.00191339j -0.0136227+0.00341536j -0.000370457+0.00967838j 0.00302155-0.0020354j 0.00518908-0.00664556j -0.00233415-0.0145164j -0.00996723+0.0115914j -0.000258362-0.000853004j -0.00375918+0.00221132j 0.00419496+0.00617862j -0.00141099+0.00258042j -0.004288+0.0040518j -0.00483078-0.0069153j 0.000640582+0.00124979j 0.00311927+7.66171e-05j 0.00174073+0.000613288j 0.00159638+0.00366898j -0.0104984+0.00108162j 0.00754537+0.00137342j -0.00640134-0.00256413j -0.00616893+0.0117653j 0.00718297-0.00381265j 0.010125-0.000465993j 0.0102889+0.00314908j -0.00352757-0.00143741j -0.00223981+0.0133974j 0.00117792+0.00290569j 0.000764165-0.00109145j 0.00408563-0.00132238j -0.00287011-0.000543666j 0.0010984+0.00208134j -0.0002986-0.00476407j -0.00528835-0.0056556j 0.00525496+0.00970464j -1.129e-05-0.00387211j -0.000632802+0.0037879j -0.00358577-0.004908j -0.00869724+0.000151314j 0.00174542+0.0137337j 0.00552528+0.00893218j 0.00388029+0.0166796j 0.00126906+0.00627288j -0.00248511+0.00202817j 0.00801813+0.00748656j 0.0111369-0.0104308j 0.00816464+0.00892094j -0.00755034+0.00585839j -0.0046363-0.00501322j 0.00196092-0.00876225j 0.0213952-0.00266242j 0.00439093-0.00747542j 0.00628229-0.0102514j -0.00281895+0.00893084j -0.000697682-0.00441175j -0.0172137-0.00307481j 0.000318754-0.00815894j 0.00183933+0.00585636j -0.0140761+0.00119177j -0.0152218-0.00530863j -0.00767209+0.00950549j 0.00213522-0.00361777j -0.0023633+0.0136856j -0.00180404-0.00406046j 0.00348459+0.000544658j -0.00430558+0.000640971j 0.00341031-0.00107637j 0.00180705+0.00549148j 0.013192-0.0202966j 0.00655134+0.0201883j -0.0144989-0.00316685j 0.00438043-0.000986298j -5.84423e-05+0.0058938j -0.00222336+0.0118325j 0.00786591-0.00857235j -0.0118859-0.00391698j -0.00107094+0.00492548j 0.000178568+0.0060914j 0.00212531+0.00222404j 0.0127277-0.00379495j 0.00117122+0.0048039j 0.00414962+0.000988191j -0.00232076-0.00142101j -0.00111435-0.00258849j 0.0101978-0.00144846j 0.0041922-0.0135579j -0.00551349-0.00688792j 0.0104249-0.00608759j 
0.00157098+0.000302662j 0.0024783-0.000283902j -0.00411092+4.56266e-05j 0.0048648-0.00251308j 0.00271278+0.00115159j 6.4878e-05+0.000545692j 0.00626878+0.00773336j -0.00202525+0.00442464j -0.00220226+0.00174722j -0.00499983-0.000512043j 0.00595355+0.00486327j -0.00624512+0.00139872j 0.00544672-0.00126215j 0.00356693-0.00634602j -0.00721531-0.00221243j 0.00089944-0.00921977j 0.000660824-5.73006e-05j 0.00127967+0.00617845j -0.002365+0.00584908j 0.00290624+0.000295083j 0.00116512-0.00347944j 0.000318201-0.000153744j -0.00185119-0.00121726j 0.000904555-0.000999156j -0.00619576-0.00910239j 0.00567373-9.56847e-05j 6.35765e-05-0.00665688j 0.00479523-0.00812793j -0.00722704+0.000364489j 0.00534355+0.00080589j -0.00908296+0.00181052j 0.00301324+0.00440613j -0.00367934+0.00156011j 0.000578039+0.00260112j 0.00631693+0.000643476j 0.0034826-0.000365996j 0.00116828-0.00149743j -0.00262069-0.0028972j -0.00512292-0.00493442j 0.00137318-0.000676712j -0.00404001-0.00433605j -0.000362682+0.00326053j 0.00854487+0.00404602j -0.00256654+0.00124644j -0.00242401-0.00338051j 0.00149304+0.00129361j -0.00533062+0.00924356j -0.0122804-0.00379642j -0.00494262+0.00192056j 0.00367366-0.00603196j 0.00119429+0.00846024j 0.00694128+0.00913057j 0.00195254-0.00098987j 0.0006887-0.00698719j -0.0193023-0.000151768j -0.00574005+0.0045861j 0.000144801-0.00151185j -0.00620409-0.00107518j -0.013689-0.00148524j -0.00462025+7.62789e-05j -0.00622071-0.00303839j -0.00359686-0.00883096j -0.0128425+0.00441276j 0.00932292+0.00196043j -0.000896237-0.00100932j 0.00968196+0.00780389j -0.00505159-0.0123571j 0.0023148+0.0150436j -0.0189331-0.00316086j 0.00766058+0.00269147j 0.00359468-0.00380066j -0.0159459-0.0069551j -0.00913668-0.00507223j -0.00621647-0.00259822j -0.00971738-4.3388e-05j -0.0101767+0.00613545j 0.00810895+0.00071787j -0.00406552-0.00528075j 0.00053413+0.00503835j 0.00153174-0.00849343j 0.00583671+0.00758704j 0.00949902+0.00685127j -0.00302782+0.00261623j -0.000110861-0.00401061j -0.00261348-0.00381868j 0.00655742+0.00193111j -0.00061038-0.000580788j 0.00436932+0.00746474j -0.00212342+0.0033557j 0.00174391+0.00436179j 0.0071779-0.000864977j 0.0131546+0.00304004j 0.00174853-0.00308775j 0.00866866-0.000695561j -0.00247855+0.00664455j 
-0.000494722+0.00412602j 0.00310604+0.0029563j -0.00381138-0.00608026j -0.00150229+0.0016518j 0.00154955-0.00207681j -0.00504978+0.00403155j 0.00266824+0.00348757j -0.00141884-0.00258006j -0.000658935-0.00309558j -0.00356282-0.00464291j -0.00523738+0.00364756j 0.000399236-0.00388535j 0.00795722+0.000588132j 0.00245285-0.000853393j -0.00561487+0.0058595j 0.00197516-0.00116589j 0.00901828-0.00278499j -0.0023781-0.00529709j 0.00582076+0.00326207j 0.00541114-0.00365054j -3.16803e-05-0.0031318j 0.0074863+0.000228038j 0.00390367+0.000742612j 0.00771691-0.000730326j -0.00282251+0.00178194j -0.010375+0.00134984j -0.00358639-0.00242227j 0.00917127+0.00383015j -0.00976168-0.00102071j 0.00180068+0.0111179j 0.00750176-0.0024179j -0.0118098-0.00436763j 0.00828362-0.00340795j 0.00136578-0.00654763j 0.0015285+7.89369e-06j -0.00943927+0.000787539j 0.00497511+0.00930922j -0.0136383-0.00509692j 0.00668322-0.00464932j -0.00304528-0.00302887j 0.011715+0.00756164j 0.0103899-0.00588114j 0.00366189-0.0013415j -0.00236124+0.00763506j -0.00436613-0.00524223j 0.0128235-0.00664642j 0.00275754-0.00286852j 0.00851771-0.00175436j 0.0124906+0.00341591j -0.0215846+0.00831847j 0.00214362+0.0016656j -0.00735883-0.0175511j 0.0131739-0.00275307j -0.0105709-5.49701e-05j 0.0223875-0.00984066j 0.00639583-0.0173859j -0.0311455+0.00782345j -0.0206865+0.00181942j 0.0152828-0.00160232j -0.00571018+0.000995288j 0.00127578-0.00734001j -0.000487085+0.0237854j 0.0120893-0.0115307j -0.0124454+0.00223822j 0.00747414+0.00184762j 0.0036512-0.0181702j -0.011059+0.0223425j 0.0103976+0.00443669j 0.00381374-0.00752632j 0.00321299+0.00437865j 0.00340751-0.00318591j 0.0106982-0.00665276j 0.00457989-0.00685256j 0.0356013+0.0166082j -0.0083805+0.00738671j -0.00480314+0.00156407j 0.00649063-0.00349308j 0.0116569-0.000326233j 0.0059619+0.00411939j 0.00806566+0.00627306j 0.00102318-0.00282393j 6.92893e-05+0.00449817j 0.0155872-0.00458068j 0.00257194+0.0106591j 0.00786151+0.00255018j -0.00390688-0.00151924j 0.00445693-0.00347088j 0.00667882+0.00906977j 0.000559037+0.0110845j -0.00155408+0.00122139j -0.000462387+0.000668131j -0.00570949+0.00412155j 0.00373696+0.00804442j 0.000782743+0.00626097j -0.00212451-0.000428975j 
-0.00566264-0.000623913j 0.000973672+0.00709477j -0.00459852+0.00336625j -0.000574125-0.0054785j 0.00278404-0.000531164j 0.00342855-0.00303611j 0.00155566-0.00206797j -0.00192469+0.00525744j 0.00189923-0.000269645j 0.0018077+0.00501777j 0.00774673+0.00228394j 0.00431472+0.00640244j 0.00191169-5.70743e-06j -0.00630193+0.00273335j -0.000619742+0.00247102j -0.0014615-0.00177818j 0.00140041+0.000877716j -0.00126107-0.00673182j -0.00151529+0.00635346j -0.00156952+0.000664459j 0.00193674+6.80456e-05j -0.00223075+0.00339331j 0.0023888+0.00209165j 0.00347494-0.000553701j -0.00473291+0.0069773j -0.00347235+0.00441599j 0.00600589-0.00557555j -0.00643379-0.0119212j 0.00539324-0.00685023j -0.00345487+0.00589906j -0.000237851+0.00304617j -0.00200179-0.00687215j 0.0126941-0.00471438j 0.00973584-0.00168872j 0.00444739+0.0204683j 0.00175139+0.002936j 0.00123405+0.00245566j -0.000206629+0.0185105j 0.00721243+0.00145995j 0.00127892+0.017208j -0.00528737-0.0104216j 0.0154353+0.0100199j 0.0065571+0.00773818j -0.0114181-0.00332399j -0.00597144-0.0189783j 0.00164589-0.000345802j -0.01915-0.00896856j 0.00378667-0.00329368j 0.00587671+0.0115298j -0.00482075-0.00928237j 0.000646849-0.00654833j -0.00190156-0.00152435j -0.00156552+0.00307903j 0.00785148+0.0287585j -0.00387335+0.0106906j 0.0129659+0.00569232j -0.0110045-0.00117486j 0.0175648+0.0110438j -0.00507656+0.00186361j -0.00825811-0.00722912j -0.00760629+0.0126655j -0.0180033-0.00768824j -0.00674988-0.00393905j 0.0036917+0.00228856j -0.00627842-0.01029j -0.0369593-0.0107382j -0.0077667-0.000446301j 0.00277515+0.00232793j -0.00486251+0.00640892j -0.00929439+0.0223294j -0.000378904+0.000381264j 0.0119108+0.00809774j -0.0293438+3.69381e-05j 0.0231783-0.00644511j 0.00348768+0.00899684j -0.013865-0.0256365j 0.00340489+0.0253312j -0.00245474-0.00384313j 0.0113517+0.00762878j 0.00512485+0.0097325j -0.00704678+0.0104044j -0.000181299-0.00160411j 0.0105137-0.0102437j -0.00748358-0.00610831j 0.000166808-0.00197058j 0.00231197-0.000740834j 0.00232438+0.00311689j 0.00385164+0.00305843j 0.00243259+0.00162632j 0.00133051-0.00157368j 0.000294355-0.000866664j 0.00464725+0.00691054j 0.00774163-0.00636457j -0.00346894-0.000894885j -0.00152602-0.00538867j 
