-0.00490219-0.01571j -0.00935858+0.00818904j 0.00444104+0.0137633j 0.0229085+0.00173134j 0.00917207+0.00745433j -0.0145444+0.0120699j 0.026311+0.0144562j 0.00349938-0.0256798j 0.0309832-0.0120548j 0.00752841+0.00934316j -0.000536529-0.00558706j 0.0175807+0.0069353j 0.0218063-0.006644j -0.0168092-0.0186921j -0.0119019+0.0103675j 7.86187e-05+0.00246558j -0.00877441-0.012212j -0.0119414-0.00987244j -0.0162981-0.00299887j -0.0269125-0.0261784j -0.0205113+0.011161j 0.00675908+0.00555196j 0.0252068+0.0235902j 0.0171458+0.00883611j 0.0133674-0.0117292j 0.0123568-0.00847271j 0.0148441-0.0221937j 0.00267995+0.0146596j -0.00481442-0.0228427j 0.00500584+0.0063696j 0.00463082-0.00867223j 0.00230787-0.0339691j -0.00298985+0.000902688j -0.00366387+0.011083j 0.00975261-0.001311j -0.000566076+0.0119893j -0.00899652+0.029836j 0.00791781-0.0157268j -0.0126766+0.00252946j -0.00708525-0.0164801j -0.00418304-0.00515318j -0.00881037-0.0177549j -0.0021966-0.00335733j -0.0225739+0.00615796j 0.00293357-0.0184146j -0.0129779+0.00240875j 0.00793741-0.0162073j 0.00830215-0.00216209j -0.012188-0.0139198j 0.00593791-0.0126741j -0.00919746-0.0208733j 4.56619e-05+0.0179526j 0.00629689-0.00202737j 0.0160249-0.0144209j -0.00874847-0.0119926j 0.0144116+0.00587878j -0.00450021+0.0227204j -0.0143012-0.00928126j -0.0264758+0.015646j -0.0093138-0.00910878j 0.00594668+0.0162718j 0.00301917+0.00866207j 0.00177188-0.00703992j 0.0126395+0.00960629j -0.0146633-0.0100558j -0.00933719+0.00106652j -0.00298521+0.015599j -0.00453099+0.00363204j 0.00647819-0.00957143j -0.00757417+0.0184108j -0.00983585-0.010589j -0.000972198+0.00150074j -0.00121773-0.0272856j -0.00478918+0.00357757j 0.0126531-0.00664609j -0.00606832-0.0153848j 0.0109361+0.0214409j -0.0157255-0.020113j 0.0145221-0.00605229j 0.00116991-0.0165212j -0.030847+0.0050755j -0.0118648-0.00410601j -0.00754535+0.0167774j 0.0241304+9.86517e-05j -0.00232979-0.0017339j -0.00487317+0.000525003j -0.00136209+0.00457414j -0.0126495+0.0125055j 0.0119183+0.0275097j -0.0341309+0.00805452j 0.0106581+0.00963893j -0.0103208+0.0129178j 
0.000411405-0.00918384j -0.00537363-0.00073449j 0.00520664+0.0050422j 0.0111809-0.00482581j 0.00305031-0.00269839j -0.000925727-0.00925131j 0.0215318+0.00992098j 0.00977723-0.0136445j -0.00485813+0.00253017j 0.00159844+0.000251675j 0.00445888+0.00851276j 0.00203965-0.00483334j -0.00168363+0.0075552j 0.0131645+0.011138j -0.000112935+0.0163379j -0.00120043-0.0038665j 0.00287872-0.00631625j -0.00510623+0.00706444j 0.0104445-0.00949828j -0.00825841-0.00543036j -0.00106369-0.00362588j -0.00225637+0.00355251j 0.00429293-0.0132895j 0.00563593-0.00295989j 0.0147205-0.00173104j -0.00935108+0.0126108j 0.00458732-0.000418181j -0.00384537-0.000790432j 0.00656947+0.0216017j 0.00244059+0.0108942j -0.0052952+0.00320273j -0.00772345-0.0158609j -0.0132702-0.0116992j -0.000159372+0.0129847j 0.000396298+0.0075045j -0.0222933-0.0120477j 0.00705957-0.0183825j 0.00650398+0.00781182j 0.00589865-0.0261257j -0.0148933+0.00230398j -0.00137469-0.00634104j 0.0230941+0.00535659j 0.00864256-0.00445107j 0.0106038+0.00729762j -0.0101652-0.0130372j -0.00158785-0.000967934j 0.00100066-0.000634408j -0.00810568+0.00151181j 0.00320673-0.0095246j 0.00759626-0.0116042j 0.0108938-0.0114446j 0.016956-0.0123069j 0.0160669+0.0048701j 0.00795431+0.0116382j 0.000430543-0.0159415j 0.00245685+0.0130087j -0.00167661+0.00625007j 0.00640195+0.00847569j 0.00461841-0.0204769j 0.0052991+0.00255919j 0.00328766+0.0177333j -0.004248+0.0136569j -0.0135456-0.0100475j -0.00116735-0.00452644j 0.0159606+0.00419033j -0.00447436+0.0048167j -0.0153973+0.00821506j -0.00424331-0.00118745j -0.00513458+0.000308044j -0.00789421+0.00213174j -0.01171+0.0101528j -0.0101981-0.0042768j -0.00151184+0.00576504j -0.0144405+0.0204155j -0.00541824-0.00619611j -0.011153-0.00806332j 0.00144158+0.00399108j -0.00519903-0.0112418j 0.0125004+0.0195363j 0.00977747+0.00698688j -0.00463812+0.0123184j -0.0103726+0.00905093j -0.00710113+0.00262903j -0.00671473+0.00406594j 0.00487369+0.00369235j -0.00664638-0.00400957j -0.000709498-0.00708001j 0.00874474+0.0167785j 0.00541392+0.000158539j -0.0109533+0.00964581j 0.000310001+0.00889971j -0.0133462+0.000431112j 
0.00152064+0.00286801j -0.0012138+0.000456441j 0.0103699+0.000167398j 0.0045362-0.00562931j 0.011851-0.0139559j -0.00616262+0.0270215j -0.0151474-0.011374j -0.00600203-0.00754367j 0.000688106-0.00225219j 0.010383+0.00686736j 0.00149654-0.000120551j -0.00989882+0.0179937j 0.00941961-0.0270304j -0.0108333-0.00816774j -0.00516238+0.00854559j 0.00922627-0.00420279j -0.0136387-0.0215227j 0.0097552-0.0170453j 0.0069344+0.00120008j -0.000973148+0.00322498j -0.000775632+0.016328j 0.0113867+0.00148168j 0.00922365+0.00277598j -0.00302696+0.00285545j -0.00976353+0.00639564j 0.00504499+0.00373193j 0.0184834+0.0152892j 0.0060464-0.00431041j 0.0011998-0.0187527j -0.00437017+0.00213656j 0.0119061-0.00571657j -0.00121579+0.00224309j 0.0248856+0.00583918j 0.00540681+0.00348857j -0.0157598-0.00204806j 0.000230991-0.00823993j 0.0125677+0.00918042j 0.0001333+0.013691j -0.00128138-0.012296j -0.00495205-0.000755141j -0.0152999-0.00852051j -0.00349602-0.00115946j 0.00103004-0.0100249j 0.00523605+0.0179822j -0.00175186-0.00357536j -0.00368444-0.00146714j 0.000497361-0.0203116j -0.0134207+0.0155687j -0.0108517-0.00125343j 0.00100284+0.00467188j 0.00426904+0.000506534j -0.00295271+0.0034791j 0.00722946+0.00800803j 0.00246053-0.00858814j -0.00451087-0.00383148j 0.0062144-0.00524507j 0.0149837-0.000874303j -0.0065834+0.00980005j 0.00204907-0.000486644j 0.00553705+0.00303602j 0.00934604+0.0164121j 0.0051344+0.00892785j 0.00936825+0.000950853j 0.000835306+0.00353571j -0.0173237+0.00853257j 0.00487528-0.0259631j -0.00100212+0.00455783j 0.0044805+0.0128589j 0.0119503+0.00966448j -0.011513+0.0175095j -0.00156841-0.00790964j -0.00827405-0.00823253j 0.00744254-0.00104166j 0.0179808-0.00284914j -0.00663473-0.0083955j 0.0230405+0.00457645j 0.00427239+0.0255529j 0.00574897+0.00638173j -0.00836038-0.0084768j 0.00108202+0.00801057j -0.0125367-0.020647j 0.00591767+0.00603402j 0.0171382-0.00992534j -0.00333671-0.0121581j -0.00193777+0.00797104j 0.0104681-0.00621412j 0.00526397+0.020599j -0.0291049-0.0253869j 0.00361362+0.0178371j -0.00854571-0.00576934j 0.00428972-0.00242144j -0.000254709+0.00276526j 
0.012879+0.0181979j 0.0106074-0.0121493j -0.0231855-0.0255304j -0.0303978+0.019786j -0.0278165-0.0188161j 0.0105138-0.0149157j -0.0189106-0.00976214j -0.00404888+0.0217101j -0.00504966+0.0158639j 0.00308179+0.00678046j 0.0124945-0.000339023j -0.00841002+0.0147243j -0.020898-0.0067242j 0.0124673+0.000731129j -0.00927585-0.00614423j 0.000559883-0.00164293j -0.00292624+0.00970926j 0.00134444-0.0166728j 0.00774595-0.00588402j 0.027043+0.0280189j 0.0237007-0.000510317j 0.00887227+0.00598552j 0.0153518-0.0148477j -0.0136515+0.00853901j -0.00267136-0.00821704j -0.0132469-0.0119471j 0.00534157+0.0159773j 0.00408139-0.0229899j 0.00424979+0.00991884j 0.0069285+0.00153947j 0.0122225-0.0178975j -0.0016612+0.0194196j -0.000505226+0.00972491j -0.00833284-0.0119053j -0.01706-0.00858378j -0.00672501-0.0127553j -0.00298181-0.000425742j -0.0153799+0.00676161j 0.0108231+0.00779429j -0.00963479+0.0204248j 0.0260501-0.0128455j -0.00511056+0.00968222j 0.0059563-0.00147176j 0.0170454+0.00799724j -0.00147259-0.00269137j -0.00815708+0.00344861j -0.0075766+0.00718132j -0.010501+0.00682818j 0.000542792-0.00498329j 0.0035125-0.00845839j 0.0076599+0.00826776j -0.00852738+0.00411411j -0.00669405-0.0097529j -0.00221214+0.00443466j 0.0190267+0.000595957j -0.00177565-0.00875869j 0.00632476-0.0123251j 0.021242-0.0170521j 0.00115747+0.00959907j -0.0136005+0.0069877j -0.0123563+0.0017592j 0.00983585+0.00450163j 0.021134+0.0169918j -0.00543886-0.00523855j 0.010694-0.00496703j 0.0121099+0.00727768j 0.00379499+0.00160165j 0.0229405+0.0321827j -0.00479401+0.013985j 0.00299918-0.00171576j -0.0042069-0.00616573j 0.00978554-0.0266224j -0.0134728+0.021808j -0.0191593+0.00395008j -0.00390788+0.00577808j -0.0247684+0.0213278j -0.00421076+0.00688326j 0.0147892+0.0371522j -0.025649+0.0063376j -0.0125602-0.00249634j 0.00999845-0.00505523j -0.00243969+0.00317246j 0.01153+0.00491986j -0.0063625+0.00270595j -0.000871289-0.0172136j 0.0108026+0.00489148j -0.0152515-0.0202344j 0.00955339+0.000700856j -0.0274367-0.0245028j 0.0351426-0.0224462j -0.017669-0.0135518j 0.00997369-0.0185628j 
0.0111308-0.00188699j -0.00516222-0.011755j -0.0111278-0.00314637j 0.00423558-0.0010166j -0.00936546-0.0384884j 0.00288244+0.000304056j -0.00488111+0.000614787j 0.00590532-0.0122808j -0.0102174+0.00438098j 0.00923527+0.00145316j 0.00654715+0.0136198j -0.012871-0.000179949j -0.0137077-0.00315053j 0.0210444+0.0205356j 0.00230654+0.00344927j 0.0165009-0.0162831j 0.00175994+0.00943261j 0.00401926+0.00878839j -0.0146023+0.00451978j -0.0057702+0.00525563j -0.00220325-0.00168283j -0.00629326+0.0045455j -0.00151508+0.000885026j -0.00357887+0.00917765j 0.00286109-0.00380598j -0.00775657-0.00815841j -0.00885888-0.000276396j 0.00168606+0.0228982j -0.00284456-0.0123137j 0.00225742-0.00664836j -0.0107738-0.0110285j 0.00667508+0.00198388j -0.000935856+0.000183153j -0.00996605+0.00405663j 0.00107321+0.00800173j -0.0191147+0.0152024j -0.00998931-0.000643184j 0.000404972+0.000212756j -0.00877607+0.00708357j -0.00652427-0.00904048j 0.00545773-0.0179956j -0.00940356+0.00194888j -0.0115734+0.0073111j -0.00510553-0.0226112j 0.00363657-0.00186406j -0.00679002+0.00882916j 0.0022676+0.0281472j -0.015085-0.00830867j -0.00450759-0.00238402j 0.0035082+0.000572514j -0.00491454+0.00569642j -0.00638576+0.010226j 0.00900522-0.00491375j -0.0064082+0.00885439j 0.0134182+0.0102836j -0.0183977-0.00870931j -0.00289336+0.00537504j 0.0136723-0.000124836j -0.00538988+0.00320924j 0.00189951+0.00169402j -0.00891953+0.0100391j -0.00516904+0.0113029j -0.00546191+0.0109122j 2.50542e-05+0.00539117j 0.00208048-0.000298123j 0.00437898-0.00312312j -0.00727553+0.0186691j -0.00158818+0.0172395j -0.00486785+0.0102227j -0.00447201+0.00921995j -0.0165801-0.00963835j -0.0156803+0.000936487j -0.00216727+0.0016438j -0.00713249+0.00252851j -0.0124182-0.0191928j 0.00565285+0.00388351j 0.00553973+0.00106158j 0.00432708+0.0133467j 0.00796113+0.0241263j 0.00368858+0.00666817j 0.00118338-0.00286029j -0.00921115+0.00203439j 0.00209482-0.00756065j -0.00306605-0.00522083j 0.00943361-0.00279247j 0.0164122+0.00157384j -0.00214989+0.0070459j 0.009717+0.00921736j -0.00992278-0.00181891j 0.00818974+0.00453786j -0.0106471+0.00397301j -0.00593083-0.0134254j 
-0.000271561-0.00451379j -0.00679058+0.00305145j 0.00465488+0.00182303j 0.00119125-0.00509973j 0.0102961+0.0124079j -0.00202866+0.0261172j -0.0183927+0.0118252j -0.00879011+0.00513212j 0.00299528+0.00428163j -0.00814577-0.00301567j -0.00876469-0.00224491j 0.0102295+0.0177471j 0.016053-0.0166406j -0.0172777-0.0180023j 0.00265254+0.00356762j -0.00619253+0.00620404j -0.00161138-0.00340368j 0.0033305+0.00116334j 0.00539385+0.0145159j -0.0130102-0.00447524j -0.00211396+0.00201536j 0.00734528+0.00175096j -0.0219924+0.0131862j -0.000738006-0.0100103j -0.00934916+0.00392586j 0.00490217+0.00901238j 0.0111092+0.000860402j 0.00224858+0.0226226j -0.0120786+0.00999294j 0.00432835-0.00830691j 0.000735578+0.00771705j -0.00177291+0.0074608j -0.000137424-0.00208541j 0.00589378-0.0141303j 0.0118317-0.00776374j 0.00661646+0.0226362j 0.000393244-0.00772887j -0.0174842-0.0155694j -0.0119135-0.00516577j -0.0143538-0.00428047j -0.00362975+0.000107361j 0.00443734-0.00112439j 0.00257799-0.00340627j -0.0170405+0.00306418j -0.00201722+0.00292305j 0.0063523-0.0106148j 0.012894-0.0177754j 0.0128712+0.0143366j -0.00355657+0.000178379j 0.0116906+0.014374j 0.000409842+0.0111208j 0.00742512-0.0119084j -0.00114555+0.00705815j 0.0143066-0.00837519j 0.00150153+0.0171385j -0.0123732-0.0188321j 0.00696892-0.00865743j -0.00593959+0.0209341j 0.00353536-0.00282798j -0.00347886-0.0208661j 0.00776077-0.00589544j -0.0128951-0.00464836j 0.00165275+0.000413429j 0.0106952+0.0145933j 0.0098258+0.00986552j 0.0122013-0.00201391j 0.00994546-0.0113494j 0.00864957-0.0199723j -0.017962+0.0058772j 0.0102-0.0112941j 0.0177457+0.00576807j -0.00458602+0.0175216j 0.00756037+0.00833393j 0.00356038+0.00590641j 0.0165052+0.00360199j 0.00148362+0.00927105j 0.00024833-0.00760375j -0.00743391-0.0225586j 0.00849044-0.00846444j -0.00362459-0.00196988j 0.00484542-0.00776205j -0.0151454-0.00310527j -0.00543552+0.0149532j 0.00881511+0.000321669j -0.000846368+0.00418624j 0.012311+0.00779341j -0.00972163+0.0242324j -0.0259715-0.00235431j 0.00292172-0.00227791j -0.00314997-0.00775176j 0.0174941-0.00322574j 0.00389599+0.00668798j 
-0.00760032-0.00973773j -0.00124064+0.00753489j 0.0111169+0.0135225j 0.0194789-0.00864671j 0.0118521+0.00730186j 0.00195231-0.0200387j 0.0448185+0.00805594j 0.0213145-0.0173097j 0.00732421+0.00416862j -0.00909295-0.000822056j 0.000996663+0.0115188j 0.00622947-0.00637409j 0.00970947+0.0141956j 0.0146779+0.00853867j -0.0079579+0.00744076j -0.0124535-0.00430156j 0.00483613+0.000922433j -0.00782198+0.0140404j -0.00995524+0.000102738j -0.000483827-0.00858281j -0.00575853-0.0157266j -0.00112178-0.00701889j -0.00387736-0.00194478j -0.00740503+0.00131757j 0.0013657-0.00957789j 0.00832035-0.0194681j -0.000123957-0.0115233j 0.00334498+0.0160575j -0.0115835+0.0135412j -0.00640509+0.00225009j -0.00689064-0.00662685j -0.0023726-0.00985291j -0.0154662-0.00926589j -0.0217158+0.0219244j -0.0108862+0.0121618j -0.00301075+0.0173945j -0.00847872+0.00378531j -0.00315768-0.00478587j -0.00924066-0.000631052j 0.0132639-0.0195426j -0.00171096+0.00572635j 0.00994956-0.00332719j 0.00470016+0.00260252j -0.00376777-0.00825205j -0.00200125-0.00910667j -0.00554532+0.00139653j 0.0170091-0.000176383j 0.00566155-0.00842969j -0.0019073+0.00559857j 0.00772148+0.014779j -0.00930039+0.00380586j 0.00706894+0.00517087j 0.00121625-0.00457686j 0.0143211-0.00481008j 0.00663728-0.00806034j 0.00246965+0.00758166j -0.00584053+0.0125189j -0.0112723+0.00749923j 0.00299893-0.00227153j 0.00222374-0.00415387j 0.00523367+0.0145765j -0.013718+0.0124312j -0.0127244+0.000967597j -0.00551068+0.00558531j 0.00654665-0.0119372j 0.00377035+0.00571246j -0.0271519-0.0087891j 0.0100943-0.0153734j -0.00580788-0.0133969j 0.0107027+0.000996319j -0.000691828-0.00649419j -0.0125895+0.00697241j -0.0079931-0.00742731j 0.0145074+0.0209306j 0.00440198+0.00990602j -0.0268724+0.0068139j 0.0187793-0.00805425j -0.00936782-0.0096884j 0.0177314-0.000654683j 0.0120767-0.00291769j -0.00774898+0.00743024j -0.00307597+0.00250464j 0.00202765-0.0105398j -0.00257934+0.0167903j 0.0121722+0.0214326j -0.0218178+0.00370215j 0.019218-0.0230768j 0.0208729+0.0221999j 0.0148561+0.0130125j -0.0164081+0.0173919j -0.00419676+0.00974749j -0.0138429+0.00181396j 
-0.000704823+0.0025813j 0.00447602+0.00106725j 0.00809015+0.00164918j -0.0022676-0.00878423j -0.0135755+0.0101178j -0.00658682-0.0078665j -0.00593373-0.0138763j 0.00671799+0.000137482j -0.0045538-0.00604397j -0.00171277+0.0153995j -0.0157346+0.00833153j 0.00717041-0.0124952j 0.0097531-0.00661395j -0.0163069+0.000261699j 0.0138085-0.0141002j 0.0106331-0.00622401j 0.0125839-0.0159056j -0.00536095-0.0048461j 0.00108483-0.000368274j 0.00912668-0.00555296j -0.00231842-0.0176287j 0.0101086-0.00633193j 0.00207741+0.00982211j -0.00933048+8.29384e-05j 0.000237604+0.00627407j 0.000615257+0.0157631j 0.0005297-0.00380841j -0.0154985+0.00443984j 0.00245561+0.000509619j 0.00546216-0.00496298j 0.00716328-0.00857775j -0.00229007+0.00018826j 0.0018749-0.00275221j 0.00117176+0.00797022j -0.00701494-0.0104335j -0.00379161+0.00498833j -0.00756576+0.00108364j 0.00244219-0.00676634j 0.00491118-0.000244957j -0.0188475+0.0051972j -0.00953452+0.00517535j 0.000735883-0.00515046j -0.00475626-0.00373155j 0.00152767+0.00194199j 0.00603518+0.0124378j -0.00645016-0.00863833j -0.00823727-0.00131595j -0.00678563+0.0143936j 0.00454593+0.013769j -1.35729e-05-0.0118909j -0.00143136+0.0094639j 0.00543678-0.00463321j -0.0200595+0.00210766j 0.00762572+0.00509604j -1.3246e-05+0.00427683j 0.0143781+0.0238381j 0.0106047-0.0110657j -0.000897156-0.000492382j 0.00438556-0.00297403j -0.0136124-0.00611705j -0.00172423-0.00625565j 0.000674131-0.00978863j -0.0094082-0.0112909j -0.0128206-0.0118593j 0.00381746-0.00499066j -0.00761656-0.0209281j -0.00392927-0.00689184j 0.0107166-0.00900795j 0.00319112+0.00650946j -0.00855872+0.00782691j 0.00260449-0.00507905j -0.00774855-0.00933367j 0.0048519+0.00283434j -0.00793684-0.00742596j -0.00405449-0.000940488j -0.000905831-0.0210905j 0.0109977+0.0035222j 0.00207705-0.00828183j -0.00855102-0.0144853j -0.0007627+0.0137673j -0.00336092+0.00710437j 0.00834169-0.0198436j 0.000585672+0.0108604j -0.00137443-0.00679576j 0.0051046+0.00415891j -0.0201396-0.00250966j 0.000592478-0.0120837j -0.00694788-0.0211517j 0.00589431-0.003632j 0.000233368-0.00396501j 0.00844851+0.001406j -0.00241926+0.00916746j 
0.00191071+0.00975046j 0.00720425-0.0019429j -0.0152581-0.0132957j -0.0226388+0.0129267j -0.000966378+0.00238516j 0.00877026+0.0173891j -0.0288708+0.00729693j -0.0194411+0.00896725j 0.00539986-0.000474122j 0.0112921-0.0084295j 0.00617257-0.0215266j -0.00557091+0.0133841j -0.0170689-0.00103072j 0.0111401-0.00699859j 0.00216363-0.00622411j 0.00796319-0.00868176j -0.0160263+0.0180107j 0.00196319-0.00250545j -0.0124255+0.00756622j 0.00037514+0.0117429j 0.0200612+0.00620938j -0.00481203-0.00259864j 0.0074357-0.00665194j -0.00917449+0.00611312j 0.00967161-0.00320963j -0.00973655-0.00851627j 0.00464316+0.00858216j -0.00116617-0.0207193j 0.0047088-0.00625346j -0.00271453+0.0150382j -0.00248938-0.00316478j -0.0132136+0.0110773j 0.0073243-0.0130971j 0.0104577-0.0121762j -0.0011098-0.0267113j -0.0126952-0.00539398j 0.0134872+0.00510803j 0.011874+0.0169983j 0.00405203+0.00983189j -0.0152538+0.0159935j 0.00964517-0.00927648j 0.00383723+0.0060192j 0.00538876+0.00910847j 0.00309279+0.0136368j 0.00636612-0.0100305j -0.00279466-0.01322j -0.0160787-0.00386139j -0.0116581-0.00342872j -0.0038756-0.0115862j 0.00355453-0.0295363j -0.000850744+0.00139237j -0.00187883-0.00453533j 0.0240975+0.00672618j 0.00294541+0.00775431j 0.0104745+0.0116711j -0.0121198-0.0230719j -9.09262e-05-0.0134967j 0.0230817+0.00479003j 0.00147264-0.000922424j -0.00714034-0.00541606j -0.0145186+0.00381575j 0.00999598+0.0011438j 0.00355911+0.0067027j -0.000316655+0.0123553j -0.00021598+0.0162504j -0.00837825-0.0105074j 0.00389943+0.00812657j -0.00428555-0.000377558j 0.00142193-0.0092885j 0.00462877-0.00256011j -0.00103811+0.0132711j 0.0147845+4.40418e-05j -0.0125469+0.0151958j -0.0021409+0.0014564j 0.00952294+0.000451667j -0.00816095+0.00901082j -0.0115713+0.00722567j 0.0143338+0.0154096j -0.017175+0.0101737j 0.000412351+0.00321421j 0.003605-0.00824978j 0.0105063+0.00964125j -0.00218009-0.00161064j 0.00174989+0.0169945j -0.00980641-0.00832653j 0.0213612-0.0106205j -0.00637554+0.0117337j 0.00175257-0.0208686j -0.0155196+0.0011443j 0.0194878-0.0112179j -0.00607339-0.0130182j 0.0133573-0.00354044j 
0.00138706+0.00168895j 0.00180902+0.000182406j -0.0135164-0.00556907j -0.00275725+0.0111002j -0.0106199+0.00429583j -0.00102616-0.0164927j 0.00101834+0.00873026j 0.00848407+0.00142292j -0.00200417-0.00951976j 0.00144502-0.00518592j 0.00953716-0.00442383j -0.00427724-0.00729202j -0.00152091+0.000764766j 0.00227567+0.0115985j -0.00346515+0.0141977j 0.000993117+0.00660015j 0.000649214+0.0128322j 0.00767317+0.00661626j -0.00323868-0.0074645j -0.00104143-0.00794247j -0.00171257+0.00473934j -0.00931561-0.00299694j -0.00179679-0.0123991j 0.00240702-0.00705877j -0.00463079+0.0105889j -0.00886485-0.00827007j 0.00417185+0.00229368j -0.00366913-0.00550982j 0.00135531+0.00363933j 0.00839148-0.00374414j 0.010424-0.00911053j 0.00304487-0.000871055j -0.000677955+0.00878206j -0.00599264-0.00759763j -0.0131915+0.0054964j 0.00386306-0.00179997j 0.00149614+0.0030889j -0.00603303+0.00444405j 0.00477474-0.000150676j 0.00399734-0.00553582j 0.00307676-0.000668762j 0.00167142+0.00543483j 0.00576258-0.0110516j 0.0157154+0.00276897j -0.00793225-0.00828729j 0.00120263-0.00250319j -0.000829198+0.00153021j -0.01271+0.00298513j -0.0106711-0.00485588j 0.00475843-0.0106721j 0.0121375-0.0140418j -0.000333117+0.023857j 0.000778629-0.00724483j 0.0201612-0.00955955j 0.000590939+0.00151227j 0.0133252+0.011008j 0.00153756+0.00550584j 0.00766897-0.0174852j -0.0159438+0.00817373j -0.00683786+0.000475585j 0.00240142+0.00795103j -0.00395619-0.00395425j 0.0149932+0.00417684j 0.0127625+0.00678787j -0.01487-0.00142479j 0.00696816-0.00161004j -0.00324649+0.0252594j -0.012251+0.0152297j 0.022068+0.00320853j 0.0101636+0.00685402j -0.00884773-0.0138605j 0.00204641-0.00917726j -0.00967819-0.00748002j -0.00975069-0.0222314j -0.0035887+0.00238662j 0.0112376-0.0134884j 0.00176795+0.00198934j 0.000688144+0.0157064j -0.012991-0.0033122j 0.00533178+0.000881497j 0.0115223+0.00627846j 0.0102635-0.0043247j 0.0075495+0.0116055j 0.00310887-0.00351654j -0.00610181-0.0119364j -0.00180968+0.00457801j -0.0028682-0.00844464j 0.0211132+0.0126342j -0.00469616-0.000549083j 0.00901404+0.00112141j -0.00905443-0.00340318j 0.000753202-0.00650032j 
0.00487767+0.00657318j 0.00130337-0.00506252j -0.00907462-0.00463972j -0.0065654+0.00765463j 0.00715237-0.0202309j 0.00955789+0.0184292j -0.0196238+1.83989e-05j -0.00918237-0.00275744j -0.00507622-0.00663342j 0.0178389-0.0036197j 0.00654335-8.15301e-05j -0.0129505+0.0223392j -0.0109148-0.0174206j -0.00428336-0.00299538j -0.011763-0.000736828j -0.00862-0.00339248j -0.00708782+0.00708286j 0.0110245-0.00378466j -0.00375718-0.001798j -0.00291682+0.00455829j -0.0112125+0.0141672j 0.00253437-0.0133268j 0.00365901-0.00289406j 0.00936232+0.000590378j 0.00588621-0.00625236j 0.004493-0.000139348j -0.00431213+0.0057071j -0.00169748-0.00191008j 0.00131357-0.00642596j 0.0029622+0.00262735j 0.00160671-0.0102754j -0.00848913+0.0222393j -0.00772991+0.0071314j 0.00271488+0.00657272j 0.0104818+0.00394223j -0.00268139+0.00653965j 0.00453819-0.00413938j 0.00457464+0.000204865j 0.0117702-0.00866977j 0.00309538+0.00567848j 0.003889+0.00108981j 0.00372649+0.0078366j -0.0130416+0.00613429j 0.0134011+0.00925621j -0.0159813-0.00335156j -0.0083572-0.0185379j 0.0110993-0.0138384j 0.000168232-0.0121598j -0.00102147+0.0058809j -0.00242149-5.7218e-05j 0.00721715+0.00195161j 0.00932108+0.00613809j -0.00313831-0.00792509j 0.00126152+0.0120761j 0.00295525-0.0099413j 0.00443557-0.00277337j 0.00852447+0.00807953j -0.00268374+7.46684e-05j -0.00140463-0.0042745j 0.0125747+0.00737135j -0.0135939+0.000444531j -0.0254675+0.00726132j 0.00814679-0.000306215j 0.00385012-0.00372099j -0.00554169+0.00845734j -0.00344352+0.0133435j 0.00949021+0.00262217j 0.00551094+0.00295196j 0.00489643-0.00206464j -0.0122627+0.00597694j 0.00451363-0.00442051j -0.00676274+0.00484074j -0.0183031-0.0126862j 0.00175565-0.00168861j -0.0187379-0.00660291j 0.0109409+0.0141753j -0.00633889+0.0138339j 0.0231356-0.0022219j 0.00502593-0.00460896j -0.00162604-0.0150195j -0.00271157-0.0218618j 0.00525444+0.00130455j 0.00239159-1.37321e-05j 0.00506859-0.00459861j 0.00387806-0.00531276j 0.029044-0.00883215j -0.0106557+0.0216921j -0.00688149-0.0105962j -0.00663052+0.0098478j 0.00979107-0.00451533j -0.00519099-0.0119491j 0.00775315-0.00532334j 
