0.00105861-0.00422124j 0.0129039+0.00422221j 0.0286697+0.0541792j 0.0568118-0.0436439j -0.0459407+0.0181641j 0.000660798-0.0344815j 0.0478575+0.0120244j 0.0205924-0.0492098j 0.0262782+0.00573948j 0.00907552+0.012691j 0.0418885+0.034043j 0.00418764-0.0452309j 0.0119767+0.0206922j 0.0282672+0.00984334j 0.00536593+0.000400381j -0.0259588-0.0161773j 0.0151673+0.000272187j 0.0430564+0.0272147j 0.0204364+0.0183448j 0.0145362+0.000410344j -0.0344346-0.00998394j -0.0211909+0.0297191j -0.030643-0.0268647j -0.000796766-0.0393417j 0.0158743+0.0271707j 0.0166086+0.027455j 0.00619082-0.0194692j -0.0106799+0.0107725j -0.00584982+0.0417886j 0.023325+0.00562724j -0.00866352+0.0242556j -0.0357522+0.00015104j -0.0241991-0.0253328j -0.0307489+0.0245164j 0.00865058+0.0203852j -0.000809845+0.0171635j -0.0426344-0.0332105j -0.0148343-0.0256784j -0.0191691-0.0548283j 0.0242127-0.0187487j 0.00231328-0.000294855j 0.0183421+0.0107421j 0.00650944-0.0133395j -0.014221-0.0408625j 0.0307513+0.0297227j 0.00930984-0.0121332j 0.0170277+0.00346483j 0.00772488+0.0271563j -0.00842482+0.00591257j -0.0117718-0.00716264j 0.0156952+0.0135378j -0.00401688+0.0118982j -0.00287542-0.00944346j -0.027217+0.00528989j 0.0300856+0.0244859j -0.0108291+0.0381778j -0.0215646-0.013908j 0.0190878+0.0204931j 0.0239308+0.0152761j 0.0306453+0.00423909j 0.0427093+0.0153493j 0.001394+0.0387138j -0.00647451+0.00143927j -0.00611388-0.0285776j 0.0244364-0.0167829j 0.00266099-0.00617281j -0.0410748-0.0241033j -0.0163162-0.00856056j -0.0272628+0.0029627j 0.003316-0.0381022j 0.00320027-0.0150508j -0.0258762-0.0336215j 0.0134721+0.0270956j -0.0592264+0.0172045j 0.0388573+0.00830137j 0.0222046-0.014334j -0.0299239-0.00825749j -0.0021835-0.00183085j -0.000655953-0.0270087j 0.0161295+0.0338828j 0.0321248+0.0686172j 0.048772-0.0186437j 0.022239+0.0121086j -0.0399846-0.049621j -0.00206959+0.042845j -0.0723056+0.0247948j -0.0106274-0.024787j 0.00581807+0.0557295j 0.0511943+0.00481j -0.0346474+0.0534942j -0.00325251+0.0304038j -0.0403647+0.00778915j 
-0.00289265+0.0144421j 0.02314+0.000677804j 0.0113848+0.0479466j 0.0378895-0.0160686j 0.00592829-0.00436123j 0.0159528+0.0274878j -0.0119201+0.0194372j 0.00443152-0.0224089j -0.00828252-0.0189982j 0.0375352-0.0257845j 0.0216718-0.00707064j -0.0413947-0.0107089j -0.0443508+0.0508899j 0.0575253+0.044646j 0.00413612-0.0249902j -0.0299686-0.0366017j -0.0262137-0.00204281j 0.0312428+0.0140398j -0.0112847+0.0240405j 0.0136247-0.00568171j -0.0170518-0.000104049j -0.011184+0.00849456j 0.015825-0.0624196j -0.0245699-0.0150492j 0.0234385-0.0209264j -0.00168861-0.00887736j -0.0215813+0.026016j -0.00500726-0.0206566j -0.0132995+0.0442366j -0.0100719+0.0315178j -0.0274765-0.00795131j -0.0465594+0.0383946j -0.0218313-0.0319012j -0.00306197+0.0158136j 0.0171206+0.0132947j -0.0401126-0.0094624j -0.00930001-0.0276979j 0.0631501+0.0388053j 0.0319022-0.00440725j 0.0191169+0.0311398j 0.0159865+0.00699813j 0.0146508-0.00586085j -0.00131201+0.00204524j 0.076715-0.00712686j -0.0258953-0.025433j 0.018914-0.0388182j 0.0115997+0.0300109j -0.00426309-0.0606198j -0.01322-0.0287659j -0.0121399-0.06174j 0.000819493-0.00198507j -0.0159509-0.00333881j 0.0658634+0.00410621j -0.0396163+0.0458555j 0.0599815+0.0197768j 0.0113074+0.0360276j -0.0142536+0.00581784j 0.0287795-0.0102248j 0.0113491+0.0293661j -0.0143959-0.00729156j -0.0125859+0.0352892j 0.0320493+0.0356651j 0.0251178+0.00184744j -0.000943714-0.0161206j -0.0244049-0.0132551j -0.00394848-0.00193977j -0.0470378+0.060533j -0.0317935+0.028239j -0.0260296-0.0507704j 0.019793-0.00289393j 0.00736402-0.0167744j -0.0421639+0.00631883j -0.0447812-0.00984047j -0.0221549-0.0118412j 0.0310308-0.0243026j 0.0352913+0.00276482j -0.0545608+0.032051j 0.033618-0.0353146j 0.0264761+0.0164312j 0.0164774+0.0111489j 0.00903925+0.00233495j 0.0637048-0.0170103j -0.00826026-0.0246658j -0.0679377+0.0301794j 0.00814366+0.0296654j -0.00320452-0.0389596j -0.00994444+0.0175129j 0.0310904-0.049654j 0.0463604+0.0107265j -0.0197593+0.0438638j -0.0232977-0.0087644j 0.00409521-0.0069275j 
0.00798058-0.00602204j -0.00890473-0.00802184j 0.0152508+0.00985696j 0.0161297-0.0151863j 0.0355603-0.0127912j 0.0028909+0.0404087j 0.000835115-0.0063128j -0.0168565-0.0209187j 0.0322123-0.0280601j 0.00994856+0.0283021j -0.0416646-0.00198566j 0.0405631+0.0455208j 0.00334622-0.00218935j -0.00367782+0.0129227j 0.0454624-0.0156957j -0.0191018+0.0123273j -0.047332-0.0284895j 0.0200264+0.00743363j -0.0439837+0.0308976j -0.00613455-0.0802634j -0.0575834-0.0337389j 0.014265+0.00377967j 0.0405419-0.0587876j 0.0288101-0.0625969j 0.0419872-0.0107151j -0.0238517+0.0574986j -0.0437738-0.0246306j -0.0166635+0.00604439j -0.0344902+0.0672071j 0.0466739-0.0219154j -0.0471942+0.0175124j -0.00679532-0.00241557j -0.0455252-0.0481384j -0.0189243+0.0197682j 0.0658675-0.00423923j -0.0655806+0.0452705j -0.0146579+0.000535653j 0.052101+0.0564701j -0.0125699-0.0210491j 0.0214526-0.00073235j 0.0223772-0.0188359j 0.00876473-0.0105728j 0.00918302+0.0116539j -0.0101193-0.0392916j -0.0360886-0.0770436j -0.0010764-0.0406178j 0.0286269-0.00266903j -0.00688718-0.0511089j -0.0500622+0.015671j -0.00152571-0.0463936j -0.00135532-0.0218871j 0.0581545-0.0248053j 0.0360135+0.0297193j 0.0263481+0.0173802j 0.0705066-0.0144588j 0.0300088-0.0101606j 0.0271164+0.0487248j -0.00236412-0.00847337j 0.00287604+0.0167854j -0.010028-0.0327011j 0.00923786+0.0210795j -0.00197896+0.0257167j -0.0559615-0.0268865j 0.0390922+0.00691353j 0.0125423-0.0141226j -0.032021-0.0368622j -0.0603389-0.0755256j -0.0478683-0.0188883j 0.00372489-0.0168084j -0.0109344+0.0115393j 0.0142044+0.0112801j -0.0545069+0.0143869j 0.0219356-0.0301123j 0.00737195+0.0236351j 0.00178679+0.00756149j 0.0004451-0.0268814j -0.00297125+0.0166057j 0.045711-0.0542496j 0.0262145+0.0220643j 0.0515146+0.00652966j -0.0311383+0.0305217j 0.0341876+0.00853691j 0.026874+0.0408487j 0.0238235-0.00735749j 0.00979429-0.0189168j 0.034081+0.00717654j 0.0057142+0.0344141j -0.0391717-0.0306694j 0.034999+0.00120909j 0.00518814-0.00177696j 0.0230677+0.0111627j -0.00858224+0.00990975j 
0.0040024+0.00358218j 0.006174+0.000290308j 0.0201808+0.014339j 0.00670543-0.0205005j -0.00542726+0.0333735j 0.00163208+0.0418813j -0.0633936+0.00241786j -0.0141981+0.0275978j -0.0228892+0.000337998j -0.0146587-0.0234397j -0.0287373+0.0292049j 0.0488232+0.0384298j 0.0202357+0.0143773j -0.0173739-0.0137664j 0.0419189-0.0142414j -0.00637358+0.0344007j -0.0331378-0.0224308j 0.00482633+0.0105758j -0.0120503-0.000683566j -0.00694626-0.0166819j -0.031903-0.00401949j 0.0202384-0.0138836j -0.0215047+0.03344j 0.0511183-0.0147411j -0.0281441+0.0121367j 0.00108445+0.0260094j -0.00500159-0.0127931j -0.00351849+0.0405884j -0.0422277+0.00500766j 0.0408784-0.0449065j 0.000687695+0.0351087j 0.00596958+0.00788521j 0.00950076-0.0504752j -0.0106613-0.0061869j 0.0457365+1.16438e-05j 0.0325333+0.0487823j -0.0086971-1.28973e-05j -0.0353036-0.0187454j -0.0457358-0.00205356j 0.0125859-0.0220782j -0.00989445+0.0493584j -0.0105793-0.0189136j -0.00763-0.00428518j -0.0703972-0.014759j -0.00916352+0.00886552j -0.025947-0.0365772j 0.0262481-0.0348241j 0.0443577-0.0215272j -0.0317473+0.0230726j -0.00848795-0.0032054j 0.0014497+0.0159437j 0.0279238-0.0369637j -0.0215886+0.0256039j -0.0087031-0.0471309j 0.00812115+0.00219404j -0.00910538+0.00192627j -0.00771628+0.0346914j -0.0250447+0.0341654j -0.0213454-0.0136636j 0.0116428+0.0213582j 0.0082964-0.0183089j -0.0210758+0.00915696j 0.0118679-0.0282523j -0.00797867+0.000801545j -0.0192587+0.00326072j -0.00469189-0.00166734j 0.00845608-0.083458j -0.0240684-0.054728j -0.0217258-0.0130978j 0.0192195-0.0203774j 0.0641306+0.00546843j -0.0236007-0.0231758j -0.0099016-0.00232427j -0.00832915-0.0439145j 0.0430274-0.0127886j 0.0294302-0.00119263j -0.00126819-0.0363953j -0.0147853-0.0644164j 0.0515896-0.0243787j 0.0105097-0.00331442j 0.0181605-0.0205392j 0.0192339+0.00129637j 0.0128462+0.023098j -0.0234722-0.00580699j -0.00263314+0.0207547j 0.00534657-0.00991268j -0.0126117+0.0412374j -0.0266716-0.0444687j 0.00257638-0.00825342j 0.0283861+0.0105639j 0.0126848-0.0129442j 0.00846958+0.0174306j 
-0.00541612+0.0235217j 0.0287042+0.0110591j -0.0296613+0.0184571j 0.00892442+0.019876j -0.082589+0.00975552j 0.0268155-0.0855366j 0.0352161+0.0322761j 0.0315707+0.00433017j -0.00818619-0.00605693j 0.0227386-0.0440734j 0.0542803-0.00379511j -0.0292384-0.0272302j -0.0262132+0.0108741j 0.00121031+0.0119699j -0.0247136+0.00162095j -0.0582705-0.0110608j 0.0149846-0.00462647j -0.00277094+0.00801081j -0.0163903-0.0121273j 0.0504552-0.0293559j -0.00672667+0.001563j -0.0144149+0.0042778j -0.0527056-0.0403989j -0.0211779-0.0235596j 0.00273269-0.00131776j 0.0279254-0.0352894j 0.0152964-0.0251163j -0.0354286-0.0406638j 0.0135821+0.0509255j -0.00466895+0.092475j -0.00790958-0.0180619j -0.0760311+0.0234971j -0.0609746-0.0139411j -0.00242591+0.0398235j -0.0244615+0.0199271j 0.0259739-0.00402256j -0.0383289-0.0286005j -0.0110134-0.00811214j 0.00799929-0.0463288j -0.00447919-0.0291322j -0.0217902+0.0344003j 0.0326002-0.0233509j 0.0152039-0.0655211j 0.0337882+0.040188j 0.0166535+0.0340064j 0.0418946-0.0180254j -0.0214563-0.00471921j -0.0213253+0.0151505j 0.0269331-0.0298554j 0.0171202-0.0244312j 0.0159406+0.0119858j -0.0276028+0.0393717j -0.00140791-0.0219983j -0.0418471+0.0353987j 0.0300271+0.0376463j 0.0105847+0.0293393j -0.0193485-0.0092772j 0.0284661-0.00524268j 0.0547117+0.0569352j -0.00998249+0.0154116j 0.00621619+0.0316479j -0.0155448+0.00669169j 0.0533709-0.000318204j 0.0107055-0.0197895j 0.048502-0.0108203j 0.0126104+0.0482798j -0.0377012+0.0655455j -0.0209527+0.0102595j 0.00582364+0.00150612j 0.0565782-0.0308793j 0.00531542-0.0441359j -0.0196724-0.0061348j -0.0219465-0.0118535j -0.0590798+0.0298243j -0.0396223-2.82866e-05j -0.0213351-0.0238805j -0.0270798-0.0391144j -0.0139584+0.00636121j 0.00432705-0.0144866j -0.0319815+0.000440602j 0.0588486-0.00691212j 0.0487947-0.0149765j 0.0177931+0.0235626j -0.0066293-0.0202764j -0.0105139-0.00186316j -0.060584+0.014168j -0.00846001-0.0755132j 0.0595477+0.00365891j 0.010629+0.00121075j 0.0151177+0.0197695j -0.0199198-0.00137512j 0.00270508-0.021518j 
-0.0149704-0.00287017j 0.00935529+0.0161959j -0.0100147-0.00254756j -0.000370996+0.00978783j -0.0462004+0.00945585j 0.00683335-0.124723j 0.115027+0.0426815j 0.0539192-0.0348909j 0.0112373-0.0150401j 0.0199164+0.00772211j 0.0107175-0.00044324j -0.00754784-0.015275j -0.00405506-0.00999826j 0.0008726+0.012119j -0.009111+0.00600071j -0.0207063-0.0340998j 0.0287027-0.00754915j -0.0353447-0.00645745j -0.0307432-0.00614046j 0.0461802-0.0373696j 0.00932556-0.0222987j 0.0154959+0.00927921j -0.00555298-0.0719437j -0.0184039-0.00396583j 0.0125891-0.0240608j -0.00279238-0.0370742j -0.00469777-0.0315029j -0.0229117-0.0292965j 0.0214239+0.0719409j -0.00208854+0.0800707j -0.0478454-0.0251057j -0.047307-0.019263j -0.0749572-0.00133966j -0.0198897+0.0522025j -0.0437279+0.0055491j -0.0266836-0.00325812j -0.0436483+0.00263215j 0.0161866+0.0245133j 0.0123177-0.0494259j -0.02896-0.0351701j -0.0164677-0.00923285j 0.0292984-0.021151j 0.0244324-0.0549746j 0.0336809+0.0179259j -0.00289552-0.014531j 0.0373821+0.00950291j -0.013876+0.0077243j -0.0415299+0.00287848j 0.0256271-0.000365674j 0.031501-0.0209911j 0.00435246-0.00863468j 0.00984054+0.0457039j -0.00674221-0.0191667j 0.0210411+0.0623351j 0.0208099+0.00581086j 0.0548857+0.0120299j -0.00360593+0.0231431j 0.00938589-0.00154165j 0.066833+0.0541244j -0.0140965-0.0225774j 0.00571086+0.0373974j -0.04759+0.0142643j -0.0315742+0.0101951j 0.0437462-0.022786j 0.0473716-0.0548246j -0.0317985+0.0229852j -0.0642321+0.0240133j -0.00839046+0.0172984j 0.0318837+0.0267002j 0.0341544+0.00978189j -0.0348021-0.012062j -0.0226384+0.0322859j -0.00669077-0.0406704j 0.00380267+0.0405463j -0.0720784+0.053607j -0.0889417-0.0140325j 0.000552202-5.37024e-05j -0.0130428+0.00386133j -0.0263662-0.00134688j 0.0154343+0.0240611j 0.00476997+0.00931183j 5.77253e-05-0.0179751j 0.00106513+0.0115884j 0.0360755+0.00463815j 0.0138413-0.0134028j -0.0973914+0.00385018j 0.0195211-0.10944j 0.0637508+0.0502915j 0.000891158+0.0182517j -0.0114092+0.00775957j -0.0172526+0.0273514j -0.0152729+0.00130307j 
-0.000900179+0.0188689j 0.0086908-0.0122451j 0.00522041-0.0170765j -0.0362837-0.0163462j -0.00284108-0.0292739j 0.0365111-0.0448576j -0.000560101+0.00124216j -0.00512038+0.0451896j -0.108673-0.00703536j 0.0229287-0.0649081j -0.0440072-0.0306158j -0.0597581+0.0440116j -0.0840093+0.0201312j 0.0546779+0.0893618j 0.0468487-0.0562054j 0.0352095-0.118584j -0.0531698-0.0619134j -0.00483169-0.0181364j -0.067446+0.0691545j 0.096749+0.0146659j 0.105333-0.0804319j 0.0877002+0.00723588j -0.00455947-0.113981j -0.0599445-0.00573817j 0.0349155-0.0703661j -0.0759287-0.0433683j -0.0327866+0.0259437j -0.0416228-0.0443398j -0.0127894+0.156074j -0.0320212+0.0350732j -0.0850962+0.000836508j -0.0164143+0.0592614j -0.112311-0.0598232j 0.0512638+0.0145314j 0.00573083-0.0403659j -0.0881479-0.0626318j -0.0508819-0.0622219j 0.0295754+0.11031j 0.0765839-0.0275415j -0.0130268+0.0642908j 0.0396858-0.0374879j 0.0241026-0.0544923j 0.0163276-0.0134654j 0.0958054+0.00881151j -0.0925297-0.0458576j 0.072791-0.0421225j -0.00760311+0.110643j -0.0581533-0.0861435j 0.0125749-0.00252289j 0.0527019-0.0607686j -0.0245982+0.0154466j -0.0551253-0.0533548j 0.0521498+0.0246499j 0.0208853+0.130505j 0.0936097+0.0411999j 0.0661138-0.0467229j 0.0115578-0.0212739j 0.0931284-0.0361289j 0.0768297+0.0601283j -0.0769301-0.0239653j -0.0333787+0.037477j -0.0178989-0.00220287j -0.00937419+0.0428911j 0.063881-0.0115152j 0.0158431-0.082202j -0.0208272+0.0585242j -0.100068+0.0320817j 0.0375818+0.0192034j -0.0623955+0.0608893j 0.0337977-0.037131j -0.0166526-0.0173525j -0.0673282+0.0301542j -0.0548559-0.0110512j -0.0299226+0.0214716j -0.0466104-0.0352249j 0.00018501+0.0446246j -0.0373167-0.0151249j 0.0714605-0.0756511j 0.0267943+0.109074j 0.078124+0.0221217j -0.0289284-0.0838945j 0.0206738+0.0905806j 0.00311275-0.0287371j -0.104278+0.0230969j -0.0298434+0.0274598j -0.047589-0.0345043j 0.00182565-0.0512084j 0.0549688-0.053033j -0.014419-0.0632961j 0.0601585-0.0131615j -0.0164292-0.0150872j 0.0269923-0.0371077j 
0.0325212-0.00663126j -0.00681406-0.0440738j 0.0203484-0.00354681j -0.0119271-0.040592j 0.0383989-0.0106404j 0.00204142+0.0131438j 0.00464968-0.00465746j 0.000816051-0.0348439j 0.00774872-0.00150798j 0.00836586+0.0493098j -0.0458597+0.0932347j 0.0986982+0.0626249j -0.0133587+0.0658767j 0.129222+0.0333818j 0.0470563+0.0462722j 0.0438116+0.041769j -0.0284456+0.0914946j 0.0114+0.047787j 0.00411007+0.0301993j -0.0329666+0.0158677j -0.000379725-0.0189684j -0.0201786+0.00158806j 0.020713-0.0145278j 0.0848509+0.0445682j -0.0171181-0.0022565j -0.0258495+0.0251151j -0.0440626+0.000922743j 0.061984+0.0943692j -0.0746169-0.0349406j 0.110364-0.173261j -0.0425716+0.0293582j 0.076224-0.0795871j 0.0723479-0.0471239j -0.0846348-0.050993j 0.0586673-0.00168481j -0.0618063+0.0676017j -0.00827205+0.0496876j -0.0306454-0.00284026j -0.093366+0.0750973j 0.0645805-0.00805445j 0.073662-0.00706484j -0.037544+0.0297322j -0.0193253+0.0758073j -0.111423-0.155746j -0.0157817-0.0885855j -0.103254+0.00314443j 0.0756065+0.0250662j 0.0538471-0.113923j -0.0902329+0.0730634j -0.0722824-0.00841858j -0.0133503-0.0114968j 0.07641-0.0339317j -0.0217192+0.029044j 0.0363957-0.0303397j 0.0216908-0.0674559j -0.0839533-0.0332397j -0.0796833+0.113702j -0.033498-0.0134079j -0.124661-0.030864j 0.0460001+0.0130048j -0.0217451+0.017598j -0.0410065+0.0739645j -0.103538-0.0275482j -0.0475682+0.00716635j -0.0399339-0.0259176j -0.0594023-0.0753097j -0.042317-0.135507j 0.0292585+0.0127635j -0.0128241+0.006423j -0.0536526-0.0101753j 0.00129969+0.0179645j -0.0134853-0.0501586j -0.0459184+0.0297749j -0.000164311-0.0626059j 0.0692015+0.0103695j -0.00184522+0.0833078j -0.0234812+0.0147615j -0.0178218-0.0256835j -0.0121276+0.0158266j 0.0487511-0.0142757j 0.0389595+0.0392574j 0.0585584+0.00337747j -0.0137036+0.0138341j -0.048928-0.000102692j 0.0314781+0.0139387j 0.0332942+0.0460077j 0.0146007+0.0262924j 0.0197808+0.0685281j -0.00387034-0.0241769j 0.0277625+0.0128036j -0.0300317+0.0295176j -0.00836032-0.0247742j 
-0.0419021-0.0202093j -0.0120528+0.0306231j 0.00297443-0.0157999j -0.0179689-0.00147689j 0.0233688+0.0717222j -0.0238-0.0129942j -0.0291775+0.0115621j 0.00983241+0.0783872j -0.113939+0.0276473j -0.0566416-0.0992856j -0.00792371+0.0057047j -0.023066-0.0473371j -0.0100162+0.0497265j -0.0155356+0.014739j -0.0427677+0.0250846j 0.0502751+0.0138612j 0.0576404+0.00277693j -0.100202-0.0264648j 0.0356204-0.0794968j -0.021983+0.0856938j 0.0545405+0.0348127j 0.00565469-0.0270801j -0.0344107+0.133885j -0.0077627+0.0850655j -0.0659252-0.00917885j -0.00357487-0.0643081j 0.0453589+0.0363991j 0.000583831+0.0207099j 0.0486845-0.103741j -0.0794077-0.00455279j 0.0861332-0.0268021j 0.0490058-0.0443513j 0.0713016+0.0465869j 0.0590757-0.0351914j -0.0521822-0.00279551j 0.119127-0.0241675j 0.0284892+0.00916745j -0.0690834-0.069257j -0.0246312+0.0763963j -0.0281052-0.0225396j -0.050196+0.0356229j -0.0293102+0.00365836j 0.0124281+0.015604j -0.0290849+0.059818j 0.0328572+0.0891076j -0.0076927+0.0422193j -0.0129672-0.00603765j 0.0277118+0.0388626j 0.0384629-0.0213088j 0.0119331+0.0354618j -0.0179543+0.0218986j -0.0399785-0.0143262j -0.0297252+0.00700326j -0.0543913-0.054701j -0.1122-0.0143912j -0.0485007+0.0435812j -0.0464597-0.00193573j -0.0180856+0.0475006j -0.0457138-0.0488993j -0.0118102+0.0633018j -0.0240466-0.0478928j 0.00998737-0.0857914j 0.0198678-0.00501224j -0.0846793+0.0143684j -0.0280515+0.020874j 0.0298264+0.0232745j 0.109884+0.129371j 0.0104068-0.0334823j -0.0145674+0.0145228j 0.0468698+0.00421002j -0.00120928+0.0191789j 0.035146-0.0185172j -0.0280298+0.0154418j 1.96666e-05-0.0595071j 0.0104185-0.0444934j 0.0113965+0.0388766j 0.0349141-0.0880949j -0.0919732-0.00593483j 0.0479448-0.0110305j -0.0333741-0.0268535j -0.020968-0.0974073j -0.0989896+0.0120208j -0.0731549-0.0815096j -0.0604998+0.0368211j -0.0244112+0.041537j -0.033232-0.0320538j 0.0277601-0.0513069j 0.0323947-0.00620734j -0.0151085-0.00241191j -0.00525605-0.02492j 0.000883335-0.023708j 0.0296267+0.0032992j 
0.0211741+0.0231052j 0.0196862-0.00690692j 0.0289744-0.022918j -0.0251284-0.023431j -0.123929-0.00440511j -0.00877546-0.0793184j -0.0256798-0.065547j -0.0250336+0.0218821j 0.0387249+0.0335867j -0.0418468+0.0747795j -0.00833292-0.0182581j -0.0146834-0.0352002j 0.0700923-0.0769547j -0.0628392-0.0504672j 0.0215526-0.0944148j 0.0487708-0.0736924j 0.000504518-0.0187353j 0.0750223+0.0105772j 0.074805+0.0681882j 0.0761548+0.121412j 0.119527-0.03626j 0.00760484+0.0298432j -0.0541535+0.016077j -0.0821756-0.0434173j -0.00160503+0.0593611j 0.00760398+0.0211795j 0.00591181-0.016273j -0.0237722-0.0246876j 0.0359248+0.0505841j 0.0124379-0.0364194j 0.00230926+0.0598479j -0.0032378+0.0482891j 0.00438254+0.0361913j 0.0737536+0.00540142j -0.00729669-0.0312557j -0.0241992-0.035946j -0.0437667-0.0585711j -0.121989-0.0239517j 0.0558317-0.0696979j -0.0007429+0.0687419j 0.0283084-0.0373131j -0.0101895+0.0201215j -0.005917-0.0714375j -0.0644409-0.0223515j 0.0170164+0.0906991j 0.0661414-0.0265614j -0.0397349+0.045214j -0.00742154+0.0919621j 0.0738019+0.0921982j 0.0140049+0.139114j -0.000537931+0.0604825j -0.0828857+0.00293317j -0.0653478-0.0359018j 0.0410892-0.00694233j 0.0304308+0.106778j -0.00192317-0.103173j 0.0817853-0.143692j 0.0909066+0.0098886j 0.0506294-0.0460098j 0.00979906-0.0209097j 0.0642272-0.0799679j -0.00186044-0.0230177j -0.0147168+0.0624923j 0.0282269-0.0286079j 0.0175091-0.0386727j 0.0301533+0.00500156j 0.00851391-0.143896j 0.116209-0.0198601j -0.020294+0.0895493j -0.0802654-0.0970808j -0.0237733+0.0516417j 0.0423689-0.0542677j 0.0823031+0.116336j -0.0607704+0.040638j -0.0109848-0.0158941j 0.0330111-0.00615278j 0.000121046-0.0308253j 0.0407303+0.0723964j -0.0821334+0.0252289j -0.0270927+0.0850265j 0.0413205+0.0275351j 0.0384106-0.000842574j 0.0309624+0.039133j 0.0127483-0.133316j -0.0219437+0.0394066j -0.0916308+0.0434722j -0.025612-0.036433j -0.118198+0.0266126j -0.0507941-0.065344j 0.0394346-0.0256207j 0.028706+0.0127318j -0.0390664+0.029491j 
-0.00621596+0.00187827j 0.0114856+0.00146795j 0.0211723+0.002923j 0.00101385-0.0426358j -0.0375833+0.0388925j 0.00135838-0.0562626j -0.0134528+0.014293j 0.052616+0.0429531j -0.0866714+0.0189359j -0.00637816-0.0469806j -0.0306483+0.0746934j 0.0343932+0.0158401j 0.0108251+0.0261158j 0.0422515+0.0250694j 0.0186425-0.000599866j 0.0416147-0.0426129j -0.0160195+0.00768636j -0.0399886+0.0211346j 0.0132748+0.029887j 0.00929916+0.0969633j 0.09797-0.0141086j 0.0512202-0.00448178j -0.099989+0.0903752j 0.0205929+0.0842263j -0.0804402-0.0439575j 0.0330442-0.103108j 0.0268414-0.0252298j 0.0448303+0.110495j -0.0306784-0.0134483j 0.0448382-0.13428j -0.0229974-0.00118906j 0.0636879-0.0307824j 0.0451958-0.038023j 0.00396975-0.0265703j -0.013532+0.0176367j 0.0427903+0.0027788j -0.0573397+0.00776277j -0.170612-0.0881652j -0.036267+0.0308658j 0.0153813-0.0120013j -0.0202343+0.0292355j -0.0546102-0.0566554j -0.0241539-0.0504608j -0.121289-0.0281084j -0.0244538+0.0798004j -0.017204-0.00516621j 0.0266722+0.0618288j 0.0823435-0.0534386j 0.0275914+0.0528264j 0.00205878+0.0782091j -0.0100952+0.0639542j -0.0580803-0.0178961j -0.0783772+0.0186461j -0.0397269-0.0329918j 0.00689902-0.00819797j -0.0225057-0.0281087j -0.0575257+0.0483508j -0.0129282+0.0266898j -0.0605054+0.0149061j -0.00917548+0.0322554j -0.0241473+0.00141848j -0.0967441+0.00346862j -0.0017775-0.00955873j -0.0413144-0.0106213j -0.047483-0.0755166j 0.0081743+0.0639301j -0.00323795-0.061685j 0.0993378+0.00193735j -0.0749566+0.0510495j 0.026619-0.047876j 0.0001002+0.0227928j -0.016633-0.0525707j -0.0764673+0.0223685j -0.0512555-0.111224j 0.0478547-0.0305552j 0.0341276+0.066341j -0.0103607-0.0617283j -0.0690972-0.0508402j 0.0566142-0.0159972j -0.00429773-0.0121324j 0.0481901-0.0703705j -0.00204072+0.000142103j -0.01593-0.0392671j -0.106056+0.0244009j 0.0316037+0.0958872j -0.0742999+0.0021186j 0.0152201-0.0639341j 0.0450088+0.00243617j -0.00188748-0.0225306j 0.0190942-0.00061679j -0.0194692-0.000638078j 0.0128194-0.0123533j 
