0.259089+0.156257j -0.157773+0.259151j -0.0997631-0.0338868j -0.031257+0.105379j 0.0768468+0.067595j -0.0851191+0.0277947j 0.115382-0.0767548j 0.0638454+0.15617j 0.0919683-0.020274j -0.03401+0.050333j -0.0412676+0.0613948j -0.00224207-0.101581j 0.0204214+0.0547409j 0.164936+0.0400259j 0.0643514-0.0130712j 0.0881216-0.176485j 0.0223381+0.00518636j -0.0852129-0.0607385j -0.00588906-0.0952885j 0.0761596+0.0269614j 0.00926723+0.0520993j 0.0401905+0.0343214j 0.109135-0.0908888j -0.0771585+0.0832955j -0.0220963-0.0542931j 0.0945061+0.0226365j 0.070679+0.0495339j -0.0878082+0.0499373j 0.000546294+0.0853324j -0.00390974-0.0205005j 0.0840338+0.0145327j 0.068107+0.0882683j -0.00390472-0.00772975j -0.0225297-0.00092853j 0.125743+0.0180121j 0.0851506+0.0540051j 0.0467924-0.0108626j -0.0150336+0.0440562j -0.0768049-0.0214147j -0.084961-0.0127169j -0.0556444+0.0135267j 0.0727816+0.00507471j -0.137657-0.0216482j -0.0377453-0.00512645j 0.0264761-0.0982588j -0.0167378+0.000497773j 0.0377674-0.00760216j -0.0106756-0.0969891j 0.0452794+0.136906j 0.0225752+0.000115117j -0.05995-0.0158345j 0.0321941+0.070805j -0.0125169-0.0459915j -0.0424649-0.11189j -0.0656415-0.0726811j -0.085584+0.0872375j 0.0155073-0.0953648j 0.0626128+0.00752058j 0.0911894-0.142164j 0.0206985+0.00145517j -0.01309-0.0534593j -0.0106687+0.117503j -0.041389+0.019803j -0.129441-0.0275398j -0.0427352-0.0499541j 0.0842615-0.0591041j 0.0216335+0.0368264j -0.0138214+0.0316828j -0.0699874+0.00236434j 0.0988+0.126863j -0.106483+0.106467j -0.0141903-0.00602192j -0.0422016+0.0492809j -0.168092-0.0613515j 0.056895-0.166189j -0.086672-0.268027j -0.268131+0.0855326j 
0.00110641+0.000744864j -0.000393011+0.00100914j -0.000299362+0.00195074j 0.00167522+0.00151316j 0.00168121-0.000499783j 0.00141547+2.95817e-05j 0.000667631+0.00311096j -0.00211577+0.0012814j -0.000870837+0.000225851j -0.000401101+0.000876325j 0.00228948-0.000807301j 0.00412174-0.00239969j 0.00176411+0.00131595j 0.00274594+0.000173696j 0.00297447+2.16179e-06j -0.000322458+0.000113204j -5.38145e-05-0.00170868j -0.00157459-0.000351479j 0.00143134+0.00137071j -0.0014285+0.0026298j -0.00199058-0.00378021j 0.000989726+0.0033052j 0.00184312+0.000215247j -0.000993301+0.0014262j 0.000469588+0.000310714j -0.000895742-0.00133457j -0.000332819+0.000117101j 3.99781e-05-0.00142594j 0.00210537-0.00130955j 0.0010742+0.00161887j -0.000911881-9.19814e-05j -0.00185087-0.00197793j 9.42019e-05+0.00530188j 0.00135513-0.00327605j -0.000691603-0.00262353j -0.000871621-0.000896256j -0.00314346-0.00237735j -0.00532557-0.00367619j -0.000741803-0.000203135j 0.000228595-0.000835753j 0.00164274+0.00162659j -4.62784e-05-0.000134334j -0.000666002+0.000755348j -0.00176177+0.00159999j -0.000145902-0.000747437j -0.00318873-0.00313767j 0.00232504-0.00257513j 0.00193507-0.00133795j -0.00128911+0.00533679j -0.00149573+0.00086689j 0.00402758-0.00223753j 0.00186043+0.000746969j 0.000233772+0.0016868j -0.00321671-0.00104895j -0.00120447+0.00301755j 0.00401873-0.00318914j -0.00105511-0.00101568j 0.00168862+0.00095272j -0.000615496+0.000712274j -0.00174686+0.000130231j -0.00139287+0.000444164j 0.000560776-0.00130893j 0.000140668+0.000175251j -0.000162638+0.00073327j -2.78778e-05-0.00339621j 0.00269375-0.000575474j -0.00177-0.00191888j -0.000397257+0.00368073j 0.00536121-0.00032791j 0.000338455-0.000885754j -0.00332753-0.00170585j 9.76999e-05-0.000538769j -0.00554651+0.0014074j -0.000778208-6.97778e-06j -0.00164152-0.0014218j -0.00115334-0.000248334j 0.00037741+0.000938444j 
-0.000317544+7.41231e-05j -0.000251478-0.000175748j 0.000238393+0.000401848j 0.000266152-0.000241298j 0.000203893+0.00233808j -0.00224699-0.00113051j 0.00224103-0.00179876j 0.000750657+0.00106444j -0.000818251-0.000535924j 0.000476324-0.000535248j -0.000898948+0.000137626j -0.00320635-0.00121634j 0.00127822-0.00162367j -7.39588e-05-0.00292661j -0.000710881+0.00142754j -0.000804381+0.00281486j -0.00168311+0.0016691j 0.00142392-0.00011772j -2.27522e-05-0.00314323j -0.000232331+2.01647e-06j -0.00235185-0.00100851j -0.000948318-0.00219265j 0.00062438+0.000741868j -0.000304532-0.000105702j -0.000622871-0.000951846j 0.00116638-0.00124656j -0.000471995-6.79304e-05j 0.00151415-0.00102662j 0.0018528+0.000871455j 0.00158912+0.0022282j -0.00184713+0.000440159j 0.00123313-0.00126911j -0.000785212-0.00298559j -0.000793429+0.00127881j 0.000300282+0.00432152j -0.000623797-1.98914e-05j 0.00196645+0.000111595j 0.0002939+0.00100628j -0.00236424+0.00352463j -0.000665144-0.000482534j -0.0016334+0.000760448j -0.00138313-0.00124593j 0.00132154-0.00301384j 0.00106582+0.000138635j 0.000657219+0.00155006j 0.0036689+0.000669006j -0.000209687+0.00137268j 8.34595e-05-0.00144907j -0.000427686+0.000752464j -0.00204225-0.00158537j -0.00273895+0.000570402j 0.00037412+0.00156108j -0.000536521-0.000748305j 0.00094762-0.00129846j 0.000730195-0.000242051j -0.00241925-0.000738786j -0.000333648+0.000269251j -0.0019009-0.00154412j 0.00124715-0.000149707j -0.000371774+0.0013192j 0.00168611+0.00136484j -0.00188076+0.00149866j 0.0013013+0.000895892j -0.00159866+0.00237672j 0.00101486+0.00150642j -0.00262834-0.000335618j 0.00175718+0.000510999j 0.000923288+0.000141425j -0.00352463+0.00241212j 0.000258853-7.51394e-05j 0.00211902+0.00055925j -0.00102247-0.00111441j 0.00430339-0.00254386j -0.000322656+0.000450935j 0.000558674-0.000381852j 0.000419522+0.00068722j 0.000446772-0.000233713j 
9.99086e-05+0.000877536j -0.00108071+0.000252474j -0.000318079-0.00058931j -0.000683681+0.00047735j 0.000434045+0.00220873j -0.00156699-2.33974e-05j 0.00019734-0.00149337j 0.00111234-0.00126655j -0.00181881-0.00103618j 0.000743463-0.000107361j 0.000289813+0.000263904j -0.00207543+0.000859331j -0.000821353-0.000372363j -0.000853147-0.00139203j -0.000145797+0.00132373j 8.34529e-05+0.00129955j 8.10441e-05-0.000779807j 0.00139436-0.000513656j 0.00144747-5.21527e-05j -1.12911e-05-0.000711458j -0.000221969-0.000132005j -0.000218749-0.00179738j -0.000541447+0.000750078j 0.000347272-0.00115523j 1.5614e-05-0.000347629j 0.000486615-0.000470231j -0.000657685-0.00104137j -0.000187498+0.000720494j 0.000797356+0.000515965j 0.000560149+0.0011924j -0.000528245+0.000115555j 0.000381042+0.000787209j -0.00124797+7.74584e-06j -0.000437472-0.000653316j -0.00104014+0.000584813j -0.000238295+0.000424343j 0.000272367-0.00116278j -0.000327568+0.00116436j -0.000250518+0.000476967j -0.00010188+0.000157047j -0.000136198+0.000690453j 0.000149727+0.000547594j 0.000539256+0.000704136j -0.000426207-0.000401118j -0.000917858+0.000110038j 0.00145545+0.000410569j 0.000365624+0.000307022j 0.000279724+0.000360843j 0.000610542-0.00161192j 1.71787e-05+0.00021613j 0.000863809-0.000344426j -0.00051907-0.000488421j -0.00158956-0.000233025j -0.00046223-0.00100352j -0.000101816-0.000610897j -0.000527317-0.000168342j -0.000905164+0.000138213j 0.00128426+0.000167303j 0.000540326+1.68004e-05j 0.00022635+0.000573816j 0.000134708-0.000303356j -0.00115569+0.00155103j -0.00140329+0.000539276j -0.000528745-0.000151709j -0.00108071+0.00081601j -0.00101782+0.000380774j -0.000777637+0.00132215j 0.000555635-0.00127678j -0.00111393-0.000924725j 0.000909276+0.000651525j -2.03414e-05+0.00203657j -5.54042e-05+8.19809e-06j 0.00079958+0.00111432j 0.000367238+0.000297059j -0.000335609+0.000825172j 0.000788554+0.000243055j 7.97777e-05-0.000681715j 
-0.00335928-0.000776572j 0.000807748-0.0033473j -0.000249944+0.0011205j 0.00148874-0.000206984j -0.000691573-7.55474e-05j -0.000509492+0.000931416j -0.00279735-2.09032e-05j -0.00105716-0.00191903j 0.00112776+0.00310717j -8.52969e-05+0.00138525j 0.000691437-6.31716e-05j 0.000467022+0.00212848j -0.00240765+0.00135652j -0.000484144+4.31389e-05j 3.38228e-05-0.000642834j 0.00119425+0.000676235j -0.000344711+0.00160086j 0.000830672+0.00244399j 0.000781913+0.0014713j 0.00336571-0.00150482j 0.0014494-0.00114086j 0.00283758+0.00148443j -0.00109804+0.000486355j 0.00237347+0.00132266j 0.000645272-0.00082456j -0.00158023+0.000400096j -0.00214912+0.000178421j 0.00236673-0.00042862j -0.00130871+0.00357767j -0.00204172+0.0017019j -0.00254472-0.000475654j -0.00289547+0.00172628j -0.00306283-0.00079968j 0.00444235+0.0006152j -0.00025827-0.00262981j -0.00101382-0.00229618j 0.00171081-0.00358569j 0.00452575+0.00221988j 0.000803065-0.00235965j 0.00161921+0.00208131j -0.00147216+0.00105589j -0.000679953+0.00194636j -0.000186375+0.00357458j -0.000168382-0.00535567j -0.00245314-0.00165967j 0.000747137-0.0019729j 0.00098763+0.00652221j -0.00139934+0.00340482j 0.00186979-0.00432235j 0.00174198-0.000747799j 0.00342202+0.000526393j 0.00116635-0.000333739j -0.00331102+0.00368736j 0.00255863+0.00176265j -0.00475041-0.00140824j 0.00141571-0.00183384j 0.000693172+0.000131342j 0.00203826+0.00208098j -0.000577374+0.00280092j 0.000965468-0.00168753j -0.0015585+0.000303769j -0.00193971-0.00121808j -1.32537e-05+0.00162848j 0.00540563+0.000485713j -0.00145876+0.000129162j 0.000557611+0.00140926j -0.000771619+0.00262432j -0.00117465-0.00203555j -0.00177887-0.00672954j -0.00244505-0.00171971j 0.00196391+0.00245196j -0.000573293+0.000872327j 0.00187514+0.00369145j 0.000508944-0.000274767j 0.000149817+0.00218178j 0.00118247+0.00163174j 0.00158743-0.00132942j 
-0.00308756-0.0014627j 0.00157126-0.00289454j 0.00257451+0.000997116j 0.000735183-0.00316286j -0.00199456-0.00239927j 0.00260757-0.00106884j -0.000840536+0.000421589j 0.000200372-0.000231414j 0.00344179+0.000205171j 3.62249e-05+0.000521787j -0.00136048+0.00102331j 0.00140644+0.00151753j -0.000429716-0.00014708j -0.00244305+0.00395474j -0.00310016-0.000289005j -0.000917639-0.00250497j 0.00180078-0.000897593j -0.00137694+0.00151713j -0.000966779+0.00285664j 0.000581275-0.00243985j 0.00537588+0.00240704j -0.000589084+0.00041713j -0.00133778-0.000828324j 0.000143652-0.000909782j 0.000238378+0.00138621j 0.000778448+0.00107214j 0.00231664-0.000450246j 0.000742603+0.00201808j -0.0015919+1.34511e-05j -0.00424297-0.00191382j 0.00240641-0.00171991j -0.000142161-0.000252867j 0.00315348-0.000692994j 0.000637247+0.00194863j -0.00126005-0.00361935j 0.000839633+0.000340172j 0.0019645+0.00104948j 0.00206236+0.000972805j 0.00252034-0.00327262j 0.00150209+0.000699465j -0.00103455-0.00318964j 0.00199774-0.000900305j -0.00180707+0.000751028j 0.00126261-0.00135789j 0.000429993+0.000719323j -0.000574116+0.00293909j -0.00150278+0.000821108j -0.000884745+0.00156805j -9.19313e-05-0.00096707j 0.00141566+0.000828414j -0.00140483+0.00261854j -0.000921667-0.00149437j 0.00118257-0.00231203j 0.00285888+0.00178431j -0.000163963-0.00109324j 0.00156885+0.00106141j 0.00113815-0.00131126j 0.000467782+0.00259779j -0.000204013-0.00139383j -9.11461e-05-0.00106966j -0.00107712-0.000126808j 0.000643754-0.00298085j -0.00121697+0.000108149j 0.00281034-0.00310212j -0.000452425-0.0016095j 0.00331997+0.00142426j 0.000992747+0.000255388j -0.00343267-0.000274182j -0.00300289+0.000279119j -0.001229-0.000189913j 0.00257061-0.00241166j 0.00257995+0.000292058j 0.00188497-0.000438127j 0.000728217+0.0012769j -0.000291057+0.000732065j 0.00128858+0.00249728j 0.00253073-0.00105658j 
0.00193448-0.000740235j 0.00119762+0.00182436j -0.000486104+0.000415821j -0.000458561+0.00179541j 0.0018748+0.00406129j -0.000596547-0.000382156j 0.000437612+0.00650017j -0.00578504+0.00011396j -0.00339416+0.000182224j -0.00206476-0.00342926j 0.00207915+0.00346367j 0.00207517-0.00108304j 0.000902978+0.00271823j 0.00493239-0.00186779j 0.00546795+0.000832626j 0.000190278-3.52633e-05j -0.00132033+0.000855824j -0.000305831-0.00459407j -0.000166641-0.0012902j -0.00443691+0.00378877j -0.00634555-0.00185208j -0.00257459+0.000778019j 0.000431615-0.00129959j -0.00321921+0.0009001j 0.00200659+0.000914004j -0.00386449-0.00115852j -0.00187109-0.00234328j 0.00321622+0.00379895j -2.76458e-06-0.0022978j 0.00297631-0.00180254j -0.000801042-0.00107784j -0.00575665+0.00278984j 0.000739436+0.000848917j -0.00615739-0.000812529j -0.000430238-0.000912751j 0.00494136-0.00177465j -0.000719847-0.000318379j 0.00292613+0.00558409j 0.00230681-0.00452698j -0.00401625+0.00173462j -0.000263538+0.00255357j 0.00309171+0.004339j 0.000825859+0.00218612j -0.000993119+0.000839623j -0.0012618+0.00364346j 0.000171922-0.0011458j -0.00236793-0.000292547j 0.000441937+0.00223874j -0.000209643+8.47215e-05j 0.00502979+0.00345387j -0.00230339-0.00460856j -0.000695732-0.00155125j -0.00112953-3.21225e-06j -0.00249786+0.00704931j -0.00114208-0.0022607j 4.74886e-05+0.0032808j -0.000356837+0.00177482j 0.00471723-0.00341462j -0.00363791-0.000745338j -0.000589227-0.000259658j -0.00289993+0.00301247j 0.00541515+0.00342155j -0.00119928+0.00210938j 0.00463884-0.00331907j -0.000922542+0.0026766j 0.00416654+0.00129434j 0.00138746-0.00115329j -0.00117042+0.000602212j 0.00201989+0.00284385j -0.00326439+0.00353096j -0.00386486-0.00470374j -0.00165097+0.00076802j -0.00450391-0.00341893j -0.0022274+6.97882e-05j -0.000703759-0.00300771j -0.00234283-0.000598841j 5.48717e-05+0.00211488j 
0.00159838+0.00102246j -0.00130927+0.00136878j -0.00133354-0.00310559j -0.00259549+0.00185365j 0.00259788+0.0021315j -0.0026973+0.00156136j 0.00135207-0.00107659j 0.00021745-1.32011e-05j -0.00601145-9.29419e-05j -0.00117609-0.00303897j -0.000582483-0.000680569j -0.00348781-0.00245054j 0.00123541+0.00037505j 0.00188188-0.00500411j 0.00435371-0.000273351j 0.00418418+0.00279208j -0.000162795+0.00234777j 0.00277701-0.00527885j 0.00038986-0.00293115j -0.00270254+0.00216386j -0.00481058-0.0012691j -0.00020558-0.00134039j 0.00108911+0.00320099j -0.000595048-0.00121728j 0.00185433-0.00304189j -0.00182874+0.000299926j -0.00280031-0.000606079j -0.00036954-0.000753929j 0.000205675-0.000253394j 0.00522031+0.00166002j -0.00192311+9.89519e-05j -0.000281623+0.00104126j -0.00553782-0.00188538j -0.0030793-0.00184309j 0.000367899+0.00553164j 0.000480144-0.000786634j -0.0010069+0.000859834j 0.000363272+0.000503395j -0.00191341+0.00368j -0.000958723+0.00029874j 0.00101018+0.00201995j -0.00339007+0.0016144j 0.00202898-0.00235195j -0.00104975-0.000751633j -0.00262431-0.000915924j 0.00332477-0.00418835j -0.00115137+0.000896741j -0.00012525-0.00110889j -9.90313e-05-0.00177829j -0.000759676-0.00122601j -0.00122697-0.00190992j 6.86197e-05+0.000898144j -0.00272846+0.00176607j -0.00142291+0.00162878j 0.000339921-3.72403e-05j -0.00392798+0.00204961j -0.00012821+0.00191495j -0.00190243-0.00420474j -0.00188177+0.00160597j 0.000324164-0.000822666j 0.000317795+3.87208e-06j 0.00141468+0.00314088j -0.000359332-0.000309302j -0.0030385+0.00321744j -0.000794808+0.0051413j -0.00450331-0.00425054j 0.000758485+0.00261243j 0.00711587-0.000299312j 0.000351722+0.00218429j 0.000667399+0.000152244j -0.000532579+0.00376764j -0.00480193+0.000691591j 6.58274e-06-0.00182537j -0.000916823-0.00105554j 0.000608556-0.000845361j -0.00160594-0.00153181j -0.00182519+0.00135587j 
0.00180495+6.03102e-05j -0.000455976+0.00144679j 0.00160466-0.00584463j -0.00520692-0.00100556j 0.00165095-0.00590513j 0.00600256+0.00253859j 0.00172764+0.00147431j 0.00163085+0.0013167j -0.00277326-0.00146249j -0.000700656+0.00178562j 0.00331231-0.00481246j 0.00427643+0.00191199j -0.00220141+0.00278635j -0.00321948+0.000466799j 0.00215649-0.00191432j -0.00169551-0.000721231j -0.000177683-0.0103113j -0.00254147+0.00218414j 0.00273574-0.000789657j -0.00386225+0.00386852j 0.0020795-0.00322768j 0.00342315+0.00171854j 0.0013447-0.00034254j -0.00150084-0.00146783j -0.0003627+0.00371505j 0.00250709-0.00186007j 0.000921772-0.00162152j -0.00545509+0.00275253j -0.000366496-0.000535287j 0.00307815-0.00297925j 0.00199454-0.00115203j -0.00308693+0.00170752j 0.001123+0.00395626j -0.000768886-0.00340107j -0.000116012-0.00152201j 0.00585287+0.00259991j -0.00543514-0.000459176j -0.00421409-0.00305928j 0.000881318-0.00193078j -0.00139301-0.00286482j 0.00233132-0.00180703j -0.00140932+0.000960613j -0.00192333+0.00159692j -0.00282366+0.000737018j -0.00224566-0.00135121j -0.000113641-0.00485752j 0.000385813-0.00588256j -0.00266709-0.00102041j -0.00188881+0.000296822j 0.000158594+0.00397983j 0.0078811-0.00109639j -0.00434559-0.00521524j 0.00171142+0.000351414j -0.00505679-0.00249234j 0.000848681-0.00137977j 0.00154123+0.00287902j -0.00747746+0.0022913j 0.00205625-0.00137889j -0.00158568+0.00246187j 0.000441179+0.0013841j 0.00389446-0.00685435j 0.000585343-0.00389344j -0.00095163+0.000949616j -0.00444241-0.00388624j 0.00135606+0.000483299j -0.00206641-0.00493496j -0.00335604-0.000658108j 0.00382584+0.000351039j 0.00661001-0.00137353j 0.00244529-0.000662179j -0.00365283+0.00266299j 0.00366276+0.000868103j -0.00516905+0.00779138j 0.00372699-0.00524919j 0.00341565+0.0038472j -0.00293368-0.00311173j -0.00338646+0.00251657j 
0.00139681+0.000946435j -0.00114137+0.00128188j 1.0783e-06-0.000437408j -0.000324354+0.000586694j 0.00229256+0.00153188j -0.00132651+0.00180908j 0.00072767-0.00127893j 0.00181566+0.000502173j -0.00213387-0.00255895j 0.00152537-0.000326338j -0.00038962-0.00277853j 0.00118209-0.00326119j 0.00273358+0.00140268j 0.00105084-0.000326524j 0.00184075-0.00134701j 0.00476541+0.00130013j 0.00117066+0.00521052j 0.00397187-0.00460037j -0.00209065+0.00349402j 0.000734356-0.0022523j 0.00414537+0.00195241j -0.000171818+0.000761131j 0.000793671+0.00168859j 0.000331906-0.0022624j 0.00279411-0.00170621j -0.00508668+8.83126e-05j -0.00166449-0.00146757j -0.00311052+0.00202944j 6.84892e-05-0.000300646j -0.000285386-0.000644986j 0.00207772+0.000850393j 0.000542927+0.00100647j -0.002201+0.000729165j -0.000244603-0.00389698j -0.000593576-0.000282629j 3.13017e-05+0.000771441j -0.00117337+0.00100458j -0.00327914-0.0016829j 0.000802576+0.00211864j 0.00236902+0.000915312j 0.00468997-0.00107851j 0.000177081+0.000468934j -1.90639e-05-0.00135332j -0.000879661-0.000813873j -0.00160317-0.0043745j 1.05307e-05-0.00269566j 0.000971271+8.27835e-06j 0.0017427+0.000750442j 0.00211706+7.87209e-05j -0.000790924+0.00223071j 0.000899361-0.00160932j 0.000369157-0.00148464j -0.00093404+0.00134742j -0.000832153+0.000201352j 0.000139158+0.00160986j -0.00146877+0.00176848j 0.00275304+0.00135094j -0.000993967+0.00160178j -0.00211955+0.000257679j 0.00167149-0.00253085j -0.00351485-0.00056941j 0.000522266-0.000369993j -0.0018011-0.00351323j -0.00245228+0.00136783j -0.00323079-0.00066452j -3.43721e-05-0.00319065j -0.00330355+0.00170376j 0.00178149+0.00325877j 3.09817e-05-0.00324375j -8.20337e-05-0.00211678j 0.000669783+0.00345645j -0.00321069+0.000793943j -0.00085799+0.000535986j -0.00078778-0.000689958j -0.000120363-0.000510482j -0.000678008-0.00173663j -0.00184149+0.000485899j 
-0.00040614-0.000397514j 0.000790937-0.000296236j -0.000855799+0.00339881j 0.00307884+0.00102917j -0.00059821+0.00320999j -0.00232354-0.00149411j -0.00110521+0.00209374j -0.00330859-0.000703985j 0.000846022+0.00195511j 0.00011426-0.000368574j 0.000162327+0.00263056j -0.000448735-0.00061651j 9.11711e-06+0.000103458j 0.00368456-0.000947968j 0.00179131+0.000991515j 3.95551e-05-0.000397066j -0.000643159+0.00251895j -0.000200186-0.000784038j 0.00111963-0.000715417j 0.00117333-0.000459714j -0.00466597-0.00206766j 0.000406163+0.000142416j 0.000611598-0.000551783j 0.000623735+0.00230713j -0.000639983-0.00137105j -0.00163515-0.000614235j -0.00134188+0.00111627j 0.00322714-0.00192768j 0.00153794-0.000208085j 0.00120666+0.00195454j -0.00248379+0.000631434j -0.00126962-0.00119376j -0.000836041+0.00104767j 0.000263245+0.000249859j 0.000408127-0.000338682j -0.0025444-0.00126179j 0.00012989-0.00202768j -0.000254808+0.00229219j -9.75058e-05+0.000237896j -0.00143623+0.000802907j -0.00179463+0.00298368j -0.000101041+0.00119707j 0.00082315+0.00132384j 0.000500373+0.000437246j -0.000132657+0.00113443j -0.00194225+0.000704278j 0.000114859+0.00127767j 0.00107281+0.000167097j 0.000643012+0.00163816j -0.000441302-0.000992148j -0.00154074-0.00216063j 0.00372715+0.00199537j -0.00166909+0.00160489j -0.00139135+0.00185103j -0.000862854+0.00134755j 0.000905036-0.00376094j 0.00138505-0.000938461j 0.00145128-0.000147441j 0.00126711+2.28805e-05j -0.00165512+0.00141193j -0.00115276+0.00299616j -0.0004505+0.00322956j 0.00123593+0.000996217j 0.00428759+0.00191273j -0.000342739-0.000478242j 0.000856405+0.00393662j 0.000676595-0.00088586j -0.000978497-0.00121173j 0.00191536-0.000372136j -0.00202749+0.000958129j -0.00162761-0.00275647j -0.00146671-0.00051693j -0.00135712-0.0022969j -0.00193096+0.00167198j -0.00200025-0.00197965j 1.48449e-05+0.000525019j 0.000979021+8.7125e-06j 
-0.00233339-0.00119686j 0.00117396-0.00216632j 0.00057156-0.00223634j -0.00261854-0.00128233j -0.00018532+3.4908e-06j 0.0006868+0.000387918j -0.000768325+0.000559984j -0.00104836-0.00129219j -0.00029539+0.000640797j -0.00178402-0.00222439j 0.000702167+0.00318328j -4.82405e-05+0.00500217j -0.0014234+0.00270441j -0.00250403+0.000527366j -0.00237209+0.000304805j -0.000402164-0.000723216j 4.15197e-05+0.000268152j 0.00207616+0.00140805j -0.0010942-0.000430364j -0.0022187-0.000901149j 0.00326499+0.00217212j -0.00454527-0.000527786j -0.00652061+0.000381415j -0.00126055-0.000845442j 0.00209608+0.000731771j 0.00126526+0.00226757j -0.00370287-0.0038297j 0.00909097+0.00657828j -0.00349221+0.00705053j -0.00359472-0.00170312j -0.00208401-0.00355084j -0.00373819+0.0102019j -0.00441883-0.00624271j -0.000969432+0.00632564j -0.00198995-0.0019308j 0.00789784-0.00553657j 0.0045401-0.00451261j 0.0230125+0.00734558j 0.000473757-0.0118182j -0.000644445+0.00599048j -0.00444915+0.00170169j 0.00781766+0.00461465j 0.00170229+0.00519465j -0.00370523-0.00891518j -0.0039352+0.00614796j 0.00750757-0.0027724j -0.000835967+0.0122447j -0.00349549+0.0108328j -0.00237972-0.0160571j 0.0127621-0.00214421j -0.00100038+0.00210877j -0.0077049-0.00308721j -0.00594642+0.00246363j 0.00957871+0.00743044j -0.0109308-0.0085165j -0.00150301+0.0103137j -0.00016421+0.00307558j 0.00662334-0.00522225j -0.00336997-0.000843353j 0.00450687-0.00377371j -0.00234678+0.000583078j 0.00388496+0.00199127j -0.00222161+0.00844501j 0.00540836-0.0121781j 0.00144774+0.00845475j 0.00460407+0.00119326j 0.00569339+0.00530349j -0.00572336-0.00667178j -0.0121837-0.000809146j -0.00149433+0.00575547j 0.0035942+0.0027495j 0.000408315+0.00363857j 0.004201+0.00109159j -0.000595715-0.00155561j 0.00380458+0.00117247j 0.00341539+0.00100056j 0.00072363-0.00328344j 
-0.00128466-0.000967159j 0.00128847-0.00126184j 0.00223612-0.00110133j -0.00130479-0.00218598j -0.000996633-0.00510411j 0.0042912-0.00124186j 0.000537977+0.00142618j -0.000837252+0.00123047j -0.00125854+0.00256308j -0.00314965-0.00592623j -0.00592753+0.00120431j 0.00230489-0.00363167j 0.00220451+0.000583474j -0.000628109+0.00375796j 0.00207567+0.00184428j 0.00307288-0.00118305j 0.00265484-0.000420184j 0.000387556-0.00548524j -0.00463693-0.000427072j -0.00719515+0.00429419j -0.00163422+0.00340439j -0.00110567+0.00112806j -0.000626443+0.00300748j -0.0012948-0.00167599j 0.00517284+0.000346184j 0.00256235-0.0012865j 0.00690846-0.000505858j 0.00268849-0.00109636j -0.00414781-0.00551828j 0.00111909-0.00163215j 0.00226968-0.0064666j 0.000975957-0.00474j 0.00416447-0.00237254j -0.00480335+0.00047057j -0.00132372-0.0012342j 0.00066479-0.00469822j 0.00141832+0.00736512j -0.000572035-0.00179084j 0.00123596-0.00331751j -0.000496861-0.00125462j -0.00218575-0.000542177j -0.0022844-0.0017664j -0.00360043-0.000344959j -0.000766116+0.00166228j 0.00283157+0.00433637j -0.00111921+0.00175181j -0.00650595-0.00650292j -0.00109475-0.00156468j -0.0033274+0.00332898j -0.000964723+0.00065591j -0.00416309+0.00287978j -0.00202792+0.00181916j 0.00316409-0.00711283j -0.000181033+0.00289307j 0.00311195+0.00118463j 0.00563288+0.00207018j -0.00397873-0.00438218j -0.00414808-0.00174272j -0.00127131-0.00459781j -0.00311901-0.00201349j 0.000691675-0.00365623j 0.00715395-0.00291703j -0.000290754-0.000709911j -0.00525865-0.0019105j -0.000357452-0.00298447j 0.00775326-0.00319481j 0.0023418+0.0029628j 0.00317044+0.00333615j 0.00262465+0.0103311j 0.00296064-0.000591j 0.000206281-0.00425913j 0.00341319-0.00107079j -0.0013789-0.00263063j 0.000843959+0.000120159j 0.00046631-0.000919109j -0.000923132+0.00251285j 0.0028444+0.00110456j 
