-0.00848649-0j 0.0631066-0j -0.00106081-0j -0.000707207-0j 0.0145552-0j 0.00831502-0j -6.25089e-05-0j 0.00210822-0j 0.00148553-0j 0.00024889-0j 1.39377e-05-0j -0.0079334-0j 0.0581686-0j -0.000958049-0j 0.0131452-0j -0.000874575-0j 0.00727107-0j 0.00484738-0j 0.00184354-0j -8.92609e-05-0j 0.00173203-0j 0.000428452-0j 0.000205195-0j 0.000188155-0j 2.02989e-05-0j 8.96165e-07-0j -0.00524415-0j -0.0052985-0j 0.0380564-0j 0.0384507-0j -0.000618029-0j 0.00847984-0j -0.000624434-0j 0.00856772-0j -0.000552782-0j -0.000378464-0j -0.000558511-0j -0.000382386-0j 0.00459574-0j 0.00116522-0j 0.00464337-0j 0.00419532-0j 0.0011773-0j -5.46266e-05-0j 0.0042388-0j -5.15024e-05-0j 0.00105998-0j -5.51927e-05-0j 0.000706654-0j -5.20362e-05-0j 0.000125577-0j 0.00107097-0j 0.000428183-0j 0.000713977-0j 0.000126878-0j -2.27611e-06-0j 0.00043262-0j 0.000153531-0j 6.246e-05-0j -2.2997e-06-0j 0.000155123-0j 1.17122e-05-0j 1.28166e-05-0j 6.31072e-05-0j 1.18336e-05-0j 1.29495e-05-0j 1.01501e-06-0j 3.69478e-08-0j 1.02553e-06-0j 3.73307e-08-0j -0.00403442-0j -0.00499233-0j -0.0029122-0j 0.0290478-0j 0.0359448-0j 0.0209678-0j -0.000466893-0j 0.00640613-0j -0.00057775-0j 0.00792719-0j -0.000337021-0j -0.000411761-0j 0.00462419-0j -0.000390631-0j 0.00342331-0j -0.000509528-0j 0.00086796-0j -0.000297225-0j -0.000483381-0j 0.00423613-0j 0.0030619-0j -0.000281972-0j 0.00107405-0j 0.00247108-0j 0.00209634-0j -3.98686e-05-0j 0.000626526-0j 0.000773614-0j 0.00378891-0j -5.14701e-05-0j 0.00259409-0j -4.93348e-05-0j 9.16508e-05-0j 0.0022102-0j -1.98109e-05-0j 0.00070621-0j 0.00151322-0j 0.000957299-0j -2.87787e-05-0j -6.3691e-05-0j 0.000302581-0j 0.000113412-0j 0.000558424-0j 0.000285276-0j -2.45147e-05-0j 0.00087389-0j -3.71531e-05-0j 0.000108495-0j 6.61571e-05-0j -3.0329e-06-0j 7.233e-05-0j -1.43002e-05-0j 0.000374425-0j 0.000509769-0j 8.27656e-06-0j 7.20772e-05-0j 0.000353011-0j 0.000218414-0j 0.000134256-0j 1.26075e-05-0j -3.75303e-06-0j 1.20761e-05-0j 8.95038e-05-0j 0.000205923-0j 7.83158e-05-0j 1.02417e-05-0j 8.9191e-05-0j -2.18927e-06-0j 6.39313e-06-0j 5.22105e-05-0j 6.7625e-07-0j 5.97434e-06-0j 1.5601e-05-0j 1.49434e-05-0j 5.20281e-05-0j 8.44723e-07-0j 7.91109e-06-0j 9.1006e-06-0j 8.36816e-07-0j 8.71696e-06-0j 5.27407e-08-0j 4.6148e-06-0j 1.04529e-06-0j 1.63232e-09-0j 4.88143e-07-0j 6.09753e-07-0j 6.52633e-08-0j 3.80702e-08-0j 2.0199e-09-0j 1.17827e-09-0j 
0.00605923-0j 0.000958049-0j -0.0720448-0j 0.000504936-0j 0.000109322-0j -0.0120075-0j -0.0128251-0j 1.05195e-05-0j -0.0021338-0j -8.84434e-05-0j 3.46516e-08-0j 0.000112111-0j 1.74784e-05-0j -0.00128781-0j 1.95414e-06-0j 1.23591e-05-0j -0.00020782-0j 1.45653e-06-0j 1.82067e-07-0j -0.000241231-0j -2.44918e-05-0j -3.69952e-05-0j 1.51722e-08-0j -3.55367e-06-0j -1.14094e-07-0j 3.77797e-11-0j 0.00374425-0j -0.0036333-0j 0.00057775-0j -0.00056063-0j -0.0419734-0j 6.3691e-05-0j 0.0407296-0j -6.18037e-05-0j 0.000394679-0j 0.000270218-0j -0.000382983-0j -0.000262211-0j -0.00663657-0j 5.81417e-06-0j 0.00643992-0j 6.3691e-05-0j -5.64188e-06-0j -0.00745892-0j -6.18037e-05-0j -0.00349778-0j -0.000757292-0j 0.00723789-0j 5.30758e-06-0j 0.00339413-0j 4.69129e-07-0j 0.000734851-0j -0.00124315-0j -5.15031e-06-0j -4.55227e-07-0j -0.000623201-0j 0.00120632-0j -7.28704e-05-0j -0.00013481-0j 0.000604735-0j 7.07111e-05-0j 3.49668e-08-0j -9.15668e-06-0j 0.000130815-0j -3.39306e-08-0j 8.88535e-06-0j -2.40038e-07-0j 6.88344e-11-0j 2.32925e-07-0j -6.67947e-11-0j 0.00288052-0j 7.05494e-05-0j -0.00403507-0j 0.000440987-0j 1.08006e-05-0j -0.000617741-0j -0.031709-0j 4.81156e-05-0j -0.000776614-0j 1.17844e-06-0j 0.0444184-0j 0.000293991-0j -6.74011e-05-0j 0.000278905-0j -0.0049435-0j 7.20042e-06-0j 4.3309e-06-0j -0.000411828-0j 6.83092e-06-0j -0.000121076-0j 4.64841e-05-0j -0.000390694-0j 1.06072e-07-0j 0.00692493-0j 3.18255e-05-0j -0.0054438-0j -6.06679e-06-0j -0.0005527-0j 1.13849e-06-0j -0.00349558-0j 7.79468e-07-0j -0.000133329-0j 3.42388e-07-0j -6.51157e-05-0j 1.41447e-05-0j 5.30425e-06-0j -4.45816e-05-0j -1.35367e-05-0j 0.00762576-0j -8.56136e-05-0j -0.000878489-0j 8.38574e-09-0j 0.000774231-0j -0.000411958-0j 3.4643e-07-0j 1.29911e-07-0j 0.00489667-0j -5.14948e-05-0j -4.79622e-07-0j -0.000622269-0j 3.60908e-07-0j -1.98141e-05-0j -2.15159e-05-0j -7.43027e-06-0j 2.47097e-08-0j -0.000103531-0j -1.00897e-05-0j 0.0012306-0j -1.26121e-06-0j -7.33989e-05-0j -1.52406e-05-0j -4.29123e-06-0j 8.83935e-09-0j 0.000577078-0j 7.21347e-05-0j 6.05189e-10-0j -2.53567e-06-0j 0.000871683-0j -9.16688e-06-0j -5.05566e-07-0j 1.68128e-09-0j -3.46137e-08-0j -1.79768e-06-0j -1.05101e-07-0j 0.000145028-0j -4.82296e-07-0j -2.24515e-07-0j 0.000102818-0j 4.11779e-11-0j 6.01123e-06-0j -1.06854e-08-0j 1.28411e-05-0j -1.18124e-08-0j 2.70237e-12-0j -2.35517e-09-0j 6.75608e-07-0j -2.61707e-10-0j 1.49683e-08-0j 6.61863e-14-0j -3.78552e-12-0j 
-0.000874575-0j 0.0131452-0j -0.000109322-0j -7.28812e-05-0j -0.0697865-0j 0.00173203-0j -6.44185e-06-0j -0.0205801-0j -0.00712255-0j -0.00366374-0j -0.000343263-0j -1.61819e-05-0j 0.000239817-0j -1.95414e-06-0j -0.00124744-0j -1.78388e-06-0j 2.99772e-05-0j 1.99848e-05-0j -0.000356192-0j -1.82067e-07-0j -0.000164365-0j 1.76642e-06-0j -5.97838e-05-0j -3.63537e-05-0j -7.90481e-06-0j -5.24682e-07-0j -0.000540436-0j 0.000524422-0j 0.00792719-0j -0.00769229-0j -6.3691e-05-0j -0.0406577-0j 6.18037e-05-0j 0.0394529-0j -5.6967e-05-0j -3.90026e-05-0j 5.52789e-05-0j 3.78469e-05-0j 0.000957299-0j -0.0113747-0j -0.000928932-0j 0.00087389-0j 0.0110377-0j -5.62954e-06-0j -0.000847995-0j -5.30758e-06-0j -0.00508221-0j 5.46273e-06-0j -0.00338814-0j 5.15031e-06-0j -0.00184853-0j 0.00493161-0j 8.9191e-05-0j 0.00328774-0j 0.00179375-0j -2.34564e-07-0j -8.65481e-05-0j -0.00149875-0j -0.000299472-0j 2.27614e-07-0j 0.00145434-0j -0.00023044-0j -0.000188665-0j 0.000290598-0j 0.000223612-0j 0.000183074-0j -2.49982e-05-0j -1.27589e-06-0j 2.42574e-05-0j 1.23808e-06-0j -0.000415767-0j -1.01829e-05-0j 0.000582412-0j 0.00605068-0j 0.000148193-0j -0.00847589-0j -4.81156e-05-0j -0.030715-0j -1.17844e-06-0j -0.00075227-0j 6.74011e-05-0j -4.2434e-05-0j 0.043026-0j -4.02564e-05-0j 0.00071308-0j -1.03929e-06-0j -0.00847289-0j 5.94422e-05-0j -9.85958e-07-0j 1.74647e-05-0j 0.000637798-0j 5.63918e-05-0j -0.000207518-0j -0.000998894-0j 0.000436671-0j -4.10865e-06-0j 0.011869-0j -0.00370919-0j 1.56209e-05-0j -5.30425e-06-0j 1.06949e-05-0j -1.00629e-07-0j -0.00134913-0j -0.000893438-0j -2.04161e-06-0j -0.00338601-0j -0.000611695-0j -9.08452e-05-0j 5.75547e-06-0j -1.29911e-07-0j 6.3028e-05-0j -3.30427e-05-0j 0.00519589-0j 5.94233e-05-0j -5.00029e-08-0j -8.29299e-05-0j 7.43027e-06-0j -0.00105911-0j 0.00188988-0j -3.12556e-07-0j -0.000706074-0j 2.85991e-06-0j 1.54368e-06-0j 0.00474317-0j -0.000162843-0j -0.000345583-0j 1.45539e-06-0j -8.82906e-05-0j -2.59397e-05-0j 2.62617e-06-0j -7.6551e-09-0j -0.000177763-0j -1.72931e-05-0j -8.32411e-05-0j 0.00148362-0j -3.98835e-06-0j -8.464e-06-0j 4.37833e-07-0j -6.24087e-05-0j 0.00098908-0j -1.6655e-05-0j 0.000228113-0j 6.43199e-08-0j -4.35376e-06-0j 0.000484098-0j -1.66201e-05-0j -1.52851e-06-0j -3.67877e-06-0j -4.07913e-07-0j 0.000249013-0j -1.5601e-06-0j 8.74231e-05-0j -4.07059e-07-0j -6.44498e-08-0j 2.33305e-05-0j 2.32817e-05-0j -3.821e-08-0j 2.18542e-06-0j -1.5785e-09-0j 9.02822e-08-0j 
0.0034961-0j 0.000552782-0j 0.000437013-0j -0.0837734-0j 6.30774e-05-0j -0.0104353-0j 2.57512e-05-0j -0.000869605-0j 6.43781e-06-0j 5.36484e-07-0j 1.99936e-08-0j 0.00326825-0j 0.000509528-0j 0.000394679-0j 5.6967e-05-0j -0.0516195-0j 6.3691e-05-0j -0.0122093-0j 5.30758e-06-0j -0.00526839-0j -0.00107541-0j 3.75303e-06-0j -6.33689e-05-0j 5.41703e-07-0j 3.49668e-08-0j 1.10135e-09-0j -0.00207753-0j 0.00218277-0j -0.00032057-0j 0.000336809-0j -0.000244839-0j -3.53395e-05-0j 0.000257242-0j 3.71297e-05-0j 0.0313752-0j -0.000149933-0j -0.0329646-0j 0.000157528-0j -3.87125e-05-0j -3.22604e-06-0j 4.06736e-05-0j 0.00506315-0j 3.38947e-06-0j -2.16409e-05-0j -0.00531964-0j 0.00586682-0j -4.41744e-06-0j 2.27372e-05-0j 0.000846803-0j -0.00616403-0j -2.603e-07-0j 4.64122e-06-0j 0.000516755-0j -0.000889701-0j 2.73486e-07-0j -9.01706e-07-0j -0.000542934-0j 6.09002e-05-0j -2.603e-07-0j 9.47385e-07-0j -6.39853e-05-0j 2.7797e-06-0j -2.65668e-08-0j 2.73486e-07-0j -2.92052e-06-0j 2.79126e-08-0j -1.40019e-09-0j -3.81933e-11-0j 1.47112e-09-0j 4.01282e-11-0j 0.00166202-0j -0.00197777-0j 0.00119971-0j 0.000254444-0j -0.000302783-0j 0.000183667-0j 0.000192342-0j 2.77621e-05-0j -0.000228882-0j -3.30363e-05-0j 0.00013884-0j -0.0243031-0j 2.00398e-05-0j 0.000160925-0j 2.99865e-05-0j 0.0289201-0j 2.49888e-06-0j -0.0175429-0j -0.000191497-0j -3.56833e-05-0j -0.00384266-0j 0.000116161-0j -2.97361e-06-0j 2.16454e-05-0j 1.83629e-05-0j 1.64243e-05-0j 1.80378e-06-0j 3.35259e-06-0j 0.00457267-0j -0.00303789-0j -2.18515e-05-0j -1.95445e-05-0j 1.97554e-07-0j -0.00277378-0j -0.00352417-0j -0.000438481-0j 1.32551e-05-0j -3.98951e-06-0j 1.18557e-05-0j 0.00361502-0j 2.65046e-06-0j -2.35084e-07-0j 2.42003e-06-0j -0.000718535-0j 0.00419368-0j 0.000521783-0j -0.00219286-0j 3.1236e-07-0j 1.42602e-07-0j -0.000179009-0j -5.9878e-05-0j -0.00254388-0j -3.15399e-06-0j -0.000316512-0j 1.42572e-08-0j -4.47523e-05-0j 0.000855041-0j 1.9132e-06-0j -3.71701e-07-0j 1.10436e-07-0j 0.000213017-0j -3.72936e-06-0j 7.12534e-05-0j -0.000518666-0j 2.25473e-07-0j -1.69657e-08-0j 5.32542e-05-0j -0.000129216-0j 1.8406e-08-0j -4.32222e-05-0j -1.38985e-07-0j 1.02914e-08-0j -1.31416e-07-0j 4.43785e-06-0j -3.23039e-05-0j 1.45512e-09-0j -2.19027e-08-0j 7.97168e-08-0j 1.65389e-07-0j -2.69199e-06-0j 6.48162e-11-0j 1.32861e-08-0j -1.73156e-09-0j 1.55923e-12-0j -1.00325e-07-0j 1.05036e-09-0j -7.71298e-11-0j 4.67868e-11-0j -1.85545e-12-0j 1.12552e-12-0j 
-0.00353233-0j -0.000558511-0j -0.000441542-0j 0.0846416-0j -6.3731e-05-0j 0.0105434-0j -2.60181e-05-0j 0.000878617-0j -6.50452e-06-0j -5.42043e-07-0j -2.02008e-08-0j 0.0031714-0j 0.00049443-0j 0.000382983-0j 5.52789e-05-0j -0.0500899-0j 6.18037e-05-0j -0.0118475-0j 5.15031e-06-0j -0.00511227-0j -0.00104354-0j 3.64182e-06-0j -6.14911e-05-0j 5.25651e-07-0j 3.39306e-08-0j 1.06871e-09-0j -0.00218277-0j 0.00220367-0j -0.000336809-0j 0.000340033-0j -0.000257242-0j -3.71297e-05-0j 0.000259705-0j 3.74851e-05-0j 0.0329646-0j -0.000157528-0j -0.0332801-0j 0.000159036-0j -4.06736e-05-0j -3.38947e-06-0j 4.10629e-05-0j 0.00531964-0j 3.42191e-06-0j -2.27372e-05-0j -0.00537056-0j 0.00616403-0j -4.64122e-06-0j 2.29549e-05-0j 0.000889701-0j -0.00622303-0j -2.73486e-07-0j 4.68564e-06-0j 0.000542934-0j -0.000898217-0j 2.76104e-07-0j -9.47385e-07-0j -0.00054813-0j 6.39853e-05-0j -2.73486e-07-0j 9.56452e-07-0j -6.45978e-05-0j 2.92052e-06-0j -2.79126e-08-0j 2.76104e-07-0j -2.94847e-06-0j 2.81798e-08-0j -1.47112e-09-0j -4.01282e-11-0j 1.4852e-09-0j 4.05122e-11-0j -0.00167925-0j 0.0019957-0j -0.00107104-0j -0.000257081-0j 0.000305529-0j -0.00016397-0j -0.000194335-0j -2.80498e-05-0j 0.000230958-0j 3.33359e-05-0j -0.000123949-0j 0.0245549-0j -1.78905e-05-0j -0.000162592-0j -3.02973e-05-0j -0.0291824-0j -2.52477e-06-0j 0.0156615-0j 0.000193233-0j 3.60069e-05-0j 0.00388248-0j -0.000103703-0j 3.00057e-06-0j -1.9324e-05-0j -1.85532e-05-0j -1.65945e-05-0j -1.61033e-06-0j -3.38734e-06-0j -0.00461414-0j 0.00306937-0j 2.20496e-05-0j 1.97218e-05-0j -1.99601e-07-0j 0.00247629-0j 0.00356069-0j 0.000443025-0j -1.18335e-05-0j 4.02569e-06-0j -1.05842e-05-0j -0.0036478-0j -2.67793e-06-0j 2.37216e-07-0j -2.16049e-06-0j 0.000725982-0j -0.00423171-0j -0.000526514-0j 0.00195768-0j -3.15597e-07-0j -1.27308e-07-0j 0.000180864-0j 6.04985e-05-0j 0.00227106-0j 3.18259e-06-0j 0.000282567-0j -1.44049e-08-0j 4.52161e-05-0j -0.000862795-0j -1.70802e-06-0j 3.75072e-07-0j -1.1158e-07-0j -0.000214949-0j 3.768e-06-0j -7.18996e-05-0j 0.000463041-0j -2.01292e-07-0j 1.71196e-08-0j -5.37372e-05-0j 0.000115358-0j -1.85967e-08-0j 3.85867e-05-0j 1.40425e-07-0j -9.18766e-09-0j 1.32608e-07-0j -4.4781e-06-0j 2.88394e-05-0j -1.4702e-09-0j 2.21013e-08-0j -7.11673e-08-0j -1.66889e-07-0j 2.40328e-06-0j -6.54879e-11-0j -1.18612e-08-0j 1.74726e-09-0j -1.57539e-12-0j 8.9565e-08-0j -9.37712e-10-0j 7.78292e-11-0j -4.1769e-11-0j 1.87228e-12-0j -1.00481e-12-0j 
-0.000618029-0j 0.00459574-0j 0.00734842-0j -5.15024e-05-0j 0.00105998-0j -0.0575996-0j 0.00130813-0j 0.000153531-0j -0.0206892-0j -0.00172411-0j 1.01501e-06-0j -0.00057775-0j 0.00423613-0j 0.00663657-0j 0.000957299-0j -6.3691e-05-0j -0.050368-0j 0.000353011-0j 0.000134256-0j 0.00124315-0j -0.0119981-0j -0.00896629-0j 1.49434e-05-0j -0.00262047-0j -0.000140614-0j 6.52633e-08-0j 0.000367259-0j -0.000385864-0j -0.00266516-0j 0.00280018-0j -0.004117-0j -0.000593861-0j 0.00432556-0j 0.000623945-0j 3.87125e-05-0j 2.65046e-05-0j -4.06736e-05-0j -2.78473e-05-0j 0.0306145-0j -8.16029e-05-0j -0.0321654-0j -0.000293807-0j 8.57368e-05-0j -0.000731616-0j 0.000308691-0j -0.000343083-0j 0.00706106-0j 0.000768678-0j -4.94884e-05-0j 0.000360464-0j -8.79441e-06-0j -0.00741876-0j 0.00573467-0j 5.19954e-05-0j 9.23992e-06-0j -6.11274e-05-0j -0.00602518-0j 0.00102275-0j 0.00125698-0j 6.4224e-05-0j -0.00107456-0j -8.20228e-07-0j 0.000171654-0j -0.00132066-0j 8.6178e-07-0j -0.000180349-0j 6.7615e-06-0j -2.58753e-09-0j -7.10403e-06-0j 2.71861e-09-0j -0.000293807-0j 0.000349623-0j -0.000212081-0j 0.00211541-0j -0.00251729-0j 0.00152698-0j 0.00323425-0j 0.000466527-0j -0.00384868-0j -0.000555157-0j 0.0023346-0j -2.99865e-05-0j 0.000336757-0j -2.84477e-05-0j -0.0237139-0j 3.56833e-05-0j 6.32093e-05-0j -2.16454e-05-0j 3.38521e-05-0j 0.028219-0j 0.000222983-0j -2.05346e-05-0j -7.52176e-05-0j -0.0171176-0j 0.000152666-0j 0.000555257-0j 4.56268e-05-0j -0.00535896-0j -0.000265345-0j 0.000356542-0j -0.00018167-0j -0.000660743-0j 6.67448e-06-0j 0.000160958-0j -1.44273e-06-0j 5.14298e-05-0j 0.0001102-0j 0.00637704-0j 0.000400805-0j -0.000424277-0j -0.0042141-0j -7.94248e-06-0j -0.0038683-0j -0.00197616-0j 1.71681e-06-0j -6.12003e-05-0j 0.000257366-0j -0.000751564-0j 4.8179e-06-0j 6.34701e-05-0j 5.26744e-06-0j -1.04142e-06-0j 0.00501468-0j 3.7124e-05-0j 6.02742e-07-0j -0.00100383-0j 0.00235158-0j -0.0030419-0j 0.000894344-0j -0.000352093-0j -7.5528e-05-0j -8.3653e-05-0j -6.26813e-06-0j -0.00142647-0j -0.000542507-0j -7.17249e-07-0j 0.00119454-0j 4.58152e-05-0j -0.00013379-0j 3.80224e-06-0j 4.92479e-08-0j 4.35082e-07-0j 0.000418983-0j 9.95452e-05-0j -0.000724604-0j -1.17646e-05-0j 0.000159207-0j -0.000254154-0j -5.86039e-08-0j -6.03839e-05-0j -3.65344e-07-0j -9.65748e-05-0j 1.39996e-05-0j 1.18874e-10-0j 3.5549e-08-0j -8.49214e-06-0j 4.34751e-07-0j -2.63719e-07-0j -1.41458e-10-0j 8.58079e-11-0j 
5.15024e-05-0j -0.00116522-0j 6.43781e-06-0j 4.29187e-06-0j 0.0125948-0j -0.000153531-0j 3.79351e-07-0j -0.0557685-0j 0.00128545-0j -0.0203644-0j -0.00385524-0j 4.81459e-05-0j -0.00107405-0j 5.81417e-06-0j 0.0113747-0j 5.30758e-06-0j -0.000134256-0j -8.95038e-05-0j -0.0487668-0j 5.41703e-07-0j 0.00149875-0j -7.91109e-06-0j -0.0167892-0j -0.00497724-0j -0.00335354-0j -0.000372812-0j -3.06049e-05-0j 3.21553e-05-0j 0.000675736-0j -0.000709968-0j -3.60682e-06-0j -0.00705632-0j 3.78954e-06-0j 0.00741378-0j -3.22604e-06-0j -2.20872e-06-0j 3.38947e-06-0j 2.32061e-06-0j 8.16029e-05-0j 0.0296413-0j -8.57368e-05-0j 7.44929e-05-0j -0.0311429-0j -3.18801e-07-0j -7.82666e-05-0j -3.00569e-07-0j -0.00088204-0j 3.34951e-07-0j -0.000588026-0j 3.15795e-07-0j 0.00988073-0j 0.000926722-0j 7.6029e-06-0j 0.000617815-0j -0.0103813-0j -1.32834e-08-0j -7.98805e-06-0j 0.00390558-0j -5.19747e-05-0j 1.39563e-08-0j -0.00410343-0j 0.00186074-0j 0.00100845-0j 5.46076e-05-0j -0.001955-0j -0.00105953-0j 0.00026999-0j 2.07292e-05-0j -0.000283668-0j -2.17793e-05-0j 2.44839e-05-0j -2.91353e-05-0j 1.76734e-05-0j -0.000536348-0j 0.000638242-0j -0.000387157-0j 2.83346e-06-0j 0.00554333-0j -3.37175e-06-0j -0.00659643-0j 2.0453e-06-0j 2.49888e-06-0j 0.00400138-0j 2.37064e-06-0j -6.32093e-05-0j -2.97361e-06-0j -0.02296-0j 1.80378e-06-0j -2.82101e-06-0j 7.52176e-05-0j -5.65361e-05-0j 1.71122e-06-0j 0.0273219-0j -4.56268e-05-0j -3.87076e-05-0j 2.41953e-07-0j -0.0165734-0j 0.00066942-0j 6.72767e-05-0j 3.1236e-07-0j 4.60612e-05-0j -2.87918e-07-0j -0.00749894-0j -4.08099e-05-0j 1.20227e-07-0j 0.000611094-0j -2.79406e-05-0j -0.000796595-0j 1.74651e-07-0j -3.71701e-07-0j -5.58696e-06-0j 0.00892357-0j 0.000483213-0j -5.26744e-06-0j -1.43068e-07-0j -0.000727188-0j 2.25473e-07-0j -0.00287-0j -0.00541302-0j 1.8406e-08-0j -0.00191333-0j 8.67846e-08-0j 6.64836e-06-0j 0.000441111-0j -0.00136736-0j 6.23695e-05-0j 6.26813e-06-0j -4.03288e-06-0j 0.00341524-0j -2.3279e-07-0j -2.19027e-08-0j -0.000988072-0j 0.00227682-0j -3.80224e-06-0j -0.00207168-0j 0.00162712-0j -7.42184e-05-0j 1.32861e-08-0j -0.000169116-0j -0.00138112-0j -0.000187055-0j -0.000987011-0j 2.77015e-07-0j 0.00117578-0j 4.50207e-05-0j -0.000139555-0j 0.000201245-0j -1.68037e-07-0j 0.000222591-0j -0.000713228-0j -2.19406e-05-0j -0.000122075-0j 0.000166068-0j -1.27129e-06-0j -0.000135023-0j -0.000100736-0j 2.61088e-05-0j -1.58376e-05-0j 1.51281e-06-0j -9.17668e-07-0j 
0.000624434-0j -0.00464337-0j -0.00742458-0j 5.20362e-05-0j -0.00107097-0j 0.0581965-0j -0.00132169-0j -0.000155123-0j 0.0209036-0j 0.00174197-0j -1.02553e-06-0j -0.00056063-0j 0.00411061-0j 0.00643992-0j 0.000928932-0j -6.18037e-05-0j -0.0488755-0j 0.000342551-0j 0.000130277-0j 0.00120632-0j -0.0116425-0j -0.0087006-0j 1.45006e-05-0j -0.00254282-0j -0.000136447-0j 6.33294e-08-0j 0.000385864-0j -0.000389557-0j -0.00280018-0j 0.00282698-0j -0.00432556-0j -0.000623945-0j 0.00436697-0j 0.000629917-0j 4.06736e-05-0j 2.78473e-05-0j -4.10629e-05-0j -2.81138e-05-0j 0.0321654-0j -8.57368e-05-0j -0.0324733-0j -0.000308691-0j 8.65574e-05-0j -0.000768678-0j 0.000311645-0j -0.000360464-0j 0.00741876-0j 0.000776036-0j -5.19954e-05-0j 0.000363914-0j -9.23992e-06-0j -0.00748977-0j 0.00602518-0j 5.24931e-05-0j 9.32836e-06-0j -6.4224e-05-0j -0.00608285-0j 0.00107456-0j 0.00132066-0j 6.48387e-05-0j -0.00108485-0j -8.6178e-07-0j 0.000180349-0j -0.0013333-0j 8.70028e-07-0j -0.000182076-0j 7.10403e-06-0j -2.71861e-09-0j -7.17202e-06-0j 2.74463e-09-0j 0.000296851-0j -0.000352794-0j 0.000189336-0j -0.00213733-0j 0.00254011-0j -0.00136322-0j -0.00326776-0j -0.000471362-0j 0.00388358-0j 0.000560191-0j -0.00208422-0j 3.02973e-05-0j -0.000300641-0j 2.87425e-05-0j 0.0239596-0j -3.60069e-05-0j -6.38643e-05-0j 1.9324e-05-0j -3.41591e-05-0j -0.0284749-0j -0.000225294-0j 1.83323e-05-0j 7.58997e-05-0j 0.0152818-0j -0.000154248-0j -0.000561011-0j -4.07335e-05-0j 0.00541449-0j 0.000267752-0j -0.000360237-0j 0.000183317-0j 0.000666735-0j -6.74365e-06-0j -0.000143696-0j 1.45768e-06-0j -5.19628e-05-0j -9.83816e-05-0j -0.00643487-0j -0.00035782-0j 0.000428125-0j 0.00425777-0j 8.01451e-06-0j 0.00345344-0j 0.00199664-0j -1.73238e-06-0j 6.17553e-05-0j -0.000229764-0j 0.000759352-0j -4.30119e-06-0j -6.41279e-05-0j -5.32202e-06-0j 9.29726e-07-0j -0.00506016-0j -3.31425e-05-0j -6.08988e-07-0j 0.00101423-0j -0.00237291-0j 0.00271566-0j -0.000902454-0j 0.000355742-0j 7.6213e-05-0j 8.45199e-05-0j 6.32498e-06-0j 0.00127348-0j 0.000484325-0j 7.23753e-07-0j -0.00120537-0j -4.09016e-05-0j 0.000135177-0j -3.39446e-06-0j -4.97583e-08-0j -3.8842e-07-0j -0.000422782-0j -0.000100448-0j 0.000646892-0j 1.18865e-05-0j -0.000160651-0j 0.000226897-0j 5.91354e-08-0j 5.39079e-05-0j 3.6913e-07-0j 8.62174e-05-0j -1.41266e-05-0j -1.20106e-10-0j -3.17365e-08-0j 7.58138e-06-0j -4.38694e-07-0j 2.35436e-07-0j 1.4274e-10-0j -7.66052e-11-0j 
