-0.00638157+0.000941298j 0.00987758-0.0107328j 0.0117873-0.0116963j 0.0117847-0.00497456j -0.00629984+0.0122946j -0.0151752+0.0126996j 0.0198434+0.000832556j 0.00888608-0.010981j -0.0091399-0.00270386j 0.0164649-0.0169233j -0.0210856-0.011013j -0.0117897+0.00103593j -0.0241682-0.00256899j 0.0186569-0.0215308j -0.00747019+0.000435113j -0.00592169+0.0220704j 0.00713678-0.00836622j -0.0241173+0.0136512j 0.0111488+0.00752913j -0.00298871+0.00180988j -0.01553+0.0124428j -0.0159818+0.0201203j 0.00745997+0.00422271j -0.00493194-0.00632622j 0.00552809-0.0168433j -0.00224696-0.00533686j 0.0174251-0.00550111j 0.00600334-0.00380027j -0.00365713+0.0136511j 0.00714279+0.0039233j 0.014708+0.000640884j -0.00255783-0.00452289j -0.00188763-0.0103074j -0.00710619+0.00324707j -0.000896637+0.0127928j 8.96948e-05-0.0138863j -0.0128365+0.0178169j -0.00227118-0.0031128j -0.014514-0.000212916j -0.000645875-0.00269531j 0.0216792-0.00585993j 0.00864463-0.0191032j -0.0275705-0.00591687j -0.0105012-0.0162262j -0.0149795-0.00150948j 0.0274776-0.0113803j 0.0139588-0.00317987j -0.0356776+0.000153938j -0.00807842+0.00258958j -0.0139645+0.0274544j 0.0071588+0.0214873j 0.00853249+0.0216148j 0.0167129+0.0254994j 0.0413995-0.024097j 0.0284632+0.000418798j 0.101219-0.083393j -0.107611-0.0870084j -0.168007+0.00523196j 0.0678135-0.147734j -0.122398-0.0597176j -0.103172+0.0506806j -0.0121953+0.0169801j 0.0150741+0.0342064j 0.029731-0.021322j 0.0325517-0.00770059j -0.00859941-0.0371451j -0.0477038+0.00153799j -0.0156479-0.110131j -0.32454+0.0429567j 
-0.0143548+0.00169093j 0.00432784-0.00825484j 0.0182861-0.0172088j -0.00754237+0.0167987j 0.00376016-0.0222909j 0.00757018-0.00550282j 0.000773759+0.00515839j 0.00656302-0.00431142j -0.00551732+0.0144354j -0.017617+0.00699221j 0.00586353+0.00774211j -0.00387182-0.0295494j 0.0132984+0.00660979j 0.0197034+0.00461855j -0.0309546+0.0149584j 0.0242061+0.00887665j -0.0117689+0.0313551j 0.0251894+0.0303602j -0.057174-0.0202475j 0.00491907+0.0372382j 0.0252807+0.0209082j 0.0266305-0.0521696j -0.019956-0.00435394j 0.0212405+0.0254516j -0.0378046-0.0197048j 0.0200601-0.00712108j 0.00335118+0.00148584j 0.0304954+0.022447j 0.0354252+0.0275606j 0.0228384+0.0795133j -0.0248694-0.0198184j 0.0118899+0.0844255j -0.0214908+0.0600916j -0.0754101-0.0456934j -0.0591642+0.0135326j 0.0408882-0.0503391j -0.0410815-0.0271022j -0.00795191-0.00390418j -0.0969114-0.0623919j 0.0135742-0.0821625j 0.0608911-0.0231162j 0.110294+0.109605j -0.0512412-0.0637961j 0.0388301-0.0182535j -0.0260949+0.0723531j 0.00737118-0.0328342j 0.0445172-0.0484546j -0.0750523+0.0416258j -0.00636984-0.0304705j -0.0240905+0.0591943j 0.0406065+0.00344475j 0.0301675+0.017853j 0.0653351+0.0314927j -0.0165948-0.0652381j -0.0277205-0.0180287j -0.00762679+0.0402813j -0.0057174-0.00792056j 0.0347355+0.0115684j 0.0126463-0.018966j 0.0292064-0.00467342j -0.012366-0.0193789j 0.00494596+0.013797j 0.0585356+0.00464399j 0.0341856-0.0257308j -0.0118832-0.0130102j -0.0094161+0.0124974j -0.020896-0.00824618j 0.00485339-0.0100955j -0.0129676-0.00568961j 
0.00336384+0.00030253j 0.0022928-0.0101313j -0.00966147-0.00577385j 0.00245775-0.00785175j -0.00727339+0.00992221j -0.01173+0.0147136j -0.0135136-0.000945664j 0.00565537-0.0154513j 0.00722328-0.0162047j -0.0151044-0.00674883j 0.0282532-0.0121795j 0.00116959+0.00317468j -0.0035836-0.00762296j -0.010545+0.00492945j 0.0166845-0.0369604j -0.0155746-0.00724532j 0.0246928-0.012436j 0.0141351-0.0195882j 0.000638966-0.0103484j -0.0177043-0.0080828j 0.00959586-0.0054288j -0.00151531+0.0212892j -0.00968502-0.0138637j -0.0169305+0.0071372j -0.00530228+0.00364938j 0.0388931-0.0285304j -0.0470276-0.00180697j -0.0426259-0.0302977j -0.0321172-0.00428408j -0.0182945-0.0104192j -0.0536245+0.00438477j 0.0327982-0.0669275j -0.0632306-0.0226835j 0.0269673-0.0863651j 0.0343868-0.027327j -0.0577658+0.0640245j 0.0174909+0.0159554j 0.00120421+0.033136j -0.0498724-0.0599925j 0.111776+0.0589725j 0.186863-0.0740774j 0.0264029-0.0363741j 0.0821385-0.0169927j 0.01375+0.0399361j -0.0767114+0.0163485j 0.0650812+0.0112415j 0.0313621-0.0539683j -0.00156175-0.0570352j 0.0435548-0.0130605j 0.0132599-0.0319423j 0.0484184+0.00745249j 0.0177624-0.00438023j 0.0590226+0.00249556j 0.00392467-0.0115928j -0.0111699-0.00396568j -0.0632657+0.0252168j -0.0300743-0.0316958j 0.00931865-0.0239505j 0.0409788+0.0097234j -0.000334757+0.0159229j 0.0155898+0.0443115j -0.0242774+0.0222658j 0.011221+0.00559367j -0.030914-0.0100771j 0.0173941-0.00675991j 0.00489839-0.000220308j 0.00820039-0.00601493j 0.000860166+0.000348539j -0.00894775-0.00165058j 
-0.00907184-0.0052216j 0.0098318-0.00636418j 0.0109826+0.00350121j -0.00763604+0.00704311j 0.0102931-0.00621869j -0.0174765+0.00217286j -0.0077399+0.00810845j 0.00265945+0.00706585j -0.0132473+0.0220982j -0.0143679+0.00358965j 0.00663146+0.0127898j 0.00707667-0.00823205j 0.00198053+0.0153591j 0.0229728+0.00423848j -0.00149171+0.0201351j -0.00101341+0.00717351j -0.00606429-0.00144962j -0.0249817-0.00669279j 0.0209051-0.0286272j -0.0109075+0.0209522j -0.00726909+0.012084j -0.0175125+0.011444j -0.00335661-0.0210591j -0.0385903-0.00851928j -0.00583709-0.015384j 0.00191309+0.00826785j 0.042414+0.00811358j -0.0385778+0.0192581j -0.0326235+0.0143325j 0.0169142+0.0404321j 0.040266+0.0233923j 0.0204313-0.0132824j 0.0247147-0.0165895j 0.0345545+0.0321075j 0.0643968+0.0122948j 0.0614307-0.0415j -0.0107354+0.00385602j -0.0631795-0.0753279j 0.111645+0.0841152j 0.194834-0.06892j 0.00369734+0.0769052j -0.00160524+0.035858j -0.00586403+0.0370415j -0.0482209-0.0252151j 0.0643217-0.0474242j -0.0851007+0.0685919j 0.0402157-0.0260557j -0.01525+0.0335256j 0.00332224+0.0199466j -0.00911755-0.00096626j -0.0243881-0.00671076j 0.0586462+0.038513j 0.0353546-0.0653301j -0.0576769+0.00226297j 0.025902-0.00942782j -0.00509401-0.00414043j 0.0312489-0.0140962j -0.039207-0.0106428j -0.00641386-0.0463793j 0.0377499-0.0135637j 0.0116491-0.0247497j -0.0241948-0.0197879j 0.00298334-0.0141604j 0.00680359+0.018287j 0.00400677+0.00212771j -0.0136695+0.00921111j 0.0141154-0.0173848j 0.0156196-0.00333059j -0.0153781-0.00568244j 
-0.00915691-0.000852276j 0.00394428-0.00501183j -0.00294542-0.0134506j -0.0139244-0.00634293j 0.0104687+0.00453177j -0.0130964+0.00331271j -0.0117675+0.0052484j 0.00817204+0.00308387j 0.00628398+0.00909179j -0.0274778+0.0147999j 0.0073271+0.00259469j 0.014249-0.000838724j -0.00582303-0.0273124j -0.00693019-0.00471538j -0.00293246-0.00125504j 0.00625744-0.0182638j 0.00680489-0.00205595j 0.000639039-0.000280418j 0.0304861+0.0163828j 0.00503708+0.00458271j -0.0411454-0.016243j 0.0338365-0.0398373j 0.0149427+0.0024242j 0.000544264+0.00793549j 0.0277062+0.0272296j -0.0125226+0.0372752j -0.0169165-0.0594667j 0.0357211+0.0339275j 0.0143484+0.00766503j 0.0139251-0.00124157j -0.0180969-0.0496325j -0.0331774+0.0261186j 0.0797753+0.0715098j -0.113279+0.0670926j -0.0985208+0.0180487j 0.00303535-0.0104014j -0.033204-0.0970398j 0.0269578+0.04701j -0.0522879+0.0284094j -0.0496719-0.052057j -0.0627129-0.0143585j -0.0459077-0.0731482j -0.0241266-0.0485234j 0.00603184+0.00638369j 0.0635124-0.0435052j 0.0210083+0.0468769j 0.019035+0.0713817j 0.0280714+0.032525j 0.0739959+0.0283508j 0.015556+0.0079618j -0.0305686-0.0557476j -0.0104282+0.0161192j 0.00512012-0.0220335j 0.0401808-0.0585769j 0.0319678+0.0216094j 0.0151118-0.0249763j 0.00667244+0.0225693j -0.000563273+0.00479368j -0.0377643-0.00264036j -0.0243921-0.0352296j -0.0183056+0.000224409j -0.0250924-0.00801303j 0.0118416+0.0227012j -0.0341836+0.01071j 0.0102915-0.0149691j -0.0113261-0.0131345j 0.0171812-0.00899937j 0.00466701+0.000425285j -0.00545349+0.00856535j 
0.00533514-0.00840772j 0.00710556+0.0005674j 0.0115388+0.00823252j -0.0114853+0.0182843j 0.0197334-0.0119497j 0.0101534+0.00146515j -0.00814618-0.00248704j -0.00392645+0.015473j -0.00314183+0.0203119j -0.00136062-0.0251771j -0.0170874+0.000384808j 0.0110267+7.62125e-06j -3.03971e-05-0.00553292j -0.0156948+0.00483874j 0.0152633+0.0355704j 0.016147+0.0185556j -0.0279657+0.0181975j -0.0157209+0.0111775j -0.0276309-7.84795e-05j 0.012359-0.0269505j 0.00573961+0.0154953j 0.0346079-0.0120932j -0.00149074+0.00279249j -0.00705038-0.0149065j 0.0111743+0.00975682j 0.030891+0.0539905j 0.00114637+0.0434081j 0.0230505-0.0242173j -0.015756+0.0140303j 0.00745589+0.0112356j -0.0472051+0.0413891j -0.00234435+0.020571j 0.00559727+0.0021496j 0.0119996-0.0166769j -0.01979-0.0416268j -0.0585885+0.0407634j 0.0441221-0.0691315j -0.0334243-0.0143295j 0.0291416-0.00519215j -0.0680665-0.039726j -0.0225637+0.00781833j 0.127106-0.0725419j -0.00350872+0.0591336j -0.0617406+0.0223763j -0.0281549-0.0176672j -0.0528931+0.00566719j 0.0306091+0.0990419j -0.0496416+0.0116788j -0.0239785+0.013661j -0.0557734-0.017075j -0.0918069+0.022319j 0.0258677-0.0561136j 0.0118792+0.00597058j 0.0233146+0.022888j 0.0387262+0.0478905j -0.00304844-0.00535794j -0.0428856-0.00105782j 0.0231294+0.0169281j 0.0398182+0.0167941j 0.00228324+0.00799885j 0.00903783-0.0119176j 0.0430431-0.00722736j 0.0117415+0.0269866j 0.0389631-0.0137968j 0.0100678+0.0534832j -0.00291966+0.00745436j 0.00565403-0.01322j 0.00921219+0.00333232j 0.00825188-0.0048524j 
-0.000261669+0.0057276j -0.010707-0.00876828j -0.00436444-0.00719817j -0.000389622-0.00393155j 0.0126934+0.0001852j 0.00772766-0.00665333j -0.00685537-0.00504564j -0.0225932+0.0178398j -0.00122652-0.0147138j -0.0104414-0.000190979j 0.0107997-0.00576134j 0.0170489-0.00555883j -0.0328243-0.00514897j 0.00312251-0.00829298j -0.00123731-0.0143654j -0.00704949-0.0101032j -0.0128059-0.000311918j -0.00979781-0.0246976j -0.0199728-0.0354396j 0.0200833-0.0148423j -0.0021604-0.00149786j -0.0114066-0.00649856j -0.0191397-0.00882489j 0.0500432+0.0189002j 0.0103775-0.0361956j 0.00208632+0.0164473j 0.000357171+0.035197j -0.0230159+0.0023943j 0.00690659+0.0123783j -0.0351257+0.0190345j -0.00887553+0.0449138j -0.024159-0.0571648j -0.070523-0.0378626j -0.114184+0.0291585j -0.018298+0.0509853j 0.0109129+0.107747j 0.175878+0.0542132j 0.12271-0.0315561j -0.00838002-0.00512642j -0.0235356+0.0350028j 0.0402943-0.0443968j 0.0323808+0.04325j 0.102275-0.0114247j 0.00115306-0.0130104j -0.0306624+0.0826266j 0.0461887-0.0150427j -0.0706683-0.069228j 0.0371683+0.0497906j 0.0182874-0.0297777j -0.0158328+0.0418899j -0.0350893-0.017256j -0.0392509-0.0342187j 0.00462556-0.0254616j 0.0395779+0.0302798j -0.0109525+0.0189693j -0.0221565+0.0224386j -0.0253672-0.00579331j -0.010285-0.0100374j -0.0213829-0.035967j 0.00522777+0.041117j -0.0137779+0.0460494j 0.027367-0.000757263j 0.0121887-0.00704892j -0.000458169-0.00794273j -0.00179087-0.000575887j -0.00476519-0.00381396j 0.0204131+0.010474j -0.0154081+0.0035314j -0.0012855+0.0176419j 
0.0080803-0.0021891j 0.0045402-0.0123395j -0.00155452-0.01117j -0.00934342+0.0108184j -0.00178187-0.00237232j -0.0017742-0.00369581j -0.00919323+0.0150529j 0.00411916-0.0083629j 0.0104448-0.00597509j -0.00344774-0.00148201j 0.0269906-0.00308022j 0.0215326-0.0142253j -0.0144245+0.00114913j -0.0306662+0.00912408j 0.024027+0.000925805j 0.011579-0.00749044j -0.0203577+0.0119595j 0.0202019+0.00575845j 0.0232104-0.0318845j 0.00252626+0.0189117j -0.0266837+0.014048j -0.0089862-0.026449j 0.0166372-0.0585188j -0.00686896+0.00614101j 0.0105702-0.0376028j -0.0248134-0.0152627j -0.100051+0.0383478j 0.0394457+0.0121336j -0.0261404+0.0142915j 0.0387675-0.000603451j 0.0213002+0.0652891j -0.0890239+0.0537527j 0.0381508+0.0364482j 0.0161742-0.0675168j -0.0323991-0.0266271j -0.00140861+0.0251671j 0.0245556+0.0203492j -0.0713684+0.028521j 0.101197+0.039623j 0.0095766-0.0597111j 0.0640861-0.00968804j -0.116756+0.031323j -0.0123349+0.0261672j 0.0467776-0.031286j -0.0383611+0.0790914j 0.0965209-0.0237279j 0.074627-0.00341936j -0.0228354+0.0139504j 0.0789811-0.00674507j -0.0486376+0.0520093j 0.0277418-0.00813174j 0.0527505-0.0139392j -0.00426811+0.00795668j 0.00390995+0.0205544j -0.0604183+0.0143575j -0.00179144+0.0328344j -0.0461884+0.020079j 0.0167669-0.0266787j 0.00697065+0.0136862j -0.0249424-0.0152019j 0.0241729-0.000570773j -0.0424047+0.0296454j 0.0184162+0.00278576j 0.0060794-0.0173599j -0.00325152-0.0108502j 0.0114956+0.000409398j 0.00580773+0.00774606j 0.0143835+0.00528837j 0.00716825+0.00685358j 
-0.00545258-0.0101183j 0.00228511-0.00010762j -0.00495145+0.0022981j -0.00381843-0.0185484j 0.0077972+0.0202843j -0.011879+0.00845005j -0.00339557-0.00619095j 0.00664754-0.0100756j -0.000395601-0.0100654j -0.0207518-0.0070026j -0.00610441-0.0160215j 0.00862309+0.0114864j -0.00132062-0.0424475j 0.0179526+0.0159096j 0.00211379-0.0246179j -0.0165023-0.0273149j 0.00640251-0.00694095j -0.0152799-0.0117673j 0.0254322+0.026808j -0.0108912-0.0331595j -0.00719089-0.0173825j 0.00590127-0.0173035j 0.00564197-0.0122528j -0.0143356+0.00284734j -0.00355979+0.00716159j 0.0445523+0.0206998j -0.00109065-0.0610903j -0.0531842-0.0371854j 0.000843484+0.00838751j -0.0152323-0.00415783j -0.0515695+0.00986091j 0.0614121-0.00635855j -0.0101057+0.0186797j -0.0874564+0.0805804j -0.0739019+0.0244678j -0.0625766-0.0368679j 0.0245411-0.0431183j 0.0358532+0.0661076j 0.0150349+0.0528353j 0.097854+0.0470219j -0.0221168+0.0848158j -0.00743012-0.0226484j 0.0804455-0.00596901j -0.00743508+0.027514j -0.0341549-0.00636177j -0.0477558+0.0529615j -0.00769185-0.011001j -0.0374482+0.0658093j 0.00718188+0.0449241j 0.014921+0.0162869j -0.0484989-0.00429952j -0.0168621+0.0507007j 0.0144599+0.0303474j -0.0309022+0.00995655j 0.0639796+0.0155328j -0.0195283-0.0125254j -0.0320501+0.0012038j -0.00899653+0.0156743j 0.0662328-0.0160883j -0.0230431-0.00706909j 0.0501604+0.00470438j 0.00708332-0.0295435j 0.00484075+0.0217032j -0.00719431-0.0108687j 0.00097347-0.0126714j -0.0197939-0.0164857j 0.0247131-0.00998989j -0.00452047-0.00726922j -0.00993148-0.00222901j 
0.00599444+0.00877118j -0.00882636+0.00325713j -0.0173665-0.0155428j -0.00177317+0.000160348j -0.0198601-0.00338895j 0.0134022-0.0134202j -0.00918664+0.00777343j 0.00133187-0.00647264j 0.00207378+0.00190064j 0.00475123+0.0268338j 0.0243971-0.0040257j -0.0293056+0.00168245j 0.0124255+0.00697206j -0.0223082-0.0145411j -0.0334867-0.00462664j -0.0202451+0.00296644j 0.0408176+0.00529505j 0.041502+0.00621332j -0.019001+0.0403943j 0.0144023+0.0154061j -1.42671e-05-0.0432074j -0.0135491+0.0130417j -0.00392746+0.0177145j 0.0308554+0.0079989j 0.00393721+0.0119521j -0.0208516-0.080263j -0.00610985-0.0572626j 0.0475355+0.0320241j 0.0123911-0.00474887j 0.000598042+0.0061626j -0.0356079-0.0416626j 0.0185761-0.0429186j 0.031872+0.0392285j -0.0223992-0.0440494j 0.0337592+0.0703482j 0.0267686+0.0564617j 0.00478526-0.0215541j 0.0613218+0.00906816j -0.102595-0.0164507j -0.0340729-0.00255156j -0.00770892+0.0330137j 0.0572119-0.0555421j -0.0796591-0.0206885j 0.0240078-0.0200367j 0.0560453+0.0575397j 0.0315752+0.0568451j -0.0194464-0.0240822j 0.0285492+0.0515213j -0.0293742-0.00770597j 0.0272374+0.0271415j -0.0173039+0.00791612j -0.00312281-0.0100762j 0.0326049-0.0217995j -0.0438136+0.040364j -0.00658354-0.00514111j -0.0234634-0.00442341j -0.00122418+0.038522j -0.00707981+0.007288j -0.00447294+0.00861673j 0.0121101-0.025109j 0.013991+0.0175305j 0.020229-0.0296207j 0.0149087-0.0164294j -0.0299217-0.0309154j 0.0102458-0.000135744j 0.0332659+0.0046577j -0.0208371-0.000690474j -0.00911279+0.0150794j 0.00182575+0.0044511j 
0.000591926-0.0101861j -0.00666776-0.00208307j 0.0101515-0.0024538j 0.00224046+0.0137368j 0.00432601-0.00382799j -0.0121219-0.0249336j -0.0080994+0.0074654j -0.0113804+0.00914295j 0.010882+0.00846948j -0.00495014-0.0120538j 0.00399627+0.00277679j -0.00798997+0.00244845j 0.00744319+0.000612291j 0.0149819-0.00742935j 0.0300333+0.0338117j 0.0347288+0.0257676j 0.00666726-0.00999758j -0.000473063-0.0199586j -0.00300463-0.0268461j 0.0261569+0.0294501j 0.00923466+0.00601776j 0.0222727+0.00757912j -0.0534993-0.0157236j -0.00159289+0.0160362j -0.0137294-0.0361776j 0.00960072+0.00570167j 0.0580422+0.0552848j -0.0452818+0.0206983j 0.0324491+0.00566896j 0.0195665+0.035549j 0.0509141+0.0538338j -0.0012586-0.0332685j -0.0088757+0.0076732j -0.0384244-0.0737358j 0.0896234-0.0133102j 0.072098+0.0294453j -0.0631659+0.0787762j 0.0485436-0.0780943j 0.0533845+0.0821679j -0.0319135+0.00466839j 0.0250234+0.0516939j -0.062464+0.0908251j 0.0636675+0.0459827j -0.0672563-0.0431058j -0.00264544+0.0389272j 0.0778467+0.0152479j 0.0596703-0.00486484j 0.0195419+0.0247175j 0.0402147-0.00139152j 0.0375661+0.0236608j 0.0129539-0.00856946j -0.0554095+0.0285662j 0.0106524-0.0178265j 0.0258303+0.00519938j 0.0470111-0.0261268j -0.0200964+0.0180617j 0.0450581+0.0153624j -0.0352582-0.00133865j 0.0184457-0.0114538j 0.0115384+0.0324099j -0.0124467+0.00587282j 0.00995358-0.00245914j 0.0300187-0.000927876j -0.0350311-0.0311347j 0.0220055-0.00452113j -0.0161404-0.00285258j -0.000688036+0.00614543j -0.00385022-0.000621135j 0.00237642-0.00196008j 
0.00693455+0.00296676j -0.00119348-0.00057368j -0.00800665-0.010419j -0.00160639-0.00316824j -0.00558805+0.00418911j 0.00856015+0.00881804j -0.00419133-0.000721237j -0.019903-0.00355003j -0.00187542-0.0136943j 0.00555076+0.0100968j 0.0269384+0.00635512j -0.00408338-0.000259985j 0.0272212+0.0172826j -0.00241058-0.0132413j -0.0342496-0.00909815j -0.00856814-0.00215495j -0.00736962-0.00319667j 0.0182145+0.0156409j -0.0287679+0.00604067j 0.0117255+0.0171382j 0.0190255-0.0156799j -0.00178849-0.0100336j -0.0163713+0.0273964j -0.0118889-0.00130226j 0.0175344+0.00693272j -0.0325571-0.01038j -0.0136775+0.0141554j -0.0101994+0.0422193j -0.0519457-0.0308235j -0.025292-1.11177e-05j -0.0201617-0.01551j -0.00755711+0.0372368j 0.00263468+0.00672872j 0.0297871+0.00538248j 0.0147279+0.004371j 0.055961-0.0969739j 0.00683473-0.0298713j -0.0402858+0.0142225j 0.101888-0.0624356j 0.0959388-0.0268826j 0.0185886-0.0650189j -0.0110861-0.0136483j -0.00589261-0.0147411j -0.0280751+0.0228536j 0.0105628+0.00995873j -0.0294405-0.0539614j -0.0273229+0.0493168j -0.0280191-0.0490709j 0.0183764+0.000904512j -0.0193524-0.000883629j 0.033387-0.0211418j 0.0253598-0.0281675j 0.0218816-0.0111438j -0.0190859+0.00426776j 0.0233936+0.0304413j 0.00510467-0.00586555j 0.0158072+0.0125934j -0.0199617+0.0115406j 0.0139378+0.0174394j -0.0349881+0.00948766j 0.0107559+0.0220295j -0.003565+0.00474329j 0.0138203+0.0167235j 0.00968458+0.00174515j -0.00862752-0.0118904j 0.00542073+0.00393251j 0.014781+0.0272569j -0.00453713+0.0105429j 0.00894142+0.00912905j 
-0.00230794-0.00497967j 0.00299134-0.00994703j -0.00232671-0.00904371j -0.00619855-0.0090263j 0.00897609+0.0158867j -0.0116999+0.00231076j -0.00676719-0.00598689j 0.00178754-0.0121526j -0.00566085-0.0131341j -0.0191011-0.0132896j 0.0178402-0.00872134j 0.0206386+0.00390863j -0.0120925-0.0272693j -0.00309049+0.00810715j 0.0150818-0.0196616j 0.00873595-0.0269303j -0.00538062+0.0032213j 0.00445582+0.00109484j 0.0131618+0.0216729j 0.00438314-0.029696j 0.00582762+0.00039868j 0.0117809-0.0240734j 0.00169514-0.0368467j -0.0113241+0.00671859j -0.0137481-0.0170933j 0.00445219+0.00452051j -0.016058-0.00555097j -0.00882581-0.0414861j -0.0168885+0.013877j -0.00238671-0.000845539j 0.0114295+0.0500622j 0.0498306+0.00489091j 0.0358116+0.00219766j -0.0314328+0.0719515j -0.0630397+0.00444844j -0.0427468-0.0390697j 0.0611495-0.0817054j -0.0551893+0.0343566j 0.0796752-0.0271519j 0.0512109-0.017589j 0.100562-0.0607368j 0.149558-0.0988708j -0.0196093-0.0240613j -0.0920158+0.0747539j 0.0501745+0.00495985j 0.0139363+0.0221942j -0.0391033-0.0048594j 0.0688688+0.0107747j -0.0587436-0.00934093j 0.0157555+3.65594e-05j -0.0434557+0.0359723j 0.0446927-0.026374j -0.0632207-0.0168333j -0.0328111-0.0345168j -0.0122321+0.0126388j -0.025104+0.0223988j -0.0155403-0.0170764j -0.0513786+0.0103228j 0.000226166-8.11679e-05j 0.0116277+0.0131352j -0.0258584+0.0116745j -0.0125297-0.02131j -0.000415586-0.00297198j -0.0260404-0.0286855j 0.00324201-0.00940383j -0.0179669-0.00987172j 0.0170692-0.00288948j -0.0044118-0.00617508j -0.00374751-0.000179025j 
0.00553648+0.000411308j -0.00363153+0.0054197j -0.00982414+0.00709977j -0.00280137+0.00260006j 0.00266474-0.00571667j 0.0059779+0.00534173j 0.00371877+0.0203371j -0.0272621+0.0285766j -0.00688683+0.0127651j 0.0169489+0.0102111j -0.000267674-0.00602477j -0.018109+0.00624379j 0.008515+0.0138251j 0.00594452-0.0172246j -0.024495+0.0203912j 0.0051664+0.00927742j -0.00525185-0.0319374j 0.00283279-0.0243686j -0.0353734-0.0175888j 0.0346365-0.00147027j 0.00844887-0.00640582j -0.00146345+0.0132107j -0.0374644+0.0496967j 0.0048926+0.0245457j -0.00247224+0.00706917j -0.0264362+0.0132364j -0.0582007-0.0386767j 0.0096093+0.0643973j 0.0102932+0.0122987j -0.000119524+0.0280629j -0.0998064-0.105092j -0.0168751-0.124501j -0.000632461-0.0553369j -0.0245213-0.00682411j 0.112819-0.0327427j 0.0769477-0.0456424j -0.0474565+0.0120445j 0.0159825-0.0454351j -0.0267569-0.0623646j 0.0960558-0.0171467j 0.015847-0.0419575j 0.0611812-0.0495549j -0.0234142+0.0163695j -0.0443231+0.0528008j -0.0481714-0.0685894j 0.018435+0.0420588j -0.0482894-0.0293563j -0.0427322-0.0167697j -0.00692288+0.00803171j -0.00904307-0.0108092j -0.0176844+0.00872894j 0.0428774-0.00430413j 0.0174937-0.0333182j -0.0403114+0.0068561j 0.00129276-0.0402951j -0.00510408+0.032162j 0.0423187-0.0038623j -0.0246079+0.0363316j 0.0132329+0.0119916j -0.00718662+0.00943773j 0.0193025+0.000956739j -0.0146787-0.0176589j -0.0156599-0.0278392j -0.0134631+0.0269982j -0.00543542+0.000893357j -0.0152649-0.00997339j -0.00461268+0.00842416j 0.00630355+0.00639473j 0.0143199+0.00679393j 
0.00318917-0.00450805j 0.000736923+0.0118891j 0.000583787+0.00281271j 0.00114471+0.00701961j 0.00333191+0.00394355j 0.00109+0.00708764j 0.00856967-0.00445521j 0.00744878-0.00274365j 0.0031803+0.0129025j -0.00968566-0.00277625j -0.0350967+0.00325502j 0.000521693+0.0200009j -0.0168264-0.00418517j -0.0214811-0.0147153j -0.0012499+0.00218825j 0.0290348+0.01996j -0.0107933+0.00760599j -0.0105248+0.0267018j -0.0109836+0.0274377j 0.00161958-0.00334253j -0.0198243-0.026022j 0.0399108+0.0179656j 0.00764078-0.0199863j 0.00517779-0.0306165j 0.0262876+0.0603853j 0.0259948+0.0161427j 0.0476775-0.0231761j 0.0717903+0.0297829j -0.0318594+0.0157396j -0.0204511-0.0587454j 0.03584+0.0334082j -0.0355589+0.00869918j 0.0229915+0.13499j -0.0395495-0.208844j 0.0658069-0.0422987j -0.00214057+0.124181j 0.0739828+0.0107464j -0.00422556+0.0172058j -0.115164-0.0027668j 0.0377817-0.0863223j -0.0575469+0.0336861j -0.0156457-0.101013j -0.0256851-0.0600605j -0.0291918-0.0514888j 0.0388902-0.0443801j -0.0470784+0.0243435j -0.0462063-0.00304832j -0.0204594-0.00379058j -0.015536+0.0546145j -0.0246035-0.0185473j 0.0210049-0.0420213j -0.0372947+0.0109149j -0.0157107-0.0188202j 0.0520486+0.0321268j -0.0160719-0.000101475j 0.0527217+0.0151632j -0.00313243+0.0248183j 0.00274787+0.00890359j -0.000288051-0.00368103j 0.0379715-0.0192994j -0.00498161-0.0106379j 0.0211784-0.0110146j -0.0221638-0.00326766j -0.00719172+0.0145102j -0.00684609-0.0106568j 0.0125043-0.000861597j 0.00386293+0.0106123j 0.000420297+0.00687078j 0.00307471-0.0108734j 
