-3.56929e-14-0.24459j -1.55278e-14-0.387982j -1.10787e-16+0.0827392j -5.35248e-16+0.227489j -3.20966e-16+0.275724j -4.74347e-16-0.139029j 2.70991e-16-0.249311j -7.98372e-17-0.0253102j 1.39803e-16-0.120023j 8.20927e-17-0.0346182j -1.21822e-16-0.0262649j -5.30304e-17+0.00661206j -1.23149e-16+0.00579352j -4.89414e-18-0.0925493j 9.68445e-17+0.0149528j -2.0141e-16-0.0140148j 6.42002e-17-0.0394386j -5.24425e-16-0.037196j -2.69537e-16+0.0175459j 2.02449e-16-0.0355012j -9.1695e-17+0.013871j -1.13515e-15+0.033575j 1.60313e-16-0.0134878j 1.1714e-16+0.000149531j -1.07179e-16-0.022755j 6.51864e-17+0.0001156j 8.3457e-17+0.0132513j -6.26808e-16-0.0264405j -2.59936e-16-0.0333713j 4.33242e-16-0.0127183j -5.95285e-17+0.00349426j 5.20107e-16-0.0168556j 1.10868e-16+0.032477j -2.13364e-16+0.0208113j 7.15581e-15-0.0105773j 4.2931e-18-0.003306j -5.67191e-18+0.00486283j -6.05618e-16+0.0296118j 4.49698e-16-0.014729j -1.61045e-15+0.00774234j -2.21121e-15+0.00577668j 4.8948e-16-0.0034297j 3.63238e-16-0.0575417j -7.71672e-16+0.0269952j -3.53309e-15-0.0303225j -6.98657e-17-0.0252521j -2.32747e-16+0.00708299j -5.54746e-16+0.0309328j 1.9346e-16+0.0030075j -4.72918e-17+0.0273459j -1.51864e-16-0.0114685j -3.95847e-17-0.0111933j 3.48699e-17-0.0121496j 3.33223e-15-0.0284166j -5.40633e-17-0.00637258j 5.23571e-15-0.00747399j 2.70655e-17-0.0538054j -2.08393e-16-0.0648411j 3.01654e-16+0.0240213j 2.07807e-16+0.0453934j 2.61052e-17-0.0543656j -1.0596e-16+0.0362986j 7.92905e-18+0.0147714j -3.83669e-17-0.00336323j -1.6211e-16+0.0682948j -3.23143e-17+0.0856968j 2.35631e-17-0.037731j -2.30982e-17-0.0862069j 6.30169e-17-0.04032j -9.97127e-17+0.0825791j -3.94389e-15-0.0764268j 8.87314e-15+0.108234j 
4.49571e-15+0.0484809j 2.11521e-15+0.00804285j 5.93634e-17-0.0189908j -3.90183e-16-0.0865841j 4.45619e-16+0.0210242j 6.78171e-16+0.108982j -6.76472e-16+0.107966j 7.13264e-16-0.0645893j -1.07882e-15+0.0514768j 8.91253e-16-0.0230164j 6.51235e-16-0.0740728j 1.37877e-15-0.0557664j -2.18341e-15+0.00168086j 4.25618e-17-0.0839974j -5.21194e-17-0.0825743j 1.44012e-16+0.0665689j 1.03624e-15-0.0739098j 7.56408e-16+0.12516j 6.6835e-16+0.00462746j 5.03174e-16-0.0135808j -1.32898e-16+0.0195588j 1.44288e-15-0.0459138j -5.51753e-16+0.0291009j 2.55037e-16+0.010467j 1.61345e-16+0.021445j 7.59176e-17-0.0191749j -6.32791e-16+0.0267962j 1.85935e-15+0.0739211j 2.51021e-15+0.0236102j -1.19554e-15-0.131738j -2.01283e-15-0.000146523j 7.47171e-16-0.0408173j -5.86059e-16+0.0527579j -1.56829e-15+0.0665068j -4.07393e-14+0.058352j -4.45322e-18+0.0198039j 2.702e-16-0.0203908j -8.44487e-16+0.0607257j -5.96667e-16+0.0266789j 1.27874e-14+0.0141801j 2.00116e-14-0.11394j -1.57109e-15-0.117952j 1.61619e-15-0.0716396j -7.12542e-16-0.0955018j -1.4888e-15+0.0137252j -2.30605e-16-0.0392693j -2.61504e-16+0.00308349j 3.6732e-15-0.122048j -6.60937e-16-0.0225438j 8.56312e-16+0.0609275j 1.25667e-15-0.00218819j -7.29864e-16+0.132613j -2.29382e-15+0.0178033j 1.2241e-14-0.112596j -3.76525e-15+0.097321j 1.96216e-14-0.0327993j 4.07508e-15-0.000763909j 1.68346e-15+0.0452587j 1.56758e-15-0.0185903j -8.96088e-16+0.00718167j -3.5241e-15+0.0861116j -2.05167e-16-0.102202j 2.90439e-15+0.255695j 8.83313e-16+0.0736872j 1.62946e-15-0.0117219j 2.08198e-16+0.0116347j 2.60849e-15-0.0948266j 5.35287e-16+0.0698989j 1.87383e-17-0.0661478j -9.28112e-16-0.0262743j -1.43279e-15+0.0426008j 2.13653e-15+0.0533274j 
1.85036e-15+0.00652748j 8.51659e-16+0.00221522j 8.33879e-16+0.0347208j -3.2739e-15-0.0644807j 1.57318e-15+0.0519503j 3.67975e-15+0.047201j 1.37312e-15-0.011148j 2.85829e-16+0.0481251j -5.54764e-16-0.0406944j 1.66514e-15+0.0507675j 6.00549e-17+0.03066j 6.97247e-16+0.0576279j -4.75299e-15-0.115755j -1.68928e-15-0.0253837j -6.61304e-16+0.0147189j -1.52123e-16-0.0278149j 9.55118e-17+0.0371972j 3.77916e-15+0.0397626j 1.06327e-15+0.0214246j 5.12724e-16+0.0337304j -5.39679e-16-0.0162767j -9.70308e-16+0.024583j -1.05594e-15-0.0408949j 1.70242e-16+0.0102556j -2.21768e-17-0.0042513j -1.72592e-15-0.0425792j -1.67354e-15-0.0342859j 1.55493e-15-0.0199226j 3.38816e-15+0.0670834j -2.42587e-15+0.00089404j 8.21769e-16-0.104744j -1.43807e-15-0.0135636j 2.28519e-15+0.0356689j -1.20473e-15-0.0395723j -2.91273e-15+0.00629696j 5.80471e-16+0.0306585j -7.00172e-16-0.0524737j 9.82169e-16-0.00224904j -1.8663e-16-0.0356183j -8.18716e-15+0.0605048j -1.73482e-14+0.0464237j -4.57217e-17+0.0289523j -2.0134e-15-0.0106659j -2.40795e-15-0.0309935j -1.79788e-15-0.00901814j -1.74292e-15-0.0757073j 8.08575e-17-0.0553022j -1.15806e-15+0.0262365j 1.82955e-15+0.0131548j 2.98951e-15+0.0567821j -1.03835e-15+0.000815685j 1.29163e-15-0.0137877j -2.51345e-15-0.0971707j 3.34144e-15-0.0657556j 1.69714e-15-0.0797684j 1.33623e-14-0.0190498j 1.85244e-15+0.0498543j 5.92026e-15+0.144365j -9.97177e-16-0.00837553j -6.13042e-16+0.0102709j -7.84848e-16-0.077647j 1.81601e-15+0.126689j 7.29503e-15+0.108249j 3.44481e-15+0.0641173j 3.61528e-15+0.0969135j -1.97515e-15-0.0822484j 4.64677e-16+0.0659878j 4.18217e-15+0.0387613j -2.68435e-15-0.0634899j -1.89609e-15-0.0407313j 2.98361e-15+0.000860017j -3.52339e-15-0.0485005j 
4.81502e-15+0.030899j 2.06383e-15+0.0509401j 4.41818e-17-0.00744054j 4.26566e-16-0.117008j 6.3078e-16-0.0842131j 6.74432e-16+0.0376745j 2.39306e-16+0.0708941j 9.9775e-16-0.140742j -6.49151e-16+0.0958076j -7.28335e-16+0.0453333j 7.81688e-16-0.0886138j -1.31938e-15+0.069525j 9.53484e-17-0.105829j 7.87913e-17-0.0575274j -1.89394e-16-0.0309771j 7.0632e-16-0.0430545j -2.45904e-16-0.0685098j 8.8725e-16+0.0635837j 2.73251e-16-0.0144686j 1.85939e-15-0.0695887j -3.77333e-16+0.0177869j 7.26464e-16-0.0209916j 4.56172e-16+0.0223505j -4.47182e-16-0.0437738j 4.82929e-16+0.0144067j -2.39874e-15+0.0717214j 1.34617e-15-0.0575011j 1.67284e-15+0.0869462j 2.18927e-15+0.0366782j -8.22092e-16-0.0736681j 8.34355e-16-0.0406283j 3.82845e-16-0.0670539j -8.95911e-16+0.00479091j -2.29405e-16+0.0561761j -5.70165e-14+0.0805539j 5.25221e-16-0.0156999j 7.53928e-16-0.0461977j 5.38659e-16-0.00260787j -5.87387e-16+0.000711206j 1.47957e-14+0.00737164j 2.24681e-14-0.11945j -2.28262e-15-0.0594448j 2.14475e-16+0.00668632j 5.66616e-16-0.0670901j 3.60116e-15+0.0387821j -1.05353e-15+0.062004j -6.89698e-16+0.0316875j 1.56552e-15-0.123935j 5.64075e-15+0.0493019j 1.00649e-15+0.0116202j -4.04617e-17-0.0145247j -2.29045e-16-0.0586221j 4.47544e-17-0.0100892j 1.85437e-14-0.149881j -1.42093e-14+0.271477j 2.57155e-13-0.36033j 1.32639e-15+0.0771194j -7.66418e-17-0.0028553j 4.1837e-17+0.160103j -2.79091e-16+0.0430412j -1.33916e-17+0.0146194j -2.51616e-15-0.124152j 1.3779e-15+0.146888j -1.23254e-16+0.139369j 7.04817e-16-0.0747656j 2.16361e-15-0.148505j -1.65106e-15+0.227328j 1.69217e-15-0.00186544j 1.99712e-15-0.217057j 8.1138e-16-0.0987616j 2.32521e-15+0.0862555j -4.43585e-15-0.0385499j 
-2.23662e-15-0.0213679j -6.5659e-16-0.0316666j -9.04486e-17-0.00659358j 2.6423e-15-0.0729499j -6.57062e-16+0.0317982j 1.20224e-15-0.0652132j 1.74915e-15-0.0721337j 1.49633e-15-0.0502741j -1.39737e-15+0.0464491j -1.14909e-15+0.0306924j 8.26063e-16-0.0119418j -3.66665e-15+0.103011j 2.68223e-15-0.0857923j 2.35582e-15-0.0805836j -7.23922e-16+0.0648649j 2.62067e-16-0.0246997j 1.01603e-15-0.0328567j -9.96254e-16+0.0568705j -1.18794e-15+0.0598232j 2.93415e-15-0.0554627j 2.46262e-16+0.000856858j 3.32709e-15-0.0554621j -4.79152e-16-0.00652075j 2.21862e-16+0.00960318j 3.49524e-16-0.0209542j -1.05675e-15+0.0223323j 4.93762e-16-0.0120608j 4.05477e-17+0.0133706j 7.48988e-16+0.0019414j 1.30776e-15-0.0246274j 3.78733e-15-0.0579781j 3.12195e-15-0.0716489j -9.78309e-16+0.034062j -1.97552e-15+0.0406939j -3.99301e-14+0.0528886j 2.5434e-15-0.0512627j 4.45025e-15-0.0931179j 2.76919e-15-0.0632095j 1.52519e-15-0.0713245j 6.7533e-15-0.0592491j 8.41279e-15+0.00400535j -3.58429e-15+0.134686j -6.99582e-16+0.00607249j 2.03891e-16-0.0445512j -7.42159e-15-0.0578277j -2.20013e-16+0.00292112j 1.26596e-15-0.0290784j 9.16967e-16-0.00869296j 9.8812e-16+0.0263932j 2.11536e-15-0.11084j -8.99685e-16+0.00626609j 3.01644e-15-0.083532j 1.39507e-15-0.0174552j 1.69947e-15+0.00531914j -8.12414e-15+0.107323j 1.7514e-13-0.235895j 3.29551e-15-0.153211j 1.30579e-15-0.112216j -1.01839e-15+0.0104922j -1.68241e-15+0.0657101j 1.57979e-15+0.0328517j -5.47049e-15+0.247044j 1.09421e-15-0.106547j -3.43421e-15+0.0799258j 4.88335e-15-0.227817j 9.60987e-15-0.287304j -5.07823e-15+0.178087j 7.77485e-15-0.273385j 6.95895e-15-0.172962j 1.4574e-15-0.0497447j 3.11439e-15-0.0675204j -9.35386e-16-0.0832565j 
2.43731e-15+0.0485624j 1.62265e-15-0.0248675j 9.23186e-17-0.047519j 5.15174e-16-0.0146177j -9.4833e-16+0.0737507j 4.38329e-16-0.0469419j -1.0206e-17-0.0648996j -3.90868e-16+0.064865j -2.27832e-16+0.000276098j 2.6649e-16+0.0193836j -7.24669e-16+0.069436j -1.41456e-17+0.0202235j 1.34193e-15-0.123245j -8.02811e-16+0.0873748j -8.64191e-16+0.0687253j -6.45733e-16+0.0760144j -4.29691e-16+0.0378212j 1.31255e-15+0.0378946j -2.9342e-16+0.156819j 1.74178e-17+0.0284838j 3.85077e-16-0.0553021j 1.82204e-17-0.0112165j 7.05999e-16-0.064173j 3.22387e-16+0.00632897j -2.58609e-16-0.0394939j 1.49564e-15-0.0756578j -3.56116e-16-0.012619j 1.74934e-15-0.0103846j 3.91417e-16+0.0630976j -1.31544e-15-0.0856924j 2.96023e-15-0.048281j -1.6805e-15+0.0728167j 1.241e-15+0.00471047j -6.1675e-16-0.0338826j 5.00275e-14-0.0704955j -2.55779e-16-0.0456293j 1.85599e-15-0.0598185j -2.50757e-15+0.0682209j 1.55057e-15-0.0243937j -1.9594e-14+0.108764j -2.90802e-14+0.0791681j 1.28735e-15+0.0847507j 2.34429e-16-0.080305j -2.50757e-15+0.0138941j -1.2801e-14-0.0993369j 1.00208e-15-0.0494062j 2.43925e-15-0.0895678j -1.30228e-15+0.0703465j 2.04948e-15+0.0314472j 7.71077e-16-0.0446917j 1.70445e-15-0.188975j -3.1184e-16+0.0147543j -6.61519e-16+0.0522359j 7.05185e-15-0.0572143j 2.48312e-15-0.0481962j -9.31841e-14+0.129276j -5.76811e-16-0.0466083j 9.75447e-16-0.0281352j 9.56082e-16-0.176007j 2.64902e-16+0.019612j -1.5029e-15+0.103512j 1.37015e-15+0.0147602j 2.74963e-15-0.181123j 1.87643e-15-0.141671j 2.97683e-15-0.158498j -2.13226e-15+0.0810018j -5.02492e-16-0.0127865j -6.96445e-16-0.0428971j -1.5176e-15+0.0145614j 1.50356e-15-0.132699j -2.17627e-15-0.0199122j 4.37855e-15+0.0639222j 
1.24654e-15+3.78339e-05j 5.21561e-16+0.0336066j 9.50202e-17+0.0451842j -4.50909e-17-0.0744576j -1.07244e-16+0.0102546j -1.85711e-16-0.0124265j 6.46889e-17+0.0863071j -3.55237e-16-0.0287625j -9.78733e-17+0.0379203j 9.38836e-16+0.083588j -4.35099e-16-0.000783204j 1.06307e-15+0.00351018j -1.31508e-15-0.102589j 4.18075e-16+0.0028215j 7.89922e-16+0.00227959j -8.57351e-16-0.0406294j 4.85554e-16+0.047592j -8.77475e-17+0.0240348j 3.59313e-16-0.0164084j -1.49786e-16-0.00355924j -9.75359e-17+0.0154037j -1.0027e-15+0.0405096j -6.21844e-16-0.0411861j -6.96875e-16-0.0324426j -2.00455e-16+0.00373126j -1.56409e-15+0.0453008j 6.23446e-16-0.108074j 1.53627e-16-0.00868192j 7.65901e-16+0.0476316j -7.86081e-18-0.017096j 2.0278e-15-0.0480919j 1.36308e-16+0.0678029j -2.26882e-17-0.0172966j -4.8056e-16-0.00119703j 2.23256e-14-0.0317161j -1.56091e-15+0.0502905j -3.27343e-16+0.0259585j -1.38113e-15+0.0377006j -9.2798e-17+0.0191785j -4.91e-15+0.0879812j -5.89845e-15-0.0226983j 1.39064e-15+0.0198729j -8.11718e-16+0.00850624j 2.73227e-15-0.00757633j 8.63883e-15+0.0662287j 2.75932e-16-0.0333015j 8.81933e-16-0.0493356j 4.10648e-16+0.0252456j 1.6329e-16+0.00360481j -3.48425e-17-0.0106694j -6.10184e-16-0.146104j -1.1043e-15+0.0098788j -1.52981e-15-0.0226678j -7.10121e-15+0.0476802j 9.52262e-16+0.0170413j -1.46451e-14+0.020504j 1.78804e-15+0.122485j 1.37353e-16+0.00433966j -1.28638e-16-0.0184002j -9.42687e-16-0.0263698j -1.29051e-15+0.098241j -4.05362e-15-0.077645j 1.89189e-15-0.0535552j 8.7948e-17-0.092565j 1.93525e-15-0.0637352j 1.7086e-15+0.230047j 1.0081e-15+0.22921j 2.95152e-15+0.19541j -1.38875e-15+0.135837j -5.22703e-16-0.153174j 4.67854e-15+0.0264314j -6.08217e-15-0.0853375j 
2.50992e-15+0.0479388j 1.41562e-15-0.0387316j 3.79898e-16-0.020627j -9.52718e-16+0.0484493j 2.31074e-18-0.00189743j -3.24091e-16-0.0395644j 1.01826e-15-0.050044j -6.003e-16-0.0159073j 4.0465e-16-0.0115391j 7.1575e-16-0.0441825j -2.86035e-16+0.0102853j 5.84097e-17+0.0909608j -9.58182e-16-0.0467731j -4.31903e-17+0.0975359j -2.72761e-17+0.0607189j -5.73779e-16+0.0153084j 1.56752e-16+0.00993645j -3.75598e-16-0.0782023j 1.01085e-16+0.0649993j -9.65458e-18+0.0193339j 8.8585e-18-0.0432097j -6.65104e-16+0.00837838j -5.12852e-16-0.0580308j 7.38968e-17+0.038202j -4.02818e-16-0.0253294j 1.03145e-15-0.0367934j -1.48201e-15+0.0161238j -1.46539e-15-0.0478997j -1.43738e-15-0.0151301j 3.46832e-16+0.0745444j 2.89834e-16+0.00954211j -4.2831e-16+0.117053j 8.28155e-16-0.0193631j 5.73519e-16-0.0442183j 2.38257e-14-0.0361584j 2.07548e-15-0.111109j -2.73162e-16-0.0354064j -4.69272e-16+0.00743478j 7.33086e-16-0.046464j 1.88821e-15-0.112932j 1.7304e-15+0.0696017j 6.44172e-16+0.0913052j -2.66128e-16-0.0555486j -2.16138e-15+0.0746637j -1.43018e-14-0.112183j -6.34927e-16-0.0282495j -2.53466e-15+0.0810185j -6.1798e-16+0.0145236j -3.09728e-15-0.0321924j -7.48897e-16-0.0361607j -3.82323e-16+0.0183658j -6.83005e-16+0.00943972j -7.00702e-16+0.00785698j 2.71562e-14-0.22944j -2.53741e-15+0.0362285j -3.86609e-14+0.0535242j 2.23174e-15+0.0707836j -1.71524e-16+0.00138286j 5.4646e-16+0.0438958j -1.70621e-16-0.0291201j -1.6021e-15-0.0217471j -3.83381e-15-0.353096j 1.70797e-16+0.051868j -6.71195e-16-0.0106308j -4.43479e-16+0.0559295j 2.25666e-15+0.065849j 2.28068e-15-0.143245j 2.101e-15+0.133985j 5.0247e-16-0.107821j -1.31973e-15+0.0936294j 3.86509e-16+0.196962j 4.23806e-16+0.100583j 
2.36814e-15+0.0158601j 5.13642e-16+0.0230086j -2.16538e-17+0.0165439j 8.34592e-16-0.0642634j -3.30338e-17+0.00678949j 6.45478e-16-0.0509345j -6.5971e-16+0.062324j -7.37336e-17-0.0119459j -7.02258e-16+0.076738j -1.53229e-16-0.0495598j -4.73805e-16+0.0466378j -3.03331e-16+0.0366093j 1.20806e-15-0.00227276j -3.65568e-16+0.00384372j 4.53686e-16-0.00685818j -1.60179e-16-0.0243731j -2.78672e-16-0.0145035j -2.22107e-17+0.0163834j 4.73841e-18-0.00183917j -4.79706e-16+0.0387754j 3.85944e-16-0.0203857j -6.08235e-16+0.0102051j 5.63454e-16+0.012689j -3.28233e-16-0.0277464j -1.14839e-17+0.00917247j -9.17249e-16+0.0116044j 1.31968e-15-0.0564621j 3.14611e-16+0.0130532j -3.46843e-19-0.000867263j 4.97033e-16-0.00413817j 1.57732e-15-0.0259215j -8.75563e-16+0.0258154j 8.16542e-16+0.03096j -7.02892e-16+0.0075372j -6.10489e-15+0.00906128j -4.34294e-16-0.00395085j -7.16188e-16+0.0200253j -1.50731e-15+0.0382727j -2.81125e-16+0.0295548j 1.89433e-15+0.0435139j 5.11539e-15-0.0491758j -3.21514e-17+0.0364563j 9.02409e-17+0.016478j 2.13894e-15-0.047516j 7.44415e-15+0.0678903j 3.60927e-16-0.0170323j -1.18035e-16+0.0295409j -7.46933e-17-0.0217151j -3.84017e-15-0.0366752j -2.02637e-16-0.00136236j 1.93788e-15-0.0859581j -1.10206e-15-0.026209j -5.64457e-16+0.0489527j -1.65908e-15+0.0178606j -4.60539e-15+0.0925112j 1.17645e-13-0.165898j -1.11726e-15+0.0543701j -1.00225e-15-0.0387073j 6.88251e-16+0.0795507j -2.89663e-16+0.0626531j -5.35095e-16+0.148747j 1.44445e-15+0.0564034j 1.00575e-15-0.189029j 1.21027e-15-0.0951652j 9.67483e-16-0.246962j -2.45699e-15+0.05465j -3.17563e-15+0.206384j -9.06549e-16-0.0910965j -1.48048e-15+0.144725j 2.29381e-15-0.0118377j 1.55889e-15-0.0413281j -1.37158e-15-0.0548965j 
-3.91201e-15-0.0560511j -1.73026e-15+0.0266169j -2.14224e-16-0.0776951j 3.99811e-16-0.00667919j -3.61032e-16-0.0622453j -2.60278e-16-0.0386607j -4.10995e-16+0.0263876j -2.6575e-16-0.101519j -2.36154e-16+0.0761343j -1.73691e-16-0.0117466j -5.35215e-16-0.0773166j -1.11736e-16-0.00969289j -4.60978e-16-0.0166444j -1.75374e-16-0.0625197j 2.79614e-16-0.0207228j -2.14578e-16-0.0249462j -1.38881e-16-0.0644884j 4.4416e-16+0.0375019j 6.60465e-17-0.00369948j -2.66329e-17-0.0120394j -2.36186e-16-0.0125997j 4.1126e-16+0.0047389j -1.24445e-16+0.0257091j -5.26923e-16-0.0445233j 1.73122e-16-0.00193633j -5.54316e-16+0.0328591j 7.73686e-16+0.000626022j 2.45129e-16-0.00477172j 6.61255e-16+0.00932755j 1.27351e-17-0.0476791j 7.05796e-16-0.0214658j 3.5905e-16-0.0400116j -4.28133e-16+0.00951123j 1.00375e-17+0.0390895j 9.94063e-15-0.0138661j -8.13312e-16+0.0367763j -1.44795e-17+0.0287875j 3.92715e-16-0.0106821j -6.63787e-16-0.00571542j 7.6756e-15-0.0149421j 1.34989e-14-0.0583949j -7.18003e-16-0.0128406j -1.0226e-17-0.0020676j 1.86189e-15+0.0405866j 9.60747e-15+0.0588751j -4.46108e-17-0.012632j 9.47785e-16-0.051101j -2.9483e-16+0.0272975j 6.06458e-15+0.0600797j 2.40882e-16-0.0294585j -1.64711e-16-0.0617148j 3.33844e-16+0.0105871j -1.29661e-16-0.0102803j 2.20684e-15-0.0168626j -4.16275e-15+0.0850543j 1.26313e-14-0.0160575j 1.61493e-17+0.0399094j 5.36854e-16+0.0209927j -4.59046e-16-0.0256551j -7.19222e-16+0.0250407j -1.66202e-15-0.0509754j -2.97545e-15-0.213065j 2.02577e-15+0.180228j 2.23844e-16-0.0247492j 1.68688e-15+0.109102j 1.13328e-15+0.103835j 1.42151e-16+0.176874j 1.70563e-15+0.036214j -3.72642e-16-0.157327j -9.42654e-16-0.225872j 1.56967e-15-0.0315458j -3.05049e-15-0.0548871j 
-3.85583e-15-0.0418166j -1.76728e-15-0.00594227j -1.04793e-17+0.0758031j -9.02656e-17-0.0433545j 2.75129e-16+0.0303113j 3.36509e-16+0.0410053j 3.73865e-16-0.0201718j -1.87872e-16+0.00639893j -2.93953e-17-0.0333185j -4.53862e-17+0.0200404j -3.06267e-16-0.0226437j -1.94771e-16-0.0110208j 6.21849e-16+0.0251559j -2.00011e-16-0.0326449j -1.45164e-16-0.0201781j 5.2927e-17-0.0168718j 1.45308e-16+0.00595409j 2.89065e-16+0.00122571j 4.05159e-16+0.0275635j -8.60639e-16+0.0587866j -2.35895e-16+0.0491635j -2.36182e-15+0.0622565j 4.38517e-16-0.00217468j 1.08869e-15+0.071507j -3.1137e-16-0.0188016j 1.96149e-16-0.0107815j 8.09355e-17+0.00918926j -9.30014e-16-0.0432735j -8.22573e-16+5.79872e-05j -4.43454e-16-0.00591793j -6.67987e-16+0.0271335j 3.55284e-16+0.0548342j 9.21107e-16+0.0352757j -3.70551e-17+0.000329406j 6.66324e-15-0.0106901j 1.35899e-15-0.0567378j -3.47434e-16-0.0133636j -6.29276e-16+0.0371407j 6.04639e-16-0.0699574j 7.41846e-15-0.101547j 1.1552e-14+0.0103109j 4.12561e-17+0.080696j -6.38023e-16-0.0961665j 1.30557e-16-0.0447735j -2.3235e-15-0.0088654j 1.68637e-16-0.11347j 1.73138e-15-0.0432154j 1.37536e-15-0.0610722j -8.4361e-15-0.0825695j -7.58308e-16+0.0101671j 3.26421e-16+0.0225545j 1.45367e-16+0.0329578j 4.7636e-16+0.0845122j 1.06823e-14-0.100486j 3.45377e-15-0.103343j 2.50204e-14-0.0357525j -1.96614e-16-0.0650651j -1.4098e-15-0.160124j 8.09406e-16-0.00047382j 6.71578e-16+0.105845j 1.27132e-15+0.153533j 1.20506e-15+0.0508758j -3.99835e-16+0.0104306j -4.51382e-16+0.0113649j -1.28282e-15-0.232821j -7.12534e-17-0.109085j -1.26846e-15-0.185119j -1.24029e-15-0.198219j 3.52219e-16-0.00325971j 8.78075e-16+0.217757j 3.15715e-16-0.0144844j -1.18444e-15-0.0319946j 
-1.80805e-15-0.0186094j -7.34732e-16-0.00762862j -2.75454e-16+0.0722524j 2.65681e-16-0.0500403j -2.49645e-16+0.0355427j -3.18981e-16-0.0524561j 9.47434e-17-0.00786748j -1.72459e-16+0.000562797j 2.13649e-16+0.00320045j -1.9209e-16-0.0253649j -2.8881e-17+0.0122306j 2.06916e-17+0.00582118j 2.39543e-17-0.0694806j -2.97951e-16-0.0136625j -4.95549e-17+0.0263867j -2.89449e-16-0.00335732j -1.0351e-16-0.00368598j -1.36088e-15-0.0695239j -8.64707e-16-0.0222679j -1.687e-16-0.0282487j 8.01637e-17+0.0175158j 3.91695e-18-0.01114j -3.04519e-16-0.0229934j 3.38442e-16+0.0161928j 2.9308e-16+0.0191185j -1.96643e-16+0.0591854j 9.49151e-16+0.0334915j 2.69886e-17+0.00651941j -1.55808e-16-0.0286872j -1.08819e-16-0.0264951j -2.73213e-15+0.067367j 2.43663e-16+0.00957219j -1.78129e-16-0.0142786j 3.75824e-16-0.00143075j 9.6157e-15-0.0135756j 4.83203e-16-0.0249701j 6.51271e-17-0.00728787j 8.44267e-16-0.0652842j -5.00866e-16+0.00394707j 1.51525e-16-0.0693063j -5.57053e-16+0.0434986j -8.19519e-16-0.0381786j 8.77806e-16+0.00427587j -1.35784e-15-0.0474471j -8.57771e-15-0.0501824j -1.30775e-16+0.0664844j -2.01312e-15+0.0958246j 8.68622e-16-0.0955359j 1.00097e-15-0.00125686j -4.37202e-17+0.0722982j 5.11986e-16+0.035545j 1.55216e-16+0.00929592j -3.58878e-16+0.0231856j 6.30082e-15-0.0504348j 7.04401e-16-0.0176794j 2.21752e-15-0.00335266j 3.0624e-16-0.113842j 3.05021e-16-0.0397235j 4.41622e-16+0.0193756j -4.9104e-16-0.0424466j 3.50781e-16+0.120509j 5.37754e-16+0.0613398j 3.6519e-16-0.0200183j 3.46022e-16+0.0795693j 8.16373e-16-0.0215474j 2.82031e-16-0.0414353j 9.57757e-16+0.028866j 9.54488e-16+0.0721898j -4.19623e-17+0.0123411j -8.88184e-16+0.0279854j 4.36424e-15+0.0360894j -1.02759e-14-0.139693j 
5.96203e-16+0.0128751j 4.33113e-16-0.0101958j 4.13509e-18+0.00606738j 2.31793e-16-0.0633722j -6.75791e-18+0.0424617j 4.8425e-16+0.0396097j -2.13318e-16+0.103374j 2.98848e-16-0.0525086j -9.01109e-17-0.00414626j -6.10773e-17-0.0717937j 7.43263e-17-0.115963j 1.95687e-16-0.0502164j 2.4789e-17+0.0992937j 6.77377e-17-0.0835381j -4.1707e-16-0.0025321j 3.14815e-16+0.00319329j -1.0376e-16-0.00927515j -7.61951e-16-0.0335545j -5.7091e-16-0.0891008j 5.4188e-16-0.0808993j -1.36033e-16+0.00607688j -1.14783e-15+0.0555511j 4.85155e-16+0.0111393j -7.82124e-17-0.0203884j 2.88097e-16-0.00958509j 6.83061e-16-0.00517932j -4.25934e-16+0.0555773j 2.42976e-16+0.0237486j 3.37687e-16+0.0338932j -2.01479e-16-0.0187495j -5.03906e-16+0.00362846j 4.5901e-16-0.0297327j -6.7645e-17-0.020667j -3.40935e-17-0.00774794j 2.45617e-14-0.0336058j -1.83267e-15+0.0566606j 1.11279e-15-0.0262188j 1.28812e-15-0.0584563j -7.45517e-16+0.0157797j -1.14432e-14+0.0260768j -1.76067e-14+0.0690099j 1.27815e-15-0.0350411j -3.13161e-16+0.0420409j 1.77921e-16+0.0123648j 2.38237e-15+0.0131099j -1.97099e-16+0.0217371j 9.0601e-16-0.0628394j -1.38656e-15+0.0845963j 3.53693e-15+0.043227j -1.45808e-16+0.0424211j -4.34924e-16+0.0842956j 3.80145e-16-0.104688j 1.87196e-16-0.0464828j -7.88633e-15+0.0682786j -5.29562e-17+0.00527128j 3.74671e-14-0.0526762j -7.54555e-16+0.0957521j -8.03954e-17-0.0855767j -1.59721e-16+0.0610546j 4.6038e-16-0.0470017j 2.59943e-16+0.00357756j 3.73288e-16+0.00993695j -2.83949e-16-0.114131j 1.61243e-16-0.131648j 2.48037e-16-0.209345j -1.01933e-15+0.109729j -6.81148e-16-0.0761743j -5.82997e-16-0.0553516j -1.09508e-15+0.220207j 2.34819e-16+0.115643j -3.06955e-15-0.0504863j 7.16287e-15+0.0906281j 
