1.98601e-13-0.184264j 4.70482e-14-0.375516j 2.81866e-16-0.0446537j 2.06646e-15-0.220818j -1.96052e-15+0.269751j -4.13288e-16-0.103299j 1.21949e-15-0.180519j 3.13457e-16-0.0221474j -1.18108e-16+0.0515219j -7.14795e-16+0.0420863j -2.71842e-16+0.087134j -4.11578e-16+0.0462736j -1.69282e-16-0.00377475j 1.90004e-16-0.018168j -3.59184e-16+0.0553892j 6.6731e-16-0.00801381j -4.92607e-17-0.0183873j -1.04764e-15-0.00834724j -3.94252e-16-0.012316j -1.73171e-16+0.0300074j 1.64875e-16+0.0143526j -3.92559e-17+0.00302205j -1.98223e-16+0.0226293j -5.17413e-16-0.00734466j 5.34817e-16-0.0147514j -1.99998e-16+0.00958412j -1.08537e-16-0.0113567j 6.92044e-17+0.016852j -6.54047e-16+0.0266439j -4.77139e-17-0.00423019j -1.46561e-16-0.00377421j -3.73347e-15+0.0116298j 4.87921e-16-0.0270147j 1.20544e-16+0.00471563j -3.34397e-16+0.0302944j -7.06688e-16+0.02025j 5.62251e-16-0.0257476j 9.83724e-15-0.0227045j -1.09168e-14-0.000601288j 1.7465e-14-0.00865124j 7.03243e-16-0.0394789j -5.00852e-16+0.0112329j 5.06322e-17+0.00933029j 2.5338e-16-0.00870922j 4.3431e-17-0.0107444j 2.52451e-16-0.00943858j -4.28791e-16+0.00763228j -2.15028e-16-0.000679035j -2.60609e-16+0.012675j -4.74027e-16+0.0242915j -3.59542e-17-0.0128657j -7.34037e-16+0.00968535j 1.38684e-16-0.0113393j -4.65671e-16-0.00645781j -3.69187e-17+0.0249141j 3.75499e-16-0.0421997j 7.03673e-17+0.00139794j 9.41826e-17+0.00343987j -4.43353e-16+0.018914j -5.16175e-16+0.0181289j 1.2459e-16-0.0105395j -7.24385e-16+0.0273736j -1.44536e-16+0.0417207j 5.14523e-17+0.00650909j 3.18009e-16-0.0148305j -6.97706e-17+0.0339338j -3.39297e-16+0.0616002j 5.71797e-17-0.00478885j 1.74887e-16-0.0231107j -4.23339e-17-0.0113012j 1.38293e-17-0.0466783j 1.83901e-16-0.0717646j 3.37465e-16+0.011911j -5.00304e-16+0.0701977j -1.19014e-16-0.0143283j -4.12622e-14-0.0322114j 1.88249e-13-0.0883505j 
-1.08604e-14+0.00897747j -2.12291e-15+0.0227288j -1.47342e-16+0.00183159j -3.70484e-17-0.00924588j -2.13155e-16-0.0232005j -3.39116e-16-0.0051177j -3.95104e-16-0.029866j 9.80073e-17-0.00673219j -1.82945e-16-0.022575j -4.45172e-16-0.076084j -1.14061e-16-0.0487475j -4.0242e-16-0.0316022j 4.84623e-16-0.0278035j 1.83351e-15-0.0205875j 9.86287e-16+0.0169208j 2.06916e-15-0.0491888j -9.11254e-16-0.0484207j -5.53418e-16-0.00206837j -1.36786e-15-0.0452611j 2.09892e-15-0.0208844j 5.11883e-17-0.0727991j -6.23319e-16+0.0684023j 9.1733e-16-0.0399827j -6.18179e-16-0.0578078j -2.42865e-15+0.0421751j -2.63005e-15+0.0601911j 2.91074e-15+0.0512413j -1.02825e-15-0.0702062j 8.98894e-17+0.141993j 3.92841e-16-0.00106383j 2.27363e-15+0.0810142j -1.93247e-14+0.0770185j 1.85414e-15-0.00817332j 7.73261e-16-0.00786118j 2.56843e-15+0.0881157j 5.00972e-15-0.112317j -4.03062e-16-0.0806569j -6.67804e-14+0.0648106j 1.16618e-13-0.0246103j -2.7565e-13+0.166852j 2.2648e-15+0.0782928j 7.78177e-16-0.0385942j -3.03734e-15-0.0854335j 2.0198e-15+0.108522j 3.58318e-15+0.0298708j 1.44321e-15-0.0918254j 1.07915e-14-0.285898j -2.0253e-15-0.127158j -8.92769e-16-0.135379j 4.73516e-15-0.35199j 7.15971e-15-0.19682j 3.24843e-14-0.562667j 3.12146e-15+0.327412j -5.29677e-14-0.617259j -2.71421e-15+0.405445j -4.01542e-15-0.0320617j -1.87085e-15-0.15496j -1.92252e-15+0.381644j 2.57623e-17+0.101429j 5.255e-15-0.159572j -2.00198e-15+0.280437j -1.0071e-15+0.0138288j -1.3468e-15+0.0786718j -5.88857e-16-0.0217358j 2.22701e-16-0.0131987j 4.5497e-17+0.00593286j -5.5312e-16-0.0974645j 7.22529e-16-0.0107233j 5.38294e-17-0.010874j -3.41843e-16+0.00525742j 1.54545e-17+0.0679034j 1.11972e-15-0.0109012j 6.22833e-16-0.0568441j -4.87719e-17-0.00472349j 1.1161e-16+0.0255368j 4.35126e-15-0.02293j -1.77843e-14+0.00276961j 
7.10693e-15-0.0141318j 1.75647e-15+0.0190406j 3.61116e-16-0.0691508j -3.10472e-16+0.00961026j 6.22215e-16+0.0721996j -5.7502e-16-0.010667j -1.11657e-15-0.0159954j 7.00772e-16+0.0743715j -3.40915e-16+0.00575864j -1.21479e-15-0.0664696j -2.25689e-16-0.00619349j -5.54461e-16-0.0417632j -5.60365e-17-0.0297976j -3.77799e-17-0.0468388j 1.17629e-15+0.0528871j 1.35181e-15-0.019791j -2.0229e-15-0.066675j -4.18183e-15-0.0316005j -2.86501e-16-0.0200829j -2.44126e-16-0.0770485j 6.35989e-16+0.0877816j -1.57684e-15-0.0557909j -5.06656e-17-0.0218484j -2.97343e-15-0.0615944j -2.20052e-15+0.0797222j -5.36694e-16+0.0258882j 1.2743e-15+0.023421j -2.94483e-15-0.111729j 4.28588e-16-0.0680752j 4.69326e-16+0.0553197j -1.2028e-15-0.0042073j 1.15528e-14-0.0474962j -5.62073e-16-0.0108635j 3.47364e-16-0.00680033j 1.63179e-15+0.015245j 1.92133e-15-0.123506j -2.53045e-15-0.0296519j 3.25092e-14-0.0765415j -2.25132e-14+0.0400446j 5.75061e-15+0.0211356j 5.77805e-16+0.0736019j -1.70689e-15-0.0363298j -6.41872e-16+0.119786j 1.0021e-14+0.314008j 3.2124e-15-0.0394182j 3.24377e-15-0.280258j 5.93709e-16-0.0787626j 4.04278e-15+0.116177j -2.69768e-15-0.119371j 2.64414e-15-0.0350499j 1.14915e-15+0.154026j 4.83489e-15-0.197428j 1.68444e-15+0.0457618j 1.47593e-14+0.176119j -7.90622e-16-0.0894613j -2.43054e-15-0.382297j -3.87058e-15-0.327966j -2.41094e-15-0.10434j -4.63665e-16+0.0618593j -2.55123e-15+0.0437913j -3.79107e-15-0.156002j 4.76101e-15-0.252935j 2.70598e-15+0.12577j -6.25223e-15-0.267518j 3.79502e-15+0.192798j 2.95157e-15+0.0645058j -5.35391e-15-0.321118j 4.12185e-15+0.0899357j -1.42627e-15-0.0704797j 5.14436e-16-0.13263j 1.93218e-16-0.00896877j -5.22109e-16-0.0581871j 1.17207e-15+0.0195255j -8.4222e-16-0.0333155j -5.40862e-16-0.109673j 1.43366e-14+0.0430589j -6.07709e-14+0.0358089j 
7.63005e-15-0.0101292j 1.96569e-15-0.00203868j 2.27408e-16+0.0379531j -1.04844e-15-0.00335395j -4.0715e-16-0.0310402j 4.58019e-16-0.0103345j -1.86507e-15-0.0803762j -5.15961e-17-0.0542159j 1.68605e-15+0.00212445j -2.36979e-15-0.104512j 1.85593e-16+0.0174543j -1.08558e-15-0.00183239j -6.10361e-17+0.00754473j -8.38063e-16-0.0234274j -8.56986e-16+0.0387697j 8.88351e-16-0.0548568j 8.06958e-16+0.0425923j -4.60773e-15-0.0251371j 5.80166e-17+0.0176552j -1.17642e-15-0.0434009j -2.32343e-16-0.0233138j -2.81524e-15-0.00871451j -2.84304e-16+0.0393036j -2.29579e-15-0.0312226j -1.42694e-16-0.07361j -3.80321e-16+0.00139954j -1.68647e-15-0.0498767j -2.15511e-15-0.0326706j 1.6235e-15+0.0544656j 1.56586e-15-0.0171995j 1.00648e-15+0.0452081j 4.97247e-15-0.0206206j 2.19523e-15+0.0609584j 7.55296e-15+0.0676063j 5.61826e-16-0.0222673j -2.5323e-15-0.0304898j -1.78554e-15-0.103848j 1.58645e-14-0.00318667j -2.85315e-14+0.050034j 5.8641e-14-0.0228094j 2.41891e-15-0.0180986j -4.89985e-17-0.0578008j -3.45298e-15-0.0821505j 2.21204e-15-0.0136956j 2.68909e-15+0.0871055j -3.75422e-15-0.0064203j 1.26285e-16+0.0174695j 4.20328e-15+0.116946j -4.04341e-15+0.0415765j 4.81903e-15+0.159852j 5.33678e-15+0.111152j 8.51423e-15-0.480192j -1.51789e-15-0.063607j 3.23834e-14+0.28733j -3.47559e-15-0.170314j 4.40233e-15+0.220665j -8.00259e-15-0.115694j -5.23475e-15-0.176253j 4.61908e-16+0.0619556j -2.22882e-15-0.0699915j -2.22356e-15-0.178568j -2.13235e-15-0.0615306j 4.14993e-15+0.138967j 1.66528e-14+0.40223j 1.78701e-15-0.0212906j 8.7693e-15+0.180357j 8.90736e-16+0.0745592j 9.00028e-15+0.360604j -1.50927e-15-0.0782363j 2.40289e-15+0.129594j 4.57293e-15+0.119252j 5.44736e-15+0.1572j -3.35516e-15-0.0626911j -1.42399e-15+0.0101993j 6.06881e-16+0.0967373j -1.14168e-14+0.00828834j 4.98274e-14-0.0200183j 
-1.19226e-14+0.0137494j -2.97255e-15+0.008897j 7.83092e-17-0.0648378j 4.75957e-16-0.0629495j -3.30748e-17+0.0111511j -7.68959e-16+0.0937066j -2.37007e-16+0.0623545j -6.32019e-16+0.0929177j 6.4871e-17+0.107131j -8.19437e-16+0.0788371j 7.83437e-16+0.0199509j 1.45801e-15-0.0413658j 4.5791e-16-0.0127494j -8.46237e-16+0.0371052j 1.43404e-15-0.159376j 3.44151e-16-0.0296961j 3.12573e-15-0.0239894j -2.14876e-16+0.0102644j 9.47871e-17-0.0506005j -1.49517e-15+0.0215528j 9.8164e-16-0.0265973j 1.67494e-16-0.113115j 4.66266e-16-0.0708039j 1.17085e-15+0.0523255j 7.4302e-16-0.0308569j -1.65519e-15-0.0197571j -5.15029e-16+0.0249564j -1.10296e-15-0.00977445j -1.05943e-15+0.095213j 7.1714e-16-0.0066583j 8.65425e-16+0.0562946j 1.71664e-14-0.0642321j -5.85736e-16+0.028861j 6.39941e-16+0.0129235j -1.29007e-15+0.146666j 8.71255e-16-0.060846j -3.05641e-15+0.0975904j 6.16941e-14-0.210159j -6.86139e-14-0.127551j 1.15451e-13-0.0957092j -1.83491e-15+0.15551j 6.63741e-15-0.157222j 2.47027e-15-0.236119j -1.27522e-15-0.123649j -1.99083e-15+0.130612j -2.36866e-15-0.0198549j -4.97872e-16+0.0699873j 1.94548e-16-0.0953527j -1.63982e-15+0.0129558j 1.54455e-15-0.00416316j 4.25161e-15-0.0841223j 6.56273e-15-0.194503j -3.04318e-15+0.0462393j 5.26758e-15+0.0319513j -9.86419e-16+0.10504j 3.822e-15-0.150918j -4.55582e-15-0.118475j 1.73515e-15+0.117706j 6.76806e-15-0.233111j 1.33906e-15-0.0831118j -4.12995e-16+0.211802j 2.95175e-15-0.051214j 7.68627e-16-0.145667j 9.94023e-15+0.167258j -1.37537e-16+0.0698225j 6.08286e-16+0.0910622j 1.19843e-15+0.136916j 2.46254e-15+0.0145199j -4.41727e-16+0.0846605j 2.97166e-16-0.116143j 4.5153e-16-0.0235192j 2.8229e-15-0.0889541j 3.41849e-16-0.162386j 4.73109e-16-0.101556j 8.06405e-16-0.164911j -1.39397e-14-0.0602131j 6.5437e-14-0.0416554j 
7.45145e-18-0.0048684j -7.02482e-16+0.0209419j 9.56688e-18-0.00554085j 8.22686e-16+0.00524798j 9.9444e-16-0.0260094j -1.53079e-15+0.0282594j -2.57631e-16-0.0449697j 2.48639e-17-0.0262097j -7.74713e-16-0.0242469j 2.78124e-16-0.0549464j -7.91397e-17+0.0336601j 2.3215e-15-0.0551706j 1.07511e-15-0.0511993j -1.2537e-15+0.0618158j 3.20547e-15-0.0400614j 1.45154e-15-0.000261358j 1.95937e-15-0.136019j 1.31412e-14+0.143759j 1.65167e-15-0.0331406j -2.3175e-15+0.0269346j 4.06364e-15-0.0857887j -4.06077e-16+0.0882463j 9.88304e-17+0.0324736j 1.52283e-15+0.096028j 3.28997e-15-0.0538698j -2.7697e-15+0.0794695j 5.32931e-16+0.149298j -1.76859e-15-0.0131763j -4.20288e-15+0.139363j 3.60882e-16-0.0393829j -1.76653e-16+0.110343j -2.61044e-14+0.0920003j 1.94864e-15+0.00110331j 1.56763e-15+0.0261247j -2.55584e-15+0.105129j 4.64912e-15-0.0921738j 3.9652e-16-0.0536626j -4.98566e-14+0.0626729j 9.59036e-14+0.00710737j -2.33355e-13+0.148498j -1.70946e-15-0.0117853j 9.33717e-15-0.149735j 7.33148e-15-0.114137j 2.18094e-15-0.027255j -4.61899e-15+0.0217991j -4.0533e-15+0.0758587j -2.51373e-15+0.00783512j -1.35462e-15-0.055501j -3.84572e-15+0.209634j -4.95693e-15+0.208257j 8.68355e-16-0.0661624j -1.95509e-15+0.0584322j -9.49588e-16+0.118746j 7.6089e-15+0.144463j 4.54859e-15-0.240982j -3.41262e-16+0.0822746j -7.54525e-15+0.547898j 6.33669e-15-0.366744j 8.16745e-15-0.0861739j -8.49753e-15+0.226818j 3.1936e-15-0.197464j 8.61868e-15-0.134608j -2.29487e-15+0.1467j -1.61186e-15-0.475421j 8.16251e-16-0.20107j -3.28537e-15+0.00926813j -4.23414e-17-0.149171j -1.29463e-16+0.111294j -2.0653e-15+0.0207191j -5.37403e-16+0.0441437j -7.23284e-16-0.0186406j 2.64747e-15-0.0956372j 2.91748e-15-0.0305855j 2.11741e-15-0.027255j 8.99166e-16+0.0261387j 1.09877e-14-0.0315707j -4.30821e-14+0.0118226j 
9.16402e-15-0.00793964j 2.36343e-15-0.0182682j 1.57303e-15-0.060782j -1.29394e-15+0.0265926j -1.04451e-15+0.069282j -7.32825e-16+0.037464j 9.26256e-16-0.0141308j 1.11589e-15-0.0150377j 7.82376e-16+0.0165035j 9.94574e-16-0.0245313j -1.4551e-15+0.0732569j -1.03533e-15+0.0671493j -1.08635e-16+0.0126842j 9.25622e-16-0.0321278j -9.98734e-16+0.023517j -1.79091e-15+0.0401885j -1.50928e-15+0.0472543j 5.65977e-15+0.0682803j 9.21466e-16+0.0325453j 1.83291e-15-0.0893637j -1.60161e-15+0.0940489j -2.68574e-15+0.0635637j -4.23033e-16+0.0253494j 1.82948e-15+0.00686446j -2.26503e-15+0.0381882j 1.45934e-15-0.0541947j -6.36501e-16+0.0149005j -7.02986e-17-0.0297026j 1.89231e-15-0.117956j 7.74593e-16-0.0441272j -1.9904e-15-0.100147j 4.20024e-14-0.153166j -2.84906e-15-0.00792437j -1.06695e-14-0.14701j 1.5711e-15+0.00748113j -9.09074e-16+0.0577834j 5.24381e-16+0.0141215j 6.65392e-14-0.0242882j -7.89444e-14+0.205257j 1.19184e-13-0.00327058j 8.06368e-15-0.195441j -1.76744e-15+0.0480134j -1.9138e-15+0.0606457j -7.48377e-17+0.0845914j -8.63867e-16+0.0277297j 2.97936e-15-0.0617814j 5.0314e-15-0.157004j -7.75122e-16-0.0435648j -1.38567e-15-0.03141j 5.07221e-15-0.205288j 6.60411e-15-0.254881j 1.2772e-14-0.119789j 3.59965e-15-0.209963j -8.14053e-15-0.10118j -4.47967e-15+0.273349j -1.30918e-15+0.0426443j -2.07185e-15+0.0682089j -1.77356e-15+0.173892j 5.01734e-15-0.131601j 6.99402e-15-0.134377j -1.9168e-15+0.0849608j -1.37831e-14+0.288177j 3.40322e-15-0.168083j -7.50625e-16+0.129488j 8.52561e-16-0.0250236j 4.04558e-15-0.18021j -2.72347e-15+0.122259j -6.57503e-15+0.224975j 1.50005e-15-0.0204015j -7.82588e-16+0.0394127j -5.56035e-16-0.0171559j 2.61577e-15-0.129707j 3.16798e-15-0.11374j -1.81369e-15+0.0308779j 7.78626e-16-0.0664545j 2.61537e-14-0.0116347j -1.17558e-13+0.0477893j 
-2.37649e-16+0.0110288j 8.11415e-16-0.0484516j 5.41201e-16-0.0332521j -1.72853e-15+0.0620269j -1.21272e-15+0.0613326j 9.54723e-17-0.00713668j -1.28978e-16-0.0295816j 7.3923e-16-0.0137908j 6.2811e-16-0.0318901j -3.66124e-16-0.0223436j -1.02886e-15+0.0701241j -2.16989e-15+0.147062j -6.73371e-16+0.00345774j 1.91311e-15-0.0492797j -1.48175e-15+0.0966013j -4.35175e-15+0.0991547j -2.68006e-15+0.0893414j 3.58925e-15+0.032443j 1.26368e-15+0.0638335j 1.72794e-15-0.168342j -2.08734e-15+0.0622589j -1.58931e-15+0.0826806j -3.63197e-16-0.00888603j 1.28817e-15+0.0108341j -3.73529e-15+0.0844346j 4.34011e-16+0.0595917j -1.0157e-15+0.0294808j 6.51221e-16+0.0780661j 7.00252e-16-0.0210585j 4.49961e-16-0.0217537j 2.20329e-15+0.0581811j 1.31919e-14-0.0427869j -1.7506e-16+0.0474856j 4.28105e-15+0.0661443j 1.62013e-15+0.0133099j -1.60305e-15+0.0772628j 9.4741e-16+0.00886832j -6.5099e-14+0.246423j -2.97989e-16-0.00520746j 1.49453e-13-0.134197j 2.80233e-15-0.095837j -1.18441e-15+0.00584661j -3.87238e-15+0.10112j -1.46882e-15-0.0800569j 4.29136e-16-0.157715j 6.64052e-15-0.127252j 3.26117e-15-0.083362j -1.22325e-15-0.114899j -7.52925e-16+0.0480242j 8.88655e-16+0.0589001j -3.52026e-16+0.0251504j 5.81915e-15-0.0671897j 1.9184e-15-0.00726395j -7.84866e-15-0.0923945j -2.50274e-15+0.0253075j 1.24223e-15+0.0554982j 4.57219e-15+0.185521j -5.18651e-15+0.0878408j -3.58538e-15+0.234965j 4.7219e-15-0.143805j 1.03205e-16-0.0059393j -8.15083e-15+0.154037j 2.18686e-15-0.0576802j -5.10182e-15-0.199615j -1.9094e-15-0.186279j 4.90403e-15-0.420337j -2.66828e-15+0.00698639j -3.35444e-15+0.234286j 1.06187e-15-0.111331j 5.53737e-16-0.0872527j 2.09443e-15-0.182956j -1.08169e-15+0.00879867j -1.08535e-15-0.00714595j -1.48959e-15+0.0740674j -2.97089e-17+0.0488195j 2.71357e-16+0.00341306j -4.19247e-15+0.0025724j 
-8.04035e-15+0.00637051j -2.08106e-15+0.0198917j -7.84398e-16+0.0150509j 3.58596e-16-0.0537877j 5.40848e-16-0.0359991j -1.65092e-16-0.0597654j -9.84815e-16-0.0152614j 2.74088e-16+0.0439233j 1.24498e-16+0.0237334j -4.88179e-16-0.00130961j 9.04314e-16-0.0392968j 6.84825e-16-0.0781703j 4.72982e-16+0.00389319j 1.25411e-16+0.0321202j 4.72046e-16-0.0408833j -2.84767e-15+0.0990175j -2.81226e-16-0.0833479j -6.58841e-15-0.0646954j 2.43672e-15+0.0820788j -1.85535e-15-0.0100972j 3.78666e-16+0.027661j -1.38401e-16-0.151115j 4.50479e-16+0.00676229j 1.14746e-15+0.010414j -7.20421e-17+0.0122083j 9.53923e-16+0.0120282j 2.52742e-16-0.0492711j -1.92758e-16-0.0496409j -3.5727e-16-0.090313j 2.51551e-16-0.0017497j -4.73387e-16-0.0316846j 1.46521e-14-0.0559342j 4.31565e-16+0.0810492j -5.53106e-15-0.0539942j 1.95163e-15+0.087733j 9.62294e-17+0.0439584j 4.84907e-16-0.0729322j 1.27893e-14-0.0114332j -1.69255e-14+0.0125272j 3.80253e-14-0.020834j -1.08481e-15+0.0321945j -2.14892e-15+0.0687313j -1.31355e-15-0.0774831j 1.2417e-15+0.0925937j -9.01532e-16-0.0765535j -2.00727e-15-0.0308469j 2.18476e-16-0.142394j -2.29299e-16-0.0438139j -1.1884e-15-0.253962j 6.64983e-16-0.221698j 1.31755e-15+0.0568186j -3.40142e-15+0.00941048j -4.34934e-16+0.107304j -2.81025e-14-0.311556j -8.76094e-16-0.0333653j 1.50623e-15+0.203284j 1.65029e-15+0.0829771j -1.29571e-15+0.0727494j -2.68953e-15+0.280804j -3.73244e-15+0.0410236j 2.3911e-17+0.140565j 3.30131e-15-0.0439662j -1.48227e-15+0.0382831j -1.30842e-15-0.00937142j -3.62712e-15-0.204089j -2.16339e-15+0.21413j 5.99429e-16-0.216546j 3.73024e-15-0.220112j -1.22828e-16+0.118065j -1.17447e-15+0.00336478j 3.77803e-16+0.126903j 9.75922e-16+0.152285j -2.04826e-15-0.0288264j 4.74386e-16-0.106837j 5.02121e-17+0.0505193j 1.73569e-14-0.0173971j -7.93305e-14+0.0304931j 
7.89926e-15-0.0180052j 1.24282e-15+0.0338959j -7.24056e-17+0.00864555j -4.56127e-16+0.0392033j 5.73383e-16-0.0353495j 4.71461e-16-0.0134602j 5.84311e-17+0.0109645j 4.53445e-16-0.0488288j 1.35279e-16-0.0443277j -4.67698e-16+0.0249941j 1.11558e-16+0.0028235j 9.76104e-16-0.0351626j 4.59615e-16-0.0417403j 4.0147e-16-0.0314813j -5.01237e-17-0.00927702j 3.44549e-15-0.0620367j 6.70566e-16-0.0560686j 1.01549e-15+0.0062978j -4.20029e-16-0.00506436j 4.83518e-17-0.0197597j 7.09284e-16-0.0522168j -1.25008e-15+0.137197j -8.78415e-16+0.0124981j 2.81215e-16-0.00575898j 3.99181e-16-0.0158075j -7.62814e-16+0.0358103j 6.36933e-17+0.0382436j 3.51772e-16+0.0126594j -2.50713e-16+0.0323227j 1.51801e-15-0.111127j 9.93726e-16+0.0724076j -3.85625e-14+0.131851j 3.54407e-15-0.0977073j -1.82828e-15-0.0386101j 4.60248e-16+0.0095465j 1.99384e-16+0.0289739j -7.84466e-16+0.0505229j -5.4195e-14+0.082949j 8.42652e-14+0.00173988j -1.91279e-13+0.116483j -9.78962e-16+0.0587616j 4.73813e-15-0.0961015j 1.95957e-15-0.0271976j 2.30826e-16+0.0107467j -2.70735e-15+0.200825j -4.96886e-15+0.133051j -3.6416e-15+0.129879j 1.07299e-15+0.0362766j -3.99419e-16+0.0641666j 1.03632e-15-0.046286j -2.52369e-16-0.0187602j 6.26381e-15-0.0847166j 5.19817e-17-0.0538949j 1.68041e-15+0.0228226j -9.82959e-16+0.121559j 2.79612e-15-0.260203j 2.47006e-15-0.165746j -4.44054e-15+0.293127j -6.61611e-15+0.269154j 3.72401e-15-0.183227j 4.84066e-17-0.0451143j -4.87241e-16+0.00933985j 4.80561e-16-0.00337094j 6.51016e-17+0.183797j -1.30312e-15+0.256872j 4.0506e-15-0.356306j 3.42078e-16-0.050369j 3.18417e-16-0.00815032j -1.94337e-16-0.0489652j -3.1307e-16+0.10813j 2.81018e-15-0.208724j -3.26516e-15+0.1096j -2.708e-15+0.151647j 4.23285e-16-0.0251156j -8.38101e-16+0.0377544j 4.64972e-15+0.0724897j -2.48577e-14+0.0266976j 
3.16003e-14-0.0495108j 6.96147e-15+0.03069j -2.62524e-16+0.0204575j -3.75523e-16-0.0277979j -1.44602e-16-0.0319304j -1.15873e-16-0.0674601j -2.33354e-16-0.00541619j 4.96008e-16+0.0238386j 2.85678e-16+0.0190418j 2.50878e-16+0.0425737j 2.49192e-16+0.0664819j -3.64993e-17-0.0322378j 1.5634e-16+0.00465495j 4.0572e-16-0.0155783j -1.83127e-16-0.0253833j 1.75901e-15-0.0281933j 5.4607e-17+0.0138677j -1.15768e-14-0.104221j -1.33958e-16+0.00352413j 9.66244e-16+0.044263j 3.17847e-16-0.00831725j -9.50928e-16+0.0607478j -1.40724e-16+0.0503304j -3.14665e-15-0.0773293j 2.70072e-15-0.105482j -1.29284e-15+0.0533272j 5.64472e-16-0.0338131j -4.0471e-16-0.0521078j -7.03843e-16+0.113062j 7.2336e-16+0.0584501j -1.37696e-15-0.0204856j -6.7981e-15+0.0274822j 1.71363e-15+0.0864954j 1.84073e-16-0.0133375j 2.53773e-16-0.0634098j 8.12635e-16-0.0310287j 5.67675e-16-0.0764757j -4.08502e-14+0.0425063j 8.63168e-14+0.0243866j -2.28767e-13+0.155206j 5.98291e-17-0.126021j -7.71101e-16-0.00879317j -1.42288e-15+0.0288902j -6.04319e-17+0.00978865j -3.99593e-17-0.195212j 5.44775e-15-0.176805j 4.616e-15-0.159573j -3.25806e-15-0.145069j 2.23587e-16+0.083322j -7.60858e-16+0.0218204j 8.11938e-16+0.168975j 7.24494e-15-0.0997271j -3.5746e-16-0.000904871j 1.07568e-14+0.125714j 1.18537e-15+0.141465j 1.3107e-15-0.033451j -7.2661e-16+0.126419j 3.78412e-16+0.062732j 2.67607e-15-0.103461j 4.85298e-15-0.246286j 1.59249e-16-0.242308j 7.43727e-15-0.181787j 2.13927e-16-0.0924543j -3.53064e-15-0.266329j -5.53796e-16-0.249984j 9.5298e-16-0.19239j -1.26429e-15+0.309022j -2.29584e-15-0.0047707j 2.97479e-15-0.033747j 3.09741e-16-0.282374j 2.68034e-16-0.0779047j -1.02279e-15+0.26866j 3.7804e-16+0.145388j -2.73913e-16+0.0730987j -3.74935e-16-0.0406774j 7.75581e-15+0.0591541j -3.47809e-14+0.0281208j 
1.48768e-14-0.0141554j 3.36588e-15-0.0274917j -4.54441e-16+0.0311998j 1.47018e-16-0.0301105j -4.89778e-16+0.0322908j 2.12244e-16-0.0229555j -6.33331e-17-0.0766462j 8.11263e-17-0.0011924j 1.39824e-16+0.018943j 7.32729e-16-0.00516575j 3.20866e-16+0.0506522j 1.10495e-16-0.0307645j -9.0316e-17+0.0119996j 5.85515e-16-0.0223484j 1.12762e-16+0.012632j -2.62608e-15+0.0523326j -5.37223e-16-0.102753j -1.59722e-15-0.018949j 1.72242e-15+0.115249j -1.12073e-16+0.0842038j 3.39158e-16-0.0272618j -7.70609e-16-0.0267014j 5.8666e-16+0.0349948j 2.90742e-15+0.0892908j -1.79675e-15+0.0493997j -7.27005e-16+0.0435879j -4.61512e-16-0.00824591j 2.42194e-16+0.0519449j -6.92531e-16+0.0761869j -7.48838e-16+0.118214j -6.37953e-16-0.0385195j 1.18839e-14-0.0364763j -4.21105e-17+0.122809j 3.72677e-15+0.040361j -1.67769e-16-0.0282142j -5.20681e-16+0.00871603j 1.85789e-15-0.102265j -3.85246e-14-0.00430864j 6.64007e-14-0.0808315j -1.57023e-13+0.0771702j 4.90681e-16-0.0933794j 2.84035e-15-0.0838534j 1.23025e-15-0.0621968j -7.49911e-16-0.0985467j -1.76609e-15-0.0270711j -1.67312e-15+0.0101436j -2.71433e-15+0.0535278j -2.88191e-15-0.133843j -2.34435e-16+0.163862j -1.46463e-15-0.050126j -6.09487e-16+0.0827036j -6.52979e-15+0.0974828j 2.64999e-16-0.0338258j 2.20499e-15+0.0183035j 8.76801e-16+0.11887j -1.01812e-15+0.0498699j -3.93188e-16-0.28099j -2.14745e-16+0.210852j -1.64935e-15+0.0135993j -1.48518e-15-0.000100528j 4.79878e-16-0.0948455j -1.29008e-14+0.348827j -1.2909e-16+0.102633j 8.09049e-16+0.0544497j -4.19888e-16+0.134755j -8.56257e-16-0.0381179j 3.97835e-15-0.128933j 3.82698e-16-0.218691j -1.00166e-15+0.373331j -1.2628e-15+0.162168j 3.49817e-16-0.0752924j 5.44928e-16-0.0595086j -5.13756e-16+0.313321j 1.26428e-15+0.00614695j -5.09726e-17+0.0034689j -1.46083e-14+0.0264495j 6.63067e-14-0.0228728j 
