-0.0395155+0.0166927j 0.0127543+0.0154845j -0.0216215-0.0136264j 0.0200989+0.0510445j -0.0119688+0.0732258j 0.0678685-0.00683089j -0.033738+0.023605j 0.0322893+0.0208809j 0.0481464+0.020263j 0.047255-0.0590381j -0.090834+0.0411928j -0.01108+0.0615472j -0.0484165+0.0683096j 0.0759953+0.0121631j -0.0420863+0.0554389j 0.0187322+0.016357j 0.0501185+0.0154189j -0.0197369+0.0637088j -0.0222317+0.0252715j 0.0171194+0.0379937j 0.0790745+0.00971791j -0.00133221-0.00212531j -0.0297473-0.0765437j 0.0401997-0.00968687j 0.032305+0.0120008j -0.0868831+0.0162904j -0.0156091+0.0115531j 0.00288031-0.0622817j -0.0325226+0.0113042j 0.0113589+0.000403434j -0.0182268+0.071718j -0.0479973-0.00392627j 0.0724172-0.0226032j 0.0209306-0.0258972j 0.0104664+0.0110775j 0.00552183+0.0234958j 0.171105-0.0397269j -0.059882-0.0267497j 0.0263349+0.0263226j -0.0269144+0.0373211j 0.0747287+0.0467633j 0.0189934-0.0226347j 0.0381366+0.0332653j -0.0246024+0.056213j 0.032998-0.0475671j 0.170155+0.0882143j -0.0059777-0.0362077j 0.0648136-0.041242j 0.0668096+0.000803582j 0.0773978-0.078164j -0.0601288-0.0335693j 0.0102067+0.00483053j 
0.000376086-0.000414038j 0.0012049+0.00125116j -0.0013002-0.000164137j -6.21988e-05+0.00112131j 0.000409519+0.0010815j -0.000884545+0.000173258j 0.000615071+0.0014421j 0.000303521-0.000656429j -0.00241991+0.000835605j 4.13004e-05-0.00158698j -0.000791332+0.000700178j 0.00264835+0.0016047j -0.000738396-0.00132085j -0.00108448+0.000765471j 0.000477723+0.000259678j -0.00103566+0.000405615j 0.000145586+0.000500584j 0.000468181-0.000214107j 0.000481323-0.000457141j 0.00155343+0.0015658j 0.00136183+0.000538509j -0.00114349+0.000863832j 0.00173613+0.00181868j 0.000408993+0.00346296j -0.00057961+0.00374903j 0.00167045-0.00182806j -0.000673311+0.00156656j 0.00195231-0.0041424j -0.00366901+0.001794j -0.00185569+0.00113852j 0.00108248-0.00322887j 0.00283447-0.00453446j -0.00160268-0.000753158j -0.00137537+4.99565e-05j 0.000866759-0.000782091j -0.00217749+0.000278601j 0.00158364+0.0018046j -0.000143699+0.000664233j 0.000178365+0.000734106j 0.00149801-0.00174622j -0.000974684-0.00141831j 0.00202664+0.000266105j 0.00186045+0.00161771j -0.000148902+0.00317511j -0.00156811-0.00054042j 0.000713501-0.00240629j 0.000116221-0.000786922j 0.0042901-0.000369572j 0.00363468-0.00398561j 0.000943133-3.34971e-06j 0.00422392-0.000707482j -0.00863568-0.00202928j 
0.00132248-0.000402811j 0.00121958+0.00101571j -0.00195433+5.45773e-05j -0.000783143+0.000480423j 0.00106223+0.000687338j -0.00189587-0.000145388j 0.000703251+0.000466141j -0.000385456-0.00209908j 4.54487e-05+0.000445642j -0.0021473-0.00168261j -0.000593469+0.000534703j 0.00179382+0.00125714j -0.0024809-0.000978529j -0.000933005-0.000953398j -0.000633317-8.27369e-05j 0.000270263+0.0012892j 0.000871082+1.72216e-05j -5.45252e-06+0.00142138j -0.000221759-0.00242394j 0.00279517+0.00173404j 0.00345936+0.000847084j -0.00215369-0.00105168j -0.00106422+0.000491894j 0.000957149+0.00343674j -0.000148241+0.00168258j 0.001455-0.00147622j -0.00313941+0.000744689j 0.00116439-0.00294893j -0.00290889-0.00128113j -0.00332517-0.000229025j 0.000318969-0.00325582j 0.00317225-0.00406966j -0.00124601-0.0017874j -0.00297457-0.00087319j -0.0008623+0.00187601j -0.00188842-0.000495839j 0.000959865+0.00129408j -0.00144074+0.000748338j -0.00174459+0.00150688j 0.000905188-0.00131986j 0.000706068-0.000876735j 1.54323e-05+0.000151917j 0.000486132+0.00205593j -0.00034333+0.00260095j -0.00138696-0.000593911j -0.00385888-0.00233568j -0.000399294+0.000270842j 0.00149191+0.00141592j 0.00290755-0.00192831j -0.00183917+0.000169348j 0.0051118+0.00153984j -0.0076801-0.00605601j 
-0.00547646-0.000644175j -0.00500922+0.00426291j 0.0102649+0.0051172j -0.00299111+0.00639457j -0.00472132-0.00233808j 0.00227623+0.00561915j -0.00451408-0.0010503j 0.00792355-0.0131321j 0.000101633+0.0027297j 0.00276181-0.000414403j 0.00262581-0.000323391j -0.00116178-0.00154119j 0.0166614+0.0102898j -0.00710031+0.000650045j -0.00281086+0.00198051j -0.00336834+0.00285417j -0.0140191-0.00442126j -0.000400532+0.000562318j -0.00268582+0.00706068j 0.000448971-0.00449143j -0.00138231+0.00544969j 0.00441449+0.000238448j 0.0042948+0.00126476j -0.00257736-0.00409865j 0.00303957-0.00118991j -9.87367e-05+0.00777901j -0.00249248-0.00433569j -0.000685148+0.0260988j 0.00108339-0.00820969j 0.00891683-0.00159648j 0.0079314+0.00800617j -0.00347687-0.00319807j 0.000489878+0.00430056j -0.00260016+0.000878256j -0.0112002+0.00117853j -0.00253803+0.00250198j -0.00413321-0.00529248j -0.00449029-0.00827321j 0.00411819-0.00211294j -0.00577091+0.000152196j -0.000399766-0.0109969j -0.00234725+0.00177443j 0.00106107-0.00445474j 0.000653789+0.00276883j 0.00192711-0.00423343j -0.000470388+0.00152768j -0.00333186+0.0059343j 0.00385556-0.00233516j 0.0106965+0.000631453j -0.00919549-0.00169674j 0.00623396+0.00433615j -0.012524-0.00113334j 
0.0011179+0.0017412j 0.00277722+0.00201556j -0.00273847+0.000913023j 0.0055875+0.00525452j 0.00426449+0.0045222j 0.000108683-0.000377535j -0.000355085+0.00147008j -0.000683502+0.0015178j -0.00422704+0.00495008j -0.00492163-0.000637279j -0.00344573+0.000803315j 0.00696761-0.00137333j -0.00723917-0.00145742j -0.00205099-0.00259659j -0.00150162+0.00208113j -0.00161675-0.00103725j 0.000945339+0.00215834j 0.00253486+0.00203557j 0.00409842-0.00393872j 0.00636558+0.0038841j 0.00344501+0.00146547j -0.00683918+0.00255739j 9.50181e-06-0.00181369j 0.000969429+0.00755109j 0.00160915+0.00708591j 0.00389574-0.00936326j -0.00337537+0.00288095j -0.00161252-0.0103199j -0.00266259-0.00777754j -0.000883687-0.00349608j 0.00188261-0.0111044j 0.0119972-0.00479278j -0.00206703-0.00501519j -0.00142032-0.00649049j 0.00449257-0.00104866j 0.00101932-0.00170768j 0.00355255+0.0015347j 0.000515091+0.00245322j -0.0037898+0.000852023j -0.000501581-6.58733e-05j -0.00555168+1.86956e-06j 0.00383109-0.000820571j 0.00207075+0.00821581j -0.00344165+0.0127871j -0.0106521+0.000926407j 0.000828592+0.00675782j 0.00212908-0.00308167j 0.0123677+0.000714924j 0.0234488-0.00589882j -0.00198183+0.00532887j 0.00066044+0.00151258j -0.0276453+0.00353118j 
-0.000508451-0.000854666j -0.000356857-0.000363402j -0.000448547-0.000519003j -0.00189699-0.000376531j -0.000504436-0.000494849j -0.000847666+0.000353045j -0.000798226-0.000911816j 0.00124706-0.0026648j 0.00197269-0.00122996j 0.00120095-0.000665943j 0.000116327-0.000126056j -0.00305231+0.000858745j 0.00179413+0.000948164j 0.000842226+0.000672022j -0.000947182+7.91307e-06j 0.000152598+0.000439396j -0.000995476-0.000831777j -0.00207326-0.000581724j -0.00161439+0.000285344j -0.00200129-0.00123284j 0.00021022+0.000111035j 0.00180281-0.000929021j -0.000991606+0.000304495j -0.000593037-0.00172673j -0.000902586-0.000925357j -0.0010168+0.00252936j -0.000770885-0.000161137j 0.000936343+0.00315399j -0.00110892+0.00482948j 6.56922e-05+0.00144779j 5.78635e-05+0.0049302j -0.00375885-0.000743059j 0.00103639+0.00224447j 3.01525e-05+0.00401087j -0.00388755+0.00167376j -0.000968459+0.0009758j 0.000647035-0.00149504j -0.00167393-0.000545472j 0.00176163-0.00105626j -0.000582445-0.0016327j 0.000612804-0.000216405j -0.00121538+0.00130486j -0.000823212-0.00218217j 0.000812855-0.00196585j 0.00219842-0.000566664j 0.00152771-0.00367356j -0.00147865+0.00222707j -0.000252106-0.000719987j -0.00494811+0.000379969j 0.00242834-0.00149113j 0.00104229-0.00141054j 0.00473632-0.00161299j 
-0.000167342-0.000257973j 0.000671451+0.000991369j -0.00289146+0.000596265j -0.00070923+0.00132577j 0.000739588+0.00158713j -8.38634e-05-3.70788e-05j -0.000997405-1.1571e-05j 0.000747359-0.000619644j -0.00204143+0.000596545j -0.000175508+0.000252346j 0.00114532-0.00127432j 0.0023369-6.42401e-05j -0.00245799-0.00143203j -2.04482e-05+0.0006273j 0.000655015+0.00101027j 0.00141232-0.00124649j 0.000719026+0.000393651j 0.00150057-0.000584023j 0.0010596-0.00113642j 0.000838276+0.000673727j 0.0023606+7.4654e-05j -0.000954776-0.00133432j 0.000335053+6.65482e-05j 0.00054381+0.0014049j -0.000810732+0.00359571j 0.00172286+9.84646e-05j -0.000696792+0.000594333j 0.00257803-0.00410818j -0.00647141+5.99439e-05j 0.000697408+0.00154338j -0.00370936+0.00268945j -0.00344607-0.000531254j -0.000315716+0.000830191j -0.00140155+0.00183909j 0.000323754+0.000879348j 0.00107534+0.000105444j 0.000936929+0.000728284j -0.0013982+0.00178381j 0.0025959+0.00011172j 0.00451596-0.00118966j 0.00100996+0.00261737j -0.000190419+0.00071857j 0.00229929+0.000929274j 0.000670868+0.00214102j 0.0123682-0.000532951j 0.00322086+0.00311631j 0.000603374+4.6259e-06j 0.000459105-0.00138865j -0.00129084-0.00481576j 0.00702916-0.00167386j 0.00527413+0.000159326j -0.00239332-0.00639047j 
5.21084e-05-0.000385211j 1.07477e-05-0.000519078j 0.000493699+0.000114236j -0.00091588-0.000446253j -0.000777045-0.000309368j 6.00126e-05-0.000298748j 0.00108044+0.000849228j -0.00057121+0.000394883j 2.72104e-05+1.93665e-05j 0.00020277+0.000388882j 0.000128311-9.94656e-06j 0.000245643-0.000407376j 0.000434184-0.000576168j -0.000795115-0.000144765j 0.000724518-3.69615e-05j -5.72169e-05+6.9105e-05j -0.000166692-0.000126448j 0.000298155-0.000117643j 2.82868e-05+0.000427448j 0.000334209-0.000214458j 0.000251944+0.000115095j 4.62465e-05-5.93626e-05j -7.8989e-05-0.000346395j 0.000408209-0.000726718j 0.00064213-0.000904165j -0.000555081+0.000328773j 0.000912506-0.000348414j -1.43618e-05-0.000159609j 0.000372199-0.000294167j 0.000189054-0.000235974j 0.000384208-0.00157187j -0.0005654-0.000846777j -0.000204758-0.00032375j 0.000110429-0.000959899j 0.000637567-0.000120435j 0.000378184-0.000434292j -0.00238403+0.00109528j 0.000555182+0.000363101j -0.000696589+0.000380792j -0.000162397+6.30105e-06j 0.000265374-0.000724447j -0.000571091-0.000153487j 0.000723327-0.000242632j 0.000723155-0.00187583j 0.000890614+0.000588676j -6.25764e-05-0.000800449j 0.000220505-0.000439119j -0.000144168-0.000146931j -0.00183629+0.00182828j -0.000856256+8.99181e-05j 0.00130933+0.000796869j -0.000102615-0.00538316j 
-0.00073581+0.000767455j 0.000415914-8.55908e-06j -0.00149561+0.000358863j 0.000732972+0.000962396j 0.00119442+0.0017269j 0.000900054-0.000813201j -0.00109263+0.00138081j -0.000972455-4.03806e-05j 8.55884e-05+0.00199406j 0.000993962+0.000838191j 0.000104788-0.000280864j 0.00122131-0.00223961j -0.00170226-0.000475922j 0.000888882+7.28129e-06j -9.28404e-05+0.000633867j 0.000875468-0.00142597j 0.000642261+5.81632e-05j 0.000375596+5.1727e-05j 0.00177825-0.00134137j 0.00194507+5.0789e-05j 0.00199741+0.000556839j -0.00223366-0.000949158j -0.00097477-0.00242838j 0.000494686+0.000948398j 0.000413514+0.00208696j 0.000335543-0.00214519j -0.000303527+0.00113308j -0.000896957-0.00364059j -0.00133688-0.00276504j 0.00201785-0.00162959j -0.00142119-0.00195417j -0.00250277-0.000933469j -0.0004278-0.00130629j -0.000636274-0.00286619j 0.00168306+0.000224602j 0.00131144-0.00105161j 0.000187718+0.0011085j -0.000174446+0.00135349j 0.000347677+0.00103557j 0.0012272+0.000530619j -0.000562757+0.00303295j 0.000191321-0.00049971j 0.00294694+0.00294467j -0.000590965+0.0025363j 0.00268095-0.00451081j 0.00722981+0.00472043j 0.00145072-0.000474523j 0.00582433+0.00010572j 0.00226983-0.0014072j 0.00485825+0.00189101j -0.00143006-0.000174722j -0.00500347+0.000348602j 
-0.00106368+0.000229091j -0.00280345-0.00609731j -0.00296463-0.00146608j -0.00344864+0.00147819j 0.00027978+0.00139318j -0.00401025+0.000284261j 0.000988397+0.00349681j -0.00166515+0.00269263j 0.0045923-0.000243476j 0.00610522-0.00259876j 0.00119873+0.00382625j -0.00681728-0.00505283j 0.00020065-0.00548518j -0.001497-0.00208415j 0.00429889+0.00291626j 0.000150639-0.00503153j -0.00575707-0.00292513j -0.00481274-0.00145427j 0.00183623-0.00175553j -0.00478527-0.00663983j 0.00173652+0.00465813j -0.00136666+0.00422029j -0.00414395-0.0105834j -0.0074056-0.0106171j -0.00234228+0.000694739j 0.00426683+0.00243582j -0.00613308-0.00152592j 0.00536682-0.0049395j 0.000409556+0.00407798j 0.00392806+0.00619074j 0.00373033-0.00286797j -0.00153241-0.00158057j 0.000208979+0.00106097j 0.00771271+0.00344062j -0.000311513+0.00451429j 0.0036446+0.000844311j -0.00799811+0.000928407j 0.00225166+0.00954686j 0.00186167-0.00310479j 0.00223569-0.0141653j -0.00617871-0.0108594j 0.0016979+0.0084254j 0.00289478-0.000666133j -0.00406341+0.00413305j 0.0140302+0.00861647j 0.00248303-0.00475851j -0.00114719+0.00122309j 0.0130357+0.00612687j -0.0121792+0.00896336j 0.0149388+0.00978606j 0.0168568+0.0229253j -0.0153233-0.0102745j 
-0.0001161+0.00140768j -0.000666111-0.000160453j 0.000732623+0.000342408j 0.00190473-0.000508066j 0.00109393-0.000219673j 0.00108844-0.000526433j -0.000994048-0.000366836j 0.000440221-0.000299243j -0.00135611+0.000498704j -0.000911479+0.000246729j -0.000539622-0.00120485j 0.00130539+1.63526e-05j -0.00089094+0.000138937j 0.00118627+0.000695547j -0.00181391+0.000513559j -0.00148646+0.00122385j 0.000177929+0.000778584j -0.000435377+8.31773e-05j -0.000735986-0.000676046j 0.000446138+0.000750074j -0.00114553-0.000217304j -0.000975167-0.000600493j 0.000998005+0.0012031j -0.000371789+0.00123761j -0.00145563+0.000117855j 0.000644383+0.000337965j 0.00277035-0.000474632j -0.00297521+0.00108141j 0.000197789-0.00155397j 0.00111069-0.000577219j -0.00158527-0.00241634j -0.000685111+0.000910595j 1.3981e-05-0.000180596j 0.000517683-0.000604211j 7.83856e-05-0.000850662j 0.000110678+0.000589742j -0.000898648-0.00104797j -0.000418651-0.00234688j 0.000570426-5.72946e-05j 0.000984124+0.00208483j -0.000777068+0.00362464j 0.00194557-0.0019473j 0.00101557+0.0021778j 0.000859473+0.000234072j 0.000704872-0.00255978j -0.0014041-0.000934588j 5.49983e-06+0.000878735j 0.00150021-0.00160556j 0.00317905-0.00426331j 0.00162044+0.000501157j -0.00336902-0.0032739j -0.00145618+0.00290398j 
-0.000756-0.00087748j -0.000263381+0.00161827j -0.00032768+0.000324585j -0.000252109+0.000488513j 0.00027862-0.000545473j -0.00110061-0.00120298j 0.00146624-0.0023193j -0.000692815-0.00062996j -0.000534065-0.00263543j -0.00442524-0.00335473j 0.00349028+0.00374228j 0.000703707+0.000962911j -0.00495683-0.00590903j -0.00124795-0.0029952j -0.000912503-0.000558617j 0.00284563+0.00305661j -0.00106772+0.00127046j 0.00211708-0.000658757j -0.00103593+0.00112546j -0.00158199+0.000170162j 0.00554053+0.00249256j 0.00483876+0.00482025j 0.00267757+0.000744409j -0.00501882-0.00863378j -0.00168776-0.00167998j -0.000335117-0.00381913j -0.000148342-0.00216093j 0.00087605-0.00622543j -0.000752248-0.00354177j 0.00646733+0.00581371j -0.00307711+0.0013064j 0.00554839+0.000551589j -0.00147951-0.00144328j -9.312e-05+0.00657131j -0.00113643+0.00197039j 0.00129494+0.00791013j 0.00268162+0.00479568j 0.00115364+0.00333777j -0.00318002-0.0020448j 0.00181986-0.00054165j 0.00393114-0.00386726j 0.00550479-0.00245669j 0.00291007-0.00434325j 0.000348286-0.00143394j -0.000829149+0.004496j -0.00462558-0.00240481j -0.000275306+0.000502594j -0.00681616+0.00159059j -0.00377924+0.0043849j -0.000300315-0.0039821j 0.00762291+0.00237892j 0.0064788-8.39466e-05j 
0.00118417+0.00454828j -0.00275424-0.0019422j 0.0027594+0.00221323j 0.00719424-0.00104266j 0.00464315-0.00179812j 0.00107144-0.00184169j 0.000701262-0.00258934j 0.00159096+0.000138138j -0.00351301+0.000881145j -0.0073129-0.00498842j 0.00202486+0.00059634j 0.00617138-0.000488423j -0.00616449-0.00704751j 0.00138434-0.00276369j -0.0065127-0.000563723j -0.00171417+0.00497833j -0.00272205+0.0037023j 0.000900589-0.00050707j -0.00346606+0.000243886j -0.000262316-0.000500916j 0.00376331+0.00180382j 0.00217897+0.00418281j 0.00515191+0.000564358j -0.00467026-0.00828799j -0.00752453+0.000209221j 0.00206049-0.00205215j 0.00993588-0.00499233j -0.0024479-0.00421622j -0.00286291-0.00469878j 0.01025+0.00949857j -0.00662335-0.0112963j 0.0057828+0.00314814j 1.2605e-05-0.00343405j 0.00337813+0.00778855j -0.000231244+0.00129551j 0.00385341+0.0141889j 0.00509747+0.00249942j -0.00291339-0.00477822j 0.00245538-6.26273e-05j 0.0086156+0.00221179j -0.00356086+0.00482343j 0.014211-0.011489j 0.0091643+0.00253347j 0.00063759-0.00025281j 0.00244941-0.00273987j -0.0117095-0.00502217j -0.00384122+0.000526396j -0.0016398-0.00756594j -0.00082827-0.00453105j 5.43565e-05+0.00184044j 0.00358263-0.00370898j -0.00146963+0.00606291j 
0.00808025+0.00426811j 0.000469051-0.00396278j 0.00227526+0.00365312j 0.00263588+0.00111964j 0.00351184-0.00128775j -0.00115825+0.00348033j 0.00183354-0.000280891j 0.00591908+0.00576171j 0.00337822+0.00399208j 0.000592627-0.00262034j -0.00413457-0.00353243j 0.00291345-0.0048559j 0.00866323+0.00265461j 0.00617111+0.00661541j 0.000456244-0.00177989j -0.00389613-0.00604414j -0.00203076+7.76538e-05j -0.00302698+0.00166958j -0.00236709-0.000520216j 0.00349539-0.000885294j -0.0117918-0.00786511j -0.00662335-0.00702892j -0.00333915-0.0048068j 0.0149217+0.00946762j -0.00446784+0.00692998j 0.00383852+0.00818746j 5.71078e-05-0.00158341j 0.00213642-0.00207452j -0.00184573+0.00412999j -0.0119527+0.00724534j 0.00567998-0.0082907j -0.000300676+0.00143603j 0.000777771+0.0034183j 0.00158242+0.00112618j 0.00159417+0.00131221j -0.000745298+0.000517327j 0.0033993-0.00803206j -0.00768236-0.0127868j 0.01197+0.0141493j 0.0090377+0.00180391j -0.0149704+0.00259656j -0.00449257+0.000430831j -0.000785959-0.00346962j 0.00174648+0.0032808j 0.00141477-0.00390337j -0.0115161-0.000505182j -0.0117441-0.00163847j 0.00458949-0.00565421j -0.00577185-0.00187747j -0.00302335+0.00204869j 0.00366171-0.00146766j -0.00229802+0.000456029j 
0.000311171-0.000267872j -0.000128509-0.000278466j -0.000145403+0.0004123j -4.63739e-05+0.000210917j -8.37508e-05+0.00016483j 0.000166155+0.000334413j -0.000276437+0.000352819j -0.000286527+0.000418805j -0.000822803+0.00134996j -0.00138035-0.000103914j 0.000753003-0.000623389j -0.00132938+0.000898153j -0.00140116+0.000300478j -0.00196302+0.000494878j -0.000511155+0.000144677j 0.00125961+0.000103673j 0.00251947+8.26933e-05j 9.12032e-05-0.000363711j 0.000906273-0.000385947j -0.000246334+0.00087481j 0.000843464+0.000300406j 0.000731259-0.000243637j 9.81881e-05+0.000314985j -0.00121531-0.00112201j -0.000715381+0.000836587j -0.00102836-0.000255879j -0.000120083+0.000743654j -0.000161009+0.00100289j 0.00120524-0.000380743j -0.00283674-0.00406694j 0.000405404+0.00231556j -0.00128616-0.00115181j 0.000682876-0.000441042j -0.000792576-0.00453501j -0.000262161-0.00134743j -0.000314933-0.00133229j -0.000848697+0.00117885j 0.000936472+0.00240543j -0.000965947-0.00498423j -0.000892976-0.00102161j -0.000379786+0.00200105j -0.00230378+0.00121361j -0.000726809+0.00203104j -7.86331e-05-4.69204e-05j 0.000694821-0.000462036j 0.00170995-0.00101911j 0.00226619-2.45617e-05j -0.000156013+0.000821861j 0.00170797-0.00123687j 0.00113414+0.00044633j -0.00124172-0.000302082j -0.000896406+2.86314e-05j 
0.00365782+0.000255695j 0.000658302+0.000366331j 0.00180663+0.00610826j 0.00119087+0.0034651j 0.00144734+0.0012077j -0.00215658+0.00103017j 0.00242046-0.000550995j 0.00888677+0.00524351j -0.00735976+0.00678571j -0.00314648+0.00560111j 0.00162504+0.00251391j -0.01221+0.00750512j -0.00610452+0.00653835j -0.00212017+0.00300707j 0.00947913-0.00104828j 0.00820375-0.00223907j -0.00367265+0.00361142j -0.000226639-0.00121565j 0.0053493-0.0019233j -0.000678101+0.00737014j -0.00303093-0.000548014j 0.0121465-0.0074644j -0.00718568+0.00349643j -0.00175361+0.000378884j -0.00488299-0.000979037j -0.0103435+0.000988764j -0.00767832+0.000903735j 0.00162145-0.00863156j 0.00660108-0.00974045j -0.0189607-0.0038403j 0.00276043+0.00738796j 0.00245948-0.000878653j 0.00647936-0.00610155j 0.00127132+0.0147215j 0.00042514-0.00159297j -2.50318e-05-0.00266209j 0.00136652+0.00485408j -0.0011657+0.00486122j 0.00342382-0.00318682j 0.00538885+0.00542267j -0.01121+0.00122819j -0.0151399+0.00317058j -0.00333412-0.00703694j 0.0036907-0.00474481j -0.00374224+0.0118001j -0.00651534+0.000550936j -0.00726153-0.00149641j -0.00344347-0.000849387j -0.00410699+0.00699027j -0.00170552-0.00708482j 0.00742925+0.00256018j 0.0102826+0.00597158j 
0.00331801-0.00222941j -0.0017681-0.00441577j 3.8632e-05+5.85967e-05j -0.000553428-0.000563897j -0.00395959-0.000701614j 0.002361+0.00381697j 0.000682809+0.000212598j -0.00620248+0.00125085j -0.00458916+0.0128042j -0.00777007+0.00400102j 0.00345053-0.00788926j -0.00329983+0.00364398j -0.00761226+0.0108001j -0.00583103+5.12412e-05j 4.84593e-05-0.000576234j 0.00452197-0.00414353j -0.0064145+0.00378081j -0.00221854-0.0022706j 0.00443663-0.00337234j 0.000364392+0.000939044j 0.00845053-0.00321406j 0.00462903-0.0035366j 0.000217695+0.00687052j -0.00362802+0.00115487j -0.00252846+0.000139793j -0.00148879+0.00338958j 0.00258729+0.00486436j 0.00326962+0.00554224j 0.00296474-0.00302612j -0.000754421-0.00194791j 0.00223952+0.00258631j -0.00879111-9.57848e-05j -0.000614304-0.00904162j -0.0088841+0.00642432j -0.000625001+0.000462754j -0.00241436+0.00185826j -0.00206301+0.00142403j -0.000957866+0.00408705j 0.00243133-0.000873393j 0.00234718-0.000667865j -0.0089402+0.000486737j -0.00211748-0.0124426j 0.00249426+0.0141189j -0.00628853+0.00760296j 0.0015782-0.0152012j 0.00220883+0.00262814j -0.00527778-0.00211239j 0.0136811-0.00245002j 0.00203304-0.008871j -0.00489653+0.0103659j -0.0102504-0.00508308j -0.0148829-0.00785852j 
-0.00146663+0.00204052j -0.000331524+0.00120913j 0.000748082+0.00175878j 0.00115842+0.000134753j 0.00250992+0.000729145j -0.000876823-0.00237328j -0.000478605-0.001022j 0.00658638+0.00203666j -0.00168377-0.00504862j 0.00385613-0.000758167j -0.00190278+0.00369197j -0.00184887+0.00256571j 0.00107642-0.00296628j 0.00367419-0.000546041j 0.0012182+0.000328215j -0.00161409+0.00196083j 0.00306641-0.00102966j -0.00023707+0.00111137j -0.000829253+0.000795876j -0.000872783+0.00336429j -0.00753846+0.00236895j 0.000411963-0.00174571j -0.00195291-0.000585251j -0.000424276+0.000492841j -0.00217971-0.00114274j -0.00222571+5.56632e-05j -0.000212847-0.00237879j -0.00589797-0.00189699j 0.00201453-0.00186485j -0.00391862-0.0013945j -0.0011959-0.000424709j 0.00370982+0.000402257j 0.0026665+0.00155488j 0.00577434-0.00193483j 0.000824991-0.00253644j 0.00210917-0.00305381j -0.00223841+0.001651j 0.000605976-0.00340727j 0.000412843-0.0015746j 0.000663184+0.00414272j 0.00216993+0.00275048j -0.00278979+0.00497593j -0.00176696-0.0041577j 0.00246254-0.00344672j 0.0049864+0.0142411j -0.00178491-0.0028441j 0.00192552+0.000902612j -0.00317309-0.00221952j 0.00318075+0.00184145j 0.00420527-0.0047683j 0.00566304+0.00370753j 0.00537237+0.00899901j 
0.00276581-0.00508158j 0.0035027+0.000813367j -0.00227223-0.000633723j -0.00597612+0.00289086j -0.00338668+0.000269262j -0.00152987+0.00195497j 0.00472348-0.00631992j -0.00241318+0.00321907j 0.00807844-0.00262013j -0.00533531-0.00873685j 0.00219109+0.00593615j 0.00354029-0.000881767j 2.673e-05-0.00454971j 0.0028191-0.00275277j -0.0018569-0.00397072j 0.00594543-0.00245775j -0.00145548-0.000188217j 0.00181859+0.00116067j -0.00095966+0.00355721j 0.00282605+4.19822e-06j 0.00634739-0.00306764j 0.00257287+0.00237773j -0.000450487-0.00246994j 0.00720096-0.00534828j 0.00180917+0.00151424j -0.00217097-0.00316397j -0.00536226+0.00139888j 0.00146832-0.00880955j -0.00109761-0.00278377j 0.00505741+0.00995005j 0.00468255+0.00596325j 0.00230641-0.000738606j -0.00591245-0.00184031j -0.0104531+0.00325495j -0.000496152+0.00498869j -0.00279246+0.00965003j 0.0108654+0.00275017j -0.00144503-0.00251595j -0.00373958+0.0125576j -0.000892505+0.00164003j 0.00366117-0.0115158j 0.00227301-0.0064287j 0.00160699-0.00601633j -0.00504644+0.00521538j -0.0113148+0.00302562j 0.00075268+0.00466258j -0.00704215-0.00402814j -0.00227244+0.00590389j -0.0022093+0.00821121j -0.00990515-0.00442875j 0.00278989+0.000306674j 0.00917421+0.00186279j 
-0.00111157+0.00110298j -0.000888528-0.000514839j 0.000233282-0.000416761j 0.000982256-0.0010171j 0.000794118-2.44159e-05j 0.000235175-0.000720484j -0.00210953+0.00135012j 0.00101006-0.0014859j -0.00156185-0.000463042j 0.00174324+0.00183444j -0.000707333-0.000977475j -0.000864434+0.000629766j 0.000734315+0.000181538j -0.000399089+0.000716803j -0.000458255+0.00147617j -0.00251228+0.00189542j 0.000942225-0.000415624j -0.000593246-0.000352501j -0.000435553-0.00073756j -0.00131805-0.000370042j -0.0017307+0.00114891j -0.00120656+7.2617e-05j 0.00023959+0.000272684j -0.00258612+0.00127353j -0.000412696-0.000343997j 0.000971682+0.000873834j 0.00124714-0.000370134j -0.00103141+0.00348198j -0.000877868+0.00259033j -0.000412212-0.00258445j -0.00107539-0.00189639j -0.000646983+0.000319452j 0.00147877+0.00121805j 0.00289045-0.00160379j -0.000293836-0.00122186j -0.000434607-0.00259613j -0.00190343-0.00138969j 0.000165693+0.000308826j 0.000706037-0.00375976j -0.000557995-0.00134436j 0.000485522+0.00312147j -0.000391151+0.00219581j -0.000444074+0.0022192j 0.00196519-0.00189416j 0.00334907+0.000394394j -0.00114508-0.00307085j 0.00240677+0.00206085j 9.74053e-05-0.000443461j 0.00117222-0.00269049j 0.00337761+0.000968045j -0.000445489+0.000310047j -0.00258373-0.000310387j 
