0.000758773-0.0203067j -0.0509374-0.0324575j -0.0749338-0.106733j 0.0287009-0.0570733j 0.0252847+0.0274206j -0.0705526-0.0688498j 0.0749835-0.040159j -0.0715337-0.0906954j -0.0744711-0.108295j 0.0424796+0.0577299j -0.0599151-0.108801j 0.0170708-0.00495343j -0.141059-0.0104292j -0.0549053+0.0533214j 0.0745509+0.0694513j -0.143628+0.00624914j 0.0946994+0.017583j 0.0778363+0.00214834j 0.030397-0.00696285j -0.07583+0.0213674j -0.0805634-0.0405939j -0.00269251-0.138169j -0.0141158+0.0195047j -0.00973722+0.0712467j 0.0530496-0.040838j 0.0448499-0.015608j 0.0462862+0.0242082j -0.0248408-0.109251j 0.0274535+0.00558013j 0.00734251+0.0246478j -0.0391308-0.0279652j 0.0266725-0.0168484j -0.0148297+0.056492j 0.106939-0.0058538j 0.0658034-0.00482105j 0.184194-0.160743j 0.0234145-0.0072176j -0.000564598-0.0239353j 0.0796483-0.0164868j -0.0493488+0.0174521j 0.0167653+0.029541j -0.0512806-0.00692793j -0.056863-0.00130503j -0.00980442-0.0818742j 0.0785139-0.0485224j 0.0504562-0.12752j 0.0466852-0.00241709j 0.13041+0.0236197j 0.00606633-0.041302j -0.0482409+0.0215176j 0.0357912+0.0427923j -0.0608769+0.0656094j 0.0464684+0.0219773j 0.00544504+0.153421j 0.0217149+0.0335758j 0.074853-0.176921j 0.00730653+0.135064j -0.0790335-0.0899494j 0.0255242-0.0741055j -0.0738078+0.0273871j -0.0533158-0.0515519j -0.0772548-0.08263j 0.0134753-0.10155j -0.103005-0.0366808j 0.0913418-0.00966751j -0.137761-0.0189726j 0.0638811-0.00931636j 0.00354973-0.0155357j 0.00064452+0.0416897j -0.035262-0.00393899j 0.0285543+0.0303754j 0.06814+0.048912j -0.0116572+0.0162528j -0.000266885-0.0344356j 0.0277106-0.0281926j -0.00150181-0.127522j 0.00857058+0.0281807j -0.130658+0.172004j -0.136176-0.0775374j -0.0559542+0.025529j 0.0395718-0.0863447j 0.0462067-0.0379849j 0.0094241-0.0352154j 0.0417023+0.0320281j 0.00268965+0.0322499j -0.00388472+0.00953432j -0.00763476-0.00297593j 0.0212002+0.0277581j 0.0298394-0.0214582j 0.0358108-0.0266381j -0.0211086-0.0287568j 0.0100477+0.00165513j 
0.00170452-0.000989548j 0.00205764+0.000571533j -0.00115892+2.6733e-05j -0.000673124-0.000923798j 0.00212835+0.0022905j -0.00443332+0.00159817j 0.000768165+0.000121885j 0.000189018-0.000453927j 0.000607598-0.00164824j 0.00119144-0.00105679j 6.37243e-05-0.00232376j 0.00184191-0.00199995j 0.000875487-0.00253796j 0.00140982-0.00296258j 0.00211631-0.00159753j -0.00184116+0.00190122j 0.000589806-0.00121299j 3.75611e-05-0.00101949j -0.00242816+0.00289174j -0.00326919+0.000445844j 0.00395725+0.000409837j -0.00369494-0.00437134j 0.00286704+0.0010157j 0.00202613-0.00530981j 0.00811923+0.00205644j 0.00470632+0.0056545j -0.00471293-0.004873j -0.000810885-0.00418474j 0.00483761-0.000362255j 0.000269372-0.00508316j 0.000380972-0.0022127j -0.00418819-0.00550786j 0.00279221-0.00369858j -0.0032388+0.000383955j 0.00249875-0.000762411j -0.00128394+0.000509711j 0.0052661+0.00135884j -0.00276693+0.000126659j 0.000412767-0.00701262j 0.000112428+0.00117697j 0.000313388-0.000848565j -0.000294256-0.000984706j -0.00619598-0.00212387j -9.08399e-05+0.00218979j 0.00280864-0.00418062j 0.000670388+0.00262496j -0.000840996+0.000126847j 0.00191858-7.6691e-05j -0.00354485-0.00503802j 0.0050939-0.0012334j 0.00200011-0.000152963j -0.000899123+0.00106606j 5.03653e-05-0.00276567j -0.00404274+0.00208519j 0.00191198+0.00195511j 0.00231452+0.00223036j 0.00333339+0.00197055j 0.00431158+0.000233591j -0.00067501-0.00645007j -0.00294169-0.00322806j 0.000584509-0.0115647j -0.0051216+0.00200221j 0.00393291-0.00966525j -0.00267294-0.0010032j -0.00212486-0.00503318j 0.00227764+0.00347192j 0.000338451+0.00412031j -0.000459402-0.00106001j -0.000893388+0.00407536j -0.000413455+0.00187873j 0.0020441-0.00368999j -0.000990148+0.00022428j 0.00183538+0.00125314j 0.00445211-0.00176647j -0.0024935+0.000637222j 0.000856337+0.00222128j -0.00163421-0.0014866j -0.00306676-0.00107606j -0.00195876-0.0077663j 0.00295588-0.00135675j 0.00223089+0.00482875j 0.00159326+0.00118477j 0.00404489+0.00163037j 0.000962917-0.00459725j -0.00329521-0.00697326j 0.0121707+0.00651219j 0.00427154+0.00503109j 0.00646548-0.00147979j 0.00768688+0.00199028j 0.00317581-0.000706556j -0.00268615-0.00186272j -0.00156441-0.00396702j 
0.000430029+0.000194789j -0.000205707+0.000437833j -0.000185423+0.000788866j -0.000260201+0.00065096j -0.00230687-0.000415385j 0.000994036-0.00284194j 0.0039196-0.000113454j 0.00301946-0.000785551j -0.00274234-0.000996273j -0.000419934-0.000251521j -0.00072838+0.000835076j 0.00142967-0.00135677j 0.000615835-0.000662114j -0.000154732-0.000386667j -0.00207473+0.000373731j 0.000467805-0.000483879j -0.0038686-8.02666e-05j -0.000287433+0.00203604j -0.00287001-0.00220122j -0.000864523+0.00140927j -0.000153378-0.00126864j -0.0044648+0.00231824j -0.00259369-0.00403921j 0.00450147+0.00195094j -0.00414521+0.00250739j -0.000950897+0.00247517j 0.00235628-0.00423249j 0.00216578-0.00489776j 0.00217439+0.00200861j 0.00095329+0.000541221j 0.000951347+0.0005075j 0.00328092-0.00465889j 0.00089826+0.000914521j 0.000483379-0.00193449j -0.00217609+0.00200988j 0.00432887-0.00189124j -0.000514232-0.00046159j -0.000770735-0.000170444j -0.00227172+0.0041055j 0.00330337-0.0020665j 6.39919e-05+0.000263517j -0.001668+0.0027993j -0.00118555-0.00244103j 7.64322e-05+0.000103952j -0.00285046-0.000204315j 0.00158618+0.000207559j -0.000755498-0.00352896j -0.00112685+0.000404682j -0.00191847-0.000360006j 0.00336718-0.00270041j -0.00288357+0.00187353j -0.00146492-0.00103971j 0.000852853-0.00193098j 0.00171933-0.00251926j 0.00157758-0.000772502j -0.00107523+0.00347624j -0.00419117+0.000737186j 0.000454448-0.00160246j -0.00261196+0.00729136j 0.00143496+0.00358933j -0.00433119+0.0127236j 0.00856159+0.000630523j 0.00221594+0.00127124j -0.00715128+0.00193701j 0.00140211+0.000632411j 0.00511667-0.00609949j 0.000621609-9.51205e-05j -0.000577235+0.00261797j -0.00183793-0.0045632j -0.000946396-0.000121258j 0.00306766-0.00717656j -0.00167497+0.00193276j 0.00263556-0.0034919j -0.00207277-0.000505994j -0.00248044-0.000650297j 0.00348141-0.00192244j 0.0041179-3.29778e-05j 0.00147376+0.00183797j 0.00580805+0.00460334j -0.00415052+0.00460181j -0.00400123-0.00394597j -0.00583497+0.00676871j -7.15882e-05+0.00511886j 0.0218728+0.0049122j 0.0151681+0.0108373j -0.00416859-0.00678432j -0.00214938-0.00321966j 0.00336408+0.00500928j 0.0033107+0.00676063j -0.0105442-0.0143157j 0.0212317+0.0118555j 0.00141488+0.0216206j 
-0.00156805+0.00142312j -0.000590791-0.000706972j -0.00120806-0.001012j -0.00105874-0.00106342j 0.00614691-0.000199626j 0.000309225+0.00240303j -0.000889406+0.00136806j -0.000471829-0.00140151j 0.00137335-0.000288732j 0.00227035-0.00214313j 0.000670708-0.000305548j 0.00291401+0.000438677j 0.00129655+0.00184376j 0.00214802+0.00211919j -0.00252978+0.000317366j -0.0025586+0.000804102j -0.00193493-0.00114641j 8.32869e-05+4.88706e-05j -0.00450158-0.000938635j 0.00187571+0.000658171j -0.00248462-0.00165412j -0.00348336+0.00386922j 0.00192912+0.00153742j 0.00100229-0.00700909j 0.000309372+0.00151302j 0.00786576+0.00363234j -0.00239648+0.00108681j -0.00189456-0.00150077j -0.000185826+0.0024555j 0.00284676-0.00369769j -0.00464713+0.00275377j -0.000166164-0.0014905j -0.00139029+0.000428999j -0.000374525-5.37525e-05j -0.0010349-0.00219002j 0.00045466-0.000622743j -0.00298107-0.00193649j -0.0015372+0.00554183j 0.00588274+0.0040284j 0.00394354+0.000855659j 0.000172397+2.22168e-05j 0.00118273+0.00049628j -0.00363313-0.00349766j -0.00366795+0.000553062j -0.00370367-0.00171223j 0.00525206-0.000513634j 7.99597e-05-0.000596888j 0.000668759-0.00120867j -0.00186269+0.0033743j 0.00945628-0.00782416j -0.00151346+6.53925e-05j -0.000364093+0.000391604j -0.00369239+0.00044349j -0.00559017-0.00533961j 0.00194513+0.00477667j -0.00207059+0.00304307j 0.00196551+0.00170941j 0.00143636-0.00337554j -0.00147035-0.00423716j 0.00699365+0.00126973j 0.00668291-0.0168067j -0.000415948+0.00613772j -0.00354045+0.00546349j 0.000659734-0.00874977j -0.00509491+0.000360847j 0.003419+0.00417668j 0.00142153+0.00163789j 0.00376336+0.000477935j 0.00450215+0.00313005j 0.000668671-0.00519296j -0.0044275-0.00373068j -2.10035e-05+0.00477446j 0.00832504-0.00630171j -0.0035027-0.000898597j 0.00307668+0.00339088j -0.00254413-0.000216234j -0.00271673+0.00111465j 0.000486211+0.00468896j -0.00522544+0.00509601j -0.00158288-0.0107257j 0.00863892+0.00734332j 0.0033449-0.00411732j -0.00147832+0.00263023j -0.013376-0.00109141j 0.00779073+0.00819677j -0.00805411+0.0092825j -0.00149285-0.00162733j -0.00438902-0.00188457j -4.58625e-05+0.00965114j -0.00554064+0.000602362j -0.00931091-0.000418596j -0.00992722-0.0188395j 
-0.000203185-0.0044601j 0.00111872+0.00119711j 0.00107164+0.00181592j 0.000817413+0.000342849j -0.0049981+0.00147049j -0.00296661-0.000669849j -0.00303955-0.00462398j 0.00270072+0.001149j -0.00121241-0.000612095j -0.00261104+0.00218707j 0.000740797+0.00124427j -0.00370408+0.00273352j 0.000222339+0.00070629j -0.0034981-0.00292198j 0.00220657-0.00166776j 0.00180237-0.00130652j 0.00707906+0.00169329j 0.00277336-0.00170875j 0.00435171+0.00147485j -0.00251145-0.00231138j 0.00417516+0.00129811j 0.00283096-0.00240743j 0.00092183+0.00458995j -0.00167447-0.00137924j 0.00214508+0.00460612j -0.00402155+0.000190232j -0.00112033+0.00202755j 0.00269412+0.00188875j 0.00166982-0.000816637j -0.00471745+0.00350304j 0.00344374-0.00823382j -0.000609556+0.003196j -0.00224321-0.00538458j -0.00154033-0.00076621j -6.34121e-05+0.0018867j -0.000289596-0.00478178j 0.00280259-0.000822481j -0.00231214-0.00105844j -0.00677975+0.000201941j -0.00240051+0.00331031j 0.000206349+0.000232798j -0.00107613+0.000860414j 0.00174705+0.0072892j 0.00509722-0.00270525j 0.00673134+2.06721e-05j -0.00661118+0.00116012j -0.00100626+0.001393j 0.00327853+0.0046167j -0.000539125-0.00191269j -0.00357398+0.0108554j 0.0028801-0.00561734j -0.00139095+0.00651317j -0.001293-1.19228e-05j 0.0109844+0.00272724j -0.00351346-0.00286639j 0.00536778-0.00419369j 0.000510865-0.0012597j 0.00185862+0.00265373j 0.0023611-0.004288j -0.00950658-0.00662343j 0.0013001+0.009179j -0.000304863-0.00182193j 0.00222441-0.00418109j -0.000985691+0.0103901j 0.00280802-0.00335271j -0.00654836-0.0043669j -0.000304885-0.0027013j -0.00310947+0.00156345j 0.000159771+0.00629801j 0.00326536+0.00038407j -0.0006098+0.00322338j -0.00098399-0.00251563j -0.00296926+0.00986404j 0.00721131+2.61981e-05j 0.00373538+0.00733138j 0.00048332-0.00432861j -0.000468155-0.00368941j -0.00375794-0.00578839j -0.00384667-0.00594851j 0.00210177+0.00864502j -0.00765262-0.00358333j 0.000109208+0.000472957j 0.00280164-0.00451326j -0.00138173-0.0107946j -0.00469822-0.00993399j 0.00850372-0.00980134j -0.000485393+0.00164032j 0.00365559+0.00400651j -0.0024513-0.0127254j 0.0203217+0.00852363j -0.00631113+0.0016253j 0.0124304+0.00942251j 
0.000286981+0.000778804j 0.000540355+0.00165036j 0.000375669-0.00116478j 0.000317011+0.000242233j -0.00220234+0.00208076j -5.26417e-05+0.00234062j 0.000813856-0.00116649j 0.00373908-0.000606144j -0.00487845+0.00201689j -0.000161449+0.00131578j 0.000259343-9.2283e-05j -0.00315094+0.00222201j -0.00019835+0.000113514j 0.000235068+0.000201694j -0.00232625-0.00145443j 0.00134906+0.000451145j 0.00182451+0.000449553j -0.000986582-0.00126093j 0.000361226+0.00138307j -0.00101737-7.005e-05j 0.00081671+0.00167229j -0.00270918-0.00122705j -0.00179673+0.00220066j -0.000744006+0.00357332j 0.000348813-0.00281623j -0.000150944+0.0030207j -0.00345343-0.000490142j -0.00012293-0.00260324j -0.00150256+0.00269589j -0.00114538+2.64883e-06j -0.00531468+0.00135611j -0.00108594-0.0011458j 0.0018439+0.000574313j 0.000148052+0.00128123j -0.000886578-0.00032975j -0.00155614+0.000355999j 0.000343975-0.00011991j 0.00222697-0.00428767j 0.00288984+0.000559089j -0.00122196+0.00260848j 0.000408692+0.00226538j -0.000182693-0.00376556j 0.00314241-0.000526277j -0.000395037-0.00330974j 0.00138833+0.000564317j -0.0022302+0.00100702j 0.00250063+0.00368636j 2.88066e-05+0.00312559j -0.000420144+0.000902221j -0.0013807+0.00362918j -0.00227398-0.00472097j 0.000505305+0.00107602j -0.000686406+0.00115613j 0.00256671-0.00561818j -0.00320516+0.00102413j 0.00205108+0.0012687j -0.0057375+0.00448597j -0.00576171+0.00343844j 0.00423438+0.00507423j -0.0109209-1.83051e-05j -0.000241547+0.0159263j 0.00473088-0.0104743j 0.00655985-0.00144721j -0.00126571+0.00578567j -0.000503904-0.00499796j -0.00693278-0.00199194j -0.00145589-0.00186039j -0.000979938+0.00187674j 0.000660015+0.00646718j 0.00330452-0.00111597j -0.00184327+0.00352106j 0.00178392+0.00230797j -0.00101857-0.00335805j 0.00464577+0.001374j 0.00411129+0.00244911j 0.00075233-0.00599089j 0.00629896+5.85909e-05j 0.00173575-3.69277e-06j 0.0045984-0.00278629j 0.00316847+0.00913142j -0.0028298-0.00230331j -0.0082494+0.010777j 0.00622518+0.0007324j 0.0168807+0.00117363j -0.00606958-0.00286961j 0.00241714+0.00249753j -0.00207919+0.00367368j 0.00420889-0.0128339j -0.0152554+0.006153j 0.00817525-0.00983575j 0.00677444+0.00698668j -0.00247078+0.0275676j 
0.000167243-0.00230142j 0.00425831-0.000246997j 0.000978724+0.000407873j 0.00135403-0.000344121j -0.00393124-0.00168062j 0.00149299-0.00160939j -0.00172496-0.00060657j 0.000555139-0.00352971j 0.00260233+0.00120001j -0.000922597-0.00059488j -0.00198693+0.00043204j 0.00373348+0.00082263j 0.00433216+0.00409192j -0.00451667-0.00324646j 0.0025042-0.00248485j -0.00267872+0.00135904j 0.000241937+0.00510253j 0.00115637+0.00118706j 0.00167889+0.000838692j 0.00729487+0.00114569j -0.000249494+0.002776j 0.00999277+0.000451221j 0.00612676+0.00625588j 2.56448e-05-0.000130841j -0.00601464-0.00340087j -0.00360031-0.00962889j -0.00230159-0.000489445j 0.005544+0.0065118j 0.00149939-0.000351729j -0.00222443+0.000864708j 0.00118556+0.0002656j 0.00311375+0.000429966j -0.000100151+1.63013e-05j -0.0051985+0.00195009j 0.00258498+0.00169516j -0.000109261+0.00132851j 0.00105058+0.00446069j -0.00197183-0.0020907j -0.00189108-0.00288108j 0.00524442+0.00104838j -0.00185436+0.00469776j -0.00426819-0.00306816j -0.00993139-0.00116996j 0.00223601-0.00105206j -0.00377819-0.00348852j -0.000415137+9.92015e-05j 0.000581383-0.00612192j 0.00289833-0.000243099j 0.00288599+0.00330431j 0.00232661+0.0016271j -0.00569233+0.000462459j -0.00749923+0.00217155j -0.00228784-0.00504053j 0.000408426+0.00691681j 0.00676358+0.00897346j 0.00196652-0.000873041j -0.000870219-0.00152143j 0.00538709-0.0083363j -0.00443942-0.00297164j -0.00175761-0.00441474j -0.00666204-0.00311964j 0.0074082+0.00455332j 0.00123042+0.00801808j -0.00560634+0.00542397j 0.0071377+0.007109j 0.00532315-0.0104548j 0.000808459-0.0019044j -0.0027644+0.00322011j -0.00444264-0.00512253j -0.000364481+0.00253821j 0.00150318+0.00197635j 0.000409372+0.000661443j -0.00280003-0.00305748j 0.00245221-0.00377888j -0.00092183-0.00312069j -0.00302487+0.00228796j -0.00478819-0.00271684j -0.00131728+0.000545666j -0.00109211+0.00374066j 0.000788443+0.0103581j -0.0077135+0.00614111j 0.00955728-0.00299583j -0.000663492-0.00064603j -0.010569-0.00383281j 0.00673088+0.00868226j -0.00322105-0.000853422j -0.00942776+0.000189942j 0.00236374-4.66978e-05j 0.00039318+0.00178337j -0.00318668+0.00632834j 0.0179524+0.0105784j 0.00659223-0.0064175j 
-0.000534276+0.00175441j 0.00159842+0.00175048j 0.0025988-0.0012069j 0.00303956-0.000263485j -0.00554503-0.000771603j -0.000714418-0.00285634j -0.00175353-0.00113259j 0.000492963+0.000768954j 0.00109059-0.00189736j -0.00247929-0.000432175j -0.000428152-0.000234733j 0.00474358-0.0026799j 0.00504808+0.00139812j -0.00219005-0.00345712j 0.00275819-0.00417425j -0.0031462+0.00149755j -0.00030414+0.00387489j 0.00171747+0.000479747j -0.000945119-0.000297714j 0.00481316+0.000468545j -0.00145018+0.00242306j 0.00941081-0.00375901j 0.004669+0.000905245j 0.00248068+0.00308308j -0.00205103-0.00664848j -0.00367041-0.00630324j 0.00245044-0.00552688j 0.00690721+0.00350484j -0.00167295-0.00401953j -0.00114794-0.00186605j 0.00156395-0.00262221j 0.000532114-0.00168432j 0.00224332+0.00194868j -0.00225429-0.00166145j 0.000256305+0.00430778j 0.000462243+0.00124505j 0.00218166+0.00355724j -7.5358e-05-0.00413568j -0.0068029+1.06226e-05j -0.00148713-0.00320889j -0.00203903+0.00247872j -0.0043805+0.00254585j -0.000447594-0.00212028j 0.00192595-0.00268956j -0.00118182-0.00186026j -0.00137309+0.000357122j 0.00227025-0.00359112j -0.00112451-0.000555166j -0.000704405+0.00350181j -0.00253683+0.00212319j -0.000267892+0.00587402j -0.00465588-0.000646696j -0.00024037-0.00385475j 0.00639342+0.0056584j 0.00170542+0.00931923j 0.000221256-0.00116069j -0.00430578-0.00272878j 0.00145088-0.00744691j -0.00336029+0.00110014j -0.000449024-0.00410361j -0.0104028+0.00441955j 0.00719526+0.00301603j 0.000773874+0.0024854j -0.00320454+0.00728245j 0.00275241+0.0054634j 0.00612914-0.0101605j 0.00225729-0.00179193j 0.00152804+0.00203099j -0.00810023-0.0095587j -0.00221702-0.0029047j 0.00123086-0.00579564j 0.000149805-0.00260169j -0.00499637+0.00209461j -0.00182129-0.00110539j 0.00134758+0.000842686j -0.00514615+0.00517781j -0.00359872-0.00107637j -6.31588e-05-0.0042548j 0.00287131-0.00201455j 0.00265094+0.0146439j -0.00247278-0.00606157j 0.0101155-0.0030912j 0.00125002-0.00179557j 0.000632483+0.00527058j 0.00721112+0.0091938j -0.00530231+0.000839803j 0.00905659-0.00303593j 0.00559791-0.00463496j 0.00105649+0.0028234j -0.00881924-0.00016467j 0.0235412+0.0120154j 0.0093204+0.00660108j 
0.000519556-0.00184458j 0.0026376+0.00212734j -0.000535384+0.000241383j -0.00151545-0.00179733j -0.00335103+0.0035835j -0.0027629+0.00160769j -0.0023109-0.00428552j 0.00283529-0.00142565j -0.000236222+0.00185928j 0.000158907-0.00174581j 0.00275409+0.00157261j 0.00290542+0.00141974j 0.00472104+0.00178836j 0.00227559-0.00277828j -0.0041702+0.00199145j -0.00297414+0.000659927j 0.00295711+0.00419006j 0.0019816+0.00037823j -0.00149189+0.00388248j 0.00262841+0.00346147j -0.00101093+0.00388432j -0.00312391+0.00448099j -0.00553115-0.00212191j -0.00497587+0.00228415j -0.00198291+0.000960406j -0.0010981-0.00605325j -0.00689129+0.00320517j 0.00168165+7.233e-05j 0.000295999-0.000570913j -0.00696321+0.00370182j -0.00470169+0.00329716j -0.00131394+0.00207381j -0.00123609+0.000838583j 1.16466e-05+0.00313884j -0.00551306+0.00197452j -0.00465595+0.00091955j -0.00557746+0.00259471j -0.00221185-0.00226614j 0.00284837-0.00127571j 0.0024155-0.00114465j 0.00387708+0.00134329j -0.00584349-0.00213764j 0.000651791+0.000481623j -0.00103885-0.00256117j -0.000604161+0.00329394j -0.000910468-0.00176468j 0.00150641-0.00154996j 0.000185664+0.00229335j 0.00391491+0.000539275j -0.00316561-0.00621551j -0.000944771-0.00109407j -0.00391465+0.0031231j -0.00652285-0.00349747j 0.000135459+0.000102994j 0.001578+0.00316518j 0.00259594+2.93323e-05j -0.00312493+0.00596062j -0.00754686+0.00116592j 0.00712789+0.00722049j -0.0141232+0.00243069j -0.00693967+0.0162665j 0.00989215-0.00279573j 0.0061584+0.00327324j -0.00225326+0.00327279j -0.00283906+0.000696892j 0.0087555-0.00477463j 0.000876377+0.00527655j 0.00119892-0.00419005j 0.0074014+0.00480345j -0.00684449-0.00609525j 0.00191385-3.61555e-05j -0.00011809-0.000892144j 0.00621214-0.00372939j -0.000357953+0.00136044j 0.0109872+0.00531742j -0.00118681+0.000429709j -0.00176764+0.000840571j -0.00130325+0.00107661j 0.00172753+0.00171899j 0.011842+0.00991616j 0.00892012-0.00497706j -0.0127146+0.0053549j 0.00300068-0.000595695j 0.0175577-0.00599266j 0.00151852+0.0062709j 0.000994816-0.00122098j 0.00205978-0.00761918j 0.00201073-0.00429973j -0.0240441+0.00692844j 0.0107583-0.0077007j 0.0115185+0.00332868j -0.0136148+0.0184486j 
0.000877135-0.000864787j 0.000435068+0.000145943j -0.00106751+0.000882125j -0.00240466+7.73356e-05j 0.00127599-0.00240577j -0.00145153+0.00124505j -0.00235857+0.00404587j 0.000287819+0.00272641j -0.00204882-0.00453719j -0.00357209-0.000585584j 0.00133614-0.00135287j -0.000861468-0.00331861j -0.00107992-0.00410727j 0.00225101-0.000793644j -0.0012619-0.00218639j 0.00183435+0.00244551j 0.000783492-0.000603689j 0.00188894+0.000327121j 0.00120652+0.00300853j -0.0044524+0.00252768j 0.00247899+0.000832884j -0.0020013-0.0066399j 0.00189892-0.00384598j 0.000623553+0.00101473j -0.00212828-0.00112928j 0.000518534+0.00449778j -0.000364539-0.00368902j 0.00220041+0.00305546j -0.000871404-0.003721j 0.00256679-0.0026134j 0.00107077-0.00343466j 0.00336391+0.00250954j 0.00467117-0.00271809j 0.0012214-0.000866487j -0.00355904+0.00130923j 0.00716795+0.00132742j 0.00284037+0.00224382j -0.0011699-0.00142658j -0.00140631-0.00247808j -0.0008614+0.00182122j 0.00167844-0.00469059j 0.000674856+0.00250304j 0.00249615-0.00269772j -0.00137364+0.00170914j 0.00110858-0.00153191j -0.00237819+0.000104611j -0.00144166+0.00270007j -0.00461927-0.00186101j 0.00153127-0.00208832j 0.0027561+0.00254814j 0.00134046-0.00199352j -0.000270541-0.00225944j -0.000638303+0.00232963j 0.0035304+0.000166801j 0.000497839-0.00138581j -0.00418243-0.000551732j -7.75372e-05-0.00406466j 0.00323074-0.000409197j -0.00342007+8.89407e-05j 0.00619187-0.00905317j -0.00758537-0.00534181j -0.00275322+0.0029372j -0.00421155+0.00286652j -0.00319944+0.00512029j -0.0012972-0.00256085j -0.000709848-0.00367727j -0.000243049+0.0029046j 0.00252909-0.00322645j 0.00377854-0.00126505j -0.00111663-0.0108105j -0.00665535-0.00383663j 0.000544511+0.000728092j 0.00411876-0.00160451j -0.000842769+0.00480077j -0.000326576+0.00430392j 0.00175084-0.00416329j -0.0117395-0.00222458j -0.000482935-0.000913972j -0.000665549+0.00778252j -0.00639908-0.00315156j 0.00353957-0.00292027j 0.00380722-0.00647705j -0.00172818-0.00775256j -0.00803403+0.00937592j 0.00591274-0.00263944j 0.00554009+0.00512541j 0.000817233-0.000926136j 0.00510623-0.000981308j 0.0121955-0.0040014j -0.0171483+0.00483247j 0.0042892+0.00210929j 0.0176169-0.0052079j 
-0.000696976-0.000516404j -0.00208+0.000869071j -0.00120592+0.00195807j -0.00153788-0.00102615j 0.00153205+0.000217362j -0.000661322+0.00311914j 0.00267806+0.000659298j 0.00173296-0.00169196j 0.000871784+0.000775585j 0.00185116-0.000522648j 0.00110394+0.000104186j -0.00127525+0.0014877j 0.00148649-0.00107305j 0.00350488+0.00145682j -0.00289351+0.00148559j -0.00135346+0.000641176j -7.92857e-05-0.000995158j -0.00272952-0.00130617j 0.00100568+0.00346229j -0.00322736+0.000469936j -0.000956757+0.000350224j -0.00603871-0.000315681j -0.0045062-0.00123615j 0.00165779+0.00142995j -0.000138967+0.00383984j 0.00321911+0.00187355j 0.00316276-0.00383109j 0.00111862-0.00146514j 0.00126951+0.000600403j -0.00366669+0.00105357j -0.000493196-0.00412462j 0.00510722-0.000596366j -0.00339789-0.000355165j -0.00148253+0.000207189j -0.00266882-0.00069261j 0.000546906-0.000721049j -0.00301839+3.53545e-05j -0.00354532+0.0022784j -0.00151628+0.00219996j -6.53977e-05+0.00447873j 0.000559807-0.00206024j 0.000257337-0.000629194j -0.000234537-0.000624519j 0.000178313+0.00299903j 0.00214409-0.00134626j -0.000740385+0.00071278j -0.00250151+0.00359178j -0.00089639-0.000352791j -0.0008812-0.0010688j 0.000621182-0.00110294j -0.000113534-0.00307757j 0.00110878+0.000810021j 0.000963032+0.00183299j 0.00215355-0.00481676j -0.000804981-0.00204912j -0.00458435+0.00270534j -0.000836589-0.000942271j -0.00230823+0.00299257j 0.00275026+0.00265755j -0.00323995-0.00231262j -0.00282496+0.00844145j 0.00348271-0.000261326j 0.00209038-0.00141749j -0.00126577+0.0030655j -0.0046701-0.001254j 3.10145e-05-0.0025397j 0.00290386-0.0032502j -0.00312066-0.00176909j 0.00078329+0.00560972j -0.00598432-0.00239886j -0.0014394+0.00434892j 0.000589291+0.000508144j 0.00320919-0.000320921j 0.0013245-5.72759e-06j 0.00274442-0.00508433j -0.00136286-0.000742776j 0.00273495+0.00202732j -0.00254969-0.000565956j -0.000961112-0.000533491j -0.00255759-0.000251146j 0.00375551-0.0092679j -0.00702164+0.00222305j -0.000678971-2.06702e-06j 0.0127226+7.7611e-06j 0.00291953+0.00373658j 0.00806366-0.00143142j 0.000806277-0.000671552j 0.00404408+0.00191372j -0.00306147+0.00438507j -0.000533794-0.00472777j 0.00683386+0.00509912j 0.00398211+0.0135618j 
