-0.0316237+0.0226694j 0.0218282+0.0313563j -0.00150523+0.00500161j 1.57747e-05-0.00339403j -0.0154151+0.000172946j -0.00125788+0.0146169j -0.00056392-0.00500626j 0.0135161+0.0053435j -0.00727246+0.00848867j -0.0073976+0.00510099j 0.000184945-0.0103985j 0.00452158+0.0100403j -0.00338156-0.0002235j -0.0036096+0.00504164j -0.0103502-0.0105635j 0.0062082-0.0042179j 0.000512144+0.00347927j 0.00315377+0.0100477j -0.00185673+0.00117288j 0.00522051-0.009495j -0.00205899-0.00077158j 0.00692674+0.00135706j -0.00185025-0.000178729j -0.000196294-0.00347442j 0.00258334+0.00101421j 0.000244043+0.00255201j 0.000708484-0.00296717j -0.00419759+0.000645004j -0.00652329-0.00247221j 0.00574615+0.00105926j -0.000190999-0.00023339j -0.000815648-0.000543999j -0.00474574+0.00198039j -0.00211289+0.00183964j -0.0014296-0.000650178j -0.00154722+0.00254822j 0.00678084-0.00326942j 0.00195663-0.0103411j 0.00790338-0.00473545j 0.00471689-0.00163035j 0.00118645-0.00290439j 0.00321776-0.00384688j 0.00208746+0.00102512j -0.00734615-0.000770605j -0.00681411-9.98547e-05j -0.000573728-0.00498037j -0.00034407+0.0073421j 0.0025242-0.0045842j 0.00272037-0.00120609j 0.00126621+0.00080256j -0.000891486-0.0024711j -0.000256375-0.00760279j -0.000215816-0.00543573j 0.00329387-0.00454201j 0.000120637-0.00376129j 0.00188032-0.00346426j -0.00430093-0.00667452j -0.00051685-0.00261989j -0.00279963+0.00469249j 0.00752065-0.000622054j -0.00111405+0.00117099j 0.00182056-0.00024309j 0.00629733+0.00547541j 0.00267108+0.00637718j 0.00200982-0.00219497j 0.00589615-0.00211493j -0.00411038+0.000880995j -0.00168276-0.00290659j 0.00391259+0.00547927j -0.00588436-0.00567816j 0.00167173+0.00129265j 0.00694297-0.000859378j 0.00770713+0.0036187j -0.00356281+0.00120682j 0.00227911-0.000917815j 0.00167733-0.00642169j -0.0138522+0.00248392j 0.00138174+0.00605661j 0.0081522-0.00294134j -0.00341859-0.00857869j 0.00242355-0.00931491j -0.00349954-0.00856021j 0.00429593+0.00158113j 0.00900927+0.00577677j 0.00334628-0.00176249j 0.0075851-0.0153755j 0.00350321+0.00928992j 0.00726019+0.00370519j 0.0154721+0.00521735j 0.00718622-0.0185206j -0.0129146+0.00310456j 0.00764031-0.00687582j 0.0126851+0.0108906j -0.000192419-0.0141175j -0.00329691-0.00743018j -0.0288682+0.0377028j -0.0411113-0.0297018j 
-0.00622195-0.000736105j -0.000195526+0.00506208j -0.0035746+0.00336795j 0.00238676+0.00644179j 0.00490213+0.00596127j 0.00860358-0.00402778j 0.00204571-0.00171414j 0.00141326+0.00665932j -0.00333379+0.00312391j -0.00210909-0.00185831j 0.000589175-0.000451277j -0.00147994+0.00392792j 0.00425411-0.00266458j 0.00199237+0.00147376j -0.00428669+0.00787324j 0.0016542-0.00371442j 0.00398022+0.00222527j 0.00183206-0.00632575j 0.00320083-0.00356421j -0.00174732-0.0018007j 0.000136318-0.00357168j 0.00295997-0.000873217j -0.00666997-0.00143452j 0.000545999+0.00146666j 0.00211279+0.0017496j 0.00212678-0.0023076j -0.00465261-0.00342023j -8.69218e-05+0.00327232j 0.00162922-0.000491046j 1.1742e-05-0.000780387j 0.00308651+0.00337826j -0.000378662-0.000133673j -0.00255899+0.00033431j -0.000914726-0.00137859j -0.00302986+0.000234423j -0.00160321+0.00467333j 0.000233668+0.00186678j 0.00108621-0.00499024j 0.00650211+0.0036489j -0.00174916+0.00490462j -0.00180542+0.000862887j -0.0016752-0.00225533j -0.00158243+0.00378529j 0.00114548-0.000919265j 0.000689948-0.000687709j 0.00372232-0.00599734j -0.0032207+0.00524228j 3.75052e-06+0.00319709j 0.00544385+0.000140435j -0.000922469+0.00166526j -0.00632993+0.00448651j 0.00187658-0.00072442j 0.00688706+0.00149747j -0.000414212+0.00257546j -0.00538808+0.00182551j -0.000687655-0.000223423j 0.000602345-0.00343562j 0.00210873-0.00367973j -0.0018284+0.00113935j 0.000425878+0.0028336j -0.00195928-0.00079842j 0.00399626-0.00214535j 0.0073675+0.00282539j 0.00582239+0.00458112j -0.00445057-0.00227983j -0.00347517+0.00383142j 0.00246462-0.00293856j 0.00282338+0.00155385j -0.00310422-0.00465118j -0.00316472+0.00165834j -0.00367529+0.000270064j -0.000415142-0.00438119j 0.00680241+0.000803211j 0.00184381-0.00231588j 0.00202983-0.0080816j 0.0009799-0.00233712j -0.00484388-0.00825309j -0.00172356+0.00198897j 0.000745242-0.00382639j 0.00359917-0.00109782j 0.00214057+0.0022153j -0.00080009-0.00321565j -0.00946597+0.00243012j 0.00210019+0.00756082j 0.0055607-0.00129353j 0.00040795-0.00971925j -0.0052464+0.0076232j 0.00213057+0.0047857j -0.0119206-0.00971379j -0.00489196+0.0130968j -0.00199055+0.000184694j -0.0118601-0.0028852j 0.00238487-0.0131218j 0.00189572+0.00920104j 0.00327533-0.000892765j 0.000782577+0.00213198j -0.00127383+0.000894154j 
0.0143762-0.000248422j -0.000771797-0.0143056j 0.00636898-0.000472488j -0.00191229-0.00502496j -0.00592054-0.00660031j -0.00864412+0.0080222j 0.00573517+0.01398j -0.00898892+0.000347484j 9.74842e-05-0.00595111j 0.00158098+0.001957j -0.00910411+0.00311875j -0.00235032-0.00677236j -0.00393338-0.00530515j 0.00329889+0.00412461j 0.00719039-0.00401698j -0.0107097+0.0035064j 0.00678507+0.0055468j -0.00526923-0.00481268j 0.00323932+0.002136j 0.00235791+0.00489381j -0.000315402+0.00443034j -0.0060749+0.000337142j 0.00512943-0.00309481j -0.00708126+0.000307711j 0.00392277-0.00843245j 0.00939467-0.00423967j 0.0070543-0.00267877j 0.00831781-0.00499415j 0.00251618+0.0023427j -0.00768011+0.00364485j -0.00105345-0.00639175j 0.00129934+0.00182154j 0.00783478+0.0013308j 0.00462052-0.00903092j 0.0101319-0.00200612j -0.00303813-0.00404187j -0.00325792-0.00109184j 0.0034676+0.0108415j -0.00400631-0.000739283j -0.00199848-0.00476912j 0.00983077+0.00521056j -0.00208241+0.00206975j -0.00160796+0.00119553j 0.00832308-0.00156222j -0.00185315+0.00625545j 0.00307245+0.00968351j 0.00274568-0.0118546j 0.000176378-0.00415241j -0.00630119-0.00183978j 0.00183523-0.00340315j 0.00828532+2.52096e-05j -0.00523163+0.00261049j -0.0019328+0.00537502j -0.0105629+0.000927777j -0.000306947+0.000835406j 0.000929594+0.00383027j 0.00732318+0.00487262j 0.000383572+0.000831884j 0.00514372-0.00242513j -0.00101295-0.00167767j -0.00241073+0.00239039j -0.00339565+0.00189367j -0.0101098-0.00936014j -0.00549182-0.00488426j 0.00114098+0.00701474j -0.000234+0.00529347j 0.000123846+0.00744637j -0.00323695+0.00140952j 0.000277141+0.00515447j 0.00959361+0.00812812j 0.00416137-0.00225185j 0.00570932+0.00754004j -0.00566868+0.00109798j -0.00467141+0.00173688j -0.00777191+0.00941668j 0.00172596-0.00927018j 0.00646903+0.00725723j 0.00359708-0.00890621j -0.00599806+0.000884219j -0.00457553+0.0104566j 0.00347834+0.00159742j 0.0058818-0.00213496j 0.01863+0.00593301j 0.0101955-0.00125829j 0.00179929+0.00116445j -0.0022126+0.00680363j -0.00304595-0.0030447j 0.000146178-0.000486025j -0.00914261+0.00236937j 0.0113048+0.0086027j 0.000229002-0.00191626j 0.00191437+0.000858559j -0.000159976+0.00342643j 0.00993081-0.00823931j -0.0104727-0.00319387j 0.00620984-0.00761118j 0.00979234+0.00606127j 
0.0537492+0.000160142j 0.0013089-0.0527837j 0.00599525-0.0122535j -0.0096495-0.00986326j -0.0300427-0.0507826j -0.0598413+0.0341508j 0.0114829+0.0315115j -0.0212714-0.00853562j 0.0032783-0.00149265j 0.0142366+0.00997887j -0.0117374+0.00434495j -0.00535867-0.0178917j -0.00157318+0.00987178j -0.00827976-0.00526999j -0.00506359-0.00642949j -0.0257749+0.0330717j -7.02842e-05+0.00208082j -0.00373921+0.00358095j 0.0015217+0.00975422j 0.00490329+0.0198438j 0.0111659+0.0187357j -0.000816277+0.0134021j 0.0188723+2.70784e-05j -0.0112785-0.00471826j -0.00964524+0.00283899j -0.00484065+0.00506697j 0.0395855+0.0135664j 0.0070657-0.000395036j 0.00351498-0.0100049j -0.0128445-0.00625579j -0.00630575-0.0125234j 0.001872+0.0118694j 0.0147529-0.00192116j -0.00559875-0.0108624j 0.0110927-0.00766654j 0.000746254-0.0108119j -0.00777212-0.000916086j -0.00655252+0.0123364j -0.00916605-0.0168094j -0.0112272-0.0177023j 0.0104806+0.00797336j -0.0013568+0.0129265j 0.00526489-0.000273184j 0.00574185-0.00109599j 0.00690445+0.0170226j -0.0105347+0.0378423j 0.00981828-0.0173974j 0.0139282-0.0159177j -0.0181387+0.00177885j -0.0167441-0.00175367j 0.0279103-0.0237172j -0.00374945+0.00854581j -0.0205048+0.0110229j -0.00905542+0.00327189j 0.0110595+0.00102928j -0.0200739-0.00370611j 0.0232418+0.00193157j -0.00266536+0.00343221j 0.0236176-0.00719918j 0.00130503+0.000763212j 0.00375764+0.00395734j -0.0098366-0.00289465j -0.0161216-0.00933616j -0.0320896-0.0286527j 0.0266679+0.0175199j 0.00134806-0.000329474j 0.00366371+0.00407507j -0.0127163-0.0116485j 0.00395656+0.0257185j -0.00124984+0.0119092j 0.0115679+0.00524994j -0.00449089+0.0213431j 0.00901427+0.00781382j 0.0131328+0.0119987j -0.0211324+0.05191j 0.0106645-0.0145181j 0.017372+0.00916069j -0.0176733-0.00145834j -0.0310819-0.00776262j -0.0169632+0.0180806j 0.00276058+0.0186856j -0.00827809-0.0211401j 0.0492007-0.00581435j -0.00420465-0.0267154j -0.0140809-0.00336563j 0.00520078+0.00780978j -0.00267541-0.0140471j 0.011609-0.0111761j -0.00445165-0.0062719j -0.00986486+0.012622j -0.0107084-0.00560992j 0.0448239+0.027549j -0.0275696+0.0488946j 0.0188827-0.000423677j -0.0053497-0.0155347j 0.0243656-0.0337461j 0.0347923+0.0282822j 
0.0102023-0.0250502j -0.0230219-0.0126416j -0.0162114-0.00610423j -0.0106559+0.0148853j 0.0227716+0.0361645j 0.0360112-0.0186431j -0.0149403-0.00600463j -0.00319444-0.0128795j 0.00943172-0.0057979j -0.00365361-0.012052j -0.000776912+0.00748906j 0.00298023-0.0001956j 0.00684173-0.0216464j 0.00961968+0.00260663j 0.0248378+0.0112359j 0.00806771-0.0232668j -0.00369664-0.00507828j -0.00754243-0.0131719j 0.00825687+0.000111647j -0.0195129+3.9428e-05j -0.000465338-0.0190672j -0.0146336-0.0172132j -0.0149467+0.00541152j -0.00208601+0.00996979j 0.00436597-0.0185174j 0.00561045-0.0110118j -0.024811-0.00421034j 0.0106377-0.00426062j -0.00939117+0.0149621j 0.00505233-0.000811981j 0.0118302+0.00251093j -0.00236378-0.00934127j 0.00619298-0.00690902j -0.006311+0.00693548j 0.000134048+0.00301069j -0.00249655+0.00549688j 0.00289505-0.00352448j -0.0108159+0.00968582j -0.00985795+0.00675827j 0.0121852+0.0133916j -0.00298298+0.010544j 0.00353238+0.00158608j -0.0102011+0.0055836j 0.00502506-0.00945177j -0.00612895-0.0116962j 0.0129068-0.011577j -0.00841617-0.00560808j -0.0175563+0.0190402j 0.00525054-0.00410473j -0.00219994-0.00292038j -0.0131858+0.0163263j -0.00659437+0.0106014j 0.0115202+0.00347118j -0.0047149+0.00147297j -0.00989947+0.00859899j 0.0209538+0.0103237j -0.0107075+0.0114905j 0.0103197-0.000318569j -0.0097757-0.00296688j -0.0154624-0.0104734j 0.00243112+0.00343134j 0.000775351+0.00654173j -0.00638226-0.00506951j 0.0236463+0.0161882j -0.0145258-0.00773405j -0.0113334+0.00675379j -0.0079098+0.0121772j 0.00728402+0.0113311j -0.0136257-0.0165061j 0.0216108+0.00328792j -0.00917386+0.00632071j -0.0142585-0.0128042j -0.0100699-0.00504772j -0.0122132+0.00518201j -0.000612311-0.034449j -0.0112752+0.0159302j 0.000894138-0.00253216j 0.0164239-0.013571j 0.0126797+0.00236958j 0.0052932-0.00264613j -0.00867611-0.00441096j 0.00569289+0.0282158j -0.022197+0.0125916j 0.00205511+0.00951069j 0.000200817+0.014249j -0.0155038+0.00548801j -0.00810842-0.00785808j -0.00926562-0.0146297j 0.00836392+0.00938279j -0.010807-0.0101285j 0.0170137-0.0105908j -0.0557784-0.0157336j 0.0195582-0.0565949j -0.00780855-0.00636479j 0.00257521+0.00520606j -0.00520438-0.0287971j 0.0363858-0.00619306j 
0.024638-0.00808205j -0.00530504-0.0219504j -0.000771528+0.00138456j 0.00209905+0.00404313j 0.00291412-0.00629152j -0.00733488+0.00096604j 0.0142822+0.00407959j -0.00828185-0.00525611j 0.0091638-0.00331884j -0.0012348-0.00720803j -0.0023229+0.0164681j -0.00186497-0.001378j 0.00361871+0.00239559j 0.00203217-0.00388397j 8.3165e-05+0.00747855j -0.00079598+0.00405438j -0.0031088-0.000538438j 0.00300169-0.00465075j 0.00378018-0.00413756j -0.00628184+0.00534061j 0.00458065+0.00688712j -0.00305507+0.000987488j 0.00350736-0.00593648j -0.00414509+0.00232011j -0.000322688-0.00148849j 0.000959543-0.00414373j 0.00174542-0.00305047j 0.0014902+0.000662172j -0.00264072+0.00367461j 0.000861107+0.00101658j 9.19939e-05+0.00639087j 0.000685697+0.000580704j 0.00173704-0.00057133j 0.00369399-0.00306529j 0.0030541-0.00127995j -0.000794974-0.00375295j -0.00167018+0.00169305j -0.0096844+0.00444659j -0.00364443-0.0030651j 9.24219e-07+0.00201113j -0.00297445-0.00139451j -0.00288191+0.000325443j -0.00176428+0.00529686j 0.00548163+0.000690948j -0.00437417-0.00016179j -0.00488665-0.000877825j 0.00505179-0.00782293j 0.00960277+0.00554243j -0.000905072+0.0069673j -0.00887493-0.0129797j -0.00355394-0.00038845j 0.0067041+0.00965949j -0.00569915+0.000290755j -0.00582487-0.00998113j -0.00518942+9.0996e-05j 0.000669488+0.00172334j 0.00550318+0.0059704j 0.00585111-0.00184702j -0.00842909+0.00179906j -0.0018491+0.00297817j 0.00376833+0.00678985j -0.00377149-0.00585219j -0.00744088-0.0148724j -0.00366916-0.00875842j 0.000434475+0.00597623j -0.0105598-0.00393747j 0.00441728+0.00215736j 0.00505736+0.000968286j 0.00133255-0.00103828j 0.00544338+0.00206557j -0.00556397-0.000217902j 0.000264903+0.00165192j -0.00885511+0.00157524j -0.00388685+0.000418946j -0.000594951-0.000274089j 0.00299729-0.00379913j 0.00791675-0.00245663j 0.00209816+0.000123564j -0.000674779+9.38967e-05j 0.00182186+0.0048754j 0.00111785-4.06977e-05j 0.00126924-0.000944634j 0.0076352-0.00807485j 0.00204191+0.0142539j -0.000901359-0.010366j 0.000941733+0.00469408j 0.00167457-0.000584776j -0.006324-0.0119739j -0.0103588-0.00579553j -0.00144335+0.00358303j 0.00390666-0.0108584j -0.00471656+0.00287631j -0.00916936+0.00107341j 0.00182947-0.00400904j -0.00462957-4.55024e-05j 0.00295827-0.0140683j 0.0139643+0.00751527j 
0.0356047-0.0117561j -0.0120466-0.0355287j 0.00848825+0.00242319j 0.0050347-0.00349514j 0.00871064-0.00767463j -0.0053514-0.00885633j 0.00263765+0.00916996j -0.013704+0.000306498j 0.00593262-0.00642924j 0.0114981-0.00385463j 0.00276601+0.00461047j -0.0055878-0.0190541j -2.392e-05+0.000182658j 0.00559131-0.00835384j 0.00186925+0.00822371j -0.00706057+0.00889295j 0.00184843-0.00200739j -0.00721774-0.00433849j 0.0027075+0.00280136j -0.00525072+0.00455809j 0.00651322-0.000925106j -0.00283409+0.0113749j 0.0112845-0.00204195j 0.00107941+0.000422681j -0.00667833+0.00019605j -0.00571911+0.0060813j 0.0129018-0.000357381j 0.00367014-0.0009645j 0.00843061-0.00426559j -0.00430107-0.00175474j 0.000153023-0.00321342j 0.00483224+0.000930144j 0.0118274+0.00242688j 0.00214317-0.00220129j 0.00810568-0.00123021j 0.000870021-0.00545854j -0.00803892+0.00453556j -0.00463057+0.00395525j -0.00840108-0.00398333j -0.00950851-0.0039512j 0.00670548-0.00470237j -0.00209138+0.00719956j -0.000586047-0.00227665j 0.00347845+0.000660156j 0.00542158+0.00259405j -0.000870765+0.0136005j 0.000796182-0.00577779j 0.000299931-0.00663614j -0.00954325-0.00148289j -0.00597152-0.00195619j 0.00712644-0.0017704j -0.0026241+0.0136797j -0.00318156+0.00884586j -0.00171874+0.0130999j 0.00299495-0.00326686j -0.0116483+0.00480101j 0.000504274+0.0051477j -0.000890615+0.00071772j 0.00537383-0.00697925j -0.00125969+0.00584348j -0.00672172+0.00457631j 0.00311704-0.00443055j -0.00896684-0.00223463j -0.0120995-0.0133763j 0.00763962+0.00867909j -0.00638946-0.000736639j -0.00247425+0.00751842j -0.00529231-0.00618894j 0.000411813-0.00290936j 0.00259034+0.00092912j 0.00157827+0.00765923j -0.00408332+0.00870186j -0.00159255-0.000164282j 0.00651899+0.00142829j -0.00588783+0.012325j -0.00048717-0.011728j 0.0112454+0.000577797j -0.000393553-0.00374236j -0.0172507-0.00245994j -0.00887659+0.0067393j -0.00894264+0.00633537j 0.00829948+0.00356282j 0.00663097-0.000150964j -0.00394975-0.0175405j -0.00370578-0.00727011j -0.0031761+0.0240191j -0.000941893-0.0103002j -0.00817759-0.00519049j -0.0129882+0.000338327j -0.00592944+0.0149355j -0.0080492+0.00541625j 0.00715561+0.0112633j -0.0118608+0.00351518j 0.00850829+0.0102498j 0.0156958-0.00337643j 0.0233884-0.035287j 0.0385204+0.0237764j 
-0.0179042-0.00843228j -0.00861651+0.0163396j 0.0252629-0.00380722j -0.00329194-0.0286529j 0.00692164+0.0573051j 0.0560766-0.0199428j -0.0373378-0.0140034j 0.00980971+0.00269503j -0.0275366-0.0173288j -0.00528048-0.00182011j 0.00329765-0.013719j 0.00410242-0.006282j 0.0040609-0.0373357j 0.0290992+0.00878863j 0.0401081-0.0133244j -0.00446942-0.0189062j 0.00061287+0.00170485j -0.0227442+0.0039826j 0.0202535+0.0294169j -0.01175-0.000349279j -0.0142432-0.031584j -0.0140992-0.0137088j -0.00242124+0.0205056j 0.00915422+0.00512877j 0.004868-0.0374086j 0.00794578+0.000608525j -0.000844969-0.00470977j 0.00494841-0.0108069j -0.0120483+0.0213531j -0.00508918+0.0125402j 0.0158744-0.0121378j 0.00608905-0.0217831j 0.00998433-0.0105462j -0.0176034+0.000894073j 0.0161303+0.0222583j -0.0120132+0.00373648j 0.00673935-0.00837526j -0.00192015-0.00399564j -0.014766-0.00573115j -0.0123497+0.0136436j -0.00740694+0.0260122j 0.013056+0.00749471j -0.0181909+0.00753853j 0.023344-0.016112j -0.0206843-0.0168386j 0.0209651-0.00204119j -0.00571385-0.0107752j -0.0268191+0.0206645j -0.00700223+0.000751215j 0.00336524-0.00872384j -0.00854227+0.0263821j -0.0150572+0.0100548j 0.0131663+0.0232132j -0.00165896+0.0218079j 0.0168246-0.000799477j 0.02595+0.0279424j -0.022572+0.00353395j -0.00882909+0.0109708j 0.00707731-0.0143329j -0.0168411-0.00548266j 0.00224203+0.00669834j 0.00882645+0.00926222j -0.00164085-0.0069774j 0.0226776+0.0158575j -0.0159512-0.00495703j 0.0115593-0.000234665j -0.0373979+0.0317621j 0.0114769-0.0025649j -0.0191803-0.011339j 0.0423311+0.012667j 0.0168541+0.0101626j -0.0169729-0.0108443j -0.00732513-0.00334584j -0.022215-0.00197419j 0.00892971-0.0160985j -0.0124958-0.00317655j -0.0133061+0.00581137j 0.000253583-0.0338955j 0.0123782+0.00189428j -0.0165113-0.0253872j -0.00766244-0.00939325j 0.00372703+0.0211704j -0.0115918+0.00851103j 0.00737335-0.0199947j -0.0140028+0.0179089j -0.000102149+0.0023715j -0.0169824+0.0240244j -0.0167614+0.0119514j 0.00824382+0.00614698j -0.0129001-0.00334557j -0.00193264-0.0287384j -0.0739804-0.0446469j 0.0447037-0.0698789j 0.0101625-0.0113354j 0.00530957-0.0106761j -0.0192981-0.000332967j 0.00193056-0.0210441j 
0.0154452-0.00066119j -0.00268896-0.0150613j 0.0278102-0.00426874j -0.00495857-0.0377194j -0.0344715-0.0100793j -0.0194052+0.0229014j -0.0237939+0.0218245j -0.00193712+0.00686941j -0.0387923-0.0116278j 0.00594371+0.0186035j -0.00884936-0.0221987j 0.00214758-0.0245564j -0.0096173-0.0349839j 0.0280771+0.0159094j 0.0283083-0.041396j -0.0209253+0.0096371j 0.00450582+0.000664107j -0.0328435+0.0218492j 0.0115871+0.0434138j -0.00402587+0.00545876j -0.012571-0.0137692j -0.00232075+0.0118909j 0.0170302+0.0160968j -0.00107047-0.00534679j -0.000519733-0.0395644j 0.00540955+0.010793j 0.05068+0.0039853j 0.0204577-0.0159358j -0.00937406+0.00386472j -0.017026+0.0145702j 0.00676638-0.0303494j 0.0143616-0.0160896j 0.0285486-0.00494965j -0.0271666-0.0190668j 0.0299567+0.0196906j -0.0128848-0.0168157j 0.00284918-0.00109064j 0.00452644+0.00616158j -0.0221177-0.0190433j -0.0220513-0.00617358j 0.00704712+0.0247485j 0.0146738+0.0167673j -0.0107604-0.00145383j 0.0218175-0.0122286j -0.0289073+0.00113547j 0.00758694+0.0405522j -0.00247663-0.0405185j -0.00434233-0.0173604j -0.0270497+0.00103436j -0.00130048-0.00902667j 0.0399934+0.00107502j -0.0251712+0.014114j -0.0114832+0.0286412j -0.0102839+0.0122731j 0.0370896-0.00629725j 0.000316258+0.0281676j -0.00584016+0.0110566j -0.0203927+0.00909233j 0.0333013-0.030408j -0.0048986-0.00810749j -0.0069556+0.0114086j -0.00849024+0.00194366j -0.0216814-0.0200238j -0.0171932-0.0160986j -0.000941001+0.0158224j 0.0139018-0.00469728j -0.0399746+0.0337011j -0.0110021-0.015468j -0.00823152+0.0155806j 0.0400928+0.0180501j 0.0361772+0.0193905j 0.0154177+0.0192795j -0.00624788+0.0216987j -0.0251696+0.00967034j -0.0016397+0.03958j 0.00772745-0.0287067j 0.00293999+0.0278258j -0.0112336-0.0342858j -0.0221726+0.0192262j -0.0375179-0.00979094j -0.0114619-0.0145411j 0.0264962-0.00110664j 0.0318198+0.0256042j 0.00970894-0.0410198j -0.0144072+0.0147487j 0.00821216+0.0181649j -0.0102527+0.0235598j -0.0226869+0.00292153j 0.0315069-0.00525405j -0.00637328+0.00138254j -0.0269119-0.0105954j 0.00293864-0.0161828j 0.0206763+0.00341489j 0.00705208-0.0384865j -0.0202999-0.0185165j 0.0101581-0.00187562j 0.000182026+0.00537346j 
-0.0598413+0.0260211j 0.0273515+0.062971j -0.0212998+0.00609379j 0.00364003+0.0160445j -0.0156335-0.0265222j -0.0222084+0.0187725j 0.0185931-0.0106356j 0.0187378+0.0117888j 0.00354396+0.0161399j -0.0126584+0.00478815j -0.00121295-0.0155379j -0.0020616+0.034536j -0.00261963+0.0294778j -0.0353194+0.00649888j -0.0402152+0.013616j 0.0168663+0.000815486j 0.0063178+0.00919385j 0.0245833+0.0065365j -0.0184832-0.0290438j 0.0138757-0.014652j 0.00518494+0.0260526j 0.0208237+0.00515075j -0.0108738-0.0142206j -0.00312786-0.00428394j 0.00586597+0.042715j -0.000505771+0.00186866j -0.0113103-0.000939602j -0.01044+0.00747687j -0.00027135-0.0199184j 0.0104125-0.007283j -0.00791635+0.0154641j -0.00732407+0.0162246j -0.0204963+0.0020997j 0.00603909+0.00824739j -0.0206075-0.011005j 0.0111332+0.00787613j -0.000312605+0.00796227j 0.0157055-0.0167716j 0.030698+0.0189637j 0.0109442-0.00013911j 0.00457778-0.028757j -0.0115424-0.0132095j 0.0147569-0.00214969j -0.0253704+0.013533j 0.0124883+0.00709703j -0.0120564-0.0253337j -0.00486628+0.0297185j 0.0244989-0.0153047j 0.0243025-0.00985158j -0.00166728+0.00935322j -0.00954434-0.0161191j 0.0234468-0.0121777j 0.00321621-0.0256203j -0.00631923-0.0172061j -0.0274847-0.00256893j -0.00671461-0.0265462j 0.0106963-0.0144226j -0.00677289-0.00973399j -0.0133604+0.0109139j 0.0225127+0.0104102j -0.010526-0.0144394j 0.00763905-0.0107257j 0.0318252+0.00821061j 0.00474697+0.00405434j 0.0109681-0.0107658j 0.00498696+0.00615745j 0.0344139-0.0300476j 0.00081833+0.00858495j 0.0201563+0.010083j -0.0449124-0.0096298j -0.0135892-0.00335356j 0.0134482+0.00438006j 0.0229566+0.0045819j 0.0200141-0.00391256j 0.000717923-0.0123719j 0.000631975+0.00598054j -0.02036-0.0216509j -0.0075218+0.037002j 0.0098311-0.0131571j 0.0136212+0.00139391j 0.00383772-0.00292376j -0.0167477-0.0277742j -0.0152716-0.004285j -0.00694045+0.013978j 0.0110788+0.00364643j 0.00292422-0.0346146j 0.00381305+0.00688378j 0.0261033-0.0134643j 0.0222962+0.000569671j 0.0258461-0.0177406j 0.00484413+0.0374849j 0.0387889+0.013593j -0.0116446+0.0302397j -0.0147684+0.00759653j 0.0104008+0.00941311j -0.0137107+0.063154j -0.0599666-0.0133852j 
-0.0813143+0.00446602j 0.005163+0.0837739j -0.0166157+0.00498267j 0.00854936+0.00927268j -0.00223963+0.037531j 0.0433017-0.00330261j -0.0167124-0.0379099j 0.0320441+0.00698533j -0.0174152+0.00777777j -0.0166072+0.000580014j 0.00651839-0.0315072j 0.00318859+0.0280772j -0.00562431-0.0158349j -0.00430898+0.019825j -0.0133963-0.00614034j 0.0260287-0.0302558j -0.00815507+0.00726651j -0.0071567+0.0150504j -0.0130142-0.00215165j -0.0100237-0.0255912j -0.0124561-0.0139938j 0.00205271-0.00670263j -0.0208915+0.00584031j 0.00775338+0.0021918j 0.0190876+0.00563343j 0.0171682+0.00515616j -0.025132-0.00594995j -0.00790937+0.00146769j -0.0195801+0.000941071j 0.0187899+0.000517445j 0.0137363+0.00859283j -0.00183045-0.0105211j -0.0230757-0.00283568j -0.00751779+0.0116861j -0.0149443+0.00936486j 0.0031752+0.0138066j 0.0134915+0.00580246j 0.0190834-0.0250266j 0.0182155+0.0128608j 0.0119401+0.0124138j 0.00110925-0.00870726j 0.00614245-0.00718294j -0.010754+0.000813015j -0.0171159+0.00605792j -0.00898871-0.016402j 0.0140352-0.0381902j -0.0103911+0.0250601j 0.00284315+0.00493598j 0.0211038-0.000722128j 0.00969506+0.00186923j -0.0268488+0.00321317j 0.0168559-0.0131898j 0.0165161-0.022696j -0.00410377-0.0149826j -0.0173999-0.00656419j 0.0217451+0.00536246j -0.0205747-0.00486245j -0.0113899+0.00430981j -0.0102496+0.0068132j 0.0138896+8.96482e-05j -0.00894409+0.000462099j 0.00947102+0.000560276j 0.042916+0.00974414j 0.0339864+0.0355489j -0.0242049-0.0267613j 0.00682018-0.00145361j -0.0125497-0.0105968j 0.0017056+0.0120217j -0.00309447-0.0176147j -0.0067483-0.0136745j 0.0135273-0.00397539j 0.0094758-0.0128245j -0.000390327+0.00871315j -0.0148665-0.0125412j 0.0195572-0.0470119j -0.0272691+0.0284646j -0.0166521-0.00230741j 0.00495054-0.00557968j 0.0344039+0.00651584j 0.00852856-0.0282114j 0.0045794-0.0240625j 0.00508418+0.000516342j -0.050689+0.0117193j 0.0106992+0.0104404j 0.0159397+0.0325074j -0.014186-0.0210803j 0.00468637+0.0542362j -0.00793656+0.00859467j 0.0359464+0.0194727j 0.0339677-0.0297198j -0.00101598+0.0113559j -0.0351456-0.0195647j 0.0231465-0.0320644j -0.0215761+0.0126812j 0.0127306+0.0229457j -0.0271703+0.0651391j -0.0633099-0.0234179j 
