-0.0454118+0.00901015j -0.017668+0.0343117j -0.0295683-0.0386746j 0.052297+0.0397197j 0.0158732+0.00238711j 0.037723+0.00315023j -0.0933291-0.0149803j -0.0268908-0.00227817j -0.0177302-0.00958684j 0.0101715+0.00240338j -0.0338529+0.0249274j 0.030549-0.0155178j -0.00308698+0.00559403j -0.0651825-0.00239239j -0.00116669+0.0157261j 0.0112144-0.00629771j 0.00873439+0.0143499j 0.0398761+0.00703679j -0.0191223+0.0397529j 0.0139721+0.0173516j 0.0127817+0.011477j -0.0276593-0.00524784j -0.026163+0.000598792j -0.0185477-0.00996309j 0.0164572+0.0102342j -0.0113584-0.0131995j -0.0113585-0.0120307j -0.0095979+0.00406219j -0.0153094+0.0225303j -0.0323718+0.0191395j 0.0122703-0.0141795j 0.0260238+0.0249531j -0.040739+0.0112502j -0.0094844-0.0088821j -0.0122778+0.00271022j 0.0147828-0.0072181j 0.0136695-0.0105411j 0.00306536+0.0104077j 0.0180378-0.00237823j 0.00184297-0.0201683j 0.0104022+0.0216632j 0.0293805+0.000979506j -0.0177552-0.000661466j -0.0209219+0.0106733j 0.0111893-0.0144206j 0.0128715-0.00285513j -0.00607703+0.024226j -0.0168951+0.00852447j -0.00644588-0.0081179j 0.0308259-0.0229547j -0.00205747-0.0173133j 0.000796472-0.0169749j 0.0067405-0.0115472j -0.00144811-0.0154813j 0.00403911+0.00521594j 0.0172698-0.00204843j 0.0186363-0.0265878j -0.0364673+0.00179895j 0.016372+0.0267539j -0.0334697+0.0515943j -0.00514052-0.0159593j -0.0111788-0.00480176j 0.004307+0.0441776j -0.00743505-0.00784487j -0.0296124+0.0233164j 0.0408628+0.0251634j -0.0549876+0.00458536j -0.0344138-0.0102494j 0.053706-0.0469436j 0.017262+0.00612953j -0.0309497+0.0118417j -0.00367336-0.0218306j 0.0674487+0.0174919j 0.00570053+0.0107378j -0.0247097-0.00446171j 0.0160357+0.0420785j -0.0104015+0.0584782j -0.0250436+0.146538j -0.080137-0.01558j 0.102355-0.029622j -0.0532353-0.03255j 0.0252578+0.0618055j -0.00175421-0.0501614j -0.0755159+0.0392423j 0.100037-0.00486031j 0.0376312+0.0253899j -0.0622885+0.0276761j 0.0244912-0.0772281j 0.0278567-0.0424182j -0.00143111+0.0580888j 0.0719533+0.0163365j -0.0808322+0.0440174j 0.0218851+0.00281272j -0.0261627+0.131549j 0.165144-0.0795445j -0.0422666+0.164205j -0.233003+0.133672j -0.0964829+0.173937j 
0.0087634+0.0388471j 0.0127789-0.00614783j -0.00297878+0.0102349j 0.0163236-0.0248597j -0.0194232+0.024602j 0.0401354+0.0185615j 0.00660725-0.0105318j -0.00619691-0.0059567j -0.0363279-0.035685j -0.0247366+0.0121428j 0.0287993+0.000306535j 0.00960254-0.018505j -0.0130561-0.0195614j 0.0307428-0.0011234j -0.0151416-0.00974641j 0.0296105-0.0299311j -0.0346151-0.0217427j 0.0397815+0.0486953j -0.0590731+0.0175712j 0.0079831+0.0434345j 0.00809217+0.00964378j -0.0608795+0.0161447j 0.0364857+0.0272638j -0.0128472+0.039804j 0.0409011-0.0378463j -0.013556+0.0449054j 0.0481661-0.0316458j -0.0536163+0.0339411j -0.0337688-0.0799825j 0.0388837+0.0740378j -0.0625116-0.0775421j 0.0265854+0.017096j -0.0577778+0.0289541j 0.037679-0.00652596j -0.0238045-0.0143949j -0.0291138+0.00592805j 0.0281091-0.0853824j 0.00659607-0.0374757j 0.0327201-0.0255448j 0.0267941+0.00831836j 0.00779298-0.0194598j -0.0343365+0.00788036j 0.0440568-0.0155629j 0.0588221+0.0407421j -0.0297577-0.0386888j -0.0612598-0.00674109j -0.0151778+0.0583763j 0.00484284-0.0287426j 0.0677395-0.0333874j -0.053562+0.0884989j 0.0480534+0.106319j 0.00385398+0.0271524j -0.110549+0.0839473j -0.114313+0.00170515j 0.037514-0.0407627j 0.063526-0.0131449j -0.0846746+0.0144122j -0.217863+0.0110152j -0.00690741-0.0241768j 0.0133025-0.0248986j -0.109933-0.0350029j 0.0597777+0.0185671j -0.0699056-0.138697j 0.0965432-0.0109412j -0.0570537-0.0409179j 0.0520108-0.14779j -0.0423246+0.0545288j -0.0029108-0.0928886j -0.00824108+0.00523458j -0.016517+0.0389508j 0.0599868-0.0948686j -0.149472+0.00125557j 0.00615625+0.0643486j -0.0233461+0.0298987j 0.0133294-0.195163j -0.0702236+0.114417j 0.0105378+0.0473824j -0.137749-0.0968999j 0.0403721-0.048886j -0.026071-0.101389j -0.0430113+0.111811j -0.0493811-0.0339927j -0.0722353-0.0774989j 0.0653106+0.0548562j -0.0601475-0.0199061j -0.0220952-0.0605291j -0.068211+0.0283849j 0.0430017+0.0595473j 0.0544132-0.0148651j -0.0394533-0.0182946j 0.0544629+0.00894636j 0.0449646-0.0600052j -0.0764179-0.028473j 0.0373851+0.00733184j 0.0119613+0.0680609j -0.0100934-0.0475561j 0.0388299-0.00384633j -0.0329364-0.000254462j 
-0.00198539-0.016286j -0.00722919-0.0109341j 0.00339974+0.0338016j -0.0196207+0.0100758j -0.0233121-0.00259996j -0.0252833-0.00662392j -0.0248882+0.0748808j -0.00772902+0.0600453j 0.0466093+0.0342313j -0.0522534+0.0113908j 0.0175916-0.0295552j 0.0279986-0.0491165j 3.40214e-05-0.0216162j 0.0726836+0.0254441j -0.0660583+0.0322481j 0.0257182-0.00375015j 0.0413362+0.00819728j 0.00824352-0.0320804j -0.0100489+0.00826381j 0.0216271-0.0560982j -0.00361433-0.0698711j 0.0462547+0.0254406j -0.0345744+0.0267979j 0.0317332-0.00348561j -0.0544906-0.0100579j 0.000185143+0.0121125j 0.0326234+0.058921j 0.00275783-0.0176875j -0.0188572-0.0250524j -0.0203798-0.0470622j 0.0677241+0.0475638j 0.104206+0.0473317j -0.0443908-0.0652757j 0.029865+0.0695875j 0.0623683-0.00874702j 0.0298796+0.0431299j 0.0028055+0.0291252j 0.0307646+0.0348626j -0.0426061-0.0260305j 0.0208612-0.00499573j -0.0100561+0.0146644j -0.0281644-0.00864943j -0.0633521-0.0587153j -0.106424-0.0255537j 0.0762575+0.0639382j 0.0565798+0.0375611j -0.0483096-0.0529881j -0.058589+0.0205063j 0.0522392+0.0700991j -0.0273976+0.0260516j -0.00820234-0.00773141j 0.0328832-0.00205328j -9.18119e-05-0.0123548j -0.0107705-0.00380151j -0.0189765+0.0110649j 0.0258387-0.0170119j 0.0156683+0.065743j 0.0406517-0.0199383j -0.079327-0.197411j 0.0462906-0.00538106j -0.0447923+0.0108573j 0.00618295-0.135147j -0.0266543+0.0797337j 0.0573258-0.106391j -0.0375791-0.0162882j -0.14593+0.0190565j 0.000778055-0.0229584j -0.0169492-0.0932255j -0.17175-0.227236j 0.0105996-0.0261827j 0.0553721-0.083716j -0.121973-0.0982913j -0.211886+0.0995063j -0.0104451-0.00722311j 0.0620744+0.0364156j -0.151144-0.00106431j 0.0650542-0.0226842j -0.0626632+0.122148j -0.0368061+0.0574253j 0.028761-0.0207495j -0.00165987-0.12712j -0.0163605+0.0453702j 0.0136403+0.0177774j 0.0506716-0.0203928j -0.0548595+0.010739j -0.0172328+0.0152467j 0.0444569+0.0148693j 0.0841385-0.0399418j 0.00794931-0.00573425j 0.0112928+0.0650751j -0.00338375-0.0180624j -0.0146188+0.0136067j -0.00739105-0.00819238j 0.00411806+0.00343504j -0.0535809+0.00257033j 0.00504402-0.00487119j -0.00123008-0.0220178j 0.0388848-0.0199478j 
-0.00994106-0.0387142j -0.00380143+0.0149062j -0.00890701-0.0416233j -0.0177956+0.0448939j -0.00554755+0.0246571j 0.0600383-0.00685505j 0.00597834-0.0387315j -0.0263534-0.0572772j -0.0154799-0.0105574j 0.0469922+0.0117283j 0.0042443+0.0172513j 0.0069789-0.0182527j -0.03833+0.0283945j 0.0385754-0.00578789j -0.00669772+0.0501688j -0.00796154+0.0035497j 0.0143431-0.0346217j -0.0124931-0.050076j -0.0322424-0.0472286j 0.0323789+0.0325404j -0.0382-0.0220523j -0.0110573+0.0611923j 0.000275314+0.0106202j -0.0418589-0.0201653j -0.0638052-0.0460544j 0.0537143+0.0333184j 0.0507271+0.0321058j -0.0585591-0.0586397j 0.0486776-0.025252j -0.0253137+0.0261016j -0.0236344-0.0539875j -0.048485+0.026269j 0.0115544-0.00203852j -0.0102988+0.0517813j -0.0303905+0.0301117j -0.0480057+0.0527367j -0.0244184+0.0538759j 0.0572987-0.0879219j 0.0339093-0.0395085j -0.0174929+0.0520152j 0.0104054+0.01924j 0.0128595-0.0317317j 0.0186309-0.0641036j 0.00242303+0.0486184j -0.0402403-0.0913578j -0.0564051+0.00414728j 0.0589348+0.0448794j -0.00211175+0.0655491j 0.0333845-0.000627925j -0.0570757+0.0371747j -0.0605875+0.0468097j 0.0690112-0.00973331j -0.0799565-0.0306374j -0.0747896-0.00122266j -0.000686603-0.0188496j -0.00927826-0.0397152j 0.00598417+0.0572606j 0.00297997+0.127892j 0.00870877-0.0067933j -0.0340366-0.0045661j -0.0434336+0.0235399j -0.0724859-0.101253j -0.178332+0.048507j -0.0693882+0.0421032j -0.0157795+0.124855j 0.0246517-0.0399795j -0.0525758-0.0399012j -0.0656396-0.0397655j -0.0560317+0.0404393j 0.0307667-0.105816j -0.157573-6.47171e-05j 0.0113974+0.0694377j -0.0780873+0.0143854j 0.0172098-0.00299544j -0.0231385-0.0479811j 0.0425205+0.0172083j -0.11619+0.0673808j -0.108739+0.0243887j 0.0157991+0.0681533j 0.0134838-0.0326511j -0.0224765-0.0519735j -0.0955015+0.0348507j 0.0197614-0.0561354j -0.098488+0.0637895j 0.0133086-0.00138528j -0.0359663-0.0128039j -0.11632-0.0280919j -0.0621403+0.0729639j 0.0649418+0.0936713j 0.0338175-0.0297628j 0.0112264+0.0360359j 0.00270398+0.0664996j 0.0304865+0.0273304j 0.00271654+0.0477771j 0.0659233-0.0852029j 0.0207042+0.0189998j -0.0439044+0.036511j -0.0133516+0.00575322j 
-0.0025652-0.0403078j -0.00964526+0.026222j -0.0112018-0.0353616j -0.0313502+0.020901j 0.000345589-0.0303525j 0.0361872+0.00508514j -0.0102801-0.0403014j -0.0455884-0.040638j 0.00145675+0.0112953j -0.0049536+0.0105115j 0.043439+0.0265305j 0.00771766+0.00652097j 0.000270001+0.0371477j -0.0275484-0.0574026j 0.0141636+0.0148012j 0.0324487+0.0164916j -0.0334086-0.0385934j -0.00305197+0.0626224j 0.0202725-0.00177538j 0.0148203+0.0316172j 0.0176001+0.0242993j 0.0407853-0.00109898j -0.0507596+0.0251556j -0.0192253-0.0117489j 0.00347308+0.00490617j -0.0399367-0.0260425j -0.0355485+0.0116242j 0.0395917-0.0440563j 0.0503669+0.0754049j -0.0290047-0.0132977j -0.0138402-0.0575353j 0.0392331+0.0288637j -0.0077805+0.0562211j -0.0745096-0.00806165j 0.0222707+0.051278j -0.0201819+0.00138625j -0.0142285+0.0654434j 0.0219758+0.0698303j -0.0413166-0.0193265j -0.0161567+0.0322848j 0.030453-0.000896159j -0.0502957-0.0406059j 0.00937353-0.0065244j -0.00607272-0.028743j -0.120171-0.0786075j -0.0840326+0.0572786j 0.0872481+0.0414342j -0.108053+0.0173435j 0.0525504+0.0191167j 0.00903766+0.00630418j -0.0384473+0.0538852j -0.0590274-0.0549504j 0.0214064-0.0239494j -0.034046+0.0713433j -0.0622021-0.010369j -0.0584939-0.0101963j 0.0490056+0.0561085j -0.0727675-0.0154726j -0.00763634-0.0329271j 0.113971+0.0301383j 0.0325633-0.0397575j -0.0887232+0.0508502j -0.0662439+0.00814894j -0.150303-0.01347j 0.0587183+0.0205322j 0.0171989-0.0258224j -0.0600565+0.0731202j -0.0237605+0.00227527j -0.0715867+0.00731947j -0.105332-0.177457j 0.0463578-0.0550169j -0.00707073-0.0650572j -0.0400111-0.00294722j -0.063027+0.0485105j 0.0203718-0.0750028j 0.0683519-0.0725738j -0.00943465-0.00516204j -0.150063-0.0249927j 0.0194058+0.0500528j 0.00920994+0.00600599j -0.05971+0.0162945j 0.0428562+0.0364901j 0.00136917+0.066655j -0.00415842-0.0597164j -0.0232424+0.0565755j -0.0188902+0.0251546j -0.0143326+0.0725561j 0.0795881-0.0260843j -0.00155713-0.0449905j -0.0597675-0.0523491j -0.0640062-0.0998838j -0.155221+0.0224204j -0.0455708+0.10814j -0.0263089-0.0631464j 0.000572712-0.0739858j -0.00414243+0.0435723j -0.0272417+0.00873376j 0.000485336-0.0118232j 
-0.0135403-0.00767518j 0.0221543+0.00594603j 0.0143991+0.00925976j -0.0508255-0.0262472j -0.0252894+0.0146753j 0.0192402+0.0133914j 0.0112291+0.00644803j -0.0128224-0.00857527j 0.0154784+0.043875j -0.0430068+0.0195389j 0.00730658-0.0271889j -0.0435887-0.0144754j 0.0047894-0.0318918j 0.0650363-0.00533774j -0.0267365+0.0361894j -0.0278959+0.0312272j -0.0129019+0.0180562j 0.0198985-0.0136514j 0.0357978-0.0516953j 0.0317563+0.0238902j -0.0859176+0.012803j -0.00850545-0.0205407j 0.0400169-0.022651j 0.000112108-0.0438374j -0.0180517+0.0218358j 0.00219684-0.048299j -0.0378451-0.0229707j 0.0145062-0.00727947j 0.00745959-0.0117258j 0.0267737+0.0291117j 0.0109376-0.0204827j 0.0373206+0.0908035j -0.000826427-0.0338091j 0.0489702-0.0199443j 0.0145542+0.0380795j 0.0719341-0.0127762j 0.0563131+0.0630434j -0.0158445+0.0212837j -0.0304209+0.0119105j -0.0339912-0.0231487j 0.00977516-0.0240735j -0.0217819+0.0481803j -0.0230145-0.00395374j 0.0373253+0.1024j -0.0544081-0.0233318j 0.0261202-0.0183211j 0.00559485-0.036326j 0.0244861+0.0774499j 0.00680494-0.0104369j -0.0468623+0.0495564j -0.0352414+0.0117989j 0.0453958+0.0397455j -0.0897334+0.0743058j 0.00961763+0.00880804j -0.000232864-0.0209172j -0.0554063-0.0312188j -0.094644-0.0570601j -0.0119877-0.0204362j 0.0705409+0.0884584j -0.0210902+0.0855812j 0.0559277-0.0718946j -0.0462176+0.000457434j -0.0973848-0.102983j -0.00151849+0.151034j 0.039582+0.0267969j 0.00897303+0.0468431j -0.00191904+0.0339123j -0.0206948+0.000384086j -0.0927398+0.0449096j -0.163456-0.127851j -0.0259416-0.0472097j -0.0929506-0.0374502j 0.0418673-0.0640102j -0.0819901-0.044363j 0.079449-0.00938208j 0.012575-0.100254j 0.0170616+0.0933103j 0.122323-0.0665789j 0.0834287-0.0522394j -0.0216996+0.0403675j 0.000814793-0.0701377j -0.0909995-0.0346983j -0.0176529-0.0671633j 0.0645075+0.00663977j -0.0460732+0.0119295j -0.0813978+0.0301035j -0.0331352+0.0381319j 0.0361988+0.0608332j 0.0351888-0.0140692j 0.00154957-0.0452167j 0.0325767-0.0443963j 0.0316394-0.0587146j -0.0538499-0.0596937j 0.0151116+0.0161264j -0.039026+0.0151737j 0.0366855-0.029889j 0.0293849+0.0133462j 0.0314434-0.0198816j 
-0.020206-0.00893651j 0.0182679-0.0151599j -0.0183115-0.017788j -0.0284032+0.0507086j -0.00485052+0.0176082j 0.043512-0.00724365j 0.00925307-0.0332491j -0.0387558-0.020764j 0.0031849-0.0518999j 0.00755407-0.0176428j -0.0075297+0.0155357j -0.0217228+0.06476j 0.0182583+0.0565695j -0.0486834+0.0376963j 0.0252496+0.0115635j -0.0255455+0.00869648j -0.0450512-0.00278492j 0.0248194+0.0337113j -0.0220502+0.0300878j 0.0127823+0.033621j 0.0351398-0.0765281j -0.0107555-0.0160713j -0.0716414+0.0267705j -0.0448689+0.000670524j -0.0241894-0.0632309j 0.0020094-0.0103363j 0.0120067+0.060433j 0.0222637-0.00247894j 0.0574043+0.0408202j -0.0344038-0.0452213j -0.0457571-0.0102796j 0.00810189+0.0350825j 0.0111946+0.0132945j -0.0419211+0.01031j 0.00880149+0.0184808j 0.0413357-0.00986824j 0.0161346+0.0231234j -0.0368809-0.0223673j -0.0238488-0.015741j -0.0284586-0.0201767j 0.00577663+0.0158061j 0.0550554-0.0308171j 0.0160816-0.00911391j -0.0218028+0.0334599j -0.0202835-0.0487399j -0.0246887+0.00618247j -0.0233799+0.0302487j -0.067462+0.0159085j 0.000271996+0.00641394j -0.0355247+0.0201879j 0.00214733+0.0449875j 0.0448448-0.0533015j -0.0881963-0.0701621j -0.0923866-0.0303247j -0.0903196+0.0565956j -0.0787953-0.0486982j -0.0561314+0.0829508j 0.0541126-0.0485963j 0.0697912-0.0375352j 0.0386169+0.0213985j 0.019214+0.00838905j -0.0432844-0.0156848j -0.0675704-0.0199975j -0.0560029+0.0268463j 0.0227749+0.0656028j -0.0118747-0.0562943j -0.0173706-0.169141j -0.0141265+0.0725447j -0.0197083+0.0162074j 0.087223-0.00717245j -0.0132277+0.00789473j 0.0195134+0.0222102j -0.204536-0.107986j 0.0647624-0.15227j -0.0191671+0.00747682j -0.0820652+0.100534j 0.0062814-0.00933182j 0.037839-0.0624974j -0.0671177+0.0575644j 0.0493426+0.00170705j 0.0608575-0.0296212j -0.0184881-0.054469j -0.0422309-0.0469835j -0.0121773-0.0132662j -0.0191103-0.00245276j -0.01317+0.0521999j -0.00608404+0.00724611j 0.0505034+0.101256j 0.0629355+0.0121998j -0.0330624-0.0221849j -0.00661565+0.0531301j 0.0661353+0.000285538j 0.0341114+0.00155808j -0.00671666+0.0137997j -0.0204843+0.00457804j -0.0174077-0.0274851j 0.0142437+0.00286388j -0.023028-0.0138669j 
0.0197738-0.0118227j 0.0150244-0.0385267j -0.0143985-0.0328477j 0.0118169-0.0060576j 0.00682431+0.00639009j 0.0313277+0.0460267j 0.110568+0.0506934j 0.0452001-0.0613898j -0.0102775+0.0393536j 0.000251816-0.0194442j 0.0511676+0.0141324j 0.0213678-0.0549808j 0.0245322-0.0316651j 0.0967311+0.0513938j -0.0537082+0.00855743j -0.0212788-0.0364735j 0.0168304-0.0182733j -0.0530363+0.047657j 0.00108689+0.0224146j -0.0764034+0.0247484j -0.038686+0.0178641j -0.00976038-0.0406529j 0.00270515-0.0141995j 0.0206088+0.0615663j 0.00103973-0.00838986j -0.0577392+0.00760688j -0.0141497+0.0317776j -0.0683211+0.0487623j -0.0316014+0.00446816j -0.043037+0.0656037j -0.00179998-0.019224j 0.00496211-0.0313322j 0.0152324-0.00788258j 0.014683+0.0324254j 0.0661772-0.012688j 0.0294785+0.0876699j -0.00325342+0.0327705j -0.0195776+0.00152962j -0.0660306+0.0279204j -0.00659474+0.0927813j -0.0278297+0.0350113j -0.0446856-0.0638148j -0.0432974+0.0960233j 0.0113297-0.0164152j -0.0183606+0.000675867j 0.064745-0.0199717j -0.0431464+0.0236278j 0.0792793-0.125551j 0.0205639-0.0144729j -0.003925+0.0310144j 0.0548011+0.0349307j -0.0268281+0.0324618j -0.0684241-0.0395491j -0.0296617+0.0406218j -0.000150674-0.00604283j 0.100836-0.154469j 0.0738147-0.0485879j -0.0501113+0.0876918j 0.0938674-0.0597812j 0.0345625-0.0446129j 0.0771649+0.0204173j 0.0292509+0.0418666j -0.21569+0.137572j 0.0822384-0.031226j -0.0844798-0.0288999j 0.0933896-0.00558425j 0.0682386+0.129587j -0.0504794-0.102255j -0.0766045-0.0111696j -0.0385513-0.0555954j 0.00806147+0.0295975j -0.0288857+0.0878977j 0.0217561+0.063041j 0.0368767-0.0349723j 0.0549676+0.00250703j -0.0907973+0.0732924j 0.0762945-0.0728268j 0.018387-0.0146749j 0.0762812-0.0138336j 0.0262803+0.108686j 0.0461379+0.012302j -0.0275783+0.0277703j 0.0221475+0.043807j 0.0223501+0.0406557j -0.00910915+0.0653722j 0.0214279-0.0331988j -0.026618-0.0551014j -0.0441318+0.033518j -0.0128929+0.0771717j 0.0607524-0.0277123j 0.0285232+0.0306016j 0.0303053+0.0334029j -0.00122238+0.00363243j 0.0178557-0.0327105j 0.000619456+0.0173862j 0.0139823-0.0691638j 0.041373-0.0032367j 0.0303787-0.000494151j 
-0.00211223-0.0156606j 0.00421526-0.0183463j -0.0378281-0.0234418j 0.00424686+0.0278305j -0.00397288-0.0043641j -0.00441693+0.018308j 0.00840044-0.00613371j 0.0140495-0.0232207j 0.0395097-0.0401511j 0.0109233-0.00383529j -0.0432252+0.014402j -0.00973495+0.0390922j 0.0158605+0.0817431j -0.0377493+0.0288704j 0.022479-0.0172254j -0.00389269-0.0209772j 0.00872432+0.0637193j 0.0720305+0.0478189j 0.0252184-0.00873394j 0.0290467-0.0222337j 0.069356-0.0293559j 0.0178603-0.0765955j -0.00311929-0.0281883j 0.000992761+0.00135219j 0.0520513-0.0613761j 0.0388605+0.0275405j 0.0171765+0.00394842j -0.01988+0.0607199j 0.00915969+0.00551571j -0.00970222-0.0147423j -0.00683595-0.00245718j 0.00771292-0.0221556j 0.0327309+0.00859007j -0.0212707-0.00054821j -0.0296499-0.0248828j 0.0228785+0.0346287j 0.0142311+0.0127299j -0.0369068-0.0201623j 0.00383113+0.049625j -0.00473184+0.0183508j -0.00830324+0.0294953j 0.0130618+0.0413534j 0.0312617+0.0617991j -0.00542685+0.00617282j -0.0176874-0.0149853j 0.0363207-0.0131569j -0.030962-0.0121372j -0.0116756+0.0264016j -0.00546887+0.0307908j 0.00995587+0.0157805j -0.0148072+0.0370869j 0.0154094+0.0116558j 0.0191433-0.00471619j 0.0619501+0.0239099j -0.00583381-0.0207075j -0.00905086-0.0731891j -0.0726475-0.0246449j 0.0801192-0.0404007j 0.0862352-0.00156659j -0.0590142-0.057868j 0.00426+0.0638561j 0.0353397+0.0273508j 0.130175+0.00566295j -0.0374788+0.0436481j 0.0478404+0.0487045j -0.0492088+0.0616405j -0.0674075+0.0739279j 0.115058-0.0750074j 0.091086-0.0554211j -0.00388359+0.0155217j 0.11358-0.0843858j 0.0909962-0.051593j 0.0779513+0.0659732j 0.0276347+0.00994497j -0.0238493-0.0420605j 0.0380143+0.0641301j 0.0211441-0.0588052j 0.0363798-0.024945j 0.0137267+0.0225204j -0.101242+0.00174275j -0.0334124+0.0563505j -0.01978-0.00826804j -0.019906+0.00717072j 0.100999-0.0148325j -0.0338144-0.0137941j -0.0204509+0.033249j -0.0500524+0.0390251j 0.00578346+0.038238j 0.0465728-0.0308323j 0.00398788-0.057951j -0.0130272-0.00165445j -0.0114342+0.0277739j 0.0285506+0.007351j -0.0348669+0.0144947j -0.00380207+0.00125548j -0.00440336-0.00173424j 0.0027944-0.00660089j -0.00659591-0.00165289j 
-0.0249905+0.0106153j 0.0135428+0.0144637j 0.00879896-0.00836318j -0.0215888-0.00253043j -0.000565773+0.0234939j 0.0409099-0.043779j -0.0130577-0.0274379j -0.0636695-0.013396j 0.0459778+0.0317298j -0.0698607+0.0143569j -0.0411603-0.0386448j -0.000848883-0.0281329j 0.0253258-0.0109421j 0.0474592-0.00177073j -0.0114056+0.0727794j -0.0119259-0.0173557j -0.0208155+0.0952735j 0.0857213-0.0338286j 0.0326218+0.0637555j 0.0491875-0.00043296j -0.0245622-0.0164425j -0.0250446-0.038024j 0.0176036+0.0138891j -0.0177574-0.0225857j -0.0131755+0.0292439j -0.00941597+0.00687386j 0.0410038-0.0552288j -0.0141425-0.0147889j 0.021432-0.013539j 0.0251426+0.0146073j -0.0223625-0.0403464j 0.0328879+0.0275409j -0.00250392+0.0848838j 0.00023335+0.00185203j 0.0252655+0.0324678j 0.039011-0.0441364j 0.0638761+0.0399982j -0.035957-0.0203478j 0.0113074-0.00854136j -0.00121457-0.00344657j 0.00915167+0.0340524j -0.0188482-0.00196918j -0.0043021-0.140028j -0.0046293+0.00761643j -0.0298932-0.0643552j 0.0592524+0.00366242j -0.0175923-0.0573826j -0.00949792-0.0370691j 0.0380941+0.0409924j 0.0341379-0.0329272j -0.0240927+0.013893j -0.0194483+0.049292j -0.00823804+0.0232362j 0.0791485-0.0940922j -0.0326616+0.0528084j -0.0651247+0.078219j -0.0452597+0.00827497j -0.00990569-0.0705469j 0.0496031+0.0490616j 0.00825106-0.0102665j 0.0138492-0.0342108j 0.0174938+0.0442519j -0.0115238-0.127966j 0.0101953-0.01224j 0.0140509-0.0139982j -0.0252034-0.0452187j 0.0483703-0.0456245j -0.0178916+0.111383j -0.079416+0.0720475j 0.0136943+0.0511365j -0.0161422+0.0102038j -0.0705855+0.132577j -0.114571-0.112823j -0.0578128-0.0221515j -0.0330568+0.086229j 0.0505297-0.0350644j -0.00679539+0.0502854j 0.0286163-0.0515854j -0.0380725-0.00558566j 0.0118944-0.0178329j -0.00497835+0.0458624j -0.00164299-0.0509558j -0.0463842-0.00874552j 0.0257414+0.0351169j 0.0127544-0.0015491j 0.0563517-0.0395981j 0.0499891-0.0237617j -0.02877+0.0184213j -0.0376177+0.00605285j -0.0238888+0.0485186j -0.0102645+0.00127383j 0.0228614-0.0192842j -0.0288479+0.0520054j -0.0115119-0.00651156j -0.0223038+0.0575603j -0.0455519+0.00964474j 0.0335791-0.0198519j -0.0326842-0.0124663j 
-0.00582464-0.0297351j -0.00358264-0.0222595j -0.0285625-0.00679145j -0.0025682+0.0617859j -0.0138183+0.00728549j 0.0125899-0.00785665j -0.0159059-0.0169731j -0.0315396-0.00582632j -0.0102294-0.00482996j 0.00883391-0.0622967j 0.0499737+0.00947365j 0.0774557-0.0172233j 0.0281068-0.00559921j 0.00398613+0.0280131j -0.0288855+0.0211186j 0.0104999-0.0346066j 0.0133369-0.00398848j -0.0112636-0.0270587j 0.0295575+0.007387j 0.0150231-0.0135936j 0.00598255-0.0222955j 0.0380136+0.019887j -0.0144125+0.0191617j 0.0460166-0.0146128j 0.0430627-0.028393j -0.0227656+0.0783558j -0.000364021+0.0252368j -0.0370327+0.0696625j 0.0194338+0.0158015j -0.0247633+0.0123735j 0.0425143-0.0408541j 0.0281127-0.0265112j -0.016257+0.0250929j 0.0314052+0.0407782j 0.0195629-0.0241579j -0.0260823-0.0138371j -0.0135704+0.065334j -0.0387574+0.00864988j -0.0479549-0.0164259j -0.021283+0.0353478j 0.00410181+0.0156744j -0.0477807+0.000104515j 0.0141116+0.0415278j -0.0398213-0.0172685j 0.00710285-0.0335554j 0.0153525+0.0532333j 0.0351009+0.00272723j 0.00823885-0.0708426j 0.0128075+0.0499135j 0.0194175-0.0220318j -0.0594921-0.00163504j 0.0400529+0.0884052j 0.00593525+0.0525562j -0.0166659-0.00505103j -0.0347227+0.00991852j 0.0211511-0.0190773j 0.0936117-0.0596099j -0.0167746-0.0284576j 0.0561958-0.0164256j 0.0900495-0.0771633j 0.0290487+0.0799986j 0.0191785+0.0195664j -0.112314+0.0516322j -0.00903007-0.0367631j -0.0698703+0.0245773j -0.00916633+0.013935j 0.0675199+0.0180284j -0.0802133+0.0469034j -0.0795924+0.0198561j -0.0777609-0.0100728j 0.0656157+0.013667j -0.00524471+0.0207669j -0.0288898-0.0377794j -0.00491111-0.0531641j 0.0433137+0.0877274j -0.0665871+0.0196797j 0.0868353-0.049805j -0.0729861-0.0439586j -0.0327047+0.0304354j 0.0711033-0.0181896j -0.0393424+0.0145494j -0.0259548+0.0305575j 0.00908827+0.0672159j -0.0385685-0.00912813j 0.0249688+0.00790145j 0.0241441+0.00595199j 0.0231043+0.0285227j 0.0657426-0.013915j -0.0204844-0.0501713j -0.0423892+0.0147421j -0.0318861-0.0127035j -0.0631431+0.0294464j -0.005637+0.0361983j -0.00302312+0.00680293j -0.00692461-0.00757477j -0.00887995-0.0058445j -0.0206659-0.0167547j 0.0127204-0.0109457j 
