-0.014479-0.000931619j 0.0396844+0.00986468j -0.0036151+0.0110044j 0.0487847-0.041059j 0.00503216+0.00310011j 0.0142076-0.0154276j -0.0706325+0.00908706j -0.00146429+0.00443977j -0.00339753+0.0123102j -0.00779203-0.014553j 0.0162863-0.000789301j -0.00814864-2.79063e-05j -0.0252004+2.84536e-05j -0.0178023+0.0076522j -0.00262361+0.0193704j 0.0199349+0.011119j -0.0232754+0.00568753j 0.0341417+0.000189041j 0.00200234+0.0219429j 0.00900049+0.0153453j -0.00341373+0.00294939j 0.00032296+0.00597726j 0.00310505-0.00210983j -0.022302+0.00538124j -0.00792108-0.00099347j -0.00676247-0.00949548j -0.0309627+3.07095e-05j 0.00727819+0.00459213j 0.02069-0.00215991j -0.00549213+0.0135209j 0.024867+0.00402305j 0.00250814+0.00322649j -0.00608273+0.0103974j -0.0165114-0.0118088j -0.0183738+0.00481961j 0.007222+0.00601649j -0.00134338-0.000706234j 0.00217066-0.0101024j 0.0215891+0.00700413j -0.00895673-0.0134595j -0.0271148+0.00874585j -0.0234711-0.0333143j -0.0282116+0.0053554j 0.0189847-0.0168914j -0.0325963+0.00938383j 0.0284696+0.00616264j 0.0200641-0.00361466j -0.0203842+0.00012532j 0.00751778-0.0361724j 0.0335102+0.013764j -0.043191+0.0070093j -0.00473607+0.0162047j -0.0488145-0.0448045j -0.0115078+0.00817052j 0.0274423+0.0033962j 0.0209915-0.0414744j 0.0398611+0.0176852j -0.00106512+0.00208817j -0.0494738+0.0291041j 0.0640755+0.0285954j -0.0279778-0.0370602j -0.0285721-0.0297291j -0.0040684-0.0198774j -0.012233+0.00478177j -0.00174833+0.00258861j -0.0627489-0.0384245j 0.0263165+0.0268465j -0.00365072+0.0666491j 0.110406+0.084388j -0.00468865+0.066972j -0.146193-0.0963249j -0.000412246+0.0445106j 
0.0158144-0.0523956j 0.0327517-0.00279816j -0.0244946+0.0598944j 0.0937447+0.00980337j -0.0233115-0.0734126j -0.0568228+0.0351637j 0.0407613+0.0499488j 0.00297603-0.0395025j -0.0758689+0.0301159j -0.0279804-0.0409007j 0.0436227-0.00522983j -0.0093593-0.0102296j -0.0231317-0.0017908j 0.0176204-0.0329676j -0.0104456-0.0116854j -0.0411843+0.0299377j -0.0087261+0.0373138j -0.0107949+0.0303052j 0.0160847-0.0447245j -0.0366183-0.0252858j 0.00451034+0.0277193j -0.0113466-0.0641025j -0.0139529-0.0428577j 0.013767+0.0172398j 0.00119705-0.0248039j 0.0034553+0.0180606j -0.0287114-0.0204161j -0.0127345+0.0892256j 0.0366959-0.0694452j -0.046546+0.0318726j 0.0179162-0.0089284j 0.0846556-0.0577054j 0.0664865-0.00561637j 0.0168259+0.00788418j 0.0125278-0.0168333j -0.0756795+0.0543066j -0.00568097-0.0399837j 0.037133+0.06793j 0.0224643+0.0880624j -0.00221768-0.0138881j -0.146171+0.0225013j -0.0424975-0.0727124j -0.0176909+0.0745507j -0.0456033+0.0419738j -0.030852+0.0237903j -0.0163402+0.00254097j 0.0267843-0.0439929j -0.0544515+0.063359j -0.0568166+0.0806634j 0.0432728+0.0221502j 0.0205081-0.0100298j -0.0261243-0.0349275j -0.0197595-0.0107172j -0.0329239+0.00488461j 0.0121278+0.0103863j 0.0452076-0.0909011j 0.0951265-0.0629574j -0.00677185+0.000535323j -0.144087+0.0336249j 0.113847+0.00766753j 0.0266225-0.0147307j 0.0608237+0.0292974j 0.00513989+0.00131414j -0.0157907-0.0356946j -0.0152613+0.0165522j 0.0417475-0.0146533j 0.0114324+0.0282775j -0.0503628+0.0351475j 0.0769879+0.0137875j -0.00737501+0.0420148j -0.0216103+0.00397203j 0.0326317+0.0292563j 
-0.0295222+0.0338795j 0.0414177-0.0205886j 0.0398617+0.0619265j 0.00394389-0.11297j 0.0198967+0.0728068j 0.0917838-0.0641463j -0.151389-0.0191401j 0.0255038+0.0821452j 0.0450814-0.0286501j 0.0322106-0.00313517j -0.0628967-0.0365391j 0.0192343-0.0182164j 0.0169801+0.0875121j -0.0016965-0.00287205j -0.036877+0.0825734j -0.0160494-0.0451747j 0.0317687-0.0125451j 0.0218363-0.0418438j -0.0117953-0.0149008j 0.0843668+0.0643333j -0.0107915+0.0309832j 0.00769733-0.00523089j -0.0349023+0.053866j -0.00270023-0.0528832j -0.0387321+0.0203104j 0.015936-0.0516642j 0.0584564+0.0886355j 0.00175411-0.0992025j 0.0300762+0.0560897j 0.00407828+0.0310313j 0.0386668-0.02004j -0.0341267+0.07274j 0.0599226+0.078526j -0.0200859-0.0108269j -0.135863+0.00421684j 0.0824189-0.0364779j 0.00690718+0.000115401j -0.0307407+0.0279452j 0.0134886-0.0499083j 0.0162986-0.00327353j 0.0922967-0.0343042j 0.129368-0.0154626j 0.0450594-0.0266877j 0.0654242-0.00570556j -0.0273299+0.085219j -0.0458656-0.00357725j 0.0383457-0.0272198j 0.0227269+0.00955964j 0.0384712-0.0452589j -0.0340962+0.0426937j -0.0432584+0.0214186j 0.038986+0.0678971j 0.0431272+0.0345832j 0.0068445+0.0682177j -0.0276804+0.025033j 0.00211822+0.00728j 0.00972624-0.0288991j -0.0123607-0.026242j 0.0176555+0.0278001j -0.0437651-0.033483j 0.100076-0.00359579j -0.157314-0.0224163j -0.00497393+0.0370245j -0.0594448-0.0250532j -0.0343085+0.0328683j 0.00909724-0.057958j -0.00625238+0.0298143j 0.0129178+0.0638494j -0.00340378+0.0832067j -0.0406622-0.00867988j -0.0471363+0.00878382j -0.000523546-0.0203601j 
-0.0361214+0.0184886j 0.018581-0.00784804j 0.0439668-0.0498587j -0.00121329-0.0691055j -0.000127228-0.00166909j -0.0670707+0.004108j -0.00599737+0.0703173j 0.0457464-0.0527769j -0.0168956+0.0425301j -0.0331101-0.0218864j 0.00783967-0.000641106j -0.0265002-0.000276115j 0.00709385+0.00470219j -0.025254-0.00350481j -0.0283456+0.0243149j -0.00900929+0.0308059j 0.00950409-0.00988024j 0.00929856-0.0138076j -0.0509856+0.0151633j -0.0214725-0.0242969j -0.0272786+0.0179889j -0.0496628+0.00256511j 0.0124576-0.0265306j -0.00838195+0.0204192j 0.0123048-0.0237657j -0.00425068+0.00619854j -0.0349357+0.0170445j -0.031159-0.0216544j -0.0159697+0.0477316j 0.00735282-0.00581521j -0.0260478+0.0254917j -0.0163868-0.0181704j -0.0881824+0.0141168j -0.0214947+0.0200118j -0.0222483-0.0429852j 0.00350499+0.0489305j 0.0167734-0.0191659j -0.0328575-0.015858j -0.0105343+0.0371095j 0.0151097-0.0451423j -0.00825056+0.0101385j 0.00958874+0.0290485j -0.006232-0.0422693j 0.0302827-0.00338091j -0.0208098-0.00340488j -0.026436+0.0154105j -0.00388848+0.0278907j -0.00708606-0.00238002j -0.0341486-0.0168423j -0.0763152+0.0408022j -0.0559342-0.0407607j 0.0126011+0.0357291j -0.0277346-0.0186355j 0.00153303-0.0507413j -0.0549846-0.00102953j 0.0329775-0.00362631j -0.00176778-0.0110679j -0.00776465-0.00742417j -0.0823654-0.00514866j -0.0300022-0.0498346j 0.0365834-0.0456056j 0.0347653-0.00176948j 0.0193024-0.044399j 0.0441209-0.0190431j 0.0168581-0.00965883j -0.0433392-0.0352172j -0.0132621-0.0854487j 0.0239446-0.0099076j 0.0345727+0.0197283j 0.0302463+0.0696561j -0.00994213-0.00917232j 0.0368896+0.00771973j 
-0.0041282-0.009268j 0.0501977-0.0441611j 0.0282808+0.0653944j 0.0445127-0.0480354j -0.0324952-0.0207721j 0.0562725+0.0358362j 0.0104139-0.0624821j -0.0382257+0.0231851j 0.0313805+0.00605896j -0.0045586-0.00599976j 0.0159535+0.00692383j 0.0174529-0.0533098j 0.0559654-0.000502408j 0.00958549-0.0344793j -0.00996044+0.0231657j -0.0629002+0.00346785j 0.0127424-0.0185158j 0.0505486+0.00789215j 0.000687799-0.0492595j -0.0270872-0.0234741j 0.0347583-0.0342972j 0.0401312+0.0192444j -0.0178124-0.0270138j -0.0363341-0.00216762j -0.00702911+0.0156721j 0.00785355-0.00926186j 0.00405532+0.0183376j -0.0567093-0.0183397j 0.0385253-0.0308377j -0.0412575+0.0128813j 0.0151993-0.0186994j 0.0596026-0.0216751j 0.0621675-0.0231994j -0.00185809+0.0234727j 0.00426125+0.0223232j 0.0373033-0.0264355j -0.0583935-0.0277004j 0.0605774+0.026162j 0.0125743+0.0261859j -0.00589587+0.0873469j -0.027658-0.0260339j 0.114156-0.0144451j 0.0126974-0.0389929j -0.0334703-0.0334139j -0.00460501-0.0180629j 0.0375873-0.0302019j -0.089436-0.0601707j -0.0178023-0.0372545j -0.0349216+0.0384324j -0.0496886-0.0517727j -0.0207183+0.0235245j 0.00714714+0.0441932j 0.0502646+0.00600791j -0.0388983+0.0328744j -0.0232698+0.0479899j -0.0289332+0.0569885j -0.0446794-0.046881j 0.0780116+0.0147814j 0.0360722-0.00314933j -0.0245187-0.0434562j -0.00982044-0.0266691j -0.0520879+0.00242978j -0.0144487-0.00163553j 0.0166558+0.0829076j -0.0362751+0.0027895j -0.0317195+0.0216449j -0.00414241+0.0374881j -0.00189645+0.0141359j -0.0357374+0.0167616j -0.000772267-0.0385141j -0.0256529+0.00897338j -0.0262027-0.00521515j 
0.0126752-0.00893493j 0.000672903+0.0138998j -0.0206916+0.00962567j 0.00198226+0.0138055j -0.00704521+0.0333039j 0.0302547-0.0404948j -0.0410921+0.000540123j 0.0209093+0.0342748j -0.0103591-0.0230793j 0.0332261-0.00221378j -0.0413609-0.0163713j -0.00381181+0.0177741j -0.0348725+0.035532j 0.0295104+0.00310595j -0.0206314-0.0191572j 0.00373168-0.0908657j 0.00359329-0.0045511j -0.0207856-0.0142793j -0.027699-0.0212101j 0.00153816+0.0269426j -0.0250361+0.0329194j 0.0660951-0.00621569j 0.0345038+0.0331688j -0.003944-0.0446968j -0.0626197+0.0378724j 0.0195606+0.0333961j 0.0642+0.0386432j 0.017707-0.0478337j 0.013327+0.0510241j -0.068765+0.029208j -0.000844579-0.021821j 0.00420422+0.0235897j 0.0467108+0.00567616j 0.00657941-0.0226282j -0.0680926-0.0192521j 0.0211618+0.00598122j -0.00502005+0.0711583j -0.0270258-0.0235598j 0.00445764-0.0576723j 0.0248058-0.0676816j -0.00246797+0.019353j 0.0392826+0.0274404j 0.00385989+0.0609844j -0.0490594+0.0507033j -0.0476307+0.000478312j -0.039274-0.0189146j 0.0102338-0.00898841j -0.0210245-0.0126639j 0.0290292+0.015483j 0.0522735-0.0451393j -0.00691686+0.0283356j 0.0469712-0.025637j -0.0196706+0.0831149j -0.0488942+0.0550357j 0.0452186-0.0224527j 0.0759296+0.0164829j 0.0260649-0.00816061j 0.0274982+0.0573857j 0.00911025+0.0306977j 0.0283551-0.0216926j 0.0452296-0.00208205j 0.0209852+0.0615162j -0.0046522+0.0252409j -0.00841151+0.0514461j 0.00929683+0.0321255j 0.0293626-0.00810406j -0.00513639+0.0355929j -0.013802-0.00286187j 0.00341767-0.00970355j 0.0102599-0.0233896j 0.00245824-0.00964334j -0.00455865-0.00786033j 
0.00356839+0.0238965j 0.0119021+0.00282472j 0.00812088+0.0177239j -0.00255863-0.0310123j 0.00417484+0.00163711j 0.0723977+0.0115235j -0.044511-0.0429658j -0.0504986+0.0575015j -0.00930149+0.0267252j -0.0357923-0.00846248j 0.0252064-0.0261973j 0.0234411+0.0243889j -0.0657763+0.0106957j -0.0509253+0.0410433j -0.0458344-0.0391739j 0.0266559-0.00740609j 0.00484959-0.0260225j -0.00854202-0.0513763j 0.0108267-0.0489417j -0.0249118+0.0271347j 0.00568718+0.00444707j 0.00510683+0.0228846j -0.00677549+0.00983013j 0.0356118+0.0518264j 0.0308592-0.0164652j -0.0414151+0.0327474j -0.0296165+0.00771692j -0.0282054+0.046671j 0.0121694-0.048587j -0.0132301-0.0148767j 0.0300071-0.0312067j 0.0228071-0.0338243j 0.00579568-0.0884167j -0.0219228-0.00418705j -0.0233295+0.0661158j 0.0208439-0.0334938j -0.0682588+0.0509954j 0.0403743-0.0167222j -0.0256795-0.0309339j -0.032904-0.00189362j -0.0357107-0.0473346j 0.0115212-0.0966378j -0.0279936-0.00559657j 0.000172761-0.067173j 0.0339144+0.0447569j 0.0229948+0.00106195j -0.0288247-0.00524823j 0.0560817+0.0114211j 0.00698985+0.0107028j 0.0531995-0.0300711j -0.0642413+0.0355417j 0.0140197+0.0681502j 0.00358971-0.120828j -0.0247772+0.0239774j 0.0102344+0.0377177j 0.0268788-0.0367217j -0.0732386-0.0667608j -0.000445302-0.00198129j 0.0351986-0.0147179j 0.0768132-0.00843464j -0.0470802-0.0617861j -0.035564-0.116455j -0.0796095+0.0298472j 0.0359067-0.038693j 0.00473099-0.0425578j -0.0203736+0.00632977j -0.0105225+0.0301853j -0.00140978+0.031822j 0.0297467+0.0335248j -0.0174266+0.0344594j -0.0483868-0.00767326j 0.000133862+0.00697052j 
-0.0369409+0.0334886j 0.0249132-0.0284061j 0.0670819-0.0155545j 0.00940522-0.0820391j -0.0321273-0.023177j -0.00249317+0.0471745j 0.0101147+0.0107851j -0.030932-0.036725j -0.00656869+0.0294544j 0.0055332-0.0182985j 0.0143538+0.00470553j -0.00855285+0.0120939j 0.0160524-0.00331667j -0.0559931+0.0174737j 0.00816867+0.0207872j -0.0103634-0.0157718j -0.000862928-0.0416002j -0.0105904+0.00678054j 0.0091581+0.0174853j 1.26901e-06-0.0193897j 0.00464455-0.0286854j -0.0134275+0.0392775j -0.000945017+0.00833777j -0.0473743+0.00359189j 0.0315289-0.0126535j 0.000402785+0.00320208j -0.0494342+0.00217635j -0.0325209-0.0499172j 0.0264478+0.0127624j -0.0200889-0.0105795j 0.0223344+0.026071j -0.0189497+0.018491j -0.0143515-0.0075462j -0.0546059-0.0274587j -0.064662-0.0241383j 0.0153529-0.0157268j -0.000822883-0.00355031j -0.0353753+0.0113875j -0.00462385-0.0149286j 0.0550035-0.010856j 0.0141366-0.0322273j 0.0107764+0.0244248j 0.0292836-0.0572963j 0.0189111+0.0125983j 0.0305051-0.0300116j -0.0169824+0.0739436j 0.00487211+0.0448464j -0.00337833-0.0269006j 0.00541781-0.0269198j -0.0289227+0.0551575j -0.0211602-0.0596806j 0.0227763+0.0131175j -0.0319628-0.0599842j 0.015182-0.0369986j -0.0360042-0.00785981j -0.040075+0.00727052j -0.025034-0.0294904j -0.0331793+0.0517928j -0.0231385+0.0298717j 0.0185242-0.0201606j 0.0628284-0.0705087j 0.0733652-0.017047j 0.0020861-0.00830181j 0.0348003+0.0309619j -0.00839185-0.0399888j -0.0363262-0.0199065j -0.032176-0.0254034j 0.0147969-0.0142192j 0.0351785+0.0335218j 0.0119889+0.0545615j -0.0194714+0.00114692j 0.0140863-0.00266657j 
0.0513725-0.0325685j -0.0187371+0.00758191j -0.0775111+0.0544819j 0.0281018+0.0874146j 0.0304423-0.0242087j -0.0308091-0.0369199j 0.0544704+0.01359j -0.0122284-0.0146979j -0.0145406-0.0285441j 0.0353604-0.00779848j -0.00318299-0.0141943j 0.00505956+0.0038334j -0.00876013-0.0418781j 0.0165287+0.0264311j 0.0438954-0.0191609j 0.0163772+0.0138167j -0.00524783+0.0344889j 0.0119522+0.0289213j 0.0189214-0.00549025j 0.00615245+0.020399j -0.0129111-0.0257704j 0.0471592-0.0107479j -0.00368359-0.00514424j 0.00157685+0.0055632j 0.00333151+0.0131101j 0.0244651+0.033986j 0.0111693-0.0157506j 0.055358+0.0418343j -0.0133222-0.0522422j -0.0115593+0.0241076j 0.0102066+0.0147391j -0.0170622-0.00751655j 0.00205561-0.0138657j 0.00888235+0.00250769j 0.024994-0.0261682j -0.0336281-0.030879j 0.0297421+0.0125306j -0.032451+0.00756555j 0.0264886+0.0170745j 0.0372983-0.0354949j 0.0169205+0.069461j -0.0623318-0.0530778j -0.0499489+0.0637325j -0.0535431+0.0143007j 0.00516075+0.0190986j 0.0185888+0.0259158j 0.00685407-0.028811j 0.0119215+0.079544j -0.0296647+0.0182236j 0.00268744+0.00635306j 0.0405943+0.0286159j -0.0135424+0.0119904j 0.00974052+0.0416353j 0.0102825+0.00743237j 0.025488-0.0489851j 0.0072375-0.00768621j -0.0141249-0.050198j -0.0513283+0.0448172j 0.00923393+0.0748919j -0.0295447-0.00983306j -0.0631617-0.00258444j -0.0375334+0.0463256j 0.00215561-0.0184245j -0.049294-0.0267454j 0.0219553+0.0263943j 0.002933-0.0089598j 0.0226869+0.0299156j -0.0256344-0.0251027j -0.0442347+0.0247961j -0.0501289-0.0649265j -0.00653262-0.00755344j -0.0316009+0.0154942j 
-0.0366952+0.0516952j -0.0161671+0.0180296j 0.0234045-0.0465608j -0.0663101-0.0324604j 0.00902666+0.0542321j 0.0522064-0.0395974j -0.0937604-0.0208863j 0.0146535+0.0527448j 0.0399365-0.00919207j 0.0154571+0.00056384j -0.0107813+0.035912j -7.01765e-05+0.0254362j -0.0280316+0.00893926j -0.0462303+0.0328004j -0.013425+0.0389473j 0.0514488-0.0174033j 0.00293728-0.00510746j -0.00460155-0.0155441j -0.0321365-0.00775478j 0.0766985+0.0504843j 0.0050283-0.00654827j 0.00600507+0.0206952j -0.00448722+0.0224423j 0.037058-0.00986552j -0.00996491+0.0177757j 0.00270062-0.0227046j 0.00543865+0.00302108j 0.0274398-0.0471417j -0.0320037+0.042106j 0.0191519+0.0186102j 0.0425133-0.00757057j -0.026403+0.0659173j -0.0191516+0.0319019j -0.0399725-0.0261125j 0.00531207-0.000590008j 0.0374924+0.0190468j 0.0242291+0.0406408j -0.0620998-0.00600121j 0.0372651-0.0528699j -0.0331711-0.00159225j 0.043529-0.0207679j -0.00561506+0.00240284j -0.0175926-0.0250849j 0.0498005+0.00557602j 0.0145035+0.0476303j -0.00575695-0.00690165j -0.0154778+0.053561j 0.0455675-0.0875544j 0.0632787-0.0555964j 0.0378147+0.00876243j -0.04207-0.00312865j 0.0264696+0.0103943j 0.00462898+0.0233766j 0.107818-0.00140621j 0.0106901+0.0207608j 0.00509239-0.036436j 0.0361786+0.0180619j -0.0250653-0.0862364j 0.0148209-0.0903421j 0.0641388+0.0379893j 0.0408938+0.0151018j -0.0120182-0.0557898j -0.00391955+0.00201005j 0.00366516-0.0493164j -0.00499286-0.0369584j 0.00817692+0.015456j -0.024349-0.00793619j 0.0062001+0.0125489j 0.0192166+0.00263045j 0.00811119+0.0534447j -0.0196392+0.0176889j 0.0309121-0.00521206j 
-0.020658+0.00962412j -0.00554731-0.0104853j 0.00481093-0.0113549j -0.00783737-0.0168692j -0.00880534+0.0241761j 0.00660321-0.0165855j -0.0098455-0.0161583j 0.00555518-0.012933j 0.0242034-0.026813j 0.024736+0.013581j -0.0108817+0.0320756j -0.0070243-0.0105018j 0.0538618+0.00415902j 0.0147896-0.0228686j 0.0323919+0.0267015j -0.0301964+0.00427333j -0.0145282-0.019709j 0.0352255-0.0137291j -0.00424072+0.0190428j 0.0021702-0.0147764j 0.0279522-0.00278716j 0.0115258-0.00479365j 0.00113268+0.0424159j -0.033414+0.00149358j -0.00730248+0.0220937j 0.0193731-0.0310166j 0.0123004+0.00109948j 0.0277847-0.039898j 0.00891539+0.0432686j 0.0365703-0.020395j 0.00353258+0.0143221j -0.0160168-0.0151864j 0.0134537+0.0289254j 0.0190481+0.0334136j -0.0237477-0.00995874j 0.000731255+0.0535941j 0.0249741-0.043362j 0.0164207+0.000192313j -0.00450392+0.018324j 0.0205049+0.000115106j 0.0212902+0.0412776j 0.0588739+0.0342014j 0.00771032-0.00572219j 0.0127308+0.036113j -0.00330976-0.0388722j -0.000853407+0.0138356j -0.018144-0.0106756j 0.00111123+0.00529291j 0.0286956-0.00159155j -0.00574513-0.012765j -0.0101974+0.00695918j 0.0217266-0.0172137j 0.039849+0.0761317j -0.0150787-0.00825997j -0.0287051-0.027523j 0.0120672+0.0419259j -0.0267279-0.00938093j -0.00303922+0.0390546j -0.00942859+0.0551073j -0.0484224-0.0578994j 0.0655914-0.0169294j 0.000109273+0.0394469j 0.028811+0.00623842j -0.0138787+0.0347904j -0.00915292+0.0378372j 0.0283528-0.0146799j -0.00407469-0.00252911j 0.00335983-0.00250087j -0.0272509+0.000614858j -0.0081897-0.0261869j 0.0123661-0.00118602j -0.0044152-0.00484204j 
0.0057897+0.019036j -0.0360314+0.0286024j -0.0390267-0.0203608j -0.0327843+0.0404767j 0.0332331+0.0395122j 0.00041303-0.0526327j -0.0310468+0.00346486j 0.0318301+0.000405826j -0.00224848-0.0204604j 0.0151496+0.00606478j -0.0073875+0.0231562j -0.0165924+0.00177976j 0.0160622-0.00420884j 0.00626814+0.00719359j 0.02443+0.0120239j 0.0141338+0.0151475j 5.2677e-06+0.0240496j 0.0126037-0.0428135j 0.00468108+0.0177183j 0.0510652+0.0363196j -0.0138434+0.0144441j -0.0375107-0.0382703j 0.00780393-0.000660628j -0.00244508+0.0292508j 0.010008-0.010338j -0.00473538+0.0103004j -0.00945707+0.00576679j 0.00804082-0.0429489j -0.0233755-0.00921057j 0.0421937-0.000840933j 0.0157577-0.010051j -0.0366113+0.0398271j -0.0218173+0.0361263j 0.00688144+0.00302526j 0.00580673+0.0108877j -0.039805+0.0415554j 0.0249061+0.017478j -0.0510077-0.044644j 0.0413312-0.0302524j -0.00400005-0.0441696j 0.0146125+0.0702004j -0.018511+0.0421814j -0.00301539+0.00136678j 0.0139987+0.0557703j 0.0250968+0.0244519j -0.0492245+0.00749949j 0.0362621-0.0214356j -0.0148869+0.00552378j 0.0668924-0.00371446j 0.0351745+0.0179452j -0.0506505+0.0203492j 0.0463418+0.042999j -0.061197+0.0501728j 0.0528273-0.0275869j -0.000125185-0.0102199j 0.0141685+0.000932209j -0.0103355+0.0372658j -0.0146616+0.0205693j -0.0379453-0.0300835j -0.00198516-0.048504j -0.000944333-0.0351855j 0.0501076+0.00702147j 0.0119201-0.0199312j 0.0412585-0.0139163j 0.0669483-0.00305152j -0.0205558-0.0393981j 0.000267206-0.0438667j 0.00171669-0.037129j -0.00712868+0.00213134j 0.011168-0.00937685j -0.00142721-0.00765519j -0.0112252-0.000323836j 
-0.0158269+0.0186869j -0.0323242+0.0158655j -0.016825-0.0406712j -0.0615959+0.0416062j 0.0118082+0.0444807j 0.0223313-0.0310913j -0.0355864-0.0526467j -0.00700506+0.0465895j 0.0351767-0.0345172j 0.0405864+0.0320935j -0.0192271+0.0378192j -0.00434678+0.0248951j -0.0126802-0.00195534j 0.0185964+0.00732598j 0.00808219-0.0117506j 0.0198846-0.0429436j -0.0161211-0.0319544j -0.0193139-0.0402813j -0.00842687-0.016456j 0.0218908+0.0260965j 0.0228124-0.00353285j 0.0271126+0.00225641j 0.00997302+0.0476393j 0.0187566-0.00691589j 0.0020771+0.0187107j 0.0156897+0.00991373j 0.027941-0.00920546j 0.0229142-0.0695925j 0.0187894+0.0116431j 0.00846964+0.00993004j -0.00261756-0.0318203j 0.00162649+0.0229538j -0.00927474+0.00492094j -0.00315082+0.00484248j -0.00419527-0.0323912j 0.0120632+0.0313057j 0.050182+0.0202568j -0.0339427-0.0444997j -0.0380488-0.0536222j 0.00644285-0.049342j 0.01683-0.00575088j -0.0154541+0.0607059j -0.0182232+0.0541291j -0.0194721+0.0213604j 0.00980022+0.00371262j 0.00626008-0.00829631j -0.00918556-0.0385091j -0.000368929-0.0317557j 0.0291686-0.00759065j -0.00058052-0.0461339j 0.0362036+0.0814442j 0.0232643+0.0167054j 0.0248786+0.0534437j 0.0293013+0.0112888j 0.0199498-0.0470159j 0.0502209+0.00190474j 0.0422096-0.0411604j 0.0225608+0.00183517j 0.0581892-0.00221965j 0.0153062+0.0065297j 0.00708395+0.0203288j 0.0035619+0.0276974j 0.0105044+0.00836702j 0.0138529+0.0181454j -0.00955293+0.0312017j 0.0625872+0.0244335j -0.00437142+0.0383545j -0.0198025+0.0230211j -0.0218788-0.0242949j -0.00466646-0.0276629j 0.0165142+0.0132047j 0.0078491-0.0107664j 
-0.0503941+0.0312846j -0.03159-0.00784435j 0.0349815-0.0905093j -0.076772-0.0154248j -0.0045724+0.0411633j 0.00308276+0.00862722j -0.0067514-0.0276373j -0.00815165-0.00604612j 0.0120552+0.000254777j 0.00631423+0.0129331j -0.00023144+0.032081j -0.0102192+0.0226538j 0.00407087-0.0140613j -0.0184278-0.0177784j 0.000824136+0.00784855j 0.0113749+0.00162387j 0.0327453-0.02861j -0.0292516+0.0129991j 0.00121356+0.0362183j 0.0328848+0.00708927j 0.0108253-0.0101205j -0.0443502+0.0082926j 0.0115305-0.0113559j 0.0430456-0.0370307j -0.000191771-0.00538534j 0.00564793+0.00457345j 0.0282959-0.0344533j -0.00960888-0.0311334j -0.0211127+0.0267295j 0.0390063+0.00395129j 0.00608043-0.0100541j -0.0442311+0.0391401j -0.0284027+0.0350902j -0.00560285-0.0158015j 0.0119579-0.00639269j 0.0153833+0.0138516j 0.0236959-0.0272261j -0.0332883-0.0194071j -0.00167736+0.0147408j -0.0332504-0.0206981j 0.0471779-0.00631305j 0.000914013+0.0346552j 0.0287664-0.0331632j 0.0245053-0.000947478j 0.0302582-0.0644052j -0.0225865+0.000176749j -0.00643725+0.00203153j 0.0359806-0.0197666j 0.0273741-0.0319748j -0.0362057+0.0109018j 0.0352201-0.017256j 0.0105705-0.0266176j 0.0115623+0.0115105j 0.0413294-0.0282145j 0.0229557-0.0219426j 0.0231908+0.0247689j -0.0114965-0.0382643j -0.0480183-0.0175326j 0.0524633+0.0319696j 0.00524474+0.0315159j 0.0228581-0.00771503j 0.0297044-0.0217188j -0.0259865-0.0178915j 0.0178268-0.00517327j -0.0305389+0.0416235j 0.067454+0.00893079j -0.00868191+0.0027213j 0.0125624+0.0155334j -0.0254477-0.0224343j 0.000544106-0.00563794j 0.00814569-0.017129j 0.00683606+0.0181391j 
-0.00470946+0.000737929j -0.0127423-0.0242231j 0.0132448-0.0113425j -0.00709113-0.00226642j 0.00685092+0.0032738j -0.0138438+0.00971267j 0.0328773+0.00808013j -0.0151605-0.0367203j -0.019423+0.00823618j -0.00849291-0.012409j 0.000759224+0.00385536j -0.0178869-0.00109054j 0.0184854-0.030019j -0.0100009-0.0133545j 0.0170643-0.0128769j -0.0103979+0.0155682j 0.0133814-0.0228362j 0.0111257-0.00718566j 0.0155662+0.0168203j 0.00183763-0.0350574j -0.0108205-0.0165468j -0.0210647+0.00321473j -0.0247296+0.0237438j 0.000348105-0.00590836j 0.00552709-0.0135324j -0.0176485-0.013925j -0.00299465-0.0106441j -0.0137344-0.0195245j -0.0106785+0.0267466j 0.0163643+0.0111432j -0.00241414+0.01377j -0.0337544+0.0170683j -0.0195998-0.00704167j -0.0138433-0.0218968j -0.0353352-0.00783577j -0.0103208-0.0247566j 0.0219258-0.00865406j -0.00683992-0.012377j 0.0101077+0.0032867j 0.0115434+0.000417398j 0.00991852-0.00782571j 0.0141365+0.0257225j -0.0117875-0.0694976j 0.0257632-0.0419908j -0.000617502-0.00938254j -0.00649694+0.0543252j 0.00309799+0.0168332j 0.0215685+0.0138143j -0.0241113-0.0310289j -0.00389405+0.00196274j -0.00229905-0.0550047j -0.0523942-0.00321401j -0.0294823-0.0174931j -0.0257963-0.0392562j -0.025782+0.0250228j -0.0257073+0.0538069j -0.0372579-0.0196431j 0.0431239+0.0321524j 0.0488517+0.0345806j -0.0712237-0.0333629j 0.0118132-0.0222277j 0.00339716-0.00876267j 0.0144681+0.00988359j -0.0345202-0.0273929j 0.00289541+0.00608543j -0.0014902-0.0241814j 0.0213886-0.000668868j 0.0243167-0.0234113j -0.0224532-0.00906156j -0.00209451-0.0189061j 0.0143552+0.0120833j -0.00495628+0.0111861j 
