0.0281294+0.00743477j 0.00549235+0.00273481j -0.0216893+0.0184867j -0.0189731+0.0168438j -0.00565772+0.000219356j -0.0173885+0.000512743j -0.0375209+0.0107575j 0.0276806-0.00523795j -0.00562244+0.00514284j 0.00626416-0.0038617j 0.013742+0.0063958j 0.0229605+0.00310236j -0.0340958-0.000419848j 0.00308598-0.00244275j -0.0142234-0.0111764j -0.0149623-0.0053977j -0.00908126-0.00417174j 0.0112191+0.0033393j 0.0295559-0.00273985j -0.00753719+0.0158092j 0.00607662+0.00764105j -0.0110549-0.00335602j -0.015034-0.0142662j -0.0048011+0.00665894j -0.00650928+0.0183803j 0.0145197+0.00222835j -0.0423968-0.00151166j -0.000884147-0.0178536j -0.00436652+0.00672081j -0.000439323+0.00334022j -0.00485925+0.0181538j 0.0107798+0.0169228j -0.00783186+0.00277895j -0.0265796+0.0176989j -0.0333266-0.00868731j -0.0185062+0.0103856j -0.0123855-0.0191556j -0.0191385-0.0556309j 0.0352383-0.0227239j -0.0280548+0.0117725j 0.0274431+0.0108338j 0.0216893+0.0267554j -0.0516678-0.0115848j 0.00950223-0.00679866j -0.0272839-0.0224305j -0.0135713+0.00219303j -0.0045924+0.0241392j -0.00782519+0.0105396j -0.0124182+0.0026198j 0.0542224+0.02499j -0.0157568-0.00812131j -0.00606304-0.0466614j -0.0761464-0.0579313j -0.00518656-0.0472173j 0.115753+0.0814781j -0.00347238+0.0347125j 
-0.020265+0.0177754j 0.0230301-0.0240042j -0.0181735-0.00553791j -0.0401457+0.00179337j -0.0276861-0.0443302j -0.00472432+0.0458899j 0.0449857-0.0141883j -0.0265347-0.0268369j 0.00113745-0.00820271j -0.0110911-9.81537e-05j -0.0198807+0.00452999j -0.0239118-0.0313978j -0.0214276+0.0132575j -0.0110222-0.0166727j -0.0228521+0.0114094j -0.0294878-0.0222316j 0.0150288+0.027835j -0.0198099-0.0330702j 0.0114103+7.29328e-05j 0.0078081-0.0225594j -0.0159331+0.0120894j -0.0169184-0.0390491j 0.0146682+0.002089j -0.0150168-0.012572j -0.00571998-0.0134662j 0.032193-0.0125999j -0.00625033-0.00350476j -0.0210513-0.0111508j -0.0112777-0.0225653j 0.00566042+0.0156357j -0.00523964+0.0226328j -0.0170259-0.00943269j -8.44918e-05+0.00883346j 0.00100605+0.0180007j 0.0128686+0.0265588j -0.0165512-0.00108497j -0.0104246+0.00380502j -0.00774798-0.0109281j 0.00501034+0.0165175j 0.00229948+0.00743992j 0.0132055-0.00177139j -0.00898298-0.0165276j -0.0131867+0.000189865j -0.0107566-0.00956225j -0.0203982-0.00389109j 0.0175648-0.0166926j -0.0103819-0.0263978j -0.0131477-0.0194039j 0.0113276-0.005576j 0.00328891+0.0166724j -0.0232267-0.0075276j 0.0160791-0.000681221j -0.00701275-0.0119703j 0.0120216+0.00612917j -0.0120067+0.00540292j -0.00301024-0.00493904j 
0.0070902-0.0133278j 0.00374109+0.00469403j 0.00271929+0.00319457j 0.00946479+0.0153072j 0.00682091+0.000931357j -0.0117355-0.00885565j -0.0105274-0.000727113j 0.023587+0.00498359j 0.0108435+0.00234123j -0.0177505-0.0122186j -0.0191051-0.00737979j -0.00843823+0.0209861j 0.0240483-0.0110522j -0.0200075-0.01801j 0.00643737-0.0265772j 0.00899128-0.0175131j 0.00641702-0.0011333j -0.0143947+0.0155247j -0.00656202+0.0172437j 0.00215325-0.00637j 0.00729814-0.00264112j -0.0303602+0.0228736j -0.0391497+0.014928j 0.0104769+0.014533j 0.00420739-0.0319019j 0.0014704+0.0291302j 0.0114032-0.00269424j -0.0155857-0.0186253j 0.0140476-0.0122632j 0.0236929+0.0213443j -0.0157165-0.0369589j -0.0266712+0.0261893j 0.0255689+0.0168512j 0.0140695-0.00511242j -0.00172533-0.00222978j 0.0128403-0.00247171j 0.00517098-0.0186113j -0.0301228-0.00382634j -0.0130015-0.00499275j -0.00133095-0.0178478j 0.0110253+0.00457569j 0.00432045-0.00165197j 0.0134025+0.00140056j 0.009753-0.00375808j 0.0101114-0.000934117j -0.00143158+0.0024796j 0.00136885+0.00603482j 0.00173416+0.00127882j 0.00110413-0.00309964j 0.0174506+0.00945177j 0.0154495+0.00964481j -0.0119801+0.0148332j 0.0111977-0.00403616j 0.00104936+0.00625183j -0.00662586-0.00784581j -0.00561009-0.00345064j 
-0.0161482+0.0152601j -0.0186792+0.0115908j 0.0105791+0.000258275j -0.000728926-0.0492283j 0.00845086-0.0143257j -0.00583531+0.0031141j 0.0308522-0.0129347j 0.000792399-0.00644471j 0.00722145-0.00727618j -0.00505695-0.020718j 0.0074366-0.0106316j -0.0352779+0.00336252j -0.0112692+0.0101284j -0.000970828+0.0225901j 0.0111804+0.0216456j -0.0117036+0.00375211j 0.00197227+0.0123286j -0.0117895-0.00650024j -0.022907-0.017339j 0.00512842-0.0132346j -0.00320498+0.0147575j -0.0146403+0.0193679j 0.0100252+0.0270835j -0.0180242-0.0123223j 0.0140391-0.0220914j 0.0128039+0.00860627j 0.00604284+0.0117617j -0.00705212-0.00418542j -0.00124153-0.0133888j 0.00458092-0.0139463j -0.00130507+0.0154268j -0.0177471-0.0107035j -0.0299325+0.00122705j 0.0116694+0.000999265j 0.0417914-0.009455j 0.00105781-0.00412796j 0.0069652+0.0126678j -0.0092533+0.00225628j -0.0124062-0.00697085j 0.0214252+0.00321234j -0.00558992+0.0133768j -0.00584082+0.00664551j 0.0189271-0.00948561j -0.00266164+0.00490595j 0.00337354+0.0161961j -0.00136556+0.00110015j -0.00821935-0.0182436j -0.0114575-0.00522378j -0.00784119+0.000892257j -0.0203176-0.0104113j 0.00255764-0.00320712j -0.0069608+0.00808251j 0.0178261+0.0229747j -0.00834873+0.00325914j -0.0156518+0.000970447j 0.0110294+0.00564557j 
0.00119232+0.0243105j 0.0189781-0.0046918j -0.0169927+0.0244753j -0.0162443+0.008951j 0.00759609-0.0413505j -0.0362876+0.011691j 0.0241698+0.022678j 0.0315835-0.0373996j 0.0123436+0.00930798j 0.0301802-0.0253571j 0.00832568-0.0088825j -0.0132374+0.0423706j -0.0150412+0.0237035j -0.0135061-0.00524493j 0.00793432+0.0217178j -0.037991+0.00282476j 0.00919321+0.0352918j -0.00945351-0.00951982j -0.0275014+0.0273776j -0.0192515-0.00874471j -0.0215006+0.0187914j 0.00737384-0.00240884j 0.0276043-0.0212968j 0.00996824-0.00366011j -0.023093+0.000472075j -0.00559369-0.0168134j 0.0176714-0.0191233j -0.0006675+0.00506312j -0.0117699-0.00193572j -0.00986515+0.00170254j -0.000777521+0.00446639j -0.00939814-0.0199346j 0.0129604+0.00794358j 0.00337982+0.0150736j -0.00481969+0.0122514j 0.00497146-0.0177996j 0.0060536+0.0122867j 0.0241266+0.00530967j -0.00950928+0.0100322j -0.00734253+0.00937719j -0.0124559-0.000440668j -0.00547482-0.0065546j -0.00337591+0.00875677j 0.00464305+0.00250889j 0.00587641+0.00467902j -0.00551353+0.0031699j -0.00219309-0.0111467j -0.000693753-0.00829374j -0.00482072-0.016319j 0.00331378+0.000574269j 0.00715485+0.0110653j 0.00185848-0.00114972j -0.00489161+0.000202087j -0.00202286-0.0152578j 0.00107157+0.00993554j 0.00461638-0.000950449j 
-0.0243576+0.0239495j -0.00854701+0.00462566j 0.00882119-0.015731j -0.00770574-0.037284j 0.0160909-0.00904857j -0.017814-0.000416192j 0.0362241+0.00523014j -0.00502529-0.0164687j -0.00608255-0.0110671j 0.00174107-0.0034552j -0.0183753+0.00848952j -0.0193154+0.00316601j -0.0166302+0.00128784j -0.00905994+0.0211147j -0.00721523+0.023766j -0.0221387-0.00571911j -0.0182096+0.0195139j -0.0176011-0.00671452j 0.00081084-0.0198345j 0.0431311+0.000943691j -0.00936348+0.0197661j -0.034379+0.0145905j -0.0124691-0.0063806j 0.0209975-0.0171659j -0.00480666+0.00492057j -0.0129357+0.0104741j -0.0164973+0.00303303j -0.0297124-0.0163907j 0.00414957+0.00122343j 0.00745841-0.0165463j 0.0161537-0.00533771j -0.0121283+0.00732636j -0.0322934+0.00104021j -0.0232253-0.00142364j -0.000736819-0.0174598j -0.0127366+0.000340662j -0.0227204-0.0083356j -0.0085833-0.0128888j -0.0156089-0.0077271j -0.0103918-0.0112119j -0.0121552-0.0143324j 0.00589624+0.024908j 0.00768077-0.00264314j -0.0024253+0.0124191j -0.017989-0.00182896j 0.0241259+0.0044865j -0.00463344+0.00653875j 0.0139995-0.000715746j 0.0123724+0.000411105j -0.00595262-0.0141013j 0.00260181+0.00768938j 0.00646107-0.00515345j -0.00472262+0.0157748j -0.0141891+0.00676415j 0.00127615+0.00516748j 0.0108484+0.015134j 
0.0048055-0.00115569j -0.00366832-0.00209794j -0.00176263+0.0129109j -0.0156573+0.0134049j 0.0151959-0.00230324j -0.0207366-0.0118295j -0.00459363+0.0181743j 0.00930187-0.0177216j -0.000590399+0.00857354j 0.00405752-0.00811265j 5.71701e-06+0.011395j 0.0170568+0.0262534j 0.0166816-0.00180949j 0.00799263+0.0158076j 0.00933758+0.0151455j -0.0231172+0.0105801j 0.0271618+0.00302638j 0.00744771+0.00718312j -0.0103902+0.00566225j 0.00297898-0.0127875j -0.00779011+0.0165085j -0.0205622+0.0111826j -7.16317e-05-0.00182909j 0.001534-0.000941159j 0.0218063-0.00120157j 0.0330518+0.0256373j 0.00256333+0.0250916j 0.000515411+0.00757019j -0.00213419-0.0200822j 0.0106299-0.00438092j -0.00434268+0.0151246j 0.0100382+0.0093541j 0.0162947+0.0041045j -0.00873539+0.024755j 0.00520833+0.0150907j -0.00041323+0.00963611j -0.0053811+0.00221943j 0.0053587-0.0174145j -0.0054262-0.0161533j 0.00111992+0.00353707j -0.00188005-0.00113422j -0.00929263+0.0113959j -0.0149504+0.00450451j 0.00815232-0.00653915j 0.0055978+0.00546364j -0.00794132-0.00744562j -0.0115188-0.00482823j -0.000346317+0.0109611j -0.00427238+0.00860263j -0.00200162-0.00243777j 0.000594371+0.00280328j 0.00470072-0.00484697j -0.00458678+0.00016952j -0.00485798-0.00356305j 0.0102704+0.00209716j 0.00128426-0.00752731j 
0.00591784+0.00726211j -0.00994072+0.0177661j 0.00296498+0.0192297j 0.0254489-0.0426251j -0.00895138+0.00514966j 0.0153596+0.018846j 0.0137793-0.0192249j -0.0111944-0.0185168j -0.00643855-0.0196309j 0.0176665-0.0150384j 0.0232669+0.0188278j -0.016768-0.0153765j -0.0355887+0.00346121j 0.00406395+0.0213679j 0.0110656+0.0128858j 0.00845599-0.0147729j -0.00122046-0.0224112j -0.0221226-0.000556542j 0.00946814-0.000962152j 0.00661411-0.0114325j -0.00864853-0.00175104j -0.00443634+0.020702j -0.00312854+0.0582507j -0.033325+0.0074983j 0.00926744+0.0358735j 0.00271786+0.00142094j -0.0220003-0.00629032j 0.0188447-0.0161466j -0.0174707-0.00776707j 0.00217216-0.00011088j 0.0157761+0.0182114j 0.00128558-0.000401206j -0.0136495-0.00196541j -0.0073547-0.00991731j -0.00833952+0.00613231j 0.00576176-0.0227388j 0.00600707+0.0141402j -0.0075317+0.00638097j 0.00635079-0.00826991j -0.00615604+0.0165244j 0.00390971-0.000638254j 0.00697838-0.0168686j 0.00105708-0.0109214j 0.00432916-0.00513316j 0.0113324+0.000818547j 0.0148039+0.00381911j -0.000594026+4.60013e-05j 0.00821865-0.0206967j -0.00746563-0.00759248j 0.00201643+0.00282563j 0.00479824+0.00692143j -0.00635849+0.00959822j -0.00773276-0.00708833j -0.00463853-0.0207712j 0.00873014+0.0153316j 0.00382055+0.0104013j 
0.0176254-0.0212468j -0.0356212+0.0184931j 0.00185773+0.0236021j 0.0287947-0.0274957j -0.00877099+0.00767514j 0.0105645+0.0103443j 0.00397704-0.0166341j 0.0127485+0.00578818j 0.0154351+0.00391657j 0.00381014-0.0049573j 0.0172893+0.0097978j -0.0125432-0.00837959j -0.00570293+0.00400556j 0.0219525+0.0121573j 0.0138642-0.0175157j 0.0240328-0.0168683j 0.0204451+0.00178344j -0.0228984+0.0408122j -0.00988255+0.0165092j 0.0207251-0.00607317j -0.00558487-0.0244761j -0.0264863+0.0158266j -0.0197264+0.00399794j 0.00408826+0.0098639j 0.0112398-0.00806692j -0.008353+0.0117625j 0.0130494+0.00369969j 0.00337882-0.00416838j -0.0206036-0.0199629j 0.00467602-0.0038905j -0.00961331+0.001885j 0.00848199+0.0181089j 0.00697858+0.0065609j 0.00991671-0.00402883j 0.00202905-0.00827473j 0.0069485-0.0172783j -0.00342699+0.00403236j 0.0176063-0.0011427j 0.000102527-0.0219167j 0.00116858+0.00508708j -0.00041793+0.00896807j -0.0104348-0.0119797j 0.00394593-0.0115165j 0.0133205+0.00776614j 0.0229374+0.00290022j 0.0115574+0.0138451j 0.00542368+0.00311479j 0.012248+0.0136468j -0.00840503-0.00248019j -0.0086362-0.0116784j 0.0145547+0.00918221j -0.00626503+0.00376126j 0.0047938+0.00981955j -0.017895-0.0143219j 0.00029134+0.00348991j 0.0108298+0.000604043j 
-0.0191196+0.00928725j -0.00255305+0.0119408j -0.00156257-0.013425j -0.0156676-0.00458149j 0.0148811-0.0231887j 0.0026338-0.0120887j -0.00884097+0.0118936j 0.00227368+0.00379398j 0.0125583+0.0114823j 0.00112085-0.0251807j 0.0170052+0.00175431j 0.00101655-0.0145829j -0.00196157+0.0359688j -0.00379915+0.0312462j -0.00267362+0.00692166j -0.0113334+0.0152559j 0.0219245+0.00945983j 0.0215383-0.0330856j 0.0104056+0.00568748j -0.00249691-0.0116242j 0.00747304+0.00516172j 0.00686897+0.00394408j 0.0275948+0.00713439j -0.000802799+0.022082j 0.0145309+0.00231922j 0.0151717-0.0126458j -0.00229677+0.0257291j 0.0206114+0.0161366j -0.00743648+0.0052803j 0.000868518+0.0148142j 0.0239807+0.0261376j 0.0237636-0.0034126j -0.0179594-0.0107576j -0.00323503-0.0172558j 0.00257498-0.00992083j -0.000167891+2.30824e-06j 0.00885792+0.00610724j -0.0117964+0.0186543j 0.0121091-0.000613993j -0.00507454+0.0141503j 0.00938569-0.00235434j -0.0029844-0.00816395j 0.00679525-0.00621985j 0.00353965-0.00877278j 0.000536069-0.00473655j 0.026067-0.00190199j 0.00767342+0.0105872j 0.000610114+0.00170721j 0.0030929+0.00275656j -0.00627175+0.00324487j -0.0150909-0.0109627j -0.00343428+0.00197397j 0.0138371-0.0116465j 0.00572577+0.00320651j -0.0033847+0.0071587j -0.00862326-0.00999223j 
0.00432045-0.000750789j 0.0276402-0.0223513j -0.019283-0.026202j -0.0232502+0.016805j 0.000830487-0.0359338j 0.0203547+0.00372222j -0.00677195+0.0063064j -0.0237255+0.0257686j -0.0232116-0.0094465j 0.0159048+0.0267743j -0.000154876-0.00117909j 0.00543525-0.00695852j -0.0274814-0.0166474j -0.00561887+0.0169798j 0.00498278+0.00316351j -0.0317997-0.0149405j 0.00720761+0.0283519j 0.0428363-0.037198j 0.00463718-0.0188644j -0.0023591-0.000928654j 0.00363667-0.00884352j -0.000394836+0.0187266j 0.00928633-0.0111996j 0.00607456+0.0118381j 0.0495193+0.0114925j -0.00108691+0.0104505j -0.00589403+0.0337836j -0.0200575+0.0422499j 0.003482+0.00418746j -0.00382524+0.0192041j 0.00197091+0.0199108j 0.0253395-0.00368922j -0.00175555+0.0122396j -0.0105722+0.00488261j -0.0100098-0.00406803j 0.000190446-0.0319293j 0.00255013+0.00131622j -0.0172495+0.0172244j 0.00461247-0.007423j -0.00551195-0.000427902j -0.00167858-0.0116495j -0.0206812-0.00137554j -0.0108043+0.000311759j 0.0137897-0.00126113j 0.000992459-0.00959311j 0.00912563+0.0275507j -0.00654348+0.0209911j -0.00646033+0.00644369j -0.0079432-0.00965512j 0.00690072-0.00994399j -0.000906209-0.0151591j 0.000492239+0.00654339j 0.00790434-0.0128986j -0.000439834+0.0230247j -0.00867688-0.0115408j -0.0118075-0.00375489j 
-0.0316354+0.0399063j 0.0290013-0.00770223j 0.00808405-0.0177231j -0.0191157-0.0120599j -0.00328928-0.0179679j 0.0139514-0.000447363j 0.0136401-0.00960004j -0.0296051-0.00800223j 0.00552327-0.00516081j 0.0158474-0.0159339j 0.00196192-0.00565901j 7.14919e-05-0.00647111j -0.009375+0.0105068j -0.0365335+0.008582j -0.03267-0.00344088j -0.025271+0.00849785j 0.0262886-0.0101134j -0.0173307-0.00527677j 0.0186516+0.0139123j 0.0173298-0.00787068j -0.0291379+0.00135135j -0.028366-0.0037163j -0.0164964-0.00411096j 0.0110258+0.0073053j -0.000432472-0.0122016j 0.0108129-0.00068186j -0.0175694+0.00579361j -0.00893909-0.0145112j -0.0165559+0.00368744j -0.00680082+0.0017762j 0.00350686+0.0130411j 0.0125436+0.00547137j -0.00244406+2.05397e-06j 0.00680986+0.0171122j -0.0124929+0.00858196j -0.00215967+0.00462641j 0.00302763-0.00386656j -0.00595422-0.00658474j -0.0118275-0.011386j -0.00555068+0.0154187j 0.0202002-0.00560627j 0.0202646-0.000918154j -0.0153071+0.00442994j -0.0079843-0.000784793j -0.00578284+0.00912928j 0.0240405+0.00146751j 0.00973786-0.00679193j -0.000564047-0.00205345j 0.0155104+0.00290772j 0.00212561+0.00534529j -0.0194125+0.000333166j 0.00831284+0.00158003j -0.00848701-0.00225548j 0.0126679+0.000562391j 0.00187915+0.00709999j -0.013209+0.00491815j 
0.0310714-0.0325578j -0.0286679+0.00642944j -0.0119571+0.0346173j 0.013686+0.00553717j -0.00177425+0.00453197j -0.0148122+0.00964871j 0.000202455+0.00413457j 0.0215589-0.00677105j -0.000574184+0.00984815j -0.0161419-0.00285241j -0.00206366+0.00931332j -0.00883721+0.0121914j 0.00295813-0.00279431j 0.013878-0.000893584j 0.00871497+0.0128808j -0.0255991+0.00498475j 0.000607587-0.0067996j 0.0143678+0.0068801j -0.00699026-0.00446948j 0.00147498-0.0174836j 0.00893696-0.0119494j 0.0249011+0.0155248j 0.0194298+0.00628977j -0.006408+0.0092679j 0.0022718+8.05392e-05j 0.00139743+0.00506566j 0.0112524+0.00208144j 0.036982-0.00969689j -0.0243139-0.0196846j -0.00782314+0.012745j -0.0124078+0.0133014j -0.00810359-0.0101669j 0.00755001-0.0138081j -0.0062373+0.00485267j 0.0133084+0.00695233j 0.00718484-0.0168211j 0.00900382-0.000143596j 0.0297707-0.0137312j 0.00122123+0.00342406j -0.00825808-0.0226328j -0.0144521+0.00964329j -0.0162868+0.00707162j -0.000779712-0.00315503j 0.00505216+0.0107789j 0.0194998-0.00161566j -0.00624031-0.00211564j -0.00961352-0.00819851j -0.0013075+0.00485039j -0.0178619-0.00404151j -0.000608787+0.00112743j 0.0208035+0.0140712j -0.00110945+0.00335522j -0.00209787+0.00206164j -0.0153032-0.00970745j 0.00238755-0.00271697j 0.013594-0.00613745j 
0.00894023+0.00253779j 0.000578689+0.00531689j -0.00866083+0.0322855j -0.00673126+0.000941458j -0.00892764-0.011498j -0.0124362+0.00435497j 0.00374828+0.0185762j 0.0131848-0.0397652j 0.00678667+0.00120736j 0.0195792-0.00930003j 0.0171606+0.0263037j 0.0162809-0.00636004j -0.0269457+0.0123601j 0.0218559-0.00661793j 0.0253674-0.00945664j 0.0118503+0.00369225j 0.00350486-0.0144486j -0.0292371+0.00462063j -0.0165517+0.00821963j -0.0126024-0.00270095j -0.0187265+0.0319549j 0.019245-0.0182253j 0.0128311+0.00756777j -0.00986106+0.0217968j -0.0336614+0.0253326j 0.00842446-0.00841155j -0.0124511-0.000686734j -0.0156013+0.0233724j -0.00334313+0.00386308j 0.00753449+0.00251873j -0.00622081+0.00737151j 0.0151763+0.00667946j 0.015563+0.00544748j 0.0058106-0.0054983j 0.000891709+0.00389129j -0.0156071+0.000478824j -0.00243085+0.00187159j -0.00205524+0.00603627j 0.00619228+0.00887417j -0.0106217+0.0147241j 0.00992566+0.00635389j 0.00127397-0.0231733j -0.0110307+0.00996298j 0.0127171-0.00331982j 0.0049099+0.00200379j 0.00479056-0.00870836j -0.00288992-0.00122556j -0.00476451-0.0147174j -0.00455413+0.00224622j 0.00598238+0.0200897j -0.00742951+0.0227457j -0.00449241+0.0095994j -0.0163721-0.017776j 0.000823858-0.0210971j 0.0126114+0.0111695j 0.00498955-0.00531447j 
0.0180954-0.0198788j 0.0139677-0.00967252j -0.0238008+0.0130374j 0.0131985+0.0350902j 0.0134674-0.000833219j -0.00143875+0.0115459j -0.0174339-0.010209j 0.00120626+0.0217213j -0.0119939+0.00132718j -0.00219492+0.00272546j -0.00429848-0.0208264j 0.000269289+0.00865994j 0.00511734+0.00193889j -0.00314593-0.0220992j 0.0104315+0.00119074j -0.0107734-0.0223695j -0.00839654+0.0307754j 0.0165661+0.00647051j -0.0125768+0.020614j 0.000695047-0.0293565j 0.021591-0.0295328j -0.00266535-0.0114542j 0.0111956+0.0140583j 0.0116625-0.00645008j 0.00922402+0.00792976j -0.00158204+0.0245563j 0.0166481+0.00176305j -0.0220758+0.00263726j 0.015675+0.00197826j 0.00406046-0.0088941j 0.0117234+0.017643j 0.00826545+0.00235454j 0.00730452-0.00698325j -0.000393145+0.0229056j 0.00454026-0.00729605j 0.0175627-0.00800279j -0.0119852-0.011109j -0.0228666-0.00734205j 0.00169917+0.000948069j -0.0193918-0.000980361j 0.00227722-0.0287541j 0.00391152+0.0102121j -0.00758425-0.00607822j 0.00181844-0.000970383j -0.00847627-0.00484551j 0.0013745-0.00756453j -0.00207735+0.0050169j 0.000118282+0.0121908j -0.0116748-0.00734959j 0.017717-0.00407823j 0.00284013-0.0120909j 0.000345235-0.0199225j -0.00858698-0.011952j 0.000119248+0.00223415j 0.00788485+0.00473094j -0.0169545-0.00387363j 
0.0170577-0.0194449j -1.93808e-05-0.0113919j -0.022468+0.0257068j 0.00603242+0.0119457j 0.000234018-0.00284405j 0.00869195+0.0132934j 0.0025488-0.00106439j -0.0110711-0.00561001j -0.00742093-0.00987956j 0.0216803+0.0238384j 0.0127459+0.0281738j 0.0112462-0.0140731j -0.0124252-0.00446132j 0.00690158-0.000923977j -0.0115903-0.000199068j -0.0245744-0.0104549j 0.00150253+0.0282507j 0.0342257+0.0274824j 0.00829791+0.00551113j 0.00185759-0.00987066j -0.00936059+0.0184251j 0.0281867-0.00749766j 0.0143216+0.00149354j -0.0095861-0.00382527j 0.0185025-0.00420124j -0.0164432-0.00196504j 0.0123801-0.0047043j -0.00360745+0.012951j -0.000282671-0.0032642j -0.00550831-0.00165345j -0.00183265+0.0104804j 0.0222133-0.014074j -0.0102982+0.0122119j -0.0117215-0.00692434j 0.00531126-0.0035963j 0.00617411+0.00594211j -0.00612514+0.00789035j 0.0120951+0.00768467j 0.0046905+0.00579875j -0.0144178+0.0136384j -0.00658324-0.0134272j -0.0112522+0.00712483j -0.0153173+0.00436003j 0.00827377-0.0175505j -0.00593669-0.00772461j -0.00662394+0.0021832j -0.000940236+0.00403523j 0.00623245+0.00922462j -0.010197+0.000771877j -0.00445148-0.00103583j 0.000968696+0.00705603j 0.0018006-0.00551951j -0.00442434-0.00438616j -0.0065345+0.000592288j 0.00417126+0.00430527j 0.000846074-0.00324797j 
-0.00568874-0.000789753j -0.0235389+0.0268436j 0.0200453+0.0121694j 0.0231949-0.0203647j 0.00471262+0.00905092j -0.00593419-0.009844j 0.00562941-0.013098j 0.0118942+0.00579092j 0.00777372+0.00402631j 9.86331e-05-0.0153437j 0.0276095-0.00301668j -0.00467154+0.00246632j -0.00203677+0.00950591j 0.0166322+0.024327j 0.0301061+0.0134044j 0.00422424+0.014664j -0.00368697-0.00266915j -0.02108+0.00778011j -0.00735618-0.00728216j -0.00417048-0.00917249j 0.0106878-0.0102272j 0.0109049+0.0107902j 0.011141+0.020972j -0.010234-0.00251228j -0.0293559-0.00192671j -0.0168846-0.00784019j 0.0157432-0.0130119j -0.0106763-0.026509j 0.00527735+0.00973733j 0.010502-0.00728459j 0.0137015-0.00769485j 0.000450739-0.00527105j 0.00488955-0.00775074j 0.00048827-0.00385946j 0.0114462-0.00797678j 0.000911518+0.00161725j 0.00394083-0.00819362j 0.0107922+0.00483237j -0.00298968+0.00360881j -0.00219989-0.00420459j 0.0116322-0.0186621j -0.000883919-0.0124705j 0.00824269+0.00310893j -0.0149818+0.00868373j 0.00979852+0.000233604j -0.00844991-0.00194472j -0.00214917-0.00439057j -0.00297826+0.00838895j -0.00388194-0.00766321j -0.00261276-0.0139317j 0.0136256+0.00301231j 0.000831443-0.00126545j 0.00583432+0.0117008j -0.0101624-0.00822355j -0.00100041+0.00523285j 0.00612644+0.0035659j 
0.00940723+0.00961771j 0.0350392-0.0491515j -0.0306156-0.0271975j -0.0102125+0.0178314j -0.0013629-0.00792137j 0.017388+0.0411542j 0.0110457-0.0171378j -0.0390362+0.0133423j -0.0117025-0.0131677j 0.0133261+0.00470028j 0.00499831-0.0297458j -0.0307222+0.0101661j -0.00636481+0.00396079j 0.00938619-0.008824j -0.0218483+0.0183477j -0.0121749+0.00285301j 0.00243656+0.0018703j 0.0237328-0.0403711j 0.00334816+0.0268114j 0.014921-0.00342563j -0.0351094-0.0174009j 0.00533983-0.0219398j 0.00978013-0.0274192j 0.0152186-0.00456673j 0.016893-0.0149547j 0.0367848+0.0154844j -0.010273+0.00733304j -0.0174391-0.00612095j 0.000521508+0.000277902j -0.00923163-0.000320323j 0.000602603-0.00303436j 0.00219784-0.00879342j -0.0261726-0.0159088j -0.00521939+0.00948185j -0.0116076+0.00159362j 0.0220971-0.00818493j 0.0135985+0.00443394j -0.0241531-0.00806883j 0.00049735-0.00395921j -0.0177388-0.0131563j -0.017373-0.00116243j 0.00649555+0.0176683j -0.0198089-0.00816124j 0.00548124+0.008542j -0.0184384+0.00603781j -0.00442327+0.0150517j 0.00449758+0.00577476j -0.00147003+0.00772508j -0.00639568-0.00916127j 0.0130584-0.00818963j -0.00144517-0.00179953j -0.00739816+0.0037649j 0.000177266+0.0103596j -0.0031366-0.000325376j -0.00370941-0.0122118j 0.00133442+0.0141271j 
0.00823008+0.0023521j -0.00120998+0.0134655j 0.0126098-0.0157188j 0.0171145+0.00196743j 0.0168609+0.0122569j 0.00522378-0.0235978j -0.0460174+0.0178716j 0.00863181+0.0220224j -0.0144785+0.00977539j -0.00411261-0.00272801j 0.022977-0.0215909j -0.0116086-0.00800454j 0.00862447-0.00734659j -0.000418809-0.0039339j -0.00540029-0.0234862j 0.00172926+0.0108424j -0.0175734+0.0285438j -0.0102165+0.0071161j 0.00384524-0.0150947j -0.0137184+0.0246015j 0.0242542-0.00822399j -0.00719124+0.00678706j 0.00437057+0.0270792j -0.0254719-0.0179507j 0.012587+0.0255297j -0.0132137+0.00688148j 0.0117632+0.00311969j 0.00052301-0.0124138j 0.0394597-0.00332029j 0.000354267+0.0149899j 0.0111389+0.0164945j 0.0208652-0.0137506j -0.00305681+0.000801212j 0.00236558+0.00274364j -0.00541026+0.00516463j 0.0159615+0.000199118j -0.0315717-0.00485618j -0.0141893-0.00802266j 0.0102686-0.0131759j -0.0179251+0.0101409j 0.0032113-0.0104741j 0.0205034+0.00625403j -0.00308386-0.00388133j -0.00892027+0.000982562j 0.00398972-0.0124445j 0.00190468+0.00221809j 0.00192042+0.0104248j 0.0130449-0.00414473j -0.00406452-0.00937904j -0.0111879-0.00739589j 0.00334194-0.0183239j 0.00988539-0.021392j -0.0080172-0.00966364j 0.00820453+0.00406808j 0.0137029+0.00443379j -0.0152671-0.00632873j 
