-0.0028706+0.00418006j -0.00542346-0.0038447j -0.00552518-0.00263515j -0.00364008+0.00258652j -0.00216316-0.00182062j 0.00354569+0.00192918j -0.00649638-0.000323174j 0.00356728+0.00182283j -0.00371194-0.000281695j 0.00202721+0.00532315j -0.00149566+0.000582214j -0.00246109-0.00172355j -0.00293241-0.000275791j 0.00272838-0.00280592j 0.0017723+0.00337213j -0.00677946-0.00247826j 0.0025732-0.000514151j 0.00113677+0.000448755j 0.000309388+0.00121483j -0.00191785-0.00154041j -0.00185002+0.000396641j 0.000255455+0.00312626j 0.00168864+0.000374836j 0.00170418-0.0024501j 0.00191704+0.00223525j -0.00298536-0.00110128j -0.00413525+0.00184267j -0.0024312-0.00293913j -0.00114992+0.000469553j 0.000486824-0.00378342j 0.000250155-0.000563445j -0.00116395+0.000258892j -6.24508e-05+0.00043743j -0.0018645-0.000817707j 0.00402615-0.000498366j -0.00192399-0.00118539j 0.00110544+0.00032507j 0.000429306-0.000552204j -0.00583871+0.00124678j 0.00368213+0.00440786j -0.00283904+0.000721882j -0.00331068+0.000331318j 0.000589888+0.000521255j 0.00555436-0.0015371j 0.00311216+0.000937028j 0.0066723-0.00323306j 0.00291039+0.00238765j -0.000950354+0.00301414j -0.011316-0.000827543j 0.0075216+0.00135372j -0.000427453+0.00207882j 0.00843687+0.00372044j -0.00693554-0.00115048j -0.0117132+0.00430858j -0.0105385-0.00154562j 0.0129316+0.00772869j -0.00758303+0.00402368j 0.00253208-0.00703159j 0.000577675-0.00947255j 0.00888383-0.000655148j 0.00498412-0.00326846j -0.00704948-0.0044376j -0.00329131-0.000388855j 0.000977648+0.00586104j -0.00189418+0.00301602j -0.00427128-0.0071412j -0.00188362+0.00542161j 0.00250167+0.00421922j 0.00175436+0.00506456j -0.000861155-0.0115999j -0.00636331+0.0900834j 0.0667293+0.0289713j 
-0.000868852+0.00245186j -0.0016232-0.00136193j 0.00145115-0.00272451j -0.00132675+0.00246187j -0.00707117-0.00332916j 0.00176979+0.0211846j -0.0102228+0.00463642j -0.00608027+0.00970202j -0.00730674-0.0108667j -0.0062748+0.0062537j -0.00673248+0.00976278j 0.000721823+0.00492144j 0.0266478+0.00745519j -0.000945424+0.0186509j 0.0187891+0.0098733j 0.0149937+0.0169929j 0.0206709+0.00574978j -0.00297205-0.000477293j 0.0175587+0.00975056j -0.00627442+0.0106526j 0.0109764-0.000348025j 0.00363399-0.00962937j -0.0192714+0.000529705j -0.0260225+0.00357891j 0.00405951-0.00135503j 0.00901499+0.0028038j -0.0298747+0.00459977j -0.00208709-0.0363799j 0.00556137-0.0161145j -0.00585618+0.00725414j 0.0272428+0.0109919j 0.00141197+0.0060489j 0.0110191-0.0242884j -0.00586595+0.00556211j 0.0166635-0.0216213j -0.0154316-0.0211047j 0.0184243-0.00102318j 0.00839411-0.026618j 0.00143925+0.00323872j -0.00967876-0.0216932j 0.00718387-0.0249293j 0.00191194+0.0715868j -0.0114559+0.0117271j -0.00197606-0.0611975j -0.00704877+0.047236j -0.00318146+0.0375997j 0.00737825-0.034176j -0.0181756+0.0422179j 0.00532123-0.0252326j 0.00752854+0.00377408j -0.00735271+0.0272688j -0.000108485-0.0186453j 0.00536114-0.0261526j 0.000881534+0.00183608j 0.000345158-0.00969682j -0.00209508+0.00432518j 0.000442184-0.00676785j 0.00118623-0.00320118j 0.00648762-0.0118196j 0.00249121-0.000781092j 0.00365857-0.0122534j 0.00260135-0.0064383j -0.00251104-0.00267642j 8.20425e-05-0.00342913j -0.0013202+0.00452764j 0.0017469+0.00407299j -0.00059045+0.0101535j -0.0027996+0.00599246j 0.0012515-0.00715469j 0.00136106+0.00418375j -0.00139897-0.0009737j -0.000721605+0.0041152j 
0.000534397+0.00293939j -0.00112706+0.00283656j -0.00290589-0.00260074j -0.00360601+0.00511036j 0.00991575-0.0101379j -0.00536045+0.00997378j 0.014584-0.0238529j 0.00569465+0.00271918j 0.00355538+0.0368621j 0.00141922-0.00978247j -0.00392465-0.0198127j -0.0103358-0.0247153j -0.00378826-0.0232563j -0.00450969+0.0160722j -0.00446154-0.0119456j 0.00635446+1.14319e-05j 0.0152227-0.0142491j 0.00158216+0.00302514j -0.0129485-3.13623e-05j 0.0209746-0.0193053j 0.00958053-0.00775354j 0.0252946+0.00615806j -0.00628774-0.0302352j 0.0172275+0.0221545j 0.0205695+0.0192643j -0.0170333-0.00500564j -0.00682304+0.00697574j -0.00449525-0.00084378j 0.00218573-0.00587486j -0.00795902+0.00275671j -0.00870221+0.00672607j -0.0142731+0.00100546j 0.0134909+0.00430907j -0.0170237-0.0207003j -0.00592284-0.0353076j -0.00494569-0.0316385j -0.00698534+0.0237273j -0.00249081+0.0131488j -0.00950879-0.00594294j -0.00420624+0.00275792j 0.00552594-0.0247221j -0.014273+0.0669384j -0.00867168+0.000704094j 0.00787596+0.00742448j 0.0113678-0.00410243j 0.00673752-0.0121111j -0.00574807-0.0275411j 0.00640166-0.0308722j -0.000632515+0.0335423j -0.0206457+0.0436007j 0.00730657-0.00674813j 0.00271438-0.00501241j 0.00327044-0.0135769j 0.00390058-0.0238212j 0.00156132+0.0150311j -0.00302395-0.0072952j 0.00455528-0.0040339j -0.000233255-0.0166108j 0.00362641-0.00959415j -0.00167804+0.00773427j 0.000770679+0.00699935j -0.00121928+0.000667259j -0.00157281+0.00261374j -0.00172675+0.000984275j -0.000313189+0.00767766j 0.000974215-0.00168089j -0.0038097+0.00880667j 0.00286807-0.00347794j -0.00244556+0.0028313j 0.000194757-0.00200877j -0.000257887+0.000912083j 0.000116947+0.001134j 
0.00193779-0.00204698j 0.00243167+0.00175167j -0.00108312-0.00781288j 0.00244395-0.00492086j 0.00359947+0.0276365j 0.00551544+0.000419419j 0.005898-0.0117631j -0.0320248-0.00564472j 0.00660559-0.00071114j 0.000553761-0.012628j 0.0010464-0.0120486j -0.0116817-0.027031j 0.00512048+0.0142766j -0.003817+0.016833j -0.0325422+0.0139164j -0.010639+0.0129025j -0.000656764-0.00702471j -0.00168552-0.00536119j 0.0184957+0.00622058j -0.00899853+0.0100196j -0.02004+0.00174588j 0.0113345-0.000310893j 0.0179454+0.00407764j 0.0236329+0.00572387j -0.00357219+0.00667287j 0.00222695-0.0072944j 0.0175339+0.014519j -0.0279869-0.0124357j 0.00582999+0.013707j -0.0269984-0.00191435j -0.0122832-0.000350895j 0.0088976-0.0236934j -0.00208611+0.0215835j 0.0226833+0.0185108j -0.0239417+0.0169587j 0.00747736-0.00935195j -0.0015923-0.0274391j -0.00855823-0.0114558j -0.0119072-0.0104358j -0.00280732+0.00942689j 0.0092863+0.0022676j 0.010488-0.0148551j -0.00630405+0.0304034j 0.00594485-0.0440171j 0.0201264+0.0448166j -0.00497347-0.00631334j 0.00918608-0.0179583j 0.00177428-0.0199383j 0.00538664+0.00146046j 0.00219139-0.0109752j 0.00481226+0.00771523j -0.0018116+0.0130253j 0.00098849-0.00899616j 0.00317465+0.00401056j 0.00324604+0.0178166j -0.00601671-0.00356355j -0.00173926+0.00544006j -0.00215224-0.00238991j 0.000727387+0.00896582j -0.00042676+0.0016882j -0.0015798+0.0180781j -0.00255435-0.0171338j -0.00174306+0.00203477j -0.00293756+0.000732481j -0.000562368-0.0067181j 7.35844e-05-0.0107677j 0.0041513+0.00612205j 0.000589957-0.00680094j -0.000168878+0.00358955j 0.00123595-0.00300762j 0.00215555+0.00143366j -0.00107328-0.00315305j 
-0.00271151-0.00168185j 0.00118387-0.00418632j 0.00613785+0.00465123j -0.000442182-0.00999684j 0.00626764-0.00757659j 0.00987267-0.0259114j -0.00204459-0.00182353j 0.0202562-0.0188364j 0.00058573-0.00248683j -0.00998595-0.0155928j 0.0031944-0.0205222j -0.0218389-0.0157048j -0.0100516+0.00503221j -0.0131971-0.0211631j 0.0143814+0.0127339j 0.0176333+0.00777888j 0.00651443+0.00472857j 0.021566+0.000766611j 0.00863226+0.00230128j 0.0170736+0.00272957j 0.0150012+0.00266718j -0.0059325-0.00153781j -0.0161572-0.00372364j 0.000573076+7.89768e-05j -0.00713332+0.014399j 0.0283847+0.015961j -0.00925177+0.00196643j 0.00991495+0.0188392j -0.0139637+1.09272e-05j 0.000798872+0.000826563j -0.0150547-0.0176074j -0.00937508-0.0441046j 0.00350158+0.0338296j 0.00172246-0.0112383j -0.00234433-0.0231626j -0.0103619+0.0406461j 0.00398767-0.0406957j 0.0349039-0.0284592j -0.00233456-0.0238997j 0.0185051+0.0259891j -0.00708368-0.00842955j 0.00421374+0.0122177j -0.00224382+0.0138222j -0.0220473+0.00703304j -0.0172933+0.027315j 0.00632312-0.0140703j -0.0129893+0.0353446j 0.0124771-0.0301512j -0.00153071-0.00503831j -0.00281609+0.000407825j -0.00287515+0.0122117j -0.0075428+0.0178538j -0.00319818+0.0057626j -0.00153485+0.0074652j -0.00125057+0.00609444j 0.00196734-0.0138413j -0.00526863-0.00322488j 0.00128862+0.000854476j -0.00373804+0.00996609j -0.00125983-0.00267171j -0.00117371+0.00880464j -0.00228703+0.00500141j 0.00223843-0.00625987j 0.00025441-0.00180972j -0.00251695+0.00287897j -0.00299728+0.00377727j 0.00128318-0.00932091j -0.00028757+0.00294841j 0.00126628-0.00312567j 0.000733715+0.0018245j 0.000999982-0.00332289j -0.00128183-0.00334606j 
-0.00174942+0.00215456j -0.00126898-0.00194512j 0.000370586-0.000614809j -0.0021268+0.00936095j -0.00134814-0.0248314j -0.000862696+0.000901353j 0.010311-0.00882014j 0.0090284+0.0126111j -0.0092836+0.0107043j 0.0119975-0.00252365j 0.0123967+0.00802896j -0.00440095-0.00816702j -0.0022527-0.0139532j 0.0304978+0.00540913j 0.00338069-0.0158534j 0.00619738-0.00361324j 0.0203598-0.00441514j 0.0220988+0.020954j 0.0164621+0.00650414j 0.0245337-0.00859356j -0.0420604-0.00688001j 0.020383-0.00658769j -0.00420448+0.00971667j -0.00195081-0.0320375j 0.0262963-0.002205j -0.00297373+0.00611814j 0.0215287-0.010755j 0.0284437+0.0283231j -0.00388448+0.0356379j -0.000698172+6.69292e-05j -0.000906711-0.0147604j -0.000248847-0.040146j -0.0188836+0.067384j -0.000656183-0.0144683j -0.00651481+0.0270252j -0.000412797+0.0422508j 0.00466871-0.0337051j -0.00525076-0.0185687j -0.00452452-0.000911701j 0.00243543-0.00480216j -0.00416648+0.0237415j 0.00822876-0.0574458j -0.0167061+0.000816054j 0.00374016+0.0312019j 0.00503908-0.0029328j 0.00981506-0.00882934j 0.00541743-0.00335555j -0.00317029-0.0147682j -0.00309945+0.00234107j -0.000381338+0.011849j -0.00105353-0.00675606j 0.00224267-0.00539977j -0.0070318+0.00469063j 0.00073543+0.00487795j -0.00112593+0.00227021j 0.00643394-0.00112424j 0.0017051+0.00646798j 0.00069322-0.0124226j 0.00302645-0.00873532j 0.0010224+0.00186929j 0.00225039-0.000627381j -0.000437561+0.00488438j 0.00167532+0.00460609j 0.00287028+0.00229289j -0.000257157+0.00631196j -0.00338139+0.00509935j -0.0034181+0.00432409j 0.000570853+0.00291266j -0.000470998+0.00216927j -0.00313425+0.00301519j -0.00171315-0.000327804j 0.000760728+0.00500108j 
-0.00321788-0.000956788j 0.00126918-0.00403625j 0.00306355-0.00592392j -0.00308789+0.00856888j 0.0005464-0.0201562j 0.018546+0.00614518j -0.00502629-0.00175452j 0.00802043+0.0421084j -0.00221153+0.0209536j 0.00162091-0.0132381j 0.00635012-0.00438615j -0.00828974-0.00330047j 0.00887811+0.0148706j -0.0180021-0.0154766j -0.0161682-0.0184017j -0.0392835+0.0235853j -0.0231377-0.00611825j -0.0159073-0.00557548j -0.00180395+0.0176754j -0.000554467+0.0138462j 0.011836+0.00461138j -0.0117258+0.0137073j -0.0259338+0.00933397j 0.0134072-0.00129532j 0.00997956+0.00873697j -0.0116001-0.0170838j -0.00586803+0.0247884j -0.0248735-0.0106957j 0.000188027+0.0103793j -0.00105982-0.00652775j 0.0230876-0.000476024j -0.0075418+0.0120003j 0.00394111-0.0291771j -0.011183+0.00438775j 0.000949182+0.0333042j 0.00207106-0.0281107j -0.012652-0.0192378j -0.00105782+0.0111804j 0.00121088+0.0312121j -0.000951758-0.0187477j 0.0213254-0.00862803j -0.00548307-0.0242302j -0.0193001+0.00374075j -0.0206975+0.00162289j -0.00168331+0.00825572j 0.00615727+0.0107318j 0.00199462-0.0176088j 0.000291085-0.0243853j 0.0197387-0.0242278j -0.00292389+0.00414744j -0.000105186-0.000995822j -0.0100159-0.000505134j 0.00261542-0.00113307j 0.00485218-0.00837208j -0.00383114+0.00726578j 0.000414943-0.0158194j -0.00576572+0.00944575j 0.00108978-0.0198791j 0.00773538-0.0178227j 0.00194245+0.00784033j -0.00303017+0.0123915j 0.0024457-0.00207873j -0.00340672+0.00879072j -0.00127741+0.00130982j -0.0038128+0.0219032j -0.00041235+0.0023372j -0.00333886+0.00842269j 5.68846e-05+0.00957071j 8.81203e-07-0.00556424j -0.000290351+0.00298528j -0.000972921-0.00563532j -0.00238186+0.00425338j 
0.00143353-0.00040684j -0.000371314+0.00185252j -0.00613028+0.0139781j 0.00479749+0.011771j -0.010375-0.00855509j 0.00811104-0.028193j 0.016383+0.0227146j 0.00706838+0.0100937j 0.00882714-0.00942999j 0.00487862+0.00306286j -0.00784972+0.0256155j -0.0126076-0.0523084j 0.00510783-0.025737j 0.0148396+0.00505972j -0.00765264+0.0115685j -0.0123651-0.00320538j -0.0131848+0.00336429j 0.0104523+0.0318651j 0.0357418+0.029092j 0.00215904-0.00369912j -0.0150327-0.00555271j -0.0116745-0.0480126j 0.0309436-0.0216271j -0.00783382+0.0511488j -0.00660475+0.00170998j -0.0116165-0.00740021j -0.00847678-0.00332797j -0.00770661-0.0199105j -0.0062051-0.00583593j 0.00035464+0.0126249j -0.0125926+0.0462078j -0.00025573+0.0138671j -0.0120828-0.0113858j -0.00212867-0.0303259j -0.0226141-0.0362055j 0.0151552-0.0379539j 0.00183051-0.0104219j 0.011227-0.0283854j -0.0192563+0.00931755j 0.00986338-0.0482962j 0.00883342-0.036548j -0.0117328+0.0158835j -0.010473+0.0207085j -0.00408898-0.00705559j 0.00483771+0.0117889j 0.0042332+0.00582934j 0.0103588-0.000155927j -0.00322953+0.0184795j 0.00280676+0.00501574j 0.00331295-0.00192544j -0.00252191+0.0118957j 0.00178435+0.00579679j 0.00317987-0.00175518j 0.00209797+0.000248689j -0.00644525+0.0120423j 0.00235579+0.000336159j -0.00315515+0.00916172j -0.000235562+0.0063391j -0.00108916+0.000592771j -0.000853954-0.00610308j -0.00133971-4.31313e-05j 0.00425738-0.00540787j 0.00241845+0.00260076j 0.0020151+0.00862777j 0.00263194-0.00178184j -0.00250916-0.00394384j 0.000785162-0.00282154j 0.000536588-0.00207339j -0.00150064+0.00701445j -0.00353373-0.00663496j -0.000752708+0.0051388j 0.00364509+0.00376285j 
0.00215038+0.00321284j -0.00346692+0.00121408j -0.00830921+0.0144999j 0.00186804-0.00185383j 0.00340863-0.0060845j 0.00205047+0.0166445j 0.0158262+0.0158863j -0.00579585+0.00457231j -0.0070567+0.01413j 0.000693302+0.0172176j 0.00726863-0.00490009j -0.0237453+0.0127054j -0.00737859-0.0300134j 0.0102075-0.0104414j -0.0244463-0.0221441j -0.00701776-0.000259125j -0.00873477-0.00897681j -0.0181092+0.0156248j -0.0162603+0.00903075j 0.0262667+0.00128283j 0.0367395+0.0137079j 0.00713717+0.0107861j 0.014674+0.0119422j 0.0246003-0.0266847j -0.0147624-0.00515996j -0.0171328+0.00933723j -0.0185087-0.00256096j -0.012588+0.0170403j 0.00640197+0.0343418j 0.00681267+0.000894741j 0.0215202+0.00187468j -0.0113903-0.0120578j -0.00332704+0.0456114j -0.0165829+0.00226266j -0.0131934+0.036411j 0.000752461+0.00460237j -0.00569686-0.00988901j 0.0253966-0.0211485j -0.0101748+0.0122617j 0.000422587-0.00417504j 0.00975866-0.0090931j -0.00221876-0.0154549j 0.000698489+0.00513165j -0.0162165+0.0129361j -0.00878129-0.000802841j -0.00251347-0.00388542j -0.00247545-0.00223744j -0.00641394+0.0228638j -0.00703994+0.0167871j 0.00206667-0.00379203j -0.00220171+0.00317642j -0.00361213-0.0019801j 0.00649858-0.00310945j -0.00462605-0.015009j -0.00137259-0.0037526j -0.0100093+0.00824312j 0.0020313-0.00278611j 0.00146424+0.000854474j -0.00472862+0.00171843j -0.00172392+0.00845203j 0.00173852-0.0103771j 0.0046498-0.0141329j 0.000171454-0.0079217j 0.00152334-0.00439374j 0.00485579-0.00453821j 0.0042178+0.000529791j -0.00152871+0.00847684j 0.00233119-0.0048005j -0.00206231-0.00582023j 0.0048091-0.00263484j -0.000996654+0.00351985j 0.000891877+0.00227998j 
-0.00256462+0.00335867j -0.00304225-0.00437978j -8.09324e-05-0.00443191j -0.011997+0.00111603j -0.00903483+0.0364645j 0.0122673+0.0277807j 0.0148616+0.0128746j 0.011328-0.0125027j 0.013117+0.0125224j -0.00526323-0.0109802j -0.00697897+6.57934e-05j -0.0204851-0.0162717j 0.00134628+0.0236366j -0.0117302-0.0430504j -0.00445954+0.00942065j -0.00580941+0.00179154j 0.000661748-0.00533721j 0.00397807+0.00132388j -0.0291348-0.0173221j -0.00041258-0.0182164j -0.00743751-0.00627177j 0.0265728+0.00875076j 0.00613765+0.0238545j 0.00560743+0.0116605j -0.0111576+0.00444155j 0.013258+0.00816922j -0.026759+0.0132836j -0.00539503+0.0301073j -0.0207452+0.0112191j 0.00913786+0.00099643j -0.0018004+0.0050059j 0.0084221-0.019606j 0.0236414-0.00570209j -0.00819276-0.010872j 0.00491496-0.025517j -0.00489297+0.00284945j 0.019608+0.000249058j 0.0036528+0.0332465j 0.00358988-0.0194431j -0.0053436+0.00332581j 0.0186283-0.0245749j 0.0105745-0.00139332j -0.0216625+0.0255868j -0.0128253+0.0409113j 0.00491883+0.000808655j 0.00523538-0.00903302j 0.00543978+0.00578559j -0.00286368+0.0115939j 1.87348e-06+0.00431869j 0.000869514-0.00262278j -0.00888157+0.0247879j -0.00239435+0.0191238j -0.00790733+0.0116047j 0.00747491-0.020978j -0.000594411-0.00477825j 0.00299583-0.000982756j -0.00333051+0.00935393j 0.00350882-0.00140365j 0.0103765-0.0136659j 0.00212441-0.00911545j 0.00607045-0.0182253j -0.00203729+0.00194181j 0.00337289-0.00573323j -8.61649e-05-0.00653127j -0.000407708-0.00202911j -0.00195835+0.00261976j 0.000954069-0.00353125j -0.000598978+0.00336389j 0.00179005-0.007466j 0.00145181+0.000964308j -0.00222896-0.00202543j -0.00105039+0.00502136j 
0.00144642+0.0024831j 0.0018331+0.00360384j 0.00101705-0.0218696j -0.00334913+0.0102196j -0.00169848+0.0480122j -0.0141257+0.0177551j 0.0028226+0.0361136j 0.0126126+0.018129j -0.000769469+0.00298974j -0.0027234+0.00523025j 0.00829391+0.0299153j -0.022719+0.00965811j -0.0182611-0.00174815j 0.00241135-0.00660649j 0.0121087-0.0250834j -0.00804985-0.0137967j 0.0337707-0.0073559j -0.00506256+0.0254709j -0.010076-0.0105335j -0.00849185-0.0205257j 0.0152888-0.00217209j 0.00782439-0.0186133j 0.0287608+0.0174693j -0.0286453-0.0424893j 0.0170085-0.00578121j -0.0279072+0.0143131j 0.00978971-0.0195072j -0.0213046+0.0121409j 0.00691695+0.0194102j -0.00794471-0.00855794j 0.0146921-0.0176687j 0.0024043-0.0148388j 0.00965766+0.0258527j 0.000892406-0.0214876j -0.0119492-0.00419625j 0.00179665+0.0189338j 0.0239841-0.00940398j -0.0060646+0.00259551j -0.0042642+0.0220033j -0.00596404-0.0214435j 0.0120166-0.00509893j -0.00681653+0.015244j -0.00728743+0.0032627j 0.00357707+0.00875318j 0.0136487-0.0426218j -0.00216483+0.00484348j 0.00149513-0.00230415j -0.00724836+0.0176542j 0.0139424-0.0106227j -0.00650528-0.00474642j 0.00180189-0.0112559j -2.29754e-05-0.00273575j 0.00507334-0.0141241j 0.0084015-0.0188858j 0.00106428+0.000281927j -0.00115203+0.0063601j 0.00320134-0.00199749j 0.000993528+0.00326105j 0.00728989-0.0171673j 8.68564e-05-0.00055112j -0.00298445+0.00266258j -0.00170086+0.000760337j -0.00544024+0.013433j -0.00303304+0.000131849j -0.00402681+0.00937832j 0.00353294-0.012278j 0.00122124+0.000759421j -0.00339788+0.00915736j 0.000603178+0.0016579j -0.00108313-0.0068445j -0.000451321+0.00246448j -0.000335803+0.000886692j 
0.00155139+5.58989e-05j -0.0016944+0.00459648j -0.00786041-0.00514972j -0.00815914+0.0175273j -0.0311456-0.0223272j -0.00103766-0.0272398j 0.0109789-0.0415144j -0.00962615+0.00300614j 0.0146446+0.00958191j 0.00341677-0.0132511j -0.0109071-0.0258374j -0.0145573+0.0214256j 0.0289548+0.000319097j 0.002455-0.00950811j -0.0156814-0.0170246j -0.0147623-0.0289361j -0.0311537-0.0311231j -0.00546049-0.0302691j 0.00107482-0.0142427j 0.0228231+0.0224454j 0.0142327-0.0043599j -0.016217+0.00356518j 0.00163538+0.00962419j -0.00689129-0.0348682j -0.0209597+0.0104209j 0.0105327+0.0189702j -0.0390145-0.0187802j -0.00514412+0.0463374j -0.0326461+0.0101402j 0.0208163+0.0112139j -0.00307593-0.0202559j 0.0286391-0.0409427j 0.000749338+0.00943611j 0.00132655-0.0107961j 0.0120454-0.0149929j -0.000846962-0.00179761j 0.0078845+0.000201793j -0.0181549+0.0100503j 0.0147003-0.0292389j -0.00998449+0.0128967j 0.00880242-0.0174917j 0.00227902-0.00476334j 0.0022055-0.0121066j 0.0133536-0.0188222j 0.00163146-0.00872922j 0.00501599+0.001463j -0.0115261+0.0190299j 0.00873906-0.00483588j 0.00137716+0.00470159j -0.00567026+0.00891883j -0.000941467-0.000559369j 0.00285482-0.00392332j -0.00271632+0.0076068j -0.00271181+0.010854j 4.17852e-05-0.00549133j 0.00630287-0.010373j 0.00352622-0.00482966j -0.000821359+0.00872581j 0.00514217-0.00395273j 0.000144912-0.00601153j -0.00465417-0.000534833j 0.00295394+0.00695606j 0.00184401-0.0077658j -0.000972655+0.00949666j -0.000907064+0.00687761j 0.00208212+0.00724713j -0.00207963-0.0040792j 0.000462994-0.00255552j -0.00134792+0.00125988j -0.000647091-0.00152375j -0.00015849-0.00118282j 0.0017471+0.0011579j 
0.0010754-0.00445212j 0.00189879-0.000973805j -0.00728675+0.0168625j 0.0134003+0.00899249j 0.000846805-0.0302728j 0.0104846+0.0703064j 0.00220131-0.0164117j -0.00358078-0.0237671j -0.00743323+0.0011859j 0.0063694+4.5833e-05j 0.000651993+0.0284265j -0.00594873+0.0193508j -0.0182424-0.00997073j -0.00879202+0.0158968j -0.00869428+0.0110138j -0.00733272-0.0101538j 0.0106392+0.0153993j -0.0451001-0.0186798j 0.00491146-0.0315133j 0.0319669-0.00926009j -0.0110512-0.0118549j 0.0102758+0.00576717j -0.00707806+0.00662089j -0.0015481-0.00430819j -0.00587369-0.00482095j 0.00541405+0.00553972j 0.00275382-0.0227717j -0.00155365-0.00420824j 0.00485552-0.0142001j -0.0161492-0.00857671j -0.0207289-0.00870595j -0.0215341-0.0107758j -0.0198768+0.0172041j -0.00285139-0.006709j -0.0156214-0.0303277j 0.0024235+0.0204935j -0.0260819+0.0202267j 0.00762421+0.0217774j -0.000551485-0.0170491j -0.0139581+0.00856697j -0.00500609+0.0341864j -0.00858205+0.0146058j 0.00803996-0.00170133j -0.00820261+0.0142059j -0.00183663+0.0107459j 0.00435027-0.00912202j 0.00741623-0.0140783j 0.00558529-0.0126228j 0.00303513+0.0111542j 0.00228093-0.0118512j 0.00892875+0.00249626j -0.0055175+0.0082024j 0.00780034-0.00925711j 0.000953599+0.00387533j -0.00696364+0.0163813j -0.00272827+0.00594805j 0.00222251-0.00127216j -0.00250656+0.00240687j -3.47252e-05+0.000592267j 0.00488435-0.0170067j 0.000672006-0.0041745j 0.00418796-0.00699588j -0.00336746+0.00892412j 0.00201606+0.00316298j 0.00433096-0.00808733j 0.000975917-0.00809912j -0.00189493+0.00978099j 0.00100835-0.00716941j -0.000138948+0.00491521j -0.00363994-0.00454365j 0.000997483+0.000950858j 0.000571551+0.00341727j 
-0.00156068-0.00590915j 0.00149331+0.00197683j -0.00189103+0.0333765j -0.00273782+0.0136865j -0.00615821-0.00336982j -0.00408976-0.00454411j -0.00468007+0.0294375j -0.00825566+0.0195838j -0.00998849-0.00330893j -0.00242003+0.0241412j 0.000735233+0.039154j -0.01431+0.000552369j 0.00575207-0.018937j 0.0320989+0.0295315j 0.0163967-0.0163316j 0.0193363+0.00477988j -0.025512-0.0319593j 0.0270122+0.0103063j -0.0317351+0.00277274j -0.0190027-0.0231102j 0.00535622-0.00641609j -0.0183749-0.00756426j 0.0221214-0.00318478j -0.0179791-0.00964636j 0.0221811-0.00963001j -0.0169618-0.00153559j 0.0136825-0.0142486j 0.00435236-0.0205877j -0.00918552+0.0116465j 0.0104327+0.00231496j -0.00136173-0.0119125j -0.000844728-9.28135e-05j -0.00679364+0.0245202j 0.00430862-0.0130323j 0.0101539+0.0113977j 0.00269497-0.0196982j -0.00453734+0.0188683j -0.0124548+0.0222252j -0.00458009+0.0208768j 0.00580409-0.000486192j 0.00675433-0.0109408j -0.00632107+0.0237475j 0.00334622+0.000366544j -0.00150513+0.0060552j 0.00128741-0.0116333j -0.0101762-0.00477034j 0.00836313-0.0146006j 0.00794767-0.0167833j -0.00248013-0.00141377j 0.00416699-0.0101575j -0.00230808+0.00457311j 0.00288449-0.00379355j 0.00255614-0.0108812j 0.00192324-0.0170255j -0.0051078+0.00268054j 0.00293928-0.0121967j -2.01287e-05-0.00804125j 0.00216599-0.00712082j -0.00203912-0.00689614j 0.00131492+0.00946509j 0.00229234+0.00249285j 0.000634609-0.00318622j 0.00113871-0.0102052j -0.00088003-0.00385277j 0.00690468-0.00144537j 0.000458503-0.000439295j 0.00232956-0.00582294j 0.00179434+0.00650572j -0.000327566-0.00431434j 0.000810318+0.0101237j 0.000160153-0.000521288j -0.000123595-0.00493212j 
