0.0349484+0.0125679j -0.0379223-0.00855216j -0.051549+0.048856j -0.0404788+0.0118654j -0.0193917-0.010383j 0.00190591-0.00937628j 0.021463+0.00330837j 0.0755439-0.000187277j 0.0182454-0.0244524j -0.0143127+0.00353903j -0.000557983-0.019643j -0.0194759+0.00410285j -0.00701931-0.00192998j -0.00111412-0.0325029j -0.0128162-0.0048833j -0.0182218+0.00250357j -0.00737472+0.000265244j -0.0532657+0.00132587j 0.016041-0.000776039j -0.00111114-0.00695322j -0.0325623+0.00161571j -0.0257802+0.0115771j 0.00991296+0.00179641j -0.000962421+0.00108747j 0.00604323-0.00143164j 0.0077081+0.00566064j -0.00196744-0.00566759j -0.00156452-0.0064361j -0.00121231+0.0184749j -0.00944709-0.00759662j 0.000490335-0.00650964j 0.00713989+0.00942587j -0.0384569-0.0209727j 0.021529+0.0155883j -0.0150878-0.005323j -0.0178687+0.0217024j -0.0141516+0.00911048j -0.0164682+0.0123024j 0.00889631-0.0177735j -0.0103731-0.00698408j -0.0322678+0.015738j 0.000193398+0.00605248j -0.0138472-0.0106183j -0.00167217+0.00522897j -0.00208542+0.000631425j 0.0170584+0.0177252j -0.0113471-0.000618663j 0.0407081-0.00955666j -0.0267448-0.0217835j 0.0336652-0.0002669j -0.0203421-0.0134997j 0.0125799-0.011199j -0.00407036-0.0096225j 0.00151638-0.00190824j 0.000704899+0.000497221j 0.00168924-0.0178635j -0.0437688+0.0227187j 0.00901653-0.00825821j 0.0176003-0.0107116j 0.0160257+0.0284889j 0.0234975+0.00451891j 0.01734-0.0112807j 0.00459932-0.00720273j -0.0026676+0.00518315j 0.0468034+0.00544375j -0.0326221-0.0174817j -0.0162102+0.000317701j 0.0146707-0.0162029j 0.00314466-0.00325409j -0.00973877-0.0451252j -0.0320217+0.00276102j 0.0378278-0.00380484j 0.0309189-0.0350583j -0.0590152-0.00458885j 0.0351456-0.00385826j -0.052311+0.0122663j 0.0224069+0.0137236j -0.0081022+0.0384721j 0.0165386+0.00543399j -0.023123-0.0324909j 0.019157+0.0333918j 0.0192477+0.0165653j 0.0406236+0.0504246j -0.00447812-0.0113916j 0.0208741+0.0195648j -0.0100416-0.0155813j 0.00966573-0.00270672j -0.0106535-0.00171822j -0.0654577-0.0631341j -0.0218733-0.0183384j 0.0126909-0.0742672j 0.0053848+0.013415j 0.0091815+0.000369147j -0.132641-0.102099j 0.0177367-0.0811659j -0.157177-0.0886228j -0.00718158-0.0574957j 
-0.0665954+0.0374369j 0.0144263+0.00614516j 0.028266-0.0620873j 0.0215312+0.0938258j -0.0186897-0.030331j 0.0162325-0.036347j -0.0374496+0.0507808j 0.098406+0.00715203j -0.0269699-0.0205557j -0.00498877+0.0747965j 0.0303981+0.017299j -0.00758798-0.0025528j -0.0200171+0.0345734j -0.00254572+0.0381774j 0.0245983+0.0160624j 0.0541794-0.0494441j 0.0372046+0.00636787j 0.0314593+0.0178154j -0.0103075+0.0176417j 0.0450124-0.0458985j -0.0100962-0.0067539j -0.0404695+0.0237774j 0.0461653+0.0231364j 0.0251239-0.00659748j -0.0528157-0.0533215j 0.024282+0.00314864j -0.0418382-0.027324j -0.010492-0.0173106j -0.0364987-0.0347886j 0.0234814-0.00425585j 0.00887335+0.0154207j 0.0117562-0.033255j -0.0276806-0.0560403j -0.0599348+0.0463646j 0.0618951+0.00176724j 0.0302605-0.0155153j -0.0564757-0.0726869j -0.000201755-0.0274685j 0.0293542+0.0408316j -0.00219342+0.0216033j 0.0243216-0.0387639j -0.0130456+0.0131467j 0.0423635+0.0406751j 0.0107207-0.021261j -0.0176573+0.0420626j -0.0814425-0.0149901j 0.00266452-0.00727699j 0.022188+0.00900084j 0.00688741-0.0367114j -0.0109001+0.00646964j 0.0165239+0.0220325j 0.00821595+0.0343276j -0.0288483+0.00129849j -0.0301756-0.00340904j -0.0364685+0.014537j 0.00757801-0.039204j -0.062528-0.00836513j 0.0067349-0.00714485j 0.00137876-0.0247953j 0.0405227-0.032696j 0.0109092-0.0455573j 0.00959087+0.02808j -0.0257468+0.0305947j 0.0301082+0.0017742j 0.0457605+0.00766242j 0.0429245-0.0065692j -0.0269718-0.0397535j 0.0502772+0.00647577j 0.0344283+0.0240653j 0.0231191-0.0558262j -0.0182277+0.0160522j 0.0093549-0.0102836j 4.40577e-05+0.00421865j -0.0718698-0.0324946j -0.0155954+0.00890391j -0.0285541+0.0324066j 0.00627156+0.0847614j 0.0188307+0.0498913j 0.0427019+0.011241j 0.029987-0.015859j -0.0276938-0.014724j 0.00696618+0.00584295j -0.0829175+0.0639707j 0.0187805+0.0212117j -0.0128473+0.0311974j 0.000508073-0.0146868j 0.00767774+0.0647186j 0.0295058-0.0725427j 0.0998846-0.0505423j -0.0893044-0.0379511j 0.000991881-0.0600557j 0.0287998+0.0297205j 0.0258018-0.00403122j -0.0689161+0.0263358j -0.0169147-0.0725552j -0.017984-0.0426426j -0.0280682-0.0603079j 
-0.0268979+0.0274376j -0.00723706+0.0209544j 0.0279315-0.00803992j -0.00338474+0.0215056j 0.0247994+0.00610535j -0.00574545-0.0191514j 0.0258337-0.0248683j -0.0466604-0.00635117j 0.00434929+0.0490643j 0.0478288-0.0933342j -0.0212817-0.0343475j 0.0147662-0.0333701j -0.0206398-0.0872459j -0.00901778-0.0481884j 0.0106797+0.0467809j -0.122297+0.0126448j 0.0548341+0.0567614j -0.0578518+0.0137952j -0.147409-0.0454153j -0.0779185+0.0344229j -0.0248121-0.110185j 0.0503945-0.0413272j -0.060738-0.00308301j -0.00475781+0.00583408j 0.0219673+0.134906j -0.0244323+0.0816486j 0.112518+0.00384169j 0.0802092+0.053387j -0.0254642+0.023984j -0.0900306+0.0394324j 0.0135658-0.0182745j -0.0155891+0.0564572j 0.0575931+0.064431j 0.0144273+0.0203012j -0.0068388-0.026092j -0.0186904+0.0135757j -0.0277452+0.0726275j 0.0057947-0.0158418j 0.0320998-0.0483173j 0.0524096-0.0361145j -0.045806-0.0305984j 0.027938-0.00980699j -0.0315564-0.00115814j -0.00232077+0.0314951j 0.00765606-0.0159907j 0.0870121-0.00660225j 0.00609989-0.0235508j -0.0434265-0.0676362j -0.0205204-0.0170788j -0.0192834+0.0264466j -0.0126529-0.0189663j 0.0169036-0.00285216j 0.00710238-0.0234683j -0.017972-0.013826j 0.00871892-0.0349822j -0.0135644-0.0196231j 0.0215149-0.0578922j 0.00902548+0.00839577j 0.015647+0.00293595j -0.0832447+0.0258871j 0.0759251+0.0783154j 0.0225894-0.00985161j 0.01176+0.0112444j -0.0189029-0.0264124j 0.0294275+0.0237188j -0.035725-0.0310623j 0.0571667-0.0101859j 0.00351081+0.0199662j -0.00505745-0.00105958j -0.0199614+0.00257952j 0.011259+0.00827425j 0.00230018-0.00663492j 0.0690473+0.0173865j -0.0155557-0.00751325j 0.0293814-0.0139167j 0.047662+0.0449822j -0.0271041+0.0188879j -0.0166595-0.0182663j 0.0220083-0.0156775j 0.0146381-0.0709299j -0.0709987+0.0817002j -0.10723+0.00344455j -0.0329012+0.0104169j 0.00420203-0.039069j -0.0396263-0.0602759j -0.000702304+0.042254j 0.00016986-0.0632398j -0.0709763+0.0202147j -0.0192038+0.0191153j 0.0566318+0.0209283j 0.013575+0.0248947j -0.0316746-0.0125335j -0.0456137-0.00867673j -0.0194034-0.0303563j -0.0106962-0.078517j -0.00738286-0.012634j -0.0287187-0.0257621j 
0.00502575-0.0114489j 0.00251643+0.00925998j -0.0198113+0.00470567j 0.0025625-0.0193778j 0.0156521+0.0283105j 0.0366414+0.0313985j -0.0130117+0.00877529j -0.000549612+0.0289167j 0.0616325-0.0334431j -0.0813768-0.0169268j -0.10748+0.0364634j 0.0289742-0.0277727j 0.0776921-0.0257614j -0.0756241-0.00621886j 0.00745744+0.00132004j 0.161352+0.054543j -0.016079+0.0516579j 0.0460101+0.0805226j 0.0628323+0.0521155j 0.0206851-0.0102509j 0.101092+0.124034j -0.0678429-0.0656131j 0.0851912-0.0231282j 0.0383016+0.00436869j 0.0235006-0.036534j 0.0547168-0.0541352j 0.0181989-0.10713j 0.0791851-0.0970104j -0.00549042-0.0288209j 0.00150645-0.0503723j -0.066597-0.0376267j 0.0481726-0.019041j 0.0246966-0.0328j 0.0342358+0.00898513j -0.00118041+0.0746927j 0.0233998+0.0224267j -0.0160967+0.00671378j -0.0121899-0.042843j 0.0400391-0.0230958j 0.0356502-0.0230289j -0.00757321-0.0480815j 0.0165661-0.00218618j -0.0713663+0.0102468j 0.0847187-0.0187909j -0.0173103-0.030094j -0.0149172-0.0330903j 0.0112-0.0596786j -0.0260843+0.0273608j -0.0518873-0.0243125j -0.0087702+0.0310924j 0.0049188+0.0649564j -0.0303127+0.0312558j -0.0357365+0.0202602j 0.00165515+0.0370921j -0.0604909+0.0287878j -0.0103319-0.0172761j 0.041681-0.0248832j 0.0120294-0.0470962j -0.0424151+0.0140755j -0.000608858-0.0191772j -0.0899769-0.0644349j 0.0358335+0.0284916j 0.0386941-0.0848462j 0.0283277-0.0196063j -0.0243336-0.0287869j 0.0563531+0.0460607j -0.0266845+0.0574899j -0.0378638+0.0217499j 0.0147853-0.0579474j 0.00413445-0.0409724j 0.028389+0.0719879j 0.0219472+0.0144055j -0.0607077+0.0566329j 0.0657739-0.0216015j 0.0767436+0.0312069j -0.0508041+0.00750088j 0.0261879+0.018638j 0.013217+0.00758991j -0.0502116+0.00817641j 0.0350017+0.0364591j -0.0405988-0.0918397j 0.0143764+0.0453046j -0.0786717-0.0502536j -0.0319263+0.0679648j 0.0269205-0.0609962j 0.0957193-0.0351287j -0.04668+0.109959j 0.0866128+0.100245j -0.0352842-0.0243403j -0.013484-0.0364402j 0.00456655+0.00386464j -0.0470431-0.0232439j 0.103466+0.0547861j 0.0495683-0.0211447j 0.0142603+0.039494j 0.0407975-0.0262319j 0.0398658+0.0347208j 
-0.0236143+0.00216772j 0.00872262-0.00718259j 0.0246867-0.040504j 0.0300298+0.0113827j 0.037395+0.0214254j -0.0152444-0.02113j -0.0228903+0.00695505j 0.0399737+0.0223714j 0.0678436-0.00226438j -0.0140838-0.0175397j -0.0953647-0.012136j 0.0777871-0.0095997j 0.177558-0.134317j -0.116676+0.0198531j 0.0265999+0.0171497j 0.106863+0.132926j 0.0865508-0.0302565j -0.10974+0.100528j -0.110563+0.0761127j -0.0353471+0.0737091j 0.230578-0.136298j -0.0475388-0.0229185j 0.1045-0.0152537j 0.0649204-0.0109846j -0.0618513+0.107092j -0.0202675+0.0660689j 0.0785726-0.0619089j 0.149139+0.00972642j 0.00335217-0.0123654j -0.0255503+0.054228j -0.0629566-0.000502469j -0.014401+0.0465401j 0.0582315+0.0165838j -0.0421859+0.0218846j -0.0319796+0.0227188j -0.00822642-0.0737873j -0.00425416-0.000508765j -0.0733357-0.0365308j -0.0409536+0.0658552j 0.0234972+0.0594574j 0.0120479-0.022121j 0.00529276+0.0318714j -0.0157923+0.04151j -0.0208008+0.0183845j -0.0340047-0.0313262j -0.0213767-0.00750513j -0.0147401-0.0132837j -0.0183198+0.0392018j 0.0511932+0.0291344j -0.0201182-0.0170058j 0.00147627+0.0259134j 0.0539652-0.0205256j -0.0232649+0.0109942j 0.0227384+0.0627869j -0.0393638-0.00841103j -0.0601551+0.0784459j 0.0661019+0.024221j -0.00317114-0.0131616j 0.00640917+0.0422986j -0.0163548-0.0153922j -0.0270631-0.0136982j 0.0821234+0.00248207j 0.00988683-0.0293407j -0.040259+0.0487535j 0.00657343+0.0279004j -0.0101662-0.0190433j -0.0476163+0.0556249j 0.0364665+0.0240115j -0.0176746-0.011356j -0.0812906+0.0348065j 0.00725417-0.0402471j 0.0901194+0.0200279j 0.0213229+0.0235185j 0.0420606-0.0419542j 0.0168252-0.0349205j -0.00521781+0.0409028j -0.00226462-0.000346299j -0.0357914-0.0765391j 0.0414837+0.0324619j 0.0429915+0.0219536j 0.0118697+0.0286381j -0.0312781+0.0417885j 0.043607-0.0203942j 0.0194879-0.00269291j 0.0146467-0.0194998j 0.0815235+0.139351j -0.0790118-0.0596844j -0.0667631+0.0655646j 0.0288394+0.00637989j -0.0255441-0.0180454j 0.00545507+0.0245275j -0.0846963-0.0272352j -0.0309389-0.0124167j 0.0104539+0.0655754j -0.0414062+0.00422166j 0.0143086+0.00719601j -0.0201813+0.00531091j 
0.0129767-0.0125419j -0.0138893-0.00197705j -0.00690228+0.0456609j -0.0469014+0.00520023j -0.00580909-0.0464377j 0.0517325+0.0201937j -0.0462232-0.0468059j 0.0600643-0.0585745j 0.0136876+0.0143287j -0.0937092-0.039429j 0.000679361+0.0924142j 0.123534-0.0290825j 0.170787-0.134272j -0.125964+0.0231646j -0.0391559+0.0105282j 0.0444138+0.128069j -0.0145067-0.178593j -0.0910411-0.0798176j -0.0605028+0.239515j -0.00638436+0.178507j 0.241173-0.243871j -0.0749545-0.123797j 0.0279949+0.0605349j 0.0622556-0.07783j -0.0486037-0.00680042j -0.0284378-0.00893305j 0.0441516+0.0290239j 0.0127992+0.0415047j -0.0121254+0.104941j -0.037003+0.198595j -0.0931721-0.0323669j -0.0218823+0.00174781j -0.0143997-0.0747723j 0.000971289+0.00890129j 0.0404988-0.0170858j -0.0492881-0.0437572j -0.0435468+0.0181271j -0.0332789+0.0323834j 0.0352941+0.0967083j -0.00739238+0.020456j -0.0420355+0.074728j 0.0816504+0.00300734j -0.00338011-0.00865394j 0.0295975-0.0154076j -0.00832768-0.0058516j 0.0441034-0.00211845j -0.022256+0.0104415j -0.0152185-0.0148726j -0.0677239+0.0329727j -0.0371572-0.0359048j -0.016799-0.010974j 0.0202915+0.0132975j 0.0205615-0.035696j 0.0166156-0.0245003j -0.0298924+0.0523105j -0.0300801-0.0149892j -0.0810813-0.00031735j -0.00156182+0.0260056j -0.0133801-0.0326701j 0.0431348+0.0583774j 0.0640623-0.0255888j -0.0219399-0.0524862j 0.0356598+0.0286192j 0.00882907-0.0283242j 0.0517999+0.010662j -0.00794622+0.0613826j 0.0104635-0.0252936j -0.0358307-0.00929461j -0.00327751-0.0296283j -0.00333413+0.0235811j -0.010779-0.0685955j -0.02116-0.0420449j -0.00724977-0.0367754j -0.0227766+0.0336462j 0.00490396-0.00183525j 0.0261175-0.0292424j -0.0245405+0.00907885j 0.0186009+0.0510804j -0.0333869-0.0251963j -0.0154575+0.043979j -0.0270806+0.00881175j -0.00342913-0.0393933j -0.00700106-0.0342711j -0.0100602-0.00274837j -0.00157581+0.00817114j -0.0797362-0.0560354j 0.0453619+0.0135487j 0.0199281-0.0813421j 0.0056148+0.0194485j -0.0181275+0.00444779j -0.009758-0.00717999j 0.0762572+0.0164692j -0.00879181-0.0265711j -0.019775-0.015649j 0.0271045+0.00130966j -0.0149142+0.00761285j 0.00538308-0.00375728j 
-0.00183144+0.0068462j -0.000932001-0.00682425j -0.009879-0.0102j -0.00463507-0.0150273j 0.0143942+0.0285495j -0.0134075+0.0217101j -0.000750529-0.0400309j -0.017345-0.0783926j 0.0761417+0.0127065j 0.0811726-0.062535j -0.0693506-0.0584051j -0.0501976+0.0381789j 0.243329+0.145409j 0.0934136+0.0381234j -0.022835-0.175935j 0.198178-0.0423573j -0.162094-0.199346j -0.0220211-0.136954j 0.320661+0.175404j 0.0154431-0.0489791j 0.185136+0.178357j 0.00043736-0.0101119j 0.281414-0.0633034j -0.0409854+0.0680976j -0.203264-0.0373642j -0.0527834+0.0331038j 0.01862+0.132145j 0.0513356-0.0282969j -0.0678173-0.0625399j -0.014823-0.0573315j -0.0535043-0.0571263j 0.0811741+0.0388381j -0.132772+0.0153377j 0.0618264+0.0725491j -0.0502026+0.0306598j 0.0453066+0.0873466j -0.0323061+0.0121844j 0.0154868-0.00325123j 0.0491991+0.0392828j -0.0365017+0.0257064j -0.0336864-0.0084086j 0.0124993+0.0260456j 0.0426164-0.0625581j 0.0309443-0.0126225j 0.0222124-0.0614626j 0.0164508-0.0296912j -0.00313363+0.0156284j -0.00224428+0.0264819j -0.0340356+0.0164986j -0.0172134-0.000546913j -0.0204054+0.0111486j 0.0270096-0.0150797j 0.00102852-4.77224e-05j -0.0260495+0.0212591j 0.00702965+0.0194694j -0.014116-0.00354117j 0.00739824+0.0182915j 0.00788739-0.00461001j 0.0443777+0.0473224j -0.0131263+0.00352523j -0.0169608+0.0400655j -0.0150311-0.0258816j 0.0482684+0.0604977j -0.0185683-0.0368742j -0.0330566-0.0305631j -0.0198973+0.00527438j 0.0195298-0.0303698j -0.0187634+0.00966154j -0.0160418-0.00232128j 0.050324+0.0468851j -0.00170352+0.0125156j 0.0132653-0.0197869j 0.0165041-0.0150312j -1.16576e-06+0.0162631j 0.00391229+0.0315601j 0.000683394-0.0287127j 0.0391471+0.0217134j -0.00415441+0.0121925j 0.0351762+0.022935j 0.0417195+0.0149609j -0.0190288-0.00524685j -0.00714872-0.0283197j -0.00858189+0.0178391j 0.0266752-0.00341437j -0.00376959+0.00427535j -0.00460312+0.0181046j 0.0061386-0.0328356j -0.0189095+0.00362433j 0.00015534+0.0117331j 0.0182068+0.0074252j 0.00878304+0.00455443j -0.0097621+0.00562626j -0.0142641+0.00195082j -0.00870543-0.0111016j -0.00209699-0.026466j -0.00305988+0.00572646j -0.0129083+0.000408194j 
-0.00611874+0.00595627j -0.00408072-2.05709e-05j -0.0142871+0.0209288j 0.00623922-0.00838349j 0.06546-0.0225147j 0.0255487+0.0590882j -0.0128305-0.0508409j -0.069444-0.00226858j -0.0140811-0.0170019j -0.0369514-0.155602j -0.0635166+0.109007j -0.0281172+0.132811j -0.0955542+0.053007j 0.126145-0.133473j -0.153387-0.0783905j -0.128786+0.0515902j -0.191217-0.10322j -0.0101651-0.191303j 0.179843+0.0449509j -0.0182965+0.081679j -0.120898+0.0970389j 0.0452887-0.129759j -0.174889-0.045786j 0.00169942+0.0294186j 0.117272-0.0365982j 0.0909024-0.0473219j 0.0354485+0.0996697j -0.122638-0.0258923j -0.00609152+0.113667j 0.0324861+0.0922843j 0.0210327-0.0415072j 0.0499967-0.083399j 0.0596461+0.0274792j 0.0598494-0.0536321j 0.0275307+0.0575975j 0.0469592-0.0492462j 0.0228238-0.0222776j 0.0473995-0.0143174j -0.00518653+0.0794542j 0.0307036-0.0107608j 0.0421039+0.0522752j -0.0419309-0.0170276j -0.0050046+0.0102927j -0.0545221-0.0305669j -0.0546305-0.0238966j -0.0349612+0.0376104j 0.0477423-0.0255098j -0.0109566+0.0298975j -0.00268551+0.0206481j 0.0445162-0.0604136j 0.0398105-0.00211126j -0.0378334+0.0127223j 0.0123794-0.0384791j 0.0206104+0.0209936j 0.0238556+0.00350341j 0.0335892+0.0181995j 0.00751511+0.00872251j -0.00204984+0.0172656j 0.0548378+0.00472742j -0.0112765+0.00859288j -0.0238492-0.00527276j 0.0203882-0.00471707j 0.00584781+0.00448475j 0.0315017-0.0119706j -0.047407-0.0190769j 0.0175591+0.0139327j 0.0166125+0.0242108j -0.0326926+0.00431186j 0.0214625-0.00768304j 0.0248975+0.035059j -0.000109939+0.0259234j -0.0107122+0.0273515j -0.00878909-0.0172815j 0.073753+0.0472571j 0.032995+0.0330867j 0.00113508-0.0418743j 0.0458826-0.0533664j 0.00887259-0.0414464j 0.00451418-0.0365117j -0.0107441-0.0166736j -0.0297755-0.0438876j 0.000849336-0.0196098j 0.0144619-0.0189828j 0.00776293+0.015537j -0.00627812-0.0355028j 0.0356979-0.0096456j 0.00586931+0.0267104j 0.0586004+0.0509227j -0.0106808+0.0137673j -0.0114199+0.00303199j -0.00622415-0.00635904j 0.00949692+0.0125855j 0.0306541-0.00157783j 0.0409013+0.0192046j -0.00544644+0.0212481j -0.0121197+0.0009445j 0.00571601-0.00232921j 
-0.00772591-0.0224594j 0.0108423-0.0302908j -0.0189609-0.00807729j 0.0130824-0.00508823j 0.00595117+0.0231853j -0.0107696+0.00531861j -0.0097375-0.0276816j -0.0863228-0.044375j -0.0380327+0.0150425j 0.0108325-0.0726436j 0.00332553+0.0486551j -0.0310578+0.109954j -0.0125619+0.0540521j 0.136476-0.0810265j -0.0674193-0.0617549j -0.0591178+0.0206031j -0.0887269-0.0673101j -0.0501946-0.109592j 0.117672+0.0153152j 0.000762309+0.0431191j -0.0715154+0.0523461j 0.0447155-0.0853724j -0.126263-0.0673045j 0.0243984+0.025515j 0.0594538-0.0213219j 0.0355338-0.000520514j 0.0147979+0.0653946j -0.0716691+0.0530184j -0.0199151+0.0577425j 0.0365173+0.0748002j 0.0500258+0.0229422j 0.0417747-0.0763856j 0.0620512+0.00344403j -0.0297812+0.0013632j -0.0144156+0.0765714j 0.0476178-0.0998376j -0.0058846-0.0497085j -0.00185804-0.0290685j -0.0499526+0.0797434j 0.094787+0.0321206j -0.0253451-0.0186626j -0.0496899+0.0119526j 0.0116499-0.00336031j -0.0786912-0.0676637j -0.00710315-0.0295105j -0.0797792+0.00815853j 0.0328009+0.0771108j 0.0337618-0.0153355j 0.0991684+0.00704673j -0.0497494+0.0155976j -0.024707-0.0222229j -0.04881-0.00405715j 0.0424576-0.00611032j -0.00109199+0.0340949j 0.0114098-0.00407999j -0.00719056+0.0569224j -0.00974513+0.00275523j -0.0166152-0.0181781j 0.0212164+0.0165129j 0.0227181-0.0306871j 0.0365992-0.0630195j 0.010543-0.027661j -0.0586264+0.00510473j -0.00682026+0.0423455j 0.0170982+0.0311331j 0.00632693+0.0422467j -0.0451942-0.0185121j 0.0224932-0.0179819j 0.0114545+0.0293849j -0.0822673+0.0149207j -0.014248-0.0703935j 0.0617387-0.0225772j 0.0335581+0.0554677j -0.100828-0.013371j -0.0250062-0.0878574j 0.0210737+0.0866588j -0.038656+0.0906816j -0.0214479+0.029746j -0.0036218-0.0321264j -0.0265801+0.0437773j 0.0102517+0.0223004j -0.0331108+0.0273611j -0.00530901-0.0658548j -0.0310272-0.022794j 0.00943206+0.0269439j -0.0220513+0.0816118j -0.0489664-0.0140311j -0.0627154-0.0674531j 0.116991-0.0301265j -0.0494814-0.0829807j 0.0165738-0.0203043j -0.0224486+0.0044999j -0.0368289-0.0236088j -0.0445707+0.0343871j -0.0107274+0.0208896j 0.0254731-0.00201182j 0.00578035-0.00278956j 
-0.0138452-0.000267307j -0.006693+0.00339153j 0.0272591+0.0195558j -0.00307802+0.0206479j 0.0254958-0.0231539j 0.027573-0.000760161j -0.028565-0.0345625j 0.0208497+0.000504695j -0.00976874+0.00737284j -0.101023+0.045252j 0.0309046+0.15437j 0.00525208+0.0161998j -0.0239277+0.0792331j -0.0323754+0.0613847j 0.00773217-0.0156414j 0.115875-0.00960482j -0.0444598-0.0746313j 0.100279-0.0567453j 0.0916218+0.165241j 0.101306+0.029331j 0.0508059-0.001299j -0.0813124+0.0561773j 0.00670228+0.103264j -0.0074704-0.0665012j -0.0519195-0.176053j -0.0368273-0.0945977j -0.0823936+0.0198002j -0.144103-0.026061j 0.086057+0.0320518j 0.102135+0.0592517j -0.0563885+0.0892001j -0.0273212-0.0888631j -0.0855715-0.050646j -0.0746356-0.057983j -0.00890259+0.0109314j -0.0024828+0.0290584j -0.0458997-0.0701932j -0.00726299+0.0275374j 0.0465553+0.00773234j -0.00570798-0.0197024j -0.0495061+0.00546532j 0.0269147-0.0346809j -0.0207975+0.0486747j -0.00394794+0.00533413j 0.0136164+0.00866931j -0.0197732+0.0654126j -0.0829259+0.0618275j 0.00480566-0.0288366j 0.0202995-0.00949783j -0.0343497+0.0235373j -0.0336802-0.0299399j -0.0161062-0.0129165j 0.0218153-0.030127j 0.0328337-0.0300364j -0.0348112-0.0152044j 0.0351268+0.0362276j 0.01423-0.0247328j 0.00211729+0.00979828j 0.00491101+0.0292456j -0.0451092-0.0603895j -0.0198827+0.00354969j 0.0426491-0.0488779j -0.0198104+0.00142975j -0.0109052+0.0137005j -0.0637767+0.0235428j 0.0165259+0.0169687j 0.0374733+0.0117619j 0.0596618+0.00974023j -0.0159896-0.0314403j -0.0583765+0.0491471j 0.00455545-0.00390965j 0.0242177-0.00292261j 0.0521215+0.0473311j -0.000374322+0.0178715j 0.0310752-0.0301216j 0.0340613+0.000264805j -0.000477076-0.0261375j -0.0178275-0.0509555j 0.00545787-0.0195657j -0.0282687-0.00214279j -0.0208473+0.0395978j -0.0403207+0.0017397j 0.0135491-0.0147845j -0.00166906+0.000816j -0.0359724-0.0287557j 0.0185791+0.056681j -0.0321885-0.0569117j -0.0563674+0.0195158j 0.00340771+0.0418384j 0.0429419-0.00932734j 0.0163869+0.0157817j -0.0340959-0.00797207j -0.0270205-0.0180546j 0.0286176+0.0262727j -0.0243397+0.0118211j -0.00151047+0.0276899j -0.0165442-0.000445169j 
0.00429955-0.0199038j -0.0212809+0.0170684j 0.0131485+0.0316384j -0.00209028+0.0110394j -0.00901248+0.000527489j 0.0105755-0.0235851j -0.0179967+0.0144225j 0.0187798-0.0427395j 0.0219895+0.0190565j 0.0377715+0.10581j 0.0971709-0.0130387j 0.04333-0.0414394j -0.0386278-0.0625977j 0.057251+0.0674932j 0.0284366+0.0263792j -0.0741499+0.0332728j 0.0922602+0.0403465j 0.0458845-0.0441661j -0.0723371+0.014973j -0.0447934-0.0614797j -0.0717406-0.0781696j 0.0939918+0.0333692j -0.044015+0.00230764j -0.0961318-0.0631896j 0.0154592+0.0598229j -0.10503-0.0514133j -0.0709415+0.0357489j -0.0612544+0.149153j 0.0589228-0.0371128j -0.0198888-0.0770122j 0.0943581+0.0302223j -0.13036-0.00718375j 0.0352787+0.119607j -0.047962+0.0109689j -0.0561702-0.0303076j -0.0492469-0.0082261j -0.0317577+0.0629131j 0.00552171-0.0606588j -0.0602081-0.0760831j 0.0535826+0.0588632j 0.00241152-0.0347132j -0.0443899-0.0524405j 0.0681591+0.0540077j -0.0229809-0.0458831j -0.0316557-0.0601898j 0.0572942+0.0884275j 0.0179266+0.0228887j 0.0224825+0.029404j -0.0225578-0.0251585j -0.0142707+0.000255712j -0.0330508+0.0643364j 0.00914421-0.0191911j -0.0113651+0.00301937j -0.0187401+0.030424j -0.0184515+0.00940964j 0.0312961-0.0108884j 0.0292684+0.0404456j 0.000228864-0.0140062j -0.00215461+0.0160601j -0.0352732-0.0191898j 0.00956263-0.0145346j 0.0729105+0.0282217j 0.00602649-0.0181372j -0.0147179-0.0607161j -0.0378723-0.0216771j 0.00966441+0.0663054j 0.0246478+0.0380266j 0.00126447-0.00602815j 0.0113113+0.0453406j -0.00521443+0.0182751j -0.0202095+0.0449174j 0.0277688-0.0260869j -0.0354966+0.0170893j 0.03376+0.0434152j 0.0429376-0.0243448j -0.00887437+0.0286676j 0.0321441-0.0511974j 0.0233298-0.0392302j -0.0172414-0.0255793j 0.0311396+0.0116413j -0.0126163-0.051671j 0.0025362-0.0426761j 0.00269351-0.077543j 0.00850488+0.0570041j -0.00178809-0.0249872j 0.0217276+0.0148416j -0.0244575+0.011023j 0.0166743+0.036579j 0.00755495-0.00739991j 0.0116112-0.0141773j 0.0227416+0.0161803j -0.0157513-0.0206739j 0.0136961+0.0119538j 0.0495532-0.0309236j 0.0392491+0.066185j 0.00998649-0.00729919j 0.0376997+0.0733067j 
