0.00315024-0.00887174j 0.0514434+0.00815053j -0.0124032+0.00975123j -0.0260662+0.0380466j 0.00486304+0.00747566j -0.0340737+0.0215332j 0.0568658-0.0124734j 0.0226025-0.0132029j 0.0204425+0.00332904j -0.0156559-0.00801919j 0.00511656-0.00273271j -0.0217193-0.00838083j -0.0260887+0.0103949j -0.0156722-0.00471731j 0.0080086+0.0158348j 0.0455152+0.00571981j 0.00575888+0.0190031j 0.0069191-0.0260581j 0.00208964-0.00734541j 0.0300281-0.0043147j 0.0064672-0.00139128j 0.00401219+0.0109029j 0.00763417-0.00813431j 0.00832987-0.00339699j 0.000542263-0.0131128j 0.00420133+0.00763612j -0.0215871-9.25342e-05j -0.00617996+0.0210346j -0.0264004-0.00950814j -0.0129822-0.00685533j -0.00576658+0.0113003j -0.0132003-0.00463346j 0.00710931+0.00876351j -0.0111885+0.0192876j 0.0205644-0.0087028j 0.0103773+0.00663715j -0.00556856+0.0100819j 0.0265398+0.0203337j -0.00861795+0.00429511j 0.010416+0.0014971j -0.0193163+0.0129359j 0.0359683+0.0162612j 0.00779529+0.00140875j -0.0073506-0.001185j 0.0102523+0.00565471j -0.0123328-0.0249885j 0.00933919+0.0172245j 0.00561194+0.00144565j -0.0500861-0.00405403j -0.0100591+0.00357093j 0.0195547+0.0294197j 0.0194532+0.0132888j 0.00443139+0.0149398j 0.00585399-0.0190848j -0.00859665-0.0129318j -0.048129-0.00412951j -0.0643062-0.0130861j -0.00284169+0.0385405j -0.0102132-0.00574661j -0.0355988+0.0140425j 0.0174226-0.00942528j -0.0347144-0.0340638j 0.0301726+0.0428669j 0.00128071+0.0158385j -0.0210344-0.00366927j -0.052025-0.0354857j -0.0173017-0.00324922j 0.00135115+0.0634911j 0.0735956+0.0568483j 0.00392688+0.0352779j -0.141446-0.0875426j 0.00617683-0.0494943j 
0.00444134+0.00150487j -0.0159799+0.0201737j -0.021857-0.0133373j 0.00389663-0.000882583j 0.0324299+0.031792j 0.0033026+0.0194161j -0.00150874-0.0088774j 0.0019015-0.000555382j -0.0639157-0.018458j -0.019001+0.0164065j -0.0419576-0.0227903j 0.0295971+0.014666j -0.000438794+0.0170831j -0.00549266+0.0347794j 0.00932352+0.0109242j 0.027296-0.0436508j 0.0583891+0.0441447j -0.0149936-0.0887725j 0.0202188+0.0838924j 0.0311836-0.132231j 0.0490285-0.0171785j 0.0208802-0.0818425j 0.105851-0.0426419j -0.0492718-0.0240197j 0.0486514+0.0761283j 0.025895-0.0737792j -0.0858385+0.100805j -0.0622298+0.0817471j -0.00348103-0.0409026j -0.0669906+0.0454996j 0.129954+0.0171497j -0.106147-0.0404496j 0.064387+0.0294881j -0.0249528+0.0310436j 0.107613+0.071155j -0.0395346-0.024163j -0.109071+0.0798759j -0.134459+0.0853248j 0.114785+0.075459j -0.0261394+0.0580132j 0.00778958+0.085516j -0.000379966-0.0312912j 0.0671939+0.0396961j -0.157054+0.0473633j -0.00918402+0.00724489j -0.0201085-0.0605046j -0.00696126-0.000767526j 0.0141949+0.00100202j -0.0796176-0.00376158j 0.0299845+0.0985446j -0.0797773+0.0619929j 0.00782968-0.00818554j 0.0757248+0.00136269j 0.0251576+0.0543577j 0.0768165+0.00627472j 0.0840821-0.0219017j 0.102709+0.0667263j -0.0243962-0.0447843j -0.0106549-0.00340748j 0.00717241-0.0423368j 0.0186068-0.0116604j 0.00956123-0.00960276j -0.0470266-0.0657273j 0.0492191+0.0214472j -0.0240353+0.0102913j 0.0282494-0.0438654j -0.0218336-0.0145674j -0.00374502+0.00636791j 0.00776003+0.0302446j -0.0226553+0.0179572j -0.0039841-0.0268612j 0.013365+0.00681736j 
0.00317069+0.0133882j -0.00136324+0.0230563j -0.00344363-0.026835j 0.0207239-0.0109764j 0.00698014-0.0268956j -0.0126336-0.0307623j -0.0424365+0.0172611j 0.0334746-0.00196182j -0.0178918+0.00371651j -0.0545379+0.0185976j -0.0219574-0.0300922j 0.0365586+0.00865984j -0.0679899+0.0829326j 0.00658861+0.0288523j 0.0266483+0.0340803j 0.00453093-0.00921743j 0.053853-0.0533269j 0.0112772-0.120372j 0.032941+0.0275274j -0.0136143-0.00647849j 0.00703271-0.00353231j 0.0169675+0.0387602j 0.00765528-0.0179686j -0.0332717-0.0387766j 0.046521-0.0205731j 0.00911187+0.0688971j -0.0119612+0.0177107j 0.00282883+0.0345298j -0.0392114-0.0389316j -0.0108101+0.0544024j 0.0216881+0.00510016j -0.00981094-0.0173284j 0.0322574-0.0320249j -0.0461191-0.0181885j 0.010071+0.0479576j 0.0345708-0.0117436j 0.0525769+0.0238635j -0.00611064-0.00236693j 0.0374675+0.0301104j -0.0114269+0.015157j -0.00412176+0.0275054j -0.00705721+0.0895777j 0.127885-0.00900439j 0.0789047+0.0158438j -0.0232799+0.0675772j 0.0171526-0.0799489j -0.00243851+0.059952j 0.0187959+0.0634505j -0.0209829-0.0110028j 0.013582+0.0494427j 0.00173583+0.101454j 0.0433514+0.00174446j 0.099031+0.0342104j -0.015445-0.0213685j 0.0139308+0.0622626j 0.100891-0.01456j -0.0361314-0.00868667j -0.000249936-0.00978049j 0.0505897-0.0348498j -0.0178239-0.0144383j -0.00703561+0.0150098j 0.00966294-0.000556153j -0.00801519+0.044125j 0.0422852-0.0100409j -0.0130628-0.0477546j -0.0418675+0.0356552j 0.0281279-0.0106062j -0.0223961+0.0283759j 0.0315769+0.0441445j -0.0201193+0.0619842j -0.0430803-0.0383906j 0.0161137-0.0268963j 
0.0121443-0.0212606j 0.0166887-0.0206473j 0.0133602+0.0199922j -0.0321931-0.017125j -0.0168578-0.00941343j 0.0125902-0.00683334j -0.0305319+0.0128701j 0.0422878+0.0327778j 0.0254431+0.0137327j 0.0350358-0.055073j 0.0314606+0.00495668j -0.0148039-0.0264547j 0.0158902+0.0164234j 0.0158802+0.071109j 0.0519127-0.0428449j -0.0507072+0.0227151j 0.0964912+0.0798899j -0.0752385-0.0160796j -0.049238-0.117729j 0.0635779-0.0926359j -0.0529079+0.128342j -0.0939385+0.0211018j 0.0227784+0.0270789j 0.110853-0.0615732j 0.116821-0.00327534j -0.0660229-0.0220835j -0.0848045+0.0386421j -0.0255323-0.0423014j -0.0216238-0.0485495j -0.0949729-0.00898912j 0.0326485+0.0998709j -0.0638752+0.00802372j -0.0850478+0.0501842j -0.0152237+0.0555j 0.0182508+0.0108072j 0.112218+0.0631126j 0.0367927+0.107368j 0.0554736-0.0800553j -0.0663774+0.0306048j -0.0405113-0.122689j -0.0643487-0.0146844j -0.0770958-0.020126j -0.125978+0.0246887j -0.0527764-0.0138157j 0.0197336-0.0589588j -0.00737894+0.031181j 0.0448544+0.0689878j -0.0189637+0.0112546j 0.0333735-0.150886j -0.0350697-0.0533668j 0.0344473-0.0215128j -0.0214324-0.024924j -0.00985857-0.0326747j 0.0608466-0.0270317j -0.0161679-0.0496251j -0.0857629+0.0169389j -0.0142629+0.0272079j -0.00900587+0.0745975j -0.041826+0.0370963j 0.0126724-0.0255599j 0.0336765+0.0169487j 0.0631985+0.00571477j -0.0338296-0.00449289j -0.013732-0.0190798j -0.00821427+0.00291363j 0.0363315-0.0687899j -0.0612065+0.0172348j 0.0614784-0.00821625j 0.022468-0.021634j 0.0461985-0.0139702j 0.0137591+0.0263298j -0.0188948-0.0350603j 
0.0044091+0.0195381j 0.0046893+0.00568674j 0.013168+0.00316416j -0.000281649+0.0208592j -0.00523923+0.00510684j -0.0280717+0.0120715j 0.0235657-0.0146255j -0.00414462+0.0168518j 0.0415062-0.0209579j -0.0443536-0.0434981j 0.0653757-0.020619j -0.0268071+0.00454722j -0.012348-0.0333744j -0.0439129-0.00542393j -0.0339775+0.043073j -0.0561177-0.0184496j 0.0286466+0.102802j 0.020124-0.0295676j -0.0261741+0.0582745j 0.0896068-0.0112514j 0.0250514+0.0296311j 0.0391118-0.0168344j 0.0487361-0.0998343j -0.0549177-0.0300523j -0.00491408+0.00261719j 0.0542389-0.0211176j 0.0405381-0.0303982j -0.0770792-0.0121476j -0.0644753-0.0133751j -0.0279817+0.0913037j 0.0909518-0.0938416j -0.0111332+0.0817366j 0.0198636+0.0393762j -0.109101+0.0367975j 0.0268383-0.0380584j 0.0383444-0.00549881j -0.00678617+0.0430778j 0.0145274-0.0444752j -0.0306493+0.0383952j -0.0217841+0.0614932j -0.0534614+0.0293142j -0.00294899-0.0782629j -0.0128478+0.0129909j 0.096976-0.0435155j 0.0249897+0.0262039j 0.0666415+0.0623091j -0.00939742+0.00277959j -0.045268-0.0609872j 0.0070552+0.00317205j 0.0686722+0.0291062j 0.0955818-0.031158j -0.022619-0.0360222j 0.0515877-0.00775182j 0.00621017+0.0532423j -0.0161118+0.0243144j -0.0474052+0.0167822j -0.0903628+0.0137824j -0.00153718-0.0592092j -0.00980165-0.142074j -0.0763555+0.0346446j 0.0854303-0.0377046j 0.044392-0.0398614j 0.0209546+0.0470024j -0.0728691+0.00265128j 0.0756789-0.0503546j -0.0645934-0.0237545j 0.0199104+0.0602604j -0.00575457-0.020872j 0.00637743+0.0353617j 0.00293068+0.0186232j -0.0303756-9.98785e-05j -0.000738301-0.00569803j 
0.0276473-0.0138002j 6.00992e-05-0.00237944j 0.00554265+0.0322638j -0.0041939+0.000287369j 0.0146122+0.00815914j -0.0203957+0.0479293j 0.0413114-0.0151793j -0.0376244-0.0665436j -0.0096623-0.023014j 0.0285712-0.00835757j -0.054566-0.0895656j -0.0622443-0.0287418j -0.0407309+0.0778246j 0.0893563+0.0210318j 0.0879302-0.00480036j 0.0177516+0.00964853j 0.0964246+0.0178436j 0.0257395-0.0264747j -0.00766901-0.0541929j 0.0253958-0.0256496j -0.0576022+0.0351684j -0.0140291+0.047424j -0.00825969+0.0284036j 0.0163452-0.0484422j 0.0158197-0.0485192j 0.00584867-0.0863116j 0.0590942-0.0156497j 0.000762611+0.034925j -0.0297246-0.0679321j -0.0545522+0.0396829j -0.0171172-0.0826365j 0.0290438-0.0171432j -0.00387687-0.00569995j -0.0671881+0.0589647j 0.0204295-0.0426668j -0.0188242+0.0345812j 0.0121027-0.002445j 0.062957+0.0184068j -0.0397256+0.103913j 0.0509358+0.0379083j -0.0181024+0.0192327j -0.125144+0.0383647j 0.0270978+0.0528595j 0.115665-0.0335946j -0.0294763-0.0192355j 0.0626226+0.00668221j -0.0307476-0.0242257j -0.0940328-0.00912983j -0.0116736-0.0936138j 0.025072-0.0327113j -0.0345202+0.00829474j 0.044079+0.0308761j -0.0503954+0.0292502j 0.0464376-0.0481667j -0.0514084-0.032071j 0.0278746-0.010757j -0.0303571-0.0109835j 0.00732185+0.0716662j -0.0455915+0.00913765j 0.00133062+0.000759894j -0.0133838+0.00605208j -0.070279-0.0576536j 0.0591389-0.00990966j 0.0231687+0.108902j 0.0630076-0.0320931j -0.0400776-0.0665664j -0.0338579+0.0257056j 0.021129+0.0107249j 0.0147714+0.00139648j -0.00302804-0.00289523j -0.00373635-0.00644068j 0.00529786-0.00766601j 
-0.00554279+0.0215684j 0.0159517-0.00616832j 0.0284385-0.00159585j 0.0156593+0.0183063j -0.0038343+0.0103774j 0.00377085+0.0309986j 0.0295734-0.0164886j -0.0421375+0.00141935j -0.0160505-0.0734636j -0.0721633+0.0203424j 0.0547974-0.0534622j 0.00807332-0.0359684j -0.0136691-0.0404494j -0.0263274-0.0251065j -0.0125112+0.0466232j -0.0450679-0.0254026j -0.0689882-0.00244918j 0.0146601+0.0101709j 0.00929861+0.0478905j 0.040297+0.025019j 0.0823859-0.114875j 0.0628286+0.00866332j -0.0107317-0.012291j -0.0878721+0.0591536j -0.0641573-0.00232695j 0.00644533+0.0483755j -0.00827758-0.0570591j -0.0698286-0.0137295j 0.0495595-0.0347503j 0.0959584+0.00601685j 0.0421901-0.0119328j -0.0659403+0.0847433j 0.0552151-0.0301553j 0.0846981-0.0173122j -0.0602321-0.0432923j -0.14154-0.00878499j -0.0684371-0.00557575j -0.0615766+0.0338762j 0.0470727-0.0705573j -0.00475442-0.0282538j 0.109223-0.0110672j 0.00963153-0.0558642j -0.0323274-0.0185529j -0.0425944-0.0462704j 0.037194+0.0572656j -0.0419066+0.0698112j -0.0299401-0.0166716j -0.0115742-0.0171486j 0.0944402+0.0922929j 0.0101393-0.0283292j 0.033218-0.0594313j -0.0246683+8.05584e-05j -0.0614181+0.0350564j 0.0143404-0.0172584j -0.0071628+0.00216396j -0.020987+0.00199584j -0.00963475-0.0354151j -0.0124638-0.0128897j -0.0342686+0.0793345j 0.0712982+0.0145271j 0.00118009-0.0276081j -0.0478912+0.00592348j 0.0254502-0.023268j 0.0232442+0.02284j -0.0219244-0.0457046j -0.0466934+0.0023222j 0.0289851+0.045536j 0.0210736-0.0442712j -0.0465483+0.0192054j -0.00708071-0.0170582j 0.0107473+0.00719503j 0.0077253+0.0319695j 
0.0118755-0.0309107j 0.0143192+0.00441406j -0.0224766+0.0204835j -0.0116254-0.0294543j 0.00443843-0.0350738j -0.0254363-0.0388283j -0.0234082+0.079458j 0.0359718-0.0335093j -0.0225869+0.0374147j -0.013316-0.00551509j -0.0288856+0.0417673j 0.0439554+0.0372431j 0.01891+0.0691328j 0.031791+0.0853143j 0.0381893+0.00976056j 0.0320408-0.00277932j 0.106407-0.010159j 0.0318197-0.0339049j -0.0182382-0.0906783j -0.0207547+0.0705644j -0.0556863+0.0542277j -0.0310546-0.0649371j 0.0695192+0.074936j -0.012889-0.107788j 0.0596906-0.120347j -0.0401834-0.144803j -0.0734985+0.0506628j 0.15534+0.00580319j 0.0375357-0.0249266j -0.011833+0.0117487j -0.00646616+0.0636928j -0.0318296+0.0583415j -0.0929536+0.0032805j 0.00514309+0.0915601j 0.0211632-0.00390833j 0.000280842+0.0753748j -0.0402501+0.104141j -0.0732631-0.031213j 0.0620177+0.0886655j -0.0616514+0.0140522j -0.0304458-0.0334778j 0.0132138-0.0576749j 0.0825916-0.0442523j 0.0196511+0.0422942j 0.0558009-0.0717292j -0.0376104-0.126699j 0.0119331-0.00732644j 0.0481837-0.0468024j 0.0424318+0.0242716j -0.0721294+0.0652438j -0.0686647+0.0400297j -0.0207141+0.0429413j -0.0186814+0.0289796j -0.0481125-0.0437936j -0.0101703+0.00479597j 0.0581886+0.0644807j 0.0115011-0.103342j 0.0214064-0.0228521j -0.0264306+0.0409712j 0.0406651+0.00920923j -0.021117+0.0354196j -0.0044577-0.0167873j 0.0449989+0.000428964j 0.0423709-0.00108181j -0.0452862-0.0147498j 0.0518707+0.0621997j 0.0251216-0.0641728j -0.028101+0.0415792j -0.0212788-0.0253957j -0.00455371-0.0158318j -0.00320355+0.0053176j 0.00396083-0.0014327j 
0.00753768-0.00285401j 0.0163735-0.00293075j 0.000684026+0.0111043j -0.0109131-6.58409e-05j -0.0211929-0.0355793j -0.0148526-0.00353814j -0.00218921-0.0301613j -0.0122954-0.00301452j 0.0217981+0.00286859j 0.0253135-0.00613516j -0.0636161-0.0280239j -0.0584364+0.0184725j -0.00857154+0.0219j 0.0158781-0.030352j -0.0027257-0.0745941j 0.0860153-0.0640551j -0.0426396-0.0408959j 0.0234171+0.0409234j 0.0202971+0.0343012j -0.0541792+0.0219209j 0.010179-0.107577j 0.0192592-0.0135095j -0.00143451+0.0152918j 0.0551415+0.0222443j -0.0559664+0.092901j 0.0894785+0.0146132j 0.0133336+0.00520283j -0.0108377+0.0118621j -0.0120927+0.0036436j -0.0841212-0.0707549j -0.00956447+0.01297j 0.000875175-0.10437j -0.0398485+0.0243292j 0.0368521+0.0607539j 0.0335358+0.0125874j -0.0964268-0.0105227j -0.0183747-0.0561373j 0.0350836+0.125109j -0.0111457-0.00275233j 0.119878+0.0333692j -0.000223163-0.00695641j -0.0516863+0.0631957j -0.0369682+0.00646456j -0.000542238-0.0461315j 0.0288294-0.00448893j -0.0539578+0.0314978j -0.0374463-0.0193981j -0.000619739+0.107314j -0.059646-0.142964j -0.00135799-0.0395054j -0.0829414+0.00766112j 0.0570615-0.0179207j -0.00397999+0.0704654j -0.0152636-0.00587649j -0.0034467+0.00608307j -0.000229974-0.0252581j -0.107093+0.0252217j 0.00622329+0.086231j 0.0820441-0.0736412j -0.0648456-0.0204612j -0.0230419+0.014514j 0.0352201-0.0129793j 0.0117559+0.0646557j -0.0421091-0.0154294j 0.0561335-0.0154603j -0.0605168-0.0044677j 0.0044721+0.00450854j -0.00210472+0.01161j 0.0373806+0.0246727j 0.00870874+0.0304779j -0.0298452-0.010479j 0.00768738-0.0289752j 
-0.000933324+0.00347635j 0.0425806-0.00431098j 0.0185094+0.0186464j -0.00769916+0.0485518j 0.0153651-0.00863536j 0.00522337+0.0155532j 0.0153508-0.0276377j 0.0851108-0.0395211j 0.122764+0.0119153j 0.00708317-0.0638735j 0.0634639-0.032439j -0.0324679+0.00539899j -0.0910351-0.0121363j 0.00746564+0.04002j -0.0162763+0.0156403j -0.0768316-0.0508427j -0.0778572+0.0259264j -0.101636-0.00493049j -0.00972271+0.0161771j 0.0280265-0.0183308j -0.0763894+0.0116117j 0.0574439+0.00526195j -0.0500002+0.0172438j 0.0353892+0.00179933j 0.0216974+0.0632445j 0.041529+0.0134207j 0.019481-0.0460645j -0.00549554-0.0250094j -0.0536302-0.0221866j 0.0636353-0.0977026j -0.0202902+0.0402751j -0.0332922+0.0247774j 0.0395146-0.122896j 0.0161011+0.010534j -0.00324425-0.053167j 0.0877158-0.017887j 0.0381307-0.0646945j 0.09776-0.0203929j -0.0509358-0.00762379j -0.0403409+0.037721j 0.0439179+0.0164955j 0.0773488-0.00701683j -0.0937598-0.0152075j -0.167162+0.00594648j -0.0355738-0.0132206j 0.0013865+0.000768464j 0.0389007-0.0470656j 0.0421655-0.0270166j 0.0400032+0.0301909j 0.0297795+0.0306968j 0.109681+0.00133146j 0.0703734+0.0732242j 0.06411+0.0399194j -0.00675146+0.0911481j -0.028633-0.00911922j -0.0371497+0.0494381j 0.0214366-0.100175j 0.0423741-0.0461901j 0.0245638+0.0281969j -0.0310978+0.0147673j -0.04179+0.00260932j -0.0530585+0.0315867j 0.0902519-0.0197479j 0.0369911+0.053458j -0.0549643-0.0440159j 0.00806192+0.0115644j -0.000678532+0.00969536j -0.00151297+0.0156282j 0.0123711+0.0538214j -0.015049+0.00899471j -0.0549089-0.00907949j -0.000667851+0.0116769j 
0.0222896-0.0190498j -0.0180882+0.0338145j -0.0294244+0.00739397j -0.0138219-0.00147713j 0.0633225+0.0263725j 0.0118968+0.0354356j 0.042002-0.0418249j 0.0211891-0.00635264j -3.73368e-05+0.0829958j 0.0853054+0.0159996j -0.0168152+0.0346352j -0.010497+0.0112571j -0.0732082+0.00737704j -0.0407551+0.0239484j 0.0292379+0.0608962j 0.0218836+0.0651975j 0.00187914+0.0492092j -0.0657199+0.0123451j 0.0299097-0.0651118j 0.0488696+0.0563585j -0.101482+0.110528j -0.0135963+0.0160792j 0.0603333-0.0297704j -0.0750461-0.0225351j -0.00789973-0.0292904j -0.103729+0.0208172j -0.0229628+0.0451574j 0.0854595+0.0749528j -0.0602851+0.0581755j 0.055231-0.0252745j -0.0133773+0.077097j -0.0135269-0.0442351j 0.0909943-0.0328743j 0.0841974-0.061585j 0.0149878+0.112767j 0.0137696-0.032784j 0.0253326-0.122371j 0.0854259-0.0498366j 0.0333953-0.0105522j 0.0507422+0.123654j -0.0172448+0.0371902j -0.0232209-0.0652084j 0.148185+0.0416628j -0.0416482+0.0826675j 0.0369224+0.0173942j -0.00918111-0.0419392j -0.0292182-0.0091856j 0.0585918-0.0114886j -0.10009+0.0562909j 0.0160442+0.0506005j -0.0321409-0.0528245j 0.0665572+0.0786364j 0.115379-0.0380124j -0.118144+0.0135797j 0.00718678+0.0408602j -0.0200557-0.0340426j -0.0800882-0.0921799j -0.0345445-0.105584j 0.0113894-0.0302635j -0.0578887+0.0474177j -0.0395811-0.0266479j -0.0256534+0.011113j 0.0353137+0.053466j -0.0570008+0.0647016j 0.0379944-0.00221219j -0.0069599+0.0283292j -0.0012451+0.0128484j -0.0453901+0.0238005j 0.022703-0.000474664j -0.0223435+0.0201279j -0.0456752-0.0165006j -0.00354645-0.0119477j 
0.00399243-0.012214j 0.0200975+0.00452263j -0.00419812+0.00776582j -0.0140671-0.00785594j -0.00011904-0.000624318j 0.0196426-0.0139137j 0.00471197+0.00587221j -0.0024841+0.0508505j -0.0831394-0.0130215j -0.0235318+0.0491111j 0.0524235+0.00578868j 0.0304463-0.0437838j -0.0204436-0.0215649j -0.0655504+0.0263302j 0.00907284+0.0789342j 0.0122353-0.000170953j 0.00550181+0.0799332j 0.0487716-0.0391724j 0.0188976-0.0191822j 0.0922606+0.0357494j 0.0403171-0.0671486j 0.0369281+0.0140351j -0.00766322-0.016957j 0.00985267-0.0497619j -0.0085919+0.0103036j 0.0623649+0.0230468j -0.0727705+0.0297223j -0.0890246-0.0196335j 0.0557555-0.0416506j -0.0316602+0.0216813j 0.04278+0.0126499j 0.0183049+0.0691323j 0.00125078-0.0604281j 0.00862576-0.0599397j -0.0620899-0.0520969j 0.00686162+0.0192088j 0.0010757+0.0164006j -0.0919839-0.0442323j -0.000587847+0.0666021j -0.0669383-0.0457106j -0.0436776-0.0555308j 0.00794384-0.0321688j -0.000407515-0.0063267j 0.0332682-0.0622351j -0.00986491-0.0542793j -0.0745433-0.0344122j 0.0379076+0.0517693j -0.00762038-0.0974039j 0.0411713-0.0134847j 0.0336988+0.0262786j -0.0207763+0.0458719j -0.0734446-0.0256003j -0.0416626-0.0223975j -0.0406607-0.0401983j 0.0657628+0.0120592j -0.0243646+0.0346277j -0.00293999+0.0320632j 0.000245387+0.0320881j -0.00971264+0.0303376j 0.0400232-0.0121013j 0.0343446-0.00815985j 0.018502+0.00414151j -0.0239932+0.042728j -0.0255167-0.0441026j -0.0039845+0.00360482j -0.00872694-0.00153752j -0.0103665+0.0150275j 0.00424414+0.0249977j 0.027127-0.0100444j 0.0160338+0.0152504j -0.0103774+0.0050477j -0.00853563-0.0147828j 
0.00454156+0.00181701j -0.00940375+0.00571485j -0.00436693-0.00370789j 0.00355617-0.00690867j 0.0152008-0.0173223j 0.0360774-0.0332889j -0.00683863-0.0127375j -0.0245814+0.0319743j -0.0167221-0.0160791j -0.0257098+0.0497073j -0.00158782-0.0207569j 0.0117991+0.0102358j -0.0240479+0.01416j -0.0426356-0.0683839j 0.0100818+0.0477708j 0.00559105-0.0185939j -0.00730983-0.0152577j -0.0357299-0.0421232j -0.0392153+0.0253314j 0.0349324+0.0264191j 0.056579-0.0549411j 0.0933099+0.00446562j -0.0577613-0.0536417j 0.0516255-0.00991921j -0.0316376+0.0218354j 0.0349273+0.0807019j -0.0237838+0.0469954j -0.0032941+0.0519757j 0.0635205-0.0132711j -0.0571095-0.0933098j 0.0178239+0.0671263j 0.0558749+0.0512759j 0.00171171-0.0337717j -0.0220085-0.0629625j -0.0409478-4.10483e-05j -0.00630607-0.00106678j 0.0745857+0.00998735j -0.041184+0.0254624j 0.0206606-0.0389193j 0.0344453-0.065443j -0.0356609-0.00880881j -0.00627678+0.054487j 0.0345322+0.0326188j 0.0559471-0.0233381j -0.00744159+0.0136716j 0.0839903-0.104177j -0.0270215+0.0590853j 0.00345532+0.0365416j 0.00290822-0.064547j -0.0217284+0.00659333j 0.00689015+0.110415j 0.0332928+0.0106942j 0.0467448+0.0734037j -0.0513453-0.0151358j 0.0249759+0.0266423j 0.037439-0.0338946j -0.0329878-0.0880347j 0.00774478-0.00299606j -0.0294396+0.00927469j 0.013992+0.0194465j -0.0209568+0.0191366j 0.0107253-0.0413845j -0.0111524+0.0463509j 0.0340451+0.0201126j -0.00807602-0.0489795j -0.034645+0.0190765j 0.017523+0.00301444j -0.00813663+0.0129691j 0.0229412+0.00547089j -0.00104814+0.0425444j -0.00611205-0.00336757j -0.00358851-0.0297136j 
-0.00728231+0.0289008j 0.000126665+0.000935893j 0.0216679-0.0053003j 0.0344764+0.00459452j -0.0182777-0.00439298j -0.0157261-0.0235513j -0.0110066+0.0353753j 0.0116956-0.00213867j -0.00628423-0.0149009j -0.034983-0.0149125j 0.0138777-0.0363435j 0.00140189+0.0144592j -0.0230496+0.0490744j 0.00887648+0.00834396j 0.0409792-0.04043j -0.0627524+0.00163017j 0.069051+0.027697j -0.076162-0.0109273j -0.0373012+0.0201888j 0.0609436-0.0767454j -0.00882618-0.00557205j -0.00506789-0.0112603j 0.0355746+0.0306715j 0.00114303-0.0501229j 0.0224908+0.0418973j -0.0418913+0.100777j -0.0764905-0.00404793j -0.000461927-0.00591236j 0.00779705-0.0848939j -0.014699-0.0945859j 0.048208+0.0849158j -0.1332+0.00697467j 0.00355116+0.040051j 0.106936+0.0645144j 0.0121807+0.018887j -0.0312783+0.04678j -0.0210602+0.0560015j 0.0272402+0.0209723j 0.00230002-0.0575215j 0.0295465-0.045907j 0.0505571+0.0194501j -0.0736591-0.030712j -0.0402244-0.0495923j -0.0579823-0.0751781j 0.0543495+0.0742964j 0.027835+0.011474j -0.0323911+0.0728985j -0.0197202+0.0793824j 0.0677578-0.0665388j -0.0611768-0.0246134j -0.00588993-0.0110591j -0.0157635+0.0274189j -0.0248268+0.0935002j -0.0285878-0.0221577j -0.0601197+0.00453417j -0.0188616+0.0198529j -0.042182-0.108115j 0.0533213-0.00179937j -0.0219291+0.12042j 0.0393181+0.00248917j -0.0276021+0.0523278j 0.000635947-0.00593672j 0.0339768-0.0105426j 0.0392755+0.0395681j -0.0430941-0.0758862j 0.00351191+0.0215083j 0.0229787+0.00735131j 0.0212028+0.00875322j 0.00396683+0.00733746j 0.0156295+0.0138258j 0.00279251+0.0119804j -0.00290505-0.00518446j 
0.0461215-0.0254656j 0.0487119+0.00197446j -0.00991333+0.0636504j -0.0310799-0.0163126j -0.0321958-0.0505601j -0.0963977+0.00536309j 0.021264+0.111925j 0.0157332-0.0614615j 0.0617541+0.0100873j -0.0508377+0.0229551j -0.0344192+0.0315998j 0.000359335+0.0215739j 0.0161022+0.0335411j 0.0147543+0.00818261j -0.0363374-0.037602j 0.0373099-0.123004j 0.0146047-0.0844834j 0.0269081-0.0182145j 0.00297046-0.0176973j -0.1155+0.0607142j 0.00586785-0.0302887j 0.0062866+0.0355719j -0.026096+0.0572973j 0.0527855-0.0421734j -0.0179188-0.0129375j 0.0199846-0.0366048j 0.0284657-0.0149679j 0.0782032+0.0477008j 0.00879675+0.0443745j -0.0476169-0.0540062j -0.0691082+0.0120959j 0.0613311+0.0530965j -0.110703-0.0590176j -0.0213889+0.0982557j -0.0535761-0.041918j -0.0613725-0.0164112j 0.0473547-0.00374192j 0.00709768+0.0119743j 0.0227889-0.0839608j 0.00485306-0.0496407j -0.00719308-0.00307079j 0.0162695+0.00434985j -0.0559392-0.0397458j 0.0853064+0.0272257j 0.0484651-0.0159323j 0.00711487+0.0216157j 0.0193291-0.0459066j -0.0112384+0.0420529j -0.0475132+0.0434391j -0.0108212-0.00537993j 0.0448627+0.0259539j 0.00402541-0.00131164j -0.0745287+0.0556091j 0.0626197-0.0732048j -0.0621324-0.0170043j 0.00703893-0.0214349j -0.0914215-0.0306512j 0.0190973+0.0226576j -0.000643351-0.0335818j 0.0129486+0.0471986j 0.00336739+0.0572642j -0.0508227-0.0243536j 0.0560361+0.0278517j 0.000944399-0.0413592j 0.00939895-0.0381517j -0.0492668+0.0314325j 0.0275894-0.0195932j -0.0121484+0.00333087j -0.0157534+0.0113427j 0.00434762-0.0278507j -0.0341652+0.0192012j 0.0227186-0.000880246j 
