0.0385903+0.00952745j 0.0490274+0.0213948j 0.00593251+0.0351203j -0.0307243+0.0454143j -0.00728206+0.0195264j 0.00100832-0.000575513j -0.0909845+0.0343195j -0.0028503-0.000853168j -0.026793+0.0136647j -0.0173072-0.00215987j -0.06608-0.0035696j 0.0141425-0.00502697j 0.000866252+0.0149688j 0.0373005-0.0182785j -0.0543484-0.0174453j -0.0327965+0.00675589j -0.0312565-0.0208843j 0.00831153-0.0175275j 0.00228855-0.0277695j 0.0273503-0.0197782j 0.032617-0.0222037j -0.0110118+0.0180014j 0.0244127+0.00232736j -0.028434-0.0256467j -0.00805682-0.00100933j 0.00547263+0.0103179j 0.0106347+0.0354669j 0.0312312+6.70096e-05j 0.00126537-0.00278483j -0.0160205-0.0261282j 0.0264498-0.0204921j 0.0225821+0.0177777j 0.010595+0.0131098j 0.0190588-0.00129206j -0.00417215+0.0119371j 0.00024866+0.00579365j -0.0174673-0.00514645j -0.0135362+0.00957797j 0.000152556-0.0209085j 0.0184381-0.00113316j 0.00131589-0.00503085j 0.00582667+0.0126856j 0.00437002+0.0164848j -0.0180811+0.00765549j 0.000459578-0.0398086j -0.00606455+0.00101773j -0.0104371+0.00827279j 0.0218617+0.0155182j 0.0203016-0.00559875j -0.00737009-0.00660663j 0.0205675-0.00255788j 0.0149541-0.0322183j -0.00499192+0.0119379j -0.00459542-0.0134337j 0.0312052+0.00396689j -0.0121621-0.00464821j 0.0163825+0.0154533j 0.00285752-0.0313546j 0.0110089+0.029218j 0.0179617+0.0231047j 0.0507008+0.0298886j 0.0206906-0.0435392j 0.00814864-0.0245138j 0.0121036+0.0334812j 0.0147401+0.012371j -0.0105397+0.0352339j -0.00311262-0.00727574j 0.0148693+0.0127456j 0.0105537-0.0035214j -0.00653848-0.00759005j 0.042685+0.000485906j 0.0591675+0.0146945j 0.0263935+0.0133011j -0.00731041+0.0397011j 0.000886362-0.0670928j 0.0312154-0.00557921j 0.0315542-0.0475314j -0.0222751-0.0850442j -0.0507228-0.0349508j 0.00500998-0.0772382j 0.0992288+0.0174204j -0.0177278+0.0559836j -0.0739292-0.0615377j 0.0892339-0.0131011j 0.0202482+0.0187553j 0.0904222-0.0019214j 0.00918197-0.0198757j -0.0683324-0.0345889j 0.0330952+0.0773363j -0.0320902-0.0585977j -0.0709739+0.0248983j -0.070698-0.0454053j 0.00397906-0.0250648j -0.0226307-0.116955j 0.0976098+0.0571227j -0.0401934-0.0847725j -0.254649-0.142727j -0.0731619-0.163843j 
-0.0116564-0.00848097j 0.0147612-0.00831989j -0.00210719-0.0230429j -2.70154e-05+0.0368621j 0.00613405+0.00572437j 0.00479638-0.00665034j -0.0214175+0.00817389j -0.00436978-0.000403132j -0.0252712+0.0138705j 0.03287-0.0357351j 0.0419181-0.0294421j 0.0419775+0.013006j 0.055601+0.0290318j -0.021306-0.040427j -0.0542236-0.0241398j -0.0104506-0.0773943j -0.041718-0.0143792j 0.067135+0.0218633j -0.0228018+0.0340512j 0.0173962+0.00131176j -0.0148435-0.026543j 0.0513716-0.0171544j 0.00444017+0.050565j -0.0140137+0.00893487j -0.0755222-0.0684349j 0.0492972+0.0573669j -0.0189548-0.0663027j -0.0078995+0.098128j 0.0102815-0.0301004j 0.0709695+0.0154344j -0.0250367+0.00232541j 0.0287427+0.0370091j -0.223194+0.0380325j 0.0266116-0.00317561j -0.0471803+0.0257183j 0.0585139+0.0387169j 0.0169022+0.0207105j -0.00190388+0.0243334j 0.0639519-0.000431798j 0.028062-0.0395516j 0.131096-0.116084j 0.04515+0.0858676j 0.0761008-0.00404222j -0.00366437+0.0919213j 0.0305114+0.0446935j 0.0560163-0.0167533j -0.0726095+0.0153085j 0.17059-0.0105602j 0.0511542-0.0211915j 0.0754646-0.121471j 0.0715172-0.0566169j -0.159083+0.0275261j -0.0676648+0.0383101j 0.0686847+0.0344165j 0.0596377+0.123408j -0.00416959-0.0214072j -0.0395313+0.0020865j -0.123076+0.134748j -0.0208894+0.0495555j -0.102928+0.00473783j 0.0278838-0.0496121j 0.0331508+0.0013665j -0.0300953+0.00688761j -0.136233-0.10464j -0.01261-0.0267878j 0.0296846+0.0845683j -0.0210589-0.0281917j -0.0605299+0.113099j 0.0186632+0.0154323j -0.0150103+0.0975249j -0.0381233+0.0284212j 0.0199306-0.0585901j -0.00973352+0.023847j -0.00570234+0.0629401j -0.0200189-0.0277802j 0.00710317-0.0404709j -0.0162367+0.072052j 0.0342579+0.000264085j 0.039732-0.0376576j 0.0272828-0.0282048j 0.00742523+0.00676804j 0.0756349+0.0273452j 0.0222373+0.00643239j -0.0472504-0.0453016j -0.0178062-0.0403492j 0.0217198-0.0217588j -0.0469428-0.00645096j -0.0331465-0.057749j 0.0406689+0.0336905j -0.0357999+0.0306233j 0.0368217+0.00241364j -0.0343265-0.0415329j 0.00458783-0.0133089j -0.00668556-0.0144858j 0.00915366+0.00969214j -0.0111642+0.0240655j -0.0173721+0.00423974j 0.0154001-0.00541135j 
-0.00667079-0.00579297j 0.00565844+0.0131156j 0.0108708+0.0165008j -0.00106794-0.000453738j -0.00734499-0.00120882j -0.00215684+0.00617387j 0.0335778-0.0246304j 0.00209991+0.015404j 0.0318179-0.0504166j -0.0047205+0.0355074j -0.000494613+0.0108286j 0.0112641+0.028714j -0.00736997+0.00473426j -0.0399938-0.00797355j 0.00498794-0.0446842j -0.00737564+0.0376247j 0.0242731+0.00905953j 0.0346842-0.0227584j 0.00941544-0.0356299j -0.012624+0.0235138j -0.0204983-0.0192927j 0.0382126+0.0019839j 0.0772914+0.0465979j -0.113444+0.0183084j 0.0663008+0.0143759j 0.030827+0.0466449j -0.0223592-0.0177309j -0.0453286+0.0461232j 0.0261911-0.0672376j 0.022054+0.00198074j 0.0569613-0.0155803j 0.0222001+0.00452872j -0.181549+0.0725318j 0.030307-0.101569j -0.00835295+0.0362775j 0.0657786+0.0980901j 0.0618736+0.05249j 0.0458921+0.116417j -0.0320727+0.0786798j -0.0140282-0.0299841j 0.00914226+0.0988949j 0.00912145+0.0121195j 0.0703096+0.00342095j 0.00863527-0.0537724j -0.0419353+0.059488j 0.0451862+0.00406653j -0.0215177-0.0709555j 0.103874-0.0291885j -0.0428772+0.0322474j 0.0586521+0.073474j 0.158801+0.00768749j -0.113904+0.0942916j -0.0791514+0.00628334j -0.101556-0.0926774j 0.0551351+0.0278322j -0.00420582+0.0692055j 0.0164177+0.0547592j -0.0288314-0.127809j -0.0328568-0.083481j 0.0467666+0.0185593j -0.0540075+0.0284904j 0.0669477-0.110524j 0.145889-0.0344337j 0.141185-0.0178253j -0.0644301+0.13051j 0.00282331+0.00792135j 0.0930156+0.0608323j 0.0331954-0.0488672j 0.0250521+0.0753512j 0.0590245+0.120404j -0.0154498+0.0208582j -0.03076+0.0689453j -0.0413502+0.0597546j 0.0178863+0.0572161j -0.0107485-0.0684477j -0.0467883-0.0762747j -0.0354358-0.0763321j -0.0190484-0.0120847j -0.0427199-0.051032j -0.06637-0.0241662j -0.0284923+0.0327882j -0.0334274+0.0757927j -0.0622622+0.0310266j 0.0511107+0.0039116j 0.0746532+0.00740774j 0.0269937+0.0486434j 0.0369319+0.00598914j 0.010187+0.0267107j -0.0224561-0.0346441j 0.0694848-0.0478666j -0.0153711+0.0190074j -0.0268319-0.0198469j 0.0066773-0.0211177j -0.00381635+0.00700487j 0.018263+0.0209638j -0.00602342-0.0347344j -0.0231257-0.0129621j 0.0116872-0.0229173j 
0.0138119+0.000711149j -0.0229427-0.00181544j 0.00990691+0.00118919j 0.00423453+0.0166463j 0.0116613+0.0229039j -0.0206591+0.0228699j 0.030452+0.00555672j 0.0219797+0.0150532j -0.00645313-0.0325233j -0.00834087-0.0185898j 0.0633566+0.0197096j -0.00458577+0.0139336j 0.0277643+0.0131524j -0.0061476-0.0070201j -0.0297752-0.0117257j 0.0270148+0.0219223j -0.00216202+0.0128138j -0.0210098-0.0238064j 0.0251636+0.0564785j -0.0522215+0.0125235j 0.044009-0.0532457j -0.0255717+0.0436134j 0.07976+0.000580859j 0.00470023-0.0398692j 0.0694752-0.0644754j -0.0621819-0.0025295j 0.0335753-0.00786623j -0.0856763-0.0341899j 0.0491174-0.0224728j -0.0128206-0.0259016j -0.0772259-0.0815427j 0.0615082-0.14027j -0.0688922-0.0202467j -0.0018572-0.0734003j 0.1068-0.0247444j 0.0841907+0.0627802j 0.0212553+0.12502j 0.000927737-0.0449912j -0.0198478-0.00694657j -0.0224864+0.08184j 0.100254-0.0777428j 0.0560622+0.0184182j 0.0527879+0.152217j -0.0739922-0.0243337j 0.0643249-0.0263414j 0.0603939-0.0755692j 0.0319322-0.0645566j -0.0115372+0.095983j 0.0672529+0.056564j -0.0570489+0.0558043j 0.053992+0.0651414j -0.147261+0.00505324j -0.0394542+0.00206786j 0.0725196-0.000361715j -0.0182454-0.0538876j 0.0157634-0.0346286j 0.0216114+0.0059074j -0.0836894-0.0392138j 0.0724767+0.113594j 0.113096+0.0399987j 0.0164099+0.0430489j 0.0112753+0.047543j -0.0233241-0.024367j 0.0282003+0.0746172j -0.0279157-0.110952j -0.115377+0.00884151j 0.0449662-0.0959794j 0.00862864-0.0386288j 0.0289161+0.10126j 0.0171799+0.0293317j 0.0552621+0.127839j 0.0655715+0.098018j -0.0346303+0.0203954j -0.00311241-0.0518509j 0.0827109+0.0311624j 0.0368464+0.0617743j -0.00584546-0.0592197j 0.0853317+0.0137255j -0.0313881-0.088284j -0.0280823-0.0231292j -0.0162401-0.00692407j -0.0129729-0.00262372j -0.0338422-0.00407098j -0.0244723-0.0466363j 0.0868441+0.0312539j 0.0387143+0.0156262j 0.00896659+0.0601849j -0.0198369-0.00359872j 0.0304294-0.0537735j 0.0607884+0.0305763j -0.0353424+0.0525991j 0.0840366-0.013626j 0.0548834+0.0363512j 0.0112969-0.0664632j 0.0352059-0.00660191j -0.00383951-0.00826897j -0.0205481-0.0248561j -0.00336735-0.021197j 
0.0277578-0.0163615j 0.00624473-0.00352182j -0.00010397+0.0106745j 0.00958145+0.021458j -0.0234699-0.0207496j 0.00808431+0.0259693j 0.0340864-0.0209881j 0.000379993+0.00837083j -0.0143248-0.0481263j 0.0277494+0.00632378j 0.00221678+0.0124524j 0.0287305-0.0203674j -0.0398287+0.041913j -0.0186232-0.00600765j 0.021165-0.0385758j -0.00996445-0.0553103j -0.00275795-0.0184134j -0.014345+0.016654j -0.00757784+0.0374838j 0.0312023-0.0196465j -0.0601055+0.0362322j -0.0168471-0.0535382j -0.0328084+0.0405719j 0.0803891+0.00998584j 0.0214783+0.0219809j -0.0525334+0.041681j 0.0238462-0.0510396j 0.0460006-0.0218343j -0.0155999+0.0425973j -0.0535428-0.00387543j 0.0100363-0.108831j -0.00415915-0.136253j 0.156941+0.0148526j 0.0452095-0.00864075j -0.0575894-0.06484j -0.0429965+0.0243339j -0.0532956-0.0286757j -0.0615539+0.00708815j -0.0558561+0.0295424j -0.0192605+0.04794j -0.0744626+0.122654j -0.0892446-0.0717634j -0.103862-0.0462734j -0.0370936-0.0908158j -0.0569951+0.0179615j -0.0255826+0.0837363j -0.0451666+0.0119926j -0.00195493-0.00240626j -0.175066+0.110792j -0.0587444+0.0561968j -0.00701073-0.0035404j 0.0268413+0.0208182j -0.0174602+0.0112653j 0.0276723-0.0292316j 0.000772111-0.0563177j 0.104364+0.0480157j 0.0183173+0.065564j -0.118629-0.153575j 0.0733657-0.10979j -0.0987501+0.0354673j -0.0746914+0.0146184j -0.0218102-0.098913j -0.0628139+0.0404779j -0.179108+0.0302686j -0.0818023+0.0507189j -0.0522064+0.0987562j 0.0928676-0.0718531j 0.0630931+0.0922722j 0.0162664-0.00852054j 0.00140076+0.0944606j -0.0794903+0.04738j -0.0416325+0.034951j -0.0181721+0.00518237j 0.102625+0.00502518j -0.107064-0.0389856j -0.0225059-0.0423784j 9.62738e-05+0.0699668j 0.021732+0.00752017j -0.0100221-0.0971189j -0.0031626-0.0924668j 0.0522237-0.0848059j 0.0199509+0.0385609j -0.0322267+0.027545j 0.00244618-0.0709041j 0.00410319-0.02335j -0.00708045-0.00644678j 0.00142347-0.0263716j 0.0548182+0.00642071j -0.0511982+0.00711293j -0.0481702-0.0641201j 0.0481227-0.00241349j -0.0122838-0.0454842j 0.017818-0.048598j -0.0392106+0.00710506j -0.00792736+0.033001j -0.0344931-0.0182334j 0.000300979+0.0113474j 0.00620709-0.00477599j 
0.0117928+0.0132259j -0.0177939+0.00146832j 0.0122208-0.0168184j 0.0116448+0.020736j 0.023692+0.0364045j -0.00472384-0.0576567j -0.0471045+0.0449466j -0.0218883+0.00047298j -0.00528907+0.0348522j 0.0621271-0.0336652j 0.00736736+0.0493242j -0.0193611-0.00522632j -0.0481444+0.0378861j 0.108124+0.0104738j -0.0379447-0.0125359j 0.0117867-0.0154791j -0.0765128-0.0119425j -0.0465655-0.0491865j -0.0098378-0.00140452j -0.0330826-0.0993343j 0.033809-0.105909j -0.0340722-0.042353j 0.0268172+0.0163281j 0.0221772+0.010825j -0.0189715-0.0196483j 0.034212+0.0729553j -0.0163149+0.0233394j -0.0269525+0.0557065j 0.0661259-0.0138926j 0.056498+0.00370413j 0.0601789-0.0505253j 0.0476776+0.114332j -0.105479+0.11763j 0.0592749-0.00510639j 0.00674397+0.0642346j 0.0402139+0.00416574j -0.0449536-0.0160552j -0.0166621-0.0807898j 0.131083+0.0257709j 0.0337279-0.0372759j 0.0482436+0.0662409j 0.00997717+0.0202967j -0.0460286-0.0832736j 0.00748636-0.00232815j -0.0731279-0.0556391j 0.0222516+0.111195j 0.0827388+0.0371024j 0.0609663-0.0391596j -0.0494498-0.0752132j -0.0220068-0.164563j -0.0247885-0.0785137j -0.0163586+0.0292038j -0.00290673+0.0252766j 0.105452+0.0818609j 0.0209876-0.027288j -0.00273005+0.014047j -0.0383109+0.0388471j 0.0210577+0.0275994j -0.0576172-0.0106169j 0.0277771+0.0274228j -0.00950038+0.00691107j -0.00661238-0.00116424j 0.12061-0.0600587j -0.108615-0.130707j 0.112774-0.0279078j -0.00289347-0.119371j 0.0388502-0.0379251j 0.0509958-0.0211371j -0.029658-0.0702618j -0.051315-3.81129e-05j -0.000255318+0.0634015j -0.0142623-0.0550283j -0.0194255+0.0751468j -0.00541546-0.0177746j 0.0281433+0.048696j -0.0421791-0.00625331j -0.0119371+0.0243367j 0.0557937-0.00861186j 0.0247832-0.0192638j -0.000662379+0.00722279j -0.0361924+0.0138605j 0.0280049-0.0715997j 0.0478996+0.00435188j -0.0644078-0.0495119j 0.0188375+0.0153724j -0.00763415-0.000897719j -0.00462285-0.0131011j 0.0217129-0.0486175j 0.0184562+0.05085j -0.0308996+0.0420396j 0.017635+0.0379988j 0.0487582-0.006181j 0.0301306+0.0339505j 0.00996404-0.0230758j 0.0133069+0.00340476j 0.00360344+0.0160923j 0.00258455-0.00853798j -0.0106659+0.00726239j 
-0.0115431-0.0220265j 0.0209635+0.0207555j -0.00961731+0.0173874j 0.0051086+0.0201807j -0.0023663-0.00737583j 0.0195107+0.00396091j 0.0162812+0.0281366j 0.028784+0.0115862j 0.00623681+0.0489846j -0.0492358+0.00978301j -0.0266587+0.0450135j 0.0353129-0.0283747j -0.0425979+0.0279738j 0.0106232+0.0774538j 0.0114997+0.0337527j -0.0131098+0.0302392j 0.0568675+0.0583839j 0.0180996-0.0949884j 0.0437023+0.0297621j 0.0693562+0.0389906j -0.0391049+0.015776j 0.0123095-0.0587037j -0.0241108+0.034438j -0.0177355+0.048849j 0.0424203+0.0292699j -0.0396055+0.0114218j 0.0671349+0.0124094j -0.0460226+0.0462267j 0.023593+0.0302801j -0.0857119-0.00827859j 0.0847683+0.0433041j -0.0144394-0.0690343j -0.0264422-0.0353601j 0.0990795-0.104772j 0.109824-0.167756j -0.00257145-0.0177429j 0.0283449+0.112219j 0.037638+0.0481859j -0.0407222+0.0527335j -0.108759+0.0683064j 0.102238-0.110838j -0.0147251+0.0463797j 0.0760874-0.00605071j -0.0261667-0.109184j 0.0376177-0.0486448j 0.0236564-0.054821j 0.0556734-0.00156473j 0.0666509+0.0472264j -0.0120736+0.099762j -0.0357976+0.0234557j -0.0149564+0.0236922j -0.0841033+0.0120955j -0.0299457+0.0394821j 0.0748563+0.0109563j -0.0312966+0.0882235j -0.0421068+0.0257702j -0.00881323-0.0311243j -0.00591814-0.104755j -0.0323858+0.120627j -0.00729457-0.00738518j 0.0094624-0.0163556j -0.0314284-0.0159091j -0.0314826-0.0967882j -0.16713-0.11019j 0.0626571-0.0247419j 0.031981+0.0794813j 0.0380702+0.036071j 0.0553187+0.102847j -0.0645491-0.0191058j -0.0500701+0.0925938j 0.0485998-0.0516615j 0.068798-0.0249357j 0.0428154-0.0646543j -0.0834034+0.0347727j 0.0852485+0.00117076j 0.0666631-0.0879136j -0.0809732+0.0449823j -0.0185033-0.0494722j 0.0144564-0.0322413j 0.0305923+0.0276943j -0.0983818-0.0293917j -0.0197471+0.0610891j 0.0209465+0.060283j -0.018961-0.0546616j 0.038067-0.0104582j -0.0981276-0.00710605j -0.0329659-0.0438154j -0.0573022+0.0379114j -0.00468805-0.0204518j 0.0474896+0.00108455j -0.00246211-0.0348533j -0.070355-0.0234617j 0.00857034-0.0162106j -0.00424936+0.0369002j -0.00970001+0.0741348j 0.0297904-0.00113921j -0.0347007-0.0279725j 0.0481452+0.0204859j 
-0.00525916+0.00557552j -0.00631456+0.00169888j 0.00419736-0.0187584j -0.0039151+0.00149734j 0.00478469-0.0104647j 0.0187641-0.0124423j -0.0194983+0.0338353j -0.0274773-0.0199579j -0.0231167+0.0208974j -0.0205948+0.0117712j -0.00174846+0.037236j 0.0669119-0.000392981j 0.0472697-0.00242124j 0.0200604-0.0369707j 0.0194133+0.0374818j 0.0437742+0.00818725j -0.0178896-0.0477978j 0.0584869-0.0495019j -0.0291829+0.0997803j 0.147542+0.0173511j 0.0399176+0.130652j 0.0215972-0.0301182j 0.0731821-0.0245723j 0.0312555-0.0103856j -0.00295655-0.0234153j -0.0230877-0.117803j 0.0400111-0.0271374j -0.0319117-0.0298278j -0.0340029-0.00362856j -0.0158586+0.013235j 0.0184177-0.0339659j -0.0462118-0.0256576j -0.017838-0.0847386j -0.061261+0.00126442j 0.14021+0.0916325j 0.0584854-0.0802279j 0.0691416+0.0376068j 0.0397026+0.00995945j -0.00704159+0.0549393j -0.0930817+0.101535j -0.0257283-0.222678j 0.0993069+0.0138303j 0.0838528+0.0758249j -0.0639246-0.025799j 0.0404911-0.0462924j -0.0986886-0.0322238j -0.0338827+0.0781142j -0.167116+0.030065j -0.0434521-0.0118975j -0.0969854-0.0248122j -0.0167278+0.0198834j -0.0480826-0.0318507j -0.038773-0.00317j 0.0764261+0.165422j -0.0385646+0.0289371j 0.0812975-0.00345025j -0.120031-0.158141j -0.00664504+0.0406671j 0.125245+0.0757689j 0.0559466+0.104378j -0.0447631+0.0768411j 0.025494+0.0165211j -0.0251476+0.0435713j 0.0529849+0.0720485j -0.0187526+0.0552424j -0.0716007-0.0551395j 0.0961387-0.00935779j -0.0320739-0.0173626j 0.00203138+0.0460233j 0.0622099-0.00428859j -0.0797669+0.0622787j 0.0406186+0.129854j 0.0689006-0.0768306j -0.00434001-0.105065j -0.0716965+0.0849305j -0.0055312+0.0587981j -0.0222912+0.0500973j -0.0616115+0.0369775j -0.00716782-0.037115j -0.0326453-0.0400749j 0.031021-0.0018783j 0.0032784-0.0356324j -0.00964176-0.0456172j 0.0226778-0.00572806j 0.0752429-0.0412839j 0.02706+0.00747744j -0.0609691-0.0333325j 0.0104437+0.00647973j 0.00501314+0.0417561j -0.0805572-0.00327546j 0.0457222-0.0160744j -0.0349358+0.0084705j -0.0103123+0.000832142j 0.000470632+0.0137053j -0.0138011+0.00639072j 0.00336359+0.00925221j 0.00546792-0.00448576j 0.0102428+0.0109027j 
0.00208889-0.00488542j 0.0038725-0.0202698j -0.0225361+0.0039972j -0.00680774-0.00810004j -0.00916927-0.0194878j -0.0129479+0.0370977j 0.0241377-0.0224989j -0.0190594+0.014024j 0.0862374-0.0571919j 0.0220582+0.0416719j 0.00929507+0.0240469j -0.0147921+0.0570503j -0.00746137+0.0242273j -0.0734734+0.0221054j -0.0245767-0.0242571j 0.0129011+0.0185989j 0.0137475+0.00718403j 0.0242973+0.0589257j 0.0488332-0.000210584j 0.031028+0.011029j 0.0148192-0.0216983j 0.0338547-0.055562j 0.0789799-0.0596258j -0.0427093+0.0571071j -0.0169949-0.00921523j 0.0621001-0.0599658j -0.0265071+0.0643793j 0.0347204+0.00876349j -0.1305-0.0624802j 0.140231+0.0643785j 0.0683226-0.15619j 0.0872743+0.0525047j -0.127071-0.0752106j -0.0688411-0.054121j 0.0554939-0.0369722j 0.053892+0.0476132j -0.0140898+0.0178957j 0.0693268+0.109104j 0.0356459-0.1352j -0.0792192+0.0744933j -0.087009-0.0841835j 0.0545771+0.00617483j 0.119189+0.025393j -0.031669-0.0301269j 0.0772304+0.0350016j 0.173258+0.0717467j -0.139826-0.0838571j 0.109692+0.0365885j -0.0315254+0.00421238j 0.0126565+0.0784281j -0.0825123+0.085963j -0.0455909-0.0933131j 0.0298558-0.024452j 0.064455-0.00132932j 0.0799507+0.0214067j 0.0692082-0.0433224j 0.0427739+4.23997e-06j -0.00205713+0.10648j -0.0482847-0.0998298j 0.0154475-0.0364369j -0.0691742+0.0589505j 0.00139508-0.13193j -0.0596934-0.0478475j 0.00100338+0.0544497j -0.00313242+0.0187842j 0.061414+0.0644548j -0.00762483-0.0127583j -0.100825+0.0225781j -0.0452845-0.0123176j 0.0158568-0.0474464j -0.0394784+0.00888041j -0.0588765+0.0534313j 0.0427237-0.0317121j 0.00908731-0.0169904j -0.0225448-0.0296076j -0.0614147-0.0202407j 0.0883701-0.0492282j 0.0189858+0.0215651j 0.0400027-0.0290352j 0.0665389+0.0129207j 0.0242241-0.0358436j -0.00561572+0.0406649j 0.0125046+0.0207414j 0.0454907-0.0359469j -0.0522222-0.00716868j 0.00755891-0.0196851j -0.0329854-0.0296828j 0.0477056-0.0305076j -0.00525882+0.0147827j -0.0245212+0.005728j 0.010698+0.00480859j -0.0134139-0.0220109j -0.00759139+0.0183407j -0.00966267-0.00305904j -0.00287721-0.00567051j -0.00718522-0.00944004j 0.023984+0.0106016j 0.00445688-0.0100081j 
0.0289824-0.0113956j -0.00642964-0.00615636j 0.00178848+0.0238529j 0.000437246+0.0324609j 0.00212008+0.00253036j -0.0361988+0.0085843j 0.0122981+0.0292065j -0.0297582+0.0332955j 0.0313052-0.018929j 0.0275812+0.0193021j -0.0127206+0.0131355j -0.0411137+0.0241788j -0.0545094-0.0131773j -0.0607943+0.0185928j -0.00478853-0.105431j -0.0232231+0.00621867j 0.00993502-0.0257729j 0.0287561+0.0233614j 0.0319579-0.0288471j 0.0419518-0.016136j 0.0222746-0.0406432j -0.0195448-0.0403291j 0.00927843-0.0187424j 0.0105263-0.0673387j -0.047133+0.0341705j -0.0102567+0.0910372j -0.152551+0.0602192j 0.0432612-0.0178812j -0.0372313-0.0316243j 0.089669-0.0845298j -0.0543252+0.0550121j 0.0585113-0.0099112j -0.197407+0.164393j -0.00730065-0.00733606j 0.0667616+0.0157453j -0.0325979+0.0785738j -0.0755126+0.0858154j -0.050439-0.0819938j -0.0279046-0.0127913j 0.00438133+0.0135292j 0.0868362+0.0882345j 0.0582982-0.0809061j -0.0247195+0.0546624j 0.0260448+0.0291785j 0.139238+0.051946j 0.078186-0.0913392j -0.0136808+0.00310853j 0.016334+0.0203144j 0.0371529+0.00937426j -0.0855397+0.0214971j -0.00448624-0.0621468j -0.0739855+0.0707545j 0.0184121+0.0546991j -0.00620259-0.00825725j -0.0185473-0.0502107j 0.0838534-0.0255083j 0.0300757-0.00842162j -0.0165424+0.104248j 0.0549314-0.0129268j -0.0509282-0.0266266j 0.00526832-0.0657642j -0.0171997+0.086692j 0.0491832+0.00289541j 0.0158176-0.00734502j -0.0218463-0.0765951j -0.0318882-0.120903j 0.00619689-0.0560178j 0.00247333-0.0570025j 0.0653622+0.105149j 0.0610512+0.0687837j -0.0593636+0.00181013j 0.0247484-0.076511j -0.0124173-0.0422052j 0.00850116+0.0138788j -0.0511669+0.0853268j -0.0295903-0.00567754j 0.00395668+0.0359921j 0.0314539+0.044009j 0.0368783+0.0131074j -0.0371659+0.040749j -0.00576507+0.000826592j -0.000559101-0.0743909j -0.00255632+0.0861323j 0.0172779+0.0285361j -0.0482413-0.00391441j 0.00864075-0.0605821j 0.0346456-0.0035176j 0.0112369+0.00107053j -0.0163818-0.0260463j -0.0173908+0.00310371j -0.00897146-0.0152148j -0.00207283+0.0228156j -0.037991-0.0149259j 0.00830769+0.0319733j -0.0234932+0.00450869j 0.0177254+0.00481668j 0.0118343+0.00542755j -0.00821669+0.0286625j 
0.0203365+0.0134515j -0.00970621+0.0368944j 0.0271107+0.0315834j 0.0127328-0.0389042j 0.00455228+0.000609088j 0.0124592+0.000743734j -0.0272049-0.00579318j -0.0106067+0.0174554j 0.046075-0.0366981j 0.0299097+0.0593271j 0.0245774+0.00147322j -0.0556099-0.0243025j -0.0128892+0.00312118j 0.0161899-0.060689j -0.0319061+0.0205103j -0.0382083-0.0168454j 0.00575705-0.0130976j -0.0432066-0.0506027j 0.016839-0.0523735j -0.0319208-0.00740835j -0.0203548+0.0295948j 0.0557808-0.0235292j 0.0461672+0.000170973j 0.00907363+0.0327369j -0.0145656+0.0513596j 0.0271868+0.0130442j -0.012715+0.0630923j 0.0209622-0.069071j -0.0584361-0.0879915j 0.135417+0.0870266j 0.0453216-0.18176j 0.0411404+0.0139228j -0.0375429-0.0223808j -0.0774138+0.0182853j -0.0339814-0.0012392j 0.000171323+0.00367292j 0.0455495-0.0230856j 0.0168257+0.030726j 0.0410853-0.0101472j 0.0455803-0.00776757j -0.0114257+0.00476255j -0.00934834+0.0754168j 0.097518+0.00666375j -0.0300545+0.00491366j -0.0540586-0.084819j 0.0742824+0.0406691j 0.0258329-0.0265577j 0.0446577-0.0541392j -0.00847429-0.0667005j -0.0892316-0.0801838j 0.00681958-0.0431074j 0.0738639-0.0713716j 0.0185081-0.0309464j 0.0714357+0.148258j -0.0177947+0.000128241j -0.0834273-0.133913j 0.0691356-0.0172551j 0.142887+0.0828156j -0.0166635-0.0478449j 0.0120029+0.0220119j 0.0185407+0.0334549j -0.0454997-0.0165595j 0.0375544+0.00275572j -0.062281+0.0333525j 0.077415+0.0337382j -0.0285585+0.02619j 0.0284376-0.0143152j 0.0352018+0.068867j 0.0958382-0.0229141j -0.0488806-0.00842967j 0.0275877-0.133422j 0.0568186+0.035225j 0.0467067-0.0298075j -0.0489945-0.0257436j 0.0780922-0.0246461j 0.0447106+0.0540855j -0.139555-0.0489031j 0.00596055-0.0245731j 0.0105604-0.00729727j 0.0398171-0.0408334j -0.0388954-0.0280869j 0.00102144+0.0451777j 0.0680856+0.0158262j -0.0183623+0.01903j 0.0100772+0.00841223j -0.00802579+0.0193127j 0.087466-0.0378771j 0.043093+0.0597056j -0.0726246-0.0156235j 0.0393846-0.0685725j -0.0103906-0.0279032j -0.00264409+0.0157835j -0.0239639-0.0229945j -0.00120982-0.0102129j 0.0189471+0.0154594j -0.00319272-0.0577879j -0.0129338-0.0166923j -0.0253897-0.0128247j 
