-0.1113+0.226511j -0.218534-0.108639j -0.109334+0.0448498j -0.0276634-0.143787j 0.0394065+0.0518314j -0.00254358+0.0147441j 0.0565866+0.0445207j 0.0333333-0.0362575j 0.0237846-0.0212241j 0.00433065+0.0426245j -0.0456149-0.00996335j -0.0966698-0.0543111j 0.0421498+0.040548j 0.0327942+0.0669114j -0.00119096-0.0151277j -0.0864853+0.05237j 0.000960942+0.0630566j -0.0334387-0.0405233j 0.00895221+0.0371551j -0.0123304-0.0264966j 0.17005-0.0732989j 0.0366306-0.0159463j -0.113392-0.152505j -0.0210257+0.00703314j 0.0260556-0.0723039j 0.0519092+0.165616j 0.16388-0.172775j 0.0639909-0.0527731j -0.166838-0.273189j 0.0751429-0.157903j 0.152876-0.0359167j 0.171201+0.0607988j 0.0495428-0.196672j -0.283505-0.050386j 0.0247892-0.194841j 0.136046-0.18442j 0.03563+0.0200797j 0.0447242-0.0461421j -0.145232-0.063327j 0.0415971-0.016569j -0.0728351+0.0372109j -0.0316576+0.0445047j 0.0145631+0.0172346j -0.0169904+0.00251663j 0.0511555-0.00164647j -0.0968901+0.0123053j -0.0451835+0.0185826j 0.070638-0.0139726j -0.0867101+0.049346j 0.0643772+0.00899868j -0.0735433-0.0263896j 0.0287178+0.0106108j 0.0106055-0.00138302j -0.00781607-0.0108119j -0.037704-0.0215458j 0.015177-0.0516655j 0.0215442-0.015115j -0.0329765+0.0219667j -0.0375252-0.0412908j -0.0220951-0.00939827j -0.0442534-0.0396591j -0.0239635-0.0112822j -0.0251771-0.00367147j 0.00656903-0.00460301j 0.0435533+0.00650028j -0.00677263-0.0234937j -0.000290884+0.00849641j -0.00416939+0.0208627j 0.00601454+0.0129281j -0.00709165+0.021307j 0.00849066+0.0056843j -0.00517692+0.00951569j 0.0212638+0.0433712j -0.00709366-0.0234419j 0.0122172+0.0477538j 0.00329988-0.0242092j -0.00413136-0.01897j 0.00265819-0.0103525j -0.0308398+0.0133024j 0.0023998+0.00156818j 0.0162103+0.0258644j -0.00151979-0.00310155j -0.0171425+0.0345116j 0.0197417+0.00177471j 0.00263116+0.000768667j 0.0110452-0.0191327j -0.00590483-0.0160872j 0.0576169-0.0210129j -0.00410721+0.0171611j 0.0116373-0.0114836j 0.0122881-0.0293643j 0.0109351+0.0121916j -0.0190786+0.0334291j 0.0603219+0.0516669j 0.0607632-0.0480889j 
0.00367737+0.00511031j -0.00531757-0.00101368j -0.000922573+0.0022499j -0.00273449-0.00437872j 0.0082182+0.0104457j 0.00521226+0.000384744j -0.00166417-0.00065828j -0.00122284-0.00532347j 0.00304453+0.000609893j -0.00191018-0.00058817j -0.004228+0.00061615j -0.00833698+0.000666876j -0.00214154-0.00110585j 0.00198874+0.000108244j 0.00276231+5.51711e-05j -0.00180243+0.00195612j -0.00210981-0.000170258j -0.00234996-0.000954385j -8.15491e-05-0.00207079j 0.00388116+0.000446213j -0.00845812-0.000861416j 0.00530201+0.00300289j 0.0115291+0.00890861j 0.00379068+0.0028559j 0.00236347-0.0023186j -0.00210687+0.00375559j 0.000537511+0.00414581j -0.00193582-0.00258723j -0.00563293+0.00098709j 0.00582866-0.001988j 0.00274441+0.0049309j 0.00147671-0.00158483j -0.00118874-0.00880249j -0.0051375-0.00838444j 0.00230508+0.00120556j 0.00357369+0.00509199j -0.000866386+0.000154991j 0.00297537+0.000792563j 0.000586983-0.00174866j 0.005077-0.00854318j 0.00546213+0.00607852j -0.00317892+0.00381598j 0.00218231+0.000229552j 0.00275549-0.00016584j 0.00151292-0.000547237j -0.00310061-0.00556415j 0.000657969-0.00452184j 0.00111847+0.00454052j 0.000850726-0.00452555j 0.00206099-0.00119087j -0.00806852+0.00326435j 0.00868153-0.00141118j -0.0142559+0.00537312j -0.00322316-0.00341579j 0.00906186-0.00437297j -0.00424836-0.00487699j -0.00443189-0.0021378j 0.00923056+0.00455834j 0.0112335+0.00747491j 0.00963516+0.000554958j 0.00411202+0.00338702j 0.00297912-0.00605828j -0.00452283+0.00740553j -0.00148121+0.00161942j 0.00804109-0.00666154j -0.00462136-0.00127114j 0.00347492+0.00271666j 0.00416553+0.000773799j -0.00100079-0.002998j 0.00863644+0.00927877j -0.00208849-0.00325752j 0.000656646+0.00117967j 0.00196626+0.00233677j -0.00215221-0.00125875j -0.00210456+0.00411583j -0.00423496-2.45485e-05j -3.55434e-05+0.000470185j -0.00402073+0.00115471j -0.00526184+0.00507875j -0.00175686-0.00122483j -0.000735767+0.0031156j 0.00352066-0.00419755j -0.00384343+0.00426438j 0.00274853-0.0038727j 0.00701297+8.7683e-05j 0.00112782-0.00200168j 8.69293e-05-0.0040598j -0.000451076+0.000641324j -0.00400341-0.000958912j 0.00342062-0.000404679j 0.00287052-2.45165e-05j 0.00474329-0.000755684j -0.00015245-0.00065133j 0.00802197+0.00161433j 0.0027034-0.00567984j 
-0.00195141+0.00288627j 0.00178979+0.00127476j 0.00025245-0.000151621j -0.00130963-0.000715884j 0.00243819+0.000717761j -0.00359232-0.000935184j 0.00138209+0.0012418j -0.000139121-0.00054023j -0.000981627+0.00211626j 0.000753271+0.000957244j 0.00101292-0.0020514j 0.00196704-0.00275359j -0.0019432+0.00272579j -0.00148389+0.000641833j -0.000338471+0.00114394j 0.00246064-0.00263313j 0.00299505+0.000685521j -0.00127098-0.0017855j -0.00178774-0.000708071j -0.00444656-0.000946138j 0.000766975-0.00430074j 0.000431283+0.00356708j 0.00114614-0.000445946j -0.00255595+0.00336124j 0.00232509+0.00152749j -0.00059674+0.000965936j -6.28985e-06+0.00159679j 0.000998854+0.000121254j 0.00210305-0.00289085j -0.000848273+0.00112221j -0.00245602-0.00208954j 0.00165893-0.0036022j -0.0014673+0.0005258j -0.00306986-6.28668e-05j 0.00378232+0.00174058j -0.00448128+0.00248289j -0.00523485-0.00391721j 0.00069549-0.00374273j -0.00149523-0.00216555j -0.00524554+3.38095e-05j 0.0010141+0.0012437j 0.00526512+0.000428654j 0.0040014+0.000616768j -0.000665195+0.00226596j 0.0049691-0.00233656j 0.00273269+0.00451037j -0.000332366-0.00176677j -0.000620916-0.000405424j 0.00259599-0.00147555j -0.00103695-0.00156202j 0.00102712-0.0055337j 0.00793955-0.00193711j 0.00649815-0.00716978j -0.00292912-0.00261693j 0.00227343+0.000542473j -0.00107387-0.00261527j -0.00241457-0.0035454j -0.00378924-0.00616722j -0.00377548-0.00174036j 0.011782-0.00297944j -0.00376684-0.00561482j -0.00375756+0.0112993j 0.00576641-0.00151403j -0.00123593+0.00269933j 0.00557436+0.00816613j 0.00230069-0.000120175j -0.00410584-0.00331182j -0.00773359-0.00202376j 0.000562114-0.00245879j 0.00110799-0.000760081j 0.00428041-0.00389832j -0.000845452+0.00184743j 0.000930155+0.00374404j 0.00413972-0.00045932j 0.00133106-0.00186838j 0.000221806+0.00377536j -0.000369015+0.00343257j -0.00254541-0.000546258j -0.00405701-0.00258434j -0.00225313+0.00206029j 0.00698356+0.00236839j 0.00523425-0.00156033j -0.00227561+0.00483777j 0.00294986-0.000816049j -0.00129125+0.00620594j 0.00923313-0.00778784j 0.000112014-0.00343496j -0.00197973+0.00278908j -0.00498048+0.000340613j 0.00441276+0.000839958j 0.00656929-0.00198209j -0.0075453+0.00543056j 0.00671542+0.000463239j -0.00010574-0.0051447j -0.00549948-0.00348616j 
-0.0022291+0.000132341j -0.0010936-0.00172273j -0.00305648+0.000260222j 0.000962414+0.00115813j 0.000527569-0.000833051j 0.000125218+9.20202e-05j 0.000173024-0.00237391j -0.000295725-0.000291435j -0.00105012-0.0013875j -0.000559495+0.00243905j 0.000368227-0.00117094j -9.97992e-07-0.00121681j -0.0041616+0.000985446j 0.00016046+0.0015304j -0.000597133-0.00276873j -0.000259182-0.00140935j 0.000390142-0.00010998j -0.00179498+0.000509449j -0.00339301-0.000489476j 0.00163341-0.00070199j -0.00312831+0.00115204j -0.00072093+0.000497556j 0.00165486+0.000410937j 0.00153566-0.000652379j 0.00182023-0.00273982j 0.000725756-0.00251173j -0.000348722+0.000720051j 0.000249826-0.000214263j -0.00233021-0.000868754j 0.000642003-0.000943934j -0.00268925+0.000557989j 0.00131381+0.000807299j -0.00497802-0.00113016j -0.00274772+0.00116693j 0.0020645-0.00149142j 0.00301621-0.000912498j -0.000232795-0.00143786j -0.00127971-0.000720506j 0.00532741+0.00261562j -0.000466497+0.0014619j 0.00113747+0.0022805j -0.00226107-0.00233807j -0.00147764+0.00410828j -5.20612e-05+0.000134097j -6.121e-05-0.000195039j 0.00178384-0.00203407j -0.00112334-0.000331378j -0.000591576+0.00251107j -0.00047692+0.000863197j -0.00519596-0.000202663j -0.000885137-0.00186231j 0.00306958-0.00172531j -0.000832254+0.00143309j -0.00278478+0.000819135j 0.00215861+0.00141186j 0.00171923-0.00217542j 0.000666901-0.000355487j 0.00188549-0.00116088j -0.00327965+0.00648743j 0.00232652+0.00221805j -0.00216649+0.00823998j -0.00254242+0.00592109j 0.000614614-0.000358117j 0.00132902+0.00304514j 0.00136464-0.00242986j 0.000158252-0.00077751j 0.000590085+0.000244015j 0.00333879+0.00259355j -0.00220265+0.00226108j -0.00321529+0.000431963j -0.00603099-0.000195283j 0.00299625+0.00065398j 0.00114534-0.00106062j -0.00203788+0.00489845j 0.00237121+0.000338022j 0.00385926-0.00226j 0.00165517-0.00383793j 0.00117111-0.00323685j -0.00344446+0.00430071j 0.000260105-0.000453891j -0.00247638+0.00189988j -0.000320778-0.00106836j 0.00107694+0.00400432j 0.00197347-0.00145205j 0.00236538-0.00016105j 0.00223376+0.00146537j -0.00642682+0.000834264j -0.00133931+0.00191165j -0.00131284-0.004295j 0.00152836-0.00132125j -0.000543669-0.00218704j -0.00497722-0.00399686j -0.00227806-0.000993963j -0.00271445+0.000277992j -0.000360574+0.00490207j 
-0.000213057-0.00472925j 0.0019191-0.00176882j 0.000944735-0.00484384j 0.00038463-0.0012399j 0.000782546-0.00220664j -0.000930925-0.00144523j -0.000272697-3.92013e-05j 0.000802673+0.000887837j -0.00114985+0.000340599j -0.00102473-0.00298989j 0.000313474+0.00119962j 4.25497e-05+0.00110634j 0.00492556-0.0031169j -0.00196463-0.00173826j 0.000792635+0.00144522j -0.000591754+0.00163113j -0.000656929-0.00104777j 0.00368388-0.00130907j 0.00287221-0.00189372j -0.00152513+0.00149606j -0.000199827+0.00238547j 0.00180147-0.000908785j -0.000861633+0.00261985j 0.00218659-0.00456413j -0.00154906+0.00189107j 0.00285182-0.00133245j -0.000493291+0.00230983j -0.00168695+0.00131538j -0.000607638+0.000964614j 0.0010123+0.000778206j 0.00232799-0.00491723j -0.00225994+0.00218528j 0.000572408+0.00142149j 0.00150788+0.00145994j -0.00433071-0.000845829j 0.00183019+0.0017401j 0.00103743+0.00140029j 0.00127283-0.00125701j -0.00315672+0.00104517j -0.00106955-0.000651411j 0.00105079+0.000953924j -0.000833617-0.00440902j 0.00258696-0.00469817j 0.000889074+0.00235395j 0.00172933+0.000239834j -0.000959516-0.00193925j 0.000981758-0.00326669j -0.00223329-0.00120208j -0.000392652+0.000401519j 0.00396379-0.00117085j 0.00119047+0.00132042j 0.00208936-0.00301306j 0.000184111+0.00301788j 0.000673073+0.00143006j -0.00233878+0.00406447j -0.00202459+0.000393977j -0.00144347+0.000245286j -0.00188044+0.00488265j -0.00383916+0.0019948j -9.45237e-05+0.00200906j 0.0015398-0.00173467j -0.000225899+0.000889293j 0.00238549-0.00123326j 0.00160909+0.00116608j -0.00104527+0.00465957j -0.000984238+0.00112018j -0.00241328+0.000633204j -0.00456936-0.00287601j -0.00132605-0.00169227j 0.000298642+0.000890369j -0.0033332+0.00577221j 0.00179397-0.00291143j 0.000557792+0.00152454j -0.00475052+0.00106102j -0.00352539+0.00218642j 0.00321757+0.00285117j 0.00130056+0.00300306j -0.0016995+0.00129897j 0.00330866-0.00480193j -0.000494386-0.00179141j -0.00432682-0.00305151j 0.00176989+0.00419168j 0.00282804-0.00101503j 0.000453131-0.00103453j 0.000396449+0.00401115j -0.00062943+0.00368099j -0.000100165+0.00557758j -0.00118332-0.000684401j 0.00385463+0.000657342j -0.0023039-0.00151765j 0.00305083-0.00323479j -0.00557611+0.000310185j -0.00247265-0.00459598j 0.000726292+0.000204211j -0.00377874+0.00441507j 
4.53443e-05-0.00148734j -0.00193347+0.000685258j -0.000100188-0.00100145j -0.00108783+0.000853626j 0.000697215-0.000731227j 0.000404453+0.00182964j 9.84908e-05-0.000894363j 0.000324495+0.00405315j 0.00464964-0.00301072j 0.000119863-0.0007082j -0.00189129-0.00158843j -0.00472398+0.0009121j 0.000635544+0.0021471j 0.000935297-0.000861635j -0.000952998+0.00062558j 0.000995959-0.00336334j 0.00242885+0.000158473j -0.000349491-0.000888528j -0.000579903+0.000425855j -0.00468447+0.00292187j -0.0055413+0.00651789j 0.00264193-0.00070132j 0.000228612+0.00128806j 0.00318694+0.00500301j 7.77366e-05-0.00984912j -0.00578252+0.000152812j -0.00202964+0.00433033j 0.00081098-0.0017055j -0.00475916-0.00148892j 0.00131354-9.27872e-05j -0.00117127+0.00170172j -0.00215384-0.00179902j -0.00103534-0.000522146j 0.000107579+0.00448069j 0.00294091-0.000137238j 0.00514719+0.00550658j 0.00230302+0.000264086j 0.00269647+0.00187816j -0.00681896-0.0050845j -0.00551155-0.00200355j 0.00275559+0.00834136j 0.0035722+0.000371394j -0.00241924+0.00330054j -0.00159144-0.00126005j -0.000903041+0.00381395j 0.00436288+0.00159299j -0.000804452-0.00366868j 0.00330685-0.000842718j -0.00180576+0.00246764j -0.00377716-0.00175418j -0.00104499+0.000807747j 0.00212671+0.00422259j 0.00208767-0.00412715j 0.000901061-0.00291752j -0.00741874-0.00243501j 0.000188983-0.00319015j 0.00199768-0.00343279j -0.00291679-0.00146927j -0.00600893-0.00348526j -0.00552063+0.00467457j -0.00266377+0.00182496j -0.00325763+0.00160682j 0.000302746-0.000960856j 0.00177542+0.0023471j -0.00589014-0.00259232j 0.00187368+0.000259781j 0.00355112-0.00117992j 0.000839937-0.00407223j 0.00020479-0.00234926j -0.00372482+0.00215932j -0.00204347-0.00337512j 0.0004263+0.00450965j -0.00408535-0.00175936j -0.00378054-0.00240695j -0.00181769-0.000847308j 0.000342726+0.00117264j 0.0013679+0.000993904j 0.000708736-0.00386761j -0.00073865+0.00233729j 0.00195073-0.00289362j -0.000297698-0.00466099j -0.0014366+0.00369845j -0.00166251+0.00722906j -0.00272114-0.00533242j -0.0013581+0.00300489j -0.00261735+0.00262252j -0.00692246+0.00283246j 0.00137754-0.00154874j 0.00196864+0.00162346j -8.40689e-05+0.00215636j 0.000978378+0.00454553j 0.00369957-0.011826j 0.00330038-0.00546879j -0.00333036+0.0055484j -0.000325697+0.000302768j 
0.00290877+0.000205345j 0.00241808-0.000347349j 0.00107501-0.000177605j -0.0010488-0.000122731j 0.0025898-0.000725457j 0.00179319+0.000290321j -0.000349041+0.000168549j 0.00122461-0.000958527j -0.00143026-0.00218484j -8.91959e-05+0.000802434j -0.000803034+0.000362217j -0.0018519+0.00255219j -0.00165839-0.000869924j 0.00163541-0.000956181j 0.000715974+8.40444e-05j -0.000748672-0.00227866j 0.00119277-0.00428575j -0.00261512+0.000796804j 0.0032626+7.51707e-05j 5.15406e-05+0.00470109j -0.000319272+0.00318941j 0.000369492-0.00413082j -0.00191366-0.00137425j 0.00139825-0.00337952j -1.04231e-05+0.00435144j -0.00217057-0.000405215j -0.00453901-0.000384498j 0.000200052-0.000316308j -3.79486e-05+0.000929638j 0.00333579+0.00327136j 0.000429978+0.00152894j -0.00259067+0.000229726j 0.000726456+0.00123511j 0.00130967-0.00307444j 0.00301652+0.00167653j -0.00374212+0.000464915j -0.000462775-5.47892e-05j 0.000597684-0.0036694j -0.0012181+0.00636527j -0.00279459+0.00206824j 0.00236369-0.00712711j 0.00974983+0.00156681j 2.49138e-05-3.11145e-05j 0.00148461+0.001403j -0.000311665+0.000168262j 0.00475729-0.00618677j 0.00142197-0.0021301j -0.00354821+0.00454002j -0.00152424-0.00429623j 0.00095904+0.00187363j -0.00223842+0.00299236j 0.000426802-0.00355741j 0.000414906+0.00411491j 0.0015404-0.00114636j 0.00504603-0.000543485j -0.00993987-0.000515221j -0.00420183+0.000793237j 0.00107186-0.00214785j 0.000852376-0.00203998j 0.00500971-0.000236087j -0.00957209-0.000999546j 0.00658466+0.00055984j -0.00769631+0.00148242j -0.00186276+0.00365383j 0.00326438+0.00556327j -0.000888384-0.000997046j 0.000270378-0.00250411j -0.000827855-0.000198518j 0.00172769-0.00373156j 0.00214351-0.00065918j 0.00313971-0.00331815j -0.000804457+0.00248022j 0.000596222+0.00308194j 0.00224609-0.00216757j 0.00195826-0.000983497j -0.00112855+0.0032372j -0.000329422+0.000779542j 0.00113198+0.00195638j -0.00346785+0.00052885j -0.00159018+0.00171091j 0.00367973-0.00261007j 0.00107502-0.00173588j -0.000311799+0.00337147j -0.00433166+0.000995177j -0.00469966-0.00562896j 0.00102575-0.00492383j 0.0123765-0.00794988j -0.00809311-0.00486186j 0.00184132+0.00255708j 0.00308401+0.000403646j 0.00583796+0.00355746j -0.00293163-0.00253504j 0.00152527-0.0046913j 0.00169533+0.00425451j -0.000410182-0.00336573j 
0.00291259-0.00445926j 0.00695116-0.00211441j 0.00339158-0.00449394j 0.000610404+0.003919j 0.000727897+0.00229738j 0.00152566+0.000358675j 0.00123946-0.000137746j 0.000165188+0.0012235j -0.00278676+0.00113736j -0.000248027-0.000784081j -0.000744401-0.0020727j 0.00223752-0.00142929j -0.00497671-0.000529272j -0.00057256-0.000554791j 0.00339135+0.000136086j 0.00208983-0.00222321j 0.00249931-0.00250791j -0.000184735+0.00147366j 0.00399357-0.00316844j -0.00197916-0.00447584j -0.00114156+0.0010868j -0.000739204+0.00250312j -0.00274347+6.19208e-05j -0.00258382+0.00402449j 0.00547072+0.00395264j -0.00217733-0.00392345j -0.0047638+0.00293446j 0.00143047-0.000550355j -0.000996168-0.00033181j 0.00273818+0.00131668j -0.00278339-0.00179042j 0.00290886-0.00187835j -0.00146006+8.13699e-05j 0.00252042-0.00196496j -0.00339406-0.00131973j -0.0101488+0.00519738j -0.000893517-0.000508071j -0.000831574+0.00175813j -0.00505715-0.00505477j -0.00213944-0.00015453j -0.00650335-0.00373143j 0.00605844+0.00378397j -0.000276896+0.00131498j 0.00376541+0.000834783j -0.00480489-0.00165282j -0.00133231+0.00276289j 0.00320292-0.000861555j -0.00353016+0.00195136j -0.00318274+0.000314422j -1.65812e-05+0.0026015j 0.0047842-0.000665187j -0.0046386+0.00264861j 0.00725418-0.00664147j 0.00471442-0.00604383j -0.00489573-0.000781012j 0.00385864+0.00130167j -0.00156306+0.000617239j 0.000531664-0.000949481j -0.00758888+0.00235123j -0.000426834-0.00420795j -0.00318328-0.00350128j -0.00296698-0.00288187j 0.0106408+0.00353932j -0.00128285+0.00120578j 0.000160875-0.00262555j 0.00188941+0.00551925j -0.000531227+0.00248325j -0.000389813-4.53923e-06j 0.000929726-0.00488039j -0.000100612-0.00446665j 0.00340621-0.000995232j -0.00049344+8.92035e-05j -0.00113463-0.00238398j 0.00367486-0.00145046j -0.000215549-0.00541018j -0.00344632+0.00147189j -0.000719882+0.00143018j 0.000476419+0.000761823j -0.00016733-0.000163673j 0.00057324+0.00146364j 0.00023064-0.00548839j -0.00510878+0.00252448j -0.00319857-0.000624303j -0.00053652-0.0014343j -0.00344081+0.00541898j -0.00402351-0.00238036j -0.00384762+0.00115502j 0.00426279+0.00175815j -0.00575704+3.37113e-05j -0.000207057+0.000799574j -0.00444445+0.00298317j 0.00589775+0.00287447j 0.00880497+0.000272276j -0.0124068-0.00677084j -0.00727051+0.00595894j 
-0.00101965-0.00189262j 0.000264568-0.00199272j 0.000612286-0.00192183j 0.00180674-0.000574402j 0.0016908+0.00049856j -0.000220157-0.000661466j -0.00112755-0.00407668j 0.00050287-0.00133257j -0.00092923-0.00293625j -0.00102215-0.000521391j -0.00292291-0.000621375j -0.00281185+0.00450614j -0.000274381+0.00228799j 0.00200798-0.00283068j -0.00116817-0.00143497j -0.00158926-0.000905301j 0.00236704+0.000513336j 0.000287363-0.000206873j -0.00130338-0.00208266j -0.000874391-0.00157025j 0.0010669-0.00183687j -0.00135254+0.00299456j -0.000182543+0.00107161j 0.00258442-0.00126375j 0.00149582-0.00282317j -0.00190662-0.000742974j -0.00102992+0.00295454j 0.00041186-0.000299269j -0.00186532+0.000527627j -0.000974647-0.000690972j 0.00259578-0.000406522j 0.000421422+0.00174925j -0.0016836-0.00110246j 0.000955218-0.00142375j 5.96602e-05-0.00340784j 0.00247406+0.00131806j 0.00287916+0.000792177j -0.00152629-0.00165051j 0.000492733+0.00350416j 0.00120813+0.00648832j -0.000748739-0.000251406j -0.00173064-0.00540216j 6.55961e-05+0.00396437j -0.00231655+0.000925431j 0.000132257-0.00306879j -0.00133488-0.00121269j -0.0048897-0.00139348j -0.000353988-0.00297027j 0.000823357-0.000839977j -0.00099877-0.000966596j -0.00163058+0.00216479j -0.00341775+0.00117101j 0.00271119+0.00131389j 0.00370896+0.00111359j 0.00346724-0.00364863j -0.00203843+0.00270928j 0.000209309-0.00124203j 0.00103058+0.00313145j -0.000510547-0.00355984j 0.00214806+0.00335602j 0.000991836+0.00912111j -0.000895523+0.002855j -0.0011719-0.000192787j 0.00590552-0.00131101j 0.00393999-0.00473735j 0.00131235-0.000270799j -0.00224693-0.00279465j -0.0063974+3.41437e-05j 0.000454843-0.00247038j -0.0041924-0.000646248j -0.000613592-0.00150304j 0.000133987+0.0031342j 0.00200465-7.95494e-05j 0.00136854-0.00203062j 0.00172094-4.68506e-06j -0.00107149+0.00158511j -8.68182e-05+0.00102776j -0.0019507+0.00113897j -0.00209911+0.00142829j -0.0005229+0.001507j 0.000492543-0.0044303j 0.00128616-0.00260901j 0.000950975-0.00222068j -0.000435357+0.00333712j 0.00179061+0.00296605j -0.00055377-0.00276082j -0.00757494-0.0122283j -0.00158403+0.00126259j 0.00412079-0.00182764j 0.000546226-0.00273799j 0.00250094-0.00526194j -0.000849701+0.00336887j 0.00152359+0.00304786j -2.13319e-05-0.0042674j -0.00433151+0.00622048j 
0.00161384+0.00482325j -0.00196198-0.00465958j -0.000692536-0.000781881j 0.000589125-0.00162725j -0.000871256-0.00358606j -0.000182571+0.00207408j -0.00243973+0.00141197j -0.00112797+0.0039073j -0.00277453+0.000554661j 0.000605052+0.00482839j -0.000715599+0.00309019j -0.00193062-0.000251224j -0.00405137-0.000873954j -0.00136777-0.000416513j -0.00211189-0.00164294j -0.000301746-0.00144005j 0.00203864-0.00993254j -0.000688733+0.000154388j 0.000135111-8.74446e-05j -0.0030435+0.00161293j -0.00416375+0.003801j -0.00162809-0.00137332j -0.00268749-0.000203747j 0.00100447-0.00488847j 0.00298903-0.0020971j -0.00215365-0.00184152j -0.00700724+0.00372767j 0.00209343-0.00210073j -0.00536491-0.004484j 0.00405807+0.00100225j 0.000739199-0.00123149j -0.000966614+0.000986855j -0.000868529+0.000447978j 0.000220594+0.00317736j 0.00185797-0.00143038j -4.62897e-05+0.00361562j -0.00380588-0.00132258j -0.00194667-0.000911993j -0.00291153+0.00210742j 0.00198+0.00343705j 0.00193756-0.00253782j 0.00359334+0.000789551j 0.00190399-0.00485288j 0.00333765+0.00361885j -0.0046849-1.3789e-05j 0.00185544-0.00198069j -0.00217759+0.00132347j 0.000574661+0.00643695j -0.0024364-0.000857198j -0.00297499-0.00350277j -0.00215202-0.000902652j 0.0075547-0.00284677j 0.00390397+0.0046375j -0.00104263+0.00259952j 0.00518311-0.00251213j -0.0032732-0.00584807j -0.00186263+0.000788352j 0.000131572-0.00231095j -0.000320677+0.0011045j 0.00452247+0.00134231j -0.00624214-0.000834092j 0.00317594+0.00245768j 0.000105409+0.00199364j 0.00159045+0.00144457j 0.00264827+0.00408538j 0.000449548-0.00455311j 0.0016489+0.000229206j -0.000824391-0.000941706j -0.000737948-0.000767038j 0.00170528+0.0019679j 0.00139509+0.0020219j 0.000444453+0.00112701j 0.00427116+0.00130497j 0.000720576-0.00468313j 0.00409527-0.0015683j 0.00768562+0.00140668j -0.000805516+0.00266638j 0.000572831-0.00163051j -0.00159508+0.00139242j -0.00269808+0.00170707j 0.00382121+0.00207529j 0.00136854-0.00128962j 0.00176081-0.000566174j -0.00226668+0.00206664j -0.00257969-0.00342437j 0.00642332-0.0017944j 0.00364152-0.00214804j -0.00574377+0.00570686j -0.00258305-0.00169763j -0.000322804+0.000477035j 0.00872025-0.000160412j -0.00570297+0.000645559j -0.00338968-0.000749896j -0.000439929+0.00199698j -0.00302328+0.00131389j 
3.5977e-05-6.36618e-05j 0.0014181-0.00183939j 0.00113724-0.000314492j 0.00100846+0.00315074j 0.00129462+0.000463626j 0.00112061+0.000765552j -0.00334301+0.00198336j -0.0053532+0.00287858j -0.00141636+0.00417084j 0.000544185+0.0037224j -0.00199199+0.00330854j 0.00184533-0.000928891j -0.00108533+0.00260129j -0.000912686-0.00158131j -0.000844058+0.000763252j 0.00313656-0.000575318j 0.00175818-0.0035994j -0.000814702-0.0012777j 1.21177e-05-0.00263264j -0.00340316-0.00130171j -0.00471468+0.00281477j 0.000217495-0.00208056j -0.00304348+0.00196494j -0.000797395-0.00229013j 0.000558796-0.000692397j -0.00117131+1.8546e-05j -0.0036131-0.0011665j 0.00100988-0.000359006j -0.000447591+0.00115664j 0.00269806+0.00128659j 0.00074394-0.000106594j 0.00117776-0.000170145j -0.00185141+0.000858021j 8.45479e-05-0.00118215j -0.00226692-0.00199276j -0.0017042+0.001125j -0.000114851+0.00231677j 0.000704459-3.64014e-05j 0.000145936-0.000794289j 0.00056817+0.000121155j 0.00111672+0.0031278j 0.000983909+0.00131276j -0.00140058+0.000513879j -0.00237875-0.00134992j 0.00404447+0.000570732j 0.00268198+0.00181431j 0.000120203-0.00423073j 0.00293862+0.00178933j -0.00221414-0.00103328j -0.00155232+0.00199212j 0.00323318-0.000263075j -0.00341826+0.000644274j 0.00111434+0.00122074j 0.00402066-0.000184453j 0.000389561-0.00493221j -0.000166165-0.00392743j 0.000764241+0.000861996j -0.0039244+0.000537597j 0.00121782-0.00129448j -0.00360981+0.000904456j -0.00260076+0.00122376j -0.00189357-0.00233095j -0.00120353-0.00191297j 0.00164476+0.000269047j -0.000237779-0.000619557j -0.000637435+0.00392644j -0.00332987-0.00264517j -0.00167066+0.00200085j 2.39532e-05+0.00257065j -0.00400109-0.000738241j 0.0018512+2.8567e-05j -0.00252169-0.00250988j -0.00268877+0.000615335j -0.00212291-0.00233869j -0.00210513+0.000803182j -0.00141303+0.000489409j 0.00104612-0.00126553j 0.00395706+0.00123916j 0.000261227+0.00102351j 0.00121182-0.00256234j 0.00231211-0.000263177j -0.00123254-0.00346311j -0.000793956-0.00103357j -0.00087242-0.00226512j 0.000384765-0.000197171j -0.00184372+0.00312809j -0.00220931-0.000456929j 0.00239953+0.00186937j 0.00423045+0.00104689j 0.000684972+0.000552542j -1.33769e-05-0.000871573j 0.00185486+0.00037621j 0.00281371-0.00333677j -0.00181654+8.3106e-05j -0.00278298-0.00117852j 
