0.70996-0j 0.717317-0j 0.0831455-0j 0.102887-0j 0.0600176-0j 0.0505971-0j 0.00730306-0j 0.0590299-0j 0.0361483-0j 0.00852024-0j 0.0516512-0j 0.00521756-0j 0.00745521-0j 0.021305-0j 0.00307512-0j 0.0367194-0j 0.00649114-0j 0.000540929-0j 0.041479-0j 0.0338675-0j 0.00733253-0j 0.0342185-0j 0.000611044-0j 0.0296341-0j 0.00598698-0j 0.0244468-0j 0.00604903-0j 0.000498915-0j 0.00523861-0j 0.00781088-0j 0.000504085-0j 0.000436551-0j 0.00432163-0j 0.00138078-0j 0.000360136-0j 0.000115065-0j 0.0288474-0j 0.00480791-0j 0.00294423-0j 0.0319283-0j 0.000600989-0j 3.54136e-05-0j 0.0252415-0j 0.00532138-0j 0.0168277-0j 0.0255031-0j 0.00325867-0j 0.000665172-0j 0.00420692-0j 0.0294484-0j 3.91957e-05-0j 0.00280461-0j 0.0104116-0j 0.0025762-0j 0.00425052-0j 0.0171783-0j 0.00171747-0j 0.0026029-0j 0.000525865-0j 0.0182203-0j 0.000350577-0j 0.00490807-0j 0.000531314-0j 3.09869e-05-0j 0.0106285-0j 0.00300557-0j 0.00173527-0j 2.06579e-05-0j 0.00286304-0j 3.1308e-05-0j 0.00277271-0j 0.00106263-0j 0.00175325-0j 0.00303672-0j 0.000613509-0j 0.0018596-0j 0.000216908-0j 0.00177142-0j 3.61514e-05-0j 0.00035788-0j 0.000379589-0j 0.00108477-0j 1.27814e-05-0j 0.000462118-0j 2.10883e-05-0j 0.000221427-0j 0.000282988-0j 2.23675e-05-0j 5.77647e-05-0j 1.30477e-05-0j 3.40382e-06-0j 
0.000355639-0j -0.000359179-0j 0.00794276-0j 0.00478713-0j -0.00263234-0j 2.53455e-05-0j 0.0163675-0j 5.73036e-05-0j 1.81077e-05-0j 0.0370052-0j -2.58631e-05-0j 0.0116935-0j -0.0167017-0j 5.09569e-05-0j 0.0329067-0j -0.00268071-0j -0.000310869-0j 0.00371495-0j 0.00294198-0j 0.0049319-0j 0.000341167-0j -0.00498099-0j -0.00407702-0j 0.00210185-0j 0.000571927-0j -0.0016345-0j -0.00057762-0j -0.00683465-0j 0.000243742-0j -0.00603141-0j 0.00690268-0j -0.00291276-0j -0.000189544-0j -0.000699432-0j 0.00226509-0j 0.00835836-0j 1.44505e-05-0j 0.0335577-0j 1.47485e-06-0j -1.55385e-05-0j 0.00134693-0j 0.000489831-0j 1.26442e-05-0j -0.0360842-0j -4.20579e-05-0j -1.277e-05-0j -1.58589e-06-0j -0.00144833-0j 0.0293629-0j 2.85872e-05-0j -0.00052671-0j -0.0976688-0j 5.21546e-06-0j 1.29049e-06-0j -0.0296552-0j -1.57195e-05-0j -4.29251e-06-0j -1.30334e-06-0j 0.00117856-0j -9.12336e-06-0j -0.0039202-0j 0.0663866-0j -0.00119029-0j 0.000428602-0j 2.5421e-05-0j 2.91767e-06-0j 0.0121116-0j -0.00142564-0j -0.0365045-0j -0.000432868-0j 2.54491e-05-0j 5.32301e-07-0j -1.60436e-06-0j -0.0211867-0j 0.0026646-0j -9.31149e-07-0j 0.000486131-0j 0.0590339-0j 0.000969025-0j -0.0014652-0j -0.000850385-0j 2.59452e-06-0j 0.000176789-0j 0.0590991-0j -0.000532846-0j 0.00236948-0j 2.59739e-06-0j -0.000309256-0j 0.0023721-0j 0.0008617-0j 0.000862653-0j 
-0.000688835-0j -0.00736134-0j 0.00381597-0j -0.018552-0j -0.0356891-0j -4.90916e-05-0j 0.000677435-0j 0.000225018-0j -3.50727e-05-0j -0.00310511-0j -0.000530061-0j 0.000483983-0j 0.00731453-0j 0.000386378-0j -0.00533179-0j -3.56269e-05-0j 0.000297911-0j 7.55275e-05-0j 0.000158115-0j -3.28598e-05-0j -0.00132216-0j -0.000351161-0j -0.000335198-0j 0.000112963-0j 0.000274773-0j 0.000307323-0j 0.0029364-0j 6.96614e-05-0j -0.000944594-0j -0.000385158-0j 0.000744446-0j -0.000239477-0j -0.00256983-0j 0.00322069-0j -0.000651513-0j 0.00081652-0j 0.00548269-0j 0.000220659-0j -2.85663e-06-0j -0.023841-0j 5.57479e-05-0j 6.60432e-06-0j 0.00479735-0j -0.000959519-0j 0.00319824-0j 0.0512676-0j 1.24218e-05-0j -0.000242415-0j 0.000193077-0j -0.0219893-0j -2.87183e-05-0j 0.000128718-0j 0.00197881-0j -2.49955e-06-0j 0.00206334-0j -0.0423016-0j -1.66636e-06-0j -2.67118e-05-0j 4.87794e-05-0j 0.0366274-0j 3.25196e-05-0j -0.000884994-0j 0.000521289-0j 5.77878e-06-0j -0.0377578-0j 1.1457e-05-0j 7.96401e-05-0j 3.85252e-06-0j -0.00170249-0j 6.17557e-05-0j 0.0753316-0j -1.03101e-06-0j 2.20402e-05-0j 0.00147412-0j -0.000223587-0j -1.90838e-05-0j 2.01205e-05-0j -0.00151962-0j -2.64878e-05-0j -0.000430122-0j 0.000372427-0j 1.96728e-05-0j 2.38362e-06-0j 0.00303183-0j -5.09554e-05-0j -0.000383921-0j -3.92497e-05-0j 4.41204e-05-0j 0.00076597-0j -4.54822e-05-0j 9.07426e-05-0j 
-2.00827e-06-0j 1.97131e-06-0j 5.65671e-05-0j 9.96343e-07-0j -7.9921e-05-0j 4.31962e-07-0j 0.00287929-0j -2.37674e-09-0j -1.02253e-07-0j -1.58424e-05-0j 1.41947e-07-0j -0.000681577-0j 0.00094616-0j 1.77366e-07-0j 0.00118225-0j -1.03868e-07-0j 4.41618e-06-0j 0.0101333-0j 5.04046e-09-0j -9.58011e-08-0j -2.14306e-07-0j 9.40384e-08-0j -0.000491742-0j -1.19316e-09-0j 4.07318e-06-0j 1.35353e-07-0j -3.99823e-06-0j 0.00934625-0j 5.07298e-08-0j 8.68062e-08-0j -0.00917428-0j 0.000116404-0j -5.7548e-06-0j -3.69074e-06-0j -0.0132049-0j -0.00846872-0j -8.16009e-08-0j 3.27101e-06-0j -8.32835e-09-0j -1.28554e-09-0j -7.8508e-05-0j -0.0627548-0j 2.15494e-07-0j 5.15313e-08-0j -4.76005e-08-0j -2.11529e-07-0j -1.31205e-10-0j -1.23681e-06-0j -8.63818e-06-0j -1.18569e-09-0j -0.000988636-0j 1.90809e-06-0j -2.94513e-08-0j 2.19938e-08-0j 8.47924e-06-0j 9.51094e-08-0j -4.85821e-09-0j -2.15891e-08-0j 0.000207327-0j 5.00726e-08-0j -4.57963e-05-0j 4.75289e-08-0j -0.000203512-0j 0.165725-0j 8.84829e-08-0j -1.21014e-10-0j 1.18057e-06-0j -0.036607-0j -3.8125e-06-0j -0.162676-0j 3.8546e-08-0j -3.00586e-09-0j 9.70706e-09-0j -2.00718e-06-0j -1.14075e-06-0j 5.11051e-09-0j -2.8335e-05-0j -3.54688e-06-0j -0.00091185-0j 9.15045e-05-0j 4.81747e-05-0j 9.03075e-09-0j -0.0226494-0j -1.54513e-06-0j 0.0731435-0j 8.51292e-05-0j 3.93408e-09-0j 0.0385081-0j 3.7085e-05-0j 0.0680474-0j 0.0296436-0j 
-0.00173208-0j 0.00162883-0j 0.000206157-0j 0.000491308-0j 0.000576186-0j -0.0120704-0j 1.81077e-05-0j 0.027563-0j 0.0255939-0j -4.13492e-05-0j 0.0111035-0j -3.83953e-05-0j -1.66572e-05-0j -0.00591392-0j 8.8719e-06-0j -0.0132689-0j -0.00154852-0j 1.34121e-06-0j 0.0293375-0j 0.012042-0j 0.00342379-0j -0.0113241-0j -2.96543e-06-0j -0.0622067-0j 0.00140534-0j 0.033656-0j -0.00132157-0j -1.2172e-06-0j -0.00725975-0j 0.0365703-0j 1.14464e-06-0j 6.28785e-06-0j 0.00392778-0j 0.00426789-0j -3.40195e-06-0j -3.69652e-06-0j 7.15263e-05-0j -0.00173738-0j -0.00141205-0j -0.00015495-0j -0.000143371-0j 8.78068e-08-0j -6.15816e-05-0j 0.00376373-0j 4.17237e-05-0j 5.79106e-05-0j 0.00305897-0j 0.00031059-0j 0.00149582-0j 0.000140622-0j -1.90219e-07-0j -0.00101347-0j -0.000127834-0j 0.00121572-0j -0.00140665-0j 0.000164916-0j -0.000823695-0j -0.00114325-0j 0.000123438-0j -0.000122793-0j -8.36334e-05-0j -0.00341572-0j -0.000116079-0j -7.55985e-08-0j -3.0172e-05-0j -0.00277612-0j 0.00310508-0j 5.12207e-08-0j -0.00400581-0j 7.1092e-08-0j -0.000304116-0j 0.00252365-0j -0.00325572-0j 0.00298263-0j -0.000281872-0j 0.00242413-0j 0.000256237-0j 0.000732879-0j 1.7263e-07-0j -0.000330567-0j 0.000246133-0j 0.000595646-0j -1.56931e-07-0j 0.00738697-0j 2.02454e-07-0j 6.04785e-05-0j 0.00600375-0j -1.50742e-07-0j 0.000609587-0j -3.70396e-08-0j -3.73337e-07-0j 
0.000307992-0j -0.000311058-0j 0.00340334-0j 0.00205121-0j -0.00112791-0j -0.00424572-0j -0.000302895-0j -0.00959912-0j -0.00303329-0j -0.000684814-0j 0.00433241-0j -0.000216399-0j 0.00030908-0j -0.00853597-0j -0.000608967-0j 1.59295e-05-0j 0.025765-0j -3.37699e-05-0j -1.7482e-05-0j -2.93066e-05-0j -0.0282762-0j 2.95983e-05-0j 3.70612e-05-0j -1.24898e-05-0j -0.0474017-0j 9.7126e-06-0j 0.0478736-0j 6.21288e-05-0j -0.0202015-0j 3.58402e-05-0j -6.27472e-05-0j 2.64778e-05-0j 0.0157096-0j 0.0579694-0j -2.05903e-05-0j -7.59797e-05-0j 1.25145e-05-0j -9.86613e-05-0j 0.0236462-0j -1.34567e-05-0j 0.00482139-0j -2.95292e-06-0j 1.09502e-05-0j 0.000106089-0j -3.64232e-05-0j -1.10592e-05-0j -0.0254265-0j -0.00518439-0j -8.63286e-05-0j 2.47572e-05-0j 3.17525e-06-0j 0.000287151-0j 4.51672e-06-0j 0.0206904-0j 8.71879e-05-0j -1.36135e-05-0j -0.0688217-0j -0.0208963-0j 0.00421872-0j -7.90106e-06-0j -0.0140326-0j -0.00019518-0j -0.00426071-0j -2.58381e-06-0j 2.20152e-05-0j 0.0467788-0j -3.56087e-05-0j 8.59442e-06-0j 0.000107325-0j 2.60953e-06-0j 2.20396e-05-0j 0.00853435-0j -0.0257226-0j 6.229e-05-0j 0.00953808-0j -0.0149291-0j 0.00174013-0j -0.000173563-0j -5.84172e-06-0j -0.00524478-0j -0.003044-0j 0.0415978-0j -1.06577e-06-0j -0.000173755-0j 3.21223e-06-0j 0.00848169-0j 0.0416438-0j 1.86434e-06-0j 0.00849106-0j -5.19472e-06-0j -5.20046e-06-0j 
-0.000914095-0j -0.000302325-0j -0.00344846-0j 0.00018027-0j 0.00487217-0j 2.19499e-05-0j 0.0141747-0j 3.64502e-07-0j 1.46836e-05-0j 0.000235386-0j 6.46094e-05-0j 0.0094823-0j 0.0417231-0j -2.72012e-05-0j -0.0175659-0j -0.00232157-0j -0.000269221-0j 0.00321724-0j -3.73281e-05-0j 0.00635506-0j -4.32875e-06-0j 0.00210185-0j 5.17294e-05-0j -2.4971e-05-0j 0.000736965-0j -0.00897877-0j 0.000243742-0j -0.00880688-0j -2.89576e-06-0j 0.00194021-0j -0.00291276-0j 3.46049e-05-0j -0.00104122-0j 0.000224996-0j 0.0124428-0j -0.00268875-0j 1.25145e-05-0j 0.0290618-0j 1.27726e-06-0j 1.97153e-07-0j 0.00116647-0j 0.000424206-0j -3.24993e-05-0j 0.000457838-0j 7.30012e-06-0j -1.07487e-05-0j 2.01218e-08-0j 1.83765e-05-0j -0.0754713-0j -5.39687e-07-0j 6.68293e-06-0j 0.0169527-0j 5.74202e-05-0j -3.31694e-06-0j -0.0249612-0j -1.45862e-05-0j 7.45066e-07-0j -1.09704e-06-0j -0.00302924-0j -7.19046e-06-0j 0.000680442-0j -0.00125329-0j -0.00100188-0j -0.00110163-0j 4.02745e-05-0j -5.50816e-08-0j 0.133344-0j 0.000247454-0j -0.0338728-0j -0.000364351-0j -5.9115e-06-0j 5.86042e-06-0j -1.4887e-06-0j -0.016698-0j -5.0304e-05-0j -7.33874e-07-0j 0.00535211-0j 0.0935273-0j -1.82939e-05-0j -0.00135957-0j -0.00067022-0j 4.1105e-06-0j 0.00194638-0j -0.013728-0j -0.000494431-0j 0.00375397-0j -6.0334e-07-0j -0.000243736-0j -0.000551009-0j 0.00136519-0j -0.000200383-0j 
-3.53487e-05-0j 3.62972e-05-0j 0.00120771-0j 0.000737199-0j -0.000437044-0j -0.000246335-0j 0.00506646-0j 0.000573257-0j 0.000522324-0j -0.0117904-0j 0.000247433-0j -0.0107428-0j -0.00508905-0j -0.000103725-0j 0.00213335-0j 1.85805e-06-0j 0.00454784-0j -0.0173705-0j 2.0989e-06-0j 3.36356e-06-0j 0.00513734-0j -3.45382e-06-0j -0.0196221-0j -4.45046e-06-0j 0.00823277-0j -1.2172e-06-0j -0.00845369-0j -0.0314451-0j -0.0108931-0j 3.95242e-07-0j 0.0322889-0j 0.0416064-0j -0.00297926-0j 0.000967408-0j 0.0113793-0j -0.00369502-0j 1.45972e-06-0j -3.50108e-05-0j -2.88173e-05-0j 1.61561e-06-0j -0.0401148-0j -0.00469731-0j -1.25677e-06-0j -3.87499e-05-0j -4.24849e-06-0j 1.29049e-06-0j -3.18949e-05-0j -0.0443989-0j 3.01431e-05-0j 2.92468e-06-0j -0.00519896-0j 0.000101898-0j -2.60885e-06-0j 2.48107e-05-0j -3.09519e-05-0j -1.73388e-06-0j 8.38721e-05-0j -2.54764e-05-0j 0.0345374-0j -2.73634e-06-0j 0.116753-0j -7.01473e-05-0j -0.0354642-0j 0.00404421-0j -5.2919e-07-0j -5.7738e-05-0j 6.25723e-05-0j 0.0136714-0j 4.15863e-05-0j -0.00415274-0j 1.40303e-07-0j 5.15031e-05-0j 3.42296e-05-0j 6.563e-05-0j -0.0803734-0j 5.40198e-05-0j 0.0716942-0j 1.26924e-05-0j -0.00941146-0j 0.0476488-0j 0.0751976-0j 1.04471e-05-0j 0.00839515-0j -3.36511e-06-0j 0.00557952-0j 0.0145427-0j -2.76981e-06-0j 0.00880539-0j -0.00385568-0j 0.00170291-0j -0.000451487-0j 
-0.00079163-0j -0.000261821-0j -0.00147761-0j 7.72425e-05-0j 0.00208765-0j -0.0036769-0j -0.000262315-0j -6.1059e-05-0j -0.0024597-0j -4.35603e-06-0j -0.0108229-0j -0.000175478-0j -0.000772123-0j 0.00455657-0j 0.000325072-0j 1.37954e-05-0j 0.0223132-0j -2.92456e-05-0j 2.21813e-07-0j -3.77634e-05-0j 0.00035877-0j -1.24898e-05-0j -4.70235e-07-0j 1.48384e-07-0j -0.0610802-0j 5.33542e-05-0j -0.0202015-0j 8.0057e-05-0j 0.000240003-0j -1.15292e-05-0j 2.64778e-05-0j -3.14568e-07-0j 0.0862973-0j -0.0186479-0j -0.000113109-0j 2.44415e-05-0j 1.08379e-05-0j -8.54432e-05-0j 0.0204782-0j 1.70739e-07-0j 0.00417545-0j -2.55731e-06-0j -2.81452e-05-0j -1.34607e-06-0j 6.32209e-06-0j -9.30865e-06-0j 0.000322612-0j 6.57799e-05-0j 0.00022189-0j -4.67383e-07-0j -4.02877e-08-0j -4.98418e-05-0j 4.97273e-05-0j -0.0531804-0j 7.33872e-05-0j -1.2632e-05-0j 0.0119456-0j -0.0175887-0j -0.0108433-0j -6.22712e-06-0j 0.00243568-0j 3.68473e-06-0j -0.00358629-0j 6.64114e-06-0j 3.48787e-05-0j -0.00088312-0j -0.000392038-0j -1.49176e-06-0j 9.95878e-05-0j 2.19647e-06-0j -5.11951e-06-0j 0.0939599-0j -0.0238682-0j 4.90931e-05-0j -0.000180066-0j -0.0117662-0j 0.0191582-0j -0.000274975-0j 1.10284e-07-0j -0.00486667-0j -0.00239909-0j 0.0659034-0j -1.17337e-05-0j 4.0361e-05-0j 2.98065e-06-0j 0.0134375-0j -0.00967333-0j 1.46935e-06-0j -0.00197237-0j -8.22999e-06-0j 1.208e-06-0j 
-0.000562431-0j -0.00601051-0j -6.5868e-05-0j 0.000320229-0j 0.000616035-0j 0.00385656-0j -5.7855e-06-0j -0.017677-0j 0.00275526-0j 2.65186e-05-0j 0.0416407-0j -4.13336e-06-0j -6.24683e-05-0j -0.0303532-0j 4.55351e-05-0j 0.00423946-0j 0.000494761-0j -4.28525e-07-0j -0.0188151-0j 0.00391019-0j -0.00219579-0j 0.0417868-0j 1.90183e-06-0j -0.0134422-0j 0.000456333-0j -0.0365703-0j 0.00487667-0j -3.95242e-07-0j -0.00156875-0j 0.0458324-0j -4.22381e-06-0j 1.35873e-06-0j -0.00426789-0j 0.0053488-0j 3.69652e-06-0j -4.63273e-06-0j -2.2853e-05-0j 0.0005551-0j 0.000451156-0j 9.93744e-05-0j 4.58079e-05-0j -2.80547e-08-0j -1.99964e-05-0j -0.00241381-0j -1.33309e-05-0j -0.000213694-0j -0.00196182-0j -0.000199192-0j 0.000485712-0j 9.16561e-05-0j 1.21994e-07-0j 0.000323808-0j -8.24808e-06-0j 0.000394762-0j 0.00519064-0j 0.000176322-0j 0.000263174-0j 0.00421868-0j 4.00819e-05-0j -0.000152671-0j 2.67213e-05-0j -0.00222633-0j 0.000428341-0j -2.45479e-08-0j 0.000157383-0j -0.00180944-0j 0.000200346-0j -1.63652e-08-0j -0.00428286-0j -2.62334e-07-0j -0.000313998-0j 0.000162831-0j -0.00348089-0j 0.00370837-0j -0.000183721-0j 0.00301397-0j 1.65329e-05-0j -0.00382283-0j 1.12519e-07-0j -0.00035343-0j 0.000306022-0j -0.00310699-0j -1.01255e-08-0j 0.00762701-0j 2.16455e-07-0j -0.000315467-0j 0.00619884-0j -1.87421e-07-0j 0.000629395-0j 1.93205e-07-0j -3.85469e-07-0j 
1.61344e-06-0j -1.65673e-06-0j -9.21287e-05-0j -5.62365e-05-0j 3.33394e-05-0j -1.1686e-07-0j -0.000778945-0j 2.71951e-07-0j 2.47789e-07-0j 0.00181272-0j 1.17381e-07-0j 0.00165166-0j 0.000782418-0j -4.92067e-08-0j -0.000327992-0j -8.48082e-08-0j 3.60579e-06-0j 0.0082738-0j -9.58011e-08-0j -1.53525e-07-0j 4.07318e-06-0j 1.57644e-07-0j 0.00934625-0j 2.03135e-07-0j 6.52742e-06-0j 5.55573e-08-0j -6.70258e-06-0j 0.0149777-0j -8.6367e-06-0j -1.80402e-08-0j -0.0153796-0j -0.0198176-0j -2.36213e-06-0j 7.67017e-07-0j -0.00542011-0j 0.00175998-0j -6.66268e-08-0j 2.67077e-06-0j -6.80007e-09-0j -7.37424e-08-0j -6.41015e-05-0j -0.0512391-0j 5.73633e-08-0j 2.956e-06-0j 1.93916e-07-0j -5.89026e-08-0j -7.5263e-09-0j -7.09474e-05-0j -2.29943e-06-0j -1.33493e-07-0j -0.0567113-0j -7.77321e-06-0j 1.19077e-07-0j 5.85462e-09-0j 2.36114e-06-0j 7.91402e-08-0j 1.97915e-08-0j -6.01172e-09-0j 5.51891e-05-0j 1.24896e-07-0j 0.000186566-0j 5.35112e-06-0j -5.66701e-05-0j 0.044115-0j 2.41541e-08-0j -1.36245e-08-0j -4.77327e-06-0j 0.14913-0j -3.17237e-06-0j -0.0452988-0j -6.40392e-09-0j 1.21533e-08-0j 8.07722e-09-0j -5.00652e-06-0j -0.000128433-0j 1.27472e-08-0j 0.000114564-0j -9.68228e-07-0j -0.102662-0j 7.61406e-05-0j 0.000120162-0j 2.46522e-09-0j 0.0915758-0j 2.56704e-07-0j 0.0608625-0j 2.32386e-05-0j -6.53597e-10-0j 0.0960508-0j -6.16119e-06-0j 0.0185756-0j -0.0049249-0j 
0.000250005-0j -0.000235102-0j 0.00284484-0j 0.00677976-0j 0.00795102-0j -1.81077e-05-0j -0.0116935-0j 4.13492e-05-0j 3.83953e-05-0j 0.0267023-0j 1.66572e-05-0j 0.0247947-0j 0.0107568-0j -8.8719e-06-0j -0.00572925-0j 0.00191519-0j 0.000222096-0j -0.00265409-0j -0.0042345-0j -0.00173811-0j -0.000491054-0j 0.0016345-0j 0.0058682-0j 0.00897877-0j -0.00020156-0j -0.00485783-0j 0.000189544-0j 0.00240868-0j 0.00104122-0j -0.00527847-0j -0.00226509-0j -0.0124428-0j -0.000563338-0j -0.000612118-0j 0.006732-0j 0.00731493-0j -1.03239e-05-0j -0.0239747-0j -1.05368e-06-0j 2.23651e-05-0j -0.00096229-0j -0.000349952-0j 8.88854e-06-0j 0.0519373-0j -6.0223e-06-0j -8.35867e-06-0j 2.28263e-06-0j 0.00208464-0j 0.0206414-0j -2.02971e-05-0j 0.000758113-0j -0.0139853-0j 1.84512e-05-0j 9.07182e-07-0j -0.0194109-0j -2.38036e-05-0j -6.14648e-07-0j -8.53104e-07-0j 0.000828497-0j 1.77236e-05-0j -0.000561336-0j -0.0471349-0j -0.000779109-0j 0.000301296-0j 4.35495e-06-0j -2.07156e-06-0j 0.0428483-0j -0.000204139-0j -0.0552779-0j -0.000283335-0j 4.38953e-05-0j 1.88317e-06-0j -2.42944e-06-0j 0.0411586-0j -0.00189189-0j 1.80891e-06-0j 0.00171983-0j 0.0101133-0j -0.000688015-0j -0.00221872-0j 0.00165201-0j 4.44476e-07-0j 0.000625444-0j 0.101936-0j -0.000806875-0j 0.000405924-0j 4.48005e-06-0j 0.00060078-0j 0.00409146-0j 0.000147621-0j 0.00148793-0j 
-3.62972e-05-0j 3.66585e-05-0j -0.00122022-0j -0.000735432-0j 0.000404398-0j 0.000248888-0j -0.00511896-0j 0.000562709-0j 0.000177814-0j -0.0115734-0j -0.00025397-0j -0.00365716-0j 0.00522349-0j 0.000500386-0j -0.0102916-0j -1.87731e-06-0j -0.00459497-0j 0.0175505-0j 2.06028e-06-0j 3.45382e-06-0j 0.00504281-0j -3.48819e-06-0j -0.0192611-0j 1.47193e-06-0j 0.00845369-0j -1.14464e-06-0j -0.00853784-0j -0.0322889-0j 0.00360276-0j -4.22381e-06-0j 0.0326103-0j -0.0137608-0j -0.00280167-0j -0.0103383-0j 0.010701-0j 0.0394874-0j -1.47485e-06-0j 3.53736e-05-0j 2.91159e-05-0j 1.58589e-06-0j 0.0405305-0j 0.00474598-0j -1.29049e-06-0j -3.80369e-05-0j 4.29251e-06-0j 1.30334e-06-0j -3.13081e-05-0j -0.043582-0j 3.09519e-05-0j -2.91767e-06-0j -0.00510331-0j -0.000102954-0j -5.32301e-07-0j 2.54764e-05-0j -3.126e-05-0j 1.60436e-06-0j -8.47413e-05-0j -2.573e-05-0j 0.0354642-0j 9.31149e-07-0j -0.117963-0j 6.99791e-05-0j -0.0358171-0j 0.00415274-0j -2.59452e-06-0j 5.75996e-05-0j 1.2767e-05-0j -0.0138131-0j -3.848e-05-0j -0.00419407-0j -2.59739e-06-0j 1.05085e-05-0j -3.16727e-05-0j -2.23332e-05-0j 0.0801808-0j -1.83824e-05-0j 0.0146282-0j 6.22285e-05-0j 0.00938891-0j -0.0440896-0j -0.025589-0j 5.12201e-05-0j 0.00171292-0j 6.22973e-05-0j -0.00516275-0j 0.0713003-0j 5.12767e-05-0j -0.00299639-0j 0.0713791-0j 0.00834903-0j 0.00835826-0j 
0.000216511-0j -0.000203604-0j 0.00121897-0j 0.00290502-0j 0.00340688-0j 0.00303329-0j 0.000216399-0j -0.00692655-0j -0.00643173-0j -0.000494149-0j -0.0027903-0j -0.000458848-0j -0.000199064-0j 0.00148616-0j 0.000106025-0j -1.13806e-05-0j -0.0184074-0j 2.41264e-05-0j 2.51625e-05-0j 1.03283e-05-0j 0.0406989-0j -9.7126e-06-0j -5.33435e-05-0j -5.33542e-05-0j 0.0167054-0j 2.88665e-05-0j -0.0157096-0j -2.18956e-05-0j -0.0862973-0j 3.1366e-05-0j 2.05903e-05-0j 0.000113109-0j 0.0466899-0j 0.0507328-0j -6.11958e-05-0j -6.64948e-05-0j -8.94079e-06-0j 7.0487e-05-0j -0.0168936-0j 1.93687e-05-0j -0.00344457-0j 2.10967e-06-0j 7.6977e-06-0j -0.000152698-0j -5.21546e-06-0j -7.23882e-06-0j 0.0365972-0j 0.00746208-0j -6.06868e-05-0j -1.75778e-05-0j -4.57025e-06-0j 4.11174e-05-0j 1.59792e-05-0j 0.0145448-0j 5.70691e-05-0j -2.06145e-05-0j -0.00985462-0j -0.0136778-0j 0.00296565-0j 1.53491e-05-0j -0.00200933-0j 0.000138579-0j -0.00278886-0j -1.81635e-06-0j 3.7715e-06-0j -0.0332133-0j -0.000125976-0j 1.23064e-06-0j 0.00016252-0j 1.70807e-06-0j 3.80145e-05-0j 0.0301928-0j -0.0389512-0j -0.000121008-0j -0.00677211-0j 0.0290021-0j 0.00615623-0j -2.97336e-05-0j 4.14766e-06-0j -0.00794204-0j 0.00591345-0j 0.00712626-0j -3.77046e-06-0j -0.000299697-0j 4.86421e-06-0j 0.00145303-0j 0.0718284-0j -3.62177e-06-0j 0.0146456-0j -8.89925e-07-0j -8.9699e-06-0j 
9.32945e-05-0j 3.08559e-05-0j 0.000529777-0j -2.76942e-05-0j -0.000748497-0j 0.000215543-0j -0.00443315-0j 3.57934e-06-0j 0.00014419-0j -7.36175e-05-0j 0.000634451-0j -0.00296561-0j -0.013049-0j -0.00026711-0j 0.00549375-0j -1.6258e-06-0j -0.00397936-0j 0.0151992-0j -2.61409e-08-0j 4.45046e-06-0j -6.39835e-05-0j 1.47193e-06-0j 0.000244385-0j -1.74872e-08-0j 0.0108931-0j -6.28785e-06-0j 0.00360276-0j -0.0416064-0j -4.28024e-05-0j 1.35873e-06-0j -0.0137608-0j 0.000163484-0j -0.0153904-0j 0.00332568-0j 0.0587837-0j -0.0127025-0j -1.27726e-06-0j 3.06345e-05-0j 2.52151e-05-0j -2.01218e-08-0j 0.0351004-0j 0.00411014-0j 3.31694e-06-0j 4.82614e-07-0j -7.45066e-07-0j 1.09704e-06-0j 3.97238e-07-0j 0.000552971-0j -7.95555e-05-0j 5.50816e-08-0j 6.4751e-05-0j 1.78701e-05-0j -5.86042e-06-0j -6.54819e-05-0j -2.6312e-05-0j 1.4887e-06-0j 1.47088e-05-0j -2.16573e-05-0j -0.0911532-0j 7.33874e-07-0j 0.0204752-0j -1.32111e-06-0j -0.0301478-0j -0.0106737-0j -4.1105e-06-0j -1.0874e-06-0j 0.00014056-0j 0.00239758-0j -3.57058e-05-0j -0.0035302-0j 6.0334e-07-0j 0.000115694-0j -2.93894e-05-0j -1.76017e-05-0j -0.0015137-0j -1.44879e-05-0j 0.161051-0j 9.85886e-05-0j -0.00017725-0j -0.0409111-0j -0.0201677-0j 8.1148e-05-0j 0.0188585-0j -1.44709e-05-0j -0.00479055-0j 0.112961-0j -1.19109e-05-0j -0.00236157-0j -0.0165805-0j 0.0132274-0j -0.00194152-0j 
