0.00897562-0.00356879j -0.00470019+0.00986011j 0.00962596-0.00637424j 0.0111824-0.00387173j 0.00238549-0.000474383j 0.000972554-0.00116874j -0.00237712+0.00271721j -0.00982724+0.00200398j 0.0030968-0.00190877j 0.000304846-0.00170029j 0.0116504-0.00340447j -0.0104163+0.00581304j 0.00973287-0.00598559j -0.0138077+0.00466097j -0.0127964+0.00147277j -0.00140543+0.00548722j -0.00029629-0.000528062j 0.00440403-0.00172147j 0.0120015-0.00366903j -0.00648629+0.00279043j -0.010073+0.00298854j 0.00487197-0.0039553j -0.00129325-0.00354323j -0.00336428+0.00246942j -0.00467896-0.0029703j -0.0179448+0.00281754j -0.00525612-0.000744677j 0.00322481+0.00253747j -0.00818243-0.00253683j -0.00476227+0.000368344j 0.0132263-0.000225409j -0.00989108-0.00187807j -0.00302543-0.00478698j 0.002533+0.000244442j -0.00792595+0.00261155j 0.00268319+0.000999462j 0.00667835-0.00495063j -0.00952015-0.00705672j 0.0139481+0.0219831j 0.0187641-0.00018357j 0.012071+0.00168787j 0.00819954+0.00608975j -0.00174775-0.00879717j 0.0033706+0.00595175j 0.00123359-0.0028164j -0.00403853-0.00748418j 0.00334416-0.00011995j -0.000833785-0.00663447j 0.00318589+0.00524859j -0.00167271+0.00123257j -0.00198954-0.00473194j 0.00490076+0.00902536j 0.0020762+0.00313189j 0.00422435+0.00425898j 0.00276595+0.00489559j -0.00432184-0.00950741j 0.000828081+1.30941e-05j 0.00256745-7.51798e-05j 0.000710774-0.00199191j 0.00566319+0.00478391j -0.00353843-0.00431265j -0.0040667-0.0154039j 0.000672842-0.00746782j -0.0048167-0.00694058j 0.00158446+0.00692431j 0.00196479-0.00469148j 0.00297674-0.00131113j -0.000480768+0.00237585j -0.00194712-0.00604885j 0.00196415+0.00838044j 0.00449114+0.00851629j -0.00134192-0.00396458j -0.00205383+0.0103875j -0.00157666+0.00295309j 0.00405547+0.00894525j 0.00155606-4.68793e-05j -0.00258866+0.00877698j 0.00210015-0.00811835j -0.00146946+0.00660215j 0.000534641+0.00617124j -0.00210128-0.00480869j -0.000752905-0.00290143j -0.0031245+0.0124474j -0.00318422+0.00471671j 0.00307534-0.00575744j 0.000715476-0.0058402j 0.00142806+0.00394518j 0.00257434-0.00584885j 0.000528252-0.00731351j -0.00555353+0.00794715j -0.00499024+0.00931915j 0.00232836-0.0157947j 
-0.00527997-0.000403679j -5.9111e-05-0.00387419j -0.000797046+0.000434754j -0.00369821-0.00195928j -0.000282089+0.00165491j -0.00189972-0.00048126j -0.00524236-0.00376772j -0.00225044+0.0044179j -0.00124813+0.00084109j -0.00171846-0.00509529j 0.00147919+0.00366228j -0.0041717-0.00406451j -0.000798577+0.000137216j -4.00682e-05+0.0017774j -0.00248194+0.00584578j 0.0029381+0.00328338j -0.00325684+0.00181837j -0.00185778+0.00220259j 0.000409632-0.000346613j -0.0055941+0.00585802j 0.00338338+0.00554496j 0.00106664+0.00227686j 0.000723878+0.000998421j -0.000621662-0.00460063j 0.00132388+0.00668926j 0.00202891-0.00214049j -0.000959711+0.00662352j -0.000413247-0.000619946j -0.00220247+0.00297541j 0.00719515-0.00105264j -0.00111451+0.0187045j 0.00627052+0.0122658j 0.00641827+0.0072328j 0.01335-0.0145502j -0.000514145+0.0314515j -0.00491697-0.000634765j 0.0160977-0.0108925j 0.00626587+0.00127261j -0.00727992+0.00768639j 0.000833715+0.00953858j -0.00058383+0.0163282j -0.00583767+0.00642635j -0.000986158-0.00286436j 0.00494093-0.00420493j 3.62772e-05+0.000687326j -0.00321248+0.00157616j -0.00107224+0.00264763j -0.0062036+0.00236714j -0.00373228-0.000446543j 0.00162976+0.000642579j 0.00353509-0.00202898j 0.00267953+0.00212147j 0.00453298-0.0014617j -0.00501322+0.000140281j 0.00163076-9.08762e-05j 0.00264135+0.000891999j -0.00207394+0.000888333j 0.00131842-0.00204618j 0.00256879+0.00031015j -0.000605926-0.00216197j 0.0066468-0.00257887j 0.0054516-0.000954278j -0.00517808-0.00120605j -0.00377865+0.00147469j -0.000215349-0.000450652j -0.00378188-0.00399572j 0.000134167+0.00172842j -0.001512-0.000802532j 0.00100624-0.000269834j 0.0010211+0.00146772j -0.00664036-0.00243094j 0.00280099-0.00305026j -0.00441831+0.00306669j 0.0124729-0.00685139j 0.00198546+0.00360723j -0.00201661-0.0014763j 0.0073174+0.00220973j 0.0101632-0.00248092j -0.00656174+0.00324402j -0.00743573-0.00160249j -0.00795554+0.00687346j -0.0125085-0.00108356j 0.0229509+0.00624518j -0.00615584-0.000576369j -0.000291972+0.00177456j -0.0106157+9.54381e-05j 0.00530229-0.0013395j 0.0100492+0.00764127j 0.00295345+0.00324112j -0.00429099-0.00383613j 0.00361897+0.00281399j 0.00867357+0.00354664j 
0.000524806+0.000712855j -0.00516086+0.000920703j 0.00224006+0.00398399j -0.00025545-0.00331824j -0.00117014-0.00232601j 0.00179037-0.00386899j -0.000273439-0.00195912j -0.00243143-0.00222754j 0.000639214-0.00101302j -0.00321084+0.00240239j 0.00126188+0.00120467j -0.00382642-0.00433863j -0.000670543+0.00361814j 6.62213e-05+0.00117403j 0.00408912-0.00166528j 0.00350315-0.00196378j -0.00657309-0.00176931j 0.00267526-0.00199322j 0.00410016+0.00210469j -0.00827925+0.00938961j -0.00621746-0.0138439j -0.00237735-0.0017124j -0.00443565+0.00280202j -0.0100722-0.000539642j -0.00499476-0.00957372j 0.00621209+0.00264127j -0.0104829+0.00201184j 0.0119811-0.00171855j -0.00766537+0.00883086j 0.00151919+0.00826242j -0.00754012-0.0040446j 0.00871031-0.0116956j -0.000755507-0.0113809j 0.0183804-0.00761812j 0.0111514-0.00140505j 0.00481085+0.0135118j 0.00180349+0.00847807j 0.014752-0.00776937j 0.00119124-0.0111315j -0.0119542+0.00710652j 0.00228387+0.00463326j 0.00118046-0.00540048j -0.000146916-0.00526634j 0.00584061-0.00142853j 0.00150779+0.00120076j -0.000104307+0.00220771j -0.00643176+0.00421924j 0.00479471-0.00575379j 0.00106639+0.000925378j -0.00219605-0.000463781j -0.00219236+0.00266038j -0.00733515+0.00322973j -0.00146014+0.00229399j 0.00210225+9.22457e-05j -0.00123802+0.00108831j -0.00325817+0.000644162j 0.00258115-0.000999199j -0.00217829+0.000871486j -0.00256831-2.35816e-05j 0.00418417+0.000821936j -0.00239036+0.00150873j -0.0061145+0.00114651j 0.00512676+0.0011439j 0.00827905-0.00269461j 0.00396131-7.10895e-05j 0.00623236+0.00371887j 0.00249108-0.00394809j 0.00808912-0.00254112j 0.00457395-0.00245591j 0.000291233-0.000685098j 0.0102384+3.54502e-05j 0.00068071+0.00445436j -0.00558362+0.00497313j -0.000904745+0.000627547j -0.00875373-0.00851097j 0.0113482-0.00373194j -0.00385887-0.000491328j -0.00677622-0.00153219j -0.0117215-0.00326385j 0.00857973+0.00457471j 0.00793431-0.000737761j -0.0154256-0.000690219j -0.00458433-0.00379761j 0.00942106+0.000648932j -0.000594288-0.00443401j -0.0116867-0.00434401j -0.00650399+0.00456307j -0.0137963-0.0057883j 0.00829189+0.00537924j 0.00266777+0.00226029j 0.00217801-0.000176316j -0.00192007-0.00208418j 
-0.00145362+0.00252039j 0.00252979-0.00137993j 0.000271208+0.0002933j -0.00279757-0.00386246j 0.00323481-0.00873089j -0.00316099+0.00694822j -0.000589043+0.00587697j 0.00219312-0.00372538j 0.00024628-0.00395436j -0.00251332+0.00260523j 0.0043992-0.00157594j 0.000818069+0.0108347j -0.00100344-0.00475036j -0.0065614+0.00203741j -0.00400892-0.000220371j 0.00340645-0.00288699j 0.0030361-0.00300492j 0.00366617-0.000510678j -0.00951803+0.00896828j 0.00528829+0.000377439j 0.0097513-0.00427957j 0.0153174-0.00733809j -0.0082013+0.0104753j 0.0088751-0.0149819j -0.000368586+0.00136653j -0.00422375-0.00276253j -0.00925426-0.010676j 0.010055+7.98066e-05j -0.00745343+0.000536469j -0.000557889+0.00413916j 0.00979347+0.000485781j 0.0177152+0.00164065j 0.00498461+0.013003j -0.0155391+0.00660572j 0.00924645-0.00154051j 0.0175474-0.002595j -0.00919777+0.00588974j 0.00990152-0.000111076j 1.54927e-05+0.00148004j 0.00258073+0.0017991j -0.00234236+0.00156344j -0.00337863+0.000281931j -5.26995e-05-0.00137911j -0.00544221+0.00327723j 0.000268993-0.0043648j 0.000292014-0.00135934j -0.000322888-0.000198673j -0.00192725+0.00117258j -0.00583566+0.000693235j -0.00328423+0.00178616j -0.00673208+0.00311481j 0.00136384-0.000800965j 0.000233698-0.000822591j -0.00418348+0.00115349j -0.00330872+0.00175907j -0.00391307+0.001034j 0.00320623+0.00275128j 0.000560668-0.00610414j 0.00879031-0.00417326j -0.00768394-0.00171045j -0.00129263-0.00248908j 0.00424347-0.000184129j -0.00551884+0.000873546j -0.00859926-0.00111652j -0.00421247-0.0012938j 0.00516815-8.24608e-05j -0.009481-0.000591778j 0.0113275-0.00124228j 0.00935125+0.00273153j -0.0088551+0.00367626j 0.00710991+6.63041e-05j -0.00512734-0.00134664j 0.00472063-0.00270439j -0.00858994-0.00231655j 0.000623422-0.000924706j 0.0173755+0.000366184j 0.00287189-0.0015364j -0.00860287-0.00325405j 0.00860263-0.000655035j 0.0103733+0.00346719j 0.00293623-0.000453007j -0.00706404-0.00521148j -0.000117884+0.000728859j -0.0152472-0.00502204j -0.000940502+0.00310579j 0.00910486+0.00369961j -0.00253461+0.00201414j 0.000151922-0.00302053j -0.00333083-0.00414299j 0.000234892+0.00222827j 0.00252945+0.000382737j 0.0018662+0.00207766j 
0.000920239+0.000594119j 0.00178383+0.000287893j -0.000318476+0.000372673j 0.00386157-0.00590777j 0.00246247-0.00361565j 0.0028433+0.00304343j -0.00292589+0.00752929j -0.00253842+0.001576j -0.00234815-0.00110953j 0.000783383+0.000807975j -0.00188561+0.00326805j 0.000254855+0.0051586j -0.00157563+0.0011969j -0.00800909-0.00212706j 0.00865273-0.00212458j 0.00763495-0.00510395j 0.000206584+0.00139149j 0.00741342+0.00274897j -0.00559858-0.00570534j -0.0002752+0.00771428j 0.0137599-0.0197163j 0.00101756-0.00221261j -0.0157698+0.00216836j 0.00558795+0.00706928j 0.0177443-0.00180737j -0.00680403-0.00138073j 0.0230978-0.00125435j -0.00339508+0.00646135j -0.00982743+0.0169827j -0.018381+0.00425979j 0.0137093+0.00450191j -0.0135181+0.0050108j -0.0142644-0.00337917j -0.00479105-0.00361132j 0.0276865-0.00256145j -0.000248464-0.0160758j 0.00256009-0.000385493j 0.00475818-0.00469925j -0.00250812+0.00214425j -0.000285547+0.00155919j -0.000943603-0.00437008j 0.0046972-0.00062075j 0.00154021-0.00335738j 0.00387566-0.00268209j 0.0035711-0.00232845j -0.00445225-0.00219109j 0.00523794-0.00354736j -0.000369286+0.00215019j -0.000395011+0.000575921j -0.00112077+0.0012182j 0.00402826-0.00409416j 0.00501344-0.00164114j 0.00462359-0.000649438j -0.00314167+0.00262327j 0.00550621-0.0013496j 0.00540791-0.00167117j -0.000467976-0.0015877j -0.00208895+0.00307437j -0.000603411+0.00051476j 0.00157488+0.000346721j 0.00152561-0.00176719j 0.00314349-0.00139533j -0.00187923+0.000783091j 0.0073415+0.000361882j 0.00229436-0.000730407j -0.00266542-0.00284665j -0.000581369-0.00058523j 0.00726521-0.00216051j -0.00508851-0.000527274j 0.00480289+0.00106463j -0.00146043-0.00267007j 0.00430678-0.000635213j 0.00813278+0.000453152j 0.00275874-0.000740706j 0.000473014-9.81593e-06j 0.00955746+2.86096e-05j 0.00547185+0.00433779j 0.00225418+0.000443168j -0.0126941-0.00496902j -0.0049386-0.000511631j 0.00237757-0.000988942j 0.000409951-0.00134711j 0.00827164-0.000633936j -0.00292387-0.00407224j 0.0024791+0.00101993j -0.000781925-0.000162451j -0.000917625-0.00221674j 0.00644458+0.00340367j 0.00432276+0.000629317j -0.00170138-0.00128609j -0.00152915-0.00095112j -0.0013651-0.00100935j 
-0.00166053-0.00204148j -0.00030205+0.000155018j 0.0036063-0.00369206j -0.00225159-0.00193718j -0.0017856-0.00233605j -0.00143374-0.00415106j -0.00225601-0.00378651j -0.00587529+0.000327475j -0.00111338+0.000120606j -0.00333549-0.00404762j -0.00341011+0.000703644j 0.00181198-0.0080162j -0.00379183+0.00260752j -0.00294803+0.000352552j 0.000220408-0.00845547j -0.00105552-0.0030683j -0.00144575+0.000725565j -0.000579837+0.000507653j -0.00233726-0.00625487j -0.00971299-0.00356033j 0.0146568-0.0058734j 0.00536592+0.00840048j 0.003705-0.00552592j -0.018577+0.00962503j -0.00361693-0.00108535j 0.00190721+0.00388581j 0.00324671-0.00515599j 0.00234166+0.00994895j -0.024791-0.00624161j -0.0105683-0.00391056j 0.0112797-0.00460053j -0.00244273+0.0118456j 0.00139747+0.00269291j 0.0197218+0.00674625j 0.00812765-0.00240016j -0.0090036+0.0178978j -0.00404206+0.00906684j 0.00409749+0.00324208j 0.00166029-0.0030542j 0.00128333-0.00219313j -0.0017637+0.00361791j -0.00532072+0.00323465j -0.00166171+0.00236144j -0.00361864-0.000198519j -0.00224289-0.000955185j 6.31384e-05+0.00114224j -0.000440907+0.000880204j -0.00263778+0.00206533j -0.00553861-0.00010089j 0.000535539-0.000280082j 6.48448e-05+0.00149627j 0.000263081+0.00140249j -0.00114593-0.00072979j -0.00332057-0.000264837j -0.00316507+0.00149801j 0.00346943-0.00104401j -0.00321323+0.00240366j 0.00737349-0.00425749j 0.0102332-0.00253325j -0.00675093-0.00134514j 0.00187585+0.000140383j 0.00884724+0.000454424j 0.00117492-0.0034396j -0.0142619+0.00246209j -0.00714994-0.0012811j -0.00079491-0.00180484j 0.00408284+0.00201659j -0.00420159+0.00144285j 0.0019969+0.0038015j 0.000939306+0.00159976j -0.000399146-0.000602087j -0.00174401-0.00259566j -0.00771287+0.000235623j 0.00017159-0.00276469j 0.014293+0.00505072j -0.00391265+0.000542612j 0.00331774-0.00182874j -0.00466968+0.00189126j 0.0167493+0.00542404j -0.0026197-0.00308409j -0.00351064+0.000525382j 0.0059846+0.00268659j 0.00526248+0.00527055j -0.00161241-0.00206875j -0.00732627-0.00188876j 0.00873121+0.00596621j -0.000725964-0.000759533j -0.00133189-0.0014038j -0.00514537-0.00124594j 0.0010313+0.00211408j 0.00138737+0.00357292j 0.00327074+0.0010839j 
0.000312327-0.00161627j -0.00203799-0.00758371j -0.00161601+0.00262663j 0.0024604+0.00829517j 0.000650244+0.00341263j -0.00297689+0.00233939j 0.000508456+0.00388098j 0.00346205+0.0039724j 0.00197194+0.00461228j -0.00643863-0.00291532j -0.00865303+0.00169373j -0.000714893-0.00588877j -0.00251493+0.000516467j 0.00102989-0.00111588j 0.00058585+0.0103863j 0.000297007+0.00830118j 0.000781537-0.00915507j 0.00336119+0.00521304j -0.00872919+0.00571278j -0.00542383-0.00430427j 0.00604258-0.00926876j 0.00558909-0.00952838j -0.000325487-0.00469352j 0.00340444-0.00307029j 0.00484338-0.00645366j -0.00385124-0.00192194j -0.00384579-0.00576604j 0.00745325+0.00805853j -0.0104224+0.0101058j -0.00136501+0.0022667j 0.0065873-0.0105071j 0.00642025+0.0161255j 0.0134875-0.0071273j -0.00791786+0.014631j 0.00266493+0.00247049j 0.00544197+0.0093597j 0.000915359-0.00150895j -0.00168598+0.0084839j 0.00440873+0.00344877j 0.00451917-0.00823109j -0.0018808+0.010108j -0.00343733-0.00265044j 0.00307941-0.000230789j -0.000387044+0.00374725j 0.000949434+0.00187922j -0.0014723+9.45671e-06j 0.000757244+0.000145439j 0.00384374-0.000683258j 0.000414413-0.00168139j 0.00192992-0.00121926j 0.00480989-0.003177j -0.00148138+0.00227979j 0.00541283-0.000345717j 0.000237442-0.000412987j 0.00250367-1.69248e-05j 0.00155237-0.000544816j -0.000338797-0.000406299j -3.43852e-06-0.000492898j 0.00241063-0.00184845j 0.00285483+0.000320586j -0.00607109+0.00119904j -0.00480551+0.00181432j 0.00595707-0.000104144j 0.0202386-0.00444446j 0.00591484-0.00190752j 0.00336322-0.000116292j 0.00887507-0.00334603j 0.00219395-0.00147084j -0.00478676-0.000275545j 0.0172432+8.44168e-05j 0.00276726-7.44003e-05j 0.00492956+0.00240912j -0.0128678+0.00389897j -0.000100868-0.000321542j -0.0030462-0.0019767j -0.0171191-0.00142803j -0.00397241+0.000503616j -0.00615535+0.00197641j -0.00756697-0.00688268j -0.0199407-0.00563626j -0.00784367-0.00241147j 0.00335845-0.000806578j -0.0017685-0.00314818j 0.00811546+0.0018685j -0.00206422-0.00385557j 0.000783231+0.00031736j -0.0018059-0.0022966j -0.00186125-0.000756014j -0.00292328+0.00141966j 8.94702e-05+0.000317012j 0.00367203-0.00013376j 0.00184862-0.00245358j 
-0.00444927+0.000924157j 0.00205673+0.00112782j -5.32288e-05+0.00192952j -0.00155169-0.00810562j 6.61878e-05-0.00206371j 0.00268558+0.00192231j -0.00585413-0.000931527j -0.00676777-0.00604892j -0.00634117-0.00396784j 0.00604746-0.00123018j 0.00656333+0.00287619j -0.007059+0.00544749j 0.00289127-0.0045025j -0.00443299-0.00191445j -0.00115033-0.000452549j 0.0113794+0.00221943j -0.0102006+0.00104679j 0.000293072-4.55691e-05j 0.0076731+0.0002648j -0.0094919-0.00626784j -0.00986362+0.00589259j -0.00815491+0.00145706j -0.0101618+0.00658525j 0.0137456-0.0170344j 0.0073992-0.00868181j 0.00359272+0.00904162j -0.000496481-0.00607295j -0.00264716+0.010403j 0.0153309-0.0118358j 0.0140696+0.0056741j -0.022256-0.0104794j -0.00929771+0.00829755j -0.0092893+0.00657152j -0.0097666+0.0137817j -0.00427604-0.000674578j -0.00450913+0.00885289j 0.000453896+0.0151104j 0.0054288+0.00715028j -0.00214335-0.00362985j -0.00560996+0.0064287j 0.00379099-0.000121404j 0.00439865+0.00549834j -0.00138607-0.00454578j 0.00741075-0.0055215j 0.00291759-0.00075223j -0.000750117-0.00211963j -0.00194023+0.000866268j -0.000224728-0.00259834j -0.00505197+0.0027487j -0.00402006+0.00168665j -0.00424179+0.000404269j 0.000216889+0.00032718j 0.00471028-0.000996621j 0.00173168-0.00157885j -0.00434169+0.0022406j -0.000146718+0.000312024j -0.00139608+0.00107587j 0.00220716-0.000735003j 0.00601955-0.00294634j -0.00285529+0.00211638j -0.00459817+0.000635176j 0.00399944-0.00196579j 0.00208099-0.000453762j 0.00128835-0.000431846j -0.000408806+0.000601416j 0.00391986-0.0017783j 0.00255512+0.000728418j -0.000975522+0.000725622j -0.00301976-0.000136495j -0.0007302+0.00139588j 0.00244817-0.0021068j 0.000973427-0.00189957j -0.00662693+0.00398068j 0.00125573+0.00109167j 0.0016032-0.00433479j 0.000810643-0.000892095j 0.00368588-0.00141259j -0.00975303-0.00244035j 0.00593844+0.000645591j -0.00190079-0.00011469j -0.00567976+0.00134005j 0.00157476-0.00124209j -0.00534328+0.0018552j 0.00364169-0.000746339j -0.0115851-0.00620762j 0.00441016+0.00497854j -0.00242651+0.000819884j 0.00155613-0.000302983j 0.00684968+0.00315838j 0.00520386+0.00307348j -0.000876427+0.000509585j 0.00343285+0.00218861j 
0.000450001-0.000159905j 0.00113518-0.00212936j -0.00138677+0.00205114j 0.00367245+0.0014145j 0.00205678+0.000179038j -0.0026824+0.00238673j 0.000599822+0.00265536j -0.000378162-0.00060673j -0.00229031-0.000359676j 0.00845534-0.000721142j 0.00808191-0.00140631j -0.00194105+0.00151304j 0.000994616-0.00110279j 0.0116446-0.00149289j -0.00906005+0.00123333j -0.00644572+0.00589915j -0.00475195-0.00527538j -0.0183223+0.0037999j 0.0123479+0.00341927j -0.0105483-0.00383358j 0.00457729-0.0111446j 0.00391049-0.00723918j -0.00863973+0.00125235j -0.00487268-0.0038097j 0.0150783+0.000767908j 0.0176181+0.00169078j -0.00614177-0.0076038j -0.00528427+0.00508645j -0.0198568-0.000298796j -0.00473456+0.00290798j -0.00262583-0.0111998j -0.0100704-0.00580205j 0.00555585-0.00200821j -0.00244991+0.00338902j 0.00700545+0.000219298j 0.00313861-0.0028515j 0.00031432+0.000121102j 0.00277106+0.00239044j 0.00155366+0.00240498j 0.00322075-0.00231705j -0.000841832+0.000826214j 2.07348e-05-3.42015e-05j 0.00346805-0.00219421j 0.0081872-0.000651156j 0.00502105-0.00198488j 0.000236671-0.00141148j 0.00038274-0.00208857j -0.00520161-0.000643923j 0.00730441-0.00123176j 0.00134657+0.00180793j -0.00996884+0.00278225j -0.000298752-0.00119061j 0.00154142-0.000638043j 0.00700588-0.00520174j -0.0121854+0.0030949j -0.0162473+0.00828564j 0.00123647-0.00199539j -0.00681325+2.11432e-05j -0.0108594+0.00292939j 0.00590831+0.0013919j -0.00064942+0.00145904j -0.00387514-0.00272758j 0.00328495+0.00167198j -0.0118755+0.00215542j 0.00805425+0.00326238j 0.000851684+0.00235871j -0.00195035-0.00321627j -0.0122152+0.00215175j 0.0072988-0.00370408j -0.0147607-0.00220955j -0.0110085+0.00216346j -0.00332132-0.00259964j -0.00915152-0.00151859j 0.000196466+0.00521895j -0.01058-0.000525066j -0.00544895-0.00259906j -0.00220361+0.0033267j -0.0031153-0.00466489j 0.0111548+0.00604177j 0.00210205+0.00222243j 0.0118171+0.00503692j -0.000671929-0.00513346j -0.0165375-0.00759214j 0.0021669+0.00561622j 0.00158272+0.00153634j 0.00100619+0.000818084j 0.00538303+0.00314839j 0.00247685+0.00194788j 0.00322728+0.00284144j -0.000112054-0.00146938j 0.000594731-0.000538505j 0.00122972+0.000546059j 
-0.00122491-0.00332518j 0.00324732-0.00181554j 7.66855e-05+0.000207855j -0.00279565+0.00657701j -0.00561222+0.00170223j 0.00461086+0.00380282j -0.000823677-0.00415588j -0.00592713-0.0021885j -0.00303408-0.00296297j -0.000223906+0.00220267j -0.00546232-0.00285115j 0.00361365-0.00613758j -0.00312118+0.00158406j 0.00106565-0.000252812j -0.00230762+0.00877479j -0.00231283+0.00697588j -0.000548711-0.00668334j 0.000358766+0.00113731j 0.00637915+0.0051413j -0.00493516-0.0119021j 0.00391128-0.00429421j -0.00535373-0.0149727j 0.00435555-0.00741117j -0.00322835+0.00695316j 0.00768404+0.0136247j -0.00758242+0.00115264j -0.001735+0.0188333j -0.00813443-0.00697013j -0.00306303+0.00913713j -0.00214016+0.000332518j 0.00268054-0.0153815j -0.00822242-0.0164354j 0.0102689-0.0117085j -0.000193745+0.00366719j -0.0041807+0.00409116j -0.00389132-0.00889791j 0.00480399+0.0148353j 0.000288746+0.00183086j -0.000521406-0.000770658j -0.00141679-0.000497208j 0.000242189+0.00134714j 0.00113813+0.00668273j 0.00104806+0.00235968j -0.00199177+0.00168565j 0.00039739-3.43946e-05j 0.000835178-0.00347946j -0.00235541+0.00178398j -0.000691365-0.00100178j -0.00839061+0.00568438j -0.00386244+0.000550965j 0.000523498-0.00147254j 0.00384769-0.00311442j 0.00067886+0.000493196j -0.00258487+0.000505864j -0.00203022+0.0036815j 0.00331851-0.000779031j 0.000814391+0.000298836j -0.00190827-0.000320211j 0.0105562-0.0028572j -0.00527287-0.000740312j 0.00150056-0.00348481j 0.00777088-0.000223044j 0.000267747+0.00119503j -0.00648799-0.000195772j -0.00235095-0.00130922j 0.00424024-0.00386666j -0.000202527+0.00283404j 0.00984792-0.000190299j 0.00276465+0.00213399j -0.000105581+0.00186492j 0.00550615-0.00110792j 0.00191029-0.000762782j 0.00442825+0.0010925j -0.000349625-0.00193068j 0.00579099-0.00367554j 0.0187736+0.00155985j 0.0122805+0.0039287j -0.0105338-0.000187663j 0.00184452+0.00180912j 0.00636002-0.0034975j -0.00586151-0.00119962j -0.00394294-0.000812475j 0.0063866+0.00118534j -0.0105253-0.00533755j -0.00347609-0.00110162j 0.0042304+0.00200824j 0.00331227+0.000502959j 0.000384662+0.000888649j 0.00165903+0.00229648j 0.00748291+0.00278774j -0.00226646-0.00049286j 0.00325411+0.000598413j 
-0.00126823+0.0010858j -0.00128761-0.000494932j -0.00214119+0.00101288j -0.00260311+0.00564168j -0.00376037+0.00474723j 0.00516249-0.00361019j 0.00192598+0.00273018j 9.41966e-05+0.00277416j 0.00626969-0.00192701j -0.00433686+0.0161571j -0.000128505+0.0123829j -0.00110468-0.00227523j -0.00190779+0.00630638j 0.00492589+0.0149979j 0.00807068-0.00942276j -0.0109375-0.00765143j 0.00567238-0.0152681j 0.00349747-0.0252678j -0.00321508+0.0177704j 0.00496215-0.00561068j -0.00240535-0.0141407j -0.00123204-0.00707907j -0.011329-0.0014449j 0.00779905-0.00503057j 0.00723705+0.00107884j -0.00802926+0.0216496j 0.00344553-0.016024j -6.9906e-05+0.000241799j 0.0115767+0.00323654j -0.00993853+0.00676565j 0.0121823-0.0203092j 0.0104792-0.00255142j -0.000734995+0.00248662j -0.00102421+0.00236281j 0.000739412-0.0100797j -0.00358609-0.000209605j 0.00337615-0.000160493j -0.00387984+0.00102128j -0.00217717+0.000781239j -0.000574464+0.00164158j 0.00109177+0.00143604j 0.00290247-0.00124073j 0.0021085+0.000553446j 8.14139e-05+0.000973346j -0.00201764+0.00299559j -0.00306672+0.00197563j -0.00215006-0.000627779j 0.000730258-0.000138854j -0.000988466+0.00367487j -0.00607392+0.000605294j 0.00224671-0.00224302j 0.00486049-0.00295246j -0.00930061+0.00432772j -0.000453025-0.000335941j -0.00244839+0.00214368j 0.00413386-0.00185208j -0.00063054-0.000536906j -0.00314003-0.000760985j -0.000791744+0.00114353j 0.00482658+0.000718055j 0.00663495-0.000655912j 0.00586494+0.00116773j 0.0125186-0.000174322j -0.0128535+0.000777446j 0.00469737+0.000225491j -0.00474284+0.00309209j 0.00619783+0.00198141j -0.0170209+0.00630958j 0.00320905+0.000992102j 0.000980384-2.81579e-06j -0.00732841-0.000438272j 0.000271745+0.00139301j -0.00628578+0.000735589j 0.00860801+0.00204032j 0.00670857+0.0014291j -0.00853083-0.00048424j 0.00849556+0.00516331j -0.00171464-0.00117249j 0.00634947+0.00379053j 0.000505017+0.000722175j -0.0054457+0.00183586j 0.011964+0.00588694j 0.00117939-0.00105214j -0.00350075+0.000919979j 0.00125022+0.00061376j -0.00173265-0.000701454j -0.000207087+0.00072479j 0.00100272+0.00136042j 0.00295403+0.00283564j 0.00168112-0.000114978j 0.00119561+5.69786e-05j -0.00104455-0.000594105j 
