0.0140237-0.00733598j 0.00492926+0.00370984j 0.0112147-0.00681166j -0.0106055+0.00036601j -0.00105047+0.00374224j -0.00139484+0.00292491j 0.0103846-0.00165509j 0.00119938-0.00487636j -0.0032775-0.00179834j 0.00251087-0.00264274j -0.00209925+0.000267274j -0.00139803+0.00164811j -0.00571656+0.000678472j 0.000435535+0.000106478j 0.00267764-0.00229997j 0.00380281+0.00118629j 0.000665611-0.00215302j 0.00234471+0.000776439j 0.00229695-0.00315385j -0.00956794+0.00175222j 0.00823078-0.00378592j -0.00289142-0.00227319j -0.000805694+0.00115158j -0.00320369+0.000989987j 0.000496354+0.00283249j 0.00248241-0.000299505j -0.00392536+0.00505901j -0.00904944+0.00540044j 0.00194777-0.00295256j 0.00286828+0.00126215j 0.00313909-0.00276201j 0.00459715-0.000348893j -0.00272859+0.0016175j 0.00157882+0.00159232j -0.00493409-5.4736e-05j 0.0015106+0.00848186j 0.00307675-0.00213431j -0.0016598+0.000407958j -0.0128818+0.00552794j -0.010161+0.00262809j 0.00659616-0.00392361j -0.00481849+0.000659619j 0.0054813-0.00164167j 0.00505201-0.00341668j -0.00879198+0.00175931j 0.00761539+0.00214608j -0.00404222-0.00522176j -0.00301554-0.0023342j 0.00263478+0.00365803j -0.0108176+0.00327961j -0.00651587+0.00162992j -0.00118401+0.00464213j -0.00815992-0.00122299j -0.00217699-0.00106732j 0.00499255-0.00557518j 0.0077161+0.00709548j -0.000393095-0.00711293j -0.00186682+0.00235839j -0.00616207-0.00320787j -0.00435621+0.00278735j -0.00643801-0.0106739j 0.00109709-0.0062303j 0.00753208-0.000528465j 0.00177647-0.00959102j -0.000245998-0.00345611j 0.000488819+0.00496754j -0.00952081-0.0125465j 0.00917842-0.00315583j 0.00863429+0.0190863j 0.015648+0.00343697j 
-0.00121307+0.000224887j 0.0017466+0.00077076j 0.0015293-0.00113074j -0.00215108+0.00278036j 3.3921e-05+0.00256075j 0.00172947-0.000858367j 0.00539712+0.00270862j -0.00102024-0.00259547j -0.00140065-0.00234973j -0.00163758-0.00804141j 0.00358858-0.0026622j 0.00130373+0.000296702j -0.000343443+0.00833759j -0.0036974+0.0065962j 0.00185167-0.0071258j 1.23707e-05-0.00748088j 0.000951736-0.000831714j 0.00334712+0.00047369j 0.00457536-0.0042227j -5.05013e-05-0.000712574j -0.00670014+0.00174256j 0.00108085-7.67359e-05j -0.00191927-0.00421065j -0.0032394-0.00402772j -0.00277026-0.000226221j 0.0082167-0.00301193j -0.00214113+0.00509372j 0.00596021+0.00229461j 0.00158004-0.00823497j -0.00186758-0.00150274j -0.00996081+0.00821543j -0.0104087+0.00243661j 0.00146253+0.0012187j -0.000277064+0.0109789j -0.00277019-0.0018568j -0.00262851-0.00455057j 0.00725747-0.00785382j -0.00300558-0.0187686j -0.00998334-0.000127493j 0.00733852-6.18764e-05j -0.0049786+0.0108249j 0.00147921+0.0179446j 0.0118011-0.00146014j -0.00227991+0.00489063j 0.00917889-0.00161446j -0.00379315-0.00978759j -0.00010356+0.000818706j -0.000725184-0.000816234j 0.00509324-0.00340014j 0.00376768-0.00554815j 0.00012717-0.00158524j -0.00369412+0.0157445j -0.000882153-0.00861762j 0.00356278+0.0014086j -0.00687377+0.00875004j 0.0139989-0.00199636j -0.00125368-0.00261375j 0.00862098-0.00708595j 0.00129567-0.00278908j -0.00633589-0.00299704j 0.00104837-0.00544997j -0.00511529+0.00458801j 0.00243365+0.000645211j 0.0020125+0.00255312j 0.000905792-8.26227e-05j 0.00250573-0.00654626j 0.0004844+0.00279098j 0.00232315-4.21859e-05j 0.000455382+0.0016849j -0.00017544+0.00105834j 
-0.00199992+0.00163115j 0.000880647-0.000225512j -0.00177106-0.00112419j -0.001218+0.00175506j 0.000547918-0.00257869j 0.00118615-0.0033955j -0.000106777-0.00501649j 0.000923245-0.000321739j 0.00197845-0.000385455j 0.00379179-0.000694257j -0.00275036-0.00309614j 0.00263107-0.00308233j -0.0027872+0.000808576j -0.001661+0.00210616j 0.00443941-0.00265391j 0.00233856+0.00191489j 0.00148187-0.00498561j -0.00339193+9.41509e-05j 0.00254156-0.00521888j 0.00304824-0.00816768j 0.00186607+0.00812275j 0.00670182+0.000434419j -0.00320051-0.00454521j 0.000655146-0.00233307j -0.000410116+0.00176841j -0.00191394-0.011373j -0.00226609-0.00368462j 0.00396804-0.00541521j -0.00534257+0.0020287j -0.00457466+0.00512061j -0.0113823+0.000910271j -0.00948566+0.00835913j -0.00105206-0.00931633j -9.2825e-05-0.00993802j 0.00200738+0.00197219j 0.000621349+0.000566912j -0.00391777+0.00399751j 0.0126169+0.0134235j -0.0201804+0.0199597j 0.0108575+0.000125068j -0.00544243+0.00637847j -0.00178317-0.0105019j 0.00173608-0.00265963j -0.000485058-0.00856443j 0.00581317-0.00564302j -0.00343519+0.0124754j 0.0064483+0.00605523j -0.00103614+0.00601143j 0.00599825-0.0039513j 0.0057829+0.00432457j 0.00190332-0.0041751j 0.00571226-0.0112058j 0.00533719+8.18248e-05j 0.0113736-0.0111216j -0.00358115-0.00604791j 0.0080211-0.00350824j 0.000231567-0.00148276j 0.0022184-0.000873052j -0.00383274-0.00345901j -0.00392475+0.00412027j 0.00300264+0.00704632j -0.00469714-0.0016295j 0.00110748-0.00035511j 0.00531063-0.000455297j -0.00116282+0.00325065j -0.00303825+0.00237529j 0.000913499-0.00100789j 0.00133145-0.00034063j 0.0013704+0.00114557j -0.000148534-0.000447643j 
0.000909614+0.00284513j 3.2271e-05+0.000292868j 0.000978079+0.00216758j -0.00169521-0.000558817j -0.000946683-0.00315853j 0.00126121-6.37257e-05j -0.000580396-0.00106105j -8.54696e-05-0.00256846j 0.00216449+0.000284761j -0.00203569-0.000988212j 0.00339404+0.00728261j -0.00178517-0.000290575j -0.00170716-0.00174041j -0.00574249-0.0035945j -0.00192148-0.00629341j 0.00335748+0.00243792j -0.000468336-0.00188098j 0.00732439+0.00826482j 0.00713456+4.17723e-05j 0.00369452-0.00688999j 0.00236324-0.000868317j 0.00229189-0.00343911j 0.00875865+0.00603707j 0.00333923+0.00145064j -0.00090002-0.00436251j 0.010622+0.00392666j 0.00472572-0.00107967j -0.00725857-0.00671046j 0.0046078+0.00689143j 0.000268201+0.00315257j 0.00706773+0.0108515j 0.00808005+0.0082463j -0.000174646-0.00419637j -0.00622845-0.00407667j 0.000248374-0.00384534j 0.0133613-0.00735212j 0.00879743+0.0174643j 0.012239-0.00294177j 0.00470047+0.0175569j -0.0040679-0.0024513j -0.00764488-0.00245765j -0.00624095-0.00594945j 0.00235147+0.009953j -0.00608248-0.00414673j 0.00979262+0.00826704j 0.000645559+0.00447207j -0.000700736-0.0118352j 0.0039275+0.00111977j 0.00452186+9.01911e-05j 0.00122195-0.00469406j -0.00355571-0.0154617j -0.00373813-0.00350424j 0.0040278-0.00613023j 0.00210118+0.00385198j -0.00340908-0.000780414j 0.00252338+0.000559638j -0.000427719+0.00715451j -0.00211921+0.00419527j -0.000428447+0.0110541j 0.00384494-0.00590146j -0.00192509-0.00668618j -0.000246882-0.00227688j 0.00047276+0.00319495j 0.0030029-0.00240068j 0.00129555-0.00350717j -0.000403082+0.00353828j 0.000306678+0.000477707j -0.000235738+0.00121815j 0.00119101-0.00159844j -0.00156927+0.0018674j 
0.00200537-0.00161902j 0.00118358-0.000150522j -0.00217273-0.00265856j 0.00302628+0.000225223j 0.0032903+0.0051565j 0.000470402+0.00225857j 0.000592555+0.000138507j -0.00226301+0.00176945j 0.000117168+0.00388727j 0.000892815-0.000510977j 0.00351722-0.00243264j 0.00291076-0.000676597j 0.000859186+0.00429486j 0.00119743+0.00404834j 0.000148533-0.00684749j 0.00349993-0.00160226j 0.000588596-0.00219029j 0.003516+0.000322265j 0.00251102+0.00553384j -0.00203287+0.0147849j 0.00044138+0.0136133j -0.0019691+0.00501561j -0.000419398+0.00821403j -0.00797594+0.00208094j 0.00635679+0.00269781j -0.000636976+0.0101167j -0.00189304+0.00658367j -0.00909574-0.00420555j -0.00496022-0.00727371j -0.00413168-0.00819673j -0.00130113+0.00976397j -0.0144011+0.00352272j -0.00406337+0.000362487j 0.0131371-0.00269922j -0.00198838+0.000287588j 0.00522276-0.00316092j -0.00522529+0.00183353j -0.00495256+0.0132777j -0.0076967+0.00209979j 0.012708-0.0105695j 0.00144676-0.0020162j 0.00449503+0.00296207j 0.00712954+0.00268626j 0.00142996-0.0102561j -0.0101517+0.010075j -0.00487163-0.000421791j 0.00224433+0.0032658j -0.00574735+0.00139646j -0.000513641+0.00861765j 0.00104474-0.00918201j 0.00323808-0.0116412j 0.000721205-0.00232863j -0.00638614+0.00475655j -0.00537971+0.00326945j 0.00656674+0.000740042j 0.0063895-0.0027337j -4.53008e-05+0.00746166j 0.00288141-0.00193172j 0.00255709-0.00257065j -0.00394565-0.0023776j 0.00197717+0.00187765j 0.00170887-0.000619651j 0.000735176-0.0012531j -0.00397429+0.000464085j -0.000398516-0.000312671j -9.38145e-05-0.00421788j -0.00023584-0.0042142j 0.000141758-0.00444067j -0.00143236+0.000250677j 0.00117199+0.000574052j 
0.000645481-0.000157242j -0.00156637-0.00215797j 0.00207459+0.00219555j -0.00161667-0.000372932j -0.00329663-0.00315502j -0.000886381-0.00317823j -0.00416875-0.00122707j -0.000160098+0.00128388j -0.00126019-0.00213042j -0.000723193-0.00530201j -0.000875399-0.00200053j -0.00435195-0.00715239j -0.000803399-0.00139383j -0.00182133+0.00576157j -0.00482819-0.00432754j -0.00253232+0.000964431j 0.000254963-0.00538828j -0.00169012-0.00252208j 0.00095353-0.00601836j -0.00824035+0.00678514j -0.00153341+0.00156852j -0.00573523-0.00241829j -0.00231158+0.000713502j 0.00099074+0.0121464j -0.00310206-0.00659198j -0.00929595+0.0070887j -0.00593121+0.00166922j -0.00343474+0.00461447j 0.000469627+0.0113098j -0.00269912+0.00520224j 0.000354448+0.0111198j 0.00332245+0.0213391j 0.00986458-0.000739266j 0.00273545-0.0177912j -3.49624e-05+0.00222842j -0.011125-0.00932502j 0.000268497+0.0101972j -0.00015328-0.00615643j 0.00381198+0.0227719j 0.00514684-0.0125921j -0.00129548-3.95427e-05j -0.00101321-0.00995786j 0.0053007-0.00675155j 0.00364165+0.00164888j -0.00817419-0.000529581j 0.00259776+0.00912404j -0.00157315-0.0119072j -0.00706858+0.00671237j -0.00454175-0.00604581j 0.00391557-0.000802422j 0.00211804+0.00551005j -0.00833742-0.00114163j -0.00843054+0.00186838j 0.00109606-2.84615e-05j 0.000504717+0.00148416j 0.00253594-0.0107874j 0.001995-0.00316476j -0.00105964-9.44105e-05j -0.00176329+0.00378509j -0.00115682+0.0046177j 0.0012557-0.0053516j -0.00219645+0.00178927j 0.000328328-0.000249425j -7.87456e-05-0.00306609j -0.00196626-0.00130682j 0.00138948+0.00531474j -0.00065171+0.00191258j -0.00133698+0.00346101j 0.000941018-0.00188076j 0.00093219-0.00115369j 
-0.002274-0.00120704j 0.00117546+0.000521442j 0.00232917+0.00137312j -0.00478134-0.00266276j -0.000828326-0.000229448j 0.00131774-0.000129331j 0.00355173+0.00302735j 0.00289944+0.000579446j 0.000461156-0.00291798j 0.00322733-0.00206311j -0.0012535-0.00158729j 0.00267866-0.00261933j -0.00549109-0.00674148j -0.0053236-0.00138865j 0.00913142+0.00897944j 0.00266562+0.00533559j 0.000910972-0.00366405j -0.00174132+0.00218066j 0.00573477+0.00334495j 0.00228273+0.00176832j -0.0106058-0.00471467j 0.000260967+0.0061007j 0.00163854-0.000941188j 0.00116839+0.00579004j 0.00135595-0.00117365j 0.00482174+0.0142512j -0.000264742-0.000497078j 0.0061119+0.00880532j 0.00281158+0.00351199j -0.000131552+0.00385234j -0.0144104-0.00845498j -0.0113674-0.00873709j 0.00442283-0.00247065j -0.00108118-0.0124999j 0.00173146-0.000446187j -0.00144449-0.000866471j -0.00150333+0.0100097j 0.00389015+0.00422464j -0.0130493-0.0105163j 0.00675856+0.0110277j -0.0026866-0.00404008j 0.0022546-0.0072045j 0.00352207+0.00786509j 0.00397309-0.00128844j -0.00130639+0.0148523j 0.000717537+0.000544952j 0.00162286-0.0043306j -0.00649008+0.00677008j 0.00289175+0.00289464j 0.00126405+0.0109782j 0.00788876+7.08492e-05j -0.00253744+0.00378741j -0.00111684+0.00178549j 0.00280408+0.00389775j -0.000913945-0.00632541j 0.0052741+0.0128139j -5.79326e-05-0.00718301j 0.00269746+0.00798608j 0.00113405-0.00109588j -0.00231708-0.000175639j 4.01939e-05+0.00150043j -0.00516059-0.00389635j -0.00160909+0.00335414j 0.00047596+0.00627425j -0.000310534+0.00188558j -0.000482164+0.00110826j 9.72552e-06+0.00456949j -0.000702346+0.00488249j -3.87543e-05+0.0025757j -0.000138102+0.000316464j 
-0.0014809+0.00247269j 0.000363202-0.000361813j -0.00268252-0.00101069j 0.000574224+0.00627932j 0.00106607-0.00357986j 0.00104135-0.00277996j -0.000603425-0.00105772j -0.000296863-0.000121963j 0.00419533-0.00404377j -0.00260928+0.00383643j -0.0026913-0.0013928j 0.00153121-0.000735932j 0.00354129-0.00662664j 0.00368348+0.00617381j -0.00759754+0.00651443j 0.000647305+0.00293928j 0.00182469-0.00621147j -0.0020333+0.00858217j 0.00123682-0.00988521j 0.0131505+0.00641033j 0.0105904-0.000185751j 0.00456909+0.00768201j -0.000223415-0.00406781j 0.000385927-0.00757157j -0.0030537-0.000167453j 0.00440671+0.0069159j 0.00419472+0.0126178j 0.000885194+0.0079665j -0.0088191+0.00911865j -0.00937421+0.01436j 0.00832348-0.00139718j 0.0132645-0.00368662j 0.0091867-0.0191672j -0.0035848-0.00294905j 0.0024484+0.000876728j -0.00936514+0.00274011j -0.00143582+0.000369146j 0.00738803+9.29875e-05j 0.00311292-0.00307956j -0.005462-0.00427687j -0.00508177+0.00803826j -6.98994e-05+0.00586677j 0.00212507-0.00785772j -0.00547398-3.75922e-05j 0.00178576+0.0067828j 0.00217099-0.0013168j 0.00466061+0.00329916j -0.000902164+0.00577304j 0.00111647+0.00279236j -0.00252116-0.00859762j 0.000232717-0.00648011j -0.00386057+0.00777759j 0.00503641+0.0031722j 0.00614546-0.00105491j 0.00396357-0.00501899j -0.00801487-0.00295854j 0.00320266-0.00100615j -0.00748093-0.000637871j -0.00090711-0.000604861j -0.00264498+0.00554958j -0.00366829+0.00403554j -0.00596322+0.00451679j 0.00081855-0.00140231j 0.00498332-0.0021656j -0.000673586+0.00179341j -0.000476124-0.0020177j -5.23988e-05-0.0018461j 0.00246858-0.00315272j 0.0019729+5.45532e-05j -0.000378276-0.000572671j 
-0.00159073-0.00331212j -0.000666673+0.000605042j 0.00137713+0.000162644j -0.000365202-0.00386289j -5.55551e-05+0.00172259j -0.00156273+0.00242009j 0.00206586+0.000825508j 0.00299627+0.000430794j -0.00383301+0.0011249j -0.000397841-0.00376628j -0.00503858-0.000824988j -0.00569018-0.00288595j -0.00342277+0.0061903j 0.00741861-0.00157162j 0.00326052-0.0024606j 0.00155737-0.00192045j -0.00435137+0.00900154j -0.00092152-0.00663913j -0.00416943+5.46213e-05j 0.0098061+0.00780348j 0.0024218+0.00448892j 0.00270339+0.000546617j 0.00264398+0.00730611j 0.0104727+0.00723321j 0.00056865-0.00755296j 0.0127001-0.000415253j 0.00561548+0.0031894j 0.00874685+0.00441338j 0.00704924+0.00104594j 0.00580036-0.00637717j 0.00389369+0.0039078j 0.000492607+0.0224178j -0.00810124+0.000768431j -0.0145565-0.0111633j -0.000439988-0.000992396j -0.00562499+0.00888211j 0.00654526+0.00583372j -0.00320376+0.0107202j 0.00387691+0.0079062j -0.00649917-0.0105785j 0.00419103-0.00637357j -0.00266385-0.00837304j -0.00378098-0.011304j 0.000847374-0.00264141j 0.0100231+0.00596755j 0.00288017-0.0028378j -0.00592297+0.000187255j 0.00848458+0.00822958j 0.0016565+0.000199392j -0.00150571-0.000590826j -0.00214209-0.000120317j 0.00422069+0.00193363j 0.00295171+0.00928871j -0.00183282+0.00464934j -0.00214982-0.00395382j -0.000168842-0.00383982j -0.0033254-0.00303255j 0.00557119-0.00184146j -0.00163982-0.00223713j 0.00444378+0.00313857j 0.00383897-0.00290357j 0.00418878+0.000948404j -0.00112757-0.000237662j -0.00149567+0.00439025j 0.00104706+0.00269908j -0.000195352-0.000952759j -0.000385398+0.00283434j -0.00108614+0.00285447j -0.00167461+0.00180861j 0.000803357-0.0017791j 
-0.000539345+0.0012773j -0.000913156-0.00159619j -0.000266229-0.000623881j 0.000332208+0.00113486j -0.000517524+0.00343402j -0.000992242-0.00423756j -0.000529093+6.99024e-05j -0.000122126+0.000857016j -0.000287044+0.00299564j -0.00259257-0.00772468j -0.000969802-0.00270246j -0.0029291-0.00121606j 0.00112944+0.00109156j 0.00375052+0.00104862j -0.00409777+0.00304748j -0.000938866-0.00717209j -0.0067487-0.0160952j 0.000735149-0.00161426j 0.000555569+0.0116938j 0.0079133-0.00479348j 0.0014862+0.00495867j 0.00291891+0.00216316j 0.000609421-0.00751771j 0.00148824+0.00545129j -0.00896422+0.0177178j 0.00242148+0.00372111j 0.00351461-0.00882506j 0.000126598-0.00159059j 0.0101202-0.0129233j -0.000733773+0.00894687j -0.000324843+0.00401735j 0.0118788-0.0162396j -0.00809441+0.0154491j -0.00587971+0.00533j -0.000441462+0.00566713j -0.00412159+0.00159341j 0.0103557-0.0142177j 0.00962162-0.0146245j 0.00794205-0.000538679j -0.00335736-0.00857626j -0.00112764+0.00676197j -0.00185727+0.00379735j -0.00511417+0.000648759j -0.000401414-0.00550746j -0.00327782+0.00849196j -0.000981371+0.0040142j -0.00434188-0.000575645j 0.00341387+0.00367115j 0.00291617-0.000713987j -0.00671887+0.00501115j 6.97739e-05-0.00658161j -0.00164104+0.00602115j -0.00116745+0.00518695j 0.00554689-0.00508827j -0.00526845+0.00416948j 0.000222964-0.00727547j -0.000757062+0.000141936j 0.00080889-0.00342426j -0.0019071+1.46679e-05j -0.00182957+0.00539329j 0.00422649-0.0045877j 0.000514756+0.00287449j 0.000487448-0.000833715j -0.0014648+0.000948371j -0.000377237+0.00105063j 0.00070711-0.000840563j 0.00134144-0.00084925j 0.000132293+0.00025074j 0.00146565-0.00114538j -0.000145701-0.0010525j 
0.00283179-0.000666846j -0.00132145-0.00286692j -0.000849863+0.00106154j 0.00595223+0.00318924j -0.00290163-0.000501464j -0.000729948+0.00381549j -0.00270655-0.000781895j -0.000511745+0.000958738j -0.0033831-0.00378358j 0.00606444+0.00759049j 0.00291938+0.00478812j -0.00223405-0.00324539j -0.0069192+0.000732569j 0.00572798-0.00100882j 0.00647939+0.00382947j 0.00570207+0.00416674j -0.0067361-0.0127761j 0.0079846+0.00540184j -0.00914285-0.00751799j -0.00313717+0.00510664j -0.00274785-0.00275073j 0.00139843+0.000133226j -0.00641508+0.0025054j -0.0102541+0.00718601j -0.000685135-0.00399146j 0.00680733-0.00459321j 0.00883398-0.0104194j 0.0037282-0.00537059j 0.00593026+0.019061j 0.0108921+0.0111065j -0.000467738+0.000501126j -0.00923189-0.00567422j -0.0158649-0.0112531j 0.00116612-0.00160368j -0.00244752+0.00558359j -0.00365519+0.00234749j 0.000116982+0.0022514j -0.00257359-0.0115107j -0.00479977+0.00390917j 0.00617837-0.000818409j 0.00662938+0.000831467j 0.0016221-0.00265318j 0.000195841-0.00505633j 0.00379616+0.00192403j 0.00119432-0.00572075j -0.00177067+0.00244912j 9.79468e-05-0.00653093j 0.00232618+0.000641802j -0.00328882+0.00491356j -0.003928-0.00227665j 0.00105408-0.00495517j 0.00562741+0.00277033j -0.00307101+0.000394343j -0.00411148-0.00371201j 0.000533411-0.00707724j -4.7095e-06+0.00464132j -0.00185054+0.00145218j 0.0022571+0.00737337j 0.00395409-0.00204598j 0.00259207+0.000285024j 0.0028496+0.00788145j 0.00286707+0.00671028j -8.69903e-06-0.000223045j -0.00254668-0.00553747j 0.00115058-0.00264379j 0.00240497+0.000530451j -0.00166081-0.0010566j -0.00110093-0.0034632j 0.000272476-0.00306775j 0.00181744-0.000696119j 
0.00109351+0.001997j -0.000784654-0.00256849j -0.00154491-0.0014609j 0.00294144+0.00505659j -0.00217211+0.00398366j -0.00156997-0.00623275j -0.0022937-0.000383435j -0.00197569+0.00125904j -0.00265598-0.00349371j 0.00315646-0.00330961j 0.000361997-0.0135232j 0.000398914-0.00015119j 0.000337003+0.00545189j 0.00150292+0.00511901j -0.00118929+0.00075549j 0.00209334+0.00652204j 0.00200599+0.00479278j 0.00199936-0.00246213j -0.00547938-0.00711748j 0.00254348-0.0251156j -0.00184921-0.00623242j 0.00539055+0.00572003j -0.000752849+0.0220665j -0.00868651+0.00786228j -0.00518735-0.00857499j -0.00539953+0.00672409j 0.000247593+0.00936805j -0.000448599+0.000482251j 0.00632948-0.00453326j 0.0021803+0.00099373j -0.00732305+0.0117293j 0.004981-0.00012543j -0.00659029-0.0071124j -0.000432165-0.00548157j 0.00329637-0.0165383j 0.00666639+0.00442022j 0.000507569+0.0149864j -0.00283545+0.00723816j 0.000816534+0.00392742j -0.00301764+0.00506433j -0.000301628+0.00541578j 0.00384754-0.00259689j -0.00128268-0.000891652j -0.00155721+0.00722766j -0.00528042+0.00129661j -0.00172746+0.00139643j -4.98765e-05-0.00349184j 0.00211697-0.00229531j -0.000343813+0.00190141j -0.0061731+0.00262472j -0.00167646+0.000121311j 0.00292286-0.00147691j -0.0021656-0.00192818j 0.00247825-0.0027455j -0.00617633+0.00528488j 0.00281619-0.00500447j 0.00109338-0.00221462j 0.00215123-0.00128939j 0.00157169-0.00287326j -0.00547345+0.00727066j 0.0039662+0.00258462j -0.00135584+0.00666267j 0.000990091-0.00136991j -0.00231208-0.00303988j -0.00126854+0.0012618j 0.00240177-0.00152889j 0.00098696-0.00241292j 0.000800249-0.00296828j 0.00187706-0.00241243j 0.000381015-0.000543696j 
-0.00247965-0.00283463j 0.00213771-0.00152477j -0.000284077-0.00095711j -0.0041561+0.00324206j 0.00214863+0.00733516j 0.00472906+0.00763962j 0.00270394+0.00249115j -0.00110171-0.00420767j 0.00356738-0.00534635j 0.000120171-5.98502e-05j 0.00445959-0.000905763j -0.00155417-0.00190632j 0.00890726+0.00894973j -0.00186328-0.00742264j -0.00677541+0.00707118j -0.00048873+0.00613931j 0.0154457-0.0114552j -0.00533686-0.00719714j 0.0045336-0.00370977j 0.00534483+0.00663074j -0.00037543+0.000348514j -0.00500534+0.00288725j 0.00331096+0.0104099j -0.00336017+0.00361233j -0.00677853-0.0132558j 0.000127546-0.00319934j 0.00527271-0.00499731j 0.00326759-0.000248183j -0.0041984+0.00638644j -0.0139666-0.00186307j -0.00462038-0.000765485j 0.0132804+0.0127105j 0.00202309+0.00564781j -0.00245277-0.00294744j -0.00740921+0.00639278j 0.00100534-0.00519926j -0.000615474+0.00733287j 0.0110427+0.00511887j 0.00170704+0.00306698j -0.00549885+0.00417227j -0.00562525-0.00566512j -0.00178464-0.00408159j -0.00239925+0.000576027j 0.000397214+0.000714723j -0.00217762-0.00592468j -0.00594091+0.00402298j 0.00384963+0.000174716j -8.36831e-05-0.00420798j -0.00308681+0.00823774j -0.00842368+0.00193469j 0.0116747-0.00431846j -0.00363607+0.000687294j -0.000459796+0.00106808j 0.00694938+0.00267742j 0.000263288+0.000603107j 0.000249349+0.00156908j 0.00110646+0.00234123j 0.00251665-0.00754537j 0.00733907-0.00803133j -0.00694709-0.0039878j -0.00139656-0.000880975j -0.00851334-0.00189731j -0.000240017+0.00147882j -0.00121437+0.00467468j 0.00175137-0.00275786j 0.000675361-0.00281615j -0.00108172+0.00126476j 0.00200567+0.000228329j 7.55712e-05+0.00350454j 0.00148497-0.00132087j 
0.000646904-0.0010649j -0.00126477-0.00188239j -0.0007662+0.000466061j -0.000108816+0.00238599j 0.00352711+0.00161833j -0.00290972+0.00339739j -0.000482959-0.00150278j -2.47494e-05-0.00213022j 0.002831-0.00239131j -0.00529143+0.00392404j -0.00276764-0.000814705j -0.00272117+0.00105693j 0.00534903+0.0105338j 0.00528994+0.00266429j 0.000273768+0.0114134j -0.00600417+0.00657006j -0.00850268-0.00124353j -0.00297913+0.00234644j 0.0124226-0.00245507j -0.00724577-0.0109458j 0.00489741-0.000492053j 0.00114008+0.0060387j -0.00815562+0.0114308j 0.00123258+0.00286762j 0.0151017-0.0023649j 0.00530992+0.000297549j -0.00369114-0.00343904j -0.002092+0.00798821j -0.0198403-0.00714274j 0.00216528+0.00483904j -3.55729e-05+0.0139006j -0.0149445-0.00584988j 0.0132223+0.00728933j 0.00421547-0.00214504j 0.00109591-0.00151097j 0.00124251+5.78335e-05j -0.0160521-0.00269982j -0.00923656-0.00974942j -0.0041354+0.00255401j -0.00801513+0.00328646j 0.00593711-0.000829563j 0.00339631-2.58867e-05j 0.00678774-0.00286725j -0.00326926-0.000353764j 0.00725833+0.0001471j 0.001375+0.00433568j 0.00158616+0.00167457j 0.00285419-0.00259997j -0.00456029+0.00270403j 0.00270392+0.00431851j 0.000438637-0.00459203j 0.00358338+0.00296344j 0.00358384+0.00128908j -0.00297634-0.00490047j 0.00588667+0.00419082j -0.00649631-0.00386444j -0.000145511+0.00131958j -0.00128617-0.00381145j 0.00312934-0.0038924j 0.00212434+0.00453302j -0.00453795-0.0022222j -0.00012824+0.00075558j 0.00039368-0.00143959j -0.000492338+0.00269416j 0.00222104-0.000789718j 0.00116592-0.000934724j -0.00105935-0.00142204j 0.000490821-0.00020345j 0.000359143-0.000810253j 0.00093169-0.00103034j 
-0.000568638+0.000785179j -9.19821e-05+0.000766407j -0.00170008-0.0037322j 0.00101726+0.00613787j 0.0030698+0.00719491j -3.52594e-05-0.00103027j 0.00299013+0.00556951j -0.000725606+0.00204561j 0.00245747+0.000623063j -0.0011802-0.00409348j 0.00111609-0.00726375j -0.000113678-0.0014145j -0.00245869-0.0085933j -0.00488592-0.0128228j 0.00156308-0.00962622j -0.00331467+0.000439692j -0.0116148-0.00260019j 0.00095141-0.0133309j 0.00895063-0.0150455j 0.00862918+0.0107725j 0.00328975+0.00210727j 0.000582442-0.00766874j -0.00769559+0.0016681j -0.00352042+0.0144244j 0.00589283-0.00142641j 0.000824438-0.00161295j -0.0106981-0.00243581j 0.00229115-0.0154111j 5.0236e-05+0.00711274j 0.00465571-0.00267424j -0.0020159-0.00754563j -0.009351+0.0110139j 0.0116019+0.000968627j 0.00667197-0.00128681j 0.00527289+0.00578046j -0.00262179+0.00366744j -0.00799805+0.000507526j -0.0111329+0.000598854j 0.000143605-0.00590695j -0.00150905-0.0065371j -0.000543351+0.0034577j 0.00502576-0.00387428j -0.00487016+0.00964038j -0.00896052+0.00488995j -0.00110649+0.00574902j 0.00113481+0.00363839j -0.000398142+0.00084514j 0.000881025+0.00111644j 0.00293422-0.0016j -0.00173877+0.00610859j -0.00381672-0.00301529j 0.00453283+0.00205506j -0.000147518+0.00620474j -3.09672e-06-0.00404494j -0.00240824+0.00382739j -0.000519948-0.000220021j 0.00233818+0.000957197j -0.00077742-0.00126838j 0.00068491-0.00305016j -0.00264716+0.000434192j -0.000808478-0.000498634j -0.00237911+0.00320718j 4.04249e-05+0.00114594j 0.000388186+0.00247032j -0.000752308+0.000291976j 0.00214643-0.00421307j 0.000890233-0.00177728j 0.00305823-0.00325889j 0.000402218+0.000252806j -0.000322995-9.65341e-05j 
