-0.0107474+0.0047227j -0.00597581-0.0112854j 0.000891747+0.00980985j 0.0106226-0.000430898j 0.000574529-0.00562216j 0.00830051+0.00473877j 7.40828e-05+0.00255769j -0.00192711+0.000973895j -0.00505772-0.0067864j -0.00468958+0.00360379j -0.00341826+0.000140769j 0.00145217-0.00682354j 0.00518039+0.000367777j 0.000698559-0.00634116j 0.00189638+0.0042562j -0.00287746-0.00105763j -0.00774606+0.00100589j 0.0010629-0.00207361j -0.00391574-0.00129859j 0.00397018-0.00271478j -0.00405356-0.000869411j 0.0057605-0.0018699j 0.000105708-0.00415766j 0.00563796+0.00107289j -0.00026181+0.00223171j 0.00777335+0.0107747j -0.01299+0.00392295j -0.00680462-0.0034305j 0.00271156+0.000741315j 1.99524e-06-0.00586305j 0.00281699+0.00909262j -0.00198138+0.00152115j 0.00133617-0.000982365j 0.00216456+0.00483644j 0.00405763-0.0064707j 0.000980393+0.00215359j -0.00968451+0.00981533j -0.00144269-0.000552297j 0.00220297-0.00758525j -0.00374814+0.00267478j 0.00497827+0.00118566j -0.00242589-0.00158434j 0.00316375-0.00347849j -0.00390522+0.00664656j 0.00233393+0.0126706j 0.0123453+0.00743547j 0.0045983-0.00422802j -0.00567396+0.000779127j 0.020243-0.00620337j 0.00332581+0.0185258j 0.0155966-0.0150126j -0.0166457-0.0149717j 
-0.00149431-0.000511214j 0.000538065-0.000775434j 0.00523982-0.00475222j 0.0031527-0.00195969j -0.00256787+0.00133597j -0.00132832+0.00734935j -0.00420822+0.00869972j 0.0105092+0.00466013j 0.0073207-0.00176245j 0.00956553-0.00406395j -0.000750047-0.00116962j -0.00124728-0.0022039j 0.00323936+0.000925529j -0.00448999+0.00784511j -0.00593083-0.000956679j 0.00549064+0.00179992j -0.00226002-0.00108783j -0.00590947+0.00736052j -0.00440315+0.00632987j 0.00257312+0.00240107j -0.0151875-0.000540628j -0.000153379+0.00590571j 0.00751349+0.0108339j 0.00482122-0.00321343j -0.0085083-0.00133165j 0.00776209+0.000190905j -0.00171347+0.00439307j -0.00700958+0.00399112j -0.0153125-0.00398j 0.00465734-0.00207077j 0.00143286+0.00440778j 0.019011-0.00209348j 0.0140457-0.00258343j -4.79321e-05-0.00163375j -0.0278579+0.00667345j -0.0128233+0.00653225j -0.0198682+0.00251171j 0.00582371-0.00648365j -0.00180257-0.00298064j -0.0114455-0.00137668j -0.00751946+0.00396058j 0.00753241-0.000200038j -0.002936+0.000529636j -0.000979725+0.00137604j -0.000336002-0.00249605j -0.000487607-0.00685733j 0.00725093-0.00553673j -0.00268767+0.00177321j -0.0054875-4.53734e-05j 0.000958305-0.00345532j -0.00040193-0.000545962j -0.000509647+0.00300588j 
0.00056408-0.00281005j -0.000863441+0.000530088j -0.00507309+0.00568775j -0.00297922+0.00236896j -0.000696078+0.00159703j 0.0027178-0.00237537j 0.00651889-0.00553467j -0.00344697+0.00729858j 0.00929294-0.0040385j 0.00226481-0.00354603j 0.0044472+0.000413488j -0.00759456-0.000994385j -0.00589266+0.00288692j 0.0132978-0.00271605j -0.00120461-0.000887583j -0.00741797-0.0019085j 0.00190693-0.00508701j -0.00355567+0.00623963j 0.0102364-6.74664e-05j 0.00209558-0.00177859j 0.00850195+0.00140155j -0.000974094+0.00249055j -0.00682448-0.00269684j -0.00205884-0.00597614j 0.00409397+0.00192934j -0.00670693+0.00173839j -0.000448954+0.00638425j 0.00417335-0.00373274j 0.0139998-0.00300263j 0.00177525-0.000417089j 0.0056954+0.00435024j -0.000839899+0.00148201j 0.0199275-0.00554013j 0.00391711-0.000780931j 0.0206119+0.00139086j 0.0231413-0.00106171j 0.0126475-0.00560286j 8.84106e-05+0.000624013j -0.000798107-0.000353212j -0.0123505+0.00320418j 0.00116665+0.000346966j 0.00118423-0.00440759j 0.00191872-0.000434917j -0.0066325-0.00571808j 0.00370084-0.000294348j 0.00729221+0.00032979j 0.00154589-0.00121117j -0.00342022+0.00151179j -0.00420632-0.000677392j 0.0017697+0.000278274j -0.000606637+0.00117677j -0.000927705+0.000244074j 
-0.00265808-0.00104306j -0.00227118-0.00307399j 0.00419928+0.00931792j -0.000199976-0.00453767j -0.00117432-0.00602383j -0.00367568-0.00911489j -0.00809928-0.0157054j -0.000397578-0.0111181j -0.00357773-0.0027856j 0.00849621+0.0109031j 0.00519477+0.00334112j 0.000577358+0.00269693j -0.00428524-0.000636585j -0.00238713+0.00743013j -0.00417125+0.00484467j 0.0108709-0.0101167j -0.00415604+0.00580776j -0.00201904-0.00459284j -0.00161005-0.00693198j 0.0028654+0.000941166j 0.00024551-0.00598437j -0.000924843+0.00181361j 0.00189534-0.0146628j -0.00315191+0.00483136j -0.00422128+0.00942392j 0.00546595+0.00606057j -0.00141587-0.000299184j 0.0049768-0.000850098j -0.00142694+0.00129434j 0.00235427+0.00329355j -0.00622856-0.00246128j -0.0024462-0.00104165j -0.00166072-0.000181376j 0.00183502+0.00152754j -0.0155841-0.00758291j -0.00540568-0.00187917j -0.00219793-0.00332439j 0.00288247+0.00107887j 0.00143301+0.00393009j 0.00206363-0.000934317j -0.00621311-0.00477619j -0.00162776-0.00500297j 0.000872403-0.000965353j -0.00224196+0.00632253j 0.000190863+0.0121226j -0.000743854+0.0070694j -0.00245843+0.00759742j -0.00288914-0.00343598j 0.00053539-0.00259969j -0.00162631+0.0102878j 0.0027973+0.00590166j 0.00219789-0.00564637j 
0.000266835+0.00259029j -0.00190123-0.00321557j -0.00540609-0.00642066j 0.00153183+0.000351285j -0.000748943+0.0160965j 0.00825186+0.00576381j 0.00249053-0.00137972j -0.00937403-0.00675432j 0.00959707-0.00304021j 0.0122029-0.00547541j -0.00130008+0.0151786j 0.00383732-0.0135212j 0.0120325+0.00382651j 0.00393012-0.000802436j 0.0130716-0.00866776j 0.00759933+0.011001j 0.00595905-0.00366612j 0.0089939-0.00174263j 0.00711327-0.0024706j -0.0111916-0.0015583j -0.00517865-0.00339225j 0.0114807-0.00501346j -0.001275+0.0022192j -0.0163381-0.00282005j 0.0128247-0.00141147j -0.00407657+0.00505464j -0.000606481+0.0107557j 0.00168389+0.0011827j 0.00525995-0.00677044j -0.00155073-0.0046651j -0.00848704+0.0024335j -0.00121338+0.00413153j -0.00533307-0.00413586j 0.00632102-0.00160719j 0.0128641+0.0104913j 0.00755338+0.00358666j 0.000582696+0.00085964j 8.15259e-07-0.00783874j 0.00645558+3.63249e-06j 0.00401541+0.00260252j -0.000280414+0.00404752j -0.00547052-5.72439e-05j 0.000607987-0.00257729j 0.00156318+0.00840894j 0.0067149+0.00478284j 0.00949775+0.00301249j -0.000851756-0.00230752j -0.00806641-0.0100327j -0.00743645+0.0043995j -0.000329082-0.000926545j 0.000363039-0.00420868j 0.000225936-0.00601259j 
-0.00291675+0.00255442j -0.00299041+0.0040414j -0.000348244-0.0108704j -0.00317146-0.0031558j 0.00330652+0.00283238j -0.00802554+0.0095218j -0.0033845+0.00360208j 0.00586929+0.000166867j -0.0043812+0.0111303j 0.00577324+0.00052135j 0.00421098+0.0113819j -0.000836809-0.00165456j -0.00672443+0.0015406j 0.0071007+0.000678346j -0.00836894+0.00545188j 0.00255948-0.0016221j -0.014903+0.0151074j 0.000784151-0.0119055j -0.012834+0.0048119j 0.0101749-0.00658161j 0.00126549-0.00814414j 0.00353897-0.00143813j -0.00664221+0.00525324j -0.00374882-0.000623054j -0.0133883-0.0029883j 0.00825348+0.00621954j 0.00280454-0.0032413j 0.00577211-0.00133766j 0.0136807+0.00053785j 0.000950682+0.0072593j 0.00931166-0.00100183j -0.0099009-0.000172484j -0.00423912-0.00381322j 0.011103-0.00380795j 0.0011465+0.00294734j 0.0161968+0.00509066j 0.0084557+0.00506375j 0.00124158-0.00377395j 0.00404812+0.000164581j 0.00275874-0.000746221j -0.0119669+0.0037791j 0.00727793-0.00365255j 0.0023947+0.00347613j -0.00668947+0.00372884j -0.011756+0.00105866j -0.00761916-0.00989561j 0.00289694-0.00361251j 0.0014599+0.00272757j -0.000568739-0.0045053j -0.00231543+0.00404475j 0.00289725+0.00494628j -0.00212826+0.000973189j 
0.00326586+0.005171j -0.00145168-0.000528789j -0.0038609-0.00770434j -0.00427978-0.00279071j 0.00653942+0.00640732j 0.000794174-0.00329674j 0.000871458-0.000346368j -0.00859422-0.00251569j -0.00478884+0.00132457j -0.00439261+0.00162403j 0.00934212+0.00545078j 0.00277364-0.00564903j -0.00444914-0.00360465j -0.00515702-0.00985948j -0.0062281+0.000684787j 0.0013933+0.00178942j 0.00397772-0.00146798j 2.18108e-05+0.00308377j 0.00304041+0.00850365j 0.00349536-0.00976366j -0.00170878+0.00427482j -0.00856869+0.00292904j 0.00104256-0.00351571j 0.00279805-0.00485586j -0.00175424-0.000415407j 7.34283e-05+0.00822355j 0.00181676-0.00608496j -0.00298434+0.00345013j -0.00508163-0.000919218j 9.9592e-06-0.00329238j 0.00490552+0.0067646j 0.00563107+0.00607488j 0.00572554+0.000199684j -0.00422935-0.00737255j 0.000666658-0.00253509j -0.00138128+0.00138328j -0.00459293+0.0100815j 0.00748875+7.96759e-05j -0.00289325-0.00413085j -0.0027165-0.00451247j 0.00399705-0.00142484j -0.00559189-0.00499667j -0.0012863+0.00984684j 0.00229917-0.00485415j -0.00138131+0.00711685j -1.40941e-05-0.00375811j -0.00520677+0.00706437j 0.00293925-0.00573699j 0.000856419-0.000503264j -0.0011674+0.00422624j 0.00326659+0.000504412j 0.00100655-0.00333273j 
0.00318326-0.000559577j 0.000962667-0.00390908j -0.00295676-0.00540771j -0.00171428-0.00138371j -0.000358324+0.0112892j 0.0081616-0.00297545j 0.0086152-0.00123604j -4.98111e-05+0.000283686j -0.00556939+0.00509277j -0.00628391+0.00733629j 0.0141317+0.0113837j -0.0118706+0.00255388j -0.0238578+0.00602225j 0.00755427-0.00570857j -0.0138936-0.0013651j -0.012265+0.00459916j 0.0015467-0.00565073j -0.00912517+0.00360209j 0.00813468-0.00776111j 0.0114016+0.00273022j -0.00150858+0.00269227j -0.00181828+0.00363568j 0.011727+0.0071315j -0.00162581-0.0030479j 0.00887662-0.00132168j -0.00203316-0.005541j -0.00509891+0.00444534j 0.00252303-0.00263351j -0.010454-0.000496313j -0.000811795-0.00173207j 0.00548789-0.00296658j 0.00490794+0.00831256j 0.00975701-0.00759034j -0.012401-0.000887388j 0.00127529+0.00767528j -0.0209424+0.00491792j -0.0115709+0.00147844j 0.00482126-0.00331908j -0.00738217+0.00364659j -0.000829954+0.00542478j 0.00653837+0.00148215j -0.00218024-0.00318689j -0.00294885-0.00759732j -0.0106738+0.00696443j 0.00617108+0.0090356j 0.00335+0.00509104j -0.00257834+0.00168984j -0.000690874-0.000830445j 0.000724103+0.00111832j -0.000228523+0.00054674j -0.00461628-0.000669512j 0.00167049+0.000428382j 
0.00286145-0.00228788j 0.000951754+0.0038186j -0.00400229+0.00384398j -0.0037409+0.000227655j -0.0051739-0.00201109j 0.00717423-0.00113254j -0.0013409-0.00134074j -0.00531678+0.0068894j 0.000107603-0.00257728j -0.0102861+0.0071842j -0.000523418-0.00428346j -0.00363225-0.00435925j -0.00242298+0.00439945j -0.00640598+0.00315993j -2.49313e-05+0.00817591j 0.00391737+0.00103538j 0.00978126-0.000934315j 0.00062795-0.00575973j 0.0142509+0.000223176j -0.00183866-0.00481427j -0.00656701-0.00839063j 0.00206031-0.00914544j 0.00386163-0.00143577j 0.00149948+0.0018679j 0.00647898-0.00161411j -0.00243575+0.0115126j -0.00166174+0.00873805j -0.00277693-0.00502019j -0.0138908+0.00410483j 0.000176504+0.00778636j 0.00331178+0.00814298j 0.00713639-0.00313876j 0.00522592-0.010993j -0.00585148-0.00245873j -0.00153956-0.00680555j -0.00388503-0.00650669j -0.00523702-0.00534001j 0.00152649+0.00896219j -0.000354615-0.00534922j -0.00198432-0.0112006j 0.00218169+0.00369963j -0.00845767+0.000906384j -0.00513514+0.00967351j 0.00290081-0.0106716j 0.0113583-0.00923966j -0.000887387-0.0100537j 0.00475067-0.00357439j 0.00223152+0.00595596j -0.00903196-0.00413298j 0.00584671-0.00048702j 0.00777413-0.000219071j -0.00102108+0.00124451j 
-0.00151863+0.000426948j -0.000584065-0.000873908j -0.000248923-0.00363033j -0.00389598-0.00548903j 0.00310137+0.0048073j -0.00486525+0.00101485j -0.00228524+0.00323908j 0.00161808+0.0067202j -0.00230656+0.000878272j -0.000305857-0.0151613j 0.00300223+0.00845518j 0.00549808-0.00149696j 0.00635695+0.00336489j -0.00205718+0.00191545j -0.00296391-0.0106249j 0.000520959+0.00254354j -0.00316829-0.00915525j 0.00524937-0.00374257j -0.0047825-0.0117243j 0.00282336+0.00869269j 0.00276134+0.0074636j -0.000149732-0.00724887j -0.00891481+0.00977584j -0.00267785-0.00382719j 0.00105604+0.0137482j -0.00177019-0.00816169j 0.00108913-0.0136456j 0.00291448+0.000405158j 0.00538014-0.00117606j 0.00132264+0.00440699j -0.00342105-0.00408801j -0.00211038+0.00597208j -0.00439612+0.00139147j 0.00767086-0.00443495j 0.00589469-0.00163266j 0.00948862+0.00216474j 0.00252524+0.0129699j -0.00969746+0.00183196j 0.00220445-0.00227524j 0.00040481-0.00456453j -0.00251807+0.00346243j 0.00588565-0.00034534j 0.00274066+0.0092131j -0.000880631+0.00198377j 0.00187318+0.00707583j 0.00272885+0.00724358j 0.00170596+0.0073509j -0.00190074+0.000832075j 0.00108044-0.00327993j 0.00276494+0.00236569j -0.0023885+0.00802599j 0.00286542+0.00248115j 
-0.00129953-0.00450041j -0.00302072+0.00362161j -0.00518505+0.00101247j -0.00762748-0.00228349j 0.00146485-0.00181703j 0.00571307-0.00768443j -0.00570561-0.00243703j -0.00387652+0.0104005j 0.00103737-0.0075174j -0.0108956+0.0049173j -0.00039709+0.0040991j -0.00312387-0.00235856j 0.00906273-0.00193472j -0.0090046+0.000890195j -0.00347101+0.00314178j 0.00850135-0.00123449j -0.00132542+2.12522e-05j 0.00564135+0.000379593j -0.0045664-0.00422746j 0.000170956-0.00658932j -0.000512226+0.00370881j -0.00371169+0.0121655j -0.00218157-0.000207662j 0.00526692-0.00431538j 0.0046327-0.00367339j -0.00277232+0.000657179j 0.00958842-0.0050892j -0.00391745+0.00332597j -0.00838371-0.00951974j 0.00340525-0.00477775j 0.00468261+0.00281954j 0.00286128+0.000176161j 0.00631607+0.004165j -0.00153861+0.00402095j -0.0063408+0.010119j -0.000456598+0.00125143j -0.00638456-0.0122312j -0.00187807-0.00549435j -0.000591849+0.00885227j 0.00519808+0.00825776j -0.000884783-0.00118518j 0.00552421+0.0006828j 0.00485328-0.0056189j -0.0054313+0.00840912j -0.00589101+0.00699857j -0.00178629-0.00173135j 0.00642532-0.00016655j 0.00277932+0.00553496j -0.00817768-0.00685063j 0.00264103+0.00290936j 0.00124346+0.00844504j -0.00186845+0.00210054j 
-0.000878372+0.000482454j 0.00237252+0.00132481j -0.00141327-0.0041677j 0.00828917-0.00690549j -0.00529008+0.00412029j -0.00107403+0.0114007j 0.00348153+0.0013441j 0.00260908-0.00543327j 0.00404305+0.000555218j 0.00360398+0.00219314j 0.00351565-0.00521532j 0.00299182-0.00167099j -0.00365451-0.00240699j 0.00681775-0.00100435j 0.00548919+0.0036023j 0.000730114-0.00130519j 0.00485535+0.00793737j -0.00371158-0.0103737j 0.00245492+0.00169995j -0.00366274+0.00308853j -0.00132056-0.00889776j 0.0078159-0.00236462j 0.00282129+0.000630288j -0.00573148+0.0144554j 0.00180796-0.00393823j 0.00142297+0.00198884j -0.00684076+0.00253257j 0.00742727-0.0022729j 0.00944126+0.00385054j 0.0031096+0.00503712j -0.00202763-0.0061402j -0.00746679-0.0123696j -0.0072608-0.00117712j -0.00128911+0.00710615j -0.000706335+0.00902949j -0.00405182+0.0131057j 0.0066739-0.00498874j -0.00611951-0.0120816j 0.00210327+0.0113976j -0.0115969+0.0115894j 0.00250878-0.00885933j -0.00069849+0.00435695j -0.00252774-0.0126765j 0.00464169+0.0121103j 0.0129229-0.000579476j -0.0071697+0.0029004j 0.000241823-0.00488711j -0.00115084+0.00395566j -0.00344663-0.00340483j 0.00417936+0.000262915j 0.00665295+0.000654143j -0.000362041-0.000423176j 
-0.00226883+0.000528094j 0.00320588+0.000912879j 0.00311797+0.00338911j 0.00973099-0.00565147j -0.00179546-6.75489e-05j -0.00586507-4.17516e-05j 0.000929146-0.000654794j 0.00815662-2.15137e-05j -0.0013241-0.00385492j 0.00418429-0.00509211j 0.000155804-0.00564802j 0.00253982-0.00439169j -0.00974746-0.00698124j 0.00312341-0.00276386j 0.0032485+0.000202667j -0.000695628-0.00589612j 0.0025625-0.00747228j -0.00185058+0.0133673j 0.00248771+0.0111174j -0.000805128+0.000806244j 0.00729747+0.00322558j 0.00365128+0.0121369j 0.00087341-0.00650579j -0.00263429+0.00177502j -0.00157506-0.000692914j 0.00504308+0.0022881j -0.00569487-0.0018232j 0.00502152+0.00500167j 0.0118439-0.00530685j 0.00150367-0.00135239j -0.000451455+0.00360033j -0.00644307+0.00332225j -0.00707069+0.00570033j -0.00597247-0.00490632j 0.00336049-0.00645082j -0.00625308-0.00406549j 0.00166257+0.00347134j 5.5966e-05+0.00137612j 0.00142745-0.00916232j -0.0112841-0.00864054j 0.0034069+0.0015688j 0.00101204-0.000548136j -0.00181381+0.00928621j 0.00720335-0.0156909j 0.00867273+0.00246623j -0.00370506-0.00557672j 0.000609852+8.58965e-05j -0.00140609+0.000597524j -0.00299458+0.00347342j 0.00317176-0.00240787j 0.00468929+0.000618937j 0.000620247+0.00135983j 
0.00402849-0.00116812j 0.00485311-0.00288292j 0.0118675-0.00220353j -0.0076727-0.00210872j -0.00583305+0.00143548j -0.00645303-0.00432972j -0.00484932-0.0017934j 0.0167124-0.0114009j -0.00282682+0.0044973j -0.00533178+0.011295j 0.0111355-0.0126572j -0.00251405+0.000415531j -0.00195907-0.00513821j 0.0195585+0.00415917j 0.0103947-0.00288834j -0.00800899-0.00147274j 0.000738475-0.00184654j -0.0055202+0.00154542j -0.0056609+0.00273642j -0.00367835+0.00535689j -0.00553781-0.00415737j 0.0129838-0.00327497j 0.00179051-0.0010089j 0.00156311-0.000504919j 0.0107156+0.00144024j 0.00416228-0.00529988j 0.000839438+0.0124689j -0.00180211-0.00366961j -0.00684509-0.000489666j 0.00636382-0.00760489j -8.74349e-05+0.00516754j 0.00466724-0.00139766j -0.000850395+0.00448099j 0.00711392-6.22353e-05j 0.00417776-0.0001765j 0.0212675-0.00260305j 0.0027472-0.00234474j -0.00210311+0.000476627j 0.000785215-0.00157355j 0.0076612+0.00320083j 0.00325298+0.00568826j -0.00489415-0.00131981j 0.00948549-0.000342516j 0.00359303+0.00484919j -0.00451633+0.00114329j -0.00315794+0.00110703j 0.00311133-0.00438021j 0.000407913+0.00116729j -0.00110571+0.00288864j 0.00265563-0.000777281j -0.00130665-0.00410448j 0.00571167+0.00401783j 
0.0050269+0.00646896j 0.00179958+0.00171243j -0.000286221-0.0017713j -0.00470691+0.00390997j 0.00103071+0.0041005j 4.69773e-05+0.00911794j -0.00395731+0.00553617j -0.00255637-8.65283e-05j -0.000481266+0.00147762j -0.00682873-0.00640042j 0.00507576+0.00832304j 0.00418064-0.00106206j 0.00504231+0.00485208j -0.00230773-0.0169531j -0.00602401-0.00616866j -0.00581892+0.0184309j 0.00997909+0.0111751j 0.0040621+0.000233864j -0.0039406-0.00664123j 0.000795423-0.00375053j -0.00133032-0.00238798j -0.00101336+0.00950118j -0.00952519+0.00497497j -0.000155974+0.00351477j 0.00244312-0.0103187j 0.00384913+0.0072924j -0.00455278-0.00730858j -2.70686e-05+0.00164926j -0.00532433+0.00936544j 0.000454819+0.00445291j -0.00397574+0.00884114j 0.00262372-0.0101482j 0.00381506+0.00110498j 0.00232119+0.00877677j 0.00587782-0.0175248j 0.00689886+0.00982534j 0.000500597-0.00101976j 0.00045298-0.00236062j -0.00107052+0.0149703j 0.000356891+0.00972219j 0.00345928-0.0260194j -0.00488707+0.0116068j 0.0070065+8.35027e-05j -0.00038656-0.00175468j 0.00335623-0.0132717j 0.00195717-0.00671698j -0.00420417+0.00892836j 0.00382443-0.00217561j -0.00281128-0.00265901j 0.00383-0.00139193j 0.00708155-0.00412462j 0.00150496-0.00185952j 
-0.000695284-0.00186108j 0.000559767+0.00409724j 0.00183298-0.00127485j 0.000565601-0.00210176j -0.000282187+0.00293706j -0.000274649-0.00501875j -0.00417782+0.00168461j 1.44343e-05+0.0048611j 0.000476051+0.000389148j -0.00110621+0.00577158j -0.000542543+0.00236748j 0.000300213-0.000819843j 0.00376073+0.000733173j 0.00382153+0.00302515j 0.00222761+0.00257708j -0.00151048-0.00214807j -0.00563529-0.00564981j 0.00285747-0.00232088j -0.001654-0.00355219j -0.00232301-0.0032241j -0.00174905-0.000901801j 0.00381908+0.00287802j -0.00305633-0.00311556j 0.00236615+0.000699508j 0.000573177-0.010122j -0.00629043+0.00248707j 0.00749303+0.00687187j -0.00407208+0.00027842j 0.00171631-0.0155251j -0.000180301-0.00879462j 0.00502763-0.00459666j -0.00180526+0.00245798j -0.0064106+0.00410433j 0.00409169+0.00649499j 0.00886775+0.0174566j 0.00268477+0.0110874j -0.00435523-0.011406j -2.51777e-05-0.0142729j 0.00155909+0.0101184j -0.00471084+0.0166776j 0.00712254+0.000221518j 0.000552414+0.00107914j -0.00352075-0.0143088j 0.000825712+0.0192931j -0.000762712+0.00445257j 9.2092e-05+0.0029114j 0.00260341-0.0109209j 0.00397817+0.00308929j -0.00158891+0.00047854j -0.000340568-0.000872997j 0.000414736+0.00165815j -0.000940638+0.00283833j 
0.000248212-0.00104432j 0.000473652+0.00216957j 0.00207906-0.0012931j -0.0024749-0.00319419j -0.00315471+0.00101601j -0.00131004-0.0041412j -0.00269337+0.00234052j 0.000899425+0.00408935j 0.00053085+0.00461573j -0.00250367+0.00190064j -0.00196398+0.000881355j -0.00194061-0.00181442j 0.00190269+0.00528509j 0.00164149+0.00811908j -0.00180976+4.65895e-05j -0.00341921-0.00157808j -0.00507165-0.00656972j -0.00255752-0.0138106j 0.00608585-0.0063668j -0.000670912+0.00390046j -0.00577254-0.0026107j -0.00194956-0.0212192j -0.000446873+0.00487257j 0.000526126-0.000438412j 0.00488572+0.00618575j -0.0050744+0.00271107j 0.00078512+0.00112709j -0.00194603-0.00274753j -0.00180178+0.0050658j 0.00136165+0.00855736j 0.00075944-0.00300469j 0.00325115+0.00314059j -0.00503956-0.00542877j 0.000556368-0.0109058j 0.00529535-0.00315666j 0.00129312-0.00792573j -0.000324122+0.0111577j -0.000719613+0.0115994j -0.0016291-0.0158454j -0.00461274-0.0178918j 0.0041051+0.0164881j 7.26314e-05-0.00742579j -0.00239732+0.0174324j -0.000407835-0.0119808j 0.000737155-0.000284308j 7.90877e-05+0.000768783j 0.00181743-0.000348972j 0.00324986+0.000569953j -0.000383873-0.000447377j 0.000969363-0.000722898j 0.000135795+0.00143593j 2.36761e-05+0.00233959j 
0.00162821-0.00263348j -0.00109739-0.00264226j 0.00743004-0.00328095j -0.00161606-0.000119085j -0.00714838+0.00355417j -0.00408587+0.00346036j -0.0042861+0.00627876j -0.00403613+0.00755106j 0.00196181-0.00311449j -0.0097861+0.0145879j 0.0101862-0.00827349j -0.00875933+0.00644043j 0.00642956+0.0112931j 0.00174654-0.00419183j -0.000480121-0.0024187j -0.00825528+0.00623962j 0.00117452+0.0101753j 0.0101765+0.0066176j 0.00422174-0.00055362j 0.000315962-0.00374996j -0.00038404+0.00208078j 0.0107094+0.00292408j 0.00648097+0.00209988j 0.00150111-0.00794896j -0.00448609+0.0124848j -0.00658059-0.00252147j 0.00105951-0.00328223j -0.00358954+0.00299772j -0.00213986+0.00259771j 0.00014212+0.00156662j -0.00262822-0.000106556j -0.0100493+0.00397731j -0.0300526+0.00383792j 0.00895922-0.00182219j 0.00509679+0.00242972j 0.00495598+9.65656e-05j 0.000493446+0.00218877j 0.00645475+0.00279598j 0.00331195+0.00149608j -0.0152682-0.00599072j 0.00510061+0.00442958j 0.00498785-0.000436631j -0.00606068+0.0017589j 0.0064076+0.00417424j -0.00128872+0.00118752j 0.00163925-0.00028806j -0.0031323+0.00170718j 0.00147583-0.00249827j -0.00504724+0.000169571j -0.00242864+0.00108767j -0.0010813+0.000311151j -0.000572395-0.00126448j 
0.000907145+0.00253338j 0.00190966+0.000123873j -0.0022873+0.0024776j -0.0144231+0.011309j 0.00832567-0.00879086j -0.00051672-0.00540643j -0.00687671-0.0036221j 0.00633248-0.00270115j -0.00489624+0.00408246j -0.00436783-0.00750917j -0.00131658+0.00651503j -0.00227368-0.00117384j 0.00734859-0.00464187j -0.0113186+0.00800975j 0.000185034-0.00752807j 0.0119452-0.00116899j 0.00122545-0.000704707j 0.000532977-0.00202122j -0.00517564-0.00459133j -0.00052031-0.000869146j -0.00396896-0.00129319j -0.00313693+0.00264711j -0.00167821+0.00715515j 0.00213484+0.00391679j -0.00800886-0.00870576j 0.00803345+0.000766325j -0.009258+0.00638902j 0.00181154-0.00120033j -0.0133009+0.00261253j -0.0133615-0.00119537j 0.00237881+0.00226879j -0.0164226+0.00525799j -0.0072678-0.00310415j -0.00578322+0.000559259j -0.000778476+0.00371736j -0.00365466+0.00183519j 0.0068703+0.0012822j 0.0153289-0.0036338j 0.00869049+0.000916892j -0.0122913+0.00161856j -0.0148082-0.00460513j 0.0050771+0.000311292j -0.00965988-0.0042205j -0.00597612-0.00326609j -0.00298175-0.00278882j 0.00691141-0.000973251j -0.00358924-0.00128877j 0.000544608+0.00236308j 0.00511503+0.000105117j 0.00298085+0.000124241j -0.00181376-0.00105801j 0.00367968+0.00207066j 
0.00116757-0.00052484j 0.00092213+0.00133284j 0.00182809-0.00371286j 0.000216804-0.00485168j -0.00202721-0.00202847j -0.00554894-0.0116107j 0.00289573+0.00200249j 0.00329414+0.00552773j 0.000356584+0.0057557j -0.00885807-0.0021536j 0.00450132+0.000947169j -0.0047335-0.00982624j -0.00722846-0.00729132j -0.0060852-0.00250485j -0.000568205+0.0002586j 0.00621255-0.000729169j -0.00548815-0.018144j -0.00361614-0.0111123j -0.00272965-0.00342866j -0.000730868+0.00227983j -0.00289707-0.00384033j 0.00554418-0.00153897j -0.00650541+0.00287089j 0.00355122+0.0137253j -0.00833556-0.0168175j -0.00153514+0.0103344j -0.00255032+0.00118009j -0.0013341-0.00271246j 0.000471479-0.012173j 0.000152319-0.00157065j -0.00215148+0.00298774j 0.00335618-0.00394543j -0.00711293+0.00540147j 0.0017225+0.00175602j -0.000370819-0.0253612j 0.00121643+0.0018347j 0.00237511-0.0072959j 0.000733162-0.000571194j 0.00141171+0.00451943j -0.00479292-0.00151998j 0.00352505-0.0177933j 0.00681149+0.0140473j -0.00012634+0.00342118j 0.00424138-0.00520762j -0.00440452-0.00531442j -0.00105609-0.00519585j 0.0017413+0.00787062j 0.00180853-0.00323228j -0.00021503-0.00621936j 0.00147249-0.00262009j -0.00244745+0.00105102j -0.00157533+0.00227678j 
