0.0270513-0.00334997j -0.0163143+0.0169523j -0.00674286+0.0178274j 0.047281-0.00508952j -0.00494649-0.00108219j 0.0153016+0.0080055j -0.0209196+0.0205004j 0.0120892+0.0179274j -0.066104+0.00730087j 0.0264404-0.00648477j 0.011187+0.0073991j -0.000651391-0.000552453j 0.0176727+0.000211038j 0.0124337-0.000906025j 0.0013374-0.00224492j -0.00151199+0.00916741j -0.0273369+0.0124536j -0.0212247+0.0174694j 0.0366008-0.00982148j 0.0247626-0.0130882j 0.0127633-0.01884j -0.0192847+0.0270973j -0.00416679-0.00157679j -0.00353461+0.0129527j 0.00483084+0.00700093j 0.00912781+0.0188547j -0.00548848-0.0024407j -0.00916792-0.00658955j 0.022971-0.0036771j -0.052714+0.000954849j -0.0169049+0.0145231j -0.032335-0.00786168j 0.0263824-0.0252058j 0.00603207+0.00775898j 0.0341013-0.00788289j 0.0130483-0.0150524j 0.0047787-0.00161328j 0.0305652-0.0190685j 0.0256882-0.0126703j -0.0331813+0.00891537j -0.0140279-0.0226594j -0.0298102+0.0148815j 0.000984879-0.0157079j -0.000681541-0.00232177j -0.00384488-0.0227782j 0.0149664-0.0219241j 0.000237964-0.0126192j 0.0363263+0.0230809j 0.0193282-0.0389059j 0.0760157+0.00971211j -0.0182894-0.0126488j 0.056036-0.00699488j -0.000538827-0.00540861j 0.0241755+0.00278328j 0.04643+0.00351755j -0.0261488+0.044766j 0.106396-0.0148831j -0.0582619-0.00251481j 0.000914937+0.00204375j 0.0325177-0.0248931j -0.00560229+0.0393835j -0.000662272-0.0242972j 0.0608452-0.0144848j -0.0347165+0.0406724j 0.0059705+0.0497201j -0.058843-0.0233018j 0.0395281-0.0364747j 0.00646222+0.0251944j 0.0608688+0.0232735j -0.0839962-0.0323813j 0.0647979+0.00481167j -0.0329314+0.087152j -0.134807-2.24913e-05j -0.0350826+0.00157675j -0.047511-0.0341714j 0.0863004-0.0200579j 0.00324592+0.00226601j 0.063526-0.0327408j 0.0502074-0.0220803j -0.0460688+0.0238385j -0.0143949+0.0133624j -0.00718225+0.00810406j -0.0428488-0.0543101j 0.0716481-0.0045785j 0.0312749-0.0106079j -0.000278903+0.02312j -0.00552654-0.0130803j -0.00652404+0.00469665j -0.021632-0.0257734j 0.0208108-0.0287153j 0.0221802-0.00769425j -0.0252805-0.000334262j 0.0483745-0.021349j 0.00840286+0.0396191j 0.0652863+0.0222559j -0.14746-0.0257658j -0.317942+0.0262003j 
0.0074281-0.00504496j -0.00171759-0.00324605j 0.0149238+0.00475226j 0.0251253-0.0145692j 0.0169158-0.014337j 0.00945594-0.00824702j -0.00494056-0.000443286j -0.00951915+0.0192233j -0.0112598+0.00461385j -0.00106595+0.0202191j 0.00461934-0.0149088j -0.00621397-0.026526j 0.0283468-0.00811114j 0.0337477+0.0262788j 0.0698075-0.0486611j 0.00538452+0.00512189j 0.00800158-0.0170649j -0.0809554-0.0428146j -0.0180625-0.0480057j -0.00686722+0.0886586j -0.189034+0.00818319j -0.0649587+0.0470702j 0.120365-0.0218068j -0.00737064+0.0714694j 0.102409-0.0293063j -0.109448+0.0925094j 0.0138606+0.0309903j 0.079962-0.0479981j -0.0232798+0.0333176j -0.0168484-0.00959453j 0.013606-0.0320895j -0.05718-0.0292629j 0.0394573-0.00968596j 0.00872348+0.00511633j -0.0223674+0.0171261j 0.0285367+0.0441441j 0.0363345-0.0308844j -0.0165132+0.0570309j -0.0435051+0.0274514j -0.0123481+0.0265741j 0.0416497+0.0235144j 0.0854377-0.00739282j 0.0144635+0.0252702j 0.0111319+0.0170531j -0.0343777+0.033516j 0.0616383+0.0299746j 0.0132851-0.0181678j 0.029249-0.0355307j 0.00181907+0.0278168j 0.0166869-0.0109073j 0.0092254-0.0276252j 0.00590414-0.00800788j 0.0132407+0.0256494j 0.0320268-0.000647624j 0.0286408+0.0040211j -0.012501-0.0165596j -0.00130435+0.00202579j -0.0299641-0.00425739j 0.00828646+0.000532517j -0.0169833+0.0126126j -0.0170186+0.00832628j 0.0152437+0.00437317j 0.006743+0.00687325j -0.0163978-0.00476238j 0.00296414-0.00130581j 0.00451359+0.00177154j -0.0179446+0.000349547j 0.0098794+0.0121704j -0.0074518-0.00885138j -0.0245032+0.018031j 0.0136002+0.00146919j -0.0106234-0.0414221j -0.0217553-0.00399229j 0.0141362-0.0201249j -0.00928353+0.0100183j -0.00502558+0.00340778j -0.00724526-0.00490545j -0.00264401+0.0136327j 0.00338431-0.00134069j -0.0163124-0.00424307j 0.00721718-0.00870275j 0.052005-0.041902j -0.0456289+0.0042148j -0.000223542+0.0199495j -0.00231165+0.0427705j -0.00102666+0.00712608j -0.00327173-0.0125903j -0.00179003+0.00842719j -0.0108766+0.010017j 0.0423649+0.0115374j -0.00114463-0.0160807j -0.012868+0.0186484j -0.0110281+0.0424756j -0.0054519-0.0144721j -0.021385-0.00705213j -0.0044072+0.0212399j -0.0123221-0.00981124j 
0.00333415+0.00828026j -0.00805048-0.000281246j -0.00527038-0.0133898j -0.00779159+0.00634355j -0.0255456-0.0108559j -0.00529816-0.00365421j 0.0302855-0.000835374j 0.0205958+0.0353556j -0.0489058-0.0140972j 0.00158061-0.0138185j -0.0196029-0.0172683j -0.0135383+0.0183907j 0.0482345+0.0351074j 0.0647235-0.00631851j -0.00904278-0.00304387j 0.0239649+0.0143247j 0.0124479-0.0370558j 0.00798551-0.0158363j -0.0167588-0.044547j 0.0443247+0.0449439j 0.0628411+0.0577095j -0.059532-0.0234542j 0.0828544+0.0323926j 0.0183904+0.0284575j -0.0569139-0.079398j 0.195182+0.145037j 0.0156714+0.0298336j -0.0921887-0.0771365j 0.043625+0.0467136j 0.0711884+0.0268354j -0.101594-0.125185j 0.0459939+0.0196853j 0.00607615+0.0134579j 0.000402745-0.0465181j -0.0146851+0.0106736j 0.0133677+0.0353427j 0.0209569-0.00678386j 0.0258277+0.0289601j 0.0039666+0.0127746j 0.0168192-0.00960912j 0.00250503+0.00628865j 0.0283922-0.00109453j -0.00296132-0.0289157j -0.0174806-0.0395535j 0.0362573+0.00318279j 0.047809+0.0118339j -0.00995786-0.0164333j -0.0151884-0.0225495j 0.0233951+0.0311653j -0.0283513+0.00808962j 0.00208403+0.0140882j 0.0169462+0.0222701j 0.0472661+0.0427235j 0.00617798-0.0372409j 0.00777788-0.029252j -0.00555626-0.00211358j 0.00196261-0.0653365j 0.0149149-0.0149274j 0.0204987-0.00875912j 0.0292466-0.0123397j -0.00399984-0.00287697j 3.88679e-05-0.00700643j -0.00191312-0.0188198j -0.014497+0.00935014j -0.0382457-0.0146385j 0.00591059+0.0134132j -0.00035461-0.00147298j -0.00827692-0.0243631j -0.0144776-0.0180876j 0.00919303+0.0202667j -0.00978528-0.0237119j -0.0333981-0.0126211j 0.0261306+0.0114359j -0.0062568+0.00385327j 0.0290421-0.0189423j -0.0152569-0.028289j 0.00566188+0.0102341j 0.0190141+0.00697348j 0.00917796-0.0104508j -0.0186786+0.0128745j -0.0287535-0.0165939j -0.0129332+0.0188892j 0.0403874+0.018985j 0.00328876-0.0341878j 0.0363597+0.0173735j 0.00697161-0.0564291j 0.00689409-0.0186477j 0.0301366+0.0200943j 0.0533535+0.0154903j 0.0188941+0.0190996j -0.0106858+0.0069904j 0.00782412+0.00813864j 0.0150995-0.0127415j -0.0277924-0.00685043j -0.0319886+0.0100958j 0.0213984-0.00769884j -0.0250112+0.00663152j 
0.00211096+0.00551997j 0.00367817-0.000253868j 0.00850684-0.0236576j -0.00817049-0.00382886j -0.0172413-0.0172209j 0.0145301+0.0186387j 0.0155717-0.00926666j -0.00528219-0.0419073j 0.00231626-0.00801856j -0.00716869+0.00368373j 0.0271025-0.03905j -0.0337302-0.0495018j -0.0218033-0.0565583j -0.0277076-0.0302322j -0.0116624+0.0171733j 0.0875805+0.00982113j -0.000101475-0.0605665j 0.048896+0.0144064j 0.0350229-0.014121j -0.169505-0.101092j 0.155432+0.0265524j -0.0555456+0.0664927j 0.104725-0.12508j -0.0391796+0.0635106j -0.00445974+0.065576j 0.00257592-0.0220825j -0.0862205+0.0271006j 0.0474631-0.017207j -0.0116984+0.0387906j -0.00447174-0.0639073j 0.0592889+0.0032725j -0.0138419-0.0332219j 0.0205921+0.0344172j 0.00764771+0.00795121j 0.00131129+0.0243421j -0.0279992+0.0095605j 0.00945907+0.0359762j 0.00412814+0.0210341j -0.0179676-0.0245757j -0.0289246-0.0135517j -0.0370041+0.00125314j -0.0396512-0.0166389j 0.0202826-0.00350517j 0.0242096+0.045029j 0.00693823+0.0278133j -0.0249668-0.0160541j 0.0251248-0.0104446j -0.0247297+0.0189946j 0.0210431+0.0415527j 0.0334223-0.0903181j -0.00578777+0.0138476j 0.0128107-0.0199728j 0.0235326+0.00671273j -0.0401174-0.000982432j -0.00809508-0.00495636j -0.00971165-0.024882j 0.015139+0.0441037j 0.0139837+0.0695543j -0.01926-0.000754365j 0.00450321+0.0303202j 0.0276408-0.00494612j -0.00230545+0.0377502j 0.0132421-0.00221587j -0.0210006-0.0430836j -0.00610311-0.0501967j -0.00544591+0.0606442j 0.0346023+0.0251621j -0.00637092-0.0435223j -0.00843319-0.0098035j -0.0229354+0.055299j 0.0120075-0.00515847j -0.020929-0.0606264j -0.00769546-0.00542818j 0.0146713+0.000985826j 0.002283+0.081087j 0.0175423+0.030222j -0.00908625-0.0160169j 0.00234509+0.042628j 0.00394327+0.00231923j -0.0142346+0.02648j 0.0131688-0.0153234j 0.00849939-0.0214222j 0.0385086-0.00685447j -0.018669-0.00150483j -0.0266008+0.055495j -0.00917261+0.0286138j 0.00669097-0.0199902j -0.0340909+0.0362339j -0.0219211-0.00181471j 0.0133318+0.0386294j 0.0204496-0.000631296j 0.0125448+0.00997717j -0.0253872-0.0158603j -0.00831045-0.0503644j 0.021383-0.0323382j 0.0369568+0.0377668j 0.0150541-0.00541981j 
-0.00101432-0.0101351j 0.00824049+0.00435248j 0.00723805+0.0115092j 0.0182505-0.0120603j 0.0200453-0.0160425j -0.0014271-0.011594j -0.0181645+0.0111277j 0.00911512+0.0440437j -0.00718131+0.0251495j -0.0038171-0.0115336j 0.0192754+0.0358884j -0.00144922+0.0666804j 0.000938345-0.0158261j -0.025621+0.00769503j 0.00661977-0.0311043j -0.0129555-0.0490215j 0.0552424+0.113825j -0.0250133-0.00797557j 0.10631+0.0443085j 0.0866108+0.0728913j -0.0658248+0.0306577j -0.0747095-0.00590376j 0.113803-0.0110677j -0.0729079-0.0242816j -0.134582-0.00403456j 0.0409262+0.00265321j -0.0193112+0.0170883j 0.0385831-0.0266059j -0.0218774-0.000866413j 0.0833441+0.00533401j -0.0427561-0.00927438j 0.0321102-0.0402344j -0.0294653-0.0484833j 0.0190077-0.0020745j -0.00642786-0.0259619j -0.00289423-0.00751922j 0.0156439-0.0240335j -0.0299233-0.0348683j -0.0173737-0.0034196j 0.0694644+0.0121761j -0.0506966-0.0150026j -0.0482656+0.0520603j -0.0165402+0.0450665j -0.0665266+0.00761231j -0.00165591+0.000428147j -0.00195286+0.0111667j 0.0346849+0.00835447j -0.136554-0.0284691j -0.0252184+0.00853384j 0.104956-0.0662893j -0.0040788-0.0160543j 0.00408378-0.0219938j 0.00892398+0.011681j -0.0319771-0.0176042j -0.00826172-0.0616276j 0.00887004+0.01042j 0.00960044-0.0502268j -0.0360353+0.0161784j -0.0145826-0.0154675j -0.0153748-0.028384j -0.0101304-0.000620721j -0.00438644+0.00374242j -0.0306969-0.016095j -0.0249153+0.0291634j 0.0198872+0.0179378j 0.0135606+0.0171164j -0.0113738+0.00245815j -0.0178837+0.0125161j 0.0242193-0.0237058j -0.0252944+0.00757806j -0.00335265-0.0226875j 0.00965063-0.0200469j 0.00642974+0.0507184j 0.00694337+0.0174943j -0.00834625+0.0412636j 0.00592198-0.0520895j 0.0207333+0.00921391j 0.00464578-0.0504045j 0.0354424-0.0434547j -0.00523576+0.00393492j -0.0343493+0.00109512j -0.0142419-0.061371j 0.0596297-0.0240696j -0.0492069-0.044276j -0.0107084+0.0288039j -0.020426+0.0683825j 0.0045173-0.00123166j -0.0480909+0.0354167j 0.00195134+0.0136948j 0.0418679-0.00969034j -0.0106312-0.0504402j -0.0078473+0.0114829j 0.00515253-0.00600208j -0.00308113+0.00123986j 0.0155061-0.00770478j -0.00796845+0.00637824j 0.026689+0.023409j 
-0.000431156-0.00996593j 0.00677048-0.00015449j 0.0208992+0.0269389j 0.00565007-0.00773576j 0.0159567-0.0108007j -0.00853986-0.000206026j 0.0321896-0.00605814j 0.0127586+0.0433158j -0.0290012+0.0230991j 0.0225283+0.0217947j 0.04861+0.0494889j 0.0296444+0.026148j 0.0254916+0.00376916j 0.063411-0.0604112j -0.0215557-0.00819397j 0.0252311+0.0628558j -0.00719607+0.104002j -0.0112063-0.0200996j 0.0150114+0.0744154j 0.015906+0.0177483j 0.0995293-0.0578098j 0.0554199+0.0295215j -0.0687517+0.108353j -0.00199338+0.0759813j 0.0109282+0.0338526j 0.00321121-0.0344351j 0.0347702+0.00741766j -0.0191501-0.0309712j -0.022368+0.000180237j 0.0725454-0.0817978j 0.0259988+0.0259121j 0.0109135-0.0906083j -0.00157735+0.0545387j 0.0384723+0.0161257j 0.00440911-0.0254117j -0.0334476-0.00901149j 0.00781128+0.0106742j 0.018496+0.0261573j 0.00218121+0.00125819j 0.00519598-0.00736785j -0.0358253+0.0263532j -0.0498819-0.00468955j 0.0307712+0.0387573j -0.021528+0.0366294j 0.0454914+0.00665776j 0.0539452-0.0210799j 0.00808982-0.0170778j 0.119135-0.0350299j 0.0398969+0.0198684j -0.0214041-0.0320247j 0.00739318-0.00895791j 0.0347945-0.0086812j 0.0131949-0.0160278j 0.0405683-0.027788j 0.0323863-0.033809j -0.0472709-0.00927611j -0.00501037+0.0616766j -0.018538+0.0310579j 0.00013879-0.00608279j 0.0251793+0.0129957j -0.0250865+0.00959911j -0.00982132+0.0207803j 0.0200449+0.010883j -0.018578-0.0189492j 0.00253688-0.0132788j -0.0412266+0.00444545j 0.0156382+0.0110958j 0.0185849-0.0212547j 0.00830671+0.00465574j -0.00862271-0.0238004j 0.000461023+0.00994125j 0.0133523-0.029591j 0.0147962-0.00453115j -0.0141711+0.00420024j 0.00441169+0.011937j 0.00563969+0.0262456j 0.0392022-0.0398396j 0.00179003+0.0217873j 0.0369454-0.0231704j -0.0259505-0.0357147j 0.00520082-0.0139098j 0.0294672-0.0128929j 0.00818156+0.0118821j 0.0498331-0.00373705j 0.0394984+0.00552239j -0.0135541+0.0298521j 0.058686-0.0299206j 0.00466934+0.0347682j -0.00834124-0.0158776j -0.00704057+0.0122186j 0.0334589-0.00199973j 0.013327-0.013585j 0.00479059+0.000424343j 0.0208193-0.0225731j -0.0135413-0.0300564j -0.014783-0.00299137j -0.0222507-0.00397245j 
0.0101855-0.00602681j 0.000330182-0.00356158j -0.00673941-0.000882712j -0.0111285-0.00924444j -0.0181365+0.0030657j -0.00871019-0.0224374j -0.00451632+0.00400054j -0.00090728-0.0196621j 0.00656738+0.000701274j -2.73236e-05-0.0183935j 0.0239629-0.00704532j 0.0495021+0.00613033j 0.0171026-0.0142065j 0.0163282+0.0425213j 0.00484858+0.00975547j 0.0768666-0.0251614j -0.0133943-0.0338631j 0.0212424+0.0101816j -0.15079-0.0783684j 0.00710742+0.0474595j 0.173686-0.0277296j -0.0259872-0.00403707j 0.127542+0.00290001j -0.0103018-0.0274329j 0.0269046-0.0355012j -0.0416076+0.0414381j -0.0540072-0.0113976j 0.0529724-0.0147416j -0.0399192+0.00599169j 0.00846461+0.0313807j 0.043017-0.0221296j 0.0157211+0.0305629j -0.0187253-0.00936705j -0.0516928+0.0111058j -0.0390253-0.0160299j -0.0850852-0.00544669j -0.0588249-0.00997451j -0.0222054+0.0148653j 0.00253738+0.010059j -0.0643974+0.0514091j 0.0113054+0.00847724j -0.0133627+0.00525661j 0.00158224+0.000872072j 0.0266806-0.0404375j -0.0130294+0.00966465j -0.0411229+0.0100035j 0.0104907+0.00424183j 0.00753731+0.000897553j -0.0529428+0.00155175j 0.0260997+0.0162981j 0.0244086+0.0215212j 0.00400835+0.00697755j -0.0106904+0.0068619j 0.0286257-0.0186095j -0.00964336+0.0110778j -0.0340996+0.0120401j -0.0495753-0.0742971j -0.0335559-0.021535j 0.00459288+0.00602839j 0.00829584-0.0357321j -0.0212829+0.0036759j 0.00889072+0.00115339j 0.0287498-0.0117481j 0.0111512+0.00724473j -0.0103491+0.00459838j -0.0199917+0.0101024j 0.00323079+0.00516167j 0.0175982-0.00542154j -0.0189749-0.00511794j -0.00778796+0.0187522j 0.00583438-0.0204368j 0.00543287+0.0338992j 0.0214275+0.0411698j 0.0106137+0.00562859j 0.00881686-0.0311461j -0.00249087-0.0496081j -0.006803+0.0186255j -0.00195395-0.0407964j 0.0019406+0.00437329j 0.000756688+0.0356157j 0.0492917-0.0173585j -0.0015572+0.0220876j -0.00558135+0.007551j -0.0528179-0.0276508j -0.0328447-0.0264005j 0.00740673-0.0440542j 0.045178+0.0104317j 0.0250736-0.00641401j 0.00619035+0.0175476j 0.0373604-0.000934462j 0.0121483+0.00120892j -0.00278417+0.0230668j -0.0017798+0.0153806j 0.0302406-0.0145345j -0.0356144+0.0341455j -0.0518232+0.012771j 0.0265122+0.0148258j 
0.000739887-0.00762972j 0.000224229-0.0103282j -0.0134798+0.00807495j 0.0148428+0.00188021j 0.0133512+0.00431154j -0.0213632-0.0305691j -0.0120533+0.0179919j 0.0156315+0.0330023j -0.0484302-0.0319591j -0.0284904-0.026167j -0.0269906+0.0255622j 0.00250943-0.0460043j 0.072649+0.0309447j 0.0401845+0.0639402j 0.0395479+0.0183374j -0.0207847-0.000620704j 0.0203696-0.0466104j -0.0416541-0.113733j -0.0876384-0.198504j -0.00413744-0.0972459j -0.0902543-0.0880703j -0.049635+0.0328528j 0.0138909-0.0244504j -0.0349428+0.0162689j 0.0540047+0.222554j 0.0317709-0.113562j 0.00517844+0.0805321j -0.0436191-0.0431269j 0.0022106-0.0216967j -0.0282216-0.0503398j -0.0812033+0.0226256j -0.0111214-0.0516203j -0.0132996+0.0329868j -0.0314336+0.0678805j 0.00731742+0.0236887j 0.0154271+0.0319084j -0.0118407+0.0495761j 0.0333945+0.0538422j -0.00475236+0.00222058j -0.0366494-0.0086732j 0.0175448+0.0166054j 0.0237911+0.0384399j -0.0247679+0.00770169j -0.0115219+0.0296297j 0.00481041+0.017674j 0.0146693+0.0167518j 0.0130994-0.0445404j 0.00518878+0.00183021j -0.0250585+0.0440304j -0.0432332-0.00302301j 0.00392085-0.0160766j -0.000395215+0.00829426j 0.0301054+0.00910391j 0.00585036+0.0106603j 0.0118878-0.00150169j 0.0115525+0.0369998j -0.0128073-0.00871281j -0.00442912+0.0365232j 0.00495575+0.0226833j 0.0157129-0.0199116j -0.0222445+0.0450777j 0.0148624+0.00856098j 0.0206726-0.0163874j -0.0181865-0.00608147j -0.0211301-0.00967697j -0.0126786+0.0368952j -0.022473+0.0156973j 0.0097847-0.011468j -0.0131923-0.00948296j 0.00138169+0.044279j 0.0300845-0.0378757j -0.0194772-0.00953655j -0.0201837-0.0043815j -0.0195947+0.0141971j 0.00250654-0.008274j 0.00527962-0.0236356j -0.0249254+0.0261023j 0.00403407+0.0171896j -0.00395192+0.0118662j -0.00110344+0.0118279j -0.0143422-0.00650142j 0.00287836+0.0125835j -0.000356697-0.00404583j 0.0105791+0.0230388j -0.0094829+0.00200435j 0.0101379+0.0283296j -0.0170803+0.00225609j 0.00299893+0.00851313j 0.019417+0.000798608j 0.0247909+0.0107796j -0.000188019-0.0233049j -0.000141369-0.0408571j -0.00396834-0.00748866j 0.0155771+0.0109648j 0.0154805+0.0160125j -0.00219801-0.010092j -0.000522746+0.00991641j 
0.00514626-0.000223867j 0.000898514+0.00123904j -0.0118823-0.00824944j -0.00181302-0.00664655j -0.0105691+0.00432969j 0.00884837-0.00369008j -0.0030257+0.0105252j -0.010749+0.0381156j -0.00133344+0.00689433j -0.021324+0.0197903j -0.0457293+0.000515816j -0.00984073+0.0638447j 0.00116253+0.00133787j -0.0719076-0.0302563j 0.0375404-0.023865j 0.048373+0.0405826j 0.0191797+0.0595674j -0.0223053+0.0139422j 0.00292045+0.0972908j -0.117069+0.00860909j -0.112235+0.0178917j 0.0864932+0.0366561j -0.0497941-0.0776408j 0.121032+0.0142437j 0.139305+0.0117333j -0.0185934+0.0133087j 0.069441+0.0348902j -0.0934983-0.0883997j 0.0640192+0.0479042j -0.0681164+0.000549265j -0.0237626-0.034083j -0.0274064-0.0104103j 0.0972661+0.0282746j 0.0375838+0.00328148j 0.051637+0.0162996j 0.0928186+0.000636482j 0.0819303-0.00480759j 0.06571+0.00572602j -0.00715175-0.0177652j -0.0133319-0.00651266j 0.013425-0.0308951j -0.0158589-0.00203284j -0.0302591-0.0187674j 0.0458791-0.00552123j 0.0105041+0.00192674j -0.0758271-0.00858085j -0.0656233-0.0175048j -0.128826+0.00682386j 0.0120735+0.00129825j 0.0319271-0.0518748j 0.00239698+0.0154417j -0.0116346-0.00149864j 0.00222939+0.00817941j -0.00887665-0.0370727j -0.0395787-0.0318605j -0.0171843+0.0148247j -0.0122649-0.0259759j -0.000423908+0.0377002j 0.0103385-0.00936427j -0.00160031+0.00220055j 0.029561+0.0149145j 0.0313703+0.00500283j -0.0069691-0.0119115j -0.000175693+0.005793j -0.0121608+0.0154051j -0.0249043+0.00765461j -0.0137934-0.00898176j 0.00615431-0.0204523j -0.0100548-0.010741j 0.00544483-0.0118522j -0.0377635-0.00461459j -0.0166845-0.0100284j -0.0328766+0.00351754j 0.0352873+0.00167047j -0.00171187+0.00741084j 0.0173342+0.00691423j 0.0236857-0.00336766j 0.0769662-0.004802j 0.00154361-0.00753027j -0.0558549+0.0189587j -0.0234644+0.00250552j 0.014324-0.00509097j 0.0125876+0.0130928j -0.0110558+0.00391719j -0.0194594+0.0121197j 0.0189739+0.0124335j -0.027434+0.00389766j -0.0109368+0.00819563j 0.0014815-0.00497801j 0.0283776+0.0158925j -0.0113795-0.0128515j -0.00793295+0.00120443j 0.0130479-0.0484971j -0.00696767+0.0115265j 0.0119628+0.0225919j -0.0386762-0.00441826j -0.00918945+0.0290891j 
0.0160196+0.00215514j 0.00595577+0.0114691j 0.00599546+0.0167412j 0.00205878+0.0038147j -0.0215692+0.00575624j 0.0115911-0.00976452j 0.00504845-0.00122596j -0.0166528-0.00937351j -0.00965818-0.00338088j -0.0104779+0.0040708j 0.0148824+0.0285037j 0.0589261+0.0605541j 0.00409068+0.0262023j -0.00963695-0.0342569j -0.0435192+0.0600484j 0.109803+0.0160072j -0.0446652-0.0231875j 0.0641263+0.0170552j 0.0187051+0.0731307j 0.0855525-0.0248236j 0.0491445-0.0396203j 0.0725433+0.0682049j 0.0914021-0.177664j 0.104831+0.0146948j -0.0682571+0.0999311j 0.110576-0.131243j 0.0463473+0.0848402j -0.100269+0.0308705j 0.0369546-0.00573534j 0.023475-0.0749457j -0.024393+0.0484262j 0.0320875-0.0317458j 0.058689+0.00832434j -0.0228214+0.0144037j -0.0250124-0.0398289j -0.0148319-0.0381991j -0.021638-0.0578284j 0.0233248-0.0222035j 0.0158255-0.000214357j -0.0408998-0.00477576j 0.0214923-0.0574097j 0.0256346-0.012645j 0.00226305+0.000105203j 0.0189387+0.0045289j -0.00668716-0.0100448j 0.00815561-0.0405916j -0.0205702-0.0266217j 0.00354286+0.0162565j 0.0197701+0.0283248j 0.0187834-0.0260129j -0.0425729-0.0447972j 0.0155761-0.0256471j -0.00445578-0.0412217j 0.0504332-0.0448367j -0.00363917-0.0506751j -0.0449498+0.043312j 0.00849887+0.0343508j -0.0208673+0.0541615j 0.0270011+0.00165529j 0.0339839-0.0144223j 0.00776953+0.0091403j -0.0224164-0.0102706j 0.00611093+0.000239584j -0.00532355+0.0164035j -0.0258602+0.0238172j -0.0440917-0.000991396j -0.0233605+0.0106472j 0.00738102-0.0207067j 0.0217767+0.00299974j -0.0163912-0.0380463j 0.00351816-0.0221376j 0.032273+0.0189289j -0.0072564+0.0178287j 0.00427334+0.00840619j 0.00417144+0.00718978j -0.00906181+0.00457115j 0.000515704-0.0333651j 0.0097787+0.00920328j -0.0216979+0.00467704j -0.00884364+0.0503253j -0.0113988-0.0405796j -0.000737377+0.0139603j -0.0187788-0.037367j 0.0288708+0.0275273j -0.0251767-0.0217372j 0.0175337-0.0384953j -0.00326575+0.0105561j 0.00138014+0.000163918j -0.0497227-0.00888549j -0.00765902-0.00318348j 0.00621861-0.00779469j -0.0425907-0.0126475j 0.017987+0.0243915j 0.000952496+0.0109565j -0.0428619+0.0218337j -0.0351966-0.0195741j -0.0211902+0.0084561j 
0.00429235+0.0123426j -0.00765545+0.00278578j -0.0134096+0.00270497j 0.00802774+0.0123011j 0.00553484-0.00287902j 0.000463845-4.36455e-05j -0.028489-0.00416376j -0.0395537-0.0211214j 0.019755-0.0123433j -0.00288591-0.00316855j -0.0047719+0.00334071j -0.00190938+0.0550348j -0.0450362-0.00821655j -0.0217226-0.01052j -0.0027235+0.0482921j -0.0636073+0.0419137j -0.0283379-0.00155158j 0.0380395+0.0491661j 0.0890098-0.0967879j 0.0215455+0.0135617j 0.0469965+0.0353997j -0.0671805+0.0993075j 0.00416934-0.0285459j -0.0689413+0.0403496j -0.165281+0.0418013j 0.0712926+0.00863186j -0.0608334-0.0375762j 0.0328368-0.0742446j 0.000532277+0.0291381j 0.054819-0.0660516j -0.0442287+0.0156595j 0.0583761-0.0516645j 0.0101482+0.0560919j -0.0451936-0.00331753j 0.0128964+0.019736j 0.0328713+0.00187656j 0.0109444-0.000959241j -0.0416762+0.0397557j 0.015552+0.0356316j -0.0280153-0.0647121j -0.00232716+0.0288279j 0.0344779-0.021204j -0.0551734-0.00414426j -0.010532+0.0528728j -0.0348946+0.00394541j -0.00414806-0.0300632j 0.0171016-0.0247453j -0.0389322+0.0414162j -0.0656243+0.0148998j 0.00775882-0.0249468j -0.00061943-0.0167759j -0.0190099+0.0140774j 0.000561371+0.0204839j 0.0345947+0.0189239j 0.0239851-0.00569896j -0.00972487-0.0211615j -0.038136-0.0527574j -0.0391726-0.0688225j -0.0165874+0.0123551j 0.00526083-0.0120244j -0.0138539+0.0166535j -0.00839203-0.00806064j 0.00628198+0.0315643j 0.00133802+0.0224248j -0.00237112+0.00567314j -0.0110241-0.0569717j -0.0159408-0.0171808j 0.0118619+0.0209148j 0.00902571-0.00574593j 0.00553173-0.0400746j 0.031307+0.00466705j -0.0109401+0.016359j -0.00510305-0.0104921j -0.00106374+0.00870549j 0.0159942-0.0209404j 0.0205591-0.0122236j -0.0113898+0.01732j 0.0347021+0.0209793j 0.0237911+0.00578773j 0.0061098+0.00126225j 0.00410228+0.00615047j 0.00961984-0.0127838j -0.00532984-0.0463248j -0.0227357+0.00743894j -0.021069-0.00346814j 0.00977758+0.00239945j -0.0370422+0.00841748j 0.015691+0.0535911j 0.0358606-0.0102382j 0.0236347-0.00840234j 0.0144215+0.0159232j 0.0258655-0.0313846j 0.00399532-0.000120229j 0.0189786+0.0464398j 0.00139856-0.0328399j 0.0257732-0.0242726j -0.0504944-0.0145531j 
