0.002708-0.00461196j 0.00139395-0.00230737j 0.00263248-0.00649391j 0.000887035-0.00283519j 0.00185115-0.0043361j -0.00118298-0.00637254j 0.00185092-0.00346977j -0.00199886+0.00456797j -5.57962e-05+0.0036552j 0.00259063+5.96539e-05j 0.000169188-0.00663331j -0.00279883+0.00249376j 0.00135748-0.000137077j 0.00267488-0.00386378j 0.000137708-0.00206306j 0.000252657+0.00137606j -3.14331e-06+0.0019726j -0.00107042-0.000143366j -0.000364349+0.00286173j -0.00188585-0.00117402j 0.000454219+0.00306156j 0.00287731-0.00335386j -0.000853317-0.00243064j 0.00103818-0.000237556j -2.00235e-05-0.00252136j 0.00182663+0.000283585j -0.000587356-0.00262589j 0.000699884-0.00602932j 0.000681131+0.000339875j 0.000828075-0.00451353j 0.00168845-0.00121303j -0.00107836-0.000191304j 0.00114987-0.00287259j -0.00258728+0.000701381j -0.00073135-0.00308372j -0.000169672-0.000431382j 0.000334357-0.000410287j 0.00376224-0.00206661j 0.000987226-0.0016347j 0.000312134+0.00132271j -0.00088999-0.000855314j 0.00223657-0.00142284j -0.000671787+0.00621266j -0.00331997-0.000375742j 0.00615238-0.011359j 0.00604352-0.00193284j -0.000350688-0.00651411j 0.00584269-0.00545616j 0.00848024+0.000161412j 0.00489512+0.0209613j -0.00405721+0.0211409j -0.00728354-0.0231117j -0.0178944+0.00411057j 0.0841112-0.0108782j -0.129968-0.0574643j -0.185321+0.0698247j 
-0.00617821+0.00967721j 0.0124915+0.00447357j -0.00227593+0.00165228j -0.00855511-0.00725486j 0.0139835+0.0118687j 0.0113837+0.0102439j -0.0163665-0.00773305j 0.00092372-0.0409614j 0.00636555+0.00242045j 0.0204827+0.0056023j -0.00637464+0.0167757j -0.0052699+0.0184935j 0.00481829-0.0491427j 0.00274631+0.00772555j -0.00638982+0.00109957j 0.00684858+0.00533276j 0.0136173-0.00125827j 0.00294932-0.0130531j -0.00444853+0.0181237j -0.0176416-0.0200678j 0.0146521-0.0179085j -0.0182632+0.00176192j -0.00391414-0.0121336j 0.00806612-0.0106747j -0.000224764+0.0369961j -0.0146877-0.0204515j 0.0128594-0.00473324j -0.00992239+0.0225954j 0.0208266-0.00173249j 0.0103355+0.0334104j -0.0101917-0.010443j 0.00927279+0.0188392j -0.00132788-0.00548182j -0.0248932-0.0103676j -0.00344514+0.0194362j -0.0141429-0.0431693j -0.00895794+0.00436335j 0.00240207-0.0300704j 0.017403+0.0233419j -0.0161683-0.0118597j 0.000628676-0.0496238j 0.00395442-0.042335j -0.0167869-0.0179835j 0.0187677+0.028995j 0.0254467+0.0129775j 0.0168463-0.00026869j 0.00257154-0.00135197j 0.00393293+0.0113478j -0.0157105-0.0263727j -0.00387288-0.000970647j -0.0107891+0.00769292j 0.0171751+0.0176122j -0.00136802-0.00645241j 0.00323747-0.00725618j -0.00464004+0.00116361j -0.00397453+0.00157019j 
-0.000354172+0.00179221j 0.00244825+0.000505405j -0.00765373-0.00151082j 0.00337874-0.00410262j 0.00594346-0.00433856j -0.000779054+0.00778998j 0.00536598+0.00705481j 0.00360069-0.00829324j 0.0100597+0.00744934j -0.0079775+0.00990721j -0.00662184-0.00904503j -0.00561631+0.0175124j 0.00354227-0.02132j 0.00574288+0.00889161j 0.00177101+0.018375j 0.0168366+0.000765877j -0.00074174-0.0153467j -0.00729527+0.0132111j -0.0124319+0.0268532j -0.00743474+0.00322136j -0.0110689+0.00563461j -0.00485399-0.0204632j -0.0112071-0.0291824j 0.00446582+0.0264525j 0.00610654+0.00095554j -0.00466197+0.0052493j 0.0226542-0.00429696j 0.00942353+0.0180258j -0.020645-0.0464813j -0.00642314+0.00350038j -0.0216405-0.0152464j -0.0141259-0.035019j 0.00830634-4.33311e-05j -0.00878033-0.00509584j -0.0215407-0.0466283j -0.0100989+0.0048152j -0.00881157+0.0320351j 0.0134801+0.0570456j 0.0221462+0.0408113j -0.00948774-0.0471296j -0.00462126-0.0146232j -0.0427792-0.029419j -0.00910675-0.0107684j 0.00846306+0.00990868j -0.00367948-0.00311081j -0.00691186-0.0131687j -0.00699543-0.0254235j 0.00340329+0.013783j 0.00242562-0.00541714j -0.00240684-0.0137418j -0.00577563+0.0161736j 0.00183907+0.00511637j 0.00241595+0.000369215j -0.00221601+0.00190774j 0.00246464+0.000450764j -0.00124387+0.00295675j 
0.0119475+0.0077669j 0.00982806-0.00778529j -0.00523711-0.0043136j 0.0146663-0.0017014j -0.00340488-0.0159465j -0.0126149+0.00401649j 0.0137487+0.0309564j -0.0117839+0.0162255j 0.00404341+3.73152e-06j -0.0127675+0.0102173j 0.00292565-0.0118894j -0.0189131+0.027135j 0.00606199+0.0270177j -0.00110155-0.0066571j 0.0173154+0.0171037j -0.0029547+0.0142051j 0.00157372-0.0100528j -0.00457155+0.0231309j 0.00135725-0.00114973j -0.0159394+0.00385408j -0.0259117+0.00437713j 0.0041083-0.0102575j -0.00304907-0.0278111j 0.0137018-0.0501332j 0.00791307-0.0164115j 0.0210403-0.00715441j 0.00166691-0.0102212j -0.00168621+0.00747851j 0.0265587-0.0378814j 0.00492593+0.0124713j 0.0128481-0.029987j -0.0180641+0.057864j -0.0081762+0.00522058j -0.0266579+0.0139531j 0.0342993+0.00841687j -0.0385793+0.014023j 0.00113514-0.00829669j -0.0138282-0.0349884j 0.0228324-0.0057677j 0.00171957-0.00852016j -0.0040114-0.0279102j -0.0273823-0.00878642j -0.0108539+0.00730408j 0.0189686+0.00522864j 0.00299066-0.0151262j -0.0116627-0.00750463j -0.00283184+0.00898326j -0.0103206-0.00257897j -0.00581418-0.00389846j -0.0124988+0.00212988j 0.00455329+0.00166582j -0.00538076+0.00506841j 0.0114122-0.00197024j -0.00841132-0.00162995j 0.00355397+0.00600719j -0.00564425-0.00416244j 
0.00697184-0.00467563j -0.00994159-0.00887635j 0.0151153+0.00832209j -0.0219331+0.0190174j -0.00862693+0.0178178j -0.0104037-0.00657507j 0.00505185-0.0549137j 0.00850337+0.010568j -0.00583975+0.00937751j 0.0189786-0.0369416j 0.00178205+0.00725956j 0.0193351-0.0468155j -0.0191609+0.00604843j 0.0255855+0.00170248j -0.0231851-0.00619458j -0.0295021+0.0219125j 0.000162064+0.0166353j 0.0160299-0.0284433j 0.0127747-0.0237824j 0.0274392+0.00129291j 0.00243659-0.0285261j 0.0227965-0.0362748j 0.00488674+0.00312314j 0.0170628-0.0240799j -0.0126094+0.00492151j -0.0209294+0.0199382j 0.014653-0.0109645j -0.00562322+0.00623101j 0.0260673-0.0526675j -0.0124739+0.00705051j 0.00246921-0.0106817j -0.0214364+0.0233073j -0.0118996-0.00114928j -0.010776+0.0131664j 0.0167042-0.0261886j 2.75625e-05-0.0261729j -0.00438114+0.0321375j 0.00939592-0.0146202j 0.00227043-0.0144274j -0.00510104-0.00160266j 0.0116497-0.00544775j -0.00174431+0.000365076j -0.00456055-0.00194314j 0.00813044+0.012255j -0.0018772+0.00263026j 0.0079655+0.0147484j 0.00480952-0.0101032j 0.00132552-0.00354939j -0.00387755-0.00908418j 0.00594038+0.00119891j -0.00404575-0.000333228j 0.00552789+0.00214203j -0.00470743-0.00193506j 0.00160405-0.00218415j -0.00151935+0.000535598j 0.000586716+0.00354901j 
-0.0057259-0.00195j -0.0020868+0.0052806j 0.00293485-0.00191253j 0.00557386+0.00401555j -0.0139047+0.0110415j -0.00723011-0.0044807j 0.000381237-0.00915969j 0.0167164-0.012486j 0.00916696+0.0019111j 0.0073819-0.0196281j -0.00673878+0.00512829j 0.0128073+0.000859388j -0.0080398-0.0151282j 0.00587509+0.000234728j -0.0141503+0.00836362j -0.00221079-0.00267539j 0.000846209+0.01369j -0.00214614-0.0196549j 0.00396287-0.00894744j -0.00418689+0.0417519j -0.0073392+0.00755826j -0.00638749+0.0344535j -0.0186961-0.00902303j -0.0138297+0.0310785j 0.000735004-0.0316012j 0.00341301-0.0196855j 0.00904471+0.00752288j -0.0331206+0.00562516j -0.00614127+0.00850012j -0.0254042+0.0166325j 0.0106672-0.0108339j 0.0375927+0.0527511j 0.0410784+0.0314687j -0.01869-0.0340423j -0.0383471-0.0423659j 0.0178778+0.018929j -0.0652593-0.0829119j -0.00654596+0.00317995j 0.0152079+0.020231j 0.020962+0.0355315j -0.00306864-0.000388076j -0.00726191-0.0276702j 0.0157747+0.0132272j -0.0185318-0.0125688j -0.00221566+0.000417818j -0.0166815-0.0186257j 0.0111592+0.00180556j 0.00522827-0.0103482j 0.0188537+0.00745712j 0.00562475-0.00157505j -6.95148e-05-0.00670393j -0.0189106-0.00910916j 0.00660852+0.00761534j -6.62691e-05-0.000706042j 0.00198896-0.00557553j 0.00380141+0.00285528j 
0.00284356-0.00397841j -0.00834915-0.00214126j -0.0105882+0.00129052j -0.00534657-0.0024762j -0.00448427-0.00208964j -0.0046661-0.0034069j 0.0195203-0.00359679j 0.000692158+0.0323387j -0.00401032+0.0202146j -0.00589221-0.00332942j -0.00417658-0.0202657j 0.00182686-0.0169199j -0.0118402+0.0352077j 0.00257005-0.00410574j 0.00532128+0.0131541j -0.0159646+0.00790096j -0.00200612+0.00900394j -0.0117942-0.00135415j 0.00421658+0.0200767j 0.0229185-0.0427818j -0.012317+0.00880771j 0.00732352+0.0180422j -0.00546904-0.0154173j 0.0219045+0.00421427j -0.00748565+0.00357573j -0.0030337+0.0394256j 0.0146023+0.019041j -0.00886894+0.00348704j 0.0102952+0.0198326j 0.00347748-0.00919327j -0.0118337+0.0172749j 0.004464-0.0428289j -0.000991055+0.0224406j -0.0340478-0.0321311j -0.0127123+0.0515403j -0.0303587-0.00931799j -0.0106611-0.00293787j -0.00426999+0.0184309j 0.0230033+0.0449295j 0.0151113-0.0286408j -0.021099-0.0248788j -0.039597-0.0323757j -0.0113141+0.00570872j 0.0200078+0.0143323j -0.00532238+0.00259075j 0.00384296-0.0123349j -0.003318+0.000499888j -0.00133217+0.00575359j -0.00698838-0.0104737j 0.00582894-0.00728736j -0.0028258+0.0112857j -0.00184763+0.00268458j -0.00108623+0.00250565j -0.00131809+0.000646607j 0.00277668+0.00288759j 0.00139722+0.0011387j 
-0.000421184+0.00756555j 0.0150207-0.000717022j -0.0019889+0.00373848j 0.00368666-0.0131734j -0.00875974+0.00635731j 0.0046867+0.00683856j 0.0119997+0.00134333j 0.000186579+0.0173481j -0.00641152+0.0120077j 0.00527706+0.00128367j -0.0103266+0.00171433j -0.00306939-0.0235228j -0.00816107+0.0530591j -0.0169667+0.00542046j -0.00284365+0.0159218j -0.0104625+0.0126255j -0.00899054-0.0187417j -0.000959774-0.0089025j -0.00237313+0.0198455j -0.00332054-0.0205731j 0.0111376+0.0168051j -0.0161203-0.0127284j -0.0113396-0.02179j -0.0219882+0.0576175j 0.0118221+0.0299905j -0.0221659+0.00835165j -0.00725971-0.040162j -0.0107184+0.0652937j -0.0175028+0.0337744j 0.000731129+0.0697746j -0.0319091+0.0412409j 0.0130821+0.0144865j 0.000147495-0.0499164j -0.00875488+0.0245631j -0.0102061-0.0044483j -0.0339789+0.0281172j 0.0193905-0.0084433j -0.0201242-0.000193461j 0.00522616-0.0347197j -0.00562674+0.021612j -0.0108117-0.040268j -0.00343266+0.00590851j -0.020178-0.0287227j 0.00174477+0.0164838j 0.0221767-0.010379j 0.00389669-0.00287884j -0.0114107+0.0187127j -0.0088815+0.0164754j -0.00931387-0.0169618j -0.0117723+0.00814614j -0.00281687+0.00302462j 0.000741426+0.0145992j 0.00681733-0.0107617j -0.00066507-0.000551158j -0.00106622+0.000999825j -0.00521522-0.00338332j 
0.00337359+0.00396807j 0.0028207-0.000552244j 0.00939583+0.000800677j -0.00587151+0.017084j 0.00627912-0.00633392j -0.00339275+0.00103209j 0.00897085-0.0195491j -0.0013807+0.00150052j -0.0106921+0.00549256j 0.00889824-0.0115193j -0.0134777-0.0160094j 0.00624832-0.0183928j 0.00973047-0.000269012j 0.0158539+0.0117105j 0.0051783-0.00411204j -0.00797421-0.00747384j 0.00471391-0.0412855j 0.000109411+0.0365139j -0.000704061-0.0136168j 0.0120087-0.00412403j -0.00014377+0.00300983j 0.0408117-0.0354379j -0.00258913+0.006149j -0.00355063+0.0204763j -0.00614454-0.0234519j 0.0353473-0.01536j 0.0203858+0.0202199j 0.00317709-0.0259341j -0.0159009+0.0868646j 0.00119215-0.00993958j 0.00835242-0.0141147j -0.0285305-0.0131643j 0.0411675-0.0394944j -0.0138527-0.0306645j 0.0375962+0.0327309j -0.0129052-0.0144503j 0.00541711+0.00619105j 0.00348247-0.01768j 0.0127376+0.0232251j -0.0124295-0.000480223j 0.00569042+0.00791503j -0.00811469-0.00471884j -0.00202912-0.00765327j -0.0038654+0.00361412j 0.00771333+0.0182782j -0.00412746-0.00518654j -0.00710654-0.00501026j -0.00147259-0.0038989j 0.000779197-0.00434883j -0.00880379-0.00828472j -0.00358311+0.0038694j 0.00456267+0.000174921j 0.00402078+0.0078985j 0.000724497-0.00292911j -0.00209547+0.00175156j -0.00246575-0.0059554j 
-0.00904093+0.0074308j 0.0106003+0.00558656j 0.00600596+0.0101712j -0.00836038-0.00499094j -0.00357884+0.0142446j 0.012182+0.00618077j -0.00207827-0.0088996j -0.000826633+0.00241325j -0.00765859+0.00135461j 0.00627547-0.00512728j -0.00740266+0.0146384j 0.00967157-0.0241583j -0.0020827+0.011587j -0.0082903-0.00938392j 0.00512092+0.00721887j -0.00457821-0.00323322j 0.00919169+0.0227284j -0.0121121+0.025259j 0.0178976-0.022474j -0.00259199-0.01239j 0.00228861+0.00319215j -0.0229675+0.0473777j -0.0025501+0.00476214j 0.0182224+0.0118607j -0.000332995+0.0139456j 0.00693064-0.0848882j -0.0149885+0.0163252j 9.14193e-05+0.00654808j 0.00904404+0.00653464j 0.00718742+0.000357882j 0.00129987-0.0400231j -0.0146941-0.0116507j -0.0256262-0.0252675j -0.0131834+0.00878571j -0.0460971+0.024202j -0.00552566+0.00359158j 0.0164391-0.0236923j 0.0169835+0.0164045j 0.0118844+0.0112484j -0.00905553-0.0220656j -0.00198588-0.0162958j 0.00429649-0.0226863j -0.00834383-0.0176486j -0.0108116+0.0193701j 0.0164674-0.0115383j 0.00585986-0.00861716j -0.0123886+0.00822468j -0.00268794+0.0132339j 0.000708153-0.00946506j -0.0105851-0.00381877j -0.00528369+0.0133767j 0.00502374+0.00669502j 0.0013645-0.00304413j 0.00720727+0.00131381j -0.0031477+0.000387796j -0.00224107-0.000183956j 
0.00421738-0.00135297j -0.000809393-0.00377671j -0.00904194+0.00583324j -0.000154734-0.00292959j 0.0049757-0.00407952j -0.00626052+0.0126857j -0.00362824+0.0159846j -0.0150532+0.0188854j -0.00891674+0.0102149j -0.0257585+0.0164631j 0.0134817-0.0208464j -0.00959286+0.0270908j -0.0093377+0.0187758j -0.00848691-0.0158762j 0.00800702+0.0133341j -0.00330959+0.014491j -0.010632+0.0123292j -0.0101439-0.0198035j 0.0077583+0.000667996j 0.00876478-0.0348195j -0.0260512-0.00336186j -0.0246387+0.00539018j 0.0140591+0.0159562j 0.0235857+0.0207318j 0.00256571-0.0127419j -0.0159031-0.00244233j -0.0249232-0.0417254j -0.0107645-0.0559654j 0.0232566+0.0278128j 0.00244326-0.0499427j -0.000170154-0.00812094j 0.0232684-0.0201675j -0.0334715-0.054076j 0.00293523-0.013662j -0.0240471-0.046985j -0.0159343-0.0162404j -0.014118+0.00025487j -0.0204117-0.0214237j -0.00704529-0.0172095j 0.0117154+0.0178012j 0.00567222+0.017596j 0.00202395-0.00140387j 0.00270538+0.00958356j 0.0110528-0.0177804j -0.00076544+0.00192747j 0.00343141+0.0100088j 0.00368415-0.0181769j -0.0101433-0.0131112j -0.00638136-0.00960249j 0.00485813+0.00767512j 0.00573635+0.00377504j -0.00210832-0.0066678j -0.00134622+0.00579166j 0.0019188+0.00234827j 0.00295902+0.00148365j -0.000885558+0.00632194j 
0.0121449+0.00356394j 0.00803911-0.00537929j 0.0149458+0.0146629j -0.00407536+0.0226367j 0.00914539-0.0161248j -0.00360385+0.0186701j 0.00966848-0.0270484j -0.0149534-0.010587j -0.0198037-0.00828324j -0.00445149+0.00114581j -0.0113306-0.0148892j 0.0026414+0.0118164j 0.00208895-0.00109579j 0.00209322-0.00415626j -0.00136561+0.0135512j 0.00690872+0.00396574j -0.000411975-0.027882j -0.0193341-0.0134944j 0.00717826+0.0121196j 0.0360898-0.0476018j -0.010803-0.0152104j -0.00558081-0.0204669j -0.00167836+0.00513007j -0.0372514-0.0238456j -0.0205637+0.0374967j 0.0178427+0.009891j -0.00795069-0.0134661j -0.00747406-0.0222168j -0.0709667-0.00355032j 0.0021274-0.0316233j -0.0378396-0.00766199j 0.0200253+0.00864254j 0.0247562+0.0375153j -0.00580653-0.011688j -0.0239654-0.0540422j -0.0197937-0.0143385j 0.0299847+0.00255591j -0.0259632+0.0107229j 0.0146684+0.0159728j -0.0237653-0.000303309j -0.000479186-0.0027538j -0.0072054+0.00241017j -0.00329361-0.000416565j -0.00739274-0.00313835j 0.0214212+0.0236356j -0.00438343-0.0102394j -0.0174775-0.011103j -0.00986672-0.00400425j -0.00760312-0.00979849j -0.015132-0.00647616j 0.00150091+0.00496503j 0.00758759+0.00966389j 0.00483187-3.36418e-05j 0.000631608+0.00469914j 0.00246453-0.000418205j -0.00729377-0.000742293j 
0.00747337+0.00670146j 0.0114492-0.00174279j 0.0177594+0.0096822j 0.00378+0.0201693j 0.00146374-0.0119353j -0.00223351+0.0137787j -0.00534072-0.00959122j -0.0146503-0.0186294j -0.011871-0.020832j -0.00182133+0.00541961j -0.00346144+0.0122602j 0.00195925+0.0158515j 0.0121787-0.01697j 0.00748148-0.0400331j -0.00240097+0.00452314j -0.00609448+0.00887399j 0.00505454+0.0485533j -0.0237536+0.0103562j 0.0223635-0.0435125j -0.00322564+0.0194094j -0.0185384+0.0161551j -0.0153932-0.0529629j 0.00715165-0.0129034j 0.0238431-0.001168j -0.00298286-0.0418584j 0.0399762-0.00201697j -0.0306078+0.00718271j -0.000386495-0.019203j 0.0213424-0.00111487j -0.0148326+0.0162821j 0.0294965+0.0380879j -0.0220541-0.0110296j -0.0269426-0.00836729j -0.0149151-0.0394028j -0.0121813-0.00487059j -0.00358391+0.00471962j 0.0214214+0.00213724j -0.0140777-0.0118628j 0.00567543+0.0100958j -0.0155123-0.0144471j 0.0180662-0.00284171j 0.0142642+0.0155367j 0.00788803+0.00255001j -0.0173158-0.0133113j 0.0147204+0.0117681j -0.00861547+0.00898823j -0.0100061-0.00189953j -0.0142776-0.0115825j 0.00400131-0.00563283j -0.0172474-0.00182286j 0.00510543-0.000759406j -0.000416568-0.00212299j 0.00698825+0.00700305j 0.00344404+0.00338217j -5.02922e-07-0.00228695j -0.00455943-0.00495766j 
-0.00248947-0.00154248j 0.00177771+0.00358162j 0.00315891+0.00437744j 0.00271473+0.000529719j -0.00556443-0.0010463j -0.00337486+0.00153968j -0.00529023+0.00589364j 0.00316319-0.00754248j 0.0111935-0.00878179j 0.000105676-0.00898825j -0.00287894+0.0161216j 0.00415796+0.00281773j 0.000885633+0.00438472j 0.00672732+0.0105554j -0.00565923+0.00861526j 0.0158445-0.0247667j -0.00561139+0.0376025j 0.00279233-0.0264406j 0.0150624-0.0222409j -0.0112623-0.020905j 0.00273669-0.0254523j -0.0328352+0.0084117j -0.0134886+0.0221891j 0.0171256-0.0173972j -0.00712477+0.0715462j 0.0355048+0.0284081j -0.00645801+0.00212017j 0.00291858+0.0250984j 0.000926903+0.0231311j 0.00702165+0.00271128j 0.0446016+0.0452986j -0.0191754-0.0143898j -0.003539+0.0184253j -0.00288477+0.00305733j 0.00741177-0.018863j 0.0148784+0.0138047j 0.0142+0.00517985j 0.0011714+0.0255344j -0.00308417-0.00986544j -0.00247833+0.00123088j 0.00133928-0.00365643j 0.014008+0.0365669j 0.00796909-0.000522378j -0.00992979-0.0166779j -0.00203021+0.012314j -0.000804004+0.00520824j 0.001766+0.0200279j 0.000969503+0.00165978j 0.00882124+0.00788377j -0.00210563+0.00155148j -0.000245633-0.00267803j -0.00413859-0.00550036j 0.00131536-0.000704598j 0.000620603+0.00540307j -0.00125858-0.00670963j 0.00252826-0.00465164j 
0.0101462+0.000475851j 0.00172732-0.00600687j 0.00430861+0.0069218j 0.00472269+0.00405413j -0.0163447-0.00901197j -0.00181587-0.00267743j 0.00120606+0.00664225j 0.00179484-0.000189053j 0.0106538-0.00834348j 0.0122817-0.00852778j -0.00354791+0.0180252j -0.00454166-0.0117097j 0.00706368+0.0113203j 0.0105212-0.0232259j 0.0161153-0.0257881j 0.00157704-0.00303608j -0.00520883-0.00616993j -0.00215672+0.0446697j 0.00302446-0.034576j -0.00223596-0.0199681j 0.00940539-0.028471j 0.0291823-0.0552217j 0.00544068-0.0309327j 0.0210684-0.04754j -0.0112663+0.071363j -0.0236296-0.0401741j -0.0186614+0.0127295j 0.017691-0.0229148j -0.000357652+0.00507231j 0.0211776-0.00729693j -0.0270033-0.000713997j 0.0269154+0.0176382j -0.0148622-0.00286096j 0.0079827+0.0127552j -0.00565805-0.0345674j 0.00636194+0.0273176j -0.0144337-0.0309329j -0.0184127-0.00219486j -0.0169906+0.00141878j 0.00638269+0.0173312j -0.0183775-0.0189959j -0.0040278-0.00262641j -0.00787835-0.00969747j 0.00645895-0.0027373j -0.00824927-0.0137606j -0.00669927-0.0137256j 0.000722696+0.0198255j 0.00790823+0.00908047j -0.00180429+0.00455753j -0.00252034+0.00979906j 0.00678639+0.00870261j -0.00234588+0.000164405j 0.00364348-0.00842538j -0.00668982+0.00453401j 0.00373778+0.000596915j -0.000383719+0.000225149j 
0.00408-0.00420585j -0.00803195-0.00181295j -0.00669613+0.00423849j -0.00354531+0.00281503j -0.00345119-0.0115626j 0.00257153-0.00411777j -0.00319268+0.0151016j -0.00207584+0.00405093j 0.00693451-0.000116102j 0.0011439+0.0139409j 0.00150762-0.0127718j -0.000544829-0.0139239j 0.0142259-0.0296994j 0.00283119-0.0056333j 0.0120606+0.0490849j -0.00248796+0.0397768j 0.0119763-0.0106176j -0.00800141-0.0200102j 0.00708318-0.0493603j 0.0302271-0.0725551j 0.0154629+0.0336081j 0.025957-0.0472242j -0.0221114+0.0722251j 0.0425686-0.0322754j -0.0194272-0.0313422j -0.00208276+0.00380763j -0.0261515+0.0338744j 0.0284302+0.00316541j -0.00900614+0.00353447j 0.0369109-0.00339549j 0.00788607-0.00126248j 0.0134513-0.0111261j -0.0130933-0.00577489j 0.0105316-0.00318643j -0.0031819+0.00160539j 0.0113332+0.0139669j -0.0101667-0.0132902j -0.00450375+0.011183j -0.0234249+0.00773711j 0.00945166-0.00251235j -0.0125034-0.00549809j -0.00755085-0.0109432j -0.00678393+0.00600482j 0.0138647-0.000356909j -0.0184442-0.0208866j 0.000792532-0.000751638j 0.00612186-0.000762989j 0.00725515+0.00608452j -0.00245922+0.00784745j 0.00990197+0.00330597j 0.00041626-0.00166965j -0.00170595-0.000515256j -0.00225129+0.000677953j -0.00344921+0.000198695j 0.0024161+0.000662901j 0.00337365+0.00135319j 
0.00424229-0.004866j -0.0033618-0.00237454j -0.0111519+0.0126231j -0.00778699-0.00378139j -0.00132164+0.00193049j -0.00701331+0.0155091j -0.00548816-0.00153891j -0.000317472+0.0209804j 0.00680722+0.00657215j -0.0097393-0.00119987j 0.00124019+0.00634155j -0.0011764-0.00612486j -0.00552027+0.0344187j -0.0113053+0.00629927j 0.00550364-0.0219222j 0.021719+0.0555038j 0.0147695-0.0540512j 0.000758325+0.000465006j -0.014165-0.0060739j 0.000851062-0.00114069j 0.0152258-0.0756367j -0.0617798-0.018595j -0.0159387-0.0279877j -0.00993005+0.0199899j -0.0151077-0.00797671j 0.0235961+0.038136j -0.0012384+0.0208487j 0.0056038+0.00315468j -0.0214126-0.019644j 0.0375775-0.00424888j 0.0303089+0.0421772j 0.0153227+0.000906603j 0.00151589+0.0137006j -0.00132779-0.0167622j -0.00758586-0.0107436j 0.000891063-0.00447668j -0.000643983-0.00178391j -0.0054018-0.0050411j -0.00964045+0.00604583j 0.00481274+0.00662852j -0.0131151-0.0138793j 0.00411713+0.00795809j -0.00599826+0.00105981j 0.0108044-0.0137984j -0.00736129-0.00203059j 0.0116637+0.00722161j 0.0045858+0.00481831j 0.00464841+0.00344864j -0.00530884+0.0050866j 0.00874039+0.00724853j -0.00230534-0.00307073j 0.000414219-0.00247646j -0.00349338-0.00484905j -0.00201811+0.00545699j 0.0012898-0.00408635j 0.00301189+0.00394639j 
0.00429679+0.000454587j -0.000216458-0.00451013j 0.0129286-0.0081581j 0.00827347+0.0109951j -0.00369805-0.0175739j -0.00536324-0.0116719j 0.00796167-0.000568728j -0.00398596-0.0274323j 0.00172468-0.0217719j 0.00312046+0.00494453j 0.00738089-0.0175461j 0.00565047+0.0260702j -0.00277973-0.00758781j 0.0248275-0.0344372j 0.00603816+0.0243403j -0.00372564+0.00323332j 0.00282218-0.0275161j 0.0110935+0.0234561j 0.000680387+0.0470311j 0.0450376-0.0203469j 0.0203653+0.0265345j 0.0207367+0.0275757j 0.0152936-0.0402757j 0.0409018+0.049058j -0.0561205-0.000560416j -0.00865872-0.0022188j 0.0171734-0.056854j 0.0209906+0.00940288j 0.0191419-0.00278183j 0.0217833+0.0153297j 0.0057277+0.00689122j -0.0151655-0.00402004j -0.0351938-0.0112129j -0.00146572+0.0274769j 0.0467132+0.0253405j 0.00897518+0.0177795j -0.000483654+0.00800308j -0.00526686-0.0124373j -0.00356593-0.0312473j -0.00454404-0.00225961j 0.00628287+0.00815267j -0.00352386+0.0178762j -0.00182197+0.00345215j 0.00310617+0.00464899j -0.00951171-0.00841866j -0.0115604+0.0062841j 0.00203791+0.00139387j -0.00134406+0.00276402j 0.0051503+0.00274874j -0.00403486+0.00323064j 0.00412851-0.0037312j -0.00329084-0.0016924j 0.00377214+0.00154325j -0.00149193-0.00308969j -0.000681735-0.00137731j -0.00157121-0.00475599j 
-0.00435302-0.000498715j -0.000965846+2.91018e-05j -0.0051018-0.0005322j -0.0126057-0.00612677j 0.0085671+0.0105405j 0.00793106-8.89804e-05j -0.00471512-0.00420352j 0.00366325-0.00501197j -0.00319273+0.0120983j 0.0038029+0.00908927j -0.00689332+0.0045075j 0.0140096-0.037823j -0.0205925+0.0273499j 0.010363-0.005798j 0.0167956+0.0506965j -0.00703725-0.0115492j 0.0240296+0.0257327j -0.0172836+0.055829j 0.012493-0.0540664j -0.0161623-0.0138003j 0.0423127-0.00789621j -0.00256363+0.0232629j 0.0154784-0.0520197j -0.0135262-0.00776539j 0.0108713+0.00435279j 0.00120231+0.0185727j 0.000315373-0.0251953j 0.0368116-0.0210862j -0.0130026-0.013499j 0.0264813+0.00623071j 0.0248193-0.00517669j 0.00243769+0.0137128j 0.0156047+0.00630459j 0.0184097+0.0148347j 0.00991387+0.02211j 0.0162045+0.0228568j 0.00388243-0.00706768j 0.0242878-0.00962076j -0.0158118-0.0274725j -0.00247002+0.0182137j -0.00979203+0.00763536j 0.014061+0.0154389j -0.00230283-0.000624312j 0.0113444-0.00576833j 0.000465154-0.0071916j 0.00875662+0.00484558j 0.0118673+0.00710911j 0.0062324+0.00716599j -0.00507865+0.000244815j 0.0076234+0.0127224j -0.00540312-0.00974017j 0.00436439-0.000704339j -0.00452718-0.000336405j 0.00015195-0.00620098j -0.00316344-0.00242074j 0.00265088+0.000525433j 
