9.52968e-05+0.00469359j -0.00785915-0.00432099j 0.0048229+0.00338723j 0.00014539-0.0010496j -0.000219408-0.00245522j 0.000354655+0.00395482j 0.00724582+0.0272091j -0.00084597-0.00403289j -0.00138693-0.0142682j 0.00607304+0.02016j -0.00119279-0.00496886j 0.00138351-0.00360876j 0.00221547+0.0062853j 0.000289267-0.00262356j 0.00232625-0.00312409j -0.0109225+0.0323093j -0.0010829+0.0179018j -0.00404413-0.00454719j 0.00260809-0.0128407j -0.00505839+0.00409244j 0.00307605+0.00328091j 0.000604565+0.00630339j -8.22863e-05+0.00123471j -0.000129878-0.00133237j -0.00124716-0.00364019j 0.00121507+0.00235413j 8.04995e-05-0.00621713j 0.00556151+0.000929486j -0.00202378-0.00345333j -0.00029952-0.000688675j 0.000868382+0.00248437j -0.000973168-0.00400118j 0.000738405-0.00373366j -0.00259019+0.00193218j 0.000108296+0.00584473j -0.00199374-0.00822829j -0.0126995+0.00132557j -0.002789+0.00347852j -0.000509635-0.000221612j 0.00142744+0.00398709j 0.000838836-0.00383173j -0.00594296-0.00496309j -0.00787336+0.00241601j -0.00355019-0.00106178j -0.00825655+0.00334379j -0.00324041-0.00490873j -0.00304193-0.00670065j -0.0052584+0.00346622j -0.00792881+0.00494346j -0.00146552+0.00073664j -0.00131761-0.0018013j -0.00996644-0.00294659j -0.00675446+0.00353667j -0.00096216+0.00376498j -0.00214657+0.00403531j 0.000684194-0.0102161j 0.0169816+0.000940046j -0.00455636-0.0043531j 0.00182782-0.0112413j 0.00215789-0.00779918j -0.00169393-0.000873305j -0.00218742-0.00346392j -0.00151329+0.000808962j 0.000334844-0.000882082j -0.00181962-0.00137463j -5.91109e-05-0.00145133j -0.000111385-0.00111504j 0.000124781-0.0016279j -0.000829195+7.10149e-05j 2.0426e-05+0.00374071j -4.92295e-05+0.00117153j 0.000870149+0.00158234j 0.000451837+0.00485029j 0.0011341+0.000876159j -0.00043747+0.00295639j 0.00432788+0.00316299j -0.000836141-0.00257123j 0.00066943-0.000570004j -0.00291824-0.000312986j 0.00109968-0.000328552j 0.0020672-0.00130684j 0.00132054+0.00122498j -0.00534947+0.00582055j -0.00111897+0.00210299j 0.000612139-0.000536148j -0.000652901-0.00193482j -0.00327788+0.00157622j 0.00496187+0.00419004j -0.00286162-0.00200392j 0.00143408-0.000156816j 0.00104985-0.00181663j -0.00118928+0.00285186j -0.00413806+0.00433275j 0.00239913+0.00598088j 0.00531544-0.00246739j 
0.0032016-0.00679769j 0.010208+0.00411886j 0.00656342-0.0126289j 0.00339888+0.000975947j 0.0192616+0.00108221j 0.00838201-0.0084356j -0.0028961+0.000743767j -0.00555362-0.00163666j -0.00118735+0.000607656j 0.00109964-0.00104457j -0.0163674+0.00218739j 0.00965944+0.000953329j -0.0167795-0.00505904j -0.0026824-0.000881359j 0.0120968-0.002351j 0.00400862+0.000108171j 0.0205048-0.000622886j -0.0265487-1.97944e-05j 0.014129+0.00506819j 0.00213063+0.0117564j 0.00839151+0.00250178j 0.00261957-0.000105127j -0.00138163-0.00581255j -0.00159772-0.00183179j -0.00459003+0.0100615j -0.00587706+0.0131759j -0.00510916+0.00273596j 0.000478486+0.000196149j 0.00151121-0.00255017j 0.000760996-0.00419828j -0.00414779-0.00507471j 0.00367543+0.00147678j -0.000739353-0.00220677j 0.00398138+0.0111133j 0.00391039+0.012789j -0.00722011+0.00204595j -0.00235173+0.00152855j 0.00334202+0.00467525j 0.00515755-0.00280577j -0.000643834+0.000338489j 0.00505637-0.0028167j 0.00226391+7.70418e-05j -0.00304133-0.00361962j 0.000313788-0.00349977j 0.00209641+0.000200833j -0.00389061-0.00310734j 0.00369999-0.00322356j 0.00216597-0.000899617j -0.00171826-0.00249579j -0.00319486-0.00166044j 0.00187453-0.00125644j -0.00105192-0.00286889j 0.00278758+0.00374496j 0.00103172+0.00101999j -0.000704612+0.00165612j 0.00616198+0.00193478j 0.00146734-0.0017181j 0.00251885+0.000689847j 0.000853407+0.00790557j 0.000827365-0.000333494j 0.00323789-0.00289691j 0.00294855+0.000704711j -0.000186287-0.00192583j -0.00186337+0.00185736j 0.00164472+0.00744494j 0.000203983-0.00173766j 0.000389377-0.00259115j -0.00116704-0.00418377j -0.000334245-0.000455317j -0.000957433-0.000505485j -0.000510836-0.00264094j 0.00306386+0.00109784j 0.00653538+0.01022j -0.0101455+0.00628907j 0.00193006-0.00800242j -0.00539948+1.06684e-05j -0.00170539+0.00216363j 0.00356249+0.00222154j -0.00549929-0.000216946j 0.00175959+0.00130461j 0.0043227+0.00364112j -0.000411002-0.000269722j 0.00265296-0.00139193j 0.000876309-0.00130917j 0.000434801+0.00103036j 0.00350659+0.000948007j -0.00100478-0.00321644j -0.000323042-0.00213959j 0.00531503-0.00482884j -0.000113077-0.00101314j -0.0029378+0.000238607j -0.00115194-0.00302634j -0.000127079-0.00555728j -0.00466282-0.00267538j -0.0012353+0.00949118j 
0.00140775+0.0169738j 0.00388906-0.00436341j -0.0144527-0.00168237j -0.0169352+0.0131375j -0.010496-0.00762089j 0.0042313+0.00365911j 0.00120758+0.0135857j 0.0066305-0.00440441j -0.0232758+0.0126214j 0.00938052+0.00782853j 0.00290649-0.0105078j -0.00571084-0.00892971j -0.00345796-0.00301921j 0.00336562+0.00846791j -0.00478095-0.00788058j -0.0142305-0.00272593j -0.0190258-0.0201943j 0.012224-0.0147744j -0.00492542+0.00892176j -0.00871596-0.011666j 0.0031294+0.00728801j 0.00274388-0.00891418j 0.00353029+0.00262951j -0.0076066+0.00725879j -0.0011164-0.0121015j -0.0023694-0.00999247j 0.000677985-0.00697729j 3.77489e-05-0.00382344j -0.00602738-0.00365047j 0.00175683-0.000984583j 0.00496301+0.00762975j -0.00193219+0.00238265j 0.00280761+0.00198718j 0.00358433-0.0110989j 0.00491012-0.0156628j 0.00699938+0.00191658j 0.00202013-0.00403018j 0.00466624-0.00941131j -0.00783035-0.00055592j 0.0026264-0.00223718j -0.0108767+0.00321633j -0.00296645-0.00372633j 0.000471042+0.00183076j 0.00133161+0.000735962j 0.000405326-0.00303922j -0.00120982+0.00447372j -0.00547104-0.00491947j 0.00573512-0.000357747j 0.00824159+0.00456035j 0.00040619+0.000770541j -0.004564-0.00633535j -0.000799196+0.00363138j 0.00219871+0.00134994j -0.00336121+0.00116029j -0.00484952+0.000276297j -0.0013103-0.00574191j 0.00346371-0.0029028j -0.000148515-0.00448909j 0.00318107-0.00143724j 0.00159141-0.00631148j -0.00625532-0.00387291j 0.00130494+0.00250864j -0.00705155+0.000521673j -0.000148743+0.000130082j 0.00144228-0.00953917j -6.87618e-05-4.80207e-05j -0.00204243-0.000488625j -0.00412049-0.00228709j -0.000145229-0.0017306j 0.00121147+0.00559661j 0.00160507-0.00148759j 0.00107047+0.00258583j 0.00044263-0.00410185j 0.00132267+0.00189065j 0.000624851-0.000757555j 0.00165292+0.00251116j -0.000158162-0.000258682j -0.00115282-2.69007e-05j 0.0018244+0.00551797j 0.000356593-0.000616094j 0.000291854-0.00314142j -0.00138859-0.000197512j -0.00756064-0.002436j -0.00370419-0.00491141j 0.001546+0.00154205j -0.00384162+0.000426514j -0.00214291+0.00085868j 0.00557141+0.00305536j -0.0062678+0.00228178j 0.00178799+0.000941201j 0.00316399-0.00145422j -0.00421978+0.00101931j -0.00918584+0.000801977j 0.00505933+0.00583707j 0.0171017-0.003203j 
0.00846661+0.0128397j -0.0013387-0.00752896j -0.00801011+0.00392962j 0.00812336+0.0260945j -0.00800429+0.00276688j -0.00382816+0.00472096j 0.00513818+0.0122394j 0.00175835-0.00935461j -0.00525809+0.0146742j 0.00244323+0.000883511j 0.0059282+0.00439631j -0.0146448+0.00605565j -0.00264868-0.00503878j 0.00761396+0.00263472j -0.00777851-0.0224739j -0.00597935-0.00719076j 0.00578015+0.00807154j 0.00288678-0.00293757j 0.0134378+0.00464978j 0.00284591+0.00307951j -0.000903303-0.000833159j 0.00954365-0.00507611j 0.00425658-0.00762067j -0.000275853+0.00296997j -0.00648151+0.00607533j -0.00400677+0.00807434j 0.000319154+0.00946274j -3.73735e-05-0.000519141j -0.00343858-0.00679192j -0.00175562+0.000859587j -0.00698054-0.0103124j 0.00105548-0.00641236j -0.00621889-0.00164194j 0.00689724+0.00679529j 0.00927921+0.00822624j 0.00146655+0.00266538j 0.00640294+8.88903e-05j -0.00502963-0.000134419j 0.000729166-0.000567394j 0.0056934+0.000144731j -0.00428421-0.00432672j 0.00257023+0.00396948j 0.00845322+0.00026495j -0.00212031-0.00181855j 0.000620458+0.00199883j -0.00201919-0.00534747j 0.00445178+0.0019667j -0.00438503-0.000386195j -0.00272901-0.00129537j 0.00286585+0.00111547j 0.00349322-0.000111824j 0.000197151-0.00183461j -0.00651325-0.00202954j 0.00161067+0.00308566j -0.0049331-0.0077877j 0.000342171-0.00384396j 0.00302063+0.00139508j 0.00286819+0.0137717j -0.000619049-0.00197665j -0.000689784-0.00258323j 0.000332508-0.00658435j -0.000505965-0.00194597j -0.000776531-0.00343286j -0.000845245-0.00152453j -0.00209151+0.00114615j 0.00116403+0.00174152j 0.00142075-0.00292641j 0.00183062-0.00247647j 0.000499909-0.00248587j -0.000503306+0.00139384j 0.000954358+0.000663353j -0.00132467+0.00164213j -0.00128685-0.000737838j 0.000819448+0.00152049j 0.000599405+0.00197159j 0.000147569+0.00164041j -0.00327657-0.00225648j 0.000460867-0.00153647j 0.00192771+7.24002e-05j 0.000156567+0.00111471j 0.000880441+0.00693439j 0.000817825+2.46433e-05j 0.0027615+0.00178417j 0.00101409-0.00257024j -0.00369406+0.001394j -0.00152342+0.00733432j 0.00312979+0.000163547j 0.0048194+0.00579139j 0.00517389-0.000135556j 0.000479541+0.000852782j 0.00128541-0.00219948j -0.0009839+0.00190188j 0.000925251-0.000402857j -0.00432408+0.00420132j -0.00118077+0.00670782j 
-0.00272525-0.00922697j 0.00235133+0.00562553j 0.000968588-0.00356906j 0.00761425-0.00590326j 0.0058715+0.00427017j -0.00856961-0.00928223j -0.000210557+0.00159614j -0.00410947-0.00194407j 0.00551956+0.00326399j -0.00189298+0.00508908j 0.00448083-0.00800397j 0.00674931-0.00103568j 0.00591739-0.0167686j 6.24408e-05+0.000615576j -0.00141345-0.0168397j 0.00212882-0.000482537j 0.010305-0.00216913j 0.000217379+0.00787572j -0.0160588+0.00584741j 0.00231844+0.0118478j 0.00401594-0.000931506j 0.00242232+0.0039253j -0.0129445-0.000720977j -0.0098977-0.000352191j -0.0038649+0.00115863j 0.00864147-0.00350275j 0.00471812-0.00220405j 0.00412391+0.000712172j -0.00304031-0.00259573j 0.0206288-0.000656737j 0.0119588-0.0102313j 0.0114962+0.00794499j 0.00361357+0.00284291j -0.0151684-0.00266796j -0.00629182+0.00297616j -0.00458791-0.00542698j -0.00329155-0.000657396j 0.0022547-0.00027939j -0.00327806-0.00189559j 0.00274446+0.000332169j -0.00221962+0.00310641j -0.00205783-0.00156971j 0.00246293-0.0004407j -0.00165033-0.001336j 0.00157229-0.0026416j 0.0020477+0.00062578j 0.0044319-0.00451171j 0.000789017-0.000840469j 0.00187174-0.00140361j -0.00132605+0.00268228j -0.000586313-0.00343842j 0.00326829-0.00448991j -0.00313572+0.00386034j -0.00156102+0.00131698j -0.00515851-0.00465598j -0.00335405+0.00224548j 0.00278038-0.00166798j -0.00315346+0.00153682j -9.96427e-05+0.00446533j 0.00164615+0.00291724j -0.00310075-0.00232823j 0.00225898+0.00473199j 1.18664e-07-0.00410837j 0.000176253+0.00285714j -0.00424324+0.00224578j 0.00158136-0.000721922j 0.00398336+0.000678827j 0.00230607+0.00065364j 8.01187e-05+0.00209989j -8.59028e-05-0.00112888j -0.000391361+0.00248271j -0.00335394-0.00298044j 0.00683813-0.00335032j 0.0027322+0.00327377j -0.00197038+0.000779587j -0.00343887+0.00394343j 0.000339249-0.000295098j 0.0042542-0.00123973j 0.000434762+0.000421791j 0.00111432-0.00058367j 0.00296021+0.000446843j -0.00155711+0.00248713j 0.00314605+0.000770341j 0.000706351+0.000859812j -0.00287086+0.0048872j 0.00185169+0.00428635j -0.000659169-0.00608026j -0.00145626+0.00226493j 0.00746229-0.0014938j -0.00312199-0.00103584j -0.000588206-0.00204992j -0.00155798+0.00206354j -0.000830724+0.000409333j 0.00172872+0.00668098j -0.00193373-0.00202362j 
-0.00823395+0.00613761j 0.0047818+0.0040544j -0.00303417-0.00228429j -0.00796024+0.00282733j -0.00343291+0.00216399j -0.0146277-0.00198843j -0.0216082-0.00182601j 0.00445198-0.00502528j 0.000412075+0.00449762j 0.00153571+0.00400281j -0.0197428-0.00981758j -0.00840677-0.0001533j 0.0274591+0.00487102j -0.00266757-0.000570108j 0.0293865-0.00561118j 0.016681+0.00638278j -0.00900248-0.00520826j -8.05907e-05+0.00634648j -0.0024891+0.00151893j 0.00108211+0.000500128j -0.00189508+0.000821199j -0.000325748-0.000658681j 0.00342521-0.00105589j -0.00197561+0.00311106j -0.0021281+0.00175163j -0.000535554+0.00295654j 0.000355513+0.00234723j 0.000240006-0.000910119j 0.00214363-8.52783e-05j 0.000635754-0.000470466j 0.00395719-0.00232211j 0.00434435+0.000328029j -0.00491874-0.000675701j -0.000839176+0.00100625j -0.0035422+0.000267905j 0.00476268+0.000674175j -0.000550558-0.00721228j -0.00753247-0.00072091j -0.000933447-0.000921701j -0.00423185-0.000792822j 8.42619e-06-0.00140544j -0.00131853-0.000838163j -0.00257847-0.0104843j 0.00865983+0.00455297j 0.00059542+0.00200848j 0.00279588-0.00069453j -0.00147969+0.00379267j -0.00247602-0.0024947j -0.00409463-0.0033472j -0.000138866-0.00346702j 0.00242709+0.00046316j -0.00129824+0.00368361j -0.00102029+0.00293604j -0.000558775-0.0102804j 0.00908673+0.00695695j 0.0042396+0.00422931j 0.000267624-0.00848477j 0.00061452-0.00393747j -0.00545484-0.00395827j -0.00305768+0.00198058j 0.00220212-0.00207828j -0.00122099+0.00128148j 0.00122946+0.00186996j -0.00115236-9.17625e-05j 0.00156986+0.00516805j 0.000266708+0.000777759j 0.000976979+0.00163433j 0.00266548+0.00301472j -0.000242811+0.00123357j -0.00212404+0.000310178j -0.00128924+0.00249124j 0.00200061-0.00238708j 0.0035568-0.00028007j -0.000283835+0.00680272j -0.00192857-0.00103307j -0.000271124+0.00114216j -0.00127646+0.000966909j 0.00223135+0.00102659j -0.000511267+0.00180866j 0.00135816-2.41883e-05j 0.000810647-0.00206835j 0.000544203-0.000183575j 0.00464013+0.00490903j 0.00235564+0.00367263j -0.00252899-0.000701366j -0.00128088+0.00351155j 0.00255602-0.00186931j 0.00113686+0.00067192j 0.00607926+0.000339598j -0.00287391-0.00121437j -0.000573411+0.0001147j -0.00101362+0.0032718j 0.00133889+0.00142428j -0.000432781+0.00474919j -0.00194269-0.000798996j 
0.0119753-0.00232561j -0.00478831+4.00021e-05j 0.00479043+0.000666722j 0.000919678-0.0020032j -0.0070821+0.00588874j 0.00836247+0.00448177j 0.000644695-0.017282j 0.00201219+0.0012823j 0.00564715-0.0130722j 0.000893725+0.00422592j -0.00580986-0.0124121j -0.00169812+0.00795977j 0.00732013-0.00164907j 0.0023659-0.00645992j 0.00189343+0.00288429j 0.000956732-0.000418796j -0.00441106+0.0188358j 0.00697826-0.00794092j 0.000142239-0.00394853j -0.00443858-0.00779155j 0.00370517+0.00359927j 0.0145728-0.00265317j 0.00147789+0.00140364j -0.0128622+0.00124516j -0.0125187-0.00284149j -0.00715545-0.000443723j 0.0061736-0.00445942j 0.00276124-0.000439878j -0.00964787-0.00462997j 0.0151013+0.00518361j -0.00709722+0.00821263j 0.0101344+0.00453037j -0.00421183+0.00181501j 0.013371+0.00439005j -0.00185064-0.000304322j 0.0052378+0.000712742j -0.000761412+0.000262935j -0.00286874-0.00269365j 0.00311903+0.00445184j -0.00135898-0.000806548j 2.83025e-05-0.00167356j 0.000689739-0.00223354j -0.00204338+0.000886816j 0.00174159+0.00206001j -0.00018976-0.00174812j 0.00203282+0.00429085j -0.000141299-0.000814592j -0.00149742-0.00206412j 0.00104011-0.00306206j -0.00233552+0.00322224j -0.000602116-0.00169891j 0.0011861-0.000176782j -0.00105196-0.00188772j -0.00228179-0.00191047j -0.00187651+0.0019776j 4.87718e-05+0.000851784j -0.00284654-0.00435973j 0.0017445+0.00052959j 0.00340399-0.00151788j -0.00430761-0.00145758j 0.000678544-0.000722531j -0.000902192-0.00295687j 0.000940846+0.00148349j 0.000157655+0.00103234j -0.00169851-0.00541248j -0.00134592+0.00034995j -0.00273851+0.000609562j -0.00445605+0.000855956j -9.60197e-05+0.000482133j 0.000195142-0.000131257j -0.000610173-0.000129087j 0.00173409-0.00303716j 0.0106601-0.00680176j 0.00442705+0.00783783j -0.00652922-0.00393877j -0.00309335+0.0012932j 0.00152647+0.0012978j 0.000195743-0.000170618j 0.00234918+0.00482096j 0.000304202-0.000382166j 0.000145519-0.00147377j -0.00246893-0.000587077j -0.00454248-0.00147418j -0.0012368-0.00316604j 0.000246602-0.00113435j -0.00192771-0.00138591j -0.00261678+0.00312209j -0.00224102-0.000720467j -0.00617636+0.000769909j -0.00171537-0.00198346j -0.000102785+0.00210366j -0.00116537-0.00183086j -0.00260421-0.000599327j 0.00124794-0.00743838j 0.00189481-0.00242609j 
-0.000253371+0.000938622j 0.000583735+0.000280534j 0.000319051-0.000463766j -0.000298545+0.000404312j 0.00126172+0.00161549j 0.00204234-0.000725198j 0.000552145-0.00656721j 0.00108466+0.00265236j -0.000798951+0.00106505j 0.00315118+0.0105056j 0.00138559-0.0283405j 0.00125189+0.00709278j -0.00276229-0.0182307j 0.00326488-0.00752174j -0.00269182-0.0057314j -0.000657985-0.00303344j -0.00056349+0.00301327j -0.000525059+0.000191182j 0.00150712+0.000410809j 0.00020228-0.00132197j -0.00456003+0.00346578j -0.010747+0.00330795j 0.00637323-0.00184637j 0.01553-0.00284538j 0.00833232-0.000938371j -0.00360669+0.000867807j -0.00722442+0.00209391j -0.000536049-0.00162943j 0.00995727+0.0032716j -0.0203753-0.00128539j 0.00135572+0.00179658j -0.015846-0.00237417j 9.34911e-06-0.00193912j -0.000953512-9.0515e-05j 0.00296917-0.000883994j -0.00506353+0.000545631j 0.000106703+0.000479708j 0.000902823-0.000562879j -0.00100031+0.0003071j 0.00476758-0.000332002j -0.00239162-0.00048205j 0.00128114-0.000903894j 0.000643976+0.000358729j -0.000831463-0.00078235j -0.000432167-0.000390518j 0.000170271+0.00168073j -0.000639686-0.000224016j -0.000637056+0.00076355j 0.00139053+0.000824218j -6.27144e-05+0.00219095j -0.00172411-6.67209e-05j -0.000909385-0.00164836j 0.00104007-0.000179723j -0.000578485+0.000245543j -0.00251673-0.00206222j -0.00186706-0.00013782j 0.000780551-0.000268261j 0.00117438+0.00106738j 0.00197604+0.00196224j 0.00113689+0.00107342j -0.000862072-0.00124029j 0.000485877+0.000598061j -0.000584347-0.00111356j 0.000814524+0.00244935j -0.00225139+0.00196761j 0.000263833-0.000514199j 0.00255524+0.000801216j 0.00110727+0.00175832j -0.000921421+0.00297582j -0.00150954-0.00130215j -0.00421256+0.00365756j -0.0015017-0.00641953j 0.0131049-0.00784616j 0.0093019+0.0116171j -0.0101923-0.00260491j -0.00398765+0.00577043j 0.00192664+0.000665734j 0.00363826-0.00146345j 0.00180391+0.00421204j 0.00114972-0.000674434j 0.000142835-0.0043919j -0.00171655+0.00253137j 0.00229874+0.000805299j 0.00114259+0.000897842j 0.000539802+0.00230541j 0.000605628+0.00135976j 0.000498217+0.000797041j -4.93015e-05+0.00176814j -0.000826581-0.0012274j -0.00333863-0.000868921j -0.000870362+0.00379139j -0.00118737+0.00355068j -0.000152494+0.000781552j -0.000154604+8.25377e-05j 0.000242369+0.000196149j 
0.0111549+0.00253507j -0.00830898-0.00467986j -0.00315215-0.000521587j 0.02075+0.00929682j -0.00232567-0.00317633j 0.00548481+0.00309792j 0.0102237-0.00855193j 0.00361985-0.000902894j 0.00598617+0.0030346j -0.00531233+0.00262386j 0.00208094-0.0112687j 0.00901929-0.00122674j -0.0245734+0.0222884j -0.00862276-0.00283782j 0.00533324+0.0100789j -0.00681602+0.001591j 0.0158081-0.00453172j -0.00257184+0.00475214j -0.000822167-0.00774259j 0.00574044+0.000396323j -0.0117788-0.00681721j 0.000253654-0.00262643j -0.00576704+0.00445992j 0.00235853-0.000567785j 0.0134929+0.0105755j 0.0111373+0.0073941j 0.00707786+0.00539378j 0.000331073-0.0013227j -0.000219155+0.00246134j -0.00190547-0.00328654j -0.00484012+0.00371147j -0.00690049-0.00667382j -0.00624519-0.00556611j -0.00258055+0.00448658j 0.0171544-0.00168838j -0.00124112+0.00589539j 0.00189416+0.00199267j 0.000603755-0.00753755j -0.00195293-0.00475153j 0.00484731-0.00363437j -0.0062378-0.00778136j 0.000296433+7.0007e-05j -0.00954813+0.00087937j 0.000250906+0.00385337j 0.00221689-0.00161555j -0.00432869-0.00169479j 0.0089213-0.00414823j -0.00314064-0.0048184j 0.000508478-0.00181814j -0.00488076+0.00219861j 0.00469922+0.00461795j 0.0065177+0.00163928j -0.000828645-0.000975182j -0.00743776-0.00724406j -0.00248102+0.000667596j -0.00418512+0.00250505j -0.00289881-0.00701098j -0.00248777-0.00273637j 0.00225803-0.00874423j 0.00618483+0.000480366j -0.000968224-0.00615473j -0.00281552+0.00162601j 0.000820068-0.00232747j -0.000577628-0.00335485j -0.00114733-0.000178788j 0.00011932+0.00261512j 0.000491338-0.000326566j 0.00054923-0.00032465j 0.0019403-0.00227539j -0.00140784+0.00222046j 0.00394388-0.00110727j -0.00117881+0.00275454j -0.00253461+0.00291854j -0.00182857-3.40809e-05j 0.00135136+0.00138818j -0.00223658-0.00455797j 7.79779e-05-0.00104339j 0.00216177-0.00165904j -0.00137394-0.00260456j 0.000518172-0.00180723j 0.00156353+0.000970257j -0.00140286-0.00343565j 0.0033047+0.000288537j 0.00389365+0.00062919j -0.00423109-0.00189233j 0.000236391+0.00145603j -0.0022792+0.000432639j -0.00204087+0.00670214j 4.97331e-06-0.00300316j 0.00154403-0.000630085j 0.00175271+0.00117275j -0.00212323-0.00105045j -0.00153592-0.00398947j -0.00756105+0.00657071j 0.000268612+0.0121468j 
-0.0108565+0.0111506j -0.00101811+0.0025077j -0.00429157+0.00249833j -0.0128499+0.0116363j -0.0110745-0.00171056j 0.00395793-0.0136186j 0.0207702-0.00999581j 0.0111892-0.00337323j 0.00704432+0.00405382j -0.00197606+0.00494502j 0.00173777-0.0151191j -0.00699297-0.00270415j -0.0246934+0.0134147j 0.00287481-0.00188823j -0.000447216+0.00699336j -0.0115192+0.0077627j -0.0033267-0.011038j 0.000956314+0.000552824j 0.00492769+0.000294744j -0.00225368+3.05633e-05j 0.00303407-0.00324819j 0.00774109-0.000679253j 0.00128249+0.00308581j -0.0103301+0.00268565j -0.00409204+0.00219875j 0.00350317+0.00288108j 0.000856706+0.000680993j 0.00145221-0.00096454j -0.00421105+0.000866552j 0.00817059-8.74703e-05j 0.00182981+0.000437696j 0.00543084+0.00212469j 0.00264326-0.00449266j -0.00394119-0.00100907j 0.00205927-0.00405141j -0.000195631+0.00122604j -0.000104199-0.00108936j 0.000605529+0.00630155j -0.00224253-0.000271131j 0.00562556-0.00502424j 0.000592874-0.00080505j 0.00133283+0.000859242j 0.000250892+0.00181174j 0.00220512-0.00405328j -0.00286967+0.00489202j -0.00270091+0.00288512j -0.0077448+0.00754638j -0.00250215+0.00426414j 0.00299088-0.000685738j 0.00233784-0.00170078j -0.00186021+0.000622899j -0.00433071+0.00134233j 0.00476413-0.0013161j -0.0066828+0.00455819j -0.00104752+0.00192568j -0.00421737+0.000646606j -0.00238097+0.00591883j 0.00527495-0.00413357j 0.00399922-0.0014948j 0.00576885+0.000750192j -0.00064518+0.000344114j 0.00300134+0.000544162j -0.00205812+0.000414959j 0.00140394-0.000566041j -0.0036331+0.00443766j -7.07725e-05+0.000752413j 0.00150486+0.00146272j 0.00218436+0.00141016j 0.000210938-0.000664158j -0.00333204+0.00121846j -0.00155407-0.000511131j -0.000208194-0.000867551j 0.00368427+0.0010107j 3.37737e-05-0.00019798j -0.000260559+0.000808371j -0.00100348+0.000544429j 0.00186758+0.000135517j 0.00148025+0.0010288j -0.00146875+0.000919141j 0.000773491+0.000419041j 0.00343814-0.000287823j -1.29031e-05+0.000618391j 0.00330001+0.00163957j -0.000382279+0.00205304j 0.000253722+0.000908037j 0.000457281+0.00166951j 0.00204838-0.00234128j 0.000855291+0.000260078j 0.00654679-0.00026818j -0.000393399-0.0026228j -0.000574458-0.000734142j -0.00129819+0.00124073j 0.000478654+0.000406164j -0.00154445+0.00467099j -0.000823528+0.000177596j 
-0.00282763-0.0105287j 0.00626201+0.00359603j 0.00456346-0.0114656j -0.00684697-0.002623j -0.00645123+0.00118193j -0.00823891-0.0112996j 0.00157158-0.00572099j 0.00438072+0.00246203j 0.00108683-0.00482682j 0.000863523-0.00636069j -0.000593611+0.00683341j -0.00388778-0.00861691j -0.00272336-0.00211683j -0.00144243+0.00243862j 0.00559029+0.00139641j -0.00366591+0.00827772j -0.001548+0.00721981j 0.00764441-0.00384407j -0.0123463+0.0103962j 0.0055015+0.00782478j -0.00265591+0.00274903j 0.00663597-0.00456319j 0.0145385-0.0041543j 0.00250315-0.00221936j -0.0139535+0.00091695j -0.0227503+0.00577754j -0.0199128+0.00209216j -0.00217261-0.00013058j 0.00624806-0.00261891j -0.00738573-0.00396753j 0.014883-0.0046924j 0.004625+0.00106295j -0.0132905-0.00173378j 0.00492662+0.00488508j -0.00777718+0.00217333j -0.00247052-0.00384541j -0.00957086+0.00213802j 0.00381272+0.00415925j -0.000990066+0.00567652j 0.0102195-0.00296293j -0.0110014+0.00697037j -0.00509838-0.00239027j 0.000685529-0.00577731j 0.00395635-0.00383349j 0.000755295-0.000562628j 0.00553962+0.00191721j 0.00138517-0.00157119j -0.000700554+0.000486049j 0.00745991+0.00013747j -0.00357685-0.00225681j -0.00330587-0.00618436j 0.0024985-0.0017708j -0.0112767+0.00515651j -0.0116294+0.000565411j -0.00609827-0.00134433j -0.00517755+0.00110679j -0.0023293-0.00175525j 0.000670844-0.00370869j 0.00795661-0.00100791j -0.00627505+0.00365425j -0.00273469-0.00494761j 0.00343091+0.00197235j -5.79918e-05-0.00309372j -0.000976237-0.00136139j -0.00626252-0.00596436j 0.000714161+0.00161904j -0.00075847+0.001487j -0.00191987-0.0010112j 0.00100303-0.00204574j 0.00181971+0.00165649j 0.00368127-0.00178917j -0.00089722+0.00318493j -0.00193497-0.00184369j -0.000546015-0.00313941j 0.00107473-0.00107615j 0.00075172-0.00136073j 0.000655723-0.000408561j 0.00306952+0.00365193j -0.00240724+0.00109818j 0.00193848+0.00104007j 0.00283515+0.00575737j -0.00161941-7.36963e-05j -0.00573101+0.000304941j -0.000188486-0.00118932j -0.0116268-0.000282387j -0.00059169+0.00858993j -0.00488579-0.0129168j -0.00684916+0.000359673j 0.0139936-0.00176447j -0.000778764-0.00100793j 0.00139773-0.00386128j -0.0038369+0.000975074j -0.00901532-0.000970012j 0.00226728+0.0061707j -0.000290952-0.00944236j 
