0.00988927+0.0327983j -0.0183543-0.0067808j -0.0146964+0.00848259j 0.0113395+0.0502719j -0.00143411+0.00612325j 0.00482139-0.0118319j 0.0148518-0.00284265j 0.0158467-0.00960421j 0.022404+0.0753088j -0.00062898+0.00757731j 0.000835643-0.00615432j 0.00334644+0.0139458j 0.00489316+0.0293392j -0.0108634-0.019842j 0.0254634+0.0270544j 0.00666457-0.012557j -0.0160414-0.026837j -0.010529-0.0237355j -0.0205306-0.0125786j 0.026602+0.0302806j 0.0079137+0.0135727j -0.00775229-0.0183117j 0.0150182-0.00532259j 0.00332967-0.0045444j 0.00735572+0.00413374j -0.00858973+0.00335346j 0.00876484-0.0157244j 0.00310477+0.034781j 0.00208889-0.000248196j -0.0192772+0.0102459j -0.000852587-0.0160162j -0.0132298-0.0165157j 0.00268539+0.00340671j 0.00121711-0.0239288j -0.00731397+0.00614214j 0.00202158+0.0134315j -0.0024245-0.0188172j -0.0148733-0.00588876j -0.0177831+0.00210241j 0.00464375+0.0201722j 0.000646813-0.00900236j 0.00016585+0.0131943j -0.00747562+0.000894344j -0.0146454+0.000135688j 0.00630718-0.0208034j -0.00121726-0.00829883j -0.00767445-0.0151667j 0.00375762-0.00633527j -0.0097736+0.0376117j 0.0151817+0.0327704j 0.0104497+0.00668604j 0.00205492+0.0467073j 0.0146884+0.0321431j 0.00557792+0.0188813j -0.0213557-0.034371j 0.00898872+0.0139976j 0.00968546-0.0141167j 0.0152068+0.00260021j 0.00743016+0.0676858j -0.0196518-0.0243656j -0.0107863-0.0223805j -0.0322206-0.022391j -0.0119436+0.0151851j -0.0250487-0.0266329j -0.00181503-0.00118614j -0.0470592-0.023012j -0.025835+0.00254162j 0.0195294-0.0407578j -0.00952825+0.0133593j 0.0118707-0.00267961j 0.013099-0.0477496j -0.0112867-0.00328787j -0.0275112-0.0219231j 0.0269585+0.0702764j -0.0632252-0.0413914j -0.0308935+0.0432735j -0.0718372+0.0961361j -0.0339583+0.0354958j 0.0339861+0.113175j 0.015722+0.100135j 0.0436475+0.107068j -0.0079441+0.0453682j -0.00996198-0.098022j 0.0906095+0.0205336j 0.00836805-0.0990661j -0.0238064-0.0224985j 0.0120753-0.00378238j -0.0250608+0.0108095j 0.0346449-0.0102768j -0.0258294-0.0331682j 0.000621861-0.0269656j -0.0085353+0.0404345j -0.0396146-0.0579262j 0.0346936-0.0106574j -0.0165971+0.0539382j -0.0452739+0.119175j 0.0423503+0.337668j 
0.00226737-0.00562297j 0.0153149+0.0092591j -0.0144109+0.0107972j -0.0251518-0.0102327j 0.00109726-0.00771905j -0.00811716-0.00594137j -0.0429064-0.0264325j -0.0219933-0.030392j 0.0083452+0.021386j -0.000200128+0.0222786j 0.00683167-0.0209802j -0.00412254+0.0017288j 0.0283105+0.00833905j -0.0168611-0.0120782j 0.0276748+0.0169996j 0.0113356+0.00930106j -0.0255379+0.0143736j 0.00831831-0.00613436j -0.0174613-0.0144673j -0.0146557-0.00120199j 0.00859645-0.00283021j 0.0274237+0.00167205j -0.00332198-0.00790108j -0.0115892-0.0213539j 0.019915-0.00931188j 0.00594035+0.0278176j 0.00770825-0.00997823j 0.0191297+0.0175464j -0.0195401+0.00793319j -0.00732052-0.000613425j 0.00739994-0.0106732j -0.017722-0.00344333j 0.0275864-0.0338207j -0.00236175+0.015053j -0.0322823-0.00718786j -0.00495846+0.0240927j -0.00321389-0.00934401j -0.000351424+0.0330875j -0.0332613+0.0224908j 0.0367061+0.015256j 0.0122481-0.0671333j 0.0320399-0.0125175j 0.00142209+0.0094238j -0.0347937-0.0393723j 0.0118285+0.0296084j 0.0128164-0.0128952j -0.0100229+0.0238147j 0.0270912+0.0561522j -0.032539-0.00993391j -0.0434678+0.0227147j 0.0269853+0.0562662j -0.0524923+0.010699j -0.0360196-0.0516116j -0.00651973-0.013122j 0.0519268-0.00815683j -0.0416251-0.0203975j 0.0210471+0.0119189j -0.00383184-0.0247734j -0.0363485-0.00059628j 0.0143418-0.00203301j 0.0449423+0.0132471j 0.0228256+0.0358417j 0.0258419-0.0323038j 0.0209503-0.0521756j -0.0176546-0.0244386j 0.0318174-0.0399943j 0.0887899-0.0658984j 0.00210828-0.0191363j 0.000104912-0.0295949j 0.0508537+0.106731j 0.0556038-0.0193116j 0.00263209+0.0219797j -0.0206154+0.0011127j -0.027818+0.0564381j 0.0157088+0.0015766j 0.0150905+0.0444585j -0.0368208+0.0317149j -0.0182518+0.0853335j -0.00880392-0.0319806j -0.0395183+0.0647465j 0.0376782+0.00438043j -0.0206713+0.0235273j 0.0142976-0.0920787j 0.036141-0.0270132j 0.00658049-0.0322469j -0.0125978+0.0434771j -0.00879086-0.0117485j -0.0140295+0.0116196j 0.0099067+0.0860381j 0.0388829-0.0231033j 0.0515408-0.0099447j 0.0113476+0.0310646j 0.124973-0.00825422j -0.000747889-0.110755j 0.0122314+0.00025757j 0.00536925-0.0520993j -0.0338465+0.0192297j 
-0.0237442-0.0260079j -0.00760528+0.0203977j 0.0249772+0.0287991j 0.0213723+0.00870972j -0.0188282-0.00493011j 0.0122527-0.00600251j 0.0139117+0.0213194j 0.018562-0.0216118j 0.00216925-0.0108438j -0.00614112-0.00467131j -0.027109+0.0207253j 0.00426446+0.0458364j -0.0136971-0.0244899j -0.0214077+0.0182341j -0.00578395-0.0108806j -0.00212561+0.000704651j 0.00462919+0.0398759j 0.00715585+0.00526205j -0.00429022+0.0146231j -0.00897184+0.0174547j -0.00565143+0.00782186j -0.00295839-0.0108789j -0.029884+0.00515017j -0.0129162+0.00182512j 0.00284437+0.000887401j -0.0134112+0.0231637j 0.00434764-0.00100455j -0.0396436+0.0124802j 0.00282632-0.0183753j -0.0219595+0.0329525j 0.0455744-0.0327333j 0.00754232+0.0285218j -0.0462798-0.00484838j 0.0379373+0.011852j -0.00551324-0.00926291j -0.0306589+0.00350205j 0.0221811+0.00154841j -0.00864412+0.0132976j 0.0205777-0.00915977j -0.0212856-0.0110289j 0.00889755-0.0176003j -0.0640895+0.000678605j 0.0120048+0.0241994j 0.0442386+0.038941j 0.015165+0.0158445j 0.017506+0.030646j 0.00893152+0.0809039j 0.0252384-0.0386203j -0.0087997-0.0137377j 0.0958609+0.000748176j 0.0375969-0.0266627j -0.0220983+0.0272859j 0.000812285+0.0122424j -0.0729726-0.00419254j 0.0560645-0.0588875j -0.0520042+0.0422897j 0.0235314-0.0549398j -0.0358457-0.0541018j 0.0232913-0.0128553j 0.0151153+0.0216513j 0.00378016-0.0300893j 0.0800215-0.0540184j 0.036001+0.0838097j -0.0218103+0.0318533j 0.0421825+0.0646952j 0.0188354-0.0352204j -0.099732+0.0605829j 0.0421198-0.000797943j -0.00569105+0.0117018j 0.0286989-0.142898j -0.00894661+0.0469892j 0.0314504+0.000382218j -0.00122251+0.0260177j -0.0252012-0.037364j -0.0352022-0.0173818j -0.0292617-0.00836389j -0.057628+0.0532379j 0.00552831-0.043125j 0.013326+0.0374584j 0.0330052-0.0273279j -0.00193054-0.00621303j -0.0365319+0.0305168j 0.0438514+0.0246432j 0.00728199+0.00742831j 0.0241591-0.0154019j 0.00186126-0.0198543j -0.00827115+0.0444482j 0.0764558+0.0120032j 0.0789297+0.0204373j 0.0477976-0.0590092j -0.0565495+0.0203404j -0.0132656-0.0223474j 0.0010706-0.008352j 0.052258+0.176363j -0.0176973+0.0425489j -0.0165611+0.0283662j -0.0178685+0.0349814j 
0.0142964-0.00755991j -0.0014263-0.00406953j 0.00250151-0.00095208j -0.0038867-0.000352641j 0.0164071+0.0020188j -0.00191018+0.00811133j -0.0189524+0.0109112j 0.0196921+0.0165269j -0.00846672-0.007651j 0.000987512-0.0128905j -0.00494226-0.0279047j -0.00761717-0.000419114j 0.0192021+0.00464452j -0.0184927+0.0123411j -0.00905963-0.00169826j -0.00467011-0.00287506j -0.00100154-0.000418129j 0.0231183+0.0014314j 0.000144769-0.00814788j -0.0147527-0.0154326j 0.0500337-0.0398804j -0.00257115-0.0386118j -0.0280181-0.0278844j 0.00785759+0.00257069j 0.0266834+0.0186904j -0.0115083-0.012289j -0.0114077+0.0165089j -0.0160073-0.030429j -0.0106012+0.0204188j -0.00801393+0.0219839j 0.0118684+0.0200922j -0.0109541+0.00377532j -0.0194169+0.0124836j 0.0253874-0.00452811j -0.0169201+0.00753819j -0.00595831-0.0472395j -0.0208751+0.034014j 0.00556056+0.0238543j -0.0152462+0.00706727j 0.0234481+0.0142551j -0.00545415+0.0593142j 0.0125709-0.0429057j -0.0598387+0.0704188j -0.0412177+0.0113425j 0.00412819+0.0034621j 0.0072065+0.0262541j 0.00739527-0.0351676j -0.0112614-0.0523881j 0.00737485+0.0461058j 0.091101-0.0763313j -0.00413017-0.0757249j -0.0161543+0.0414996j -0.0275134-0.00885165j -0.0377329-0.00744982j -0.0474863+0.00354852j 0.0185384-0.0785029j 0.031457-0.0230484j 0.0109666+0.0629562j 0.0158753+0.0572886j -0.0627377+0.0519095j -0.0280836+0.00748011j -0.0287113-0.0139312j 0.0293818-0.0246609j -0.00230198+0.00788352j 0.00493594+0.0442764j 0.00246182+0.0567219j -0.0531732-0.0625074j -0.0238854+0.00206195j 0.0283067-0.00943493j 0.0641798-0.0412697j -0.0372327-0.110587j -0.00145997-0.0375736j -0.0225792+0.0513236j 0.000881338+0.00839835j 0.0106171-0.0211902j -0.0155896-0.00734057j 0.000499225+0.0391512j -0.0267806+0.0143141j 0.0418564+0.038549j 0.0692333+0.0448887j 0.0512142+0.0155817j -0.0338764+0.00811741j -0.0161584-0.03051j 0.0441274+0.0613378j 0.000402851-0.0432787j -0.00097464-0.00828984j 0.0332996+0.0176741j 0.04556-0.0188789j 0.00692628-0.0182727j -0.00426979+0.0295453j -0.0476068-0.0971892j 0.142411+0.0598204j 0.0235611-0.10464j -0.0228347+0.0272145j -0.0352824-0.0952946j 0.0254285+0.0461138j 0.0225758-0.0668512j 
-0.0192587-0.00380926j 0.0130805+0.00977762j 0.0277999+0.0168355j 0.00623998+0.00297008j -0.01943+0.022848j -0.00331314-0.00185501j -0.0106522-0.0152924j -0.00509467-0.0104424j 0.0105755-0.00602906j 0.0078219-0.00843067j 0.00720475-0.00441028j 0.0113932-0.00606839j -0.00132132+0.0056624j -0.0164824-0.00769536j 0.012265-0.0447885j 0.00314405-0.00221622j 0.0149974-0.00339421j -0.0148439+0.0128536j 0.00480021-0.00847629j -5.26455e-06-0.0324787j 0.0136032-0.00246024j 0.0136716-0.0155413j -0.00393839+0.0100509j -0.0284974+0.0106529j -0.0091922-0.036625j -0.00336905+0.00375513j -0.00118523-0.0198255j 0.0171602-0.0194403j 0.017869-0.0186851j -0.0250233+0.0257379j -0.00465957-0.0451138j -0.00923266+0.0204238j -0.0201431+0.0331158j 0.00164154-0.0182168j 0.017204-0.0118784j 0.00644404-0.00984617j -0.00388449-0.0127389j -0.00011281-0.0465149j -0.0109673+0.0119822j -0.0322924-0.017196j -0.0300861+0.0186681j 0.0152374-0.0294999j 0.00974415+0.0332957j -0.00148479+0.0148307j 0.00841459-0.0111208j -0.00446004+0.0479568j 0.0215584-0.017024j -0.0315684+0.0493991j 0.0261202+0.00794414j 0.0124191-0.00690265j -0.00983514-0.0161362j 0.0215409-0.010071j 0.0382369-0.00159443j -0.00176047+0.0123849j -0.0249204+0.0273961j 0.0330735-0.01723j -0.0250158+0.0297548j -0.0659911+0.0301541j 0.026158-0.0571093j 0.039156-0.0485579j -0.00672526+0.0192868j -0.000647485+0.0201878j 0.0193253+0.0511683j -0.044166+0.0764336j 0.0314704-0.0463819j -0.016581+0.0543115j 0.0589417+0.0602138j -0.0311539-0.00310373j 0.00778503+0.0186696j 0.0144282-0.0760749j -0.0202222+0.03704j 0.00972635-0.00757122j 0.0178367+0.00617023j 0.02378-0.019352j -0.00627651+0.0618407j 0.0404712+0.00660841j 0.0616879+0.0598561j 0.0531489-0.0212074j 0.0270974+0.0182154j 0.0279618-0.0221011j 0.0332365-0.00662607j 0.0357064+0.0296051j -0.0461935-0.00945623j -0.0307967-0.090015j -0.0315344-0.0233905j -0.0152209-0.0175367j 0.0150219-0.0404174j 0.0348552+0.0382982j 0.012736-0.0385829j -0.0193004+0.0291699j -0.066369+0.0758852j -0.00958094+0.0851074j 0.160563+0.0739128j 0.0053342-0.0149447j -0.0197408-0.00815522j 0.048032-0.00782118j -0.0339924-0.0432926j 
-0.000864708-0.0270511j 0.007018+0.0034322j 0.00518321+0.0107964j -0.0119109-0.0203225j 0.00958783-0.0107611j 0.00819831+0.00264083j -0.0213849+0.00770397j -0.00263375+0.0107591j -0.00304651-0.0496023j -0.00757002-0.00221131j 0.00885561-0.0214584j -0.00763028+0.00598388j 0.0176203-0.0227228j 0.00335647+0.0136288j 0.0155463-0.0144977j -0.0196033+0.00992552j -0.0113472+0.0483426j 0.0134129+0.00698316j 0.00771298-0.0032977j -0.00773647-0.0381338j 0.015866-0.00499186j -0.00021575-0.0299795j -0.0334719-0.0417215j -0.00473072-0.0137271j 0.0273042+0.00784883j -0.0214364+0.00259463j 0.0149996+0.0240025j -0.00635468-0.0265263j -0.0102562+0.0283026j -0.00403168+0.0241441j 0.0198076+0.0069256j 0.00521874+0.00162772j 0.0075119-0.0229905j 0.0092541+0.0280169j 0.00135286-0.012483j -0.0301781-0.0522836j 0.00575862+0.0399203j 0.0180146+0.0698997j 0.000513525+0.0287381j 0.0289381+0.00817302j 0.00967272+0.0187518j -0.0169374-0.0260666j 0.00227712+0.0468155j 0.0320674-0.0487627j 0.0185604+0.0661624j 0.0237541+0.0289886j -0.00587083+0.0156493j -0.0684717-0.0351832j 0.0136434-0.00274118j -0.00335616-0.0321509j -0.0445067-0.0264071j 0.00652659-0.00593658j 0.0120189-0.0782681j -0.00126376-0.0609053j -0.00647367-0.0380942j -0.0193249-0.0451325j 0.000831078+0.0153895j 0.017669+0.0500579j 0.0142987-0.0214885j 0.0845541+0.0350302j -0.00379322+0.0351507j -0.00154341-0.0139161j -0.0262732-0.0272586j -0.0254082-0.0282702j 0.0203615+0.0459805j 0.0368985+0.0175228j -0.00536015-0.129933j -0.0217874+0.0165529j -7.67238e-05-0.0153116j 0.0262457+0.023885j -0.0633343-0.0756446j -0.0222318-0.00579827j 0.0428671+0.0659107j -0.00973806-0.00270322j 0.0605287+0.00839337j 0.027045-0.00237343j 0.0561405-0.0306188j 0.0553076+0.0361451j -0.0144014-0.0750432j 0.0289082+0.0292724j -0.0379744-0.0825778j -0.0301066+0.00477958j -0.0022678+0.0210957j -0.050803+0.0256155j 0.0227466+0.0384039j 0.0550815+0.0428434j 0.0699529+0.0527801j 0.00387572-0.0531613j -0.0342815+0.0467j 0.045191+0.0295246j -0.030426-0.0976193j -0.128054-0.0229646j 0.00729121+0.0289042j -0.066253+0.00806922j -0.0253506-0.0557589j -0.019051-0.0232947j -0.0382944-0.0490748j 
0.0309551+0.00833459j -0.00994903-0.00312307j -0.0252091-0.0287106j 0.00968775-0.02795j 0.0061147-0.0105679j -0.00727775-0.00838474j 0.0471676-0.000410446j 0.0272097+0.0147404j -0.0265509-0.0336423j -0.00768515+0.0170159j 0.00615212+0.0203968j 0.0203756-0.0239119j -0.0326089+0.00294678j 0.0646315+0.0305439j -0.052283+0.00872642j -0.0211938-0.0167399j -0.00289421+0.0364131j -0.00326549+0.024393j 0.0357663+0.0132953j 0.0349361+0.00417278j -0.015962-0.00822884j -0.0380034-0.00195963j -0.0125915-0.0185355j 0.0234384-0.00569059j -0.0069746+0.0144012j 0.00343041+0.0221642j 0.000854568+0.00274278j 0.0283198+0.00679736j 0.00218532-0.00281894j 0.0579965+0.0511819j -0.0165452+0.00782406j -0.0157344+0.0157458j 0.0141284+0.0170417j -0.0386417-0.00715794j 0.012912+0.00498861j 0.00535069+0.0382239j -0.00894529+0.0326352j 0.0120288+0.0335234j 0.0274309+0.0153741j 0.0200682+0.0602027j 0.0422328-0.038533j 0.0288854+0.0817718j -0.0597234-0.0069951j 0.00830772+0.0649742j -0.0451465-0.00719482j -0.0391906-0.0359648j -0.0434175+0.0277843j -0.0395362+0.0236201j 0.0206665-0.0583765j -0.0294509-0.023647j 0.00349491+0.0457062j 0.0126038+0.0187447j 0.00570479+0.0579257j 0.031533+0.0815914j -0.0506449-0.0371921j 0.0509509-0.0100145j -0.0189166-0.0219927j 0.0939019-0.00325542j 0.010216-0.0385152j -0.055995+0.0644717j 0.0118166+0.0252521j -0.0807363+0.0111248j 0.000542012+0.00875341j 0.0331893+0.00692116j 0.00509957-0.00920907j 0.00197247-0.0220763j -0.0515078+0.0139483j 0.0185146-0.0463687j 0.0226406-0.0771267j -0.14091+0.00140729j -0.0067591-0.00414157j -0.0201993+0.020894j 0.019956+0.0835169j -0.0214005+0.00917751j -0.0269151+0.0189846j -0.0411077+0.046873j 0.0217563+0.0374635j -0.0463893+0.0405348j 0.0275261+0.0381324j 0.0289257-0.043217j -0.0574323-0.0278494j 0.0462077+0.0398086j 0.0654472+0.0164241j -0.0162223+0.0119736j -0.0504471-0.0112026j -0.0708021-0.0777732j -0.0348709+0.0737204j -0.0058573-0.00806018j -0.101458-0.00479138j -0.0617771-0.13356j -0.055516+0.0196016j -0.0119611-0.026081j 0.0255139+0.0109182j 0.0385955-0.0598558j -0.0191783+0.0305553j 0.00114569+0.00697611j -0.0207046-0.00779072j 
0.0114054+0.000864557j -0.022312+0.00639506j -0.022058+0.0166418j 0.00783781+0.0244142j 0.00603533-0.00310729j 0.00534066-0.0130864j 0.0387783+0.0124304j -0.00254861-0.0199698j -0.0120229+0.0302825j 0.001673+0.0137896j 0.0102631-0.00570404j 0.00570246+0.00416809j -0.0290854-0.0401211j 0.0233492-0.028608j -0.0233401+0.0147271j 0.0170847-0.00350592j 0.00754236-0.00237703j 0.00339679-0.0228823j 0.0360232-0.0315349j 0.0523531-0.0134271j -0.0266581+0.0048296j 0.0316201+0.0324289j 0.0638888+0.0513272j 0.0431605+0.0127665j -0.0266116-0.0351636j 0.0222532+0.0316927j -0.0269165+0.0223508j 0.0127702+0.0242071j -0.0210023-0.00391086j -0.0121536-0.0313646j -0.0124894+0.0258942j 0.0501896+0.00864461j -0.0324391-0.0107171j 0.000403493+0.0314893j 0.0345203-0.0449647j 0.0753554+0.04079j -0.0304741+0.0514443j -0.00670675+0.00701532j 0.0295484+0.0443277j -0.00376705-0.0485192j -0.0611985+0.0347328j -0.0234572-0.0445508j -0.0253708+0.0110241j 0.025344-0.00684668j -0.0250988+0.0137687j -0.0342132+0.0702661j 0.0300014+0.0620403j 0.0229054+0.0224121j 0.00859026+0.00798541j 0.0187509-0.0115641j 0.00961909-0.000380024j 0.0248995+0.049866j -0.0142739-0.111402j 0.0302547+0.0257635j -0.0128927+0.0133672j 0.0356139-0.0606225j -0.0560498-0.0353845j -0.0431462-0.105014j 0.0466257-0.0274505j -0.0563051+0.141875j 0.0211395+0.00355583j 0.0272451+0.0100262j -0.0438378+0.00602637j -0.0164196+0.00131324j -0.0336545+0.0202741j -0.0779302-0.073414j -0.0568194-0.0191046j 0.00898823-0.030228j -0.0305766-0.101383j 0.0190094+0.0669079j 0.0344572-0.0337682j 0.016473+0.0219447j -0.0215797+0.0758386j 0.0407843+0.0352567j 0.00146988-0.0372739j 0.0339705-0.0332995j -0.0259791+0.000353304j 0.0191875-0.0195338j -0.0134689+0.0298563j -0.00719788-0.028871j -0.0506155+0.0116091j 0.035341-0.00419225j 0.00497755-0.0247357j -0.0669761-0.124989j -0.0151871+0.0404069j 0.0230952+0.0688523j 0.0187408-0.0378454j 0.046516+0.0295672j -0.0328055+0.157741j -0.0916517-0.0696807j -0.036467+0.0251257j 0.0135245-0.0136766j 0.0132234+0.00819658j -0.0242199+0.00621969j -0.0138861-0.0557616j 0.000661497+0.0106832j -0.0152605-0.0123028j 
-0.0307083-0.0120939j -0.00230739-0.0037785j -0.00701263-0.00515356j -0.0220066-0.0123534j -0.0174542+0.00769026j 0.000745576+0.00304383j 0.0103243-0.00310689j 2.20194e-05-0.00439641j -0.0202488+0.0147973j 0.0167467-0.00509158j 0.0058876-0.0168725j 0.0107449+0.0217258j -0.0115863+0.00872425j 0.0425057-0.00771836j 0.0104725+0.0211734j 0.00958794+0.0323713j 0.0659064-0.00786865j 0.0120345+0.0168815j 0.00676608-0.0360432j 0.0127314+0.00645056j -0.0118254-0.0142943j -0.0280641-0.0116379j -0.0355463-0.00308058j -0.027945-0.0301514j 0.00466768-0.000521734j 0.0167903-0.000993922j 0.00449026+0.00721959j -0.00299956-0.00597881j 0.00430125-0.0156685j 0.0350039-0.00854083j -0.0289585-0.032125j 0.0109916-0.00741177j -0.018337+0.00463517j 0.0147646-0.00708185j -0.00776576-0.00886398j -0.00685395-0.0257391j 0.00538385-0.0266387j 0.0312364-0.0680901j -0.00299142-0.0516596j 0.0473697-0.0213022j -0.0643249-0.0221446j 0.00136063+0.0111163j 0.0339278+0.0424404j -0.00136381-0.0711271j 0.0492945-0.00598466j -0.00630745+0.0363475j 0.0324033+0.0351953j 0.0240252+0.0620516j -0.0434599+0.0102866j -0.00157227-0.00770048j 0.0388762-0.00184368j -0.0162918-0.0034949j 0.00700312-0.018311j -0.0188627-0.0111067j -0.0390562-0.0588376j -0.00406378-0.0354656j 0.0385767+0.0261111j 0.0300004-0.0150596j -0.0741641-0.0602379j -0.0202553-0.0507461j 0.0472501+0.0769147j 0.00778312+0.0462334j 0.0435326+0.051425j -0.00342812+0.0313709j 0.0393845-0.0150198j 0.00227014+0.00519222j -0.0443121+0.0407873j 0.0375129+0.0191104j -0.012667+0.007552j -0.0446769+0.0108989j 0.0320061+0.0716439j 0.0276373+0.018294j 0.0401662+0.000256123j -0.0220948+0.00353799j -0.00473952+0.0400425j -0.0187757+0.0124211j -0.0218595+0.0156673j 0.0165692-0.047306j -0.0376163+0.0438775j -0.0329357+0.0225218j -0.0598419+0.0301521j 0.0338991+0.00510871j 0.0480549-0.0659313j 0.0108943-0.0497908j -0.0154164-0.0647206j -0.00227381-0.0200751j 0.00810953+0.00260818j -0.0536504+0.0181479j 0.00961395+0.035312j -0.011105+0.0618943j 0.0364956+0.0866188j -0.00620644+0.00442142j -0.0193624-0.00459j 0.0210293+0.0333874j 0.0486602-0.0553697j -0.0221744-0.0108452j -0.0316147-0.015193j 
-0.00414293+0.00266716j 0.00877035+0.0141166j -0.0128263+0.00752161j -0.0114742-0.0311754j 0.00180188+0.00490271j 0.00592324+0.0173408j -0.00940765-0.0596517j -0.0450633-0.0373774j -0.00252094-0.0119207j -0.00186528-0.0107799j 0.0124886-0.000430189j -0.0152784-0.00924955j 0.0127292+0.0444904j 0.0288994-0.00559818j -0.00617514+0.00470183j -0.00785629-0.0232268j 0.00664711-0.0440739j -0.0220119+0.0192234j 0.0281207+0.017648j -0.0102469-0.0112485j -0.0186744+0.0105285j -0.0268007+0.00264047j 0.00538506-0.0769098j 0.00736761-0.040055j -0.017704+0.0327255j 0.0232146-0.0344278j -0.0144532-0.000348185j 0.0166826-0.00185314j 0.00858862-0.0135344j 0.0300086-0.00157231j -0.0203923+0.0224885j 0.0125048-0.0388312j 0.0010901+0.000163795j -0.0329377-0.0042243j 0.0242173+0.0184887j 0.0266239-0.0967103j 0.00797566-0.0181379j 0.0251051+0.0169866j 0.0417535-0.0100818j 0.0283594+0.0234819j -0.0942783-0.0346487j 0.00441558-0.0242822j 0.0765687-0.0157453j 0.0401911-0.0128444j 0.0655238+0.0247357j -0.0876444-0.00806646j -0.0227744+0.0117951j 0.0734957-0.0063968j -0.0516927-0.0379242j -0.0595433-0.0383203j 0.0795895+0.0094351j 0.000455504-0.0552275j 0.0117352+0.0255583j -0.0213848-0.024867j 0.0862314-0.0330545j -0.0100488-0.00639159j 0.0264173+0.0189098j 0.0166418-0.0057289j -0.0615279+0.0261051j 0.0297761+0.0566489j -0.0427735-0.0257377j -0.0187628-0.0421878j -0.0324273+0.0692942j 0.00263398+0.0284007j -0.0442758+0.0217553j -0.00849416+0.0159867j -0.00157001+0.0420915j -0.00817987-0.0261313j -0.0327414+0.0252083j 0.0119621+0.00109765j -0.0168555-0.0161643j -0.0131575-0.025384j 0.0291531+0.0202389j 0.0526581+0.00626695j -0.0146431-0.00635406j 0.0269388-0.0106388j 0.0248132+0.0129587j 0.029833-0.0115105j 0.022592+0.0269377j -0.0330669+0.05194j -0.0536621-0.0428842j 0.110061+0.0471905j -0.0134629-0.00383628j 0.00353403+0.10854j -0.00858306-0.0168412j -0.00477916-0.0171887j 0.00373892-0.0119271j 0.0844584+0.0316025j 0.0174115+0.0227026j -0.0563009+0.0790856j 0.0117233+0.0460857j 0.00614984-0.0160049j 0.00723199+0.0470633j -0.0260811-0.00879937j -0.0300207-0.014187j 0.032698+0.03573j -0.0142906+0.0149468j 
0.00388662-0.000688386j 0.000641631+0.00513259j 0.0232863-0.00458644j 0.00653592+0.0011142j 0.0146587-0.000777035j 0.00186815-0.00277795j 0.00802731+0.0248681j 0.0136517+0.0103749j -0.00100138-0.0172611j -0.013052-0.0161625j 0.0146702+0.0126139j 0.0186689+0.00502935j -0.00276875-0.0120006j 0.0113897-0.0134735j -0.0130743-0.0103775j -0.0187815+0.0202597j 0.00988517+0.00835908j 0.0244684-0.0107137j 0.00853103+0.0002094j 0.0019345-0.0160722j 0.028208+0.000321426j -0.0273586+0.0199855j -0.0138435+0.0262325j 0.00620134+0.0281117j 0.00648739+0.0320248j -0.0140511+0.00105924j 0.00861648-0.00683112j -0.0158642-0.0123488j -0.0129021-0.00611688j 0.0151373+0.012324j -0.0109644+0.0302632j 0.0358119+0.00994326j 0.01588+0.000933601j -0.00264791+0.00449039j 0.022938+0.00433244j -0.0142605+0.00772853j -0.00863207-0.00254903j -0.0446346-0.00145016j -0.00758921-0.0232831j -0.047989+0.0078336j -0.00143038+0.0123031j 0.0146296+0.025283j 0.0067558+0.0161252j 0.0624221+0.00926667j -0.00950422-0.0335216j 0.00265804-0.0678842j 0.0250165+0.0370717j -0.0105169+0.0396936j 0.0110037-0.0109591j 0.104019+0.0137166j 0.0101428-0.0103196j 0.0159628+0.0326069j 0.0812118+0.000450911j -0.0137871-0.0607739j -0.0291443+0.074391j 0.0290375-0.0342429j 0.0246731-0.00935617j 0.00858735+0.00353189j -0.0299425+0.0808382j -0.0267048-0.0907734j 0.0392633-0.0682658j 0.0450892+0.0588981j 0.00204055-0.0798936j -0.0352976+0.0346924j 0.0217861-0.0269144j 0.0328255+0.0566456j -0.0168817-0.105325j 0.0163888+0.0178966j 0.0346956-0.00900426j -0.0166396+0.0425306j 0.0169306-0.0180363j 0.00303345+0.000491772j -0.000856976-0.0537245j -0.0172751+0.00370328j 0.0522494+0.00684997j 0.0108948-0.0536633j 0.0140013-0.0324683j -0.0190148-0.0316949j -0.0288675-0.0072553j -0.00322136+0.000506726j -0.00975144-0.0365323j -0.0233914-0.0480464j 0.0246333-0.0186145j -0.0285301-0.0110729j 0.0232642-0.0214608j 0.0450219+0.0268228j 0.102467-0.0781342j 0.0457435+0.0797039j -0.0697295-0.0373263j 0.0138909+0.0265698j -0.0131693-0.0954852j -0.0153994+0.0128521j 0.0183754-0.00728892j -0.0318383+0.0309967j -0.00789049+0.0327016j 0.00722935-0.0042162j -0.0221792-0.0104857j 
