-0.0197075-0.0487804j 0.000970524+0.00209467j -0.00444805-0.0264875j 0.00161284+0.0480371j -0.00502164-0.0238518j 7.15082e-05-0.0201753j 0.00897328-0.0540976j 0.00118527-0.0372491j -0.000164218-0.0144491j 0.0265076-0.0255168j 0.0272462+0.022276j 0.00903119+0.0353209j -0.0137268-0.0365689j 0.00890368-0.0166188j 0.000413118-0.0198713j -0.0382611+0.0187196j 0.00113699+0.00936445j -0.0254726+0.0133891j 0.00843314+0.0397503j -0.00520173-0.00103803j 0.00617118+0.0130526j 0.00215492-0.0248j -0.00958496-0.0254615j -0.0121722+0.00238463j -0.007722+0.0358828j 0.0200179-0.00817191j 0.0102091+0.0233172j -0.0111003+0.019418j -0.0375066+0.0140355j 0.0153053-0.00711796j 0.0138846+0.00175889j 0.0055532+0.0140733j -0.020674+0.0308682j 0.0142703+0.0220347j -0.0153595+0.00509689j -0.0195893-0.00822764j 0.0223997+0.0233401j -0.0254795+0.0250137j -0.00647541-0.0194242j 0.01073+0.0384889j 0.0217719+0.0174031j 0.0172292-0.00192782j -0.00808425-0.00170433j -0.0083366-0.00498686j 0.0115706-0.0215858j 0.0242472-0.0321706j -0.0241424+0.0149221j 0.0166273+0.0359142j 0.00262098+0.0191416j -0.000573619-0.0592013j -0.018241+0.025214j 0.0244505-0.0180856j 0.0175132+0.00783137j 0.0278735-0.036949j 0.0446274-0.0542917j 0.0286136-0.0279083j -0.0204154+0.0397309j 0.0519932-0.0905157j 0.146764-0.113148j 0.0544537-0.164287j -0.1204+0.0541755j -0.135956+0.129914j -0.105359+0.124757j 0.0228873+0.0115672j 0.0302394-0.0105375j -0.0335127+0.0480118j 0.0382289-0.0691401j 0.00686043+0.00359418j 0.0461655-0.0813958j 0.0378905-0.0275946j -0.122137+0.217802j 0.142197-0.0696243j 
0.0812406+0.00428017j 0.00840776-0.0169838j -0.0264225+0.0503963j 0.0470528-0.0310123j -0.0433451+0.0284649j 0.0593709-0.0750323j -0.0944521-0.0884444j 0.0649375+0.0515614j 0.0117061-0.0988783j 0.0169072-0.012313j -0.109686+0.0351174j -0.00778464-0.0906335j -0.0475158+0.00755755j -0.0629361+0.067083j 0.0294073+0.0149442j 0.0244572+0.0655347j -0.114538-0.00129543j -0.0142439+0.0816235j 0.0765059+0.0208072j 0.0083094-0.162015j 0.0204851+0.0826562j 0.0497375+0.0541418j -0.0419198-0.0308971j 0.0824031-0.00301336j 0.0630896+0.024864j -0.0512023+0.115087j -0.00852328-0.0778433j 0.0216377+0.0201529j -0.0546071-0.00143214j -0.012901+0.0183851j -0.00196593+0.0394113j 0.0184886+0.0190736j 0.0673618+0.0301668j 0.0856461-0.00108211j 0.0627618-0.0494645j 0.0935853+0.0185077j -0.0511255+0.0183456j -0.0295669+0.00595979j -0.0530672-0.0225604j 0.0274186-0.00383256j -0.0499876+0.0275548j 0.00426512+0.0167259j 0.0475983+0.0120021j 0.018259-0.0278985j 0.0109708+0.0380634j -0.0391071+0.0112177j 0.0421306+0.0306988j -0.0222534+0.0109655j -0.0148323+0.00921028j -0.0116063+0.0228294j -0.00227891+0.00850606j -0.0201481-0.0254307j 0.0391521+0.0158528j 0.00669193+0.0121824j 0.0177445+0.00886519j 0.0274462-0.00509811j -0.00223069-0.0055836j 0.0198942+0.00326143j 0.00766246+0.00418891j -0.0104538+0.00569265j 0.0088145+0.00567937j 0.00312893+0.00237008j 0.0524126-0.00361993j -0.022517+0.0364382j -0.0200658-0.0169969j -0.0431138-0.000799843j 0.0200714+0.0137441j -0.0122015+0.00801955j 0.0320913+0.0187221j -0.0102968-0.0202125j 0.0136629+0.00284847j -0.00672067+0.00248435j 
-0.0409654-0.0220421j 0.0445884-0.00596406j -0.0664931+0.0107844j 0.00846479-0.0490391j -0.0825964+0.0170396j -0.0641737-0.0593246j -0.00227593+0.0741705j 0.0301248-0.0616623j -0.00929417-0.0641753j -0.0379184+0.0842307j 0.0979889+0.0610287j -0.0180048-0.0314329j 0.0297853+0.0392061j -0.0991873+0.114302j 0.0427922+0.0224391j -0.0969836-0.0121148j -0.026292+0.0570126j -0.00695233-0.0294511j 0.0345273-0.0563361j -0.0592034-0.0151131j 0.0839961-0.0336939j -0.038519-0.00400087j -0.0356757+0.0462796j -0.0267471-0.0250475j 0.00954994-0.0094504j 0.0166453+0.0759812j 0.0421232+0.0128478j 0.0145923-0.0463909j -0.0503916+0.0713787j 0.0227524+0.0431438j 0.0538392-0.0108347j -0.0111954-0.0362328j -0.0121988+0.0128243j 0.0348424-0.0482702j -0.0195283+0.00480869j -0.00201854+0.00732315j 0.0129325+0.0542679j 0.0155357-0.0217474j 0.0487296-0.00758212j -0.0061491-0.0306216j 0.0289771+0.00867686j -0.0586728-0.0259749j 0.0126486+0.0208395j 0.00736229+0.0113646j -0.00929078+0.00204673j 0.0460264+0.0136534j -0.0779213+0.0200734j 0.0349833+0.00840582j 0.0306198-0.0351764j -0.00283622-0.00180553j -0.0268688-0.00819917j 0.00700181+0.0169813j -0.0197524+0.0116048j 0.0518888-0.0213874j -0.024695+0.0226443j 0.0317811+0.016822j 0.0134023+0.00106713j 0.0408957-0.0220582j -0.0193895+0.00802114j 0.00415267+0.0379323j 0.0157846+0.00927649j 0.00318394+0.0183089j 0.00904196-0.02759j -0.0500122-0.00580128j 0.0278475-0.00445395j 0.00955421-0.0118632j 0.0195961+0.00112646j 0.0120173+0.00831608j -0.0262424-0.00467425j 0.0059761+0.00388039j -0.00549894-0.0206942j -0.0092329-0.0132924j 
0.0155504-0.0683345j 0.0147159-0.0306437j -0.0118005-0.0520775j 0.132566+0.0537598j -0.0133301-0.104808j 0.0303515-0.033627j -0.0522788+0.00652052j -0.126101+0.0592346j 0.0549422-0.0177897j -0.0997988+0.0155246j 0.0633375+0.111792j 0.0176129+0.0502952j 0.0116168-0.0590426j -0.092224-0.114817j -0.0886972-0.0238387j 0.0182896-0.0973584j 0.0781768-0.0508663j 0.0856317-0.0608893j 0.107274+0.101585j 0.014556+0.0253111j -0.058918+0.0537498j -0.0714311+0.0520322j -0.103334-0.0245683j -0.08246+0.0423336j 0.0363452-0.0116889j -0.00691016+0.0103876j 0.0629073+0.0149133j -0.0374452+0.0120459j -0.0246609-0.0642465j -0.000250754-0.0286944j -0.0344756-0.0503537j 0.0310894+0.0294191j 0.0255712-0.00138802j -0.0195653+0.0415693j 0.0234257+0.0174884j 0.00320207-0.0239928j 0.0112352+0.0334094j -0.045905+0.0373555j -0.0282878+0.00464639j 0.0395317+0.0249615j 0.0255873+0.0120122j 0.035238+0.0115781j -0.0208129+3.45556e-05j 0.00618163+0.00218495j -0.0170911-0.0104913j 0.00146515-0.00668882j -0.0184313+0.00394782j 0.0305235-0.00662527j -0.0233582+0.0219552j -0.0181069+0.00626021j -0.0182688-0.0188457j 0.0463574+0.0253198j -0.0110571-0.0077812j -0.0272516+0.00676777j -0.024459-0.0251604j -0.00502869-0.0144618j 0.00715507-0.00119354j -0.0107186+0.0140327j -0.0503274-0.0330977j 0.0202607-0.0145227j 0.00906954+0.0563847j 0.0199389+0.024146j 0.033691+0.0130796j -0.0329114-0.0290124j -0.0216775-0.0185137j -0.0209451+0.00296925j -0.0411828-0.0407729j 8.98232e-05+0.0105854j -0.0156522-0.00917888j 0.0177509+0.00825437j 0.00852522+0.0276824j -0.0202419-0.0380507j 
0.039216+0.0618862j -0.0420819-0.0363435j -0.00156341-0.0628717j 0.0572022-0.0930661j -0.10647-0.0535614j -0.0541272-0.0523535j 0.0937907+0.0153718j -0.0399033+0.127288j 0.171755+0.0181857j -0.0508132-0.0124745j 0.0283706-0.0144582j -0.056853-0.0700966j -0.0528459-0.0362415j -0.107591-0.00295495j -0.0383941+0.14669j -0.1633-0.0728682j 0.0420581-0.0982718j -0.0772104-0.0805749j 0.0411996-0.0526653j -0.00420208-0.0330857j 0.0012391+0.0740624j 0.0233328+0.0774088j -0.0367786+0.0205229j -0.0271777+0.0510243j 0.0117794+0.0223741j 0.0135476+0.0232214j 0.0981252-0.000212569j -0.0726293-0.0338517j -0.0125015-0.0362062j 0.0260009+0.0151392j -0.0149524-0.0122356j 0.0290837-0.0103174j -0.0126458+0.0059593j -0.0205589+0.0377661j -0.0556859-0.0270799j -0.0341377-0.0543005j 0.0239998+0.0191985j -0.00162854+0.0498476j 0.0237541+0.0416128j -0.0275514-0.0464727j 0.0124244+0.0433315j -0.00218083-0.0125016j -0.0224681+0.030698j -0.0107323+0.00196271j 0.00450285-0.0221331j 0.027774+0.0180322j -0.0367308-0.00570489j 0.0274054-0.00181456j 0.00129373+0.0174077j 0.0122328+0.0309029j -0.0274291-0.0276878j 0.0556841+0.00107881j -0.0156751+0.00562675j 0.0154072+0.0381294j -0.00307501-0.0100534j 0.0226968+0.00297468j 0.0131789+0.00850108j 0.0288749+0.0327627j -0.0151946-0.010283j 0.0679678+0.0319807j 0.00550059+0.0256237j -0.0450719-0.0286982j -0.0394781-0.05919j -0.024145-0.0241821j -0.0054457+0.00227494j -0.0311965-0.00601478j -0.0172519+0.0246113j 0.0191143+0.0205356j -0.0132003+0.00758691j 0.0314897+0.0148047j -0.0305462-0.0420423j -0.00664911-0.0346276j 
0.0377841+0.00530451j 0.0900766+0.0718452j -0.047504-0.0211749j -0.00312032-0.0787096j -0.0505254+0.0990659j 0.020577-0.0654784j 0.0765418-0.00949541j 0.07933+0.101816j -0.0400753-0.148783j -0.187716+0.0050363j -0.0407656-0.0095653j -0.00591769-0.000623023j 0.0558373+0.0808335j -0.0343024+0.126397j 0.0494715+0.0740006j -0.0480898+0.0292166j -0.00739315-0.00292714j -0.057667+0.0255979j -0.0276034-0.0869234j 0.0970191-0.054996j 0.00381063+0.0627549j 0.053854+0.0544983j 0.0261593+0.0557771j 0.0199379+0.0489341j -0.0447156-0.0268297j 0.0244163+0.0366909j -0.00838417-0.093673j -0.0429317+0.0197935j 0.0294972+0.0421792j 0.0364083+0.0270876j -0.0243993+0.0503181j 0.0308673-0.0382301j -0.0173259+0.0406678j -0.0141942-0.0102074j -0.0418595+0.00403868j -0.0282342-0.0250513j 0.0584518-0.00576854j 0.0198219+0.0164266j 0.0326763-0.00540711j -0.0334262-0.0387622j -0.0130624+0.0149875j -0.00577246-0.0398498j -0.0199851-0.000931569j 0.0245204-0.0145161j -0.0187278+0.0151507j 0.00317291-0.0105237j -0.0422762+0.00303445j 0.0266943-0.0402183j 0.0143834-0.0134753j 0.0120486+0.0365124j -0.00989333+0.00923536j 0.0420673+0.00473522j -0.05916-9.47538e-05j 0.0284574-0.00931944j -0.0412224+0.0253895j 0.0257731-0.0302938j 0.0135584+7.18884e-05j -0.0292233+0.0111414j -0.00326316+0.011355j -0.00288024-0.0124118j -0.0378706-0.023287j -0.0380405+0.00578427j 0.0068557-0.0109983j 0.00530023+0.0207987j 0.0369612+0.0195901j 0.00284892+0.0233716j -0.00165442+0.0146622j 0.011651-0.0414438j -0.0510594+0.0157297j 0.0387482+0.0079421j -0.0072101-0.0134031j 0.0124681+0.0206591j 
-0.0755833-0.0273053j 0.0202782-0.0508206j -0.0610215-0.036501j -0.0672247-0.0127586j -0.0474234+0.14356j -0.00885715+0.0235929j 0.0408788+0.0062657j -0.00400251-0.0132279j -0.117526+0.0091855j -0.00360736+0.110349j 0.120048+0.055067j 0.0879405-0.0377778j 0.00479238-0.0768399j 0.0337458+0.0765455j 0.0691209+0.0351865j -0.0581826+0.0656697j -0.0473374+0.0757337j -0.0598588+0.0805331j -0.0476559-0.0142174j 0.0506391+0.000907353j 0.000148748+0.0160069j -0.00665708-0.0355649j -0.00139605-0.00210602j 0.00771802-0.0235272j 0.0109285-0.00581556j 0.0084232-0.00548262j 0.000736244-0.0373333j -0.0313016+0.0255749j -0.0164902+0.023491j 0.0240747+0.00821864j -0.031414+0.0357059j 0.0119056-0.0171022j -0.0356202+0.0172493j 0.00174332-0.0213544j -0.0286813+0.0254447j -0.0260342+0.0111451j 0.0327979-0.00278941j 0.0055368-0.00602605j 0.0614568-0.0345051j -0.0111176+0.0365492j -0.00888661-0.00401558j 0.0225487-0.0325956j 0.0143825-0.0431985j 0.0231226+0.00433109j -0.0117463+0.0130903j 0.0251993-0.0144371j -0.00168464+0.000245312j 0.0413133-0.0234032j -0.00876621-0.0270025j -0.0109191+0.0124202j -0.0172561+0.0138767j -0.00313457+0.0186563j -0.00231998-0.0127248j 0.00295718-0.022279j -0.0405009+0.0143607j 0.0244844-0.0112164j -0.0110808-0.00376751j -0.0081942+0.00825614j -0.00172759-0.0032601j 0.000108666-0.00400492j 0.0356596+0.00959465j 0.0050246+0.00370948j -0.0202123+0.00263686j 0.00159874-0.0214687j 0.00210166+0.0114574j 0.00553192-0.0157685j -0.00557752-0.0243479j 0.0494922-0.0207024j -0.0298407+0.00899822j -0.00739015+0.0012462j -0.0073972+0.00559157j -0.0125802-0.0102446j 
-0.0408102-0.0524302j 0.0704408+0.048613j 0.0564466-0.000309973j 0.0488529-0.0884222j 0.0285857+0.0051695j -0.0310402-0.0301037j -0.0965517-0.0381747j -0.0473678+0.00707538j -0.0902738-0.133466j -0.114103+0.0500584j -0.0140165+0.0780536j 0.0890216+0.0592174j 0.0972163+0.0290274j -0.00887796+0.0730169j -0.0766487+0.0398477j 0.0705657+0.0024553j 0.00308097-0.0428583j 0.0727547-0.0162123j 0.00180466-0.0202853j -0.0569262-0.0333624j -0.022182+0.000850102j -0.0401686+0.0293175j -0.024803+0.0165098j -0.0170821+0.0359999j 0.0157969-0.00296244j -0.00737494+0.0378532j 0.00276896-0.0203487j 0.0121468-0.00273103j 0.00805503-0.0182816j -0.0144861+0.0039738j 0.0220171-0.0294401j 0.0175399+0.00245213j 0.0509461+0.0256419j 0.0286945+0.00434377j 0.0037742+0.0306966j -0.00901677+0.00925041j -0.00246792+0.0124041j -0.0196894-0.00281097j -0.0494503+0.0177875j 0.0079843-0.0302673j 0.0118561-0.00248244j 0.0239267+0.012081j 0.0107247+0.017819j 0.000909867-0.00907318j -0.0298459+0.00662665j -0.0491238+0.00886745j -0.0013122+0.0400205j 0.00629021-0.0108045j -0.0123488+0.00128433j -0.0274439+0.00596156j 0.0165807-0.0103644j -0.0124072+0.00350015j 0.018556+0.0116965j -0.0390097+0.00203636j -0.000925381+0.0206754j -0.0337053-0.00301388j -0.00309047-0.00160151j -0.0309926+0.00341349j -0.0142419+0.00722681j -0.0472968+0.00089569j 0.00692972+0.00679557j 0.0645187+0.0201453j 0.0407776-0.0037199j 0.00513908+0.0234405j 9.99867e-05-0.0226348j 0.0261693+0.0178128j -0.027813+0.00607201j -0.0184489+0.00118033j -0.0044098+0.00034643j -0.0147072-0.00733891j 0.0415143+0.0108556j -0.00880188+0.0124237j 
0.0578855+0.0463236j 0.0359276+0.0426791j 0.0429731-0.0893926j -0.0780536-0.0108512j 0.0103012-0.0213684j 0.0604498+0.0372738j -0.027622-0.00596644j 0.0614445+0.0774999j 0.0374237-0.0561533j -0.0657434-0.109657j -0.144524-0.0108699j -0.0542737+0.00674769j 0.0102867+0.0299643j 0.0644204-0.0633149j 0.075892+0.0176723j 0.0919459-0.0194769j -0.0440939-0.0318097j -0.00443719-0.0200464j -0.0228913+0.0404546j 0.0113694+0.0543369j -0.0359719+0.0131277j 0.0595747+0.047525j 0.025424-0.00619299j 0.0342189+0.015982j -0.0200116-0.0109703j -0.0297762+0.0104877j -0.0296459-0.0348839j -0.0109739-0.0200808j 0.0285719-0.0197445j -0.00997339+0.0221506j -0.00282332+0.000486744j -0.0160544+0.00504552j -0.00707102-0.00561557j -0.00333166+0.0216643j 0.00954046-0.0163294j 0.0215319-0.0145831j 0.0131617-0.00147886j 0.0348994+0.00381055j -0.00285579+0.0287355j -0.0475439+0.0222786j 0.00520369-0.00187185j 0.0081747+0.0247847j 0.00553216+0.0130454j -0.0197991+0.00842352j -0.0214804+0.0052616j -0.000918249+0.00132573j -0.000118824+0.00308571j -0.00887228+0.00543679j 0.034202-0.000316501j -0.00523944+0.0070439j 0.0156179-0.000935137j -0.0209619-0.0153969j -0.0118485-0.00728096j 0.0353371+0.00280665j 0.0157386-0.0353468j 0.0034788+0.00248998j 0.0204811-0.0127983j -0.0410635+0.000944673j 0.0166277+0.00664251j -0.0213117-0.00976267j -0.064221+0.00254961j -0.0189312-0.00900751j 0.00565608-0.00452265j 0.0407985+0.00712695j 0.00302859+0.0128813j 0.0255827+0.00758162j 0.0292272+0.0128835j -0.00745565+0.0107726j -0.0168576-0.00694325j 0.00541317+0.00415627j 0.00718945-0.0132919j 0.0410793+0.00735324j 
-0.127342-0.223905j 0.149486+0.0730312j -0.0446609-0.0816403j 0.0306096+0.0298842j -0.0367489-0.0719853j -0.0383518-0.046175j -0.0282925-0.0472705j 0.00903255-0.0231421j -0.180308-0.160532j -0.0768921-0.00832524j 0.101658+0.172085j 0.115989+0.153794j 0.109142+0.0243302j -0.0107223+0.000308876j -0.0255675-0.0642597j -0.0238596-0.0456961j -0.0256403-0.0226953j 0.00520162-0.0184776j 0.00396182+0.0538153j -0.00525627-0.0252802j -0.000228452-0.00485466j 0.0131521-0.0125701j -0.00383598-0.049115j 0.00910091-0.000805792j -0.0139998-0.00845982j 0.0264057-0.0134415j -0.0229984-0.0114021j -0.0144924-0.00171524j -0.0200353-0.0159962j 0.0159528+0.00532742j -0.00750471+0.0274271j 0.00493924+0.00235141j 0.023793-0.0102156j 0.0101813+0.0329406j 0.00615672-0.00565136j -0.0136361-0.0149178j -0.00342673+0.0364027j -0.0277075+0.00936892j 0.0154987+0.0020404j -0.00917862+0.00691192j -0.00864028+0.00564135j 0.016075+0.0369924j 0.0177192+0.00279297j 0.0106016-0.0122053j 0.00856901-0.0249118j -0.000759304-0.00773185j 0.0116434+0.00961189j -0.00763552+0.0144353j -0.0240234-0.0105741j 0.0132778-0.0523273j -0.0144061+0.0166701j 0.00936836-0.00103362j 0.00763462+0.00314358j -0.0167309-0.0220174j 0.00224311-0.0190093j -0.00627832-0.0182335j -0.0223525-0.023014j 0.0203246-0.0185604j 0.0139248+0.0320106j 0.0284107-0.0432692j 0.0235888+0.0145731j 0.0153595+0.0530272j -0.0177808-0.00329179j -0.00477492+0.00599811j -0.00126721-0.000267497j 0.00603835+0.032837j -0.000760307-0.0434706j 0.000307111+0.0224099j 0.00406679-0.0204242j 0.00614797-0.0376901j -0.0201525+0.0485588j 3.44721e-06-0.00240756j 
-0.147404-0.0718816j -0.127223-0.226462j -0.0374648-0.028613j -0.04964-0.0854304j 0.00939341-0.00251265j -0.0440636-0.0754978j 0.0413085+0.0577582j -0.0388826-0.0159004j -0.028362+0.0402923j 0.197705+0.209563j 0.139253+0.093313j 0.043654-0.0413439j -0.0759078-0.149125j 0.0715358+0.0371217j -0.0036054+0.0333191j -0.0415501-0.0591917j 0.0136339+0.0197337j -0.0209905-0.0530743j -0.0107804+0.00667651j -0.0165431-0.0255337j 0.0179874+0.0209212j -0.0248397+0.0193439j -0.00270377+0.0187059j -0.00533867+0.013691j -0.0117758+0.0294879j 0.00803851+0.0374863j 0.00522768+0.0444146j 0.0219473-0.0202123j -0.0101717-0.0200247j -0.0047615+0.0238007j -0.0143041+0.00414233j 0.00559948+0.000736711j -0.00192695+0.0337093j -0.0138831+0.0194001j 0.0265402+0.000437477j 0.0201025-0.010112j -0.00164639-0.00962848j -0.0104059-0.000716387j 0.00457576-0.00219288j -0.00531426+0.043682j -0.0123994-0.0013517j -0.0186165+0.00117419j -0.0268206-0.00685795j -0.00455116+0.0061678j 0.0128322+0.0143088j 0.018532-0.0122204j 0.0159794+0.0532191j -0.0145056-0.00094228j -0.00586329-0.0241433j -0.00545341-0.00647933j -0.00224986+0.00132821j 0.0283804-0.00196864j -0.00897364+0.0363283j 0.0101655-0.0266781j 0.0292522+0.0172425j 0.0103429+0.00320094j 0.00155327+0.00212016j 0.0154252+0.0272002j 0.025857-0.00771423j 0.00572275-0.00784474j -0.0187437+0.0492402j -0.0190012-0.0100622j -0.0130418-0.0270064j -0.00146038-0.00544062j -0.00129274-0.034284j -0.00654528-0.0482983j -0.00107355-0.0175687j -0.00423674+0.0206913j -0.0019486+0.0447207j 0.00404131-0.0242114j 0.00126859-0.00235118j 0.0188049-0.0468904j 
