-0.205129-0j -0.227036-0j 0.532706-0j -0.119659-0j 0.538226-0j -0.209403-0j -0.074035-0j -0.122152-0j -0.129561-0j -0.0755774-0j -0.0197162-0j -0.0273256-0j -0.0298208-0j -0.0230991-0j -0.0233385-0j 0.062583-0j 0.0774426-0j -0.0173955-0j 0.0451748-0j -0.0150649-0j -0.0215258-0j -0.0107629-0j -0.00887895-0j -0.0108744-0j -0.0049136-0j -0.00108335-0j -0.0180175-0j -0.0026006-0j -0.0194611-0j -0.00280897-0j -0.0148636-0j -0.00214538-0j -0.0150177-0j -0.00216762-0j -0.0132945-0j 0.0631306-0j -0.00191889-0j 0.00911211-0j -0.016451-0j -0.0023745-0j -0.00959644-0j 0.0445712-0j -0.00138513-0j 0.0272942-0j 0.0064333-0j -0.00867046-0j 0.00393958-0j 0.0389998-0j -0.00125147-0j -0.00876031-0j 0.00562914-0j 0.0160866-0j -0.0107291-0j -0.00126444-0j 0.0023219-0j -0.00268229-0j -0.00154862-0j -0.0088511-0j -0.00542017-0j -0.000387155-0j -0.00127755-0j -0.00282797-0j -0.000782334-0j -0.00387235-0j -0.000408182-0j -0.000558926-0j -0.00142864-0j -0.000206206-0j -0.000272785-0j -3.93731e-05-0j 
0.00415936-0j -0.0134917-0j 0.00363944-0j -0.0119694-0j 0.0173797-0j 0.024472-0j 0.00150119-0j -0.00583166-0j 0.0124166-0j -0.0213208-0j 0.0125706-0j 0.000554074-0j -0.00177211-0j 0.000468376-0j 0.00223667-0j -0.000840854-0j -0.00155059-0j 0.0050996-0j 0.000369505-0j -0.000600735-0j -0.004057-0j -0.000639587-0j 0.00492596-0j 0.000263987-0j -0.00185502-0j 0.00445966-0j 0.000365336-0j 5.27317e-05-0j -0.00115648-0j -0.000166923-0j 0.000301387-0j 4.35015e-05-0j 0.00143923-0j 0.000207735-0j -0.000530135-0j 0.000184561-0j -7.65184e-05-0j 2.66391e-05-0j -0.000977605-0j -0.000141105-0j 0.000232963-0j 0.00175505-0j 3.36253e-05-0j 0.000186474-0j 0.00025332-0j -0.000867303-0j 2.69152e-05-0j 0.00125933-0j -0.000125184-0j -0.00414169-0j 0.000181769-0j -0.00152906-0j 0.00125387-0j -0.000597801-0j -0.000220701-0j 5.43882e-05-0j 0.00018098-0j -0.000422562-0j 0.000519447-0j 7.85025e-06-0j -6.09915e-05-0j 0.00209962-0j 7.49757e-05-0j -0.00109241-0j 0.000303053-0j -0.000157676-0j 0.000910867-0j 0.000131472-0j 0.00323701-0j 0.000467223-0j 
-0.00010504-0j 0.000226472-0j 0.00027278-0j -6.12731e-05-0j 0.000247453-0j 0.000208883-0j -3.79108e-05-0j -0.000240447-0j -5.95666e-05-0j -4.63335e-05-0j 0.00044069-0j 0.00200727-0j -0.00426727-0j 0.0016968-0j 0.00153926-0j -0.00459719-0j 0.0110818-0j -0.00248924-0j -0.0127564-0j 0.00110663-0j 0.0014197-0j -0.00154014-0j 0.000780862-0j 0.0030707-0j -0.00459703-0j -0.00773812-0j -9.22613e-06-0j -0.0181417-0j 1.94127e-05-0j 0.0381721-0j -7.61117e-06-0j -0.0149662-0j -6.90448e-06-0j -0.0135766-0j -6.80764e-06-0j 3.2327e-05-0j -0.0133862-0j 0.063566-0j 1.64102e-05-0j 0.0322681-0j -1.88899e-05-0j -4.44605e-05-0j -0.0371441-0j 1.39764e-05-0j -0.0874247-0j -4.43985e-06-0j 0.0274825-0j 1.79304e-05-0j -0.00873027-0j -4.02761e-06-0j 0.0352574-0j 9.86206e-06-0j 1.07025e-05-0j -0.00791967-0j 0.0193922-0j -1.37351e-06-0j 0.0210448-0j -1.74228e-05-0j -2.49196e-06-0j -0.00270079-0j -0.0342592-0j 1.84435e-05-0j -0.00490004-0j -2.37399e-06-0j 0.0362662-0j -0.00466807-0j 3.19324e-05-0j 0.06279-0j 2.50302e-05-0j 0.0492179-0j 
0.000103962-0j 0.000115065-0j -0.000267722-0j -0.000299173-0j 9.19097e-05-0j 0.000614253-0j 0.000468741-0j -0.000121749-0j 5.82928e-05-0j -0.00011273-0j 9.99246e-06-0j -0.00198668-0j -0.0021681-0j 0.00494258-0j -0.0016968-0j 0.00301495-0j 0.00558324-0j 0.00623914-0j -0.00110663-0j 0.0019122-0j -0.00905805-0j -0.00977542-0j 0.00126951-0j -0.000701869-0j 0.00105138-0j -7.87636e-05-0j 9.1315e-06-0j 0.0179557-0j 9.86315e-06-0j 0.0193943-0j -2.21704e-05-0j -0.0435946-0j 7.61117e-06-0j 0.0149662-0j -1.32506e-05-0j 4.61307e-06-0j -0.0260552-0j 0.00907087-0j -2.45382e-05-0j -0.0482504-0j 4.86361e-06-0j -1.49682e-05-0j 0.00956353-0j 4.13769e-06-0j -0.0294325-0j 6.37999e-05-0j 0.00813612-0j -1.96001e-05-0j 0.125453-0j -2.19027e-05-0j -0.0385406-0j 2.74702e-06-0j -9.49339e-06-0j -0.0430682-0j 0.00540158-0j 4.33261e-05-0j -0.0186673-0j 2.59634e-05-0j 3.4317e-05-0j 0.085194-0j 0.051053-0j -2.81864e-06-0j 0.0674789-0j 1.74227e-06-0j -0.00554242-0j 0.00342589-0j -2.13094e-06-0j -0.00419015-0j 1.38251e-07-0j 0.000271849-0j 
0.00178258-0j -0.00190459-0j -0.00151536-0j -0.00512975-0j -0.00157498-0j -0.00335631-0j -0.00316189-0j -0.0018743-0j 0.00331159-0j -0.00301579-0j 0.00311442-0j -0.0111965-0j 0.0117955-0j 0.00919531-0j 0.00955709-0j 0.0169916-0j -0.0100273-0j -0.033944-0j -0.00559964-0j -0.0357271-0j 0.0168417-0j -0.0209226-0j 0.0338159-0j 0.011774-0j 0.0205111-0j -0.0123402-0j -0.0149691-0j -0.00215376-0j 0.0156083-0j 0.00224572-0j 0.0119974-0j 0.00172618-0j 0.0124694-0j 0.0017941-0j 0.0217215-0j -0.00756213-0j 0.0031253-0j -0.00108804-0j -0.0128185-0j -0.00184433-0j -0.00715839-0j -0.0236868-0j -0.00102995-0j 0.0224865-0j -0.00340806-0j -0.0345249-0j 0.00323536-0j -0.0106001-0j -0.00496744-0j -0.0358832-0j -0.00152515-0j -0.0212836-0j 0.0498046-0j -0.00516288-0j -0.00306229-0j 0.0153456-0j 0.00716589-0j -0.0126147-0j -0.0221179-0j 0.00220793-0j -0.001815-0j 0.0484522-0j -0.00318232-0j 0.0447515-0j 0.00697131-0j 0.00643885-0j 0.0209611-0j 0.00301588-0j -0.00891882-0j -0.00128324-0j 
0.00509415-0j -0.0109833-0j -0.0131184-0j 0.00297159-0j 0.00404352-0j 0.029814-0j 0.0229683-0j 0.0116611-0j 0.00256456-0j -0.00661323-0j -0.0213723-0j 0.0006786-0j -0.00144264-0j -0.00168826-0j 0.000520379-0j 0.00052366-0j 0.00371506-0j -0.000841541-0j 0.00145306-0j 0.000332126-0j -0.00141256-0j -0.00650453-0j 0.000263987-0j 0.000921588-0j 0.0045739-0j -0.00261604-0j 0.000447444-0j 6.45829e-05-0j -0.000941468-0j -0.000135889-0j -0.00108635-0j -0.000156801-0j 0.000334849-0j 4.83313e-05-0j 0.000330153-0j 0.00022604-0j 4.76535e-05-0j 3.26261e-05-0j 0.00234224-0j 0.000338074-0j 0.000916114-0j -0.00072651-0j 0.00013223-0j 0.000202747-0j -0.000104863-0j -0.000633704-0j 2.9264e-05-0j -0.000862298-0j -9.14673e-05-0j 0.000195329-0j -0.000124462-0j 0.000161151-0j -0.000460781-0j 2.81933e-05-0j 2.32602e-05-0j 0.00212298-0j -6.6508e-05-0j -0.00248677-0j 0.00150976-0j 0.000306426-0j -0.000358935-0j -0.000894461-0j 0.000217914-0j 0.000102209-0j -0.000129104-0j 1.47525e-05-0j 0.00455774-0j 0.000657853-0j -0.0012139-0j -0.000175211-0j 
0.000891291-0j 1.70916e-05-0j -0.00383279-0j 0.00051992-0j -0.000760657-0j -7.74741e-05-0j 0.00232956-0j -0.00103392-0j -0.00678889-0j 0.0047298-0j -0.000419432-0j -0.00559825-0j -0.000105852-0j 0.0232577-0j 0.00461573-0j -0.00432004-0j 0.000455191-0j -6.17468e-05-0j 0.00607466-0j -0.0385565-0j -0.0209226-0j -0.000276663-0j 0.00533109-0j 0.0542166-0j -0.0193607-0j 0.00130477-0j -0.00748457-0j -0.00107688-0j -0.000140067-0j -2.01528e-05-0j 0.030345-0j 0.00436604-0j 0.00602227-0j 0.000866485-0j -0.0055226-0j -0.00378107-0j -0.000794592-0j -0.00054402-0j 0.000581901-0j 8.3724e-05-0j 0.00776564-0j -0.000108086-0j 0.00111732-0j -0.0477243-0j -1.55515e-05-0j 0.0177012-0j -0.00686657-0j -0.0258974-0j 0.00254685-0j 0.00351299-0j -0.00372612-0j 0.00659868-0j -0.000964674-0j 0.000505449-0j 0.000949418-0j 0.0742596-0j -0.000138797-0j -0.0352008-0j 0.0157403-0j 0.0106845-0j -0.00506469-0j 0.00459726-0j 0.00226472-0j 0.0588934-0j 0.000661454-0j 0.00847359-0j -0.01428-0j -0.00205461-0j 0.00077751-0j 0.000111868-0j 
-0.000148549-0j 0.000158716-0j 0.00012628-0j 0.000427479-0j 0.000131248-0j 0.000279693-0j 0.000263491-0j 0.000156192-0j -0.000275966-0j 0.000251316-0j -0.000259535-0j 0.0028387-0j -0.00299058-0j -0.00233133-0j -0.00242305-0j -0.00430797-0j 0.00254226-0j 0.00860599-0j 0.0014197-0j 0.00905805-0j -0.00426996-0j 0.0053046-0j -0.00857351-0j -0.00298511-0j -0.00520028-0j 0.00312867-0j -1.30477e-05-0j -0.0256563-0j 1.36048e-05-0j 0.0267517-0j 1.04574e-05-0j 0.0205628-0j 1.08688e-05-0j 0.0213719-0j 1.89334e-05-0j -6.59147e-06-0j 0.0372295-0j -0.0129611-0j -1.11732e-05-0j -0.0219703-0j -6.23955e-06-0j -2.06464e-05-0j -0.0122691-0j 1.96001e-05-0j -0.0405979-0j -3.00933e-05-0j 0.0385406-0j -9.2395e-06-0j -0.0591738-0j -3.12773e-05-0j -0.018168-0j -1.85517e-05-0j 4.34117e-05-0j -0.0615019-0j -0.036479-0j 1.33759e-05-0j 0.0853623-0j -1.09955e-05-0j -1.92788e-05-0j 0.0263015-0j -0.0216209-0j 4.2233e-05-0j -0.0379088-0j 3.90073e-05-0j 0.0830445-0j 0.0767016-0j 1.82705e-05-0j 0.0359261-0j -7.77401e-06-0j -0.0152864-0j 
-0.000735278-0j 0.00238501-0j -0.000643368-0j 0.00211591-0j -0.00307232-0j -0.00432607-0j -0.000265376-0j 0.0010309-0j -0.00219497-0j 0.00376903-0j -0.00222219-0j 0.00461832-0j -0.0147709-0j 0.00390401-0j 0.0186431-0j -0.00700869-0j -0.0129245-0j 0.0425062-0j 0.0030799-0j -0.00500725-0j -0.0338159-0j -0.00533109-0j 0.0410588-0j 0.00220039-0j -0.0154619-0j 0.0371721-0j 0.00617446-0j 0.000888381-0j -0.0195453-0j -0.00281218-0j 0.00509367-0j 0.000732877-0j 0.0243241-0j 0.00349976-0j -0.00895968-0j 0.00311922-0j -0.00128912-0j 0.000448794-0j -0.0165223-0j -0.00237722-0j 0.00393724-0j 0.0296617-0j 0.000566491-0j 0.00315154-0j 0.00426772-0j -0.0146581-0j 0.000453445-0j 0.0212836-0j -0.002109-0j -0.0699977-0j 0.00306229-0j -0.0258423-0j 0.0211913-0j -0.0100713-0j -0.00371819-0j 0.000919201-0j 0.00304901-0j -0.00714161-0j 0.00877904-0j 0.000132255-0j -0.00102754-0j 0.0354851-0j 0.00126313-0j -0.0184626-0j 0.0051056-0j -0.0026564-0j 0.0153943-0j 0.00221494-0j 0.054708-0j 0.00787139-0j 
-0.00230178-0j 0.00996973-0j 0.00195672-0j -0.00134271-0j -0.0213388-0j -0.00893362-0j 0.00408284-0j 0.0174574-0j 0.0448675-0j -0.0153404-0j -0.0312434-0j -0.000306624-0j 0.00130951-0j 0.00025182-0j -0.00274618-0j -0.000236615-0j -0.0011132-0j 0.000763879-0j 0.00217532-0j 0.000497513-0j 0.00246078-0j -0.00232277-0j 0.00185502-0j -0.0045739-0j 0.00266439-0j 0.000161367-0j -0.000202177-0j -2.91817e-05-0j 0.000854585-0j 0.000123349-0j 0.000162039-0j 2.33883e-05-0j -0.00176709-0j -0.000255058-0j -0.000149179-0j -0.000102136-0j -2.15321e-05-0j -1.4742e-05-0j -0.000701841-0j -0.000101302-0j 0.00137148-0j 0.000659464-0j 0.000197956-0j 0.000303707-0j 9.51854e-05-0j 9.45228e-05-0j 4.38364e-05-0j 0.00150219-0j 1.36432e-05-0j -0.0010308-0j 0.000216822-0j 0.0011324-0j -0.00138661-0j -0.000148784-0j 0.000163448-0j 0.000207261-0j -0.000200139-0j -0.00122895-0j 0.00313442-0j 2.99155e-05-0j -0.000177383-0j -0.0015784-0j 0.000452414-0j -0.00238101-0j -0.000227822-0j -0.000343669-0j 0.00219945-0j 0.000317463-0j 0.00309395-0j 0.000446573-0j 
-7.42743e-05-0j -1.4243e-06-0j 0.0003194-0j -4.33267e-05-0j 6.33881e-05-0j 6.45618e-06-0j -0.00019413-0j 8.61597e-05-0j 0.000565741-0j -0.00039415-0j 3.49527e-05-0j 0.00141935-0j 2.68371e-05-0j -0.00589664-0j -0.00117025-0j 0.00109528-0j -0.000115407-0j 1.5655e-05-0j -0.00154014-0j 0.00977542-0j 0.0053046-0j 7.01438e-05-0j -0.00135162-0j -0.0137458-0j 0.00490862-0j -0.000330804-0j -6.52386e-06-0j -0.0128281-0j -1.22088e-07-0j -0.000240067-0j 2.64499e-05-0j 0.0520096-0j 5.24926e-06-0j 0.0103218-0j -4.81373e-06-0j -3.29573e-06-0j -0.00946544-0j -0.00648054-0j 5.07209e-07-0j 0.000997347-0j 6.76886e-06-0j -9.42124e-08-0j 0.0133099-0j -4.15984e-05-0j -0.000185254-0j 1.54291e-05-0j -0.0817968-0j -2.25732e-05-0j 0.0303389-0j 3.06207e-06-0j -0.0443867-0j 5.75168e-06-0j -8.40849e-07-0j 0.00602107-0j 0.0113098-0j 6.47277e-05-0j -0.0016534-0j -3.06824e-05-0j 1.37199e-05-0j 0.127277-0j -0.0603322-0j 4.00716e-06-0j 0.0269781-0j 5.13339e-05-0j 0.00787945-0j 0.10094-0j -1.2447e-05-0j -0.0244752-0j 6.7771e-07-0j 0.00133261-0j 
-0.000900528-0j 0.0019416-0j 0.00231902-0j -0.000525308-0j -0.0007148-0j -0.00527043-0j -0.00406026-0j -0.0020614-0j -0.000453354-0j 0.00116906-0j 0.00377813-0j 0.00565627-0j -0.0120247-0j -0.014072-0j 0.00433746-0j 0.00436481-0j 0.0309658-0j -0.00701441-0j 0.0121116-0j 0.00276834-0j -0.011774-0j -0.0542166-0j 0.00220039-0j 0.00768163-0j 0.0381244-0j -0.0218052-0j 0.00756213-0j 0.00108804-0j -0.0159115-0j -0.00228935-0j -0.0183601-0j -0.00264166-0j 0.0056592-0j 0.000814247-0j 0.00557983-0j 0.00382025-0j 0.000802827-0j 0.000549658-0j 0.0395857-0j 0.00569559-0j 0.015483-0j -0.0122786-0j 0.0022277-0j 0.00342657-0j -0.00176664-0j -0.0107101-0j 0.000493016-0j -0.0145735-0j -0.00154097-0j 0.0033012-0j -0.00209683-0j 0.00272358-0j -0.00778755-0j 0.000474977-0j 0.000391869-0j 0.03588-0j -0.00112047-0j -0.0420283-0j 0.025516-0j 0.00516241-0j -0.00604704-0j -0.0151171-0j 0.00367124-0j 0.0017274-0j -0.00217504-0j 0.000248539-0j 0.0770293-0j 0.011083-0j -0.0205158-0j -0.00295182-0j 
6.12731e-05-0j -0.000198751-0j 5.3614e-05-0j -0.000176326-0j 0.000256027-0j 0.000360506-0j 2.21146e-05-0j -8.59084e-05-0j 0.000182914-0j -0.000314086-0j 0.000185183-0j -0.00117091-0j 0.00374493-0j -0.000989802-0j -0.00472667-0j 0.00177695-0j 0.00327681-0j -0.0107768-0j -0.000780862-0j 0.00126951-0j 0.00857351-0j 0.00135162-0j -0.0104098-0j -0.000557875-0j 0.00392014-0j -0.00942443-0j 5.38191e-06-0j 0.0105827-0j -1.70365e-05-0j -0.0334996-0j 4.43985e-06-0j 0.00873027-0j 2.12019e-05-0j 0.0416902-0j -7.80962e-06-0j 2.71884e-06-0j -0.0153564-0j 0.00534618-0j -1.44015e-05-0j -0.0283183-0j 3.43186e-06-0j 2.58543e-05-0j 0.00674822-0j 2.74702e-06-0j 0.0508385-0j -1.27766e-05-0j 0.00540158-0j 1.85517e-05-0j -0.0251231-0j -6.10128e-05-0j 0.036479-0j -2.25252e-05-0j 1.84712e-05-0j -0.119972-0j -0.0442923-0j 8.01213e-07-0j 0.0363208-0j -6.22492e-06-0j 7.65218e-06-0j 0.00157546-0j -0.0122403-0j 3.09303e-05-0j 0.0150468-0j -1.60928e-05-0j 0.0608195-0j -0.0316439-0j 1.34183e-05-0j 0.0263851-0j 4.76857e-05-0j 0.0937665-0j 
0.000507496-0j -0.00330204-0j 0.000444059-0j 0.000296039-0j 0.0124727-0j -0.00304558-0j 0.000183165-0j -0.0293857-0j 0.0089109-0j 0.0379605-0j -0.0480317-0j 6.76042e-05-0j -0.000433718-0j 5.71479e-05-0j 0.00160516-0j 5.21687e-05-0j -0.000379503-0j -0.000253002-0j -0.00366169-0j 3.72711e-05-0j 0.00148049-0j -0.000156537-0j 0.00445966-0j -0.00261604-0j -0.000161367-0j 0.000164044-0j 4.45757e-05-0j 6.43395e-06-0j -0.000283044-0j -4.08539e-05-0j 3.67731e-05-0j 5.30774e-06-0j 0.00103288-0j 0.000149083-0j 3.28909e-05-0j 2.25188e-05-0j 4.74739e-06-0j 3.25031e-06-0j -0.000239266-0j -3.45351e-05-0j -0.00230859-0j -0.000218419-0j -0.000333217-0j 2.27522e-05-0j -3.15261e-05-0j 2.1451e-05-0j 3.284e-06-0j 0.000903769-0j 3.09618e-06-0j 0.000602513-0j 0.000130448-0j 0.0027224-0j -0.000156046-0j 8.69652e-05-0j 0.000392945-0j 6.63606e-06-0j -2.25233e-05-0j -0.00212929-0j 0.000372786-0j 9.57832e-07-0j -0.000307336-0j -9.2873e-05-0j 5.3807e-05-0j 0.00194498-0j -1.34051e-05-0j 0.000280734-0j -0.00348038-0j -0.000502349-0j 0.00461253-0j 0.000665761-0j 
0.000406902-0j -0.00176242-0j -0.000345903-0j 0.000237359-0j 0.0037722-0j 0.00157926-0j -0.000721751-0j -0.00308605-0j -0.00793152-0j 0.00271182-0j 0.00552311-0j -0.00255577-0j 0.010915-0j 0.00209897-0j -0.02289-0j -0.00197223-0j -0.00927875-0j 0.00636709-0j 0.0181318-0j 0.00414687-0j 0.0205111-0j -0.0193607-0j 0.0154619-0j -0.0381244-0j 0.0222083-0j 0.00134503-0j -0.00341693-0j -0.000491629-0j 0.0144431-0j 0.00207808-0j 0.00273858-0j 0.000394027-0j -0.0298652-0j -0.00429701-0j -0.00252124-0j -0.00172617-0j -0.000362756-0j -0.000248362-0j -0.0118616-0j -0.00170665-0j 0.0231791-0j 0.0111454-0j 0.003335-0j 0.00513288-0j 0.00160361-0j 0.00159751-0j 0.00073852-0j 0.0253881-0j 0.000229849-0j -0.0174214-0j 0.00365285-0j 0.0191384-0j -0.0234347-0j -0.00250659-0j 0.00275363-0j 0.00350287-0j -0.00337178-0j -0.0207702-0j 0.052974-0j 0.000503993-0j -0.00298841-0j -0.0266761-0j 0.00762191-0j -0.0402409-0j -0.00383816-0j -0.00578986-0j 0.0371723-0j 0.00534836-0j 0.0522901-0j 0.0075235-0j 
7.5044e-05-0j -0.0001618-0j -0.000193252-0j 4.37756e-05-0j 5.95666e-05-0j 0.000439202-0j 0.000338355-0j 0.000171784-0j 3.77795e-05-0j -9.74221e-05-0j -0.000314844-0j -0.00143406-0j 0.00304868-0j 0.00356774-0j -0.0010997-0j -0.00110663-0j -0.00785091-0j 0.0017784-0j -0.0030707-0j -0.000701869-0j 0.00298511-0j 0.0137458-0j -0.000557875-0j -0.00194756-0j -0.00966585-0j 0.00552838-0j 6.59147e-06-0j 0.0129611-0j -1.38691e-05-0j -0.0272715-0j -1.60035e-05-0j -0.0314683-0j 4.9328e-06-0j 0.00969957-0j 4.86361e-06-0j 3.32989e-06-0j 0.00956353-0j 0.0065477-0j 3.45045e-05-0j 0.0678477-0j 1.34956e-05-0j -1.07025e-05-0j 0.026537-0j 2.98674e-06-0j -0.0210448-0j -9.33535e-06-0j 0.00587296-0j -1.27028e-05-0j -0.0183565-0j 2.87746e-06-0j -0.0249782-0j 2.37399e-06-0j -6.78795e-06-0j 0.00565808-0j 0.00466807-0j 3.12744e-05-0j -0.0133474-0j -3.66336e-05-0j 2.22408e-05-0j 0.0614963-0j -0.0720343-0j -1.31767e-05-0j 0.043733-0j 1.50568e-06-0j -0.0259098-0j 0.00296067-0j 6.71419e-05-0j 0.132024-0j -1.78824e-05-0j -0.035163-0j 
-8.97134e-05-0j 0.000583725-0j -7.84992e-05-0j -5.23328e-05-0j -0.00220488-0j 0.000538387-0j -3.23793e-05-0j 0.00519471-0j -0.00157524-0j -0.00671053-0j 0.00849089-0j 0.000563495-0j -0.00361513-0j 0.000476339-0j 0.0133794-0j 0.000434836-0j -0.00316324-0j -0.00210882-0j -0.030521-0j 0.000310662-0j 0.0123402-0j -0.00130477-0j 0.0371721-0j -0.0218052-0j -0.00134503-0j 0.00136734-0j 0.000753363-0j 0.000108394-0j -0.00478366-0j -0.000688274-0j 0.000621493-0j 8.94205e-05-0j 0.0174564-0j 0.00251163-0j 0.00055588-0j 0.000380585-0j 7.99801e-05-0j 5.47586e-05-0j -0.00404378-0j -0.000581819-0j -0.039017-0j -0.00369145-0j -0.00561376-0j 0.000384529-0j -0.000531125-0j 0.000362538-0j 5.53261e-05-0j 0.0152744-0j 5.21619e-05-0j 0.0101829-0j 0.00219768-0j 0.0460107-0j -0.0026373-0j 0.00146512-0j 0.00662002-0j 0.000112154-0j -0.000379454-0j -0.0359866-0j 0.00630036-0j 1.61368e-05-0j -0.00517775-0j -0.00156962-0j 0.000906496-0j 0.0328716-0j -0.000225838-0j 0.00472957-0j -0.058821-0j -0.00846317-0j 0.0779552-0j 0.0112162-0j 
-3.39085e-05-0j 0.000146868-0j 2.88253e-05-0j -1.97799e-05-0j -0.00031435-0j -0.000131605-0j 6.01459e-05-0j 0.000257171-0j 0.00066096-0j -0.000225985-0j -0.000460259-0j 0.000647977-0j -0.00276733-0j -0.000532162-0j 0.00580341-0j 0.000500029-0j 0.00235249-0j -0.00161428-0j -0.00459703-0j -0.00105138-0j -0.00520028-0j 0.00490862-0j -0.00392014-0j 0.00966585-0j -0.00563056-0j -0.000341011-0j -2.97834e-06-0j -0.00585644-0j 1.25892e-05-0j 0.0247547-0j 2.38706e-06-0j 0.00469378-0j -2.60317e-05-0j -0.0511873-0j -2.19761e-06-0j -1.5046e-06-0j -0.00432126-0j -0.00295857-0j -1.03391e-05-0j -0.0203302-0j 2.02038e-05-0j 9.71482e-06-0j 0.0397276-0j 4.47403e-06-0j 0.0191027-0j 1.39245e-06-0j 0.00879748-0j 2.21293e-05-0j 0.00273804-0j -1.51852e-05-0j 0.0435139-0j 1.66818e-05-0j -2.04266e-05-0j -0.0298593-0j 0.0328021-0j 3.05324e-06-0j -0.0401658-0j -1.81041e-05-0j 4.61743e-05-0j 0.00600372-0j -0.0355989-0j -2.3252e-05-0j 0.0907946-0j -3.50756e-05-0j -0.0457213-0j -0.0689707-0j 3.24009e-05-0j 0.0637113-0j 4.55782e-05-0j 0.0896224-0j 
7.47612e-06-0j -4.86437e-05-0j 6.5416e-06-0j 4.36107e-06-0j 0.00018374-0j -4.48656e-05-0j 2.69827e-06-0j -0.000432892-0j 0.00013127-0j 0.000559211-0j -0.000707574-0j -0.000142866-0j 0.00091656-0j -0.000120769-0j -0.00339213-0j -0.000110246-0j 0.00080199-0j 0.00053466-0j 0.00773812-0j -7.87636e-05-0j -0.00312867-0j 0.000330804-0j -0.00942443-0j 0.00552838-0j 0.000341011-0j -0.000346667-0j 6.56663e-07-0j 0.00129122-0j -4.16964e-06-0j -0.00819894-0j 5.41719e-07-0j 0.00106521-0j 1.52157e-05-0j 0.0299194-0j 4.84528e-07-0j 3.31734e-07-0j 0.000952749-0j 0.000652302-0j -3.52472e-06-0j -0.00693081-0j -3.40088e-05-0j -3.21762e-06-0j -0.066873-0j 3.35172e-07-0j -0.00632694-0j 3.16003e-07-0j 0.000659062-0j 1.33138e-05-0j 0.00062137-0j 8.87585e-06-0j 0.0261794-0j 4.01048e-05-0j -2.29878e-06-0j 0.017453-0j 0.0788598-0j 9.77584e-08-0j -0.00452018-0j -3.13674e-05-0j 5.49165e-06-0j 0.000192226-0j -0.061679-0j -1.36815e-06-0j 0.0107985-0j 2.86523e-05-0j -0.00269025-0j 0.0563402-0j -5.12708e-05-0j -0.100816-0j 6.79489e-05-0j 0.133611-0j 
