0.00361179+0.00891926j -0.00958587-0.00461124j -0.00625721-0.0095932j -0.00389589-0.0112475j 0.000472112+0.00235339j -0.00117257-0.00109935j -0.00264164-0.00206868j -0.00205497-0.0100398j -0.00186771-0.00290366j -0.00165725-0.000239938j 0.00341493+0.0115393j 0.00576697+0.0102455j -0.00595628-0.00958408j -0.00455454-0.0135179j 0.00181828+0.0131939j 0.00540541+0.000799714j 0.000531898-0.000603699j 0.00168429+0.00436999j 0.00365828+0.0120392j 0.00276327+0.0067249j -0.00293109-0.0101505j -0.00401098-0.00520975j -0.00362552+0.000853067j -0.00247876-0.00345119j 0.002937-0.00479423j 0.0028844+0.0177779j 0.00071832-0.00555299j -0.0024909+0.00296226j 0.00257253-0.00855002j 0.000349523+0.00459136j -0.000246792-0.0134807j -0.00190634+0.00985456j 0.00484014-0.00321459j 0.000312508-0.00262854j -0.00255389-0.00783206j 0.000896608-0.00230432j 0.0052829+0.00658795j 0.00734706-0.00996419j -0.021716+0.0153129j -0.00176188-0.0178518j -0.00197105+0.0116504j -0.00553549+0.00754632j -0.00887287+0.00161909j 0.00595311-0.00351437j -0.00305797-0.00116281j -0.00739266+0.00407144j 0.000253732+0.00319332j -0.00675356+0.000818868j 0.00538964-0.00312788j 0.00134006+0.0016509j -0.00480707+0.00211057j 0.00875474-0.00476048j -0.00312867+0.0020857j 0.00433809-0.00427432j -0.00441873+0.00248192j 0.00967475-0.00441655j -2.90507e-05+0.000779494j 0.000267793+0.0025563j 0.00201485+0.000709137j -0.00478037+0.00557028j 0.00461274-0.00366168j -0.0154528+0.00400001j 0.00740915+0.000739041j 0.00714489-0.00480126j 0.00738592-0.00167754j -0.00427325-0.00203178j 0.00143209+0.00297808j -0.00248527-0.000576331j 0.00612312-0.0019828j -0.00841567+0.00200702j -0.00851852+0.00448952j -0.00397475+0.0012676j 0.010508+0.00200713j -0.00310349-0.00166888j 0.00902286-0.00405949j -0.000361072-0.00157239j 0.0086817+0.00253296j -0.00829462-0.00215659j 0.00679641+0.00146821j 0.00596893-0.000590396j -0.00465315+0.00204546j 0.00313375-0.000819332j 0.0124609+0.00318955j 0.00488766+0.00317873j -0.00584398-0.00313489j 0.00579425+0.000657429j 0.00384898-0.00139993j -0.00586191-0.00261946j -0.00755526-0.000665162j -0.00774783-0.00555207j 0.00905635+0.00498339j -0.0156617-0.00234502j 
-0.00207455+0.00167957j 0.000146226+0.000285081j 0.00373572+0.00354174j 0.00182678-0.00236283j -0.00224045+0.00185944j 0.00417905-0.00147006j -0.00381366+0.00221295j 0.000337587+0.00584161j -7.39978e-05-0.00110935j 0.00398785-0.00337664j 0.000645694+0.00338099j 0.00804538+0.00183957j -0.00262578-0.00382036j 0.000510885+0.00289208j 0.00858084+0.000139331j 0.00267005-0.00114772j 0.000618329+0.00139187j 0.000495033+0.000699951j -0.00604384+0.00237016j 0.00359284-0.00963413j -0.00564074-0.0147414j -0.00852308+0.00521655j 0.00538984+0.00371015j 0.00947556+0.0185805j -0.000885548+0.0037222j -0.00395017+0.00188942j -0.00528284-0.00304285j 0.00986882-0.00206086j -0.00640923+0.0247231j 0.00394722-0.010467j 0.0047369+0.0113824j -0.0117602-0.00218271j 0.00308707-0.00177218j -0.00682951+0.0195601j -0.00235661-0.00827349j -0.0178676-0.00886795j 0.00922848+0.00423752j 0.00346282-0.00378687j -0.00292705-0.00144797j 0.00177518+0.0011985j 0.00380587+0.00188362j 0.00328814+0.00531083j -0.00246176-0.00162449j 0.000100092-0.00375992j 0.000866364-0.00233407j -0.00110625+0.000155269j 0.000903795+0.000488359j -0.00206331-0.00259704j 5.64535e-05-0.00554158j 0.000310008+0.000462134j -0.00147736-2.97391e-05j -0.00142294+0.000257685j -0.000697154+0.00123431j 0.000179154-0.00342779j 0.00151378+0.00299239j -0.00106608-0.00337841j 0.00241624+0.00312512j -0.00432381-0.00738379j -0.00257402-0.0102651j -0.00127361+0.0069853j 0.000153389-0.00203356j -0.000470339+0.00885982j -0.00346943-0.00158789j 0.00236841+0.0143421j 0.00123533-0.00708746j 0.00174171-0.00103797j 0.00200919-0.00418419j 0.00150336+0.00418071j 0.00381716-0.00215249j 0.00160775-0.000914975j -0.00056656+0.000337628j 0.00256594-0.00164436j -0.000249543-0.00773755j -0.00275661-0.000112742j -0.00503377+0.0143302j -0.000587106-0.00383904j 0.00172871+0.00339898j -0.00198039-0.00471911j -0.00542943+0.0170301j 0.00309962-0.00261918j -0.000473608-0.00365489j 0.0026169-0.00572623j -0.00529146+0.00522368j 0.00216235-0.00183818j 0.00197776-0.00750288j 0.00594462-0.00872705j 0.000730075-0.00072981j 0.00153163-0.00150843j 0.00129965-0.00517286j 0.00206323-0.000899818j -0.00356091+0.00138923j -0.00112498+0.00330972j 
-0.00163244-0.00016226j -0.00753035+0.00203515j -0.00265547-0.00160923j -0.00807651+0.00241388j 0.0034589-0.000672651j -0.00241943-0.00282146j 0.00369586-0.000292797j 0.00377733-0.00323136j -0.00454297+0.00192166j 0.00294934-0.00626662j 0.00175353+0.00846207j 0.00580229-0.000906012j -0.000617803-0.00237051j -0.00125025-0.000896223j -0.0107934+0.000712041j -0.00800866+0.000602208j -0.00907027-0.000416804j 0.00518311-0.00339492j 0.00556882+0.00838008j 0.00461041-0.005627j -0.00910288-0.0057128j 0.0092099+0.0051642j 0.00454834-0.000389586j -0.00350002-0.00363954j -0.0068593-0.00494057j 0.00168765-0.00372857j -0.00583681+0.00401309j 0.00845997-0.00706112j 0.00952303+0.00986733j -0.00232307-0.000755299j 0.0109049+0.00585011j -0.0163217+0.00599219j -0.00659878-0.0130417j -0.0151719-0.00825031j 0.00277172-0.00235026j -0.00991584+0.00506222j -0.00151423-0.00103251j 0.00885697+0.00195722j 0.0025862-0.00455058j 0.00751696+0.00371289j 0.0102037+0.00183198j -0.00266943+0.003323j 0.00034433+0.00296102j -0.00348283-0.000133794j -0.00189434+0.000981182j 0.000101457-0.00149048j 0.000223982-0.000629854j 0.000802159+0.00382533j 0.00153165+0.00020155j 0.00114387+0.00171939j 0.00326539+0.00483279j -0.00225369-0.0014086j -0.00036924-0.00553554j 0.000423987+0.000269636j -2.1953e-05-0.00254478j -0.000588889-0.00156497j -0.000386743+0.000403058j -0.000470027-8.67621e-05j -0.00191033-0.00251326j 0.000379665-0.00277119j 0.00126307+0.0063259j -0.00174096-0.00463151j -3.16118e-05-0.00546882j -0.00450893-0.0206615j 0.0018672+0.00570548j 0.000250873+0.00371156j -0.00327266-0.00880571j -0.00142176-0.00187575j -0.000310897+0.00486841j 3.7752e-05-0.0174625j -0.000127348-0.00272644j -0.00228732+0.00524711j -0.00406132-0.0128978j -0.000244762+0.000112628j 0.00210508-0.00282557j 0.0014533-0.0172559j -0.000420837-0.00408749j -0.00190804-0.00612517j 0.0069215-0.0075205j 0.00558397-0.0200471j 0.00241417-0.00826342j -0.000820299-0.00315712j 0.00301209-0.00182209j -0.00187018+0.00829441j 0.00405669-0.00248906j 0.000426494-0.00082655j 0.00226634-0.0018552j 0.000754038-0.00187979j -0.0015093-0.00273721j 0.000448955-0.000124306j 0.000109648+0.00360935j 0.00235113+0.00194753j 
-0.000946395-0.00443484j -0.00133746+0.00219215j 0.00183879+1.96585e-05j -0.00838696+0.00165361j 0.00233788-3.31e-05j 0.00188944-0.00277981j 0.000883925-0.00583236j 0.00609253-0.00686059j -0.00415363+0.006655j -0.00115823-0.00630984j -0.00286138+0.00663104j 0.00561117+0.00702999j -0.00458004-0.00316415j 0.00181902-0.0043539j -0.000679591+0.000658457j 0.00188821-0.0114515j -0.00133288-0.0101966j 0.000262703+0.000201375j -6.26373e-05+0.00790519j -0.0061204+0.00948802j -0.00598623-0.0102094j 0.00157352+0.00815422j 0.00674497+0.0102194j 0.0169487+0.0136512j 0.0084905+0.00733097j 0.00920756-0.00349761j 0.0057587-6.0826e-05j -0.0100154-0.00268114j 0.012048+0.0155648j 0.00551157-0.0137659j -0.0103288+0.0224396j 0.00761457+0.00968194j -0.00727949-0.00966296j 0.0133324+0.00925417j 0.000494341-0.00426919j 0.00812999+0.00454749j -0.0153208+0.000371444j -0.00681097+0.00596858j 0.00267778-0.00245564j 0.00694471+0.00514382j 0.000490178+0.00398788j -0.00565649+0.00440402j -0.00443523+0.00152607j -0.0056805-0.00741125j -0.000968893-0.00293607j -0.00210653+0.00078227j -0.000827571-0.00189952j -0.00244697+0.000470912j 0.00281219+0.00505901j 0.00174636+0.00400407j 0.000499582+0.00444443j 0.00024133-0.000193561j 0.00103744+0.00467182j -0.00146921-0.00155159j -0.00224315-0.00436774j -0.000269541-5.44471e-05j -0.00104578-0.00136475j 0.000669402+0.00213432j 0.00287636+0.00588275j -0.00215529-0.00305009j -0.000509687-0.00431143j -0.00208047-0.00432101j 0.000422773+0.00183632j 0.000294016+0.000715705j 0.00066861+0.000606929j -0.00176839-0.00370996j -0.000819282+0.00229954j -0.000803934-0.00113188j 0.000122398-0.00290903j -0.00139894-0.00118558j 0.00213386+0.00227955j -0.00208074-0.000979631j 0.00380885+0.00617077j -0.0010604+0.00126743j -0.00423304-0.00170488j -0.000902788-0.00136627j -0.00143411-0.00365749j -0.00240458+0.00966324j 0.00081302-0.00626892j 1.63768e-05+0.00145667j 0.00146429+0.00537009j 0.00123303+0.0013693j 0.00192378+0.00519361j -0.000856011-0.0032531j -0.00605955+0.0114507j -0.00497144+0.0044423j 0.000948977+0.00222991j -0.000299855-0.00170104j 0.00308857-0.00685294j -0.00312949+0.00548582j 0.000470328+0.00105431j 0.00228985-0.00345239j 
0.000162589+0.000494485j 0.00216812+0.00108837j 0.00206243+0.00134786j 0.00137375-0.00377192j -0.000143607+0.00220507j 0.00240359+0.00274269j -0.00267278+0.000575002j 0.000531399-0.000336582j -0.000285424+0.0023587j -0.000838984-0.00845107j 0.00149083+0.00798021j 0.00150642+0.0020349j -0.00104125-0.000982027j 0.00157899+0.0118431j 0.00161594+0.00918179j 0.00588168+0.00607372j 0.00520666-0.00465653j -0.00398773-0.0183607j -0.00319265+0.012192j -0.00375996+0.0105437j 0.011298+0.0045232j -0.00695508-0.00384753j 0.00126781+0.00864511j 0.00376099-0.00492868j -0.000550528+0.0150454j 0.00153814-0.0177135j 0.00758222-0.00583795j -0.00507847-0.00553789j 0.00027471-0.019903j 0.00279367+0.00487726j -0.011077+0.00262097j -0.00572007+0.0102782j 0.0018994+0.00543797j 0.00344878+0.00259044j -0.000315926+0.00711411j -0.00270031-0.00319274j 0.000182314+0.000315179j -0.00244338+0.0025106j -0.00220803+0.00182915j -0.00248962-0.00307128j -0.000921917-0.0010115j 0.000185631-0.000103758j -0.00221399-0.00331258j -0.000714912-0.00821883j -0.00203908-0.00507741j -0.00134806-0.000174336j 0.0021202+0.00057649j -0.000608495+0.0051867j -0.00130257-0.00742386j 0.00175176-0.00163595j 0.00280664+0.00980834j -0.00100553+0.000575847j 0.000706228+0.00160992j -0.00514468-0.00689782j -0.00337749-0.012858j -0.00815685-0.0156187j 0.00196477+0.00118514j -0.000112565-0.00682645j -0.00299237-0.0108292j -0.00136838+0.00602362j -0.00143432-0.000773515j -0.0026746+0.00406952j -0.00159909+0.00351048j -0.00221851-0.0116534j 0.00315293-0.00816158j 0.00244439-0.000530332j 0.00323057-0.00195871j -0.00206059-0.0122332j 0.00374006+0.00716764j 0.0021984-0.0146043j -0.00216791-0.0110612j -0.00259157+0.00323317j -0.00161685+0.0093657j -0.00513219+0.00014174j -0.000524454+0.0105304j -0.00264062+0.00577593j 0.00318806+0.00236467j -0.004638+0.00271725j 0.00594409-0.0109058j 0.00213714-0.00182811j 0.00526757-0.0120624j 0.00486949-8.0113e-05j -0.00756718+0.0164201j 0.00572238-0.00242007j 0.00160384-0.00171466j -0.000849848+0.00103542j 0.00311017-0.00539675j 0.00194688-0.0024532j 0.00285435-0.00316685j 0.00140846-9.30574e-05j -0.000543584-0.0006166j 0.000525418-0.00120235j 
0.00329996-0.00120728j 0.00181824+0.00320239j 0.000215227-4.48898e-06j 0.00657789+0.00272893j -0.00177078-0.00565398j 0.0037573-0.00456253j 0.00415055-0.000766281j 0.00214145-0.00589326j -0.00297784+0.00301753j 0.00229184+0.000116407j 0.00295001-0.0054212j -0.00613881-0.00364402j 0.00183092+0.00319446j 0.000279471+0.00125259j 0.00914864+0.00224174j 0.00661379+0.00233077j 0.00671189-0.000526388j -0.00110148+0.000239829j -0.00508351+0.00645608j -0.0119392+0.00497679j 0.00483312+0.00377793j -0.0149195+0.00547318j -0.0075995-0.00415222j -0.00707252-0.00321682j -0.0135117+0.00774251j 0.000622456+0.00741174j -0.0187661-0.00183195j 0.00680222-0.00845174j -0.00948895-0.00299323j 0.000216279+0.00224151j -0.0154724-0.00283559j -0.0164967+0.0082506j 0.0117679+0.0101652j 0.00388018+0.000294614j -0.00401279-0.00408951j -0.00905025+0.00409214j -0.0146043+0.00485524j -0.0022612+0.000417948j 0.000308385-0.00049764j -0.000434086+0.00140282j -0.0013737+0.000334178j -0.00648107+0.00117955j 0.00229434-0.00110602j 0.00167734+0.00191018j -5.56097e-05-0.000435028j -0.00340649-0.000826532j -0.00173245-0.00229138j -0.000958513+0.000766509j 0.0057264+0.00828632j 0.000636126+0.00391534j -0.001357-0.000321967j -0.00316256-0.00389413j -0.000519863+0.000623586j 0.000530744+0.00256992j -0.00359534-0.00181156j 0.000847766+0.00328312j -0.000258599+0.000839302j 0.00030902-0.00195691j 0.00283841+0.0104372j 0.000724729-0.00519248j 0.00343574+0.0017472j -0.000205449-0.00777594j -0.00121865+0.000537939j 0.000121571-0.00656931j -0.00117181+0.00233469j -0.00382373-0.00438956j -0.00281455-7.3588e-05j 9.03834e-05+0.00960761j -0.00213308+0.00283388j -0.00186492-0.000144281j 0.00108691+0.00546498j -0.000746388-0.00192376j 0.00105141-0.00454399j 0.00187663-0.000258645j -0.0036708-0.00551833j 0.00152794-0.0187082j 0.00391139-0.0119157j -0.000295477+0.0109947j 0.00177394-0.00202943j -0.00342166-0.00641146j -0.00110857+0.00566343j 0.000877612-0.00419125j 0.00110799-0.00615938j -0.00536492+0.0105455j -0.00105211+0.00341838j -0.00200652+0.00414783j 0.000555227-0.00336614j 0.000901242-0.000333869j 0.00225972-0.0015335j -0.00281866+0.00747717j -0.000518737+0.00227396j 0.000576058-0.0031909j 
0.00114044+0.00125474j -0.000482253+0.00131414j -0.00106511-0.00219068j -0.0057044-0.0025019j 0.0049857+0.0037682j 0.00367347+0.00510864j 0.00263034-0.00193333j 0.00284847-8.68613e-05j 0.00199073+0.00635937j -0.0161909-0.00430276j 0.0122362-6.20141e-05j 0.00233785-0.00116552j -0.00635839-0.00195616j 0.0151989-0.00501193j 0.00957374+0.00759601j 0.00721807-0.0113914j -0.0151384-0.00577713j -0.0251976-0.00343739j 0.0174727+0.00303263j 0.00559715+0.00492449j -0.0143263+0.00234746j 0.00680993-0.00112077j 0.00138333-0.0114437j -0.00513957-0.00781602j 0.000969764-0.00745194j -0.0217383-0.00786681j -0.015663-0.00296377j 0.000370978+4.52075e-05j 0.00306178-0.0114994j -0.00647463-0.00987963j 0.0203838+0.0121706j 0.00272592+0.0106054j 0.00277274+0.000919228j -0.00243178-0.00106224j -0.00980537-0.000596108j 0.000173909-0.00362257j -0.00035191-0.00343534j 0.0010733+0.00371159j 0.000880458+0.00207301j -0.00171503-0.000495074j 0.00129671-0.00119332j -0.00135514-0.00297904j -0.000505897+0.00215988j -0.000981626+0.000141213j -0.00308623-0.00202529j -0.00199465-0.00299196j -0.000556807+0.00219775j 0.000180349+0.0006919j -0.00366747-0.000846335j -0.000717589-0.00616679j 0.00213509+0.00204539j 0.00299644+0.00492997j 0.00434019+0.00941289j 0.000360397-0.000349205j 0.00204449+0.00234272j -0.00182884-0.00409112j -0.000541091+0.000610078j -0.000702611+0.00316931j 0.00116643+0.000773482j 0.000724275-0.00504005j -0.000640068-0.00680529j -0.00122036+0.0056082j -0.000197197-0.0130063j 0.000769993+0.0124643j -0.000194807+0.00495205j -0.00333009-0.00508206j 0.00195043-0.00626245j 0.00616023+0.0170315j 0.000969612-0.00340401j 4.64878e-05-0.00103637j -0.000384328+0.00734643j -0.00144357+0.000446453j -0.000743186-0.00641987j 0.00205775-0.00863842j -0.00141124+0.00660247j 0.000521925-0.00864782j -0.00512399+0.00852258j 0.00137074-0.00191516j -0.00375874+0.00642066j -0.000702996+0.000344185j -0.00169668-0.00576359j 0.00596514-0.0117343j 0.0010298+0.00117162j -0.000896253-0.00345317j -0.000639565+0.00127253j -0.000743177+0.00185269j -0.000722391-0.000218502j -0.00135326+0.000993865j -0.00281939+0.0028891j -5.40623e-05-0.00171797j -3.82777e-05+0.00119784j 0.000609079-0.00107814j 
0.00181803-0.000664783j 0.00265689+0.00134917j -5.61655e-05-0.000645075j -0.00172258+0.00127113j 0.00583519-0.000202009j 0.00313119+0.00275781j -0.00426819+0.00030501j -0.000200954+0.000192378j -0.000904197+0.00171426j -0.00403681-0.00442758j 0.00054664-0.00158939j -0.00182392+0.00138758j 0.000780845+0.000416548j 0.0042431-0.0041987j 0.000262268+0.00875862j 0.00326138+0.00234925j -0.00206332-0.0180603j -0.00772183-0.00584761j 8.26316e-05-0.00331029j 0.000810531+0.000166512j 0.0164423-0.0235436j -0.00824791+0.00802798j 0.00853031-0.00613051j -0.00927315+3.78887e-05j 0.00981587-0.00866395j -0.00420161+0.00102212j 0.00395188-0.0119412j -0.0028679+0.0166674j -0.0266958+0.00870863j 0.0191621-0.0121522j -0.0167785+0.0108083j 0.00520852-0.0058127j -0.000889056+0.00148916j -0.00431059-0.00111791j 0.0176336-0.00155494j -0.00147654+0.00282267j -0.00465283+0.00145721j 0.00475934+0.00202356j -0.000285183+0.00277172j -0.00284586-0.00293851j -0.00332674-0.00125526j -0.0019948-0.00331998j -0.00155125+0.000593936j -0.00199727-0.00345197j -0.00523466-0.0041746j 0.000663926+0.00527405j 0.0028992+0.00262914j 0.0019444+0.00278161j -0.000570874+0.00111273j 0.00101821-0.000540638j -0.00218158-0.00109188j 0.00217263+0.000932442j 0.000226949+0.00568794j 0.000698219+0.00462219j 0.00147031+0.00598471j 0.00261044+0.00442134j -0.000795512-0.00279745j 0.00249425+0.00549679j -0.00221073-0.0048815j -0.00082052-0.000347127j -0.000117324-0.00373532j -0.00462922-0.0105578j 0.0022014-0.00692678j -0.00210019-0.00224853j 0.00189742+0.00698328j -0.00367115+0.00911049j -0.000276164-0.00752722j -0.00249365-0.0104864j -0.000802263-0.0100598j 0.00143033-0.00342956j 0.00123753-0.00168641j -0.00231051+0.00530512j -0.00227898-0.00360364j 0.000548556+0.00784392j -0.000816816-0.00716939j 0.00040409+0.00323759j 0.000786653+0.00142878j 0.00267855-0.00965905j 0.00011748+0.00123904j -0.00133412-0.00216001j 0.00318441-0.0077422j -0.00141476+0.00734669j 0.0050977-0.00847743j 0.00158897-0.00424297j 0.00074117-0.00442708j -0.00238374+0.00781774j -0.00293476+0.0026859j 0.00163347-0.00575828j 0.00155389-0.00245069j 0.000345413-0.00015392j 0.000841488-0.000590139j 0.00120679-0.00320778j 
-0.000170309-7.52518e-05j 0.00133908+0.00143362j -0.000789424-0.000496494j 0.000778862-0.00206989j 0.00339413+0.00260855j -0.00190378-0.000568621j -0.00451999-0.000946951j -0.00207839-0.00285227j -0.010349-0.00820771j 0.00190318-0.00102591j -0.0046727-0.0040375j 0.00189335-0.00104573j 0.00420785+0.00746011j 0.0061108-0.00249784j -0.00454105-0.00592032j 0.00496224+0.0136755j -0.00526633-0.0236312j 0.00116987-0.0120621j 0.00169623-0.0011612j -0.00600357+0.00418755j -0.0119859-0.00575354j 0.0113899+0.0137753j -0.00102861+0.00867387j -0.00248386-0.0114352j -0.00742124-0.0079572j 0.00503515+0.00563353j -0.00782229-0.00814205j 0.002474+0.0197117j 0.0131139+0.00385182j -0.00516616+0.00233591j 0.00513003+0.00438696j -0.0029195-0.00639331j -0.000424458-0.000864996j 0.000193026-0.0034268j -0.00482068+0.00437868j 0.000608415+0.00108058j -0.000289341-0.00163277j -0.00106808+0.00173732j -0.00200701+0.000432032j -0.00233717-0.00526868j -0.000800749-0.00342134j 0.000205145-0.00277279j 0.000193832-0.00238177j 0.00168225-0.000271737j -0.00410279-0.00195967j 0.00301068+0.0073231j 0.00419907+0.00182296j 0.0019467+0.00131696j 0.0015753+0.000249357j 0.00645845+0.0114339j -0.00247776+8.86578e-05j -0.0011041-0.00617094j -0.00171611+0.00173678j 0.00151549+0.0102602j -0.00286593+0.000230287j -0.00160546-0.00683853j 0.00213857+0.0057712j 0.00331706-0.00656954j 0.00138185-0.000490121j 0.000580087+0.00825479j -0.000761568-0.0133524j -0.000117793-0.0103735j -0.00317981+0.00360498j 0.00397767+0.00666708j 0.000505367-0.011293j 0.000135274+0.000209824j 0.00509275-0.022744j -0.00179128+0.0106556j -0.00175265+0.0160776j -0.00198379-0.000776013j -2.03864e-05+0.012645j -0.00290371+0.00392062j -0.00208116+0.00334303j -0.00238975-0.00241048j -0.00126001+0.0156474j -0.000818268-0.001495j 0.00608041-0.00585826j -0.0029307+0.0149311j -0.00376872+0.0102203j 9.37091e-05-0.00408744j 0.00324152-0.00412029j 0.00184042+0.00368586j -0.00283819+0.00314203j -0.00233794+0.0101548j 0.00127032-0.00158694j -0.00151928+0.00438604j -0.000848168-0.000246715j 0.000707153-0.00235004j -0.000290367+0.000986755j 0.00109026-0.00111239j 0.00138394-0.00157014j 0.00109784-0.00119314j 
0.00186329+0.00182238j 0.00171556+0.000434146j -0.000408878-0.00112687j 0.00344936-0.00104921j 0.00431416+0.000500412j 0.0037658+0.0034011j -0.00565941+0.00165392j 0.00472044+0.00264445j 0.00694423+0.00441445j -0.00248123-0.00125862j -0.0112526-0.00421759j -0.00319624-0.00159742j -0.00301038-0.001513j -0.0157957-0.0126222j -0.00691075+0.00488518j -0.0119954-0.0101957j -0.00551096-0.00419235j 0.00984289+1.1249e-05j -0.0164841-0.00561891j -0.0122068-0.00126637j 0.00488028+0.00502997j -0.00171562-0.000172128j -0.0106113-0.0189484j 0.00224229-0.00275561j -0.0100456-0.0145477j 0.0179329+0.00720256j 0.00567945+0.0168261j 0.00865262-0.00124956j 0.0079374+0.00282994j -0.00610566-0.0159807j -0.0042142-0.00846753j -0.00890163-0.00569698j -0.000965784+0.00211336j 0.00540406-0.000768102j 0.00201204+0.00821215j -0.0036995+0.00215344j -0.000621559+0.00142751j 0.00114567+0.000525262j -0.000560289+0.00264083j -0.00454932-0.00359251j -0.00185859-0.00154407j -0.000588358-0.00372752j -4.5404e-05-0.00182684j 0.00125864-0.00284101j -0.00446451-0.00607866j -0.00312197-0.00125655j 0.00317498+0.00306433j -0.000298527+0.0031013j -0.000786161+0.00230531j -0.00253443-0.00807864j -0.00134423+0.00155513j 0.00206277+0.00116492j 0.00552994+0.0179368j -0.00439443-0.00688505j 0.00217585+0.00206875j -0.00068405-0.00138919j 0.00165142-0.000699375j -0.000894-0.00223326j 0.000267869-0.00452158j -0.000896327-0.0024152j -0.000472316-0.0042695j -0.00412791+0.00574388j 0.000729962-0.0133465j -0.00130382+0.00855305j -0.00234754+0.00215908j -0.00275563-0.00150337j 0.00307424+0.00269279j 0.00091812+0.00124201j 0.0014233-0.0164461j 0.0019404-0.00116559j 0.000777215-0.00570645j -0.0017628-0.00331808j 0.001081+0.000985398j -0.00158726-0.000674371j 0.000367572+0.00364628j -0.00117018-0.00129951j -0.000334846+0.0071777j 0.00367226-0.00740372j 0.000404217+0.00614449j -0.00321877+0.0102495j -6.95744e-05-0.00715538j 0.006336-0.00728479j -0.00219022+0.00142311j 0.00257258-0.00235414j 0.000819123-0.000398808j -0.00200441+0.00518117j 0.00201016-0.00494268j 0.00210188-0.00400995j 0.00109529-0.000172118j 0.000858079+0.000747375j -0.000221039-1.73491e-05j 0.000151367-0.000948384j 
-0.000992953+0.00423543j -0.00125291-0.00204629j 0.00124078-0.00292802j -0.0024666+0.000185253j 0.00285842-0.00290408j 0.00361898-0.00559865j -0.000729107+0.00623582j 0.00279972-0.00261966j -0.000693638-0.001361j -0.00267142-0.0022702j 0.00675353+0.00243193j 0.00803155-0.0133955j -0.00764092+0.00877707j 0.00847546-0.000668217j 0.00407602-0.00243481j -0.0086125+0.00606638j 0.00515955-0.00538381j -0.000265763-0.00444207j 0.00483584+0.00739921j 0.00327714-0.00586261j -0.00620486-0.00306124j -0.00395213+0.010005j 0.0154617-0.00656466j 0.024538-0.0210114j 0.0138192-0.00808449j -0.0095168-0.00283219j -0.000123342-0.0130165j -0.00309069+0.00440337j 0.00480002+0.000975444j -0.00339012-0.00200201j 0.00862377+0.00435798j -0.0041495-0.000637715j -0.00171505+0.00530458j 0.0185615-0.00560512j 0.00441776+0.000427125j -0.013011+0.00492551j -0.00175142-0.00113824j 0.0055067-0.000388724j -0.00031775-0.00108655j -1.74528e-05-0.00136883j 0.00324076-0.00208936j 0.00502914+0.000258912j -0.00231425-0.000612451j -0.000632751-0.000715999j -0.00175742-0.00168997j -0.000780156+0.0016738j 0.00280949+0.00459962j 0.000925982+0.00108256j 0.000281944+0.000457532j 0.000430704-0.00135363j -0.00157819-0.00160568j -0.00640239-0.00861765j 0.00210221+0.000263204j -0.000336141-0.00456783j -0.000758377-0.00516673j -0.000419668+0.00614526j -0.000108927-0.00395674j -0.00451027-0.00848285j 0.000479086+0.00604276j 0.00190605+0.00126992j 0.00346681+0.0134713j 0.00125531+0.00244658j 0.00224028+0.0099371j -0.00176079-0.0077247j -0.000115635-0.0019016j -0.00292534-0.0011317j 0.000837815+0.0225124j -0.00213356-0.0064105j -0.000276884-0.00549763j -0.00145439+0.0121442j 0.00226202-0.0155921j 0.00224594-0.011732j 0.00110141+0.003353j 0.00181002+0.00460936j 0.00693379-0.00824306j -0.000330516+0.00168114j 0.00370778-0.0137798j 0.000188112+0.00301492j -0.000186844-0.000436134j -0.00270326+0.0138405j -0.00294575+0.00468981j -0.000119341+0.000224206j -0.00155483-0.00373441j -0.00132478+0.0011715j 0.00073511-0.000382101j -0.00193498+0.00247229j 0.00220879-0.0074272j 0.00171547-0.00589225j -0.0007146-0.00216353j -0.000517417-0.000628348j -0.000697602+0.000254259j -0.00200524+0.00333391j 
