0.00361179+0.00891926j -0.00958587-0.00461124j -0.00625721-0.0095932j -0.00389589-0.0112475j 0.000472112+0.00235339j -0.00117257-0.00109935j -0.00264164-0.00206868j -0.00205497-0.0100398j -0.00186771-0.00290366j -0.00165725-0.000239938j 0.00341493+0.0115393j 0.00576697+0.0102455j -0.00595628-0.00958408j -0.00455454-0.0135179j 0.00181828+0.0131939j 0.00540541+0.000799714j 0.000531898-0.000603699j 0.00168429+0.00436999j 0.00365828+0.0120392j 0.00276327+0.0067249j -0.00293109-0.0101505j -0.00401098-0.00520975j -0.00362552+0.000853067j -0.00247876-0.00345119j 0.002937-0.00479423j 0.0028844+0.0177779j 0.00071832-0.00555299j -0.0024909+0.00296226j 0.00257253-0.00855002j 0.000349523+0.00459136j -0.000246792-0.0134807j -0.00190634+0.00985456j 0.00484014-0.00321459j 0.000312508-0.00262854j -0.00255389-0.00783206j 0.000896608-0.00230432j 0.0052829+0.00658795j 0.00734706-0.00996419j -0.021716+0.0153129j -0.00176188-0.0178518j -0.00197105+0.0116504j -0.00553549+0.00754632j -0.00887287+0.00161909j 0.00595311-0.00351437j -0.00305797-0.00116281j -0.00739266+0.00407144j 0.000253732+0.00319332j -0.00675356+0.000818868j 0.00538964-0.00312788j 0.00134006+0.0016509j -0.00480707+0.00211057j 0.00875474-0.00476048j -0.00312867+0.0020857j 0.00433809-0.00427432j -0.00441873+0.00248192j 0.00967475-0.00441655j -2.90507e-05+0.000779494j 0.000267793+0.0025563j 0.00201485+0.000709137j -0.00478037+0.00557028j 0.00461274-0.00366168j -0.0154528+0.00400001j 0.00740915+0.000739041j 0.00714489-0.00480126j 0.00738592-0.00167754j -0.00427325-0.00203178j 0.00143209+0.00297808j -0.00248527-0.000576331j 0.00612312-0.0019828j -0.00841567+0.00200702j -0.00851852+0.00448952j -0.00397475+0.0012676j 0.010508+0.00200713j -0.00310349-0.00166888j 0.00902286-0.00405949j -0.000361072-0.00157239j 0.0086817+0.00253296j -0.00829462-0.00215659j 0.00679641+0.00146821j 0.00596893-0.000590396j -0.00465315+0.00204546j 0.00313375-0.000819332j 0.0124609+0.00318955j 0.00488766+0.00317873j -0.00584398-0.00313489j 0.00579425+0.000657429j 0.00384898-0.00139993j -0.00586191-0.00261946j -0.00755526-0.000665162j -0.00774783-0.00555207j 0.00905635+0.00498339j -0.0156617-0.00234502j 
-0.00395309-0.00207929j -0.00208766-0.00318348j -0.00152795-0.00219799j 0.00627416+0.00709966j -0.00405538-0.00196701j -0.000535669+0.000622621j -0.00496427-0.00749817j -0.00445369+1.5685e-05j 0.00557029+0.0029394j 0.00414139+0.00569533j -0.00141814+0.00297595j 0.00573781+0.00652813j 0.00117575-0.00115616j -0.00147349+0.00317217j 0.00112902-0.00466828j -0.00377889-0.0035039j -0.00461846-0.000285128j 0.00218826+0.000918165j -0.000774946+0.00179701j 0.00965801-0.0035112j -0.00224671-0.000795727j -0.00313726+0.000691871j 0.00174825-0.00433401j -0.00237416-0.0079742j 0.00149809-0.000289422j -0.00248677-0.00248053j -0.00561292+0.00651003j 0.00412856+0.00109762j -0.0067278+0.00536344j -0.0169204-0.00652583j 0.00224821-0.0104978j 0.00474746-0.00286971j 0.00184876-0.00109962j -0.0115226+0.010838j 0.00858048+0.0175601j 0.00764869-0.0132845j 0.0115773+0.00879359j 0.00711838-0.00626906j -0.00410097-0.00112299j 0.0126372-0.0150914j -0.00683262+0.0220771j -0.00736332+0.0030568j 0.00225806+0.00477537j -0.0023803+0.00330792j 0.00058148-0.00363719j 0.00167483-0.00478467j -0.0019841+0.00452052j -0.000459324-0.00482335j 0.0024881+0.00366861j -0.00214776+0.00202048j -0.0014152+0.0013456j -0.000325967-0.00544354j -0.000167908-0.00136406j 0.00128545-0.0029841j -0.00168997-0.00315839j 0.000612502+0.00219859j -0.000876471-0.000124428j 0.00219068+0.000859705j 0.00125795+0.00686135j 0.00136381-0.00536609j 0.00407911-0.00222054j -0.00101311-0.00389301j -0.00189964-0.000836175j 0.000256887-0.00265707j -0.00127627+0.000210904j -0.000443557-0.0017677j -0.00260154+0.000280708j 0.00024346-0.000429327j -0.00154855-0.00216318j -0.00351836+1.50531e-05j 0.0034254+0.00372327j -0.00742806-0.00180726j 0.00352865+0.000627327j 0.00176508-0.00264999j -0.00193862+0.000423083j 0.00159207+0.0069837j -0.00456912-0.00164442j -0.00127493+0.0058116j -0.000747534-0.0122335j -0.00278308+0.00106908j -0.000288853+0.00762155j -0.0020792+0.00498534j 0.00402974-0.00112552j -0.00034378+0.0100271j -0.00718709+0.011631j -0.0139534+0.00816037j 0.00423129+0.0113846j 0.00830756-0.00905455j 0.00331636-0.000196532j -0.0116329+0.0125839j -0.00283974-0.00233382j 0.000877087+0.00404866j 
0.00169132-0.000112372j 0.00211481-0.00138331j 0.00516188+0.0043906j 0.00266696-0.00255581j -0.00342097+0.00581918j -0.00236994-1.70238e-05j 0.000802978+0.0015698j 0.0020126+0.0080899j 0.00245538-0.00581571j 0.00128008+0.00518802j -0.00202107-0.000300931j -0.00316053-0.000795492j -0.000733024-0.000755063j 0.00305341+0.00302429j 0.000594813+9.45073e-05j 0.003115+0.00208335j 0.00339889+0.0042068j -0.0012587-0.00282367j 0.000487233-0.0014042j -0.000781315+0.00222412j -0.00306244+0.00355766j 0.00550476+0.00490319j -0.00794262-0.00595438j 0.000365183+0.00366315j 0.0048624-0.000188482j 0.00374705+0.000584831j 0.0103228+0.00353578j -0.00770063-0.00260254j 0.0090249+0.00557794j -0.0020243+0.00509149j -0.0115609-0.0133292j 0.00406712-0.0211863j -0.00150486+0.00707426j -0.00320516+0.00252231j -0.00537227+0.00362939j 0.00591404+0.0191537j 0.0220698-0.0147505j -0.0175693-0.000668948j -0.00646886+0.0138553j -0.00721958+0.00453291j 0.00436606+0.00717376j -0.00396131+0.00993177j 2.49396e-05-0.00388177j -0.0036261-0.0047732j 0.000154655-0.0107081j -0.000931033+0.000561043j -0.00156092+0.00100892j -0.00293069-0.00244287j 0.00332678+0.00360719j -0.000938251+0.00206628j -0.0041678+0.00191429j -0.00405994-0.00141229j -0.00132828+0.00270198j 0.0014036+0.00182267j -0.0014942+0.00298779j -0.00160445+0.0014539j 0.00371204+0.00139726j -0.00386606-0.00421664j -0.00150423-0.00366285j -0.00278693+0.00208061j 0.00366137-0.000340896j -0.00349857-0.00461492j -0.00290148-0.000189139j 0.000867038-0.00162635j 0.00208613+0.000550182j -0.00653566-0.000315827j -0.00322415+0.000297447j -0.00420292-0.000275449j 0.00195053-0.00262364j 0.00363686-0.00199412j 0.00404772-0.000571088j -0.00114982+0.00296976j 0.00279489-0.00880782j -0.00538159-0.00116018j -0.00567258-0.00261113j -0.00125961-0.0172312j 0.00433303-0.00430099j -0.00426026+0.00344535j 0.00151757+0.00605959j 0.00141395-0.0100372j 0.00430205-0.00723279j 0.00135972-0.00191006j 0.00102123-7.92065e-05j -0.00941965+0.00994089j 0.00593977-0.00609611j -0.00392754-0.000275347j -0.0046822-0.000230467j 0.00479454+0.00502758j 0.0174172-0.0161272j -0.00155634+0.00613107j -0.00421179+0.00307325j -0.00200435-0.00161314j 
-0.00315891+0.00050024j 0.00736382+0.00241885j -5.2359e-05+6.17513e-05j 0.0100131+0.0017045j -0.00878666-0.00362959j -0.00457894-0.00438798j -0.00602056+0.00243252j -0.0120614-0.00218459j 0.00647297+0.00711885j -0.00571505-0.000487828j 0.00299327-0.00465612j -0.000910612-0.00373388j -0.000633356+0.000640903j -0.00627831+0.00209092j 0.00396228+0.00285764j -0.00262553+0.00260046j -0.00371335+0.0033655j 0.00256375-0.00166307j 0.00483661-0.0042239j 0.00197107+0.00831466j -0.0031635-0.00480683j 0.00318875+0.00472415j 0.0036133-0.00688631j 0.00301557+0.0013273j 0.0101973-0.000635883j 0.00282063-0.00673992j 0.00132273+0.00580663j -0.0038519+0.00370966j 0.00354143-0.00346608j 0.000118293-0.00504384j 0.00398131+0.0164381j 0.0104553+0.00902452j -0.000982467+0.00263204j 0.0086054+0.000246601j 0.0066859-0.0104513j 0.0110992-0.00249211j -0.00922571+0.02893j 0.00369201-0.0024975j -0.00135125-0.000373668j -2.04106e-05-0.00825175j -0.000394036-0.00976317j 0.0123228+0.00623316j 0.00201243-0.00633151j 0.00730617+0.00721732j 0.000607344-0.00105408j 0.0019161+0.00113178j 0.0014192+0.00320097j 0.00239654-0.00188202j 0.000223949-0.00187196j 0.00059099-0.00188296j 0.000406384+0.00109867j -0.00261998+0.000142431j -3.59767e-05-0.00048429j -0.000427932-0.00152455j -0.00105346+0.000498441j -0.00091081+0.000278559j 0.00156145+0.00226729j 0.000291876-0.00290033j 0.000973348-0.00202871j 0.0020397+0.00371157j 0.00337881+0.00315714j -0.00137694+0.000479735j -0.00190878-0.00196158j -0.00116852-0.00545364j -0.000349839-0.000623702j -0.00383642-0.00260456j -0.000453641-0.00396867j 0.000138283+0.00769154j -0.00112781+0.00198551j 0.000353315-0.00521209j 0.00225534+0.000450549j -0.00210793+0.000679823j -0.00323983-0.00970892j -0.0018482+0.000594555j -0.000691674+0.00203432j -0.0026292-0.0197211j 0.00210255-0.00499588j -0.00205397-0.000150836j -0.000401399+0.00669432j 0.00282579-0.0110864j 0.00331499-0.0100555j 0.00423407-0.0100678j -0.0043893-0.000686167j -0.00832203-0.00107492j 0.0104299-0.00822002j 0.00365736+0.000768137j 0.00239941-0.00627943j 0.00473386+0.0028536j 0.00099433+0.0074783j -0.00418911+0.00396798j -0.0013474-0.00491328j -0.00243497+0.00199255j 
0.00222021+0.00118427j 0.00540452+0.000137644j 0.000116171-0.0032785j -0.000605452+0.00311324j 0.00194187-0.00458131j -0.00460261-0.00155894j 0.00268477+0.00459201j -0.000567424+0.000652623j 0.000808892+0.00436363j -0.00799564-0.000673658j 0.00440919-0.00464531j -0.00755528-0.0066518j 0.000119223+0.000636094j -0.00327958+0.00112727j -0.00197741-0.000205867j -0.00164859+0.00462256j 0.00257816+0.00175504j 0.00178441+0.000400818j 0.000349273-0.00141873j -0.00912741-0.00398563j 0.00484971-0.00476518j 0.000858523+0.00369199j 0.00723469-0.00707234j 0.00484462+0.0010011j 0.00814985+0.00765472j 0.00471836+0.00541989j 0.00909879+0.00742654j -0.000737-0.00612191j -0.000266121+0.00709019j 0.00643872-0.00809062j -0.00366896-0.0206204j 0.00595284+0.0140414j -0.00624903+0.00133837j -0.00221847+0.0183518j 0.00519316+0.0115799j 7.83334e-05+0.0291731j 0.00677264-0.00361466j 0.012652-0.00984948j -0.00496428+0.00394195j 0.00216114-0.00477137j -0.0122722-0.00778224j 0.00354672-0.00961298j -0.000792865+0.00314195j 0.000573947+0.00401877j 0.000460951+0.00809651j 0.0037118-0.00192903j -0.00599533-0.00784774j 0.000198624-5.42163e-05j -0.00369873-0.00383382j -0.000208205-0.00156597j 0.00510886+0.000904101j 0.00548983+0.0103628j -0.00102874-0.00325765j 0.00189436+0.00074866j 0.000618156-0.0014876j -0.000908375-0.00484475j -0.0018614+0.00241012j 0.0021866+0.00125705j 0.00088179+0.000359625j 0.000776434-2.84016e-05j -0.000232761-8.52925e-05j 0.00279966+0.0057721j -0.00124417-0.00161458j 0.00227846+0.000849163j -0.000796348-0.000480356j 0.00575288-0.00145763j 0.00279797-0.00349098j 0.00254836+0.00634323j 0.000534423+0.00838082j -5.0144e-05-0.00256828j -0.00307002+0.00677132j 0.00214226-0.00115683j -0.00176467+0.00226569j -0.00125504-0.00674421j -0.00375817+0.00336934j -0.00454095-0.00305193j -0.00308813+0.00673408j -0.001613-0.00570792j -0.000658537+0.00634905j 0.00440102-0.00639497j 0.000475647-0.000137666j 0.00415165-0.0134862j -0.00134067-0.00462115j 0.00483288-0.00251878j 0.00138918-0.000118086j 0.00540445-0.00523335j 0.00272824+0.00191063j -0.00850311+0.0161262j -0.00338792+0.00590237j -0.000923747-0.00349464j 0.0011706-0.00395935j 0.00106775-0.0057918j 
-0.00287015+0.00166131j 0.00389707-0.00108093j 0.00524533-0.000981846j 0.00318658-0.00233992j 0.00131971+0.00214533j 0.00100056+0.00146796j -0.00197726-0.00137339j 0.00277351+0.00101877j -0.00228232+0.00211089j -0.00223765-9.80208e-05j 0.0038813-0.00274191j 0.000818779-0.000417131j -0.00210894+0.00285989j 0.00180156-0.000154366j 0.00630684-0.00421477j 0.00211941-0.00468499j 0.00176172+0.00123927j -0.00305576-0.000686414j 0.00182552+0.000313j -0.00364165+0.00143141j -0.00504957+0.0127348j 0.000985369-0.00159421j -0.00378558+0.00224618j 0.0117118-0.00319905j -0.00262383+0.00353075j 0.000234034+0.00175652j -0.00456499-0.0014938j -0.00108028-0.0010864j 0.0146529-0.0103422j -0.00806018-0.00668066j 0.00997094+0.0013077j -0.0125126+0.00470988j 0.00987839+0.00488713j 0.00271774+0.0173543j -0.0147508+0.010237j 0.00745364-0.00665829j -0.00601408-0.00383168j 0.00456588+0.00554823j 0.00406241+0.00398492j 0.00288111-0.00207084j -0.00409632-0.00478357j 0.0100935-0.000968557j -0.00348157-0.00232399j 0.00367544-0.00500417j -0.00223004-0.00238172j 0.00408492+0.00708622j 0.00161664+0.000674354j -0.00224883-0.00147774j -0.00038081-0.00374644j 0.00170397+0.00100872j 0.000522289-0.00143054j 0.0046577+0.00744664j -0.00169458-0.00592997j 0.00110221+0.00465658j 0.001346+0.00863529j 0.00518566+0.00859073j -0.00324661-0.00479673j 0.00207941+0.0103408j -0.00404828-0.00867609j -0.00115325+0.00244721j -0.00334272-0.00110191j -0.00168149-0.0078323j 0.00517887+0.00180986j -0.000261266+0.000336882j 0.00345958+0.00736338j -0.00310396+0.0101331j -0.00241063-0.000887724j -0.00537334-0.0141933j -0.000284395-0.00755064j 0.00297576-0.00172788j 0.00202739+0.0022479j 0.00393993+0.00667619j -0.00477251-0.005603j -0.00272022+0.00924362j -0.000952571-0.0120758j 0.00239118+0.00277653j -0.00174542+0.00902559j 0.00481595-0.0133056j 0.00201313+0.00434447j 0.00154935-0.0102065j 0.0069848-0.0124083j -0.0136462+0.00963069j 0.00743414-0.00646203j 0.00507304-0.0182911j -0.000339969-0.0120742j 0.00217436+0.00641367j -0.00971431+0.0119044j -0.00412495+0.00549219j 0.00276874-0.00568314j 0.00054049-0.000320785j 0.000608767-0.00595215j -0.000109512+0.000925961j 
-0.00274774-0.000265111j -0.000429892-0.00251938j 0.00133967-0.000994147j 0.000279906-0.00112173j 0.00127026+0.00104779j -0.000352769+0.00663042j 0.00130215-0.00156279j 0.00197404+0.0014147j -0.00428456-0.00364886j -0.00076137+0.000240761j 7.35131e-05+0.000756047j -0.00285935+0.0049943j -0.00043722-0.00290987j 0.00210985-0.000830159j -0.000596533+0.00651431j 0.00501002+0.00380243j -0.00113243+0.00174553j -0.00239497-0.00313625j 0.0030843-0.00585799j 0.00120479-0.00815035j -0.0041517-0.00270992j 0.00771348-0.00619961j -0.00751266+0.0037364j -0.0092855+0.0130661j -0.00301033-0.00362817j -0.00139076-0.0013432j 0.0058496+0.00470434j 0.00158776-0.000755671j 0.00237384+0.00386115j 0.00898966-0.00417497j -0.00282744+0.000851208j -0.010052+0.00551592j 0.00140508-0.00198971j -0.0295846+0.0142473j -0.000684914+0.00407946j 0.0200588+0.00220917j -0.00380767-0.0116517j 0.00820043+0.000933464j 0.00590838-0.00257455j 0.00494548-0.00125104j -0.00259635-0.00944273j 0.0092773-0.000823712j -0.00269024-0.00845541j 0.00332321-0.0019633j -0.00262967-0.00570585j 0.00162779+0.00325576j 0.00569824+0.00620468j 0.00178225+0.00329067j 0.00103778+0.00725777j 0.00240415-0.00276015j 0.000691206+0.00312012j -0.00201959-0.00620686j 0.00333953+0.0111795j -0.00349383-0.00150606j -4.09909e-05-0.00628654j -0.00377817+0.00091006j 0.00142325-0.00336687j 0.00149778-0.00105993j 0.00154067+0.00835215j 0.00321203+0.00265745j -0.000658173+0.00207685j -0.000937965-0.00142589j 0.00339723+0.00565521j -0.00254045-0.00350764j 0.000157088-0.000991784j -0.00545703-0.00643325j 0.0030531+0.0133824j -0.00189922-0.00290976j -0.00341809-0.00130291j -0.00146258+0.00692269j 0.00223963-0.0095893j 0.000386623-0.00456698j 0.00485143+0.0114068j 0.00357663+0.000244084j 0.00845504-0.00725836j -0.00211547-0.0046543j 0.00615846-0.00666422j 0.0024873+0.00620064j 0.002715+0.00191097j -0.0058814+0.0145942j -0.00399172-0.00217305j 0.00286196-0.00616176j -0.00550272-0.00236961j 0.00143644-0.00451337j -0.000421367+0.000299517j -0.0121727+0.0118465j 0.00455702-0.00917858j 0.00383226-0.000682536j 0.00378253-0.00480786j 0.000508542-0.000934811j 0.00673837-0.007394j -0.00230555+0.00309386j 
0.000466422-0.00526459j 0.00388405+5.79481e-05j 0.000355179+0.000866881j -0.00194584+0.00370151j -0.00161317-0.000271212j -0.000344825+0.00190267j 0.00372547-0.00523475j -0.00441879-0.00219857j 0.000858574+0.00133921j -0.00513789+0.00164139j -0.00361751+0.00143376j -0.0039509+0.00409284j 0.000138476+0.000730495j -0.00164849+2.40958e-05j 0.00597498+0.00231433j 0.00300685-0.00302737j -0.00182096-0.00317887j -0.00219201-0.00189926j 0.000328042+0.000404631j 0.00566853+0.00546966j -0.00575042+0.00351688j 0.00207807-0.0010194j 0.000947036-0.000779992j 0.00465283-0.000566193j -0.006856+0.00142853j -0.00229527-0.00187052j -0.00654271-0.000725812j 0.000650007-0.000641418j -0.00280305-0.00211067j -0.0010413-0.00712667j 0.0188043+0.000933242j 0.0124313-0.00616391j -0.0066429+0.00665842j -0.0147563-0.0129388j -0.0314891-0.000191507j -0.000864015+0.00520941j 0.0113396+0.0158979j -0.000742881+0.00631102j -0.00865711-0.00700008j 0.00931562-0.00156774j -0.0160721-0.000623207j -0.0063716-0.00577025j -0.00255441+0.0011011j -0.00418621-0.00471293j 0.000656493+0.000116873j 0.0014216+0.00314698j -0.00257068-0.000949183j 0.00253164+0.006264j -0.000475325+0.00364904j 0.000627587-0.00161111j -0.00213218-0.00353453j 0.00202108-0.00286839j 0.00148902+0.00446061j 0.000229665+0.005046j 7.47116e-05+0.0018667j -0.000831808+0.00254858j -0.000934327-0.00207344j 0.00204656+0.00140109j -0.000288339+0.00256645j 0.00214815-0.000668558j 0.00259993+0.00672746j -0.00092022-0.0054488j 0.00120354-0.00518624j -0.00148569-0.0040367j -0.000363378+0.000196711j -0.00397861+0.00400736j -0.00178675+4.34274e-05j 0.000675422-0.00148846j 0.000247079+0.000955383j -0.00145771+0.00101565j 0.00243272-0.00659007j -0.00309424-0.00282364j 0.00296359+0.00424573j 0.00682133+0.0125648j 0.00369174-0.00206503j -0.00137335+0.00204549j 0.00220617-0.00748321j -0.00241057-0.0100618j 0.00321707+0.0065429j -0.00167055+0.00730563j 0.00690517+0.00796254j 0.000894665-0.0127193j 0.00636812-0.0229231j -0.000566572+0.00643152j 0.00178548+0.000311228j -0.000140456-0.0103946j -0.00127463-0.00549138j 0.00777637-0.0104297j 0.00315641-0.00287311j 0.003788-0.00427427j 0.00271992-0.00344192j 0.00365358-0.00880064j 
-0.000724261+0.000368238j -0.000889086-0.00519075j 0.00399536-0.00221755j -0.00333713+0.000317051j 0.00225936-0.00122454j -0.00392785-0.00170518j 0.00201117-0.000374964j 0.00213034-0.00246187j -0.00108441-0.000617644j 0.00228339+0.00319709j -0.00125055+0.00130421j -0.0044647+0.00399728j 0.00363596+0.000523514j -0.00118582+0.000130378j -0.00172441-0.00419873j -0.00176015-0.00331967j 0.00168221-0.00662867j 0.00186159+0.0025083j -0.00201212+0.00406361j 0.00949765+0.00833131j 0.0136929-0.00630956j -0.00135412+0.00217396j 0.00274502+0.00436212j 0.000440816-0.0100928j 0.00939044-0.00507851j 0.00260402-0.00636724j -0.00218925-0.010424j 0.00150289+0.0117665j -0.00886017-0.0077782j 0.00824506-0.00165517j -0.0039328+0.00778659j -0.0116117-0.00857777j 0.0114162-0.00032674j -0.00802632-0.0184402j 0.0012785+0.0114716j 0.0136505-0.00488838j -0.0087868+0.00153903j 0.00776847+0.0150045j 0.0105406+0.000257862j 0.00817296+0.0115168j -0.00475968+0.00254034j 0.00517037+0.000977692j -0.00526761+0.000157464j -0.00161174-0.00595525j 0.00115767-0.00165187j 0.00221441+0.000221225j -0.00431166-0.00643057j -0.0055824-0.00452972j 0.00089793-0.000957625j -0.000395226+0.00216087j 0.00252011+0.00203079j 0.0032761+0.00727498j -0.00222189-0.00124248j 7.35664e-05-0.00197642j -0.00111118-0.00144903j -0.000680799-0.0030927j 0.00104164+0.00247073j -0.000915647-0.00220913j -1.63325e-05-0.00246158j -0.000756654+0.00430883j -0.00149284-0.00237668j 0.00108219+0.00596487j -0.00112747+0.00488687j 0.00263347+0.00836668j -0.000145961-0.00383769j 0.00344158-0.00653492j 0.0039127+0.0026206j 0.00259315+0.00771271j 0.00246778+0.00452588j 0.000733631+0.000498341j 3.98352e-05+0.00990067j 0.00428732-0.000853607j 0.00507615+0.005694j -0.000511055-0.000850648j -0.00835693+0.0086048j -0.00384447-0.0111868j -0.000453834+0.00408191j -0.00151745+0.00680067j -0.00312944+0.0118128j 0.00449248-0.00829236j -0.00064329-0.0081631j 0.000669774-0.0152971j -0.00380347+0.00434522j 0.000725417-0.00970499j -0.00432249+0.000387501j 0.00430063-0.0119216j 0.00452931+0.0063929j -0.00561993+0.0133545j 0.00551524-0.00843765j -0.00230561+0.00284533j -3.40448e-05-0.00234193j -0.00199668+0.00171219j 
-0.00248451-0.00139948j 0.00152479+0.00253456j 0.000364094-0.00022295j -0.00371025+0.00280457j 0.00874848+0.00316693j 0.00690772+0.00300302j -0.006061-0.000545213j 0.00360077+0.00219131j -0.00383843-0.000172883j 0.00273388+0.00258965j 0.00149518+0.00431789j 0.0107921-0.000843096j -0.00482691+0.00106737j -0.00217562-0.00652043j -0.000123745+0.00388532j -0.00290989-0.00358892j 0.00313488+0.00294097j 0.000584496+0.00367837j -0.00902303-0.00940599j 0.00031114-0.0052321j 0.00471166+0.0100752j -0.00760229-0.0150585j 0.0105705+0.00814717j 0.0151636+0.00882988j -0.0010469-7.29244e-05j -0.0025152+0.00407124j 0.0107437-0.00930944j 9.90956e-05+0.0100368j -0.000827817-0.00781815j 0.00431767+0.000546705j 0.000335974-0.00995546j 0.00169968-0.0176369j -0.0129322+0.00494585j 0.00664838+0.0158008j 0.00133895+0.00934261j -0.00302623-0.0178478j -0.00583871-0.00896311j 0.000119567+0.00941218j -0.00174789+0.00020408j 0.00155394-0.00284024j -0.00168331-0.00247624j -0.000174471-0.00324278j -0.00135327+1.98037e-06j 0.00327649+0.00537991j -0.00428813-0.000242753j -0.00135894-0.000265827j 0.000179111-0.000385069j 0.00114368+0.00187301j 0.000710555+0.00568129j 0.00172834+0.00320519j 0.00310073+0.00677387j -0.000732911-0.00118543j 0.00075878+0.000243323j 0.0012277+0.00422456j -0.00183378-0.0032365j -0.00104463-0.00394038j -0.00266082+0.00332289j 0.00606446+0.000438233j 0.00415353+0.00863326j 0.00161178-0.00767315j 0.00242762-0.00129627j -0.000149815-0.0042356j -0.000955072-0.00524898j 0.00114457-0.0085471j -0.00130156+0.00409923j -0.000126578-0.0053536j 0.00064911-0.00939815j 0.0012921+0.0114381j -0.00269051+0.00930281j -0.00363531-0.00881835j -5.82527e-05+0.0072663j -0.00127328+0.00515598j -0.00265586-0.00466573j 0.00230394-0.00860907j -0.00104283-0.000285551j 0.000364241-0.0172883j -0.00157658-0.00255068j -0.00323367+0.00880373j -0.00068531-0.00849191j 0.0034855-0.0104016j -0.000288296-0.00320475j 0.00527615-0.00709022j 0.000541814+0.000325195j -0.00500289+0.015162j 0.00302405+0.00104866j -0.00357462+0.00889616j 0.00196899+0.00253281j -0.003069-6.98327e-05j -0.0041079+0.00326701j -0.00208632+0.000196162j 0.000311678-0.00250189j 0.0020341-0.00188372j 
-0.00055584+0.000978185j -0.00023379+0.00172329j 0.000320854+0.000252226j -0.00575966-0.00382766j 0.00360738+0.00236969j 0.00287242-0.00285272j -0.00754156-0.00283916j -0.001785-0.00250569j -0.000931654+0.00233184j 0.000759485-0.000670127j -0.00331007-0.00211756j 0.00485733-0.000349581j 0.00122283+0.00149025j 0.0020202-0.00808735j -0.00255969-0.00899429j -0.00509147-0.00709826j -0.00134804+0.000249897j -0.00278671+0.00738247j 0.00574383-0.00565774j 0.00773159+0.000318579j 0.0198136+0.0138176j -0.00179559-0.000787045j 0.00216436+0.0157289j -0.00730868+0.00540643j 0.00181135+0.0176901j -0.00135107+0.00734996j 0.00145606+0.0230233j -0.00673842-0.00350564j -0.0170155-0.00998369j 0.00439218+0.0185332j 0.00436017-0.0142368j 0.00524312+0.013452j 0.00363266-0.0147088j -0.0036055+0.00449961j 0.00268387+0.0274956j -0.0159007+0.000205052j 0.000575567+0.00261108j 0.00466401+0.00464173j -0.0022144-0.00220809j 0.000943902+5.71929e-05j 0.0042744-0.0010209j 0.000706128+0.00456003j -0.0032165-0.00146186j -0.00261703-0.00371601j -0.00232665-0.00340845j -0.00202243+0.00450371j 0.00361453+0.00525068j 0.00214996+0.00029748j 0.000523632+0.000404502j 0.00118327+0.00104499j -0.00403871-0.00401773j -0.00172332-0.00510887j 0.000642481+0.00461204j 0.00254275+0.00300805j 0.00150533+0.00579004j 0.00168413+0.00526894j 0.00159535-0.000532674j -0.00302883-0.00198319j -0.000513475-0.000624042j -0.000271781+0.00170593j 0.00178722+0.00157205j -0.00134913-0.00310624j -0.000739501-0.0019961j -0.000352088+0.00736506j -0.000706768-0.00226777j -0.00288271+0.00242665j 0.000607559-0.000513365j 0.00206236+0.00722894j 0.000475572-0.0051152j -0.00102144+0.00497741j 0.00264042-0.00139085j -0.000584197-0.00424169j 0.000432403-0.00813175j 0.000713334+0.00290045j 6.28069e-05-0.000420861j 6.28031e-05-0.00935022j 0.00431703-0.00533388j 0.000390309-0.0019979j -0.00498863+0.0128276j -0.000553353+0.00499456j -0.00102576-0.00220415j 0.00131096+0.000499374j -0.000642676-0.00837245j -0.003969+0.00285691j 0.00105095-0.00256875j 0.000132139-0.000707133j -0.00219961+0.000793926j 0.00345476-0.00639363j 0.000650452-0.00420481j 0.00124981-0.00157965j -0.000909144+0.0014812j -0.00107666+0.00140919j 
