0.00337094+0.0108285j 0.00301271+0.000806837j 0.00340285+0.00332732j -0.00390581-0.0156454j -0.00367938-0.00532453j -0.00366487-0.00897284j 0.000787192-0.0107881j 0.00365228+0.00388022j -0.00101039-0.0077817j 0.00128137+0.00563295j 0.00124897+0.00963605j 0.00461802-0.000512511j -0.00073883+0.00739756j -0.00293367-0.00449879j -0.000197532+0.00252716j 0.0032189+0.0045644j -0.000943197+0.000905449j -0.000644078-0.00323964j 3.68858e-05-0.00591663j -0.00334657-0.00332963j -0.00155081-0.000696043j -0.00118825+0.00708439j 0.00656986+0.00928523j -0.00311064-0.0106793j 0.00468499+0.00844058j 0.0129974-0.00877579j -0.000957089+0.00268977j 0.00142995+0.00752187j 0.000563844-0.00157183j 0.00345047+0.0168547j 0.00302633+0.00632498j 0.00337971-0.00479685j -0.00509855-0.0109047j 0.000267365-0.00205111j -0.000949847+0.00467511j -0.00405138-0.00531046j -0.00255367-0.00104445j -0.000375952-0.00564646j -0.00423638+0.00665691j -0.00199785-0.00792456j -0.00605178+0.00897333j -0.00104201-0.0039219j -0.00511488+0.0130033j -0.00131081-0.00214071j 0.00678474-0.00433397j 0.00279386-0.00403696j 0.00494776+0.000234031j 0.00477838+0.00595573j 0.00810249-0.00170267j -0.010007+0.0167905j -0.00932863+0.00614035j 0.00613203-0.0118072j 
0.00319324+0.000426362j -0.00233837-0.000373046j 0.00466659-0.000823869j -0.00986353-0.00202547j -0.00621875-0.00510897j 0.00336813+0.00512481j 0.00426486+0.000360213j 0.00790171+7.58593e-06j 0.0122902+0.00439177j 0.013397-0.000190383j 0.00134979-0.000603523j -0.00415974+0.00133867j 0.0128998+0.0115907j 0.00447866-0.00157242j 0.00150091-0.00787329j 0.0142372+0.00459321j 0.000198834-0.00444857j 0.00762775+0.00650529j 0.00510921-0.00544381j 0.00218235-0.00223429j 0.00561462-0.00268551j -0.00097822+0.000421402j 0.00607582+0.00624112j 0.0117068+0.0099124j -0.00128979+0.000238326j 0.00221398+0.00805224j -0.000651352-0.00557698j 0.0124831+0.00332461j 0.00273015-0.00286462j -0.00557745-0.00470344j 0.00394153+0.00750461j 2.09753e-05+0.00601283j -0.000939703-0.00487989j -0.00012971-0.00190566j -0.00292275+0.00155732j 0.00194134+0.00515171j -0.00543926-0.00188689j 0.000334141+0.00185947j 0.000762449-0.000778563j 0.0036975+0.00346017j -0.000723266+0.000310753j 0.00282937+0.00750251j 0.000263729+0.000845241j 0.00499993+0.00225933j -0.00462904-0.00417275j 0.00268163-0.00216754j -0.000634473-0.00442786j -0.000660793+0.0023508j 0.000387863-0.000774738j -0.000865696-0.00301604j -0.00244692-0.00188803j -0.000637034-0.000762642j 
0.00168285+0.0014679j -0.00068748+0.000578033j -0.00176114+0.000513815j 0.00180148-0.000458261j -0.000904771+0.000810819j -0.00227569-0.00532996j -0.00108867-0.000866866j 0.00137958+0.00108363j 0.00245448-0.00195292j 0.00504762+0.00220991j -0.0043151-0.000957059j -0.00707487-0.00672138j 0.000983434-0.00273137j -0.0101915+0.00856406j 0.00147896+0.00879352j 0.0023111-0.00863347j 0.00511814-0.022576j 0.0160315-0.0148465j -0.010904+0.0116694j 0.000410422+0.00519149j 0.00514341+0.00499955j -0.00523277+0.00669725j 9.07223e-06+0.00582867j 0.00101598+0.0028011j 0.00981623+0.00089735j -0.00272302+0.00648522j -0.00161442+0.0102587j -0.0106359+0.0241672j -0.00499941+0.00520668j 0.00061514+0.00725173j 0.000301884+0.00132241j 0.00766352-0.00859349j -0.00592478-0.000653999j -4.86302e-05-0.00290851j -0.00518584+0.00781193j 0.00129768+0.00475312j 0.00395319-0.00387025j -0.00326095+0.00482718j 0.00110319+0.00035275j 0.00187967-0.00500365j 0.00161409-0.00289002j 0.00338071+0.0014876j -0.00123556+0.00159303j 0.00131139-0.00107686j 0.00567183-0.00148731j -0.00381537+0.00324993j -0.00052918+0.000349888j 0.00246489-0.00315181j -7.11106e-05-0.000182642j 0.000806001+0.00184421j 0.00151847-0.00235764j -0.000845631+0.000779717j 
0.000484041+0.000779424j -0.00139411-0.00137082j -0.000162182-0.00191766j -0.00126301-0.00109647j -0.00154988-0.00205259j -0.00327962+0.00144738j 0.00223933+0.0013116j 0.00104154-0.00182528j 0.00169388-0.000906792j 0.00202436-0.00426261j -0.000784771-0.00311698j -0.00731023-0.00580853j -0.00125545+0.0161561j -0.0007063+0.0087887j 0.00592396-0.0173341j -0.00249632-0.00103739j -0.0044599+0.0146551j -0.00141348+0.00672305j 0.00203033-0.0116379j 0.00215137+0.00590164j 0.0030374-0.0118582j 0.00398882-0.0149746j 0.00251282-0.0163315j 0.00199271-0.00905549j -0.00213164+0.022904j -0.0174526+0.00642606j 0.00788444-0.00774299j 0.0162576-0.004419j -0.0039973+0.0191186j 0.00208319-0.00254971j -0.00203629+0.0105799j -0.000997118+0.00332778j -0.00072345-0.00271781j 0.00325506-0.0122282j -0.000702795-0.00159508j 0.00261886-0.00460519j 0.00571831-0.00376334j -0.00360064-0.00211363j -0.00022832-0.000763759j 0.000337712-0.00159454j 0.000623282-0.00326157j 0.00290092-0.0025947j -0.000110332+0.000966699j 0.00465977-0.00445375j -0.00142587-0.00144205j -0.000483959+0.0036931j 0.00120504-0.00235207j -0.00161259-0.00280605j -0.00137677+0.0014939j -0.00163078+0.000844962j -0.000761647-0.00129169j 0.001761-0.00226763j 
-0.00222474-0.000983723j -0.00017627+0.000821698j 0.000798571+0.00237949j -0.00123909+0.00239761j 0.00331395-0.00267529j 0.00484937+0.00470987j -0.00371674+0.00483487j -0.00175849+0.0024536j -0.00425842-0.000703673j -0.00942049-0.00426104j 0.0131585-0.0124522j 0.0044494+0.000330214j -0.00169403-0.0010489j 0.0169513+0.00507001j -0.00679503-0.00599171j 0.00276138-0.0252889j 0.000469181-0.00449472j -0.00566342-0.0084225j 0.0144943-0.00433498j -0.00279573+0.00583934j 0.0011123+0.00150209j -0.00427788+0.00538482j 0.000976847-0.00260423j -0.00370494-0.0001226j -0.00479044-0.00368319j 0.0122907+0.00611322j 0.00608069+0.00304762j 0.00398029-0.008207j -0.0011096+0.00606306j 0.00276413+0.00705245j -0.00339985+0.00796914j 0.000918434-0.00725796j -0.00735364+0.00300372j 0.00667481-0.00216931j -0.00448353+0.00898694j -0.00032501+0.00370619j -0.00147524-0.00750494j -0.00785139+0.00610722j 0.00083748-0.00352835j 0.00078652-0.00202501j 0.00148961-0.000650748j -0.0054818+0.000699996j 0.00193752-0.000438453j 0.00825655-0.00441539j 0.00222801-0.00424234j 0.00308718-0.000804799j 0.00314329-0.0016523j -0.000306624+0.0032865j 0.00359978-0.00340416j 0.00227422-0.00199436j -0.000122083+0.000536194j -0.000261981-0.000462278j 
0.000128505+0.000880677j -9.45587e-05-0.000634721j 0.00509473-0.0025173j -0.00628595-0.0034856j -0.00623135-0.000837641j 0.010678-0.00413532j 0.00935406-0.00327566j 0.000690868-0.000727722j 0.00263035+0.00671736j -0.00627466+0.00235627j 0.016232+0.0137158j 0.00764119+0.00380284j 0.00122743+0.0116689j 0.0183445+0.0185185j -0.00997186+0.004111j 0.00370561-0.00604166j 0.0133218+0.00315411j -0.0162351-0.00769447j -0.00123437+0.00992949j 0.00683598-0.00391952j -0.00694834+0.00422522j 0.0109976+0.000926859j -0.0038852+0.0045452j -0.0114671-0.00160947j 0.000385433-0.0114559j -0.0163463+0.016303j -2.29479e-05-0.00711224j -0.0127408+0.01192j 0.00336296+0.00493289j 0.000135773+0.00056748j 0.00175951-0.00296998j 0.00134381+3.2752e-05j -0.00200195-0.0071017j -0.00268851-0.00259881j 0.00442513-0.00145648j 0.0020412-6.91051e-05j 0.00500147-0.00195583j -0.000958799-0.00437744j -0.00446697+2.52882e-05j 0.00106231+0.000821517j 0.00227176-0.000813525j 0.00351868+0.00210427j -0.00164079+0.00328073j -0.00379587+0.00418197j -0.00223522+0.00131876j -0.00350001-0.000110081j -0.00672145-0.00106471j 0.00238663-0.00151696j -0.00208823+0.00247874j -0.00399958-0.000306995j 0.000930659-0.000737445j 0.000306005+0.000238857j 
-0.000949358-0.00199991j 0.000359838+0.000154065j 0.000522431+0.000443891j 0.00027398+0.000156236j 0.000790142+0.000736696j -0.000729907+0.000764689j 0.000233014-0.000984617j 0.00374437-0.00189937j -0.00570183-0.000995122j 0.00145895+0.00931291j -0.0100967-0.00708103j -0.00406751+0.0171776j 0.00529727+0.00555521j 0.00157623+0.00501393j -0.00873088+0.0242092j 0.00180452-0.00837131j 0.0146126-0.00706045j 0.00745882-0.00206211j -0.0107103+0.00918293j 0.000465815-0.00526008j -0.00393131+0.00798394j -0.00233473-0.0126371j -0.0108982+0.0107633j -0.00871706+0.0141527j 0.0205284-0.0118899j 0.0112354-0.00693538j 0.00238097-0.0118943j -0.0163476+0.00846775j 0.0063345-0.00206008j 0.00833461-0.0100327j 0.00108596+0.00539447j 0.00780771-0.00452067j -0.00302315+0.0102092j -0.000869914-0.0088282j 0.00404755-0.00408573j 0.00344858-0.00888788j -0.00644168+0.00455483j -0.000226382+0.002763j 0.000932595-0.00130463j -9.03918e-05+0.00121082j -0.00318463+0.00217183j 0.00115389-0.0010139j 0.00354544-0.00534346j -0.00126777-0.00140365j -0.000220627-0.00163598j 0.00137268-0.000492383j 0.00121132-0.00111133j -0.00195741+0.00210746j -0.000647273-0.000931265j 0.00105586-0.00222037j -0.00231413+0.00195786j 0.000597563-0.00116627j 
0.00337487+0.000146708j 0.000905782+0.0029681j -0.000713053-0.0011341j 0.00444904+0.00430317j 0.00145454+0.000628772j -0.000622355+0.00603748j -0.0139033+0.00431122j 0.00298332-0.0049387j -0.0109966+0.0101468j 0.0106575+0.00419699j 0.00128072-0.00196858j -0.00343204-0.00939986j -0.00734244+0.0199471j 0.00299215+0.00143632j -0.00848723+0.00296731j 0.0112641+0.00152994j 0.00557928+0.00674753j 0.0148732-0.00447295j 0.0123934-0.00711619j -0.00472104-0.00385977j 0.0061552+0.0093068j -0.0151851+0.0039149j -0.00895471+0.00923905j -0.00614942+0.00877503j -0.00157559-0.000557961j -0.00752966+0.00415597j 0.0155725-0.0110775j -0.000451526+0.00181246j -0.00896463+0.000278602j -0.00489535+0.00351378j -0.00737407+0.00233165j -0.00108732+0.00283766j 0.00746186-0.00593338j 0.00113368+0.00204301j -0.00139244+0.000744552j 0.00169672-0.000469426j 0.00480417-0.00773534j -0.00330363-0.000384453j 0.00251563+0.00402909j 0.00536681-0.00292047j 0.00096636-9.54786e-05j -0.00814934+8.80776e-06j -0.00256845+0.00439715j 0.00494164+0.000867033j -0.00588204+0.00506228j 0.00495163-0.00184898j 0.00456224+0.00305018j -0.00137596-0.000942119j -0.00411825+0.00217152j -0.00290725+0.00216003j -0.00446321-0.000456235j -0.00112124+0.000551778j 
0.00261398-0.00110928j 0.00670587-0.00169883j 0.00128023+0.00116623j 0.0102912-0.000343824j -0.00782065+0.00750645j 0.00825566-0.00616791j -0.00219992-0.00613211j 0.00842797-0.00363255j -0.0108307-0.0156112j 0.00405611-0.00747065j 0.0039153-0.00238805j -0.00544353-0.00539441j 0.0168117-0.00349339j 0.0103527-0.00129087j -0.0162146+8.68596e-05j 0.00402655-0.00103196j 0.00866774+0.00306911j -0.00229524+0.0057164j -0.00461236-0.000354045j 0.00058096-0.0035317j 0.00368498-6.77343e-05j 0.00085838-0.00838969j 0.00253339-0.0164077j 0.0052314-0.0072137j 0.00127569+0.004184j 0.00730354+0.00109648j -0.00974379-0.000695167j -0.000377673-0.00753722j 0.00525405+0.000301827j 0.00303009+0.00323908j 0.0033351-0.000393988j 0.00273897+0.000342433j -0.00740071+0.000683631j -0.00558618-0.00123693j 0.0111183+0.00204753j 0.00437474+0.000589005j -0.00268508+0.00306141j 0.00401727+0.00132005j 0.0032471+0.00210933j -0.00592861-0.0033333j 0.00245217-0.00326068j 0.00691394-0.00119935j 0.00214872-0.00015263j -0.000571301-0.00311767j 0.00683171+0.00580082j -0.00407948+0.000387223j -0.00309542+0.000125184j 0.000645635-0.000952767j -0.00109005-0.000220528j 7.74164e-05+0.00200309j -0.000871864+0.000364552j 0.00410707+0.00163575j 
-0.0028484-0.00122953j -0.00290694-0.00108172j -0.00314901-0.00225784j -0.00322345+0.00233727j 0.00654506+0.00147213j -0.00505686+0.00200525j 0.0115223-0.00227173j 0.00155192+0.00470655j 0.00316382+0.0106885j -0.00991008-0.00678406j 0.00377688-0.00301544j -0.0153254+0.0027949j 0.00299661+0.000826116j -0.00697792-0.0130152j -0.0178311-0.00108709j 0.000421586-0.0134581j 0.00680662+0.00914861j -0.00279672+0.00464162j -0.0161759-0.018754j 0.00924086-0.00162998j -0.0102421-7.31152e-05j 0.00731607+0.00768055j -0.00346936+0.00271796j -0.00622776-0.00380167j 0.00731192+0.0121317j 0.000789463+0.00421852j 0.00337668-0.00480371j -0.00592396-0.0121242j 0.00303134+0.00213554j -0.000122507+0.00734681j -8.37938e-05-0.000429969j 0.00511747+0.00681784j -0.00578808-0.00476137j 0.000632328+0.00214477j -0.0021298-0.00121252j 0.000955702+0.000669107j -0.000307133-0.00800081j -0.00148292+0.000449176j -0.00219672+3.7269e-05j 0.00103376+0.00123365j 0.00128192-0.00292442j -3.17518e-05+0.00404531j 0.00132958+0.00461252j -0.00150977-0.00339379j -0.00212609+0.000696144j 0.000599786-0.00214921j -0.000284387+0.00178583j -0.00102554-0.000146782j 0.00262523-0.00099599j 7.62122e-05+0.000939493j 0.000971942+0.000560088j 0.000399237-0.0012365j 
-0.00695433-0.00136801j 0.00160455+0.000536875j -0.00437992-0.00158492j -0.00139341+0.00333518j 0.0194895-0.00296107j -0.00502473-0.00102668j 0.0156278-0.000784238j 0.0101531-0.0030846j -0.0185686+0.0073678j -9.50916e-06-0.0110284j 0.0112574+0.014237j -0.0147205-0.000260592j 0.00890109-0.00138122j 0.000863123-0.00273978j -0.0069816-0.00179327j 0.00445445-0.0117127j 0.00108496+0.00116313j -0.00752694-0.0133929j -0.00534776-0.00558197j 0.00449333+0.00462983j 0.00747342+0.00269548j -0.00390864+0.00639905j 0.0062562+0.00601468j 0.00159194-0.00129228j -0.00307193-0.00632035j -0.00402218+0.00176667j 0.00312933-0.000194944j 0.0115129+0.0089037j -0.00496222-0.0014001j -0.00547535+1.48494e-05j -0.00238048-0.00295784j -0.000568585-0.00344275j 0.0021858-0.00203746j -0.00356556+0.00359493j -0.00271202-0.00396822j -0.00258772-0.00461744j 0.00222937-0.00152254j -0.000236835-0.00290343j -0.0010769-0.00235973j 0.00439785+0.00126042j 0.00131148+0.000443789j -0.00105988-0.00268091j -0.00122925+0.0019143j -0.00137946-0.00103871j -0.0028431-0.000957956j -0.00113794-0.000886299j 0.0023859+0.00294024j 0.000260049-0.000324312j 0.000169697+0.00248648j -0.00216727-0.000285547j 0.00108525+0.00294944j 0.000947562-4.89205e-05j 
-0.00173685+0.00120588j -0.00150415+0.00383772j 0.000714814-0.000172335j -0.00298585-0.000553675j 0.00662252-0.0087295j 0.0069008-0.00688797j 0.000513838+0.00820485j 0.00576374-0.0104457j -0.00872793-0.0128455j -0.00453619+0.00727316j 0.00276552+0.00191172j -0.00294123-0.00680343j 0.00152605-0.00753406j -0.00992568+0.00589679j -0.00446565-0.00866256j 0.000871531+0.0172731j 0.011731-0.00175628j 0.0158791-0.00640231j -0.0095199+0.00264457j -0.00510683+0.0120483j 0.0096806-0.0102825j -0.00853525-0.0038755j -0.00878178-0.0101157j -0.00592456-0.0110052j 0.00814435+0.00760996j -0.00170988+0.00743619j -0.00380856+0.0135302j -0.0113779-0.00230123j -0.0033758+0.00182954j 0.00391281-0.00290151j -0.00343758-0.000299353j 0.000607044-4.42817e-05j 0.00251774+0.00097906j 0.002187-0.00201237j -0.0011045+0.00239366j 0.00135413-0.000443654j -0.00938906+0.00669574j -0.000778419-0.00527806j 0.00224122-0.00442801j 0.00713922+0.00250052j -0.00554533+0.00363419j 0.00139371-0.00394212j 0.00170823-0.00237735j 0.00162949+0.000259379j -0.00104889-0.00312276j -0.00138336+0.00111903j 0.00369147-0.00143998j 0.0021858-0.000592556j -0.00414403+0.00126332j -0.0017201-0.00194112j -0.000750876-0.000206904j -0.0027132-0.00018905j 
-0.00136834+0.00389969j 0.00028936-0.000614532j -0.00137259-0.000753868j 0.000933592-0.000438318j 0.00279579-0.00343397j 0.00287202-0.0135631j 0.00642787+0.0030027j 0.000711183+0.00544046j -4.9741e-05+0.00261046j -0.0033106+0.0196586j 0.00127068-0.0186742j 0.00220359-0.0230205j 0.00174393+0.0012731j 0.00747141-0.0265891j 0.00366056+0.00316526j -0.0207014+0.0127728j 0.00505068-0.00738913j -0.00534242+0.0215254j 0.00166064-0.0122741j -0.00375104+0.00889068j 0.0107144+0.00273996j 0.00126974-0.00513698j -0.00132239+0.00020353j -0.00134538+0.0104526j -0.0156994+0.0117167j 0.00794691+0.00306341j -0.00569995+0.00476134j -0.00626062+0.00937344j 0.00176548-0.000914782j 0.00456759-0.00438415j -0.000926192+0.00130546j -0.00779984+0.00203377j 0.00111101+0.00342885j 0.00120711-0.00204574j 5.71751e-05-0.000795411j -0.00126899+0.00177279j -0.0043254+0.000161697j 0.000169716+0.00383025j -0.000851231+0.000545237j -2.26453e-05+0.00194893j -0.00200579-3.85856e-05j -0.00247648+0.00388109j 0.00051823-0.00131128j -0.000817527-0.00112505j 0.00259644-0.00207442j -0.00161522+0.000290836j 0.000690619+0.000232609j 0.00290903-0.000848754j -0.000303008-0.000658114j -0.000341474+0.000760971j 0.00375914-0.00128345j -0.000727185+0.000604839j 
0.00137126-0.00307592j -0.00359858+0.00263697j 0.00286237-0.00600266j -0.00610292+0.00153098j -0.00228353-0.00467058j 0.0056947-0.00061451j -0.00629643+0.010924j -0.00275666-0.0171142j 0.0139452+0.00971952j 0.00309925-0.00857392j -6.78576e-05-0.00257215j 0.00173212+0.00785386j 0.0124291-0.000674383j -0.00342542-0.00333221j 0.00939634+0.00750252j -0.002261-0.0058078j 0.00261836-0.00842542j 0.00526755-0.014637j -0.00200112-0.00612731j -0.00539215+0.000151396j 0.0102418-0.0122996j -0.00338708+0.0120766j 0.00745264+0.00522247j 0.00881702-0.00387026j -0.0012621-0.000904272j 0.000488411+0.00707371j -0.00916031-0.0101812j 0.00378356-0.00144111j -0.00292691+0.00413952j -0.000227356+0.00427995j 5.83382e-05+0.00337031j 0.00115969+0.00187237j 0.000684355-0.00531543j -0.00143419-0.000405679j 0.000293881-0.00103452j 0.00078311-0.00365385j -0.00897698-0.00122617j -0.0010329-0.00312538j 0.00197393-0.00256792j 0.00732215-0.00307532j -0.00137621-2.10808e-05j 0.0017735+0.0026966j 0.00232703+0.00390253j 0.00487189-0.00193298j -0.00685996+0.00277246j 0.000575398-0.00316148j 0.00273115-0.00145037j 0.000646571-0.000684969j -0.00390054+0.00370758j -0.00384544+0.000681996j -0.00527015+0.00241729j -0.00267679-0.000764732j 
-0.000544701+0.00147366j 0.00545384-2.76516e-05j -0.00315656+0.0108727j 0.00947049-0.0090385j 0.009805-0.0103093j 0.00511468+0.0134627j 0.00760819+0.0158766j -0.00532799+0.0120969j 0.00262329+0.00651512j -0.0026326+0.00229877j -0.00727951+0.00970758j -0.00607122-0.00125775j -0.00721578+0.0124747j -0.00922038+0.0144316j 0.0081512-0.0120104j -0.00541387+0.0154955j -0.00400792+0.0124424j -0.0104249-0.00837937j -0.00690773-0.0018885j -0.0010355+0.0103746j 0.00408341-0.00300456j 0.00449932+0.0115063j 0.00308592+0.00277793j 0.00256845+0.00236854j 0.00334225-0.000260358j -0.00860097-0.00381981j 0.00244242-0.00735974j -0.00216127-0.00475211j 3.14737e-05+0.00852693j 0.00596593-0.000518311j -0.00075005+0.00620963j -0.00691395+0.00248343j 0.00286997-0.00385541j 0.00622744-0.00175818j 0.00104186+0.00614691j -0.00303368+0.00295312j -0.00293739-0.00184644j 0.0014529+0.00429682j 0.000203479-0.00237577j -0.0060409-0.00150359j -0.00148036+0.00266765j -0.00805615+0.00807898j 0.00184618-0.000782129j -0.00465579-0.0025467j 0.00708011-1.33493e-05j 0.00185162-0.00400737j 0.00829299-0.00754725j -0.00241322+0.00449196j 0.00226553-0.00177002j 0.00770539-0.000654327j 0.00336145+0.0010096j 0.000560362+0.00302642j 
0.000829333+0.000606508j -0.00230568-0.0033751j -0.000930019+0.000542718j 0.00644279-0.00786425j -0.00944017-0.00449363j -0.00414488-0.00457488j 0.000263952+0.00628208j -0.0105108-0.0142321j -0.0126305+0.0223172j -0.00873419-0.000618212j 0.00115491-0.0144638j -0.00194256+0.0065623j -0.00655797-0.0124306j 0.00390021-0.00791099j 0.00315254+0.0172721j -0.00723039-0.00414811j -0.00184882-0.0110841j -0.00870244-0.00205531j 0.00393387+0.00218245j 0.000991199+0.00221987j 0.00141207-0.0125208j -0.00144228+0.00918872j -0.00901812-0.000938309j -0.00670017-0.000563539j -0.00440761-0.0011039j 0.00274579-0.00463061j 0.00402324+0.00276166j -0.00299164-0.000226403j -0.00101354+0.00149459j 0.00346725+0.000108219j -0.00172511+0.00235806j -0.004225-0.00159878j 0.00230257+0.000440137j 0.000302215+0.00392853j 0.00229344-0.00519276j -0.000510008-0.00258319j 0.00257182+0.00436834j -0.00173621-0.00220283j 0.000543868-0.00275166j -0.00229148-0.00250423j -0.00195741-0.00108146j -0.0051581-0.00128477j -0.000167456-0.00024583j -0.00116098-0.00119741j 0.0027305-0.00140422j 0.00118502+0.00294578j 0.00242287-0.00193502j -0.000264484-0.00225497j -0.00154734+0.00240651j -0.000383294+0.00236426j 0.000642391+0.000833299j 0.000409369-0.00145708j 
0.0140535+0.000718285j -0.00609247-0.00124774j -0.0137625+0.00895566j 0.000856482+0.00154895j -0.0148004-0.00278094j 0.0137642+0.0170876j 0.0223463-0.0163501j 0.00562105-0.00752935j 0.00281536+0.00765961j -0.00962135-0.00134952j -0.000398323-0.0103462j -0.0086245+0.0113935j 0.00160599-0.00221727j -0.00860438+0.0023624j -0.00390205+0.00524733j -0.00318223+0.00232189j 0.00401441-0.000945192j 0.00356461+0.00680102j -0.00674672+0.0114636j 0.00495152-0.00682766j 0.000608876+0.000222914j -0.00221818-0.0052669j 0.00202961-0.000259332j 0.00389785+0.00422444j 0.00410067-0.0010281j 0.00236788+0.000138106j 0.00389713-0.00114577j 0.00455618-0.00173814j -0.00110762-0.00144797j -0.0055623-0.0017335j -0.000306945+0.000788462j 0.0040566+0.00140823j 0.000746568+0.00301308j 0.000967645+0.000355774j -0.00117841+0.00250184j 6.15234e-05+0.0026347j 0.00103207-4.63571e-05j 0.00176222+0.00140574j 0.000635692+0.00343555j -0.000824626-0.00120899j 0.000766346+0.00195411j 0.00394661+0.00231125j 0.00061305-0.00052484j -0.00116291+0.00378097j 0.0014599+0.00166873j 0.00231009+0.00073947j -0.00104473-0.0019659j -0.00244486-0.000937239j -0.00186806-0.0019636j 0.00256475+0.00133493j -0.00130029-0.00435169j -0.00322179-0.000938579j 
0.00755479+0.000932294j 0.01434-0.00150478j -0.00051531-0.002583j -0.0156864+0.0111138j 0.0181485+0.00451929j 0.0228704-0.00921475j 0.00403224-0.0159344j -0.00903172-0.00679782j 0.0197646+0.00506142j -0.00452881+0.000798898j 0.0103414-0.00502427j 0.000565549-0.00797817j 0.000213329-0.00172621j 0.0023072-0.000995639j -0.0059803-0.0016312j -0.00433071-0.00155731j 0.00222916-0.00368741j -0.00781861-0.000434849j 0.000842332+0.00109777j -0.00225442-0.00184341j -0.000110289-0.00187769j -0.000318175-0.00134282j -0.00109017-0.00357634j -0.00678269-0.00190808j -0.00363411-0.000111712j 0.00799737+0.0057534j 0.00068572+0.00234604j -0.000150785+3.06918e-05j 0.00135325+0.000251003j 0.000766949+0.00075655j -0.000186935+0.00116754j -0.00187814-0.0025603j 0.000891908+0.0014143j -5.86244e-05-0.00150789j 0.00419792+0.00189593j 0.00112677+0.000245629j -0.00120149+0.00496514j -0.00304784+0.000344836j -0.00228789-0.000111802j 0.00280352-0.0027326j 0.00472931+0.00162403j 0.00236014-0.0020191j 0.00191609-0.0014064j 0.00109041-0.0020923j -0.00136304+0.0025921j -0.00346687-0.00109601j -0.0042182-0.0014613j -0.000118054-0.000753625j 0.00177645+0.00337047j 0.000250603+0.0018425j -0.00404936+0.000502309j 0.000844991+0.002743j 
-0.00363024+0.00406449j 0.000930635+0.000756329j 0.00152723+0.00454181j 0.00196272+0.00122806j 0.0115308-0.00708246j 0.00525155+0.0113166j -0.0172306-0.0118964j 0.00425902-0.0063924j 0.00659659+0.00666398j -0.00990457+0.000249277j 0.0087775+0.0043934j 0.0112434+0.0121912j -0.00373771-0.00458016j -0.00448404+0.00823533j 0.00370544+0.0057163j -0.0153308-0.00717576j 0.00253124+0.0040466j 0.0028293-0.0004944j -0.0012435+0.00908594j -0.0085524-0.00660451j 0.00840058+0.00729566j -0.00356154-0.00201249j 0.00445458-0.00417931j -0.000216753-0.00341717j -0.00254042-0.00583663j -0.00835614+0.00105982j -0.00223617-0.00535856j 0.000715023-0.00871457j -0.00570078+0.00164548j 0.000829141+0.00677443j -0.0036931-0.00139726j -0.001487-0.0057528j 0.00156866+0.00188275j 0.00325672+0.00271548j -0.00515783+0.00439058j -0.00258613+0.00145825j -0.00371798-0.00671118j 0.000407747-0.00112642j 0.0018092+0.000383693j 0.00281274+0.000445274j -0.00232822-0.00144015j -0.00248685-0.00271688j 0.00086631+0.00147427j 0.00024715+0.00338755j -0.000682006+0.00122004j 0.000945697-0.000686115j 0.00507998+0.00231533j -0.000676108+0.00281632j 0.000115157-0.00346148j 0.000893923-0.000941507j 0.000928039-0.000545602j -0.000374645-0.00181877j 
0.00601019-0.00512848j -0.00796101+0.00289253j -0.00764056-0.00434837j -0.00148957+0.00146885j -0.0116348+0.00584251j 0.014512+0.00862417j 0.0141079+0.0256752j -0.000453745-0.000466232j -0.00433213-0.0144663j -0.012474-0.00824357j 0.00406773+0.00100381j 0.0112788-0.00850677j 0.0032971+0.00504846j 0.0139955+0.00532441j 0.00160749-0.0111664j -0.0037645-0.00304064j 0.00476962+0.00391831j -0.00671645-0.0108221j 0.00777306-0.00454774j -0.00620157+0.00501239j -1.91693e-05-0.000534369j 0.000789191+0.00146567j 0.000103216-0.002081j -0.00144012-0.00480152j -0.00545417-0.00415814j -0.000468085+0.00799739j -0.00550104+0.000465425j -0.00698635-0.00155915j 0.00108218+0.0010336j 0.0028338+0.000136496j -0.000862104-0.000661755j 0.000606899-0.000911527j -0.00122485-0.000471035j 8.61627e-05-0.00129228j 0.00319772+0.00087058j 0.00119616-0.000260902j -0.00455479+0.000960562j -0.00072567-0.000887023j 0.00215809-0.00141378j 7.88042e-05-0.000318129j -0.00186755+0.000245901j 0.00151208+0.000479779j 0.00219586+0.00115717j 0.00306926-0.00189071j -0.000365476+0.00197768j 0.00181817-0.00120512j -0.000185757-0.000480311j 0.000465394-2.99645e-05j -0.0044367+0.000698134j -0.00105024-0.000312744j -0.00325752+0.00207964j -0.00470813-0.000473897j 
