5.83527e-14-0.00302215j 1.28459e-14+0.0468069j -3.66469e-16-0.026819j 3.24156e-16-0.108166j 9.0844e-16+0.0785322j 5.14885e-15-0.0579526j 1.1315e-16-0.0211587j -1.63297e-15-0.165286j 1.66352e-15+0.142946j -6.83897e-16-0.0152122j 4.89257e-15+0.0290373j -1.3803e-15+0.0709749j -5.04708e-15+0.181553j 1.76802e-14-0.126819j -3.31872e-15-0.306851j 3.16022e-15-0.07148j 7.23243e-15+0.0879064j -1.24184e-13+0.145732j -2.91553e-14+0.0732112j 1.32806e-14-0.22393j -1.15676e-14-0.0274178j 1.08949e-14-0.147502j 1.74259e-14-0.107922j -9.74003e-14-0.114679j 1.28169e-14+0.115697j 1.98908e-14+0.0568039j 4.90157e-15-0.257925j -5.48308e-14-0.0893113j 1.21509e-15-0.208574j 3.72314e-16+0.073405j 1.28488e-14-0.11525j -2.4593e-14-0.202054j -5.13244e-14+0.00978351j 9.44661e-14+0.0411665j -1.37024e-14-0.049774j 4.97961e-15-0.00142976j -5.62363e-15-0.0306447j -4.18643e-15-0.0140446j 6.5302e-16-0.00683347j -3.95755e-15-0.00604665j -5.02531e-15-0.0423208j 3.97323e-15+0.0109063j 1.23735e-14-0.0907715j -4.338e-14-0.0605299j 2.20264e-14+0.237034j 3.83821e-15+0.0307575j -7.70578e-15+0.096179j 9.45588e-15+0.0841124j -6.89383e-15-0.268596j 3.22809e-14-0.0356012j -1.7111e-14-0.150783j 4.0599e-14-0.0609695j -7.10852e-15+0.0917696j 5.57955e-15+0.0583281j 8.26566e-15-0.122175j 2.35634e-14-0.163139j -1.25501e-14-0.00144442j -1.02415e-14+0.184395j 1.74269e-14+0.0764138j -2.07804e-13+0.133025j -9.23654e-15-0.0544432j 1.86568e-15+0.0611429j 5.69604e-15-0.231172j -7.59913e-16-0.10719j -7.05761e-16+0.113826j 6.3494e-17+0.0425258j -1.56095e-15+0.0120505j 7.50623e-16+0.00125473j 2.07147e-15+0.127491j -4.00492e-17-0.142694j -3.07784e-16-0.019797j -4.63822e-15-0.0481733j -1.22762e-15+0.0708144j 7.10919e-16+0.0990736j 7.408e-16-0.0251009j 1.1392e-14-0.044335j -5.08817e-14-0.00301217j 
-1.05554e-16+5.46674e-06j -2.32369e-17-8.46685e-05j 6.62901e-19+4.85127e-05j -5.86362e-19+0.000195661j -1.64327e-18-0.000142056j -9.3137e-18+0.00010483j -2.04677e-19+3.82737e-05j 2.95387e-18+0.000298984j -3.00913e-18-0.000258574j 1.23709e-18+2.75171e-05j -8.85012e-18-5.25253e-05j 2.4968e-18-0.000128386j 9.12961e-18-0.00032841j -3.19816e-17+0.000229402j 6.00321e-18+0.000555059j -5.71649e-18+0.000129299j -1.30827e-17-0.000159013j 2.24635e-16-0.000263613j 5.27388e-17-0.000132431j -2.40231e-17+0.000405064j 2.09245e-17+4.95958e-05j -1.97077e-17+0.000266815j -3.15216e-17+0.000195219j 1.76186e-16+0.000207442j -2.31844e-17-0.000209282j -3.59802e-17-0.000102752j -8.8664e-18+0.000466558j 9.91829e-17+0.000161554j -2.19796e-18+0.000377287j -6.73475e-19-0.000132782j -2.3242e-17+0.000208474j 4.4486e-17+0.000365493j 9.28402e-17-1.76973e-05j -1.70879e-16-7.44657e-05j 2.47862e-17+9.00357e-05j -9.00757e-18+2.58628e-06j 1.01725e-17+5.54329e-05j 7.57279e-18+2.54051e-05j -1.18124e-18+1.2361e-05j 7.15878e-18+1.09377e-05j 9.09023e-18+7.65537e-05j -7.18713e-18-1.97282e-05j -2.23823e-17+0.000164196j 7.84696e-17+0.000109492j -3.98433e-17-0.000428768j -6.9429e-18-5.56369e-05j 1.39389e-17-0.000173977j -1.71046e-17-0.00015215j 1.24702e-17+0.00048586j -5.83927e-17+6.43987e-05j 3.09519e-17+0.00027275j -7.34391e-17+0.000110287j 1.28585e-17-0.000166001j -1.00928e-17-0.000105509j -1.49517e-17+0.000221j -4.26237e-17+0.0002951j 2.27018e-17+2.6128e-06j 1.85257e-17-0.00033355j -3.15233e-17-0.000138224j 3.75894e-16-0.000240628j 1.67079e-17+9.84818e-05j -3.37481e-18-0.000110601j -1.03035e-17+0.000418164j 1.3746e-18+0.000193895j 1.27664e-18-0.000205899j -1.14854e-19-7.69244e-05j 2.82359e-18-2.1798e-05j -1.35779e-18-2.26966e-06j -3.74706e-18-0.000230618j 7.24447e-20+0.000258117j 5.56748e-19+3.58106e-05j 8.39004e-18+8.71402e-05j 2.22064e-18-0.000128095j -1.28597e-18-0.000179213j -1.34003e-18+4.54048e-05j -2.06069e-17+8.01972e-05j 9.20394e-17+5.44869e-06j 
-1.09356e-29+5.66367e-19j -2.4074e-30-8.77186e-18j 6.86782e-32+5.02603e-18j -6.07485e-32+2.0271e-17j -1.70246e-31-1.47174e-17j -9.64921e-31+1.08606e-17j -2.1205e-32+3.96525e-18j 3.06028e-31+3.09755e-17j -3.11753e-31-2.67889e-17j 1.28166e-31+2.85084e-18j -9.16893e-31-5.44175e-18j 2.58675e-31-1.33011e-17j 9.45849e-31-3.40241e-17j -3.31337e-30+2.37666e-17j 6.21946e-31+5.75054e-17j -5.92242e-31+1.33957e-17j -1.3554e-30-1.64741e-17j 2.32727e-29-2.7311e-17j 5.46387e-30-1.37202e-17j -2.48886e-30+4.19656e-17j 2.16782e-30+5.13825e-18j -2.04177e-30+2.76427e-17j -3.26571e-30+2.02251e-17j 1.82533e-29+2.14915e-17j -2.40196e-30-2.16822e-17j -3.72764e-30-1.06453e-17j -9.1858e-31+4.83365e-17j 1.02756e-29+1.67374e-17j -2.27714e-31+3.90878e-17j -6.97736e-32-1.37565e-17j -2.40793e-30+2.15984e-17j 4.60885e-30+3.7866e-17j 9.61846e-30-1.83348e-18j -1.77034e-29-7.71482e-18j 2.56791e-30+9.32791e-18j -9.33206e-31+2.67945e-19j 1.0539e-30+5.74298e-18j 7.84559e-31+2.63203e-18j -1.22379e-31+1.28063e-18j 7.41666e-31+1.13317e-18j 9.41769e-31+7.93114e-18j -7.44604e-31-2.04389e-18j -2.31886e-30+1.70111e-17j 8.12964e-30+1.13436e-17j -4.12786e-30-4.44214e-17j -7.19301e-31-5.76411e-18j 1.4441e-30-1.80244e-17j -1.77208e-30-1.57631e-17j 1.29194e-30+5.03362e-17j -6.04962e-30+6.67186e-18j 3.20669e-30+2.82576e-17j -7.60847e-30+1.1426e-17j 1.33217e-30-1.71981e-17j -1.04564e-30-1.0931e-17j -1.54903e-30+2.28962e-17j -4.41591e-30+3.0573e-17j 2.35196e-30+2.70693e-19j 1.9193e-30-3.45566e-17j -3.26589e-30-1.43204e-17j 3.89435e-29-2.49296e-17j 1.73098e-30+1.02029e-17j -3.49639e-31-1.14585e-17j -1.06747e-30+4.33228e-17j 1.42412e-31+2.0088e-17j 1.32263e-31-2.13316e-17j -1.18991e-32-7.96955e-18j 2.9253e-31-2.25833e-18j -1.40671e-31-2.35143e-19j -3.88204e-31-2.38926e-17j 7.50544e-33+2.67416e-17j 5.76804e-32+3.71007e-18j 8.69228e-31+9.02793e-18j 2.30063e-31-1.3271e-17j -1.3323e-31-1.85669e-17j -1.3883e-31+4.70404e-18j -2.13492e-30+8.30862e-18j 9.5355e-30+5.64498e-19j 
-3.36479e-18+1.74267e-07j -7.40737e-19-2.69903e-06j 2.11317e-20+1.54647e-06j -1.86918e-20+6.23721e-06j -5.23834e-20-4.52841e-06j -2.96898e-19+3.34173e-06j -6.5246e-21+1.22007e-06j 9.41621e-20+9.53089e-06j -9.59237e-20-8.24272e-06j 3.94356e-20+8.7718e-07j -2.82121e-19-1.67438e-06j 7.95921e-20-4.09263e-06j 2.9103e-19-1.04689e-05j -1.0195e-18+7.31277e-06j 1.91368e-19+1.7694e-05j -1.82228e-19+4.12176e-06j -4.17044e-19-5.06895e-06j 7.16083e-18-8.40336e-06j 1.68119e-18-4.22158e-06j -7.658e-19+1.29125e-05j 6.67022e-19+1.581e-06j -6.28235e-19+8.50543e-06j -1.00483e-18+6.2231e-06j 5.6164e-18+6.61275e-06j -7.39062e-19-6.67142e-06j -1.14696e-18-3.27549e-06j -2.8264e-19+1.48727e-05j 3.16171e-18+5.14996e-06j -7.00657e-20+1.2027e-05j -2.14687e-20-4.23276e-06j -7.409e-19+6.64566e-06j 1.41811e-18+1.1651e-05j 2.95952e-18-5.64147e-07j -5.4472e-18-2.37379e-06j 7.90125e-19+2.87012e-06j -2.8714e-19+8.24445e-08j 3.24276e-19+1.76707e-06j 2.41402e-19+8.09853e-07j -3.76551e-20+3.94039e-07j 2.28205e-19+3.48668e-07j 2.89775e-19+2.44035e-06j -2.29108e-19-6.28889e-07j -7.13494e-19+5.23416e-06j 2.50142e-18+3.49034e-06j -1.27011e-18-1.36681e-05j -2.21323e-19-1.77357e-06j 4.44339e-19-5.54597e-06j -5.45255e-19-4.85018e-06j 3.9752e-19+1.5488e-05j -1.86142e-18+2.05288e-06j 9.86673e-19+8.69462e-06j -2.34106e-18+3.51569e-06j 4.09899e-19-5.29172e-06j -3.21734e-19-3.36338e-06j -4.76623e-19+7.04496e-06j -1.35874e-18+9.40707e-06j 7.23679e-19+8.32899e-08j 5.90554e-19-1.06328e-05j -1.00489e-18-4.40625e-06j 1.19826e-17-7.67063e-06j 5.32607e-19+3.13936e-06j -1.07581e-19-3.52569e-06j -3.28451e-19+1.33301e-05j 4.38189e-20+6.1809e-06j 4.06963e-20-6.56356e-06j -3.66126e-21-2.45217e-06j 9.00092e-20-6.94869e-07j -4.32832e-20-7.23514e-08j -1.19447e-19-7.35155e-06j 2.30936e-21+8.22816e-06j 1.77478e-20+1.14156e-06j 2.67454e-19+2.77782e-06j 7.07885e-20-4.08338e-06j -4.09938e-20-5.71289e-06j -4.27168e-20+1.4474e-06j -6.56898e-19+2.55649e-06j 2.934e-18+1.73691e-07j 
-1.4963e-16+7.7495e-06j -3.294e-17-0.000120024j 9.3971e-19+6.87702e-05j -8.3121e-19+0.000277364j -2.32945e-18-0.000201375j -1.32028e-17+0.000148604j -2.90144e-19+5.42557e-05j 4.18732e-18+0.000423831j -4.26565e-18-0.000366547j 1.75367e-18+3.90075e-05j -1.25457e-17-7.44584e-05j 3.5394e-18-0.000181996j 1.29419e-17-0.000465545j -4.53362e-17+0.000325193j 8.50997e-18+0.000786836j -8.10354e-18+0.000183291j -1.85456e-17-0.000225412j 3.18436e-16-0.000373691j 7.4761e-17-0.00018773j -3.40545e-17+0.000574207j 2.96619e-17+7.03056e-05j -2.79371e-17+0.00037823j -4.46841e-17+0.000276736j 2.49757e-16+0.000294064j -3.28655e-17-0.000296673j -5.10045e-17-0.000145658j -1.25688e-17+0.000661378j 1.40599e-16+0.000229015j -3.11577e-18+0.000534831j -9.54698e-19-0.000188227j -3.29472e-17+0.000295527j 6.3062e-17+0.000518113j 1.31608e-16-2.50872e-05j -2.42233e-16-0.00010556j 3.51362e-17+0.000127632j -1.27689e-17+3.66624e-06j 1.44203e-17+7.85801e-05j 1.0735e-17+3.60135e-05j -1.67449e-18+1.75226e-05j 1.01481e-17+1.5505e-05j 1.2886e-17+0.00010852j -1.01883e-17-2.79662e-05j -3.17285e-17+0.000232759j 1.11236e-16+0.000155213j -5.64807e-17-0.000607809j -9.84205e-18-7.88692e-05j 1.97594e-17-0.000246625j -2.42471e-17-0.000215683j 1.76774e-17+0.000688741j -8.27757e-17+9.12898e-05j 4.38766e-17+0.000386643j -1.04105e-16+0.00015634j 1.82279e-17-0.000235318j -1.43072e-17-0.000149567j -2.11951e-17+0.000313284j -6.04221e-17+0.000418325j 3.21814e-17+3.70383e-06j 2.62615e-17-0.000472831j -4.46865e-17-0.000195943j 5.32857e-16-0.000341107j 2.36846e-17+0.000139605j -4.78404e-18-0.000156784j -1.4606e-17+0.000592777j 1.94859e-18+0.00027486j 1.80973e-18-0.000291876j -1.62813e-19-0.000109046j 4.00264e-18-3.09003e-05j -1.92477e-18-3.21741e-06j -5.31172e-18-0.000326917j 1.02695e-19+0.0003659j 7.8923e-19+5.07641e-05j 1.18935e-17+0.000123527j 3.14791e-18-0.000181584j -1.82296e-18-0.000254048j -1.89958e-18+6.43645e-05j -2.92117e-17+0.000113685j 1.30472e-16+7.72391e-06j 
1.01741e-30-5.2693e-20j 2.23977e-31+8.16105e-19j -6.38959e-33-4.67606e-19j 5.65184e-33-1.88594e-18j 1.58392e-32+1.36925e-18j 8.97731e-32-1.01044e-18j 1.97284e-33-3.68914e-19j -2.84718e-32-2.88186e-18j 2.90044e-32+2.49235e-18j -1.19241e-32-2.65233e-19j 8.53048e-32+5.06283e-19j -2.40663e-32+1.23749e-18j -8.79987e-32+3.16549e-18j 3.08265e-31-2.21116e-18j -5.78639e-32-5.35012e-18j 5.51003e-32-1.2463e-18j 1.26102e-31+1.5327e-18j -2.16522e-30+2.54092e-18j -5.0834e-31+1.27648e-18j 2.31555e-31-3.90434e-18j -2.01687e-31-4.78046e-19j 1.89959e-31-2.57179e-18j 3.03831e-31-1.88168e-18j -1.69823e-30-1.9995e-18j 2.2347e-31+2.01724e-18j 3.46807e-31+9.90409e-19j 8.54617e-32-4.49707e-18j -9.56007e-31-1.55719e-18j 2.11858e-32-3.63661e-18j 6.4915e-33+1.27986e-18j 2.24026e-31-2.00945e-18j -4.28792e-31-3.52293e-18j -8.94871e-31+1.70581e-19j 1.64707e-30+7.17762e-19j -2.3891e-31-8.67838e-19j 8.68225e-32-2.49288e-20j -9.80512e-32-5.34308e-19j -7.29928e-32-2.44875e-19j 1.13858e-32-1.19145e-19j -6.90022e-32-1.05427e-19j -8.76192e-32-7.37888e-19j 6.92755e-32+1.90157e-19j 2.15739e-31-1.58265e-18j -7.56355e-31-1.05537e-18j 3.84042e-31+4.13282e-18j 6.69214e-32+5.36274e-19j -1.34355e-31+1.67694e-18j 1.64869e-31+1.46655e-18j -1.20198e-31-4.68312e-18j 5.62837e-31-6.20728e-19j -2.9834e-31-2.62899e-18j 7.07867e-31-1.06304e-18j -1.23941e-31+1.60006e-18j 9.72827e-32+1.01698e-18j 1.44117e-31-2.13019e-18j 4.10842e-31-2.84442e-18j -2.18819e-31-2.51844e-20j -1.78566e-31+3.21503e-18j 3.03848e-31+1.33232e-18j -3.62318e-30+2.31937e-18j -1.61044e-31-9.49249e-19j 3.25293e-32+1.06606e-18j 9.93138e-32-4.03061e-18j -1.32495e-32-1.86892e-18j -1.23053e-32+1.98462e-18j 1.10705e-33+7.41461e-19j -2.72161e-32+2.10107e-19j 1.30875e-32+2.18769e-20j 3.61172e-32+2.22289e-18j -6.98282e-34-2.48795e-18j -5.3664e-33-3.45173e-19j -8.08701e-32-8.39929e-19j -2.14043e-32+1.23469e-18j 1.23953e-32+1.72741e-18j 1.29163e-32-4.37649e-19j 1.98626e-31-7.73007e-19j -8.87152e-31-5.2519e-20j 
1.67116e-17-8.65513e-07j 3.67894e-18+1.3405e-05j -1.04953e-19-7.68069e-06j 9.28348e-20-3.09777e-05j 2.60168e-19+2.24908e-05j 1.47458e-18-1.6597e-05j 3.24051e-20-6.05963e-06j -4.67666e-19-4.73362e-05j 4.76415e-19+4.09383e-05j -1.95861e-19-4.3566e-06j 1.40118e-18+8.31599e-06j -3.95302e-19+2.03265e-05j -1.44543e-18+5.1995e-05j 5.06343e-18-3.63196e-05j -9.50448e-19-8.78788e-05j 9.05054e-19-2.04711e-05j 2.07129e-18+2.51755e-05j -3.5565e-17+4.17361e-05j -8.34978e-18+2.09669e-05j 3.80343e-18-6.41311e-05j -3.31283e-18-7.85218e-06j 3.12019e-18-4.22431e-05j 4.99061e-18-3.09077e-05j -2.78944e-17-3.28429e-05j 3.67063e-18+3.31343e-05j 5.69651e-18+1.6268e-05j 1.40376e-18-7.38669e-05j -1.5703e-17-2.55778e-05j 3.47988e-19-5.97334e-05j 1.06627e-19+2.10224e-05j 3.67975e-18-3.30063e-05j -7.04317e-18-5.78661e-05j -1.46988e-17+2.8019e-06j 2.70541e-17+1.17897e-05j -3.92424e-18-1.42547e-05j 1.42611e-18-4.09469e-07j -1.61055e-18-8.77632e-06j -1.19895e-18-4.02222e-06j 1.87018e-19-1.95703e-06j -1.1334e-18-1.7317e-06j -1.4392e-18-1.21202e-05j 1.13789e-18+3.12344e-06j 3.54364e-18-2.5996e-05j -1.24236e-17-1.73351e-05j 6.30812e-18+6.7884e-05j 1.09922e-18+8.80861e-06j -2.20685e-18+2.75446e-05j 2.70807e-18+2.40889e-05j -1.97432e-18-7.6923e-05j 9.24492e-18-1.01958e-05j -4.90041e-18-4.31827e-05j 1.16271e-17-1.7461e-05j -2.03581e-18+2.62819e-05j 1.59792e-18+1.67045e-05j 2.3672e-18-3.49895e-05j 6.74832e-18-4.67212e-05j -3.59423e-18-4.13668e-07j -2.93305e-18+5.28087e-05j 4.99087e-18+2.18841e-05j -5.95128e-17+3.8097e-05j -2.64525e-18-1.5592e-05j 5.34312e-19+1.75107e-05j 1.63129e-18-6.62051e-05j -2.17631e-19-3.06981e-05j -2.02122e-19+3.25986e-05j 1.8184e-20+1.21789e-05j -4.4704e-19+3.45114e-06j 2.1497e-19+3.59341e-07j 5.93247e-19+3.65122e-05j -1.14697e-20-4.0866e-05j -8.81462e-20-5.66966e-06j -1.32834e-18-1.37963e-05j -3.51579e-19+2.02805e-05j 2.036e-19+2.83737e-05j 2.12157e-19-7.18864e-06j 3.26255e-18-1.26971e-05j -1.4572e-17-8.62655e-07j 
-1.68038e-16+8.70286e-06j -3.69923e-17-0.000134789j 1.05532e-18+7.72305e-05j -9.33468e-19+0.000311486j -2.61602e-18-0.000226148j -1.48271e-17+0.000166886j -3.25838e-19+6.09304e-05j 4.70245e-18+0.000475972j -4.79042e-18-0.000411641j 1.96941e-18+4.38063e-05j -1.40891e-17-8.36184e-05j 3.97482e-18-0.000204386j 1.4534e-17-0.000522817j -5.09136e-17+0.000365199j 9.55689e-18+0.000883634j -9.10045e-18+0.00020584j -2.08272e-17-0.000253143j 3.57611e-16-0.000419663j 8.39583e-17-0.000210825j -3.8244e-17+0.000644847j 3.3311e-17+7.89548e-05j -3.1374e-17+0.00042476j -5.01813e-17+0.000310781j 2.80483e-16+0.00033024j -3.69087e-17-0.00033317j -5.72792e-17-0.000163577j -1.4115e-17+0.000742743j 1.57896e-16+0.000257189j -3.49907e-18+0.000600628j -1.07215e-18-0.000211383j -3.70005e-17+0.000331883j 7.08201e-17+0.000581852j 1.47798e-16-2.81735e-05j -2.72033e-16-0.000118547j 3.94588e-17+0.000143334j -1.43397e-17+4.11727e-06j 1.61943e-17+8.82472e-05j 1.20556e-17+4.0444e-05j -1.88049e-18+1.96783e-05j 1.13965e-17+1.74125e-05j 1.44713e-17+0.000121871j -1.14417e-17-3.14066e-05j -3.56318e-17+0.000261394j 1.24921e-16+0.000174307j -6.3429e-17-0.000682583j -1.10528e-17-8.85719e-05j 2.21902e-17-0.000276965j -2.723e-17-0.000242217j 1.98521e-17+0.000773472j -9.2959e-17+0.00010252j 4.92744e-17+0.000434209j -1.16912e-16+0.000175573j 2.04703e-17-0.000264268j -1.60674e-17-0.000167967j -2.38025e-17+0.000351825j -6.78554e-17+0.000469788j 3.61405e-17+4.15949e-06j 2.94922e-17-0.000530999j -5.0184e-17-0.000220048j 5.9841e-16-0.000383071j 2.65983e-17+0.000156779j -5.37258e-18-0.000176072j -1.64028e-17+0.000665702j 2.18831e-18+0.000308674j 2.03237e-18-0.000327784j -1.82843e-19-0.000122461j 4.49505e-18-3.47017e-05j -2.16156e-18-3.61322e-06j -5.96518e-18-0.000367135j 1.15329e-19+0.000410914j 8.86323e-19+5.70092e-05j 1.33566e-17+0.000138724j 3.53517e-18-0.000203923j -2.04723e-18-0.000285301j -2.13327e-18+7.22828e-05j -3.28054e-17+0.000127671j 1.46523e-16+8.67412e-06j 
-2.36942e-16+1.22715e-05j -5.21612e-17-0.00019006j 1.48805e-18+0.000108899j -1.31624e-18+0.000439212j -3.68874e-18-0.000318881j -2.0907e-17+0.000235318j -4.5945e-19+8.59152e-05j 6.63071e-18+0.000671147j -6.75476e-18-0.000580436j 2.77698e-18+6.17693e-05j -1.98664e-17-0.000117907j 5.60472e-18-0.000288195j 2.04938e-17-0.000737201j -7.17909e-17+0.000514951j 1.34757e-17+0.00124597j -1.28321e-17+0.000290246j -2.93674e-17-0.000356945j 5.04251e-16-0.000591748j 1.18386e-16-0.000297275j -5.39261e-17+0.00090927j 4.69703e-17+0.000111331j -4.4239e-17+0.000598935j -7.07583e-17+0.000438218j 3.95496e-16+0.000465657j -5.20433e-17-0.000469788j -8.07669e-17-0.000230653j -1.99029e-17+0.00104731j 2.22641e-16+0.00036265j -4.93389e-18+0.000846918j -1.51179e-18-0.000298062j -5.21727e-17+0.000467974j 9.98602e-17+0.000820444j 2.08404e-16-3.97261e-05j -3.83581e-16-0.000167157j 5.5639e-17+0.000202108j -2.02198e-17+5.80558e-06j 2.28349e-17+0.000124433j 1.69991e-17+5.70282e-05j -2.6516e-18+2.77474e-05j 1.60697e-17+2.45525e-05j 2.04054e-17+0.000171844j -1.61334e-17-4.42851e-05j -5.02428e-17+0.00036858j 1.76145e-16+0.000245783j -8.94385e-17-0.00096248j -1.55851e-17-0.000124891j 3.12895e-17-0.000390537j -3.83958e-17-0.00034154j 2.79925e-17+0.00109064j -1.31077e-16+0.00014456j 6.94796e-17+0.000612258j -1.64853e-16+0.000247568j 2.88643e-17-0.000372632j -2.26559e-17-0.000236842j -3.35629e-17+0.000496092j -9.56798e-17+0.000662427j 5.096e-17+5.86511e-06j 4.15857e-17-0.000748738j -7.07622e-17-0.00031028j 8.43792e-16-0.000540151j 3.75051e-17+0.000221068j -7.57564e-18-0.000248272j -2.31289e-17+0.000938676j 3.08564e-18+0.000435247j 2.86575e-18-0.000462193j -2.57818e-19-0.000172677j 6.33827e-18-4.89313e-05j -3.04792e-18-5.09484e-06j -8.41123e-18-0.000517681j 1.62621e-19+0.000579411j 1.24976e-18+8.03862e-05j 1.88336e-17+0.000195609j 4.98479e-18-0.000287543j -2.8867e-18-0.00040229j -3.00803e-18+0.000101923j -4.62574e-17+0.000180023j 2.06606e-16+1.2231e-05j 
7.36786e-30-3.8159e-19j 1.62198e-30+5.91004e-18j -4.62719e-32-3.38629e-18j 4.09293e-32-1.36576e-17j 1.14704e-31+9.91581e-18j 6.50116e-31-7.31735e-18j 1.42869e-32-2.67159e-18j -2.06186e-31-2.08697e-17j 2.10043e-31+1.8049e-17j -8.63518e-32-1.92075e-18j 6.17757e-31+3.66638e-18j -1.74282e-31+8.9616e-18j -6.37266e-31+2.29237e-17j 2.23238e-30-1.60127e-17j -4.19036e-31-3.87443e-17j 3.99023e-31-9.02537e-18j 9.13198e-31+1.10994e-17j -1.568e-29+1.84008e-17j -3.68128e-30+9.24396e-18j 1.67687e-30-2.82743e-17j -1.46057e-30-3.46189e-18j 1.37564e-30-1.86243e-17j 2.20027e-30-1.36267e-17j -1.22982e-29-1.44799e-17j 1.61832e-30+1.46084e-17j 2.5115e-30+7.1723e-18j 6.18893e-31-3.25667e-17j -6.92317e-30-1.12768e-17j 1.53422e-31-2.63354e-17j 4.70099e-32+9.26843e-18j 1.62234e-30-1.45519e-17j -3.10521e-30-2.55122e-17j -6.48044e-30+1.23531e-18j 1.19277e-29+5.19786e-18j -1.73013e-30-6.28468e-18j 6.28748e-31-1.80528e-19j -7.10064e-31-3.86933e-18j -5.28597e-31-1.77333e-18j 8.24532e-32-8.62823e-19j -4.99698e-31-7.63476e-19j -6.34517e-31-5.34361e-18j 5.01677e-31+1.37707e-18j 1.56233e-30-1.14612e-17j -5.47734e-30-7.64277e-18j 2.78114e-30+2.99289e-17j 4.84629e-31+3.88357e-18j -9.72965e-31+1.2144e-17j 1.19394e-30+1.06204e-17j -8.70445e-31-3.3914e-17j 4.07593e-30-4.49517e-18j -2.16051e-30-1.90385e-17j 5.1262e-30-7.69827e-18j -8.97552e-31+1.15872e-17j 7.04498e-31+7.36475e-18j 1.04366e-30-1.54263e-17j 2.97522e-30-2.05986e-17j -1.58463e-30-1.82379e-19j -1.29313e-30+2.32825e-17j 2.20039e-30+9.64834e-18j -2.62382e-29+1.67963e-17j -1.16625e-30-6.87423e-18j 2.35569e-31+7.72016e-18j 7.19207e-31-2.91887e-17j -9.59499e-32-1.35343e-17j -8.91124e-32+1.43722e-17j 8.01702e-33+5.36948e-18j -1.97092e-31+1.52155e-18j 9.47769e-32+1.58427e-19j 2.61552e-31+1.60976e-17j -5.05679e-33-1.80171e-17j -3.88622e-32-2.49966e-18j -5.85642e-31-6.08257e-18j -1.55005e-31+8.94133e-18j 8.97637e-32+1.25095e-17j 9.35366e-32-3.16935e-18j 1.4384e-30-5.59793e-18j -6.42454e-30-3.8033e-19j 
2.35025e-31-1.21722e-20j 5.17392e-32+1.88523e-19j -1.47601e-33-1.08018e-19j 1.30559e-33-4.35658e-19j 3.65889e-33+3.16302e-19j 2.07379e-32-2.33414e-19j 4.55733e-34-8.52202e-20j -6.57707e-33-6.65717e-19j 6.70011e-33+5.7574e-19j -2.75451e-33-6.12695e-20j 1.97056e-32+1.16953e-19j -5.55938e-33+2.85864e-19j -2.0328e-32+7.31237e-19j 7.12101e-32-5.10785e-19j -1.33667e-32-1.23589e-18j 1.27283e-32-2.87898e-19j 2.91298e-32+3.54058e-19j -5.00172e-31+5.8696e-19j -1.17428e-31+2.9487e-19j 5.34899e-32-9.01914e-19j -4.65903e-32-1.1043e-19j 4.38811e-32-5.9409e-19j 7.01859e-32-4.34673e-19j -3.92296e-31-4.61889e-19j 5.16223e-32+4.65988e-19j 8.01134e-32+2.28787e-19j 1.97419e-32-1.03884e-18j -2.2084e-31-3.59716e-19j 4.89397e-33-8.40066e-19j 1.49956e-33+2.95651e-19j 5.17506e-32-4.64188e-19j -9.90523e-32-8.13806e-19j -2.06718e-31+3.94047e-20j 3.80478e-31+1.65805e-19j -5.51889e-32-2.00473e-19j 2.00562e-32-5.75861e-21j -2.26501e-32-1.23427e-19j -1.68616e-32-5.65669e-20j 2.63015e-33-2.75229e-20j -1.59397e-32-2.43539e-20j -2.02403e-32-1.70454e-19j 1.60028e-32+4.39268e-20j 4.98364e-32-3.65598e-19j -1.7472e-31-2.43794e-19j 8.87149e-32+9.54694e-19j 1.5459e-32+1.23881e-19j -3.10363e-32+3.87377e-19j 3.80852e-32+3.38777e-19j -2.77661e-32-1.08181e-18j 1.30017e-31-1.4339e-19j -6.89175e-32-6.07305e-19j 1.63519e-31-2.45565e-19j -2.86308e-32+3.69617e-19j 2.24726e-32+2.34926e-19j 3.32913e-32-4.92079e-19j 9.49057e-32-6.57068e-19j -5.05478e-32-5.81766e-21j -4.12492e-32+7.42681e-19j 7.01897e-32+3.07769e-19j -8.36965e-31+5.35781e-19j -3.72017e-32-2.19279e-19j 7.51435e-33+2.46263e-19j 2.29418e-32-9.31082e-19j -3.06068e-33-4.31726e-19j -2.84257e-33+4.58454e-19j 2.55733e-34+1.7128e-19j -6.28699e-33+4.85354e-20j 3.02326e-33+5.05363e-21j 8.34318e-33+5.13493e-19j -1.61305e-34-5.74723e-19j -1.23965e-33-7.97358e-20j -1.86812e-32-1.94026e-19j -4.94446e-33+2.85217e-19j 2.86335e-33+3.99036e-19j 2.9837e-33-1.01098e-19j 4.58832e-32-1.78567e-19j -2.04935e-31-1.2132e-20j 
