0.00545232+0.00457005j -0.00207504+0.0111177j 0.000226247+0.00965765j -0.00399858+0.00509724j 0.000754497+0.00677003j 0.00331945-0.00608743j -0.00322294+0.00238748j -2.84622e-05+0.00759714j -0.00122715+0.00369387j -0.000209858+0.00348635j 0.00293963-0.00225095j 0.00249545-0.00135574j 0.00110131-0.00799112j -0.000608655-0.00497339j 0.00138288-0.00316575j -0.000366823+0.00170269j -0.000827953+0.00337831j -0.00183413+0.00365133j -0.00149+0.00319597j -0.000157899-0.0013066j -0.00116001+0.00385451j -0.00118077-0.00185039j 0.00198351-0.00638312j 0.000206843-0.00181891j -0.00060303-6.3469e-05j -0.000430065+0.00198604j 0.00236468-0.000642695j 0.000925329-0.00406556j 0.000442258-0.00142846j 0.00178513+0.00122036j -0.000650892-0.000424854j -0.000413511+0.00357591j 1.58973e-05+0.000510509j -2.02085e-05+2.00455e-05j 0.00277342-0.00592223j -0.000750427+0.00014816j 0.000574355-0.00532609j -0.000523024+0.00322922j -0.000214576-0.00162479j -0.000588826+0.00131225j -0.000570488-0.00168618j 0.00178767-0.00470099j 0.00254797-0.00474618j 3.35472e-05-0.00212709j 0.00366965-0.00143364j -0.00107593-0.00315103j 0.00333092-0.00829058j 0.00151415+0.000935991j 0.000538892+0.00416944j -0.0076753+0.00669076j 0.00282646+0.002239j 0.00808428-0.0108815j -0.00557966-0.0141859j -0.000208509+0.0361009j -0.0188504-0.303325j 0.00991061-0.814331j 
-0.000785597+0.000666393j -0.00122027+0.00180236j 0.00044567+0.0100791j -0.000481011+0.001491j -0.00126926+0.0033671j -0.000370205+0.00205551j -0.000680927+0.00237342j -6.85384e-07+0.00889224j -0.000467463-0.00279531j -0.000406233-0.00113282j -0.000385043+0.00129172j 0.00019599+0.00581693j -8.64302e-05+0.0185741j 0.000697635-0.00481897j 0.000392958-0.00192167j 0.000407407+0.0033692j -0.00010095-0.0146886j -0.000791128-0.00859804j -9.44403e-05-0.0298571j 6.8629e-05+0.000717137j -0.000775406-0.00963792j 0.00077349-0.00114979j -0.000176128-0.0163436j 0.000379708+0.0158983j 0.000331432-0.0301172j -0.000457993+0.0655476j -0.000852017-0.00905513j -0.000219155+0.0395055j 0.000427949-0.0375316j -0.000301187-0.0237321j 0.000938955-0.117513j 0.000632914-0.0375466j -0.00190586-0.927927j -0.000430873-0.0851543j -0.000144624+0.117239j -0.000746104+0.00705064j 0.00100175+0.00264725j -0.000868885+0.00103613j 0.00136246-0.00501426j 0.000180012+0.0147966j 0.000697868-0.00415985j -0.000894825-0.0178879j -0.000403295+0.016459j 0.000273056+0.00418799j -0.00165179-0.0107891j -0.000280474+0.0073466j -0.000402086-0.00281001j -0.000242324-0.0049692j -0.000159064+0.00523663j 0.000877831-0.00253442j -2.09368e-05-0.00574535j -0.000264629+0.000147642j 0.000221472+0.00199051j -0.000541424+0.00289359j -0.000232278-0.00141233j 0.000231158+0.0014149j 
0.000982343-0.00101607j 0.000766351+0.000142947j -0.00147049-0.00307496j -0.000836683+0.00169607j 0.000439077+0.000494903j 0.000132277-0.00163431j 0.000778819+0.0120776j -6.46264e-05+0.00494213j -0.000438435+0.00505405j 0.00092987+0.0109298j 8.19254e-05+0.00899069j 0.00130697+0.0022148j 0.000628556-0.00822526j -0.000401498-0.0243498j 0.000384111-0.0184283j -0.0022648-0.00736045j -0.000309906+0.00399684j -0.00121855-0.00742193j -2.70671e-05+0.0173609j 0.00132581+0.0328674j -0.000321626+0.0196838j 0.000174722+0.0298261j -0.000287727-0.0529421j -4.55669e-05+0.0373023j 0.000232748-0.0183298j -0.000963044-0.0214382j -0.000687858+0.045709j -0.000382445-0.0494284j -0.000123725-0.0274515j 9.17505e-05+0.0121466j 0.000467628+0.0589123j 7.26153e-05-0.943685j 0.000337093+0.0348313j 0.000867043-0.0169206j 0.000338573-0.0196521j 0.00152964+0.0060972j 0.00112667+0.0215532j -0.000681118-0.0218754j -0.000599899-0.0296433j -0.000642401-0.0189843j -0.000290593-0.0445986j 0.00116046+0.00446363j 0.000563138-0.00461218j -0.00120911+0.0222539j 0.000755092+0.00472625j -0.00111599+0.00611893j -0.000359866+0.00158037j -0.000315674-0.000837051j 0.000861704-0.00240878j -2.69634e-06+0.00329446j -0.000465322+0.00536356j 0.00100038+0.00382704j 0.00058584-0.00297315j -0.000339618-0.00282349j -0.000710064+0.00222323j 0.000240207+0.00194931j 
0.000540622-0.00108472j 0.00144292-0.00262826j -2.54061e-05-0.0092323j 0.000769417-0.000200886j 0.00171453+0.000170946j 4.54407e-05+0.00533042j -8.68353e-05+0.00562748j 0.00084433-0.0109937j 0.000281574+0.00690582j -0.000248475-0.0052421j 0.00121198+0.00176564j -8.98143e-05-0.0116024j -0.000938428+0.0227175j -0.00155573+0.037557j 0.000273623+0.0114567j 0.000131362-0.0100906j 0.000150736-0.0260208j 9.40668e-05-0.0202004j 0.000898735-0.0118968j 0.000154916+0.0407669j -0.00132355+0.0255159j -0.000677428-0.0140934j -0.000188062+0.0406235j 0.000789294+0.0533032j -0.000578687+0.00324245j -2.90823e-05-0.0479104j 0.000933498+0.00605204j 0.00140619+0.0675867j -0.00111994+0.0309759j -0.000214675+0.0537172j -0.000114629-0.927729j 0.000390308-0.0562833j 0.00122731+0.106166j -0.000934119+0.0741147j 0.000440242+0.00869676j 0.000206154+0.011254j -0.00121249-0.0201122j 0.000848957+0.019666j -0.00146449-0.0497371j -0.000956305-0.0137816j -8.4573e-05+0.0266488j 0.00034731-8.70437e-05j -0.000392091+0.0051773j -0.000403484+0.0148379j -0.000632626-0.00855393j 0.000138017-0.0141468j 0.00112237-0.00281893j 2.17201e-05-0.0050855j -0.000591426-0.0038976j -0.000164105+0.00271176j 0.000678866+0.0033584j -0.00143137-0.00242766j -0.000124486-0.00234398j 2.59611e-05+2.73639e-05j 0.0009464+0.0042515j 0.00115947-0.00687648j 
-3.95193e-05+0.00173037j 0.00148694-0.00154844j -0.00256347-0.00354703j -0.000511349-0.00459639j 0.000853781+0.0066913j -0.000653277+0.00551936j 0.000857645+0.00132954j -0.000240459+0.000563116j -0.000108005-0.000261445j 0.00165106+0.014019j -4.8002e-05+0.00217622j 0.000162137+0.00154941j 0.000252931-0.00999207j -0.00045154-0.0302483j -0.000617038-0.0080863j -0.00174884+0.00710729j -0.000329918+0.0287565j 4.02315e-05-0.029795j -0.000414969+0.0265864j -0.000140951+0.06554j 0.000327088+0.016645j -0.000482757-0.00812627j 0.00014152-0.00152082j 0.000221858-0.0132874j -0.000680995-0.0549452j -0.000593385-0.0314499j -0.000108851+0.150362j -0.000147621-0.00942439j 4.5975e-05-0.0259705j -0.000518225-0.942441j -0.000193395-0.0519526j 0.000296724+0.0203698j -0.000125602+0.00343134j 0.000818283+0.0262505j 0.000485268-0.0224096j 0.00185092-0.00756125j 0.000544534+0.0128374j -0.000253123+0.0241384j -0.000280427+0.00540535j 0.00010841-0.00891986j -0.000697508-0.0290862j 0.000477786-0.00181552j -3.64795e-05-0.00826161j -0.00069834+0.015514j 0.00170456-0.00211496j -0.000678547+0.00524964j -5.10481e-05+0.00144663j -0.000813609+0.00431473j 0.00105101-0.00228368j -0.000204357+0.00706743j -0.000795755-0.00147543j 0.000281117+0.00425844j 0.000317963-0.00802782j -0.000110859-0.00222767j -0.000325464-0.0017913j -0.000567514-0.000312037j 
-0.000837732+0.000175684j 5.07012e-05+0.00037135j -0.000225173+0.00255592j -0.000913729-0.000255953j -0.000870525-8.64066e-05j -0.00037364+0.00776118j 3.2617e-05-0.010708j 0.000312273-0.00433922j -0.000831469-0.00723159j 0.00107785-0.00327338j -0.00095815+0.0164744j -0.000561639+0.00936614j -4.6247e-05-0.00653867j 0.00144624-0.055542j -2.06746e-05-0.0475006j -0.000664927+0.0249553j 0.000411377+0.0117845j -0.00106975-0.0511991j -0.000405777-0.0426934j -0.000228729-0.0320836j 0.00014681+0.010573j -0.000179826-0.0255136j -0.000375774+0.0464907j 0.000316722+0.0296214j -0.000183546+0.0468932j -0.00154942+0.0918981j -0.000482208-0.0325525j -0.00103613-0.930471j 0.000181371+0.11086j 0.000172551+0.00352868j 0.000864105-0.0785453j 8.50381e-05+0.0307893j -0.000797319-0.00566433j 0.000742033-0.0202574j -0.00136014-0.0155671j 0.000523147+0.0158916j 0.000227572+0.0278218j -0.000353001-0.00355404j 0.00117912+0.0354521j -0.000217065+0.00728749j 0.000577173-0.0214933j -0.000147764+0.0231273j 0.00078933-0.0254318j 0.000154692+0.00561107j 0.000513849-0.00547068j -0.000125195+0.0171948j -0.000747642+0.00969655j 0.000125396+0.0111719j 0.000831865+0.00266825j 0.00128222-0.00191561j -0.000742675-0.00951202j 0.000331563+0.00448863j 0.000621152-0.00053647j -0.000480197-0.0007009j 0.000787567-0.00274362j -0.000146233-0.00153354j 
-0.00083462+0.00117489j 0.000404926-9.9668e-05j 8.58096e-05+0.000395972j -0.000194995-0.00715096j -0.000400447-0.00757177j -0.000576543-0.00328626j 0.000184111-0.00487835j -0.000374685-0.00264913j 0.000604953-0.00436232j 0.000214389+0.0117195j -0.000881139+0.00315654j 0.000645899+0.00867275j 0.000397776-0.00477716j -0.00112411+0.000578502j -0.000173563-0.00386346j -2.76187e-05-0.00942538j -0.000126401-0.0288723j 0.000306108-0.0141056j 0.000107234-0.018429j -0.000106793-0.0151516j 0.00049419+0.0503151j 0.000161682-0.0071478j 0.000434702+0.0347237j -0.000634346-0.0378829j 3.9789e-06+0.0378743j 0.000312861+0.0286957j 0.000103566-0.0404667j 0.000160395-0.0937997j 5.50901e-05-0.945557j 5.43619e-05+0.0214925j -0.000620103-0.0368234j 0.000153695+0.02022j 0.000859275+0.0206437j -0.000236564-0.0170371j -0.000493761-0.00551982j 0.000438873+0.0356218j -0.000344158-0.00486082j 0.000342094+0.00955054j -0.000327045+0.0233257j -7.42663e-05-0.0191709j 0.000334044+0.010225j 0.000104317+0.00225758j -0.000489338-0.00205368j -0.000235224+0.00323576j -0.000202021-0.00291098j -0.00033885-0.000107893j -1.51053e-05-0.00201042j -0.000200767+0.004556j 6.5451e-05+0.00206329j 0.000218699+0.00374078j 0.000573294-0.000436624j 0.000404465-0.00104892j -0.000212541+0.000159644j 0.000128636+0.00160647j 0.000270152-0.0025648j -0.000432877-0.000764848j 
-7.08045e-06-0.00226616j -0.00101991+0.00134495j 0.0029102+0.000221053j 0.00010668+0.00615755j -0.000282308-0.00814331j 0.000711078-0.00893708j -0.000156066+0.00375717j 0.00143793-0.0101804j -0.000607914-0.00101015j -0.000991794+0.00171244j 0.000662693-0.0258075j 0.00108038+0.0102293j -0.000790829+0.0340812j -0.000832766+0.040947j 0.000670109+0.0335198j 0.000344109+0.0121443j -0.000149268-0.00358552j -0.000207551-0.0177471j 0.000164245+0.00655467j -0.000274609-0.0108692j -0.00116903-0.00316275j 0.000359099+0.0370046j 0.000694734+0.0412775j -0.00029764+0.0126374j -0.000193206+0.0195828j -0.000212991+0.0069337j 0.000419572+0.939909j 0.000863766-0.0404283j -0.000245058-0.0292078j 0.000259487+0.113807j -0.00113248+0.0238592j 0.00071321+0.0357715j 0.000750498+0.000870157j -8.43536e-05+0.0145824j 0.000140551+0.0179028j -0.00164327+0.00541499j -0.0014799+0.0247918j 0.000179299+0.0240981j -0.000323841-0.00745062j 0.000374926-0.0134241j 0.00131337+0.0159307j -0.000390307-0.0145283j 0.000214331+0.0187478j 0.00046081-0.00873097j -0.00104231+0.0021982j 0.00072572-0.001359j 0.00195206+0.00214208j 0.000748991-0.0071408j -0.00108541+0.000108038j 0.000175431-0.00629743j 0.00100509+0.00522357j -0.000541563-0.00345124j -0.00103253+0.00757397j -9.13638e-05+0.00650579j 0.000515744+0.00378581j 0.00126126-0.00121845j 
-0.000212353-1.81376e-05j -0.00228297+0.00264456j 0.00153943+0.00802517j 0.000329283+0.00564614j -0.000761521+0.00495101j 4.30655e-05-0.01247j -0.000164737-0.0057727j 0.000201545+0.0105416j -0.000213753-0.00301418j -0.00166443-0.00722638j 0.000186831-0.0247379j 0.000436528+0.0125786j 0.00072031-0.0287457j 0.0008684+0.0109678j 4.10627e-05+0.0356695j 0.000275115+0.0367568j -0.000236691-0.0202461j 0.000552644+0.0680936j 7.30131e-05-0.015209j -0.000278874+0.00540312j 0.000532248-0.0192897j 0.000387754+0.046581j 0.0008935-0.0582197j -0.000992617-0.0931468j 9.51663e-05+0.0303969j -0.00099073-0.930376j -0.000151276-0.0040548j -0.00131336-0.0912637j 7.13007e-05-0.0181609j -0.000927438+0.01239j 0.000110892-0.00405445j -0.00111427+0.00613273j -0.000902059-0.0466394j -0.000373085-0.0380062j -0.00031736-0.001712j -0.0015494+0.0110181j -0.000193938-0.0261845j -0.000341645+0.0039258j 0.000532558+0.0143568j -0.000254445-0.0173448j -0.00030095+0.00340636j 0.000132913-0.00697024j -0.000479859+0.0143359j 0.000870104-0.0142134j -0.000622964+0.0100016j 0.000719413-0.00133446j 0.000336014-0.000526094j 6.61382e-05-0.00679866j -0.000625259+0.00314729j -0.000205352-0.00891579j -0.000228421+0.000966579j -0.000329281-3.23097e-06j -0.000305068+0.00499221j 0.000202632+0.00256971j -0.000746518-0.00124901j -0.000486831+0.00519604j 
0.000981037-0.000775469j 0.000589285-0.0011326j -0.00141971-0.00248676j 0.000471765+0.00183538j 0.000291262+0.000370067j 0.000283895+0.00576223j -0.000733772+0.00566385j -0.000818836+0.0119201j 0.000483869-0.00496829j 0.000178824+0.00952838j -0.00120954+0.026915j -0.000214362-0.0146541j 0.00136517-0.0438603j 1.57111e-05-0.00902295j 5.7911e-05-0.0527925j 0.000721032-0.0338425j 0.000195984-0.0138897j -4.19338e-05+0.0118167j 0.000591477+0.0527193j -0.000225209-0.0395084j 0.00079784-0.00257159j 4.01148e-05-0.00464148j -0.000602311+0.0134215j -0.000368876+0.054817j 0.000629824+0.945848j -2.18228e-05+0.0143342j -0.000337272+0.0134991j -0.00014094+0.0435828j -0.000321898+0.0267725j 0.000908656-0.0480087j 0.00094383-0.00309834j -0.000105533-0.01312j -0.000416191-0.0233204j 0.00033464+0.0283359j 0.000553248+0.00825227j 0.000655342+0.00969542j -0.000163446-0.0206646j -0.000756907-0.0145593j 0.000614318-0.00437288j -0.000226824-0.00172519j -0.00111471-0.00911391j -0.001154+0.0101457j -0.000139666-0.0176941j -0.00102666+0.00485275j -0.000894754-0.000876492j -0.000496337+0.00180008j -0.00129129+0.000176307j -0.000375661+0.00369767j 0.000216632-0.00433191j -0.000272352+0.00396711j 0.000526025-0.000178864j 0.000822614-0.00017942j 0.000718417-0.0024052j 0.000391807-0.00717216j -0.000376185+0.000848837j -0.000271371+0.00135101j 
0.000205328-0.000563463j 0.000373354-0.00168213j 0.000294612-0.0033192j 0.000241636+0.00385096j 0.00059629+0.00517848j 0.000229948+0.00299638j -0.000670008-0.00733652j 0.000533925-0.00793854j -0.000286569+0.00178382j 0.000233977+0.0175133j 0.000542911+0.0091721j 0.000197255+0.0133958j -1.71467e-05-0.00113335j -0.0001845+0.025139j 0.00095646-0.00891065j -0.00065046-0.0181349j 0.000465345+0.032678j -0.00174375-0.00467943j -0.000109658-0.0088952j -0.000450103-0.0201091j -0.000385122-0.00264976j -0.000206529+0.107316j 3.62558e-05+0.0365721j 0.00142249-0.946692j 0.000194544+0.0408821j -0.0010662+0.0925327j 0.000354226-0.00645878j 0.000405577+0.0084148j -0.000992902+0.0290707j 0.000397618-0.00303117j 0.000965088-0.0364765j 0.000349605-0.0343709j 0.000217973+0.00712036j -0.000504174+0.029672j 0.000687694-0.0044121j -0.000404684-0.0052367j 6.30672e-05-0.00449861j -0.000140792+0.00593204j 0.000151434+0.014379j -0.000348344-0.00183312j 2.08798e-05+0.00328694j -0.000264142+0.00435074j 6.79123e-05-0.00501406j -0.000543215-0.00823086j -0.000683863+0.000323637j 0.000257845+0.00270287j 0.000402952+0.00301818j 0.000294623-0.00200419j -0.000458623-0.00445493j 2.10352e-05-0.0027207j -0.000175627+0.00117285j -0.000109772+0.00108084j -0.0003438-0.00202492j -0.00067502-3.94741e-05j 0.000638066+0.000143931j 0.000167774-0.00270197j 
0.000710098-0.00113068j 4.59325e-05+0.00155127j -0.000467822+0.00116222j -0.00031325+0.0065192j 0.000235529-0.000654949j 0.00114279-0.00805809j -0.000729501+0.00827599j 0.000307148+0.0015751j -0.000720243+0.00757524j -0.000290466+0.00819111j 0.000146131-0.0116468j -0.000534674-0.0331851j 0.000882992-0.04129j -0.000668723+0.00790413j 0.0011942-0.0219285j -0.000152806-0.0289877j 0.000125689+0.00463377j 0.000216497-0.0245086j 0.00038249+0.110279j -0.000586923+0.0174892j -0.000308968+0.013902j 0.000412334+0.0295076j 0.000106274+0.946414j -0.000518892+0.0212592j -0.000330363-0.0393105j -0.00118959-0.0562924j 0.000901267-0.0306602j 0.000524327+0.0141838j -0.000550599+0.0121831j 0.000167367+0.00894179j -1.91279e-07+0.0430084j 3.78225e-05-0.0217264j -0.000587723-0.0299608j 0.000167152+0.0217344j -0.000755972-0.0125256j -0.000256884+0.026746j -0.000154838-0.0115509j 0.000236851+0.00757187j -0.000688425-0.0114914j -0.000483544-0.00739782j 0.000277858+0.00096904j -0.000746167+0.00575053j 0.000464441-0.0058054j -0.000292044+0.000330799j -0.000312743-0.00350758j -3.87718e-05+0.000911665j 0.000382633+0.00339895j 7.38571e-06-0.00104997j -0.000233478-0.00436941j -0.00101339+0.00240309j 0.00052612+0.00308428j 0.000838834-0.000391499j -0.000137971-0.000461242j 0.00023577+5.82591e-05j -0.00124774+0.00347881j 0.000609406+0.0044402j 
0.00173994-0.00358488j 6.07519e-06-0.00177579j 0.000915266-0.00892202j 0.00100259+0.0090985j -0.000402641-0.00583995j 0.000233006+0.00241217j -0.000512597+0.0116497j 0.00123788+0.000302057j -0.000275893+0.00246241j 0.000141948-0.0272966j 0.000219412+0.000985717j 0.00164209-0.00106312j -0.000186581+0.0360046j 0.000913718-0.000213908j 0.000782235-0.0366731j -0.000450432-0.0144625j -0.000986357-0.0438592j -0.000325499-0.0976323j -0.000413884+0.0454574j -0.0004137+0.0158287j 0.000477866-0.0396799j 0.000607694-0.930717j -0.000244486+0.0340032j 0.000222011-0.0923639j -0.000352373-0.00349844j 0.000583628-0.0371705j 0.000293573+0.0168426j -0.000974817+0.0194394j 9.51109e-05-0.00153229j -0.000178394+0.00641603j -0.000262231+0.010433j 0.000287628-0.0168996j 0.000310743+0.00707329j 0.000393949-0.0026717j 0.000242286+0.0288313j -0.000433968+0.0122331j 0.000627579+0.00097994j 3.44316e-05+0.00210658j 0.000530105-0.00980935j 0.000265222+0.0128419j 0.000561957-0.0019487j 0.000682209+0.00319939j 9.46464e-05-0.00306629j -5.97918e-05+0.0188904j 0.00049573+0.00973653j -0.000605435+0.00183066j -8.4887e-06-0.000653097j 0.000167078-0.00026207j 0.000642409-0.00484969j 0.000642643-0.00321134j 0.000100131+0.00390991j 0.000380948-0.000248761j 5.6882e-06+0.00293669j -0.000223803-0.00346651j 0.000804572+0.00502699j 0.00110374-0.00320228j 
-9.19976e-05+0.00126849j 0.00114489+0.000123655j 9.42847e-05-0.000512685j -0.00044076-0.000463964j 6.36396e-05-0.0018291j 0.00126096-0.0028736j -0.00116081-0.00222692j 0.000924206-0.0243197j -0.0019356+0.0257853j 0.000659109+0.0141038j 0.000692774-0.0301794j -0.000133545-0.0214279j -0.000316754+0.0535708j 0.000400254+0.0358379j 0.000685497-0.00968577j -0.000233321-0.0573478j -0.000944973+0.00830771j 0.000444516-0.0315078j -0.000867797-0.0124295j -0.000724597+0.0281793j 4.18658e-05-0.943414j 0.000375577+0.054879j 0.000491317+0.0142656j -0.000694749+0.0177019j -0.001024+0.0121238j -2.14863e-05-0.00355389j 0.0016622-0.0111843j 0.00119131-0.0233407j 0.000643129-0.0339339j 0.00121912-0.00611509j -0.00125994-0.00818377j -0.00014795-0.0162838j -0.000456131+0.00411267j 0.000524984+0.0319938j 0.000496378+0.00338043j 1.03189e-05+0.0165329j 0.000969359+0.00924697j 0.000114978-0.00511616j -0.000203824-0.00658564j -0.000492234+0.0101275j 0.00184457+0.0113607j -0.000430516-0.000508183j 0.00162984+0.00411811j -0.000430557+0.000609391j -6.48415e-05-0.0100334j -0.00014192-0.000736609j 0.000879114+0.00132794j 0.000911114-0.00100645j -3.66886e-05-0.0060602j -0.000286695+0.00420897j -0.000362634+0.00174703j 0.000303734-0.00344729j -0.00104469-0.00281778j -0.000903897+0.00559405j -0.000414965+0.000683534j 0.000562412-0.000407684j 
0.000297897+0.000489171j -0.000107985-8.56258e-05j 0.00116885+0.00589925j 0.00102878+0.000319588j -0.00213166-0.0109385j 0.000338691+0.000726481j -0.00242865+0.00284142j 0.00058288+0.00200223j -0.000698551-0.000449894j -0.000795979+0.0298164j -0.00137872-0.0496153j 2.04682e-05-0.00443156j 3.93822e-05+0.0414909j 0.000926284+0.014956j 0.00116275+0.00767068j 0.000703558+0.0579632j -3.69433e-05-0.092561j -0.000677429+0.0123998j -0.000152612-0.00977095j -0.001562+0.939825j 0.000646068+0.034322j 0.000713321+0.0360885j -0.000434167-0.00664556j 0.000836612-0.0117767j -0.000977367+0.0287376j -0.000825015+0.0219304j 0.000373387-0.0134233j 0.000477581-0.0255996j -0.00014811+0.00133884j 0.000691429+0.0338487j -0.000159984+0.0233764j -0.00044349+0.0239527j 0.00012939+0.00344841j -1.02093e-05-0.00479945j -0.000581737+0.000180116j -0.00102101+0.0128709j -0.000280026+0.0117718j 0.000384866+0.0006716j 0.000553409-0.0120913j -0.000143165-6.97661e-05j 0.00122852+0.00075966j -0.000255632-0.00184825j 0.00120708+0.00413828j 1.60948e-05+0.00796608j -0.000420609+0.00212145j 0.00051793-0.000678738j 0.000877576+0.000764059j 0.00017148+0.000220763j 0.00012905-0.00716616j 0.000680682+0.00120053j 0.000175994-0.00157092j 1.43733e-05-0.00774182j -0.00043137+0.000523164j -0.000303343-0.000453688j -0.000517128-0.000817011j -0.00030426+0.00169292j 
-0.00113579+0.00125529j -0.00119359+0.00231967j 0.000521313+0.00476308j 1.59935e-05-0.00315384j -0.000443182+0.00582711j -0.00101563-0.00943882j 0.0009097-0.0195507j 0.000174102+0.0119946j 0.000497091-0.0296285j -0.000621479-0.00922427j -0.000715616-0.0055981j 0.000432998+0.0590527j 0.000338547-0.00534886j -0.000251439-0.000986293j -0.00021547-0.00955377j -0.000565867+0.10714j 0.000926679+0.151942j 0.000442851-0.325386j -0.00133123+0.877148j -0.000186451+0.0182871j 0.00143641-0.0171112j 0.000289418+0.0544836j 0.000275498-0.0702731j -0.000260439+0.00320576j 0.000665773-0.0247925j 0.00076377-0.00247167j -0.000373828-0.0138821j -8.81e-05-0.00554933j 7.36616e-05-0.0120744j -0.000200546+0.0279932j -0.000380455-0.0153921j -0.000305684+0.0095471j 0.000186146-0.0126916j -0.000287723+0.000300892j 0.000142534+0.00622829j -0.000423842-0.0128245j -0.000455175-0.00384829j 0.000277598+0.00376535j -0.00064821+0.0014478j -0.000215128-0.00539838j -0.000682076-0.00296888j 3.4368e-06-0.00154329j -0.000689933-0.000312145j -6.84254e-06-0.00826843j 2.27986e-05+0.00376699j 0.000511819+0.00280957j -0.000127864-0.00130702j 0.000142841+0.000356879j -0.000143172+0.00562699j -7.35644e-05-0.00578899j -0.000637414-0.00117259j -0.000150596+0.00463438j -0.000250863+0.00284087j 0.000404325+0.00393482j 0.000151937-0.00404714j -0.000774391+0.00127031j 
-0.000177053+0.00165526j 0.000552643-0.00343241j 0.000347951-0.00434665j 0.000510721-0.00510509j 0.000621816+0.00450037j 0.000132841-0.00329548j 0.000401091-0.0143643j 0.00032414-0.00745333j -0.000808978+0.0158965j 0.000698218+0.0205951j -0.000148835-0.0107359j 0.000573546+0.023618j 0.00014254-0.0111395j -0.00107339+0.0218103j 0.000221363+0.127945j -0.00120602-0.0445343j 0.000439895+0.0810078j -0.00154769+0.885995j -0.000541791+0.30828j -0.000332851+0.000760318j -0.000110189-0.0444715j 0.00149474-0.0727314j 0.000202384-0.000491764j 0.000926648+0.00869237j 6.0402e-05-0.0147031j -0.000817475+0.0595539j -6.38432e-05-0.00219657j 0.0010169-0.0347742j 0.000122473-0.0119136j 0.00030577-0.0117662j -3.00491e-05-0.0153951j 0.0010619-0.00158416j 0.00049449-0.0110311j 0.000786506-0.011495j -0.000670905-0.00529998j -1.79348e-05-0.00466785j -0.000852159-0.00868411j -0.000211817-0.000753439j -0.000415304-0.0104582j -0.000337832-0.0024866j 0.000464364+0.00522145j -0.000548001-0.0076795j 7.4812e-05+0.00360128j -0.000436968-0.00439218j -0.000385133+0.00247612j 0.000111465-0.00249786j 0.000520569+0.000103491j 0.000114245+0.00250177j -0.000233253-0.00437313j 8.81131e-05-0.00069414j -0.000329264+0.00279043j -0.000363389-0.000370403j -0.000341383-0.00385286j -0.000592767-0.00121971j 0.0008986-0.003244j -0.000896252-0.0038359j 
0.000107954+0.00119416j -0.000342215+0.00147421j -0.000429597-0.00169123j -8.41458e-05+0.00143874j 0.000246771+0.00232164j -0.000295508-0.0239543j 0.000307768-0.000119427j 0.000451088+0.00854406j -0.000906957+0.0104667j 0.000825755-0.0157077j 0.000639899-0.00670847j 0.00135306-0.00752417j 8.49885e-05+0.00374763j 0.000348598+0.0203346j 0.000956759-0.100833j 4.87649e-05-0.199106j 0.00042119-0.910818j -0.00043981+0.0162956j -0.000963963+0.162833j 0.000125977-0.0764481j -0.00094451+0.00111129j -0.00100782+0.0547794j 0.000388801-0.0180617j 0.000189273-0.0198498j 0.00029823-0.0188702j -0.000319344+0.0170878j -0.000169734+0.00468831j 0.000140804-0.00684112j 5.40178e-05+0.0219286j -0.000389179-0.0139243j 0.000410909+0.0151857j -0.000555369+0.00508015j -2.14852e-05+0.00107058j 0.000384254-0.00352415j 0.000346299+0.0100052j 0.000223751+0.0127886j 0.000431787-0.00195287j -0.000116033-0.00309163j 3.54216e-05-0.00614898j -8.96223e-05+0.00417469j 9.89257e-05+0.00170961j -0.000161472-0.00126399j 0.000557113+0.0026996j 0.000129911+0.00265975j 0.000163229+0.000332992j -0.000194196+0.00112951j -0.000362732-0.00334133j 0.000650832+0.000147221j 5.91113e-06+0.000495972j -0.000506875+0.000532173j -0.000494364+0.0048281j 0.000696971+0.0034822j -0.000563046-0.000773756j -0.000167403+0.00383411j -0.000553884-0.000742886j -0.000108205+0.00211179j 
