-0.010949+0.00361773j -0.00466087-0.00984477j 0.00789001+0.0108211j -0.012023+0.00885072j -0.00163186+0.0075979j 0.00449269+0.00743276j -0.0129601+0.00777365j 0.00126759-0.00222314j 0.00689677-0.00341008j -0.00334327-0.00865173j -0.00538257+0.00562916j 0.000899586+0.00569336j -0.00912478+0.00601866j -0.00189142-0.00118963j -0.000567267-0.00180385j -6.8196e-05+0.00943757j -0.00421512+0.00894165j -0.00308589+0.00453527j 0.00459315+0.000529096j 0.00191556-0.0103588j -0.000874244-0.00586914j -0.00280617-0.00150797j 0.00466342-0.00373293j 0.00675448+0.00374505j -0.00339224+0.00530235j -0.00425465+0.00547871j 0.0091538+0.00655595j -0.00114747-0.00224043j -0.00441364-0.00766488j -0.00903104+0.0226472j -0.00763208-0.0117175j 0.00312445-0.00962246j -0.00358421+0.00852735j 0.0105566-0.0105034j -0.0151598-0.00754608j 0.0105241+0.0172178j -0.0168593+0.0151207j -0.0205133-0.00110075j 0.0162725-0.00287966j -0.00378757+0.00455448j -0.00699758+0.0142813j -0.0137419+0.00338556j 0.00607195-0.00773193j -0.0215494-0.0173638j 0.00433557+0.00874907j -0.0398918+0.00613194j -0.00565154-0.0291401j 0.00544861-0.0110427j 0.006035-0.0282143j -0.00397814-0.0029642j 0.0146492+0.00361551j -0.00634029-0.000575714j 0.00293889-0.0154718j -0.00029456-0.000376514j -0.0021942+0.00893161j -0.00346395-0.00444002j 0.00457282-0.0037696j 0.0113004-0.00202364j 0.00271068+0.00155036j 0.0116747-0.00186152j 0.00573799+0.00202444j 0.00361038-0.00933952j 0.00121106+0.0132224j 0.00131104-0.00853124j 0.00213152-0.0244473j 0.00255907+0.0215487j -0.000336344+0.00889695j 0.0449678+0.0517824j 0.0514977-0.0471178j 
-0.00577251+0.00315771j 0.0023084+0.0010791j 0.000662488-9.21557e-05j -0.00447459+0.00358043j 0.000109638+0.0146221j -0.0101471-0.00497322j 0.000599587-0.00942757j 0.00297385-0.00651724j -0.000741713+0.0114692j 0.0118962+0.000132239j -0.00203283+0.00535845j 0.00438754-0.00395867j 0.000330362+0.00478481j 0.00540913-0.00959136j 0.00141475+0.00597623j -0.0209274+0.0176554j 0.0115587-0.00821449j 0.000872742-0.0115926j -0.00786747+0.0151669j -0.00690713+0.00432133j -0.00472642-0.00175719j -0.0130343+0.00219887j 0.0187946+0.0111263j -0.00179739+0.00577798j 0.023754-0.00968702j 0.00612864+0.0110942j 0.0108644-0.00816048j 0.00125376+0.0010319j -0.011677+0.00272001j 0.00979104+0.00320206j 0.00407091-0.00102654j 0.0129381+0.0178718j 0.000361335-0.0196983j 0.00946868+0.00397604j -0.00443142+0.0149082j -0.0112946+0.0134087j -0.0142248+0.0106074j -0.0021105+0.00625811j 0.00533541-0.0135024j -0.00338939-0.00655306j -0.00596337+0.00780594j -0.0132315+0.00115105j -0.00533686-0.00844931j -0.00863614+0.00449432j 0.0102497-0.00614532j 0.00124035-0.000797484j -0.000383768-0.00781753j -0.0062698+0.0084153j 0.00273169-0.00339981j -0.00460962-0.00121561j 0.0149393-0.00410694j -0.0175195+0.00386357j 0.0105897+0.00515184j -0.00319596+0.00164429j -0.00575286-0.00126142j 0.0307029+0.00361573j 0.0123611-0.00506354j 0.00966724+0.00882737j 0.00884457-0.00669153j -0.0042565+0.00160321j 0.0103419+0.0137426j -0.0103716-0.00601399j 0.0055126-0.00177029j -0.0141404+0.00144074j 0.00417666-0.00931111j 0.00127179-0.00168177j -0.00103723-0.00176937j -0.000329162-0.00451383j 0.00462277+0.00335862j 
-0.00134576+0.00817182j 0.00402397-0.00524151j -0.00351233+0.0112093j 0.00479141-0.00403316j 0.00480518+0.00699074j -0.00467183+0.016003j 0.00485981-0.00300468j -0.00257169-0.0216351j -1.74975e-05+0.00470752j -0.00392785-0.00674301j 0.0129056-0.0106562j 0.00133967+0.00352995j -0.00473465+0.000184687j 0.000854446+0.00104297j -0.00480307+0.00458442j -0.00959001+0.00164137j 0.00354832+0.00589008j -0.000367623+0.00130513j 0.00292089+0.00539767j -0.00782632-0.00777599j -0.0140991+0.0103072j 0.00683177-0.0199473j -0.00856622-0.00938171j 0.00571837+0.0173103j 0.00941075+0.00517993j 0.0113247-0.00482798j 0.0067238-0.00326216j -0.0171916+0.00901638j -0.0129089+0.0137107j -0.019083-0.00960259j -0.00454566+0.00747017j -0.00484955+0.0167197j 0.00124845+0.0126804j 0.00535081-0.0343617j -0.0037086+0.00757142j -0.00488693+0.0317046j 0.00901841+0.0161823j 0.011297-0.00779526j -0.00975906+0.00552624j -0.000978351+0.00423924j 0.0121271-0.00456766j 0.00334414-0.0140919j 0.0056409-0.00126897j -0.00255352-0.00799009j -0.00315314+0.00652792j -0.00284081-0.013443j -0.00088987-0.0108415j 0.000508234-0.00277361j 0.0108984-0.00643595j 0.0147336-0.00528672j 0.0278611+0.00518173j 0.00911935-0.00473275j -0.00458126+0.00125052j -0.00196823+0.00815727j -0.00645023-0.00190294j -0.00307986-0.00436692j 0.00345689+0.00217057j 0.00197914+0.00262449j 0.00590853-0.000135785j 0.00630039-0.00396222j -0.0035183+0.0132273j 0.00783764+0.00201075j 0.0148474+0.00132346j -0.00278552+0.00523972j -0.0116638+0.00310432j -0.0097926-0.0105894j -8.98949e-05-0.00500977j 0.000916764+0.00115165j 0.000904374-0.00869698j 
0.00537351+0.00395364j 0.00334063-0.00507392j -0.00506019+0.00674869j 0.0075286+0.00319934j 6.57235e-06+0.000963289j -0.00185881+0.00969151j 0.00101646+0.0046019j 0.000631154+0.0027656j 0.0012995+0.00059j -0.00226456+0.00250378j 0.00277195-0.00231459j -0.00211627-0.00321641j 0.00520853-0.00352073j -0.00350476-0.0102325j -0.00325896-0.00397521j 0.0134131+0.00441858j -0.00603776+0.0031232j -0.00103121-0.00225142j 0.013392+0.00820139j 0.00367194-0.00127225j -0.00908373+0.000672615j 0.00287124-0.0263934j 0.00913386+0.036319j -0.0108885-0.0176261j -0.0164488+0.019465j 0.0184881+0.0168847j -0.00950222-0.0104008j 0.00269926+0.00634341j -0.0116719-0.0269086j -0.00555181+0.00304096j 0.00396761-0.0217214j -0.00380539+0.0121201j 0.0142117-0.00193531j -0.000392825+0.00414649j -0.000394999+0.00672541j 0.00341135+0.0111148j 0.00393528-0.00900227j 0.00383485-0.00128886j -0.00856551+0.00909386j 0.00357346+0.00632401j 0.00511165+0.00603202j -0.00684837+0.00446195j -0.00388957-0.00647377j 0.00764126+0.00346454j 0.0027097+0.0029738j 0.0184139+0.002357j 0.00117717-0.00738796j -0.0143962+0.00703224j 0.0265891-0.0131214j 0.00256525+0.00534147j -0.00592873+0.00783642j 0.00394388-0.0052784j -0.02193-0.000562937j 0.00775385-0.00260155j 0.00181012+0.00893312j 0.0133557+0.00531289j 0.0130819-0.000844562j -0.00350397+0.00355983j -0.0178872+0.00228364j -0.00609975-0.00296072j 0.0117736+0.00724109j 0.00109089+0.00155597j -0.000557186+0.00398576j -0.00865138-0.00431309j -0.00683624+0.000904526j -0.00268856+0.000525325j 0.00237638-0.00188222j -0.00412161+0.00888836j 0.000142034-0.0112423j 
0.000710925-0.0063513j -0.00455325+0.00178408j 0.00565146+0.00262152j 0.00447188+0.0015023j 0.00513382+0.00148739j 0.0069011-0.012409j 0.00178756+0.00459098j -0.00830689-0.00947168j 0.00409177-0.00964516j -0.00267444-0.00546552j -0.00432657+0.0111075j 0.000592915-0.00301607j 0.00663157-0.0100295j -0.00256562+0.00825326j 0.0016309+0.00105707j 0.0108246-0.00938149j -0.0157934+0.0134572j -0.0106119+0.0208782j 0.00612411-0.00305687j 4.23297e-05+0.00184752j 0.00906121+0.0185809j 0.00784232-0.0271207j 0.00228513+0.00432092j -0.000560089+0.0037451j -0.0183262+0.0129929j -0.00746217+0.000757395j -0.00628465+0.00166742j 0.0310078-0.0117437j -0.000841879+0.00106703j 0.00150146+0.01121j 0.00110238+0.0167841j -0.00879091+0.00169045j -0.00189951-0.0305453j -0.00149797+0.0025843j 0.0107114-0.0203326j -0.00528348+0.00975299j 0.0058312+0.00574941j -0.00279925+0.00531896j -0.00279133-0.0164474j -0.00275241-0.00437982j -0.0011974-0.00794102j 0.00331964-0.0056793j -0.00672613+0.00729759j -0.0153675-0.00314457j 0.00389553+0.000666351j 0.0105529-0.0126006j -0.012024-0.00464948j -0.00883701+0.00532271j -0.00248598-0.00831032j 0.00871517-0.00711142j 0.00215152+0.00490549j -0.0234969-0.00559589j 0.0115699+0.00312714j 0.00774713+0.00025447j -0.00657275-0.0059407j 0.0139828+0.000636881j 0.00138518+0.00227124j 0.0102307-0.00582001j -0.00711301-0.000239364j -0.0114338+0.00152149j -4.24338e-05+0.00196992j -0.00741-0.00526306j 0.0103603-0.00333614j -0.00473725-0.00198865j -0.00714922-0.00741314j 0.000362028+0.00484808j -0.00539403+0.00221233j 0.00182712-0.00105716j -0.00790532+0.00601977j 
0.000827995-0.00380743j -0.00270156+0.00121921j 0.0052813-0.00248365j 0.00116194-0.00492403j 0.00501595-0.00998832j 0.00207121+0.00153971j 0.000209328-0.00498758j -0.00689854+0.00951552j 0.00291201-0.00279882j -0.00357089+0.00277397j 0.00666355-0.00278857j -0.0163931-0.0038238j -0.00416043+0.00148334j -0.00760916-0.00585908j -0.00231515-0.00576413j 0.0105881-0.000338452j 0.0222927-0.00601106j -0.0136322+0.0191868j 0.0118085-0.00222186j 0.0104469+0.000982947j 0.00278348+0.00385343j -0.00684946+0.00734522j 0.0128665+0.00201843j 0.0207361-0.0120721j -0.00330511-0.0100029j -0.0104707-0.00940422j -0.00497916-0.0016562j -0.00408064-0.00328048j 0.0243123+0.00698405j -0.0167417+0.00818947j -0.00307143+0.0117133j -0.0088096-0.00338211j 0.0130838+6.34844e-05j 0.0149637+0.00359536j -0.00403917-0.00161482j 0.00623127-0.0146202j -0.00791938-0.00193202j 0.0162244-0.00776865j -0.000472945+0.00203322j -0.00285265+0.0113812j 0.00906194+0.0121838j -0.0269236-0.000914202j -0.00778753+0.0121347j 0.00437405-0.00365307j 0.0200027+0.00423779j 0.0153951-0.0018269j 0.000785111+0.00612072j 0.00219603+0.00491154j -0.00161925-0.000126056j 0.00238911+0.00557435j 0.0111136-0.00181182j 0.0225389+0.00262715j 0.01044+0.00587949j -0.0202677-0.00714763j 0.0167776+0.00880913j 0.0155478+0.00155842j -0.00834719-0.0103403j 0.00341284+0.00877527j 0.00932709+0.0130896j 0.0051729-0.00757741j -0.000392904+0.00379626j -0.000815062-0.00090266j 0.00543084+0.00169921j 0.00716344-0.00402628j -0.00529534+0.00132024j 0.00464224+0.00137797j 0.00269184-0.0015425j 0.00360008+0.00105082j -0.000873353+0.00271246j 
0.00184877-0.00657731j -0.00539317-0.000840317j 0.00110181+0.00466782j 0.0031871-0.0117811j -0.000732319-0.0117778j 0.00149639+0.00769425j 0.00513938-0.0104525j -0.0121961+0.00312808j -0.00683275+0.00558098j -0.00971886+0.00483855j 0.00476257-0.00342741j 0.0129812-0.0343423j 0.00347792+0.00640178j 0.0128569-0.000836985j 0.00612648-0.0125185j -0.00119271+0.00205361j -0.00817258+0.00987008j 0.00796653+0.00262606j 0.00465801+0.0245881j -0.00428042+0.0217993j 0.00176348-0.00744332j -0.0152668+0.0018467j -0.0262213+0.00438628j 0.0111987-0.0159935j -0.00991352-0.00446995j -0.00323718-0.00291511j -0.00719099-0.00735315j 0.00627777+0.00573456j -0.0186637+0.0211524j -0.00573076+0.000232751j -0.00395075+0.00369057j 0.0109984+0.00346062j -0.0135708+0.0149191j -0.00667141+0.0184388j -0.012029+0.00907561j 0.013293-0.000858656j 0.00613197-0.00554083j -0.000599605-0.000553999j -0.0141822+0.0131805j 0.00130722+0.008086j -0.00147346-0.00712465j -0.00939865+0.00415617j -0.000930357+0.000479091j 0.000537997+0.00603574j 0.00783147-0.00214611j 8.21691e-05+0.00146024j 0.00919714+0.0101353j -0.00277843+0.0157472j 0.0183464+0.00874568j 0.00786699+0.00593152j 0.0206841+0.00262084j 0.000292315+0.00596861j -0.00199208+0.00881355j -0.00304551+0.00304272j -0.00909444-0.000226784j 0.00878253+0.0019422j -0.00365478-0.0126742j -0.00871266+0.0065908j -0.00602956+0.00357808j -0.00338314-0.0065374j -0.00038606+0.00893784j -0.00016865-0.000534333j 0.0021594+0.00701657j 0.0105534+0.000666723j 0.00291101+0.00533032j 0.00486899-0.00280521j -0.0060695-0.00117494j -0.000731212+0.000113286j -0.00652958+0.00612405j 
0.00268908+0.00272961j 0.00735961-0.000256241j -0.00625569-0.000337978j 0.00583717+0.00501249j -0.000776931+0.00579981j 0.000203956-0.000350954j 0.00386149+0.0062127j 0.0044801+0.0012301j 0.00123863-0.00374084j 0.00296209-0.00176929j -0.00352357+0.00591198j -0.00540834-0.00615013j 0.00754629-0.00677186j -0.00579475+0.000689425j 0.0160361-0.00420284j 0.0132664+0.00872509j 0.00378807+0.00400531j -0.0144475-0.0113802j -0.000748746+0.00222998j -0.0017588+0.00833353j -0.00313062-0.00362322j 0.0130578+0.00481402j 0.00154312+0.0107139j 0.0143523-0.00302643j -0.00955418+0.00628586j -0.00275613+0.0102369j -0.0106955+0.00674327j 0.00649394-0.0106995j 0.00693205-0.00855853j 0.00626328-0.00223467j 0.00955258-0.00356722j -0.00523875-0.00454842j -0.0133125+0.0107237j -0.00604971+0.00377385j 0.00370596+0.00174427j -0.00341849+0.012881j -0.0118014-3.00388e-05j -0.000830315+0.00258629j 0.00164805-0.00530222j -0.00820544-0.0065558j -0.00342329+0.00164704j -0.00753804-0.00595602j -0.00862678-0.00138035j -0.00646177+0.00207576j 0.00731822-0.00387854j 0.00425513+0.00112416j 0.0102033-0.00387409j 0.0113871+0.000509538j -0.000520656+0.00329622j 0.00269792+3.99844e-05j -0.00876183-0.00512043j -0.00756802+0.000695468j 0.0269632+0.00966874j -0.00550632-0.00375328j 0.00345736+0.00584587j 0.00708454-0.00106739j -0.00527426+0.0020365j 0.00376345+0.0109577j 0.00183539-0.00819537j -0.0139279+0.00038653j -0.0144705+0.00852327j -0.012233-0.0016978j 0.0181398-0.0145082j -0.00505965-0.00288295j -0.0152627-0.00882038j -0.00277853+0.00770201j -0.000979528-0.00563171j -0.00528773-0.00979001j 0.00516551-0.00907922j 
0.00190561+3.42762e-05j -0.00113259-0.000782564j -0.000981021-0.00266782j -0.00133488+0.00701396j -0.00223913+0.00917685j -0.000590574+0.00553608j 0.00928431+0.00608665j 0.00578461+0.0088933j 0.00436208-0.000248738j 0.0116941+0.00159652j 0.000917487+0.0164752j 0.0052114-0.000628796j 0.0124486-0.00605972j 0.00825249-0.0172107j -0.00133172-0.000415727j 0.00329059+0.00372711j -0.00242377+0.0254423j -0.00390064-0.00771405j -0.000964226+0.00146751j 0.000698395-0.00046858j 0.000666267-0.00130909j 0.0016268-0.00844869j -0.0240625+0.00632214j -0.00774228+0.0108376j 0.00440798+0.0198469j 0.00797125-0.00200125j 0.00388656-0.00435427j 0.00179477-0.0232846j 0.00699204+0.000495089j -0.00275702+0.00390596j 0.00705333-0.0126744j -0.0098501-0.0194981j 0.0104157-0.0053008j 0.0012322+0.0102987j 0.0112622+0.00336747j -0.0252614+0.000886816j 0.00730372+0.00927182j 0.00443606+0.00876637j 0.012125-0.00953207j 0.0199459-0.00464562j 0.0116356+0.0120271j 0.0185125-0.000156864j -0.005069+0.000817352j 0.00213997-0.0159108j 0.00030043+0.00637499j 0.0180106-0.0144619j -0.0125691-0.0275186j -0.0214968-0.0075927j -0.0178558-0.0157798j -0.0105996+0.00120724j -0.0108421+0.00568501j 0.0011059+0.00579986j -0.000898036-0.00120302j 0.00325089-0.00906776j -0.00963291-0.00334921j -0.00571841-0.00243608j -0.00216937-0.00194288j -0.00528549+0.0137444j 0.00593008+0.00198015j 0.0134559-0.000558127j -0.0135021+0.00484154j 0.0137111+0.00468245j -0.000369521-0.000321677j 0.00957358+0.00382777j -0.0103348+0.000387011j -0.00223987+0.0147912j -0.00171346+0.00357289j -0.00414561+0.00981675j -0.0126911-0.000964731j 
0.00344705-0.00498988j -0.00703619-0.0039907j 0.00751674+0.00289165j -0.00404116-0.00529552j -0.00669002-0.00425516j 0.00485374+0.00043791j -0.00371899-0.00585618j 0.00156781+0.00223673j 0.00288923-0.00745515j -0.0024334+0.003061j -0.00694924-0.0124295j 0.00274788+0.0111767j -0.00197479-0.00230483j 3.43559e-05+0.00719222j -0.00849797+0.010903j -0.0108251-0.0109587j -0.00314569-0.00286534j 0.00553406-0.00916243j 0.00414736-0.0139606j -0.00705403+0.0103321j 0.00423931-0.00261558j -0.00620353-0.0211377j 0.0117983-0.00580694j 0.00553887+0.00130238j -0.00259271+0.0104618j -0.0019993-0.0114445j 0.00171221+0.00485692j 0.0114156+0.000478329j 0.0119341-0.0039194j -0.00190237-0.0089572j 0.014725+0.0079521j -0.0116096+0.0179795j 0.0166852+0.000403093j 0.00601241+0.00115778j -0.016202+0.0106867j 0.00353081-0.0361542j 0.000396039+0.00295188j -0.000935288+0.0129008j 0.00545129+0.00365087j 0.00794338+0.010206j 0.016605-0.00745555j -8.15488e-05+0.00902152j -0.00345523-0.00558135j 0.00876292-0.00312588j 0.00226631-0.00340816j 0.00849057+0.00665747j 0.00824638+0.00471927j -0.000868363+0.0039882j 0.00192675+0.00572076j 0.000378344+0.0014263j 0.013291-0.00238938j 0.00466161-0.000665575j 0.000418315+0.00182581j 0.00423039+0.00764322j -0.00266977-0.00519394j -0.0127944+0.00529204j -0.00112668-0.00131528j -0.00321552-0.00192657j 0.0154584-0.00679935j -0.00761609+0.00190066j -0.0117007+0.0129668j -0.00864775-0.00161716j 0.0221089-0.00624598j 0.0226861+0.00513447j -0.00626702+0.00176934j -0.00284624+0.00762679j -0.00335247-0.00897792j -0.00813586+0.000691126j 0.000502547-0.00297545j 
0.000231121-0.000732698j -0.000712722-0.000916294j -0.00422662+0.00297679j 0.011012-0.00491575j 0.00690975+0.00204274j -0.0108161+0.00466041j -0.000983342+0.0121626j 0.0149919-0.0124678j -0.00287481-0.00372086j 0.0153717-0.0120205j 0.00186633-0.00269109j -0.00112884+0.00707747j -0.000441147+0.000249483j -0.0173071+0.0210067j 0.0148593-0.00331856j 0.0156287-0.013897j 0.0114223-0.0224792j -0.00465874+0.0104299j -0.00621828-0.00398202j 0.0108996+0.00212368j -0.00554661-0.00941147j -0.0124908-0.00462862j -0.00831742-0.00567293j 0.00819954-0.0140568j 0.00417073+0.00443896j 0.0165973-0.00800635j -0.0161676+0.00223395j -0.0299649+0.0218734j 0.00153552-0.0121815j 0.0133421-0.000998919j 0.00514635-0.0104194j -0.010636-0.00479785j -0.00972856-0.00614698j -0.00310547-0.00106555j 0.00602602+0.000107838j -0.016072+0.00354113j -0.00170813+0.00850611j 0.0162365+0.0022921j 0.00855943+0.00303909j 0.00318343+0.00474148j 0.0148674+0.00161594j -0.000561769+0.00530901j -0.00911333+0.00556456j -0.00390948-0.000561886j 0.0102588-0.00788289j 0.00280381-0.0084368j -0.011943+0.00376939j -0.0143106-0.000644268j 0.00169363+0.00127465j -0.00693756+0.0054975j -0.00590453+0.00086278j 0.00828305-0.00303755j 0.00850047-0.000779682j -0.00989148-0.000758964j -0.000135024+0.00387273j 0.0049528+0.00281405j 0.00570165+0.00580679j -0.00508255+0.000303721j -0.00208678+0.00699717j 0.0032633+0.00753348j 0.00931975-0.000237622j 0.00308282-0.00140303j 0.000807311+0.00316672j 0.00628131+0.0072437j -0.00711958-0.000780357j 0.00879003+0.0066548j -0.00338892+0.00684717j -0.00877166+0.00108373j -0.00803731+0.00262019j 
0.00565338-0.00210102j -0.00342355-0.000497232j 0.00369283+0.000508197j 0.000739024+0.00177569j -0.00477309+0.00192209j 0.0134153-0.00136888j 0.00315636-0.00155303j 0.0100467-0.00389856j 0.00443245-0.00390444j -0.00463617+0.00283863j -0.00887802-0.00369571j -0.00903188+0.0149791j 0.0105329-0.00223017j -0.00710378-0.00898621j -0.00799711+0.00905363j 0.00801288+0.0134523j 0.00322976-0.00273375j 0.000770091-0.00884822j -0.00407526-0.00244964j -0.0135186+0.00520821j -0.00454918+0.0143933j -0.00657695+0.00523611j 0.0188909-0.00993302j -0.00846423-0.00814481j -0.00290329+0.00596938j -0.00618851+0.00861426j -0.0126767-0.00273785j 0.000812509-0.0129009j -0.00466954-0.0149349j 0.0164715+0.010754j -0.00912165-0.0152747j 0.0196094+0.00386659j 0.00311457-0.0099027j -0.0088718-0.0118905j 0.00608082-0.00323036j -0.00623625+0.0126296j 0.028623-0.0145801j 0.00499284-0.0164854j -0.0111644+0.00511945j 0.0060435-0.00865056j 0.000334849-0.00182093j -0.00980739-0.0113496j -0.00579715+0.000391295j -0.00749955-0.00451682j 0.00595514+0.000658565j 0.00321564-0.0138995j -0.00187324-0.00225601j -0.000839021-0.00551851j 0.00672763+0.00432645j 0.0129131-0.00443697j -0.000569894-0.000129065j 0.00669775-0.00145067j -0.0147804+0.00776164j -0.00266848-0.00403648j 0.0138488+0.00295551j 0.0122483-0.00153085j 0.00531989+0.00812426j 0.00668949+0.0052147j -0.00837491+0.00637114j -0.0164577-0.00437679j 0.0119437-0.00054579j 0.00124758+0.00651112j -0.0109688-0.00114019j 0.00861777-0.00210985j 0.00372515-0.00248126j 0.00132956+0.00217175j -0.00763653+0.00345966j -0.00289984+0.00647479j -0.0201461+0.0003092j 
0.00310957-0.0041463j -0.0010627-0.00128907j 0.00264382-0.00306766j -0.00181454-0.00627j -0.00193443-0.00873068j -0.00246083-0.00148422j 0.00856716-0.000681929j -0.00493204+0.00242609j -0.00114125-0.00955813j -0.00765165+0.00770337j -0.00416426-0.00174027j -0.00676157-0.00314932j -0.00953716-0.00674736j -9.99288e-05+0.00759841j 0.00739572+0.00391905j -0.000677052-0.0169838j 0.021375+0.0130726j -0.0174254+0.000332709j -0.00550007-0.0170211j 0.00269846+0.00774531j 0.00912985+0.000300201j -0.0280169-0.0175242j 0.017058+0.000629048j 0.01182+0.0005877j 0.0198119+0.0238961j -0.00460964-0.00511607j -0.00486228+0.0121317j -0.017701-0.0175263j 0.00276813+0.00316082j -0.0156986-0.00695839j 0.000823912+0.00142584j 0.00681161+0.009122j -0.0148782+0.016412j -0.00921599-0.000544915j 0.00610712-0.00260025j 0.0104106-0.00805078j -0.00453667-0.00920254j -0.00413407+0.00384581j 0.00120086+0.0106023j -0.0124536+0.0122086j -0.00355501-0.00207341j 0.00103883+0.00261607j 0.00923506+0.00213797j -0.0004385+0.00682292j -0.0197346+0.00620289j 0.00261708+0.00415638j 0.0228495+0.00926046j -0.00205009-0.000786595j -0.00240019+0.00621773j -0.00818363+0.0038893j -0.00848807-0.00721754j -0.00352328+0.00503618j 0.00748866-0.00249964j 0.022384-0.00221825j 0.010328-0.00278287j 0.00859257+0.000303507j 0.01698+0.00847364j -0.00477152+2.50607e-05j -0.0117661+0.00099109j -0.00566797+0.00667955j 0.0129289-0.0100745j 0.00566033+0.000732634j 0.00811976+0.000525605j -0.00816028+0.00342424j -0.00219938-0.00233791j -0.00194909-0.00872514j 0.00622265-0.00341709j -0.00292638-0.00336576j 0.00602397+0.00294892j 
0.00623212+0.00142603j 0.00425431-0.00397362j -0.00598347+0.0113169j 0.0131981+0.00631569j -0.0017645+0.00387999j -0.00130407+0.00203318j 0.0104096+0.0151346j 0.00395056-0.0173957j 0.000494182-0.00148655j -0.00995862-0.00699399j -0.00415866+0.0179355j -0.00656975+0.00320022j 0.000927931+0.000158073j 0.0034488+0.00365058j -0.00616192-0.0118146j -0.00409019+0.00903965j 0.00146753-0.00438485j -0.020199-0.00445498j -0.00524115+0.00880165j 0.0156706-0.00323076j -0.0156695+0.0132301j -0.0053238+0.0216225j 0.016531-0.00333795j -0.00310186-0.00488126j -0.00385168-0.00290474j -0.0110647+0.0112377j 0.000938754+0.018676j 0.00288542+0.0204177j 0.000185088+0.00372283j 0.00022174-0.00543669j -0.00312097-0.00636591j -0.00406425-0.0145227j 0.00569839-0.00561455j -0.0025239+0.00565363j 0.00972595-0.00964327j -0.00383419+0.0151662j 0.0161881+0.0139952j 0.016094+0.000305949j -0.0114739-0.00395288j 0.00302597+0.00563911j -0.00117162+0.00587812j 0.00483342-0.000901756j -0.0146047+0.00443107j 0.0359451-0.0110683j -0.00902891+0.00214753j 0.0142421-0.00286295j 0.00237757-0.0220983j 0.00366265-0.00349258j 0.00362214-0.022407j 0.00763716+0.00426495j -0.00227954+0.00749802j 0.00948047-0.00761519j -0.0208283-0.0160661j 0.0046211-0.00766818j 0.00908636+9.80344e-05j -0.0106589-0.00194216j -0.00893701+0.0105719j -0.0113615-0.00411607j 0.000958726+0.00638419j 0.00489474+0.00875385j 0.00319114-0.00165555j 0.000204062-0.00651913j 0.0051459+0.00304246j -0.0119658+0.00139106j -0.018051-0.00638368j -0.00809628-0.00112213j 0.00082457-0.000137479j -0.0173387+0.00842549j -0.00559745-0.00683682j 
-0.00168856+0.00135394j -0.00170916+0.000415076j 0.00131251+0.00701587j 0.0112607+0.00225335j 0.00916328+0.00949148j 0.00045609+0.00273718j 0.00371376+0.00704487j 0.0127124-0.00936682j -0.00567994+0.00880054j -0.00487377-0.0220335j 0.00527908+0.00635665j -0.00288124-0.00723216j -0.00560582-0.00867008j -0.00127356+0.00886936j 0.00482258-0.00673714j -0.00682642-0.00410502j 0.0130457+0.0162506j -0.00537529-0.00532259j -0.0168597-0.00087163j -0.00175154+6.97855e-05j -0.0205362-0.00436642j -0.00319547-0.0175279j 0.00595322+0.0264664j 0.0132871+0.0123654j 0.0153175+0.00853914j -0.000527628-0.0110936j 0.0102206+0.0120671j -0.0104569-0.00610171j 0.00145645+0.00180697j 0.0105656-0.01538j -0.00798382-0.00197633j -0.00211141+0.00525962j 0.0141986-0.00484249j 0.00502131-0.00797023j -0.00221386-0.00740918j -0.00934529+0.0185895j 0.0144677+0.000764736j -0.00813481+0.00176164j 0.00109546-0.0111377j 0.00306685-0.00182438j -0.00783581-0.0049143j 0.00277942-0.0147454j -0.00425684+0.00816403j -0.00216285-0.00476331j -0.0130165+0.0126575j -0.0214715-0.005619j -0.0100831+0.000887291j 0.0023821+0.00186844j -0.0195001-0.000788001j -0.000861156-0.00748105j -0.0115715+0.0127115j 0.00831995+0.00353312j -0.0048323+0.00694437j -0.00372858+0.00834272j 0.0156089+0.00687034j -0.00999982-0.00606628j -0.00603702-0.018388j 0.00563151+0.00541625j -0.00795611+0.000689099j -0.0139529-0.00904346j -0.0169879+0.00342796j -0.000113983+0.00634843j -0.0207041-0.00412728j 0.011183-0.00204754j 0.00379569-0.0040699j 0.00789607+0.00396279j -0.00904013+0.01128j 0.00454409+0.00924268j -0.0135918-0.000981396j 
